Orthogroup	Mus_musculus	Microcebus_murinus
OG0001647	sp|P47963|RL13_MOUSE	tr|A0A8C5W9L7|A0A8C5W9L7_MICMU, tr|A0A8B7HT45|A0A8B7HT45_MICMU
OG0001648	sp|Q8JZM4|DNER_MOUSE	tr|A0A8C5VAA7|A0A8C5VAA7_MICMU, tr|A0A8C5USH9|A0A8C5USH9_MICMU
OG0001649	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A8C5VDX1|A0A8C5VDX1_MICMU, tr|A0A8C5W8F0|A0A8C5W8F0_MICMU
OG0001650	sp|Q60969|STYX_MOUSE	tr|A0A8C5Y8U1|A0A8C5Y8U1_MICMU, tr|A0A8C5VR25|A0A8C5VR25_MICMU
OG0001651	sp|Q64096|MCF2L_MOUSE	tr|A0A8C5Y5R9|A0A8C5Y5R9_MICMU, tr|A0A8C5YH33|A0A8C5YH33_MICMU
OG0001653	sp|Q9R0X4|ACOT9_MOUSE, sp|Q32MW3|ACO10_MOUSE	tr|A0A8B7HQD3|A0A8B7HQD3_MICMU
OG0001654	sp|P70289|PTPRV_MOUSE, sp|B2RU80|PTPRB_MOUSE	tr|A0A8B7I0U7|A0A8B7I0U7_MICMU
OG0001655	sp|P40237|CD82_MOUSE	tr|A0A8B7EN27|A0A8B7EN27_MICMU, tr|A0A8B7I7U0|A0A8B7I7U0_MICMU
OG0001656	sp|Q78IS1|TMED3_MOUSE	tr|A0A8C5VRQ0|A0A8C5VRQ0_MICMU, tr|A0A8C5V728|A0A8C5V728_MICMU
OG0001657	sp|P26883|FKB1A_MOUSE	tr|A0A8C5XHW0|A0A8C5XHW0_MICMU, tr|A0A8C5VSN4|A0A8C5VSN4_MICMU
OG0001658	tr|Q31099|Q31099_MOUSE, sp|P35737|DMB_MOUSE	tr|A0A8C5XVJ1|A0A8C5XVJ1_MICMU
OG0001659	sp|Q9CX34|SGT1_MOUSE	tr|A0A8C6EKT4|A0A8C6EKT4_MICMU, tr|A0A8C6EM03|A0A8C6EM03_MICMU
OG0001660	sp|P70460|VASP_MOUSE	tr|A0A8C5VAT6|A0A8C5VAT6_MICMU, tr|A0A8B7G3Z1|A0A8B7G3Z1_MICMU
OG0001661	sp|P58771|TPM1_MOUSE, sp|P21107|TPM3_MOUSE	tr|A0A8B7X0F9|A0A8B7X0F9_MICMU
OG0001662	sp|Q9D385|AR2BP_MOUSE	tr|A0A8B7FEZ7|A0A8B7FEZ7_MICMU, tr|A0A8C5VEI8|A0A8C5VEI8_MICMU
OG0001663	sp|Q8R2H9|PHOP1_MOUSE, sp|Q9D9M5|PHOP2_MOUSE	tr|A0A8C5W4V5|A0A8C5W4V5_MICMU
OG0001664	sp|E9Q355|CTSG1_MOUSE, sp|C6KI89|CTSG2_MOUSE	tr|A0A8C5XBS6|A0A8C5XBS6_MICMU
OG0001665	sp|Q9CQJ8|NDUB9_MOUSE	tr|A0A8B7HZH3|A0A8B7HZH3_MICMU, tr|A0A8C5XH84|A0A8C5XH84_MICMU
OG0001666	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A8C5XXY7|A0A8C5XXY7_MICMU, tr|A0A8B7ENG2|A0A8B7ENG2_MICMU
OG0001667	sp|Q69ZQ1|MYORG_MOUSE, sp|P70699|LYAG_MOUSE	tr|A0A8B7FSF6|A0A8B7FSF6_MICMU
OG0001668	sp|Q3USZ2|UBFL1_MOUSE, sp|P25976|UBF1_MOUSE	tr|A0A8B7HXY7|A0A8B7HXY7_MICMU
OG0001669	sp|Q91WD2|TRPV6_MOUSE, sp|P69744|TRPV5_MOUSE	tr|A0A8C5V092|A0A8C5V092_MICMU
OG0001670	sp|B2RPY5|GP161_MOUSE, sp|Q80T62|GP101_MOUSE	tr|A0A8C5V2J7|A0A8C5V2J7_MICMU
OG0001671	sp|P19070|CR2_MOUSE	tr|A0A8C5VXZ1|A0A8C5VXZ1_MICMU, tr|A0A8C5Y177|A0A8C5Y177_MICMU
OG0001672	sp|Q99LB7|SARDH_MOUSE	tr|A0A8C5W543|A0A8C5W543_MICMU, tr|A0A8C5XNQ6|A0A8C5XNQ6_MICMU
OG0001673	sp|Q9DCI3|STR3N_MOUSE	tr|A0A8C5VMR0|A0A8C5VMR0_MICMU, tr|A0A8C5W8S5|A0A8C5W8S5_MICMU
OG0001674	sp|Q91XA2|GOLM1_MOUSE	tr|A0A8C5YC27|A0A8C5YC27_MICMU, tr|A0A8C5XF61|A0A8C5XF61_MICMU
OG0001675	tr|E9PUD6|E9PUD6_MOUSE	tr|A0A8C5XFB8|A0A8C5XFB8_MICMU, tr|A0A8B7FW18|A0A8B7FW18_MICMU
OG0001676	sp|Q8C0L8|COG5_MOUSE	tr|A0A8C5Y7T5|A0A8C5Y7T5_MICMU, tr|A0A8C5XU07|A0A8C5XU07_MICMU
OG0001677	tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE	tr|A0A8C6EI49|A0A8C6EI49_MICMU
OG0001678	sp|Q9CWJ3|KTBL1_MOUSE	tr|A0A8C5UT36|A0A8C5UT36_MICMU, tr|A0A8B7EUW8|A0A8B7EUW8_MICMU
OG0001679	sp|O70191|ATF5_MOUSE	tr|A0A8B7FND3|A0A8B7FND3_MICMU, tr|A0A8C5VN71|A0A8C5VN71_MICMU
OG0001680	sp|Q8BLD6|ANR55_MOUSE	tr|A0A8C5W0W6|A0A8C5W0W6_MICMU, tr|A0A8C5Y3M5|A0A8C5Y3M5_MICMU
OG0001681	sp|Q8K2F8|LS14A_MOUSE	tr|A0A8C6EGG1|A0A8C6EGG1_MICMU, tr|A0A8C5XFQ1|A0A8C5XFQ1_MICMU
OG0001682	sp|Q921E6|EED_MOUSE	tr|A0A8B7EI76|A0A8B7EI76_MICMU, tr|A0A8C5XQ22|A0A8C5XQ22_MICMU
OG0001683	sp|Q8CHU3|EPN2_MOUSE	tr|A0A8C6EIZ3|A0A8C6EIZ3_MICMU, tr|A0A8B7F6G1|A0A8B7F6G1_MICMU
OG0001684	sp|Q8K363|DDX18_MOUSE	tr|A0A8B7H429|A0A8B7H429_MICMU, tr|A0A8C6EIY6|A0A8C6EIY6_MICMU
OG0001685	sp|Q8CDN8|CCD38_MOUSE, sp|Q80VN0|CP100_MOUSE	tr|A0A8B7X8J5|A0A8B7X8J5_MICMU
OG0001686	sp|Q91XD4|FTCD_MOUSE	tr|A0A8C5XBC7|A0A8C5XBC7_MICMU, tr|A0A8B7X8J8|A0A8B7X8J8_MICMU
OG0001687	sp|Q7M732|RTL1_MOUSE, sp|Q7TN75|PEG10_MOUSE	tr|A0A8C5UJY8|A0A8C5UJY8_MICMU
OG0001688	sp|Q99K28|ARFG2_MOUSE	tr|A0A8C5UTR2|A0A8C5UTR2_MICMU, tr|A0A8C5VIM4|A0A8C5VIM4_MICMU
OG0001689	sp|P47758|SRPRB_MOUSE	tr|A0A8C5YK50|A0A8C5YK50_MICMU, tr|A0A8C5W578|A0A8C5W578_MICMU
OG0001690	sp|Q9R0P4|SMAP_MOUSE	tr|A0A8C5WAV1|A0A8C5WAV1_MICMU, tr|A0A8B7HGG0|A0A8B7HGG0_MICMU
OG0001691	sp|Q9D0E1|HNRPM_MOUSE	tr|A0A8C5VSA7|A0A8C5VSA7_MICMU, tr|A0A8C5XBB2|A0A8C5XBB2_MICMU
OG0001692	sp|Q9JJB9|TM183_MOUSE	tr|A0A8C5YD92|A0A8C5YD92_MICMU, tr|A0A8C5VGV7|A0A8C5VGV7_MICMU
OG0001693	sp|Q8BG40|KTNB1_MOUSE	tr|A0A8C5YDW5|A0A8C5YDW5_MICMU, tr|A0A8B7EVU2|A0A8B7EVU2_MICMU
OG0001694	sp|Q8BL95|CF298_MOUSE	tr|A0A8C5XYI1|A0A8C5XYI1_MICMU, tr|A0A8C6EI64|A0A8C6EI64_MICMU
OG0001695	sp|Q571I4|PRAG1_MOUSE	tr|A0A8B7EMT9|A0A8B7EMT9_MICMU, tr|A0A8C5VKP9|A0A8C5VKP9_MICMU
OG0001696	sp|Q9DCJ5|NDUA8_MOUSE	tr|A0A8B7GUV2|A0A8B7GUV2_MICMU, tr|A0A8C5VAH1|A0A8C5VAH1_MICMU
OG0001697	sp|Q9CQH3|NDUB5_MOUSE	tr|A0A8B7X2R3|A0A8B7X2R3_MICMU, tr|A0A8C5YH84|A0A8C5YH84_MICMU
OG0001698	sp|Q9CQ44|TM218_MOUSE	tr|A0A8C5XS30|A0A8C5XS30_MICMU, tr|A0A8C5UN40|A0A8C5UN40_MICMU
OG0001699	sp|Q8K301|DDX52_MOUSE	tr|A0A8C5W7F7|A0A8C5W7F7_MICMU, tr|A0A8C5UPL2|A0A8C5UPL2_MICMU
OG0001700	sp|Q8BX65|MDFIC_MOUSE	tr|A0A8C5V9B9|A0A8C5V9B9_MICMU, tr|A0A8C5UQA8|A0A8C5UQA8_MICMU
OG0001701	sp|Q6E1M8|AWAT2_MOUSE, sp|A2ADU9|AWAT1_MOUSE	tr|A0A8C5V3J3|A0A8C5V3J3_MICMU
OG0001702	sp|Q921H9|COA7_MOUSE	tr|A0A8C5VJ85|A0A8C5VJ85_MICMU, tr|A0A8C5UIU5|A0A8C5UIU5_MICMU
OG0001703	sp|Q8BGT7|SPF30_MOUSE	tr|A0A8C5VQ46|A0A8C5VQ46_MICMU, tr|A0A8C5VRA5|A0A8C5VRA5_MICMU
OG0001704	sp|Q8VBV7|CSN8_MOUSE	tr|A0A8C5VH39|A0A8C5VH39_MICMU, tr|A0A8C5W4X2|A0A8C5W4X2_MICMU
OG0001705	sp|Q8BHN7|CL029_MOUSE	tr|A0A8C5XZ30|A0A8C5XZ30_MICMU, tr|A0A8C5UUF8|A0A8C5UUF8_MICMU
OG0001706	sp|Q8VEM1|GOLI_MOUSE	tr|A0A8C5Y8Y7|A0A8C5Y8Y7_MICMU, tr|A0A8B7I3Z1|A0A8B7I3Z1_MICMU
OG0001707	sp|P52624|UPP1_MOUSE, sp|Q8CGR7|UPP2_MOUSE	tr|A0A8B7EAV0|A0A8B7EAV0_MICMU
OG0001708	sp|O09105|NDF4_MOUSE, sp|Q60867|NDF1_MOUSE	tr|A0A8B7HVI8|A0A8B7HVI8_MICMU
OG0001709	sp|Q9QXP6|MKRN1_MOUSE, sp|Q60764|MKRN3_MOUSE	tr|A0A8C5UN91|A0A8C5UN91_MICMU
OG0001710	sp|Q8R1J3|ZCHC9_MOUSE	tr|A0A8B7GI77|A0A8B7GI77_MICMU, tr|A0A8C5V9W4|A0A8C5V9W4_MICMU
OG0001711	sp|Q9CWD0|GTSFL_MOUSE, tr|Q80Y74|Q80Y74_MOUSE	tr|A0A8C5VY63|A0A8C5VY63_MICMU
OG0001712	tr|Q5R1A4|Q5R1A4_MOUSE, tr|A0A075B658|A0A075B658_MOUSE	tr|A0A8C5Y1G2|A0A8C5Y1G2_MICMU
OG0001713	sp|Q9CZG3|COMD8_MOUSE	tr|A0A8C5UU07|A0A8C5UU07_MICMU, tr|A0A8C5Y3Z8|A0A8C5Y3Z8_MICMU
OG0001714	sp|Q62447|CCNC_MOUSE	tr|A0A8B7EI27|A0A8B7EI27_MICMU, tr|A0A8C5Y8B3|A0A8C5Y8B3_MICMU
OG0001715	sp|Q9D7G9|MISS_MOUSE, sp|Q8BH93|MISSL_MOUSE	tr|A0A8B7FVW7|A0A8B7FVW7_MICMU
OG0001716	sp|Q9EP78|CHST7_MOUSE, sp|Q80WV3|CHST2_MOUSE	tr|A0A8B7G6C7|A0A8B7G6C7_MICMU
OG0001717	sp|O35963|RB33B_MOUSE	tr|A0A8B7GGW8|A0A8B7GGW8_MICMU, tr|A0A8C5UZT6|A0A8C5UZT6_MICMU
OG0001718	tr|D3YYZ1|D3YYZ1_MOUSE, tr|J3QNN2|J3QNN2_MOUSE	tr|A0A8B7H5S5|A0A8B7H5S5_MICMU
OG0001719	sp|A2AUQ7|GTA1L_MOUSE, sp|Q2NKH9|GL6D1_MOUSE	tr|A0A8B7HJH3|A0A8B7HJH3_MICMU
OG0001720	sp|Q9D902|T2EB_MOUSE	tr|A0A8C5UQQ2|A0A8C5UQQ2_MICMU, tr|A0A8C5Y7L5|A0A8C5Y7L5_MICMU
OG0001721	sp|P19157|GSTP1_MOUSE, sp|P46425|GSTP2_MOUSE	tr|A0A8C5V084|A0A8C5V084_MICMU
OG0001722	sp|Q921M4|GOGA2_MOUSE, tr|A2ARC0|A2ARC0_MOUSE	tr|A0A8C5VS57|A0A8C5VS57_MICMU
OG0001723	sp|Q810S1|MCUB_MOUSE	tr|A0A8C5W0T0|A0A8C5W0T0_MICMU, tr|A0A8C5XKC0|A0A8C5XKC0_MICMU
OG0001724	sp|Q62384|ZPR1_MOUSE	tr|A0A8C5W3C2|A0A8C5W3C2_MICMU, tr|A0A8C5UM88|A0A8C5UM88_MICMU
OG0001725	sp|Q8BV13|CSN7B_MOUSE	tr|A0A8C5Y1M5|A0A8C5Y1M5_MICMU, tr|A0A8C5XH20|A0A8C5XH20_MICMU
OG0001726	sp|Q8K1B9|GLT18_MOUSE	tr|A0A8C5XMX7|A0A8C5XMX7_MICMU, tr|A0A8B7HLV5|A0A8B7HLV5_MICMU
OG0001727	sp|Q8CFE4|SCYL2_MOUSE	tr|A0A8C5XVG7|A0A8C5XVG7_MICMU, tr|A0A8B7X8S9|A0A8B7X8S9_MICMU
OG0001728	sp|P11679|K2C8_MOUSE	tr|A0A8C5YHA4|A0A8C5YHA4_MICMU, tr|A0A8C5Y3G1|A0A8C5Y3G1_MICMU
OG0001729	sp|Q9CPS7|PNO1_MOUSE	tr|A0A8B7FBP7|A0A8B7FBP7_MICMU, tr|A0A8C5Y6A4|A0A8C5Y6A4_MICMU
OG0001730	sp|Q8K389|CK5P2_MOUSE	tr|A0A8C5YAQ3|A0A8C5YAQ3_MICMU, tr|A0A8C5UP83|A0A8C5UP83_MICMU
OG0001731	sp|Q9WVD5|ORNT1_MOUSE, tr|Q99ML6|Q99ML6_MOUSE	tr|A0A8B7FX45|A0A8B7FX45_MICMU
OG0001732	sp|Q9CR67|TMM33_MOUSE	tr|A0A8C5VDG6|A0A8C5VDG6_MICMU, tr|A0A8C5XD70|A0A8C5XD70_MICMU
OG0001733	sp|Q9JHG1|PIGP_MOUSE	tr|A0A8B7HLB8|A0A8B7HLB8_MICMU, tr|A0A8C5VQW7|A0A8C5VQW7_MICMU
OG0001734	sp|Q8VBT3|OSCAR_MOUSE, sp|B6A8R8|TARM1_MOUSE	tr|A0A8C5VVE1|A0A8C5VVE1_MICMU
OG0001735	sp|P63038|CH60_MOUSE	tr|A0A8C5VC94|A0A8C5VC94_MICMU, tr|A0A8C5XPH7|A0A8C5XPH7_MICMU
OG0001736	sp|Q62421|SH3G3_MOUSE	tr|A0A8C5XKR8|A0A8C5XKR8_MICMU, tr|A0A8C5XR11|A0A8C5XR11_MICMU
OG0001737	sp|P70445|4EBP2_MOUSE	tr|A0A8C5XUH7|A0A8C5XUH7_MICMU, tr|A0A8C5XGY8|A0A8C5XGY8_MICMU
OG0001738	sp|Q8R2Y8|PTH2_MOUSE	tr|A0A8C5XPL8|A0A8C5XPL8_MICMU, tr|A0A8C5Y079|A0A8C5Y079_MICMU
OG0001739	sp|P05784|K1C18_MOUSE	tr|A0A8C5YGL1|A0A8C5YGL1_MICMU, tr|A0A8B7G8G2|A0A8B7G8G2_MICMU
OG0001740	sp|O35400|ST2B1_MOUSE	tr|A0A8C5XUB5|A0A8C5XUB5_MICMU, tr|A0A8B7FNL2|A0A8B7FNL2_MICMU
OG0001741	sp|Q8K1F9|LCTL_MOUSE	tr|A0A8C5VCZ8|A0A8C5VCZ8_MICMU, tr|A0A8B7FX97|A0A8B7FX97_MICMU
OG0001742	sp|Q9JM13|RABX5_MOUSE	tr|A0A8C5VVX0|A0A8C5VVX0_MICMU, tr|A0A8C5UY47|A0A8C5UY47_MICMU
OG0001743	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A8B7GM91|A0A8B7GM91_MICMU, tr|A0A8C5VW41|A0A8C5VW41_MICMU
OG0001744	sp|Q921W4|QORL1_MOUSE	tr|A0A8C5VYH0|A0A8C5VYH0_MICMU, tr|A0A8C5W513|A0A8C5W513_MICMU
OG0001745	sp|Q9QZH3|PPIE_MOUSE	tr|A0A8C5YE94|A0A8C5YE94_MICMU, tr|A0A8C5WBL9|A0A8C5WBL9_MICMU
OG0001746	sp|P61087|UBE2K_MOUSE	tr|A0A8C5XMK5|A0A8C5XMK5_MICMU, tr|A0A8C5VPV0|A0A8C5VPV0_MICMU
OG0001747	sp|Q8BQZ8|KCNS3_MOUSE	tr|A0A8C5XHQ2|A0A8C5XHQ2_MICMU, tr|A0A8C5XP25|A0A8C5XP25_MICMU
OG0001748	sp|P56480|ATPB_MOUSE	tr|A0A8C6EFH4|A0A8C6EFH4_MICMU, tr|A0A8C5Y0G8|A0A8C5Y0G8_MICMU
OG0001749	sp|P21460|CYTC_MOUSE	tr|A0A8B7GBI6|A0A8B7GBI6_MICMU, tr|A0A8C5URK4|A0A8C5URK4_MICMU
OG0001750	sp|P0DPE0|EFMT4_MOUSE	tr|A0A8C5YJW1|A0A8C5YJW1_MICMU, tr|A0A8B7HAD8|A0A8B7HAD8_MICMU
OG0001751	tr|Q6NSU2|Q6NSU2_MOUSE, sp|Q9DCL8|IPP2_MOUSE	tr|A0A8B7HHZ3|A0A8B7HHZ3_MICMU
OG0001752	sp|A2A891|CMTA1_MOUSE	tr|A0A8B7WQE6|A0A8B7WQE6_MICMU, tr|A0A8C5Y1Y4|A0A8C5Y1Y4_MICMU
OG0001753	sp|Q9CXR4|PIGC_MOUSE	tr|A0A8C5XBY8|A0A8C5XBY8_MICMU, tr|A0A8B7X019|A0A8B7X019_MICMU
OG0001754	tr|E9PYD7|E9PYD7_MOUSE, tr|G5E8C2|G5E8C2_MOUSE	tr|A0A8C5V4X7|A0A8C5V4X7_MICMU
OG0001755	sp|Q9D1E8|PLCE_MOUSE	tr|A0A8C5VGK5|A0A8C5VGK5_MICMU, tr|A0A8C5VUQ7|A0A8C5VUQ7_MICMU
OG0001756	sp|P43081|GUC1A_MOUSE	tr|A0A8C5YI54|A0A8C5YI54_MICMU, tr|A0A8C5XDK9|A0A8C5XDK9_MICMU
OG0001757	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A8C5XQF5|A0A8C5XQF5_MICMU, tr|A0A8C5XYJ5|A0A8C5XYJ5_MICMU
OG0001758	tr|A2AMD0|A2AMD0_MOUSE, sp|Q05CL8|LARP7_MOUSE	tr|A0A8C5Y5Y7|A0A8C5Y5Y7_MICMU
OG0001759	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A8C5VXK6|A0A8C5VXK6_MICMU, tr|A0A8B7GQE5|A0A8B7GQE5_MICMU
OG0001760	sp|Q6A0A9|F120A_MOUSE	tr|A0A8C5VQF6|A0A8C5VQF6_MICMU, tr|A0A8C5UYB6|A0A8C5UYB6_MICMU
OG0001761	sp|Q8R409|HEXI1_MOUSE, sp|Q3TVI4|HEXI2_MOUSE	tr|A0A8C5XVS6|A0A8C5XVS6_MICMU
OG0001762	sp|P55086|PAR2_MOUSE	tr|A0A8C5XWW9|A0A8C5XWW9_MICMU, tr|A0A8C5XWK4|A0A8C5XWK4_MICMU
OG0001764	sp|P35980|RL18_MOUSE	tr|A0A8C5Y622|A0A8C5Y622_MICMU, tr|A0A8B7WUM3|A0A8B7WUM3_MICMU
OG0001765	sp|D3KU66|ASMT_MOUSE	tr|A0A8C5Y6P1|A0A8C5Y6P1_MICMU, tr|A0A8C6EJZ5|A0A8C6EJZ5_MICMU
OG0001767	sp|Q60793|KLF4_MOUSE	tr|A0A8B7EFL3|A0A8B7EFL3_MICMU, tr|A0A8C5Y4Y2|A0A8C5Y4Y2_MICMU
OG0001768	sp|P35428|HES1_MOUSE	tr|A0A8B7HHW3|A0A8B7HHW3_MICMU, tr|A0A8C5V344|A0A8C5V344_MICMU
OG0001769	sp|Q80SS6|GPBAR_MOUSE, sp|P97717|ADA1B_MOUSE	tr|A0A8B7HWU7|A0A8B7HWU7_MICMU
OG0001770	sp|P08113|ENPL_MOUSE	tr|A0A8C5YJF7|A0A8C5YJF7_MICMU, tr|A0A8C5ULZ7|A0A8C5ULZ7_MICMU
OG0001771	sp|O08709|PRDX6_MOUSE, tr|Q8BG37|Q8BG37_MOUSE	tr|A0A8C5US09|A0A8C5US09_MICMU
OG0001772	sp|Q9JK38|GNA1_MOUSE	tr|A0A8C5W7L8|A0A8C5W7L8_MICMU, tr|A0A8C5V5W6|A0A8C5V5W6_MICMU
OG0001773	sp|P24472|GSTA4_MOUSE	tr|A0A8C5V960|A0A8C5V960_MICMU, tr|A0A8C5VR68|A0A8C5VR68_MICMU
OG0001774	sp|Q9CQS4|S2546_MOUSE	tr|A0A8C5VIZ3|A0A8C5VIZ3_MICMU, tr|A0A8C5VV53|A0A8C5VV53_MICMU
OG0001775	sp|P01132|EGF_MOUSE, sp|P35951|LDLR_MOUSE	tr|A0A8C5XN67|A0A8C5XN67_MICMU
OG0001777	tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A8C5YFW9|A0A8C5YFW9_MICMU, tr|A0A8C5VJR8|A0A8C5VJR8_MICMU
OG0001779	sp|O70237|GFI1B_MOUSE	tr|A0A8B7GNX2|A0A8B7GNX2_MICMU, tr|A0A8C6EKR2|A0A8C6EKR2_MICMU
OG0001780	sp|Q925Q8|DACH2_MOUSE	tr|A0A8C5V882|A0A8C5V882_MICMU, tr|A0A8C5XVW8|A0A8C5XVW8_MICMU
OG0001781	sp|Q8C6A8|BHE22_MOUSE, sp|Q8BGW3|BHE23_MOUSE	tr|A0A8C5VZQ7|A0A8C5VZQ7_MICMU
OG0001782	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A8C5W7M8|A0A8C5W7M8_MICMU, tr|A0A8C6EJD7|A0A8C6EJD7_MICMU
OG0001783	sp|P47968|RPIA_MOUSE	tr|A0A8C5URY0|A0A8C5URY0_MICMU, tr|A0A8C5W9A5|A0A8C5W9A5_MICMU
OG0001784	sp|O70551|SRPK1_MOUSE	tr|A0A8C5XBC4|A0A8C5XBC4_MICMU, tr|A0A8C5W694|A0A8C5W694_MICMU
OG0001785	sp|Q8BQU7|TMM74_MOUSE, tr|A2AU34|A2AU34_MOUSE	tr|A0A8C5XEB8|A0A8C5XEB8_MICMU
OG0001786	sp|Q9CZP5|BCS1_MOUSE	tr|A0A8C5XHN1|A0A8C5XHN1_MICMU, tr|A0A8C5UUR5|A0A8C5UUR5_MICMU
OG0001787	sp|Q3UK78|PCGF5_MOUSE	tr|A0A8B7GEY9|A0A8B7GEY9_MICMU, tr|A0A8C5XS58|A0A8C5XS58_MICMU
OG0001788	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A8B7H6T5|A0A8B7H6T5_MICMU, tr|A0A8C5YFD4|A0A8C5YFD4_MICMU
OG0001789	sp|P70390|SHOX2_MOUSE	tr|A0A8C5V4B2|A0A8C5V4B2_MICMU, tr|A0A8C5YJ78|A0A8C5YJ78_MICMU
OG0001790	sp|P31360|PO3F2_MOUSE, sp|P62515|PO3F4_MOUSE	tr|A0A8B7EHM9|A0A8B7EHM9_MICMU
OG0001791	tr|Q8K5B9|Q8K5B9_MOUSE, sp|Q8C0Y1|TGIF2_MOUSE	tr|A0A8B7FN73|A0A8B7FN73_MICMU
OG0001792	sp|Q99LP6|GRPE1_MOUSE	tr|A0A8C5UYA4|A0A8C5UYA4_MICMU, tr|A0A8C5Y965|A0A8C5Y965_MICMU
OG0001793	sp|Q3U128|APCD1_MOUSE	tr|A0A8C5UYK5|A0A8C5UYK5_MICMU, tr|A0A8B7F1L7|A0A8B7F1L7_MICMU
OG0001794	sp|Q9ERS4|PKHA3_MOUSE	tr|A0A8C5UWN9|A0A8C5UWN9_MICMU, tr|A0A8C5VV94|A0A8C5VV94_MICMU
OG0001795	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A8C5YFW6|A0A8C5YFW6_MICMU, tr|A0A8C5VXX9|A0A8C5VXX9_MICMU
OG0001796	sp|Q32M08|DUS4L_MOUSE	tr|A0A8C5XFZ3|A0A8C5XFZ3_MICMU, tr|A0A8C6EIW4|A0A8C6EIW4_MICMU
OG0001797	sp|O89106|FHIT_MOUSE	tr|A0A8C6EJC9|A0A8C6EJC9_MICMU, tr|A0A8C5XS09|A0A8C5XS09_MICMU
OG0001798	sp|Q8BKH7|SIN1_MOUSE	tr|A0A8C5V797|A0A8C5V797_MICMU, tr|A0A8C5XT15|A0A8C5XT15_MICMU
OG0001799	sp|Q9D9V3|ECHD1_MOUSE	tr|A0A8C6EED8|A0A8C6EED8_MICMU, tr|A0A8B7HB39|A0A8B7HB39_MICMU
OG0001800	tr|A0A1L1SUA2|A0A1L1SUA2_MOUSE, sp|Q6PDE8|MF13A_MOUSE	tr|A0A8B7GQR7|A0A8B7GQR7_MICMU
OG0001801	sp|Q8CJ40|CROCC_MOUSE, sp|F6XLV1|CRCC2_MOUSE	tr|A0A8C5UT35|A0A8C5UT35_MICMU
OG0001802	sp|P03966|MYCN_MOUSE, sp|Q9Z304|MYCS_MOUSE	tr|A0A8C5V0U9|A0A8C5V0U9_MICMU
OG0001803	sp|Q0VBU9|PLPP4_MOUSE, sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A8C5VYM9|A0A8C5VYM9_MICMU
OG0001804	sp|Q5DTY9|KCD16_MOUSE, sp|Q50H33|KCTD8_MOUSE	tr|A0A8C5XAS2|A0A8C5XAS2_MICMU
OG0001805	sp|O70374|MTG8R_MOUSE	tr|A0A8B7FNS4|A0A8B7FNS4_MICMU, tr|A0A8C5Y423|A0A8C5Y423_MICMU
OG0001807	sp|Q9DA80|RSH3B_MOUSE, sp|Q3UFY4|RSH3A_MOUSE	tr|A0A8C6EJM8|A0A8C6EJM8_MICMU
OG0001808	sp|Q9ER69|FL2D_MOUSE	tr|A0A8C5XRP0|A0A8C5XRP0_MICMU, tr|A0A8B7G115|A0A8B7G115_MICMU
OG0001809	sp|Q8JZS9|RM48_MOUSE	tr|A0A8C5VD42|A0A8C5VD42_MICMU, tr|A0A8C5VUH3|A0A8C5VUH3_MICMU
OG0001810	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A8B7EZT5|A0A8B7EZT5_MICMU, tr|A0A8C5XBC8|A0A8C5XBC8_MICMU
OG0001811	sp|Q8R460|IL36G_MOUSE	tr|A0A8C5XEY3|A0A8C5XEY3_MICMU, tr|A0A8C5XTM2|A0A8C5XTM2_MICMU
OG0001812	tr|E0CX47|E0CX47_MOUSE, tr|B9EKK6|B9EKK6_MOUSE	tr|A0A8B7HDT6|A0A8B7HDT6_MICMU
OG0001813	sp|Q8VEK6|ING3_MOUSE	tr|A0A8C5VQM4|A0A8C5VQM4_MICMU, tr|A0A8B7FV38|A0A8B7FV38_MICMU
OG0001814	sp|Q8BH58|TIPRL_MOUSE	tr|A0A8C5VXM1|A0A8C5VXM1_MICMU, tr|A0A8C5UTS7|A0A8C5UTS7_MICMU
OG0001816	sp|Q9D8M7|PHF10_MOUSE	tr|A0A8C5W6C3|A0A8C5W6C3_MICMU, tr|A0A8C5V0B3|A0A8C5V0B3_MICMU
OG0001817	sp|P53395|ODB2_MOUSE	tr|A0A8C5VBZ9|A0A8C5VBZ9_MICMU, tr|A0A8C5XLB4|A0A8C5XLB4_MICMU
OG0001818	sp|Q9DBC0|SELO_MOUSE	tr|A0A8C5XTQ0|A0A8C5XTQ0_MICMU, tr|A0A8C5VA56|A0A8C5VA56_MICMU
OG0001819	tr|Q8CB76|Q8CB76_MOUSE	tr|A0A8C5Y317|A0A8C5Y317_MICMU, tr|A0A8C5UP37|A0A8C5UP37_MICMU
