Orthogroup	Mus_musculus	Neotoma_lepida
OG0005659	sp|Q9CZU3|MTREX_MOUSE	tr|A0A1A6GRN8|A0A1A6GRN8_NEOLE
OG0005660	sp|Q9D1D6|CTHR1_MOUSE	tr|A0A1A6HBL1|A0A1A6HBL1_NEOLE
OG0005661	sp|Q9D2H6|SP2_MOUSE	tr|A0A1A6HFS1|A0A1A6HFS1_NEOLE
OG0005662	sp|Q9D4H9|PHF14_MOUSE	tr|A0A1A6HP02|A0A1A6HP02_NEOLE
OG0005663	sp|Q9D994|WDR38_MOUSE	tr|A0A1A6FW02|A0A1A6FW02_NEOLE
OG0005664	sp|Q9D9S3|RWD2A_MOUSE	tr|A0A1A6HCW9|A0A1A6HCW9_NEOLE
OG0005665	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A1A6H0W1|A0A1A6H0W1_NEOLE
OG0005666	sp|Q9JKF7|RM39_MOUSE	tr|A0A1A6HVR2|A0A1A6HVR2_NEOLE
OG0005667	sp|Q9QUM0|ITA2B_MOUSE	tr|A0A1A6FYB1|A0A1A6FYB1_NEOLE
OG0005668	sp|Q9WTN3|SRBP1_MOUSE	tr|A0A1A6G3N1|A0A1A6G3N1_NEOLE
OG0005669	sp|Q9WU19|HAOX1_MOUSE	tr|A0A1A6GIP5|A0A1A6GIP5_NEOLE
OG0005670	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE	tr|A0A1A6G1T8|A0A1A6G1T8_NEOLE
OG0005671	sp|B1ASB6|SPOC1_MOUSE	tr|A0A1A6HCK6|A0A1A6HCK6_NEOLE
OG0005673	sp|F8VPY8|OCAT2_MOUSE	tr|A0A1A6HVS6|A0A1A6HVS6_NEOLE
OG0005674	sp|G3X9C2|FBX50_MOUSE	tr|A0A1A6HKL6|A0A1A6HKL6_NEOLE
OG0005675	sp|O08989|RASM_MOUSE	tr|A0A1A6GJJ5|A0A1A6GJJ5_NEOLE
OG0005676	sp|O35386|PAHX_MOUSE	tr|A0A1A6H1Y1|A0A1A6H1Y1_NEOLE
OG0005677	sp|O70394|I27RA_MOUSE	tr|A0A1A6H7B1|A0A1A6H7B1_NEOLE
OG0005678	sp|O70494|SP3_MOUSE	tr|A0A1A6HLE5|A0A1A6HLE5_NEOLE
OG0005679	sp|O88665|BRD7_MOUSE	tr|A0A1A6GM05|A0A1A6GM05_NEOLE
OG0005680	sp|P18828|SDC1_MOUSE	tr|A0A1A6FVB9|A0A1A6FVB9_NEOLE
OG0005681	sp|P97318|DAB1_MOUSE	tr|A0A1A6HIP6|A0A1A6HIP6_NEOLE
OG0005682	sp|Q3B807|TCRGL_MOUSE	tr|A0A1A6HYU1|A0A1A6HYU1_NEOLE
OG0005683	sp|Q3SXD3|HDDC2_MOUSE	tr|A0A1A6GPU0|A0A1A6GPU0_NEOLE
OG0005684	sp|Q3U1U7|AHRR_MOUSE	tr|A0A1A6HHH0|A0A1A6HHH0_NEOLE
OG0005685	sp|Q3V036|CCD27_MOUSE	tr|A0A1A6HFB4|A0A1A6HFB4_NEOLE
OG0005686	sp|Q569E4|MENT_MOUSE	tr|A0A1A6HL18|A0A1A6HL18_NEOLE
OG0005687	sp|Q60963|PAFA_MOUSE	tr|A0A1A6GW67|A0A1A6GW67_NEOLE
OG0005688	sp|Q61462|CY24A_MOUSE	tr|A0A1A6HFS9|A0A1A6HFS9_NEOLE
OG0005689	sp|Q64512|PTN13_MOUSE	tr|A0A1A6FWA6|A0A1A6FWA6_NEOLE
OG0005690	sp|Q64705|USF2_MOUSE	tr|A0A1A6H4L8|A0A1A6H4L8_NEOLE
OG0005691	sp|Q64HY3|SP9_MOUSE	tr|A0A1A6GQP9|A0A1A6GQP9_NEOLE
OG0005692	sp|Q66JY2|IN80D_MOUSE	tr|A0A1A6G150|A0A1A6G150_NEOLE
OG0005693	sp|Q6P542|ABCF1_MOUSE	tr|A0A1A6H9N1|A0A1A6H9N1_NEOLE
OG0005694	sp|Q6SP97|ENKUR_MOUSE	tr|A0A1A6H8W8|A0A1A6H8W8_NEOLE
OG0005695	sp|Q7TNV0|DEK_MOUSE	tr|A0A1A6H5C2|A0A1A6H5C2_NEOLE
OG0005696	sp|Q80SY4|MIB1_MOUSE	tr|A0A1A6H8Q3|A0A1A6H8Q3_NEOLE
OG0005697	sp|Q80TY0|FNBP1_MOUSE	tr|A0A1A6GT36|A0A1A6GT36_NEOLE
OG0005698	sp|Q80V62|FACD2_MOUSE	tr|A0A1A6HN24|A0A1A6HN24_NEOLE
OG0005699	sp|Q8BGA8|ACSM5_MOUSE	tr|A0A1A6G1Y4|A0A1A6G1Y4_NEOLE
OG0005700	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A1A6H467|A0A1A6H467_NEOLE
OG0005701	sp|Q8BNW9|KBTBB_MOUSE	tr|A0A1A6HR67|A0A1A6HR67_NEOLE
OG0005702	sp|Q8C0Q3|TTC34_MOUSE	tr|A0A1A6H2J2|A0A1A6H2J2_NEOLE
OG0005703	sp|Q8CD78|SRTM1_MOUSE	tr|A0A1A6GLJ4|A0A1A6GLJ4_NEOLE
OG0005704	sp|Q8K2K6|AGFG1_MOUSE	tr|A0A1A6HDI9|A0A1A6HDI9_NEOLE
OG0005705	sp|Q8R054|SRPX2_MOUSE	tr|A0A1A6I074|A0A1A6I074_NEOLE
OG0005706	sp|Q8R1S9|S38A4_MOUSE	tr|A0A1A6HEZ9|A0A1A6HEZ9_NEOLE
OG0005707	sp|Q91VJ5|PQBP1_MOUSE	tr|A0A1A6HTT2|A0A1A6HTT2_NEOLE
OG0005708	sp|Q99LI7|CSTF3_MOUSE	tr|A0A1A6FUL3|A0A1A6FUL3_NEOLE
OG0005709	sp|Q9CYR0|SSBP_MOUSE	tr|A0A1A6G3I3|A0A1A6G3I3_NEOLE
OG0005710	sp|Q9D4A5|CP086_MOUSE	tr|A0A1A6FXR3|A0A1A6FXR3_NEOLE
OG0005711	sp|Q9D752|MD2L2_MOUSE	tr|A0A1A6HA75|A0A1A6HA75_NEOLE
OG0005712	sp|Q9D956|MALD3_MOUSE	tr|A0A1A6HQB8|A0A1A6HQB8_NEOLE
OG0005713	sp|Q9ES64|USH1C_MOUSE	tr|A0A1A6HWN5|A0A1A6HWN5_NEOLE
OG0005714	tr|Q9JHF5|Q9JHF5_MOUSE	tr|A0A1A6H2R1|A0A1A6H2R1_NEOLE
OG0005715	sp|Q9JHL0|NTAL_MOUSE	tr|A0A1A6GU59|A0A1A6GU59_NEOLE
OG0005716	sp|Q9QXG9|TINF2_MOUSE	tr|A0A1A6HXH8|A0A1A6HXH8_NEOLE
OG0005717	sp|Q9QXK2|RAD18_MOUSE	tr|A0A1A6HM98|A0A1A6HM98_NEOLE
OG0005718	sp|Q9WU81|G6PT3_MOUSE	tr|A0A1A6HR45|A0A1A6HR45_NEOLE
OG0005719	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A1A6FVJ1|A0A1A6FVJ1_NEOLE
OG0005720	tr|A0A087WQ44|A0A087WQ44_MOUSE	tr|A0A1A6GCJ0|A0A1A6GCJ0_NEOLE
OG0005721	tr|A0A0N4SW31|A0A0N4SW31_MOUSE	tr|A0A1A6GGL3|A0A1A6GGL3_NEOLE
OG0005722	sp|A2AS89|SPEB_MOUSE	tr|A0A1A6GP77|A0A1A6GP77_NEOLE
OG0005723	sp|A2AWP0|BIRC7_MOUSE	tr|A0A1A6HKX1|A0A1A6HKX1_NEOLE
OG0005724	tr|B2RVB9|B2RVB9_MOUSE	tr|A0A1A6GQ08|A0A1A6GQ08_NEOLE
OG0005725	tr|J3QPC3|J3QPC3_MOUSE	tr|A0A1A6FXM8|A0A1A6FXM8_NEOLE
OG0005726	sp|O35468|WNT9B_MOUSE	tr|A0A1A6GY61|A0A1A6GY61_NEOLE
OG0005727	sp|P07742|RIR1_MOUSE	tr|A0A1A6H9V2|A0A1A6H9V2_NEOLE
OG0005728	sp|P13562|GON1_MOUSE	tr|A0A1A6GS09|A0A1A6GS09_NEOLE
OG0005729	sp|P19783|COX41_MOUSE	tr|A0A1A6FXR4|A0A1A6FXR4_NEOLE
OG0005730	sp|P22339|GA45B_MOUSE	tr|A0A1A6G394|A0A1A6G394_NEOLE
OG0005731	sp|P28359|HXD10_MOUSE	tr|A0A1A6GGW7|A0A1A6GGW7_NEOLE
OG0005732	sp|P98154|IDD_MOUSE	tr|A0A1A6GDZ7|A0A1A6GDZ7_NEOLE
OG0005733	sp|Q02496|MUC1_MOUSE	tr|A0A1A6HY23|A0A1A6HY23_NEOLE
OG0005734	sp|Q0VBF2|TM52B_MOUSE	tr|A0A1A6HP08|A0A1A6HP08_NEOLE
OG0005735	sp|Q3TA59|JMJD8_MOUSE	tr|A0A1A6HY77|A0A1A6HY77_NEOLE
OG0005736	sp|Q3TC46|PATL1_MOUSE	tr|A0A1A6GQ18|A0A1A6GQ18_NEOLE
OG0005737	sp|Q3TIU4|PDE12_MOUSE	tr|A0A1A6GM92|A0A1A6GM92_NEOLE
OG0005738	sp|Q3U515|VWCE_MOUSE	tr|A0A1A6FYS0|A0A1A6FYS0_NEOLE
OG0005739	sp|Q3UDE2|TTL12_MOUSE	tr|A0A1A6HH41|A0A1A6HH41_NEOLE
OG0005740	sp|Q3UMR5|MCU_MOUSE	tr|A0A1A6HKX5|A0A1A6HKX5_NEOLE
OG0005741	sp|Q402B2|WDR93_MOUSE	tr|A0A1A6HJ28|A0A1A6HJ28_NEOLE
OG0005742	sp|Q4FZG9|NUA4L_MOUSE	tr|A0A1A6FXA1|A0A1A6FXA1_NEOLE
OG0005743	sp|Q5FWH3|GRHL3_MOUSE	tr|A0A1A6GCL8|A0A1A6GCL8_NEOLE
OG0005744	sp|Q5U405|TMPSD_MOUSE	tr|A0A1A6FY33|A0A1A6FY33_NEOLE
OG0005745	sp|Q61735|CD47_MOUSE	tr|A0A1A6H2G2|A0A1A6H2G2_NEOLE
OG0005746	sp|Q68FD9|K1549_MOUSE	tr|A0A1A6HLI8|A0A1A6HLI8_NEOLE
OG0005748	sp|Q7TS68|NSUN6_MOUSE	tr|A0A1A6GCL2|A0A1A6GCL2_NEOLE
OG0005749	sp|Q7TSV6|AATC2_MOUSE	tr|A0A1A6GSW5|A0A1A6GSW5_NEOLE
OG0005750	sp|Q80ST9|LCA5_MOUSE	tr|A0A1A6HCS7|A0A1A6HCS7_NEOLE
OG0005751	sp|Q80TE7|LRRC7_MOUSE	tr|A0A1A6GNV4|A0A1A6GNV4_NEOLE
OG0005752	sp|Q8BLB8|AN34C_MOUSE	tr|A0A1A6HRK6|A0A1A6HRK6_NEOLE
OG0005753	sp|Q8BM96|AGRG7_MOUSE	tr|A0A1A6H0T9|A0A1A6H0T9_NEOLE
OG0005754	sp|Q8BT42|SMIM5_MOUSE	tr|A0A1A6G1W8|A0A1A6G1W8_NEOLE
OG0005755	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A1A6H8Q5|A0A1A6H8Q5_NEOLE
OG0005756	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A1A6HZN5|A0A1A6HZN5_NEOLE
OG0005757	sp|Q91WD5|NDUS2_MOUSE	tr|A0A1A6HWZ9|A0A1A6HWZ9_NEOLE
OG0005758	sp|Q91WI7|ITFG2_MOUSE	tr|A0A1A6HEN3|A0A1A6HEN3_NEOLE
OG0005759	sp|Q91Z58|CF132_MOUSE	tr|A0A1A6GJY6|A0A1A6GJY6_NEOLE
OG0005760	sp|Q920H4|ACM5_MOUSE	tr|A0A1A6GID8|A0A1A6GID8_NEOLE
OG0005761	sp|Q99J27|ACATN_MOUSE	tr|A0A1A6GEV9|A0A1A6GEV9_NEOLE
OG0005762	sp|Q9CQV4|RETR3_MOUSE	tr|A0A1A6GL40|A0A1A6GL40_NEOLE
OG0005763	sp|Q9CXX0|HYLS1_MOUSE	tr|A0A1A6HIL7|A0A1A6HIL7_NEOLE
OG0005764	sp|Q9CY50|SSRA_MOUSE	tr|A0A1A6HSD3|A0A1A6HSD3_NEOLE
OG0005765	sp|Q9CYQ5|HPIP_MOUSE	tr|A0A1A6H8R1|A0A1A6H8R1_NEOLE
OG0005766	sp|Q9D6T0|NOSIP_MOUSE	tr|A0A1A6HA37|A0A1A6HA37_NEOLE
OG0005767	sp|Q9DB28|POP5_MOUSE	tr|A0A1A6HRH1|A0A1A6HRH1_NEOLE
OG0005768	sp|Q9R078|AAKB1_MOUSE	tr|A0A1A6H3D4|A0A1A6H3D4_NEOLE
OG0005769	sp|Q9WVL4|GRK1_MOUSE	tr|A0A1A6HRX2|A0A1A6HRX2_NEOLE
OG0005770	sp|Q9Z223|MOC2B_MOUSE	tr|A0A1A6GU60|A0A1A6GU60_NEOLE
OG0005771	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A1A6GXG4|A0A1A6GXG4_NEOLE
OG0005772	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A1A6GWV3|A0A1A6GWV3_NEOLE
OG0005773	sp|A2ACJ2|FP100_MOUSE	tr|A0A1A6HXP1|A0A1A6HXP1_NEOLE
OG0005774	sp|A7RDN6|RNLS_MOUSE	tr|A0A1A6HCU3|A0A1A6HCU3_NEOLE
OG0005775	tr|O88325|O88325_MOUSE	tr|A0A1A6GL35|A0A1A6GL35_NEOLE
OG0005776	sp|O88393|TGBR3_MOUSE	tr|A0A1A6HV86|A0A1A6HV86_NEOLE
OG0005777	sp|O88441|MTX2_MOUSE	tr|A0A1A6GE70|A0A1A6GE70_NEOLE
OG0005778	sp|P28658|ATX10_MOUSE	tr|A0A1A6G4F0|A0A1A6G4F0_NEOLE
OG0005779	sp|P51175|PPOX_MOUSE	tr|A0A1A6HWY2|A0A1A6HWY2_NEOLE
OG0005780	sp|P54775|PRS6B_MOUSE	tr|A0A1A6GEZ2|A0A1A6GEZ2_NEOLE
OG0005781	sp|P70377|FGF13_MOUSE	tr|A0A1A6GY75|A0A1A6GY75_NEOLE
OG0005782	sp|P70412|CUZD1_MOUSE	tr|A0A1A6G266|A0A1A6G266_NEOLE
OG0005783	sp|P70663|SPRL1_MOUSE	tr|A0A1A6H0K5|A0A1A6H0K5_NEOLE
OG0005784	sp|Q14CH0|F171B_MOUSE	tr|A0A1A6G5Y9|A0A1A6G5Y9_NEOLE
OG0005785	sp|Q3U564|DCP1B_MOUSE	tr|A0A1A6G1T9|A0A1A6G1T9_NEOLE
OG0005786	sp|Q3UPW2|ELF3_MOUSE	tr|A0A1A6GWB3|A0A1A6GWB3_NEOLE
OG0005787	sp|Q3V0P1|CPXCR_MOUSE	tr|A0A1A6HGV4|A0A1A6HGV4_NEOLE
OG0005788	sp|Q61496|DDX4_MOUSE	tr|A0A1A6H287|A0A1A6H287_NEOLE
OG0005789	sp|Q66JV7|CH058_MOUSE	tr|A0A1A6H357|A0A1A6H357_NEOLE
OG0005790	sp|Q6PHU5|SORT_MOUSE	tr|A0A1A6GHS5|A0A1A6GHS5_NEOLE
OG0005791	sp|Q6VZZ7|OPN5_MOUSE	tr|A0A1A6H5I6|A0A1A6H5I6_NEOLE
OG0005792	sp|Q80TN4|DJC16_MOUSE	tr|A0A1A6GN00|A0A1A6GN00_NEOLE
OG0005793	sp|Q8BJU2|TSN9_MOUSE	tr|A0A1A6HGF8|A0A1A6HGF8_NEOLE
OG0005794	sp|Q8BK06|FBX9_MOUSE	tr|A0A1A6HKA9|A0A1A6HKA9_NEOLE
OG0005795	sp|Q8BM65|NYAP2_MOUSE	tr|A0A1A6HIQ8|A0A1A6HIQ8_NEOLE
OG0005796	sp|Q8BQB4|FJX1_MOUSE	tr|A0A1A6HHX2|A0A1A6HHX2_NEOLE
OG0005797	sp|Q8C5L3|CNOT2_MOUSE	tr|A0A1A6GEA0|A0A1A6GEA0_NEOLE
OG0005798	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A1A6HDS1|A0A1A6HDS1_NEOLE
OG0005799	sp|Q8VCT3|AMPB_MOUSE	tr|A0A1A6GWB8|A0A1A6GWB8_NEOLE
OG0005800	sp|Q8VCX2|S35C2_MOUSE	tr|A0A1A6HS92|A0A1A6HS92_NEOLE
OG0005801	sp|Q920C4|MS4A3_MOUSE	tr|A0A1A6GCX1|A0A1A6GCX1_NEOLE
OG0005802	sp|Q99JH1|RP25L_MOUSE	tr|A0A1A6GQE5|A0A1A6GQE5_NEOLE
OG0005803	sp|Q99KV1|DJB11_MOUSE	tr|A0A1A6HPB2|A0A1A6HPB2_NEOLE
OG0005804	sp|Q99MS3|MP17L_MOUSE	tr|A0A1A6H8P0|A0A1A6H8P0_NEOLE
OG0005805	sp|Q9CRA8|EXOS5_MOUSE	tr|A0A1A6HWT6|A0A1A6HWT6_NEOLE
OG0005806	sp|Q9CZP5|BCS1_MOUSE	tr|A0A1A6HEW2|A0A1A6HEW2_NEOLE
OG0005807	sp|Q9D4G1|CU062_MOUSE	tr|A0A1A6FTR7|A0A1A6FTR7_NEOLE
OG0005808	sp|Q9DAS9|GBG12_MOUSE	tr|A0A1A6GD10|A0A1A6GD10_NEOLE
OG0005809	sp|Q9DBR0|AKAP8_MOUSE	tr|A0A1A6FVP7|A0A1A6FVP7_NEOLE
OG0005810	sp|Q9DCA5|BRX1_MOUSE	tr|A0A1A6H5D6|A0A1A6H5D6_NEOLE
OG0005811	sp|Q9EQ14|IL23A_MOUSE	tr|A0A1A6GZN1|A0A1A6GZN1_NEOLE
OG0005812	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A1A6H8N0|A0A1A6H8N0_NEOLE
OG0005813	tr|Q9JLQ4|Q9JLQ4_MOUSE	tr|A0A1A6GXE3|A0A1A6GXE3_NEOLE
OG0005814	sp|Q9R0A0|PEX14_MOUSE	tr|A0A1A6HC51|A0A1A6HC51_NEOLE
OG0005815	sp|Q9WUH7|SEM4G_MOUSE	tr|A0A1A6GTK8|A0A1A6GTK8_NEOLE
OG0005816	sp|Q9WV08|APJ_MOUSE	tr|A0A1A6GV20|A0A1A6GV20_NEOLE
OG0005817	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A1A6FWH8|A0A1A6FWH8_NEOLE
OG0005818	sp|A2A7S8|K1522_MOUSE	tr|A0A1A6HBQ2|A0A1A6HBQ2_NEOLE
OG0005819	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A1A6FVV3|A0A1A6FVV3_NEOLE
OG0005820	sp|A6H630|ARMT1_MOUSE	tr|A0A1A6H9F8|A0A1A6H9F8_NEOLE
OG0005821	sp|O08675|PAR3_MOUSE	tr|A0A1A6HWK1|A0A1A6HWK1_NEOLE
OG0005822	sp|O35089|CNIH2_MOUSE	tr|A0A1A6GTL9|A0A1A6GTL9_NEOLE
OG0005823	sp|O35633|VIAAT_MOUSE	tr|A0A1A6GSB2|A0A1A6GSB2_NEOLE
OG0005824	sp|O54781|SRPK2_MOUSE	tr|A0A1A6GK27|A0A1A6GK27_NEOLE
OG0005825	sp|P20863|GDF1_MOUSE	tr|A0A1A6GFS4|A0A1A6GFS4_NEOLE
OG0005826	sp|P30545|ADA2B_MOUSE	tr|A0A1A6HG32|A0A1A6HG32_NEOLE
OG0005827	sp|P46099|KLF1_MOUSE	tr|A0A1A6H6U3|A0A1A6H6U3_NEOLE
OG0005828	sp|P50136|ODBA_MOUSE	tr|A0A1A6HXK5|A0A1A6HXK5_NEOLE
OG0005829	sp|P54227|STMN1_MOUSE	tr|A0A1A6GE35|A0A1A6GE35_NEOLE
OG0005830	sp|Q07230|ZSCA2_MOUSE	tr|A0A1A6G4J5|A0A1A6G4J5_NEOLE
OG0005831	sp|Q3TV65|MPND_MOUSE	tr|A0A1A6HY05|A0A1A6HY05_NEOLE
OG0005832	sp|Q3UUD2|SPRY3_MOUSE	tr|A0A1A6HJN6|A0A1A6HJN6_NEOLE
OG0005833	sp|Q4KL25|LHPL5_MOUSE	tr|A0A1A6HZT4|A0A1A6HZT4_NEOLE
OG0005834	sp|Q5SSG5|RSLAB_MOUSE	tr|A0A1A6HEA2|A0A1A6HEA2_NEOLE
OG0005835	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A1A6G4Q0|A0A1A6G4Q0_NEOLE
OG0005836	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A1A6HJR0|A0A1A6HJR0_NEOLE
OG0005837	sp|Q6NZQ4|PAXI1_MOUSE	tr|A0A1A6HZ15|A0A1A6HZ15_NEOLE
OG0005838	sp|Q6P4S8|INT1_MOUSE	tr|A0A1A6GT14|A0A1A6GT14_NEOLE
OG0005839	sp|Q6SKR2|N6MT1_MOUSE	tr|A0A1A6H170|A0A1A6H170_NEOLE
OG0005840	sp|Q80V70|MEGF6_MOUSE	tr|A0A1A6HEE7|A0A1A6HEE7_NEOLE
OG0005841	sp|Q80Y84|KDM5B_MOUSE	tr|A0A1A6H9Y5|A0A1A6H9Y5_NEOLE
OG0005842	sp|Q810J8|ZFYV1_MOUSE	tr|A0A1A6HLX9|A0A1A6HLX9_NEOLE
OG0005843	sp|Q8BH53|CFA69_MOUSE	tr|A0A1A6FSV4|A0A1A6FSV4_NEOLE
OG0005844	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A1A6HMF3|A0A1A6HMF3_NEOLE
OG0005845	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A1A6GQE9|A0A1A6GQE9_NEOLE
OG0005846	sp|Q8BLR7|RND1_MOUSE	tr|A0A1A6HMI6|A0A1A6HMI6_NEOLE
OG0005847	sp|Q8C0R9|LRRD1_MOUSE	tr|A0A1A6HBY3|A0A1A6HBY3_NEOLE
OG0005848	sp|Q8CCS6|PABP2_MOUSE	tr|A0A1A6H686|A0A1A6H686_NEOLE
OG0005849	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A1A6GX68|A0A1A6GX68_NEOLE
OG0005850	sp|Q8CI61|BAG4_MOUSE	tr|A0A1A6GLI7|A0A1A6GLI7_NEOLE
OG0005851	sp|Q8R0G7|SPNS1_MOUSE	tr|A0A1A6GVW9|A0A1A6GVW9_NEOLE
OG0005852	sp|Q8R4Z4|ETV3_MOUSE	tr|A0A1A6GFY9|A0A1A6GFY9_NEOLE
OG0005853	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A1A6GRB3|A0A1A6GRB3_NEOLE
OG0005854	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A1A6HY81|A0A1A6HY81_NEOLE
OG0005856	sp|Q9D112|SHLD1_MOUSE	tr|A0A1A6H8M2|A0A1A6H8M2_NEOLE
OG0005857	sp|Q9DA75|NLS1_MOUSE	tr|A0A1A6HT05|A0A1A6HT05_NEOLE
OG0005858	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A1A6GLT6|A0A1A6GLT6_NEOLE
OG0005859	sp|Q9JI70|MKKS_MOUSE	tr|A0A1A6FUM8|A0A1A6FUM8_NEOLE
OG0005860	sp|Q9QXT6|IL17B_MOUSE	tr|A0A1A6HA34|A0A1A6HA34_NEOLE
OG0005861	sp|Q9R1R0|LHX6_MOUSE	tr|A0A1A6GPC1|A0A1A6GPC1_NEOLE
OG0005862	sp|Q9WVS0|ICOS_MOUSE	tr|A0A1A6GR69|A0A1A6GR69_NEOLE
OG0005863	sp|Q9Z125|CR3L1_MOUSE	tr|A0A1A6GGS7|A0A1A6GGS7_NEOLE
OG0005864	sp|A0A1W2P884|CE85L_MOUSE	tr|A0A1A6HTZ9|A0A1A6HTZ9_NEOLE
OG0005865	sp|A2ACG1|TLDC2_MOUSE	tr|A0A1A6FY19|A0A1A6FY19_NEOLE
OG0005866	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A1A6G1Z9|A0A1A6G1Z9_NEOLE
OG0005867	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A1A6FW96|A0A1A6FW96_NEOLE
OG0005868	sp|E9Q6D6|ZN277_MOUSE	tr|A0A1A6GD61|A0A1A6GD61_NEOLE
OG0005869	sp|P06728|APOA4_MOUSE	tr|A0A1A6H727|A0A1A6H727_NEOLE
OG0005870	sp|P15306|TRBM_MOUSE	tr|A0A1A6GJJ6|A0A1A6GJJ6_NEOLE
OG0005871	sp|P33146|CAD15_MOUSE	tr|A0A1A6HHK7|A0A1A6HHK7_NEOLE
OG0005872	sp|P41272|CD27_MOUSE	tr|A0A1A6GFN1|A0A1A6GFN1_NEOLE
OG0005873	sp|P48678|LMNA_MOUSE	tr|A0A1A6GFH3|A0A1A6GFH3_NEOLE
OG0005874	sp|P51125|ICAL_MOUSE	tr|A0A1A6HYC1|A0A1A6HYC1_NEOLE
OG0005875	sp|P56726|SMO_MOUSE	tr|A0A1A6H317|A0A1A6H317_NEOLE
OG0005876	sp|Q00690|LYAM2_MOUSE	tr|A0A1A6H5S0|A0A1A6H5S0_NEOLE
OG0005877	sp|Q07797|LG3BP_MOUSE	tr|A0A1A6H6B3|A0A1A6H6B3_NEOLE
OG0005878	sp|Q148W0|AT8B1_MOUSE	tr|A0A1A6HG44|A0A1A6HG44_NEOLE
OG0005879	sp|Q3TZ89|SC31B_MOUSE	tr|A0A1A6GKI6|A0A1A6GKI6_NEOLE
OG0005880	sp|Q3UGM2|NEK10_MOUSE	tr|A0A1A6H992|A0A1A6H992_NEOLE
OG0005881	sp|Q3UJC8|CE034_MOUSE	tr|A0A1A6HEK0|A0A1A6HEK0_NEOLE
OG0005882	sp|Q3USL1|KLDC9_MOUSE	tr|A0A1A6HWD6|A0A1A6HWD6_NEOLE
OG0005883	sp|Q3UWW6|GA2L3_MOUSE	tr|A0A1A6HFG9|A0A1A6HFG9_NEOLE
OG0005884	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A1A6G3D9|A0A1A6G3D9_NEOLE
OG0005885	tr|Q3V0S8|Q3V0S8_MOUSE	tr|A0A1A6HC64|A0A1A6HC64_NEOLE
OG0005886	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A1A6FYR0|A0A1A6FYR0_NEOLE
OG0005887	sp|Q505F5|LRC47_MOUSE	tr|A0A1A6HDI6|A0A1A6HDI6_NEOLE
OG0005888	sp|Q505G4|RTL6_MOUSE	tr|A0A1A6G4G0|A0A1A6G4G0_NEOLE
OG0005889	sp|Q5DTI6|KAL1L_MOUSE	tr|A0A1A6GCN4|A0A1A6GCN4_NEOLE
OG0005890	sp|Q5FW85|ECM2_MOUSE	tr|A0A1A6H573|A0A1A6H573_NEOLE
OG0005891	sp|Q5RKS2|SMIM7_MOUSE	tr|A0A1A6GXE8|A0A1A6GXE8_NEOLE
OG0005892	sp|Q5U430|UBR3_MOUSE	tr|A0A1A6H007|A0A1A6H007_NEOLE
OG0005893	sp|Q61469|PLPP1_MOUSE	tr|A0A1A6FUQ6|A0A1A6FUQ6_NEOLE
OG0005894	sp|Q6P4S6|SIK3_MOUSE	tr|A0A1A6H9W8|A0A1A6H9W8_NEOLE
OG0005895	sp|Q6PB70|ANO8_MOUSE	tr|A0A1A6FYX2|A0A1A6FYX2_NEOLE
OG0005896	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A1A6H7V2|A0A1A6H7V2_NEOLE
OG0005897	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A1A6HAW7|A0A1A6HAW7_NEOLE
OG0005898	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A1A6GN62|A0A1A6GN62_NEOLE
OG0005899	sp|Q8BG07|PLD4_MOUSE	tr|A0A1A6GIL2|A0A1A6GIL2_NEOLE
OG0005900	sp|Q8BGY4|KLH26_MOUSE	tr|A0A1A6GHE7|A0A1A6GHE7_NEOLE
OG0005901	sp|Q8BM39|PRP18_MOUSE	tr|A0A1A6GVG5|A0A1A6GVG5_NEOLE
OG0005902	sp|Q8BQN5|FA78B_MOUSE	tr|A0A1A6GY08|A0A1A6GY08_NEOLE
