Orthogroup	Mus_musculus	Jaculus_jaculus
OG0000711	sp|Q2VLH6|C163A_MOUSE, sp|Q60997|DMBT1_MOUSE, tr|B3F5L4|B3F5L4_MOUSE, tr|A0A1B0GSB0|A0A1B0GSB0_MOUSE	tr|A0A8C5K861|A0A8C5K861_JACJA
OG0000712	sp|Q91UZ4|EGLN3_MOUSE	tr|A0A8C5KH79|A0A8C5KH79_JACJA
OG0000712	sp|Q91YE2|EGLN2_MOUSE	tr|A0A8C5L9Q1|A0A8C5L9Q1_JACJA, tr|A0A8C5KRD4|A0A8C5KRD4_JACJA
OG0000713	sp|E9Q3E1|AL3B2_MOUSE, sp|J3QMK6|AL3B3_MOUSE	tr|A0A8C5LIE0|A0A8C5LIE0_JACJA
OG0000713	sp|Q80VQ0|AL3B1_MOUSE	tr|A0A8C5P388|A0A8C5P388_JACJA
OG0000714	sp|P46097|SYT2_MOUSE	tr|A0A8C5K6N3|A0A8C5K6N3_JACJA
OG0000714	sp|Q8C6N3|SYT15_MOUSE, sp|P46096|SYT1_MOUSE	tr|A0A8C5LJK2|A0A8C5LJK2_JACJA
OG0000715	sp|Q9EPQ1|TLR1_MOUSE, sp|Q9EPW9|TLR6_MOUSE, sp|Q9JLF7|TLR5_MOUSE, sp|Q9QUN7|TLR2_MOUSE	tr|A0A8C5LAD8|A0A8C5LAD8_JACJA
OG0000716	sp|Q5SDA5|GUC2F_MOUSE	tr|A0A8C5KIL4|A0A8C5KIL4_JACJA
OG0000716	sp|A0A0U1RPR8|GUC2D_MOUSE, sp|Q6TL19|GUC2G_MOUSE	tr|A0A8C5LGS5|A0A8C5LGS5_JACJA
OG0000717	sp|P61089|UBE2N_MOUSE	tr|A0A8C5KK68|A0A8C5KK68_JACJA, tr|A0A8C5KPH8|A0A8C5KPH8_JACJA, tr|A0A8C5KW07|A0A8C5KW07_JACJA, tr|A0A8C5KDS5|A0A8C5KDS5_JACJA
OG0000718	sp|Q3U1V8|M3K9_MOUSE	tr|A0A8C5NVI2|A0A8C5NVI2_JACJA
OG0000718	sp|Q66L42|M3K10_MOUSE, sp|Q8VDG6|M3K21_MOUSE	tr|A0A8C5L3A0|A0A8C5L3A0_JACJA
OG0000719	sp|Q9D8U8|SNX5_MOUSE, sp|Q80ZJ7|SNX32_MOUSE, sp|Q6P8X1|SNX6_MOUSE	tr|A0A8C5KMA0|A0A8C5KMA0_JACJA, tr|A0A8C5KSN5|A0A8C5KSN5_JACJA
OG0000720	sp|Q8VFK7|O1020_MOUSE, tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE, tr|A2ASV2|A2ASV2_MOUSE	tr|A0A8C5KMJ6|A0A8C5KMJ6_JACJA
OG0000721	sp|Q8R173|ZDHC3_MOUSE	tr|A0A8C5LLQ1|A0A8C5LLQ1_JACJA
OG0000721	tr|Q810M4|Q810M4_MOUSE, sp|Q91WU6|ZDHC7_MOUSE	tr|A0A8C5NWU4|A0A8C5NWU4_JACJA
OG0000722	tr|A0A3B2W3J6|A0A3B2W3J6_MOUSE, tr|A0A3B2WBA1|A0A3B2WBA1_MOUSE, tr|A0A3B2W4A7|A0A3B2W4A7_MOUSE, tr|A0A3B2W422|A0A3B2W422_MOUSE	tr|A0A8C5KGA1|A0A8C5KGA1_JACJA
OG0000723	sp|Q6IFT4|RHG20_MOUSE, tr|B9EHI3|B9EHI3_MOUSE, tr|Q3V0P3|Q3V0P3_MOUSE, tr|E9PXM2|E9PXM2_MOUSE	tr|A0A8C5JWN0|A0A8C5JWN0_JACJA
OG0000744	sp|P08680|HEM0_MOUSE	tr|A0A8C5LAS8|A0A8C5LAS8_JACJA
OG0000744	sp|Q8VC19|HEM1_MOUSE	tr|A0A8C5JWJ9|A0A8C5JWJ9_JACJA
OG0000745	sp|A2RT60|HTRA4_MOUSE	tr|A0A8C5LBL4|A0A8C5LBL4_JACJA
OG0000745	sp|Q9R118|HTRA1_MOUSE	tr|A0A8C5KF85|A0A8C5KF85_JACJA
OG0000746	sp|Q9D2N4|DTNA_MOUSE	tr|A0A8C5L001|A0A8C5L001_JACJA
OG0000746	sp|O70585|DTNB_MOUSE	tr|A0A8C5KN79|A0A8C5KN79_JACJA
OG0000747	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A8C5LFF6|A0A8C5LFF6_JACJA
OG0000747	sp|Q61626|GRIK5_MOUSE	tr|A0A8C5KTI1|A0A8C5KTI1_JACJA
OG0000748	sp|Q924X6|LRP8_MOUSE	tr|A0A8C5KLJ2|A0A8C5KLJ2_JACJA
OG0000748	sp|P35951|LDLR_MOUSE	tr|A0A8C5KWS3|A0A8C5KWS3_JACJA
OG0000749	sp|Q9CQ43|DUT_MOUSE	tr|A0A8C5P1I6|A0A8C5P1I6_JACJA, tr|A0A8C5LBC5|A0A8C5LBC5_JACJA, tr|A0A8C5L964|A0A8C5L964_JACJA
OG0000750	sp|P47911|RL6_MOUSE	tr|A0A8C5KVN1|A0A8C5KVN1_JACJA, tr|A0A8C5KGM3|A0A8C5KGM3_JACJA, tr|A0A8C5NVG9|A0A8C5NVG9_JACJA
OG0000751	sp|Q99JV5|STAR4_MOUSE	tr|A0A8C5L7P1|A0A8C5L7P1_JACJA, tr|A0A8C5NZ50|A0A8C5NZ50_JACJA, tr|A0A8C5LHK8|A0A8C5LHK8_JACJA
OG0000752	sp|P63037|DNJA1_MOUSE	tr|A0A8C5L9D3|A0A8C5L9D3_JACJA
OG0000752	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A8C5P107|A0A8C5P107_JACJA
OG0000753	sp|Q3V1D3|AMPD1_MOUSE	tr|A0A8C5L8B7|A0A8C5L8B7_JACJA
OG0000753	sp|O08739|AMPD3_MOUSE	tr|A0A8C5K8Q9|A0A8C5K8Q9_JACJA
OG0000754	sp|P59598|ASXL1_MOUSE	tr|A0A8C5LCZ7|A0A8C5LCZ7_JACJA
OG0000754	sp|Q8BZ32|ASXL2_MOUSE	tr|A0A8C5L5H4|A0A8C5L5H4_JACJA
OG0000755	sp|Q8R3L8|CDK8_MOUSE	tr|A0A8C5NWE9|A0A8C5NWE9_JACJA
OG0000755	sp|Q8BWD8|CDK19_MOUSE	tr|A0A8C5P4W3|A0A8C5P4W3_JACJA
OG0000756	tr|A0A140LIS8|A0A140LIS8_MOUSE	tr|A0A8C5KUX5|A0A8C5KUX5_JACJA
OG0000756	sp|Q9CXR1|DHRS7_MOUSE	tr|A0A8C5P2Y0|A0A8C5P2Y0_JACJA
OG0000757	sp|Q9ER39|TOR1A_MOUSE	tr|A0A8C5P3K4|A0A8C5P3K4_JACJA
OG0000757	sp|Q9ER41|TOR1B_MOUSE	tr|A0A8C5P4H0|A0A8C5P4H0_JACJA
OG0000758	sp|O09110|MP2K3_MOUSE	tr|A0A8C5KQ80|A0A8C5KQ80_JACJA
OG0000758	sp|P70236|MP2K6_MOUSE	tr|A0A8C5JY93|A0A8C5JY93_JACJA
OG0000759	sp|Q99MD9|NASP_MOUSE	tr|A0A8C5KP28|A0A8C5KP28_JACJA, tr|A0A8C5K0L8|A0A8C5K0L8_JACJA, tr|A0A8C5K1C9|A0A8C5K1C9_JACJA
OG0000760	sp|Q8K400|STXB5_MOUSE	tr|A0A8C5K220|A0A8C5K220_JACJA
OG0000760	sp|Q5DQR4|STB5L_MOUSE	tr|A0A8C5L663|A0A8C5L663_JACJA
OG0000761	sp|Q9CQW9|IFM3_MOUSE	tr|A0A8C5NYQ6|A0A8C5NYQ6_JACJA, tr|A0A8C5P0J5|A0A8C5P0J5_JACJA, tr|A0A8C5KEE9|A0A8C5KEE9_JACJA
OG0000762	sp|P99027|RLA2_MOUSE	tr|A0A8C5KI62|A0A8C5KI62_JACJA, tr|A0A8C5JZB9|A0A8C5JZB9_JACJA, tr|A0A8C5K451|A0A8C5K451_JACJA
OG0000763	sp|Q9D6L8|PPIL3_MOUSE	tr|A0A8C5KJM1|A0A8C5KJM1_JACJA, tr|A0A8C5KUL8|A0A8C5KUL8_JACJA, tr|A0A8C5LDR9|A0A8C5LDR9_JACJA
OG0000764	sp|Q811U4|MFN1_MOUSE	tr|A0A8C5L1Y8|A0A8C5L1Y8_JACJA
OG0000764	sp|Q80U63|MFN2_MOUSE	tr|A0A8C5KET3|A0A8C5KET3_JACJA
OG0000765	sp|Q9QZ88|VPS29_MOUSE	tr|A0A8C5K6E3|A0A8C5K6E3_JACJA, tr|A0A8C5LGK6|A0A8C5LGK6_JACJA, tr|A0A8C5LC57|A0A8C5LC57_JACJA
OG0000766	sp|P33242|STF1_MOUSE	tr|A0A8C5LDL0|A0A8C5LDL0_JACJA
OG0000766	sp|P45448|NR5A2_MOUSE	tr|A0A8C5L8N7|A0A8C5L8N7_JACJA
OG0000767	sp|O35490|BHMT1_MOUSE	tr|A0A8C5LEM3|A0A8C5LEM3_JACJA
OG0000767	sp|Q91WS4|BHMT2_MOUSE	tr|A0A8C5KD40|A0A8C5KD40_JACJA
OG0000768	sp|Q8JZZ0|UD3A2_MOUSE, sp|Q3UP75|UD3A1_MOUSE	tr|A0A8C5LHL0|A0A8C5LHL0_JACJA, tr|A0A8C5K0Z4|A0A8C5K0Z4_JACJA
OG0000769	sp|P30545|ADA2B_MOUSE, sp|Q01337|ADA2C_MOUSE, sp|Q01338|ADA2A_MOUSE	tr|A0A8C5NVY4|A0A8C5NVY4_JACJA
OG0000770	sp|Q6P3Y5|Z280C_MOUSE	tr|A0A8C5JZ71|A0A8C5JZ71_JACJA
OG0000770	sp|Q68FE8|Z280D_MOUSE	tr|A0A8C5NWQ2|A0A8C5NWQ2_JACJA
OG0000771	sp|Q8C255|DPEP2_MOUSE	tr|A0A8C5P015|A0A8C5P015_JACJA
OG0000771	sp|Q9DA79|DPEP3_MOUSE	tr|A0A8C5NX05|A0A8C5NX05_JACJA
OG0000772	sp|Q8BWW9|PKN2_MOUSE	tr|A0A8C5KBG6|A0A8C5KBG6_JACJA
OG0000772	sp|P70268|PKN1_MOUSE	tr|A0A8C5K0S3|A0A8C5K0S3_JACJA
OG0000773	sp|Q9D0R8|LSM12_MOUSE	tr|A0A8C5K0Y2|A0A8C5K0Y2_JACJA, tr|A0A8C5KAZ1|A0A8C5KAZ1_JACJA, tr|A0A8C5KK39|A0A8C5KK39_JACJA
OG0000774	sp|Q9Z1T1|AP3B1_MOUSE	tr|A0A8C5KWK6|A0A8C5KWK6_JACJA
OG0000774	sp|Q9JME5|AP3B2_MOUSE	tr|A0A8C5NV61|A0A8C5NV61_JACJA
OG0000775	sp|Q9WUK6|ZBT18_MOUSE, sp|Q7TQG0|ZBTB5_MOUSE, sp|Q811H0|ZBT42_MOUSE	tr|A0A8C5L8X4|A0A8C5L8X4_JACJA
OG0000776	sp|Q9D6K9|CERS5_MOUSE	tr|A0A8C5LG33|A0A8C5LG33_JACJA
OG0000776	sp|Q8C172|CERS6_MOUSE	tr|A0A8C5L5X9|A0A8C5L5X9_JACJA
OG0000777	sp|Q9CW42|MARC1_MOUSE	tr|A0A8C5JVR0|A0A8C5JVR0_JACJA
OG0000777	sp|Q922Q1|MARC2_MOUSE	tr|A0A8C5P579|A0A8C5P579_JACJA
OG0000778	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A8C5KXQ9|A0A8C5KXQ9_JACJA
OG0000778	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A8C5P591|A0A8C5P591_JACJA
OG0000779	sp|P16056|MET_MOUSE	tr|A0A8C5KE43|A0A8C5KE43_JACJA
OG0000779	sp|Q62190|RON_MOUSE	tr|A0A8C5K455|A0A8C5K455_JACJA
OG0000780	sp|Q61084|M3K3_MOUSE	tr|A0A8C5KIX2|A0A8C5KIX2_JACJA
OG0000780	sp|Q61083|M3K2_MOUSE	tr|A0A8C5K2X1|A0A8C5K2X1_JACJA
OG0000781	sp|Q6A039|TBC12_MOUSE	tr|A0A8C5KKE4|A0A8C5KKE4_JACJA
OG0000781	sp|Q8CGA2|TBC14_MOUSE	tr|A0A8C5L578|A0A8C5L578_JACJA
OG0000782	sp|Q6ZWN5|RS9_MOUSE	tr|A0A8C5KSB4|A0A8C5KSB4_JACJA, tr|A0A8C5KL32|A0A8C5KL32_JACJA, tr|A0A8C5KKR6|A0A8C5KKR6_JACJA
OG0000783	sp|Q7TN05|AP1S3_MOUSE	tr|A0A8C5K943|A0A8C5K943_JACJA, tr|A0A8C5KP57|A0A8C5KP57_JACJA, tr|A0A8C5L131|A0A8C5L131_JACJA
OG0000784	sp|O88398|AVIL_MOUSE	tr|A0A8C5KWI8|A0A8C5KWI8_JACJA
OG0000784	sp|Q62468|VILI_MOUSE	tr|A0A8C5KS93|A0A8C5KS93_JACJA
OG0000785	sp|Q9D662|SC23B_MOUSE	tr|A0A8C5L384|A0A8C5L384_JACJA
OG0000785	sp|Q01405|SC23A_MOUSE	tr|A0A8C5P4S0|A0A8C5P4S0_JACJA
OG0000786	tr|A0A1L1SR47|A0A1L1SR47_MOUSE, sp|O88575|S620B_MOUSE, sp|Q8VDB9|S620A_MOUSE	tr|A0A8C5L8V2|A0A8C5L8V2_JACJA
OG0000787	sp|Q02384|SOS2_MOUSE	tr|A0A8C5K499|A0A8C5K499_JACJA
OG0000787	sp|Q62245|SOS1_MOUSE	tr|A0A8C5KKQ2|A0A8C5KKQ2_JACJA
OG0000788	sp|Q60597|ODO1_MOUSE	tr|A0A8C5K708|A0A8C5K708_JACJA
OG0000788	tr|E9Q7L0|E9Q7L0_MOUSE	tr|A0A8C5K9U6|A0A8C5K9U6_JACJA
OG0000789	tr|E9Q985|E9Q985_MOUSE, tr|Q8VH10|Q8VH10_MOUSE	tr|A0A8C5KCA4|A0A8C5KCA4_JACJA, tr|A0A8C5KC97|A0A8C5KC97_JACJA
OG0000790	sp|Q921D4|MED6_MOUSE	tr|A0A8C5JXM0|A0A8C5JXM0_JACJA, tr|A0A8C5KST2|A0A8C5KST2_JACJA, tr|A0A8C5K200|A0A8C5K200_JACJA
OG0000791	tr|A2ATK9|A2ATK9_MOUSE	tr|A0A8C5KJT2|A0A8C5KJT2_JACJA
OG0000791	sp|A2A699|F1712_MOUSE	tr|A0A8C5KY05|A0A8C5KY05_JACJA
OG0000792	sp|Q7TT45|RRAGD_MOUSE	tr|A0A8C5NUD7|A0A8C5NUD7_JACJA
OG0000792	sp|Q99K70|RRAGC_MOUSE	tr|A0A8C5KZU6|A0A8C5KZU6_JACJA
OG0000793	sp|Q9CPV7|ZDHC6_MOUSE	tr|A0A8C5KHW9|A0A8C5KHW9_JACJA, tr|A0A8C5NWM5|A0A8C5NWM5_JACJA, tr|A0A8C5L1Z3|A0A8C5L1Z3_JACJA
OG0000794	sp|Q6A051|ATRN1_MOUSE	tr|A0A8C5L4W2|A0A8C5L4W2_JACJA
OG0000794	sp|Q9WU60|ATRN_MOUSE	tr|A0A8C5NYX1|A0A8C5NYX1_JACJA
OG0000795	sp|P29391|FRIL1_MOUSE	tr|A0A8C5L7N6|A0A8C5L7N6_JACJA, tr|A0A8C5NUK3|A0A8C5NUK3_JACJA, tr|A0A8C5L7I8|A0A8C5L7I8_JACJA
OG0000796	sp|D3Z6Q9|BIN2_MOUSE	tr|A0A8C5LDF4|A0A8C5LDF4_JACJA
OG0000796	sp|O08539|BIN1_MOUSE	tr|A0A8C5JX90|A0A8C5JX90_JACJA
OG0000797	sp|Q99M04|LIAS_MOUSE	tr|A0A8C5NYX6|A0A8C5NYX6_JACJA, tr|A0A8C5NU26|A0A8C5NU26_JACJA, tr|A0A8C5KKB6|A0A8C5KKB6_JACJA
OG0000798	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A8C5KSJ1|A0A8C5KSJ1_JACJA, tr|A0A8C5KEJ2|A0A8C5KEJ2_JACJA, tr|A0A8C5KS92|A0A8C5KS92_JACJA
OG0000799	sp|Q8K3H0|DP13A_MOUSE	tr|A0A8C5P167|A0A8C5P167_JACJA
OG0000799	sp|Q8K3G9|DP13B_MOUSE	tr|A0A8C5LAW7|A0A8C5LAW7_JACJA
OG0000800	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A8C5LFH7|A0A8C5LFH7_JACJA, tr|A0A8C5KG03|A0A8C5KG03_JACJA, tr|A0A8C5KSY8|A0A8C5KSY8_JACJA
OG0000801	sp|Q9Z0V2|KCND2_MOUSE	tr|A0A8C5NTX7|A0A8C5NTX7_JACJA
OG0000801	sp|Q9Z0V1|KCND3_MOUSE	tr|A0A8C5LHN0|A0A8C5LHN0_JACJA
OG0000802	sp|O54962|BAF_MOUSE	tr|A0A8C5JZU7|A0A8C5JZU7_JACJA, tr|A0A8C5K0Y3|A0A8C5K0Y3_JACJA, tr|A0A8C5NUZ0|A0A8C5NUZ0_JACJA
OG0000803	sp|Q8BGW4|DC122_MOUSE, sp|Q8CBW4|DC121_MOUSE	tr|A0A8C5NW58|A0A8C5NW58_JACJA, tr|A0A8C5KZK9|A0A8C5KZK9_JACJA
OG0000804	sp|Q9DAF3|DDI1_MOUSE	tr|A0A8C5JYJ0|A0A8C5JYJ0_JACJA
OG0000804	sp|A2ADY9|DDI2_MOUSE	tr|A0A8C5K694|A0A8C5K694_JACJA
OG0000805	sp|P84084|ARF5_MOUSE	tr|A0A8C5K5E9|A0A8C5K5E9_JACJA
OG0000805	sp|P61750|ARF4_MOUSE	tr|A0A8C5KFM4|A0A8C5KFM4_JACJA
OG0000806	sp|Q6VN19|RBP10_MOUSE	tr|A0A8C5K813|A0A8C5K813_JACJA
OG0000806	sp|P69566|RANB9_MOUSE	tr|A0A8C5L4K9|A0A8C5L4K9_JACJA
OG0000807	sp|Q8CF93|GLT13_MOUSE	tr|A0A8C5K8H6|A0A8C5K8H6_JACJA
OG0000807	sp|O08912|GALT1_MOUSE	tr|A0A8C5KBG4|A0A8C5KBG4_JACJA
OG0000808	sp|P70662|LDB1_MOUSE	tr|A0A8C5KB51|A0A8C5KB51_JACJA
OG0000808	sp|O55203|LDB2_MOUSE	tr|A0A8C5KP89|A0A8C5KP89_JACJA
OG0000809	sp|P02469|LAMB1_MOUSE	tr|A0A8C5K7Z7|A0A8C5K7Z7_JACJA
OG0000809	sp|Q61292|LAMB2_MOUSE	tr|A0A8C5KGS2|A0A8C5KGS2_JACJA
OG0000810	sp|Q8C166|CPNE1_MOUSE	tr|A0A8C5P580|A0A8C5P580_JACJA
OG0000810	sp|Q8BT60|CPNE3_MOUSE	tr|A0A8C5KI23|A0A8C5KI23_JACJA
OG0000811	sp|Q9CXW4|RL11_MOUSE	tr|A0A8C5L8X9|A0A8C5L8X9_JACJA, tr|A0A8C5KRN4|A0A8C5KRN4_JACJA, tr|A0A8C5L472|A0A8C5L472_JACJA
OG0000812	sp|B1AZI6|THOC2_MOUSE	tr|A0A8C5KWW1|A0A8C5KWW1_JACJA
OG0000812	tr|E9Q5E2|E9Q5E2_MOUSE	tr|A0A8C5NW97|A0A8C5NW97_JACJA
OG0000813	sp|Q91ZR1|RAB4B_MOUSE	tr|A0A8C5KUJ1|A0A8C5KUJ1_JACJA
OG0000813	sp|P56371|RAB4A_MOUSE	tr|A0A8C5L1H0|A0A8C5L1H0_JACJA
OG0000814	sp|O08650|HYAS3_MOUSE	tr|A0A8C5L8H8|A0A8C5L8H8_JACJA
OG0000814	sp|P70312|HYAS2_MOUSE	tr|A0A8C5JWL4|A0A8C5JWL4_JACJA
OG0000815	sp|P62340|TBPL1_MOUSE	tr|A0A8C5NWA0|A0A8C5NWA0_JACJA, tr|A0A8C5LKC1|A0A8C5LKC1_JACJA, tr|A0A8C5K3S3|A0A8C5K3S3_JACJA
OG0000816	sp|Q62159|RHOC_MOUSE	tr|A0A8C5KTK6|A0A8C5KTK6_JACJA, tr|A0A8C5JXR7|A0A8C5JXR7_JACJA, tr|A0A8C5K248|A0A8C5K248_JACJA
OG0000817	sp|O35074|PTGIS_MOUSE, sp|O88962|CP8B1_MOUSE, sp|Q64505|CP7A1_MOUSE	tr|A0A8C5KAR7|A0A8C5KAR7_JACJA
OG0000818	sp|Q80TI0|ASTRB_MOUSE	tr|A0A8C5KDH2|A0A8C5KDH2_JACJA
OG0000818	sp|Q8VEF1|ASTRA_MOUSE	tr|A0A8C5KJV0|A0A8C5KJV0_JACJA
OG0000819	sp|Q9JHS9|CWC15_MOUSE	tr|A0A8C5KSR1|A0A8C5KSR1_JACJA, tr|A0A8C5KFY8|A0A8C5KFY8_JACJA, tr|A0A8C5KK98|A0A8C5KK98_JACJA
OG0000820	sp|O89020|AFAM_MOUSE, tr|F8VQ07|F8VQ07_MOUSE, sp|P02772|FETA_MOUSE	tr|A0A8C5KPB2|A0A8C5KPB2_JACJA
OG0000821	sp|Q9QXT9|Z354B_MOUSE	tr|A0A8C5L304|A0A8C5L304_JACJA
OG0000821	sp|Q61751|Z354A_MOUSE	tr|A0A8C5NUW8|A0A8C5NUW8_JACJA
OG0000822	sp|Q9CQW1|YKT6_MOUSE	tr|A0A8C5NXA8|A0A8C5NXA8_JACJA, tr|A0A8C5K2D9|A0A8C5K2D9_JACJA, tr|A0A8C5P5R1|A0A8C5P5R1_JACJA
OG0000823	sp|Q2NL51|GSK3A_MOUSE	tr|A0A8C5JV08|A0A8C5JV08_JACJA
OG0000823	sp|Q9WV60|GSK3B_MOUSE	tr|A0A8C5K715|A0A8C5K715_JACJA
OG0000824	sp|O35711|LIPB2_MOUSE	tr|A0A8C5P0R1|A0A8C5P0R1_JACJA
OG0000824	sp|Q8C8U0|LIPB1_MOUSE	tr|A0A8C5K7Z6|A0A8C5K7Z6_JACJA
OG0000825	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A8C5KH09|A0A8C5KH09_JACJA
OG0000825	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A8C5KDN8|A0A8C5KDN8_JACJA
OG0000826	tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q8VF16|Q8VF16_MOUSE	tr|A0A8C5KEQ2|A0A8C5KEQ2_JACJA
OG0000827	sp|Q9JJX8|ST32B_MOUSE	tr|A0A8C5KHE1|A0A8C5KHE1_JACJA
OG0000827	sp|Q8QZV4|ST32C_MOUSE	tr|A0A8C5KR96|A0A8C5KR96_JACJA
OG0000828	sp|P58545|BTBD3_MOUSE	tr|A0A8C5P2F3|A0A8C5P2F3_JACJA
OG0000828	sp|Q8K2J9|BTBD6_MOUSE	tr|A0A8C5L661|A0A8C5L661_JACJA
OG0000829	sp|Q8BMN3|ACHB3_MOUSE	tr|A0A8C5K8R2|A0A8C5K8R2_JACJA
OG0000829	sp|Q2MKA5|ACHA5_MOUSE	tr|A0A8C5P570|A0A8C5P570_JACJA
OG0000830	sp|P63139|NFYB_MOUSE	tr|A0A8C5KHC1|A0A8C5KHC1_JACJA, tr|A0A8C5L6X2|A0A8C5L6X2_JACJA, tr|A0A8C5JZS0|A0A8C5JZS0_JACJA
OG0000831	sp|Q99MS4|PRS29_MOUSE	tr|A0A8C5K299|A0A8C5K299_JACJA
OG0000831	sp|Q924N9|PRS28_MOUSE	tr|A0A8C5K3C1|A0A8C5K3C1_JACJA
OG0000832	sp|Q8VHK1|CSKI2_MOUSE	tr|A0A8C5K3L1|A0A8C5K3L1_JACJA
OG0000832	sp|Q6P9K8|CSKI1_MOUSE	tr|A0A8C5P2V3|A0A8C5P2V3_JACJA
OG0000833	sp|Q8R313|EXOC6_MOUSE	tr|A0A8C5KNZ2|A0A8C5KNZ2_JACJA
OG0000833	sp|A6H5Z3|EXC6B_MOUSE	tr|A0A8C5K710|A0A8C5K710_JACJA
OG0000834	sp|Q9EST3|4ET_MOUSE	tr|A0A8C5KYK5|A0A8C5KYK5_JACJA, tr|A0A8C5KPA9|A0A8C5KPA9_JACJA, tr|A0A8C5L394|A0A8C5L394_JACJA
OG0000835	sp|Q3UES3|TNKS2_MOUSE	tr|A0A8C5LID2|A0A8C5LID2_JACJA
OG0000835	sp|Q6PFX9|TNKS1_MOUSE	tr|A0A8C5NWF4|A0A8C5NWF4_JACJA
OG0000836	sp|Q05816|FABP5_MOUSE	tr|A0A8C5KCS7|A0A8C5KCS7_JACJA, tr|A0A8C5KC06|A0A8C5KC06_JACJA, tr|A0A8C5KCQ5|A0A8C5KCQ5_JACJA
OG0000837	sp|O70583|TRI18_MOUSE	tr|A0A8C5K642|A0A8C5K642_JACJA
OG0000837	sp|Q9QUS6|TRIM1_MOUSE	tr|A0A8C5KGE6|A0A8C5KGE6_JACJA
OG0000838	sp|Q5DU57|SPT13_MOUSE	tr|A0A8C5KJI0|A0A8C5KJI0_JACJA
OG0000838	sp|Q3UTH8|ARHG9_MOUSE	tr|A0A8C5K4K4|A0A8C5K4K4_JACJA
OG0000839	sp|Q62086|PON2_MOUSE	tr|A0A8C5KLK9|A0A8C5KLK9_JACJA
OG0000839	sp|Q62087|PON3_MOUSE	tr|A0A8C5KNE1|A0A8C5KNE1_JACJA
OG0000840	sp|Q8R2R9|AP3M2_MOUSE	tr|A0A8C5KPU8|A0A8C5KPU8_JACJA
OG0000840	sp|Q9JKC8|AP3M1_MOUSE	tr|A0A8C5L530|A0A8C5L530_JACJA
OG0000841	sp|Q60954|MEIS1_MOUSE	tr|A0A8C5KQD5|A0A8C5KQD5_JACJA
OG0000841	sp|P97367|MEIS2_MOUSE	tr|A0A8C5KLP2|A0A8C5KLP2_JACJA
OG0000842	sp|P70195|PSB7_MOUSE	tr|A0A8C5P2Z6|A0A8C5P2Z6_JACJA, tr|A0A8C5JTH6|A0A8C5JTH6_JACJA, tr|A0A8C5KSK5|A0A8C5KSK5_JACJA
OG0000843	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A8C5JWK3|A0A8C5JWK3_JACJA
OG0000843	sp|P18826|KPB1_MOUSE	tr|A0A8C5KTB5|A0A8C5KTB5_JACJA
OG0000844	sp|Q505D9|TRI67_MOUSE	tr|A0A8C5KU35|A0A8C5KU35_JACJA
OG0000844	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A8C5L973|A0A8C5L973_JACJA
OG0000845	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A8C5LE73|A0A8C5LE73_JACJA
OG0000845	sp|A2A432|CUL4B_MOUSE	tr|A0A8C5KHC4|A0A8C5KHC4_JACJA
OG0000846	sp|P56475|GBRR1_MOUSE	tr|A0A8C5K0J0|A0A8C5K0J0_JACJA
OG0000846	sp|P56476|GBRR2_MOUSE	tr|A0A8C5NUF2|A0A8C5NUF2_JACJA
OG0000847	sp|Q91WD7|KI18A_MOUSE, sp|Q6RT24|CENPE_MOUSE, sp|Q6PFD6|KI18B_MOUSE	tr|A0A8C5P363|A0A8C5P363_JACJA
OG0000848	sp|P42230|STA5A_MOUSE	tr|A0A8C5P3V4|A0A8C5P3V4_JACJA
OG0000848	sp|P42232|STA5B_MOUSE	tr|A0A8C5P4F2|A0A8C5P4F2_JACJA
OG0000849	sp|Q4VA53|PDS5B_MOUSE	tr|A0A8C5LK50|A0A8C5LK50_JACJA
OG0000849	sp|Q6A026|PDS5A_MOUSE	tr|A0A8C5P5B3|A0A8C5P5B3_JACJA
OG0000850	sp|O55128|SAP18_MOUSE	tr|A0A8C5JW47|A0A8C5JW47_JACJA, tr|A0A8C5KQY5|A0A8C5KQY5_JACJA, tr|A0A8C5K6E1|A0A8C5K6E1_JACJA
OG0000851	sp|O35345|IMA7_MOUSE	tr|A0A8C5KM06|A0A8C5KM06_JACJA
OG0000851	sp|Q60960|IMA5_MOUSE	tr|A0A8C5JZ55|A0A8C5JZ55_JACJA
OG0000852	sp|Q9ESG6|P2Y14_MOUSE, sp|Q9CPV9|P2Y12_MOUSE, sp|Q9D8I2|P2Y13_MOUSE	tr|A0A8C5K0L3|A0A8C5K0L3_JACJA
