Orthogroup	Mus_musculus	Rattus_norvegicus
OG0003022	sp|Q6I6G8|HECW2_MOUSE	tr|D4ADD3|D4ADD3_RAT
OG0003023	sp|Q6J9G1|STYK1_MOUSE	tr|D3ZHY0|D3ZHY0_RAT
OG0003024	sp|Q6P5B0|RRP12_MOUSE	tr|M0R3M8|M0R3M8_RAT
OG0003025	sp|Q6PFD5|DLGP3_MOUSE	sp|P97838|DLGP3_RAT
OG0003026	sp|Q7TQ40|ZIC5_MOUSE	tr|A0A8I5ZJD4|A0A8I5ZJD4_RAT
OG0003027	sp|Q80UU2|RPP38_MOUSE	tr|Q497C2|Q497C2_RAT
OG0003028	sp|Q80WJ7|LYRIC_MOUSE	sp|Q9Z1W6|LYRIC_RAT
OG0003029	sp|Q8BSA9|TYW3_MOUSE	tr|D3ZHR8|D3ZHR8_RAT
OG0003030	sp|Q8BVZ1|PLIN5_MOUSE	sp|M0R7Z9|PLIN5_RAT
OG0003031	sp|Q8CHK4|KAT5_MOUSE	sp|Q99MK2|KAT5_RAT
OG0003032	sp|Q8K3F7|TDH_MOUSE	tr|D3ZN15|D3ZN15_RAT
OG0003033	sp|Q8R164|BPHL_MOUSE	tr|F7FBS0|F7FBS0_RAT
OG0003034	sp|Q8VBT3|OSCAR_MOUSE	tr|A0A8I6AGG8|A0A8I6AGG8_RAT
OG0003035	sp|Q8VCP8|KAD6_MOUSE	sp|Q5EB68|KAD6_RAT
OG0003036	sp|Q8VCP9|CLC14_MOUSE	tr|Q642B4|Q642B4_RAT
OG0003037	sp|Q8VHI7|DRC2_MOUSE	sp|Q5XIJ8|DRC2_RAT
OG0003038	sp|Q920P5|KAD5_MOUSE	tr|M0R7U1|M0R7U1_RAT
OG0003039	sp|Q99L45|IF2B_MOUSE	tr|A0A8I6G5P0|A0A8I6G5P0_RAT
OG0003040	sp|Q9CQ69|QCR8_MOUSE	sp|Q7TQ16|QCR8_RAT
OG0003041	tr|Q9CV82|Q9CV82_MOUSE	tr|A0A096MJ53|A0A096MJ53_RAT
OG0003042	sp|Q9CWL8|CTBL1_MOUSE	sp|Q4V8K2|CTBL1_RAT
OG0003043	sp|Q9CWZ7|SNAG_MOUSE	tr|A0A0G2K350|A0A0G2K350_RAT
OG0003044	sp|Q9D1L0|CHCH2_MOUSE	tr|M0R785|M0R785_RAT
OG0003045	sp|Q9D8F3|S52A2_MOUSE	sp|B5MEV3|S52A2_RAT
OG0003046	sp|Q9D8W5|PSD12_MOUSE	tr|Q5XIC6|Q5XIC6_RAT
OG0003047	sp|Q9DAL0|SIM23_MOUSE	tr|D4A0X0|D4A0X0_RAT
OG0003048	sp|Q9DBY4|TRIL_MOUSE	sp|Q496Z2|TRIL_RAT
OG0003049	sp|Q9ESG4|CLTRN_MOUSE	sp|Q9ESG3|CLTRN_RAT
OG0003050	sp|Q9WTR0|MMP16_MOUSE	sp|O35548|MMP16_RAT
OG0003051	sp|Q9WTV6|UBP18_MOUSE	tr|Q6AYC7|Q6AYC7_RAT
OG0003053	tr|A2AFR2|A2AFR2_MOUSE	tr|A0A8I6GCM8|A0A8I6GCM8_RAT
OG0003054	tr|A2AJ38|A2AJ38_MOUSE	tr|A0A8I6A697|A0A8I6A697_RAT
OG0003055	sp|B1AQ75|KRT36_MOUSE	tr|Q6IFV5|Q6IFV5_RAT
OG0003056	tr|B1ARY8|B1ARY8_MOUSE	tr|F1M4W0|F1M4W0_RAT
OG0003057	sp|B1AYB6|MBD5_MOUSE	tr|A0A1B0GWQ8|A0A1B0GWQ8_RAT
OG0003058	tr|E9Q745|E9Q745_MOUSE	tr|F7FN84|F7FN84_RAT
OG0003059	sp|O55098|STK10_MOUSE	sp|E9PTG8|STK10_RAT
OG0003060	sp|O70333|CRIPT_MOUSE	sp|Q792Q4|CRIPT_RAT
OG0003061	sp|O70481|UBR1_MOUSE	tr|A0A8I5ZZN6|A0A8I5ZZN6_RAT
OG0003062	sp|O88351|IKKB_MOUSE	sp|Q9QY78|IKKB_RAT
OG0003063	sp|O88531|PPT1_MOUSE	sp|P45479|PPT1_RAT
OG0003064	sp|P07934|PHKG1_MOUSE	sp|P13286|PHKG1_RAT
OG0003065	sp|P09671|SODM_MOUSE	sp|P07895|SODM_RAT
OG0003066	sp|P10148|CCL2_MOUSE	sp|P14844|CCL2_RAT
OG0003067	sp|P13597|ICAM1_MOUSE	sp|Q00238|ICAM1_RAT
OG0003068	sp|P14131|RS16_MOUSE	sp|P62250|RS16_RAT
OG0003069	sp|P23950|TISB_MOUSE	sp|P17431|TISB_RAT
OG0003070	sp|P41588|VIPR2_MOUSE	sp|P35000|VIPR2_RAT
OG0003071	sp|P52875|TM165_MOUSE	sp|Q4V899|TM165_RAT
OG0003072	sp|P55258|RAB8A_MOUSE	sp|P35280|RAB8A_RAT
OG0003073	sp|P60761|NEUG_MOUSE	sp|Q04940|NEUG_RAT
OG0003074	sp|Q0VBL1|TIGD2_MOUSE	tr|F1LVC4|F1LVC4_RAT
OG0003075	sp|Q3TTP0|SHP1L_MOUSE	tr|B1H291|B1H291_RAT
OG0003076	sp|Q3TTY0|PLB1_MOUSE	sp|O54728|PLB1_RAT
OG0003077	sp|Q3U0M1|TPPC9_MOUSE	tr|E9PU02|E9PU02_RAT
OG0003078	sp|Q3UYV8|DAAF3_MOUSE	sp|D3ZCM9|DAAF3_RAT
OG0003079	sp|Q571J5|Z354C_MOUSE	sp|Q9EPU7|Z354C_RAT
OG0003080	tr|Q5SXC4|Q5SXC4_MOUSE	tr|A0A8I5ZLS0|A0A8I5ZLS0_RAT
OG0003081	sp|Q60764|MKRN3_MOUSE	tr|D3ZY41|D3ZY41_RAT
OG0003082	sp|Q60857|SC6A4_MOUSE	sp|P31652|SC6A4_RAT
OG0003083	sp|Q61625|GRID2_MOUSE	sp|Q63226|GRID2_RAT
OG0003084	sp|Q62209|SYCP1_MOUSE	sp|Q03410|SYCP1_RAT
OG0003085	sp|Q6NVG7|GT252_MOUSE	tr|D3Z9Z7|D3Z9Z7_RAT
OG0003086	sp|Q6PB60|BHLH9_MOUSE	sp|Q71HP2|BHLH9_RAT
OG0003087	sp|Q6PFR5|TRA2A_MOUSE	tr|A0A8J8Y9E0|A0A8J8Y9E0_RAT
OG0003088	sp|Q70KF4|CMYA5_MOUSE	tr|M0R557|M0R557_RAT
OG0003089	sp|Q7TN12|INAVA_MOUSE	tr|D3ZL84|D3ZL84_RAT
OG0003090	sp|Q7TQK5|CCD93_MOUSE	sp|Q5BJT7|CCD93_RAT
OG0003091	sp|Q80W35|TM202_MOUSE	tr|D3ZRF8|D3ZRF8_RAT
OG0003092	sp|Q811Q9|PCY1B_MOUSE	sp|Q9QZC4|PCY1B_RAT
OG0003093	sp|Q8BG73|SH3L2_MOUSE	tr|A0A0G2K8I0|A0A0G2K8I0_RAT
OG0003094	sp|Q8BHY2|NOC4L_MOUSE	sp|Q5I0I8|NOC4L_RAT
OG0003095	sp|Q8BP22|CBAR1_MOUSE	tr|A0A8I5ZZV0|A0A8I5ZZV0_RAT
OG0003096	sp|Q8C1F5|TTC16_MOUSE	tr|M0RBH7|M0RBH7_RAT
OG0003097	sp|Q8C6K9|CO6A6_MOUSE	tr|D3ZL10|D3ZL10_RAT
OG0003098	sp|Q8CHT0|AL4A1_MOUSE	sp|P0C2X9|AL4A1_RAT
OG0003099	sp|Q8CHT1|NGEF_MOUSE	sp|Q5BKC9|NGEF_RAT
OG0003100	sp|Q8K0L3|ACSM2_MOUSE	sp|O70490|ACSM2_RAT
OG0003101	sp|Q8K1L5|PP1RB_MOUSE	sp|Q6MFY6|PP1RB_RAT
OG0003102	sp|Q8K3J9|GPC5C_MOUSE	sp|Q3KRC4|GPC5C_RAT
OG0003103	sp|Q8R4I4|TF2AY_MOUSE	tr|F7F7R8|F7F7R8_RAT
OG0003104	sp|Q8VC30|TKFC_MOUSE	sp|Q4KLZ6|TKFC_RAT
OG0003105	sp|Q8VC74|COX18_MOUSE	tr|D4A568|D4A568_RAT
OG0003106	tr|Q8VGV7|Q8VGV7_MOUSE	tr|A0A8I6GF44|A0A8I6GF44_RAT
OG0003107	sp|Q8VHP9|ASB17_MOUSE	tr|Q8CHM6|Q8CHM6_RAT
OG0003108	sp|Q91Z92|B3GT6_MOUSE	tr|D3ZQC1|D3ZQC1_RAT
OG0003109	sp|Q923Q2|STA13_MOUSE	tr|D3ZU63|D3ZU63_RAT
OG0003110	sp|Q99JB2|STML2_MOUSE	sp|Q4FZT0|STML2_RAT
OG0003111	sp|Q9CTN5|S6OS1_MOUSE	tr|D4A1D9|D4A1D9_RAT
OG0003112	sp|Q9CX98|CP2U1_MOUSE	sp|Q4V8D1|CP2U1_RAT
OG0003113	sp|Q9D1G1|RAB1B_MOUSE	sp|P10536|RAB1B_RAT
OG0003114	sp|Q9D411|TSSK4_MOUSE	tr|A0A0G2QC55|A0A0G2QC55_RAT
OG0003115	sp|Q9D668|ARRD2_MOUSE	tr|D3ZPW1|D3ZPW1_RAT
OG0003116	sp|Q9DA79|DPEP3_MOUSE	sp|Q5U2X4|DPEP3_RAT
OG0003117	sp|Q9ERA6|TFP11_MOUSE	sp|Q5U2Y6|TFP11_RAT
OG0003118	sp|Q9JLR9|HIG1A_MOUSE	sp|Q8VH49|HIG1A_RAT
OG0003119	sp|Q9QUR6|PPCE_MOUSE	sp|O70196|PPCE_RAT
OG0003120	sp|Q9QYL7|ABT1_MOUSE	sp|Q4KLM5|ABT1_RAT
OG0003121	sp|Q9WVB6|LENEP_MOUSE	sp|Q9WVB7|LENEP_RAT
OG0003122	sp|Q9WVJ3|CBPQ_MOUSE	sp|Q6IRK9|CBPQ_RAT
OG0003123	sp|Q9Z0F3|B2L10_MOUSE	sp|Q99M66|B2L10_RAT
OG0003125	tr|A0A1B0GR13|A0A1B0GR13_MOUSE	tr|A0A8I5Y7V0|A0A8I5Y7V0_RAT
OG0003126	sp|A2A825|CPLN2_MOUSE	tr|A0A0G2K9E9|A0A0G2K9E9_RAT
OG0003127	sp|A2AAY5|SPD2B_MOUSE	tr|M0RCP2|M0RCP2_RAT
OG0003128	tr|B0V2W4|B0V2W4_MOUSE	tr|F1M977|F1M977_RAT
OG0003129	tr|D3Z1Y0|D3Z1Y0_MOUSE	tr|A0A8I6APY6|A0A8I6APY6_RAT
OG0003130	sp|D4PHA7|WSCD2_MOUSE	tr|A0A0G2K1I1|A0A0G2K1I1_RAT
OG0003131	sp|E9PY46|IF140_MOUSE	tr|F1LY69|F1LY69_RAT
OG0003132	tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|D4A0C2|D4A0C2_RAT
OG0003133	sp|E9Q876|ABCAC_MOUSE	tr|D4A7J3|D4A7J3_RAT
OG0003134	tr|E9Q9F7|E9Q9F7_MOUSE	sp|Q66H60|CC146_RAT
OG0003135	tr|F6ZNL5|F6ZNL5_MOUSE	tr|A0A8I6AKA9|A0A8I6AKA9_RAT
OG0003136	tr|K7N678|K7N678_MOUSE	tr|D4A809|D4A809_RAT
OG0003137	sp|O35242|FAN_MOUSE	tr|F1M974|F1M974_RAT
OG0003138	sp|O35544|EAA4_MOUSE	sp|O35921|EAA4_RAT
OG0003139	sp|O35874|SATT_MOUSE	tr|Q76GL9|Q76GL9_RAT
OG0003140	sp|O35902|DSG3_MOUSE	tr|D3ZL74|D3ZL74_RAT
OG0003141	sp|O54929|WSB2_MOUSE	tr|A0A8I5Y8A6|A0A8I5Y8A6_RAT
OG0003142	sp|P10820|PERF_MOUSE	sp|P35763|PERF_RAT
OG0003143	sp|P23927|CRYAB_MOUSE	sp|P23928|CRYAB_RAT
OG0003144	sp|P46460|NSF_MOUSE	sp|Q9QUL6|NSF_RAT
OG0003145	sp|Q07279|NFE2_MOUSE	sp|Q6AYT2|NFE2_RAT
OG0003146	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A0G2JZM4|A0A0G2JZM4_RAT
OG0003147	sp|Q3URS3|LRCL1_MOUSE	tr|D3ZQQ8|D3ZQQ8_RAT
OG0003148	sp|Q3UUQ7|PGAP1_MOUSE	sp|Q765A7|PGAP1_RAT
OG0003149	sp|Q3UVC0|KSR2_MOUSE	tr|F1LY04|F1LY04_RAT
OG0003150	sp|Q5MPP0|FA2H_MOUSE	sp|Q2LAM0|FA2H_RAT
OG0003151	sp|Q64700|RBL2_MOUSE	sp|O55081|RBL2_RAT
OG0003152	sp|Q69ZZ6|TMCC1_MOUSE	tr|A0A8I6ABR1|A0A8I6ABR1_RAT
OG0003153	sp|Q6P8Y1|CAPSL_MOUSE	tr|A0A8I6GHT1|A0A8I6GHT1_RAT
OG0003154	sp|Q6PD28|2A5B_MOUSE	sp|Q80W83|2A5B_RAT
OG0003155	sp|Q78IK2|ATPMK_MOUSE	sp|Q9JJW3|ATPMK_RAT
OG0003156	sp|Q7M722|TR114_MOUSE	sp|Q9JKT8|TR114_RAT
OG0003157	sp|Q80UW8|RPAB1_MOUSE	sp|B0BNE2|RPAB1_RAT
OG0003158	sp|Q810S1|MCUB_MOUSE	tr|F1LUQ0|F1LUQ0_RAT
OG0003159	sp|Q8BGQ7|SYAC_MOUSE	sp|P50475|SYAC_RAT
OG0003160	sp|Q8BLG0|PHF20_MOUSE	tr|D3ZQB7|D3ZQB7_RAT
OG0003161	sp|Q8BNQ3|G137B_MOUSE	tr|A0A0G2K234|A0A0G2K234_RAT
OG0003162	sp|Q8BSY0|ASPH_MOUSE	tr|A0A096MKE0|A0A096MKE0_RAT
OG0003163	sp|Q8BTG6|SPRNG_MOUSE	tr|D3ZTN6|D3ZTN6_RAT
OG0003164	sp|Q8BXA5|CLP1L_MOUSE	tr|D4A416|D4A416_RAT
OG0003165	tr|Q8C084|Q8C084_MOUSE	tr|A0A0G2K0V0|A0A0G2K0V0_RAT
OG0003166	sp|Q8C0V1|TERB1_MOUSE	tr|A0A0G2KAQ9|A0A0G2KAQ9_RAT
OG0003167	sp|Q8C160|MSLNL_MOUSE	tr|D4AB62|D4AB62_RAT
OG0003168	sp|Q8CDN1|CC020_MOUSE	tr|D4AD91|D4AD91_RAT
OG0003169	sp|Q8CE22|DMTF1_MOUSE	sp|Q66HG1|DMTF1_RAT
OG0003170	sp|Q8CIG9|FBXL8_MOUSE	tr|D3ZYT9|D3ZYT9_RAT
OG0003171	sp|Q8CJ78|ZN628_MOUSE	tr|D3ZI74|D3ZI74_RAT
OG0003172	sp|Q8JZP2|SYN3_MOUSE	sp|O70441|SYN3_RAT
OG0003173	sp|Q8R1G2|CMBL_MOUSE	sp|Q7TP52|CMBL_RAT
OG0003174	sp|Q8VIK1|SNR25_MOUSE	tr|D3ZE11|D3ZE11_RAT
OG0003175	sp|Q91XE4|ACY3_MOUSE	sp|Q5M876|ACY3_RAT
OG0003176	sp|Q99JL1|SPEF1_MOUSE	tr|G3V8V9|G3V8V9_RAT
OG0003177	sp|Q99LM3|SMTL1_MOUSE	tr|D3ZWP4|D3ZWP4_RAT
OG0003178	sp|Q9CQ44|TM218_MOUSE	sp|Q5U3Y9|TM218_RAT
OG0003179	sp|Q9CQZ1|HSBP1_MOUSE	sp|Q8K3X8|HSBP1_RAT
OG0003180	sp|Q9D7D1|RN225_MOUSE	tr|D3ZF25|D3ZF25_RAT
OG0003181	sp|Q9D818|SAPC2_MOUSE	tr|A0A8I6AIH9|A0A8I6AIH9_RAT
OG0003182	sp|Q9DB40|MED27_MOUSE	tr|B2RZ56|B2RZ56_RAT
OG0003183	sp|Q9DB72|BTBDH_MOUSE	tr|D4A8L9|D4A8L9_RAT
OG0003184	sp|Q9JI74|KLHL1_MOUSE	tr|A0A8I6G933|A0A8I6G933_RAT
OG0003185	sp|Q9JKD3|SCAM5_MOUSE	sp|Q9JKE3|SCAM5_RAT
OG0003186	sp|Q9QYE5|JAG2_MOUSE	sp|P97607|JAG2_RAT
OG0003187	sp|Q9R1R2|TRIM3_MOUSE	sp|O70277|TRIM3_RAT
OG0003188	sp|Q9WUL7|ARL3_MOUSE	sp|P37996|ARL3_RAT
OG0003189	sp|Q9WV92|E41L3_MOUSE	tr|Q9JMB3|Q9JMB3_RAT
OG0003190	sp|Q9Z130|HNRDL_MOUSE	sp|Q3SWU3|HNRDL_RAT
OG0003191	sp|Q9Z2Q6|SEPT5_MOUSE	sp|Q9JJM9|SEPT5_RAT
OG0003193	sp|A2APT9|KLD7A_MOUSE	tr|M0R439|M0R439_RAT
OG0003194	sp|A4FUP9|GL1D1_MOUSE	tr|D3ZUX2|D3ZUX2_RAT
OG0003195	sp|D3YWX3|PAT13_MOUSE	tr|D3ZMV3|D3ZMV3_RAT
OG0003196	tr|E9PUR0|E9PUR0_MOUSE	tr|A0A0G2K916|A0A0G2K916_RAT
OG0003197	sp|F6VAN0|ATF6A_MOUSE	sp|G3V909|ATF6A_RAT
OG0003198	sp|G3XA57|RFIP2_MOUSE	tr|A0A8I6A8W0|A0A8I6A8W0_RAT
OG0003199	sp|O09100|GATA2_MOUSE	sp|Q924Y4|GATA2_RAT
OG0003200	sp|O70571|PDK4_MOUSE	sp|O54937|PDK4_RAT
OG0003201	sp|P10855|CCL3_MOUSE	sp|P50229|CCL3_RAT
OG0003202	sp|P22777|PAI1_MOUSE	sp|P20961|PAI1_RAT
OG0003203	sp|P25085|IL1RA_MOUSE	sp|P25086|IL1RA_RAT
OG0003204	sp|P51448|RORA_MOUSE	tr|A0A8I6A803|A0A8I6A803_RAT
OG0003205	sp|P63084|S10A5_MOUSE	sp|P63083|S10A5_RAT
OG0003206	tr|Q30KN7|Q30KN7_MOUSE	tr|Q32ZG6|Q32ZG6_RAT
OG0003207	sp|Q3UPR9|SBSPO_MOUSE	tr|D3ZS55|D3ZS55_RAT
OG0003208	sp|Q5BLK4|TUT7_MOUSE	tr|A0A8I6GE00|A0A8I6GE00_RAT
OG0003209	sp|Q5NBU5|FBX39_MOUSE	sp|Q66H10|FBX39_RAT
OG0003210	sp|Q60987|FOXG1_MOUSE	sp|Q00939|FOXG1_RAT
OG0003211	sp|Q61543|GSLG1_MOUSE	sp|Q62638|GSLG1_RAT
OG0003212	sp|Q62100|PRM3_MOUSE	sp|Q64256|PRM3_RAT
OG0003213	sp|Q62160|GDIR3_MOUSE	tr|A0A8I5ZRJ5|A0A8I5ZRJ5_RAT
OG0003214	sp|Q62384|ZPR1_MOUSE	tr|A0A8I6AUQ7|A0A8I6AUQ7_RAT
OG0003215	sp|Q6F3F9|AGRG6_MOUSE	tr|A0A0G2JST1|A0A0G2JST1_RAT
OG0003216	sp|Q6NVE9|PPTC7_MOUSE	tr|D4A520|D4A520_RAT
OG0003217	sp|Q6PGB6|NAA50_MOUSE	tr|A0A8I5ZQ10|A0A8I5ZQ10_RAT
OG0003218	sp|Q78XF5|OSTC_MOUSE	sp|B0K025|OSTC_RAT
OG0003219	sp|Q80TA6|MTMRC_MOUSE	sp|Q5FVM6|MTMRC_RAT
OG0003220	sp|Q80TE4|SI1L2_MOUSE	sp|Q5JCS6|SI1L2_RAT
OG0003221	sp|Q80X56|TRI69_MOUSE	sp|Q5BK82|TRI69_RAT
OG0003222	sp|Q8BKG4|FZD10_MOUSE	tr|A0A8I5ZWS0|A0A8I5ZWS0_RAT
OG0003223	tr|Q8BQQ8|Q8BQQ8_MOUSE	tr|A0A8I5ZPP8|A0A8I5ZPP8_RAT
OG0003224	sp|Q8BVF4|CCD30_MOUSE	tr|A0A8I6AKX9|A0A8I6AKX9_RAT
OG0003225	sp|Q8BWQ6|VP35L_MOUSE	sp|Q5XI83|VP35L_RAT
OG0003226	sp|Q8BXQ2|PIGT_MOUSE	tr|A0A8I6GIH3|A0A8I6GIH3_RAT
OG0003227	sp|Q8BXR1|S7A14_MOUSE	tr|D3ZSU3|D3ZSU3_RAT
OG0003228	sp|Q8C551|R51A1_MOUSE	tr|A0A8I6GE54|A0A8I6GE54_RAT
OG0003229	sp|Q8K093|TRHDE_MOUSE	sp|Q10836|TRHDE_RAT
OG0003230	sp|Q8K0S2|ERIC5_MOUSE	tr|F1M6T7|F1M6T7_RAT
OG0003231	sp|Q8K1G2|LBN_MOUSE	tr|D3ZWN3|D3ZWN3_RAT
OG0003232	sp|Q8K1T5|LY65C_MOUSE	sp|Q8CHN2|LY65C_RAT
OG0003233	sp|Q8K1X1|WDR11_MOUSE	tr|D3Z9L5|D3Z9L5_RAT
OG0003234	sp|Q8K2J4|CCD14_MOUSE	tr|D3ZBB5|D3ZBB5_RAT
OG0003235	sp|Q8R1N0|ZN830_MOUSE	sp|Q3MHS2|ZN830_RAT
OG0003236	sp|Q8R3S2|TSN33_MOUSE	tr|D3Z967|D3Z967_RAT
OG0003237	sp|Q8VI93|OAS3_MOUSE	sp|Q5MYT7|OAS3_RAT
OG0003238	sp|Q91UZ4|EGLN3_MOUSE	sp|Q62630|EGLN3_RAT
OG0003239	sp|Q91VK1|5MP1_MOUSE	sp|Q9WTT7|5MP1_RAT
OG0003240	sp|Q91W29|COX42_MOUSE	sp|Q91Y94|COX42_RAT
OG0003241	sp|Q91WU2|S22A7_MOUSE	sp|Q5RLM2|S22A7_RAT
OG0003242	sp|Q920N7|SYT12_MOUSE	sp|P97610|SYT12_RAT
OG0003243	sp|Q99N80|SYTL1_MOUSE	tr|A0A0G2K2R4|A0A0G2K2R4_RAT
OG0003244	sp|Q99P86|RETNB_MOUSE	tr|Q6DV77|Q6DV77_RAT
OG0003245	sp|Q9CQH3|NDUB5_MOUSE	tr|D4A565|D4A565_RAT
OG0003246	sp|Q9CQI6|COTL1_MOUSE	sp|B0BNA5|COTL1_RAT
OG0003247	sp|Q9CQR6|PPP6_MOUSE	sp|Q64620|PPP6_RAT
OG0003248	sp|Q9CR73|PNRC2_MOUSE	sp|Q66HE1|PNRC2_RAT
OG0003249	sp|Q9CWE6|OOEP_MOUSE	tr|M0R9W2|M0R9W2_RAT
OG0003250	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A8I6A7G1|A0A8I6A7G1_RAT
OG0003251	sp|Q9CWV0|MASU1_MOUSE	tr|D3ZZ37|D3ZZ37_RAT
OG0003252	sp|Q9D211|C2AIL_MOUSE	sp|Q5RK03|C2AIL_RAT
OG0003253	sp|Q9D565|WDR64_MOUSE	tr|D4A0M9|D4A0M9_RAT
OG0003254	sp|Q9D6U8|F162A_MOUSE	sp|Q4QQV3|F162A_RAT
OG0003255	sp|Q9D7D2|SPA9_MOUSE	tr|D3ZAT4|D3ZAT4_RAT
OG0003256	sp|Q9D902|T2EB_MOUSE	tr|D3ZCP9|D3ZCP9_RAT
OG0003257	sp|Q9D9M0|PRS52_MOUSE	tr|M0RDW0|M0RDW0_RAT
OG0003258	sp|Q9DAR1|CLF2A_MOUSE	tr|Q6AYN6|Q6AYN6_RAT
OG0003259	sp|Q9DBP0|NPT2B_MOUSE	sp|Q9JJ09|NPT2B_RAT
OG0003260	sp|Q9EQQ9|OGA_MOUSE	sp|Q8VIJ5|OGA_RAT
OG0003261	sp|Q9ER38|TOR3A_MOUSE	sp|Q5M936|TOR3A_RAT
OG0003262	sp|Q9JHJ8|ICOSL_MOUSE	tr|F1LVL2|F1LVL2_RAT
OG0003263	tr|Q9JLI2|Q9JLI2_MOUSE	tr|F7EVZ0|F7EVZ0_RAT
OG0003264	sp|Q9JLT4|TRXR2_MOUSE	sp|Q9Z0J5|TRXR2_RAT
OG0003265	sp|Q9JLV2|TP4AP_MOUSE	tr|B2RYF4|B2RYF4_RAT
OG0003266	sp|Q9QXE2|DPOLL_MOUSE	sp|Q5RKI3|DPOLL_RAT
OG0003267	sp|Q9WV72|ASB3_MOUSE	tr|D3ZJN4|D3ZJN4_RAT
OG0003268	sp|Q9Z2H6|CLC4D_MOUSE	sp|Q69FH1|CLC4D_RAT
OG0003269	tr|A0A075B5T0|A0A075B5T0_MOUSE	tr|D4ADK9|D4ADK9_RAT
OG0003270	tr|A0A087WQA2|A0A087WQA2_MOUSE	tr|A0A8I6GLH4|A0A8I6GLH4_RAT
OG0003271	tr|A0A140LIP3|A0A140LIP3_MOUSE	tr|A0A8I6GAP3|A0A8I6GAP3_RAT
OG0003272	sp|A2AVZ9|S43A3_MOUSE	tr|D4A832|D4A832_RAT
OG0003273	sp|A6H611|MIPEP_MOUSE	sp|Q01992|MIPEP_RAT
OG0003274	tr|B1AUC4|B1AUC4_MOUSE	tr|F1M158|F1M158_RAT
OG0003275	tr|E0CZ22|E0CZ22_MOUSE	tr|A0A0G2JV05|A0A0G2JV05_RAT
OG0003276	tr|F6RWR5|F6RWR5_MOUSE	tr|A0A0G2K4Q5|A0A0G2K4Q5_RAT
OG0003277	sp|O08579|EMD_MOUSE	sp|Q63190|EMD_RAT
OG0003278	sp|O08696|FOXM1_MOUSE	sp|P97691|FOXM1_RAT
OG0003279	sp|O88324|CD83_MOUSE	tr|A0A8I6ALP3|A0A8I6ALP3_RAT
OG0003280	sp|O88967|YMEL1_MOUSE	sp|Q925S8|YMEL1_RAT
OG0003281	sp|O89033|CDC6_MOUSE	tr|D3ZRK7|D3ZRK7_RAT
OG0003283	sp|P02664|CS2LB_MOUSE	sp|Q8CGR3|CS2LB_RAT
OG0003284	sp|P18293|ANPRA_MOUSE	sp|P18910|ANPRA_RAT
OG0003285	sp|P24527|LKHA4_MOUSE	sp|P30349|LKHA4_RAT
OG0003286	sp|P33242|STF1_MOUSE	sp|P50569|STF1_RAT
OG0003287	sp|P35582|FOXA1_MOUSE	sp|P23512|FOXA1_RAT
OG0003288	sp|P52651|RHOX5_MOUSE	sp|Q63630|RHOX5_RAT
OG0003289	sp|P55200|KMT2A_MOUSE	tr|F1M0L3|F1M0L3_RAT
OG0003290	sp|P58467|SETD4_MOUSE	tr|A0A8I5ZUI5|A0A8I5ZUI5_RAT
OG0003291	sp|P59054|CSRN1_MOUSE	tr|A0A0G2K1S7|A0A0G2K1S7_RAT
OG0003292	sp|P61222|ABCE1_MOUSE	tr|D3ZD23|D3ZD23_RAT
OG0003293	sp|P83870|PHF5A_MOUSE	sp|P83871|PHF5A_RAT
OG0003294	sp|P98064|MASP1_MOUSE	sp|Q8CHN8|MASP1_RAT
OG0003295	sp|Q2TA57|ASPH1_MOUSE	tr|D3ZWE1|D3ZWE1_RAT
OG0003296	sp|Q2WG77|RIPP1_MOUSE	tr|A0A8I6B0B3|A0A8I6B0B3_RAT
OG0003298	sp|Q32M07|KAD8_MOUSE	sp|Q68FP8|KAD8_RAT
OG0003299	sp|Q3UNU4|ERIC4_MOUSE	sp|P0C7N2|ERIC4_RAT
OG0003300	sp|Q3V1N9|A3LT2_MOUSE	sp|A0A4Z3|A3LT2_RAT
OG0003301	sp|Q3V3I5|CQ067_MOUSE	sp|P0CD95|CQ067_RAT
OG0003302	sp|Q566J8|COQ8B_MOUSE	sp|Q6AY19|COQ8B_RAT
OG0003303	sp|Q56A04|EME2_MOUSE	tr|D3ZC60|D3ZC60_RAT
OG0003304	sp|Q61818|RAI1_MOUSE	tr|A0A0G2K4G0|A0A0G2K4G0_RAT
OG0003305	sp|Q62009|POSTN_MOUSE	tr|A0A8I6AHK0|A0A8I6AHK0_RAT
OG0003306	sp|Q64131|RUNX3_MOUSE	tr|A0A0G2K7T0|A0A0G2K7T0_RAT
OG0003307	sp|Q64324|STXB2_MOUSE	sp|Q62753|STXB2_RAT
OG0003308	tr|Q6XZL8|Q6XZL8_MOUSE	tr|A0A8I5ZRT2|A0A8I5ZRT2_RAT
OG0003309	sp|Q6ZWY3|RS27L_MOUSE	sp|P24051|RS27L_RAT
OG0003310	sp|Q810D6|GRWD1_MOUSE	sp|Q5XI13|GRWD1_RAT
OG0003311	sp|Q8BFZ2|PLPR1_MOUSE	sp|Q6WAY2|PLPR1_RAT
OG0003312	sp|Q8BH51|COX14_MOUSE	sp|Q5XFV8|COX14_RAT
