Orthogroup	Mus_musculus	Tupaia_chinensis
OG0004693	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|L9KJM2|L9KJM2_TUPCH
OG0004694	sp|A2ARK0|FA83C_MOUSE	tr|L9L7C4|L9L7C4_TUPCH
OG0004695	sp|O88188|LY86_MOUSE	tr|L9LA32|L9LA32_TUPCH
OG0004696	sp|P21658|FGF6_MOUSE	tr|L8Y299|L8Y299_TUPCH
OG0004697	sp|P25318|CO8A2_MOUSE	tr|L9KXX7|L9KXX7_TUPCH
OG0004698	sp|P42580|NKX12_MOUSE	tr|L9L3E4|L9L3E4_TUPCH
OG0004699	sp|P54103|DNJC2_MOUSE	tr|L9LEA6|L9LEA6_TUPCH
OG0004700	sp|P56393|COX7B_MOUSE	tr|L9KSW3|L9KSW3_TUPCH
OG0004701	sp|P57784|RU2A_MOUSE	tr|L8YAJ5|L8YAJ5_TUPCH
OG0004702	sp|P59325|IF5_MOUSE	tr|L9J9J2|L9J9J2_TUPCH
OG0004703	sp|P97770|THUM3_MOUSE	tr|L9KKS2|L9KKS2_TUPCH
OG0004704	sp|Q05117|PPA5_MOUSE	tr|L8YGL1|L8YGL1_TUPCH
OG0004705	sp|Q3UHF3|MIER3_MOUSE	tr|L9KSL6|L9KSL6_TUPCH
OG0004706	sp|Q3UN90|LYRM9_MOUSE	tr|L8Y4G9|L8Y4G9_TUPCH
OG0004707	sp|Q3URD2|RPRML_MOUSE	tr|L9JB50|L9JB50_TUPCH
OG0004708	sp|Q3UU94|MANS4_MOUSE	tr|L9LC71|L9LC71_TUPCH
OG0004709	sp|Q61847|MEP1B_MOUSE	tr|L9KTW7|L9KTW7_TUPCH
OG0004711	sp|Q7TSD4|TBATA_MOUSE	tr|L9L7I5|L9L7I5_TUPCH
OG0004712	sp|Q80TB8|VAT1L_MOUSE	tr|L9KJA1|L9KJA1_TUPCH
OG0004713	sp|Q80VY9|DHX33_MOUSE	tr|L9KLP8|L9KLP8_TUPCH
OG0004715	sp|Q80ZV0|RNH2B_MOUSE	tr|L9LB63|L9LB63_TUPCH
OG0004716	sp|Q8BFY0|PIRT_MOUSE	tr|L9JV72|L9JV72_TUPCH
OG0004717	sp|Q8BP97|RHBD3_MOUSE	tr|L9KVN4|L9KVN4_TUPCH
OG0004719	tr|Q8K119|Q8K119_MOUSE	tr|L9KVV4|L9KVV4_TUPCH
OG0004720	sp|Q8QZV0|DEDD2_MOUSE	tr|L9L8T1|L9L8T1_TUPCH
OG0004721	sp|Q8R1T1|CHMP7_MOUSE	tr|L9LBA5|L9LBA5_TUPCH
OG0004722	sp|Q8R422|CD109_MOUSE	tr|L8Y763|L8Y763_TUPCH
OG0004723	sp|Q91XC8|DAP1_MOUSE	tr|L9L513|L9L513_TUPCH
OG0004724	sp|Q99J77|SIAS_MOUSE	tr|L9L3S3|L9L3S3_TUPCH
OG0004725	sp|Q9CQL2|CCER1_MOUSE	tr|L9KFK8|L9KFK8_TUPCH
OG0004726	sp|Q9CQV3|SPB11_MOUSE	tr|L9L8G7|L9L8G7_TUPCH
OG0004727	sp|Q9D2D9|KLD8B_MOUSE	tr|L8Y3X7|L8Y3X7_TUPCH
OG0004728	sp|Q9D3S9|CPVL_MOUSE	tr|L9KYY8|L9KYY8_TUPCH
OG0004729	sp|Q9D855|QCR7_MOUSE	tr|L9JAC1|L9JAC1_TUPCH
OG0004730	sp|Q9D9H2|CLDN2_MOUSE	tr|L9L2I9|L9L2I9_TUPCH
OG0004731	sp|Q9DC63|FBX3_MOUSE	tr|L8YFH7|L8YFH7_TUPCH
OG0004732	sp|Q9JI20|RED2_MOUSE	tr|L9L9T2|L9L9T2_TUPCH
OG0004733	sp|Q9QYT7|PIGQ_MOUSE	tr|L9KZ35|L9KZ35_TUPCH
OG0004734	sp|Q9R1E0|FOXO1_MOUSE	tr|L9KLA1|L9KLA1_TUPCH
OG0004735	sp|Q9WVA8|NPFF_MOUSE	tr|L8Y808|L8Y808_TUPCH
OG0004736	sp|Q9WVH3|FOXO4_MOUSE	tr|L9KZV8|L9KZV8_TUPCH
OG0004737	sp|E9Q5K9|YTDC1_MOUSE	tr|L8YAQ7|L8YAQ7_TUPCH
OG0004738	sp|O08970|TUFT1_MOUSE	tr|L8Y6X0|L8Y6X0_TUPCH
OG0004739	sp|O09114|PTGDS_MOUSE	tr|L8Y9N3|L8Y9N3_TUPCH
OG0004740	sp|O09126|SEM4D_MOUSE	tr|L9KFX8|L9KFX8_TUPCH
OG0004741	sp|P04919|B3AT_MOUSE	tr|L8Y8C4|L8Y8C4_TUPCH
OG0004742	sp|P0C871|PA24B_MOUSE	tr|L9JC34|L9JC34_TUPCH
OG0004743	sp|P13705|MSH3_MOUSE	tr|L9L5N1|L9L5N1_TUPCH
OG0004744	sp|P17918|PCNA_MOUSE	tr|L8Y9B1|L8Y9B1_TUPCH
OG0004745	sp|P47741|TNR4_MOUSE	tr|L8Y950|L8Y950_TUPCH
OG0004746	sp|P54265|DMPK_MOUSE	tr|L9L8B4|L9L8B4_TUPCH
OG0004747	sp|P56450|MC4R_MOUSE	tr|L9JHX8|L9JHX8_TUPCH
OG0004748	sp|P59055|CSRN3_MOUSE	tr|L9J953|L9J953_TUPCH
OG0004749	sp|P61969|LMO4_MOUSE	tr|L8Y1K0|L8Y1K0_TUPCH
OG0004750	sp|P97288|5HT4R_MOUSE	tr|L9KUH3|L9KUH3_TUPCH
OG0004751	sp|Q04859|MAK_MOUSE	tr|L9L9F3|L9L9F3_TUPCH
OG0004752	sp|Q0KK59|UNC79_MOUSE	tr|L8Y7C6|L8Y7C6_TUPCH
OG0004753	sp|Q61490|CD166_MOUSE	tr|L9KY86|L9KY86_TUPCH
OG0004754	sp|Q61508|ECM1_MOUSE	tr|L8Y2Y2|L8Y2Y2_TUPCH
OG0004755	sp|Q62302|TX261_MOUSE	tr|L9KMR0|L9KMR0_TUPCH
OG0004756	sp|Q6P549|SHIP2_MOUSE	tr|L9LAZ4|L9LAZ4_TUPCH
OG0004757	sp|Q80TT2|BAIP3_MOUSE	tr|L9KZ60|L9KZ60_TUPCH
OG0004758	sp|Q80YQ2|MED23_MOUSE	tr|L9L377|L9L377_TUPCH
OG0004759	sp|Q8BLD6|ANR55_MOUSE	tr|L9KT61|L9KT61_TUPCH
OG0004760	sp|Q8BZ09|ODC_MOUSE	tr|L9KL00|L9KL00_TUPCH
OG0004761	sp|Q8C042|ENO4_MOUSE	tr|L9LBA8|L9LBA8_TUPCH
OG0004762	sp|Q8CFN5|MEF2C_MOUSE	tr|L8Y9M2|L8Y9M2_TUPCH
OG0004763	sp|Q8K4L6|MEPE_MOUSE	tr|L9L4T9|L9L4T9_TUPCH
OG0004764	sp|Q8K5A4|RSLAA_MOUSE	tr|L9KZG4|L9KZG4_TUPCH
OG0004765	sp|Q8R1Z4|PPR42_MOUSE	tr|L9KPI2|L9KPI2_TUPCH
OG0004766	sp|Q8R242|DIAC_MOUSE	tr|L9KSB6|L9KSB6_TUPCH
OG0004767	sp|Q8R3E3|WIPI1_MOUSE	tr|L9KYA0|L9KYA0_TUPCH
OG0004768	sp|Q8R4D5|TRPM8_MOUSE	tr|L8Y3I6|L8Y3I6_TUPCH
OG0004769	sp|Q8R4E9|CDT1_MOUSE	tr|L9KJH1|L9KJH1_TUPCH
OG0004770	sp|Q8R4U7|LUZP1_MOUSE	tr|L9L543|L9L543_TUPCH
OG0004771	sp|Q8VCX1|AK1D1_MOUSE	tr|L9L1H7|L9L1H7_TUPCH
OG0004772	sp|Q91VE3|KLK7_MOUSE	tr|L9L666|L9L666_TUPCH
OG0004773	sp|Q920P3|BRNP1_MOUSE	tr|L8Y7I3|L8Y7I3_TUPCH
OG0004774	sp|Q922E6|FAKD2_MOUSE	tr|L9L7A5|L9L7A5_TUPCH
OG0004775	sp|Q99NC0|VGLL1_MOUSE	tr|L9J8U2|L9J8U2_TUPCH
OG0004776	sp|Q9CQ91|NDUA3_MOUSE	tr|L9L241|L9L241_TUPCH
OG0004777	sp|Q9CXK8|NIP7_MOUSE	tr|L9JJ84|L9JJ84_TUPCH
OG0004778	sp|Q9D114|MESH1_MOUSE	tr|L9KJ86|L9KJ86_TUPCH
OG0004780	sp|Q9ERT9|PPR1A_MOUSE	tr|L8Y6B3|L8Y6B3_TUPCH
OG0004781	sp|Q9ES00|UBE4B_MOUSE	tr|L9L5G9|L9L5G9_TUPCH
OG0004782	sp|Q9QY66|ZNHI2_MOUSE	tr|L9KVA9|L9KVA9_TUPCH
OG0004783	sp|Q9Z1B8|PHF1_MOUSE	tr|L9L308|L9L308_TUPCH
OG0004784	sp|A2ADU9|AWAT1_MOUSE	tr|L8Y521|L8Y521_TUPCH
OG0004785	sp|B1AUE5|PEX10_MOUSE	tr|L8YGP7|L8YGP7_TUPCH
OG0004786	tr|E9Q3H6|E9Q3H6_MOUSE	tr|L8YAR6|L8YAR6_TUPCH
OG0004787	sp|G5E8Z2|TAF4B_MOUSE	tr|L9KFZ4|L9KFZ4_TUPCH
OG0004788	sp|O08600|NUCG_MOUSE	tr|L9KHP7|L9KHP7_TUPCH
OG0004789	sp|O35473|C1D_MOUSE	tr|L9KNQ9|L9KNQ9_TUPCH
OG0004790	sp|O54885|TYOBP_MOUSE	tr|L8XZ97|L8XZ97_TUPCH
OG0004791	sp|P29533|VCAM1_MOUSE	tr|L8Y2B7|L8Y2B7_TUPCH
OG0004792	sp|P34928|APOC1_MOUSE	tr|L9L7Z9|L9L7Z9_TUPCH
OG0004793	sp|P40749|SYT4_MOUSE	tr|L9L2G0|L9L2G0_TUPCH
OG0004794	sp|P67984|RL22_MOUSE	tr|L9L0H1|L9L0H1_TUPCH
OG0004795	sp|Q05895|TSP3_MOUSE	tr|L9KMQ6|L9KMQ6_TUPCH
OG0004796	sp|Q3SYK4|VRTN_MOUSE	tr|L8Y0N9|L8Y0N9_TUPCH
OG0004797	sp|Q3U132|TESP1_MOUSE	tr|L8Y839|L8Y839_TUPCH
OG0004798	tr|Q6NZH9|Q6NZH9_MOUSE	tr|L8Y8D2|L8Y8D2_TUPCH
OG0004799	sp|Q6P8X6|UBP50_MOUSE	tr|L8Y6D8|L8Y6D8_TUPCH
OG0004800	sp|Q6QD59|SEC20_MOUSE	tr|L9JCK3|L9JCK3_TUPCH
OG0004801	sp|Q6V3W6|DRC7_MOUSE	tr|L9KTQ9|L9KTQ9_TUPCH
OG0004802	sp|Q6ZPK0|PF21A_MOUSE	tr|L9JI94|L9JI94_TUPCH
OG0004803	sp|Q76EC5|CHST9_MOUSE	tr|L9KKH8|L9KKH8_TUPCH
OG0004804	sp|Q80VM3|TTC29_MOUSE	tr|L9L4F3|L9L4F3_TUPCH
OG0004805	sp|Q8BJ71|NUP93_MOUSE	tr|L9KTD5|L9KTD5_TUPCH
OG0004806	sp|Q8BJM3|R3HCL_MOUSE	tr|L9JFG5|L9JFG5_TUPCH
OG0004807	sp|Q8BM88|CATO_MOUSE	tr|L8YCN1|L8YCN1_TUPCH
OG0004808	sp|Q8BRE0|RD3_MOUSE	tr|L8YD96|L8YD96_TUPCH
OG0004809	sp|Q8BS45|IFT56_MOUSE	tr|L9L0S9|L9L0S9_TUPCH
OG0004810	sp|Q8BZL1|NEUR4_MOUSE	tr|L8YD12|L8YD12_TUPCH
OG0004811	sp|Q8C0T5|SI1L1_MOUSE	tr|L8Y9H0|L8Y9H0_TUPCH
OG0004812	sp|Q8C176|TAF2_MOUSE	tr|L9LCR5|L9LCR5_TUPCH
OG0004813	sp|Q8CHI8|EP400_MOUSE	tr|L9KWB6|L9KWB6_TUPCH
OG0004815	sp|Q8K592|AMHR2_MOUSE	tr|L8Y2J0|L8Y2J0_TUPCH
OG0004816	sp|Q8R4T9|UT2_MOUSE	tr|L9L3P6|L9L3P6_TUPCH
OG0004817	tr|Q8VFE7|Q8VFE7_MOUSE	tr|L9L1Q4|L9L1Q4_TUPCH
OG0004818	sp|Q91X20|ASH2L_MOUSE	tr|L8Y0H8|L8Y0H8_TUPCH
OG0004819	sp|Q99LE3|LYSM3_MOUSE	tr|L9JP81|L9JP81_TUPCH
OG0004820	sp|Q99P91|GPNMB_MOUSE	tr|L9L2I7|L9L2I7_TUPCH
OG0004821	sp|Q9CR30|JOS2_MOUSE	tr|L9L303|L9L303_TUPCH
OG0004822	sp|Q9D2N8|GLT15_MOUSE	tr|L8Y0Q8|L8Y0Q8_TUPCH
OG0004823	sp|Q9D9X8|SACA3_MOUSE	tr|L9KGI7|L9KGI7_TUPCH
OG0004824	sp|Q9DC48|PRP17_MOUSE	tr|L9JHQ6|L9JHQ6_TUPCH
OG0004825	sp|Q9DCP9|DAZP2_MOUSE	tr|L8Y8Z7|L8Y8Z7_TUPCH
OG0004826	sp|Q9JHG7|PK3CG_MOUSE	tr|L8XZZ1|L8XZZ1_TUPCH
OG0004827	sp|Q9JJW5|MYOZ2_MOUSE	tr|L9KI76|L9KI76_TUPCH
OG0004828	sp|Q9JLF1|GBRT_MOUSE	tr|L8Y996|L8Y996_TUPCH
OG0004829	sp|Q9QUP5|HPLN1_MOUSE	tr|L9L5L9|L9L5L9_TUPCH
OG0004830	sp|Q9QZ08|NAGK_MOUSE	tr|L9KMU2|L9KMU2_TUPCH
OG0004831	sp|Q9WV86|KTNA1_MOUSE	tr|L9LCV7|L9LCV7_TUPCH
OG0004832	sp|Q9Z0G9|CLD3_MOUSE	tr|L9KJJ4|L9KJJ4_TUPCH
OG0004833	sp|Q9Z0J4|NOS1_MOUSE	tr|L9KN14|L9KN14_TUPCH
OG0004834	sp|Q9Z1Q3|LY66D_MOUSE	tr|L9KGJ7|L9KGJ7_TUPCH
OG0004835	sp|Q9Z1T6|FYV1_MOUSE	tr|L9LDC1|L9LDC1_TUPCH
OG0004836	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE	tr|L9L0Q6|L9L0Q6_TUPCH
OG0004838	tr|A0A5F8MPH8|A0A5F8MPH8_MOUSE	tr|L9KL66|L9KL66_TUPCH
OG0004839	sp|A2ARJ3|TM236_MOUSE	tr|L9J9X0|L9J9X0_TUPCH
OG0004840	sp|P20181|NTF3_MOUSE	tr|L8Y3Z8|L8Y3Z8_TUPCH
OG0004841	sp|P27931|IL1R2_MOUSE	tr|L8Y9D1|L8Y9D1_TUPCH
OG0004842	sp|P35545|UBIM_MOUSE	tr|L9KQX1|L9KQX1_TUPCH
OG0004843	sp|P42581|HMX3_MOUSE	tr|L9L425|L9L425_TUPCH
OG0004844	sp|P49025|CTRO_MOUSE	tr|L9KM69|L9KM69_TUPCH
OG0004845	sp|P49817|CAV1_MOUSE	tr|L8YF59|L8YF59_TUPCH
OG0004846	sp|P52432|RPAC1_MOUSE	tr|L9KTK6|L9KTK6_TUPCH
OG0004847	sp|P62806|H4_MOUSE	tr|L8YAP0|L8YAP0_TUPCH
OG0004848	sp|P70313|NOS3_MOUSE	tr|L9KPE7|L9KPE7_TUPCH
OG0004849	sp|P97769|CITE1_MOUSE	tr|L9JUN3|L9JUN3_TUPCH
OG0004850	sp|Q02013|AQP1_MOUSE	tr|L9KZ09|L9KZ09_TUPCH
OG0004851	sp|Q02395|MTF2_MOUSE	tr|L9LC28|L9LC28_TUPCH
OG0004852	sp|Q11136|PEPD_MOUSE	tr|L8Y3X3|L8Y3X3_TUPCH
OG0004853	sp|Q3TLH4|PRC2C_MOUSE	tr|L9L7F8|L9L7F8_TUPCH
OG0004854	sp|Q3U1J1|TFPT_MOUSE	tr|L9L659|L9L659_TUPCH
OG0004855	sp|Q3UBG2|PCLI1_MOUSE	tr|L9L8E3|L9L8E3_TUPCH
OG0004856	sp|Q5SWP3|NACAD_MOUSE	tr|L8Y6B6|L8Y6B6_TUPCH
OG0004857	sp|Q6P1H1|CYAC3_MOUSE	tr|L8Y7B8|L8Y7B8_TUPCH
OG0004858	sp|Q6PD31|TRAK1_MOUSE	tr|L9KA12|L9KA12_TUPCH
OG0004859	sp|Q6TYB5|FEZ2_MOUSE	tr|L9KMH8|L9KMH8_TUPCH
OG0004860	sp|Q6X1Y6|ASIC3_MOUSE	tr|L9KQ18|L9KQ18_TUPCH
OG0004861	sp|Q80YR7|CLSPN_MOUSE	tr|L9KU64|L9KU64_TUPCH
OG0004862	sp|Q811I0|ATPF1_MOUSE	tr|L8YC84|L8YC84_TUPCH
OG0004863	sp|Q8BHN7|CL029_MOUSE	tr|L9KF27|L9KF27_TUPCH
OG0004864	sp|Q8C428|TMC7_MOUSE	tr|L9KY15|L9KY15_TUPCH
OG0004865	sp|Q8C7K6|PCYXL_MOUSE	tr|L9KSY1|L9KSY1_TUPCH
OG0004866	sp|Q8CH40|NUDT6_MOUSE	tr|L9KIT1|L9KIT1_TUPCH
OG0004867	sp|Q8CIM8|INT4_MOUSE	tr|L8YFT4|L8YFT4_TUPCH
OG0004868	sp|Q8K0G5|EIPR1_MOUSE	tr|L9KIK6|L9KIK6_TUPCH
OG0004869	sp|Q8K0H5|TAF10_MOUSE	tr|L8YBQ5|L8YBQ5_TUPCH
OG0004871	sp|Q8R2U4|NTM1A_MOUSE	tr|L9KGZ7|L9KGZ7_TUPCH
OG0004872	sp|Q8R4A3|DACT1_MOUSE	tr|L9L264|L9L264_TUPCH
OG0004873	sp|Q99JP7|GGT7_MOUSE	tr|L9L3R1|L9L3R1_TUPCH
OG0004874	sp|Q9CPZ3|CA185_MOUSE	tr|L9KWI5|L9KWI5_TUPCH
OG0004875	sp|Q9CXT6|KDM8_MOUSE	tr|L9KZ23|L9KZ23_TUPCH
OG0004876	sp|Q9ERE7|MESD_MOUSE	tr|L9L720|L9L720_TUPCH
OG0004877	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|L9LEC8|L9LEC8_TUPCH
OG0004879	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|L9L7D1|L9L7D1_TUPCH
OG0004880	tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE	tr|L8Y9F8|L8Y9F8_TUPCH
OG0004881	tr|A0A1L1SSC7|A0A1L1SSC7_MOUSE	tr|L9L088|L9L088_TUPCH
OG0004882	sp|A4Q9F6|TTL13_MOUSE	tr|L9KJ81|L9KJ81_TUPCH
OG0004883	tr|B1ART2|B1ART2_MOUSE	tr|L9L0A0|L9L0A0_TUPCH
OG0004884	tr|D3Z0W3|D3Z0W3_MOUSE	tr|L9LAW3|L9LAW3_TUPCH
OG0004885	tr|I6XKQ3|I6XKQ3_MOUSE	tr|L9JLS4|L9JLS4_TUPCH
OG0004886	sp|O08542|EFNA4_MOUSE	tr|L9KIB1|L9KIB1_TUPCH
OG0004887	sp|O35143|ATIF1_MOUSE	tr|L8Y809|L8Y809_TUPCH
OG0004888	sp|O35304|VACHT_MOUSE	tr|L8Y627|L8Y627_TUPCH
OG0004889	sp|O54916|REPS1_MOUSE	tr|L9KNY1|L9KNY1_TUPCH
OG0004890	sp|P07743|BPIA2_MOUSE	tr|L9L328|L9L328_TUPCH
OG0004891	sp|P21784|RAG2_MOUSE	tr|L8Y7D1|L8Y7D1_TUPCH
OG0004892	sp|P22724|WNT4_MOUSE	tr|L9L0Q4|L9L0Q4_TUPCH
OG0004893	sp|P33610|PRI2_MOUSE	tr|L9KSB9|L9KSB9_TUPCH
OG0004894	sp|P97411|ICA69_MOUSE	tr|L8Y4G0|L8Y4G0_TUPCH
OG0004895	sp|P97428|RGS16_MOUSE	tr|L9L715|L9L715_TUPCH
OG0004896	sp|Q04997|INHA_MOUSE	tr|L8Y327|L8Y327_TUPCH
OG0004897	sp|Q1XH17|TRI72_MOUSE	tr|L9KUC4|L9KUC4_TUPCH
OG0004898	sp|Q3U319|BRE1B_MOUSE	tr|L9KYV2|L9KYV2_TUPCH
OG0004899	sp|Q3UN70|MRFL_MOUSE	tr|L9KZ28|L9KZ28_TUPCH
OG0004900	sp|Q3URD3|SLMAP_MOUSE	tr|L8Y246|L8Y246_TUPCH
OG0004901	sp|Q5DW34|EHMT1_MOUSE	tr|L8YFC3|L8YFC3_TUPCH
OG0004902	sp|Q5TIS6|NOTO_MOUSE	tr|L9KMP5|L9KMP5_TUPCH
OG0004903	sp|Q64525|H2B2B_MOUSE	tr|L8Y8T8|L8Y8T8_TUPCH
OG0004904	sp|Q64687|SIA8A_MOUSE	tr|L9KGY4|L9KGY4_TUPCH
OG0004905	sp|Q6P5H6|FRMD5_MOUSE	tr|L8YE78|L8YE78_TUPCH
OG0004906	sp|Q80TR8|DCAF1_MOUSE	tr|L8Y5S5|L8Y5S5_TUPCH
OG0004907	sp|Q80U22|RUSC2_MOUSE	tr|L9L995|L9L995_TUPCH
OG0004908	sp|Q8BFX1|RN187_MOUSE	tr|L9KWP6|L9KWP6_TUPCH
OG0004909	sp|Q8BJW5|NOL11_MOUSE	tr|L9KX38|L9KX38_TUPCH
OG0004910	sp|Q8CHG5|AREL1_MOUSE	tr|L8Y0P5|L8Y0P5_TUPCH
OG0004911	sp|Q8CIV2|MBRL_MOUSE	tr|L8XZI7|L8XZI7_TUPCH
OG0004912	sp|Q8K424|TRPV3_MOUSE	tr|L8Y7X1|L8Y7X1_TUPCH
OG0004913	sp|Q8R007|NECT4_MOUSE	tr|L8YAI6|L8YAI6_TUPCH
OG0004915	sp|Q91Y63|S13A3_MOUSE	tr|L9JCE8|L9JCE8_TUPCH
OG0004916	sp|Q922I5|FOXI1_MOUSE	tr|L9KUT6|L9KUT6_TUPCH
OG0004917	sp|Q99M74|KRT82_MOUSE	tr|L8YE32|L8YE32_TUPCH
OG0004918	sp|Q9CYN9|RENR_MOUSE	tr|L9KX83|L9KX83_TUPCH
OG0004920	sp|Q9EQK5|MVP_MOUSE	tr|L9KUH8|L9KUH8_TUPCH
OG0004921	sp|Q9EST3|4ET_MOUSE	tr|L9KV41|L9KV41_TUPCH
OG0004922	sp|Q9Z0D9|CX3C1_MOUSE	tr|L8YCL9|L8YCL9_TUPCH
OG0004924	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|L9JWN0|L9JWN0_TUPCH
OG0004925	tr|A0A571BEV2|A0A571BEV2_MOUSE	tr|L9LCN4|L9LCN4_TUPCH
OG0004926	sp|A2A6C4|SPP2C_MOUSE	tr|L9JBX8|L9JBX8_TUPCH
OG0004927	tr|J3QQ27|J3QQ27_MOUSE	tr|L8YBW4|L8YBW4_TUPCH
OG0004928	sp|O35684|NEUS_MOUSE	tr|L9KUD8|L9KUD8_TUPCH
OG0004929	sp|O88322|NID2_MOUSE	tr|L9JDJ4|L9JDJ4_TUPCH
OG0004930	sp|P02816|PIP_MOUSE	tr|L9L1J2|L9L1J2_TUPCH
OG0004931	sp|P19221|THRB_MOUSE	tr|L9JIA5|L9JIA5_TUPCH
OG0004932	sp|P20357|MTAP2_MOUSE	tr|L9LCA8|L9LCA8_TUPCH
OG0004933	sp|P20826|SCF_MOUSE	tr|L9KFR5|L9KFR5_TUPCH
OG0004934	sp|P27786|CP17A_MOUSE	tr|L8Y9K4|L8Y9K4_TUPCH
OG0004935	sp|P61809|CD5R1_MOUSE	tr|L9KH17|L9KH17_TUPCH
OG0004936	sp|P97499|TEP1_MOUSE	tr|L8YE84|L8YE84_TUPCH
OG0004937	sp|P98078|DAB2_MOUSE	tr|L9JSG9|L9JSG9_TUPCH
OG0004938	sp|Q3TX08|TRM1_MOUSE	tr|L8YGV7|L8YGV7_TUPCH
OG0004939	sp|Q3U3T8|WDR62_MOUSE	tr|L8Y2Y0|L8Y2Y0_TUPCH
OG0004940	sp|Q3UV48|LRC30_MOUSE	tr|L8Y8H7|L8Y8H7_TUPCH
OG0004941	sp|Q505B8|SYCE2_MOUSE	tr|L8YD10|L8YD10_TUPCH
OG0004942	sp|Q5UBV8|TNF15_MOUSE	tr|L9LA65|L9LA65_TUPCH
OG0004943	sp|Q60772|CDN2C_MOUSE	tr|L9KX57|L9KX57_TUPCH
OG0004944	sp|Q62036|CP131_MOUSE	tr|L9KZJ7|L9KZJ7_TUPCH
OG0004945	sp|Q6NV83|SR140_MOUSE	tr|L8YF75|L8YF75_TUPCH
OG0004946	sp|Q6NWW9|FND3B_MOUSE	tr|L9KEJ0|L9KEJ0_TUPCH
OG0004947	sp|Q715T0|TXND3_MOUSE	tr|L9L5S2|L9L5S2_TUPCH
OG0004948	sp|Q80SU6|NPT2C_MOUSE	tr|L8YA49|L8YA49_TUPCH
OG0004949	sp|Q80XH4|WSCD1_MOUSE	tr|L8Y757|L8Y757_TUPCH
OG0004950	sp|Q8BG81|PDIP3_MOUSE	tr|L9KPM2|L9KPM2_TUPCH
OG0004951	sp|Q8BM72|HSP13_MOUSE	tr|L9KIE1|L9KIE1_TUPCH
OG0004952	sp|Q8BMS2|SPON2_MOUSE	tr|L9KJ18|L9KJ18_TUPCH
OG0004953	sp|Q8BMU0|ZNF76_MOUSE	tr|L9L762|L9L762_TUPCH
OG0004954	sp|Q8BQM4|HEAT3_MOUSE	tr|L9KGF5|L9KGF5_TUPCH
OG0004955	sp|Q8BUP8|FA43A_MOUSE	tr|L9JKD4|L9JKD4_TUPCH
OG0004956	sp|Q8C0I1|ADAS_MOUSE	tr|L9KMQ7|L9KMQ7_TUPCH
OG0004957	sp|Q8C7V3|UTP15_MOUSE	tr|L8Y425|L8Y425_TUPCH
OG0004958	sp|Q8CGA4|MTURN_MOUSE	tr|L9KZJ8|L9KZJ8_TUPCH
OG0004959	sp|Q8R2U6|NUDT4_MOUSE	tr|L9KGC9|L9KGC9_TUPCH
OG0004960	sp|Q91YT2|RN185_MOUSE	tr|L9KV36|L9KV36_TUPCH
OG0004961	sp|Q9CQM2|ERD22_MOUSE	tr|L9L429|L9L429_TUPCH
OG0004962	sp|Q9CRB9|MIC19_MOUSE	tr|L9L1Z4|L9L1Z4_TUPCH
OG0004963	sp|Q9CXF0|KYNU_MOUSE	tr|L8Y702|L8Y702_TUPCH
OG0004964	sp|Q9CZ09|MET18_MOUSE	tr|L9KUR3|L9KUR3_TUPCH
OG0004965	sp|Q9D1L9|LTOR5_MOUSE	tr|L9JP61|L9JP61_TUPCH
OG0004966	sp|Q9D979|CQ064_MOUSE	tr|L9KGB1|L9KGB1_TUPCH
OG0004967	sp|Q9JI33|NET4_MOUSE	tr|L9KFM9|L9KFM9_TUPCH
OG0004968	sp|Q9JJF6|EFCC1_MOUSE	tr|L8Y754|L8Y754_TUPCH
OG0004969	sp|Q9JJX7|TYDP2_MOUSE	tr|L9L0N4|L9L0N4_TUPCH
OG0004970	sp|Q9JME7|TPC2L_MOUSE	tr|L9KIW9|L9KIW9_TUPCH
OG0004971	sp|Q9WUE4|NPRL2_MOUSE	tr|L8Y7S2|L8Y7S2_TUPCH
OG0004972	sp|Q9Z0F7|SYUG_MOUSE	tr|L9KZU0|L9KZU0_TUPCH
OG0004973	sp|Q9Z1L4|XLRS1_MOUSE	tr|L9JDR9|L9JDR9_TUPCH
OG0004975	tr|G5E8S3|G5E8S3_MOUSE	tr|L9JY39|L9JY39_TUPCH
OG0004976	sp|O35188|X3CL1_MOUSE	tr|L9KU15|L9KU15_TUPCH
OG0004977	sp|O35239|PTN9_MOUSE	tr|L9L6X7|L9L6X7_TUPCH
OG0004978	sp|P10923|OSTP_MOUSE	tr|L9L6D4|L9L6D4_TUPCH
OG0004979	sp|P35831|PTN12_MOUSE	tr|L9LAH1|L9LAH1_TUPCH
OG0004980	sp|P47936|CNR2_MOUSE	tr|L9JF64|L9JF64_TUPCH
OG0004981	sp|P53026|RL10A_MOUSE	tr|L9L3J1|L9L3J1_TUPCH
OG0004982	sp|P97464|EXT1_MOUSE	tr|L9LFS8|L9LFS8_TUPCH
OG0004983	sp|Q09PK2|APRV1_MOUSE	tr|L9KNN5|L9KNN5_TUPCH
OG0004984	sp|Q3TLR7|DTL_MOUSE	tr|L8Y933|L8Y933_TUPCH
