Orthogroup	Mus_musculus	Phascolarctos_cinereus
OG0000658	sp|Q09143|CTR1_MOUSE	tr|A0A6P5L3B5|A0A6P5L3B5_PHACI
OG0000658	sp|P70423|CTR3_MOUSE, tr|E9PWS4|E9PWS4_MOUSE	tr|A0A6P5JFV3|A0A6P5JFV3_PHACI
OG0000659	tr|Q80SZ6|Q80SZ6_MOUSE, tr|Q4ZGD8|Q4ZGD8_MOUSE, tr|Q4ZGD9|Q4ZGD9_MOUSE, sp|Q99JX7|NXF1_MOUSE	tr|A0A6P5IRZ1|A0A6P5IRZ1_PHACI
OG0000660	sp|P14206|RSSA_MOUSE	tr|A0A6P5KEP0|A0A6P5KEP0_PHACI, tr|A0A6P5LE47|A0A6P5LE47_PHACI, tr|A0A6P5JA55|A0A6P5JA55_PHACI, tr|A0A6P5J495|A0A6P5J495_PHACI
OG0000662	sp|Q9Z2N8|ACL6A_MOUSE	tr|A0A6P5KA90|A0A6P5KA90_PHACI, tr|A0A6P5JWK5|A0A6P5JWK5_PHACI
OG0000662	sp|Q99MR0|ACL6B_MOUSE	tr|A0A6P5JTZ0|A0A6P5JTZ0_PHACI
OG0000663	sp|P45376|ALDR_MOUSE, tr|G5E895|G5E895_MOUSE, sp|P21300|ALD1_MOUSE, sp|P45377|ALD2_MOUSE	tr|A0A6P5LK20|A0A6P5LK20_PHACI
OG0000666	tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE	tr|A0A6P5IM82|A0A6P5IM82_PHACI, tr|A0A6P5IXI1|A0A6P5IXI1_PHACI
OG0000667	sp|O88870|BEST1_MOUSE	tr|A0A6P5IP91|A0A6P5IP91_PHACI
OG0000667	sp|Q8BGM5|BEST2_MOUSE	tr|A0A6P5KDK3|A0A6P5KDK3_PHACI, tr|A0A6P5KY90|A0A6P5KY90_PHACI
OG0000669	sp|A2AKK5|ACNT1_MOUSE, sp|Q8BGG9|ACNT2_MOUSE, sp|Q91X34|BAAT_MOUSE	tr|A0A6P5LID4|A0A6P5LID4_PHACI, tr|A0A6P5KCA9|A0A6P5KCA9_PHACI
OG0000671	tr|Q8VG65|Q8VG65_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE, tr|Q8VG66|Q8VG66_MOUSE	tr|A0A6P5JGL3|A0A6P5JGL3_PHACI, tr|A0A6P5JG00|A0A6P5JG00_PHACI
OG0000672	tr|Q8VF55|Q8VF55_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE	tr|A0A6P5JEG2|A0A6P5JEG2_PHACI
OG0000673	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A6P5L9G6|A0A6P5L9G6_PHACI
OG0000673	sp|P31254|UBA1Y_MOUSE, sp|Q02053|UBA1_MOUSE	tr|A0A6P5JLV7|A0A6P5JLV7_PHACI
OG0000674	sp|P08556|RASN_MOUSE	tr|A0A6P5LPV7|A0A6P5LPV7_PHACI, tr|A0A6P5JVK9|A0A6P5JVK9_PHACI, tr|A0A6P5JID3|A0A6P5JID3_PHACI, tr|A0A6P5JMQ8|A0A6P5JMQ8_PHACI
OG0000675	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A6P5KTD2|A0A6P5KTD2_PHACI
OG0000675	sp|P13707|GPDA_MOUSE	tr|A0A6P5KA34|A0A6P5KA34_PHACI, tr|A0A6P5IT09|A0A6P5IT09_PHACI
OG0000676	tr|Q3TS87|Q3TS87_MOUSE, sp|O09005|DEGS1_MOUSE	tr|A0A6P5JUB7|A0A6P5JUB7_PHACI
OG0000676	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A6P5LWR0|A0A6P5LWR0_PHACI
OG0000677	sp|Q9EPQ1|TLR1_MOUSE, sp|Q9EPW9|TLR6_MOUSE	tr|A0A6P5L3A9|A0A6P5L3A9_PHACI, tr|A0A6P5KP42|A0A6P5KP42_PHACI, tr|A0A6P5KRH6|A0A6P5KRH6_PHACI
OG0000678	sp|Q9WV02|RBMX_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A6P5J266|A0A6P5J266_PHACI
OG0000679	sp|P36898|BMR1B_MOUSE	tr|A0A6P5M003|A0A6P5M003_PHACI, tr|A0A6P5JWC9|A0A6P5JWC9_PHACI, tr|A0A6P5JLZ0|A0A6P5JLZ0_PHACI, tr|A0A6P5JVU7|A0A6P5JVU7_PHACI
OG0000680	tr|A0A2I3BR81|A0A2I3BR81_MOUSE	tr|A0A6P5IYE0|A0A6P5IYE0_PHACI
OG0000680	sp|Q3UHB1|NT5D3_MOUSE	tr|A0A6P5JJM1|A0A6P5JJM1_PHACI, tr|A0A6P5JYW7|A0A6P5JYW7_PHACI
OG0000681	sp|Q61598|GDIB_MOUSE	tr|A0A6P5J7H3|A0A6P5J7H3_PHACI
OG0000681	sp|P50396|GDIA_MOUSE	tr|A0A6P5L2E9|A0A6P5L2E9_PHACI, tr|A0A6P5JAB0|A0A6P5JAB0_PHACI
OG0000682	tr|F6ZE64|F6ZE64_MOUSE	tr|A0A6P5KS10|A0A6P5KS10_PHACI
OG0000682	sp|D3YY23|LONF1_MOUSE, sp|Q9D4H7|LONF3_MOUSE	tr|A0A6P5J8W4|A0A6P5J8W4_PHACI
OG0000685	sp|O88799|ZAN_MOUSE	tr|A0A6P5J140|A0A6P5J140_PHACI
OG0000685	tr|E9PVG8|E9PVG8_MOUSE, tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A6P5JHM4|A0A6P5JHM4_PHACI
OG0000686	sp|Q61878|PRG2_MOUSE, sp|Q9JL95|PRG3_MOUSE	tr|A0A6P5J732|A0A6P5J732_PHACI, tr|A0A6P5J9I5|A0A6P5J9I5_PHACI, tr|A0A6P5J9Q5|A0A6P5J9Q5_PHACI
OG0000687	sp|Q6PCM2|INT6_MOUSE	tr|A0A6P5IU03|A0A6P5IU03_PHACI
OG0000687	sp|Q8BND4|INT6L_MOUSE, tr|Q3UJ22|Q3UJ22_MOUSE	tr|A0A6P5J2Y2|A0A6P5J2Y2_PHACI
OG0000688	tr|D3YWC7|D3YWC7_MOUSE, tr|Q14BE7|Q14BE7_MOUSE, tr|Q0VG34|Q0VG34_MOUSE, tr|B1AW18|B1AW18_MOUSE	tr|A0A6P5KEX1|A0A6P5KEX1_PHACI
OG0000689	sp|P22437|PGH1_MOUSE	tr|A0A6P5IMC6|A0A6P5IMC6_PHACI, tr|A0A6P5IMK8|A0A6P5IMK8_PHACI
OG0000689	sp|Q05769|PGH2_MOUSE	tr|A0A6P5K504|A0A6P5K504_PHACI
OG0000690	tr|E9PXF3|E9PXF3_MOUSE, tr|D3Z741|D3Z741_MOUSE, tr|G3X9P9|G3X9P9_MOUSE, sp|Q91ZX6|SENP2_MOUSE	tr|A0A6P5LS15|A0A6P5LS15_PHACI
OG0000691	sp|Q07409|CNTN3_MOUSE	tr|A0A6P5M3Z7|A0A6P5M3Z7_PHACI
OG0000691	sp|Q9JMB8|CNTN6_MOUSE, sp|Q69Z26|CNTN4_MOUSE	tr|A0A6P5IPY9|A0A6P5IPY9_PHACI
OG0000692	sp|P70352|NAR5_MOUSE	tr|A0A6P5IY16|A0A6P5IY16_PHACI, tr|A0A6P5IWW5|A0A6P5IWW5_PHACI, tr|A0A6P5IYC1|A0A6P5IYC1_PHACI, tr|A0A6P5IN70|A0A6P5IN70_PHACI
OG0000694	sp|Q9DAU7|WFDC2_MOUSE, sp|P62810|WFD18_MOUSE, tr|Q5SSJ1|Q5SSJ1_MOUSE	tr|A0A6P5J1G6|A0A6P5J1G6_PHACI, tr|A0A6P5K384|A0A6P5K384_PHACI
OG0000698	sp|Q5D525|SYC1L_MOUSE, sp|Q9D495|SYCE1_MOUSE	tr|A0A6P5JX65|A0A6P5JX65_PHACI, tr|A0A6P5JWA0|A0A6P5JWA0_PHACI, tr|A0A6P5JM82|A0A6P5JM82_PHACI
OG0000699	sp|P23979|5HT3A_MOUSE	tr|A0A6P5LSI6|A0A6P5LSI6_PHACI, tr|A0A6P5LRX9|A0A6P5LRX9_PHACI, tr|A0A6P5LQ32|A0A6P5LQ32_PHACI, tr|A0A6P5KKI1|A0A6P5KKI1_PHACI
OG0000700	sp|Q1RLL3|CPNE9_MOUSE	tr|A0A6P5JQR2|A0A6P5JQR2_PHACI
OG0000700	sp|Q9DC53|CPNE8_MOUSE, sp|Q8JZW4|CPNE5_MOUSE	tr|A0A6P5LEY6|A0A6P5LEY6_PHACI
OG0000701	sp|A2ADU8|DG2L6_MOUSE	tr|A0A6P5JM86|A0A6P5JM86_PHACI
OG0000701	sp|Q6E1M8|AWAT2_MOUSE	tr|A0A6P5IIX4|A0A6P5IIX4_PHACI, tr|A0A6P5JLT0|A0A6P5JLT0_PHACI
OG0000702	sp|Q9QZS6|HS3SB_MOUSE	tr|A0A6P5IHF6|A0A6P5IHF6_PHACI
OG0000702	sp|Q8BKN6|HS3SA_MOUSE, sp|Q5GFD5|HS3S6_MOUSE	tr|A0A6P5M2U7|A0A6P5M2U7_PHACI
OG0000704	tr|Q8VG11|Q8VG11_MOUSE, tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|A0A6P5J728|A0A6P5J728_PHACI, tr|A0A6P5JGA8|A0A6P5JGA8_PHACI, tr|A0A6P5JGH8|A0A6P5JGH8_PHACI
OG0000705	sp|Q8CG73|FTM_MOUSE	tr|A0A6P5K795|A0A6P5K795_PHACI
OG0000705	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A6P5LKX1|A0A6P5LKX1_PHACI, tr|A0A6P5K567|A0A6P5K567_PHACI
OG0000706	sp|Q921K8|TCAF2_MOUSE, sp|Q8BNE1|TCAF1_MOUSE, sp|Q6QR59|TCAF3_MOUSE	tr|A0A6P5LAL5|A0A6P5LAL5_PHACI, tr|A0A6P5L5J5|A0A6P5L5J5_PHACI
OG0000707	tr|Q8VGW5|Q8VGW5_MOUSE	tr|A0A6P5JKA0|A0A6P5JKA0_PHACI, tr|A0A6P5JKB6|A0A6P5JKB6_PHACI
OG0000707	tr|Q8VH18|Q8VH18_MOUSE	tr|A0A6P5JB85|A0A6P5JB85_PHACI
OG0000708	sp|Q9Z306|S22A4_MOUSE	tr|A0A6P5KMG7|A0A6P5KMG7_PHACI
OG0000708	sp|Q9WTN6|S22AL_MOUSE, sp|Q9Z0E8|S22A5_MOUSE	tr|A0A6P5KM97|A0A6P5KM97_PHACI
OG0000709	sp|Q02739|CXB5_MOUSE	tr|A0A6P5K2Z3|A0A6P5K2Z3_PHACI
OG0000709	sp|Q02738|CXB4_MOUSE	tr|A0A6P5JEY7|A0A6P5JEY7_PHACI, tr|A0A6P5K3I4|A0A6P5K3I4_PHACI
OG0000710	sp|Q04750|TOP1_MOUSE	tr|A0A6P5L8M8|A0A6P5L8M8_PHACI
OG0000710	sp|Q8R4U6|TOP1M_MOUSE	tr|A0A6P5ISW9|A0A6P5ISW9_PHACI, tr|A0A6P5L152|A0A6P5L152_PHACI
OG0000711	sp|P0DP26|CALM1_MOUSE	tr|A0A6P5J7J1|A0A6P5J7J1_PHACI
OG0000711	sp|P0DP28|CALM3_MOUSE, sp|P0DP27|CALM2_MOUSE	tr|A0A6P5JIU2|A0A6P5JIU2_PHACI
OG0000712	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A6P5K7Y6|A0A6P5K7Y6_PHACI
OG0000712	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A6P5KY67|A0A6P5KY67_PHACI, tr|A0A6P5KXY8|A0A6P5KXY8_PHACI
OG0000713	sp|Q8CG76|ARK72_MOUSE	tr|A0A6P5JCE8|A0A6P5JCE8_PHACI, tr|A0A6P5J379|A0A6P5J379_PHACI, tr|A0A6P5J609|A0A6P5J609_PHACI, tr|A0A6P5JCC9|A0A6P5JCC9_PHACI
OG0000714	sp|Q91YE9|5NT1B_MOUSE	tr|A0A6P5IWY7|A0A6P5IWY7_PHACI
OG0000714	sp|A3KFX0|5NT1A_MOUSE	tr|A0A6P5IZK7|A0A6P5IZK7_PHACI, tr|A0A6P5K319|A0A6P5K319_PHACI
OG0000716	tr|Q8VG27|Q8VG27_MOUSE, tr|Q7TS32|Q7TS32_MOUSE, tr|Q7TS33|Q7TS33_MOUSE, tr|Q8VF82|Q8VF82_MOUSE	tr|A0A6P5KW81|A0A6P5KW81_PHACI
OG0000717	tr|A2AVB8|A2AVB8_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|A2AT96|A2AT96_MOUSE	tr|A0A6P5J6Z9|A0A6P5J6Z9_PHACI
OG0000718	sp|Q99104|MYO5A_MOUSE	tr|A0A6P5JWS4|A0A6P5JWS4_PHACI
OG0000718	sp|P21271|MYO5B_MOUSE	tr|A0A6P5JSL1|A0A6P5JSL1_PHACI, tr|A0A6P5J0U3|A0A6P5J0U3_PHACI
OG0000719	sp|P36993|PPM1B_MOUSE	tr|A0A6P5LF58|A0A6P5LF58_PHACI
OG0000719	sp|Q8BGL1|PPM1N_MOUSE, sp|P49443|PPM1A_MOUSE	tr|A0A6P5KC51|A0A6P5KC51_PHACI
OG0000720	sp|Q3THE2|ML12B_MOUSE	tr|A0A6P5J541|A0A6P5J541_PHACI
OG0000720	sp|Q9CQ19|MYL9_MOUSE	tr|A0A6P5IW44|A0A6P5IW44_PHACI, tr|A0A6P5L8E7|A0A6P5L8E7_PHACI
OG0000721	sp|O35490|BHMT1_MOUSE	tr|A0A6P5L779|A0A6P5L779_PHACI
OG0000721	sp|Q91WS4|BHMT2_MOUSE	tr|A0A6P5L856|A0A6P5L856_PHACI, tr|A0A6P5JX62|A0A6P5JX62_PHACI
OG0000723	sp|D3Z2R5|SELN_MOUSE	tr|A0A6P5K100|A0A6P5K100_PHACI, tr|A0A6P5K1I0|A0A6P5K1I0_PHACI, tr|A0A6P5K0R8|A0A6P5K0R8_PHACI, tr|A0A6P5K0R5|A0A6P5K0R5_PHACI
OG0000724	sp|Q8BH04|PCKGM_MOUSE	tr|A0A6P5IKP2|A0A6P5IKP2_PHACI
OG0000724	sp|Q9Z2V4|PCKGC_MOUSE	tr|A0A6P5JSM5|A0A6P5JSM5_PHACI, tr|A0A6P5JWK3|A0A6P5JWK3_PHACI
OG0000725	sp|O35381|AN32A_MOUSE	tr|A0A6P5JYU9|A0A6P5JYU9_PHACI
OG0000725	sp|Q9EST5|AN32B_MOUSE	tr|A0A6P5JKH4|A0A6P5JKH4_PHACI, tr|A0A6P5LV07|A0A6P5LV07_PHACI
OG0000726	sp|P47754|CAZA2_MOUSE	tr|A0A6P5JL11|A0A6P5JL11_PHACI
OG0000726	tr|Q9CR52|Q9CR52_MOUSE, sp|P47753|CAZA1_MOUSE	tr|A0A6P5LHC2|A0A6P5LHC2_PHACI
OG0000727	sp|Q8BYK4|RDH12_MOUSE	tr|A0A6P5LW06|A0A6P5LW06_PHACI
OG0000727	sp|Q9QYF1|RDH11_MOUSE	tr|A0A6P5LXL0|A0A6P5LXL0_PHACI, tr|A0A6P5LW32|A0A6P5LW32_PHACI
OG0000729	sp|Q80TB7|ZSWM6_MOUSE	tr|A0A6P5M300|A0A6P5M300_PHACI
OG0000729	sp|Q80TC6|ZSWM5_MOUSE, sp|Q8C7B8|ZSWM4_MOUSE	tr|A0A6P5KXG6|A0A6P5KXG6_PHACI
OG0000730	sp|Q8CGT6|PIWL4_MOUSE	tr|A0A6P5LDD4|A0A6P5LDD4_PHACI
OG0000730	sp|Q9JMB7|PIWL1_MOUSE	tr|A0A6P5LUP4|A0A6P5LUP4_PHACI, tr|A0A6P5LS83|A0A6P5LS83_PHACI
OG0000731	sp|Q8C9R9|EFCB8_MOUSE	tr|A0A6P5KL68|A0A6P5KL68_PHACI
OG0000731	tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE	tr|A0A6P5LFA8|A0A6P5LFA8_PHACI, tr|A0A6P5JVL2|A0A6P5JVL2_PHACI
OG0000732	tr|A0A571BF69|A0A571BF69_MOUSE	tr|A0A6P5L767|A0A6P5L767_PHACI
OG0000732	tr|A0A571BDS5|A0A571BDS5_MOUSE, tr|F8VQM5|F8VQM5_MOUSE	tr|A0A6P5KJW5|A0A6P5KJW5_PHACI
OG0000733	sp|Q8VDX6|RXLT1_MOUSE	tr|A0A6P5KN35|A0A6P5KN35_PHACI, tr|A0A6P5JRQ4|A0A6P5JRQ4_PHACI, tr|A0A6P5JXH3|A0A6P5JXH3_PHACI, tr|A0A6P5JW71|A0A6P5JW71_PHACI
OG0000734	sp|Q921M7|CYRIB_MOUSE	tr|A0A6P5L659|A0A6P5L659_PHACI
OG0000734	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A6P5K303|A0A6P5K303_PHACI, tr|A0A6P5ILS9|A0A6P5ILS9_PHACI
OG0000735	tr|Q7TR55|Q7TR55_MOUSE	tr|A0A6P5JGA0|A0A6P5JGA0_PHACI, tr|A0A6P5J790|A0A6P5J790_PHACI
OG0000735	tr|G3X9L8|G3X9L8_MOUSE	tr|A0A6P5J2W3|A0A6P5J2W3_PHACI
OG0000736	sp|P16045|LEG1_MOUSE	tr|A0A6P5JZN3|A0A6P5JZN3_PHACI, tr|A0A6P5JYS6|A0A6P5JYS6_PHACI, tr|A0A6P5JYR2|A0A6P5JYR2_PHACI, tr|A0A6P5JUN6|A0A6P5JUN6_PHACI
OG0000737	sp|Q8C015|PAK5_MOUSE	tr|A0A6P5K9L3|A0A6P5K9L3_PHACI, tr|A0A6P5IYX8|A0A6P5IYX8_PHACI, tr|A0A6P5IPW7|A0A6P5IPW7_PHACI, tr|A0A6P5KGV1|A0A6P5KGV1_PHACI
OG0000738	sp|Q3UST5|CP089_MOUSE	tr|A0A6P5JMB3|A0A6P5JMB3_PHACI, tr|A0A6P5JM34|A0A6P5JM34_PHACI, tr|A0A6P5JPM4|A0A6P5JPM4_PHACI, tr|A0A6P5JM21|A0A6P5JM21_PHACI
OG0000739	sp|Q9CR37|PPDPF_MOUSE	tr|A0A6P5JXH2|A0A6P5JXH2_PHACI, tr|A0A6P5JN10|A0A6P5JN10_PHACI, tr|A0A6P5JIS0|A0A6P5JIS0_PHACI, tr|A0A6P5KTI3|A0A6P5KTI3_PHACI
OG0000740	sp|Q05685|FOLR2_MOUSE, sp|P35846|FOLR1_MOUSE	tr|A0A6P5IX03|A0A6P5IX03_PHACI, tr|A0A6P5IY60|A0A6P5IY60_PHACI, tr|A0A6P5LD50|A0A6P5LD50_PHACI
OG0000741	tr|E9Q518|E9Q518_MOUSE, tr|E9Q519|E9Q519_MOUSE	tr|A0A6P5KKG1|A0A6P5KKG1_PHACI, tr|A0A6P5KKT6|A0A6P5KKT6_PHACI, tr|A0A6P5KI00|A0A6P5KI00_PHACI
OG0000742	sp|P48725|PCNT_MOUSE	tr|A0A6P5J473|A0A6P5J473_PHACI, tr|A0A6P5JNS8|A0A6P5JNS8_PHACI, tr|A0A6P5JPA0|A0A6P5JPA0_PHACI, tr|A0A6P5JRK6|A0A6P5JRK6_PHACI
OG0000744	sp|P10400|POL1_MOUSE	tr|A0A6P5KV70|A0A6P5KV70_PHACI, tr|A0A6P5J5X3|A0A6P5J5X3_PHACI, tr|A0A6P5LQG3|A0A6P5LQG3_PHACI, tr|A0A6P5JZH9|A0A6P5JZH9_PHACI
OG0000745	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A6P5IVG6|A0A6P5IVG6_PHACI
OG0000745	sp|Q8R317|UBQL1_MOUSE, sp|Q14DL0|UBQLN_MOUSE	tr|A0A6P5IWY9|A0A6P5IWY9_PHACI
OG0000746	sp|P49698|HNF4A_MOUSE	tr|A0A6P5K456|A0A6P5K456_PHACI
OG0000746	sp|Q9WUU6|HNF4G_MOUSE	tr|A0A6P5KKE1|A0A6P5KKE1_PHACI, tr|A0A6P5IX87|A0A6P5IX87_PHACI
OG0000747	tr|D3YXJ9|D3YXJ9_MOUSE, sp|Q9D7U6|CLD22_MOUSE	tr|A0A6P5LXV4|A0A6P5LXV4_PHACI, tr|A0A6P5M436|A0A6P5M436_PHACI, tr|A0A6P5KII3|A0A6P5KII3_PHACI
OG0000748	sp|P97364|SPS2_MOUSE	tr|A0A6P5KZP1|A0A6P5KZP1_PHACI, tr|A0A6P5JD04|A0A6P5JD04_PHACI
OG0000748	sp|Q8BH69|SPS1_MOUSE	tr|A0A6P5LBP7|A0A6P5LBP7_PHACI
OG0000749	sp|Q8BZE1|DMBTL_MOUSE	tr|A0A6P5IMB5|A0A6P5IMB5_PHACI, tr|A0A6P5ILV7|A0A6P5ILV7_PHACI, tr|A0A6P5J2L7|A0A6P5J2L7_PHACI, tr|A0A6P5ICR6|A0A6P5ICR6_PHACI
OG0000750	sp|Q61555|FBN2_MOUSE	tr|A0A6P5IZU8|A0A6P5IZU8_PHACI
OG0000750	sp|Q61554|FBN1_MOUSE	tr|A0A6P5JS66|A0A6P5JS66_PHACI, tr|A0A6P5JE81|A0A6P5JE81_PHACI
OG0000751	sp|Q811S7|UBIP1_MOUSE	tr|A0A6P5JLG8|A0A6P5JLG8_PHACI
OG0000751	sp|Q9ERA0|TFCP2_MOUSE	tr|A0A6P5L9K5|A0A6P5L9K5_PHACI, tr|A0A6P5IKU4|A0A6P5IKU4_PHACI
OG0000752	sp|P63330|PP2AA_MOUSE	tr|A0A6P5KMF1|A0A6P5KMF1_PHACI
OG0000752	sp|P62715|PP2AB_MOUSE	tr|A0A6P5M6A8|A0A6P5M6A8_PHACI, tr|A0A6P5ILY2|A0A6P5ILY2_PHACI
OG0000753	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A6P5KJN9|A0A6P5KJN9_PHACI
OG0000753	sp|P21761|TRHR_MOUSE	tr|A0A6P5K2X1|A0A6P5K2X1_PHACI, tr|A0A6P5J4Q5|A0A6P5J4Q5_PHACI
OG0000754	sp|Q60809|CNOT7_MOUSE	tr|A0A6P5JE04|A0A6P5JE04_PHACI, tr|A0A6P5JKM2|A0A6P5JKM2_PHACI, tr|A0A6P5JRD1|A0A6P5JRD1_PHACI, tr|A0A6P5JHZ9|A0A6P5JHZ9_PHACI
OG0000755	sp|O35317|PBX3_MOUSE	tr|A0A6P5IMK4|A0A6P5IMK4_PHACI
OG0000755	sp|P41778|PBX1_MOUSE	tr|A0A6P5KY72|A0A6P5KY72_PHACI, tr|A0A6P5KFF6|A0A6P5KFF6_PHACI
OG0000756	sp|P48962|ADT1_MOUSE	tr|A0A6P5M0V3|A0A6P5M0V3_PHACI
OG0000756	sp|P51881|ADT2_MOUSE	tr|A0A6P5KS56|A0A6P5KS56_PHACI, tr|A0A6P5LMQ8|A0A6P5LMQ8_PHACI
OG0000757	tr|B4XVP9|B4XVP9_MOUSE, sp|A6H5X4|PHF11_MOUSE, tr|B4XVQ1|B4XVQ1_MOUSE, sp|Q8BVM9|PH11A_MOUSE	tr|A0A6P5L1C9|A0A6P5L1C9_PHACI
OG0000758	tr|Q8VG96|Q8VG96_MOUSE	tr|A0A6P5JJY5|A0A6P5JJY5_PHACI, tr|A0A6P5JT14|A0A6P5JT14_PHACI, tr|A0A6P5JJZ8|A0A6P5JJZ8_PHACI, tr|A0A6P5JNS7|A0A6P5JNS7_PHACI
OG0000759	sp|A2A5X5|KR161_MOUSE	tr|A0A6P5JBD7|A0A6P5JBD7_PHACI
OG0000759	sp|Q9D7P0|KRA33_MOUSE, sp|Q9D638|KRA32_MOUSE	tr|A0A6P5LCG7|A0A6P5LCG7_PHACI
OG0000760	sp|Q8HWE5|MILL2_MOUSE, sp|Q8HWE7|MILL1_MOUSE	tr|A0A6P5J6C2|A0A6P5J6C2_PHACI
OG0000760	sp|P70387|HFE_MOUSE	tr|A0A6P5IV57|A0A6P5IV57_PHACI
OG0000761	sp|P52825|CPT2_MOUSE	tr|A0A6P5M1J2|A0A6P5M1J2_PHACI, tr|A0A6P5KDM4|A0A6P5KDM4_PHACI, tr|A0A6P5KD95|A0A6P5KD95_PHACI, tr|A0A6P5KD67|A0A6P5KD67_PHACI
OG0000762	sp|Q8VHI6|WASF3_MOUSE	tr|A0A6P5LAY7|A0A6P5LAY7_PHACI, tr|A0A6P5JW93|A0A6P5JW93_PHACI, tr|A0A6P5J8V9|A0A6P5J8V9_PHACI, tr|A0A6P5INR6|A0A6P5INR6_PHACI
OG0000763	tr|Q8BLE2|Q8BLE2_MOUSE	tr|A0A6P5J8M5|A0A6P5J8M5_PHACI
OG0000763	sp|Q64096|MCF2L_MOUSE	tr|A0A6P5JXJ0|A0A6P5JXJ0_PHACI, tr|A0A6P5IPF0|A0A6P5IPF0_PHACI
OG0000764	sp|E9PXX9|S28A1_MOUSE	tr|A0A6P5ILS7|A0A6P5ILS7_PHACI
OG0000764	tr|A2AWR5|A2AWR5_MOUSE, sp|O88627|S28A2_MOUSE	tr|A0A6P5M362|A0A6P5M362_PHACI
OG0000765	sp|Q01965|LY9_MOUSE	tr|A0A6P5JNM3|A0A6P5JNM3_PHACI
OG0000765	sp|Q18PI6|SLAF5_MOUSE	tr|A0A6P5JR95|A0A6P5JR95_PHACI, tr|A0A6P5JLQ7|A0A6P5JLQ7_PHACI
OG0000766	sp|P24547|IMDH2_MOUSE	tr|A0A6P5LD22|A0A6P5LD22_PHACI
OG0000766	sp|P50096|IMDH1_MOUSE	tr|A0A6P5IK08|A0A6P5IK08_PHACI, tr|A0A6P5LJZ3|A0A6P5LJZ3_PHACI
OG0000767	tr|Q8BGF0|Q8BGF0_MOUSE, sp|Q99KC8|VMA5A_MOUSE	tr|A0A6P5K5Z5|A0A6P5K5Z5_PHACI, tr|A0A6P5K6G6|A0A6P5K6G6_PHACI, tr|A0A6P5K7A1|A0A6P5K7A1_PHACI
OG0000768	sp|P63082|VATL_MOUSE	tr|A0A6P5K6D5|A0A6P5K6D5_PHACI, tr|A0A6P5LTU1|A0A6P5LTU1_PHACI, tr|A0A6P5LXB5|A0A6P5LXB5_PHACI, tr|A0A6P5KQM0|A0A6P5KQM0_PHACI
OG0000769	sp|Q52KP5|NXPE4_MOUSE	tr|A0A6P5KIR4|A0A6P5KIR4_PHACI
OG0000769	sp|Q3U095|NXPE2_MOUSE	tr|A0A6P5KIG4|A0A6P5KIG4_PHACI, tr|A0A6P5KM30|A0A6P5KM30_PHACI
OG0000770	sp|P62482|KCAB2_MOUSE	tr|A0A6P5JC19|A0A6P5JC19_PHACI
OG0000770	sp|P63143|KCAB1_MOUSE	tr|A0A6P5ILW0|A0A6P5ILW0_PHACI, tr|A0A6P5KG38|A0A6P5KG38_PHACI
OG0000771	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A6P5JCA5|A0A6P5JCA5_PHACI
OG0000771	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A6P5JKZ7|A0A6P5JKZ7_PHACI, tr|A0A6P5JEP3|A0A6P5JEP3_PHACI
OG0000772	sp|P56501|UCP3_MOUSE	tr|A0A6P5KIK5|A0A6P5KIK5_PHACI
OG0000772	sp|P70406|UCP2_MOUSE	tr|A0A6P5KKK2|A0A6P5KKK2_PHACI, tr|A0A6P5KHW1|A0A6P5KHW1_PHACI
OG0000773	sp|P70343|CASP4_MOUSE	tr|A0A6P5L4Y1|A0A6P5L4Y1_PHACI, tr|A0A6P5L0N7|A0A6P5L0N7_PHACI, tr|A0A6P5L206|A0A6P5L206_PHACI, tr|A0A6P5L0P5|A0A6P5L0P5_PHACI
OG0000774	sp|Q91VN0|LRP5_MOUSE	tr|A0A6P5INW2|A0A6P5INW2_PHACI
