Orthogroup	Mus_musculus	Cavia_porcellus
OG0001329	sp|Q9D0A0|DET1_MOUSE	tr|A0A286XA02|A0A286XA02_CAVPO, tr|H0VR61|H0VR61_CAVPO
OG0001330	sp|P80313|TCPH_MOUSE	tr|A0A286XDF0|A0A286XDF0_CAVPO, tr|A0A286XKQ4|A0A286XKQ4_CAVPO
OG0001331	tr|G3UYQ4|G3UYQ4_MOUSE, sp|Q9R0Y5|KAD1_MOUSE	tr|A0A286XR01|A0A286XR01_CAVPO
OG0001332	sp|Q7TSP5|VTCN1_MOUSE, tr|F6TUL9|F6TUL9_MOUSE	tr|A0A286Y436|A0A286Y436_CAVPO
OG0001333	sp|Q60764|MKRN3_MOUSE, sp|Q9QXP6|MKRN1_MOUSE	tr|H0UV33|H0UV33_CAVPO
OG0001334	sp|Q62377|U2AFM_MOUSE, sp|Q64707|U2AFL_MOUSE	tr|H0V2N8|H0V2N8_CAVPO
OG0001335	sp|Q3TYX8|RUFY4_MOUSE, sp|Q8VDC1|FYCO1_MOUSE	tr|H0VBK5|H0VBK5_CAVPO
OG0001336	sp|P24527|LKHA4_MOUSE	sp|P19602|LKHA4_CAVPO, tr|H0VMU9|H0VMU9_CAVPO
OG0001337	sp|Q8VCH6|DHC24_MOUSE, sp|P58710|GGLO_MOUSE	tr|H0VTT7|H0VTT7_CAVPO
OG0001338	sp|Q5F201|CFA52_MOUSE	tr|H0UXS7|H0UXS7_CAVPO, tr|H0W542|H0W542_CAVPO
OG0001339	sp|Q8K3J5|ZN131_MOUSE	tr|A0A286XHE5|A0A286XHE5_CAVPO, tr|A0A286XT18|A0A286XT18_CAVPO
OG0001341	sp|P19228|CASA1_MOUSE	sp|P04656|CASA1_CAVPO, tr|A0A286XTV9|A0A286XTV9_CAVPO
OG0001342	sp|P56375|ACYP2_MOUSE	tr|H0VD84|H0VD84_CAVPO, sp|P35744|ACYP2_CAVPO
OG0001343	sp|P33534|OPRK_MOUSE	sp|P41144|OPRK_CAVPO, tr|H0V863|H0V863_CAVPO
OG0001344	sp|P01921|HB2D_MOUSE, sp|P06344|HB2U_MOUSE	tr|A0A286XH36|A0A286XH36_CAVPO
OG0001345	sp|Q14B71|CDCA2_MOUSE, sp|E9PVX6|KI67_MOUSE	tr|A0A286XMJ9|A0A286XMJ9_CAVPO
OG0001346	sp|Q66JV4|R12BB_MOUSE, sp|Q80YR9|R12BA_MOUSE	tr|H0VAY0|H0VAY0_CAVPO
OG0001347	sp|Q9D2G2|ODO2_MOUSE	tr|H0VEC4|H0VEC4_CAVPO, tr|A0A286Y5W8|A0A286Y5W8_CAVPO
OG0001348	sp|Q3UP87|ELNE_MOUSE, sp|Q61096|PRTN3_MOUSE	tr|H0W9I4|H0W9I4_CAVPO
OG0001349	sp|P27786|CP17A_MOUSE	sp|Q64410|CP17A_CAVPO, tr|A0A2C9F1F2|A0A2C9F1F2_CAVPO
OG0001350	sp|Q9R0Q4|MO4L2_MOUSE	tr|A0A286XEW1|A0A286XEW1_CAVPO, tr|A0A286XIK5|A0A286XIK5_CAVPO
OG0001351	sp|Q8BG48|ST17B_MOUSE	tr|H0VM01|H0VM01_CAVPO, tr|A0A286XP92|A0A286XP92_CAVPO
OG0001352	tr|B2RWK3|B2RWK3_MOUSE, sp|Q710D3|UN93A_MOUSE	tr|A0A286Y069|A0A286Y069_CAVPO
OG0001353	sp|P20352|TF_MOUSE	sp|Q9JLU8|TF_CAVPO, tr|H0UXR0|H0UXR0_CAVPO
OG0001354	tr|Q3UNZ2|Q3UNZ2_MOUSE, sp|P00860|DCOR_MOUSE	tr|H0VCG0|H0VCG0_CAVPO
OG0001355	sp|Q9DCG6|PBLD1_MOUSE, sp|Q9CXN7|PBLD2_MOUSE	tr|H0W6R8|H0W6R8_CAVPO
OG0001356	sp|P35377|OPRX_MOUSE	sp|P47748|OPRX_CAVPO, tr|A0A286XGM9|A0A286XGM9_CAVPO
OG0001357	sp|Q99J95|CDK9_MOUSE	tr|H0VDT0|H0VDT0_CAVPO, tr|H0VGQ5|H0VGQ5_CAVPO
OG0001358	sp|P55821|STMN2_MOUSE	tr|H0VGY6|H0VGY6_CAVPO, tr|H0VW37|H0VW37_CAVPO
OG0001360	sp|Q8C2S5|FBXL5_MOUSE	tr|A0A286XNQ4|A0A286XNQ4_CAVPO, tr|H0W7C5|H0W7C5_CAVPO
OG0001361	sp|Q91YR9|PTGR1_MOUSE	tr|H0W9N9|H0W9N9_CAVPO, sp|Q9EQZ5|PTGR1_CAVPO
OG0001362	tr|G3X9A2|G3X9A2_MOUSE, tr|E9Q2E9|E9Q2E9_MOUSE	tr|A0A286XNE0|A0A286XNE0_CAVPO
OG0001363	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A286XNS4|A0A286XNS4_CAVPO, tr|A0A286XG43|A0A286XG43_CAVPO
OG0001364	sp|Q99PT1|GDIR1_MOUSE	tr|A0A286Y348|A0A286Y348_CAVPO, sp|P80237|GDIR1_CAVPO
OG0001365	sp|Q3TZ65|OD3L2_MOUSE, sp|Q5M8M2|ODF3B_MOUSE	tr|H0W851|H0W851_CAVPO
OG0001366	sp|Q9ERQ3|ZN704_MOUSE	tr|H0VLL1|H0VLL1_CAVPO, tr|A0A286XR94|A0A286XR94_CAVPO
OG0001367	sp|Q8BHZ0|CYRIA_MOUSE	tr|H0W9R8|H0W9R8_CAVPO, tr|H0VMD0|H0VMD0_CAVPO
OG0001368	sp|Q91WT4|DJC17_MOUSE	tr|A0A286XEE5|A0A286XEE5_CAVPO, tr|H0VQ99|H0VQ99_CAVPO
OG0001369	sp|Q5DW34|EHMT1_MOUSE	tr|H0VYP1|H0VYP1_CAVPO, tr|H0V8M4|H0V8M4_CAVPO
OG0001370	sp|P10755|ZFP14_MOUSE	tr|A0A286XJT0|A0A286XJT0_CAVPO, tr|A0A286XI55|A0A286XI55_CAVPO
OG0001371	sp|P09041|PGK2_MOUSE, sp|P09411|PGK1_MOUSE	tr|A0A286XRU5|A0A286XRU5_CAVPO
OG0001372	sp|Q66T02|PKHG5_MOUSE	tr|H0VR70|H0VR70_CAVPO, tr|A0A286XWS0|A0A286XWS0_CAVPO
OG0001373	sp|Q5DU02|UBP22_MOUSE, sp|B1AY15|UBP51_MOUSE	tr|H0UWZ4|H0UWZ4_CAVPO
OG0001374	sp|Q61184|MTR1A_MOUSE, sp|O88495|MTR1L_MOUSE	tr|H0VFC6|H0VFC6_CAVPO
OG0001375	sp|D3Z7H4|GSG1L_MOUSE, tr|M0QWL6|M0QWL6_MOUSE	tr|H0VH52|H0VH52_CAVPO
OG0001376	sp|Q61467|ZIC4_MOUSE, sp|Q7TQ40|ZIC5_MOUSE	tr|H0VI60|H0VI60_CAVPO
OG0001377	sp|P08226|APOE_MOUSE	sp|P23529|APOE_CAVPO, tr|H0V9M0|H0V9M0_CAVPO
OG0001378	sp|Q9CXW3|CYBP_MOUSE	tr|A0A286XN92|A0A286XN92_CAVPO, tr|A0A286XLW3|A0A286XLW3_CAVPO
OG0001379	sp|P62908|RS3_MOUSE	tr|A0A286XTB7|A0A286XTB7_CAVPO, tr|A0A286XV65|A0A286XV65_CAVPO
OG0001380	sp|Q9R078|AAKB1_MOUSE	tr|A0A286XX94|A0A286XX94_CAVPO, tr|H0VTU0|H0VTU0_CAVPO
OG0001381	sp|Q3TKY6|CWC27_MOUSE	tr|A0A286XTV4|A0A286XTV4_CAVPO, tr|A0A286Y1X4|A0A286Y1X4_CAVPO
OG0001382	sp|Q64669|NQO1_MOUSE	tr|A0A2C9F1E7|A0A2C9F1E7_CAVPO, sp|Q8CHK7|NQO1_CAVPO
OG0001383	sp|A3KGK3|FR1L4_MOUSE, sp|Q9ESF1|OTOF_MOUSE	tr|H0UTN9|H0UTN9_CAVPO
OG0001384	sp|Q8CE22|DMTF1_MOUSE, tr|Q8C0S0|Q8C0S0_MOUSE	tr|H0UZC5|H0UZC5_CAVPO
OG0001385	sp|P63073|IF4E_MOUSE	tr|H0V351|H0V351_CAVPO, tr|A0A286XS61|A0A286XS61_CAVPO
OG0001386	sp|O09005|DEGS1_MOUSE, tr|Q3TS87|Q3TS87_MOUSE	tr|H0VCX3|H0VCX3_CAVPO
OG0001387	sp|Q3UFY4|RSH3A_MOUSE, sp|Q9DA80|RSH3B_MOUSE	tr|H0VRH2|H0VRH2_CAVPO
OG0001388	sp|P62717|RL18A_MOUSE	tr|A0A286XBX8|A0A286XBX8_CAVPO, tr|H0W5I3|H0W5I3_CAVPO
OG0001389	sp|P26645|MARCS_MOUSE, sp|P28667|MRP_MOUSE	tr|A0A286XSX9|A0A286XSX9_CAVPO
OG0001390	sp|Q6NS52|DGKB_MOUSE, sp|Q91WG7|DGKG_MOUSE	tr|A0A286XW41|A0A286XW41_CAVPO
OG0001391	sp|Q9DBX3|SUSD2_MOUSE, sp|Q8JZM8|MUC4_MOUSE	tr|H0VMC5|H0VMC5_CAVPO
OG0001392	tr|Q80Y37|Q80Y37_MOUSE	tr|H0VWR6|H0VWR6_CAVPO, tr|H0VXW9|H0VXW9_CAVPO
OG0001393	sp|P32848|PRVA_MOUSE	tr|H0W915|H0W915_CAVPO, sp|P51434|PRVA_CAVPO
OG0001394	sp|Q9CVD2|ATX3_MOUSE	tr|A0A286X887|A0A286X887_CAVPO, tr|H0VHY0|H0VHY0_CAVPO
OG0001395	sp|Q3TIV5|ZC3HF_MOUSE	tr|A0A286XAW5|A0A286XAW5_CAVPO, tr|H0VMN1|H0VMN1_CAVPO
OG0001396	sp|Q63ZV0|INSM1_MOUSE, sp|Q9JMC2|INSM2_MOUSE	tr|A0A286XK36|A0A286XK36_CAVPO
OG0001398	sp|Q497Q6|F228B_MOUSE, sp|Q8CDW1|F228A_MOUSE	tr|A0A286XXQ8|A0A286XXQ8_CAVPO
OG0001399	sp|Q91V13|LEAP2_MOUSE	sp|Q91X13|LEAP2_CAVPO, tr|A0A2C9F1G3|A0A2C9F1G3_CAVPO
OG0001400	sp|Q60860|LTC4S_MOUSE	sp|A6XA80|LTC4S_CAVPO, tr|H0VZY9|H0VZY9_CAVPO
OG0001401	sp|Q9Z238|CCNE2_MOUSE	tr|H0VNM9|H0VNM9_CAVPO, tr|A0A286XZG7|A0A286XZG7_CAVPO
OG0001402	tr|A4IF42|A4IF42_MOUSE	tr|A0A286XGN1|A0A286XGN1_CAVPO, tr|A0A286XCK6|A0A286XCK6_CAVPO
OG0001403	sp|Q9Z0S3|CLD14_MOUSE	tr|H0VAG9|H0VAG9_CAVPO, tr|A0A286XT06|A0A286XT06_CAVPO
OG0001404	sp|Q1RLK6|B3GN4_MOUSE, sp|Q8K0J2|B3GN7_MOUSE	tr|A0A286Y194|A0A286Y194_CAVPO
OG0001405	sp|Q8CCT7|NSUN3_MOUSE	tr|A0A286Y577|A0A286Y577_CAVPO, tr|H0V8K2|H0V8K2_CAVPO
OG0001406	sp|Q91VI7|RINI_MOUSE, tr|D3YY33|D3YY33_MOUSE	tr|H0VDD0|H0VDD0_CAVPO
OG0001407	tr|Q8VF03|Q8VF03_MOUSE	tr|H0W468|H0W468_CAVPO, tr|H0VWM5|H0VWM5_CAVPO
OG0001408	sp|Q8VII3|CST14_MOUSE, sp|Q9DAN8|CST12_MOUSE	tr|H0W285|H0W285_CAVPO
OG0001409	sp|Q9CY97|SSU72_MOUSE	tr|H0WDD9|H0WDD9_CAVPO, tr|H0UY31|H0UY31_CAVPO
OG0001410	sp|Q9JIF9|MYOTI_MOUSE	tr|A0A286XGT2|A0A286XGT2_CAVPO, tr|H0UWP6|H0UWP6_CAVPO
OG0001411	sp|A2AF53|T185A_MOUSE, sp|Q8R3R5|T185B_MOUSE	tr|H0V1B0|H0V1B0_CAVPO
OG0001412	tr|G3X942|G3X942_MOUSE, sp|Q7TT15|GLT17_MOUSE	tr|H0V5T8|H0V5T8_CAVPO
OG0001413	sp|Q61191|HCFC1_MOUSE, sp|Q9D968|HCFC2_MOUSE	tr|H0V6B7|H0V6B7_CAVPO
OG0001414	sp|P23949|TISD_MOUSE, sp|Q5ISE2|Z36L3_MOUSE	tr|H0W416|H0W416_CAVPO
OG0001415	sp|Q9D902|T2EB_MOUSE	tr|H0VCM2|H0VCM2_CAVPO, tr|A0A286XMI9|A0A286XMI9_CAVPO
OG0001416	sp|Q8BS03|PI15_MOUSE	tr|A0A286XS60|A0A286XS60_CAVPO, tr|A0A286XJL8|A0A286XJL8_CAVPO
OG0001417	sp|Q91YA2|KPSH1_MOUSE	tr|H0VPV8|H0VPV8_CAVPO, tr|H0VF24|H0VF24_CAVPO
OG0001418	sp|Q8BU00|IKZF5_MOUSE	tr|A0A286XN14|A0A286XN14_CAVPO, tr|H0VZ94|H0VZ94_CAVPO
OG0001419	sp|O54974|LEG7_MOUSE	tr|H0WD96|H0WD96_CAVPO, tr|H0W8P5|H0W8P5_CAVPO
OG0001420	sp|P01849|TCA_MOUSE, tr|A0A075B662|A0A075B662_MOUSE	tr|A0A286XFH0|A0A286XFH0_CAVPO
OG0001421	sp|P97801|SMN_MOUSE	tr|A0A286XKR4|A0A286XKR4_CAVPO, tr|A0A286XYP1|A0A286XYP1_CAVPO
OG0001422	sp|P33174|KIF4_MOUSE	tr|A0A286XJI7|A0A286XJI7_CAVPO, tr|H0UTF2|H0UTF2_CAVPO
OG0001423	sp|Q9R0C8|VAV3_MOUSE, sp|P27870|VAV_MOUSE	tr|H0UUG0|H0UUG0_CAVPO
OG0001424	sp|Q8BHD8|PCMD2_MOUSE	tr|H0V056|H0V056_CAVPO, tr|H0V8L9|H0V8L9_CAVPO
OG0001425	tr|B7ZWD6|B7ZWD6_MOUSE, sp|P70269|CATE_MOUSE	sp|P25796|CATE_CAVPO
OG0001426	tr|E9Q5E2|E9Q5E2_MOUSE, sp|B1AZI6|THOC2_MOUSE	tr|A0A286XM60|A0A286XM60_CAVPO
OG0001427	sp|Q62073|M3K7_MOUSE, sp|Q5GIG6|TNI3K_MOUSE	tr|A0A286XTU4|A0A286XTU4_CAVPO
OG0001428	sp|P60229|EIF3E_MOUSE	tr|H0V7E3|H0V7E3_CAVPO, tr|A0A286Y309|A0A286Y309_CAVPO
OG0001430	sp|Q8CIC2|NUP42_MOUSE, sp|Q8BTN6|LENG9_MOUSE	tr|H0VSH1|H0VSH1_CAVPO
OG0001431	sp|P46460|NSF_MOUSE	tr|A0A286XMP6|A0A286XMP6_CAVPO, tr|H0W6Z4|H0W6Z4_CAVPO
OG0001432	sp|Q9ERK4|XPO2_MOUSE	tr|A0A286XCP2|A0A286XCP2_CAVPO, tr|H0W8W7|H0W8W7_CAVPO
OG0001433	tr|E9PUN7|E9PUN7_MOUSE	tr|H0WCV9|H0WCV9_CAVPO, tr|A0A286Y491|A0A286Y491_CAVPO
OG0001434	sp|Q8BTX9|HSDL1_MOUSE, sp|O70503|DHB12_MOUSE	tr|A0A286XH31|A0A286XH31_CAVPO
OG0001436	tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE, tr|Q8VF02|Q8VF02_MOUSE	tr|A0A286Y4R6|A0A286Y4R6_CAVPO
OG0001438	sp|Q8K126|RF1M_MOUSE, sp|Q8BJU9|RF1ML_MOUSE	tr|H0V518|H0V518_CAVPO
OG0001439	sp|Q7M721|TR120_MOUSE, sp|Q7TQA8|TR136_MOUSE	tr|H0VW70|H0VW70_CAVPO
OG0001440	sp|P63277|AMELX_MOUSE	tr|H0W138|H0W138_CAVPO, sp|Q9Z0K9|AMEL_CAVPO
OG0001441	sp|O88384|VTI1B_MOUSE	tr|H0UZ44|H0UZ44_CAVPO, tr|H0W4C9|H0W4C9_CAVPO
OG0001442	sp|O88705|HCN3_MOUSE	tr|H0W8Z5|H0W8Z5_CAVPO, tr|H0WDP7|H0WDP7_CAVPO
OG0001443	sp|P16882|GHR_MOUSE	sp|Q9JI97|GHR_CAVPO, tr|A0A286Y2A7|A0A286Y2A7_CAVPO
OG0001444	sp|P48967|MPIP3_MOUSE, sp|P48964|MPIP1_MOUSE	tr|A0A286XLI1|A0A286XLI1_CAVPO
OG0001445	sp|Q8C5D8|PIAS2_MOUSE	tr|A0A286Y3E9|A0A286Y3E9_CAVPO, tr|A0A286X9N8|A0A286X9N8_CAVPO
OG0001446	sp|Q9DAG6|GPRL1_MOUSE, tr|A0A1W2P7V2|A0A1W2P7V2_MOUSE	tr|H0VJV0|H0VJV0_CAVPO
OG0001447	sp|Q01338|ADA2A_MOUSE	tr|H0W5A1|H0W5A1_CAVPO, sp|Q60474|ADA2A_CAVPO
OG0001448	sp|Q61469|PLPP1_MOUSE	sp|O88956|PLPP1_CAVPO, tr|H0VFG6|H0VFG6_CAVPO
OG0001449	sp|P04370|MBP_MOUSE	sp|P25188|MBP_CAVPO, tr|H0VCC4|H0VCC4_CAVPO
OG0001450	sp|O08581|KCNK1_MOUSE	sp|Q8R454|KCNK1_CAVPO, tr|H0UVD7|H0UVD7_CAVPO
OG0001451	sp|Q63836|SBP2_MOUSE, sp|P17563|SBP1_MOUSE	tr|A0A286X797|A0A286X797_CAVPO
OG0001452	sp|Q9D110|MTHFS_MOUSE, tr|L7N466|L7N466_MOUSE	tr|A0A286XK24|A0A286XK24_CAVPO
OG0001453	sp|Q8R2N1|AQP3_MOUSE	tr|A0A286Y2K0|A0A286Y2K0_CAVPO, tr|H0VL26|H0VL26_CAVPO
OG0001454	sp|Q80XC2|TRM61_MOUSE	tr|A0A286Y499|A0A286Y499_CAVPO, tr|H0VHV0|H0VHV0_CAVPO
OG0001455	sp|Q8BJ56|PLPL2_MOUSE	tr|H0UU36|H0UU36_CAVPO, tr|H0V6G8|H0V6G8_CAVPO
OG0001456	sp|Q9QZJ6|MFAP5_MOUSE	tr|H0V1L5|H0V1L5_CAVPO, tr|H0W0A1|H0W0A1_CAVPO
OG0001458	sp|P01139|NGF_MOUSE	tr|H0WC72|H0WC72_CAVPO, sp|P19093|NGF_CAVPO
OG0001459	sp|Q9WUP1|RAMP3_MOUSE	tr|A0A2C9F1F0|A0A2C9F1F0_CAVPO, sp|Q8R4C4|RAMP3_CAVPO
OG0001460	sp|P27784|CCL6_MOUSE, sp|P51670|CCL9_MOUSE	tr|A0A286XAQ7|A0A286XAQ7_CAVPO
OG0001461	sp|Q9D1G0|DNSL2_MOUSE, sp|P49183|DNAS1_MOUSE	tr|A0A286XKT5|A0A286XKT5_CAVPO
OG0001462	sp|P05208|CEL2A_MOUSE	tr|A0A286Y4Y5|A0A286Y4Y5_CAVPO, tr|A0A286XYI1|A0A286XYI1_CAVPO
OG0001463	sp|P26361|CFTR_MOUSE	sp|Q00552|CFTR_CAVPO, tr|H0VM68|H0VM68_CAVPO
OG0001464	sp|Q6W049|OL688_MOUSE, tr|Q8VG18|Q8VG18_MOUSE	tr|H0W589|H0W589_CAVPO
OG0001465	sp|P06804|TNFA_MOUSE	tr|A0A2C9F1D8|A0A2C9F1D8_CAVPO, sp|P51435|TNFA_CAVPO
OG0001466	sp|A2AJA7|AEGP_MOUSE, sp|A2AJX4|MALR1_MOUSE	tr|A0A286XQ85|A0A286XQ85_CAVPO
OG0001467	sp|Q6NS65|GPR17_MOUSE, sp|Q8BZR0|GPR82_MOUSE	tr|A0A286Y0X0|A0A286Y0X0_CAVPO
OG0001468	sp|Q71KT5|ERG24_MOUSE, sp|Q3U9G9|LBR_MOUSE	tr|A0A286Y184|A0A286Y184_CAVPO
OG0001469	sp|Q78JN3|ECI3_MOUSE, sp|Q9WUR2|ECI2_MOUSE	tr|H0V3Y7|H0V3Y7_CAVPO
OG0001471	sp|Q61572|FOXC1_MOUSE, sp|Q61850|FOXC2_MOUSE	tr|H0WAQ7|H0WAQ7_CAVPO
OG0001472	sp|P48757|GAST_MOUSE	sp|P06885|GAST_CAVPO, tr|H0VFJ4|H0VFJ4_CAVPO
OG0001473	sp|P01582|IL1A_MOUSE	sp|Q60480|IL1A_CAVPO, tr|H0W1R8|H0W1R8_CAVPO
OG0001474	tr|B2RPU8|B2RPU8_MOUSE	tr|A0A286XI49|A0A286XI49_CAVPO, tr|A0A286XUG5|A0A286XUG5_CAVPO
OG0001475	tr|H7BX60|H7BX60_MOUSE, sp|Q91WC1|POTE1_MOUSE	tr|A0A286XYH8|A0A286XYH8_CAVPO
OG0001476	tr|A0A1B0GRK0|A0A1B0GRK0_MOUSE, sp|B9EJX3|VAFNB_MOUSE	tr|A0A286Y382|A0A286Y382_CAVPO
OG0001477	sp|Q8CFW7|C2D2A_MOUSE, tr|A0A286YDU8|A0A286YDU8_MOUSE	tr|H0VFV7|H0VFV7_CAVPO
OG0001478	sp|Q8QZR7|PDK1L_MOUSE	tr|H0VJS4|H0VJS4_CAVPO, tr|H0W276|H0W276_CAVPO
OG0001479	sp|Q8K2I3|FMO2_MOUSE	tr|H0VQ04|H0VQ04_CAVPO, sp|P36366|FMO2_CAVPO
OG0001481	sp|O88878|ZFAN5_MOUSE	tr|H0V4L7|H0V4L7_CAVPO, tr|A0A286XL54|A0A286XL54_CAVPO
OG0001482	sp|P70368|SEBOX_MOUSE, tr|Q8BX39|Q8BX39_MOUSE	tr|H0V5L6|H0V5L6_CAVPO
OG0001483	sp|Q925E0|SNTG2_MOUSE, sp|Q925E1|SNTG1_MOUSE	tr|H0VGY3|H0VGY3_CAVPO
OG0001484	sp|Q9DCX8|IYD1_MOUSE	tr|H0VQJ6|H0VQJ6_CAVPO, tr|H0W7Q7|H0W7Q7_CAVPO
OG0001485	sp|Q6ZWV3|RL10_MOUSE	tr|H0VSS0|H0VSS0_CAVPO, tr|A0A286XQR8|A0A286XQR8_CAVPO
OG0001486	sp|Q9DCV4|RMD1_MOUSE	tr|H0VXS2|H0VXS2_CAVPO, tr|H0VQY8|H0VQY8_CAVPO
OG0001487	sp|Q8BQY8|HUS1_MOUSE, sp|Q8K572|HUS1B_MOUSE	tr|H0WC14|H0WC14_CAVPO
OG0001489	sp|P58044|IDI1_MOUSE, sp|Q8BFZ6|IDI2_MOUSE	tr|A0A286XEG6|A0A286XEG6_CAVPO
OG0001490	sp|P56567|CYTA_MOUSE	tr|H0VCX0|H0VCX0_CAVPO, tr|A0A286XHS7|A0A286XHS7_CAVPO
OG0001491	sp|P11152|LIPL_MOUSE	sp|P11153|LIPL_CAVPO, tr|H0V2A3|H0V2A3_CAVPO
OG0001492	sp|Q7TSC3|NEK5_MOUSE, sp|Q9R0A5|NEK3_MOUSE	tr|H0V4H5|H0V4H5_CAVPO
OG0001493	sp|Q5PT54|NTCP5_MOUSE, sp|P21129|P3_MOUSE	tr|H0V9R4|H0V9R4_CAVPO
OG0001494	sp|P01575|IFNB_MOUSE	tr|H0VF99|H0VF99_CAVPO, tr|H0VYK7|H0VYK7_CAVPO
OG0001495	tr|Q8BQ46|Q8BQ46_MOUSE	tr|A0A286XWR7|A0A286XWR7_CAVPO, tr|H0VGH2|H0VGH2_CAVPO
OG0001496	sp|Q9DAW6|PRP4_MOUSE	tr|A0A286XCU9|A0A286XCU9_CAVPO, tr|H0VHL0|H0VHL0_CAVPO
OG0001497	sp|P35846|FOLR1_MOUSE, sp|Q05685|FOLR2_MOUSE	tr|H0VLN7|H0VLN7_CAVPO
OG0001498	sp|Q8CJ69|BMPER_MOUSE	tr|H0UY04|H0UY04_CAVPO, tr|H0W5B1|H0W5B1_CAVPO
OG0001499	sp|Q9DCL9|PUR6_MOUSE	tr|A0A286XCW9|A0A286XCW9_CAVPO, tr|A0A286X826|A0A286X826_CAVPO
OG0001500	sp|C0HKD9|MFA1B_MOUSE, sp|C0HKD8|MFA1A_MOUSE	tr|A0A286X8X3|A0A286X8X3_CAVPO
OG0001501	tr|Q7TNS5|Q7TNS5_MOUSE, sp|Q9QZN1|FXL17_MOUSE	tr|A0A286XAT1|A0A286XAT1_CAVPO
OG0001502	sp|Q8CFE2|HPF1_MOUSE	tr|A0A286XQX0|A0A286XQX0_CAVPO, tr|A0A286XH90|A0A286XH90_CAVPO
OG0001503	sp|Q8R189|PAQRA_MOUSE	tr|A0A286XW54|A0A286XW54_CAVPO, tr|A0A286XVF9|A0A286XVF9_CAVPO
OG0001504	sp|Q02053|UBA1_MOUSE, sp|P31254|UBA1Y_MOUSE	tr|H0UZR6|H0UZR6_CAVPO
OG0001505	sp|P16294|FA9_MOUSE	tr|H0VZY3|H0VZY3_CAVPO, sp|P16295|FA9_CAVPO
OG0001506	sp|Q6P8Y1|CAPSL_MOUSE	tr|H0W351|H0W351_CAVPO, tr|H0VAR8|H0VAR8_CAVPO
OG0001507	sp|Q3TTE0|ADAM5_MOUSE	sp|Q60472|ADAM5_CAVPO, tr|H0VH53|H0VH53_CAVPO
OG0001508	sp|P42208|SEPT2_MOUSE	tr|A0A286XEQ5|A0A286XEQ5_CAVPO, tr|H0VPA8|H0VPA8_CAVPO
OG0001509	sp|Q91WG1|INSI2_MOUSE	tr|A0A286XKA6|A0A286XKA6_CAVPO, tr|A0A286XLI2|A0A286XLI2_CAVPO
OG0001510	sp|Q9WU19|HAOX1_MOUSE, sp|Q9NYQ2|HAOX2_MOUSE	tr|H0UTY7|H0UTY7_CAVPO
OG0001511	sp|Q80X50|UBP2L_MOUSE	tr|H0V9R5|H0V9R5_CAVPO, tr|H0W379|H0W379_CAVPO
OG0001512	sp|Q3TEA8|HP1B3_MOUSE	tr|H0VNU3|H0VNU3_CAVPO, tr|H0W507|H0W507_CAVPO
OG0001513	sp|Q8BGX1|PED1B_MOUSE, sp|Q6P1Z5|PED1A_MOUSE	tr|H0VXK4|H0VXK4_CAVPO
OG0001514	tr|A2ASV3|A2ASV3_MOUSE	tr|A0A286XCK9|A0A286XCK9_CAVPO, tr|H0W4L3|H0W4L3_CAVPO
OG0001515	sp|Q61224|5HT1D_MOUSE	sp|Q60484|5HT1D_CAVPO, tr|A0A286XG98|A0A286XG98_CAVPO
OG0001516	sp|P34022|RANG_MOUSE	tr|H0UZS2|H0UZS2_CAVPO, tr|A0A286XUG1|A0A286XUG1_CAVPO
OG0001517	sp|P25976|UBF1_MOUSE, sp|Q3USZ2|UBFL1_MOUSE	tr|H0VDQ5|H0VDQ5_CAVPO
OG0001518	sp|Q5SUC9|SCO1_MOUSE	tr|H0VZA0|H0VZA0_CAVPO, tr|H0V942|H0V942_CAVPO
OG0001519	sp|Q00977|CXB2_MOUSE, sp|P28230|CXB1_MOUSE	tr|Q8K4M6|Q8K4M6_CAVPO
OG0001520	sp|P59325|IF5_MOUSE	tr|H0UVR9|H0UVR9_CAVPO, tr|H0VU61|H0VU61_CAVPO
OG0001521	tr|Q8BGF0|Q8BGF0_MOUSE, sp|Q99KC8|VMA5A_MOUSE	tr|H0V3L3|H0V3L3_CAVPO
OG0001522	sp|Q8BHP2|NUTM1_MOUSE, sp|Q3V0C3|NUTM2_MOUSE	tr|H0VB90|H0VB90_CAVPO
OG0001523	sp|Q9JMD1|SMBT1_MOUSE, sp|Q5DTW2|SMBT2_MOUSE	tr|H0VCP0|H0VCP0_CAVPO
OG0001524	sp|Q8C828|KBTBD_MOUSE	tr|H0VHD1|H0VHD1_CAVPO, tr|H0W217|H0W217_CAVPO
OG0001525	tr|A0A077KA19|A0A077KA19_MOUSE, tr|E9Q573|E9Q573_MOUSE	tr|A0A286XBJ0|A0A286XBJ0_CAVPO
OG0001526	sp|Q8R173|ZDHC3_MOUSE, tr|Q810M4|Q810M4_MOUSE	tr|H0V1W5|H0V1W5_CAVPO
OG0001527	sp|Q68FD5|CLH1_MOUSE	tr|H0V5M6|H0V5M6_CAVPO, tr|A0A286XIK0|A0A286XIK0_CAVPO
OG0001528	sp|Q9JJA7|CCNL2_MOUSE, sp|Q52KE7|CCNL1_MOUSE	tr|H0VBC9|H0VBC9_CAVPO
