Orthogroup	Mus_musculus	Lipotes_vexillifer
OG0001422	sp|Q99LJ7|RCBT2_MOUSE	tr|A0A340Y4S6|A0A340Y4S6_LIPVE
OG0001422	sp|Q6NXM2|RCBT1_MOUSE	tr|A0A340Y474|A0A340Y474_LIPVE
OG0001423	sp|Q6P8J2|SAT2_MOUSE	tr|A0A340X8E0|A0A340X8E0_LIPVE, tr|A0A340WPT4|A0A340WPT4_LIPVE, tr|A0A340XAL7|A0A340XAL7_LIPVE
OG0001424	sp|A2AIR5|NMD3A_MOUSE	tr|A0A340X8T6|A0A340X8T6_LIPVE
OG0001424	sp|Q91ZU9|NMD3B_MOUSE	tr|A0A340XGF0|A0A340XGF0_LIPVE
OG0001425	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A340XMB4|A0A340XMB4_LIPVE
OG0001425	sp|Q3B7Z2|OSBP1_MOUSE	tr|A0A340X9Q3|A0A340X9Q3_LIPVE
OG0001426	sp|Q7TSE6|ST38L_MOUSE	tr|A0A340WGR3|A0A340WGR3_LIPVE
OG0001426	sp|Q91VJ4|STK38_MOUSE	tr|A0A340Y4M6|A0A340Y4M6_LIPVE
OG0001427	tr|Q9Z202|Q9Z202_MOUSE, tr|Q9WTJ9|Q9WTJ9_MOUSE, tr|Q9QXN7|Q9QXN7_MOUSE	tr|A0A340Y6Y0|A0A340Y6Y0_LIPVE
OG0001428	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A340WTW3|A0A340WTW3_LIPVE
OG0001428	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A340WQ90|A0A340WQ90_LIPVE
OG0001429	sp|Q8CBW7|CHIC1_MOUSE	tr|A0A340XH91|A0A340XH91_LIPVE
OG0001429	sp|Q9D9G3|CHIC2_MOUSE	tr|A0A340XAE2|A0A340XAE2_LIPVE
OG0001430	sp|O35723|DNJB3_MOUSE	tr|A0A340XXD9|A0A340XXD9_LIPVE
OG0001430	sp|O54946|DNJB6_MOUSE	tr|A0A340XXL3|A0A340XXL3_LIPVE
OG0001431	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A340XWK0|A0A340XWK0_LIPVE
OG0001431	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A340WNW3|A0A340WNW3_LIPVE
OG0001432	sp|Q8C172|CERS6_MOUSE	tr|A0A340WUK6|A0A340WUK6_LIPVE
OG0001432	sp|Q9D6K9|CERS5_MOUSE	tr|A0A340WTT4|A0A340WTT4_LIPVE
OG0001433	sp|Q99MV5|M10L1_MOUSE, tr|Q14BQ3|Q14BQ3_MOUSE, tr|Q9D434|Q9D434_MOUSE	tr|A0A340X4W9|A0A340X4W9_LIPVE
OG0001434	sp|Q8C079|STRP1_MOUSE	tr|A0A340WKW2|A0A340WKW2_LIPVE
OG0001434	sp|Q8C9H6|STRP2_MOUSE	tr|A0A340Y9H8|A0A340Y9H8_LIPVE
OG0001435	sp|Q8R4G9|ACHA3_MOUSE	tr|A0A340YK90|A0A340YK90_LIPVE
OG0001435	sp|Q9R0W9|ACHA6_MOUSE	tr|A0A340YJT9|A0A340YJT9_LIPVE
OG0001436	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A340WAE4|A0A340WAE4_LIPVE
OG0001436	sp|Q9WVK5|B4GT6_MOUSE	tr|A0A340X864|A0A340X864_LIPVE
OG0001437	tr|E9Q048|E9Q048_MOUSE, tr|F6UWZ4|F6UWZ4_MOUSE, tr|Q8C5D3|Q8C5D3_MOUSE	tr|A0A340WBT2|A0A340WBT2_LIPVE
OG0001438	sp|Q8CGR7|UPP2_MOUSE	tr|A0A340WD50|A0A340WD50_LIPVE
OG0001438	sp|P52624|UPP1_MOUSE	tr|A0A340WSG4|A0A340WSG4_LIPVE
OG0001439	sp|Q8R5K2|UBP33_MOUSE	tr|A0A340XB26|A0A340XB26_LIPVE
OG0001439	sp|Q8C6M1|UBP20_MOUSE	tr|A0A340YG45|A0A340YG45_LIPVE
OG0001440	sp|Q99M51|NCK1_MOUSE	tr|A0A340XBY6|A0A340XBY6_LIPVE
OG0001440	sp|O55033|NCK2_MOUSE	tr|A0A340X6E2|A0A340X6E2_LIPVE
OG0001441	sp|Q9QZR5|HIPK2_MOUSE	tr|A0A340Y4R5|A0A340Y4R5_LIPVE
OG0001441	sp|O88904|HIPK1_MOUSE	tr|A0A340XTU5|A0A340XTU5_LIPVE
OG0001442	sp|Q61285|ABCD2_MOUSE	tr|A0A340WL86|A0A340WL86_LIPVE
OG0001442	sp|P48410|ABCD1_MOUSE	tr|A0A340XCH6|A0A340XCH6_LIPVE
OG0001443	sp|Q8BZ21|KAT6A_MOUSE	tr|A0A340X8J3|A0A340X8J3_LIPVE
OG0001443	sp|Q8BRB7|KAT6B_MOUSE	tr|A0A340Y2N5|A0A340Y2N5_LIPVE
OG0001444	sp|Q68SA9|ATS7_MOUSE	tr|A0A340YAJ4|A0A340YAJ4_LIPVE
OG0001444	sp|Q811B3|ATS12_MOUSE	tr|A0A340XZS7|A0A340XZS7_LIPVE
OG0001445	sp|D3KU66|ASMT_MOUSE	tr|A0A340XGK7|A0A340XGK7_LIPVE, tr|A0A340YBK9|A0A340YBK9_LIPVE, tr|A0A340XMP9|A0A340XMP9_LIPVE
OG0001446	sp|Q64324|STXB2_MOUSE	tr|A0A340XN03|A0A340XN03_LIPVE
OG0001446	sp|O08599|STXB1_MOUSE	tr|A0A340YH69|A0A340YH69_LIPVE
OG0001447	tr|A0A571BEG0|A0A571BEG0_MOUSE, tr|A0A1D5RM54|A0A1D5RM54_MOUSE, tr|G3X8W1|G3X8W1_MOUSE	tr|A0A340YIJ1|A0A340YIJ1_LIPVE
OG0001448	sp|Q8BSM7|LAT3_MOUSE	tr|A0A340X377|A0A340X377_LIPVE
OG0001448	sp|Q8CGA3|LAT4_MOUSE	tr|A0A340WYZ4|A0A340WYZ4_LIPVE
OG0001449	sp|Q5RJI2|CTL5_MOUSE	tr|A0A340WD07|A0A340WD07_LIPVE
OG0001449	sp|Q8BY89|CTL2_MOUSE	tr|A0A340XN82|A0A340XN82_LIPVE
OG0001450	sp|Q6DYE8|ENPP3_MOUSE	tr|A0A340X5K2|A0A340X5K2_LIPVE
OG0001450	sp|P06802|ENPP1_MOUSE	tr|A0A340XBP3|A0A340XBP3_LIPVE
OG0001451	sp|Q60954|MEIS1_MOUSE	tr|A0A340XS64|A0A340XS64_LIPVE
OG0001451	sp|P97367|MEIS2_MOUSE	tr|A0A340XT97|A0A340XT97_LIPVE
OG0001452	tr|D3Z7A8|D3Z7A8_MOUSE, tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE, sp|Q9D565|WDR64_MOUSE	tr|A0A340XU92|A0A340XU92_LIPVE
OG0001453	sp|Q9D300|RGF1C_MOUSE	tr|A0A340Y2C7|A0A340Y2C7_LIPVE
OG0001453	sp|Q8JZL7|RGF1B_MOUSE	tr|A0A340WJ83|A0A340WJ83_LIPVE
OG0001454	sp|P31324|KAP3_MOUSE	tr|A0A340X2N6|A0A340X2N6_LIPVE
OG0001454	sp|P12367|KAP2_MOUSE	tr|A0A340WGS7|A0A340WGS7_LIPVE
OG0001455	sp|P52293|IMA1_MOUSE	tr|A0A340XCA9|A0A340XCA9_LIPVE
OG0001455	sp|C0LLJ0|IMA8_MOUSE	tr|A0A340WH20|A0A340WH20_LIPVE
OG0001456	sp|E2JF22|PIEZ1_MOUSE	tr|A0A340Y4A4|A0A340Y4A4_LIPVE
OG0001456	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A340XT30|A0A340XT30_LIPVE
OG0001457	sp|P23298|KPCL_MOUSE	tr|A0A340YJV9|A0A340YJV9_LIPVE
OG0001457	sp|P16054|KPCE_MOUSE	tr|A0A340XIX4|A0A340XIX4_LIPVE
OG0001458	sp|Q32KI9|ARSI_MOUSE	tr|A0A340WLY1|A0A340WLY1_LIPVE
OG0001458	sp|Q8BM89|ARSJ_MOUSE	tr|A0A340X6D5|A0A340X6D5_LIPVE
OG0001459	sp|Q6P9S7|GLT10_MOUSE	tr|A0A340WZ17|A0A340WZ17_LIPVE
OG0001459	tr|E5D8G1|E5D8G1_MOUSE	tr|A0A340XBH8|A0A340XBH8_LIPVE
OG0001460	sp|P46735|MYO1B_MOUSE	tr|A0A340Y0K6|A0A340Y0K6_LIPVE
OG0001460	sp|O88329|MYO1A_MOUSE	tr|A0A340Y5X9|A0A340Y5X9_LIPVE
OG0001461	sp|Q08460|KCMA1_MOUSE	tr|A0A340Y7C8|A0A340Y7C8_LIPVE
OG0001461	sp|O54982|KCNU1_MOUSE	tr|A0A340WL82|A0A340WL82_LIPVE
OG0001462	sp|Q02357|ANK1_MOUSE	tr|A0A340X1T1|A0A340X1T1_LIPVE
OG0001462	sp|G5E8K5|ANK3_MOUSE	tr|A0A340XHJ1|A0A340XHJ1_LIPVE
OG0001463	sp|Q9CZ52|ANTR1_MOUSE, tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE, sp|Q8BVM2|ANTRL_MOUSE	tr|A0A340XSC9|A0A340XSC9_LIPVE
OG0001464	sp|Q2M2N2|SPOPL_MOUSE	tr|A0A340X3B8|A0A340X3B8_LIPVE
OG0001464	sp|Q6ZWS8|SPOP_MOUSE	tr|A0A340Y0W7|A0A340Y0W7_LIPVE
OG0001465	sp|Q9D8V7|SC11C_MOUSE	tr|A0A340WN88|A0A340WN88_LIPVE
OG0001465	sp|Q9R0P6|SC11A_MOUSE	tr|A0A340YA96|A0A340YA96_LIPVE
OG0001466	sp|Q5U4E0|LHPL4_MOUSE, sp|Q9CTN8|LHPL3_MOUSE	tr|A0A340WVG7|A0A340WVG7_LIPVE, tr|A0A340Y6K6|A0A340Y6K6_LIPVE
OG0001467	sp|Q8C6K9|CO6A6_MOUSE	tr|A0A340XM64|A0A340XM64_LIPVE
OG0001467	sp|A6H584|CO6A5_MOUSE	tr|A0A340YFB1|A0A340YFB1_LIPVE
OG0001468	sp|Q9Z2B9|KS6A4_MOUSE	tr|A0A340XRZ3|A0A340XRZ3_LIPVE
OG0001468	sp|Q8C050|KS6A5_MOUSE	tr|A0A340YE36|A0A340YE36_LIPVE
OG0001469	sp|Q9JMD1|SMBT1_MOUSE	tr|A0A340WR07|A0A340WR07_LIPVE
OG0001469	sp|Q5DTW2|SMBT2_MOUSE	tr|A0A340Y061|A0A340Y061_LIPVE
OG0001470	sp|O55106|STRN_MOUSE	tr|A0A340Y5B7|A0A340Y5B7_LIPVE
OG0001470	sp|Q9ERG2|STRN3_MOUSE	tr|A0A340WW67|A0A340WW67_LIPVE
OG0001471	sp|P56564|EAA1_MOUSE	tr|A0A340XP20|A0A340XP20_LIPVE
OG0001471	sp|O35544|EAA4_MOUSE	tr|A0A340XHS6|A0A340XHS6_LIPVE
OG0001472	sp|Q99K70|RRAGC_MOUSE	tr|A0A340WWT6|A0A340WWT6_LIPVE
OG0001472	sp|Q7TT45|RRAGD_MOUSE	tr|A0A340XY78|A0A340XY78_LIPVE
OG0001473	tr|E9Q842|E9Q842_MOUSE	tr|A0A340XF89|A0A340XF89_LIPVE
OG0001473	sp|Q80TN7|NAV3_MOUSE	tr|A0A340WZT3|A0A340WZT3_LIPVE
OG0001474	sp|Q8C5N3|CWC22_MOUSE, tr|A2AK42|A2AK42_MOUSE, tr|A2AK44|A2AK44_MOUSE	tr|A0A340XMC6|A0A340XMC6_LIPVE
OG0001475	tr|Q9EQI5|Q9EQI5_MOUSE	tr|A0A340XSW1|A0A340XSW1_LIPVE
OG0001475	sp|P50228|CXCL5_MOUSE	tr|A0A340XPF8|A0A340XPF8_LIPVE
OG0001476	sp|Q3USB7|PLCL1_MOUSE	tr|A0A340X1B5|A0A340X1B5_LIPVE
OG0001476	sp|Q8K394|PLCL2_MOUSE	tr|A0A340YAF2|A0A340YAF2_LIPVE
OG0001477	sp|Q91V93|RHBT2_MOUSE	tr|A0A340WM87|A0A340WM87_LIPVE
OG0001477	sp|Q9DAK3|RHBT1_MOUSE	tr|A0A340WJ03|A0A340WJ03_LIPVE
OG0001478	sp|P70288|HDAC2_MOUSE	tr|A0A340WT29|A0A340WT29_LIPVE
OG0001478	sp|O09106|HDAC1_MOUSE	tr|A0A340Y681|A0A340Y681_LIPVE
OG0001479	sp|Q8R2R9|AP3M2_MOUSE	tr|A0A340X6B3|A0A340X6B3_LIPVE
OG0001479	sp|Q9JKC8|AP3M1_MOUSE	tr|A0A340Y2P0|A0A340Y2P0_LIPVE
OG0001480	tr|E9Q2N0|E9Q2N0_MOUSE	tr|A0A340WYK8|A0A340WYK8_LIPVE
OG0001480	sp|Q8BQZ5|CPSF4_MOUSE	tr|A0A340WMM5|A0A340WMM5_LIPVE
OG0001481	tr|G3X972|G3X972_MOUSE	tr|A0A340Y1Q1|A0A340Y1Q1_LIPVE
OG0001481	tr|Q6NXL1|Q6NXL1_MOUSE	tr|A0A340XU62|A0A340XU62_LIPVE
OG0001482	sp|Q8R4P4|TMC2_MOUSE	tr|A0A340XW56|A0A340XW56_LIPVE
OG0001482	sp|Q8R4P5|TMC1_MOUSE	tr|A0A340X3N7|A0A340X3N7_LIPVE
OG0001483	sp|A2A432|CUL4B_MOUSE	tr|A0A340XT11|A0A340XT11_LIPVE
OG0001483	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A340Y421|A0A340Y421_LIPVE
OG0001484	sp|Q9CQL1|MGN2_MOUSE	tr|A0A340YD99|A0A340YD99_LIPVE
OG0001484	sp|P61327|MGN_MOUSE	tr|A0A340YFN6|A0A340YFN6_LIPVE
OG0001485	sp|P27601|GNA13_MOUSE	tr|A0A340X5S4|A0A340X5S4_LIPVE
OG0001485	sp|P27600|GNA12_MOUSE	tr|A0A340Y2G7|A0A340Y2G7_LIPVE
OG0001486	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A340XMJ0|A0A340XMJ0_LIPVE
OG0001486	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A340Y3V5|A0A340Y3V5_LIPVE
OG0001487	sp|Q6ZPT1|KLHL9_MOUSE	tr|A0A340X124|A0A340X124_LIPVE
OG0001487	sp|Q80TF4|KLH13_MOUSE	tr|A0A340XVY4|A0A340XVY4_LIPVE
OG0001488	sp|P50518|VATE1_MOUSE	tr|A0A340Y8U1|A0A340Y8U1_LIPVE
OG0001488	sp|Q9D593|VATE2_MOUSE	tr|A0A340XL66|A0A340XL66_LIPVE
OG0001489	sp|Q9D287|SPF27_MOUSE	tr|A0A340XM93|A0A340XM93_LIPVE, tr|A0A340WW19|A0A340WW19_LIPVE, tr|A0A340X1K2|A0A340X1K2_LIPVE
OG0001490	sp|Q8BIV3|RNBP6_MOUSE	tr|A0A340WRM3|A0A340WRM3_LIPVE
OG0001490	sp|Q8BKC5|IPO5_MOUSE	tr|A0A340Y1W1|A0A340Y1W1_LIPVE
OG0001491	sp|P50752|TNNT2_MOUSE	tr|A0A340X3Q9|A0A340X3Q9_LIPVE
OG0001491	sp|O88346|TNNT1_MOUSE	tr|A0A340Y4A1|A0A340Y4A1_LIPVE
OG0001492	sp|Q60714|S27A1_MOUSE	tr|A0A340XLS6|A0A340XLS6_LIPVE
OG0001492	sp|Q91VE0|S27A4_MOUSE	tr|A0A340YFZ6|A0A340YFZ6_LIPVE
OG0001493	sp|Q9DB41|GHC2_MOUSE	tr|A0A340Y7F2|A0A340Y7F2_LIPVE
OG0001493	sp|Q9D6M3|GHC1_MOUSE	tr|A0A340Y2V7|A0A340Y2V7_LIPVE
OG0001494	sp|O35368|IFI3_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE	tr|A0A340WF21|A0A340WF21_LIPVE
OG0001495	sp|P63085|MK01_MOUSE	tr|A0A340WNH5|A0A340WNH5_LIPVE
OG0001495	sp|Q63844|MK03_MOUSE	tr|A0A340WYU9|A0A340WYU9_LIPVE
OG0001496	sp|O35954|PITM1_MOUSE	tr|A0A340WNZ5|A0A340WNZ5_LIPVE
OG0001496	sp|Q6ZPQ6|PITM2_MOUSE	tr|A0A340WGL5|A0A340WGL5_LIPVE
OG0001497	sp|Q8K4X7|PLCD_MOUSE	tr|A0A340XF37|A0A340XF37_LIPVE
OG0001497	sp|Q9D517|PLCC_MOUSE	tr|A0A340WZR7|A0A340WZR7_LIPVE
OG0001498	sp|P61028|RAB8B_MOUSE	tr|A0A340Y6B8|A0A340Y6B8_LIPVE
OG0001498	sp|P55258|RAB8A_MOUSE	tr|A0A340XI04|A0A340XI04_LIPVE
OG0001499	sp|Q91VC3|IF4A3_MOUSE, tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE	tr|A0A340XQD4|A0A340XQD4_LIPVE
OG0001500	tr|I6XKQ3|I6XKQ3_MOUSE, sp|Q5IBH6|SPE4A_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE	tr|A0A340YB59|A0A340YB59_LIPVE
OG0001501	sp|P51912|AAAT_MOUSE	tr|A0A340XEL0|A0A340XEL0_LIPVE
OG0001501	sp|O35874|SATT_MOUSE	tr|A0A340XVG5|A0A340XVG5_LIPVE
OG0001502	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A340Y9N5|A0A340Y9N5_LIPVE
OG0001502	sp|Q8R317|UBQL1_MOUSE	tr|A0A340Y7M0|A0A340Y7M0_LIPVE
OG0001503	sp|P70402|MYBPH_MOUSE	tr|A0A340WN18|A0A340WN18_LIPVE
OG0001503	sp|Q5FW53|MBPHL_MOUSE	tr|A0A340WQS6|A0A340WQS6_LIPVE
OG0001504	sp|Q9QZV9|NXT1_MOUSE	tr|A0A340X843|A0A340X843_LIPVE
OG0001504	sp|Q3UNA4|NXT2_MOUSE	tr|A0A340XQX0|A0A340XQX0_LIPVE
OG0001505	sp|Q9CWP4|LY6K_MOUSE, sp|P0DP59|SLUR2_MOUSE, tr|Q9CQ11|Q9CQ11_MOUSE	tr|A0A340XWP5|A0A340XWP5_LIPVE
OG0001506	sp|Q8VEA4|MIA40_MOUSE	tr|A0A340WQG7|A0A340WQG7_LIPVE, tr|A0A340X414|A0A340X414_LIPVE, tr|A0A340WM39|A0A340WM39_LIPVE
OG0001507	sp|A0A088MLT8|IQIP1_MOUSE, sp|Q8BPW0|IQCJ_MOUSE, sp|P0DPB4|SCHI1_MOUSE	tr|A0A340X520|A0A340X520_LIPVE
OG0001508	sp|P56399|UBP5_MOUSE	tr|A0A340Y8J4|A0A340Y8J4_LIPVE
OG0001508	sp|Q5BKP2|UBP13_MOUSE	tr|A0A340Y5H5|A0A340Y5H5_LIPVE
OG0001509	sp|Q8CHG7|RPGF2_MOUSE	tr|A0A340WI30|A0A340WI30_LIPVE
OG0001509	tr|Q5NCJ1|Q5NCJ1_MOUSE	tr|A0A340XRZ0|A0A340XRZ0_LIPVE
OG0001510	sp|Q80U58|PUM2_MOUSE	tr|A0A340XX83|A0A340XX83_LIPVE
OG0001510	sp|Q80U78|PUM1_MOUSE	tr|A0A340WJE2|A0A340WJE2_LIPVE
OG0001511	sp|P56395|CYB5_MOUSE	tr|A0A340XMX9|A0A340XMX9_LIPVE, tr|A0A340WRN6|A0A340WRN6_LIPVE, tr|A0A340XZ16|A0A340XZ16_LIPVE
OG0001512	sp|O35409|FOLH1_MOUSE	tr|A0A340X770|A0A340X770_LIPVE
OG0001512	sp|Q9CZR2|NALD2_MOUSE	tr|A0A340WG93|A0A340WG93_LIPVE
OG0001513	sp|Q64133|AOFA_MOUSE	tr|A0A340XAD3|A0A340XAD3_LIPVE
OG0001513	sp|Q8BW75|AOFB_MOUSE	tr|A0A340X6S1|A0A340X6S1_LIPVE
OG0001514	tr|D3Z1Y0|D3Z1Y0_MOUSE, tr|A0A1B0GR31|A0A1B0GR31_MOUSE, sp|Q8BL00|CDHR3_MOUSE	tr|A0A340Y5T4|A0A340Y5T4_LIPVE
OG0001515	sp|Q8BXK8|AGAP1_MOUSE	tr|A0A340XRM1|A0A340XRM1_LIPVE
OG0001515	sp|Q8VHH5|AGAP3_MOUSE	tr|A0A340YBR8|A0A340YBR8_LIPVE
OG0001516	sp|Q3UWR2|KHD1A_MOUSE, sp|Q4KL78|KHD1C_MOUSE, sp|P0C7A0|KHD1B_MOUSE	tr|A0A340XEC4|A0A340XEC4_LIPVE
OG0001517	sp|P18155|MTDC_MOUSE	tr|A0A340XDA6|A0A340XDA6_LIPVE
OG0001517	sp|D3YZG8|MTD2L_MOUSE	tr|A0A340XPN4|A0A340XPN4_LIPVE
OG0001518	sp|P14733|LMNB1_MOUSE	tr|A0A340XUG3|A0A340XUG3_LIPVE
OG0001518	sp|P21619|LMNB2_MOUSE	tr|A0A340XG82|A0A340XG82_LIPVE
OG0001519	sp|P83626|TNR26_MOUSE, sp|Q9ER63|TNR23_MOUSE, sp|Q9ER62|TNR22_MOUSE	tr|A0A340XY47|A0A340XY47_LIPVE
OG0001520	tr|D3Z1A5|D3Z1A5_MOUSE	tr|A0A340XD92|A0A340XD92_LIPVE
OG0001520	sp|P58459|ATS10_MOUSE	tr|A0A340XGZ1|A0A340XGZ1_LIPVE
OG0001521	sp|P39098|MA1A2_MOUSE	tr|A0A340XNH6|A0A340XNH6_LIPVE
OG0001521	sp|P45700|MA1A1_MOUSE	tr|A0A340X4U7|A0A340X4U7_LIPVE
OG0001522	sp|B2RXV4|FLVC1_MOUSE	tr|A0A340WPB7|A0A340WPB7_LIPVE
OG0001522	sp|Q91X85|FLVC2_MOUSE	tr|A0A340XLC6|A0A340XLC6_LIPVE
OG0001523	sp|Q7TNT2|FACR2_MOUSE	tr|A0A340WH46|A0A340WH46_LIPVE
OG0001523	sp|Q922J9|FACR1_MOUSE	tr|A0A340YCT0|A0A340YCT0_LIPVE
OG0001524	sp|P22725|WNT5A_MOUSE	tr|A0A340XA82|A0A340XA82_LIPVE
OG0001524	sp|P22726|WNT5B_MOUSE	tr|A0A340YAP6|A0A340YAP6_LIPVE
OG0001525	sp|Q60736|ZP3R_MOUSE	tr|A0A340YCM8|A0A340YCM8_LIPVE
OG0001525	sp|P08607|C4BPA_MOUSE	tr|A0A340YJR7|A0A340YJR7_LIPVE
OG0001526	sp|Q9CUN6|SMUF1_MOUSE	tr|A0A340WPD2|A0A340WPD2_LIPVE
OG0001526	sp|A2A5Z6|SMUF2_MOUSE	tr|A0A340X5K9|A0A340X5K9_LIPVE
OG0001527	sp|Q8BG67|EFR3A_MOUSE	tr|A0A340WH80|A0A340WH80_LIPVE
OG0001527	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A340X2L2|A0A340X2L2_LIPVE
OG0001528	sp|Q8BG51|MIRO1_MOUSE	tr|A0A340WU10|A0A340WU10_LIPVE
OG0001528	sp|Q8JZN7|MIRO2_MOUSE	tr|A0A340X311|A0A340X311_LIPVE
OG0001529	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A340X340|A0A340X340_LIPVE
OG0001529	sp|Q80WQ6|RHDF2_MOUSE	tr|A0A340X357|A0A340X357_LIPVE
OG0001530	sp|Q9Z1E4|GYS1_MOUSE	tr|A0A340XPZ3|A0A340XPZ3_LIPVE
OG0001530	sp|Q8VCB3|GYS2_MOUSE	tr|A0A340WR38|A0A340WR38_LIPVE
OG0001531	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A340Y6B7|A0A340Y6B7_LIPVE
OG0001531	sp|Q6PNC0|DMXL1_MOUSE	tr|A0A340X3J0|A0A340X3J0_LIPVE
OG0001532	sp|Q8BML1|MICA2_MOUSE	tr|A0A340YGB2|A0A340YGB2_LIPVE
OG0001532	sp|Q8CJ19|MICA3_MOUSE	tr|A0A340Y7A9|A0A340Y7A9_LIPVE
OG0001533	sp|P70182|PI51A_MOUSE	tr|A0A340XFS3|A0A340XFS3_LIPVE
OG0001533	sp|O70161|PI51C_MOUSE	tr|A0A340XG73|A0A340XG73_LIPVE
OG0001534	sp|Q8VHP8|RB40B_MOUSE	tr|A0A340X9W2|A0A340X9W2_LIPVE
OG0001534	sp|Q8VHQ4|RB40C_MOUSE	tr|A0A340WWA3|A0A340WWA3_LIPVE
OG0001535	sp|P29416|HEXA_MOUSE	tr|A0A340Y8Y4|A0A340Y8Y4_LIPVE
OG0001535	sp|P20060|HEXB_MOUSE	tr|A0A340XNG0|A0A340XNG0_LIPVE
OG0001536	tr|E9PXC0|E9PXC0_MOUSE	tr|A0A340WTZ8|A0A340WTZ8_LIPVE
OG0001536	sp|P14576|SRP54_MOUSE	tr|A0A340XXB7|A0A340XXB7_LIPVE
OG0001537	sp|P97473|TRBP2_MOUSE	tr|A0A340YHQ5|A0A340YHQ5_LIPVE
OG0001537	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A340WVB2|A0A340WVB2_LIPVE
OG0001538	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A340XRY6|A0A340XRY6_LIPVE
OG0001538	sp|P54869|HMCS2_MOUSE	tr|A0A340XDT0|A0A340XDT0_LIPVE
OG0001539	sp|P54615|OSTR_MOUSE, sp|P86546|OSTCN_MOUSE, sp|P86547|OSTC2_MOUSE	tr|A0A340XFF4|A0A340XFF4_LIPVE
OG0001540	sp|Q0VE82|CPNE7_MOUSE	tr|A0A340Y800|A0A340Y800_LIPVE
OG0001540	sp|Q8BLR2|CPNE4_MOUSE	tr|A0A340XRM7|A0A340XRM7_LIPVE
OG0001541	sp|O35709|ENC1_MOUSE	tr|A0A340XQQ1|A0A340XQQ1_LIPVE
OG0001541	sp|Q8R2P1|KLH25_MOUSE	tr|A0A340X305|A0A340X305_LIPVE
OG0001542	sp|P05132|KAPCA_MOUSE	tr|A0A340Y602|A0A340Y602_LIPVE
OG0001542	sp|P68181|KAPCB_MOUSE	tr|A0A340XE43|A0A340XE43_LIPVE
OG0001543	sp|P24383|WNT7A_MOUSE	tr|A0A340WKI3|A0A340WKI3_LIPVE
OG0001543	sp|P28047|WNT7B_MOUSE	tr|A0A340X3X9|A0A340X3X9_LIPVE
OG0001544	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A340Y7U1|A0A340Y7U1_LIPVE
OG0001544	sp|Q91WD8|NCKX1_MOUSE	tr|A0A340WKP3|A0A340WKP3_LIPVE
OG0001545	sp|Q91V51|TTLL1_MOUSE, sp|A4Q9F3|TTL10_MOUSE, sp|A4Q9E4|TTLL2_MOUSE	tr|A0A340X4C3|A0A340X4C3_LIPVE
OG0001546	sp|Q68FD7|FNIP1_MOUSE	tr|A0A340XR36|A0A340XR36_LIPVE
OG0001546	sp|Q80TD3|FNIP2_MOUSE	tr|A0A340WHT8|A0A340WHT8_LIPVE
OG0001547	sp|Q8BGK6|YLAT2_MOUSE	tr|A0A340WSH1|A0A340WSH1_LIPVE
OG0001547	sp|Q9Z1K8|YLAT1_MOUSE	tr|A0A340WR77|A0A340WR77_LIPVE
OG0001548	sp|Q9Z2B2|UCP5_MOUSE	tr|A0A340WSE5|A0A340WSE5_LIPVE
OG0001548	sp|Q9CR58|KMCP1_MOUSE	tr|A0A340Y4V5|A0A340Y4V5_LIPVE
OG0001549	sp|Q62167|DDX3X_MOUSE, sp|P16381|DDX3L_MOUSE, sp|Q62095|DDX3Y_MOUSE	tr|A0A340XB15|A0A340XB15_LIPVE
OG0001550	sp|D3YXK2|SAFB1_MOUSE	tr|A0A340XGJ2|A0A340XGJ2_LIPVE
OG0001550	sp|Q80YR5|SAFB2_MOUSE	tr|A0A340XNK7|A0A340XNK7_LIPVE
OG0001551	sp|Q91ZW3|SMCA5_MOUSE	tr|A0A340XRW4|A0A340XRW4_LIPVE
OG0001551	sp|Q6PGB8|SMCA1_MOUSE	tr|A0A340WU09|A0A340WU09_LIPVE
OG0001552	sp|Q9DBD2|MARH8_MOUSE	tr|A0A340WH65|A0A340WH65_LIPVE
