Orthogroup	Mus_musculus	Pteropus_alecto
OG0001684	sp|Q8BRK8|AAPK2_MOUSE	tr|L5K5X1|L5K5X1_PTEAL
OG0001685	sp|Q9D8X5|CNOT8_MOUSE	tr|L5L1K0|L5L1K0_PTEAL
OG0001685	sp|Q60809|CNOT7_MOUSE	tr|L5KBZ3|L5KBZ3_PTEAL
OG0001686	sp|P61620|S61A1_MOUSE	tr|L5KUQ2|L5KUQ2_PTEAL
OG0001686	sp|Q9JLR1|S61A2_MOUSE	tr|L5L0Z6|L5L0Z6_PTEAL
OG0001687	sp|P49698|HNF4A_MOUSE	tr|L5JY04|L5JY04_PTEAL
OG0001687	sp|Q9WUU6|HNF4G_MOUSE	tr|L5JTP8|L5JTP8_PTEAL
OG0001688	sp|P58462|FOXP1_MOUSE	tr|L5K8A4|L5K8A4_PTEAL
OG0001688	sp|P58463|FOXP2_MOUSE	tr|L5KR70|L5KR70_PTEAL
OG0001689	sp|P52623|UCK1_MOUSE	tr|L5K7F4|L5K7F4_PTEAL
OG0001689	sp|Q99PM9|UCK2_MOUSE	tr|L5KZU5|L5KZU5_PTEAL
OG0001690	sp|Q5RJF7|CA2D4_MOUSE	tr|L5JU98|L5JU98_PTEAL
OG0001690	sp|Q9Z1L5|CA2D3_MOUSE	tr|L5K8W8|L5K8W8_PTEAL
OG0001691	sp|Q61510|TRI25_MOUSE, tr|Q3V061|Q3V061_MOUSE, sp|Q8BFW4|TRI65_MOUSE	tr|L5JRZ1|L5JRZ1_PTEAL
OG0001692	sp|Q06138|CAB39_MOUSE	tr|L5L1H5|L5L1H5_PTEAL
OG0001692	sp|Q9DB16|CB39L_MOUSE	tr|L5KB53|L5KB53_PTEAL
OG0001693	sp|P35700|PRDX1_MOUSE	tr|L5K6I5|L5K6I5_PTEAL
OG0001693	sp|Q61171|PRDX2_MOUSE	tr|L5K7E7|L5K7E7_PTEAL
OG0001694	tr|Q6NXL1|Q6NXL1_MOUSE	tr|L5K7W3|L5K7W3_PTEAL
OG0001694	tr|G3X972|G3X972_MOUSE	tr|L5KDA7|L5KDA7_PTEAL
OG0001695	tr|E9Q166|E9Q166_MOUSE	tr|L5KSU8|L5KSU8_PTEAL
OG0001695	sp|Q8CDM1|ATAD2_MOUSE	tr|L5KB31|L5KB31_PTEAL
OG0001696	sp|Q8CFI0|NED4L_MOUSE	tr|L5KJY1|L5KJY1_PTEAL
OG0001696	sp|P46935|NEDD4_MOUSE	tr|L5K3S5|L5K3S5_PTEAL
OG0001697	sp|Q9D0F4|NKAP_MOUSE	tr|L5L6G6|L5L6G6_PTEAL
OG0001697	sp|Q5SZT7|NKAPL_MOUSE	tr|L5JTI5|L5JTI5_PTEAL
OG0001698	tr|F8VQK3|F8VQK3_MOUSE	tr|L5KYI9|L5KYI9_PTEAL
OG0001698	sp|Q9ERL9|GCYA1_MOUSE	tr|L5K9T6|L5K9T6_PTEAL
OG0001699	sp|P52912|TIA1_MOUSE	tr|L5KT20|L5KT20_PTEAL
OG0001699	sp|P70318|TIAR_MOUSE	tr|L5K2E9|L5K2E9_PTEAL
OG0001700	sp|Q8R1K4|AT2L2_MOUSE	tr|L5JV33|L5JV33_PTEAL
OG0001700	sp|Q8BWU8|AT2L1_MOUSE	tr|L5K7F9|L5K7F9_PTEAL
OG0001701	sp|Q8BJ42|DLGP2_MOUSE	tr|L5KEG3|L5KEG3_PTEAL
OG0001701	sp|Q9D415|DLGP1_MOUSE	tr|L5K205|L5K205_PTEAL
OG0001702	sp|Q8C0R0|UBP37_MOUSE, sp|Q9ES63|UBP29_MOUSE, sp|Q99MX1|UBP26_MOUSE	tr|L5L1R3|L5L1R3_PTEAL
OG0001703	sp|Q9R1V4|ADA11_MOUSE	tr|L5KRW8|L5KRW8_PTEAL
OG0001703	sp|Q9R1V7|ADA23_MOUSE	tr|L5JZX4|L5JZX4_PTEAL
OG0001704	tr|D3Z1A5|D3Z1A5_MOUSE	tr|L5KKW7|L5KKW7_PTEAL
OG0001704	sp|P58459|ATS10_MOUSE	tr|L5KC38|L5KC38_PTEAL
OG0001705	sp|P43345|TLX1_MOUSE	tr|L5JN32|L5JN32_PTEAL
OG0001705	sp|O55144|TLX3_MOUSE	tr|L5L1R4|L5L1R4_PTEAL
OG0001706	sp|O08912|GALT1_MOUSE	tr|L5K4G4|L5K4G4_PTEAL
OG0001706	sp|Q8CF93|GLT13_MOUSE	tr|L5JYT1|L5JYT1_PTEAL
OG0001707	sp|Q922D4|PP6R3_MOUSE	tr|L5KR46|L5KR46_PTEAL
OG0001707	sp|Q7TSI3|PP6R1_MOUSE	tr|L5KCV7|L5KCV7_PTEAL
OG0001708	sp|O88958|GNPI1_MOUSE	tr|L5JXK7|L5JXK7_PTEAL
OG0001708	sp|Q9CRC9|GNPI2_MOUSE	tr|L5JZF6|L5JZF6_PTEAL
OG0001709	sp|Q9QZE5|COPG1_MOUSE	tr|L5KUV7|L5KUV7_PTEAL
OG0001709	sp|Q9QXK3|COPG2_MOUSE	tr|L5KSR6|L5KSR6_PTEAL
OG0001710	tr|G3X942|G3X942_MOUSE	tr|L5KSL7|L5KSL7_PTEAL
OG0001710	sp|Q7TT15|GLT17_MOUSE	tr|L5K648|L5K648_PTEAL
OG0001711	sp|Q9D6A1|MYO1H_MOUSE	tr|L5JWV0|L5JWV0_PTEAL
OG0001711	sp|Q9WTI7|MYO1C_MOUSE	tr|L5JUE5|L5JUE5_PTEAL
OG0001712	sp|Q62267|SPR1B_MOUSE	tr|L5JTQ8|L5JTQ8_PTEAL
OG0001712	sp|Q62266|SPR1A_MOUSE	tr|L5JX44|L5JX44_PTEAL
OG0001713	sp|Q03526|ITK_MOUSE	tr|L5L1K8|L5L1K8_PTEAL
OG0001713	sp|P24604|TEC_MOUSE	tr|L5JZG9|L5JZG9_PTEAL
OG0001714	sp|Q8CBQ5|P4K2B_MOUSE	tr|L5K4I5|L5K4I5_PTEAL
OG0001714	sp|Q2TBE6|P4K2A_MOUSE	tr|L5JQ25|L5JQ25_PTEAL
OG0001715	sp|Q9DB52|PBIR1_MOUSE	tr|L5K695|L5K695_PTEAL
OG0001715	sp|Q6NZE7|PBIR2_MOUSE	tr|L5JZG7|L5JZG7_PTEAL
OG0001716	sp|Q8BFZ9|ERLN2_MOUSE	tr|L5KD97|L5KD97_PTEAL
OG0001716	sp|Q91X78|ERLN1_MOUSE	tr|L5JRQ0|L5JRQ0_PTEAL
OG0001717	sp|Q9DBS9|OSBL3_MOUSE	tr|L5KNU5|L5KNU5_PTEAL
OG0001717	sp|Q8BXR9|OSBL6_MOUSE	tr|L5K2L0|L5K2L0_PTEAL
OG0001718	sp|O35308|MOT3_MOUSE	tr|L5KHI8|L5KHI8_PTEAL
OG0001718	sp|P57787|MOT4_MOUSE	tr|L5KLM5|L5KLM5_PTEAL
OG0001719	sp|Q5FW53|MBPHL_MOUSE	tr|L5K3E1|L5K3E1_PTEAL
OG0001719	sp|P70402|MYBPH_MOUSE	tr|L5KXD5|L5KXD5_PTEAL
OG0001720	tr|Q8VGX7|Q8VGX7_MOUSE, tr|Q8VH14|Q8VH14_MOUSE	tr|L5L881|L5L881_PTEAL, tr|L5L8N5|L5L8N5_PTEAL
OG0001721	sp|Q811J3|IREB2_MOUSE	tr|L5L5P0|L5L5P0_PTEAL
OG0001721	sp|P28271|ACOHC_MOUSE	tr|L5KH96|L5KH96_PTEAL
OG0001722	sp|Q8K402|TBX22_MOUSE	tr|L5KES5|L5KES5_PTEAL
OG0001722	sp|O70306|TBX15_MOUSE	tr|L5K5B6|L5K5B6_PTEAL
OG0001723	sp|Q9QXP7|C1QT1_MOUSE	tr|L5KN92|L5KN92_PTEAL
OG0001723	sp|Q6IR41|C1QT6_MOUSE	tr|L5KHQ6|L5KHQ6_PTEAL
OG0001724	sp|P59997|KDM2A_MOUSE	tr|L5KPP2|L5KPP2_PTEAL
OG0001724	sp|Q6P1G2|KDM2B_MOUSE	tr|L5KSD2|L5KSD2_PTEAL
OG0001725	sp|Q99MI1|RB6I2_MOUSE	tr|L5JU94|L5JU94_PTEAL
OG0001725	sp|Q6PH08|ERC2_MOUSE	tr|L5K8H1|L5K8H1_PTEAL
OG0001726	sp|Q8BHA1|LRC24_MOUSE	tr|L5KJC4|L5KJC4_PTEAL, tr|L5L0T7|L5L0T7_PTEAL, tr|L5K6R0|L5K6R0_PTEAL
OG0001727	sp|P0C192|LRC4B_MOUSE	tr|L5L506|L5L506_PTEAL
OG0001727	sp|Q8C031|LRC4C_MOUSE	tr|L5KYH0|L5KYH0_PTEAL
OG0001728	sp|B7ZCC9|AGRG4_MOUSE	tr|L5JUR3|L5JUR3_PTEAL
OG0001728	sp|Q8CJ12|AGRG2_MOUSE	tr|L5KMP6|L5KMP6_PTEAL
OG0001729	sp|Q9DBB4|NAA16_MOUSE	tr|L5KGY0|L5KGY0_PTEAL
OG0001729	sp|Q80UM3|NAA15_MOUSE	tr|L5L2H0|L5L2H0_PTEAL
OG0001730	sp|P62509|ERR3_MOUSE	tr|L5KB81|L5KB81_PTEAL
OG0001730	sp|Q61539|ERR2_MOUSE	tr|L5JNZ2|L5JNZ2_PTEAL
OG0001731	sp|Q80YD3|F205C_MOUSE	tr|L5KBJ3|L5KBJ3_PTEAL, tr|L5KE47|L5KE47_PTEAL, tr|L5KEY1|L5KEY1_PTEAL
OG0001732	tr|Q80ZX0|Q80ZX0_MOUSE	tr|L5K4F5|L5K4F5_PTEAL
OG0001732	sp|Q3U2P1|SC24A_MOUSE	tr|L5JUV5|L5JUV5_PTEAL
OG0001733	sp|Q8BUN9|NCKX2_MOUSE	tr|L5K640|L5K640_PTEAL
OG0001733	sp|Q91WD8|NCKX1_MOUSE	tr|L5K3H7|L5K3H7_PTEAL
OG0001734	sp|Q99MD6|TRXR3_MOUSE	tr|L5KP37|L5KP37_PTEAL
OG0001734	sp|Q9JMH6|TRXR1_MOUSE	tr|L5KIG9|L5KIG9_PTEAL
OG0001735	sp|O09161|CASQ2_MOUSE	tr|L5K3P1|L5K3P1_PTEAL
OG0001735	sp|O09165|CASQ1_MOUSE	tr|L5JVM0|L5JVM0_PTEAL
OG0001736	sp|P09411|PGK1_MOUSE	tr|L5KER8|L5KER8_PTEAL
OG0001736	sp|P09041|PGK2_MOUSE	tr|L5JQ04|L5JQ04_PTEAL
OG0001737	sp|P48410|ABCD1_MOUSE	tr|L5KEF5|L5KEF5_PTEAL
OG0001737	sp|Q61285|ABCD2_MOUSE	tr|L5K9H5|L5K9H5_PTEAL
OG0001738	sp|Q9CZN7|GLYM_MOUSE	tr|L5KWV6|L5KWV6_PTEAL
OG0001738	sp|P50431|GLYC_MOUSE	tr|L5KWA8|L5KWA8_PTEAL
OG0001739	sp|Q9JHG2|RCAN2_MOUSE	tr|L5JMT0|L5JMT0_PTEAL
OG0001739	sp|Q9JHG6|RCAN1_MOUSE	tr|L5K1A3|L5K1A3_PTEAL
OG0001740	sp|Q9JK48|SHLB1_MOUSE	tr|L5K3M0|L5K3M0_PTEAL
OG0001740	sp|Q8R3V5|SHLB2_MOUSE	tr|L5K6C1|L5K6C1_PTEAL
OG0001741	sp|P63330|PP2AA_MOUSE	tr|L5JVK6|L5JVK6_PTEAL
OG0001741	sp|P62715|PP2AB_MOUSE	tr|L5KAR1|L5KAR1_PTEAL
OG0001742	tr|Q9ERT2|Q9ERT2_MOUSE	tr|L5JP11|L5JP11_PTEAL
OG0001742	sp|P21761|TRHR_MOUSE	tr|L5KDM9|L5KDM9_PTEAL
OG0001743	sp|Q6PNC0|DMXL1_MOUSE	tr|L5KJ45|L5KJ45_PTEAL
OG0001743	sp|Q8BPN8|DMXL2_MOUSE	tr|L5K3U7|L5K3U7_PTEAL
OG0001744	sp|Q8R1V4|TMED4_MOUSE	tr|L5KMY3|L5KMY3_PTEAL
OG0001744	sp|Q99KF1|TMED9_MOUSE	tr|L5JUL9|L5JUL9_PTEAL
OG0001745	sp|Q99MN1|SYK_MOUSE	tr|L5KVH4|L5KVH4_PTEAL, tr|L5JLB1|L5JLB1_PTEAL, tr|L5K2D3|L5K2D3_PTEAL
OG0001746	sp|Q9CZE3|RAB32_MOUSE	tr|L5KFT0|L5KFT0_PTEAL
OG0001746	sp|Q8QZZ8|RAB38_MOUSE	tr|L5JND7|L5JND7_PTEAL
OG0001747	sp|A7L9Z8|AT2C2_MOUSE	tr|L5JNF7|L5JNF7_PTEAL
OG0001747	sp|Q80XR2|AT2C1_MOUSE	tr|L5L0E8|L5L0E8_PTEAL
OG0001748	tr|D3YXG1|D3YXG1_MOUSE, sp|P63300|SELW_MOUSE	tr|L5L5P8|L5L5P8_PTEAL, tr|L5JR95|L5JR95_PTEAL
OG0001749	sp|Q80U12|SGSM2_MOUSE	tr|L5JSK1|L5JSK1_PTEAL
OG0001749	sp|Q8BPQ7|SGSM1_MOUSE	tr|L5L5R2|L5L5R2_PTEAL
OG0001750	tr|F6YQT7|F6YQT7_MOUSE	tr|L5JMK2|L5JMK2_PTEAL
OG0001750	sp|Q8CIV3|LIPH_MOUSE	tr|L5JRL1|L5JRL1_PTEAL
OG0001751	sp|Q8CI95|OSB11_MOUSE	tr|L5L1G6|L5L1G6_PTEAL
OG0001751	sp|S4R1M9|OSB10_MOUSE	tr|L5L2K3|L5L2K3_PTEAL
OG0001752	sp|Q61169|GATA6_MOUSE	tr|L5K2X5|L5K2X5_PTEAL
OG0001752	sp|P97489|GATA5_MOUSE	tr|L5K0Y9|L5K0Y9_PTEAL
OG0001753	sp|Q7TQI7|ABTB2_MOUSE	tr|L5KYF2|L5KYF2_PTEAL
OG0001753	sp|Q6GQW0|ABTB3_MOUSE	tr|L5KHQ3|L5KHQ3_PTEAL
OG0001754	sp|E9PUQ8|DGKD_MOUSE	tr|L5L025|L5L025_PTEAL
OG0001754	sp|D3YXJ0|DGKH_MOUSE	tr|L5KHP9|L5KHP9_PTEAL
OG0001755	sp|O35493|CLK4_MOUSE	tr|L5JVT2|L5JVT2_PTEAL
OG0001755	sp|P22518|CLK1_MOUSE	tr|L5K0G8|L5K0G8_PTEAL
OG0001756	sp|Q8C0N1|KIF2B_MOUSE	tr|L5JTS7|L5JTS7_PTEAL
OG0001756	sp|P28740|KIF2A_MOUSE	tr|L5L2N5|L5L2N5_PTEAL
OG0001757	sp|Q2MHE5|DOK6_MOUSE, sp|Q99KE3|DOK4_MOUSE	tr|L5KXA7|L5KXA7_PTEAL, tr|L5KR98|L5KR98_PTEAL
OG0001758	sp|P58308|OX2R_MOUSE	tr|L5JPX5|L5JPX5_PTEAL
OG0001758	sp|P58307|OX1R_MOUSE	tr|L5JSV7|L5JSV7_PTEAL
OG0001759	sp|Q8BYR5|CAPS2_MOUSE	tr|L5KR60|L5KR60_PTEAL
OG0001759	sp|Q80TJ1|CAPS1_MOUSE	tr|L5K8D6|L5K8D6_PTEAL
OG0001760	sp|A2ARP1|VIP1_MOUSE	tr|L5K4U0|L5K4U0_PTEAL
OG0001760	sp|Q6ZQB6|VIP2_MOUSE	tr|L5KL95|L5KL95_PTEAL
OG0001761	sp|P48377|RFX1_MOUSE	tr|L5K7I6|L5K7I6_PTEAL, tr|L5KWG0|L5KWG0_PTEAL, tr|L5KYA0|L5KYA0_PTEAL
OG0001762	sp|Q8BPB0|MOB1B_MOUSE	tr|L5K8J7|L5K8J7_PTEAL
OG0001762	sp|Q921Y0|MOB1A_MOUSE	tr|L5L3W1|L5L3W1_PTEAL
OG0001763	tr|E9PY16|E9PY16_MOUSE	tr|L5KCD1|L5KCD1_PTEAL
OG0001763	sp|Q8R2V5|ADAP2_MOUSE	tr|L5JQW7|L5JQW7_PTEAL
OG0001764	sp|Q5XPT3|LARG2_MOUSE	tr|L5KXE6|L5KXE6_PTEAL
OG0001764	sp|Q9Z1M7|LARG1_MOUSE	tr|L5KG29|L5KG29_PTEAL
OG0001766	sp|Q8K0Z9|GP153_MOUSE	tr|L5KII4|L5KII4_PTEAL
OG0001766	sp|Q3UN16|GP162_MOUSE	tr|L5KFU4|L5KFU4_PTEAL
OG0001767	sp|Q8CGR5|KLK14_MOUSE, tr|Q9D140|Q9D140_MOUSE, sp|Q9Z0M1|KLK4_MOUSE	tr|L5L5E5|L5L5E5_PTEAL
OG0001768	sp|Q80U78|PUM1_MOUSE	tr|L5JUR1|L5JUR1_PTEAL
OG0001768	sp|Q80U58|PUM2_MOUSE	tr|L5KT88|L5KT88_PTEAL
OG0001769	sp|Q7TT28|REXO1_MOUSE	tr|L5L6G7|L5L6G7_PTEAL
OG0001769	sp|Q9D9V2|EQTN_MOUSE	tr|L5KYB0|L5KYB0_PTEAL
OG0001770	sp|Q3UFS0|ZY11B_MOUSE	tr|L5K486|L5K486_PTEAL
OG0001770	sp|A2BFL2|ZY11A_MOUSE	tr|L5K6P3|L5K6P3_PTEAL
OG0001771	sp|Q9ES46|PARVB_MOUSE	tr|L5K8B8|L5K8B8_PTEAL
OG0001771	sp|Q9EPC1|PARVA_MOUSE	tr|L5L440|L5L440_PTEAL
OG0001772	sp|Q8BIQ5|CSTF2_MOUSE	tr|L5K0C6|L5K0C6_PTEAL
OG0001772	sp|Q8C7E9|CSTFT_MOUSE	tr|L5JPU7|L5JPU7_PTEAL
OG0001773	sp|P46096|SYT1_MOUSE	tr|L5JVM1|L5JVM1_PTEAL
OG0001773	sp|P46097|SYT2_MOUSE	tr|L5KYF4|L5KYF4_PTEAL
OG0001774	sp|Q66K08|CILP1_MOUSE	tr|L5K1W4|L5K1W4_PTEAL
OG0001774	sp|D3Z7H8|CILP2_MOUSE	tr|L5L7H6|L5L7H6_PTEAL
OG0001775	sp|Q8CHD8|RFIP3_MOUSE	tr|L5KGU0|L5KGU0_PTEAL
OG0001775	sp|Q8BQP8|RFIP4_MOUSE	tr|L5JR33|L5JR33_PTEAL
OG0001776	sp|Q91XQ0|DYH8_MOUSE	tr|L5JLR9|L5JLR9_PTEAL
OG0001776	sp|Q8VHE6|DYH5_MOUSE	tr|L5L1A7|L5L1A7_PTEAL
OG0001777	sp|Q9D7P0|KRA33_MOUSE	tr|L5JQ96|L5JQ96_PTEAL
OG0001777	sp|A2A591|KRA31_MOUSE	tr|L5JQ37|L5JQ37_PTEAL
OG0001778	sp|Q6ZWQ0|SYNE2_MOUSE	tr|L5JYT8|L5JYT8_PTEAL, tr|L5KH68|L5KH68_PTEAL, tr|L5KDA9|L5KDA9_PTEAL
OG0001779	sp|Q7TSV4|PGM2_MOUSE	tr|L5K521|L5K521_PTEAL
OG0001779	sp|Q8CAA7|PGM2L_MOUSE	tr|L5JLX7|L5JLX7_PTEAL
OG0001780	sp|Q9ER39|TOR1A_MOUSE	tr|L5K931|L5K931_PTEAL
OG0001780	sp|Q9ER41|TOR1B_MOUSE	tr|L5K6X5|L5K6X5_PTEAL
OG0001781	sp|Q9WUH2|LHX9_MOUSE	tr|L5L7S8|L5L7S8_PTEAL
OG0001781	sp|Q9Z0S2|LHX2_MOUSE	tr|L5K735|L5K735_PTEAL
OG0001782	sp|Q80SW1|SAHH2_MOUSE	tr|L5K3I0|L5K3I0_PTEAL
OG0001782	sp|Q68FL4|SAHH3_MOUSE	tr|L5KST3|L5KST3_PTEAL
OG0001783	sp|Q9QZI8|SERC1_MOUSE	tr|L5JP35|L5JP35_PTEAL
OG0001783	sp|Q9QZI9|SERC3_MOUSE	tr|L5JYR1|L5JYR1_PTEAL
OG0001784	sp|Q9CZR2|NALD2_MOUSE	tr|L5JNE3|L5JNE3_PTEAL
OG0001784	sp|O35409|FOLH1_MOUSE	tr|L5JNE0|L5JNE0_PTEAL
OG0001785	sp|P21836|ACES_MOUSE	tr|L5K6F0|L5K6F0_PTEAL
OG0001785	sp|Q03311|CHLE_MOUSE	tr|L5KXE2|L5KXE2_PTEAL
OG0001786	sp|P59511|ATS20_MOUSE	tr|L5KDA6|L5KDA6_PTEAL
OG0001786	tr|E9PUN6|E9PUN6_MOUSE	tr|L5K7T0|L5K7T0_PTEAL
OG0001787	sp|P70695|F16P2_MOUSE	tr|L5K4N6|L5K4N6_PTEAL
OG0001787	sp|Q9QXD6|F16P1_MOUSE	tr|L5K7B1|L5K7B1_PTEAL
OG0001788	sp|P58022|LOXL2_MOUSE	tr|L5KND7|L5KND7_PTEAL
OG0001788	sp|Q9Z175|LOXL3_MOUSE	tr|L5L470|L5L470_PTEAL
OG0001789	sp|E9PYH6|SET1A_MOUSE	tr|L5KSV8|L5KSV8_PTEAL, tr|L5L229|L5L229_PTEAL, tr|L5KJP7|L5KJP7_PTEAL
OG0001790	sp|P62911|RL32_MOUSE	tr|L5K984|L5K984_PTEAL, tr|L5K7B2|L5K7B2_PTEAL, tr|L5L0H7|L5L0H7_PTEAL
OG0001791	sp|Q9CW42|MARC1_MOUSE	tr|L5KDU0|L5KDU0_PTEAL
OG0001791	sp|Q922Q1|MARC2_MOUSE	tr|L5KBN4|L5KBN4_PTEAL
OG0001792	sp|O55225|OTOG_MOUSE	tr|L5L713|L5L713_PTEAL
OG0001792	sp|F7A4A7|OTOGL_MOUSE	tr|L5JT02|L5JT02_PTEAL
OG0001793	sp|P43300|EGR3_MOUSE	tr|L5L697|L5L697_PTEAL, tr|L5L7C3|L5L7C3_PTEAL, tr|L5KB40|L5KB40_PTEAL
OG0001794	sp|Q8R090|VMAT1_MOUSE	tr|L5L843|L5L843_PTEAL
OG0001794	sp|Q8BRU6|VMAT2_MOUSE	tr|L5K384|L5K384_PTEAL
OG0001795	sp|P81066|IRX2_MOUSE	tr|L5K9X2|L5K9X2_PTEAL
OG0001795	sp|Q9JKQ4|IRX5_MOUSE	tr|L5KX79|L5KX79_PTEAL
OG0001796	sp|Q62392|PHLA1_MOUSE	tr|L5JTZ6|L5JTZ6_PTEAL
OG0001796	sp|Q9WV95|PHLA3_MOUSE	tr|L5L6M0|L5L6M0_PTEAL
OG0001797	sp|Q6GQT0|CC14A_MOUSE	tr|L5K299|L5K299_PTEAL
OG0001797	sp|Q6PFY9|CC14B_MOUSE	tr|L5K798|L5K798_PTEAL
OG0001798	sp|Q8BKT7|THOC5_MOUSE	tr|L5KAH8|L5KAH8_PTEAL, tr|L5KCM3|L5KCM3_PTEAL, tr|L5L5D7|L5L5D7_PTEAL
OG0001799	sp|P45591|COF2_MOUSE	tr|L5KI23|L5KI23_PTEAL
OG0001799	sp|P18760|COF1_MOUSE	tr|L5KQW5|L5KQW5_PTEAL
OG0001800	sp|P24547|IMDH2_MOUSE	tr|L5KUI8|L5KUI8_PTEAL
OG0001800	sp|P50096|IMDH1_MOUSE	tr|L5KSH4|L5KSH4_PTEAL
OG0001801	sp|Q61220|NELL2_MOUSE	tr|L5KDA1|L5KDA1_PTEAL
OG0001801	sp|Q2VWQ2|NELL1_MOUSE	tr|L5KXU1|L5KXU1_PTEAL
OG0001802	sp|Q99KC8|VMA5A_MOUSE, tr|Q8BGF0|Q8BGF0_MOUSE	tr|L5KH41|L5KH41_PTEAL, tr|L5KND4|L5KND4_PTEAL
OG0001803	sp|P59913|PCMD1_MOUSE	tr|L5KZV2|L5KZV2_PTEAL
OG0001803	sp|Q8BHD8|PCMD2_MOUSE	tr|L5K1U6|L5K1U6_PTEAL
OG0001804	sp|Q8BM85|TBCK_MOUSE	tr|L5K4Z3|L5K4Z3_PTEAL, tr|L5K8U1|L5K8U1_PTEAL, tr|L5K465|L5K465_PTEAL
OG0001805	sp|Q52KP5|NXPE4_MOUSE	tr|L5KJT4|L5KJT4_PTEAL
OG0001805	sp|Q3U095|NXPE2_MOUSE	tr|L5KK30|L5KK30_PTEAL
OG0001806	sp|P27048|RSMB_MOUSE	tr|L5JXH4|L5JXH4_PTEAL
OG0001806	sp|P63163|RSMN_MOUSE	tr|L5L0B4|L5L0B4_PTEAL
OG0001807	sp|O08691|ARGI2_MOUSE	tr|L5KEB5|L5KEB5_PTEAL
OG0001807	sp|Q61176|ARGI1_MOUSE	tr|L5JMT6|L5JMT6_PTEAL
OG0001808	sp|Q91ZR2|SNX18_MOUSE	tr|L5KLH7|L5KLH7_PTEAL
OG0001808	sp|Q4VAA7|SNX33_MOUSE	tr|L5JWP6|L5JWP6_PTEAL
OG0001809	sp|Q80SY3|VA0D2_MOUSE	tr|L5JVX4|L5JVX4_PTEAL
OG0001809	sp|P51863|VA0D1_MOUSE	tr|L5KU74|L5KU74_PTEAL
OG0001810	sp|Q8K088|ZBTB6_MOUSE	tr|L5K6L9|L5K6L9_PTEAL
OG0001810	tr|Q8C8S0|Q8C8S0_MOUSE	tr|L5K8S5|L5K8S5_PTEAL
OG0001811	sp|P35569|IRS1_MOUSE	tr|L5L1J5|L5L1J5_PTEAL
OG0001811	sp|P81122|IRS2_MOUSE	tr|L5KVB1|L5KVB1_PTEAL
OG0001812	sp|Q8BGT8|PHIPL_MOUSE	tr|L5KDI1|L5KDI1_PTEAL
OG0001812	sp|Q8K0S0|PHYIP_MOUSE	tr|L5L686|L5L686_PTEAL
OG0001813	tr|G3XA20|G3XA20_MOUSE	tr|L5KZ34|L5KZ34_PTEAL
OG0001813	sp|Q925T6|GRIP1_MOUSE	tr|L5JTV6|L5JTV6_PTEAL
OG0001814	sp|Q9D9G3|CHIC2_MOUSE	tr|L5JYS6|L5JYS6_PTEAL
OG0001814	sp|Q8CBW7|CHIC1_MOUSE	tr|L5KBU8|L5KBU8_PTEAL
OG0001815	tr|B2RXC8|B2RXC8_MOUSE	tr|L5KZ86|L5KZ86_PTEAL
OG0001815	sp|Q9Z176|P2R3D_MOUSE	tr|L5KAX8|L5KAX8_PTEAL
OG0001816	tr|J3QQ10|J3QQ10_MOUSE, sp|Q9D011|MPLKI_MOUSE	tr|L5JSU5|L5JSU5_PTEAL, tr|L5L1B6|L5L1B6_PTEAL
OG0001817	sp|P70406|UCP2_MOUSE	tr|L5JLX2|L5JLX2_PTEAL
OG0001817	sp|P56501|UCP3_MOUSE	tr|L5JNL2|L5JNL2_PTEAL
OG0001818	sp|Q62226|SHH_MOUSE	tr|L5L7N6|L5L7N6_PTEAL
OG0001818	sp|P97812|IHH_MOUSE	tr|L5L2B5|L5L2B5_PTEAL
OG0001819	sp|Q01279|EGFR_MOUSE	tr|L5KPW2|L5KPW2_PTEAL
OG0001819	sp|P70424|ERBB2_MOUSE	tr|L5JQ69|L5JQ69_PTEAL
OG0001820	sp|Q0VAW7|ZN112_MOUSE	tr|L5KN22|L5KN22_PTEAL, tr|L5KPZ2|L5KPZ2_PTEAL, tr|L5KM38|L5KM38_PTEAL
OG0001821	sp|Q8R4I1|ATX7_MOUSE	tr|L5KB83|L5KB83_PTEAL, tr|L5JPH5|L5JPH5_PTEAL, tr|L5K1Y4|L5K1Y4_PTEAL
OG0001822	sp|P25444|RS2_MOUSE	tr|L5JW01|L5JW01_PTEAL, tr|L5KIF0|L5KIF0_PTEAL, tr|L5KJT6|L5KJT6_PTEAL
OG0001823	sp|Q9JJ61|GLT16_MOUSE	tr|L5L2S7|L5L2S7_PTEAL, tr|L5JU66|L5JU66_PTEAL, tr|L5KE22|L5KE22_PTEAL
OG0001824	tr|O88933|O88933_MOUSE	tr|L5KWR2|L5KWR2_PTEAL
OG0001824	sp|Q06348|PRRX2_MOUSE	tr|L5K9T2|L5K9T2_PTEAL
OG0001825	sp|Q8CCK0|H2AW_MOUSE	tr|L5KGE6|L5KGE6_PTEAL
OG0001825	sp|Q9QZQ8|H2AY_MOUSE	tr|L5JUB7|L5JUB7_PTEAL
OG0001826	sp|Q64143|P55G_MOUSE	tr|L5K6I9|L5K6I9_PTEAL
OG0001826	sp|P26450|P85A_MOUSE	tr|L5KID2|L5KID2_PTEAL
OG0001827	sp|P63323|RS12_MOUSE	tr|L5KB10|L5KB10_PTEAL, tr|L5KED6|L5KED6_PTEAL, tr|L5JL21|L5JL21_PTEAL
