Orthogroup	Mus_musculus	Dipodomys_ordii
OG0001876	sp|D2EAC2|ZBED6_MOUSE	tr|A0A1S3F9Z2|A0A1S3F9Z2_DIPOR, tr|A0A1S3GV47|A0A1S3GV47_DIPOR
OG0001877	sp|Q91WB2|PLPP7_MOUSE, sp|Q9D4F2|PLPP6_MOUSE	tr|A0A1S3FL86|A0A1S3FL86_DIPOR
OG0001878	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A1S3GX22|A0A1S3GX22_DIPOR, tr|A0A1S3G9G4|A0A1S3G9G4_DIPOR
OG0001879	sp|Q8R0A6|VTM2A_MOUSE, sp|Q9JME9|VTM2B_MOUSE	tr|A0A1S3GRI7|A0A1S3GRI7_DIPOR
OG0001880	sp|P35569|IRS1_MOUSE, sp|P81122|IRS2_MOUSE	tr|A0A1S3EU45|A0A1S3EU45_DIPOR
OG0001881	tr|E9PXC0|E9PXC0_MOUSE, sp|P14576|SRP54_MOUSE	tr|A0A1S3EUU4|A0A1S3EUU4_DIPOR
OG0001882	sp|P70412|CUZD1_MOUSE	tr|A0A1S3FLK8|A0A1S3FLK8_DIPOR, tr|A0A1S3FL85|A0A1S3FL85_DIPOR
OG0001883	sp|Q9JL95|PRG3_MOUSE, sp|Q61878|PRG2_MOUSE	tr|A0A1S3G7J8|A0A1S3G7J8_DIPOR
OG0001884	sp|Q9ER35|FN3K_MOUSE, sp|Q8K274|KT3K_MOUSE	tr|A0A1S3GK48|A0A1S3GK48_DIPOR
OG0001885	tr|A2AHM8|A2AHM8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE	tr|A0A1S3FB95|A0A1S3FB95_DIPOR
OG0001886	sp|Q9QXS1|PLEC_MOUSE, sp|Q8R0W0|EPIPL_MOUSE	tr|A0A1S3GKI2|A0A1S3GKI2_DIPOR
OG0001887	sp|Q920N1|ODF3A_MOUSE, sp|Q5M8M2|ODF3B_MOUSE	tr|A0A1S3GLE9|A0A1S3GLE9_DIPOR
OG0001888	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE	tr|A0A1S3GQT3|A0A1S3GQT3_DIPOR
OG0001889	tr|Q5U452|Q5U452_MOUSE, sp|Q99PW4|PRPKB_MOUSE	tr|A0A1S3EQJ2|A0A1S3EQJ2_DIPOR
OG0001890	sp|P68254|1433T_MOUSE	tr|A0A1S3EXT1|A0A1S3EXT1_DIPOR, tr|A0A1S3GCS5|A0A1S3GCS5_DIPOR
OG0001891	sp|Q3UGC7|EI3JA_MOUSE, sp|Q66JS6|EI3JB_MOUSE	tr|A0A1S3EPN1|A0A1S3EPN1_DIPOR
OG0001892	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A1S3EZE7|A0A1S3EZE7_DIPOR, tr|A0A1S3GPT5|A0A1S3GPT5_DIPOR
OG0001893	sp|Q8BI36|JKAMP_MOUSE, tr|Q9CR05|Q9CR05_MOUSE	tr|A0A1S3F761|A0A1S3F761_DIPOR
OG0001894	sp|Q9DC63|FBX3_MOUSE	tr|A0A1S3G064|A0A1S3G064_DIPOR, tr|A0A1S3FGA2|A0A1S3FGA2_DIPOR
OG0001895	sp|Q9WTP6|KAD2_MOUSE	tr|A0A1S3GSX5|A0A1S3GSX5_DIPOR, tr|A0A1S3FJA4|A0A1S3FJA4_DIPOR
OG0001896	sp|Q9DAC0|CLF2B_MOUSE, sp|Q9DAR1|CLF2A_MOUSE	tr|A0A1S3EXD8|A0A1S3EXD8_DIPOR
OG0001897	sp|Q9JLJ4|ELOV2_MOUSE, sp|Q8BHI7|ELOV5_MOUSE	tr|A0A1S3F8E8|A0A1S3F8E8_DIPOR
OG0001898	sp|P40336|VP26A_MOUSE	tr|A0A1S3F7T4|A0A1S3F7T4_DIPOR, tr|A0A1S3FHE6|A0A1S3FHE6_DIPOR
OG0001899	sp|Q6PZD9|CEBPE_MOUSE, sp|Q00322|CEBPD_MOUSE	tr|A0A1S3FW76|A0A1S3FW76_DIPOR
OG0001900	tr|J3KMP8|J3KMP8_MOUSE, sp|Q7SIG6|ASAP2_MOUSE	tr|A0A1S3EYK3|A0A1S3EYK3_DIPOR
OG0001901	sp|Q8CFG9|C1RB_MOUSE, sp|Q8CG16|C1RA_MOUSE	tr|A0A1S3FRG5|A0A1S3FRG5_DIPOR
OG0001902	sp|P50615|BTG3_MOUSE, sp|O70552|BTG4_MOUSE	tr|A0A1S3GE23|A0A1S3GE23_DIPOR
OG0001903	tr|G3UWD9|G3UWD9_MOUSE, sp|Q5SZA1|NPT3_MOUSE	tr|A0A1S3GP77|A0A1S3GP77_DIPOR
OG0001904	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A1S3GVM9|A0A1S3GVM9_DIPOR, tr|A0A1S3GLZ4|A0A1S3GLZ4_DIPOR
OG0001905	sp|P56450|MC4R_MOUSE, sp|Q01727|MSHR_MOUSE	tr|A0A1S3FDP1|A0A1S3FDP1_DIPOR
OG0001906	sp|Q2EMV9|PAR14_MOUSE	tr|A0A1S3FFP6|A0A1S3FFP6_DIPOR, tr|A0A1S3FF07|A0A1S3FF07_DIPOR
OG0001907	tr|Q5NCD0|Q5NCD0_MOUSE, tr|A2ASV3|A2ASV3_MOUSE	tr|A0A1S3G782|A0A1S3G782_DIPOR
OG0001908	sp|A2CE44|ZXDB_MOUSE	tr|A0A1S3GTZ2|A0A1S3GTZ2_DIPOR, tr|A0A1S3GUB6|A0A1S3GUB6_DIPOR
OG0001909	sp|Q66T02|PKHG5_MOUSE	tr|A0A1S3GUS4|A0A1S3GUS4_DIPOR, tr|A0A1S3FJP4|A0A1S3FJP4_DIPOR
OG0001910	sp|Q711T7|NADE_MOUSE	tr|A0A1S3GVD5|A0A1S3GVD5_DIPOR, tr|A0A1S3FJ68|A0A1S3FJ68_DIPOR
OG0001911	sp|P08074|CBR2_MOUSE	tr|A0A1S3GIN7|A0A1S3GIN7_DIPOR, tr|A0A1S3GYW6|A0A1S3GYW6_DIPOR
OG0001912	sp|Q8BGS2|BOLA2_MOUSE	tr|A0A1S3ERH2|A0A1S3ERH2_DIPOR, tr|A0A1S3EUB3|A0A1S3EUB3_DIPOR
OG0001913	sp|Q14BB9|MA6D1_MOUSE, sp|Q7TSJ2|MAP6_MOUSE	tr|A0A1S3EYC9|A0A1S3EYC9_DIPOR
OG0001914	sp|P28235|CXA4_MOUSE	tr|A0A1S3FHM0|A0A1S3FHM0_DIPOR, tr|A0A1S3F842|A0A1S3F842_DIPOR
OG0001915	tr|Q80X68|Q80X68_MOUSE, sp|Q9CZU6|CISY_MOUSE	tr|A0A1S3FLL5|A0A1S3FLL5_DIPOR
OG0001916	sp|P97762|RP9_MOUSE	tr|A0A1S3GQP1|A0A1S3GQP1_DIPOR, tr|A0A1S3GPH1|A0A1S3GPH1_DIPOR
OG0001917	sp|Q91WN3|S7A13_MOUSE, tr|Q8VIE6|Q8VIE6_MOUSE	tr|A0A1S3ETW4|A0A1S3ETW4_DIPOR
OG0001918	tr|A2AMD0|A2AMD0_MOUSE, sp|Q05CL8|LARP7_MOUSE	tr|A0A1S3FTW1|A0A1S3FTW1_DIPOR
OG0001919	tr|D3Z1H5|D3Z1H5_MOUSE, tr|D3Z5D4|D3Z5D4_MOUSE	tr|A0A1S3GLU0|A0A1S3GLU0_DIPOR
OG0001920	tr|Q5SPH3|Q5SPH3_MOUSE	tr|A0A1S3F3I6|A0A1S3F3I6_DIPOR, tr|A0A1S3F4F5|A0A1S3F4F5_DIPOR
OG0001921	sp|P97872|FMO5_MOUSE	tr|A0A1S3FAZ4|A0A1S3FAZ4_DIPOR, tr|A0A1S3FCC7|A0A1S3FCC7_DIPOR
OG0001922	sp|Q3UZ39|LRRF1_MOUSE, sp|Q91WK0|LRRF2_MOUSE	tr|A0A1S3G354|A0A1S3G354_DIPOR
OG0001923	sp|Q8CGR7|UPP2_MOUSE, sp|P52624|UPP1_MOUSE	tr|A0A1S3GBG6|A0A1S3GBG6_DIPOR
OG0001924	sp|A0A140LHF2|VSXL2_MOUSE, sp|D3YX43|VSI10_MOUSE	tr|A0A1S3EZA9|A0A1S3EZA9_DIPOR
OG0001925	sp|Q8K2D6|DCTD_MOUSE	tr|A0A1S3GMZ4|A0A1S3GMZ4_DIPOR, tr|A0A1S3G275|A0A1S3G275_DIPOR
OG0001926	sp|Q02248|CTNB1_MOUSE, sp|Q02257|PLAK_MOUSE	tr|A0A1S3GZ48|A0A1S3GZ48_DIPOR
OG0001927	tr|E9Q9Y3|E9Q9Y3_MOUSE, sp|Q9D541|CCDC7_MOUSE	tr|A0A1S3EL68|A0A1S3EL68_DIPOR
OG0001928	sp|A6H6T1|PRS40_MOUSE, sp|O70169|PRS39_MOUSE	tr|A0A1S3FII8|A0A1S3FII8_DIPOR
OG0001929	sp|Q08093|CNN2_MOUSE	tr|A0A1S3FQS8|A0A1S3FQS8_DIPOR, tr|A0A1S3EMD6|A0A1S3EMD6_DIPOR
OG0001930	sp|Q8VED2|BL1S4_MOUSE	tr|A0A1S3FSL2|A0A1S3FSL2_DIPOR, tr|A0A1S3FT65|A0A1S3FT65_DIPOR
OG0001931	sp|A2AEY4|MA7D3_MOUSE, sp|A2AG50|MA7D2_MOUSE	tr|A0A1S3FZC7|A0A1S3FZC7_DIPOR
OG0001932	sp|Q6NVD0|FREM2_MOUSE, sp|Q5H8B9|FREM3_MOUSE	tr|A0A1S3GDL4|A0A1S3GDL4_DIPOR
OG0001933	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	tr|A0A1S3FRR3|A0A1S3FRR3_DIPOR
OG0001934	sp|Q5XJY6|FANCB_MOUSE	tr|A0A1S3GFF1|A0A1S3GFF1_DIPOR, tr|A0A1S3GD79|A0A1S3GD79_DIPOR
OG0001935	sp|Q8BWG8|ARRB1_MOUSE, sp|Q9EQP6|ARRC_MOUSE	tr|A0A1S3EYP2|A0A1S3EYP2_DIPOR
OG0001936	sp|Q6P8Y1|CAPSL_MOUSE	tr|A0A1S3FBM5|A0A1S3FBM5_DIPOR, tr|A0A1S3FNS4|A0A1S3FNS4_DIPOR
OG0001937	sp|Q8R1M8|MPTX_MOUSE, tr|D3YYJ7|D3YYJ7_MOUSE	tr|A0A1S3GAU5|A0A1S3GAU5_DIPOR
OG0001938	sp|P52293|IMA1_MOUSE, sp|C0LLJ0|IMA8_MOUSE	tr|A0A1S3H041|A0A1S3H041_DIPOR
OG0001939	sp|Q06180|PTN2_MOUSE	tr|A0A1S3FMR2|A0A1S3FMR2_DIPOR, tr|A0A1S3G3H3|A0A1S3G3H3_DIPOR
OG0001940	sp|Q9JMG1|EDF1_MOUSE	tr|A0A1S3FQQ4|A0A1S3FQQ4_DIPOR, tr|A0A1S3G974|A0A1S3G974_DIPOR
OG0001941	sp|Q32MW3|ACO10_MOUSE, sp|Q9R0X4|ACOT9_MOUSE	tr|A0A1S3G1R3|A0A1S3G1R3_DIPOR
OG0001943	sp|O54897|GPR27_MOUSE, sp|Q6PI62|GP173_MOUSE	tr|A0A1S3GTT9|A0A1S3GTT9_DIPOR
OG0001944	sp|P40936|INMT_MOUSE, sp|O55239|NNMT_MOUSE	tr|A0A1S3EMP2|A0A1S3EMP2_DIPOR
OG0001945	sp|P83861|QRFPR_MOUSE, tr|G3UWA8|G3UWA8_MOUSE	tr|A0A1S3FM02|A0A1S3FM02_DIPOR
OG0001946	sp|Q5SQY2|BOD1_MOUSE, sp|E9Q6J5|BD1L1_MOUSE	tr|A0A1S3EK71|A0A1S3EK71_DIPOR
OG0001947	sp|O88509|DNM3B_MOUSE, sp|P0DOY1|DNM3C_MOUSE	tr|A0A1S3EP85|A0A1S3EP85_DIPOR
OG0001948	tr|Q9CZU9|Q9CZU9_MOUSE, tr|E0CXS8|E0CXS8_MOUSE	tr|A0A1S3EZE6|A0A1S3EZE6_DIPOR
OG0001949	sp|O09107|INSL3_MOUSE, sp|Q9WUG6|INSL5_MOUSE	tr|A0A1S3FJF1|A0A1S3FJF1_DIPOR
OG0001950	sp|Q8K4N2|SG11A_MOUSE, sp|Q3UW43|SG11B_MOUSE	tr|A0A1S3FSX3|A0A1S3FSX3_DIPOR
OG0001951	sp|Q14B98|SESQ2_MOUSE, sp|Q8BH49|SESQ1_MOUSE	tr|A0A1S3FWT9|A0A1S3FWT9_DIPOR
OG0001952	tr|D3Z5V4|D3Z5V4_MOUSE	tr|A0A1S3GN77|A0A1S3GN77_DIPOR, tr|A0A1S3GV10|A0A1S3GV10_DIPOR
OG0001953	tr|B7ZP21|B7ZP21_MOUSE, tr|F6ZGD5|F6ZGD5_MOUSE	tr|A0A1S3EUL2|A0A1S3EUL2_DIPOR
OG0001954	sp|Q9ESN5|CENPK_MOUSE	tr|A0A1S3FB09|A0A1S3FB09_DIPOR, tr|A0A1S3FVV3|A0A1S3FVV3_DIPOR
OG0001955	sp|Q64385|I11RA_MOUSE, sp|P70225|I11RB_MOUSE	tr|A0A1S3FZS0|A0A1S3FZS0_DIPOR
OG0001956	sp|Q8VEG0|CCD71_MOUSE, tr|E9Q4T4|E9Q4T4_MOUSE	tr|A0A1S3G5B4|A0A1S3G5B4_DIPOR
OG0001957	tr|E9PWZ3|E9PWZ3_MOUSE, sp|P27659|RL3_MOUSE	tr|A0A1S3FWX3|A0A1S3FWX3_DIPOR
OG0001958	sp|P56916|GSC2_MOUSE, tr|O88933|O88933_MOUSE	tr|A0A1S3GE31|A0A1S3GE31_DIPOR
OG0001959	sp|O54707|KLRD1_MOUSE, sp|Q8CJC7|KLRE1_MOUSE	tr|A0A1S3GSA3|A0A1S3GSA3_DIPOR
OG0001960	sp|Q3UNH4|GRIN1_MOUSE, tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A1S3GT99|A0A1S3GT99_DIPOR
OG0001961	sp|Q80Z71|TENN_MOUSE	tr|A0A1S3F2V8|A0A1S3F2V8_DIPOR, tr|A0A1S3GUI3|A0A1S3GUI3_DIPOR
OG0001962	sp|P26645|MARCS_MOUSE, sp|P28667|MRP_MOUSE	tr|A0A1S3FIR7|A0A1S3FIR7_DIPOR
OG0001963	sp|Q9ER62|TNR22_MOUSE, sp|Q9ER63|TNR23_MOUSE	tr|A0A1S3FJW0|A0A1S3FJW0_DIPOR
OG0001964	sp|Q80ZE4|PAQR7_MOUSE, sp|Q80ZE5|PAQR8_MOUSE	tr|A0A1S3GIQ0|A0A1S3GIQ0_DIPOR
OG0001965	sp|P97361|BPIA1_MOUSE, sp|Q9CQX3|BPIA5_MOUSE	tr|A0A1S3EQA3|A0A1S3EQA3_DIPOR
OG0001966	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A1S3F9C3|A0A1S3F9C3_DIPOR, tr|A0A1S3EQX6|A0A1S3EQX6_DIPOR
OG0001967	sp|P63037|DNJA1_MOUSE, sp|Q9JMC3|DNJA4_MOUSE	tr|A0A1S3FZV9|A0A1S3FZV9_DIPOR
OG0001969	sp|Q8BKG3|PTK7_MOUSE, sp|Q3V1M1|IGS10_MOUSE	tr|A0A1S3FES9|A0A1S3FES9_DIPOR
OG0001970	sp|P02772|FETA_MOUSE, tr|F8VQ07|F8VQ07_MOUSE	tr|A0A1S3FG96|A0A1S3FG96_DIPOR
OG0001971	tr|Q3ZAS0|Q3ZAS0_MOUSE	tr|A0A1S3FWN0|A0A1S3FWN0_DIPOR, tr|A0A1S3FGM2|A0A1S3FGM2_DIPOR
OG0001972	sp|P09065|HME1_MOUSE, sp|P09066|HME2_MOUSE	tr|A0A1S3FIH9|A0A1S3FIH9_DIPOR
OG0001973	sp|O08750|NFIL3_MOUSE, tr|A0A5F8MPM5|A0A5F8MPM5_MOUSE	tr|A0A1S3FZM1|A0A1S3FZM1_DIPOR
OG0001974	tr|E9PVG8|E9PVG8_MOUSE, tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A1S3GRX6|A0A1S3GRX6_DIPOR
OG0001975	sp|Q8BMN4|LMLN_MOUSE, sp|A0A286YEC0|CIROP_MOUSE	tr|A0A1S3FFQ3|A0A1S3FFQ3_DIPOR
OG0001976	tr|Q6S9I3|Q6S9I3_MOUSE, sp|O08677|KNG1_MOUSE	tr|A0A1S3GQL3|A0A1S3GQL3_DIPOR
OG0001977	sp|Q6DVA0|LEMD2_MOUSE, sp|Q14C37|LEMD1_MOUSE	tr|A0A1S3GRB3|A0A1S3GRB3_DIPOR
OG0001978	sp|P47199|QOR_MOUSE	tr|A0A1S3F8P7|A0A1S3F8P7_DIPOR, tr|A0A1S3EZZ4|A0A1S3EZZ4_DIPOR
OG0001979	tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE	tr|A0A1S3G7Z5|A0A1S3G7Z5_DIPOR
OG0001980	sp|Q8N7N5|DCAF8_MOUSE, tr|A2AHY8|A2AHY8_MOUSE	tr|A0A1S3GCW9|A0A1S3GCW9_DIPOR
OG0001981	tr|G3X8R7|G3X8R7_MOUSE	tr|A0A1S3GSP6|A0A1S3GSP6_DIPOR, tr|A0A1S3GT15|A0A1S3GT15_DIPOR
OG0001982	sp|Q8CGV2|TPH2_MOUSE, sp|P17532|TPH1_MOUSE	tr|A0A1S3FGW2|A0A1S3FGW2_DIPOR
OG0001983	sp|P51676|CC1L1_MOUSE, sp|P51675|CCR1_MOUSE	tr|A0A1S3GCH4|A0A1S3GCH4_DIPOR
OG0001984	sp|P43024|CX6A1_MOUSE	tr|A0A1S3EZD1|A0A1S3EZD1_DIPOR, tr|A0A1S3FW26|A0A1S3FW26_DIPOR
OG0001985	sp|Q61599|GDIR2_MOUSE, sp|Q62160|GDIR3_MOUSE	tr|A0A1S3FVG5|A0A1S3FVG5_DIPOR
OG0001986	sp|Q6VYH9|HSH2D_MOUSE	tr|A0A1S3G648|A0A1S3G648_DIPOR, tr|A0A1S3GYV6|A0A1S3GYV6_DIPOR
OG0001987	sp|P54761|EPHB4_MOUSE, sp|Q3V1H9|SAMD5_MOUSE	tr|A0A1S3GGN7|A0A1S3GGN7_DIPOR
OG0001988	sp|Q80W94|MOGT2_MOUSE, sp|Q91ZV4|MOGT1_MOUSE	tr|A0A1S3F0H7|A0A1S3F0H7_DIPOR
OG0001989	sp|Q6PAJ1|BCR_MOUSE	tr|A0A1S3GWK6|A0A1S3GWK6_DIPOR, tr|A0A1S3F1Q1|A0A1S3F1Q1_DIPOR
OG0001990	sp|C6KI89|CTSG2_MOUSE, sp|E9Q355|CTSG1_MOUSE	tr|A0A1S3G0Q4|A0A1S3G0Q4_DIPOR
OG0001991	sp|Q9ESN2|TRI39_MOUSE	tr|A0A1S3GE88|A0A1S3GE88_DIPOR, tr|A0A1S3GVP7|A0A1S3GVP7_DIPOR
OG0001992	sp|A0A0A6YXX9|CTSEL_MOUSE, sp|P0DP43|CTSRE_MOUSE	tr|A0A1S3F7S8|A0A1S3F7S8_DIPOR
OG0001993	sp|Q9CQS7|DPA5A_MOUSE, sp|P85965|DPA5B_MOUSE	tr|A0A1S3GJL5|A0A1S3GJL5_DIPOR
OG0001994	tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE	tr|A0A1S3GSQ7|A0A1S3GSQ7_DIPOR
OG0001995	sp|Q6P8J7|KCRS_MOUSE, sp|P30275|KCRU_MOUSE	tr|A0A1S3F5G3|A0A1S3F5G3_DIPOR
OG0001996	sp|Q8C5H1|ANO4_MOUSE, sp|Q14AT5|ANO7_MOUSE	tr|A0A1S3FHB3|A0A1S3FHB3_DIPOR
OG0001997	sp|Q8VE94|F110C_MOUSE, sp|Q8C739|F110B_MOUSE	tr|A0A1S3EK54|A0A1S3EK54_DIPOR
OG0001998	sp|Q91WS4|BHMT2_MOUSE, sp|O35490|BHMT1_MOUSE	tr|A0A1S3F3V8|A0A1S3F3V8_DIPOR
OG0001999	tr|E9Q492|E9Q492_MOUSE	tr|A0A1S3F433|A0A1S3F433_DIPOR, tr|A0A1S3GCY9|A0A1S3GCY9_DIPOR
OG0002000	sp|Q61475|DAF1_MOUSE, sp|Q61476|DAF2_MOUSE	tr|A0A1S3F9Q7|A0A1S3F9Q7_DIPOR
OG0002001	sp|Q9QZ28|SIX6_MOUSE	tr|A0A1S3F280|A0A1S3F280_DIPOR, tr|A0A1S3FQ34|A0A1S3FQ34_DIPOR
OG0002002	sp|Q9QXW9|LAT2_MOUSE, sp|P63115|AAA1_MOUSE	tr|A0A1S3G0M4|A0A1S3G0M4_DIPOR
OG0002003	sp|Q91Z53|GRHPR_MOUSE	tr|A0A1S3FZX4|A0A1S3FZX4_DIPOR, tr|A0A1S3G251|A0A1S3G251_DIPOR
OG0002004	tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE	tr|A0A1S3GQ56|A0A1S3GQ56_DIPOR
OG0002005	sp|Q8R2Y8|PTH2_MOUSE	tr|A0A1S3GHE9|A0A1S3GHE9_DIPOR, tr|A0A1S3EXK8|A0A1S3EXK8_DIPOR
OG0002006	sp|Q6VUP9|AP2E_MOUSE, sp|P34056|AP2A_MOUSE	tr|A0A1S3F770|A0A1S3F770_DIPOR
OG0002007	sp|Q9D1J1|NECP2_MOUSE, sp|Q9CR95|NECP1_MOUSE	tr|A0A1S3GPD5|A0A1S3GPD5_DIPOR
OG0002008	sp|P0C872|JMJD7_MOUSE, sp|Q9CXT6|KDM8_MOUSE	tr|A0A1S3ET09|A0A1S3ET09_DIPOR
OG0002009	tr|D3Z6E3|D3Z6E3_MOUSE, sp|Q9JME2|CHSTB_MOUSE	tr|A0A1S3FNM9|A0A1S3FNM9_DIPOR
OG0002010	sp|Q63932|MP2K2_MOUSE, sp|P31938|MP2K1_MOUSE	tr|A0A1S3FP56|A0A1S3FP56_DIPOR
OG0002011	sp|P79457|UTY_MOUSE, sp|O70546|KDM6A_MOUSE	tr|A0A1S3GC65|A0A1S3GC65_DIPOR
OG0002012	sp|Q9DAH2|ZNRF4_MOUSE, sp|Q91XF4|RN167_MOUSE	tr|A0A1S3EY43|A0A1S3EY43_DIPOR
OG0002013	sp|Q9WUR2|ECI2_MOUSE, sp|Q78JN3|ECI3_MOUSE	tr|A0A1S3F812|A0A1S3F812_DIPOR
OG0002014	sp|Q9CQI4|IFTAP_MOUSE	tr|A0A1S3EIZ9|A0A1S3EIZ9_DIPOR, tr|A0A1S3FGJ7|A0A1S3FGJ7_DIPOR
OG0002015	sp|Q3URU2|PEG3_MOUSE	tr|A0A1S3GL88|A0A1S3GL88_DIPOR, tr|A0A1S3GPU9|A0A1S3GPU9_DIPOR
OG0002016	tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE	tr|A0A1S3GS88|A0A1S3GS88_DIPOR
OG0002017	tr|Q3KPB0|Q3KPB0_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE	tr|A0A1S3EZL4|A0A1S3EZL4_DIPOR
OG0002018	sp|Q99MU3|DSRAD_MOUSE, sp|Q9QY24|ZBP1_MOUSE	tr|A0A1S3F233|A0A1S3F233_DIPOR
OG0002019	sp|P34821|BMP8A_MOUSE, sp|P55105|BMP8B_MOUSE	tr|A0A1S3F8Y6|A0A1S3F8Y6_DIPOR
OG0002020	sp|Q80ZJ7|SNX32_MOUSE, sp|Q6P8X1|SNX6_MOUSE	tr|A0A1S3ETM6|A0A1S3ETM6_DIPOR
OG0002021	sp|O88445|AURKC_MOUSE, sp|O70126|AURKB_MOUSE	tr|A0A1S3EYX0|A0A1S3EYX0_DIPOR
OG0002022	tr|E9PV48|E9PV48_MOUSE, sp|Q64345|IFIT3_MOUSE	tr|A0A1S3F755|A0A1S3F755_DIPOR
OG0002023	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A1S3GGN5|A0A1S3GGN5_DIPOR, tr|A0A1S3GGB5|A0A1S3GGB5_DIPOR
OG0002024	sp|Q810A5|MACAP_MOUSE, sp|Q7TQE7|MACA2_MOUSE	tr|A0A1S3EV37|A0A1S3EV37_DIPOR
OG0002025	sp|Q9D2L6|AGRF4_MOUSE, sp|E9Q4J9|AGRF2_MOUSE	tr|A0A1S3FEQ8|A0A1S3FEQ8_DIPOR
OG0002026	sp|Q3UX61|NAA11_MOUSE, tr|Q9CQX6|Q9CQX6_MOUSE	tr|A0A1S3FHV3|A0A1S3FHV3_DIPOR
OG0002027	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A1S3FKF4|A0A1S3FKF4_DIPOR, tr|A0A1S3FL12|A0A1S3FL12_DIPOR
OG0002028	sp|P56546|CTBP2_MOUSE, sp|O88712|CTBP1_MOUSE	tr|A0A1S3FN23|A0A1S3FN23_DIPOR
OG0002029	sp|Q9Z0N2|IF2H_MOUSE, sp|Q9Z0N1|IF2G_MOUSE	tr|A0A1S3G103|A0A1S3G103_DIPOR
OG0002030	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE	tr|A0A1S3GQI8|A0A1S3GQI8_DIPOR
OG0002031	sp|Q9D1C1|UBE2C_MOUSE	tr|A0A1S3ELH4|A0A1S3ELH4_DIPOR, tr|A0A1S3GWD2|A0A1S3GWD2_DIPOR
OG0002032	sp|P97309|MESP1_MOUSE, sp|O08574|MESP2_MOUSE	tr|A0A1S3ETS2|A0A1S3ETS2_DIPOR
OG0002033	sp|Q8BZZ3|WWP1_MOUSE	tr|A0A1S3EVI1|A0A1S3EVI1_DIPOR, tr|A0A1S3FMK2|A0A1S3FMK2_DIPOR
OG0002034	sp|Q02738|CXB4_MOUSE	tr|A0A1S3FHM5|A0A1S3FHM5_DIPOR, tr|A0A1S3GHX1|A0A1S3GHX1_DIPOR
OG0002035	tr|Q7TNS5|Q7TNS5_MOUSE, sp|Q9QZN1|FXL17_MOUSE	tr|A0A1S3FGP9|A0A1S3FGP9_DIPOR
OG0002036	sp|Q9D8Y0|EFHD2_MOUSE, sp|Q9D4J1|EFHD1_MOUSE	tr|A0A1S3FPL3|A0A1S3FPL3_DIPOR
OG0002037	tr|Q3UT76|Q3UT76_MOUSE, sp|Q9EPQ8|TCF20_MOUSE	tr|A0A1S3FWH3|A0A1S3FWH3_DIPOR
OG0002038	sp|Q9QZ29|IGB1B_MOUSE, sp|Q61249|IGBP1_MOUSE	tr|A0A1S3GGE3|A0A1S3GGE3_DIPOR
OG0002039	sp|Q80WS3|FBLL1_MOUSE, sp|P35550|FBRL_MOUSE	tr|A0A1S3GRR3|A0A1S3GRR3_DIPOR
OG0002040	sp|Q3U3R4|LMF1_MOUSE	tr|A0A1S3GVX7|A0A1S3GVX7_DIPOR, tr|A0A1S3EQQ9|A0A1S3EQQ9_DIPOR
OG0002041	tr|G5E845|G5E845_MOUSE	tr|A0A1S3G9U2|A0A1S3G9U2_DIPOR, tr|A0A1S3G8K1|A0A1S3G8K1_DIPOR
OG0002042	sp|Q9D8B3|CHM4B_MOUSE	tr|A0A1S3FYB7|A0A1S3FYB7_DIPOR, tr|A0A1S3EQ59|A0A1S3EQ59_DIPOR
OG0002043	sp|Q9JL16|ISG20_MOUSE, sp|Q9CZI9|AEN_MOUSE	tr|A0A1S3ESQ9|A0A1S3ESQ9_DIPOR
OG0002044	sp|E9Q612|PTPRO_MOUSE, sp|Q8BUM3|PTN7_MOUSE	tr|A0A1S3F7T2|A0A1S3F7T2_DIPOR
OG0002045	sp|Q9D7C9|NRK2_MOUSE, sp|Q91W63|NRK1_MOUSE	tr|A0A1S3FCF6|A0A1S3FCF6_DIPOR
OG0002046	tr|A0A1W2P7V2|A0A1W2P7V2_MOUSE, sp|Q9DAG6|GPRL1_MOUSE	tr|A0A1S3FD35|A0A1S3FD35_DIPOR
