Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0003210	sp|Q8VED2|BL1S4_MOUSE	tr|A0A7J8AXU6|A0A7J8AXU6_PIPKU
OG0003211	sp|Q91VR5|DDX1_MOUSE	tr|A0A7J7VUG7|A0A7J7VUG7_PIPKU
OG0003212	sp|Q91ZM9|DOK5_MOUSE	tr|A0A7J7Y834|A0A7J7Y834_PIPKU
OG0003213	sp|Q99PT1|GDIR1_MOUSE	tr|A0A7J7SE35|A0A7J7SE35_PIPKU
OG0003214	sp|Q9CQQ7|AT5F1_MOUSE	tr|A0A7J7TVM0|A0A7J7TVM0_PIPKU
OG0003215	sp|Q9CVD2|ATX3_MOUSE	tr|A0A7J7SFH2|A0A7J7SFH2_PIPKU
OG0003216	sp|Q9D0U6|MAF1_MOUSE	tr|A0A7J7RLK0|A0A7J7RLK0_PIPKU
OG0003217	sp|Q9DAX9|APBP2_MOUSE	tr|A0A7J7U797|A0A7J7U797_PIPKU
OG0003218	sp|Q9JL25|RGS1_MOUSE	tr|A0A7J7TPE4|A0A7J7TPE4_PIPKU
OG0003219	sp|Q9QUG3|PRND_MOUSE	tr|A0A7J7YA49|A0A7J7YA49_PIPKU
OG0003220	sp|Q9R0Q7|TEBP_MOUSE	tr|A0A7J7ZLE2|A0A7J7ZLE2_PIPKU
OG0003221	sp|T1NXB5|VSTM4_MOUSE	tr|A0A7J7T0J8|A0A7J7T0J8_PIPKU
OG0003222	tr|A2AI76|A2AI76_MOUSE	tr|A0A7J7V627|A0A7J7V627_PIPKU
OG0003223	tr|A6H6J9|A6H6J9_MOUSE	tr|A0A7J7X8Y7|A0A7J7X8Y7_PIPKU
OG0003224	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|A0A7J8B3T8|A0A7J8B3T8_PIPKU
OG0003225	tr|E9Q4T4|E9Q4T4_MOUSE	tr|A0A7J7WKT6|A0A7J7WKT6_PIPKU
OG0003226	sp|E9Q6C8|XKR6_MOUSE	tr|A0A7J7XDM6|A0A7J7XDM6_PIPKU
OG0003227	sp|E9Q9D5|RBL2A_MOUSE	tr|A0A7J7R389|A0A7J7R389_PIPKU
OG0003229	sp|O54907|TNF12_MOUSE	tr|A0A7J7TY79|A0A7J7TY79_PIPKU
OG0003230	sp|O55134|PCD12_MOUSE	tr|A0A7J7XBN1|A0A7J7XBN1_PIPKU
OG0003231	sp|O88935|SYN1_MOUSE	tr|A0A7J7T241|A0A7J7T241_PIPKU
OG0003232	sp|P04426|WNT1_MOUSE	tr|A0A7J7ZPJ6|A0A7J7ZPJ6_PIPKU
OG0003233	sp|P16406|AMPE_MOUSE	tr|A0A7J8AZ66|A0A7J8AZ66_PIPKU
OG0003234	sp|P19182|IFRD1_MOUSE	tr|A0A7J7TNN1|A0A7J7TNN1_PIPKU
OG0003235	sp|P35918|VGFR2_MOUSE	tr|A0A7J8B0Z3|A0A7J8B0Z3_PIPKU
OG0003236	sp|P56380|AP4A_MOUSE	tr|A0A7J7W3F8|A0A7J7W3F8_PIPKU
OG0003237	sp|P59024|FKB14_MOUSE	tr|A0A7J7TN95|A0A7J7TN95_PIPKU
OG0003238	sp|Q06831|SOX4_MOUSE	tr|A0A7J8ACF6|A0A7J8ACF6_PIPKU
OG0003239	sp|Q14B71|CDCA2_MOUSE	tr|A0A7J7U9I1|A0A7J7U9I1_PIPKU
OG0003240	sp|Q3UPP8|CEP63_MOUSE	tr|A0A7J7WC18|A0A7J7WC18_PIPKU
OG0003241	sp|Q3V3Z3|AGRG5_MOUSE	tr|A0A7J7UZG0|A0A7J7UZG0_PIPKU
OG0003242	sp|Q5DTI8|ESYT3_MOUSE	tr|A0A7J7WCH0|A0A7J7WCH0_PIPKU
OG0003243	sp|Q5SYH2|TM199_MOUSE	tr|A0A7J7SMU8|A0A7J7SMU8_PIPKU
OG0003244	sp|Q61038|PSYR_MOUSE	tr|A0A7J8B0V9|A0A7J8B0V9_PIPKU
OG0003245	sp|Q64314|CD34_MOUSE	tr|A0A7J7USW0|A0A7J7USW0_PIPKU
OG0003246	sp|Q69ZS8|KAZRN_MOUSE	tr|A0A7J8A7U5|A0A7J8A7U5_PIPKU
OG0003247	sp|Q6P1H6|ANKL2_MOUSE	tr|A0A7J7QXT8|A0A7J7QXT8_PIPKU
OG0003248	sp|Q6P3D7|SPIC_MOUSE	tr|A0A7J7ZNY8|A0A7J7ZNY8_PIPKU
OG0003249	sp|Q6PFY1|FCSD1_MOUSE	tr|A0A7J7XA77|A0A7J7XA77_PIPKU
OG0003250	sp|Q7M761|OVCH2_MOUSE	tr|A0A7J7X1U2|A0A7J7X1U2_PIPKU
OG0003251	sp|Q7TSG2|CTDP1_MOUSE	tr|A0A7J7Y984|A0A7J7Y984_PIPKU
OG0003252	sp|Q80WB5|NTAQ1_MOUSE	tr|A0A7J7VPC9|A0A7J7VPC9_PIPKU
OG0003253	sp|Q80YG3|KLDC1_MOUSE	tr|A0A7J8B1E1|A0A7J8B1E1_PIPKU
OG0003254	sp|Q80YV2|ZC3C1_MOUSE	tr|A0A7J7WN81|A0A7J7WN81_PIPKU
OG0003255	sp|Q810N9|CC172_MOUSE	tr|A0A7J7VAF6|A0A7J7VAF6_PIPKU
OG0003256	sp|Q8BGC3|MOT12_MOUSE	tr|A0A7J7VCM5|A0A7J7VCM5_PIPKU
OG0003257	sp|Q8BIX3|AL14E_MOUSE	tr|A0A7J7WYL4|A0A7J7WYL4_PIPKU
OG0003258	sp|Q8BKE9|IFT74_MOUSE	tr|A0A7J7W2T0|A0A7J7W2T0_PIPKU
OG0003259	sp|Q8BM54|MYLIP_MOUSE	tr|A0A7J8A940|A0A7J8A940_PIPKU
OG0003260	sp|Q8BVG8|NAT14_MOUSE	tr|A0A7J7QV70|A0A7J7QV70_PIPKU
OG0003261	sp|Q8CHQ6|TM125_MOUSE	tr|A0A7J8ABN9|A0A7J8ABN9_PIPKU
OG0003262	sp|Q8K2T8|PAF1_MOUSE	tr|A0A7J7SNH1|A0A7J7SNH1_PIPKU
OG0003263	sp|Q8K387|UBP45_MOUSE	tr|A0A7J7YQ20|A0A7J7YQ20_PIPKU
OG0003264	sp|Q8QZX5|LSM10_MOUSE	tr|A0A7J8A939|A0A7J8A939_PIPKU
OG0003265	sp|Q8R079|BFAR_MOUSE	tr|A0A7J7YVG9|A0A7J7YVG9_PIPKU
OG0003266	sp|Q8R2Y2|MUC18_MOUSE	tr|A0A7J7RFZ9|A0A7J7RFZ9_PIPKU
OG0003267	sp|Q8R332|NUP58_MOUSE	tr|A0A7J7ZKW6|A0A7J7ZKW6_PIPKU
OG0003268	sp|Q91XU3|PI42C_MOUSE	tr|A0A7J7ZLH8|A0A7J7ZLH8_PIPKU
OG0003269	sp|Q922Q8|LRC59_MOUSE	tr|A0A7J7U8C1|A0A7J7U8C1_PIPKU
OG0003270	sp|Q924M7|MPI_MOUSE	tr|A0A7J8B383|A0A7J8B383_PIPKU
OG0003271	sp|Q99M73|KRT84_MOUSE	tr|A0A7J7ZJ11|A0A7J7ZJ11_PIPKU
OG0003272	sp|Q9CQL6|RM35_MOUSE	tr|A0A7J7VVA7|A0A7J7VVA7_PIPKU
OG0003273	sp|Q9CQV5|RT24_MOUSE	tr|A0A7J7QVE1|A0A7J7QVE1_PIPKU
OG0003274	sp|Q9D0S4|NEUL2_MOUSE	tr|A0A7J7Y9Q8|A0A7J7Y9Q8_PIPKU
OG0003275	sp|Q9D518|F227B_MOUSE	tr|A0A7J8B081|A0A7J8B081_PIPKU
OG0003276	sp|Q9D709|TMM79_MOUSE	tr|A0A7J7UUX1|A0A7J7UUX1_PIPKU
OG0003277	sp|Q9D7A8|ARMC1_MOUSE	tr|A0A7J7VM48|A0A7J7VM48_PIPKU
OG0003278	sp|Q9DB76|EMC9_MOUSE	tr|A0A7J8AZK7|A0A7J8AZK7_PIPKU
OG0003279	sp|Q9DCI9|RM32_MOUSE	tr|A0A7J7WM43|A0A7J7WM43_PIPKU
OG0003280	sp|Q9DCL9|PUR6_MOUSE	tr|A0A7J8B3S5|A0A7J8B3S5_PIPKU
OG0003281	sp|Q9JIG4|PPR3F_MOUSE	tr|A0A7J7T2G6|A0A7J7T2G6_PIPKU
OG0003282	sp|Q9QUN3|BLNK_MOUSE	tr|A0A7J7VAI8|A0A7J7VAI8_PIPKU
OG0003283	sp|Q9WTP6|KAD2_MOUSE	tr|A0A7J8A431|A0A7J8A431_PIPKU
OG0003284	sp|Q9WTY4|AQP5_MOUSE	tr|A0A7J7ZGU7|A0A7J7ZGU7_PIPKU
OG0003285	tr|A0A1D5RLR8|A0A1D5RLR8_MOUSE	tr|A0A7J8B5Y0|A0A7J8B5Y0_PIPKU
OG0003286	sp|A2AVQ5|LEXM_MOUSE	tr|A0A7J8A795|A0A7J8A795_PIPKU
OG0003287	sp|A3KGV1|ODFP2_MOUSE	tr|A0A7J7S3X3|A0A7J7S3X3_PIPKU
OG0003288	sp|A4Q9F4|TTL11_MOUSE	tr|A0A7J7W4T8|A0A7J7W4T8_PIPKU
OG0003289	sp|E9Q4F2|KLH18_MOUSE	tr|A0A7J7R2D5|A0A7J7R2D5_PIPKU
OG0003290	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A7J8AYX3|A0A7J8AYX3_PIPKU
OG0003292	sp|O54724|CAVN1_MOUSE	tr|A0A7J7U7F2|A0A7J7U7F2_PIPKU
OG0003293	sp|P08043|ZFP2_MOUSE	tr|A0A7J7UB14|A0A7J7UB14_PIPKU
OG0003294	sp|P26645|MARCS_MOUSE	tr|A0A7J7YN30|A0A7J7YN30_PIPKU
OG0003295	sp|P28741|KIF3A_MOUSE	tr|A0A7J7XAM0|A0A7J7XAM0_PIPKU
OG0003296	sp|P36423|THAS_MOUSE	tr|A0A7J7WMH6|A0A7J7WMH6_PIPKU
OG0003297	sp|P53351|PLK2_MOUSE	tr|A0A7J7YXZ7|A0A7J7YXZ7_PIPKU
OG0003298	sp|P53762|ARNT_MOUSE	tr|A0A7J7TVI2|A0A7J7TVI2_PIPKU
OG0003299	sp|P70452|STX4_MOUSE	tr|A0A7J7S6M9|A0A7J7S6M9_PIPKU
OG0003300	sp|P82347|SGCD_MOUSE	tr|A0A7J7XCG4|A0A7J7XCG4_PIPKU
OG0003301	sp|Q3UZY0|SFI1_MOUSE	tr|A0A7J7UH73|A0A7J7UH73_PIPKU
OG0003302	sp|Q3V009|TMED1_MOUSE	tr|A0A7J7TB71|A0A7J7TB71_PIPKU
OG0003303	tr|Q3V1B8|Q3V1B8_MOUSE	tr|A0A7J7YWE1|A0A7J7YWE1_PIPKU
OG0003304	sp|Q61268|APOC4_MOUSE	tr|A0A7J7R8T9|A0A7J7R8T9_PIPKU
OG0003305	sp|Q62190|RON_MOUSE	tr|A0A7J7WDT6|A0A7J7WDT6_PIPKU
OG0003306	sp|Q63ZW7|INADL_MOUSE	tr|A0A7J8A9N8|A0A7J8A9N8_PIPKU
OG0003307	sp|Q69ZR2|HECD1_MOUSE	tr|A0A7J8B1D3|A0A7J8B1D3_PIPKU
OG0003308	sp|Q6PDN3|MYLK_MOUSE	tr|A0A7J8A9M3|A0A7J8A9M3_PIPKU
OG0003309	sp|Q8BH61|F13A_MOUSE	tr|A0A7J8A5Z0|A0A7J8A5Z0_PIPKU
OG0003310	sp|Q8BMK0|CEP85_MOUSE	tr|A0A7J8A5G0|A0A7J8A5G0_PIPKU
OG0003311	sp|Q8BND3|WDR35_MOUSE	tr|A0A7J7VWU1|A0A7J7VWU1_PIPKU
OG0003312	sp|Q8C353|TM252_MOUSE	tr|A0A7J7W4V2|A0A7J7W4V2_PIPKU
OG0003313	tr|Q8C3U9|Q8C3U9_MOUSE	tr|A0A7J7UV81|A0A7J7UV81_PIPKU
OG0003314	sp|Q8C6G8|WDR26_MOUSE	tr|A0A7J7TQH2|A0A7J7TQH2_PIPKU
OG0003316	sp|Q8K224|NAT10_MOUSE	tr|A0A7J7X0U7|A0A7J7X0U7_PIPKU
OG0003317	sp|Q8K3E5|AHI1_MOUSE	tr|A0A7J7YKN6|A0A7J7YKN6_PIPKU
OG0003318	sp|Q8R0A2|ZBT44_MOUSE	tr|A0A7J7UHK8|A0A7J7UHK8_PIPKU
OG0003319	sp|Q8R1F1|NIBA2_MOUSE	tr|A0A7J7S4I4|A0A7J7S4I4_PIPKU
OG0003320	sp|Q8R5G7|ARAP3_MOUSE	tr|A0A7J7X951|A0A7J7X951_PIPKU
OG0003321	sp|Q8VC98|PKHA4_MOUSE	tr|A0A7J7RCF7|A0A7J7RCF7_PIPKU
OG0003322	sp|Q8VCZ9|HYPDH_MOUSE	tr|A0A7J7V0X0|A0A7J7V0X0_PIPKU
OG0003323	sp|Q8VIH9|UR2R_MOUSE	tr|A0A7J7SFI1|A0A7J7SFI1_PIPKU
OG0003324	sp|Q922V4|PLRG1_MOUSE	tr|A0A7J7XCH3|A0A7J7XCH3_PIPKU
OG0003325	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A7J7R9Q2|A0A7J7R9Q2_PIPKU
OG0003326	sp|Q99M71|EPDR1_MOUSE	tr|A0A7J7WKN9|A0A7J7WKN9_PIPKU
OG0003327	sp|Q9CQH8|RPP14_MOUSE	tr|A0A7J7WED2|A0A7J7WED2_PIPKU
OG0003328	sp|Q9CX47|XRCC2_MOUSE	tr|A0A7J7S6G1|A0A7J7S6G1_PIPKU
OG0003329	sp|Q9CZX9|EMC4_MOUSE	tr|A0A7J8AZQ7|A0A7J8AZQ7_PIPKU
OG0003330	sp|Q9D0R8|LSM12_MOUSE	tr|A0A7J7U8I8|A0A7J7U8I8_PIPKU
OG0003331	sp|Q9D240|PKHJ1_MOUSE	tr|A0A7J7XC01|A0A7J7XC01_PIPKU
OG0003332	sp|Q9D892|ITPA_MOUSE	tr|A0A7J7Y8S4|A0A7J7Y8S4_PIPKU
OG0003333	sp|Q9D9K3|AVEN_MOUSE	tr|A0A7J8AYQ7|A0A7J8AYQ7_PIPKU
OG0003334	sp|Q9JIK9|RT34_MOUSE	tr|A0A7J7YZ02|A0A7J7YZ02_PIPKU
OG0003335	sp|Q9JK83|PAR6B_MOUSE	tr|A0A7J7YA79|A0A7J7YA79_PIPKU
OG0003336	sp|Q9QZD4|XPF_MOUSE	tr|A0A7J7YXG3|A0A7J7YXG3_PIPKU
OG0003337	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A7J8AXZ4|A0A7J8AXZ4_PIPKU
OG0003338	sp|A0A286YEC0|CIROP_MOUSE	tr|A0A7J8B1R7|A0A7J8B1R7_PIPKU
OG0003339	tr|E9Q357|E9Q357_MOUSE	tr|A0A7J8B0K1|A0A7J8B0K1_PIPKU
OG0003340	sp|E9Q3C1|C2CD2_MOUSE	tr|A0A7J8A5U4|A0A7J8A5U4_PIPKU
OG0003341	tr|H3BKP8|H3BKP8_MOUSE	tr|A0A7J7W2V8|A0A7J7W2V8_PIPKU
OG0003342	sp|O88286|WIZ_MOUSE	tr|A0A7J7S4N5|A0A7J7S4N5_PIPKU
OG0003343	sp|P06876|MYB_MOUSE	tr|A0A7J7YMP3|A0A7J7YMP3_PIPKU
OG0003344	sp|P13412|TNNI2_MOUSE	tr|A0A7J7R7Z2|A0A7J7R7Z2_PIPKU
OG0003345	sp|P20109|IL13_MOUSE	tr|A0A7J7XAL4|A0A7J7XAL4_PIPKU
OG0003346	sp|P33215|NEDD1_MOUSE	tr|A0A7J7ZLZ3|A0A7J7ZLZ3_PIPKU
OG0003347	sp|P52927|HMGA2_MOUSE	tr|A0A7J7ZHU3|A0A7J7ZHU3_PIPKU
OG0003348	sp|P59598|ASXL1_MOUSE	tr|A0A7J7Y7C0|A0A7J7Y7C0_PIPKU
OG0003349	sp|P60762|MO4L1_MOUSE	tr|A0A7J7QVF2|A0A7J7QVF2_PIPKU
OG0003350	sp|Q02819|NUCB1_MOUSE	tr|A0A7J7RC92|A0A7J7RC92_PIPKU
OG0003351	sp|Q149C3|LIGO4_MOUSE	tr|A0A7J7TW02|A0A7J7TW02_PIPKU
OG0003352	sp|Q149M0|CL12B_MOUSE	tr|A0A7J7ZGS5|A0A7J7ZGS5_PIPKU
OG0003353	sp|Q3TYL0|IQAK1_MOUSE	tr|A0A7J7VMZ5|A0A7J7VMZ5_PIPKU
OG0003354	sp|Q3U1C6|TATD3_MOUSE	tr|A0A7J7UV34|A0A7J7UV34_PIPKU
OG0003355	sp|Q3UHC0|TNR6C_MOUSE	tr|A0A7J7SEX8|A0A7J7SEX8_PIPKU
OG0003356	tr|Q3V0I7|Q3V0I7_MOUSE	tr|A0A7J7ULL3|A0A7J7ULL3_PIPKU
OG0003357	sp|Q6NZQ0|CF119_MOUSE	tr|A0A7J7S5J6|A0A7J7S5J6_PIPKU
OG0003358	sp|Q7M6Y5|DEUP1_MOUSE	tr|A0A7J7WZU3|A0A7J7WZU3_PIPKU
OG0003359	sp|Q7TN29|SMAP2_MOUSE	tr|A0A7J8ABD5|A0A7J8ABD5_PIPKU
OG0003360	sp|Q7TSV9|ENKD1_MOUSE	tr|A0A7J7UZU0|A0A7J7UZU0_PIPKU
OG0003361	sp|Q80TY5|VP13B_MOUSE	tr|A0A7J7VMM6|A0A7J7VMM6_PIPKU
OG0003362	sp|Q8BL86|MBLC2_MOUSE	tr|A0A7J7YXM6|A0A7J7YXM6_PIPKU
OG0003363	sp|Q8BR65|SDS3_MOUSE	tr|A0A7J7UHL3|A0A7J7UHL3_PIPKU
OG0003364	sp|Q8CG70|P3H3_MOUSE	tr|A0A7J7ZKN7|A0A7J7ZKN7_PIPKU
OG0003365	sp|Q8K1R3|PNPT1_MOUSE	tr|A0A7J7VVE3|A0A7J7VVE3_PIPKU
OG0003366	sp|Q8N9S3|AHSA2_MOUSE	tr|A0A7J7VTL2|A0A7J7VTL2_PIPKU
OG0003367	sp|Q8R1N4|NUDC3_MOUSE	tr|A0A7J7QVE6|A0A7J7QVE6_PIPKU
OG0003368	sp|Q8R516|MIB2_MOUSE	tr|A0A7J7T0X2|A0A7J7T0X2_PIPKU
OG0003369	sp|Q8VE09|TT39C_MOUSE	tr|A0A7J7YC52|A0A7J7YC52_PIPKU
OG0003370	sp|Q91YY4|ATPF2_MOUSE	tr|A0A7J7TX44|A0A7J7TX44_PIPKU
OG0003371	sp|Q922H7|RSLBB_MOUSE	tr|A0A7J8B563|A0A7J8B563_PIPKU
OG0003372	sp|Q99MR8|MCCA_MOUSE	tr|A0A7J8A8D0|A0A7J8A8D0_PIPKU
OG0003373	sp|Q99PH1|LRRC4_MOUSE	tr|A0A7J7WLE3|A0A7J7WLE3_PIPKU
OG0003374	sp|Q99PL6|UBXN6_MOUSE	tr|A0A7J7TAT7|A0A7J7TAT7_PIPKU
OG0003375	sp|Q9CTY5|MICU3_MOUSE	tr|A0A7J7ZKG3|A0A7J7ZKG3_PIPKU
OG0003376	sp|Q9CWF6|BBS2_MOUSE	tr|A0A7J7UZ96|A0A7J7UZ96_PIPKU
OG0003377	sp|Q9CZ30|OLA1_MOUSE	tr|A0A7J7XVP3|A0A7J7XVP3_PIPKU
OG0003378	sp|Q9CZL2|F241A_MOUSE	tr|A0A7J8B000|A0A7J8B000_PIPKU
OG0003379	sp|Q9D132|UPK1A_MOUSE	tr|A0A7J7V0C1|A0A7J7V0C1_PIPKU
OG0003380	sp|Q9D164|FXYD6_MOUSE	tr|A0A7J7X0F8|A0A7J7X0F8_PIPKU
OG0003381	tr|Q9D1U5|Q9D1U5_MOUSE	tr|A0A7J7W2Y7|A0A7J7W2Y7_PIPKU
OG0003382	sp|Q9D8S9|BOLA1_MOUSE	tr|A0A7J7USS5|A0A7J7USS5_PIPKU
OG0003383	sp|Q9ESN4|C1QL3_MOUSE	tr|A0A7J8AXT4|A0A7J8AXT4_PIPKU
OG0003384	sp|Q9JIY2|HAKAI_MOUSE	tr|A0A7J7WKH2|A0A7J7WKH2_PIPKU
OG0003385	sp|Q9R0Q3|TMED2_MOUSE	tr|A0A7J7RGQ2|A0A7J7RGQ2_PIPKU
OG0003386	sp|Q9WUK2|IF4H_MOUSE	tr|A0A7J7YXD6|A0A7J7YXD6_PIPKU
OG0003387	sp|Q9WUP0|RAMP2_MOUSE	tr|A0A7J7U8T0|A0A7J7U8T0_PIPKU
OG0003388	sp|A2A6T1|CDR2L_MOUSE	tr|A0A7J7SEB4|A0A7J7SEB4_PIPKU
OG0003389	tr|B2RW11|B2RW11_MOUSE	tr|A0A7J7US86|A0A7J7US86_PIPKU
OG0003390	sp|E9Q414|APOB_MOUSE	tr|A0A7J7VU21|A0A7J7VU21_PIPKU
OG0003391	sp|J3QPZ5|CFA73_MOUSE	tr|A0A7J7QTL0|A0A7J7QTL0_PIPKU
OG0003392	sp|O08550|KMT2B_MOUSE	tr|A0A7J7V097|A0A7J7V097_PIPKU
OG0003393	sp|O54803|P2RX6_MOUSE	tr|A0A7J7UGY0|A0A7J7UGY0_PIPKU
OG0003394	sp|O70343|PRGC1_MOUSE	tr|A0A7J8B3J2|A0A7J8B3J2_PIPKU
OG0003395	sp|P00536|MOS_MOUSE	tr|A0A7J7VMN8|A0A7J7VMN8_PIPKU
OG0003396	sp|P21614|VTDB_MOUSE	tr|A0A7J8B0J8|A0A7J8B0J8_PIPKU
OG0003397	sp|P41969|ELK1_MOUSE	tr|A0A7J7T242|A0A7J7T242_PIPKU
OG0003398	sp|P56479|GALR1_MOUSE	tr|A0A7J7Y8J9|A0A7J7Y8J9_PIPKU
OG0003399	sp|P61161|ARP2_MOUSE	tr|A0A7J7VTS3|A0A7J7VTS3_PIPKU
OG0003400	sp|P70168|IMB1_MOUSE	tr|A0A7J7SUQ4|A0A7J7SUQ4_PIPKU
OG0003401	sp|P70347|TANK_MOUSE	tr|A0A7J7XWJ5|A0A7J7XWJ5_PIPKU
OG0003402	sp|P97865|PEX7_MOUSE	tr|A0A7J7YN63|A0A7J7YN63_PIPKU
OG0003403	sp|Q05306|COAA1_MOUSE	tr|A0A7J7YLC0|A0A7J7YLC0_PIPKU
OG0003404	sp|Q3U0D9|HACE1_MOUSE	tr|A0A7J7YLQ2|A0A7J7YLQ2_PIPKU
OG0003405	sp|Q3U1D0|LINES_MOUSE	tr|A0A7J7SFY0|A0A7J7SFY0_PIPKU
OG0003406	tr|Q3V1N5|Q3V1N5_MOUSE	tr|A0A7J7YM34|A0A7J7YM34_PIPKU
OG0003407	sp|Q4VGL6|RC3H1_MOUSE	tr|A0A7J7UUA5|A0A7J7UUA5_PIPKU
OG0003408	sp|Q59J78|NDUF2_MOUSE	tr|A0A7J7YXF4|A0A7J7YXF4_PIPKU
OG0003409	sp|Q60848|HELLS_MOUSE	tr|A0A7J7VAV0|A0A7J7VAV0_PIPKU
OG0003410	sp|Q64429|CP1B1_MOUSE	tr|A0A7J7VUA4|A0A7J7VUA4_PIPKU
OG0003411	sp|Q6NZN0|RBM26_MOUSE	tr|A0A7J7ZM21|A0A7J7ZM21_PIPKU
OG0003412	sp|Q6P1E7|PRIPO_MOUSE	tr|A0A7J7ZMU0|A0A7J7ZMU0_PIPKU
OG0003413	sp|Q7TNB4|MSTRO_MOUSE	tr|A0A7J7Y9H7|A0A7J7Y9H7_PIPKU
OG0003414	sp|Q7TQK1|INT7_MOUSE	tr|A0A7J7UTJ7|A0A7J7UTJ7_PIPKU
OG0003415	sp|Q80UG1|FADS6_MOUSE	tr|A0A7J7SE22|A0A7J7SE22_PIPKU
OG0003416	sp|Q8BIV7|S45A1_MOUSE	tr|A0A7J7T156|A0A7J7T156_PIPKU
OG0003417	sp|Q8BNY6|NCS1_MOUSE	tr|A0A7J7S3T0|A0A7J7S3T0_PIPKU
OG0003418	sp|Q8BVC1|DFB22_MOUSE	tr|A0A7J7Y8W2|A0A7J7Y8W2_PIPKU
OG0003419	sp|Q8BX57|PXK_MOUSE	tr|A0A7J7WE00|A0A7J7WE00_PIPKU
OG0003420	sp|Q8C7E7|STBD1_MOUSE	tr|A0A7J8B4Y7|A0A7J8B4Y7_PIPKU
OG0003421	sp|Q8CEG0|PANX3_MOUSE	tr|A0A7J7UGT9|A0A7J7UGT9_PIPKU
OG0003422	sp|Q8JZV7|NAGA_MOUSE	tr|A0A7J7YV05|A0A7J7YV05_PIPKU
OG0003423	sp|Q8K1I3|SPP24_MOUSE	tr|A0A7J7XWD1|A0A7J7XWD1_PIPKU
OG0003424	sp|Q8K243|TRI68_MOUSE	tr|A0A7J7X2B3|A0A7J7X2B3_PIPKU
OG0003425	sp|Q8R023|PCGF1_MOUSE	tr|A0A7J7VVC5|A0A7J7VVC5_PIPKU
OG0003426	sp|Q8R086|SUOX_MOUSE	tr|A0A7J7ZP45|A0A7J7ZP45_PIPKU
OG0003427	sp|Q8R0J4|TM134_MOUSE	tr|A0A7J7S0L5|A0A7J7S0L5_PIPKU
OG0003428	sp|Q8R3T5|STXB6_MOUSE	tr|A0A7J8B4Y9|A0A7J8B4Y9_PIPKU
OG0003429	sp|Q8VHE0|SEC63_MOUSE	tr|A0A7J7YNZ1|A0A7J7YNZ1_PIPKU
OG0003430	sp|Q91WM2|HDHD5_MOUSE	tr|A0A7J7ZI86|A0A7J7ZI86_PIPKU
OG0003431	sp|Q922H9|ZN330_MOUSE	tr|A0A7J7XD37|A0A7J7XD37_PIPKU
OG0003432	sp|Q99J47|DRS7B_MOUSE	tr|A0A7J7TXA7|A0A7J7TXA7_PIPKU
OG0003433	sp|Q99LC2|CSTF1_MOUSE	tr|A0A7J7Y7V9|A0A7J7Y7V9_PIPKU
OG0003434	sp|Q99N95|RM03_MOUSE	tr|A0A7J7WDJ5|A0A7J7WDJ5_PIPKU
OG0003435	sp|Q9CWU9|NUP37_MOUSE	tr|A0A7J7ZKX6|A0A7J7ZKX6_PIPKU
OG0003436	sp|Q9CX19|F162B_MOUSE	tr|A0A7J7YLX2|A0A7J7YLX2_PIPKU
OG0003437	sp|Q9CXZ1|NDUS4_MOUSE	tr|A0A7J7YXF1|A0A7J7YXF1_PIPKU
OG0003438	sp|Q9CYH6|RRS1_MOUSE	tr|A0A7J7VNS4|A0A7J7VNS4_PIPKU
OG0003439	sp|Q9D0L8|MCES_MOUSE	tr|A0A7J7YAQ7|A0A7J7YAQ7_PIPKU
OG0003440	sp|Q9EQF2|KELL_MOUSE	tr|A0A7J7WLC1|A0A7J7WLC1_PIPKU
OG0003441	sp|Q9ESY9|GILT_MOUSE	tr|A0A7J7U9T8|A0A7J7U9T8_PIPKU
OG0003442	sp|Q9JIE6|TSLP_MOUSE	tr|A0A7J7YZM0|A0A7J7YZM0_PIPKU
OG0003443	sp|Q9JJB9|TM183_MOUSE	tr|A0A7J7RGH8|A0A7J7RGH8_PIPKU
OG0003444	sp|Q9JJI8|RL38_MOUSE	tr|A0A7J7SVY6|A0A7J7SVY6_PIPKU
OG0003445	sp|Q9JK84|PAR6G_MOUSE	tr|A0A7J7YA47|A0A7J7YA47_PIPKU
OG0003446	sp|Q9Z2M6|UBL3_MOUSE	tr|A0A7J7ZNM0|A0A7J7ZNM0_PIPKU
OG0003447	sp|A2AUM9|CE152_MOUSE	tr|A0A7J8AYN5|A0A7J8AYN5_PIPKU
OG0003448	sp|A3KGF7|PLCB2_MOUSE	tr|A0A7J8B3K6|A0A7J8B3K6_PIPKU
OG0003450	tr|E0CXC6|E0CXC6_MOUSE	tr|A0A7J7USG3|A0A7J7USG3_PIPKU
OG0003451	sp|E9Q6W4|ZN296_MOUSE	tr|A0A7J7QTU2|A0A7J7QTU2_PIPKU
OG0003452	tr|F6XJP7|F6XJP7_MOUSE	tr|A0A7J7QWI9|A0A7J7QWI9_PIPKU
OG0003453	sp|F8VPZ9|BICRA_MOUSE	tr|A0A7J7S0S2|A0A7J7S0S2_PIPKU
