Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0000384	sp|Q62440|TLE1_MOUSE	tr|A0A6J0DKD7|A0A6J0DKD7_PERMB
OG0000384	sp|Q08122|TLE3_MOUSE	tr|A0A6J0DUG7|A0A6J0DUG7_PERMB
OG0000385	sp|P07901|HS90A_MOUSE	tr|A0A6I9MDI0|A0A6I9MDI0_PERMB
OG0000385	sp|P11499|HS90B_MOUSE	tr|A0A6J0CH84|A0A6J0CH84_PERMB, tr|A0A6J0E8I3|A0A6J0E8I3_PERMB, tr|A0A6I9LU53|A0A6I9LU53_PERMB, tr|A0A6J0DWL9|A0A6J0DWL9_PERMB
OG0000386	tr|Q9Z0I7|Q9Z0I7_MOUSE	tr|A0A6J0CQA3|A0A6J0CQA3_PERMB, tr|A0A6I9MJQ1|A0A6I9MJQ1_PERMB, tr|A0A6J0CP20|A0A6J0CP20_PERMB, tr|A0A6I9MAH1|A0A6I9MAH1_PERMB, tr|A0A6I9MQR4|A0A6I9MQR4_PERMB, tr|A0A6I9M9X9|A0A6I9M9X9_PERMB
OG0000387	tr|Q9D519|Q9D519_MOUSE, tr|Q497M0|Q497M0_MOUSE	tr|A0A6J0CSX7|A0A6J0CSX7_PERMB, tr|A0A6I9MKM4|A0A6I9MKM4_PERMB, tr|A0A6J0CT67|A0A6J0CT67_PERMB, tr|A0A6J0CQX5|A0A6J0CQX5_PERMB, tr|A0A6J0CT09|A0A6J0CT09_PERMB
OG0000388	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A6I9MCE5|A0A6I9MCE5_PERMB, tr|A0A6I9MGD5|A0A6I9MGD5_PERMB, tr|A0A6I9M570|A0A6I9M570_PERMB, tr|A0A6I9MLM5|A0A6I9MLM5_PERMB, tr|A0A6I9MJR4|A0A6I9MJR4_PERMB, tr|A0A6I9LL90|A0A6I9LL90_PERMB
OG0000403	tr|Q8VFP8|Q8VFP8_MOUSE	tr|A0A6I9MMM8|A0A6I9MMM8_PERMB, tr|A0A6I9MFX7|A0A6I9MFX7_PERMB, tr|A0A6I9MQN9|A0A6I9MQN9_PERMB
OG0000403	sp|Q60879|OLF3_MOUSE	tr|A0A6I9M6F3|A0A6I9M6F3_PERMB
OG0000404	sp|B1AS29|GRIK3_MOUSE	tr|A0A6J0DH26|A0A6J0DH26_PERMB
OG0000404	sp|P39087|GRIK2_MOUSE	tr|A0A6J0DSI3|A0A6J0DSI3_PERMB
OG0000404	sp|Q60934|GRIK1_MOUSE	tr|A0A6I9LPU0|A0A6I9LPU0_PERMB
OG0000405	sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A6I9LFT8|A0A6I9LFT8_PERMB
OG0000405	sp|Q9D883|U2AF1_MOUSE	tr|A0A6I9M0H5|A0A6I9M0H5_PERMB, tr|A0A6J0CWM6|A0A6J0CWM6_PERMB, tr|A0A6I9MQB0|A0A6I9MQB0_PERMB
OG0000406	sp|Q9JKF4|CLC6A_MOUSE, tr|Q67DU8|Q67DU8_MOUSE, tr|Q7TS58|Q7TS58_MOUSE, tr|Q5YIR8|Q5YIR8_MOUSE, sp|Q9QZ15|CLC4A_MOUSE	tr|A0A6I9MBS9|A0A6I9MBS9_PERMB
OG0000407	tr|Q8VGA1|Q8VGA1_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE	tr|A0A6I9LHS0|A0A6I9LHS0_PERMB
OG0000407	tr|E9PV95|E9PV95_MOUSE, tr|K7N6B3|K7N6B3_MOUSE	tr|A0A6I9L899|A0A6I9L899_PERMB
OG0000408	tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6WYC8|F6WYC8_MOUSE	tr|A0A6I9LS36|A0A6I9LS36_PERMB
OG0000409	tr|Q5SW50|Q5SW50_MOUSE	tr|A0A6I9MPC3|A0A6I9MPC3_PERMB
OG0000409	tr|Q5SW48|Q5SW48_MOUSE	tr|A0A6I9L602|A0A6I9L602_PERMB
OG0000409	tr|Q5SW49|Q5SW49_MOUSE	tr|A0A6I9MGI2|A0A6I9MGI2_PERMB
OG0000410	tr|K7N6V7|K7N6V7_MOUSE	tr|A0A6I9M171|A0A6I9M171_PERMB
OG0000410	tr|A0A2I3BQR4|A0A2I3BQR4_MOUSE, tr|A0A2I3BPU7|A0A2I3BPU7_MOUSE	tr|A0A6I9M6S3|A0A6I9M6S3_PERMB, tr|A0A6I9M6R6|A0A6I9M6R6_PERMB
OG0000411	sp|Q9DC51|GNAI3_MOUSE	tr|A0A6I9LI08|A0A6I9LI08_PERMB
OG0000411	sp|B2RSH2|GNAI1_MOUSE	tr|A0A6I9L0H8|A0A6I9L0H8_PERMB
OG0000411	sp|P08752|GNAI2_MOUSE	tr|A0A6I9LGA0|A0A6I9LGA0_PERMB
OG0000412	sp|P62702|RS4X_MOUSE	tr|A0A6J0EHV2|A0A6J0EHV2_PERMB, tr|A0A6I9MJ63|A0A6I9MJ63_PERMB, tr|A0A6I9LQJ3|A0A6I9LQJ3_PERMB, tr|A0A6J0DJ16|A0A6J0DJ16_PERMB, tr|A0A6J0CXD5|A0A6J0CXD5_PERMB
OG0000413	sp|Q99MX0|TKTL1_MOUSE	tr|A0A6J0CE54|A0A6J0CE54_PERMB
OG0000413	sp|P40142|TKT_MOUSE	tr|A0A6I9LD04|A0A6I9LD04_PERMB
OG0000413	sp|Q9D4D4|TKTL2_MOUSE	tr|A0A6I9LSP3|A0A6I9LSP3_PERMB
OG0000414	sp|Q7M717|TR102_MOUSE	tr|A0A6J0CPV7|A0A6J0CPV7_PERMB, tr|A0A6J0CTL4|A0A6J0CTL4_PERMB
OG0000414	sp|Q7M718|TR124_MOUSE	tr|A0A6I9MF91|A0A6I9MF91_PERMB, tr|A0A6I9MDM9|A0A6I9MDM9_PERMB
OG0000416	sp|Q3TXX4|VGLU1_MOUSE	tr|A0A6J0DWQ5|A0A6J0DWQ5_PERMB
OG0000416	sp|Q8BFU8|VGLU3_MOUSE	tr|A0A6J0DFZ3|A0A6J0DFZ3_PERMB
OG0000416	sp|Q8BLE7|VGLU2_MOUSE	tr|A0A6J0E8F9|A0A6J0E8F9_PERMB
OG0000417	sp|Q61090|FZD7_MOUSE	tr|A0A6I9L1R2|A0A6I9L1R2_PERMB
OG0000417	sp|O70421|FZD1_MOUSE	tr|A0A6I9LZR1|A0A6I9LZR1_PERMB
OG0000417	sp|Q9JIP6|FZD2_MOUSE	tr|A0A6J0D7D1|A0A6J0D7D1_PERMB
OG0000418	sp|Q8BWT5|DIP2A_MOUSE	tr|A0A6I9M958|A0A6I9M958_PERMB
OG0000418	sp|Q3UH60|DIP2B_MOUSE	tr|A0A6I9LTM0|A0A6I9LTM0_PERMB
OG0000418	tr|E9PWR4|E9PWR4_MOUSE	tr|A0A6J0DGW4|A0A6J0DGW4_PERMB
OG0000419	sp|Q8BZ98|DYN3_MOUSE	tr|A0A6J0D301|A0A6J0D301_PERMB
OG0000419	sp|P39053|DYN1_MOUSE	tr|A0A6J0DR81|A0A6J0DR81_PERMB
OG0000419	sp|P39054|DYN2_MOUSE	tr|A0A6J0DYC8|A0A6J0DYC8_PERMB
OG0000421	sp|P05555|ITAM_MOUSE	tr|A0A6I9L4N7|A0A6I9L4N7_PERMB
OG0000421	sp|Q9QXH4|ITAX_MOUSE	tr|A0A6J0DDK4|A0A6J0DDK4_PERMB
OG0000421	sp|Q3V0T4|ITAD_MOUSE	tr|A0A6I9L5Q7|A0A6I9L5Q7_PERMB
OG0000422	sp|Q5DU02|UBP22_MOUSE	tr|A0A6I9L628|A0A6I9L628_PERMB
OG0000422	sp|B1AY15|UBP51_MOUSE	tr|A0A6I9M9P7|A0A6I9M9P7_PERMB
OG0000422	sp|Q8CEG8|UBP27_MOUSE	tr|A0A6J0CME4|A0A6J0CME4_PERMB
OG0000423	sp|Q61768|KINH_MOUSE	tr|A0A6I9LA63|A0A6I9LA63_PERMB
OG0000423	sp|P33175|KIF5A_MOUSE	tr|A0A6I9L571|A0A6I9L571_PERMB
OG0000423	sp|P28738|KIF5C_MOUSE	tr|A0A6I9LB24|A0A6I9LB24_PERMB
OG0000424	sp|Q69Z23|DYH17_MOUSE	tr|A0A6I9LTV2|A0A6I9LTV2_PERMB
OG0000424	tr|E9Q7N9|E9Q7N9_MOUSE	tr|A0A6J0E6X4|A0A6J0E6X4_PERMB
OG0000424	tr|B1AR51|B1AR51_MOUSE	tr|A0A6I9KYL8|A0A6I9KYL8_PERMB
OG0000427	sp|P20444|KPCA_MOUSE	tr|A0A6J0D348|A0A6J0D348_PERMB
OG0000427	sp|P63318|KPCG_MOUSE	tr|A0A6J0E578|A0A6J0E578_PERMB
OG0000427	sp|P68404|KPCB_MOUSE	tr|A0A6I9LCE7|A0A6I9LCE7_PERMB
OG0000428	sp|Q9WVK4|EHD1_MOUSE	tr|A0A6I9LBG4|A0A6I9LBG4_PERMB
OG0000428	sp|Q9EQP2|EHD4_MOUSE	tr|A0A6I9MBX6|A0A6I9MBX6_PERMB
OG0000428	sp|Q9QXY6|EHD3_MOUSE	tr|A0A6I9MAY9|A0A6I9MAY9_PERMB
OG0000429	tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE	tr|A0A6I9MP89|A0A6I9MP89_PERMB
OG0000429	tr|Q8VGZ2|Q8VGZ2_MOUSE, tr|E9Q838|E9Q838_MOUSE	tr|A0A6J0CKV2|A0A6J0CKV2_PERMB
OG0000430	sp|Q9WVD4|CLCN5_MOUSE	tr|A0A6J0CP56|A0A6J0CP56_PERMB
OG0000430	sp|Q61418|CLCN4_MOUSE	tr|A0A6I9MHQ4|A0A6I9MHQ4_PERMB
OG0000430	sp|P51791|CLCN3_MOUSE	tr|A0A6J0DH08|A0A6J0DH08_PERMB
OG0000431	sp|Q9QZC1|TRPC3_MOUSE	tr|A0A6I9M996|A0A6I9M996_PERMB
OG0000431	sp|Q9WVC5|TRPC7_MOUSE	tr|A0A6J0D8P5|A0A6J0D8P5_PERMB
OG0000431	sp|Q61143|TRPC6_MOUSE	tr|A0A6J0DPH7|A0A6J0DPH7_PERMB
OG0000432	sp|Q80VQ0|AL3B1_MOUSE	tr|A0A6J0DHP9|A0A6J0DHP9_PERMB
OG0000432	sp|E9Q3E1|AL3B2_MOUSE	tr|A0A6I9LCS6|A0A6I9LCS6_PERMB
OG0000432	sp|J3QMK6|AL3B3_MOUSE	tr|A0A6I9LB37|A0A6I9LB37_PERMB
OG0000433	tr|Q8VES9|Q8VES9_MOUSE	tr|A0A6I9LJJ5|A0A6I9LJJ5_PERMB, tr|A0A6J0DUI1|A0A6J0DUI1_PERMB, tr|A0A6J0DT36|A0A6J0DT36_PERMB, tr|A0A6I9LV05|A0A6I9LV05_PERMB, tr|A0A6I9LV00|A0A6I9LV00_PERMB
OG0000434	sp|Q9WTU6|MK09_MOUSE	tr|A0A6I9LRI8|A0A6I9LRI8_PERMB
OG0000434	sp|Q91Y86|MK08_MOUSE	tr|A0A6I9L535|A0A6I9L535_PERMB
OG0000434	sp|Q61831|MK10_MOUSE	tr|A0A6I9L9S9|A0A6I9L9S9_PERMB
OG0000435	tr|L7MU75|L7MU75_MOUSE	tr|A0A6I9MC53|A0A6I9MC53_PERMB
OG0000435	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A6I9M817|A0A6I9M817_PERMB
OG0000435	tr|Q8VGB1|Q8VGB1_MOUSE	tr|A0A6I9M822|A0A6I9M822_PERMB
OG0000436	sp|P05064|ALDOA_MOUSE	tr|A0A6I9LDD9|A0A6I9LDD9_PERMB
OG0000436	tr|A6ZI47|A6ZI47_MOUSE, tr|A6ZI46|A6ZI46_MOUSE, sp|P05063|ALDOC_MOUSE	tr|A0A6I9L5H2|A0A6I9L5H2_PERMB
OG0000438	tr|B9EJQ9|B9EJQ9_MOUSE, tr|A2AWM0|A2AWM0_MOUSE, tr|L7MU37|L7MU37_MOUSE, tr|A2ANE1|A2ANE1_MOUSE, tr|Q4TU90|Q4TU90_MOUSE	tr|A0A6J0CH74|A0A6J0CH74_PERMB
OG0000440	tr|Q8C635|Q8C635_MOUSE	tr|A0A6I9M4R6|A0A6I9M4R6_PERMB
OG0000440	sp|Q64516|GLPK_MOUSE	tr|A0A6J0DZV0|A0A6J0DZV0_PERMB
OG0000440	sp|Q9WU65|GLPK2_MOUSE	tr|A0A6I9L9R8|A0A6I9L9R8_PERMB
OG0000441	tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE	tr|A0A6I9LSS2|A0A6I9LSS2_PERMB, tr|A0A6I9MG83|A0A6I9MG83_PERMB
OG0000442	sp|P50295|ARY2_MOUSE	tr|A0A6I9LSL2|A0A6I9LSL2_PERMB
OG0000442	sp|P50296|ARY3_MOUSE	tr|A0A6J0E541|A0A6J0E541_PERMB
OG0000442	sp|P50294|ARY1_MOUSE	tr|A0A6J0EAV9|A0A6J0EAV9_PERMB
OG0000443	tr|L7MTY4|L7MTY4_MOUSE, tr|Q7TRZ4|Q7TRZ4_MOUSE, tr|A0A0N4SVP2|A0A0N4SVP2_MOUSE, tr|Q5NCD7|Q5NCD7_MOUSE	tr|A0A6I9LJD3|A0A6I9LJD3_PERMB, tr|A0A6I9LZ69|A0A6I9LZ69_PERMB
OG0000444	sp|Q5QD13|TAAR6_MOUSE	tr|A0A6I9LY08|A0A6I9LY08_PERMB
OG0000444	sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE	tr|A0A6I9LYE6|A0A6I9LYE6_PERMB
OG0000446	sp|Q6P2K6|P4R3A_MOUSE	tr|A0A6J0EIM9|A0A6J0EIM9_PERMB
OG0000446	tr|A2ADI4|A2ADI4_MOUSE, sp|Q3V0Y1|P4R3C_MOUSE, sp|Q922R5|P4R3B_MOUSE	tr|A0A6I9MNF5|A0A6I9MNF5_PERMB
OG0000447	sp|Q62261|SPTB2_MOUSE	tr|A0A6J0CIN9|A0A6J0CIN9_PERMB
OG0000447	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A6J0DHS7|A0A6J0DHS7_PERMB
OG0000447	sp|P15508|SPTB1_MOUSE	tr|A0A6I9L8F6|A0A6I9L8F6_PERMB
OG0000448	sp|P70210|TEAD3_MOUSE	tr|A0A6J0DW50|A0A6J0DW50_PERMB
OG0000448	sp|P30051|TEAD1_MOUSE	tr|A0A6I9L7K3|A0A6I9L7K3_PERMB
OG0000448	sp|Q62296|TEAD4_MOUSE	tr|A0A6I9M1P7|A0A6I9M1P7_PERMB
OG0000449	sp|Q8K1Y2|KPCD3_MOUSE	tr|A0A6I9LUF0|A0A6I9LUF0_PERMB
OG0000449	sp|Q62101|KPCD1_MOUSE	tr|A0A6I9L271|A0A6I9L271_PERMB
OG0000449	sp|Q8BZ03|KPCD2_MOUSE	tr|A0A6I9LW10|A0A6I9LW10_PERMB
OG0000451	sp|P62137|PP1A_MOUSE	tr|A0A6I9LL42|A0A6I9LL42_PERMB
OG0000451	sp|P62141|PP1B_MOUSE	tr|A0A6I9MB07|A0A6I9MB07_PERMB
OG0000451	sp|P63087|PP1G_MOUSE	tr|A0A6J0DGD5|A0A6J0DGD5_PERMB
OG0000452	sp|Q3TKR3|NAL4C_MOUSE, sp|Q66X19|NAL4E_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q8C6J9|NAL4B_MOUSE, sp|Q66X05|NAL4F_MOUSE	tr|A0A6J0CLM5|A0A6J0CLM5_PERMB
OG0000453	sp|Q7TMK9|HNRPQ_MOUSE	tr|A0A6I9M0Y3|A0A6I9M0Y3_PERMB
OG0000453	tr|Q8VHM5|Q8VHM5_MOUSE	tr|A0A6I9LHA2|A0A6I9LHA2_PERMB, tr|A0A6J0DG33|A0A6J0DG33_PERMB, tr|A0A6I9L7G3|A0A6I9L7G3_PERMB
OG0000454	tr|B1AR17|B1AR17_MOUSE	tr|A0A6J0CXM6|A0A6J0CXM6_PERMB
OG0000454	sp|Q6PDQ2|CHD4_MOUSE	tr|A0A6J0CET7|A0A6J0CET7_PERMB
OG0000454	sp|A2A8L1|CHD5_MOUSE	tr|A0A6J0CJN9|A0A6J0CJN9_PERMB
OG0000455	sp|P63143|KCAB1_MOUSE	tr|A0A6J0CRF9|A0A6J0CRF9_PERMB
OG0000455	sp|P62482|KCAB2_MOUSE	tr|A0A6J0DSZ6|A0A6J0DSZ6_PERMB
OG0000455	sp|P97382|KCAB3_MOUSE	tr|A0A6I9KYQ4|A0A6I9KYQ4_PERMB
OG0000456	tr|Q3V2D6|Q3V2D6_MOUSE	tr|A0A6I9L5E6|A0A6I9L5E6_PERMB
OG0000456	tr|A2A590|A2A590_MOUSE	tr|A0A6I9L1Y6|A0A6I9L1Y6_PERMB
OG0000456	tr|A2A588|A2A588_MOUSE	tr|A0A6I9L2G4|A0A6I9L2G4_PERMB
OG0000458	sp|P54754|EPHB3_MOUSE	tr|A0A6I9M1A1|A0A6I9M1A1_PERMB
OG0000458	sp|P54763|EPHB2_MOUSE	tr|A0A6J0DID1|A0A6J0DID1_PERMB
OG0000458	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A6I9L7P8|A0A6I9L7P8_PERMB
OG0000459	sp|P63328|PP2BA_MOUSE	tr|A0A6I9L1W6|A0A6I9L1W6_PERMB
OG0000459	sp|P48455|PP2BC_MOUSE	tr|A0A6I9LPZ1|A0A6I9LPZ1_PERMB
OG0000459	sp|P48453|PP2BB_MOUSE	tr|A0A6I9LJ39|A0A6I9LJ39_PERMB
OG0000460	sp|P62806|H4_MOUSE	tr|A0A6I9MFG5|A0A6I9MFG5_PERMB, tr|A0A6I9M3N3|A0A6I9M3N3_PERMB, tr|A0A6I9LZD9|A0A6I9LZD9_PERMB, tr|A0A6I9M5Y7|A0A6I9M5Y7_PERMB, tr|A0A6I9LRK4|A0A6I9LRK4_PERMB
OG0000462	tr|F8VQ05|F8VQ05_MOUSE	tr|A0A6J0DG89|A0A6J0DG89_PERMB
OG0000462	sp|E9Q8I9|FRY_MOUSE	tr|A0A6J0CZB1|A0A6J0CZB1_PERMB, tr|A0A6J0CTB6|A0A6J0CTB6_PERMB, tr|A0A6J0E0W0|A0A6J0E0W0_PERMB
OG0000463	tr|A0A668KLA7|A0A668KLA7_MOUSE, tr|A0A668KLA6|A0A668KLA6_MOUSE, tr|A0A668KLD8|A0A668KLD8_MOUSE, tr|A0A668KL92|A0A668KL92_MOUSE, tr|A0A668KM38|A0A668KM38_MOUSE	tr|A0A6J0DTD2|A0A6J0DTD2_PERMB
OG0000464	sp|P22605|RARB_MOUSE	tr|A0A6J0D7T0|A0A6J0D7T0_PERMB
OG0000464	sp|P18911|RARG_MOUSE	tr|A0A6I9LTF7|A0A6I9LTF7_PERMB
OG0000464	sp|P11416|RARA_MOUSE	tr|A0A6I9KVS9|A0A6I9KVS9_PERMB
OG0000465	tr|Q9CPN9|Q9CPN9_MOUSE	tr|A0A6I9MN27|A0A6I9MN27_PERMB
OG0000465	tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE	tr|A0A6I9MLE2|A0A6I9MLE2_PERMB, tr|A0A6I9MDX8|A0A6I9MDX8_PERMB
OG0000466	sp|Q8K596|NAC2_MOUSE	tr|A0A6I9MC94|A0A6I9MC94_PERMB
OG0000466	sp|P70414|NAC1_MOUSE	tr|A0A6I9M146|A0A6I9M146_PERMB
OG0000466	sp|S4R2P9|NAC3_MOUSE	tr|A0A6I9L4Q5|A0A6I9L4Q5_PERMB
OG0000467	tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE	tr|A0A6I9MK19|A0A6I9MK19_PERMB
OG0000468	sp|Q8C4X2|KC1G3_MOUSE	tr|A0A6J0DZR4|A0A6J0DZR4_PERMB
OG0000468	sp|Q8BTH8|KC1G1_MOUSE	tr|A0A6J0DEM4|A0A6J0DEM4_PERMB
OG0000468	sp|Q8BVP5|KC1G2_MOUSE	tr|A0A6J0DBY5|A0A6J0DBY5_PERMB
OG0000469	tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A6I9LW54|A0A6I9LW54_PERMB
OG0000469	tr|E9PWJ7|E9PWJ7_MOUSE	tr|A0A6I9LNG3|A0A6I9LNG3_PERMB
OG0000469	tr|E9PWH4|E9PWH4_MOUSE	tr|A0A6I9LKU6|A0A6I9LKU6_PERMB
OG0000470	tr|Q8VG65|Q8VG65_MOUSE	tr|A0A6I9MGW1|A0A6I9MGW1_PERMB
OG0000470	tr|Q8VG66|Q8VG66_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE	tr|A0A6I9MDY8|A0A6I9MDY8_PERMB, tr|A0A6J0CNH4|A0A6J0CNH4_PERMB
OG0000471	sp|P21278|GNA11_MOUSE	tr|A0A6I9L6M5|A0A6I9L6M5_PERMB
OG0000471	sp|P21279|GNAQ_MOUSE	tr|A0A6I9L1H5|A0A6I9L1H5_PERMB
OG0000471	sp|P30677|GNA14_MOUSE	tr|A0A6I9KYH0|A0A6I9KYH0_PERMB
OG0000472	sp|Q923L3|CSMD1_MOUSE	tr|A0A6I9MEL8|A0A6I9MEL8_PERMB
OG0000472	tr|V9GX34|V9GX34_MOUSE	tr|A0A6I9LZD6|A0A6I9LZD6_PERMB
OG0000472	sp|Q80T79|CSMD3_MOUSE	tr|A0A6I9LZG9|A0A6I9LZG9_PERMB
OG0000473	tr|E9PWA8|E9PWA8_MOUSE	tr|A0A6J0CKS1|A0A6J0CKS1_PERMB, tr|A0A6J0CHV0|A0A6J0CHV0_PERMB
OG0000473	tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A6I9MFW2|A0A6I9MFW2_PERMB, tr|A0A6I9LZP1|A0A6I9LZP1_PERMB
OG0000474	sp|P84244|H33_MOUSE	tr|A0A6I9M073|A0A6I9M073_PERMB, tr|A0A6I9MAE4|A0A6I9MAE4_PERMB, tr|A0A6I9MN94|A0A6I9MN94_PERMB, tr|A0A6I9LPV8|A0A6I9LPV8_PERMB, tr|A0A6J0CVN5|A0A6J0CVN5_PERMB
OG0000475	sp|Q80X90|FLNB_MOUSE	tr|A0A6I9MGB2|A0A6I9MGB2_PERMB
OG0000475	sp|Q8VHX6|FLNC_MOUSE	tr|A0A6J0DD19|A0A6J0DD19_PERMB
OG0000475	sp|Q8BTM8|FLNA_MOUSE	tr|A0A6I9M478|A0A6I9M478_PERMB
OG0000476	sp|Q9ET01|PYGL_MOUSE	tr|A0A6I9LVA7|A0A6I9LVA7_PERMB
OG0000476	sp|Q8CI94|PYGB_MOUSE	tr|A0A6I9LVV4|A0A6I9LVV4_PERMB
OG0000476	sp|Q9WUB3|PYGM_MOUSE	tr|A0A6I9LLF7|A0A6I9LLF7_PERMB
OG0000477	tr|B2RXC6|B2RXC6_MOUSE	tr|A0A6I9LW92|A0A6I9LW92_PERMB, tr|A0A6J0CPU2|A0A6J0CPU2_PERMB, tr|A0A6I9MAT4|A0A6I9MAT4_PERMB, tr|A0A6J0CRS5|A0A6J0CRS5_PERMB, tr|A0A6J0CRW4|A0A6J0CRW4_PERMB
OG0000478	sp|P97454|SMAD5_MOUSE	tr|A0A6I9L476|A0A6I9L476_PERMB
OG0000478	sp|P70340|SMAD1_MOUSE	tr|A0A6I9L287|A0A6I9L287_PERMB
OG0000478	sp|Q9JIW5|SMAD9_MOUSE	tr|A0A6I9LEI5|A0A6I9LEI5_PERMB
OG0000479	tr|J3JS27|J3JS27_MOUSE	tr|A0A6I9MNI5|A0A6I9MNI5_PERMB, tr|A0A6I9MFH5|A0A6I9MFH5_PERMB, tr|A0A6I9MAD4|A0A6I9MAD4_PERMB, tr|A0A6J0CWJ7|A0A6J0CWJ7_PERMB, tr|A0A6I9MQ88|A0A6I9MQ88_PERMB
OG0000480	sp|Q99M80|PTPRT_MOUSE	tr|A0A6J0DIV8|A0A6J0DIV8_PERMB
OG0000480	sp|P28828|PTPRM_MOUSE	tr|A0A6I9M8X3|A0A6I9M8X3_PERMB
OG0000480	sp|P35822|PTPRK_MOUSE	tr|A0A6J0CSZ4|A0A6J0CSZ4_PERMB
OG0000481	tr|Q7TRA0|Q7TRA0_MOUSE, tr|Q7TR99|Q7TR99_MOUSE	tr|A0A6I9M3I8|A0A6I9M3I8_PERMB
OG0000481	sp|Q8VF76|OL998_MOUSE	tr|A0A6I9LSZ4|A0A6I9LSZ4_PERMB, tr|A0A6I9M3R7|A0A6I9M3R7_PERMB
OG0000483	sp|Q07409|CNTN3_MOUSE	tr|A0A6J0EBC8|A0A6J0EBC8_PERMB
OG0000483	sp|Q69Z26|CNTN4_MOUSE	tr|A0A6J0CZY6|A0A6J0CZY6_PERMB
OG0000483	sp|Q9JMB8|CNTN6_MOUSE	tr|A0A6I9LBH0|A0A6I9LBH0_PERMB
OG0000484	sp|Q99MX2|FHL17_MOUSE, tr|Q3SXD1|Q3SXD1_MOUSE, tr|A2AHC6|A2AHC6_MOUSE, tr|A2AHC5|A2AHC5_MOUSE, tr|Q3SXD2|Q3SXD2_MOUSE	tr|A0A6I9LCX4|A0A6I9LCX4_PERMB
OG0000485	sp|Q62381|TLL1_MOUSE	tr|A0A6J0DZX0|A0A6J0DZX0_PERMB
OG0000485	sp|Q9WVM6|TLL2_MOUSE	tr|A0A6I9M8W6|A0A6I9M8W6_PERMB
OG0000485	sp|P98063|BMP1_MOUSE	tr|A0A6I9M2F2|A0A6I9M2F2_PERMB
OG0000487	sp|Q9QXZ0|MACF1_MOUSE	tr|A0A6J0CW55|A0A6J0CW55_PERMB, tr|A0A6J0CKT0|A0A6J0CKT0_PERMB
OG0000487	sp|Q91ZU6|DYST_MOUSE	tr|A0A6I9MH78|A0A6I9MH78_PERMB, tr|A0A6J0CUK8|A0A6J0CUK8_PERMB
OG0000488	tr|Q8VH08|Q8VH08_MOUSE	tr|A0A6I9LY62|A0A6I9LY62_PERMB
OG0000488	tr|E9Q985|E9Q985_MOUSE	tr|A0A6I9M4K6|A0A6I9M4K6_PERMB
OG0000488	tr|Q8VH10|Q8VH10_MOUSE	tr|A0A6I9M988|A0A6I9M988_PERMB
OG0000489	tr|Q7TR80|Q7TR80_MOUSE	tr|A0A6J0E596|A0A6J0E596_PERMB
OG0000489	tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR71|Q7TR71_MOUSE	tr|A0A6I9M9D7|A0A6I9M9D7_PERMB, tr|A0A6I9M968|A0A6I9M968_PERMB
OG0000491	tr|Q8VGP8|Q8VGP8_MOUSE	tr|A0A6I9MGW5|A0A6I9MGW5_PERMB
OG0000491	tr|Q8VEZ5|Q8VEZ5_MOUSE	tr|A0A6I9MDZ8|A0A6I9MDZ8_PERMB
OG0000491	tr|Q8VEZ4|Q8VEZ4_MOUSE	tr|A0A6I9MDZ2|A0A6I9MDZ2_PERMB
OG0000492	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A6J0D4S6|A0A6J0D4S6_PERMB
OG0000492	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A6J0DXG8|A0A6J0DXG8_PERMB
OG0000492	sp|Q80TR4|SLIT1_MOUSE	tr|A0A6I9LU86|A0A6I9LU86_PERMB
