Orthogroup	Mus_musculus	Fukomys_damarensis
OG0001575	sp|Q8R4G0|NTNG1_MOUSE	tr|A0A091CW27|A0A091CW27_FUKDA
OG0001576	sp|Q05A36|MEX3C_MOUSE, tr|G3UYU0|G3UYU0_MOUSE, sp|Q69Z36|MEX3B_MOUSE	tr|A0A091DV90|A0A091DV90_FUKDA
OG0001577	sp|Q8CIH5|PLCG2_MOUSE	tr|A0A091DZQ2|A0A091DZQ2_FUKDA, tr|A0A091DUH1|A0A091DUH1_FUKDA, tr|A0A091CTI5|A0A091CTI5_FUKDA
OG0001578	sp|Q9EPL8|IPO7_MOUSE	tr|A0A091D7E2|A0A091D7E2_FUKDA
OG0001578	sp|Q7TMY7|IPO8_MOUSE	tr|A0A091E7Y3|A0A091E7Y3_FUKDA
OG0001579	sp|Q9Z1X4|ILF3_MOUSE	tr|A0A091CK37|A0A091CK37_FUKDA
OG0001579	sp|Q91WM1|STRBP_MOUSE	tr|A0A091CN92|A0A091CN92_FUKDA
OG0001580	sp|Q3UX83|1A1L2_MOUSE	tr|A0A091DY10|A0A091DY10_FUKDA
OG0001580	sp|A2AIG8|1A1L1_MOUSE	tr|A0A091CM49|A0A091CM49_FUKDA
OG0001581	sp|P70303|PYRG2_MOUSE	tr|A0A091D1V4|A0A091D1V4_FUKDA
OG0001581	sp|P70698|PYRG1_MOUSE	tr|A0A091EB84|A0A091EB84_FUKDA
OG0001582	sp|P24547|IMDH2_MOUSE	tr|A0A091CLD3|A0A091CLD3_FUKDA
OG0001582	sp|P50096|IMDH1_MOUSE	tr|A0A091DB15|A0A091DB15_FUKDA
OG0001583	sp|Q6VUP9|AP2E_MOUSE	tr|A0A091D2B1|A0A091D2B1_FUKDA
OG0001583	sp|Q61313|AP2B_MOUSE	tr|A0A091DH30|A0A091DH30_FUKDA
OG0001584	sp|Q9ER65|CSTN2_MOUSE	tr|A0A091DGF1|A0A091DGF1_FUKDA
OG0001584	sp|Q9EPL2|CSTN1_MOUSE	tr|A0A091DMS9|A0A091DMS9_FUKDA
OG0001585	sp|Q8VDS4|RPR1A_MOUSE	tr|A0A091DX51|A0A091DX51_FUKDA
OG0001585	sp|Q9CSU0|RPR1B_MOUSE	tr|A0A091CU61|A0A091CU61_FUKDA
OG0001586	sp|Q9EPC1|PARVA_MOUSE, sp|Q9ES46|PARVB_MOUSE, sp|Q9ERD8|PARVG_MOUSE	tr|A0A091D7C7|A0A091D7C7_FUKDA
OG0001587	sp|P49117|NR2C2_MOUSE	tr|A0A091DAZ0|A0A091DAZ0_FUKDA
OG0001587	sp|Q505F1|NR2C1_MOUSE	tr|A0A091E7P0|A0A091E7P0_FUKDA
OG0001588	sp|Q80X59|TMC5B_MOUSE	tr|A0A091DL92|A0A091DL92_FUKDA
OG0001588	sp|Q9D9D5|TMC5A_MOUSE	tr|A0A091DPB0|A0A091DPB0_FUKDA
OG0001589	sp|Q60673|PTPRN_MOUSE	tr|A0A091CMN8|A0A091CMN8_FUKDA
OG0001589	sp|P80560|PTPR2_MOUSE	tr|A0A091E1V6|A0A091E1V6_FUKDA
OG0001590	sp|A2BDP1|NALF2_MOUSE	tr|A0A091DHA3|A0A091DHA3_FUKDA
OG0001590	sp|Q8CCS2|NALF1_MOUSE	tr|A0A091DKU7|A0A091DKU7_FUKDA
OG0001591	tr|Q3U1C4|Q3U1C4_MOUSE	tr|A0A091CVM9|A0A091CVM9_FUKDA
OG0001591	sp|Q6A098|SBP2L_MOUSE	tr|A0A091D2M2|A0A091D2M2_FUKDA
OG0001592	tr|Q8VGZ3|Q8VGZ3_MOUSE, tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE, tr|E9Q547|E9Q547_MOUSE	tr|A0A091CZ21|A0A091CZ21_FUKDA
OG0001593	sp|A0A087WPF7|AUTS2_MOUSE, tr|E9Q9T0|E9Q9T0_MOUSE, sp|Q8R089|FBRS_MOUSE	tr|A0A091D2E4|A0A091D2E4_FUKDA
OG0001594	sp|O88904|HIPK1_MOUSE	tr|A0A091DDX6|A0A091DDX6_FUKDA
OG0001594	sp|Q9QZR5|HIPK2_MOUSE	tr|A0A091DDA9|A0A091DDA9_FUKDA
OG0001595	tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE	tr|A0A091DBB2|A0A091DBB2_FUKDA, tr|A0A091DXL1|A0A091DXL1_FUKDA
OG0001596	sp|A4Q9F6|TTL13_MOUSE	tr|A0A091DVW4|A0A091DVW4_FUKDA
OG0001596	sp|A4Q9E8|TTLL6_MOUSE	tr|A0A091DWU3|A0A091DWU3_FUKDA
OG0001597	sp|Q63805|A1AG3_MOUSE, sp|P07361|A1AG2_MOUSE, sp|Q60590|A1AG1_MOUSE	tr|A0A091D3V5|A0A091D3V5_FUKDA
OG0001598	sp|Q3TLR7|DTL_MOUSE	tr|A0A091DPT1|A0A091DPT1_FUKDA
OG0001598	sp|Q9DC48|PRP17_MOUSE	tr|A0A091DEG6|A0A091DEG6_FUKDA
OG0001599	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A091DUT1|A0A091DUT1_FUKDA
OG0001599	sp|Q8BFZ4|FXL21_MOUSE	tr|A0A091CKM9|A0A091CKM9_FUKDA
OG0001600	sp|Q9Z138|ROR2_MOUSE	tr|A0A091CWJ3|A0A091CWJ3_FUKDA
OG0001600	sp|Q9Z139|ROR1_MOUSE	tr|A0A091CY85|A0A091CY85_FUKDA
OG0001601	sp|Q6PD03|2A5A_MOUSE	tr|A0A091D340|A0A091D340_FUKDA
OG0001601	sp|Q6PD28|2A5B_MOUSE	tr|A0A091DBH5|A0A091DBH5_FUKDA
OG0001602	sp|Q80YR5|SAFB2_MOUSE	tr|A0A091D9L8|A0A091D9L8_FUKDA
OG0001602	sp|D3YXK2|SAFB1_MOUSE	tr|A0A091DEB0|A0A091DEB0_FUKDA
OG0001603	sp|B2RXR6|ANR44_MOUSE	tr|A0A091DFZ0|A0A091DFZ0_FUKDA
OG0001603	sp|Q8BTI7|ANR52_MOUSE	tr|A0A091D0P5|A0A091D0P5_FUKDA
OG0001604	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A091DFZ5|A0A091DFZ5_FUKDA
OG0001604	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A091DX47|A0A091DX47_FUKDA
OG0001605	sp|Q8BWD8|CDK19_MOUSE	tr|A0A091E0F1|A0A091E0F1_FUKDA
OG0001605	sp|Q8R3L8|CDK8_MOUSE	tr|A0A091DST1|A0A091DST1_FUKDA
OG0001606	sp|Q5QD17|TAAR2_MOUSE, sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD15|TAAR4_MOUSE	tr|A0A091DJJ6|A0A091DJJ6_FUKDA
OG0001607	sp|P40646|SOX7_MOUSE, sp|Q61473|SOX17_MOUSE, sp|P43680|SOX18_MOUSE	tr|A0A091E106|A0A091E106_FUKDA
OG0001608	sp|O88834|SHD_MOUSE, sp|Q8BSD5|SHE_MOUSE, sp|Q8CG80|SHF_MOUSE	tr|A0A091DGU6|A0A091DGU6_FUKDA
OG0001609	sp|Q3UW53|NIBA1_MOUSE, tr|D3YZB0|D3YZB0_MOUSE, sp|Q8R1F1|NIBA2_MOUSE	tr|A0A091CNB6|A0A091CNB6_FUKDA
OG0001610	tr|E9PWZ3|E9PWZ3_MOUSE	tr|A0A091DRI9|A0A091DRI9_FUKDA
OG0001610	sp|P27659|RL3_MOUSE	tr|A0A091E1V5|A0A091E1V5_FUKDA
OG0001611	sp|Q6UJY2|SL9C1_MOUSE	tr|A0A091E6N7|A0A091E6N7_FUKDA
OG0001611	sp|Q810N6|ANR45_MOUSE	tr|A0A091DDY8|A0A091DDY8_FUKDA
OG0001612	sp|O88427|CAC1H_MOUSE, tr|Q5SUF7|Q5SUF7_MOUSE, tr|E9Q7P2|E9Q7P2_MOUSE	tr|A0A091EH55|A0A091EH55_FUKDA
OG0001613	sp|Q8CFG9|C1RB_MOUSE, sp|Q8CG16|C1RA_MOUSE, sp|Q3UZ09|C1RL_MOUSE	tr|A0A091CQA4|A0A091CQA4_FUKDA
OG0001614	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A091D0K0|A0A091D0K0_FUKDA
OG0001614	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A091ECK5|A0A091ECK5_FUKDA
OG0001615	sp|Q9EP73|PD1L1_MOUSE	tr|A0A091DRH8|A0A091DRH8_FUKDA
OG0001615	sp|Q9WUL5|PD1L2_MOUSE	tr|A0A091CJH5|A0A091CJH5_FUKDA
OG0001616	sp|P12970|RL7A_MOUSE	tr|A0A091CUY7|A0A091CUY7_FUKDA, tr|A0A091EPJ6|A0A091EPJ6_FUKDA, tr|A0A091CXZ6|A0A091CXZ6_FUKDA
OG0001617	sp|P10287|CADH3_MOUSE	tr|A0A091EHU1|A0A091EHU1_FUKDA
OG0001617	sp|P09803|CADH1_MOUSE	tr|A0A091DB10|A0A091DB10_FUKDA
OG0001618	sp|Q8QZR7|PDK1L_MOUSE	tr|A0A091E332|A0A091E332_FUKDA
OG0001618	sp|Q80ZW0|STK35_MOUSE	tr|A0A091D815|A0A091D815_FUKDA
OG0001619	sp|Q8K400|STXB5_MOUSE	tr|A0A091E3X4|A0A091E3X4_FUKDA
OG0001619	sp|Q5DQR4|STB5L_MOUSE	tr|A0A091DKE2|A0A091DKE2_FUKDA
OG0001620	sp|Q3V1D3|AMPD1_MOUSE	tr|A0A091E5H2|A0A091E5H2_FUKDA
OG0001620	sp|O08739|AMPD3_MOUSE	tr|A0A091CNP0|A0A091CNP0_FUKDA
OG0001621	sp|Q99MR0|ACL6B_MOUSE	tr|A0A091E2D3|A0A091E2D3_FUKDA
OG0001621	sp|Q9Z2N8|ACL6A_MOUSE	tr|A0A091DFI6|A0A091DFI6_FUKDA
OG0001622	sp|Q3THK7|GUAA_MOUSE	tr|A0A091DYL4|A0A091DYL4_FUKDA, tr|A0A091DAW8|A0A091DAW8_FUKDA, tr|A0A091E6G5|A0A091E6G5_FUKDA
OG0001623	sp|P20108|PRDX3_MOUSE	tr|A0A091EMC8|A0A091EMC8_FUKDA, tr|A0A091EDX1|A0A091EDX1_FUKDA, tr|A0A091DEL1|A0A091DEL1_FUKDA
OG0001624	sp|Q921H8|THIKA_MOUSE, sp|Q8VCH0|THIKB_MOUSE	tr|A0A091DIP4|A0A091DIP4_FUKDA, tr|A0A091E6D8|A0A091E6D8_FUKDA
OG0001625	sp|Q9JLR1|S61A2_MOUSE	tr|A0A091DW66|A0A091DW66_FUKDA
OG0001625	sp|P61620|S61A1_MOUSE	tr|A0A091ERG7|A0A091ERG7_FUKDA
OG0001626	sp|P0DP26|CALM1_MOUSE, sp|P0DP28|CALM3_MOUSE, sp|P0DP27|CALM2_MOUSE	tr|A0A091D739|A0A091D739_FUKDA
OG0001627	sp|F6XLV1|CRCC2_MOUSE, sp|Q60952|CP250_MOUSE, sp|Q8CJ40|CROCC_MOUSE	tr|A0A091CVF5|A0A091CVF5_FUKDA
OG0001628	sp|A2TJV2|PALM3_MOUSE, sp|Q8BR92|PALM2_MOUSE, sp|Q9JHU2|PALMD_MOUSE	tr|A0A091D727|A0A091D727_FUKDA
OG0001629	sp|A2CI98|DYTN_MOUSE, sp|O70585|DTNB_MOUSE, sp|Q9D2N4|DTNA_MOUSE	tr|A0A091DAW1|A0A091DAW1_FUKDA
OG0001630	sp|P51945|CCNG1_MOUSE	tr|A0A091D6L6|A0A091D6L6_FUKDA, tr|A0A091E6D3|A0A091E6D3_FUKDA, tr|A0A091DV64|A0A091DV64_FUKDA
OG0001631	sp|Q7TSE6|ST38L_MOUSE	tr|A0A091CIW2|A0A091CIW2_FUKDA
OG0001631	sp|Q91VJ4|STK38_MOUSE	tr|A0A091CY37|A0A091CY37_FUKDA
OG0001632	sp|P27040|AVR2B_MOUSE	tr|A0A091ERD2|A0A091ERD2_FUKDA
OG0001632	sp|P27038|AVR2A_MOUSE	tr|A0A091DUB5|A0A091DUB5_FUKDA
OG0001633	sp|P49003|BMP5_MOUSE	tr|A0A091E815|A0A091E815_FUKDA
OG0001633	sp|P20722|BMP6_MOUSE	tr|A0A091DRS1|A0A091DRS1_FUKDA
OG0001634	sp|Q99MJ9|DDX50_MOUSE	tr|A0A091E2K0|A0A091E2K0_FUKDA
OG0001634	sp|Q9JIK5|DDX21_MOUSE	tr|A0A091DXU5|A0A091DXU5_FUKDA
OG0001635	tr|W4VSN7|W4VSN7_MOUSE, sp|P47915|RL29_MOUSE	tr|A0A091E8D1|A0A091E8D1_FUKDA, tr|A0A091DNP9|A0A091DNP9_FUKDA
OG0001636	sp|P41251|NRAM1_MOUSE	tr|A0A091CQ10|A0A091CQ10_FUKDA
OG0001636	sp|P49282|NRAM2_MOUSE	tr|A0A091E9S2|A0A091E9S2_FUKDA
OG0001637	sp|Q8BVW0|GANC_MOUSE	tr|A0A091DPG8|A0A091DPG8_FUKDA
OG0001637	sp|Q8BHN3|GANAB_MOUSE	tr|A0A091E2Y2|A0A091E2Y2_FUKDA
OG0001638	tr|E9PWI5|E9PWI5_MOUSE, tr|Q9WU94|Q9WU94_MOUSE, tr|E9PX47|E9PX47_MOUSE	tr|A0A091DMF0|A0A091DMF0_FUKDA
OG0001639	sp|B5TVM2|ILDR2_MOUSE, sp|Q8CBR1|ILDR1_MOUSE, sp|Q99KG5|LSR_MOUSE	tr|A0A091DQ31|A0A091DQ31_FUKDA
OG0001640	sp|Q8K2F0|BRD3_MOUSE	tr|A0A091CV01|A0A091CV01_FUKDA
OG0001640	sp|Q7JJ13|BRD2_MOUSE	tr|A0A091CXX0|A0A091CXX0_FUKDA
OG0001641	sp|O88512|AP1G2_MOUSE	tr|A0A091DAH2|A0A091DAH2_FUKDA
OG0001641	sp|P22892|AP1G1_MOUSE	tr|A0A091CXX8|A0A091CXX8_FUKDA
OG0001642	sp|P23950|TISB_MOUSE, sp|P23949|TISD_MOUSE, sp|Q5ISE2|Z36L3_MOUSE	tr|A0A091DN62|A0A091DN62_FUKDA
OG0001643	sp|Q5SWW4|MED13_MOUSE	tr|A0A091EAB1|A0A091EAB1_FUKDA
OG0001643	sp|Q6JPI3|MD13L_MOUSE	tr|A0A091CYL7|A0A091CYL7_FUKDA
OG0001644	sp|P97353|SEC1_MOUSE, sp|Q9JL27|FUT2_MOUSE, sp|O09160|FUT1_MOUSE	tr|A0A091D5D4|A0A091D5D4_FUKDA
OG0001645	sp|Q9D2R0|AACS_MOUSE, sp|Q9QXG4|ACSA_MOUSE, sp|Q99NB1|ACS2L_MOUSE	tr|A0A091DKL9|A0A091DKL9_FUKDA
OG0001646	sp|Q80XR2|AT2C1_MOUSE	tr|A0A091DKT8|A0A091DKT8_FUKDA
OG0001646	sp|A7L9Z8|AT2C2_MOUSE	tr|A0A091E9E3|A0A091E9E3_FUKDA
OG0001647	sp|Q6I6G8|HECW2_MOUSE	tr|A0A091DI73|A0A091DI73_FUKDA
OG0001647	sp|Q8K4P8|HECW1_MOUSE	tr|A0A091CNQ4|A0A091CNQ4_FUKDA
OG0001648	sp|Q91VS8|FARP2_MOUSE	tr|A0A091CWJ0|A0A091CWJ0_FUKDA
OG0001648	sp|F8VPU2|FARP1_MOUSE	tr|A0A091CXG1|A0A091CXG1_FUKDA
OG0001649	tr|Q7TRS6|Q7TRS6_MOUSE	tr|A0A091CWA5|A0A091CWA5_FUKDA
OG0001649	tr|E9Q546|E9Q546_MOUSE	tr|A0A091D0F3|A0A091D0F3_FUKDA
OG0001650	sp|P70318|TIAR_MOUSE	tr|A0A091DEK9|A0A091DEK9_FUKDA
OG0001650	sp|P52912|TIA1_MOUSE	tr|A0A091CT66|A0A091CT66_FUKDA
OG0001651	tr|Q8VGY7|Q8VGY7_MOUSE, tr|Q0VBH3|Q0VBH3_MOUSE, tr|E9Q564|E9Q564_MOUSE	tr|A0A091E0G6|A0A091E0G6_FUKDA
OG0001652	sp|P14873|MAP1B_MOUSE, sp|Q9QYR6|MAP1A_MOUSE, sp|Q8C052|MAP1S_MOUSE	tr|A0A091D9N5|A0A091D9N5_FUKDA
OG0001653	sp|P18337|LYAM1_MOUSE, sp|Q00690|LYAM2_MOUSE, sp|Q01102|LYAM3_MOUSE	tr|A0A091DFV2|A0A091DFV2_FUKDA
OG0001654	sp|Q8CI43|MYL6B_MOUSE	tr|A0A091DP40|A0A091DP40_FUKDA
OG0001654	sp|Q60605|MYL6_MOUSE	tr|A0A091DT92|A0A091DT92_FUKDA
OG0001655	tr|A0A286YCV9|A0A286YCV9_MOUSE	tr|A0A091EQQ5|A0A091EQQ5_FUKDA
OG0001655	sp|Q9EQW7|KI13A_MOUSE	tr|A0A091DU79|A0A091DU79_FUKDA
OG0001656	sp|P09066|HME2_MOUSE	tr|A0A091E424|A0A091E424_FUKDA
OG0001656	sp|P09065|HME1_MOUSE	tr|A0A091DMR0|A0A091DMR0_FUKDA
OG0001657	sp|P69566|RANB9_MOUSE	tr|A0A091DRU8|A0A091DRU8_FUKDA
OG0001657	sp|Q6VN19|RBP10_MOUSE	tr|A0A091CMC7|A0A091CMC7_FUKDA
OG0001658	sp|Q61292|LAMB2_MOUSE	tr|A0A091CME6|A0A091CME6_FUKDA
OG0001658	sp|P02469|LAMB1_MOUSE	tr|A0A091DAC8|A0A091DAC8_FUKDA
OG0001659	sp|P62812|GBRA1_MOUSE	tr|A0A091DUL7|A0A091DUL7_FUKDA
OG0001659	sp|P26048|GBRA2_MOUSE	tr|A0A091DIQ7|A0A091DIQ7_FUKDA
OG0001660	sp|P35569|IRS1_MOUSE, tr|Q4QQK2|Q4QQK2_MOUSE, sp|P81122|IRS2_MOUSE	tr|A0A091EHV3|A0A091EHV3_FUKDA
OG0001661	sp|Q9CXV0|ISL2_MOUSE	tr|A0A091E5E6|A0A091E5E6_FUKDA
OG0001661	sp|P61372|ISL1_MOUSE	tr|A0A091D1I7|A0A091D1I7_FUKDA
OG0001662	sp|Q8VGD6|OLF56_MOUSE, tr|Q7TQS8|Q7TQS8_MOUSE, tr|Q8VET2|Q8VET2_MOUSE	tr|A0A091CRH5|A0A091CRH5_FUKDA
OG0001663	tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE	tr|A0A091DH93|A0A091DH93_FUKDA
OG0001664	sp|O70566|DIAP2_MOUSE	tr|A0A091DVG8|A0A091DVG8_FUKDA
OG0001664	sp|Q9Z207|DIAP3_MOUSE	tr|A0A091D706|A0A091D706_FUKDA
OG0001665	sp|Q641P0|ARP3B_MOUSE	tr|A0A091E1U2|A0A091E1U2_FUKDA
OG0001665	sp|Q99JY9|ARP3_MOUSE	tr|A0A091CVZ1|A0A091CVZ1_FUKDA
OG0001666	sp|P38060|HMGCL_MOUSE	tr|A0A091EB95|A0A091EB95_FUKDA
OG0001666	sp|Q8JZS7|HMGC2_MOUSE	tr|A0A091DJN3|A0A091DJN3_FUKDA
OG0001667	sp|Q8BT60|CPNE3_MOUSE, sp|Q9Z140|CPNE6_MOUSE, sp|Q8C166|CPNE1_MOUSE	tr|A0A091CT94|A0A091CT94_FUKDA
OG0001668	sp|Q60949|TBCD1_MOUSE	tr|A0A091DL57|A0A091DL57_FUKDA, tr|A0A091DYJ9|A0A091DYJ9_FUKDA, tr|A0A091CN70|A0A091CN70_FUKDA
OG0001669	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A091CPX6|A0A091CPX6_FUKDA
OG0001669	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A091DMN4|A0A091DMN4_FUKDA
OG0001670	sp|A2AFS3|ELAP1_MOUSE	tr|A0A091CY34|A0A091CY34_FUKDA
OG0001670	sp|Q3UZV7|ELAP2_MOUSE	tr|A0A091E480|A0A091E480_FUKDA
OG0001671	sp|P06803|PIM1_MOUSE, sp|Q62070|PIM2_MOUSE, sp|P58750|PIM3_MOUSE	tr|A0A091D904|A0A091D904_FUKDA
OG0001672	sp|Q921W8|SCT1A_MOUSE, sp|Q9JL59|SCT1B_MOUSE	tr|A0A091DZN7|A0A091DZN7_FUKDA, tr|A0A091EJQ0|A0A091EJQ0_FUKDA
OG0001673	sp|Q8BWB6|STEA2_MOUSE	tr|A0A091CQ22|A0A091CQ22_FUKDA
OG0001673	sp|Q9CWR7|STEA1_MOUSE	tr|A0A091E664|A0A091E664_FUKDA
OG0001674	sp|P70236|MP2K6_MOUSE	tr|A0A091D758|A0A091D758_FUKDA
OG0001674	sp|O09110|MP2K3_MOUSE	tr|A0A091E044|A0A091E044_FUKDA
OG0001675	sp|Q6DIA9|FBX27_MOUSE	tr|A0A091DGJ4|A0A091DGJ4_FUKDA
OG0001675	sp|Q9QZM8|FBX17_MOUSE	tr|A0A091DEX7|A0A091DEX7_FUKDA
OG0001676	sp|Q6ZPQ6|PITM2_MOUSE	tr|A0A091D035|A0A091D035_FUKDA
OG0001676	sp|O35954|PITM1_MOUSE	tr|A0A091DZU1|A0A091DZU1_FUKDA
OG0001677	sp|P97718|ADA1A_MOUSE, sp|P97717|ADA1B_MOUSE, sp|P97714|ADA1D_MOUSE	tr|A0A091E5T4|A0A091E5T4_FUKDA
OG0001678	sp|Q8VEJ9|VPS4A_MOUSE	tr|A0A091CQP5|A0A091CQP5_FUKDA
OG0001678	sp|P46467|VPS4B_MOUSE	tr|A0A091DNV0|A0A091DNV0_FUKDA
OG0001679	sp|Q9JJS0|SCUB2_MOUSE, sp|Q6NZL8|SCUB1_MOUSE, sp|P08399|PHXR5_MOUSE	tr|A0A091D7E4|A0A091D7E4_FUKDA
OG0001680	tr|Q8VGD8|Q8VGD8_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE	tr|A0A091DJM4|A0A091DJM4_FUKDA
OG0001681	sp|Q61749|EI2BD_MOUSE, sp|Q9CQT1|MTNA_MOUSE, sp|Q99LC8|EI2BA_MOUSE	tr|A0A091CZ34|A0A091CZ34_FUKDA
OG0001682	sp|Q61545|EWS_MOUSE	tr|A0A091CZE5|A0A091CZE5_FUKDA, tr|A0A091DTD8|A0A091DTD8_FUKDA, tr|A0A091DNN0|A0A091DNN0_FUKDA
OG0001683	tr|A0A286YDU8|A0A286YDU8_MOUSE	tr|A0A091DWM9|A0A091DWM9_FUKDA
OG0001683	sp|Q8CFW7|C2D2A_MOUSE	tr|A0A091D5N3|A0A091D5N3_FUKDA
OG0001684	sp|P61375|LHX5_MOUSE	tr|A0A091CYM5|A0A091CYM5_FUKDA
OG0001684	sp|P63006|LHX1_MOUSE	tr|A0A091DJ90|A0A091DJ90_FUKDA
OG0001685	sp|Q9DC28|KC1D_MOUSE	tr|A0A091DZ83|A0A091DZ83_FUKDA
OG0001685	sp|Q9JMK2|KC1E_MOUSE	tr|A0A091E2B9|A0A091E2B9_FUKDA
OG0001686	sp|Q8VGR9|O1044_MOUSE, tr|Q8VFL0|Q8VFL0_MOUSE	tr|A0A091CRA8|A0A091CRA8_FUKDA, tr|A0A091DG48|A0A091DG48_FUKDA
OG0001687	sp|Q80TI1|PKHH1_MOUSE	tr|A0A091DN55|A0A091DN55_FUKDA
OG0001687	sp|Q8C115|PKHH2_MOUSE	tr|A0A091CQB6|A0A091CQB6_FUKDA
OG0001688	sp|A6H584|CO6A5_MOUSE, sp|A2AX52|CO6A4_MOUSE, sp|Q8C6K9|CO6A6_MOUSE	tr|A0A091DNT1|A0A091DNT1_FUKDA
OG0001689	sp|Q9D4B1|SMS2_MOUSE	tr|A0A091E917|A0A091E917_FUKDA
OG0001689	sp|Q8VCQ6|SMS1_MOUSE	tr|A0A091CXV1|A0A091CXV1_FUKDA
OG0001690	sp|Q5FW56|T255B_MOUSE	tr|A0A091DXJ7|A0A091DXJ7_FUKDA
OG0001690	sp|Q8BHW5|T255A_MOUSE	tr|A0A091DKI1|A0A091DKI1_FUKDA
OG0001691	tr|A2AHM8|A2AHM8_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE	tr|A0A091DTV8|A0A091DTV8_FUKDA
OG0001692	sp|Q6P3Y5|Z280C_MOUSE	tr|A0A091CU18|A0A091CU18_FUKDA
OG0001692	sp|Q68FE8|Z280D_MOUSE	tr|A0A091D1T7|A0A091D1T7_FUKDA
OG0001693	sp|P56564|EAA1_MOUSE, sp|O35544|EAA4_MOUSE, sp|P51906|EAA3_MOUSE	tr|A0A091DJW1|A0A091DJW1_FUKDA
OG0001694	sp|Q91VF6|COQA1_MOUSE, sp|B2RPV6|MMRN1_MOUSE, sp|Q91VF5|EMID1_MOUSE	tr|A0A091DYB3|A0A091DYB3_FUKDA
OG0001695	sp|O35490|BHMT1_MOUSE	tr|A0A091DY63|A0A091DY63_FUKDA
OG0001695	sp|Q91WS4|BHMT2_MOUSE	tr|A0A091DTD9|A0A091DTD9_FUKDA
OG0001696	sp|P97808|FXYD5_MOUSE, sp|Q61835|FXYD3_MOUSE, sp|Q9D2W0|FXYD4_MOUSE	tr|A0A091EEY2|A0A091EEY2_FUKDA
OG0001697	sp|P62325|BTG1_MOUSE, tr|Q3V0X0|Q3V0X0_MOUSE, tr|Q3V0S2|Q3V0S2_MOUSE	tr|A0A091DL35|A0A091DL35_FUKDA
OG0001698	sp|P31001|DESM_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE	tr|A0A091CSP2|A0A091CSP2_FUKDA
OG0001699	sp|E9PXF8|MTMRD_MOUSE, sp|Q80U28|MADD_MOUSE, sp|Q6ZPE2|MTMR5_MOUSE	tr|A0A091CMQ6|A0A091CMQ6_FUKDA
OG0001700	sp|P15806|TFE2_MOUSE	tr|A0A091D9S6|A0A091D9S6_FUKDA
OG0001700	sp|Q61286|HTF4_MOUSE	tr|A0A091D4T4|A0A091D4T4_FUKDA
OG0001701	sp|Q9DB70|FUND1_MOUSE, tr|Q9D9Q3|Q9D9Q3_MOUSE, sp|Q9D6K8|FUND2_MOUSE	tr|A0A091CKP9|A0A091CKP9_FUKDA
OG0001702	sp|Q8R4S0|PP14C_MOUSE, sp|Q62084|PP14B_MOUSE, tr|Q14BX6|Q14BX6_MOUSE	tr|A0A091DBJ4|A0A091DBJ4_FUKDA
OG0001703	sp|P50295|ARY2_MOUSE, sp|P50296|ARY3_MOUSE, sp|P50294|ARY1_MOUSE	tr|A0A091DIH5|A0A091DIH5_FUKDA
OG0001704	sp|Q3U2C5|RN149_MOUSE, sp|Q5DTZ6|RN150_MOUSE, sp|Q8VEM1|GOLI_MOUSE	tr|A0A091DSF2|A0A091DSF2_FUKDA
OG0001705	sp|Q4ACU6|SHAN3_MOUSE, sp|Q60710|SAMH1_MOUSE, sp|Q80Z38|SHAN2_MOUSE	tr|A0A091DZR2|A0A091DZR2_FUKDA
OG0001706	sp|O35344|IMA4_MOUSE	tr|A0A091DC49|A0A091DC49_FUKDA
OG0001706	sp|O35343|IMA3_MOUSE	tr|A0A091DRH1|A0A091DRH1_FUKDA
OG0001707	sp|P49446|PTPRE_MOUSE	tr|A0A091E1M7|A0A091E1M7_FUKDA
OG0001707	sp|P18052|PTPRA_MOUSE	tr|A0A091CRT8|A0A091CRT8_FUKDA
OG0001708	sp|P36895|BMR1A_MOUSE	tr|A0A091EF34|A0A091EF34_FUKDA
OG0001708	sp|P36898|BMR1B_MOUSE	tr|A0A091D6I9|A0A091D6I9_FUKDA
OG0001709	sp|Q9D032|SSBP3_MOUSE, sp|Q9CYZ8|SSBP2_MOUSE, tr|Q3U4B1|Q3U4B1_MOUSE	tr|A0A091CTR0|A0A091CTR0_FUKDA
