Orthogroup	Mus_musculus	Sus_scrofa
OG0000774	sp|Q923Q2|STA13_MOUSE	tr|F1RSR5|F1RSR5_PIG
OG0000774	sp|Q9R0Z9|RHG07_MOUSE	tr|F1SEU3|F1SEU3_PIG
OG0000775	sp|Q8C255|DPEP2_MOUSE	tr|A0A287B4U0|A0A287B4U0_PIG
OG0000775	sp|Q9DA79|DPEP3_MOUSE	tr|I3LBY7|I3LBY7_PIG
OG0000776	sp|Q8BL00|CDHR3_MOUSE, tr|A0A1B0GR31|A0A1B0GR31_MOUSE, tr|D3Z1Y0|D3Z1Y0_MOUSE	tr|I3LET8|I3LET8_PIG
OG0000777	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|F1RIP3|F1RIP3_PIG, tr|F1SJA8|F1SJA8_PIG
OG0000778	sp|Q5RJI5|BRSK1_MOUSE	tr|A0A287AFF2|A0A287AFF2_PIG
OG0000778	sp|Q69Z98|BRSK2_MOUSE	tr|A0A5G2R5K2|A0A5G2R5K2_PIG
OG0000779	sp|Q6ZQ73|CAND2_MOUSE	tr|F1SQ89|F1SQ89_PIG
OG0000779	sp|Q6ZQ38|CAND1_MOUSE	tr|A0A5G2RAC7|A0A5G2RAC7_PIG
OG0000780	sp|Q91XE4|ACY3_MOUSE, sp|Q8R3P0|ACY2_MOUSE	tr|A0A287ACM9|A0A287ACM9_PIG, sp|B1PK17|ACY2_PIG
OG0000781	sp|Q9WVK4|EHD1_MOUSE	tr|F1RQR4|F1RQR4_PIG
OG0000781	sp|Q9QXY6|EHD3_MOUSE	tr|A0A287B1T2|A0A287B1T2_PIG
OG0000783	sp|Q9D7J7|CPNS2_MOUSE, sp|O88456|CPNS1_MOUSE	tr|A0A5S6GT88|A0A5S6GT88_PIG, sp|P04574|CPNS1_PIG
OG0000784	sp|P28738|KIF5C_MOUSE	tr|I3LUB8|I3LUB8_PIG
OG0000784	sp|P33175|KIF5A_MOUSE	tr|F1SKH3|F1SKH3_PIG
OG0000785	sp|P33173|KIF1A_MOUSE	tr|A0A5G2QTZ0|A0A5G2QTZ0_PIG
OG0000785	sp|Q60575|KIF1B_MOUSE	tr|A0A287BAU3|A0A287BAU3_PIG
OG0000786	sp|Q9QXL2|KI21A_MOUSE	tr|A0A5G2RBR1|A0A5G2RBR1_PIG
OG0000786	sp|Q9QXL1|KI21B_MOUSE	tr|A0A287BLS1|A0A287BLS1_PIG
OG0000788	tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE	tr|A0A5G2Q905|A0A5G2Q905_PIG, tr|A0A287ANZ0|A0A287ANZ0_PIG
OG0000789	sp|P18826|KPB1_MOUSE	tr|F1RPM0|F1RPM0_PIG
OG0000789	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A287B6P0|A0A287B6P0_PIG
OG0000790	sp|Q2TA57|ASPH1_MOUSE	tr|A0A5G2QHD0|A0A5G2QHD0_PIG
OG0000790	sp|Q80VP9|ASPH2_MOUSE	tr|A0A287BLY4|A0A287BLY4_PIG
OG0000791	sp|Q5DU57|SPT13_MOUSE	tr|A0A286ZT43|A0A286ZT43_PIG
OG0000791	sp|Q3UTH8|ARHG9_MOUSE	tr|A0A286ZK59|A0A286ZK59_PIG
OG0000792	sp|Q5F2E8|TAOK1_MOUSE	tr|F1RN84|F1RN84_PIG
OG0000792	sp|Q8BYC6|TAOK3_MOUSE	tr|F1RKG9|F1RKG9_PIG
OG0000793	sp|Q8BH44|COR2B_MOUSE	tr|F1SJH0|F1SJH0_PIG
OG0000793	sp|Q8C0P5|COR2A_MOUSE	tr|A0A287BHI9|A0A287BHI9_PIG
OG0000794	sp|Q8BFY9|TNPO1_MOUSE	tr|A0A287ATU4|A0A287ATU4_PIG
OG0000794	sp|Q99LG2|TNPO2_MOUSE	tr|F1SEX5|F1SEX5_PIG
OG0000796	sp|Q9WVC5|TRPC7_MOUSE	tr|A0A5G2QQ93|A0A5G2QQ93_PIG
OG0000796	sp|Q9QZC1|TRPC3_MOUSE	tr|F1S1U0|F1S1U0_PIG
OG0000797	sp|Q9WVD5|ORNT1_MOUSE	tr|A0A287BBD0|A0A287BBD0_PIG
OG0000797	tr|Q99ML6|Q99ML6_MOUSE	tr|A0A287AHG6|A0A287AHG6_PIG
OG0000798	sp|Q9Z0R6|ITSN2_MOUSE	tr|A0A5G2QB09|A0A5G2QB09_PIG
OG0000798	sp|Q9Z0R4|ITSN1_MOUSE	tr|A0A5G2QFN5|A0A5G2QFN5_PIG
OG0000799	sp|O88935|SYN1_MOUSE	tr|B7TY10|B7TY10_PIG
OG0000799	sp|Q64332|SYN2_MOUSE	tr|A0A5G2QAY3|A0A5G2QAY3_PIG
OG0000800	sp|Q8BIV3|RNBP6_MOUSE	tr|F1SMM3|F1SMM3_PIG
OG0000800	sp|Q8BKC5|IPO5_MOUSE	tr|A0A5G2RIC0|A0A5G2RIC0_PIG
OG0000801	sp|Q9QXX4|S2513_MOUSE	tr|A0A5G2QD37|A0A5G2QD37_PIG
OG0000801	sp|Q8BH59|S2512_MOUSE	tr|A0A5G2QY62|A0A5G2QY62_PIG
OG0000802	sp|Q61035|HARS1_MOUSE	tr|F1RGD9|F1RGD9_PIG
OG0000802	sp|Q99KK9|SYHM_MOUSE	tr|A0A5G2R2B0|A0A5G2R2B0_PIG
OG0000805	sp|P56546|CTBP2_MOUSE	tr|F1SDN6|F1SDN6_PIG
OG0000805	sp|O88712|CTBP1_MOUSE	tr|A0A287A5I0|A0A287A5I0_PIG
OG0000806	sp|P70698|PYRG1_MOUSE	tr|A0A287B3Y5|A0A287B3Y5_PIG
OG0000806	sp|P70303|PYRG2_MOUSE	tr|A0A480TY64|A0A480TY64_PIG
OG0000808	tr|Q9EQA9|Q9EQA9_MOUSE, tr|E9PVZ7|E9PVZ7_MOUSE, sp|Q60886|OL147_MOUSE	tr|A0A5G2QJW0|A0A5G2QJW0_PIG
OG0000809	sp|P01910|HA2K_MOUSE	sp|P15980|HA2C_PIG, tr|Q7YQ94|Q7YQ94_PIG, sp|P15981|HA2D_PIG
OG0000810	sp|P26039|TLN1_MOUSE	tr|A0A287AC34|A0A287AC34_PIG
OG0000810	sp|Q71LX4|TLN2_MOUSE	tr|A0A287B272|A0A287B272_PIG
OG0000811	sp|Q91YH6|VATB1_MOUSE	tr|F1SLE5|F1SLE5_PIG
OG0000811	sp|P62814|VATB2_MOUSE	tr|F1RMZ8|F1RMZ8_PIG
OG0000812	sp|Q91VS8|FARP2_MOUSE	tr|A0A287BRV9|A0A287BRV9_PIG
OG0000812	sp|F8VPU2|FARP1_MOUSE	tr|A0A5G2QWT1|A0A5G2QWT1_PIG
OG0000813	sp|P06467|HBAZ_MOUSE	tr|A0A5G2QP95|A0A5G2QP95_PIG, tr|F1RGX7|F1RGX7_PIG, sp|P02009|HBAZ_PIG
OG0000814	sp|Q91WG1|INSI2_MOUSE	sp|Q6PQZ3|INSI2_PIG
OG0000814	sp|Q8BGI3|INSI1_MOUSE	tr|A0A286ZXQ6|A0A286ZXQ6_PIG
OG0000815	sp|Q91WK5|GCSH_MOUSE	tr|A0A287BA24|A0A287BA24_PIG, tr|A0A287ABJ1|A0A287ABJ1_PIG, tr|A0A5G2Q7V0|A0A5G2Q7V0_PIG
OG0000816	tr|J3QMN6|J3QMN6_MOUSE	tr|I3LIW4|I3LIW4_PIG
OG0000816	sp|P97501|FMO3_MOUSE	tr|I3LS94|I3LS94_PIG
OG0000817	sp|P04918|SAA3_MOUSE	tr|A0A5G2QFI9|A0A5G2QFI9_PIG, tr|A0A287AKL0|A0A287AKL0_PIG, sp|P0DSO0|SAA2_PIG
OG0000818	tr|J9S314|J9S314_MOUSE	tr|A0A5G2QS60|A0A5G2QS60_PIG
OG0000818	sp|Q2TV84|TRPM1_MOUSE	tr|F1SNR3|F1SNR3_PIG
OG0000819	sp|Q925H0|ASIC2_MOUSE	tr|A0A287A543|A0A287A543_PIG
OG0000819	sp|Q6NXK8|ASIC1_MOUSE	tr|I3LEL1|I3LEL1_PIG
OG0000820	sp|Q9JHU3|CDK20_MOUSE	tr|A0A287AYC2|A0A287AYC2_PIG, tr|A0A287A180|A0A287A180_PIG, tr|F1SI00|F1SI00_PIG
OG0000821	sp|P01108|MYC_MOUSE, sp|Q6P8Z1|MYCB_MOUSE	tr|A0A5G2RGQ3|A0A5G2RGQ3_PIG, sp|Q29031|MYC_PIG
OG0000822	sp|P68404|KPCB_MOUSE	tr|K9J4L8|K9J4L8_PIG
OG0000822	sp|P20444|KPCA_MOUSE	tr|F1RV14|F1RV14_PIG
OG0000824	sp|Q69Z38|PEAK1_MOUSE	tr|F1SJ90|F1SJ90_PIG
OG0000824	sp|Q571I4|PRAG1_MOUSE	tr|F1S8I2|F1S8I2_PIG
OG0000825	sp|Q64338|PDE1C_MOUSE	tr|A0A5G2R0L7|A0A5G2R0L7_PIG
OG0000825	sp|Q61481|PDE1A_MOUSE	tr|A0A5G2QEZ9|A0A5G2QEZ9_PIG
OG0000826	sp|B2RXC5|ZN382_MOUSE	tr|F1RLB7|F1RLB7_PIG
OG0000826	tr|A2A4U6|A2A4U6_MOUSE	tr|A0A5G2R9K8|A0A5G2R9K8_PIG
OG0000827	tr|Q7TNL5|Q7TNL5_MOUSE	tr|A0A287BGB1|A0A287BGB1_PIG
OG0000827	sp|Q60996|2A5G_MOUSE	tr|A0A5G2RCB5|A0A5G2RCB5_PIG
OG0000828	sp|Q8BIK4|DOCK9_MOUSE	tr|A0A287AVY9|A0A287AVY9_PIG
OG0000828	sp|A2AF47|DOC11_MOUSE	tr|F1RU77|F1RU77_PIG
OG0000829	sp|C0HKG6|RNT2B_MOUSE, sp|C0HKG5|RNT2A_MOUSE	tr|A0A287ALP1|A0A287ALP1_PIG, sp|Q7M329|RNT2_PIG
OG0000830	sp|P60843|IF4A1_MOUSE	tr|A6M928|A6M928_PIG
OG0000830	sp|P10630|IF4A2_MOUSE	tr|F6Q8Z7|F6Q8Z7_PIG
OG0000831	sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A5G2R9N4|A0A5G2R9N4_PIG
OG0000831	tr|D3Z649|D3Z649_MOUSE	tr|A0A287AQJ0|A0A287AQJ0_PIG
OG0000832	sp|Q80TV8|CLAP1_MOUSE	tr|A0A286ZTD6|A0A286ZTD6_PIG
OG0000832	sp|Q8BRT1|CLAP2_MOUSE	tr|A0A287AA01|A0A287AA01_PIG
OG0000833	sp|Q504N0|CBPA2_MOUSE, sp|Q8R4H4|CBPA5_MOUSE, sp|Q7TPZ8|CBPA1_MOUSE	sp|P09954|CBPA1_PIG
OG0000834	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A5G2Q9J1|A0A5G2Q9J1_PIG
OG0000834	sp|Q924A0|TF7L2_MOUSE	tr|F1S5J6|F1S5J6_PIG
OG0000835	sp|Q9JKF1|IQGA1_MOUSE	tr|F1RMJ4|F1RMJ4_PIG
OG0000835	sp|Q3UQ44|IQGA2_MOUSE	tr|I3LV91|I3LV91_PIG
OG0000837	sp|P58321|UCHL4_MOUSE, sp|Q9JKB1|UCHL3_MOUSE	sp|Q06AB3|UCHL3_PIG, tr|A0A5G2QNC6|A0A5G2QNC6_PIG
OG0000838	sp|Q8K0H1|S47A1_MOUSE	tr|A0A287BPI3|A0A287BPI3_PIG
OG0000838	sp|Q3V050|S47A2_MOUSE	tr|F1SDC6|F1SDC6_PIG
OG0000839	sp|Q04736|YES_MOUSE	tr|A0A5G2QU81|A0A5G2QU81_PIG
OG0000839	sp|P05480|SRC_MOUSE	tr|K7GPR7|K7GPR7_PIG
OG0000840	sp|A2CG49|KALRN_MOUSE	tr|I3L821|I3L821_PIG
OG0000840	sp|Q0KL02|TRIO_MOUSE	tr|F1SRN4|F1SRN4_PIG
OG0000841	sp|Q6IYF8|OXGR1_MOUSE	tr|I3LGK2|I3LGK2_PIG
OG0000841	sp|P49650|P2RY1_MOUSE	tr|F1SJM6|F1SJM6_PIG
OG0000842	tr|E9PWM3|E9PWM3_MOUSE	tr|A0A287AQ97|A0A287AQ97_PIG
OG0000842	sp|Q8BHS6|ARMX3_MOUSE	tr|A0A287BGW5|A0A287BGW5_PIG
OG0000843	sp|Q9JL27|FUT2_MOUSE	sp|Q10982|FUT2_PIG
OG0000843	sp|P97353|SEC1_MOUSE	tr|A0A287AFT2|A0A287AFT2_PIG
OG0000844	sp|Q3UES3|TNKS2_MOUSE	tr|F1SCW9|F1SCW9_PIG
OG0000844	sp|Q6PFX9|TNKS1_MOUSE	tr|A0A286ZY03|A0A286ZY03_PIG
OG0000845	sp|Q5U4C1|GASP1_MOUSE	tr|F1RYE9|F1RYE9_PIG
OG0000845	sp|Q8BUY8|GASP2_MOUSE	tr|F1RYE7|F1RYE7_PIG
OG0000846	sp|Q6P5E4|UGGG1_MOUSE	tr|A0A5G2RD08|A0A5G2RD08_PIG
OG0000846	tr|E9Q4X2|E9Q4X2_MOUSE	tr|F1RP50|F1RP50_PIG
OG0000848	sp|Q8VDF3|DAPK2_MOUSE	tr|A0A286ZQY3|A0A286ZQY3_PIG
OG0000848	sp|O54784|DAPK3_MOUSE	tr|A0A5G2RIF1|A0A5G2RIF1_PIG
OG0000849	sp|Q8VFK1|O1009_MOUSE	tr|F1SJ82|F1SJ82_PIG, tr|F1SJ81|F1SJ81_PIG, tr|A0A5G2Q801|A0A5G2Q801_PIG
OG0000850	sp|Q9R0Q8|CLC4E_MOUSE	tr|F1SCH2|F1SCH2_PIG, tr|A0A287AFT7|A0A287AFT7_PIG, tr|K9J4R1|K9J4R1_PIG
OG0000851	sp|P28705|RXRG_MOUSE	sp|Q0GFF6|RXRG_PIG
OG0000851	sp|P28700|RXRA_MOUSE	tr|A0A5G2R106|A0A5G2R106_PIG
OG0000852	tr|E9Q7L0|E9Q7L0_MOUSE	tr|A0A286ZWR6|A0A286ZWR6_PIG
OG0000852	sp|Q60597|ODO1_MOUSE	tr|F1SSH8|F1SSH8_PIG
OG0000853	sp|Q8BGD9|IF4B_MOUSE	tr|A0A5G2QC73|A0A5G2QC73_PIG, tr|A0A286ZX33|A0A286ZX33_PIG, tr|A0A287AT83|A0A287AT83_PIG
OG0000854	tr|Q208S0|Q208S0_MOUSE, sp|Q810U2|TDM1A_MOUSE, tr|Q8CC62|Q8CC62_MOUSE	tr|F1S672|F1S672_PIG
OG0000855	sp|Q9CZJ2|HS12B_MOUSE	tr|F1S8C1|F1S8C1_PIG
OG0000855	sp|Q8K0U4|HS12A_MOUSE	tr|A0A287BNS1|A0A287BNS1_PIG
OG0000856	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A5G2RN85|A0A5G2RN85_PIG, tr|A0A5G2QN85|A0A5G2QN85_PIG, tr|A0A286ZR98|A0A286ZR98_PIG
OG0000857	tr|E9PV66|E9PV66_MOUSE	tr|F1RG85|F1RG85_PIG
OG0000857	sp|Q9JMH9|MY18A_MOUSE	tr|F1RN91|F1RN91_PIG
OG0000858	sp|Q9D304|RN128_MOUSE, sp|G3X9R7|RN148_MOUSE, sp|Q14B02|RN133_MOUSE	tr|F1RXM2|F1RXM2_PIG
OG0000860	tr|Q7TRI8|Q7TRI8_MOUSE	tr|A0A287AM53|A0A287AM53_PIG, tr|F1RXL1|F1RXL1_PIG, tr|F1RXJ4|F1RXJ4_PIG
OG0000861	sp|Q80YA9|CNKR2_MOUSE, tr|F6UK53|F6UK53_MOUSE, sp|Q5DU31|ICEF1_MOUSE	tr|A0A287AJ55|A0A287AJ55_PIG
OG0000862	sp|Q8VHH5|AGAP3_MOUSE	tr|A0A287AC08|A0A287AC08_PIG
OG0000862	sp|Q8BXK8|AGAP1_MOUSE	tr|A0A287B1S5|A0A287B1S5_PIG
OG0000863	sp|Q9QXG2|RAE1_MOUSE	tr|K7GL59|K7GL59_PIG
OG0000863	sp|Q9QZD5|RAE2_MOUSE	tr|A0A286ZPQ2|A0A286ZPQ2_PIG
OG0000865	sp|O35638|STAG2_MOUSE	tr|A0A5K1UGR7|A0A5K1UGR7_PIG
OG0000865	sp|Q9D3E6|STAG1_MOUSE	tr|A0A5G2R592|A0A5G2R592_PIG
OG0000866	sp|Q8R189|PAQRA_MOUSE	tr|F1RI48|F1RI48_PIG
OG0000866	sp|Q9CQY7|PAQRB_MOUSE	tr|F1RSF4|F1RSF4_PIG
OG0000867	tr|B1AXB9|B1AXB9_MOUSE, tr|A2ALC6|A2ALC6_MOUSE, sp|P47226|TES_MOUSE	sp|Q2QLE3|TES_PIG
OG0000868	sp|Q62432|SMAD2_MOUSE	tr|A0A287BE69|A0A287BE69_PIG
OG0000868	sp|Q8BUN5|SMAD3_MOUSE	sp|P84024|SMAD3_PIG
OG0000869	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A5G2QGH1|A0A5G2QGH1_PIG
OG0000869	sp|Q8BG16|S6A15_MOUSE	tr|F1RYN4|F1RYN4_PIG
OG0000870	sp|Q1EG27|MYO3B_MOUSE	tr|A0A287AZI8|A0A287AZI8_PIG
OG0000870	sp|Q8K3H5|MYO3A_MOUSE	tr|F1RTW9|F1RTW9_PIG
OG0000871	sp|Q8CCT4|TCAL5_MOUSE, sp|Q8R0A5|TCAL3_MOUSE, tr|Q9DB24|Q9DB24_MOUSE	tr|F1RYD0|F1RYD0_PIG
OG0000872	tr|Q8VG58|Q8VG58_MOUSE, tr|A2AV11|A2AV11_MOUSE	tr|A0A286ZWN7|A0A286ZWN7_PIG, tr|A0A287B884|A0A287B884_PIG
OG0000873	sp|Q9ER35|FN3K_MOUSE	tr|F1S006|F1S006_PIG
OG0000873	sp|Q8K274|KT3K_MOUSE	tr|F1RZZ3|F1RZZ3_PIG
OG0000874	sp|P12032|TIMP1_MOUSE	tr|F1RWV2|F1RWV2_PIG, sp|P35624|TIMP1_PIG, tr|A0A286ZTB6|A0A286ZTB6_PIG
OG0000875	tr|Q9D3H4|Q9D3H4_MOUSE, tr|A0PK51|A0PK51_MOUSE	tr|F1RZX5|F1RZX5_PIG, tr|F1RZX6|F1RZX6_PIG
OG0000876	sp|Q8C5L7|RBM34_MOUSE, sp|O89086|RBM3_MOUSE	tr|I3L5X7|I3L5X7_PIG, tr|I3LH22|I3LH22_PIG
OG0000877	sp|G3X9J0|SI1L3_MOUSE	tr|A0A287BI87|A0A287BI87_PIG
OG0000877	sp|Q8C0T5|SI1L1_MOUSE	tr|A0A287AG90|A0A287AG90_PIG
OG0000878	sp|Q3TRM4|PLPL6_MOUSE	tr|A0A286ZW95|A0A286ZW95_PIG
OG0000878	sp|A2AJ88|PLPL7_MOUSE	tr|A0A5G2QKE9|A0A5G2QKE9_PIG
OG0000880	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A286ZK06|A0A286ZK06_PIG
OG0000880	sp|Q62234|MYOM1_MOUSE	tr|A0A480KXA1|A0A480KXA1_PIG
OG0000881	sp|P11835|ITB2_MOUSE, sp|Q3UV74|ITB2L_MOUSE	sp|P53714|ITB2_PIG, tr|A0A287AK86|A0A287AK86_PIG
OG0000882	sp|Q9R1L5|MAST1_MOUSE	tr|F1SDY2|F1SDY2_PIG
OG0000882	sp|Q60592|MAST2_MOUSE	tr|F1S3V0|F1S3V0_PIG
OG0000883	sp|O88643|PAK1_MOUSE	tr|K7GRH8|K7GRH8_PIG
OG0000883	sp|Q61036|PAK3_MOUSE	tr|A0A287BM72|A0A287BM72_PIG
OG0000884	sp|Q7TSE6|ST38L_MOUSE	tr|I3LN61|I3LN61_PIG
OG0000884	sp|Q91VJ4|STK38_MOUSE	tr|F1RY93|F1RY93_PIG
OG0000886	sp|Q91WC3|ACSL6_MOUSE	tr|A0A287BLC7|A0A287BLC7_PIG
OG0000886	sp|P41216|ACSL1_MOUSE	tr|A0A287AIP7|A0A287AIP7_PIG
OG0000887	sp|Q3V0C3|NUTM2_MOUSE	tr|A0A5G2QXJ3|A0A5G2QXJ3_PIG
OG0000887	sp|Q8BHP2|NUTM1_MOUSE	tr|A0A5G2RK08|A0A5G2RK08_PIG
OG0000888	sp|Q61093|CY24B_MOUSE	tr|F1SIU1|F1SIU1_PIG, sp|P52649|CY24B_PIG, tr|K7GKS3|K7GKS3_PIG
OG0000889	tr|A2AK44|A2AK44_MOUSE, tr|A2AK42|A2AK42_MOUSE, sp|Q8C5N3|CWC22_MOUSE	tr|F1RYP5|F1RYP5_PIG
OG0000890	sp|Q8HWB0|HMR1_MOUSE, sp|Q8HWE5|MILL2_MOUSE, sp|Q8HWE7|MILL1_MOUSE	tr|A0A5G2R2T2|A0A5G2R2T2_PIG
OG0000891	tr|J3QNS5|J3QNS5_MOUSE, sp|Q8VCV9|MF4B1_MOUSE, tr|E9PYY6|E9PYY6_MOUSE	tr|A0A286ZRF4|A0A286ZRF4_PIG
OG0000892	sp|O88502|PDE8A_MOUSE	tr|F1RMJ5|F1RMJ5_PIG
OG0000892	sp|E9Q4S1|PDE8B_MOUSE	tr|A0A286ZWX2|A0A286ZWX2_PIG
OG0000893	tr|B2RXA8|B2RXA8_MOUSE, sp|P56475|GBRR1_MOUSE, sp|P56476|GBRR2_MOUSE	tr|I3LKA9|I3LKA9_PIG
OG0000894	sp|Q8CFG0|SULF2_MOUSE	tr|F1SBF2|F1SBF2_PIG
OG0000894	sp|Q8K007|SULF1_MOUSE	tr|F1RU06|F1RU06_PIG
OG0000895	tr|Q8VFD8|Q8VFD8_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE	tr|F1S627|F1S627_PIG
OG0000896	tr|Q7TRY2|Q7TRY2_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE	tr|F1S9Y1|F1S9Y1_PIG, tr|F1SA36|F1SA36_PIG
OG0000897	sp|Q9WTL7|LYPA2_MOUSE	tr|I3LHP2|I3LHP2_PIG
OG0000897	sp|P97823|LYPA1_MOUSE	tr|A0A5G2QNM9|A0A5G2QNM9_PIG
OG0000899	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A286ZZN9|A0A286ZZN9_PIG
OG0000899	sp|P47856|GFPT1_MOUSE	tr|A0A286ZUW0|A0A286ZUW0_PIG
OG0000900	sp|Q8K596|NAC2_MOUSE	tr|A0A286ZK85|A0A286ZK85_PIG
OG0000900	sp|S4R2P9|NAC3_MOUSE	tr|A0A287BCG8|A0A287BCG8_PIG
OG0000901	tr|A2RRY9|A2RRY9_MOUSE	tr|A0A286ZI50|A0A286ZI50_PIG
OG0000901	sp|Q62093|SRSF2_MOUSE	sp|Q06A98|SRSF2_PIG
OG0000903	sp|Q80TS3|AGRL3_MOUSE	tr|A0A286ZWR2|A0A286ZWR2_PIG
OG0000903	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A287B7G8|A0A287B7G8_PIG
OG0000904	sp|Q8K097|LFG2_MOUSE	tr|F1SHA9|F1SHA9_PIG
OG0000904	sp|Q8BJZ3|LFG3_MOUSE	tr|A0A5G2RAH9|A0A5G2RAH9_PIG
OG0000905	sp|P68254|1433T_MOUSE	tr|A0A5G2QM17|A0A5G2QM17_PIG
OG0000905	sp|O70456|1433S_MOUSE	tr|A0A286ZZA3|A0A286ZZA3_PIG
OG0000906	sp|Q8BP31|RN122_MOUSE, sp|Q5SPX3|RN215_MOUSE, sp|Q8BGI1|RNF24_MOUSE	tr|A0A287BMN0|A0A287BMN0_PIG
OG0000907	sp|Q8BG54|SPTC3_MOUSE	tr|F1SBJ7|F1SBJ7_PIG
OG0000907	sp|P97363|SPTC2_MOUSE	tr|F1SE08|F1SE08_PIG
OG0000908	tr|Q8VGJ1|Q8VGJ1_MOUSE, tr|Q8VGC1|Q8VGC1_MOUSE, sp|Q60885|OLF9_MOUSE	tr|A0A287AVD4|A0A287AVD4_PIG
OG0000909	tr|Q3V0U0|Q3V0U0_MOUSE, sp|Q9JJ00|PLS1_MOUSE, sp|Q9DCW2|PLS2_MOUSE	tr|A0A5G2QX76|A0A5G2QX76_PIG
OG0000910	sp|Q812E0|CPEB2_MOUSE	tr|A0A287A0M0|A0A287A0M0_PIG
OG0000910	sp|Q7TN98|CPEB4_MOUSE	tr|A0A287BFV6|A0A287BFV6_PIG
OG0000911	sp|Q64282|IFIT1_MOUSE, tr|Q3U687|Q3U687_MOUSE, tr|D3Z6F0|D3Z6F0_MOUSE	tr|A0A5G2R0A9|A0A5G2R0A9_PIG
OG0000912	sp|P97454|SMAD5_MOUSE	tr|A0A286ZNF5|A0A286ZNF5_PIG
OG0000912	sp|P70340|SMAD1_MOUSE	tr|Q864V7|Q864V7_PIG
OG0000913	sp|Q00690|LYAM2_MOUSE	tr|K7GLG1|K7GLG1_PIG, sp|P98110|LYAM2_PIG, tr|F1RSC6|F1RSC6_PIG
OG0000914	sp|Q9D7B6|ACAD8_MOUSE, sp|Q07417|ACADS_MOUSE	sp|P79273|ACADS_PIG, tr|A0A287A8Y8|A0A287A8Y8_PIG
OG0000915	sp|Q91WK0|LRRF2_MOUSE	tr|A0A287BC27|A0A287BC27_PIG
OG0000915	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A5G2QS97|A0A5G2QS97_PIG
OG0000916	sp|P53784|SOX3_MOUSE, sp|P48432|SOX2_MOUSE, sp|P53783|SOX1_MOUSE	tr|I3LG51|I3LG51_PIG
OG0000917	sp|P58544|BTBD1_MOUSE	tr|F1RIB2|F1RIB2_PIG
OG0000917	tr|E9PUS2|E9PUS2_MOUSE	tr|F1SDH6|F1SDH6_PIG
OG0000918	sp|A2ANX9|ZN711_MOUSE, sp|Q8K1K9|HINFP_MOUSE, sp|Q8K327|CHAP1_MOUSE	tr|I3L6K6|I3L6K6_PIG
OG0000919	sp|Q80WQ6|RHDF2_MOUSE	tr|F1RZ68|F1RZ68_PIG
OG0000919	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A287BQU8|A0A287BQU8_PIG
OG0000920	sp|Q8BGG9|ACNT2_MOUSE, sp|A2AKK5|ACNT1_MOUSE	tr|F1SSB1|F1SSB1_PIG, tr|A0A5G2QJX6|A0A5G2QJX6_PIG
OG0000921	tr|E9PWZ3|E9PWZ3_MOUSE	tr|A0A5G2RAF0|A0A5G2RAF0_PIG
OG0000921	sp|P27659|RL3_MOUSE	sp|Q29293|RL3_PIG
OG0000922	sp|P55105|BMP8B_MOUSE, sp|P34821|BMP8A_MOUSE	tr|F1SMC6|F1SMC6_PIG, tr|F1SV08|F1SV08_PIG
OG0000923	sp|Q9JL95|PRG3_MOUSE, sp|Q61878|PRG2_MOUSE	tr|A0A287B205|A0A287B205_PIG, tr|A0A287APJ9|A0A287APJ9_PIG
OG0000924	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A286ZLU1|A0A286ZLU1_PIG
OG0000924	sp|Q8BFZ4|FXL21_MOUSE	tr|F1RHB0|F1RHB0_PIG
OG0000925	sp|Q9R224|BEX1_MOUSE, sp|Q9WTZ8|BEX2_MOUSE	tr|F1RYE5|F1RYE5_PIG, tr|A0A287B6G2|A0A287B6G2_PIG
OG0000926	sp|A2AGX3|PRD11_MOUSE	tr|F1S0P5|F1S0P5_PIG, tr|A0A287BD41|A0A287BD41_PIG, tr|F1SHJ3|F1SHJ3_PIG
OG0000927	sp|P43135|COT2_MOUSE	tr|F6Q4U7|F6Q4U7_PIG
OG0000927	sp|Q60632|COT1_MOUSE	tr|A0A287AV73|A0A287AV73_PIG
OG0000928	sp|Q8BLG2|LPAR4_MOUSE, sp|Q8BMC0|LPAR6_MOUSE, tr|Q3UQH6|Q3UQH6_MOUSE	tr|F1RPF6|F1RPF6_PIG
OG0000929	tr|Q8VF38|Q8VF38_MOUSE, tr|Q8VF29|Q8VF29_MOUSE	tr|A0A286ZSP5|A0A286ZSP5_PIG, tr|A0A287A433|A0A287A433_PIG
