Orthogroup	Mus_musculus	Marmota_monax
OG0008481	sp|Q09163|DLK1_MOUSE	tr|A0A5E4CK98|A0A5E4CK98_MARMO
OG0008482	sp|Q3UCV8|OTUL_MOUSE	tr|A0A5E4CKE1|A0A5E4CKE1_MARMO
OG0008483	sp|P49003|BMP5_MOUSE	tr|A0A5E4CRN7|A0A5E4CRN7_MARMO
OG0008484	sp|Q91VU0|FAM3C_MOUSE	tr|A0A5E4CZA6|A0A5E4CZA6_MARMO
OG0008486	sp|Q2PFD7|PSD3_MOUSE	tr|A0A5E4A3L4|A0A5E4A3L4_MARMO
OG0008487	sp|Q9WVQ0|PMFBP_MOUSE	tr|A0A5E4A779|A0A5E4A779_MARMO
OG0008488	sp|Q8BMA5|NPAT_MOUSE	tr|A0A5E4A9Q2|A0A5E4A9Q2_MARMO
OG0008489	sp|Q5ND56|TLC3A_MOUSE	tr|A0A5E4ABG4|A0A5E4ABG4_MARMO
OG0008490	sp|B0QZF7|PRCA1_MOUSE	tr|A0A5E4ACW1|A0A5E4ACW1_MARMO
OG0008491	sp|Q66JY2|IN80D_MOUSE	tr|A0A5E4AE00|A0A5E4AE00_MARMO
OG0008492	sp|Q8VDM1|ZGPAT_MOUSE	tr|A0A5E4AIF4|A0A5E4AIF4_MARMO
OG0008493	sp|Q9D5L7|SPSB1_MOUSE	tr|A0A5E4AKP0|A0A5E4AKP0_MARMO
OG0008494	sp|Q9DBS9|OSBL3_MOUSE	tr|A0A5E4AM87|A0A5E4AM87_MARMO
OG0008495	sp|A2AA28|MET23_MOUSE	tr|A0A5E4APN0|A0A5E4APN0_MARMO
OG0008496	sp|Q9R0N0|GALK1_MOUSE	tr|A0A5E4APZ4|A0A5E4APZ4_MARMO
OG0008497	sp|Q99PG4|RGS18_MOUSE	tr|A0A5E4ASW7|A0A5E4ASW7_MARMO
OG0008498	sp|P00536|MOS_MOUSE	tr|A0A5E4ATN7|A0A5E4ATN7_MARMO
OG0008499	sp|Q69ZP3|PNKD_MOUSE	tr|A0A5E4AVW2|A0A5E4AVW2_MARMO
OG0008500	sp|Q5U5V2|HYKK_MOUSE	tr|A0A5E4AWW1|A0A5E4AWW1_MARMO
OG0008501	sp|D3Z6P0|PDIA2_MOUSE	tr|A0A5E4AYZ5|A0A5E4AYZ5_MARMO
OG0008502	sp|Q9Z2E9|BSCL2_MOUSE	tr|A0A5E4AZN3|A0A5E4AZN3_MARMO
OG0008503	sp|P0DJF2|PT117_MOUSE	tr|A0A5E4B126|A0A5E4B126_MARMO
OG0008504	sp|Q8BW66|S2548_MOUSE	tr|A0A5E4B418|A0A5E4B418_MARMO
OG0008505	sp|Q9R0W9|ACHA6_MOUSE	tr|A0A5E4B5A8|A0A5E4B5A8_MARMO
OG0008506	sp|Q9JJN1|FGF21_MOUSE	tr|A0A5E4BCR3|A0A5E4BCR3_MARMO
OG0008507	sp|P35980|RL18_MOUSE	tr|A0A5E4BCT2|A0A5E4BCT2_MARMO
OG0008508	sp|Q9CY16|RT28_MOUSE	tr|A0A5E4BFG7|A0A5E4BFG7_MARMO
OG0008509	sp|P63141|KCNA2_MOUSE	tr|A0A5E4BHC3|A0A5E4BHC3_MARMO
OG0008510	sp|Q5DU09|ZN652_MOUSE	tr|A0A5E4BLP4|A0A5E4BLP4_MARMO
OG0008511	sp|Q8BIQ8|ZN770_MOUSE	tr|A0A5E4BMF8|A0A5E4BMF8_MARMO
OG0008512	sp|Q8CFQ3|AQR_MOUSE	tr|A0A5E4BN57|A0A5E4BN57_MARMO
OG0008513	sp|Q6P549|SHIP2_MOUSE	tr|A0A5E4BRM9|A0A5E4BRM9_MARMO
OG0008514	sp|P97443|SMYD1_MOUSE	tr|A0A5E4BTA6|A0A5E4BTA6_MARMO
OG0008515	sp|Q8VIM0|HAVR2_MOUSE	tr|A0A5E4C1U2|A0A5E4C1U2_MARMO
OG0008516	sp|Q9EQ80|NIF3L_MOUSE	tr|A0A5E4C261|A0A5E4C261_MARMO
OG0008517	sp|Q9ES17|IL21_MOUSE	tr|A0A5E4C3E1|A0A5E4C3E1_MARMO
OG0008518	sp|P62315|SMD1_MOUSE	tr|A0A5E4C740|A0A5E4C740_MARMO
OG0008519	sp|Q61334|BAP29_MOUSE	tr|A0A5E4C9P4|A0A5E4C9P4_MARMO
OG0008520	sp|Q99JU7|BNIPL_MOUSE	tr|A0A5E4CHP1|A0A5E4CHP1_MARMO
OG0008521	sp|Q9CQK3|RDM1_MOUSE	tr|A0A5E4CLW5|A0A5E4CLW5_MARMO
OG0008522	tr|E9PUN7|E9PUN7_MOUSE	tr|A0A5E4CRP6|A0A5E4CRP6_MARMO
OG0008523	sp|Q9ER42|BARX1_MOUSE	tr|A0A5E4CTS5|A0A5E4CTS5_MARMO
OG0008524	sp|Q8R4K2|IRAK4_MOUSE	tr|A0A5E4DAB6|A0A5E4DAB6_MARMO
OG0008525	sp|Q61080|FOXF1_MOUSE	tr|A0A5E4A2K5|A0A5E4A2K5_MARMO
OG0008526	sp|Q9EQH4|TAF8_MOUSE	tr|A0A5E4A9B4|A0A5E4A9B4_MARMO
OG0008527	sp|Q9CYZ6|REX1B_MOUSE	tr|A0A5E4ABL3|A0A5E4ABL3_MARMO
OG0008528	sp|Q5SW19|CLU_MOUSE	tr|A0A5E4AD04|A0A5E4AD04_MARMO
OG0008529	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A5E4AHF3|A0A5E4AHF3_MARMO
OG0008530	sp|Q9WTR1|TRPV2_MOUSE	tr|A0A5E4AHI8|A0A5E4AHI8_MARMO
OG0008531	sp|P61514|RL37A_MOUSE	tr|A0A5E4AI20|A0A5E4AI20_MARMO
OG0008532	sp|Q9QZA0|CAH5B_MOUSE	tr|A0A5E4AMK8|A0A5E4AMK8_MARMO
OG0008533	sp|Q8C2A2|SEN54_MOUSE	tr|A0A5E4AQB8|A0A5E4AQB8_MARMO
OG0008534	sp|Q8BYI8|F234B_MOUSE	tr|A0A5E4AV58|A0A5E4AV58_MARMO
OG0008535	sp|B9EKI3|TMF1_MOUSE	tr|A0A5E4AWJ1|A0A5E4AWJ1_MARMO
OG0008536	sp|P46660|AINX_MOUSE	tr|A0A5E4AZB7|A0A5E4AZB7_MARMO
OG0008537	sp|Q9CY24|T179B_MOUSE	tr|A0A5E4AZP3|A0A5E4AZP3_MARMO
OG0008538	sp|Q504P2|CL12A_MOUSE	tr|A0A5E4AZX8|A0A5E4AZX8_MARMO
OG0008539	sp|Q6NWW9|FND3B_MOUSE	tr|A0A5E4B335|A0A5E4B335_MARMO
OG0008540	sp|P14094|AT1B1_MOUSE	tr|A0A5E4B479|A0A5E4B479_MARMO
OG0008541	sp|Q9CQC9|SAR1B_MOUSE	tr|A0A5E4B6M8|A0A5E4B6M8_MARMO
OG0008542	sp|Q6AW69|CGNL1_MOUSE	tr|A0A5E4B789|A0A5E4B789_MARMO
OG0008543	tr|F6TNE3|F6TNE3_MOUSE	tr|A0A5E4BG82|A0A5E4BG82_MARMO
OG0008544	sp|Q9D3W1|RSP14_MOUSE	tr|A0A5E4BMZ9|A0A5E4BMZ9_MARMO
OG0008545	sp|Q3V037|CF163_MOUSE	tr|A0A5E4BS30|A0A5E4BS30_MARMO
OG0008546	sp|O88888|APBA3_MOUSE	tr|A0A5E4BWV1|A0A5E4BWV1_MARMO
OG0008547	sp|Q9DB25|ALG5_MOUSE	tr|A0A5E4BXD4|A0A5E4BXD4_MARMO
OG0008548	sp|P08923|LTK_MOUSE	tr|A0A5E4BZF9|A0A5E4BZF9_MARMO
OG0008549	sp|P06876|MYB_MOUSE	tr|A0A5E4C3Z7|A0A5E4C3Z7_MARMO
OG0008550	tr|G3X9I7|G3X9I7_MOUSE	tr|A0A5E4C5Z1|A0A5E4C5Z1_MARMO
OG0008551	sp|Q04891|SOX13_MOUSE	tr|A0A5E4C6M8|A0A5E4C6M8_MARMO
OG0008552	sp|Q91ZM2|SH2B1_MOUSE	tr|A0A5E4CAR7|A0A5E4CAR7_MARMO
OG0008553	sp|Q9Z2E2|MBD1_MOUSE	tr|A0A5E4CG51|A0A5E4CG51_MARMO
OG0008554	sp|Q9DB34|CHM2A_MOUSE	tr|A0A5E4CJF1|A0A5E4CJF1_MARMO
OG0008555	sp|Q6GQV1|INY2B_MOUSE	tr|A0A5E4CR64|A0A5E4CR64_MARMO
OG0008557	sp|Q8K327|CHAP1_MOUSE	tr|A0A5E4CUT3|A0A5E4CUT3_MARMO
OG0008558	sp|Q9QY33|TSN3_MOUSE	tr|A0A5E4CWE6|A0A5E4CWE6_MARMO
OG0008559	sp|Q8BSN9|FAKD3_MOUSE	tr|A0A5E4CWL0|A0A5E4CWL0_MARMO
OG0008560	sp|Q9JJ28|FLII_MOUSE	tr|A0A5E4CY26|A0A5E4CY26_MARMO
OG0008561	sp|Q8R326|PSPC1_MOUSE	tr|A0A5E4D0U9|A0A5E4D0U9_MARMO
OG0008562	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A5E4D3S7|A0A5E4D3S7_MARMO
OG0008563	sp|A2BDP1|NALF2_MOUSE	tr|A0A5E4D8U6|A0A5E4D8U6_MARMO
OG0008564	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|A0A5E4A3H0|A0A5E4A3H0_MARMO
OG0008565	sp|B2RS91|RRN3_MOUSE	tr|A0A5E4A4D9|A0A5E4A4D9_MARMO
OG0008566	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A5E4A605|A0A5E4A605_MARMO
OG0008567	sp|Q71M36|CSPG5_MOUSE	tr|A0A5E4ABP8|A0A5E4ABP8_MARMO
OG0008568	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A5E4ADM9|A0A5E4ADM9_MARMO
OG0008569	sp|Q8VCH5|RABEK_MOUSE	tr|A0A5E4ADP9|A0A5E4ADP9_MARMO
OG0008570	sp|Q68FE6|RIPR1_MOUSE	tr|A0A5E4AI87|A0A5E4AI87_MARMO
OG0008571	sp|Q5SX19|PIGL_MOUSE	tr|A0A5E4AJE5|A0A5E4AJE5_MARMO
OG0008572	sp|Q02152|5HT2B_MOUSE	tr|A0A5E4AL23|A0A5E4AL23_MARMO
OG0008573	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A5E4AN26|A0A5E4AN26_MARMO
OG0008574	sp|Q8R1J9|TOR2A_MOUSE	tr|A0A5E4AP96|A0A5E4AP96_MARMO
OG0008575	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A5E4APT5|A0A5E4APT5_MARMO
OG0008576	sp|Q3TY86|AIFM3_MOUSE	tr|A0A5E4ASN3|A0A5E4ASN3_MARMO
OG0008577	sp|O54818|TPD53_MOUSE	tr|A0A5E4AVJ7|A0A5E4AVJ7_MARMO
OG0008578	sp|Q8BGR2|LRC8D_MOUSE	tr|A0A5E4AWK9|A0A5E4AWK9_MARMO
OG0008580	sp|A3KGF7|PLCB2_MOUSE	tr|A0A5E4B128|A0A5E4B128_MARMO
OG0008581	sp|Q9Z179|SHCBP_MOUSE	tr|A0A5E4B300|A0A5E4B300_MARMO
OG0008582	sp|Q8BQB6|SAXO2_MOUSE	tr|A0A5E4B5U0|A0A5E4B5U0_MARMO
OG0008583	sp|Q9ERN0|SCAM2_MOUSE	tr|A0A5E4B7X7|A0A5E4B7X7_MARMO
OG0008584	sp|Q5NC32|MOT11_MOUSE	tr|A0A5E4B8H2|A0A5E4B8H2_MARMO
OG0008585	sp|Q62147|SSPN_MOUSE	tr|A0A5E4BFL9|A0A5E4BFL9_MARMO
OG0008586	sp|Q8VHI3|OFUT2_MOUSE	tr|A0A5E4BJR7|A0A5E4BJR7_MARMO
OG0008587	sp|Q9R069|BCAM_MOUSE	tr|A0A5E4BNP1|A0A5E4BNP1_MARMO
OG0008588	sp|Q8BVF7|APH1A_MOUSE	tr|A0A5E4BRU6|A0A5E4BRU6_MARMO
OG0008589	sp|P62274|RS29_MOUSE	tr|A0A5E4BT05|A0A5E4BT05_MARMO
OG0008590	sp|P43136|NR2F6_MOUSE	tr|A0A5E4BU42|A0A5E4BU42_MARMO
OG0008591	sp|Q505D1|ANR28_MOUSE	tr|A0A5E4BUP5|A0A5E4BUP5_MARMO
OG0008592	sp|P67871|CSK2B_MOUSE	tr|A0A5E4C3I3|A0A5E4C3I3_MARMO
OG0008593	sp|Q921L5|COG2_MOUSE	tr|A0A5E4C4H4|A0A5E4C4H4_MARMO
OG0008594	sp|Q91WN4|KMO_MOUSE	tr|A0A5E4C4K3|A0A5E4C4K3_MARMO
OG0008595	sp|Q7TS99|HELT_MOUSE	tr|A0A5E4C576|A0A5E4C576_MARMO
OG0008596	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A5E4C8N7|A0A5E4C8N7_MARMO
OG0008597	sp|Q5SXI5|ZN496_MOUSE	tr|A0A5E4CA37|A0A5E4CA37_MARMO
OG0008598	sp|P0CB42|ALKB1_MOUSE	tr|A0A5E4CCM1|A0A5E4CCM1_MARMO
OG0008599	sp|Q9WVL0|MAAI_MOUSE	tr|A0A5E4CDM1|A0A5E4CDM1_MARMO
OG0008600	sp|Q3TIR1|TPC13_MOUSE	tr|A0A5E4CGL2|A0A5E4CGL2_MARMO
OG0008601	sp|Q60610|TIAM1_MOUSE	tr|A0A5E4CJB6|A0A5E4CJB6_MARMO
OG0008602	sp|A2AIV2|VIR_MOUSE	tr|A0A5E4CNU0|A0A5E4CNU0_MARMO
OG0008603	sp|Q3V096|ANR42_MOUSE	tr|A0A5E4D9G1|A0A5E4D9G1_MARMO
OG0008604	sp|Q8C3X2|CC90B_MOUSE	tr|A0A5E4D9L0|A0A5E4D9L0_MARMO
OG0008605	tr|A0A571BEE2|A0A571BEE2_MOUSE	tr|A0A5E4DA56|A0A5E4DA56_MARMO
OG0008606	sp|Q3UBG2|PCLI1_MOUSE	tr|A0A5E4A7S6|A0A5E4A7S6_MARMO
OG0008607	sp|Q8VCE2|GPN1_MOUSE	tr|A0A5E4A898|A0A5E4A898_MARMO
OG0008608	sp|Q9D5V5|CUL5_MOUSE	tr|A0A5E4A9E8|A0A5E4A9E8_MARMO
OG0008609	sp|O55026|ENTP2_MOUSE	tr|A0A5E4AAJ5|A0A5E4AAJ5_MARMO
OG0008610	sp|P60898|RPB9_MOUSE	tr|A0A5E4AF54|A0A5E4AF54_MARMO
OG0008611	sp|A2A6H3|FBX47_MOUSE	tr|A0A5E4AFL4|A0A5E4AFL4_MARMO
OG0008612	sp|Q8R2H9|PHOP1_MOUSE	tr|A0A5E4AFW4|A0A5E4AFW4_MARMO
OG0008613	sp|Q9CW79|GOGA1_MOUSE	tr|A0A5E4AG40|A0A5E4AG40_MARMO
OG0008614	sp|Q9R216|FZD9_MOUSE	tr|A0A5E4AIN2|A0A5E4AIN2_MARMO
OG0008615	sp|Q8BJM3|R3HCL_MOUSE	tr|A0A5E4AKY1|A0A5E4AKY1_MARMO
OG0008616	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A5E4AMK0|A0A5E4AMK0_MARMO
OG0008617	sp|Q9JMH7|NEUR3_MOUSE	tr|A0A5E4APK9|A0A5E4APK9_MARMO
OG0008618	sp|Q80ZQ5|JAZF1_MOUSE	tr|A0A5E4ARI7|A0A5E4ARI7_MARMO
OG0008619	sp|Q9CR33|MANS1_MOUSE	tr|A0A5E4ASP5|A0A5E4ASP5_MARMO
OG0008620	sp|O54798|BRS3_MOUSE	tr|A0A5E4AWA2|A0A5E4AWA2_MARMO
OG0008621	sp|Q9D0U9|ARV1_MOUSE	tr|A0A5E4B1M2|A0A5E4B1M2_MARMO
OG0008622	sp|Q99LZ3|SLD5_MOUSE	tr|A0A5E4B5C8|A0A5E4B5C8_MARMO
OG0008623	sp|P47810|WEE1_MOUSE	tr|A0A5E4B5Q0|A0A5E4B5Q0_MARMO
OG0008624	sp|Q9QZM4|TR10B_MOUSE	tr|A0A5E4BAM9|A0A5E4BAM9_MARMO
OG0008625	tr|E9Q5A6|E9Q5A6_MOUSE	tr|A0A5E4BB78|A0A5E4BB78_MARMO
OG0008626	sp|Q640P7|TBCC1_MOUSE	tr|A0A5E4BBI6|A0A5E4BBI6_MARMO
OG0008627	sp|P55041|GEM_MOUSE	tr|A0A5E4BGB6|A0A5E4BGB6_MARMO
OG0008628	sp|Q5SWK7|RN145_MOUSE	tr|A0A5E4BGN9|A0A5E4BGN9_MARMO
OG0008629	sp|Q8JZY2|COMDA_MOUSE	tr|A0A5E4BPJ9|A0A5E4BPJ9_MARMO
OG0008630	sp|Q8BUV3|GEPH_MOUSE	tr|A0A5E4BSH7|A0A5E4BSH7_MARMO
OG0008631	sp|Q8BYH3|TRM13_MOUSE	tr|A0A5E4BXQ8|A0A5E4BXQ8_MARMO
OG0008632	sp|Q8BVE3|VATH_MOUSE	tr|A0A5E4BYT3|A0A5E4BYT3_MARMO
OG0008633	sp|O54827|AT10A_MOUSE	tr|A0A5E4BZ30|A0A5E4BZ30_MARMO
OG0008634	sp|Q6ZQF0|TOPB1_MOUSE	tr|A0A5E4C387|A0A5E4C387_MARMO
OG0008635	sp|A2CG63|ARI4B_MOUSE	tr|A0A5E4C459|A0A5E4C459_MARMO
OG0008636	sp|P33680|GUC2A_MOUSE	tr|A0A5E4C709|A0A5E4C709_MARMO
OG0008637	sp|Q91V27|MELPH_MOUSE	tr|A0A5E4CAU0|A0A5E4CAU0_MARMO
OG0008638	sp|Q0VB26|TEX26_MOUSE	tr|A0A5E4CB95|A0A5E4CB95_MARMO
OG0008639	sp|Q0VGU4|VGF_MOUSE	tr|A0A5E4CMT8|A0A5E4CMT8_MARMO
OG0008640	sp|D3YY23|LONF1_MOUSE	tr|A0A5E4CV59|A0A5E4CV59_MARMO
OG0008641	sp|O88848|ARL6_MOUSE	tr|A0A5E4D6X4|A0A5E4D6X4_MARMO
OG0008642	tr|F8VQ70|F8VQ70_MOUSE	tr|A0A5E4A179|A0A5E4A179_MARMO
OG0008643	sp|Q3U3C9|GSE1_MOUSE	tr|A0A5E4A2R4|A0A5E4A2R4_MARMO
OG0008644	sp|Q9QUR7|PIN1_MOUSE	tr|A0A5E4AA18|A0A5E4AA18_MARMO
OG0008645	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A5E4AFY4|A0A5E4AFY4_MARMO
OG0008646	sp|Q8VD75|HIP1_MOUSE	tr|A0A5E4AGM2|A0A5E4AGM2_MARMO
OG0008647	sp|Q9R099|TBL2_MOUSE	tr|A0A5E4AIN5|A0A5E4AIN5_MARMO
OG0008648	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A5E4AIS5|A0A5E4AIS5_MARMO
OG0008649	sp|Q9EQQ3|GPR63_MOUSE	tr|A0A5E4AM55|A0A5E4AM55_MARMO
OG0008650	sp|Q8N7N6|CIKS_MOUSE	tr|A0A5E4AMU0|A0A5E4AMU0_MARMO
OG0008651	sp|P60202|MYPR_MOUSE	tr|A0A5E4ANN4|A0A5E4ANN4_MARMO
OG0008652	sp|Q99KR6|RNF34_MOUSE	tr|A0A5E4AT92|A0A5E4AT92_MARMO
OG0008653	sp|Q7TSH2|KPBB_MOUSE	tr|A0A5E4ATW2|A0A5E4ATW2_MARMO
OG0008654	sp|P48722|HS74L_MOUSE	tr|A0A5E4AUB0|A0A5E4AUB0_MARMO
OG0008655	sp|O08601|MTP_MOUSE	tr|A0A5E4B0R5|A0A5E4B0R5_MARMO
OG0008656	sp|Q60953|PML_MOUSE	tr|A0A5E4B7V4|A0A5E4B7V4_MARMO
OG0008657	sp|Q5NCP0|RNF43_MOUSE	tr|A0A5E4B8B5|A0A5E4B8B5_MARMO
OG0008658	tr|E9Q6A2|E9Q6A2_MOUSE	tr|A0A5E4BB15|A0A5E4BB15_MARMO
OG0008659	sp|Q3U6Q4|PI3R6_MOUSE	tr|A0A5E4BC31|A0A5E4BC31_MARMO
OG0008660	sp|Q6P073|UB2J2_MOUSE	tr|A0A5E4BDN4|A0A5E4BDN4_MARMO
OG0008661	sp|Q99LP6|GRPE1_MOUSE	tr|A0A5E4BFK5|A0A5E4BFK5_MARMO
OG0008662	sp|Q6UQ17|AT8B3_MOUSE	tr|A0A5E4BGV4|A0A5E4BGV4_MARMO
OG0008663	sp|Q3U1C6|TATD3_MOUSE	tr|A0A5E4BIZ3|A0A5E4BIZ3_MARMO
OG0008664	sp|Q9D9B4|LRMDA_MOUSE	tr|A0A5E4BLI2|A0A5E4BLI2_MARMO
OG0008665	sp|Q8BJ03|COX15_MOUSE	tr|A0A5E4BRB0|A0A5E4BRB0_MARMO
OG0008667	sp|P59270|B3GA2_MOUSE	tr|A0A5E4BRV3|A0A5E4BRV3_MARMO
OG0008668	sp|Q9D1M7|FKB11_MOUSE	tr|A0A5E4BSB1|A0A5E4BSB1_MARMO
OG0008669	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A5E4C232|A0A5E4C232_MARMO
OG0008670	sp|Q91WU5|AS3MT_MOUSE	tr|A0A5E4C4Y1|A0A5E4C4Y1_MARMO
OG0008671	sp|Q923B1|DBR1_MOUSE	tr|A0A5E4C5E5|A0A5E4C5E5_MARMO
OG0008672	sp|Q9D3R3|CEP72_MOUSE	tr|A0A5E4C6R1|A0A5E4C6R1_MARMO
OG0008673	sp|Q9QUP5|HPLN1_MOUSE	tr|A0A5E4C7S8|A0A5E4C7S8_MARMO
OG0008674	tr|E9Q050|E9Q050_MOUSE	tr|A0A5E4CLD7|A0A5E4CLD7_MARMO
OG0008675	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A5E4CVB9|A0A5E4CVB9_MARMO
OG0008676	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A5E4CWV7|A0A5E4CWV7_MARMO
OG0008677	sp|Q99KJ5|TCF19_MOUSE	tr|A0A5E4CX45|A0A5E4CX45_MARMO
OG0008678	sp|Q8BFW9|GTR12_MOUSE	tr|A0A5E4CXI5|A0A5E4CXI5_MARMO
OG0008679	sp|Q7TSJ6|LATS2_MOUSE	tr|A0A5E4D2B8|A0A5E4D2B8_MARMO
OG0008680	sp|Q9D1F3|EOLA1_MOUSE	tr|A0A5E4D3Y6|A0A5E4D3Y6_MARMO
OG0008683	sp|Q80UL9|JAML_MOUSE	tr|A0A5E4A2H7|A0A5E4A2H7_MARMO
OG0008684	sp|Q925Q5|GPHA2_MOUSE	tr|A0A5E4A2T8|A0A5E4A2T8_MARMO
OG0008685	sp|Q9JIX0|ENY2_MOUSE	tr|A0A5E4A365|A0A5E4A365_MARMO
OG0008686	sp|Q9JJK5|HERP1_MOUSE	tr|A0A5E4A545|A0A5E4A545_MARMO
OG0008687	sp|P47930|FOSL2_MOUSE	tr|A0A5E4A8N1|A0A5E4A8N1_MARMO
OG0008688	sp|O88630|GOSR1_MOUSE	tr|A0A5E4ABC8|A0A5E4ABC8_MARMO
OG0008689	sp|P35951|LDLR_MOUSE	tr|A0A5E4ABL1|A0A5E4ABL1_MARMO
OG0008690	sp|Q9CQE3|RT17_MOUSE	tr|A0A5E4ADR3|A0A5E4ADR3_MARMO
OG0008691	sp|Q99MV1|TDRD1_MOUSE	tr|A0A5E4AE80|A0A5E4AE80_MARMO
OG0008692	sp|Q9DBF7|CWC25_MOUSE	tr|A0A5E4AF34|A0A5E4AF34_MARMO
OG0008693	sp|O08550|KMT2B_MOUSE	tr|A0A5E4AFA3|A0A5E4AFA3_MARMO
OG0008694	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A5E4AHB6|A0A5E4AHB6_MARMO
OG0008695	sp|Q3UVD5|LGR6_MOUSE	tr|A0A5E4AHL8|A0A5E4AHL8_MARMO
OG0008696	sp|Q6PEE3|RIR2B_MOUSE	tr|A0A5E4AJX1|A0A5E4AJX1_MARMO
OG0008697	sp|Q8K2P2|FA83A_MOUSE	tr|A0A5E4AJY8|A0A5E4AJY8_MARMO
OG0008698	sp|Q14BV6|YDJC_MOUSE	tr|A0A5E4AQH7|A0A5E4AQH7_MARMO
OG0008699	tr|B1AV60|B1AV60_MOUSE	tr|A0A5E4AQU9|A0A5E4AQU9_MARMO
OG0008700	tr|A2A6P4|A2A6P4_MOUSE	tr|A0A5E4AR23|A0A5E4AR23_MARMO
OG0008701	sp|Q8BGA2|LHPL2_MOUSE	tr|A0A5E4AU56|A0A5E4AU56_MARMO
OG0008702	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A5E4AWW4|A0A5E4AWW4_MARMO
OG0008703	sp|O88892|SERF1_MOUSE	tr|A0A5E4AYY2|A0A5E4AYY2_MARMO
OG0008704	sp|P48030|TGFA_MOUSE	tr|A0A5E4AZT1|A0A5E4AZT1_MARMO
OG0008705	sp|Q11136|PEPD_MOUSE	tr|A0A5E4B1E0|A0A5E4B1E0_MARMO
OG0008706	sp|P21661|NEC2_MOUSE	tr|A0A5E4B2E8|A0A5E4B2E8_MARMO
OG0008707	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A5E4BDV7|A0A5E4BDV7_MARMO
OG0008708	sp|Q3MI48|JSPR1_MOUSE	tr|A0A5E4BIT4|A0A5E4BIT4_MARMO
OG0008709	sp|Q2QI47|USH2A_MOUSE	tr|A0A5E4BL11|A0A5E4BL11_MARMO
OG0008710	sp|Q3UZP0|MALD2_MOUSE	tr|A0A5E4BUP6|A0A5E4BUP6_MARMO
OG0008711	sp|O35228|IL27B_MOUSE	tr|A0A5E4BW47|A0A5E4BW47_MARMO
OG0008712	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A5E4BWR5|A0A5E4BWR5_MARMO
OG0008713	sp|Q8BJ90|ZN771_MOUSE	tr|A0A5E4C4H6|A0A5E4C4H6_MARMO
OG0008714	sp|P07607|TYSY_MOUSE	tr|A0A5E4CDA0|A0A5E4CDA0_MARMO
OG0008715	sp|Q3UPI1|GAK1B_MOUSE	tr|A0A5E4CDX8|A0A5E4CDX8_MARMO
OG0008716	tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A5E4CJT4|A0A5E4CJT4_MARMO
OG0008719	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A5E4CUQ4|A0A5E4CUQ4_MARMO
OG0008720	sp|Q925B0|PAWR_MOUSE	tr|A0A5E4D1U2|A0A5E4D1U2_MARMO
OG0008721	sp|P01831|THY1_MOUSE	tr|A0A5E4A2D9|A0A5E4A2D9_MARMO
OG0008722	sp|Q6EDY6|CARL1_MOUSE	tr|A0A5E4A3M5|A0A5E4A3M5_MARMO
OG0008723	sp|Q8BGZ1|HPCL4_MOUSE	tr|A0A5E4A6K7|A0A5E4A6K7_MARMO
OG0008724	sp|Q3UNX5|ACSM3_MOUSE	tr|A0A5E4A716|A0A5E4A716_MARMO
OG0008725	sp|Q9D0K0|TBCD7_MOUSE	tr|A0A5E4A8K7|A0A5E4A8K7_MARMO
OG0008726	sp|P34056|AP2A_MOUSE	tr|A0A5E4A8V0|A0A5E4A8V0_MARMO
OG0008727	sp|Q5RJB0|BHA09_MOUSE	tr|A0A5E4AC20|A0A5E4AC20_MARMO
OG0008728	sp|O08856|ELL_MOUSE	tr|A0A5E4ACA7|A0A5E4ACA7_MARMO
OG0008730	sp|Q5XJV7|SETD5_MOUSE	tr|A0A5E4ALT6|A0A5E4ALT6_MARMO
OG0008731	sp|O89017|LGMN_MOUSE	tr|A0A5E4APS8|A0A5E4APS8_MARMO
OG0008732	sp|P86044|ANO9_MOUSE	tr|A0A5E4AVI0|A0A5E4AVI0_MARMO
OG0008733	sp|Q8R0F8|FAHD1_MOUSE	tr|A0A5E4AXJ8|A0A5E4AXJ8_MARMO
OG0008734	sp|Q3TYX8|RUFY4_MOUSE	tr|A0A5E4AXL1|A0A5E4AXL1_MARMO
OG0008735	sp|Q6NS82|RETR2_MOUSE	tr|A0A5E4AXT0|A0A5E4AXT0_MARMO
