Orthogroup	Mus_musculus	Mus_spicilegus
OG0001126	tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE	tr|A0A8C6I0E0|A0A8C6I0E0_MUSSI
OG0001126	tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE	tr|A0A8C6HYY5|A0A8C6HYY5_MUSSI
OG0001127	tr|F7CZ33|F7CZ33_MOUSE	tr|A0A8C6MYA2|A0A8C6MYA2_MUSSI, tr|A0A8C6HJH8|A0A8C6HJH8_MUSSI, tr|A0A8C6HG35|A0A8C6HG35_MUSSI
OG0001128	sp|Q63844|MK03_MOUSE	tr|A0A8C6H8M0|A0A8C6H8M0_MUSSI
OG0001128	sp|P63085|MK01_MOUSE	tr|A0A8C6HGX0|A0A8C6HGX0_MUSSI
OG0001129	sp|O54833|CSK22_MOUSE	tr|A0A8C6GGZ3|A0A8C6GGZ3_MUSSI
OG0001129	sp|Q60737|CSK21_MOUSE	tr|A0A8C6I1B3|A0A8C6I1B3_MUSSI
OG0001130	tr|E9Q5G9|E9Q5G9_MOUSE, sp|Q60892|OLF8_MOUSE, tr|Q7TQU9|Q7TQU9_MOUSE	tr|A0A8C6G4Y3|A0A8C6G4Y3_MUSSI
OG0001131	sp|Q9QY00|OL154_MOUSE	tr|A0A8C6N395|A0A8C6N395_MUSSI
OG0001131	sp|Q8VFK2|O1002_MOUSE	tr|A0A8C6GC34|A0A8C6GC34_MUSSI
OG0001132	sp|Q8CHG7|RPGF2_MOUSE	tr|A0A8C6I3B6|A0A8C6I3B6_MUSSI
OG0001132	tr|Q5NCJ1|Q5NCJ1_MOUSE	tr|A0A8C6GNQ4|A0A8C6GNQ4_MUSSI
OG0001133	tr|Q7TR71|Q7TR71_MOUSE, tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR80|Q7TR80_MOUSE	tr|A0A8C6N3M2|A0A8C6N3M2_MUSSI
OG0001134	sp|Q921H8|THIKA_MOUSE, sp|Q8VCH0|THIKB_MOUSE	tr|A0A8C6GDH2|A0A8C6GDH2_MUSSI, tr|A0A8C6GDY7|A0A8C6GDY7_MUSSI
OG0001135	sp|Q8K4P7|ST7L_MOUSE	tr|A0A8C6GUK1|A0A8C6GUK1_MUSSI
OG0001135	sp|Q99M96|ST7_MOUSE	tr|A0A8C6HMP3|A0A8C6HMP3_MUSSI
OG0001136	sp|Q80UP3|DGKZ_MOUSE	tr|A0A8C6HK34|A0A8C6HK34_MUSSI
OG0001136	sp|D3YWQ0|DGKI_MOUSE	tr|A0A8C6N4G7|A0A8C6N4G7_MUSSI
OG0001137	tr|F6YUX7|F6YUX7_MOUSE, sp|O35291|RNAS2_MOUSE	tr|A0A8C6HVN8|A0A8C6HVN8_MUSSI, tr|A0A8C6G858|A0A8C6G858_MUSSI
OG0001138	sp|P11609|CD1D1_MOUSE, sp|P11610|CD1D2_MOUSE	tr|A0A8C6HQA3|A0A8C6HQA3_MUSSI, tr|A0A8C6HSP1|A0A8C6HSP1_MUSSI
OG0001139	sp|Q62433|NDRG1_MOUSE	tr|A0A8C6IAB6|A0A8C6IAB6_MUSSI
OG0001139	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A8C6GJ97|A0A8C6GJ97_MUSSI
OG0001140	sp|P22725|WNT5A_MOUSE	tr|A0A8C6IB84|A0A8C6IB84_MUSSI
OG0001140	sp|P22726|WNT5B_MOUSE	tr|A0A8C6GR74|A0A8C6GR74_MUSSI
OG0001141	sp|P98191|CDS1_MOUSE	tr|A0A8C6MPH2|A0A8C6MPH2_MUSSI
OG0001141	sp|Q99L43|CDS2_MOUSE	tr|A0A8C6HQ83|A0A8C6HQ83_MUSSI
OG0001142	sp|Q3SXG2|FPRS6_MOUSE	tr|A0A8C6IJR2|A0A8C6IJR2_MUSSI
OG0001142	sp|Q71MR7|FPRS7_MOUSE	tr|A0A8C6ILI8|A0A8C6ILI8_MUSSI
OG0001143	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A8C6MXD0|A0A8C6MXD0_MUSSI
OG0001143	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A8C6H4S0|A0A8C6H4S0_MUSSI
OG0001144	sp|Q8C0V0|TLK1_MOUSE	tr|A0A8C6GKS6|A0A8C6GKS6_MUSSI
OG0001144	sp|O55047|TLK2_MOUSE	tr|A0A8C6N324|A0A8C6N324_MUSSI
OG0001145	sp|Q8VE92|RBM4B_MOUSE	tr|A0A8C6GGX0|A0A8C6GGX0_MUSSI
OG0001145	sp|Q8C7Q4|RBM4_MOUSE	tr|A0A8C6GGS4|A0A8C6GGS4_MUSSI
OG0001146	tr|Q7TS13|Q7TS13_MOUSE	tr|A0A8C6MZY0|A0A8C6MZY0_MUSSI
OG0001146	tr|Q8VF60|Q8VF60_MOUSE	tr|A0A8C6HRY3|A0A8C6HRY3_MUSSI
OG0001147	sp|Q99NE5|RIMS1_MOUSE	tr|A0A8C6HU25|A0A8C6HU25_MUSSI
OG0001147	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A8C6MRU1|A0A8C6MRU1_MUSSI
OG0001148	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A8C6GUZ1|A0A8C6GUZ1_MUSSI
OG0001148	sp|Q68FF6|GIT1_MOUSE	tr|A0A8C6I2K2|A0A8C6I2K2_MUSSI
OG0001149	sp|A1L314|MPEG1_MOUSE	tr|A0A8C6HA48|A0A8C6HA48_MUSSI
OG0001149	tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A8C6H997|A0A8C6H997_MUSSI
OG0001150	tr|B2RSY5|B2RSY5_MOUSE	tr|A0A8C6I6Z7|A0A8C6I6Z7_MUSSI
OG0001150	tr|Q6IMH7|Q6IMH7_MOUSE	tr|A0A8C6GQ56|A0A8C6GQ56_MUSSI
OG0001151	tr|A0A1L1STQ7|A0A1L1STQ7_MOUSE	tr|A0A8C6H1S2|A0A8C6H1S2_MUSSI
OG0001151	tr|Q3UV66|Q3UV66_MOUSE	tr|A0A8C6HZL0|A0A8C6HZL0_MUSSI
OG0001152	sp|Q8BFX3|KCTD3_MOUSE	tr|A0A8C6N4I5|A0A8C6N4I5_MUSSI
OG0001152	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A8C6I9Z0|A0A8C6I9Z0_MUSSI
OG0001153	tr|A2BED8|A2BED8_MOUSE, tr|A2BEE3|A2BEE3_MOUSE	tr|A0A8C6GI60|A0A8C6GI60_MUSSI, tr|A0A8C6G6J7|A0A8C6G6J7_MUSSI
OG0001154	sp|P53810|PIPNA_MOUSE	tr|A0A8C6N1F3|A0A8C6N1F3_MUSSI
OG0001154	sp|P53811|PIPNB_MOUSE	tr|A0A8C6MR18|A0A8C6MR18_MUSSI
OG0001155	sp|P35441|TSP1_MOUSE	tr|A0A8C6MVI7|A0A8C6MVI7_MUSSI
OG0001155	sp|Q03350|TSP2_MOUSE	tr|A0A8C6I8M8|A0A8C6I8M8_MUSSI
OG0001156	sp|Q69ZU6|THS7A_MOUSE	tr|A0A8C6MUS5|A0A8C6MUS5_MUSSI
OG0001156	sp|Q6P4U0|THS7B_MOUSE	tr|A0A8C6N252|A0A8C6N252_MUSSI
OG0001157	tr|E9PV98|E9PV98_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE	tr|A0A8C6IG82|A0A8C6IG82_MUSSI
OG0001158	tr|E9Q048|E9Q048_MOUSE, tr|F6UWZ4|F6UWZ4_MOUSE, tr|Q8C5D3|Q8C5D3_MOUSE	tr|A0A8C6I950|A0A8C6I950_MUSSI
OG0001159	sp|Q921K8|TCAF2_MOUSE	tr|A0A8C6I262|A0A8C6I262_MUSSI
OG0001159	sp|Q8BNE1|TCAF1_MOUSE	tr|A0A8C6I5V8|A0A8C6I5V8_MUSSI
OG0001160	sp|Q8BPW0|IQCJ_MOUSE, sp|P0DPB4|SCHI1_MOUSE, sp|A0A088MLT8|IQIP1_MOUSE	tr|A0A8C6I2W5|A0A8C6I2W5_MUSSI
OG0001161	sp|Q9JLB0|PALS2_MOUSE	tr|A0A8C6HJ79|A0A8C6HJ79_MUSSI
OG0001161	sp|Q9WV34|MPP2_MOUSE	tr|A0A8C6IAW3|A0A8C6IAW3_MUSSI
OG0001162	sp|Q8R3R5|T185B_MOUSE	tr|A0A8C6GR60|A0A8C6GR60_MUSSI
OG0001162	sp|A2AF53|T185A_MOUSE	tr|A0A8C6G493|A0A8C6G493_MUSSI
OG0001163	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A8C6N3G1|A0A8C6N3G1_MUSSI, tr|A0A8C6IAN1|A0A8C6IAN1_MUSSI, tr|A0A8C6MNM1|A0A8C6MNM1_MUSSI
OG0001164	sp|O35445|RNF5_MOUSE	tr|A0A8C6I569|A0A8C6I569_MUSSI, tr|A0A8C6MS08|A0A8C6MS08_MUSSI, tr|A0A8C6HTN2|A0A8C6HTN2_MUSSI
OG0001165	sp|Q99MK8|ARBK1_MOUSE	tr|A0A8C6GI04|A0A8C6GI04_MUSSI
OG0001165	sp|Q3UYH7|ARBK2_MOUSE	tr|A0A8C6MSE5|A0A8C6MSE5_MUSSI
OG0001166	tr|Q8VGJ6|Q8VGJ6_MOUSE	tr|A0A8C6II76|A0A8C6II76_MUSSI
OG0001166	tr|Q7TQS3|Q7TQS3_MOUSE	tr|A0A8C6IG23|A0A8C6IG23_MUSSI
OG0001167	sp|Q9D0F9|PGM1_MOUSE	tr|A0A8C6I5M5|A0A8C6I5M5_MUSSI
OG0001167	sp|Q8BZF8|PGM5_MOUSE	tr|A0A8C6MU50|A0A8C6MU50_MUSSI
OG0001168	tr|A2BG95|A2BG95_MOUSE, tr|A3KG49|A3KG49_MOUSE, tr|Q52KH6|Q52KH6_MOUSE	tr|A0A8C6GSV5|A0A8C6GSV5_MUSSI
OG0001169	tr|Q8K469|Q8K469_MOUSE, tr|Q8VI97|Q8VI97_MOUSE, sp|P11928|OAS1A_MOUSE	tr|A0A8C6MSI0|A0A8C6MSI0_MUSSI
OG0001170	sp|Q63932|MP2K2_MOUSE	tr|A0A8C6I0I9|A0A8C6I0I9_MUSSI
OG0001170	sp|P31938|MP2K1_MOUSE	tr|A0A8C6GED5|A0A8C6GED5_MUSSI
OG0001171	tr|Q7TQT8|Q7TQT8_MOUSE	tr|A0A8C6HG01|A0A8C6HG01_MUSSI
OG0001171	tr|A0A140T8K7|A0A140T8K7_MOUSE	tr|A0A8C6HI87|A0A8C6HI87_MUSSI
OG0001172	sp|Q8BW75|AOFB_MOUSE	tr|A0A8C6GN80|A0A8C6GN80_MUSSI
OG0001172	sp|Q64133|AOFA_MOUSE	tr|A0A8C6MS69|A0A8C6MS69_MUSSI
OG0001173	tr|Q8VFU7|Q8VFU7_MOUSE	tr|A0A8C6GKJ6|A0A8C6GKJ6_MUSSI
OG0001173	tr|Q8VFU6|Q8VFU6_MOUSE	tr|A0A8C6GK26|A0A8C6GK26_MUSSI
OG0001174	sp|P46735|MYO1B_MOUSE	tr|A0A8C6GB28|A0A8C6GB28_MUSSI
OG0001174	sp|O88329|MYO1A_MOUSE	tr|A0A8C6HHC7|A0A8C6HHC7_MUSSI
OG0001175	sp|Q9DBG5|PLIN3_MOUSE, sp|P43883|PLIN2_MOUSE, sp|O88492|PLIN4_MOUSE	tr|A0A8C6GY48|A0A8C6GY48_MUSSI
OG0001176	sp|P15501|SPBP_MOUSE	tr|A0A8C6GDC6|A0A8C6GDC6_MUSSI
OG0001176	tr|Q3TUY3|Q3TUY3_MOUSE	tr|A0A8C6GDS7|A0A8C6GDS7_MUSSI
OG0001177	sp|O35709|ENC1_MOUSE	tr|A0A8C6IBC9|A0A8C6IBC9_MUSSI
OG0001177	sp|Q8R2P1|KLH25_MOUSE	tr|A0A8C6GA60|A0A8C6GA60_MUSSI
OG0001178	sp|Q8VE97|SRSF4_MOUSE	tr|A0A8C6ILN9|A0A8C6ILN9_MUSSI
OG0001178	sp|Q3TWW8|SRSF6_MOUSE	tr|A0A8C6IBL1|A0A8C6IBL1_MUSSI
OG0001179	tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A8C6GC66|A0A8C6GC66_MUSSI
OG0001179	tr|E9PVG8|E9PVG8_MOUSE	tr|A0A8C6GBE8|A0A8C6GBE8_MUSSI
OG0001180	sp|O54829|RGS7_MOUSE	tr|A0A8C6MZW4|A0A8C6MZW4_MUSSI
OG0001180	sp|Q9Z2H2|RGS6_MOUSE	tr|A0A8C6G8E3|A0A8C6G8E3_MUSSI
OG0001181	sp|Q61062|DVL3_MOUSE	tr|A0A8C6GXA8|A0A8C6GXA8_MUSSI
OG0001181	sp|P51141|DVL1_MOUSE	tr|A0A8C6H7E9|A0A8C6H7E9_MUSSI
OG0001182	sp|Q3U1J0|S38A5_MOUSE	tr|A0A8C6GPX1|A0A8C6GPX1_MUSSI
OG0001182	sp|Q9DCP2|S38A3_MOUSE	tr|A0A8C6N135|A0A8C6N135_MUSSI
OG0001183	sp|Q04750|TOP1_MOUSE	tr|A0A8C6HAB8|A0A8C6HAB8_MUSSI
OG0001183	sp|Q8R4U6|TOP1M_MOUSE	tr|A0A8C6HPI1|A0A8C6HPI1_MUSSI
OG0001184	sp|Q5SUV5|MYLK4_MOUSE	tr|A0A8C6H2Y1|A0A8C6H2Y1_MUSSI
OG0001184	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A8C6MVG1|A0A8C6MVG1_MUSSI
OG0001185	sp|Q7TT50|MRCKB_MOUSE	tr|A0A8C6MSM4|A0A8C6MSM4_MUSSI
OG0001185	sp|Q3UU96|MRCKA_MOUSE	tr|A0A8C6GLH9|A0A8C6GLH9_MUSSI
OG0001186	sp|Q3LAC4|PREX2_MOUSE	tr|A0A8C6IIU9|A0A8C6IIU9_MUSSI
OG0001186	sp|Q69ZK0|PREX1_MOUSE	tr|A0A8C6HZB6|A0A8C6HZB6_MUSSI
OG0001187	sp|Q6PCM2|INT6_MOUSE	tr|A0A8C6H5P7|A0A8C6H5P7_MUSSI
OG0001187	sp|Q8BND4|INT6L_MOUSE	tr|A0A8C6II61|A0A8C6II61_MUSSI
OG0001188	tr|A0A0N4SV92|A0A0N4SV92_MOUSE, tr|A0A0N4SUK1|A0A0N4SUK1_MOUSE, tr|Q3ULJ8|Q3ULJ8_MOUSE	tr|A0A8C6GHR0|A0A8C6GHR0_MUSSI
OG0001191	sp|P01915|HB22_MOUSE, sp|P04230|HB21_MOUSE, sp|P20040|HB24_MOUSE	tr|A0A8C6GWD5|A0A8C6GWD5_MUSSI
OG0001192	sp|Q9QZA0|CAH5B_MOUSE	tr|A0A8C6HFT4|A0A8C6HFT4_MUSSI
OG0001192	sp|P23589|CAH5A_MOUSE	tr|A0A8C6MWT6|A0A8C6MWT6_MUSSI
OG0001193	sp|P70704|AT8A1_MOUSE	tr|A0A8C6GLN7|A0A8C6GLN7_MUSSI
OG0001193	sp|P98200|AT8A2_MOUSE	tr|A0A8C6I1C5|A0A8C6I1C5_MUSSI
OG0001194	sp|P27040|AVR2B_MOUSE	tr|A0A8C6GDA0|A0A8C6GDA0_MUSSI
OG0001194	sp|P27038|AVR2A_MOUSE	tr|A0A8C6HYY8|A0A8C6HYY8_MUSSI
OG0001195	sp|Q6A026|PDS5A_MOUSE	tr|A0A8C6GSG2|A0A8C6GSG2_MUSSI
OG0001195	sp|Q4VA53|PDS5B_MOUSE	tr|A0A8C6N0I3|A0A8C6N0I3_MUSSI
OG0001196	tr|Q8VF40|Q8VF40_MOUSE	tr|A0A8C6HHH5|A0A8C6HHH5_MUSSI
OG0001196	tr|Q8VF39|Q8VF39_MOUSE	tr|A0A8C6MYG7|A0A8C6MYG7_MUSSI
OG0001197	sp|Q921B4|NRIF2_MOUSE	tr|A0A8C6N042|A0A8C6N042_MUSSI
OG0001197	sp|Q923B3|NRIF1_MOUSE	tr|A0A8C6HBA9|A0A8C6HBA9_MUSSI
OG0001198	tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A8C6HZR4|A0A8C6HZR4_MUSSI
OG0001198	tr|A2AV13|A2AV13_MOUSE	tr|A0A8C6I140|A0A8C6I140_MUSSI
OG0001199	sp|Q62074|KPCI_MOUSE	tr|A0A8C6GSM1|A0A8C6GSM1_MUSSI
OG0001199	sp|Q02956|KPCZ_MOUSE	tr|A0A8C6HDM3|A0A8C6HDM3_MUSSI
OG0001200	tr|Q7TS32|Q7TS32_MOUSE, tr|Q8VF82|Q8VF82_MOUSE, tr|Q7TS33|Q7TS33_MOUSE	tr|A0A8C6G9H3|A0A8C6G9H3_MUSSI
OG0001201	sp|Q9WVE8|PACN2_MOUSE	tr|A0A8C6HDY0|A0A8C6HDY0_MUSSI
OG0001201	sp|Q61644|PACN1_MOUSE	tr|A0A8C6GJ78|A0A8C6GJ78_MUSSI
OG0001203	sp|P35175|CYT1_MOUSE, tr|Q497J0|Q497J0_MOUSE, tr|L7N257|L7N257_MOUSE	tr|A0A8C6MR25|A0A8C6MR25_MUSSI
OG0001204	sp|P55014|S12A1_MOUSE	tr|A0A8C6GGD7|A0A8C6GGD7_MUSSI
OG0001204	sp|P55012|S12A2_MOUSE	tr|A0A8C6GZU1|A0A8C6GZU1_MUSSI
OG0001205	tr|A0A075B5K2|A0A075B5K2_MOUSE	tr|A0A8C6MYL9|A0A8C6MYL9_MUSSI, tr|A0A8C6GEJ7|A0A8C6GEJ7_MUSSI, tr|A0A8C6MYS8|A0A8C6MYS8_MUSSI
OG0001206	sp|O70479|BACD2_MOUSE	tr|A0A8C6GVM7|A0A8C6GVM7_MUSSI
OG0001206	sp|Q922M3|BACD3_MOUSE	tr|A0A8C6MSU2|A0A8C6MSU2_MUSSI
OG0001207	sp|P70351|EZH1_MOUSE	tr|A0A8C6GKZ9|A0A8C6GKZ9_MUSSI
OG0001207	sp|Q61188|EZH2_MOUSE	tr|A0A8C6MUE5|A0A8C6MUE5_MUSSI
OG0001208	sp|Q8BVE8|NSD2_MOUSE	tr|A0A8C6HQ96|A0A8C6HQ96_MUSSI
OG0001208	sp|Q6P2L6|NSD3_MOUSE	tr|A0A8C6N4M6|A0A8C6N4M6_MUSSI
OG0001209	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A8C6HX58|A0A8C6HX58_MUSSI
OG0001209	sp|Q9Z2I4|ROBO3_MOUSE	tr|A0A8C6G5J5|A0A8C6G5J5_MUSSI
OG0001210	sp|P62761|VISL1_MOUSE	tr|A0A8C6MPX5|A0A8C6MPX5_MUSSI
OG0001210	sp|Q8BGZ1|HPCL4_MOUSE	tr|A0A8C6MVH7|A0A8C6MVH7_MUSSI
OG0001211	tr|E9PYJ0|E9PYJ0_MOUSE, tr|E9Q046|E9Q046_MOUSE, tr|Q80W76|Q80W76_MOUSE	tr|A0A8C6GG19|A0A8C6GG19_MUSSI
OG0001212	sp|Q8BK26|FBX44_MOUSE	tr|A0A8C6GZH5|A0A8C6GZH5_MUSSI
OG0001212	sp|Q9QZN4|FBX6_MOUSE	tr|A0A8C6I7B2|A0A8C6I7B2_MUSSI
OG0001213	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A8C6HC93|A0A8C6HC93_MUSSI
OG0001213	sp|Q9Z0V8|TI17A_MOUSE	tr|A0A8C6G8J9|A0A8C6G8J9_MUSSI
OG0001214	sp|Q9Z191|EYA4_MOUSE	tr|A0A8C6HR94|A0A8C6HR94_MUSSI
OG0001214	sp|P97767|EYA1_MOUSE	tr|A0A8C6GE04|A0A8C6GE04_MUSSI
OG0001215	tr|Q9DAX0|Q9DAX0_MOUSE	tr|A0A8C6HAT8|A0A8C6HAT8_MUSSI
OG0001215	sp|P09528|FRIH_MOUSE	tr|A0A8C6I5R4|A0A8C6I5R4_MUSSI
OG0001216	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A8C6HBI8|A0A8C6HBI8_MUSSI
OG0001216	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A8C6N0N2|A0A8C6N0N2_MUSSI
OG0001217	sp|Q8BU11|TOX4_MOUSE	tr|A0A8C6N3E1|A0A8C6N3E1_MUSSI, tr|A0A8C6HPP4|A0A8C6HPP4_MUSSI, tr|A0A8C6GR36|A0A8C6GR36_MUSSI
OG0001218	sp|Q9Z2U4|ELF4_MOUSE, sp|Q60775|ELF1_MOUSE, sp|Q9JHC9|ELF2_MOUSE	tr|A0A8C6H0R9|A0A8C6H0R9_MUSSI
OG0001219	sp|Q02384|SOS2_MOUSE	tr|A0A8C6N4C9|A0A8C6N4C9_MUSSI
OG0001219	sp|Q62245|SOS1_MOUSE	tr|A0A8C6GLQ5|A0A8C6GLQ5_MUSSI
OG0001220	sp|Q6PGB8|SMCA1_MOUSE	tr|A0A8C6MSB5|A0A8C6MSB5_MUSSI
OG0001220	sp|Q91ZW3|SMCA5_MOUSE	tr|A0A8C6N3X6|A0A8C6N3X6_MUSSI
OG0001221	sp|Q6PZE0|MUC19_MOUSE	tr|A0A8C6HAQ6|A0A8C6HAQ6_MUSSI
OG0001221	sp|Q80T03|MUC6_MOUSE	tr|A0A8C6G5M9|A0A8C6G5M9_MUSSI
OG0001222	tr|Q8VFQ4|Q8VFQ4_MOUSE	tr|A0A8C6N1Y6|A0A8C6N1Y6_MUSSI
OG0001222	tr|Q8VFQ3|Q8VFQ3_MOUSE	tr|A0A8C6I152|A0A8C6I152_MUSSI
OG0001223	sp|Q9D9M2|UBP12_MOUSE	tr|A0A8C6I036|A0A8C6I036_MUSSI
OG0001223	sp|P62069|UBP46_MOUSE	tr|A0A8C6I341|A0A8C6I341_MUSSI
OG0001224	sp|Q9ERC8|DSCAM_MOUSE	tr|A0A8C6H6S0|A0A8C6H6S0_MUSSI
OG0001224	sp|Q4VA61|DSCL1_MOUSE	tr|A0A8C6GU37|A0A8C6GU37_MUSSI
OG0001225	sp|Q9WVP1|AP1M2_MOUSE	tr|A0A8C6HBH1|A0A8C6HBH1_MUSSI
OG0001225	sp|P35585|AP1M1_MOUSE	tr|A0A8C6I001|A0A8C6I001_MUSSI
OG0001226	sp|A2RSQ0|DEN5B_MOUSE	tr|A0A8C6N1D9|A0A8C6N1D9_MUSSI
OG0001226	sp|Q6PAL8|DEN5A_MOUSE	tr|A0A8C6I8U3|A0A8C6I8U3_MUSSI
OG0001227	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A8C6HJ51|A0A8C6HJ51_MUSSI
OG0001227	sp|Q61626|GRIK5_MOUSE	tr|A0A8C6GUU2|A0A8C6GUU2_MUSSI
OG0001228	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A8C6MTQ7|A0A8C6MTQ7_MUSSI
OG0001228	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A8C6GKC4|A0A8C6GKC4_MUSSI
OG0001229	sp|Q8VEZ0|OL480_MOUSE	tr|A0A8C6I6Z9|A0A8C6I6Z9_MUSSI
OG0001229	sp|Q8VG42|OL508_MOUSE	tr|A0A8C6I7C3|A0A8C6I7C3_MUSSI
OG0001230	tr|Q31099|Q31099_MOUSE	tr|A0A8C6HQ50|A0A8C6HQ50_MUSSI
OG0001230	sp|P35737|DMB_MOUSE	tr|A0A8C6MUB4|A0A8C6MUB4_MUSSI
OG0001231	tr|Q8VFN5|Q8VFN5_MOUSE	tr|A0A8C6G7S0|A0A8C6G7S0_MUSSI
OG0001231	tr|Q9EQ96|Q9EQ96_MOUSE	tr|A0A8C6I763|A0A8C6I763_MUSSI
OG0001232	sp|Q6PAK3|ANM8_MOUSE	tr|A0A8C6I1B2|A0A8C6I1B2_MUSSI
OG0001232	sp|Q9JIF0|ANM1_MOUSE	tr|A0A8C6MZR8|A0A8C6MZR8_MUSSI
OG0001233	sp|O08650|HYAS3_MOUSE	tr|A0A8C6GG63|A0A8C6GG63_MUSSI
OG0001233	sp|P70312|HYAS2_MOUSE	tr|A0A8C6MQD1|A0A8C6MQD1_MUSSI
OG0001234	sp|Q8R2L5|RT18C_MOUSE	tr|A0A8C6IK36|A0A8C6IK36_MUSSI, tr|A0A8C6HGA6|A0A8C6HGA6_MUSSI, tr|A0A8C6G8G7|A0A8C6G8G7_MUSSI
OG0001235	sp|Q9D945|LLPH_MOUSE	tr|A0A8C6IHF3|A0A8C6IHF3_MUSSI, tr|A0A8C6ILU9|A0A8C6ILU9_MUSSI, tr|A0A8C6MZF4|A0A8C6MZF4_MUSSI
OG0001236	sp|O70546|KDM6A_MOUSE	tr|A0A8C6N1J5|A0A8C6N1J5_MUSSI
OG0001236	sp|P79457|UTY_MOUSE	tr|A0A8C6H533|A0A8C6H533_MUSSI
OG0001237	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A8C6HWC1|A0A8C6HWC1_MUSSI
OG0001237	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A8C6GLD6|A0A8C6GLD6_MUSSI
OG0001238	sp|Q9R061|NUBP2_MOUSE	tr|A0A8C6GQZ5|A0A8C6GQZ5_MUSSI
OG0001238	sp|Q9R060|NUBP1_MOUSE	tr|A0A8C6GMG1|A0A8C6GMG1_MUSSI
OG0001239	tr|A2ASU6|A2ASU6_MOUSE	tr|A0A8C6IAD2|A0A8C6IAD2_MUSSI
OG0001239	tr|L7MTT3|L7MTT3_MOUSE	tr|A0A8C6I8G6|A0A8C6I8G6_MUSSI
OG0001240	sp|P0DN90|T254B_MOUSE, sp|P0DN89|T254A_MOUSE, sp|P0DN91|T254C_MOUSE	tr|A0A8C6N2V3|A0A8C6N2V3_MUSSI
OG0001241	sp|Q499E0|BRNP3_MOUSE	tr|A0A8C6H2H9|A0A8C6H2H9_MUSSI
OG0001241	sp|Q6DFY8|BRNP2_MOUSE	tr|A0A8C6MWR1|A0A8C6MWR1_MUSSI
OG0001242	sp|Q6PGH2|JUPI2_MOUSE	tr|A0A8C6IAP0|A0A8C6IAP0_MUSSI, tr|A0A8C6GXS7|A0A8C6GXS7_MUSSI, tr|A0A8C6G559|A0A8C6G559_MUSSI
OG0001243	sp|Q8BH04|PCKGM_MOUSE	tr|A0A8C6H6T7|A0A8C6H6T7_MUSSI
OG0001243	sp|Q9Z2V4|PCKGC_MOUSE	tr|A0A8C6I7L8|A0A8C6I7L8_MUSSI
OG0001244	sp|Q9D7S7|RL22L_MOUSE	tr|A0A8C6GUB5|A0A8C6GUB5_MUSSI, tr|A0A8C6HFN2|A0A8C6HFN2_MUSSI, tr|A0A8C6HTZ6|A0A8C6HTZ6_MUSSI
OG0001245	sp|Q9DCN2|NB5R3_MOUSE	tr|A0A8C6MXR1|A0A8C6MXR1_MUSSI
OG0001245	sp|Q9DB73|NB5R1_MOUSE	tr|A0A8C6HG66|A0A8C6HG66_MUSSI
OG0001246	sp|Q9D0K2|SCOT1_MOUSE, sp|Q9ESL0|SCO2B_MOUSE, sp|Q9JJN4|SCO2A_MOUSE	tr|A0A8C6I0B5|A0A8C6I0B5_MUSSI
OG0001247	tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B621|A0A075B621_MOUSE	tr|A0A8C6H5J5|A0A8C6H5J5_MUSSI
OG0001248	sp|P21812|MCPT4_MOUSE	tr|A0A8C6GBJ6|A0A8C6GBJ6_MUSSI, tr|A0A8C6N5D0|A0A8C6N5D0_MUSSI, tr|A0A8C6MXM9|A0A8C6MXM9_MUSSI
OG0001249	sp|Q9DBD2|MARH8_MOUSE	tr|A0A8C6G8H7|A0A8C6G8H7_MUSSI
OG0001249	sp|Q6NZQ8|MARH1_MOUSE	tr|A0A8C6IHD4|A0A8C6IHD4_MUSSI
OG0001250	sp|Q9DAK3|RHBT1_MOUSE	tr|A0A8C6IF37|A0A8C6IF37_MUSSI
OG0001250	sp|Q91V93|RHBT2_MOUSE	tr|A0A8C6HZA5|A0A8C6HZA5_MUSSI
