Orthogroup	Mus_musculus	Camelus_dromedarius
OG0002194	sp|Q91VE6|MK67I_MOUSE	tr|A0A5N4E834|A0A5N4E834_CAMDR, tr|A0A5N4CHN2|A0A5N4CHN2_CAMDR
OG0002195	sp|Q91WS7|DEPD7_MOUSE	tr|A0A5N4DFF7|A0A5N4DFF7_CAMDR, tr|A0A5N4DNW1|A0A5N4DNW1_CAMDR
OG0002196	sp|Q9WUU9|GANP_MOUSE, sp|A6H687|SAC31_MOUSE	tr|A0A5N4EJM6|A0A5N4EJM6_CAMDR
OG0002197	sp|Q9EP66|HCAR2_MOUSE	tr|A0A5N4CA85|A0A5N4CA85_CAMDR, tr|A0A5N4D800|A0A5N4D800_CAMDR
OG0002198	sp|P41209|CETN1_MOUSE	tr|A0A5N4CHJ4|A0A5N4CHJ4_CAMDR, tr|A0A5N4C414|A0A5N4C414_CAMDR
OG0002199	sp|Q8CFX1|G6PE_MOUSE, sp|Q9CQ60|6PGL_MOUSE	tr|A0A5N4DAK3|A0A5N4DAK3_CAMDR
OG0002200	sp|Q80Y50|CMTA2_MOUSE	tr|A0A5N4EHC4|A0A5N4EHC4_CAMDR, tr|A0A5N4D141|A0A5N4D141_CAMDR
OG0002201	sp|Q62394|ZN185_MOUSE	tr|A0A5N4C1K0|A0A5N4C1K0_CAMDR, tr|A0A5N4C1I7|A0A5N4C1I7_CAMDR
OG0002202	sp|O55111|DSG2_MOUSE	tr|A0A5N4CHE6|A0A5N4CHE6_CAMDR, tr|A0A5N4CHM7|A0A5N4CHM7_CAMDR
OG0002203	sp|E9Q3M5|S4A5_MOUSE, sp|O88343|S4A4_MOUSE	tr|A0A5N4D7G6|A0A5N4D7G6_CAMDR
OG0002204	sp|Q9CU65|ZMYM2_MOUSE	tr|A0A5N4D9D2|A0A5N4D9D2_CAMDR, tr|A0A5N4DAN6|A0A5N4DAN6_CAMDR
OG0002205	sp|Q80UP3|DGKZ_MOUSE, sp|D3YWQ0|DGKI_MOUSE	tr|A0A5N4DPJ4|A0A5N4DPJ4_CAMDR
OG0002206	sp|Q80UC6|GPR62_MOUSE, sp|Q8C010|GPR61_MOUSE	tr|A0A5N4DQQ4|A0A5N4DQQ4_CAMDR
OG0002207	sp|Q9D5D8|CDYL2_MOUSE, sp|Q9WTK2|CDYL_MOUSE	tr|A0A5N4DTA9|A0A5N4DTA9_CAMDR
OG0002208	sp|Q61503|5NTD_MOUSE, tr|Q9D3Z8|Q9D3Z8_MOUSE	tr|A0A5N4DWI0|A0A5N4DWI0_CAMDR
OG0002210	sp|O54901|OX2G_MOUSE, sp|Q8K4F0|CD226_MOUSE	tr|A0A5N4EKS0|A0A5N4EKS0_CAMDR
OG0002213	tr|Q8BGF0|Q8BGF0_MOUSE, sp|Q99KC8|VMA5A_MOUSE	tr|A0A5N4C996|A0A5N4C996_CAMDR
OG0002214	sp|P20863|GDF1_MOUSE	tr|A0A5N4CNS6|A0A5N4CNS6_CAMDR, tr|A0A5N4CMD8|A0A5N4CMD8_CAMDR
OG0002215	sp|B9EKX1|PTHD4_MOUSE, sp|Q14B62|PTHD1_MOUSE	tr|A0A5N4CT86|A0A5N4CT86_CAMDR
OG0002216	sp|Q9Z2T1|KCNK7_MOUSE, sp|O08581|KCNK1_MOUSE	tr|A0A5N4DKB5|A0A5N4DKB5_CAMDR
OG0002217	sp|P54265|DMPK_MOUSE	tr|A0A5N4CIQ3|A0A5N4CIQ3_CAMDR, tr|A0A5N4DTF4|A0A5N4DTF4_CAMDR
OG0002218	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A5N4CM34|A0A5N4CM34_CAMDR, tr|A0A5N4EDR5|A0A5N4EDR5_CAMDR
OG0002219	sp|O88958|GNPI1_MOUSE	tr|A0A5N4EGR7|A0A5N4EGR7_CAMDR, tr|A0A5N4EEI4|A0A5N4EEI4_CAMDR
OG0002220	sp|Q9WV74|ASB1_MOUSE, sp|Q9D738|ASB12_MOUSE	tr|A0A5N4C146|A0A5N4C146_CAMDR
OG0002221	sp|Q9JLN6|ADA28_MOUSE	tr|A0A5N4CB39|A0A5N4CB39_CAMDR, tr|A0A5N4CAS3|A0A5N4CAS3_CAMDR
OG0002222	sp|Q62132|PTPRR_MOUSE, sp|Q8BUM3|PTN7_MOUSE	tr|A0A5N4CIZ3|A0A5N4CIZ3_CAMDR
OG0002223	sp|Q8VEK3|HNRPU_MOUSE, sp|Q9D1J3|SARNP_MOUSE	tr|A0A5N4CJC6|A0A5N4CJC6_CAMDR
OG0002224	sp|Q811C2|ATG4C_MOUSE, sp|Q8BGV9|ATG4D_MOUSE	tr|A0A5N4CMF9|A0A5N4CMF9_CAMDR
OG0002225	sp|Q9CRB9|MIC19_MOUSE, sp|Q91VN4|MIC25_MOUSE	tr|A0A5N4CZ45|A0A5N4CZ45_CAMDR
OG0002226	sp|Q9QYA2|TOM40_MOUSE	tr|A0A5N4DQ43|A0A5N4DQ43_CAMDR, tr|A0A5N4DAI9|A0A5N4DAI9_CAMDR
OG0002228	sp|Q8BFZ2|PLPR1_MOUSE, sp|Q8BJ52|PLPR5_MOUSE	tr|A0A5N4E960|A0A5N4E960_CAMDR
OG0002230	sp|Q91XD4|FTCD_MOUSE	tr|A0A5N4E689|A0A5N4E689_CAMDR, tr|A0A5N4EI58|A0A5N4EI58_CAMDR
OG0002231	sp|Q99LE6|ABCF2_MOUSE, sp|Q8K268|ABCF3_MOUSE	tr|A0A5N4EII0|A0A5N4EII0_CAMDR
OG0002232	sp|P97798|NEO1_MOUSE, sp|P70211|DCC_MOUSE	tr|A0A5N4CDP3|A0A5N4CDP3_CAMDR
OG0002233	sp|Q8R4U1|MYPOP_MOUSE	tr|A0A5N4DTK2|A0A5N4DTK2_CAMDR, tr|A0A5N4CH82|A0A5N4CH82_CAMDR
OG0002234	sp|Q3UVU3|ZNT10_MOUSE	tr|A0A5N4CHY8|A0A5N4CHY8_CAMDR, tr|A0A5N4CHV6|A0A5N4CHV6_CAMDR
OG0002235	tr|E9Q7P2|E9Q7P2_MOUSE	tr|A0A5N4DEH0|A0A5N4DEH0_CAMDR, tr|A0A5N4D5L5|A0A5N4D5L5_CAMDR
OG0002236	tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE	tr|A0A5N4DP01|A0A5N4DP01_CAMDR
OG0002237	sp|Q8BG84|LAIR1_MOUSE	tr|A0A5N4DPY9|A0A5N4DPY9_CAMDR, tr|A0A5N4DRQ4|A0A5N4DRQ4_CAMDR
OG0002238	sp|Q9CQQ7|AT5F1_MOUSE	tr|A0A5N4DPK3|A0A5N4DPK3_CAMDR, tr|A0A5N4DUE1|A0A5N4DUE1_CAMDR
OG0002239	sp|O35345|IMA7_MOUSE	tr|A0A5N4DVI2|A0A5N4DVI2_CAMDR, tr|A0A5N4DAC4|A0A5N4DAC4_CAMDR
OG0002240	sp|Q8BMA3|CNKR3_MOUSE, sp|Q80YA9|CNKR2_MOUSE	tr|A0A5N4DVV8|A0A5N4DVV8_CAMDR
OG0002241	sp|P11032|GRAA_MOUSE	tr|A0A5N4EC66|A0A5N4EC66_CAMDR, tr|A0A5N4EB68|A0A5N4EB68_CAMDR
OG0002242	sp|P11985|DYLT2_MOUSE, sp|Q9CQ66|DYT2B_MOUSE	tr|A0A5N4EJ82|A0A5N4EJ82_CAMDR
OG0002243	sp|Q6PH08|ERC2_MOUSE, sp|Q99MI1|RB6I2_MOUSE	tr|A0A5N4C6H9|A0A5N4C6H9_CAMDR
OG0002244	sp|P49681|NPBW1_MOUSE	tr|A0A5N4CCH3|A0A5N4CCH3_CAMDR, tr|A0A5N4CTR7|A0A5N4CTR7_CAMDR
OG0002245	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A5N4CQ50|A0A5N4CQ50_CAMDR, tr|A0A5N4CI01|A0A5N4CI01_CAMDR
OG0002246	sp|Q8CGN5|PLIN1_MOUSE, sp|Q8BVZ1|PLIN5_MOUSE	tr|A0A5N4CLT6|A0A5N4CLT6_CAMDR
OG0002247	sp|Q99PW4|PRPKB_MOUSE, tr|Q5U452|Q5U452_MOUSE	tr|A0A5N4CVQ5|A0A5N4CVQ5_CAMDR
OG0002248	sp|Q9CR21|ACPM_MOUSE	tr|A0A5N4EET8|A0A5N4EET8_CAMDR, tr|A0A5N4CY53|A0A5N4CY53_CAMDR
OG0002249	sp|Q00417|TCF7_MOUSE	tr|A0A5N4D6L1|A0A5N4D6L1_CAMDR, tr|A0A5N4EDU5|A0A5N4EDU5_CAMDR
OG0002250	sp|Q99P50|GHSR_MOUSE	tr|A0A5N4EKX0|A0A5N4EKX0_CAMDR, tr|A0A5N4D9U5|A0A5N4D9U5_CAMDR
OG0002252	sp|Q61878|PRG2_MOUSE, sp|Q9JL95|PRG3_MOUSE	tr|A0A5N4DNA1|A0A5N4DNA1_CAMDR
OG0002253	sp|Q6S5G4|CXA6_MOUSE, sp|P23242|CXA1_MOUSE	tr|A0A5N4DWX0|A0A5N4DWX0_CAMDR
OG0002254	sp|C0HKG5|RNT2A_MOUSE, sp|C0HKG6|RNT2B_MOUSE	tr|A0A5N4DWZ6|A0A5N4DWZ6_CAMDR
OG0002255	sp|Q4ZJN1|C1QT9_MOUSE, sp|Q60994|ADIPO_MOUSE	tr|A0A5N4EJ48|A0A5N4EJ48_CAMDR
OG0002256	sp|Q8K203|NEIL3_MOUSE, sp|Q6R2P8|NEIL2_MOUSE	tr|A0A5N4CF76|A0A5N4CF76_CAMDR
OG0002257	sp|O35914|BNC1_MOUSE	tr|A0A5N4CF91|A0A5N4CF91_CAMDR, tr|A0A5N4E8E7|A0A5N4E8E7_CAMDR
OG0002258	sp|Q9JK83|PAR6B_MOUSE	tr|A0A5N4CUA3|A0A5N4CUA3_CAMDR, tr|A0A5N4C369|A0A5N4C369_CAMDR
OG0002259	sp|O88566|AXIN2_MOUSE, sp|O35625|AXIN1_MOUSE	tr|A0A5N4D307|A0A5N4D307_CAMDR
OG0002260	sp|Q765H6|MGT5B_MOUSE, sp|Q8R4G6|MGT5A_MOUSE	tr|A0A5N4D3J6|A0A5N4D3J6_CAMDR
OG0002261	sp|Q05144|RAC2_MOUSE	tr|A0A5N4CX67|A0A5N4CX67_CAMDR, tr|A0A5N4DEY6|A0A5N4DEY6_CAMDR
OG0002262	sp|Q9EQ32|BCAP_MOUSE, sp|Q80VH0|BANK1_MOUSE	tr|A0A5N4DKE1|A0A5N4DKE1_CAMDR
OG0002263	sp|Q9CR98|F136A_MOUSE	tr|A0A5N4DKS7|A0A5N4DKS7_CAMDR, tr|A0A5N4D7J7|A0A5N4D7J7_CAMDR
OG0002264	tr|Q148R4|Q148R4_MOUSE	tr|A0A5N4EDT4|A0A5N4EDT4_CAMDR, tr|A0A5N4ECR0|A0A5N4ECR0_CAMDR
OG0002265	tr|Q9D9M9|Q9D9M9_MOUSE, sp|Q9CQE0|RN138_MOUSE	tr|A0A5N4CJ40|A0A5N4CJ40_CAMDR
OG0002266	sp|Q6ZPG2|WDR90_MOUSE, sp|Q5F201|CFA52_MOUSE	tr|A0A5N4D199|A0A5N4D199_CAMDR
OG0002267	sp|Q9JHU3|CDK20_MOUSE	tr|A0A5N4D6X7|A0A5N4D6X7_CAMDR, tr|A0A5N4CAQ8|A0A5N4CAQ8_CAMDR
OG0002268	sp|Q9CQF3|CPSF5_MOUSE	tr|A0A5N4DRX4|A0A5N4DRX4_CAMDR, tr|A0A5N4D7R0|A0A5N4D7R0_CAMDR
OG0002269	sp|Q9D198|SYF2_MOUSE	tr|A0A5N4DEK5|A0A5N4DEK5_CAMDR, tr|A0A5N4DBJ5|A0A5N4DBJ5_CAMDR
OG0002270	sp|Q62463|V1AR_MOUSE, sp|Q01776|GNRHR_MOUSE	tr|A0A5N4DFH9|A0A5N4DFH9_CAMDR
OG0002271	sp|P62317|SMD2_MOUSE	tr|A0A5N4CQ66|A0A5N4CQ66_CAMDR, tr|A0A5N4DR97|A0A5N4DR97_CAMDR
OG0002272	sp|P30873|SSR1_MOUSE, sp|P49660|SSR4_MOUSE	tr|A0A5N4E283|A0A5N4E283_CAMDR
OG0002273	sp|P83882|RL36A_MOUSE	tr|A0A5N4C161|A0A5N4C161_CAMDR, tr|A0A5N4E067|A0A5N4E067_CAMDR
OG0002274	sp|Q62240|KDM5D_MOUSE, sp|P41230|KDM5C_MOUSE	tr|A0A5N4C287|A0A5N4C287_CAMDR
OG0002275	sp|P39061|COIA1_MOUSE	tr|A0A5N4C884|A0A5N4C884_CAMDR, tr|A0A5N4EK23|A0A5N4EK23_CAMDR
OG0002276	sp|P12710|FABPL_MOUSE	tr|A0A5N4CDM9|A0A5N4CDM9_CAMDR, tr|A0A5N4CD06|A0A5N4CD06_CAMDR
OG0002277	sp|Q9WV54|ASAH1_MOUSE, sp|Q9D7V9|NAAA_MOUSE	tr|A0A5N4CFI8|A0A5N4CFI8_CAMDR
OG0002278	sp|Q9R0B7|ZN346_MOUSE	tr|A0A5N4CKJ2|A0A5N4CKJ2_CAMDR, tr|A0A5N4CKZ4|A0A5N4CKZ4_CAMDR
OG0002279	sp|Q6A051|ATRN1_MOUSE, sp|Q9WU60|ATRN_MOUSE	tr|A0A5N4CVK4|A0A5N4CVK4_CAMDR
OG0002280	sp|P61750|ARF4_MOUSE	tr|A0A5N4CYX7|A0A5N4CYX7_CAMDR, tr|A0A5N4DYW1|A0A5N4DYW1_CAMDR
OG0002281	sp|Q8BYR5|CAPS2_MOUSE, sp|Q80TJ1|CAPS1_MOUSE	tr|A0A5N4D027|A0A5N4D027_CAMDR
OG0002282	sp|Q9CQI7|RU2B_MOUSE	tr|A0A5N4CVD1|A0A5N4CVD1_CAMDR, tr|A0A5N4DDW8|A0A5N4DDW8_CAMDR
OG0002283	sp|Q65Z40|WAPL_MOUSE	tr|A0A5N4DIL0|A0A5N4DIL0_CAMDR, tr|A0A5N4DI31|A0A5N4DI31_CAMDR
OG0002284	sp|Q6P069|SORCN_MOUSE, sp|Q8VC88|GRAN_MOUSE	tr|A0A5N4E647|A0A5N4E647_CAMDR
OG0002285	sp|Q8BVU5|NUDT9_MOUSE	tr|A0A5N4EHA1|A0A5N4EHA1_CAMDR, tr|A0A5N4DIV0|A0A5N4DIV0_CAMDR
OG0002286	sp|Q00941|CSF2R_MOUSE	tr|A0A5N4C1M1|A0A5N4C1M1_CAMDR, tr|A0A5N4C1M9|A0A5N4C1M9_CAMDR
OG0002287	sp|Q99M02|MARH2_MOUSE	tr|A0A5N4EDW7|A0A5N4EDW7_CAMDR, tr|A0A5N4CKF0|A0A5N4CKF0_CAMDR
OG0002288	sp|Q9Z1K6|ARI2_MOUSE	tr|A0A5N4CYP9|A0A5N4CYP9_CAMDR, tr|A0A5N4D0H8|A0A5N4D0H8_CAMDR
OG0002289	sp|O35484|AZIN1_MOUSE	tr|A0A5N4CGS6|A0A5N4CGS6_CAMDR, tr|A0A5N4D8I6|A0A5N4D8I6_CAMDR
OG0002290	sp|A6H684|MGT4E_MOUSE, sp|Q9D306|MGT4C_MOUSE	tr|A0A5N4DFA6|A0A5N4DFA6_CAMDR
OG0002291	sp|Q68FD7|FNIP1_MOUSE, sp|Q80TD3|FNIP2_MOUSE	tr|A0A5N4ECP8|A0A5N4ECP8_CAMDR
OG0002292	sp|Q8CB77|ELOA1_MOUSE	tr|A0A5N4DAX6|A0A5N4DAX6_CAMDR, tr|A0A5N4CBL9|A0A5N4CBL9_CAMDR
OG0002293	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A5N4D1E9|A0A5N4D1E9_CAMDR, tr|A0A5N4CBZ2|A0A5N4CBZ2_CAMDR
OG0002294	sp|Q9CRC3|CO040_MOUSE	tr|A0A5N4CDS7|A0A5N4CDS7_CAMDR, tr|A0A5N4E304|A0A5N4E304_CAMDR
OG0002295	sp|Q9CWQ8|CAST1_MOUSE, sp|Q8CAB8|CAST2_MOUSE	tr|A0A5N4CXA3|A0A5N4CXA3_CAMDR
OG0002296	sp|Q5NCS9|MID49_MOUSE	tr|A0A5N4D5W1|A0A5N4D5W1_CAMDR, tr|A0A5N4D5T9|A0A5N4D5T9_CAMDR
OG0002297	sp|Q9D868|PPIH_MOUSE	tr|A0A5N4DCT4|A0A5N4DCT4_CAMDR, tr|A0A5N4CYE6|A0A5N4CYE6_CAMDR
OG0002298	sp|Q52KI8|SRRM1_MOUSE	tr|A0A5N4DD71|A0A5N4DD71_CAMDR, tr|A0A5N4DHR0|A0A5N4DHR0_CAMDR
OG0002299	sp|Q3TT99|GDPD4_MOUSE, sp|Q640M6|GDPD5_MOUSE	tr|A0A5N4DMQ1|A0A5N4DMQ1_CAMDR
OG0002300	sp|Q9DBE8|ALG2_MOUSE	tr|A0A5N4E8B4|A0A5N4E8B4_CAMDR, tr|A0A5N4DP11|A0A5N4DP11_CAMDR
OG0002301	sp|Q80YF9|RHG33_MOUSE	tr|A0A5N4C7J8|A0A5N4C7J8_CAMDR, tr|A0A5N4DV62|A0A5N4DV62_CAMDR
OG0002302	sp|Q8BPE4|TM177_MOUSE	tr|A0A5N4E5J1|A0A5N4E5J1_CAMDR, tr|A0A5N4E5B1|A0A5N4E5B1_CAMDR
OG0002303	sp|Q3TY92|MBD6_MOUSE	tr|A0A5N4E7D8|A0A5N4E7D8_CAMDR, tr|A0A5N4DFC7|A0A5N4DFC7_CAMDR
OG0002304	sp|O08543|EFNA5_MOUSE, sp|P52801|EFNA2_MOUSE	tr|A0A5N4CL05|A0A5N4CL05_CAMDR
OG0002305	sp|Q8BMT9|HHAT_MOUSE, sp|Q9D1G3|HHATL_MOUSE	tr|A0A5N4D065|A0A5N4D065_CAMDR
OG0002306	sp|Q571F8|GLSL_MOUSE, sp|D3Z7P3|GLSK_MOUSE	tr|A0A5N4DI65|A0A5N4DI65_CAMDR
OG0002307	sp|Q8K0H5|TAF10_MOUSE	tr|A0A5N4C6T4|A0A5N4C6T4_CAMDR, tr|A0A5N4DMX0|A0A5N4DMX0_CAMDR
OG0002308	sp|Q3UPL6|M4A15_MOUSE, tr|J3QN01|J3QN01_MOUSE	tr|A0A5N4DNH5|A0A5N4DNH5_CAMDR
OG0002309	sp|Q64674|SPEE_MOUSE	tr|A0A5N4DBJ0|A0A5N4DBJ0_CAMDR, tr|A0A5N4C193|A0A5N4C193_CAMDR
OG0002310	sp|Q9JLZ3|AUHM_MOUSE, sp|P42125|ECI1_MOUSE	tr|A0A5N4CAZ3|A0A5N4CAZ3_CAMDR
OG0002311	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A5N4CCC4|A0A5N4CCC4_CAMDR, tr|A0A5N4E660|A0A5N4E660_CAMDR
OG0002312	sp|Q9CPY7|AMPL_MOUSE	tr|A0A5N4EF31|A0A5N4EF31_CAMDR, tr|A0A5N4DW02|A0A5N4DW02_CAMDR
OG0002313	sp|Q8C0V9|FRMD6_MOUSE	tr|A0A5N4E266|A0A5N4E266_CAMDR, tr|A0A5N4DX88|A0A5N4DX88_CAMDR
OG0002314	sp|O35084|CP27B_MOUSE	tr|A0A5N4E6P3|A0A5N4E6P3_CAMDR, tr|A0A5N4DFQ9|A0A5N4DFQ9_CAMDR
OG0002315	sp|A2ASS6|TITIN_MOUSE	tr|A0A5N4E6Z6|A0A5N4E6Z6_CAMDR, tr|A0A5N4E759|A0A5N4E759_CAMDR
OG0002316	sp|P43028|GDF6_MOUSE, sp|P43029|GDF7_MOUSE	tr|A0A5N4CG91|A0A5N4CG91_CAMDR
OG0002317	sp|Q9CVI2|F133B_MOUSE	tr|A0A5N4C2W2|A0A5N4C2W2_CAMDR, tr|A0A5N4DZ02|A0A5N4DZ02_CAMDR
OG0002318	sp|Q6YGZ1|HPSE_MOUSE, sp|B2RY83|HPSE2_MOUSE	tr|A0A5N4EHH7|A0A5N4EHH7_CAMDR
OG0002319	sp|Q9EP78|CHST7_MOUSE, sp|Q80WV3|CHST2_MOUSE	tr|A0A5N4EKV0|A0A5N4EKV0_CAMDR
OG0002320	sp|Q9QZM4|TR10B_MOUSE	tr|A0A5N4CBA9|A0A5N4CBA9_CAMDR, tr|A0A5N4CAT9|A0A5N4CAT9_CAMDR
OG0002321	sp|A2RT60|HTRA4_MOUSE, sp|Q9R118|HTRA1_MOUSE	tr|A0A5N4CG04|A0A5N4CG04_CAMDR
OG0002322	sp|Q60936|COQ8A_MOUSE	tr|A0A5N4CIA6|A0A5N4CIA6_CAMDR, tr|A0A5N4CI36|A0A5N4CI36_CAMDR
OG0002323	sp|Q2M2N2|SPOPL_MOUSE	tr|A0A5N4D5J2|A0A5N4D5J2_CAMDR, tr|A0A5N4E6I0|A0A5N4E6I0_CAMDR
OG0002324	sp|Q91ZI8|IOD3_MOUSE, sp|Q61153|IOD1_MOUSE	tr|A0A5N4DDI6|A0A5N4DDI6_CAMDR
OG0002325	sp|Q8R3Q2|PP6R2_MOUSE, sp|Q922D4|PP6R3_MOUSE	tr|A0A5N4DGB8|A0A5N4DGB8_CAMDR
OG0002326	sp|P42581|HMX3_MOUSE, sp|O70218|HMX1_MOUSE	tr|A0A5N4DKR7|A0A5N4DKR7_CAMDR
OG0002327	sp|Q3U2I3|FHI1B_MOUSE	tr|A0A5N4DP41|A0A5N4DP41_CAMDR, tr|A0A5N4EEX0|A0A5N4EEX0_CAMDR
OG0002328	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A5N4C0X0|A0A5N4C0X0_CAMDR, tr|A0A5N4C266|A0A5N4C266_CAMDR
OG0002329	sp|Q8BGZ1|HPCL4_MOUSE	tr|A0A5N4DCD0|A0A5N4DCD0_CAMDR, tr|A0A5N4D7K9|A0A5N4D7K9_CAMDR
OG0002330	sp|Q2VPD4|BMAL2_MOUSE, sp|Q9WTL8|BMAL1_MOUSE	tr|A0A5N4DL41|A0A5N4DL41_CAMDR
OG0002331	sp|Q7M757|BRC3L_MOUSE, sp|P46737|BRCC3_MOUSE	tr|A0A5N4C1T1|A0A5N4C1T1_CAMDR
OG0002332	sp|P00796|RENI2_MOUSE, sp|P06281|RENI1_MOUSE	tr|A0A5N4CIK5|A0A5N4CIK5_CAMDR
OG0002333	sp|Q5SSI6|UTP18_MOUSE	tr|A0A5N4D3R8|A0A5N4D3R8_CAMDR, tr|A0A5N4CIM3|A0A5N4CIM3_CAMDR
OG0002334	sp|Q4QRL3|CC88B_MOUSE, sp|Q5SNZ0|GRDN_MOUSE	tr|A0A5N4D8L0|A0A5N4D8L0_CAMDR
OG0002335	sp|Q91YN1|F118A_MOUSE, sp|Q8C569|F118B_MOUSE	tr|A0A5N4DFD0|A0A5N4DFD0_CAMDR
OG0002336	tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|E9PZS7|E9PZS7_MOUSE	tr|A0A5N4DFG1|A0A5N4DFG1_CAMDR
OG0002337	sp|Q3U8K7|KMT5B_MOUSE, sp|Q6Q783|KMT5C_MOUSE	tr|A0A5N4DSZ8|A0A5N4DSZ8_CAMDR
OG0002338	sp|Q60841|RELN_MOUSE	tr|A0A5N4DYZ4|A0A5N4DYZ4_CAMDR, tr|A0A5N4DZI5|A0A5N4DZI5_CAMDR
OG0002339	sp|Q9DB16|CB39L_MOUSE, sp|Q06138|CAB39_MOUSE	tr|A0A5N4E835|A0A5N4E835_CAMDR
OG0002340	sp|Q33DR3|DLP1_MOUSE, sp|Q33DR2|DPS1_MOUSE	tr|A0A5N4C4S2|A0A5N4C4S2_CAMDR
OG0002341	sp|Q8BNV1|TRM2A_MOUSE	tr|A0A5N4E991|A0A5N4E991_CAMDR, tr|A0A5N4C9S2|A0A5N4C9S2_CAMDR
OG0002343	sp|Q8C052|MAP1S_MOUSE	tr|A0A5N4CLU5|A0A5N4CLU5_CAMDR, tr|A0A5N4E2W3|A0A5N4E2W3_CAMDR
OG0002344	sp|Q9ET78|JPH2_MOUSE, sp|Q9ET77|JPH3_MOUSE	tr|A0A5N4CNK4|A0A5N4CNK4_CAMDR
OG0002345	sp|Q9D1B8|DCD2C_MOUSE, sp|Q5DU00|DCDC2_MOUSE	tr|A0A5N4CRS0|A0A5N4CRS0_CAMDR
OG0002346	sp|P53808|PPCT_MOUSE	tr|A0A5N4D3F1|A0A5N4D3F1_CAMDR, tr|A0A5N4CZC2|A0A5N4CZC2_CAMDR
OG0002347	tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A5N4CZP3|A0A5N4CZP3_CAMDR, tr|A0A5N4CAJ9|A0A5N4CAJ9_CAMDR
OG0002348	sp|O88487|DC1I2_MOUSE, sp|O88485|DC1I1_MOUSE	tr|A0A5N4E7I8|A0A5N4E7I8_CAMDR
OG0002349	sp|P56818|BACE1_MOUSE, sp|Q9JL18|BACE2_MOUSE	tr|A0A5N4C7V3|A0A5N4C7V3_CAMDR
OG0002350	sp|Q5DU56|NLRC3_MOUSE, sp|Q3TL44|NLRX1_MOUSE	tr|A0A5N4C859|A0A5N4C859_CAMDR
OG0002351	sp|Q91YY2|B4GT3_MOUSE	tr|A0A5N4DRG8|A0A5N4DRG8_CAMDR, tr|A0A5N4CPQ4|A0A5N4CPQ4_CAMDR
OG0002352	sp|Q60876|4EBP1_MOUSE, sp|P70445|4EBP2_MOUSE	tr|A0A5N4DIF1|A0A5N4DIF1_CAMDR
OG0002353	sp|Q8BTN6|LENG9_MOUSE, sp|Q8CIC2|NUP42_MOUSE	tr|A0A5N4DRF9|A0A5N4DRF9_CAMDR
OG0002354	sp|P63038|CH60_MOUSE	tr|A0A5N4E5J5|A0A5N4E5J5_CAMDR, tr|A0A5N4DMY4|A0A5N4DMY4_CAMDR
OG0002355	sp|Q9WTX8|MD1L1_MOUSE	tr|A0A5N4CXU1|A0A5N4CXU1_CAMDR, tr|A0A5N4EHP6|A0A5N4EHP6_CAMDR
OG0002356	sp|Q9D384|U1SBP_MOUSE, sp|Q62376|RU17_MOUSE	tr|A0A5N4C9C9|A0A5N4C9C9_CAMDR
OG0002358	sp|P97813|PLD2_MOUSE, sp|Q9Z280|PLD1_MOUSE	tr|A0A5N4D4U6|A0A5N4D4U6_CAMDR
OG0002359	sp|Q68FF0|SANBR_MOUSE	tr|A0A5N4D7Y7|A0A5N4D7Y7_CAMDR, tr|A0A5N4C693|A0A5N4C693_CAMDR
OG0002360	sp|Q9JKS5|HABP4_MOUSE, sp|Q9CY58|PAIRB_MOUSE	tr|A0A5N4DBU8|A0A5N4DBU8_CAMDR
OG0002361	sp|P68040|RACK1_MOUSE	tr|A0A5N4DH92|A0A5N4DH92_CAMDR, tr|A0A5N4EDZ8|A0A5N4EDZ8_CAMDR
OG0002362	sp|A7L9Z8|AT2C2_MOUSE, sp|Q80XR2|AT2C1_MOUSE	tr|A0A5N4DQN5|A0A5N4DQN5_CAMDR
OG0002363	sp|Q7TQK5|CCD93_MOUSE	tr|A0A5N4E7D6|A0A5N4E7D6_CAMDR, tr|A0A5N4DW72|A0A5N4DW72_CAMDR
OG0002364	sp|Q6PCM1|KDM3A_MOUSE	tr|A0A5N4CDD5|A0A5N4CDD5_CAMDR, tr|A0A5N4E6Z5|A0A5N4E6Z5_CAMDR
OG0002365	sp|P63330|PP2AA_MOUSE, sp|P62715|PP2AB_MOUSE	tr|A0A5N4EDC0|A0A5N4EDC0_CAMDR
OG0002366	sp|Q8JZP3|KLHL2_MOUSE, sp|E0CZ16|KLHL3_MOUSE	tr|A0A5N4EGZ5|A0A5N4EGZ5_CAMDR
OG0002367	sp|Q9CZT5|VASN_MOUSE, sp|Q8VCH9|LRC3B_MOUSE	tr|A0A5N4EIE9|A0A5N4EIE9_CAMDR
OG0002368	sp|Q9CZP0|UFSP1_MOUSE, sp|Q99K23|UFSP2_MOUSE	tr|A0A5N4CFK1|A0A5N4CFK1_CAMDR
