Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0001534	sp|P56480|ATPB_MOUSE	tr|I3N5R7|I3N5R7_ICTTR, tr|I3MLV3|I3MLV3_ICTTR
OG0001535	sp|Q8CFG8|CS1B_MOUSE, sp|Q8CG14|CS1A_MOUSE	tr|I3MP96|I3MP96_ICTTR
OG0001536	sp|P06879|PRL_MOUSE	tr|I3MXG6|I3MXG6_ICTTR, tr|A0A287CTC0|A0A287CTC0_ICTTR
OG0001537	sp|Q8R1Q0|STX19_MOUSE, sp|Q9D3G5|STX11_MOUSE	tr|I3NE75|I3NE75_ICTTR
OG0001538	sp|Q8R173|ZDHC3_MOUSE	tr|I3NEU5|I3NEU5_ICTTR, tr|I3N122|I3N122_ICTTR
OG0001539	tr|D3Z6P9|D3Z6P9_MOUSE	tr|I3MZZ3|I3MZZ3_ICTTR, tr|A0A287D275|A0A287D275_ICTTR
OG0001540	tr|A0A0G2JFS9|A0A0G2JFS9_MOUSE, sp|Q8C9S8|ATG4A_MOUSE	tr|I3M307|I3M307_ICTTR
OG0001541	sp|Q9WV84|NDKM_MOUSE	tr|I3M4V9|I3M4V9_ICTTR, tr|I3N8U6|I3N8U6_ICTTR
OG0001542	sp|Q03366|CCL7_MOUSE	tr|A0A287DE74|A0A287DE74_ICTTR, tr|I3NCV7|I3NCV7_ICTTR
OG0001543	sp|P56959|FUS_MOUSE	tr|A0A287CRS1|A0A287CRS1_ICTTR, tr|I3M700|I3M700_ICTTR
OG0001544	sp|P11983|TCPA_MOUSE	tr|A0A287CST7|A0A287CST7_ICTTR, tr|A0A287D3D5|A0A287D3D5_ICTTR
OG0001545	sp|Q60692|PSB6_MOUSE	tr|I3MNQ9|I3MNQ9_ICTTR, tr|A0A287D7I5|A0A287D7I5_ICTTR
OG0001546	sp|Q9D0K2|SCOT1_MOUSE	tr|A0A287CZ79|A0A287CZ79_ICTTR, tr|A0A287D7Y4|A0A287D7Y4_ICTTR
OG0001547	sp|P41230|KDM5C_MOUSE, sp|Q62240|KDM5D_MOUSE	tr|I3LY73|I3LY73_ICTTR
OG0001548	sp|P62983|RS27A_MOUSE	tr|I3N5M0|I3N5M0_ICTTR, tr|I3MDS7|I3MDS7_ICTTR
OG0001549	sp|A2A761|ZFP69_MOUSE	tr|I3NCX0|I3NCX0_ICTTR, tr|I3N0Q2|I3N0Q2_ICTTR
OG0001550	sp|Q8VCK6|FFAR2_MOUSE	tr|I3N4Y0|I3N4Y0_ICTTR, tr|I3N590|I3N590_ICTTR
OG0001551	sp|Q9R020|ZRAB2_MOUSE	tr|A0A287D4Z7|A0A287D4Z7_ICTTR, tr|I3N5M6|I3N5M6_ICTTR
OG0001552	sp|P97477|AURKA_MOUSE	tr|I3MIA4|I3MIA4_ICTTR, tr|A0A287CYD1|A0A287CYD1_ICTTR
OG0001553	sp|P53612|PGTB2_MOUSE	tr|I3N1M9|I3N1M9_ICTTR, tr|A0A287D8A0|A0A287D8A0_ICTTR
OG0001554	sp|P23492|PNPH_MOUSE, tr|Q9D8C9|Q9D8C9_MOUSE	tr|A0A287DDT7|A0A287DDT7_ICTTR
OG0001555	sp|P14115|RL27A_MOUSE	tr|A0A287DF60|A0A287DF60_ICTTR, tr|A0A287CXK6|A0A287CXK6_ICTTR
OG0001556	sp|P23949|TISD_MOUSE, sp|Q5ISE2|Z36L3_MOUSE	tr|I3MZ01|I3MZ01_ICTTR
OG0001557	sp|Q6ZPI3|LCOR_MOUSE, sp|Q3U285|LCORL_MOUSE	tr|I3N1F9|I3N1F9_ICTTR
OG0001558	sp|Q64523|H2A2C_MOUSE	tr|I3NFZ3|I3NFZ3_ICTTR, tr|A0A287D5E2|A0A287D5E2_ICTTR
OG0001559	sp|P63143|KCAB1_MOUSE	tr|I3LW20|I3LW20_ICTTR, tr|I3NGK8|I3NGK8_ICTTR
OG0001560	sp|Q8K157|GALM_MOUSE	tr|A0A287CX32|A0A287CX32_ICTTR, tr|A0A287CW48|A0A287CW48_ICTTR
OG0001561	sp|Q9CZ96|ZCRB1_MOUSE	tr|I3MYB1|I3MYB1_ICTTR, tr|A0A287D3F3|A0A287D3F3_ICTTR
OG0001562	sp|Q571G4|LIN54_MOUSE	tr|A0A287CVB7|A0A287CVB7_ICTTR, tr|A0A287D449|A0A287D449_ICTTR
OG0001563	sp|Q9CZ52|ANTR1_MOUSE, tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE	tr|A0A287DEE6|A0A287DEE6_ICTTR
OG0001564	sp|Q8CDB0|MKNK2_MOUSE, sp|O08605|MKNK1_MOUSE	tr|I3MJ57|I3MJ57_ICTTR
OG0001565	sp|Q9CR29|CCD43_MOUSE	tr|I3MTD6|I3MTD6_ICTTR, tr|I3MLG0|I3MLG0_ICTTR
OG0001566	sp|Q8BHW6|SPT21_MOUSE, tr|A2AB62|A2AB62_MOUSE	tr|I3MT18|I3MT18_ICTTR
OG0001567	sp|P51667|MLRV_MOUSE	tr|A0A287DAE3|A0A287DAE3_ICTTR, tr|I3MTZ5|I3MTZ5_ICTTR
OG0001568	sp|Q8K1F9|LCTL_MOUSE	tr|A0A287D2A6|A0A287D2A6_ICTTR, tr|I3N3N9|I3N3N9_ICTTR
OG0001569	tr|Q2VPR5|Q2VPR5_MOUSE, sp|P51859|HDGF_MOUSE	tr|I3N616|I3N616_ICTTR
OG0001570	sp|O88947|FA10_MOUSE, sp|Q9CQW3|PROZ_MOUSE	tr|I3N821|I3N821_ICTTR
OG0001572	sp|Q9CQQ7|AT5F1_MOUSE	tr|I3MA33|I3MA33_ICTTR, tr|A0A287DD83|A0A287DD83_ICTTR
OG0001573	tr|Q8CDE8|Q8CDE8_MOUSE, sp|Q5IBH6|SPE4A_MOUSE	tr|I3LWK4|I3LWK4_ICTTR
OG0001574	sp|Q8BQ48|CE295_MOUSE, sp|Q497N6|C295L_MOUSE	tr|I3MAW1|I3MAW1_ICTTR
OG0001575	sp|Q9CZG3|COMD8_MOUSE	tr|A0A287DC69|A0A287DC69_ICTTR, tr|A0A287CWU9|A0A287CWU9_ICTTR
OG0001576	tr|G3UWA8|G3UWA8_MOUSE, sp|P83861|QRFPR_MOUSE	tr|I3MGQ8|I3MGQ8_ICTTR
OG0001577	sp|O35166|GOSR2_MOUSE	tr|A0A287D9C4|A0A287D9C4_ICTTR, tr|I3MQV3|I3MQV3_ICTTR
OG0001578	tr|Q9D1F0|Q9D1F0_MOUSE	tr|I3MYY7|I3MYY7_ICTTR, tr|I3NAY7|I3NAY7_ICTTR
OG0001579	sp|P19536|COX5B_MOUSE	tr|I3MGG0|I3MGG0_ICTTR, tr|I3N737|I3N737_ICTTR
OG0001580	sp|O55131|SEPT7_MOUSE	tr|A0A287CV24|A0A287CV24_ICTTR, tr|A0A287CTN0|A0A287CTN0_ICTTR
OG0001582	sp|O35181|NRG3_MOUSE	tr|A0A287DBF0|A0A287DBF0_ICTTR, tr|A0A287D3X3|A0A287D3X3_ICTTR
OG0001583	sp|O35602|RX_MOUSE	tr|I3MKF5|I3MKF5_ICTTR, tr|I3MY76|I3MY76_ICTTR
OG0001584	tr|B9EKH0|B9EKH0_MOUSE, sp|Q7TQP0|GP141_MOUSE	tr|I3MN55|I3MN55_ICTTR
OG0001585	sp|Q91VH1|PAQR1_MOUSE	tr|I3MPS6|I3MPS6_ICTTR, tr|I3MY97|I3MY97_ICTTR
OG0001586	tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE	tr|I3MTS2|I3MTS2_ICTTR
OG0001587	tr|D3YTP3|D3YTP3_MOUSE, sp|P47802|MTX1_MOUSE	tr|I3MUZ8|I3MUZ8_ICTTR
OG0001588	sp|O08914|FAAH1_MOUSE	tr|I3N7E2|I3N7E2_ICTTR, tr|I3MHR5|I3MHR5_ICTTR
OG0001589	sp|Q8VBT3|OSCAR_MOUSE, sp|B6A8R8|TARM1_MOUSE	tr|I3NDX5|I3NDX5_ICTTR
OG0001590	sp|Q3THG9|AASD1_MOUSE	tr|I3LWQ6|I3LWQ6_ICTTR, tr|A0A287D065|A0A287D065_ICTTR
OG0001591	sp|Q05816|FABP5_MOUSE	tr|A0A287D6G7|A0A287D6G7_ICTTR, tr|I3MAK5|I3MAK5_ICTTR
OG0001592	sp|Q9D7S9|CHMP5_MOUSE	tr|I3N805|I3N805_ICTTR, tr|A0A287CRS2|A0A287CRS2_ICTTR
OG0001593	sp|Q9Z1F9|SAE2_MOUSE	tr|A0A287CU66|A0A287CU66_ICTTR, tr|I3M0R3|I3M0R3_ICTTR
OG0001594	sp|P02772|FETA_MOUSE, sp|P07724|ALBU_MOUSE	tr|I3M260|I3M260_ICTTR
OG0001595	sp|P18181|CD48_MOUSE, sp|Q07763|CD244_MOUSE	tr|I3M9C7|I3M9C7_ICTTR
OG0001596	sp|P12850|GROA_MOUSE	tr|I3MKT2|I3MKT2_ICTTR, tr|I3N1V1|I3N1V1_ICTTR
OG0001597	sp|P35821|PTN1_MOUSE	tr|I3N369|I3N369_ICTTR, tr|I3N703|I3N703_ICTTR
OG0001598	sp|Q9JKP7|DPOE3_MOUSE	tr|A0A287CVN7|A0A287CVN7_ICTTR, tr|I3N954|I3N954_ICTTR
OG0001599	sp|Q8BR21|F180A_MOUSE	tr|I3NFC7|I3NFC7_ICTTR, tr|I3LX25|I3LX25_ICTTR
OG0001600	sp|Q8CFE2|HPF1_MOUSE	tr|I3LYN5|I3LYN5_ICTTR, tr|I3MYL4|I3MYL4_ICTTR
OG0001601	sp|Q8C2L6|T161B_MOUSE	tr|A0A287CUW6|A0A287CUW6_ICTTR, tr|I3MGS2|I3MGS2_ICTTR
OG0001602	sp|Q61387|COX7R_MOUSE	tr|I3MIU4|I3MIU4_ICTTR, tr|I3MK17|I3MK17_ICTTR
OG0001604	sp|Q8CFF0|PAR11_MOUSE, sp|Q8CIE4|PAR10_MOUSE	tr|I3NC94|I3NC94_ICTTR
OG0001605	sp|Q9QYA2|TOM40_MOUSE	tr|I3NEI7|I3NEI7_ICTTR, tr|I3MCR8|I3MCR8_ICTTR
OG0001606	sp|Q09TK9|ISK8_MOUSE, sp|Q6IE32|ISK7_MOUSE	tr|A0A287D140|A0A287D140_ICTTR
OG0001607	sp|Q64105|SPRE_MOUSE	tr|A0A287D1Y4|A0A287D1Y4_ICTTR, tr|I3MPM7|I3MPM7_ICTTR
OG0001608	sp|Q3V3E1|UBS3A_MOUSE, sp|Q8BGG7|UBS3B_MOUSE	tr|A0A287D3W6|A0A287D3W6_ICTTR
OG0001609	sp|O09101|PIGF_MOUSE	tr|A0A287CU50|A0A287CU50_ICTTR, tr|I3LYG4|I3LYG4_ICTTR
OG0001610	tr|D3YYZ1|D3YYZ1_MOUSE, tr|J3QNN2|J3QNN2_MOUSE	tr|I3M0V2|I3M0V2_ICTTR
OG0001611	sp|P62900|RL31_MOUSE	tr|A0A287D6P6|A0A287D6P6_ICTTR, tr|I3MGB5|I3MGB5_ICTTR
OG0001612	sp|Q8QZW7|GBRP_MOUSE	tr|I3MSE2|I3MSE2_ICTTR, tr|I3MNE2|I3MNE2_ICTTR
OG0001613	sp|P0CB42|ALKB1_MOUSE	tr|I3M1Y1|I3M1Y1_ICTTR, tr|I3MWI6|I3MWI6_ICTTR
OG0001614	sp|Q6VYH9|HSH2D_MOUSE, sp|Q9QXK9|SH22A_MOUSE	tr|I3NBM6|I3NBM6_ICTTR
OG0001615	sp|P30276|CCNB2_MOUSE	tr|I3LYA6|I3LYA6_ICTTR, tr|A0A287CUH2|A0A287CUH2_ICTTR
OG0001616	sp|Q9WV04|KIF9_MOUSE	tr|A0A287CZC7|A0A287CZC7_ICTTR, tr|I3MNP6|I3MNP6_ICTTR
OG0001617	tr|J3QPY3|J3QPY3_MOUSE, sp|Q9WUD8|FAIM1_MOUSE	tr|I3LY93|I3LY93_ICTTR
OG0001618	sp|O54917|E2F6_MOUSE	tr|I3M216|I3M216_ICTTR, tr|I3N106|I3N106_ICTTR
OG0001619	sp|Q9CQ43|DUT_MOUSE	tr|I3NAF7|I3NAF7_ICTTR, tr|I3MAG5|I3MAG5_ICTTR
OG0001620	sp|Q8VHQ4|RB40C_MOUSE, sp|Q8VHP8|RB40B_MOUSE	tr|I3NEA7|I3NEA7_ICTTR
OG0001621	sp|Q64287|IRF4_MOUSE	tr|I3MHE4|I3MHE4_ICTTR, tr|I3NEL6|I3NEL6_ICTTR
OG0001622	sp|O35618|MDM4_MOUSE	tr|A0A287D3W8|A0A287D3W8_ICTTR, tr|I3M3R9|I3M3R9_ICTTR
OG0001623	sp|Q924N9|PRS28_MOUSE, sp|Q99MS4|PRS29_MOUSE	tr|I3LX80|I3LX80_ICTTR
OG0001624	sp|P50615|BTG3_MOUSE	tr|I3MF69|I3MF69_ICTTR, tr|I3N2F3|I3N2F3_ICTTR
OG0001625	sp|P0C191|GPVI_MOUSE, sp|Q8C567|NCTR1_MOUSE	tr|I3N7U1|I3N7U1_ICTTR
OG0001626	sp|Q9ET39|SLAF6_MOUSE, sp|Q18PI6|SLAF5_MOUSE	tr|I3N986|I3N986_ICTTR
OG0001627	sp|O35231|KIFC3_MOUSE	tr|I3N9H6|I3N9H6_ICTTR, tr|A0A287CTI3|A0A287CTI3_ICTTR
OG0001628	sp|Q9JJB9|TM183_MOUSE	tr|I3MJ78|I3MJ78_ICTTR, tr|A0A287D5Y6|A0A287D5Y6_ICTTR
OG0001629	sp|P62270|RS18_MOUSE	tr|I3M0D5|I3M0D5_ICTTR, tr|A0A287D6V9|A0A287D6V9_ICTTR
OG0001630	sp|Q8BVN0|CC122_MOUSE	tr|A0A287CXW0|A0A287CXW0_ICTTR, tr|I3LZB4|I3LZB4_ICTTR
OG0001631	tr|E9Q5E2|E9Q5E2_MOUSE, sp|B1AZI6|THOC2_MOUSE	tr|I3MD18|I3MD18_ICTTR
OG0001632	sp|P52760|RIDA_MOUSE	tr|I3MHC8|I3MHC8_ICTTR, tr|A0A287DGF0|A0A287DGF0_ICTTR
OG0001633	sp|Q9BDB7|IF44L_MOUSE, sp|Q8BV66|IFI44_MOUSE	tr|I3ML54|I3ML54_ICTTR
OG0001634	sp|Q9DCC7|ISC2B_MOUSE, sp|P85094|ISC2A_MOUSE	tr|I3MQ61|I3MQ61_ICTTR
OG0001635	sp|P56485|ACKR3_MOUSE	tr|I3MS86|I3MS86_ICTTR, tr|I3N9Z7|I3N9Z7_ICTTR
OG0001636	sp|P02104|HBE_MOUSE	tr|I3MVJ8|I3MVJ8_ICTTR, tr|I3N129|I3N129_ICTTR
OG0001638	sp|Q62377|U2AFM_MOUSE, sp|Q64707|U2AFL_MOUSE	tr|I3NBC1|I3NBC1_ICTTR
OG0001639	sp|P61255|RL26_MOUSE	tr|I3NCQ7|I3NCQ7_ICTTR, tr|I3MZT8|I3MZT8_ICTTR
OG0001640	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A287CSW5|A0A287CSW5_ICTTR, tr|I3NGB7|I3NGB7_ICTTR
OG0001641	sp|Q9D020|5NT3A_MOUSE	tr|I3NHX4|I3NHX4_ICTTR, tr|A0A287DEN4|A0A287DEN4_ICTTR
OG0001642	tr|E9PVL6|E9PVL6_MOUSE	tr|I3MMH2|I3MMH2_ICTTR, tr|A0A287CX63|A0A287CX63_ICTTR
OG0001643	sp|Q80UG5|SEPT9_MOUSE	tr|A0A287D2Y8|A0A287D2Y8_ICTTR, tr|A0A287CZ22|A0A287CZ22_ICTTR
OG0001644	sp|P18760|COF1_MOUSE	tr|A0A287D7N2|A0A287D7N2_ICTTR, tr|I3N6Q6|I3N6Q6_ICTTR
OG0001645	sp|Q9QZ11|EXO1_MOUSE, sp|P39749|FEN1_MOUSE	tr|I3M264|I3M264_ICTTR
OG0001646	tr|O08643|O08643_MOUSE, sp|Q14B24|PRS57_MOUSE	tr|I3MC82|I3MC82_ICTTR
OG0001647	tr|A0A087WQ89|A0A087WQ89_MOUSE, sp|Q9D279|MISP_MOUSE	tr|I3MSG4|I3MSG4_ICTTR
OG0001648	sp|Q64131|RUNX3_MOUSE, sp|Q03347|RUNX1_MOUSE	tr|I3N049|I3N049_ICTTR
OG0001649	sp|Q8BLG2|LPAR4_MOUSE, tr|Q3UQH6|Q3UQH6_MOUSE	tr|I3N939|I3N939_ICTTR
OG0001650	sp|Q91VL9|ZBTB1_MOUSE	tr|I3NA80|I3NA80_ICTTR, tr|A0A287D8S6|A0A287D8S6_ICTTR
OG0001651	tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE	tr|I3NAG0|I3NAG0_ICTTR
OG0001652	sp|Q0VG62|RBIS_MOUSE	tr|A0A287CZ59|A0A287CZ59_ICTTR, tr|A0A287D6I2|A0A287D6I2_ICTTR
OG0001653	sp|Q99JT6|TLCD1_MOUSE, sp|Q8VC26|TLCD2_MOUSE	tr|A0A287D349|A0A287D349_ICTTR
OG0001654	sp|Q61805|LBP_MOUSE	tr|I3M2H4|I3M2H4_ICTTR, tr|I3MIF4|I3MIF4_ICTTR
OG0001655	sp|P54310|LIPS_MOUSE	sp|Q9R101|LIPS_ICTTR, tr|I3MHL5|I3MHL5_ICTTR
OG0001656	sp|P35969|VGFR1_MOUSE	tr|I3MVA6|I3MVA6_ICTTR, tr|I3N109|I3N109_ICTTR
OG0001657	sp|P45376|ALDR_MOUSE	tr|I3N1D9|I3N1D9_ICTTR, tr|I3MYT1|I3MYT1_ICTTR
OG0001658	sp|Q3TQI7|TLS1_MOUSE	tr|I3N358|I3N358_ICTTR, tr|A0A287DAF3|A0A287DAF3_ICTTR
OG0001659	tr|A2A484|A2A484_MOUSE	tr|A0A287D143|A0A287D143_ICTTR, tr|I3M8M0|I3M8M0_ICTTR
OG0001660	sp|Q67BJ4|A4GAT_MOUSE	tr|A0A287D757|A0A287D757_ICTTR, tr|I3MUS4|I3MUS4_ICTTR
OG0001661	sp|Q9Z2X2|PSD10_MOUSE	tr|I3M2Y9|I3M2Y9_ICTTR, tr|A0A287DDP3|A0A287DDP3_ICTTR
OG0001662	sp|Q9WTP6|KAD2_MOUSE	tr|I3MQT7|I3MQT7_ICTTR, tr|A0A287CW21|A0A287CW21_ICTTR
OG0001663	sp|Q9ESK3|CAN10_MOUSE	tr|A0A287CTL5|A0A287CTL5_ICTTR, tr|I3NCA7|I3NCA7_ICTTR
OG0001664	sp|P40240|CD9_MOUSE	tr|A0A287D634|A0A287D634_ICTTR, tr|I3LYE8|I3LYE8_ICTTR
OG0001665	sp|Q9D7H3|RTCA_MOUSE	tr|A0A287D669|A0A287D669_ICTTR, tr|A0A287D2N1|A0A287D2N1_ICTTR
OG0001666	sp|Q9DBR4|APBB2_MOUSE	tr|A0A287DB81|A0A287DB81_ICTTR, tr|A0A287CYY3|A0A287CYY3_ICTTR
OG0001667	sp|Q9Z129|RECQ1_MOUSE, sp|Q75NR7|RECQ4_MOUSE	tr|I3M7Q1|I3M7Q1_ICTTR
OG0001668	sp|Q91VR7|MLP3A_MOUSE	tr|I3M7C3|I3M7C3_ICTTR, tr|I3MFF7|I3MFF7_ICTTR
OG0001669	sp|P35343|CXCR2_MOUSE	tr|I3MKA8|I3MKA8_ICTTR, tr|I3MKA3|I3MKA3_ICTTR
OG0001670	sp|Q9Z0H6|CST9_MOUSE, tr|Q9D264|Q9D264_MOUSE	tr|I3MXT4|I3MXT4_ICTTR
OG0001671	sp|Q9DB34|CHM2A_MOUSE	tr|I3NF88|I3NF88_ICTTR, tr|I3NBU5|I3NBU5_ICTTR
OG0001672	sp|Q03401|CRIS1_MOUSE, sp|Q03402|CRIS3_MOUSE	tr|A0A287CTC2|A0A287CTC2_ICTTR
OG0001673	sp|Q80WG5|LRC8A_MOUSE, sp|Q5DU41|LRC8B_MOUSE	tr|I3LZR5|I3LZR5_ICTTR
OG0001674	sp|Q99KX1|MLF2_MOUSE	tr|A0A287CXN0|A0A287CXN0_ICTTR, tr|I3MEG6|I3MEG6_ICTTR
OG0001675	sp|Q8JZX9|BORG1_MOUSE, sp|Q9CQC5|BORG2_MOUSE	tr|I3ML52|I3ML52_ICTTR
OG0001676	sp|Q61171|PRDX2_MOUSE	tr|I3NC51|I3NC51_ICTTR, tr|A0A287D0M7|A0A287D0M7_ICTTR
OG0001677	sp|Q78JN3|ECI3_MOUSE, sp|Q9WUR2|ECI2_MOUSE	tr|I3M400|I3M400_ICTTR
OG0001678	sp|D3Z3K2|CIP1_MOUSE	tr|I3M447|I3M447_ICTTR, tr|A0A287CS39|A0A287CS39_ICTTR
OG0001679	sp|Q9CQ26|STABP_MOUSE	tr|A0A287CW90|A0A287CW90_ICTTR, tr|I3MEF1|I3MEF1_ICTTR
OG0001680	sp|Q99MU3|DSRAD_MOUSE, sp|Q9QY24|ZBP1_MOUSE	tr|I3MMD8|I3MMD8_ICTTR
OG0001681	sp|Q9Z0S3|CLD14_MOUSE	tr|I3NBZ9|I3NBZ9_ICTTR, tr|I3N3J1|I3N3J1_ICTTR
OG0001682	sp|P34022|RANG_MOUSE	tr|I3NCA9|I3NCA9_ICTTR, tr|I3NFD1|I3NFD1_ICTTR
OG0001683	sp|Q8BHA3|DTD2_MOUSE	tr|A0A287D7W3|A0A287D7W3_ICTTR, tr|I3NFN8|I3NFN8_ICTTR
OG0001684	sp|P97450|ATP5J_MOUSE	tr|A0A287DC55|A0A287DC55_ICTTR, tr|I3MC00|I3MC00_ICTTR
OG0001685	sp|Q9R0H0|ACOX1_MOUSE, sp|Q9DBS4|ACOXL_MOUSE	tr|A0A287DG12|A0A287DG12_ICTTR
OG0001686	sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE	tr|I3LW86|I3LW86_ICTTR
OG0001687	sp|A2A7Z8|ADCL3_MOUSE	tr|I3MTL9|I3MTL9_ICTTR, tr|I3M901|I3M901_ICTTR
OG0001688	sp|Q62313|TGON1_MOUSE, sp|Q62314|TGON2_MOUSE	tr|I3NEZ1|I3NEZ1_ICTTR
OG0001689	sp|O70571|PDK4_MOUSE	sp|O88345|PDK4_ICTTR, tr|I3N4Y9|I3N4Y9_ICTTR
OG0001690	sp|Q9CQC8|SPG21_MOUSE	tr|A0A287CX67|A0A287CX67_ICTTR, tr|A0A287D169|A0A287D169_ICTTR
OG0001691	sp|Q8BGW3|BHE23_MOUSE, sp|Q8C6A8|BHE22_MOUSE	tr|A0A287D2F4|A0A287D2F4_ICTTR
OG0001692	sp|Q9D6K8|FUND2_MOUSE	tr|I3MAF3|I3MAF3_ICTTR, tr|A0A287D597|A0A287D597_ICTTR
OG0001693	sp|Q9D0Q7|RM45_MOUSE	tr|I3LWC6|I3LWC6_ICTTR, tr|I3N7C6|I3N7C6_ICTTR
OG0001694	sp|Q9JKK1|STX6_MOUSE	tr|I3LYL8|I3LYL8_ICTTR, tr|I3MAL3|I3MAL3_ICTTR
OG0001695	sp|P97460|NPAS2_MOUSE, tr|J9JI72|J9JI72_MOUSE	tr|I3MCM2|I3MCM2_ICTTR
OG0001696	sp|Q9DCV3|DGAT2_MOUSE	tr|I3MIE6|I3MIE6_ICTTR, tr|I3N7L5|I3N7L5_ICTTR
OG0001697	sp|Q91WG3|TRUB2_MOUSE	tr|I3MRY8|I3MRY8_ICTTR, tr|I3MAV5|I3MAV5_ICTTR
OG0001698	sp|Q3V038|TTC9A_MOUSE, sp|Q9D6E4|TTC9B_MOUSE	tr|I3MYR9|I3MYR9_ICTTR
OG0001699	tr|A0A286YDN8|A0A286YDN8_MOUSE, sp|Q5SUE8|ANR40_MOUSE	tr|A0A287CUG8|A0A287CUG8_ICTTR
OG0001700	sp|Q9JKV1|ADRM1_MOUSE, tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE	tr|I3M0X6|I3M0X6_ICTTR
OG0001701	sp|Q6P8Y1|CAPSL_MOUSE	tr|I3M7Z8|I3M7Z8_ICTTR, tr|I3MHP9|I3MHP9_ICTTR
OG0001702	sp|P97370|AT1B3_MOUSE	tr|A0A287DCC8|A0A287DCC8_ICTTR, tr|I3MKL6|I3MKL6_ICTTR
OG0001703	sp|O55103|PRAX_MOUSE, tr|A0A7N9VR94|A0A7N9VR94_MOUSE	tr|I3MU05|I3MU05_ICTTR
OG0001704	sp|Q9Z2D0|MTMR9_MOUSE	tr|I3NCS7|I3NCS7_ICTTR, tr|I3MZ61|I3MZ61_ICTTR
OG0001705	sp|P0C5J4|GPR52_MOUSE, sp|Q8BX79|GPR21_MOUSE	tr|A0A287CYZ6|A0A287CYZ6_ICTTR
OG0001706	sp|Q499D0|FOXN3_MOUSE	tr|A0A287D031|A0A287D031_ICTTR, tr|A0A287D359|A0A287D359_ICTTR
OG0001707	sp|Q9QXP6|MKRN1_MOUSE	tr|I3NC50|I3NC50_ICTTR, tr|A0A287D5G2|A0A287D5G2_ICTTR
OG0001708	sp|P52787|IF_MOUSE	tr|I3M9E8|I3M9E8_ICTTR, tr|I3M9D4|I3M9D4_ICTTR
OG0001709	tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE	tr|I3MAW7|I3MAW7_ICTTR
OG0001710	sp|Q8BWB1|SYP2L_MOUSE, sp|Q91YE8|SYNP2_MOUSE	tr|I3MS25|I3MS25_ICTTR
OG0001711	sp|Q810M5|ZDH19_MOUSE, sp|P59268|ZDHC9_MOUSE	tr|I3N9M6|I3N9M6_ICTTR
OG0001712	tr|Q8VF81|Q8VF81_MOUSE	tr|I3NC24|I3NC24_ICTTR, tr|I3N7N3|I3N7N3_ICTTR
OG0001713	tr|Q8VGK1|Q8VGK1_MOUSE, tr|Q8VGK0|Q8VGK0_MOUSE	tr|I3NFR2|I3NFR2_ICTTR
OG0001714	sp|Q68FD5|CLH1_MOUSE	tr|A0A287CWD0|A0A287CWD0_ICTTR, tr|I3M183|I3M183_ICTTR
OG0001715	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A287CXL3|A0A287CXL3_ICTTR, tr|I3M8Z8|I3M8Z8_ICTTR
OG0001716	sp|Q8K224|NAT10_MOUSE	tr|I3LZA6|I3LZA6_ICTTR, tr|A0A287D4C3|A0A287D4C3_ICTTR
OG0001717	sp|Q8C0D5|EFL1_MOUSE	tr|A0A287D8G4|A0A287D8G4_ICTTR, tr|I3N7I8|I3N7I8_ICTTR
OG0001718	sp|Q9CQN6|TM14C_MOUSE	tr|I3MZN4|I3MZN4_ICTTR, tr|A0A287DGE7|A0A287DGE7_ICTTR
OG0001719	tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE	tr|I3M0E0|I3M0E0_ICTTR
OG0001720	sp|P51807|DYLT1_MOUSE	tr|A0A287CWJ7|A0A287CWJ7_ICTTR, tr|I3M7J8|I3M7J8_ICTTR
OG0001721	sp|P57784|RU2A_MOUSE	tr|I3MCU8|I3MCU8_ICTTR, tr|A0A287DB31|A0A287DB31_ICTTR
OG0001722	sp|Q8BG48|ST17B_MOUSE	tr|I3N0N0|I3N0N0_ICTTR, tr|I3NA19|I3NA19_ICTTR
OG0001723	sp|Q9QZX7|SRR_MOUSE	tr|A0A287DAJ9|A0A287DAJ9_ICTTR, tr|I3N5F4|I3N5F4_ICTTR
OG0001724	sp|Q710D3|UN93A_MOUSE, tr|B2RWK3|B2RWK3_MOUSE	tr|I3M042|I3M042_ICTTR
OG0001725	sp|P11032|GRAA_MOUSE	tr|I3MZ73|I3MZ73_ICTTR, tr|I3MG31|I3MG31_ICTTR
OG0001726	sp|Q9CQ75|NDUA2_MOUSE	tr|I3N0I2|I3N0I2_ICTTR, tr|I3N724|I3N724_ICTTR
