Orthogroup	Mus_musculus	Erinaceus_europaeus
OG0001030	sp|Q9Z2C4|MTMR1_MOUSE	tr|A0A1S3WKR3|A0A1S3WKR3_ERIEU
OG0001030	sp|Q9Z2D1|MTMR2_MOUSE	tr|A0A1S2ZKH6|A0A1S2ZKH6_ERIEU
OG0001031	sp|Q8BUN5|SMAD3_MOUSE	tr|A0A1S3WUN6|A0A1S3WUN6_ERIEU
OG0001031	sp|Q62432|SMAD2_MOUSE	tr|A0A1S2Z9K7|A0A1S2Z9K7_ERIEU
OG0001033	sp|Q7TMK9|HNRPQ_MOUSE	tr|A0A1S3AIL3|A0A1S3AIL3_ERIEU
OG0001033	tr|Q8VHM5|Q8VHM5_MOUSE	tr|A0A1S3WIG4|A0A1S3WIG4_ERIEU
OG0001034	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A1S3AR26|A0A1S3AR26_ERIEU
OG0001034	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A1S3AJN1|A0A1S3AJN1_ERIEU
OG0001037	sp|O88572|LRP6_MOUSE	tr|A0A1S2Z9D6|A0A1S2Z9D6_ERIEU
OG0001037	sp|Q91VN0|LRP5_MOUSE	tr|A0A1S3W616|A0A1S3W616_ERIEU
OG0001038	sp|Q8K3P5|CNOT6_MOUSE	tr|A0A1S2ZZY8|A0A1S2ZZY8_ERIEU
OG0001038	sp|Q8VEG6|CNO6L_MOUSE	tr|A0A1S2ZIJ6|A0A1S2ZIJ6_ERIEU
OG0001039	sp|P47810|WEE1_MOUSE	tr|A0A1S3A8V4|A0A1S3A8V4_ERIEU
OG0001039	sp|Q66JT0|WEE2_MOUSE	tr|A0A1S3AAZ5|A0A1S3AAZ5_ERIEU
OG0001040	sp|Q80U78|PUM1_MOUSE	tr|A0A1S3WB78|A0A1S3WB78_ERIEU
OG0001040	sp|Q80U58|PUM2_MOUSE	tr|A0A1S3A6I9|A0A1S3A6I9_ERIEU
OG0001041	sp|Q9DAF3|DDI1_MOUSE	tr|A0A1S2ZKE5|A0A1S2ZKE5_ERIEU
OG0001041	sp|A2ADY9|DDI2_MOUSE	tr|A0A1S3WCR9|A0A1S3WCR9_ERIEU
OG0001042	sp|Q60603|KCNH1_MOUSE	tr|A0A1S3A8U1|A0A1S3A8U1_ERIEU
OG0001042	sp|Q920E3|KCNH5_MOUSE	tr|A0A1S3A8D8|A0A1S3A8D8_ERIEU
OG0001043	tr|Q8VGY4|Q8VGY4_MOUSE	tr|A0A1S3AE48|A0A1S3AE48_ERIEU
OG0001043	tr|Q3KPB0|Q3KPB0_MOUSE	tr|A0A1S3AE05|A0A1S3AE05_ERIEU
OG0001044	sp|Q9D2N4|DTNA_MOUSE	tr|A0A1S3W8Q9|A0A1S3W8Q9_ERIEU
OG0001044	sp|O70585|DTNB_MOUSE	tr|A0A1S3W3E3|A0A1S3W3E3_ERIEU
OG0001045	sp|P30993|C5AR1_MOUSE	tr|A0A1S3WS87|A0A1S3WS87_ERIEU
OG0001045	sp|Q8BW93|C5AR2_MOUSE	tr|A0A1S3WS24|A0A1S3WS24_ERIEU
OG0001046	sp|Q6PEE3|RIR2B_MOUSE	tr|A0A1S3WWP0|A0A1S3WWP0_ERIEU
OG0001046	sp|P11157|RIR2_MOUSE	tr|A0A1S3A5X3|A0A1S3A5X3_ERIEU
OG0001047	sp|P58545|BTBD3_MOUSE	tr|A0A1S2ZUK7|A0A1S2ZUK7_ERIEU
OG0001047	sp|Q8K2J9|BTBD6_MOUSE	tr|A0A1S2ZF62|A0A1S2ZF62_ERIEU
OG0001048	sp|A2AUU0|METL8_MOUSE	tr|A0A1S3AGF0|A0A1S3AGF0_ERIEU
OG0001048	sp|Q8BMK1|METL2_MOUSE	tr|A0A1S3A161|A0A1S3A161_ERIEU
OG0001049	sp|Q5SRY7|FBW1B_MOUSE	tr|A0A1S3W9G3|A0A1S3W9G3_ERIEU
OG0001049	sp|Q3ULA2|FBW1A_MOUSE	tr|A0A1S3AEU9|A0A1S3AEU9_ERIEU
OG0001050	tr|G3UXC7|G3UXC7_MOUSE	tr|A0A1S3WA67|A0A1S3WA67_ERIEU
OG0001050	sp|Q8BLI0|ATL1_MOUSE	tr|A0A1S3AJC0|A0A1S3AJC0_ERIEU
OG0001051	sp|P70343|CASP4_MOUSE	tr|A0A1S2ZKG1|A0A1S2ZKG1_ERIEU
OG0001051	sp|P29452|CASP1_MOUSE	tr|A0A1S3W8E0|A0A1S3W8E0_ERIEU
OG0001052	sp|Q61329|ZFHX3_MOUSE	tr|A0A1S3WDU8|A0A1S3WDU8_ERIEU
OG0001052	sp|Q9JJN2|ZFHX4_MOUSE	tr|A0A1S2ZWY0|A0A1S2ZWY0_ERIEU
OG0001053	sp|Q8BPC6|IDHG2_MOUSE	tr|A0A1S2Z9G9|A0A1S2Z9G9_ERIEU
OG0001053	sp|P70404|IDHG1_MOUSE	tr|A0A1S3AH42|A0A1S3AH42_ERIEU
OG0001054	sp|Q9D9K8|IQCF1_MOUSE, tr|Q6P8Y2|Q6P8Y2_MOUSE, sp|Q9DAL7|IQCF5_MOUSE	tr|A0A1S3A0D7|A0A1S3A0D7_ERIEU
OG0001055	sp|Q68FD7|FNIP1_MOUSE	tr|A0A1S3ABY3|A0A1S3ABY3_ERIEU
OG0001055	sp|Q80TD3|FNIP2_MOUSE	tr|A0A1S3WL83|A0A1S3WL83_ERIEU
OG0001056	sp|Q9EST1|GSDMA_MOUSE, sp|Q32M21|GSDA2_MOUSE, sp|Q5Y4Y6|GSDA3_MOUSE	tr|A0A1S3A8M0|A0A1S3A8M0_ERIEU
OG0001057	sp|P46664|PURA2_MOUSE	tr|A0A1S3AGA5|A0A1S3AGA5_ERIEU
OG0001057	sp|P28650|PURA1_MOUSE	tr|A0A1S2ZF56|A0A1S2ZF56_ERIEU
OG0001058	sp|Q5QGU6|RTP3_MOUSE	tr|A0A1S3WM12|A0A1S3WM12_ERIEU
OG0001058	sp|Q9ER80|RTP4_MOUSE	tr|A0A1S3AC76|A0A1S3AC76_ERIEU
OG0001059	sp|Q8K400|STXB5_MOUSE	tr|A0A1S3W4E7|A0A1S3W4E7_ERIEU
OG0001059	sp|Q5DQR4|STB5L_MOUSE	tr|A0A1S3WSN4|A0A1S3WSN4_ERIEU
OG0001060	sp|Q6P9R2|OXSR1_MOUSE	tr|A0A1S2ZC81|A0A1S2ZC81_ERIEU
OG0001060	sp|Q9Z1W9|STK39_MOUSE	tr|A0A1S3WWV4|A0A1S3WWV4_ERIEU
OG0001061	sp|Q99KK9|SYHM_MOUSE	tr|A0A1S2ZD62|A0A1S2ZD62_ERIEU
OG0001061	sp|Q61035|HARS1_MOUSE	tr|A0A1S2ZD68|A0A1S2ZD68_ERIEU
OG0001062	sp|Q8BGU5|CCNY_MOUSE	tr|A0A1S2ZSW5|A0A1S2ZSW5_ERIEU
OG0001062	tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A1S3W8N7|A0A1S3W8N7_ERIEU
OG0001063	sp|P42232|STA5B_MOUSE	tr|A0A1S3AHI5|A0A1S3AHI5_ERIEU
OG0001063	sp|P42230|STA5A_MOUSE	tr|A0A1S3AH38|A0A1S3AH38_ERIEU
OG0001064	sp|Q8VI33|TAF9_MOUSE	tr|A0A1S3AP22|A0A1S3AP22_ERIEU
OG0001064	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A1S3AG05|A0A1S3AG05_ERIEU
OG0001065	sp|Q3UX83|1A1L2_MOUSE	tr|A0A1S3A9T5|A0A1S3A9T5_ERIEU
OG0001065	sp|A2AIG8|1A1L1_MOUSE	tr|A0A1S3WLU4|A0A1S3WLU4_ERIEU
OG0001066	sp|P0C6A1|GTR7_MOUSE	tr|A0A1S3WV85|A0A1S3WV85_ERIEU
OG0001066	sp|Q9WV38|GTR5_MOUSE	tr|A0A1S3AFH7|A0A1S3AFH7_ERIEU
OG0001067	sp|Q8BLY2|SYTC2_MOUSE	tr|A0A1S2ZJH6|A0A1S2ZJH6_ERIEU
OG0001067	sp|Q9D0R2|SYTC_MOUSE	tr|A0A1S3AJ27|A0A1S3AJ27_ERIEU
OG0001068	sp|Q8BG54|SPTC3_MOUSE	tr|A0A1S2ZXI0|A0A1S2ZXI0_ERIEU
OG0001068	sp|P97363|SPTC2_MOUSE	tr|A0A1S3WM74|A0A1S3WM74_ERIEU
OG0001069	sp|Q8BRU6|VMAT2_MOUSE	tr|A0A1S2ZFB7|A0A1S2ZFB7_ERIEU
OG0001069	sp|Q8R090|VMAT1_MOUSE	tr|A0A1S3WTC0|A0A1S3WTC0_ERIEU
OG0001070	sp|O70174|ACHA4_MOUSE	tr|A0A1S2ZTW8|A0A1S2ZTW8_ERIEU
OG0001070	sp|Q91X60|ACHA2_MOUSE	tr|A0A1S2ZCP8|A0A1S2ZCP8_ERIEU
OG0001071	sp|P10639|THIO_MOUSE, sp|Q6P902|TXND2_MOUSE	tr|A0A1S2ZS70|A0A1S2ZS70_ERIEU, tr|A0A1S3WU20|A0A1S3WU20_ERIEU
OG0001072	sp|P10820|PERF_MOUSE	tr|A0A1S2ZTB9|A0A1S2ZTB9_ERIEU, tr|A0A1S2ZT93|A0A1S2ZT93_ERIEU, tr|A0A1S2ZTB3|A0A1S2ZTB3_ERIEU
OG0001073	sp|E0CZ16|KLHL3_MOUSE	tr|A0A1S2ZDB3|A0A1S2ZDB3_ERIEU
OG0001073	sp|Q8JZP3|KLHL2_MOUSE	tr|A0A1S2ZU46|A0A1S2ZU46_ERIEU
OG0001074	sp|Q8BMD8|SCMC1_MOUSE	tr|A0A1S3A2M2|A0A1S3A2M2_ERIEU
OG0001074	tr|B1AUS6|B1AUS6_MOUSE	tr|A0A1S3A2K4|A0A1S3A2K4_ERIEU
OG0001075	sp|Q91X83|METK1_MOUSE	tr|A0A1S3AEP9|A0A1S3AEP9_ERIEU
OG0001075	sp|Q3THS6|METK2_MOUSE	tr|A0A1S3A5X8|A0A1S3A5X8_ERIEU
OG0001076	sp|P11531|DMD_MOUSE	tr|A0A1S2ZG44|A0A1S2ZG44_ERIEU
OG0001076	tr|E9Q6R7|E9Q6R7_MOUSE	tr|A0A1S3W4T5|A0A1S3W4T5_ERIEU
OG0001077	sp|Q3UES3|TNKS2_MOUSE	tr|A0A1S2ZBK9|A0A1S2ZBK9_ERIEU
OG0001077	sp|Q6PFX9|TNKS1_MOUSE	tr|A0A1S2ZIU0|A0A1S2ZIU0_ERIEU
OG0001078	sp|P55066|NCAN_MOUSE	tr|A0A1S3WPL0|A0A1S3WPL0_ERIEU
OG0001078	sp|Q61361|PGCB_MOUSE	tr|A0A1S3WRW1|A0A1S3WRW1_ERIEU
OG0001079	sp|P62509|ERR3_MOUSE	tr|A0A1S3A0E3|A0A1S3A0E3_ERIEU
OG0001079	sp|Q61539|ERR2_MOUSE	tr|A0A1S3WKB6|A0A1S3WKB6_ERIEU
OG0001080	sp|Q9CUN6|SMUF1_MOUSE	tr|A0A1S3AK17|A0A1S3AK17_ERIEU
OG0001080	sp|A2A5Z6|SMUF2_MOUSE	tr|A0A1S3A171|A0A1S3A171_ERIEU
OG0001081	tr|B9EKF4|B9EKF4_MOUSE	tr|A0A1S3WVM4|A0A1S3WVM4_ERIEU, tr|A0A1S3WW18|A0A1S3WW18_ERIEU, tr|A0A1S3ANU6|A0A1S3ANU6_ERIEU
OG0001082	sp|Q03350|TSP2_MOUSE	tr|A0A1S3W943|A0A1S3W943_ERIEU
OG0001082	sp|P35441|TSP1_MOUSE	tr|A0A1S3A3Z4|A0A1S3A3Z4_ERIEU
OG0001083	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A1S3WL13|A0A1S3WL13_ERIEU
OG0001083	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A1S3WFV9|A0A1S3WFV9_ERIEU
OG0001084	sp|O54833|CSK22_MOUSE	tr|A0A1S2ZJ52|A0A1S2ZJ52_ERIEU
OG0001084	sp|Q60737|CSK21_MOUSE	tr|A0A1S2ZQS3|A0A1S2ZQS3_ERIEU
OG0001085	sp|Q3LS21|KCNK9_MOUSE	tr|A0A1S3AAX3|A0A1S3AAX3_ERIEU
OG0001085	sp|O35111|KCNK3_MOUSE	tr|A0A1S3AC46|A0A1S3AC46_ERIEU
OG0001086	sp|P26955|IL3RB_MOUSE, sp|P26954|IL3B2_MOUSE	tr|A0A1S3W6K3|A0A1S3W6K3_ERIEU, tr|A0A1S2ZHI3|A0A1S2ZHI3_ERIEU
OG0001087	sp|Q66T02|PKHG5_MOUSE	tr|A0A1S3WBB3|A0A1S3WBB3_ERIEU, tr|A0A1S3WWI1|A0A1S3WWI1_ERIEU, tr|A0A1S3ACM6|A0A1S3ACM6_ERIEU
OG0001088	sp|Q91V93|RHBT2_MOUSE	tr|A0A1S3A4B7|A0A1S3A4B7_ERIEU
OG0001088	sp|Q9DAK3|RHBT1_MOUSE	tr|A0A1S2ZCX1|A0A1S2ZCX1_ERIEU
OG0001089	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A1S2ZMF7|A0A1S2ZMF7_ERIEU
OG0001089	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A1S3AA07|A0A1S3AA07_ERIEU
OG0001090	sp|Q8VEH3|ARL8A_MOUSE	tr|A0A1S2ZNL4|A0A1S2ZNL4_ERIEU
OG0001090	sp|Q9CQW2|ARL8B_MOUSE	tr|A0A1S3A652|A0A1S3A652_ERIEU
OG0001091	sp|P09542|MYL3_MOUSE	tr|A0A1S3AF82|A0A1S3AF82_ERIEU
OG0001091	sp|P09541|MYL4_MOUSE	tr|A0A1S3AJA4|A0A1S3AJA4_ERIEU
OG0001092	sp|Q91WG5|AAKG2_MOUSE	tr|A0A1S3AJ72|A0A1S3AJ72_ERIEU
OG0001092	sp|O54950|AAKG1_MOUSE	tr|A0A1S3A329|A0A1S3A329_ERIEU
OG0001093	sp|Q80TI1|PKHH1_MOUSE	tr|A0A1S3WFM6|A0A1S3WFM6_ERIEU
OG0001093	sp|Q8C115|PKHH2_MOUSE	tr|A0A1S3WU39|A0A1S3WU39_ERIEU
OG0001094	tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE	tr|A0A1S2ZHZ3|A0A1S2ZHZ3_ERIEU, tr|A0A1S2ZHZ8|A0A1S2ZHZ8_ERIEU
OG0001095	sp|A2AF53|T185A_MOUSE	tr|A0A1S3A7D7|A0A1S3A7D7_ERIEU
OG0001095	sp|Q8R3R5|T185B_MOUSE	tr|A0A1S2ZUP9|A0A1S2ZUP9_ERIEU
OG0001096	tr|B2RTN3|B2RTN3_MOUSE	tr|A0A1S3WQ76|A0A1S3WQ76_ERIEU, tr|A0A1S3WQU1|A0A1S3WQU1_ERIEU, tr|A0A1S3AG34|A0A1S3AG34_ERIEU
OG0001097	sp|G5E8K5|ANK3_MOUSE	tr|A0A1S3W497|A0A1S3W497_ERIEU
OG0001097	sp|Q02357|ANK1_MOUSE	tr|A0A1S2ZQ46|A0A1S2ZQ46_ERIEU
OG0001098	sp|P58771|TPM1_MOUSE	tr|A0A1S3AF52|A0A1S3AF52_ERIEU
OG0001098	sp|P58774|TPM2_MOUSE	tr|A0A1S2ZQ89|A0A1S2ZQ89_ERIEU
OG0001099	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A1S2ZQS2|A0A1S2ZQS2_ERIEU
OG0001099	sp|O08538|ANGP1_MOUSE	tr|A0A1S3WTZ5|A0A1S3WTZ5_ERIEU
OG0001100	sp|Q8K297|GT251_MOUSE	tr|A0A1S3WPB6|A0A1S3WPB6_ERIEU
OG0001100	sp|Q6NVG7|GT252_MOUSE	tr|A0A1S2ZSG3|A0A1S2ZSG3_ERIEU
OG0001101	sp|Q8BXA7|PHLP2_MOUSE	tr|A0A1S2ZYY5|A0A1S2ZYY5_ERIEU
OG0001101	sp|Q8CHE4|PHLP1_MOUSE	tr|A0A1S2ZTB6|A0A1S2ZTB6_ERIEU
OG0001102	sp|Q8BWF2|GIMA5_MOUSE, sp|Q99MI6|GIMA3_MOUSE	tr|A0A1S3WW06|A0A1S3WW06_ERIEU, tr|A0A1S3APN5|A0A1S3APN5_ERIEU
OG0001103	sp|Q60575|KIF1B_MOUSE	tr|A0A1S3WSN7|A0A1S3WSN7_ERIEU
OG0001103	sp|P33173|KIF1A_MOUSE	tr|A0A1S3WMJ0|A0A1S3WMJ0_ERIEU
OG0001104	sp|P46684|ZIC1_MOUSE	tr|A0A1S2ZEE9|A0A1S2ZEE9_ERIEU
OG0001104	sp|Q62520|ZIC2_MOUSE	tr|A0A1S2ZN79|A0A1S2ZN79_ERIEU
OG0001105	sp|P35803|GPM6B_MOUSE	tr|A0A1S2ZD43|A0A1S2ZD43_ERIEU, tr|A0A1S3ARF7|A0A1S3ARF7_ERIEU, tr|A0A1S2ZK82|A0A1S2ZK82_ERIEU
OG0001106	sp|Q64735|CR1L_MOUSE, sp|Q61475|DAF1_MOUSE, sp|Q61476|DAF2_MOUSE	tr|A0A1S3A8Q4|A0A1S3A8Q4_ERIEU
OG0001107	sp|Q6ZQF7|JADE2_MOUSE	tr|A0A1S3W8F0|A0A1S3W8F0_ERIEU
OG0001107	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A1S3WBA6|A0A1S3WBA6_ERIEU
OG0001108	sp|Q9QXL2|KI21A_MOUSE	tr|A0A1S3WM71|A0A1S3WM71_ERIEU
OG0001108	sp|Q9QXL1|KI21B_MOUSE	tr|A0A1S3WA15|A0A1S3WA15_ERIEU
OG0001109	sp|Q0KL02|TRIO_MOUSE	tr|A0A1S3WCR0|A0A1S3WCR0_ERIEU
OG0001109	sp|A2CG49|KALRN_MOUSE	tr|A0A1S3A3Z6|A0A1S3A3Z6_ERIEU
OG0001110	sp|Q5RJI5|BRSK1_MOUSE	tr|A0A1S3AHS4|A0A1S3AHS4_ERIEU
OG0001110	sp|Q69Z98|BRSK2_MOUSE	tr|A0A1S3WWB3|A0A1S3WWB3_ERIEU
OG0001111	sp|Q9DBE0|CSAD_MOUSE	tr|A0A1S2ZEQ6|A0A1S2ZEQ6_ERIEU
OG0001111	sp|Q80WP8|GADL1_MOUSE	tr|A0A1S2ZDB5|A0A1S2ZDB5_ERIEU
OG0001112	sp|Q8VE92|RBM4B_MOUSE	tr|A0A1S2ZFT7|A0A1S2ZFT7_ERIEU
OG0001112	sp|Q8C7Q4|RBM4_MOUSE	tr|A0A1S3W5Z2|A0A1S3W5Z2_ERIEU
OG0001113	sp|Q69ZK0|PREX1_MOUSE	tr|A0A1S2ZYX1|A0A1S2ZYX1_ERIEU
OG0001113	sp|Q3LAC4|PREX2_MOUSE	tr|A0A1S2ZZZ7|A0A1S2ZZZ7_ERIEU
OG0001114	sp|Q922J9|FACR1_MOUSE	tr|A0A1S2ZLF8|A0A1S2ZLF8_ERIEU
OG0001114	sp|Q7TNT2|FACR2_MOUSE	tr|A0A1S3A616|A0A1S3A616_ERIEU
OG0001115	sp|Q9CU62|SMC1A_MOUSE	tr|A0A1S3A8C6|A0A1S3A8C6_ERIEU
OG0001115	sp|Q920F6|SMC1B_MOUSE	tr|A0A1S3AAQ4|A0A1S3AAQ4_ERIEU
OG0001117	sp|P48410|ABCD1_MOUSE	tr|A0A1S3AGU5|A0A1S3AGU5_ERIEU
OG0001117	sp|Q61285|ABCD2_MOUSE	tr|A0A1S3WM60|A0A1S3WM60_ERIEU
OG0001118	tr|A0A5F8MPE7|A0A5F8MPE7_MOUSE	tr|A0A1S3W659|A0A1S3W659_ERIEU
OG0001118	tr|Q9D7M5|Q9D7M5_MOUSE	tr|A0A1S3W6H0|A0A1S3W6H0_ERIEU
OG0001119	sp|Q8VE73|CUL7_MOUSE	tr|A0A1S3WLA6|A0A1S3WLA6_ERIEU
OG0001119	sp|Q80TT8|CUL9_MOUSE	tr|A0A1S3WKU8|A0A1S3WKU8_ERIEU
OG0001120	sp|Q8CFI2|UB2R1_MOUSE, tr|A0A140T8I4|A0A140T8I4_MOUSE, sp|Q6ZWZ2|UB2R2_MOUSE	tr|A0A1S2ZUQ7|A0A1S2ZUQ7_ERIEU
OG0001121	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A1S3AB34|A0A1S3AB34_ERIEU
OG0001121	sp|Q8K3X4|I2BPL_MOUSE	tr|A0A1S3A6K8|A0A1S3A6K8_ERIEU
OG0001122	sp|Q9JI74|KLHL1_MOUSE	tr|A0A1S3AQ66|A0A1S3AQ66_ERIEU
OG0001122	tr|B1AZR0|B1AZR0_MOUSE	tr|A0A1S3ANE6|A0A1S3ANE6_ERIEU
OG0001123	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A1S2ZWG1|A0A1S2ZWG1_ERIEU
OG0001123	sp|Q811B1|XYLT1_MOUSE	tr|A0A1S3W357|A0A1S3W357_ERIEU
OG0001124	sp|P50096|IMDH1_MOUSE	tr|A0A1S2ZXZ8|A0A1S2ZXZ8_ERIEU
OG0001124	sp|P24547|IMDH2_MOUSE	tr|A0A1S3AE86|A0A1S3AE86_ERIEU
OG0001125	sp|P31324|KAP3_MOUSE	tr|A0A1S3A2M7|A0A1S3A2M7_ERIEU
OG0001125	sp|P12367|KAP2_MOUSE	tr|A0A1S3AEI0|A0A1S3AEI0_ERIEU
OG0001126	sp|Q62273|S26A2_MOUSE	tr|A0A1S2ZAN0|A0A1S2ZAN0_ERIEU
OG0001126	sp|P58735|S26A1_MOUSE	tr|A0A1S3WVA3|A0A1S3WVA3_ERIEU
OG0001127	sp|P25444|RS2_MOUSE	tr|A0A1S3A1Z6|A0A1S3A1Z6_ERIEU, tr|A0A1S2ZKR9|A0A1S2ZKR9_ERIEU, tr|A0A1S3WBE2|A0A1S3WBE2_ERIEU
OG0001128	sp|Q7TMB8|CYFP1_MOUSE	tr|A0A1S3WQC0|A0A1S3WQC0_ERIEU
OG0001128	sp|Q5SQX6|CYFP2_MOUSE	tr|A0A1S3A3C3|A0A1S3A3C3_ERIEU
OG0001129	sp|O88485|DC1I1_MOUSE	tr|A0A1S3AB21|A0A1S3AB21_ERIEU
OG0001129	sp|O88487|DC1I2_MOUSE	tr|A0A1S3ANK1|A0A1S3ANK1_ERIEU
OG0001130	sp|Q8BK26|FBX44_MOUSE	tr|A0A1S3AD45|A0A1S3AD45_ERIEU
OG0001130	sp|Q9QZN4|FBX6_MOUSE	tr|A0A1S3AD54|A0A1S3AD54_ERIEU
OG0001131	sp|Q922D8|C1TC_MOUSE	tr|A0A1S3WMQ1|A0A1S3WMQ1_ERIEU
OG0001131	sp|Q3V3R1|C1TM_MOUSE	tr|A0A1S3W2E1|A0A1S3W2E1_ERIEU
OG0001132	sp|Q8BZE1|DMBTL_MOUSE	tr|A0A1S3W713|A0A1S3W713_ERIEU
OG0001132	sp|Q60997|DMBT1_MOUSE	tr|A0A1S3W6Y7|A0A1S3W6Y7_ERIEU
OG0001133	sp|P70265|F262_MOUSE	tr|A0A1S3WLG3|A0A1S3WLG3_ERIEU
OG0001133	tr|A7UAK5|A7UAK5_MOUSE	tr|A0A1S3AG30|A0A1S3AG30_ERIEU
OG0001134	sp|P35347|CRFR1_MOUSE	tr|A0A1S3A5J7|A0A1S3A5J7_ERIEU
OG0001134	sp|Q60748|CRFR2_MOUSE	tr|A0A1S3AI78|A0A1S3AI78_ERIEU
OG0001135	sp|Q62233|SIX3_MOUSE	tr|A0A1S3WK63|A0A1S3WK63_ERIEU
OG0001135	sp|Q9QZ28|SIX6_MOUSE	tr|A0A1S2ZH54|A0A1S2ZH54_ERIEU
OG0001136	sp|A1L314|MPEG1_MOUSE	tr|A0A1S2ZI15|A0A1S2ZI15_ERIEU
OG0001136	tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A1S2ZI01|A0A1S2ZI01_ERIEU
OG0001137	sp|P39039|MBL1_MOUSE	tr|A0A1S3AEU3|A0A1S3AEU3_ERIEU
OG0001137	sp|P41317|MBL2_MOUSE	tr|A0A1S2ZKJ9|A0A1S2ZKJ9_ERIEU
OG0001138	sp|Q60755|CALCR_MOUSE	tr|A0A1S2ZPI0|A0A1S2ZPI0_ERIEU
OG0001138	sp|Q9R1W5|CALRL_MOUSE	tr|A0A1S3A5C7|A0A1S3A5C7_ERIEU
OG0001139	sp|P35436|NMDE1_MOUSE	tr|A0A1S3ABP5|A0A1S3ABP5_ERIEU
OG0001139	sp|Q01097|NMDE2_MOUSE	tr|A0A1S2Z9A6|A0A1S2Z9A6_ERIEU
OG0001140	sp|P0DN90|T254B_MOUSE, sp|P0DN91|T254C_MOUSE, sp|P0DN89|T254A_MOUSE	tr|A0A1S3WPN2|A0A1S3WPN2_ERIEU
OG0001141	sp|O88343|S4A4_MOUSE	tr|A0A1S2ZRV8|A0A1S2ZRV8_ERIEU
OG0001141	sp|E9Q3M5|S4A5_MOUSE	tr|A0A1S2ZRE9|A0A1S2ZRE9_ERIEU
OG0001142	sp|P53657|KPYR_MOUSE	tr|A0A1S2ZW04|A0A1S2ZW04_ERIEU
OG0001142	sp|P52480|KPYM_MOUSE	tr|A0A1S3AMF1|A0A1S3AMF1_ERIEU
OG0001143	tr|A0A286YDU8|A0A286YDU8_MOUSE	tr|A0A1S3AIG5|A0A1S3AIG5_ERIEU
OG0001143	sp|Q8CFW7|C2D2A_MOUSE	tr|A0A1S3W4Z8|A0A1S3W4Z8_ERIEU
OG0001144	sp|P48381|RFX3_MOUSE	tr|A0A1S2ZWS3|A0A1S2ZWS3_ERIEU
OG0001144	sp|P48379|RFX2_MOUSE	tr|A0A1S3WE62|A0A1S3WE62_ERIEU
OG0001146	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A1S3WS50|A0A1S3WS50_ERIEU
OG0001146	sp|Q923J1|TRPM7_MOUSE	tr|A0A1S3WMZ4|A0A1S3WMZ4_ERIEU
OG0001147	sp|Q8BRK8|AAPK2_MOUSE	tr|A0A1S2ZEB6|A0A1S2ZEB6_ERIEU
OG0001147	sp|Q5EG47|AAPK1_MOUSE	tr|A0A1S2ZDE0|A0A1S2ZDE0_ERIEU
OG0001148	sp|Q9D9G3|CHIC2_MOUSE	tr|A0A1S3ASL9|A0A1S3ASL9_ERIEU
OG0001148	sp|Q8CBW7|CHIC1_MOUSE	tr|A0A1S2ZXJ2|A0A1S2ZXJ2_ERIEU
OG0001149	tr|Q9JLI2|Q9JLI2_MOUSE	tr|A0A1S2ZXD2|A0A1S2ZXD2_ERIEU
OG0001149	sp|Q61245|COBA1_MOUSE	tr|A0A1S3AC16|A0A1S3AC16_ERIEU
OG0001150	sp|Q8BT60|CPNE3_MOUSE	tr|A0A1S3W477|A0A1S3W477_ERIEU
OG0001150	sp|Q8C166|CPNE1_MOUSE	tr|A0A1S2ZPU4|A0A1S2ZPU4_ERIEU
OG0001151	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A1S3WWV3|A0A1S3WWV3_ERIEU
OG0001151	sp|Q9D1E5|LMBRL_MOUSE	tr|A0A1S3A333|A0A1S3A333_ERIEU
OG0001152	sp|Q6A051|ATRN1_MOUSE	tr|A0A1S2ZIU9|A0A1S2ZIU9_ERIEU
OG0001152	sp|Q9WU60|ATRN_MOUSE	tr|A0A1S3WXH6|A0A1S3WXH6_ERIEU
OG0001153	sp|Q8K249|CLM2_MOUSE	tr|A0A1S2ZVG0|A0A1S2ZVG0_ERIEU, tr|A0A1S3WCR7|A0A1S3WCR7_ERIEU, tr|A0A1S3WDD7|A0A1S3WDD7_ERIEU
OG0001154	tr|F8VPK8|F8VPK8_MOUSE	tr|A0A1S3A257|A0A1S3A257_ERIEU
OG0001154	tr|F6ZNL5|F6ZNL5_MOUSE	tr|A0A1S3APF3|A0A1S3APF3_ERIEU
