Orthogroup	Mus_musculus	Rhinolophus_ferrumequinum
OG0000536	tr|A0A571BDS5|A0A571BDS5_MOUSE	tr|A0A671EUX3|A0A671EUX3_RHIFE
OG0000537	sp|Q8VEB1|GRK5_MOUSE	tr|A0A671F049|A0A671F049_RHIFE
OG0000537	sp|O70293|GRK6_MOUSE	tr|A0A671E9M3|A0A671E9M3_RHIFE
OG0000537	sp|O70291|GRK4_MOUSE	tr|A0A671EGH8|A0A671EGH8_RHIFE
OG0000538	sp|Q9Z183|PADI4_MOUSE	tr|A0A671FAC6|A0A671FAC6_RHIFE
OG0000538	sp|Q9Z185|PADI1_MOUSE	tr|A0A671F9W0|A0A671F9W0_RHIFE
OG0000538	sp|Q9Z184|PADI3_MOUSE	tr|A0A671FFI9|A0A671FFI9_RHIFE
OG0000539	sp|Q99K51|PLST_MOUSE	tr|A0A671GAI1|A0A671GAI1_RHIFE
OG0000539	sp|Q61233|PLSL_MOUSE	tr|A0A671DU64|A0A671DU64_RHIFE
OG0000539	sp|Q3V0K9|PLSI_MOUSE	tr|A0A671EAI8|A0A671EAI8_RHIFE
OG0000540	sp|P97368|MEIS3_MOUSE	tr|A0A671F6L2|A0A671F6L2_RHIFE
OG0000540	sp|P97367|MEIS2_MOUSE	tr|A0A671E3S7|A0A671E3S7_RHIFE
OG0000540	sp|Q60954|MEIS1_MOUSE	tr|A0A671EBZ5|A0A671EBZ5_RHIFE
OG0000542	sp|O55143|AT2A2_MOUSE	tr|A0A671ECD8|A0A671ECD8_RHIFE
OG0000542	sp|Q64518|AT2A3_MOUSE	tr|A0A671G2H1|A0A671G2H1_RHIFE
OG0000542	sp|Q8R429|AT2A1_MOUSE	tr|A0A671FXX1|A0A671FXX1_RHIFE
OG0000543	sp|P26040|EZRI_MOUSE	tr|A0A671ED39|A0A671ED39_RHIFE
OG0000543	sp|P26043|RADI_MOUSE	tr|A0A671EPD0|A0A671EPD0_RHIFE
OG0000543	sp|P26041|MOES_MOUSE	tr|A0A671DMI7|A0A671DMI7_RHIFE
OG0000544	sp|Q8VGD6|OLF56_MOUSE	tr|A0A671G5E9|A0A671G5E9_RHIFE, tr|A0A671G4R0|A0A671G4R0_RHIFE, tr|A0A671G5E3|A0A671G5E3_RHIFE
OG0000544	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A671FCG0|A0A671FCG0_RHIFE
OG0000545	tr|A0A0B4J1K5|A0A0B4J1K5_MOUSE	tr|A0A671FI56|A0A671FI56_RHIFE, tr|A0A671FL80|A0A671FL80_RHIFE, tr|A0A671FCD9|A0A671FCD9_RHIFE, tr|A0A671F656|A0A671F656_RHIFE, tr|A0A671FEU2|A0A671FEU2_RHIFE
OG0000546	sp|P23440|PDE6B_MOUSE	tr|A0A671FB58|A0A671FB58_RHIFE
OG0000546	sp|P27664|PDE6A_MOUSE	tr|A0A671F848|A0A671F848_RHIFE
OG0000546	sp|Q91ZQ1|PDE6C_MOUSE	tr|A0A671F213|A0A671F213_RHIFE
OG0000547	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A671EI53|A0A671EI53_RHIFE
OG0000547	sp|Q8K0T7|UN13C_MOUSE	tr|A0A671FNS1|A0A671FNS1_RHIFE
OG0000547	sp|Q4KUS2|UN13A_MOUSE	tr|A0A671FT57|A0A671FT57_RHIFE
OG0000548	sp|Q64433|CH10_MOUSE	tr|A0A671DQC9|A0A671DQC9_RHIFE, tr|A0A671DWT9|A0A671DWT9_RHIFE, tr|A0A671F1L2|A0A671F1L2_RHIFE, tr|A0A671F4C9|A0A671F4C9_RHIFE, tr|A0A671GC39|A0A671GC39_RHIFE
OG0000549	tr|E9Q519|E9Q519_MOUSE, tr|E9Q518|E9Q518_MOUSE	tr|A0A671FLR0|A0A671FLR0_RHIFE, tr|A0A671FMA6|A0A671FMA6_RHIFE, tr|A0A671FVI3|A0A671FVI3_RHIFE, tr|A0A671FM17|A0A671FM17_RHIFE
OG0000550	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A671EMQ9|A0A671EMQ9_RHIFE, tr|A0A671EEI1|A0A671EEI1_RHIFE, tr|A0A671EMM9|A0A671EMM9_RHIFE, tr|A0A671EFB6|A0A671EFB6_RHIFE
OG0000551	sp|Q62446|FKBP3_MOUSE	tr|A0A671EGP1|A0A671EGP1_RHIFE, tr|A0A671FRR1|A0A671FRR1_RHIFE, tr|A0A671FEX7|A0A671FEX7_RHIFE, tr|A0A671FKK5|A0A671FKK5_RHIFE, tr|A0A671FVL9|A0A671FVL9_RHIFE
OG0000552	sp|Q4VA55|PWP3B_MOUSE	tr|A0A671DIH4|A0A671DIH4_RHIFE
OG0000552	sp|Q6DID5|PWP3A_MOUSE	tr|A0A671EDA7|A0A671EDA7_RHIFE, tr|A0A671E5H7|A0A671E5H7_RHIFE, tr|A0A671F2B6|A0A671F2B6_RHIFE
OG0000553	sp|Q91YT7|YTHD2_MOUSE	tr|A0A671EHX5|A0A671EHX5_RHIFE
OG0000553	sp|P59326|YTHD1_MOUSE	tr|A0A671FHV7|A0A671FHV7_RHIFE
OG0000553	sp|Q8BYK6|YTHD3_MOUSE	tr|A0A671E654|A0A671E654_RHIFE
OG0000554	sp|P51410|RL9_MOUSE	tr|A0A671E3G4|A0A671E3G4_RHIFE, tr|A0A671FP68|A0A671FP68_RHIFE, tr|A0A671G698|A0A671G698_RHIFE, tr|A0A671FXW3|A0A671FXW3_RHIFE, tr|A0A671E0C2|A0A671E0C2_RHIFE
OG0000555	sp|P34927|ASGR1_MOUSE	tr|A0A671EZD0|A0A671EZD0_RHIFE
OG0000555	sp|P24721|ASGR2_MOUSE	tr|A0A671F193|A0A671F193_RHIFE, tr|A0A671FB34|A0A671FB34_RHIFE, tr|A0A671FA23|A0A671FA23_RHIFE
OG0000556	tr|B2RPU8|B2RPU8_MOUSE	tr|A0A671G065|A0A671G065_RHIFE
OG0000556	tr|Q8BS54|Q8BS54_MOUSE	tr|A0A671DPR3|A0A671DPR3_RHIFE, tr|A0A671E0U4|A0A671E0U4_RHIFE, tr|A0A671DKM9|A0A671DKM9_RHIFE
OG0000557	sp|P56135|ATPK_MOUSE	tr|A0A671FLX3|A0A671FLX3_RHIFE, tr|A0A671DXK3|A0A671DXK3_RHIFE, tr|A0A671F2H3|A0A671F2H3_RHIFE, tr|A0A671FF00|A0A671FF00_RHIFE, tr|A0A671E9R7|A0A671E9R7_RHIFE
OG0000558	sp|Q3V0C1|ZMAT1_MOUSE	tr|A0A671DSW5|A0A671DSW5_RHIFE
OG0000558	sp|Q99JT5|KRCC1_MOUSE	tr|A0A671ENB6|A0A671ENB6_RHIFE, tr|A0A671EN14|A0A671EN14_RHIFE, tr|A0A671DML1|A0A671DML1_RHIFE
OG0000559	sp|P62751|RL23A_MOUSE	tr|A0A671DNZ9|A0A671DNZ9_RHIFE, tr|A0A671DZ13|A0A671DZ13_RHIFE, tr|A0A671GA56|A0A671GA56_RHIFE, tr|A0A671EPZ8|A0A671EPZ8_RHIFE, tr|A0A671FU85|A0A671FU85_RHIFE
OG0000560	sp|Q812A2|SRGP3_MOUSE	tr|A0A671FLN9|A0A671FLN9_RHIFE
OG0000560	sp|Q91Z69|SRGP1_MOUSE	tr|A0A671DLL3|A0A671DLL3_RHIFE
OG0000560	sp|Q91Z67|SRGP2_MOUSE	tr|A0A671ES16|A0A671ES16_RHIFE
OG0000561	sp|P43277|H13_MOUSE	tr|A0A671FJE3|A0A671FJE3_RHIFE, tr|A0A671FTN7|A0A671FTN7_RHIFE
OG0000561	sp|Q07133|H1T_MOUSE	tr|A0A671FHR7|A0A671FHR7_RHIFE, tr|A0A671FNQ3|A0A671FNQ3_RHIFE
OG0000562	sp|Q9CPN8|IF2B3_MOUSE	tr|A0A671ELJ4|A0A671ELJ4_RHIFE
OG0000562	sp|O88477|IF2B1_MOUSE	tr|A0A671G5J1|A0A671G5J1_RHIFE
OG0000562	sp|Q5SF07|IF2B2_MOUSE	tr|A0A671F028|A0A671F028_RHIFE
OG0000563	tr|K7N609|K7N609_MOUSE, tr|L7N462|L7N462_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE, tr|Q3KPB0|Q3KPB0_MOUSE, tr|E9Q598|E9Q598_MOUSE	tr|A0A671F946|A0A671F946_RHIFE
OG0000564	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A671EU58|A0A671EU58_RHIFE, tr|A0A671ETX0|A0A671ETX0_RHIFE, tr|A0A671EU77|A0A671EU77_RHIFE, tr|A0A671FBP6|A0A671FBP6_RHIFE, tr|A0A671F2M7|A0A671F2M7_RHIFE
OG0000565	sp|P62849|RS24_MOUSE	tr|A0A671G657|A0A671G657_RHIFE, tr|A0A671FAL0|A0A671FAL0_RHIFE, tr|A0A671F3T4|A0A671F3T4_RHIFE, tr|A0A671F691|A0A671F691_RHIFE, tr|A0A671FT74|A0A671FT74_RHIFE
OG0000566	tr|Q8HWA3|Q8HWA3_MOUSE	tr|A0A671FIZ6|A0A671FIZ6_RHIFE, tr|A0A671FIQ3|A0A671FIQ3_RHIFE, tr|A0A671FQ51|A0A671FQ51_RHIFE, tr|A0A671FJM9|A0A671FJM9_RHIFE, tr|A0A671FIC1|A0A671FIC1_RHIFE
OG0000567	sp|Q9CQW9|IFM3_MOUSE, sp|Q99J93|IFM2_MOUSE	tr|A0A671E397|A0A671E397_RHIFE, tr|A0A671DZA1|A0A671DZA1_RHIFE, tr|A0A671DYQ5|A0A671DYQ5_RHIFE, tr|A0A671DY75|A0A671DY75_RHIFE
OG0000568	sp|Q61301|CTNA2_MOUSE	tr|A0A671F4L2|A0A671F4L2_RHIFE
OG0000568	sp|Q65CL1|CTNA3_MOUSE	tr|A0A671E8R0|A0A671E8R0_RHIFE
OG0000568	sp|P26231|CTNA1_MOUSE	tr|A0A671EPC7|A0A671EPC7_RHIFE
OG0000569	sp|Q9Z1Q5|CLIC1_MOUSE	tr|A0A671DQX1|A0A671DQX1_RHIFE, tr|A0A671DPF2|A0A671DPF2_RHIFE, tr|A0A671DY39|A0A671DY39_RHIFE, tr|A0A671DLD9|A0A671DLD9_RHIFE, tr|A0A671F650|A0A671F650_RHIFE
OG0000570	sp|P47911|RL6_MOUSE	tr|A0A671FNT6|A0A671FNT6_RHIFE, tr|A0A671DWE0|A0A671DWE0_RHIFE, tr|A0A671FHG0|A0A671FHG0_RHIFE, tr|A0A671EY09|A0A671EY09_RHIFE, tr|A0A671E3P5|A0A671E3P5_RHIFE
OG0000571	sp|Q920G9|GMCL1_MOUSE	tr|A0A671FB07|A0A671FB07_RHIFE, tr|A0A671DL86|A0A671DL86_RHIFE, tr|A0A671FCH2|A0A671FCH2_RHIFE, tr|A0A671FCM7|A0A671FCM7_RHIFE, tr|A0A671FW27|A0A671FW27_RHIFE
OG0000572	sp|Q61937|NPM_MOUSE	tr|A0A671EV33|A0A671EV33_RHIFE, tr|A0A671FJR3|A0A671FJR3_RHIFE, tr|A0A671E4W7|A0A671E4W7_RHIFE, tr|A0A671EY49|A0A671EY49_RHIFE, tr|A0A671E7W2|A0A671E7W2_RHIFE
OG0000573	sp|P61255|RL26_MOUSE	tr|A0A671EF64|A0A671EF64_RHIFE, tr|A0A671E1U7|A0A671E1U7_RHIFE, tr|A0A671FM61|A0A671FM61_RHIFE, tr|A0A671DXL6|A0A671DXL6_RHIFE, tr|A0A671EBF6|A0A671EBF6_RHIFE
OG0000574	sp|P41105|RL28_MOUSE	tr|A0A671FM22|A0A671FM22_RHIFE, tr|A0A671EI09|A0A671EI09_RHIFE, tr|A0A671F565|A0A671F565_RHIFE, tr|A0A671FR81|A0A671FR81_RHIFE, tr|A0A671EUZ6|A0A671EUZ6_RHIFE
OG0000581	sp|Q6W5C0|CXCL3_MOUSE, sp|P10889|CXCL2_MOUSE, sp|P12850|GROA_MOUSE	tr|A0A671FWV9|A0A671FWV9_RHIFE, tr|A0A671FXT1|A0A671FXT1_RHIFE
OG0000582	sp|P53986|MOT1_MOUSE	tr|A0A671F365|A0A671F365_RHIFE, tr|A0A671FJU9|A0A671FJU9_RHIFE
OG0000582	sp|O70451|MOT2_MOUSE	tr|A0A671DN05|A0A671DN05_RHIFE
OG0000583	tr|Q5SW48|Q5SW48_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE	tr|A0A671FDE6|A0A671FDE6_RHIFE
OG0000584	sp|Q8BZJ7|DCNL2_MOUSE	tr|A0A671F0D7|A0A671F0D7_RHIFE
OG0000584	tr|A0A1Y7VP24|A0A1Y7VP24_MOUSE, sp|Q9QZ73|DCNL1_MOUSE	tr|A0A671G2D4|A0A671G2D4_RHIFE
OG0000585	sp|P39038|CADH4_MOUSE	tr|A0A671FXE0|A0A671FXE0_RHIFE
OG0000585	sp|P15116|CADH2_MOUSE	sp|B2KI42|CADH2_RHIFE, tr|A0A671GBX7|A0A671GBX7_RHIFE
OG0000586	sp|Q6NXM2|RCBT1_MOUSE	tr|A0A671FYX0|A0A671FYX0_RHIFE
OG0000586	sp|Q8BTU7|RCCD1_MOUSE, sp|Q99LJ7|RCBT2_MOUSE	tr|A0A671DJJ5|A0A671DJJ5_RHIFE
OG0000587	sp|P10648|GSTA2_MOUSE, tr|E9Q6L7|E9Q6L7_MOUSE, tr|Q6P8Q0|Q6P8Q0_MOUSE, sp|P13745|GSTA1_MOUSE	tr|A0A671EUL4|A0A671EUL4_RHIFE
OG0000588	sp|Q68SN8|FCRL5_MOUSE	tr|A0A671FEP7|A0A671FEP7_RHIFE, tr|A0A671FEL0|A0A671FEL0_RHIFE
OG0000588	sp|Q8R4Y0|FCRL1_MOUSE	tr|A0A671FNZ7|A0A671FNZ7_RHIFE
OG0000589	sp|Q9QXZ0|MACF1_MOUSE	tr|A0A671DY71|A0A671DY71_RHIFE
OG0000589	tr|Q8BVJ3|Q8BVJ3_MOUSE, sp|Q91ZU6|DYST_MOUSE	tr|A0A671E7J9|A0A671E7J9_RHIFE
OG0000590	sp|Q61096|PRTN3_MOUSE	tr|A0A671FHN7|A0A671FHN7_RHIFE
OG0000590	sp|Q3UP87|ELNE_MOUSE	tr|A0A671FID1|A0A671FID1_RHIFE, tr|A0A671FHC9|A0A671FHC9_RHIFE
OG0000594	sp|P28862|MMP3_MOUSE, sp|O55123|MMP10_MOUSE	tr|A0A671EHE3|A0A671EHE3_RHIFE, tr|A0A671EDR8|A0A671EDR8_RHIFE, tr|A0A671EHM8|A0A671EHM8_RHIFE
OG0000595	sp|P36536|SAR1A_MOUSE	tr|A0A671END8|A0A671END8_RHIFE
OG0000595	sp|Q9CQC9|SAR1B_MOUSE	tr|A0A671FVL8|A0A671FVL8_RHIFE, tr|A0A671E7U1|A0A671E7U1_RHIFE
OG0000596	sp|P84089|ERH_MOUSE	tr|A0A671E2J0|A0A671E2J0_RHIFE, tr|A0A671FFA1|A0A671FFA1_RHIFE, tr|A0A671E5P2|A0A671E5P2_RHIFE, tr|A0A671F6Q6|A0A671F6Q6_RHIFE
OG0000598	tr|Q6WIZ7|Q6WIZ7_MOUSE, tr|Q6IMK7|Q6IMK7_MOUSE, tr|E9Q745|E9Q745_MOUSE, sp|Q8JZQ5|AOC1_MOUSE	tr|A0A671G7H5|A0A671G7H5_RHIFE
OG0000600	sp|Q61151|2A5E_MOUSE	tr|A0A671DTB9|A0A671DTB9_RHIFE
OG0000600	sp|Q6PD28|2A5B_MOUSE, sp|Q6PD03|2A5A_MOUSE	tr|A0A671FET4|A0A671FET4_RHIFE
OG0000602	tr|A0A668KLC8|A0A668KLC8_MOUSE, tr|E9Q4Y8|E9Q4Y8_MOUSE, tr|A0A1B0GR91|A0A1B0GR91_MOUSE, sp|Q9D454|CX049_MOUSE	tr|A0A671DGZ5|A0A671DGZ5_RHIFE
OG0000603	sp|Q8BSM7|LAT3_MOUSE	tr|A0A671DYD0|A0A671DYD0_RHIFE
OG0000603	sp|A2AVZ9|S43A3_MOUSE, sp|Q8CGA3|LAT4_MOUSE	tr|A0A671EHW7|A0A671EHW7_RHIFE
OG0000604	sp|P46425|GSTP2_MOUSE, sp|P19157|GSTP1_MOUSE, tr|F6RWR5|F6RWR5_MOUSE	tr|A0A671FSM4|A0A671FSM4_RHIFE, tr|A0A671G457|A0A671G457_RHIFE
OG0000606	tr|A0A087WRT7|A0A087WRT7_MOUSE, tr|Q9D3F6|Q9D3F6_MOUSE, tr|Q9ES61|Q9ES61_MOUSE, sp|Q99N05|M4A4D_MOUSE	tr|A0A671DRX0|A0A671DRX0_RHIFE
OG0000607	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A671G0V2|A0A671G0V2_RHIFE
OG0000607	sp|B1ARD6|SLFN9_MOUSE, sp|B1ARD8|SLFN8_MOUSE	tr|A0A671G0S6|A0A671G0S6_RHIFE
OG0000608	sp|J3QMK6|AL3B3_MOUSE, sp|E9Q3E1|AL3B2_MOUSE, sp|Q80VQ0|AL3B1_MOUSE	tr|A0A671GB21|A0A671GB21_RHIFE, tr|A0A671G3K7|A0A671G3K7_RHIFE
OG0000613	sp|O70165|FCN1_MOUSE	tr|A0A671E6S5|A0A671E6S5_RHIFE
OG0000613	sp|O70497|FCN2_MOUSE	tr|A0A671FLI0|A0A671FLI0_RHIFE, tr|A0A671FLC7|A0A671FLC7_RHIFE
OG0000614	sp|P08905|LYZ2_MOUSE, sp|P17897|LYZ1_MOUSE	tr|A0A671EGB6|A0A671EGB6_RHIFE, tr|A0A671FIA3|A0A671FIA3_RHIFE, tr|A0A671DYR1|A0A671DYR1_RHIFE
OG0000615	sp|Q7TMS5|ABCG2_MOUSE, sp|Q99P81|ABCG3_MOUSE	tr|A0A671E413|A0A671E413_RHIFE, tr|A0A671DZN1|A0A671DZN1_RHIFE, tr|A0A671DYU8|A0A671DYU8_RHIFE
OG0000617	tr|Q7TRV7|Q7TRV7_MOUSE, tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q8VGP4|Q8VGP4_MOUSE	tr|A0A671EN57|A0A671EN57_RHIFE, tr|A0A671EEW9|A0A671EEW9_RHIFE
OG0000618	tr|E9Q6D3|E9Q6D3_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE, tr|E9Q3K0|E9Q3K0_MOUSE, tr|Q9D496|Q9D496_MOUSE	tr|A0A671EZZ8|A0A671EZZ8_RHIFE
OG0000619	sp|Q99N07|M4A6D_MOUSE, sp|Q99N08|M4A6C_MOUSE, sp|Q99N09|M4A6B_MOUSE	tr|A0A671DZK2|A0A671DZK2_RHIFE, tr|A0A671FVN8|A0A671FVN8_RHIFE
OG0000621	sp|P60843|IF4A1_MOUSE	tr|A0A671EZ86|A0A671EZ86_RHIFE
OG0000621	sp|P10630|IF4A2_MOUSE	tr|A0A671G7G4|A0A671G7G4_RHIFE, tr|A0A671EVX3|A0A671EVX3_RHIFE
OG0000622	sp|P24807|CD24_MOUSE	tr|A0A671DXC7|A0A671DXC7_RHIFE, tr|A0A671DZN6|A0A671DZN6_RHIFE, tr|A0A671FPB4|A0A671FPB4_RHIFE, tr|A0A671E436|A0A671E436_RHIFE
OG0000624	sp|P39654|LOX15_MOUSE	tr|A0A671F7I4|A0A671F7I4_RHIFE
OG0000624	sp|P55249|LX12E_MOUSE, sp|P39655|LOX12_MOUSE	tr|A0A671F5T1|A0A671F5T1_RHIFE
OG0000625	sp|P59384|ATS15_MOUSE	tr|A0A671F2J1|A0A671F2J1_RHIFE
OG0000625	sp|P97857|ATS1_MOUSE, sp|Q8BNJ2|ATS4_MOUSE	tr|A0A671EZE4|A0A671EZE4_RHIFE
OG0000627	sp|P70236|MP2K6_MOUSE	tr|A0A671EJ41|A0A671EJ41_RHIFE
OG0000627	sp|O09110|MP2K3_MOUSE	tr|A0A671G3C3|A0A671G3C3_RHIFE, tr|A0A671ERP8|A0A671ERP8_RHIFE
OG0000628	tr|O55179|O55179_MOUSE, tr|Q497M6|Q497M6_MOUSE, sp|Q07440|B2LA1_MOUSE, tr|Q0P538|Q0P538_MOUSE	tr|A0A671FLY8|A0A671FLY8_RHIFE
OG0000629	sp|Q8BGD9|IF4B_MOUSE	tr|A0A671DLD7|A0A671DLD7_RHIFE, tr|A0A671DW66|A0A671DW66_RHIFE, tr|A0A671EDA5|A0A671EDA5_RHIFE, tr|A0A671F2A4|A0A671F2A4_RHIFE
OG0000630	tr|Q9CQH1|Q9CQH1_MOUSE, sp|Q810U2|TDM1A_MOUSE, tr|Q8CC62|Q8CC62_MOUSE	tr|A0A671G1C0|A0A671G1C0_RHIFE, tr|A0A671G128|A0A671G128_RHIFE
OG0000631	sp|Q9CYT6|CAP2_MOUSE	tr|A0A671F507|A0A671F507_RHIFE
OG0000631	sp|P40124|CAP1_MOUSE	tr|A0A671E0T9|A0A671E0T9_RHIFE, tr|A0A671GAB8|A0A671GAB8_RHIFE
OG0000632	sp|Q8BXK9|CLIC5_MOUSE	tr|A0A671EDE2|A0A671EDE2_RHIFE
OG0000632	sp|Q8BHB9|CLIC6_MOUSE, sp|Q9QYB1|CLIC4_MOUSE	tr|A0A671DRE2|A0A671DRE2_RHIFE
OG0000633	sp|P52785|GUC2E_MOUSE	tr|A0A671EMA4|A0A671EMA4_RHIFE
OG0000633	sp|A0A0U1RPR8|GUC2D_MOUSE, sp|Q5SDA5|GUC2F_MOUSE	tr|A0A671G700|A0A671G700_RHIFE
OG0000634	sp|P47226|TES_MOUSE, tr|A2ALC6|A2ALC6_MOUSE, tr|B1AXB9|B1AXB9_MOUSE	sp|Q2IBC3|TES_RHIFE, tr|A0A671FTG4|A0A671FTG4_RHIFE
OG0000635	sp|Q99PU5|ACBG1_MOUSE	tr|A0A671FQA0|A0A671FQA0_RHIFE
OG0000635	tr|Q08EE8|Q08EE8_MOUSE, sp|Q2XU92|ACBG2_MOUSE	tr|A0A671FEH3|A0A671FEH3_RHIFE
OG0000636	tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE, tr|A0A0B4J1M2|A0A0B4J1M2_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE	tr|A0A671DVH3|A0A671DVH3_RHIFE
OG0000637	sp|Q3V0C3|NUTM2_MOUSE	tr|A0A671FIZ5|A0A671FIZ5_RHIFE, tr|A0A671FDP1|A0A671FDP1_RHIFE
OG0000637	sp|Q8BHP2|NUTM1_MOUSE	tr|A0A671EA17|A0A671EA17_RHIFE
OG0000638	sp|P0C027|NUD10_MOUSE, sp|P0C028|NUD11_MOUSE	tr|A0A671DT28|A0A671DT28_RHIFE
OG0000638	sp|Q8R2U6|NUDT4_MOUSE	tr|A0A671FY36|A0A671FY36_RHIFE
OG0000639	sp|Q9CY00|TT30B_MOUSE, sp|Q99J38|T30A1_MOUSE, sp|A2AKQ8|T30A2_MOUSE	tr|A0A671G6X5|A0A671G6X5_RHIFE, tr|A0A671G6S2|A0A671G6S2_RHIFE
OG0000640	sp|P56476|GBRR2_MOUSE	tr|A0A671DME0|A0A671DME0_RHIFE
OG0000640	tr|B2RXA8|B2RXA8_MOUSE, sp|P56475|GBRR1_MOUSE	tr|A0A671DMA9|A0A671DMA9_RHIFE
OG0000642	sp|P09602|HMGN2_MOUSE	tr|A0A671FKR6|A0A671FKR6_RHIFE, tr|A0A671EPV2|A0A671EPV2_RHIFE, tr|A0A671DQ20|A0A671DQ20_RHIFE, tr|A0A671E268|A0A671E268_RHIFE
OG0000643	sp|O35111|KCNK3_MOUSE	tr|A0A671FAK1|A0A671FAK1_RHIFE
OG0000643	sp|Q6VV64|KCNKI_MOUSE, sp|Q3LS21|KCNK9_MOUSE	tr|A0A671EYU7|A0A671EYU7_RHIFE
OG0000644	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A671F3P8|A0A671F3P8_RHIFE
OG0000644	sp|O35602|RX_MOUSE	tr|A0A671G797|A0A671G797_RHIFE, tr|A0A671F555|A0A671F555_RHIFE
OG0000646	sp|Q9D593|VATE2_MOUSE	tr|A0A671E9W0|A0A671E9W0_RHIFE
OG0000646	sp|P50518|VATE1_MOUSE	tr|A0A671FEC3|A0A671FEC3_RHIFE, tr|A0A671DTQ6|A0A671DTQ6_RHIFE
OG0000647	sp|O08800|SPB8_MOUSE	tr|A0A671FUG6|A0A671FUG6_RHIFE, tr|A0A671DSA6|A0A671DSA6_RHIFE, tr|A0A671DMW5|A0A671DMW5_RHIFE, tr|A0A671DN83|A0A671DN83_RHIFE
OG0000648	sp|Q80XI4|PI42B_MOUSE	tr|A0A671EMI0|A0A671EMI0_RHIFE
OG0000648	sp|O70172|PI42A_MOUSE	tr|A0A671EJS1|A0A671EJS1_RHIFE, tr|A0A671EJE6|A0A671EJE6_RHIFE
OG0000649	sp|Q99JI6|RAP1B_MOUSE	tr|A0A671ECC0|A0A671ECC0_RHIFE
OG0000649	sp|P62835|RAP1A_MOUSE	tr|A0A671DRV1|A0A671DRV1_RHIFE, tr|A0A671F6Y8|A0A671F6Y8_RHIFE
OG0000650	tr|Q8VG65|Q8VG65_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE, tr|Q8VG66|Q8VG66_MOUSE	tr|A0A671E0E0|A0A671E0E0_RHIFE, tr|A0A671E0T3|A0A671E0T3_RHIFE
OG0000651	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A671G1B6|A0A671G1B6_RHIFE
OG0000651	sp|P31254|UBA1Y_MOUSE, sp|Q02053|UBA1_MOUSE	tr|A0A671DNR5|A0A671DNR5_RHIFE
OG0000652	sp|P63325|RS10_MOUSE	tr|A0A671FZX1|A0A671FZX1_RHIFE, tr|A0A671EFC4|A0A671EFC4_RHIFE, tr|A0A671FMX7|A0A671FMX7_RHIFE, tr|A0A671ET48|A0A671ET48_RHIFE
OG0000653	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A671E4W3|A0A671E4W3_RHIFE
OG0000653	tr|Q3TS87|Q3TS87_MOUSE, sp|O09005|DEGS1_MOUSE	tr|A0A671G463|A0A671G463_RHIFE
OG0000654	tr|Q8VF72|Q8VF72_MOUSE, tr|L7N457|L7N457_MOUSE	tr|A0A671G0X4|A0A671G0X4_RHIFE, tr|A0A671G437|A0A671G437_RHIFE, tr|A0A671G425|A0A671G425_RHIFE
OG0000655	sp|Q00899|TYY1_MOUSE	tr|A0A671E913|A0A671E913_RHIFE
OG0000655	sp|Q3TTC2|TYY2_MOUSE	tr|A0A671EIB9|A0A671EIB9_RHIFE, tr|A0A671F8J9|A0A671F8J9_RHIFE
OG0000657	sp|P47811|MK14_MOUSE	tr|A0A671FZA4|A0A671FZA4_RHIFE
OG0000657	sp|Q9WUI1|MK11_MOUSE	tr|A0A671EV60|A0A671EV60_RHIFE, tr|A0A671E2L8|A0A671E2L8_RHIFE
OG0000658	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A671FBL4|A0A671FBL4_RHIFE
OG0000658	sp|Q8BGX1|PED1B_MOUSE	tr|A0A671FRP2|A0A671FRP2_RHIFE, tr|A0A671E4L8|A0A671E4L8_RHIFE
OG0000659	sp|Q62086|PON2_MOUSE	tr|A0A671F2W5|A0A671F2W5_RHIFE
OG0000659	sp|Q62087|PON3_MOUSE, sp|P52430|PON1_MOUSE	tr|A0A671EV48|A0A671EV48_RHIFE
OG0000660	sp|P62852|RS25_MOUSE	tr|A0A671EVP7|A0A671EVP7_RHIFE, tr|A0A671EDZ5|A0A671EDZ5_RHIFE, tr|A0A671EK27|A0A671EK27_RHIFE, tr|A0A671GBA1|A0A671GBA1_RHIFE
