Orthogroup	Mus_musculus	Puma_concolor
OG0001515	sp|Q62120|JAK2_MOUSE	tr|A0A6P6IH24|A0A6P6IH24_PUMCO
OG0001515	sp|Q62137|JAK3_MOUSE	tr|A0A6P6H7F4|A0A6P6H7F4_PUMCO
OG0001516	sp|P23242|CXA1_MOUSE, sp|Q6S5G4|CXA6_MOUSE, sp|Q64448|CXA3_MOUSE	tr|A0A6P6I1E2|A0A6P6I1E2_PUMCO
OG0001517	sp|P70392|RGRF2_MOUSE	tr|A0A6P6HXX1|A0A6P6HXX1_PUMCO
OG0001517	sp|P27671|RGRF1_MOUSE	tr|A0A6P6HGK5|A0A6P6HGK5_PUMCO
OG0001518	sp|P70170|ABCC9_MOUSE	tr|A0A6P6IDA8|A0A6P6IDA8_PUMCO
OG0001518	tr|B2RUS7|B2RUS7_MOUSE	tr|A0A6P6I8L7|A0A6P6I8L7_PUMCO
OG0001519	sp|Q8K2H2|OTU6B_MOUSE	tr|A0A6P6HS62|A0A6P6HS62_PUMCO
OG0001519	sp|Q6IE21|OTU6A_MOUSE	tr|A0A6P6IPT6|A0A6P6IPT6_PUMCO
OG0001520	tr|Q8R3P8|Q8R3P8_MOUSE, tr|Q14B01|Q14B01_MOUSE	tr|A0A6P6IJ46|A0A6P6IJ46_PUMCO, tr|A0A6P6IPX4|A0A6P6IPX4_PUMCO
OG0001521	sp|B2RXV4|FLVC1_MOUSE	tr|A0A6P6HMC0|A0A6P6HMC0_PUMCO
OG0001521	sp|Q91X85|FLVC2_MOUSE	tr|A0A6P6HIJ3|A0A6P6HIJ3_PUMCO
OG0001522	tr|E9Q519|E9Q519_MOUSE	tr|A0A6P6I9G3|A0A6P6I9G3_PUMCO
OG0001522	tr|E9Q518|E9Q518_MOUSE	tr|A0A6P6I926|A0A6P6I926_PUMCO
OG0001523	sp|Q922W5|P5CR1_MOUSE	tr|A0A6P6I6P8|A0A6P6I6P8_PUMCO
OG0001523	sp|Q922Q4|P5CR2_MOUSE	tr|A0A6P6I2B3|A0A6P6I2B3_PUMCO
OG0001524	sp|Q149F3|ERF3B_MOUSE	tr|A0A6P6IPF4|A0A6P6IPF4_PUMCO
OG0001524	sp|Q8R050|ERF3A_MOUSE	tr|A0A6P6HA93|A0A6P6HA93_PUMCO
OG0001525	sp|Q61658|HESX1_MOUSE	tr|A0A6P6H9I3|A0A6P6H9I3_PUMCO, tr|A0A6P6H3S8|A0A6P6H3S8_PUMCO, tr|A0A6P6IIB2|A0A6P6IIB2_PUMCO
OG0001526	sp|P30412|PPIC_MOUSE	tr|A0A6P6HVH1|A0A6P6HVH1_PUMCO
OG0001526	sp|P24369|PPIB_MOUSE	tr|A0A6P6HGR3|A0A6P6HGR3_PUMCO
OG0001527	sp|Q9JLM8|DCLK1_MOUSE	tr|A0A6P6HZ04|A0A6P6HZ04_PUMCO
OG0001527	sp|Q6PGN3|DCLK2_MOUSE	tr|A0A6P6HPL4|A0A6P6HPL4_PUMCO
OG0001528	sp|Q8BRK8|AAPK2_MOUSE	tr|A0A6P6IS08|A0A6P6IS08_PUMCO
OG0001528	sp|Q5EG47|AAPK1_MOUSE	tr|A0A6P6HWL6|A0A6P6HWL6_PUMCO
OG0001529	sp|Q8K595|MCLN2_MOUSE	tr|A0A6P6I4G0|A0A6P6I4G0_PUMCO
OG0001529	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A6P6IQY6|A0A6P6IQY6_PUMCO
OG0001530	sp|Q9D8X5|CNOT8_MOUSE	tr|A0A6P6HWE8|A0A6P6HWE8_PUMCO
OG0001530	sp|Q60809|CNOT7_MOUSE	tr|A0A6P6IPL0|A0A6P6IPL0_PUMCO
OG0001531	sp|P61620|S61A1_MOUSE	tr|A0A6P6HMY5|A0A6P6HMY5_PUMCO
OG0001531	sp|Q9JLR1|S61A2_MOUSE	tr|A0A6P6IG75|A0A6P6IG75_PUMCO
OG0001532	sp|P49698|HNF4A_MOUSE	tr|A0A6P6IKT3|A0A6P6IKT3_PUMCO
OG0001532	sp|Q9WUU6|HNF4G_MOUSE	tr|A0A6P6HSR8|A0A6P6HSR8_PUMCO
OG0001533	sp|Q99PM9|UCK2_MOUSE	tr|A0A6P6I5Z3|A0A6P6I5Z3_PUMCO
OG0001533	sp|P52623|UCK1_MOUSE	tr|A0A6P6H0R2|A0A6P6H0R2_PUMCO
OG0001534	sp|Q5RJF7|CA2D4_MOUSE	tr|A0A6P6ICG9|A0A6P6ICG9_PUMCO
OG0001534	sp|Q9Z1L5|CA2D3_MOUSE	tr|A0A6P6H8Q1|A0A6P6H8Q1_PUMCO
OG0001535	sp|Q9WUK6|ZBT18_MOUSE, sp|Q60821|ZBT17_MOUSE, sp|Q811H0|ZBT42_MOUSE	tr|A0A6P6I4J5|A0A6P6I4J5_PUMCO
OG0001536	sp|Q8R5H1|UBP15_MOUSE	tr|A0A6P6I434|A0A6P6I434_PUMCO
OG0001536	sp|P35123|UBP4_MOUSE	tr|A0A6P6H8I9|A0A6P6H8I9_PUMCO
OG0001537	tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF74|Q8VF74_MOUSE, tr|Q8VF73|Q8VF73_MOUSE	tr|A0A6P6ICM0|A0A6P6ICM0_PUMCO
OG0001538	sp|Q9DB16|CB39L_MOUSE	tr|A0A6P6HXH1|A0A6P6HXH1_PUMCO
OG0001538	sp|Q06138|CAB39_MOUSE	tr|A0A6P6IEK0|A0A6P6IEK0_PUMCO
OG0001539	tr|Q6NXL1|Q6NXL1_MOUSE	tr|A0A6P6HNV7|A0A6P6HNV7_PUMCO
OG0001539	tr|G3X972|G3X972_MOUSE	tr|A0A6P6HD97|A0A6P6HD97_PUMCO
OG0001540	sp|P46935|NEDD4_MOUSE	tr|A0A6P6HHU3|A0A6P6HHU3_PUMCO
OG0001540	sp|Q8CFI0|NED4L_MOUSE	tr|A0A6P6IJ01|A0A6P6IJ01_PUMCO
OG0001541	sp|Q5SZT7|NKAPL_MOUSE	tr|A0A6P6HAL1|A0A6P6HAL1_PUMCO
OG0001541	sp|Q9D0F4|NKAP_MOUSE	tr|A0A6P6IN70|A0A6P6IN70_PUMCO
OG0001542	sp|E9Q4J9|AGRF2_MOUSE	tr|A0A6P6I1B7|A0A6P6I1B7_PUMCO
OG0001542	sp|Q9D2L6|AGRF4_MOUSE	tr|A0A6P6I0W3|A0A6P6I0W3_PUMCO
OG0001543	sp|P52912|TIA1_MOUSE	tr|A0A6P6INA2|A0A6P6INA2_PUMCO
OG0001543	sp|P70318|TIAR_MOUSE	tr|A0A6P6HD73|A0A6P6HD73_PUMCO
OG0001544	sp|Q8R1K4|AT2L2_MOUSE	tr|A0A6P6HYJ2|A0A6P6HYJ2_PUMCO
OG0001544	sp|Q8BWU8|AT2L1_MOUSE	tr|A0A6P6HQE5|A0A6P6HQE5_PUMCO
OG0001545	sp|Q9D415|DLGP1_MOUSE	tr|A0A6P6IGC7|A0A6P6IGC7_PUMCO
OG0001545	sp|Q8BJ42|DLGP2_MOUSE	tr|A0A6P6ILT1|A0A6P6ILT1_PUMCO
OG0001546	sp|Q9R1V4|ADA11_MOUSE	tr|A0A6P6HBU4|A0A6P6HBU4_PUMCO
OG0001546	sp|Q9R1V6|ADA22_MOUSE	tr|A0A6P6IBP6|A0A6P6IBP6_PUMCO
OG0001547	tr|D3Z1A5|D3Z1A5_MOUSE	tr|A0A6P6HWA7|A0A6P6HWA7_PUMCO
OG0001547	sp|P58459|ATS10_MOUSE	tr|A0A6P6H8Y3|A0A6P6H8Y3_PUMCO
OG0001548	sp|O54732|MMP15_MOUSE	tr|A0A6P6HM62|A0A6P6HM62_PUMCO
OG0001548	sp|P53690|MMP14_MOUSE	tr|A0A6P6HH86|A0A6P6HH86_PUMCO
OG0001549	sp|P97291|CADH8_MOUSE	tr|A0A6P6HMC8|A0A6P6HMC8_PUMCO
OG0001549	sp|P55288|CAD11_MOUSE	tr|A0A6P6HM82|A0A6P6HM82_PUMCO
OG0001550	sp|Q4VC17|ATS18_MOUSE	tr|A0A6P6HLP2|A0A6P6HLP2_PUMCO
OG0001550	sp|Q69Z28|ATS16_MOUSE	tr|A0A6P6HTP0|A0A6P6HTP0_PUMCO
OG0001551	sp|O08912|GALT1_MOUSE	tr|A0A6P6IG53|A0A6P6IG53_PUMCO
OG0001551	sp|Q8CF93|GLT13_MOUSE	tr|A0A6P6ISF5|A0A6P6ISF5_PUMCO
OG0001552	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A6P6HE28|A0A6P6HE28_PUMCO
OG0001552	sp|Q920G8|MFRN1_MOUSE	tr|A0A6P6IP66|A0A6P6IP66_PUMCO
OG0001553	sp|Q8C050|KS6A5_MOUSE	tr|A0A6P6HF47|A0A6P6HF47_PUMCO
OG0001553	sp|Q9Z2B9|KS6A4_MOUSE	tr|A0A6P6H6V3|A0A6P6H6V3_PUMCO
OG0001554	sp|Q8K1S3|UNC5B_MOUSE	tr|A0A6P6HDL3|A0A6P6HDL3_PUMCO
OG0001554	sp|O08747|UNC5C_MOUSE	tr|A0A6P6HPP2|A0A6P6HPP2_PUMCO
OG0001555	sp|O88958|GNPI1_MOUSE	tr|A0A6P6HV77|A0A6P6HV77_PUMCO
OG0001555	sp|Q9CRC9|GNPI2_MOUSE	tr|A0A6P6HQ18|A0A6P6HQ18_PUMCO
OG0001556	sp|Q9QZE5|COPG1_MOUSE	tr|A0A6P6HPL0|A0A6P6HPL0_PUMCO
OG0001556	sp|Q9QXK3|COPG2_MOUSE	tr|A0A6P6IA64|A0A6P6IA64_PUMCO
OG0001557	sp|P18911|RARG_MOUSE	tr|A0A6P6IFA8|A0A6P6IFA8_PUMCO
OG0001557	sp|P22605|RARB_MOUSE	tr|A0A6P6GZ60|A0A6P6GZ60_PUMCO
OG0001558	sp|P97364|SPS2_MOUSE	tr|A0A6P6HL67|A0A6P6HL67_PUMCO
OG0001558	sp|Q8BH69|SPS1_MOUSE	tr|A0A6P6ICV6|A0A6P6ICV6_PUMCO
OG0001559	sp|Q7TT15|GLT17_MOUSE	tr|A0A6P6HTJ7|A0A6P6HTJ7_PUMCO
OG0001559	tr|G3X942|G3X942_MOUSE	tr|A0A6P6HG07|A0A6P6HG07_PUMCO
OG0001560	sp|Q9CZA5|ZCH12_MOUSE, sp|Q8VD24|ZCC18_MOUSE	tr|A0A6P6IPG1|A0A6P6IPG1_PUMCO, tr|A0A6P6IRS1|A0A6P6IRS1_PUMCO
OG0001561	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A6P6ILB2|A0A6P6ILB2_PUMCO
OG0001561	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A6P6HFP8|A0A6P6HFP8_PUMCO
OG0001562	sp|Q8CEF1|FEM1C_MOUSE, sp|Q9Z2G1|FM1AA_MOUSE, sp|Q8C0T1|FM1AB_MOUSE	tr|A0A6P6HX02|A0A6P6HX02_PUMCO
OG0001563	sp|Q8VCB3|GYS2_MOUSE	tr|A0A6P6ICG3|A0A6P6ICG3_PUMCO
OG0001563	sp|Q9Z1E4|GYS1_MOUSE	tr|A0A6P6H366|A0A6P6H366_PUMCO
OG0001564	sp|P51410|RL9_MOUSE	tr|A0A6P6HMW6|A0A6P6HMW6_PUMCO, tr|A0A6P6IJF3|A0A6P6IJF3_PUMCO, tr|A0A6P6ICN7|A0A6P6ICN7_PUMCO
OG0001565	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A6P6HER7|A0A6P6HER7_PUMCO
OG0001565	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A6P6HQZ6|A0A6P6HQZ6_PUMCO
OG0001566	sp|Q80XU8|LRFN4_MOUSE	tr|A0A6P6H6C8|A0A6P6H6C8_PUMCO
OG0001566	sp|Q80TG9|LRFN2_MOUSE	tr|A0A6P6I0L7|A0A6P6I0L7_PUMCO
OG0001567	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A6P6HNV3|A0A6P6HNV3_PUMCO
OG0001567	sp|Q91X78|ERLN1_MOUSE	tr|A0A6P6HDE0|A0A6P6HDE0_PUMCO
OG0001568	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A6P6I134|A0A6P6I134_PUMCO
OG0001568	sp|Q91YT8|CSCL1_MOUSE	tr|A0A6P6I1U5|A0A6P6I1U5_PUMCO
OG0001569	sp|Q8CEF9|T132C_MOUSE	tr|A0A6P6HF26|A0A6P6HF26_PUMCO
OG0001569	sp|Q76HP3|T132D_MOUSE	tr|A0A6P6HFX6|A0A6P6HFX6_PUMCO
OG0001570	sp|P56135|ATPK_MOUSE	tr|A0A6P6I0R1|A0A6P6I0R1_PUMCO, tr|A0A6P6HTR4|A0A6P6HTR4_PUMCO, tr|A0A6P6HR47|A0A6P6HR47_PUMCO
OG0001571	tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE	tr|A0A6P6IA74|A0A6P6IA74_PUMCO, tr|A0A6P6I7S3|A0A6P6I7S3_PUMCO
OG0001572	sp|Q811J3|IREB2_MOUSE	tr|A0A6P6HGJ4|A0A6P6HGJ4_PUMCO
OG0001572	sp|P28271|ACOHC_MOUSE	tr|A0A6P6IV03|A0A6P6IV03_PUMCO
OG0001573	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A6P6IQ09|A0A6P6IQ09_PUMCO
OG0001573	sp|Q8VI33|TAF9_MOUSE	tr|A0A6P6HX29|A0A6P6HX29_PUMCO
OG0001574	sp|Q99MI1|RB6I2_MOUSE	tr|A0A6P6IE75|A0A6P6IE75_PUMCO
OG0001574	sp|Q6PH08|ERC2_MOUSE	tr|A0A6P6H7X2|A0A6P6H7X2_PUMCO
OG0001575	sp|Q80UM3|NAA15_MOUSE	tr|A0A6P6HRX5|A0A6P6HRX5_PUMCO
OG0001575	sp|Q9DBB4|NAA16_MOUSE	tr|A0A6P6HY59|A0A6P6HY59_PUMCO
OG0001576	sp|P62509|ERR3_MOUSE	tr|A0A6P6I8Z0|A0A6P6I8Z0_PUMCO
OG0001576	sp|Q61539|ERR2_MOUSE	tr|A0A6P6HGG7|A0A6P6HGG7_PUMCO
OG0001577	sp|Q6ZQ58|LARP1_MOUSE	tr|A0A6P6HWG8|A0A6P6HWG8_PUMCO
OG0001577	tr|F6U5V1|F6U5V1_MOUSE	tr|A0A6P6HN97|A0A6P6HN97_PUMCO
OG0001578	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A6P6HQ86|A0A6P6HQ86_PUMCO
OG0001578	sp|Q3U2P1|SC24A_MOUSE	tr|A0A6P6HVM5|A0A6P6HVM5_PUMCO
OG0001579	sp|Q91WD8|NCKX1_MOUSE	tr|A0A6P6HHR1|A0A6P6HHR1_PUMCO
OG0001579	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A6P6GWH5|A0A6P6GWH5_PUMCO
OG0001580	sp|Q99MD6|TRXR3_MOUSE	tr|A0A6P6HLD0|A0A6P6HLD0_PUMCO
OG0001580	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A6P6I306|A0A6P6I306_PUMCO
OG0001581	sp|O09161|CASQ2_MOUSE	tr|A0A6P6IQM2|A0A6P6IQM2_PUMCO
OG0001581	sp|O09165|CASQ1_MOUSE	tr|A0A6P6H5S5|A0A6P6H5S5_PUMCO
OG0001582	sp|P09411|PGK1_MOUSE	tr|A0A6P6IQ30|A0A6P6IQ30_PUMCO
OG0001582	sp|P09041|PGK2_MOUSE	tr|A0A6P6I119|A0A6P6I119_PUMCO
OG0001583	sp|Q61285|ABCD2_MOUSE	tr|A0A6P6IDU3|A0A6P6IDU3_PUMCO
OG0001583	sp|P48410|ABCD1_MOUSE	tr|A0A6P6ISV8|A0A6P6ISV8_PUMCO
OG0001584	sp|P51865|TDGF1_MOUSE, sp|P97766|CFC1_MOUSE	tr|A0A6P6I160|A0A6P6I160_PUMCO, tr|A0A6P6IR78|A0A6P6IR78_PUMCO
OG0001585	sp|Q63850|NUP62_MOUSE	tr|A0A6P6H396|A0A6P6H396_PUMCO
OG0001585	tr|A2AG10|A2AG10_MOUSE	tr|A0A6P6IRR2|A0A6P6IRR2_PUMCO
OG0001586	sp|P63330|PP2AA_MOUSE	tr|A0A6P6HWI0|A0A6P6HWI0_PUMCO
OG0001586	sp|P62715|PP2AB_MOUSE	tr|A0A6P6IL74|A0A6P6IL74_PUMCO
OG0001587	sp|P21761|TRHR_MOUSE	tr|A0A6P6HTW8|A0A6P6HTW8_PUMCO
OG0001587	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A6P6IKR4|A0A6P6IKR4_PUMCO
OG0001588	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A6P6HIL6|A0A6P6HIL6_PUMCO
OG0001588	sp|Q6PNC0|DMXL1_MOUSE	tr|A0A6P6HZV6|A0A6P6HZV6_PUMCO
OG0001589	sp|P07901|HS90A_MOUSE	tr|A0A6P6HGI9|A0A6P6HGI9_PUMCO
OG0001589	sp|P11499|HS90B_MOUSE	tr|A0A6P6I1T1|A0A6P6I1T1_PUMCO
OG0001590	sp|Q04899|CDK18_MOUSE	tr|A0A6P6HM27|A0A6P6HM27_PUMCO
OG0001590	sp|Q8K0D0|CDK17_MOUSE	tr|A0A6P6I2E9|A0A6P6I2E9_PUMCO
OG0001591	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A6P6HPM3|A0A6P6HPM3_PUMCO
OG0001591	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A6P6HPX8|A0A6P6HPX8_PUMCO
OG0001592	sp|Q80U12|SGSM2_MOUSE	tr|A0A6P6HFZ7|A0A6P6HFZ7_PUMCO
OG0001592	sp|Q8BPQ7|SGSM1_MOUSE	tr|A0A6P6IMB4|A0A6P6IMB4_PUMCO
OG0001593	sp|S4R1M9|OSB10_MOUSE	tr|A0A6P6H149|A0A6P6H149_PUMCO
OG0001593	sp|Q8CI95|OSB11_MOUSE	tr|A0A6P6H0U6|A0A6P6H0U6_PUMCO
OG0001594	sp|Q5F259|AN13B_MOUSE	tr|A0A6P6HF59|A0A6P6HF59_PUMCO
OG0001594	sp|Q6PD24|AN13D_MOUSE	tr|A0A6P6H7I2|A0A6P6H7I2_PUMCO
OG0001595	sp|Q7TQI7|ABTB2_MOUSE	tr|A0A6P6I8L5|A0A6P6I8L5_PUMCO
OG0001595	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A6P6I511|A0A6P6I511_PUMCO
OG0001596	sp|Q80XD1|CHIO_MOUSE	tr|A0A6P6I8U6|A0A6P6I8U6_PUMCO
OG0001596	sp|Q91V57|CHIN_MOUSE	tr|A0A6P6IA70|A0A6P6IA70_PUMCO
OG0001597	sp|Q9D0M1|KPRA_MOUSE	tr|A0A6P6I6K6|A0A6P6I6K6_PUMCO
OG0001597	sp|Q8R574|KPRB_MOUSE	tr|A0A6P6HK96|A0A6P6HK96_PUMCO
OG0001598	sp|E9PUQ8|DGKD_MOUSE	tr|A0A6P6IDG4|A0A6P6IDG4_PUMCO
OG0001598	sp|D3YXJ0|DGKH_MOUSE	tr|A0A6P6HZ02|A0A6P6HZ02_PUMCO
OG0001599	sp|P22518|CLK1_MOUSE	tr|A0A6P6GYX1|A0A6P6GYX1_PUMCO
OG0001599	sp|O35493|CLK4_MOUSE	tr|A0A6P6HYX3|A0A6P6HYX3_PUMCO
OG0001600	sp|Q61789|LAMA3_MOUSE	tr|A0A6P6IFH3|A0A6P6IFH3_PUMCO
OG0001600	sp|Q61001|LAMA5_MOUSE	tr|A0A6P6II80|A0A6P6II80_PUMCO
OG0001601	sp|Q920Q6|MSI2H_MOUSE	tr|A0A6P6HGU5|A0A6P6HGU5_PUMCO
OG0001601	sp|Q61474|MSI1H_MOUSE	tr|A0A6P6IM27|A0A6P6IM27_PUMCO
OG0001602	sp|Q8BYR5|CAPS2_MOUSE	tr|A0A6P6IAZ2|A0A6P6IAZ2_PUMCO
OG0001602	sp|Q80TJ1|CAPS1_MOUSE	tr|A0A6P6H8Z4|A0A6P6H8Z4_PUMCO
OG0001603	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A6P6HX23|A0A6P6HX23_PUMCO
OG0001603	sp|A2ARP1|VIP1_MOUSE	tr|A0A6P6HHT5|A0A6P6HHT5_PUMCO
OG0001604	sp|Q91WR8|GPX6_MOUSE	tr|A0A6P6HAR9|A0A6P6HAR9_PUMCO
OG0001604	sp|P21765|GPX5_MOUSE	tr|A0A6P6HC18|A0A6P6HC18_PUMCO
OG0001605	sp|Q921Y0|MOB1A_MOUSE	tr|A0A6P6II07|A0A6P6II07_PUMCO
OG0001605	sp|Q8BPB0|MOB1B_MOUSE	tr|A0A6P6HMX6|A0A6P6HMX6_PUMCO
OG0001606	sp|Q9DD03|RAB13_MOUSE	tr|A0A6P6H5S0|A0A6P6H5S0_PUMCO
OG0001606	sp|Q8CB87|RAB44_MOUSE	tr|A0A6P6I0P9|A0A6P6I0P9_PUMCO
OG0001607	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A6P6HFV8|A0A6P6HFV8_PUMCO
OG0001607	tr|E9PY16|E9PY16_MOUSE	tr|A0A6P6HT74|A0A6P6HT74_PUMCO
OG0001608	sp|Q8BML1|MICA2_MOUSE	tr|A0A6P6I6A6|A0A6P6I6A6_PUMCO
OG0001608	sp|Q8CJ19|MICA3_MOUSE	tr|A0A6P6ICH2|A0A6P6ICH2_PUMCO
OG0001609	sp|Q5XPT3|LARG2_MOUSE	tr|A0A6P6I781|A0A6P6I781_PUMCO
OG0001609	sp|Q9Z1M7|LARG1_MOUSE	tr|A0A6P6I502|A0A6P6I502_PUMCO
OG0001611	sp|P49443|PPM1A_MOUSE	tr|A0A6P6HK42|A0A6P6HK42_PUMCO
OG0001611	sp|P36993|PPM1B_MOUSE	tr|A0A6P6III7|A0A6P6III7_PUMCO
OG0001612	sp|Q80U58|PUM2_MOUSE	tr|A0A6P6I521|A0A6P6I521_PUMCO
OG0001612	sp|Q80U78|PUM1_MOUSE	tr|A0A6P6GYE4|A0A6P6GYE4_PUMCO
OG0001613	sp|Q8R191|SNG3_MOUSE, sp|Q9Z1L2|SNG4_MOUSE, sp|O55100|SNG1_MOUSE	tr|A0A6P6H9Y2|A0A6P6H9Y2_PUMCO
OG0001614	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A6P6I499|A0A6P6I499_PUMCO
OG0001614	sp|A2BFL2|ZY11A_MOUSE	tr|A0A6P6GWB5|A0A6P6GWB5_PUMCO
OG0001615	sp|P63013|PRRX1_MOUSE, sp|O35602|RX_MOUSE, sp|Q06348|PRRX2_MOUSE	tr|A0A6P6I1W1|A0A6P6I1W1_PUMCO
OG0001616	tr|Q6NSU2|Q6NSU2_MOUSE	tr|A0A6P6ITZ1|A0A6P6ITZ1_PUMCO
OG0001616	sp|Q9DCL8|IPP2_MOUSE	tr|A0A6P6H0K0|A0A6P6H0K0_PUMCO
OG0001617	sp|Q9EPC1|PARVA_MOUSE	tr|A0A6P6I7S5|A0A6P6I7S5_PUMCO
OG0001617	sp|Q9ES46|PARVB_MOUSE	tr|A0A6P6I2P3|A0A6P6I2P3_PUMCO
OG0001618	sp|Q80WS1|RIMKB_MOUSE	tr|A0A6P6IE62|A0A6P6IE62_PUMCO
OG0001618	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A6P6I360|A0A6P6I360_PUMCO
OG0001619	sp|Q8BIQ5|CSTF2_MOUSE	tr|A0A6P6IN19|A0A6P6IN19_PUMCO
OG0001619	sp|Q8C7E9|CSTFT_MOUSE	tr|A0A6P6H4V4|A0A6P6H4V4_PUMCO
OG0001620	sp|Q66K08|CILP1_MOUSE	tr|A0A6P6HI62|A0A6P6HI62_PUMCO
OG0001620	sp|D3Z7H8|CILP2_MOUSE	tr|A0A6P6H7H6|A0A6P6H7H6_PUMCO
OG0001621	sp|Q8VHE6|DYH5_MOUSE	tr|A0A6P6HUP0|A0A6P6HUP0_PUMCO
OG0001621	sp|Q91XQ0|DYH8_MOUSE	tr|A0A6P6I3M5|A0A6P6I3M5_PUMCO
OG0001622	sp|A2A591|KRA31_MOUSE	tr|A0A6P6HCB1|A0A6P6HCB1_PUMCO
OG0001622	sp|Q9D7P0|KRA33_MOUSE	tr|A0A6P6HCV3|A0A6P6HCV3_PUMCO
OG0001623	sp|E9Q3M5|S4A5_MOUSE	tr|A0A6P6IHH6|A0A6P6IHH6_PUMCO
OG0001623	sp|O88343|S4A4_MOUSE	tr|A0A6P6HQW6|A0A6P6HQW6_PUMCO
OG0001624	sp|Q7TSV4|PGM2_MOUSE	tr|A0A6P6HPJ6|A0A6P6HPJ6_PUMCO
OG0001624	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A6P6IA88|A0A6P6IA88_PUMCO
OG0001625	tr|B9EJL3|B9EJL3_MOUSE	tr|A0A6P6I001|A0A6P6I001_PUMCO
OG0001625	sp|Q2VIS4|FILA2_MOUSE	tr|A0A6P6H5T9|A0A6P6H5T9_PUMCO
OG0001626	sp|Q80U30|CL16A_MOUSE	tr|A0A6P6HAE0|A0A6P6HAE0_PUMCO
OG0001626	sp|Q8R1J3|ZCHC9_MOUSE	tr|A0A6P6HWZ6|A0A6P6HWZ6_PUMCO
OG0001627	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A6P6IGR1|A0A6P6IGR1_PUMCO
OG0001627	sp|E2JF22|PIEZ1_MOUSE	tr|A0A6P6HMM7|A0A6P6HMM7_PUMCO
OG0001628	sp|Q9ER41|TOR1B_MOUSE	tr|A0A6P6H0W5|A0A6P6H0W5_PUMCO
OG0001628	sp|Q9ER39|TOR1A_MOUSE	tr|A0A6P6I5D4|A0A6P6I5D4_PUMCO
OG0001629	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A6P6HVU6|A0A6P6HVU6_PUMCO
OG0001629	sp|P54869|HMCS2_MOUSE	tr|A0A6P6ISW0|A0A6P6ISW0_PUMCO
OG0001630	sp|P17125|TGFB3_MOUSE	tr|A0A6P6HGC0|A0A6P6HGC0_PUMCO
OG0001630	sp|P27090|TGFB2_MOUSE	tr|A0A6P6I915|A0A6P6I915_PUMCO
OG0001631	sp|Q68FL4|SAHH3_MOUSE	tr|A0A6P6IDN5|A0A6P6IDN5_PUMCO
OG0001631	sp|Q80SW1|SAHH2_MOUSE	tr|A0A6P6IH74|A0A6P6IH74_PUMCO
OG0001632	sp|Q8BGS1|E41L5_MOUSE	tr|A0A6P6I8U4|A0A6P6I8U4_PUMCO
OG0001632	sp|Q9JMC8|E41LB_MOUSE	tr|A0A6P6H442|A0A6P6H442_PUMCO
OG0001633	sp|Q9QZI9|SERC3_MOUSE	tr|A0A6P6INE8|A0A6P6INE8_PUMCO
OG0001633	sp|Q9QZI8|SERC1_MOUSE	tr|A0A6P6I012|A0A6P6I012_PUMCO
OG0001634	sp|O35409|FOLH1_MOUSE	tr|A0A6P6I6D5|A0A6P6I6D5_PUMCO
OG0001634	sp|Q9CZR2|NALD2_MOUSE	tr|A0A6P6I9N6|A0A6P6I9N6_PUMCO
OG0001635	sp|P63001|RAC1_MOUSE, sp|Q05144|RAC2_MOUSE, sp|P60764|RAC3_MOUSE	tr|A0A6P6HT51|A0A6P6HT51_PUMCO
OG0001636	sp|Q03358|MSX2_MOUSE	tr|A0A6P6HYF7|A0A6P6HYF7_PUMCO, tr|A0A6P6HEX3|A0A6P6HEX3_PUMCO, tr|A0A6P6HQ82|A0A6P6HQ82_PUMCO
OG0001637	tr|E9PUN6|E9PUN6_MOUSE	tr|A0A6P6H7U1|A0A6P6H7U1_PUMCO
OG0001637	sp|P59511|ATS20_MOUSE	tr|A0A6P6IEX5|A0A6P6IEX5_PUMCO
