Orthogroup	Mus_musculus	Myotis_lucifugus
OG0001160	sp|Q02384|SOS2_MOUSE	tr|G1P010|G1P010_MYOLU
OG0001160	sp|Q62245|SOS1_MOUSE	tr|G1PT16|G1PT16_MYOLU
OG0001161	sp|Q6PGB8|SMCA1_MOUSE	tr|G1QFY2|G1QFY2_MYOLU
OG0001161	sp|Q91ZW3|SMCA5_MOUSE	tr|G1NTE1|G1NTE1_MYOLU
OG0001162	tr|Q8VGC5|Q8VGC5_MOUSE, tr|F6VS78|F6VS78_MOUSE	tr|G1Q2K0|G1Q2K0_MYOLU, tr|G1QFZ1|G1QFZ1_MYOLU
OG0001163	sp|P62069|UBP46_MOUSE	tr|G1P303|G1P303_MYOLU
OG0001163	sp|Q9D9M2|UBP12_MOUSE	tr|G1P9F2|G1P9F2_MYOLU
OG0001164	sp|Q4VA61|DSCL1_MOUSE	tr|G1P7F3|G1P7F3_MYOLU
OG0001164	sp|Q9ERC8|DSCAM_MOUSE	tr|G1PF59|G1PF59_MYOLU
OG0001165	sp|Q9WVP1|AP1M2_MOUSE	tr|G1P7F6|G1P7F6_MYOLU
OG0001165	sp|P35585|AP1M1_MOUSE	tr|G1NTN0|G1NTN0_MYOLU
OG0001166	sp|Q61626|GRIK5_MOUSE	tr|G1PQJ0|G1PQJ0_MYOLU
OG0001166	sp|Q8BMF5|GRIK4_MOUSE	tr|G1PSR7|G1PSR7_MYOLU
OG0001167	sp|P02088|HBB1_MOUSE, tr|A8DUK4|A8DUK4_MOUSE, sp|P02089|HBB2_MOUSE	tr|G1QEL0|G1QEL0_MYOLU
OG0001168	sp|Q91YY2|B4GT3_MOUSE	tr|G1P2P8|G1P2P8_MYOLU, tr|G1QA34|G1QA34_MYOLU, tr|G1Q8Z0|G1Q8Z0_MYOLU
OG0001169	sp|Q9R118|HTRA1_MOUSE, sp|Q9D236|HTRA3_MOUSE, sp|A2RT60|HTRA4_MOUSE	tr|G1PHR3|G1PHR3_MYOLU
OG0001170	sp|Q7TPE5|S7A6O_MOUSE	tr|G1P5Y0|G1P5Y0_MYOLU, tr|G1Q0A6|G1Q0A6_MYOLU, tr|G1Q9N0|G1Q9N0_MYOLU
OG0001171	sp|Q9JJE7|FADS3_MOUSE, sp|Q9Z0R9|FADS2_MOUSE, sp|Q920L1|FADS1_MOUSE	tr|G1NW82|G1NW82_MYOLU
OG0001172	sp|P0DN89|T254A_MOUSE, sp|P0DN90|T254B_MOUSE, sp|P0DN91|T254C_MOUSE	tr|G1P9K2|G1P9K2_MYOLU
OG0001173	sp|Q499E0|BRNP3_MOUSE	tr|G1P1F9|G1P1F9_MYOLU
OG0001173	sp|Q6DFY8|BRNP2_MOUSE	tr|G1QD91|G1QD91_MYOLU
OG0001174	tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B621|A0A075B621_MOUSE	tr|G1PXS2|G1PXS2_MYOLU
OG0001175	sp|Q8BHM9|TM11F_MOUSE, sp|Q14C59|TM11B_MOUSE, sp|Q5S248|TM11E_MOUSE	tr|G1P1R6|G1P1R6_MYOLU
OG0001177	sp|Q8CFW1|ANO2_MOUSE	tr|G1PTK7|G1PTK7_MYOLU
OG0001177	sp|Q8BHY3|ANO1_MOUSE	tr|G1PTH9|G1PTH9_MYOLU
OG0001178	sp|Q8K2Y3|EVA1B_MOUSE, sp|Q91WM6|EVA1A_MOUSE, sp|P58659|EVA1C_MOUSE	tr|G1QAS6|G1QAS6_MYOLU
OG0001179	sp|O70228|ATP9A_MOUSE	tr|G1P8E4|G1P8E4_MYOLU
OG0001179	sp|P98195|ATP9B_MOUSE	tr|G1PGC7|G1PGC7_MYOLU
OG0001180	sp|Q9Z0V1|KCND3_MOUSE	tr|G1PEB2|G1PEB2_MYOLU
OG0001180	sp|Q9Z0V2|KCND2_MOUSE	tr|G1PGI6|G1PGI6_MYOLU
OG0001181	sp|P62960|YBOX1_MOUSE	tr|G1PN67|G1PN67_MYOLU, tr|G1QCU4|G1QCU4_MYOLU, tr|G1PZB4|G1PZB4_MYOLU
OG0001182	sp|Q8BZ39|NMUR2_MOUSE, sp|O88319|NTR1_MOUSE, sp|P70310|NTR2_MOUSE	tr|G1P3U6|G1P3U6_MYOLU
OG0001183	sp|E9Q4Z2|ACACB_MOUSE	tr|G1P779|G1P779_MYOLU
OG0001183	sp|Q5SWU9|ACACA_MOUSE	tr|G1PQT0|G1PQT0_MYOLU
OG0001184	sp|Q8CIF6|SIDT2_MOUSE	tr|G1PA03|G1PA03_MYOLU
OG0001184	sp|Q6AXF6|SIDT1_MOUSE	tr|G1P210|G1P210_MYOLU
OG0001185	sp|Q8R5C5|ACTY_MOUSE	tr|G1Q1D0|G1Q1D0_MYOLU
OG0001185	sp|P61164|ACTZ_MOUSE	tr|G1P6V4|G1P6V4_MYOLU
OG0001187	sp|Q6ZPE2|MTMR5_MOUSE	tr|G1PTN5|G1PTN5_MYOLU
OG0001187	sp|E9PXF8|MTMRD_MOUSE	tr|G1NTR4|G1NTR4_MYOLU
OG0001188	sp|P17563|SBP1_MOUSE, sp|Q63836|SBP2_MOUSE	tr|G1PRU2|G1PRU2_MYOLU, tr|G1PXQ9|G1PXQ9_MYOLU
OG0001189	tr|B7XG49|B7XG49_MOUSE	tr|G1PRF0|G1PRF0_MYOLU, tr|G1PT54|G1PT54_MYOLU, tr|G1Q5E3|G1Q5E3_MYOLU
OG0001190	sp|Q9JJZ8|CNGA3_MOUSE	tr|G1PM42|G1PM42_MYOLU
OG0001190	sp|Q62398|CNGA2_MOUSE	tr|G1P8D9|G1P8D9_MYOLU
OG0001192	sp|Q8CFA7|KLF17_MOUSE	tr|G1Q445|G1Q445_MYOLU, tr|G1Q797|G1Q797_MYOLU, tr|G1NSN0|G1NSN0_MYOLU
OG0001193	sp|A2AHJ4|BRWD3_MOUSE	tr|G1P561|G1P561_MYOLU
OG0001193	sp|Q921C3|BRWD1_MOUSE	tr|G1P6C1|G1P6C1_MYOLU
OG0001194	tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE	tr|G1PSF3|G1PSF3_MYOLU
OG0001194	sp|Q91VI7|RINI_MOUSE	tr|G1QDZ6|G1QDZ6_MYOLU
OG0001195	sp|Q9DB10|EMRE_MOUSE	tr|G1NTK3|G1NTK3_MYOLU, tr|G1Q422|G1Q422_MYOLU, tr|G1PYH6|G1PYH6_MYOLU
OG0001196	sp|Q6NS65|GPR17_MOUSE	tr|G1QDJ2|G1QDJ2_MYOLU
OG0001196	sp|Q9JJS7|P2RY4_MOUSE	tr|G1Q4N3|G1Q4N3_MYOLU
OG0001197	sp|Q9JKN6|NOVA1_MOUSE	tr|G1PV84|G1PV84_MYOLU
OG0001197	sp|A0A1W2P872|NOVA2_MOUSE	tr|G1PAM0|G1PAM0_MYOLU
OG0001198	sp|Q9D032|SSBP3_MOUSE	tr|G1PA00|G1PA00_MYOLU
OG0001198	sp|Q9CYZ8|SSBP2_MOUSE	tr|G1NWL4|G1NWL4_MYOLU
OG0001199	sp|Q8CFW7|C2D2A_MOUSE	tr|G1PDB7|G1PDB7_MYOLU
OG0001199	tr|A0A286YDU8|A0A286YDU8_MOUSE	tr|G1P7E0|G1P7E0_MYOLU
OG0001200	sp|Q8N7N5|DCAF8_MOUSE	tr|G1NV91|G1NV91_MYOLU
OG0001200	tr|A2AHY8|A2AHY8_MOUSE	tr|G1Q446|G1Q446_MYOLU
OG0001201	sp|Q8K458|PKR2_MOUSE	tr|G1P9X6|G1P9X6_MYOLU
OG0001201	sp|Q9JKL1|PKR1_MOUSE	tr|G1P0N6|G1P0N6_MYOLU
OG0001202	sp|O88485|DC1I1_MOUSE	tr|G1PND5|G1PND5_MYOLU
OG0001202	sp|O88487|DC1I2_MOUSE	tr|G1NSV9|G1NSV9_MYOLU
OG0001203	sp|Q14BI2|GRM2_MOUSE	tr|G1P2V4|G1P2V4_MYOLU
OG0001203	sp|Q9QYS2|GRM3_MOUSE	tr|G1PV98|G1PV98_MYOLU
OG0001204	tr|Q9ER67|Q9ER67_MOUSE	tr|G1PKY7|G1PKY7_MYOLU
OG0001204	tr|Q6DIC6|Q6DIC6_MOUSE	tr|G1PU89|G1PU89_MYOLU
OG0001206	sp|A2A5R2|BIG2_MOUSE	tr|G1P884|G1P884_MYOLU
OG0001206	sp|G3X9K3|BIG1_MOUSE	tr|G1PJ34|G1PJ34_MYOLU
OG0001207	sp|Q3U497|CLM7_MOUSE	tr|G1P2N1|G1P2N1_MYOLU, tr|G1QE92|G1QE92_MYOLU, tr|G1NZQ0|G1NZQ0_MYOLU
OG0001208	sp|Q91YJ5|IF2M_MOUSE	tr|G1QDV0|G1QDV0_MYOLU, tr|G1Q5G8|G1Q5G8_MYOLU, tr|G1PW14|G1PW14_MYOLU
OG0001209	sp|Q8BZA7|GPR26_MOUSE, sp|P31387|5HT5B_MOUSE, sp|P30966|5HT5A_MOUSE	tr|G1PQ04|G1PQ04_MYOLU
OG0001210	sp|Q5SRY7|FBW1B_MOUSE	tr|G1P6Q6|G1P6Q6_MYOLU
OG0001210	sp|Q3ULA2|FBW1A_MOUSE	tr|G1P3K2|G1P3K2_MYOLU
OG0001211	sp|Q7TQQ0|O1509_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE	tr|G1Q5Q8|G1Q5Q8_MYOLU
OG0001212	tr|E9Q861|E9Q861_MOUSE, tr|Q80XU5|Q80XU5_MOUSE	tr|G1PNY6|G1PNY6_MYOLU, tr|G1NSQ1|G1NSQ1_MYOLU
OG0001213	sp|Q6ZPF4|FMNL3_MOUSE	tr|G1PXS6|G1PXS6_MYOLU
OG0001213	sp|A2APV2|FMNL2_MOUSE	tr|G1PR03|G1PR03_MYOLU
OG0001214	sp|P04212|TVB4_MOUSE, tr|A0A0B4J1H4|A0A0B4J1H4_MOUSE	tr|G1PY26|G1PY26_MYOLU, tr|G1QDB9|G1QDB9_MYOLU
OG0001215	sp|Q9QWY8|ASAP1_MOUSE, sp|Q7SIG6|ASAP2_MOUSE, tr|J3KMP8|J3KMP8_MOUSE	tr|G1PCV2|G1PCV2_MYOLU
OG0001216	sp|Q8BNA6|FAT3_MOUSE	tr|G1PT37|G1PT37_MYOLU
OG0001216	tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE	tr|G1P8G2|G1P8G2_MYOLU
OG0001217	sp|Q9D6K9|CERS5_MOUSE	tr|G1P420|G1P420_MYOLU
OG0001217	sp|Q8C172|CERS6_MOUSE	tr|G1PM23|G1PM23_MYOLU
OG0001218	sp|O70583|TRI18_MOUSE	tr|G1PP87|G1PP87_MYOLU
OG0001218	sp|Q9QUS6|TRIM1_MOUSE	tr|G1PEK8|G1PEK8_MYOLU
OG0001219	sp|P80317|TCPZ_MOUSE	tr|G1PRM1|G1PRM1_MYOLU
OG0001219	sp|Q61390|TCPW_MOUSE	tr|G1PKL3|G1PKL3_MYOLU
OG0001220	sp|Q9WV60|GSK3B_MOUSE	tr|G1NYW2|G1NYW2_MYOLU
OG0001220	sp|Q2NL51|GSK3A_MOUSE	tr|G1PV13|G1PV13_MYOLU
OG0001221	sp|P31482|PA2GA_MOUSE	tr|G1Q0Q3|G1Q0Q3_MYOLU, tr|G1Q7T3|G1Q7T3_MYOLU, tr|G1QDI4|G1QDI4_MYOLU
OG0001222	tr|Q7TRA1|Q7TRA1_MOUSE, tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q8VGC6|Q8VGC6_MOUSE	tr|G1Q9A9|G1Q9A9_MYOLU
OG0001223	tr|Q9WVA7|Q9WVA7_MOUSE, sp|Q8K025|FRAT2_MOUSE, sp|P70339|FRAT1_MOUSE	tr|G1QDF2|G1QDF2_MYOLU
OG0001224	sp|Q8VC57|KCTD5_MOUSE	tr|G1PRZ6|G1PRZ6_MYOLU, tr|G1Q715|G1Q715_MYOLU, tr|G1PLF1|G1PLF1_MYOLU
OG0001225	sp|Q61329|ZFHX3_MOUSE	tr|G1PTV6|G1PTV6_MYOLU
OG0001225	sp|Q9JJN2|ZFHX4_MOUSE	tr|G1PVV8|G1PVV8_MYOLU
OG0001226	sp|Q9JIF9|MYOTI_MOUSE	tr|G1PZQ6|G1PZQ6_MYOLU, tr|G1PM61|G1PM61_MYOLU, tr|G1PFC5|G1PFC5_MYOLU
OG0001227	sp|Q5SVR0|TBC9B_MOUSE	tr|G1P3C2|G1P3C2_MYOLU
OG0001227	sp|Q3UYK3|TBCD9_MOUSE	tr|G1PE49|G1PE49_MYOLU
OG0001228	sp|Q9R1X5|MRP5_MOUSE	tr|G1PGU4|G1PGU4_MYOLU
OG0001228	sp|Q80WJ6|MRP9_MOUSE	tr|G1NYY4|G1NYY4_MYOLU
OG0001229	tr|Q6NXK9|Q6NXK9_MOUSE	tr|G1P3W9|G1P3W9_MYOLU
OG0001229	sp|P45700|MA1A1_MOUSE	tr|G1P145|G1P145_MYOLU
OG0001230	sp|Q9QZ29|IGB1B_MOUSE, sp|Q61249|IGBP1_MOUSE	tr|G1QA04|G1QA04_MYOLU, tr|G1P1T8|G1P1T8_MYOLU
OG0001231	tr|E9PZU2|E9PZU2_MOUSE, tr|K7N5X7|K7N5X7_MOUSE	tr|G1Q8K6|G1Q8K6_MYOLU, tr|G1Q5X7|G1Q5X7_MYOLU
OG0001232	sp|O88703|HCN2_MOUSE	tr|G1PD62|G1PD62_MYOLU
OG0001232	sp|O88704|HCN1_MOUSE	tr|G1PT53|G1PT53_MYOLU
OG0001234	sp|P51829|ADCY7_MOUSE	tr|G1Q898|G1Q898_MYOLU
OG0001234	sp|Q80TL1|ADCY2_MOUSE	tr|G1PMZ9|G1PMZ9_MYOLU
OG0001235	tr|Q8VGW1|Q8VGW1_MOUSE, tr|Q8VG19|Q8VG19_MOUSE	tr|L7N1V8|L7N1V8_MYOLU, tr|G1PXW4|G1PXW4_MYOLU
OG0001236	sp|Q9D300|RGF1C_MOUSE	tr|G1PD39|G1PD39_MYOLU
OG0001236	sp|Q8JZL7|RGF1B_MOUSE	tr|G1PWK7|G1PWK7_MYOLU
OG0001237	sp|Q9Z1M4|KS6B2_MOUSE	tr|G1P418|G1P418_MYOLU, tr|G1QEZ1|G1QEZ1_MYOLU, tr|G1Q7Q1|G1Q7Q1_MYOLU
OG0001238	sp|Q8R107|PRLD1_MOUSE	tr|G1P8A9|G1P8A9_MYOLU, tr|G1QFW3|G1QFW3_MYOLU, tr|G1Q0P5|G1Q0P5_MYOLU
OG0001239	tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|G1PGG8|G1PGG8_MYOLU
OG0001239	sp|Q3KNY0|IGFN1_MOUSE	tr|G1Q885|G1Q885_MYOLU
OG0001240	sp|P70404|IDHG1_MOUSE, sp|Q8BPC6|IDHG2_MOUSE	tr|G1P2G8|G1P2G8_MYOLU, tr|G1QFT9|G1QFT9_MYOLU
OG0001241	sp|O88853|GALR3_MOUSE	tr|G1QBM4|G1QBM4_MYOLU
OG0001241	sp|O88854|GALR2_MOUSE	tr|G1NV54|G1NV54_MYOLU
OG0001242	sp|P08730|K1C13_MOUSE	tr|G1PRR7|G1PRR7_MYOLU
OG0001242	sp|Q61414|K1C15_MOUSE	tr|G1Q9A4|G1Q9A4_MYOLU
OG0001244	tr|A0A0B4J1K5|A0A0B4J1K5_MOUSE	tr|G1Q102|G1Q102_MYOLU, tr|G1Q5V3|G1Q5V3_MYOLU, tr|G1Q0E8|G1Q0E8_MYOLU
OG0001245	tr|Q3UZY6|Q3UZY6_MOUSE	tr|G1PUT6|G1PUT6_MYOLU
OG0001245	tr|G3X8R7|G3X8R7_MOUSE	tr|G1PGD7|G1PGD7_MYOLU
OG0001246	sp|P35486|ODPA_MOUSE	tr|G1PLM5|G1PLM5_MYOLU
OG0001246	sp|P35487|ODPAT_MOUSE	tr|G1PQ29|G1PQ29_MYOLU
OG0001247	sp|P61979|HNRPK_MOUSE	tr|G1P5R3|G1P5R3_MYOLU, tr|G1Q4C6|G1Q4C6_MYOLU, tr|G1PYS5|G1PYS5_MYOLU
OG0001248	sp|Q8R2S8|CD177_MOUSE	tr|L7N1M0|L7N1M0_MYOLU, tr|G1PQK7|G1PQK7_MYOLU, tr|G1PK36|G1PK36_MYOLU
OG0001249	sp|D3YXK2|SAFB1_MOUSE	tr|G1NUT3|G1NUT3_MYOLU
OG0001249	sp|Q80YR5|SAFB2_MOUSE	tr|G1NUR8|G1NUR8_MYOLU
OG0001250	tr|B2RXM5|B2RXM5_MOUSE	tr|G1PLX7|G1PLX7_MYOLU
OG0001250	sp|A8Y5H7|S14L1_MOUSE	tr|G1P2N3|G1P2N3_MYOLU
OG0001251	sp|Q8BHL3|TB10B_MOUSE	tr|G1P7L6|G1P7L6_MYOLU
OG0001251	sp|P58802|TB10A_MOUSE	tr|G1NX58|G1NX58_MYOLU
OG0001252	sp|Q99JY9|ARP3_MOUSE	tr|G1P175|G1P175_MYOLU
OG0001252	sp|Q641P0|ARP3B_MOUSE	tr|G1P1W5|G1P1W5_MYOLU
OG0001253	sp|Q9WTJ8|FA50B_MOUSE, sp|Q9WV03|FA50A_MOUSE	tr|G1Q1V3|G1Q1V3_MYOLU, tr|G1QB59|G1QB59_MYOLU
OG0001254	sp|P48758|CBR1_MOUSE, tr|A0A1B0GRG8|A0A1B0GRG8_MOUSE	tr|L7N143|L7N143_MYOLU, tr|G1P4Z9|G1P4Z9_MYOLU
OG0001255	sp|Q6S5G4|CXA6_MOUSE, sp|Q9WUS4|CXA10_MOUSE, sp|P23242|CXA1_MOUSE	tr|G1PP10|G1PP10_MYOLU
OG0001256	tr|B2RUS7|B2RUS7_MOUSE	tr|G1PK88|G1PK88_MYOLU
OG0001256	sp|P70170|ABCC9_MOUSE	tr|G1P3V7|G1P3V7_MYOLU
OG0001257	tr|Q8R3P8|Q8R3P8_MOUSE, tr|Q14B01|Q14B01_MOUSE	tr|L7N1K9|L7N1K9_MYOLU, tr|G1PVF9|G1PVF9_MYOLU
OG0001258	sp|Q9ESJ0|XPO4_MOUSE	tr|G1PJT7|G1PJT7_MYOLU, tr|L7N149|L7N149_MYOLU, tr|G1Q2X2|G1Q2X2_MYOLU
OG0001259	tr|A2AF73|A2AF73_MOUSE	tr|G1QB81|G1QB81_MYOLU, tr|G1QC16|G1QC16_MYOLU, tr|G1Q1N4|G1Q1N4_MYOLU
OG0001260	sp|Q3V1H1|CKAP2_MOUSE	tr|G1QF25|G1QF25_MYOLU, tr|G1Q086|G1Q086_MYOLU, tr|G1NSK8|G1NSK8_MYOLU
OG0001262	sp|Q6NY15|TSG10_MOUSE	tr|G1NXA1|G1NXA1_MYOLU, tr|G1Q528|G1Q528_MYOLU, tr|G1QD50|G1QD50_MYOLU
OG0001263	sp|Q8BFW6|ENTP3_MOUSE, sp|Q8K0L2|ENTP8_MOUSE, sp|O55026|ENTP2_MOUSE	tr|G1QGF0|G1QGF0_MYOLU
OG0001264	sp|Q8R050|ERF3A_MOUSE	tr|G1NU42|G1NU42_MYOLU
OG0001264	sp|Q149F3|ERF3B_MOUSE	tr|G1Q6Y9|G1Q6Y9_MYOLU
OG0001265	sp|Q9CXT8|MPPB_MOUSE, sp|Q9DC61|MPPA_MOUSE	tr|G1P7V3|G1P7V3_MYOLU, tr|G1PC85|G1PC85_MYOLU
OG0001266	sp|Q9Z1A9|TBCD8_MOUSE	tr|G1NY14|G1NY14_MYOLU
OG0001266	sp|A3KGB4|TBC8B_MOUSE	tr|G1PAE9|G1PAE9_MYOLU
OG0001267	sp|Q6NZF1|ZC11A_MOUSE	tr|G1PMC2|G1PMC2_MYOLU, tr|G1QAM1|G1QAM1_MYOLU, tr|G1QF21|G1QF21_MYOLU
OG0001268	sp|P02340|P53_MOUSE	tr|G1Q8T5|G1Q8T5_MYOLU, tr|G1PZ51|G1PZ51_MYOLU, tr|L7N1B2|L7N1B2_MYOLU
OG0001269	sp|Q4VA55|PWP3B_MOUSE	tr|G1PBJ3|G1PBJ3_MYOLU, tr|L7N1Q6|L7N1Q6_MYOLU, tr|G1QCW3|G1QCW3_MYOLU
OG0001270	sp|Q9JLR1|S61A2_MOUSE	tr|G1PFY2|G1PFY2_MYOLU
OG0001270	sp|P61620|S61A1_MOUSE	tr|G1P1Z7|G1P1Z7_MYOLU
OG0001271	sp|Q9WUU6|HNF4G_MOUSE	tr|G1P1G4|G1P1G4_MYOLU
OG0001271	sp|P49698|HNF4A_MOUSE	tr|G1NUH4|G1NUH4_MYOLU
OG0001272	tr|Q8VFL0|Q8VFL0_MOUSE	tr|G1PTY7|G1PTY7_MYOLU
OG0001272	sp|Q8VGR9|O1044_MOUSE	tr|G1PTI6|G1PTI6_MYOLU
OG0001273	sp|Q9ER10|BSSP4_MOUSE, sp|Q9QUL7|TRYG1_MOUSE, sp|Q8BJR6|PRS27_MOUSE	tr|G1PKM1|G1PKM1_MYOLU
OG0001274	tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF74|Q8VF74_MOUSE, tr|Q8VF73|Q8VF73_MOUSE	tr|G1Q497|G1Q497_MYOLU
OG0001275	sp|P97360|ETV6_MOUSE	tr|G1QD36|G1QD36_MYOLU, tr|G1NUA6|G1NUA6_MYOLU, tr|G1PHH4|G1PHH4_MYOLU
OG0001276	sp|Q6NXH3|GPBP1_MOUSE	tr|G1QDD4|G1QDD4_MYOLU, tr|G1PYC2|G1PYC2_MYOLU, tr|G1P9C0|G1P9C0_MYOLU
OG0001277	tr|G3X972|G3X972_MOUSE	tr|G1PL87|G1PL87_MYOLU
OG0001277	tr|Q6NXL1|Q6NXL1_MOUSE	tr|G1P860|G1P860_MYOLU
OG0001278	sp|Q8CFI0|NED4L_MOUSE	tr|G1P3M4|G1P3M4_MYOLU
OG0001278	sp|P46935|NEDD4_MOUSE	tr|G1P6S7|G1P6S7_MYOLU
OG0001279	tr|Q9R0K2|Q9R0K2_MOUSE	tr|G1PZB9|G1PZB9_MYOLU, tr|G1PX83|G1PX83_MYOLU, tr|G1PEH3|G1PEH3_MYOLU
OG0001280	sp|Q8C1W1|VASH1_MOUSE	tr|G1PCH7|G1PCH7_MYOLU
OG0001280	sp|Q8C5G2|VASH2_MOUSE	tr|G1NXR3|G1NXR3_MYOLU
OG0001281	sp|Q922B1|MACD1_MOUSE	tr|G1P843|G1P843_MYOLU
OG0001281	sp|Q3UYG8|MACD2_MOUSE	tr|G1PM13|G1PM13_MYOLU
OG0001282	sp|Q9D7U6|CLD22_MOUSE, tr|D3YXJ9|D3YXJ9_MOUSE	tr|G1NZT9|G1NZT9_MYOLU, tr|G1NZU2|G1NZU2_MYOLU
OG0001283	sp|P70458|IPSP_MOUSE	tr|G1Q8A3|G1Q8A3_MYOLU, tr|G1P7W8|G1P7W8_MYOLU, tr|G1QCZ6|G1QCZ6_MYOLU
OG0001284	sp|P83510|TNIK_MOUSE	tr|G1PU47|G1PU47_MYOLU
OG0001284	sp|P97820|M4K4_MOUSE	tr|G1P5F9|G1P5F9_MYOLU
OG0001285	sp|Q9QXK3|COPG2_MOUSE	tr|G1QF36|G1QF36_MYOLU
OG0001285	sp|Q9QZE5|COPG1_MOUSE	tr|G1PKS1|G1PKS1_MYOLU
OG0001286	sp|P10598|CASB_MOUSE	tr|G1NWD4|G1NWD4_MYOLU, tr|G1PFR2|G1PFR2_MYOLU, tr|G1PPP3|G1PPP3_MYOLU
OG0001287	sp|Q03963|E2AK2_MOUSE	tr|G1Q7A6|G1Q7A6_MYOLU, tr|G1QD47|G1QD47_MYOLU, tr|G1P0C3|G1P0C3_MYOLU
OG0001288	sp|Q9Z1E4|GYS1_MOUSE	tr|G1PDD8|G1PDD8_MYOLU
OG0001288	sp|Q8VCB3|GYS2_MOUSE	tr|G1P5H2|G1P5H2_MYOLU
OG0001289	sp|Q61555|FBN2_MOUSE	tr|G1PBK9|G1PBK9_MYOLU
OG0001289	sp|Q61554|FBN1_MOUSE	tr|G1P849|G1P849_MYOLU
OG0001290	sp|Q9CSN1|SNW1_MOUSE	tr|G1P4A0|G1P4A0_MYOLU, tr|G1PZA2|G1PZA2_MYOLU, tr|G1Q6Z5|G1Q6Z5_MYOLU
OG0001291	sp|P97350|PKP1_MOUSE, sp|Q9QY23|PKP3_MOUSE, tr|Q9CQ73|Q9CQ73_MOUSE	tr|G1NW15|G1NW15_MYOLU
OG0001292	sp|P15209|NTRK2_MOUSE	tr|G1PVC8|G1PVC8_MYOLU
OG0001292	sp|Q3UFB7|NTRK1_MOUSE	tr|G1PG23|G1PG23_MYOLU
OG0001293	sp|Q8VDY9|CAAP1_MOUSE	tr|G1PWH9|G1PWH9_MYOLU, tr|G1Q7U8|G1Q7U8_MYOLU, tr|G1Q145|G1Q145_MYOLU
OG0001294	sp|Q8BQS5|PAQR2_MOUSE	tr|G1NXC5|G1NXC5_MYOLU, tr|G1Q2X6|G1Q2X6_MYOLU, tr|G1Q3H7|G1Q3H7_MYOLU
OG0001295	sp|P21107|TPM3_MOUSE	tr|G1PMJ7|G1PMJ7_MYOLU, tr|G1P8B2|G1P8B2_MYOLU, tr|G1PU01|G1PU01_MYOLU
OG0001296	sp|P48964|MPIP1_MOUSE	tr|G1PRG1|G1PRG1_MYOLU, tr|G1QF81|G1QF81_MYOLU, tr|G1PHU0|G1PHU0_MYOLU
OG0001297	sp|P54841|MAFB_MOUSE, sp|P54843|MAF_MOUSE, sp|Q8CF90|MAFA_MOUSE	tr|G1NZ75|G1NZ75_MYOLU
OG0001298	sp|P55850|DSC3_MOUSE	tr|G1PYN5|G1PYN5_MYOLU
OG0001298	sp|P55292|DSC2_MOUSE	tr|G1P7N3|G1P7N3_MYOLU
OG0001299	tr|Q8VGX7|Q8VGX7_MOUSE, tr|Q8VH14|Q8VH14_MOUSE	tr|G1QF09|G1QF09_MYOLU, tr|G1Q717|G1Q717_MYOLU
OG0001300	sp|P51943|CCNA2_MOUSE	tr|G1P444|G1P444_MYOLU, tr|L7N1K2|L7N1K2_MYOLU, tr|G1Q980|G1Q980_MYOLU
OG0001301	sp|Q9QXP7|C1QT1_MOUSE	tr|G1PMA8|G1PMA8_MYOLU
OG0001301	sp|Q6IR41|C1QT6_MOUSE	tr|G1NSM3|G1NSM3_MYOLU
OG0001302	sp|Q99MI1|RB6I2_MOUSE	tr|G1PB75|G1PB75_MYOLU
OG0001302	sp|Q6PH08|ERC2_MOUSE	tr|G1PK13|G1PK13_MYOLU
OG0001303	sp|Q9DBB4|NAA16_MOUSE	tr|G1P1V8|G1P1V8_MYOLU
OG0001303	sp|Q80UM3|NAA15_MOUSE	tr|G1PCX3|G1PCX3_MYOLU
OG0001304	sp|P62509|ERR3_MOUSE	tr|G1P3R9|G1P3R9_MYOLU
OG0001304	sp|Q61539|ERR2_MOUSE	tr|G1PPZ5|G1PPZ5_MYOLU
OG0001305	tr|G5E8C2|G5E8C2_MOUSE, tr|E9PYD7|E9PYD7_MOUSE	tr|G1PW12|G1PW12_MYOLU, tr|G1QF62|G1QF62_MYOLU
OG0001306	tr|Q80ZX0|Q80ZX0_MOUSE	tr|G1PGZ2|G1PGZ2_MYOLU
OG0001306	sp|Q3U2P1|SC24A_MOUSE	tr|G1PN32|G1PN32_MYOLU
OG0001307	sp|Q8BUN9|NCKX2_MOUSE	tr|G1PXE6|G1PXE6_MYOLU
OG0001307	sp|Q91WD8|NCKX1_MOUSE	tr|G1PRJ2|G1PRJ2_MYOLU
OG0001308	sp|Q99MD6|TRXR3_MOUSE	tr|G1PAC4|G1PAC4_MYOLU
OG0001308	sp|Q9JMH6|TRXR1_MOUSE	tr|G1P4G1|G1P4G1_MYOLU
