Orthogroup	Mus_musculus	Macaca_nemestrina
OG0002147	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A2K6AY34|A0A2K6AY34_MACNE, tr|A0A2K6B3D8|A0A2K6B3D8_MACNE
OG0002148	tr|Q3UQH6|Q3UQH6_MOUSE, sp|Q8BLG2|LPAR4_MOUSE	tr|A0A2K6B3U1|A0A2K6B3U1_MACNE
OG0002149	tr|A2A9Q9|A2A9Q9_MOUSE, tr|Q14AN0|Q14AN0_MOUSE	tr|A0A2K6BF42|A0A2K6BF42_MACNE
OG0002150	sp|P68040|RACK1_MOUSE	tr|A0A2K6C4Y2|A0A2K6C4Y2_MACNE, tr|A0A2K6CCK3|A0A2K6CCK3_MACNE
OG0002151	sp|A2AB59|RHG27_MOUSE	tr|A0A2K6CR26|A0A2K6CR26_MACNE, tr|A0A2K6DN09|A0A2K6DN09_MACNE
OG0002152	sp|P14097|CCL4_MOUSE	tr|A0A2K6DDL5|A0A2K6DDL5_MACNE, tr|A0A2K6BQ83|A0A2K6BQ83_MACNE
OG0002153	sp|Q52KG4|ZBT45_MOUSE	tr|A0A2K6DGH3|A0A2K6DGH3_MACNE, tr|A0A2K6E5U7|A0A2K6E5U7_MACNE
OG0002154	sp|Q8JZS9|RM48_MOUSE	tr|A0A2K6E0Z7|A0A2K6E0Z7_MACNE, tr|A0A2K6C807|A0A2K6C807_MACNE
OG0002155	sp|Q9CQL5|RM18_MOUSE	tr|A0A2K6EC11|A0A2K6EC11_MACNE, tr|A0A2K6E8Q7|A0A2K6E8Q7_MACNE
OG0002156	sp|Q9DB20|ATPO_MOUSE	tr|A0A2K6DRB0|A0A2K6DRB0_MACNE, tr|A0A2K6ARJ3|A0A2K6ARJ3_MACNE
OG0002157	sp|P63163|RSMN_MOUSE	tr|A0A2K6B5Y0|A0A2K6B5Y0_MACNE, tr|A0A2K6BSD0|A0A2K6BSD0_MACNE
OG0002158	tr|Q58A37|Q58A37_MOUSE, sp|Q8BRU4|CLC9A_MOUSE	tr|A0A2K6B6D2|A0A2K6B6D2_MACNE
OG0002159	sp|Q9R0U0|SRS10_MOUSE	tr|A0A2K6DLX4|A0A2K6DLX4_MACNE, tr|A0A2K6BPS6|A0A2K6BPS6_MACNE
OG0002160	sp|Q3TC72|FAHD2_MOUSE	tr|A0A2K6BGP7|A0A2K6BGP7_MACNE, tr|A0A2K6BQ64|A0A2K6BQ64_MACNE
OG0002161	sp|P97762|RP9_MOUSE	tr|A0A2K6CHK4|A0A2K6CHK4_MACNE, tr|A0A2K6E3N2|A0A2K6E3N2_MACNE
OG0002162	sp|P35545|UBIM_MOUSE	tr|A0A2K6DRU2|A0A2K6DRU2_MACNE, tr|A0A2K6CUN2|A0A2K6CUN2_MACNE
OG0002163	sp|Q9CY25|MIS12_MOUSE	tr|A0A2K6B184|A0A2K6B184_MACNE, tr|A0A2K6CZ30|A0A2K6CZ30_MACNE
OG0002164	sp|Q64674|SPEE_MOUSE	tr|A0A2K6D3Z0|A0A2K6D3Z0_MACNE, tr|A0A2K6BI63|A0A2K6BI63_MACNE
OG0002165	tr|D3Z7A8|D3Z7A8_MOUSE, tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE	tr|A0A2K6BJT7|A0A2K6BJT7_MACNE
OG0002166	sp|Q2VLH6|C163A_MOUSE	tr|A0A2K6BTA1|A0A2K6BTA1_MACNE, tr|A0A2K6DLA6|A0A2K6DLA6_MACNE
OG0002167	sp|P40237|CD82_MOUSE	tr|A0A2K6BUG8|A0A2K6BUG8_MACNE, tr|A0A2K6CPF4|A0A2K6CPF4_MACNE
OG0002169	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A2K6D6E0|A0A2K6D6E0_MACNE, tr|A0A2K6CTB7|A0A2K6CTB7_MACNE
OG0002170	sp|O35682|MYADM_MOUSE	tr|A0A2K6AX09|A0A2K6AX09_MACNE, tr|A0A2K6ASD9|A0A2K6ASD9_MACNE
OG0002172	sp|P49070|CAMLG_MOUSE	tr|A0A2K6CXF4|A0A2K6CXF4_MACNE, tr|A0A2K6D0Q4|A0A2K6D0Q4_MACNE
OG0002173	sp|P70296|PEBP1_MOUSE	tr|A0A2K6E0D9|A0A2K6E0D9_MACNE, tr|A0A2K6API6|A0A2K6API6_MACNE
OG0002174	sp|P84104|SRSF3_MOUSE	tr|A0A2K6D1V0|A0A2K6D1V0_MACNE, tr|A0A2K6E7V6|A0A2K6E7V6_MACNE
OG0002175	sp|Q9QXS1|PLEC_MOUSE, sp|Q8R0W0|EPIPL_MOUSE	tr|A0A2K6ATL0|A0A2K6ATL0_MACNE
OG0002176	sp|Q9DB77|QCR2_MOUSE	tr|A0A2K6BEA7|A0A2K6BEA7_MACNE, tr|A0A2K6AWH1|A0A2K6AWH1_MACNE
OG0002177	sp|Q8CI33|C19L1_MOUSE	tr|A0A2K6CQ38|A0A2K6CQ38_MACNE, tr|A0A2K6B6B9|A0A2K6B6B9_MACNE
OG0002178	sp|P20263|PO5F1_MOUSE, sp|Q9DAC9|PO5F2_MOUSE	tr|A0A2K6CT55|A0A2K6CT55_MACNE
OG0002179	sp|P46660|AINX_MOUSE	tr|A0A2K6C9D5|A0A2K6C9D5_MACNE, tr|A0A2K6DWL8|A0A2K6DWL8_MACNE
OG0002180	sp|Q8CFV9|RIFK_MOUSE	tr|A0A2K6CMS3|A0A2K6CMS3_MACNE, tr|A0A2K6CSC2|A0A2K6CSC2_MACNE
OG0002181	sp|Q99J10|CTU1_MOUSE	tr|A0A2K6DAI2|A0A2K6DAI2_MACNE, tr|A0A2K6DSI4|A0A2K6DSI4_MACNE
OG0002182	sp|Q8BTI8|SRRM2_MOUSE, sp|Q80WV7|SRRM3_MOUSE	tr|A0A2K6DU89|A0A2K6DU89_MACNE
OG0002183	sp|Q8BUD0|GPR4_MOUSE, sp|Q61038|PSYR_MOUSE	tr|A0A2K6AN93|A0A2K6AN93_MACNE
OG0002184	sp|Q3U1G5|I20L2_MOUSE	tr|A0A2K6AQ39|A0A2K6AQ39_MACNE, tr|A0A2K6D275|A0A2K6D275_MACNE
OG0002185	sp|Q8CG16|C1RA_MOUSE, sp|Q8CFG9|C1RB_MOUSE	tr|A0A2K6AQM4|A0A2K6AQM4_MACNE
OG0002186	sp|Q3UP87|ELNE_MOUSE	tr|A0A2K6C855|A0A2K6C855_MACNE, tr|A0A2K6B299|A0A2K6B299_MACNE
OG0002187	tr|M0QWB7|M0QWB7_MOUSE, sp|Q9JJR7|ASCL3_MOUSE	tr|A0A2K6BAW2|A0A2K6BAW2_MACNE
OG0002188	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A2K6DZ99|A0A2K6DZ99_MACNE, tr|A0A2K6CH96|A0A2K6CH96_MACNE
OG0002189	sp|Q8K2B3|SDHA_MOUSE	tr|A0A2K6B7Z7|A0A2K6B7Z7_MACNE, tr|A0A2K6D380|A0A2K6D380_MACNE
OG0002190	sp|F2Z461|HERC6_MOUSE	tr|A0A2K6DZR2|A0A2K6DZR2_MACNE, tr|A0A2K6DEK5|A0A2K6DEK5_MACNE
OG0002191	sp|Q9EQC0|CHST1_MOUSE, sp|O88199|CHST3_MOUSE	tr|A0A2K6DJZ3|A0A2K6DJZ3_MACNE
OG0002192	sp|Q02284|5HT1F_MOUSE	tr|A0A2K6APE2|A0A2K6APE2_MACNE, tr|A0A2K6AMM1|A0A2K6AMM1_MACNE
OG0002193	sp|Q80V62|FACD2_MOUSE	tr|A0A2K6DQV3|A0A2K6DQV3_MACNE, tr|A0A2K6AWE1|A0A2K6AWE1_MACNE
OG0002194	sp|Q99N92|RM27_MOUSE	tr|A0A2K6AZ33|A0A2K6AZ33_MACNE, tr|A0A2K6AYF8|A0A2K6AYF8_MACNE
OG0002195	sp|Q91X56|S1PR5_MOUSE, sp|O08530|S1PR1_MOUSE	tr|A0A2K6AZY1|A0A2K6AZY1_MACNE
OG0002196	sp|Q60809|CNOT7_MOUSE	tr|A0A2K6CZ58|A0A2K6CZ58_MACNE, tr|A0A2K6BTC8|A0A2K6BTC8_MACNE
OG0002197	sp|Q8BH10|ORAI2_MOUSE, sp|Q8BWG9|CRCM1_MOUSE	tr|A0A2K6AMG3|A0A2K6AMG3_MACNE
OG0002198	sp|Q6PDM2|SRSF1_MOUSE	tr|A0A2K6B5G8|A0A2K6B5G8_MACNE, tr|A0A2K6AWA9|A0A2K6AWA9_MACNE
OG0002199	sp|P16563|CRIS2_MOUSE	tr|A0A2K6BMW4|A0A2K6BMW4_MACNE, tr|A0A2K6CKD5|A0A2K6CKD5_MACNE
OG0002200	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A2K6DR72|A0A2K6DR72_MACNE, tr|A0A2K6DAC4|A0A2K6DAC4_MACNE
OG0002201	sp|Q6SKR2|N6MT1_MOUSE	tr|A0A2K6BTS2|A0A2K6BTS2_MACNE, tr|A0A2K6DVJ9|A0A2K6DVJ9_MACNE
OG0002202	sp|Q3TP92|CNEP1_MOUSE	tr|A0A2K6E6J0|A0A2K6E6J0_MACNE, tr|A0A2K6BHC8|A0A2K6BHC8_MACNE
OG0002203	sp|P55271|CDN2B_MOUSE	tr|A0A2K6DK91|A0A2K6DK91_MACNE, tr|A0A2K6E961|A0A2K6E961_MACNE
OG0002204	sp|P49681|NPBW1_MOUSE	tr|A0A2K6C7P5|A0A2K6C7P5_MACNE, tr|A0A2K6APZ6|A0A2K6APZ6_MACNE
OG0002205	sp|P17918|PCNA_MOUSE	tr|A0A2K6EAR3|A0A2K6EAR3_MACNE, tr|A0A2K6BWI6|A0A2K6BWI6_MACNE
OG0002206	sp|O70201|BIRC5_MOUSE	tr|A0A2K6ASN6|A0A2K6ASN6_MACNE, tr|A0A2K6EBW0|A0A2K6EBW0_MACNE
OG0002207	sp|Q8K2F8|LS14A_MOUSE	tr|A0A2K6ED39|A0A2K6ED39_MACNE, tr|A0A2K6D9E0|A0A2K6D9E0_MACNE
OG0002208	sp|Q920V1|B3GL1_MOUSE, sp|Q9JI67|B3GT5_MOUSE	tr|A0A2K6B9G5|A0A2K6B9G5_MACNE
OG0002209	tr|Q3V2J9|Q3V2J9_MOUSE	tr|A0A2K6DMV8|A0A2K6DMV8_MACNE, tr|A0A2K6BQ38|A0A2K6BQ38_MACNE
OG0002210	sp|O70491|STRA6_MOUSE, sp|Q9DBN1|STR6L_MOUSE	tr|A0A2K6CMD5|A0A2K6CMD5_MACNE
OG0002211	sp|Q3UUX7|CD046_MOUSE	tr|A0A2K6C2R7|A0A2K6C2R7_MACNE, tr|A0A2K6CTU2|A0A2K6CTU2_MACNE
OG0002212	sp|Q8BGW0|THMS1_MOUSE, sp|Q9CU24|THMS3_MOUSE	tr|A0A2K6B1L9|A0A2K6B1L9_MACNE
OG0002213	sp|Q3TBW2|RM10_MOUSE	tr|A0A2K6DY82|A0A2K6DY82_MACNE, tr|A0A2K6BP98|A0A2K6BP98_MACNE
OG0002214	sp|P80560|PTPR2_MOUSE	sp|O02695|PTPR2_MACNE, tr|A0A2K6BYH4|A0A2K6BYH4_MACNE
OG0002215	sp|Q91ZI8|IOD3_MOUSE, sp|Q61153|IOD1_MOUSE	tr|A0A2K6CDE5|A0A2K6CDE5_MACNE
OG0002216	sp|Q9Z2Q2|KNOP1_MOUSE	tr|A0A2K6BI08|A0A2K6BI08_MACNE, tr|A0A2K6DVT9|A0A2K6DVT9_MACNE
OG0002217	sp|P10637|TAU_MOUSE	tr|A0A2K6D8K3|A0A2K6D8K3_MACNE, tr|A0A2K6DYD6|A0A2K6DYD6_MACNE
OG0002218	sp|Q9WVA3|BUB3_MOUSE	tr|A0A2K6AUJ7|A0A2K6AUJ7_MACNE, tr|A0A2K6ALZ8|A0A2K6ALZ8_MACNE
OG0002219	tr|E9Q545|E9Q545_MOUSE	tr|A0A2K6AN43|A0A2K6AN43_MACNE, tr|A0A2K6B7I5|A0A2K6B7I5_MACNE
OG0002220	sp|Q99KL7|RAB28_MOUSE	tr|A0A2K6DA86|A0A2K6DA86_MACNE, tr|A0A2K6B9H8|A0A2K6B9H8_MACNE
OG0002221	sp|Q8C0N1|KIF2B_MOUSE, sp|P28740|KIF2A_MOUSE	tr|A0A2K6BPL4|A0A2K6BPL4_MACNE
OG0002222	sp|P19783|COX41_MOUSE	tr|A0A2K6BWR9|A0A2K6BWR9_MACNE, tr|A0A2K6BPS0|A0A2K6BPS0_MACNE
OG0002223	sp|O70138|MMP8_MOUSE	tr|A0A2K6CDT1|A0A2K6CDT1_MACNE, tr|A0A2K6BTR8|A0A2K6BTR8_MACNE
OG0002224	tr|Q7TS19|Q7TS19_MOUSE	tr|A0A2K6CLK5|A0A2K6CLK5_MACNE, tr|A0A2K6BW20|A0A2K6BW20_MACNE
OG0002225	sp|Q8BU11|TOX4_MOUSE	tr|A0A2K6CTC7|A0A2K6CTC7_MACNE, tr|A0A2K6ECN7|A0A2K6ECN7_MACNE
OG0002226	sp|P28028|BRAF_MOUSE	tr|A0A2K6B2M6|A0A2K6B2M6_MACNE, tr|A0A2K6BY92|A0A2K6BY92_MACNE
OG0002227	tr|E9Q050|E9Q050_MOUSE	tr|A0A2K6B5R0|A0A2K6B5R0_MACNE, tr|A0A2K6E5J6|A0A2K6E5J6_MACNE
OG0002228	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A2K6DDJ2|A0A2K6DDJ2_MACNE, tr|A0A2K6BZ10|A0A2K6BZ10_MACNE
OG0002229	sp|Q9Z120|TRMB_MOUSE	tr|A0A2K6CT32|A0A2K6CT32_MACNE, tr|A0A2K6BJE1|A0A2K6BJE1_MACNE
OG0002230	tr|A0A571BD42|A0A571BD42_MOUSE, sp|Q7M6U3|TEX14_MOUSE	tr|A0A2K6CZ66|A0A2K6CZ66_MACNE
OG0002231	sp|O35491|CLK2_MOUSE	tr|A0A2K6BR12|A0A2K6BR12_MACNE, tr|A0A2K6DZ53|A0A2K6DZ53_MACNE
OG0002232	tr|Q99PB1|Q99PB1_MOUSE, sp|Q9CPR8|NSE3_MOUSE	tr|A0A2K6AMH0|A0A2K6AMH0_MACNE
OG0002233	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A2K6APJ7|A0A2K6APJ7_MACNE, tr|A0A2K6DX63|A0A2K6DX63_MACNE
OG0002234	sp|P0CC03|ST6B1_MOUSE, tr|B7ZWN4|B7ZWN4_MOUSE	tr|A0A2K6AY27|A0A2K6AY27_MACNE
OG0002235	sp|Q8BM55|TM214_MOUSE	tr|A0A2K6AY71|A0A2K6AY71_MACNE, tr|A0A2K6BSS4|A0A2K6BSS4_MACNE
OG0002236	sp|Q2LKU9|NLR1A_MOUSE, sp|A1Z198|NL1B2_MOUSE	tr|A0A2K6C932|A0A2K6C932_MACNE
OG0002237	sp|P52651|RHOX5_MOUSE, sp|O35137|ALX4_MOUSE	tr|A0A2K6CVM9|A0A2K6CVM9_MACNE
OG0002238	tr|A2A6P4|A2A6P4_MOUSE	tr|A0A2K6AMU2|A0A2K6AMU2_MACNE, tr|A0A2K6DAL4|A0A2K6DAL4_MACNE
OG0002239	sp|Q9CPW4|ARPC5_MOUSE	tr|A0A2K6EAH4|A0A2K6EAH4_MACNE, tr|A0A2K6E6Y0|A0A2K6E6Y0_MACNE
OG0002240	tr|Q14B01|Q14B01_MOUSE, tr|Q8R3P8|Q8R3P8_MOUSE	tr|A0A2K6AYK4|A0A2K6AYK4_MACNE
OG0002241	sp|Q6P3D7|SPIC_MOUSE	tr|A0A2K6BFM2|A0A2K6BFM2_MACNE, tr|A0A2K6DN63|A0A2K6DN63_MACNE
OG0002242	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A2K6BY10|A0A2K6BY10_MACNE, tr|A0A2K6DBQ2|A0A2K6DBQ2_MACNE
OG0002243	sp|Q8K2H1|PPHLN_MOUSE, tr|Q9CZ70|Q9CZ70_MOUSE	tr|A0A2K6CNN0|A0A2K6CNN0_MACNE
OG0002244	sp|A2ARP9|CTSR2_MOUSE	tr|A0A2K6DMS8|A0A2K6DMS8_MACNE, tr|A0A2K6CXG7|A0A2K6CXG7_MACNE
OG0002245	sp|P70196|TRAF6_MOUSE	tr|A0A2K6DR01|A0A2K6DR01_MACNE, tr|A0A2K6BKS9|A0A2K6BKS9_MACNE
OG0002246	sp|Q9D8U8|SNX5_MOUSE	tr|A0A2K6E634|A0A2K6E634_MACNE, tr|A0A2K6DNA7|A0A2K6DNA7_MACNE
OG0002247	sp|P97324|G6PD2_MOUSE, sp|Q00612|G6PD1_MOUSE	tr|A0A2K6BS02|A0A2K6BS02_MACNE
OG0002248	sp|Q9JJR8|TMM9B_MOUSE	tr|A0A2K6C8C8|A0A2K6C8C8_MACNE, tr|A0A2K6CY48|A0A2K6CY48_MACNE
OG0002249	sp|Q9DAH1|SCP2D_MOUSE, sp|P51660|DHB4_MOUSE	tr|A0A2K6CDJ7|A0A2K6CDJ7_MACNE
OG0002250	sp|Q9EQH3|VPS35_MOUSE	tr|A0A2K6B679|A0A2K6B679_MACNE, tr|A0A2K6D3C5|A0A2K6D3C5_MACNE
OG0002251	sp|Q9DCI9|RM32_MOUSE	tr|A0A2K6DTB7|A0A2K6DTB7_MACNE, tr|A0A2K6DX64|A0A2K6DX64_MACNE
OG0002252	sp|P17515|CXL10_MOUSE	tr|A0A2K6EDJ8|A0A2K6EDJ8_MACNE, sp|Q865F5|CXL10_MACNE
OG0002255	sp|O08573|LEG9_MOUSE	tr|A0A2K6BJG2|A0A2K6BJG2_MACNE, tr|A0A2K6CJR7|A0A2K6CJR7_MACNE
OG0002256	tr|F6ZGD5|F6ZGD5_MOUSE, tr|B7ZP21|B7ZP21_MOUSE	tr|A0A2K6D0A7|A0A2K6D0A7_MACNE
OG0002257	sp|Q91WQ5|TAF5L_MOUSE	tr|A0A2K6DGK0|A0A2K6DGK0_MACNE, tr|A0A2K6BF33|A0A2K6BF33_MACNE
OG0002258	sp|P62830|RL23_MOUSE	tr|A0A2K6DIW9|A0A2K6DIW9_MACNE, tr|A0A2K6CQK4|A0A2K6CQK4_MACNE
OG0002260	sp|Q9Z0W1|TNR16_MOUSE, sp|Q8CJ26|NRADD_MOUSE	tr|A0A2K6DZM4|A0A2K6DZM4_MACNE
OG0002261	tr|Q3V061|Q3V061_MOUSE, sp|Q61510|TRI25_MOUSE	tr|A0A2K6E4E5|A0A2K6E4E5_MACNE
OG0002262	sp|P10749|IL1B_MOUSE	sp|P51493|IL1B_MACNE, tr|A0A2K6DC85|A0A2K6DC85_MACNE
OG0002263	sp|D3Z6Q9|BIN2_MOUSE	tr|A0A2K6BH80|A0A2K6BH80_MACNE, tr|A0A2K6CZT6|A0A2K6CZT6_MACNE
OG0002264	sp|Q33DR2|DPS1_MOUSE	tr|A0A2K6C354|A0A2K6C354_MACNE, tr|A0A2K6CK50|A0A2K6CK50_MACNE
OG0002265	sp|Q99LS1|MMAD_MOUSE	tr|A0A2K6DXC9|A0A2K6DXC9_MACNE, tr|A0A2K6CTF3|A0A2K6CTF3_MACNE
OG0002266	sp|Q64521|GPDM_MOUSE	tr|A0A2K6C254|A0A2K6C254_MACNE, tr|A0A2K6E1X8|A0A2K6E1X8_MACNE
OG0002267	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A2K6E342|A0A2K6E342_MACNE, tr|A0A2K6CC56|A0A2K6CC56_MACNE
OG0002268	sp|Q8BUZ3|TIGD4_MOUSE	tr|A0A2K6AYD8|A0A2K6AYD8_MACNE, tr|A0A2K6B7Y8|A0A2K6B7Y8_MACNE
OG0002269	sp|Q8VI94|OASL1_MOUSE, sp|Q9Z2F2|OASL2_MOUSE	tr|A0A2K6BGF8|A0A2K6BGF8_MACNE
OG0002271	sp|Q9D0W5|PPIL1_MOUSE	tr|A0A2K6CSM1|A0A2K6CSM1_MACNE, tr|A0A2K6BXB1|A0A2K6BXB1_MACNE
OG0002272	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A2K6ECK8|A0A2K6ECK8_MACNE, tr|A0A2K6AVH2|A0A2K6AVH2_MACNE
OG0002273	sp|Q8VI38|GBGT1_MOUSE, sp|P38649|BGAT_MOUSE	tr|A0A2K6BKQ7|A0A2K6BKQ7_MACNE
OG0002274	tr|A0A087WPH8|A0A087WPH8_MOUSE	tr|A0A2K6AN01|A0A2K6AN01_MACNE, tr|A0A2K6CZK7|A0A2K6CZK7_MACNE
OG0002275	sp|Q91VI7|RINI_MOUSE, tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE	tr|A0A2K6D1U7|A0A2K6D1U7_MACNE
OG0002276	sp|Q8R395|COMD5_MOUSE	tr|A0A2K6DBW3|A0A2K6DBW3_MACNE, tr|A0A2K6ASX3|A0A2K6ASX3_MACNE
OG0002277	sp|Q9WTX5|SKP1_MOUSE	tr|A0A2K6E217|A0A2K6E217_MACNE, tr|A0A2K6BZV8|A0A2K6BZV8_MACNE
OG0002278	sp|Q9CQ71|RFA3_MOUSE	tr|A0A2K6E6W6|A0A2K6E6W6_MACNE, tr|A0A2K6BRU7|A0A2K6BRU7_MACNE
OG0002280	sp|O54929|WSB2_MOUSE	tr|A0A2K6BWV3|A0A2K6BWV3_MACNE, tr|A0A2K6AT79|A0A2K6AT79_MACNE
OG0002281	sp|Q6NXY9|RPC7_MOUSE	tr|A0A2K6EB71|A0A2K6EB71_MACNE, tr|A0A2K6BGT1|A0A2K6BGT1_MACNE
OG0002282	sp|Q921G6|LRCH4_MOUSE	tr|A0A2K6BZD0|A0A2K6BZD0_MACNE, tr|A0A2K6BHH2|A0A2K6BHH2_MACNE
OG0002283	sp|P43024|CX6A1_MOUSE	tr|A0A2K6CTG0|A0A2K6CTG0_MACNE, tr|A0A2K6DDU4|A0A2K6DDU4_MACNE
OG0002284	sp|A2ASA8|IPIL1_MOUSE, sp|Q3TNL8|IPRI_MOUSE	tr|A0A2K6D1R6|A0A2K6D1R6_MACNE
OG0002285	sp|Q8K211|COPT1_MOUSE	tr|A0A2K6E818|A0A2K6E818_MACNE, tr|A0A2K6DVK2|A0A2K6DVK2_MACNE
OG0002286	sp|P07356|ANXA2_MOUSE	tr|A0A2K6DWE2|A0A2K6DWE2_MACNE, tr|A0A2K6B7W0|A0A2K6B7W0_MACNE
OG0002287	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A2K6AV05|A0A2K6AV05_MACNE, tr|A0A2K6EB76|A0A2K6EB76_MACNE
OG0002288	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A2K6C787|A0A2K6C787_MACNE, tr|A0A2K6AYJ2|A0A2K6AYJ2_MACNE
OG0002289	sp|P17439|GBA1_MOUSE	tr|A0A2K6B2T2|A0A2K6B2T2_MACNE, tr|A0A2K6BSN1|A0A2K6BSN1_MACNE
OG0002290	sp|Q9DB70|FUND1_MOUSE	tr|A0A2K6E509|A0A2K6E509_MACNE, tr|A0A2K6DE65|A0A2K6DE65_MACNE
OG0002291	sp|P56380|AP4A_MOUSE	tr|A0A2K6ALK7|A0A2K6ALK7_MACNE, tr|A0A2K6BN74|A0A2K6BN74_MACNE
OG0002292	sp|Q8BWW4|LARP4_MOUSE	tr|A0A2K6CYD9|A0A2K6CYD9_MACNE, tr|A0A2K6CE07|A0A2K6CE07_MACNE
OG0002293	sp|Q8VH51|RBM39_MOUSE	tr|A0A2K6DSU0|A0A2K6DSU0_MACNE, tr|A0A2K6DE08|A0A2K6DE08_MACNE
OG0002294	sp|Q8CHY6|P66A_MOUSE	tr|A0A2K6DXT8|A0A2K6DXT8_MACNE, tr|A0A2K6DHC9|A0A2K6DHC9_MACNE
OG0002295	sp|Q9D7U6|CLD22_MOUSE, tr|D3YXJ9|D3YXJ9_MOUSE	tr|A0A2K6DU28|A0A2K6DU28_MACNE
OG0002296	sp|Q9QZK2|BCAR3_MOUSE	tr|A0A2K6DXR7|A0A2K6DXR7_MACNE, tr|A0A2K6D5W9|A0A2K6D5W9_MACNE
OG0002297	sp|Q8VD00|SGMR2_MOUSE	tr|A0A2K6ARA0|A0A2K6ARA0_MACNE, tr|A0A2K6DZG5|A0A2K6DZG5_MACNE
OG0002298	sp|O09043|NAPSA_MOUSE	tr|A0A2K6CYI4|A0A2K6CYI4_MACNE, tr|A0A2K6AZY3|A0A2K6AZY3_MACNE
OG0002299	sp|Q8R2I3|DFB35_MOUSE, sp|Q8K4N3|DFB12_MOUSE	tr|A0A2K6BDH9|A0A2K6BDH9_MACNE
OG0002300	sp|Q9Z223|MOC2B_MOUSE	tr|A0A2K6D1G9|A0A2K6D1G9_MACNE, tr|A0A2K6BM89|A0A2K6BM89_MACNE
OG0002301	sp|Q60989|XIAP_MOUSE	tr|A0A2K6CST8|A0A2K6CST8_MACNE, tr|A0A2K6BK61|A0A2K6BK61_MACNE
OG0002302	sp|Q9D123|TM219_MOUSE	tr|A0A2K6DB46|A0A2K6DB46_MACNE, tr|A0A2K6C960|A0A2K6C960_MACNE
OG0002303	sp|B1AZP2|DLGP4_MOUSE	tr|A0A2K6DRJ0|A0A2K6DRJ0_MACNE, tr|A0A2K6DJ02|A0A2K6DJ02_MACNE
OG0002304	sp|Q9CZ44|NSF1C_MOUSE	tr|A0A2K6D0Z1|A0A2K6D0Z1_MACNE, tr|A0A2K6ECA9|A0A2K6ECA9_MACNE
OG0002305	sp|Q8R197|SAST_MOUSE	tr|A0A2K6APT9|A0A2K6APT9_MACNE, tr|A0A2K6ARY5|A0A2K6ARY5_MACNE
OG0002306	sp|Q569Z6|TR150_MOUSE	tr|A0A2K6AY47|A0A2K6AY47_MACNE, tr|A0A2K6DUA7|A0A2K6DUA7_MACNE
OG0002307	sp|Q61809|LRRN1_MOUSE, sp|Q8CBC6|LRRN3_MOUSE	tr|A0A2K6B026|A0A2K6B026_MACNE
OG0002308	tr|E9Q0B5|E9Q0B5_MOUSE, tr|E9PVG8|E9PVG8_MOUSE	tr|A0A2K6BKH1|A0A2K6BKH1_MACNE
OG0002309	sp|Q9WUQ2|PREB_MOUSE	tr|A0A2K6DLT7|A0A2K6DLT7_MACNE, tr|A0A2K6BTZ9|A0A2K6BTZ9_MACNE
OG0002310	sp|Q8R2M2|TDIF2_MOUSE	tr|A0A2K6C8Z4|A0A2K6C8Z4_MACNE, tr|A0A2K6DMW8|A0A2K6DMW8_MACNE
OG0002312	sp|P20108|PRDX3_MOUSE	tr|A0A2K6E053|A0A2K6E053_MACNE, tr|A0A2K6AZR4|A0A2K6AZR4_MACNE
OG0002313	sp|Q68FD5|CLH1_MOUSE	tr|A0A2K6B2Q2|A0A2K6B2Q2_MACNE, tr|A0A2K6DKG9|A0A2K6DKG9_MACNE
OG0002314	sp|Q925I1|ATAD3_MOUSE	tr|A0A2K6B580|A0A2K6B580_MACNE, tr|A0A2K6CFN9|A0A2K6CFN9_MACNE
OG0002315	sp|Q812F3|HYAL5_MOUSE, sp|P48794|HYALP_MOUSE	tr|A0A2K6CD61|A0A2K6CD61_MACNE
OG0002316	sp|Q8K2Y7|RM47_MOUSE	tr|A0A2K6DWV7|A0A2K6DWV7_MACNE, tr|A0A2K6AMK4|A0A2K6AMK4_MACNE
OG0002317	sp|Q9CQ76|NEPN_MOUSE, sp|Q6RKD8|FLRT1_MOUSE	tr|A0A2K6AXI0|A0A2K6AXI0_MACNE
OG0002318	sp|Q9Z0H0|CDC7_MOUSE	tr|A0A2K6B3J4|A0A2K6B3J4_MACNE, tr|A0A2K6DUT6|A0A2K6DUT6_MACNE
OG0002319	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A2K6B9X3|A0A2K6B9X3_MACNE, tr|A0A2K6DX65|A0A2K6DX65_MACNE
OG0002320	sp|P06745|G6PI_MOUSE	tr|A0A2K6C0C2|A0A2K6C0C2_MACNE, tr|A0A2K6BJ77|A0A2K6BJ77_MACNE
