Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0000503	sp|Q9Z185|PADI1_MOUSE	tr|A0A6J2LPJ6|A0A6J2LPJ6_9CHIR
OG0000504	sp|Q3V0K9|PLSI_MOUSE	tr|A0A6J2L3M3|A0A6J2L3M3_9CHIR
OG0000504	sp|Q61233|PLSL_MOUSE	tr|A0A6J2MYE7|A0A6J2MYE7_9CHIR
OG0000504	sp|Q99K51|PLST_MOUSE	tr|A0A7E6D0G8|A0A7E6D0G8_9CHIR
OG0000505	sp|Q91Z31|PTBP2_MOUSE	tr|A0A6J2KUZ4|A0A6J2KUZ4_9CHIR
OG0000505	sp|Q8BHD7|PTBP3_MOUSE	tr|A0A7E6DG51|A0A7E6DG51_9CHIR
OG0000505	sp|P17225|PTBP1_MOUSE	tr|A0A6J2MBG8|A0A6J2MBG8_9CHIR
OG0000506	sp|O55143|AT2A2_MOUSE	tr|A0A6J2MW64|A0A6J2MW64_9CHIR
OG0000506	sp|Q8R429|AT2A1_MOUSE	tr|A0A6J2L5Y4|A0A6J2L5Y4_9CHIR
OG0000506	sp|Q64518|AT2A3_MOUSE	tr|A0A7E6EDL6|A0A7E6EDL6_9CHIR
OG0000507	tr|Q8VG19|Q8VG19_MOUSE	tr|A0A6J2M051|A0A6J2M051_9CHIR
OG0000507	tr|Q8VGW1|Q8VGW1_MOUSE, tr|B9EHE6|B9EHE6_MOUSE, tr|Q8VG78|Q8VG78_MOUSE	tr|A0A6J2M3W7|A0A6J2M3W7_9CHIR
OG0000508	sp|P26043|RADI_MOUSE	tr|A0A7E6E0E5|A0A7E6E0E5_9CHIR
OG0000508	sp|P26040|EZRI_MOUSE	tr|A0A6J2LFV0|A0A6J2LFV0_9CHIR
OG0000508	sp|P26041|MOES_MOUSE	tr|A0A6J2MF53|A0A6J2MF53_9CHIR
OG0000509	sp|P51676|CC1L1_MOUSE, sp|P51675|CCR1_MOUSE	tr|A0A6J2M347|A0A6J2M347_9CHIR, tr|A0A6J2M4Q1|A0A6J2M4Q1_9CHIR
OG0000509	sp|P51678|CCR3_MOUSE	tr|A0A7E6E5S0|A0A7E6E5S0_9CHIR
OG0000510	tr|Q7TR55|Q7TR55_MOUSE	tr|A0A6J2KXG6|A0A6J2KXG6_9CHIR, tr|A0A6J2L0R6|A0A6J2L0R6_9CHIR, tr|A0A6J2KXF0|A0A6J2KXF0_9CHIR, tr|A0A6J2L0T7|A0A6J2L0T7_9CHIR, tr|A0A6J2KXF8|A0A6J2KXF8_9CHIR
OG0000511	sp|Q91ZQ1|PDE6C_MOUSE	tr|A0A6J2LN25|A0A6J2LN25_9CHIR
OG0000511	sp|P23440|PDE6B_MOUSE	tr|A0A6J2KYB9|A0A6J2KYB9_9CHIR
OG0000511	sp|P27664|PDE6A_MOUSE	tr|A0A7E6CV17|A0A7E6CV17_9CHIR
OG0000512	sp|P35846|FOLR1_MOUSE	tr|A0A7E6E0F0|A0A7E6E0F0_9CHIR, tr|A0A6J2LYK1|A0A6J2LYK1_9CHIR
OG0000512	sp|Q05685|FOLR2_MOUSE	tr|A0A6J2M434|A0A6J2M434_9CHIR, tr|A0A6J2LZP8|A0A6J2LZP8_9CHIR
OG0000513	sp|Q8K0T7|UN13C_MOUSE	tr|A0A6J2L6R6|A0A6J2L6R6_9CHIR
OG0000513	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A7E6DFJ9|A0A7E6DFJ9_9CHIR
OG0000513	sp|Q4KUS2|UN13A_MOUSE	tr|A0A6J2M8J4|A0A6J2M8J4_9CHIR
OG0000514	tr|E9Q519|E9Q519_MOUSE	tr|A0A6J2LXH1|A0A6J2LXH1_9CHIR, tr|A0A6J2LSD7|A0A6J2LSD7_9CHIR, tr|A0A6J2M2M6|A0A6J2M2M6_9CHIR
OG0000514	tr|E9Q518|E9Q518_MOUSE	tr|A0A6J2LXX0|A0A6J2LXX0_9CHIR
OG0000515	sp|Q76HP3|T132D_MOUSE	tr|A0A6J2KZG2|A0A6J2KZG2_9CHIR
OG0000515	tr|F7BAB2|F7BAB2_MOUSE	tr|A0A7E6CUV4|A0A7E6CUV4_9CHIR
OG0000515	sp|Q8CEF9|T132C_MOUSE	tr|A0A7E6CXL9|A0A7E6CXL9_9CHIR
OG0000516	sp|P34927|ASGR1_MOUSE	tr|A0A6J2NBW4|A0A6J2NBW4_9CHIR, tr|A0A7E6EG75|A0A7E6EG75_9CHIR, tr|A0A7E6EBN3|A0A7E6EBN3_9CHIR, tr|A0A7E6ECH6|A0A7E6ECH6_9CHIR, tr|A0A7E6EDB7|A0A7E6EDB7_9CHIR
OG0000517	sp|Q91Z69|SRGP1_MOUSE	tr|A0A6J2N9C1|A0A6J2N9C1_9CHIR
OG0000517	sp|Q91Z67|SRGP2_MOUSE	tr|A0A6J2N435|A0A6J2N435_9CHIR
OG0000517	sp|Q812A2|SRGP3_MOUSE	tr|A0A6J2M401|A0A6J2M401_9CHIR
OG0000518	sp|O88174|MCP_MOUSE	tr|A0A6J2N4U9|A0A6J2N4U9_9CHIR, tr|A0A6J2N342|A0A6J2N342_9CHIR, tr|A0A7E6CX43|A0A7E6CX43_9CHIR, tr|A0A7E6CXR2|A0A7E6CXR2_9CHIR, tr|A0A7E6CXL7|A0A7E6CXL7_9CHIR
OG0000519	sp|P51881|ADT2_MOUSE	tr|A0A6J2MG35|A0A6J2MG35_9CHIR
OG0000519	sp|P48962|ADT1_MOUSE	tr|A0A7E6CIE3|A0A7E6CIE3_9CHIR, tr|A0A6J2KWG1|A0A6J2KWG1_9CHIR, tr|A0A6J2MSX0|A0A6J2MSX0_9CHIR
OG0000520	sp|Q8BG84|LAIR1_MOUSE	tr|A0A6J2N4V3|A0A6J2N4V3_9CHIR, tr|A0A7E6CNN5|A0A7E6CNN5_9CHIR, tr|A0A7E6CRD6|A0A7E6CRD6_9CHIR, tr|A0A7E6CNW0|A0A7E6CNW0_9CHIR, tr|A0A7E6CR23|A0A7E6CR23_9CHIR
OG0000521	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A6J2MSL6|A0A6J2MSL6_9CHIR, tr|A0A6J2MR07|A0A6J2MR07_9CHIR, tr|A0A6J2MVQ2|A0A6J2MVQ2_9CHIR, tr|A0A6J2MVR0|A0A6J2MVR0_9CHIR, tr|A0A6J2MQZ2|A0A6J2MQZ2_9CHIR
OG0000522	tr|Q8VF28|Q8VF28_MOUSE, tr|Q7TRR7|Q7TRR7_MOUSE	tr|A0A6J2LTQ2|A0A6J2LTQ2_9CHIR, tr|A0A6J2LUK2|A0A6J2LUK2_9CHIR, tr|A0A7E6DXK6|A0A7E6DXK6_9CHIR, tr|A0A6J2M4P6|A0A6J2M4P6_9CHIR
OG0000523	sp|Q920G9|GMCL1_MOUSE	tr|A0A6J2MGT3|A0A6J2MGT3_9CHIR, tr|A0A6J2MII5|A0A6J2MII5_9CHIR, tr|A0A7E6CZ27|A0A7E6CZ27_9CHIR, tr|A0A7E6CZW5|A0A7E6CZW5_9CHIR, tr|A0A6J2M1A2|A0A6J2M1A2_9CHIR
OG0000524	sp|P25444|RS2_MOUSE	tr|A0A7E6DQ98|A0A7E6DQ98_9CHIR, tr|A0A7E6CVC1|A0A7E6CVC1_9CHIR, tr|A0A7E6DK75|A0A7E6DK75_9CHIR, tr|A0A7E6D190|A0A7E6D190_9CHIR, tr|A0A6J2LYY6|A0A6J2LYY6_9CHIR
OG0000525	sp|Q9CZM2|RL15_MOUSE	tr|A0A6J2M7F1|A0A6J2M7F1_9CHIR, tr|A0A6J2N3T4|A0A6J2N3T4_9CHIR, tr|A0A7E6DS21|A0A7E6DS21_9CHIR, tr|A0A6J2MML5|A0A6J2MML5_9CHIR, tr|A0A7E6DW61|A0A7E6DW61_9CHIR
OG0000526	sp|O09167|RL21_MOUSE	tr|A0A6J2L0I9|A0A6J2L0I9_9CHIR, tr|A0A7E6DNL4|A0A7E6DNL4_9CHIR, tr|A0A7E6DIC2|A0A7E6DIC2_9CHIR, tr|A0A7E6D2Q1|A0A7E6D2Q1_9CHIR, tr|A0A7E6CG84|A0A7E6CG84_9CHIR
OG0000527	sp|O08573|LEG9_MOUSE	tr|A0A6J2MGQ3|A0A6J2MGQ3_9CHIR, tr|A0A6J2M8C0|A0A6J2M8C0_9CHIR, tr|A0A6J2M9R0|A0A6J2M9R0_9CHIR, tr|A0A7E6ECZ9|A0A7E6ECZ9_9CHIR, tr|A0A6J2MD30|A0A6J2MD30_9CHIR
OG0000538	sp|P10889|CXCL2_MOUSE, sp|Q6W5C0|CXCL3_MOUSE	tr|A0A6J2L2S6|A0A6J2L2S6_9CHIR, tr|A0A6J2L544|A0A6J2L544_9CHIR, tr|A0A7E6DG01|A0A7E6DG01_9CHIR
OG0000540	tr|Q6UKZ0|Q6UKZ0_MOUSE, tr|G3X9V8|G3X9V8_MOUSE, tr|Q9D1Q5|Q9D1Q5_MOUSE, tr|A2RSF9|A2RSF9_MOUSE	tr|A0A6J2MMK2|A0A6J2MMK2_9CHIR
OG0000541	tr|E9PYY2|E9PYY2_MOUSE, tr|E9Q7C5|E9Q7C5_MOUSE, tr|E9PV96|E9PV96_MOUSE, tr|K7N6B2|K7N6B2_MOUSE	tr|A0A6J2LXK6|A0A6J2LXK6_9CHIR
OG0000542	sp|Q9CQX8|KGD4_MOUSE	tr|A0A7E6E8D5|A0A7E6E8D5_9CHIR, tr|A0A6J2LWN6|A0A6J2LWN6_9CHIR, tr|A0A7E6CH34|A0A7E6CH34_9CHIR, tr|A0A7E6D9A9|A0A7E6D9A9_9CHIR
OG0000543	sp|P00186|CP1A2_MOUSE	tr|A0A7E6CR30|A0A7E6CR30_9CHIR
OG0000543	sp|P00184|CP1A1_MOUSE	tr|A0A6J2KYF9|A0A6J2KYF9_9CHIR, tr|A0A6J2L3W2|A0A6J2L3W2_9CHIR
OG0000544	sp|Q8VIF2|PRS42_MOUSE	tr|A0A7E6E4M5|A0A7E6E4M5_9CHIR
OG0000544	sp|Q76HL1|PRS43_MOUSE, sp|Q402U7|PRS44_MOUSE	tr|A0A7E6E7Z3|A0A7E6E7Z3_9CHIR
OG0000546	tr|Q8VF02|Q8VF02_MOUSE	tr|A0A6J2M5I2|A0A6J2M5I2_9CHIR
OG0000546	tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE	tr|A0A6J2LWF8|A0A6J2LWF8_9CHIR, tr|A0A6J2M041|A0A6J2M041_9CHIR
OG0000547	sp|Q64467|G3PT_MOUSE, tr|S4R1W1|S4R1W1_MOUSE, sp|P16858|G3P_MOUSE, tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE	tr|A0A6J2N7X6|A0A6J2N7X6_9CHIR
OG0000550	sp|Q9QXH4|ITAX_MOUSE	tr|A0A7E6D9N1|A0A7E6D9N1_9CHIR
OG0000550	sp|Q3V0T4|ITAD_MOUSE, sp|P05555|ITAM_MOUSE	tr|A0A6J2LRU7|A0A6J2LRU7_9CHIR
OG0000551	sp|Q8K1H9|OBP2A_MOUSE, tr|A2BHR0|A2BHR0_MOUSE, sp|Q62472|VNS2_MOUSE	tr|A0A7E6DH76|A0A7E6DH76_9CHIR, tr|A0A7E6DAN6|A0A7E6DAN6_9CHIR
OG0000552	tr|Q8C6G0|Q8C6G0_MOUSE, sp|Q8VC49|IF27B_MOUSE, sp|Q8R412|IF27A_MOUSE	tr|A0A6J2LA41|A0A6J2LA41_9CHIR, tr|A0A6J2L8C0|A0A6J2L8C0_9CHIR
OG0000553	sp|Q8JZQ5|AOC1_MOUSE, tr|Q6WIZ7|Q6WIZ7_MOUSE, tr|E9Q745|E9Q745_MOUSE, tr|Q6IMK7|Q6IMK7_MOUSE	tr|A0A7E6CJ76|A0A7E6CJ76_9CHIR
OG0000554	sp|Q0VBL1|TIGD2_MOUSE	tr|A0A6J2L852|A0A6J2L852_9CHIR, tr|A0A6J2KSR7|A0A6J2KSR7_9CHIR, tr|A0A7E6CQQ8|A0A7E6CQQ8_9CHIR, tr|A0A7E6CRA9|A0A7E6CRA9_9CHIR
OG0000555	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A6J2MU54|A0A6J2MU54_9CHIR
OG0000555	sp|Q60764|MKRN3_MOUSE	tr|A0A7E6DHL0|A0A7E6DHL0_9CHIR, tr|A0A6J2KRN3|A0A6J2KRN3_9CHIR
OG0000557	tr|Q9JLI2|Q9JLI2_MOUSE	tr|A0A6J2MC19|A0A6J2MC19_9CHIR
OG0000557	sp|Q61245|COBA1_MOUSE	tr|A0A7E6DH29|A0A7E6DH29_9CHIR, tr|A0A7E6CV52|A0A7E6CV52_9CHIR
OG0000558	sp|Q9D454|CX049_MOUSE, tr|A0A668KLC8|A0A668KLC8_MOUSE, tr|A0A1B0GR91|A0A1B0GR91_MOUSE, tr|E9Q4Y8|E9Q4Y8_MOUSE	tr|A0A7E6CZS7|A0A7E6CZS7_9CHIR
OG0000561	sp|Q9CQQ7|AT5F1_MOUSE	tr|A0A6J2KU35|A0A6J2KU35_9CHIR, tr|A0A7E6CE51|A0A7E6CE51_9CHIR, tr|A0A7E6E3D9|A0A7E6E3D9_9CHIR, tr|A0A7E6CGJ0|A0A7E6CGJ0_9CHIR
OG0000562	sp|Q9Z0R6|ITSN2_MOUSE	tr|A0A6J2LSQ1|A0A6J2LSQ1_9CHIR
OG0000562	sp|Q9Z0R4|ITSN1_MOUSE	tr|A0A6J2KWY1|A0A6J2KWY1_9CHIR, tr|A0A7E6DM50|A0A7E6DM50_9CHIR
OG0000564	sp|Q80VQ0|AL3B1_MOUSE, sp|E9Q3E1|AL3B2_MOUSE, sp|J3QMK6|AL3B3_MOUSE	tr|A0A6J2LX51|A0A6J2LX51_9CHIR, tr|A0A7E6E3R2|A0A7E6E3R2_9CHIR
OG0000565	sp|Q5QGU6|RTP3_MOUSE	tr|A0A6J2M2Z9|A0A6J2M2Z9_9CHIR
OG0000565	sp|Q9ER80|RTP4_MOUSE	tr|A0A6J2NF60|A0A6J2NF60_9CHIR, tr|A0A7E6D358|A0A7E6D358_9CHIR
OG0000566	tr|Q8VF31|Q8VF31_MOUSE, tr|Q8VF30|Q8VF30_MOUSE, tr|Q924H8|Q924H8_MOUSE	tr|A0A6J2MP60|A0A6J2MP60_9CHIR, tr|A0A6J2MVM5|A0A6J2MVM5_9CHIR
OG0000567	sp|P86449|TR43C_MOUSE, sp|P86448|TR43B_MOUSE, sp|Q3TL54|TR43A_MOUSE	tr|A0A6J2LWC7|A0A6J2LWC7_9CHIR, tr|A0A6J2LXW0|A0A6J2LXW0_9CHIR
OG0000569	sp|Q3TBD2|HMHA1_MOUSE	tr|A0A7E6E8L7|A0A7E6E8L7_9CHIR
OG0000569	sp|Q6PGG2|GMIP_MOUSE, sp|Q8CGF1|RHG29_MOUSE	tr|A0A7E6DWW4|A0A7E6DWW4_9CHIR
OG0000570	tr|E9Q3K0|E9Q3K0_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE, tr|E9Q6D3|E9Q6D3_MOUSE, tr|Q9D496|Q9D496_MOUSE	tr|A0A7E6CTL4|A0A7E6CTL4_9CHIR
OG0000571	sp|P50295|ARY2_MOUSE, sp|P50296|ARY3_MOUSE, sp|P50294|ARY1_MOUSE	tr|A0A6J2MSF0|A0A6J2MSF0_9CHIR, tr|A0A6J2MSL8|A0A6J2MSL8_9CHIR
OG0000572	sp|P10630|IF4A2_MOUSE	tr|A0A6J2L2Y7|A0A6J2L2Y7_9CHIR
OG0000572	sp|P60843|IF4A1_MOUSE	tr|A0A6J2NDW0|A0A6J2NDW0_9CHIR, tr|A0A7E6E0V1|A0A7E6E0V1_9CHIR
OG0000573	sp|Q3V050|S47A2_MOUSE	tr|A0A7E6EBV0|A0A7E6EBV0_9CHIR, tr|A0A6J2NFB8|A0A6J2NFB8_9CHIR
OG0000573	sp|Q8K0H1|S47A1_MOUSE	tr|A0A6J2NEZ4|A0A6J2NEZ4_9CHIR
OG0000574	tr|Q924X8|Q924X8_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q8VGY1|Q8VGY1_MOUSE	tr|A0A6J2M4L5|A0A6J2M4L5_9CHIR
OG0000576	sp|Q9QXA6|BAT1_MOUSE, tr|Q50E62|Q50E62_MOUSE, sp|Q91WN3|S7A13_MOUSE, tr|Q8VIE6|Q8VIE6_MOUSE	tr|A0A6J2N2F6|A0A6J2N2F6_9CHIR
OG0000578	tr|Q497M6|Q497M6_MOUSE, tr|O55179|O55179_MOUSE, sp|Q07440|B2LA1_MOUSE, tr|Q0P538|Q0P538_MOUSE	tr|A0A6J2KSP3|A0A6J2KSP3_9CHIR
OG0000580	tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE	tr|A0A6J2M3G2|A0A6J2M3G2_9CHIR, tr|A0A6J2M3C7|A0A6J2M3C7_9CHIR, tr|A0A6J2LZM9|A0A6J2LZM9_9CHIR
OG0000581	sp|Q8R0A5|TCAL3_MOUSE, tr|Q9DB24|Q9DB24_MOUSE, sp|Q8CCT4|TCAL5_MOUSE	tr|A0A7E6CZ81|A0A7E6CZ81_9CHIR, tr|A0A6J2MMJ5|A0A6J2MMJ5_9CHIR
OG0000582	tr|E9Q564|E9Q564_MOUSE, tr|Q8VGZ2|Q8VGZ2_MOUSE, tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE	tr|A0A6J2M446|A0A6J2M446_9CHIR
OG0000583	sp|Q9D154|ILEUA_MOUSE, sp|Q8VHP7|ILEUB_MOUSE, sp|Q5SV42|ILEUC_MOUSE	tr|A0A7E6DTK5|A0A7E6DTK5_9CHIR, tr|A0A7E6DU21|A0A7E6DU21_9CHIR
OG0000584	sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE	tr|A0A6J2N2G8|A0A6J2N2G8_9CHIR, tr|A0A6J2N1L7|A0A6J2N1L7_9CHIR, tr|A0A6J2MVE8|A0A6J2MVE8_9CHIR
OG0000585	sp|Q8R4T9|UT2_MOUSE	tr|A0A7E6CD95|A0A7E6CD95_9CHIR
OG0000585	sp|Q8VHL0|UT1_MOUSE	tr|A0A6J2ML44|A0A6J2ML44_9CHIR, tr|A0A7E6CFN3|A0A7E6CFN3_9CHIR
OG0000586	sp|Q5SWP3|NACAD_MOUSE	tr|A0A6J2L0X0|A0A6J2L0X0_9CHIR
OG0000586	sp|P70670|NACAM_MOUSE	tr|A0A7E6E8X6|A0A7E6E8X6_9CHIR, tr|A0A7E6CN10|A0A7E6CN10_9CHIR
OG0000587	tr|I6XKQ3|I6XKQ3_MOUSE, sp|Q5IBH6|SPE4A_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE	tr|A0A6J2KV05|A0A6J2KV05_9CHIR, tr|A0A7E6CNX9|A0A7E6CNX9_9CHIR
OG0000590	sp|P56475|GBRR1_MOUSE	tr|A0A6J2LEE4|A0A6J2LEE4_9CHIR
OG0000590	tr|B2RXA8|B2RXA8_MOUSE, sp|P56476|GBRR2_MOUSE	tr|A0A6J2LFG0|A0A6J2LFG0_9CHIR
OG0000591	sp|Q99MR0|ACL6B_MOUSE	tr|A0A6J2M4F1|A0A6J2M4F1_9CHIR
OG0000591	sp|Q9Z2N8|ACL6A_MOUSE	tr|A0A6J2KZM2|A0A6J2KZM2_9CHIR, tr|A0A6J2NCS4|A0A6J2NCS4_9CHIR
OG0000593	tr|E9QA35|E9QA35_MOUSE, tr|E9QA57|E9QA57_MOUSE, tr|E9Q5W2|E9Q5W2_MOUSE, tr|E9QAF1|E9QAF1_MOUSE	tr|A0A6J2L3H2|A0A6J2L3H2_9CHIR
OG0000594	sp|Q62095|DDX3Y_MOUSE	tr|A0A6J2KVV6|A0A6J2KVV6_9CHIR
OG0000594	sp|P16381|DDX3L_MOUSE, sp|Q62167|DDX3X_MOUSE	tr|A0A6J2MJ22|A0A6J2MJ22_9CHIR
OG0000595	tr|E9Q7P1|E9Q7P1_MOUSE	tr|A0A7E6E932|A0A7E6E932_9CHIR
OG0000595	sp|Q05722|CO9A1_MOUSE	tr|A0A7E6DM12|A0A7E6DM12_9CHIR, tr|A0A7E6E8G8|A0A7E6E8G8_9CHIR
OG0000596	tr|Q8VFJ7|Q8VFJ7_MOUSE, tr|A2ASV2|A2ASV2_MOUSE, tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE	tr|A0A6J2LYE2|A0A6J2LYE2_9CHIR
OG0000597	sp|Q91XE0|GLYAT_MOUSE	tr|A0A6J2M1Q8|A0A6J2M1Q8_9CHIR, tr|A0A7E6E2V9|A0A7E6E2V9_9CHIR
OG0000597	sp|Q5FW57|GLYAL_MOUSE	tr|A0A6J2M0E8|A0A6J2M0E8_9CHIR
OG0000598	sp|Q80X95|RRAGA_MOUSE	tr|A0A6J2LSC1|A0A6J2LSC1_9CHIR
OG0000598	sp|Q6NTA4|RRAGB_MOUSE	tr|A0A6J2MBR1|A0A6J2MBR1_9CHIR, tr|A0A6J2MJA1|A0A6J2MJA1_9CHIR
OG0000600	sp|Q9WUB3|PYGM_MOUSE	tr|A0A6J2LZI8|A0A6J2LZI8_9CHIR
OG0000600	sp|Q8CI94|PYGB_MOUSE, sp|Q9ET01|PYGL_MOUSE	tr|A0A6J2L1R3|A0A6J2L1R3_9CHIR
OG0000601	sp|Q148W0|AT8B1_MOUSE	tr|A0A7E6CIM2|A0A7E6CIM2_9CHIR
OG0000601	sp|Q6UQ17|AT8B3_MOUSE	tr|A0A7E6EH30|A0A7E6EH30_9CHIR, tr|A0A7E6E9R6|A0A7E6E9R6_9CHIR
OG0000602	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A6J2MNU2|A0A6J2MNU2_9CHIR
OG0000602	sp|Q8BGX1|PED1B_MOUSE	tr|A0A6J2LET0|A0A6J2LET0_9CHIR, tr|A0A7E6D9U6|A0A7E6D9U6_9CHIR
OG0000604	sp|Q3UH53|SDK1_MOUSE	tr|A0A6J2MSF1|A0A6J2MSF1_9CHIR, tr|A0A7E6CRN3|A0A7E6CRN3_9CHIR
OG0000604	sp|Q6V4S5|SDK2_MOUSE	tr|A0A6J2MGQ8|A0A6J2MGQ8_9CHIR
OG0000605	sp|O88799|ZAN_MOUSE	tr|A0A7E6D9K8|A0A7E6D9K8_9CHIR
OG0000605	tr|E9PVG8|E9PVG8_MOUSE, tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A6J2N1Z9|A0A6J2N1Z9_9CHIR
OG0000606	sp|Q9JL95|PRG3_MOUSE, sp|Q61878|PRG2_MOUSE	tr|A0A6J2LUZ4|A0A6J2LUZ4_9CHIR, tr|A0A6J2LXZ1|A0A6J2LXZ1_9CHIR, tr|A0A6J2LSW8|A0A6J2LSW8_9CHIR
OG0000608	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A6J2MRL2|A0A6J2MRL2_9CHIR
OG0000608	sp|A2A432|CUL4B_MOUSE	tr|A0A7E6D8G3|A0A7E6D8G3_9CHIR, tr|A0A7E6D0H1|A0A7E6D0H1_9CHIR
OG0000609	sp|Q91YI4|ARRB2_MOUSE	tr|A0A7E6EBS0|A0A7E6EBS0_9CHIR
OG0000609	sp|Q9EQP6|ARRC_MOUSE, sp|Q8BWG8|ARRB1_MOUSE	tr|A0A6J2M0A4|A0A6J2M0A4_9CHIR
OG0000610	tr|G3X9P9|G3X9P9_MOUSE, tr|D3Z741|D3Z741_MOUSE, tr|E9PXF3|E9PXF3_MOUSE, sp|Q91ZX6|SENP2_MOUSE	tr|A0A7E6D364|A0A7E6D364_9CHIR
OG0000612	sp|Q62377|U2AFM_MOUSE, sp|Q64707|U2AFL_MOUSE	tr|A0A6J2KXX6|A0A6J2KXX6_9CHIR, tr|A0A6J2L3M0|A0A6J2L3M0_9CHIR, tr|A0A6J2MI72|A0A6J2MI72_9CHIR
OG0000613	sp|P63028|TCTP_MOUSE	tr|A0A7E6E5L7|A0A7E6E5L7_9CHIR, tr|A0A7E6DVH2|A0A7E6DVH2_9CHIR, tr|A0A6J2MXC1|A0A6J2MXC1_9CHIR, tr|A0A7E6CGS4|A0A7E6CGS4_9CHIR
OG0000615	sp|P23979|5HT3A_MOUSE	tr|A0A6J2LYJ7|A0A6J2LYJ7_9CHIR, tr|A0A6J2KZM7|A0A6J2KZM7_9CHIR, tr|A0A6J2KZS1|A0A6J2KZS1_9CHIR, tr|A0A6J2KZR5|A0A6J2KZR5_9CHIR
OG0000616	sp|P0DP43|CTSRE_MOUSE, sp|A0A0A6YXX9|CTSEL_MOUSE	tr|A0A7E6CYD4|A0A7E6CYD4_9CHIR, tr|A0A7E6CYU3|A0A7E6CYU3_9CHIR, tr|A0A7E6D108|A0A7E6D108_9CHIR
OG0000617	sp|O54863|TSSK2_MOUSE	tr|A0A6J2MWY2|A0A6J2MWY2_9CHIR
OG0000617	sp|Q61241|TSSK1_MOUSE	tr|A0A6J2KZE1|A0A6J2KZE1_9CHIR, tr|A0A6J2MXY4|A0A6J2MXY4_9CHIR
OG0000618	sp|O35381|AN32A_MOUSE, sp|Q64G17|AN32C_MOUSE	tr|A0A6J2L5Y6|A0A6J2L5Y6_9CHIR
OG0000618	sp|Q9EST5|AN32B_MOUSE	tr|A0A6J2LMU5|A0A6J2LMU5_9CHIR
OG0000620	sp|O54946|DNJB6_MOUSE, sp|O35723|DNJB3_MOUSE, sp|Q9QYI8|DNJB7_MOUSE, tr|Q80ZP0|Q80ZP0_MOUSE	tr|A0A7E6CJB3|A0A7E6CJB3_9CHIR
OG0000621	sp|Q7TT00|SP20H_MOUSE	tr|A0A7E6D372|A0A7E6D372_9CHIR, tr|A0A7E6D0F6|A0A7E6D0F6_9CHIR, tr|A0A6J2MMU3|A0A6J2MMU3_9CHIR, tr|A0A7E6CJE8|A0A7E6CJE8_9CHIR
OG0000622	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A6J2KXY7|A0A6J2KXY7_9CHIR
OG0000622	sp|P63037|DNJA1_MOUSE	tr|A0A6J2LCC0|A0A6J2LCC0_9CHIR, tr|A0A7E6DCA9|A0A7E6DCA9_9CHIR
OG0000623	sp|P24860|CCNB1_MOUSE	tr|A0A6J2MP00|A0A6J2MP00_9CHIR
OG0000623	sp|Q810T2|CCNB3_MOUSE	tr|A0A7E6CLL4|A0A7E6CLL4_9CHIR, tr|A0A7E6D1R5|A0A7E6D1R5_9CHIR
OG0000624	tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE	tr|A0A6J2LY48|A0A6J2LY48_9CHIR, tr|A0A6J2LXP9|A0A6J2LXP9_9CHIR
OG0000625	sp|P08103|HCK_MOUSE	tr|A0A6J2MME7|A0A6J2MME7_9CHIR
OG0000625	sp|P06240|LCK_MOUSE	tr|A0A6J2LTN3|A0A6J2LTN3_9CHIR, tr|A0A7E6ED79|A0A7E6ED79_9CHIR
OG0000627	sp|Q921K8|TCAF2_MOUSE	tr|A0A6J2MPC4|A0A6J2MPC4_9CHIR
OG0000627	sp|Q6QR59|TCAF3_MOUSE, sp|Q8BNE1|TCAF1_MOUSE	tr|A0A6J2MSP9|A0A6J2MSP9_9CHIR
OG0000628	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A6J2KVP1|A0A6J2KVP1_9CHIR
OG0000628	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A6J2NI64|A0A6J2NI64_9CHIR, tr|A0A6J2NI39|A0A6J2NI39_9CHIR
