Orthogroup	Mus_musculus	Cervus_elaphus_hippelaphus
OG0001078	sp|Q8CCK0|H2AW_MOUSE	tr|A0A212CP05|A0A212CP05_CEREH
OG0001078	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A212D0R4|A0A212D0R4_CEREH
OG0001079	sp|Q62419|SH3G1_MOUSE	tr|A0A212D205|A0A212D205_CEREH
OG0001079	sp|Q62420|SH3G2_MOUSE	tr|A0A212C533|A0A212C533_CEREH
OG0001080	sp|Q5NBX1|COBL_MOUSE	tr|A0A212CKU8|A0A212CKU8_CEREH
OG0001080	sp|Q3UMF0|COBL1_MOUSE	tr|A0A212C167|A0A212C167_CEREH
OG0001081	sp|Q99MV5|M10L1_MOUSE	tr|A0A212CCZ0|A0A212CCZ0_CEREH
OG0001081	tr|Q14BQ3|Q14BQ3_MOUSE	tr|A0A212BZI7|A0A212BZI7_CEREH
OG0001082	sp|P12246|SAMP_MOUSE	tr|A0A212CG94|A0A212CG94_CEREH, tr|A0A212CGQ0|A0A212CGQ0_CEREH, tr|A0A212CHM3|A0A212CHM3_CEREH
OG0001083	sp|Q9Z247|FKBP9_MOUSE	tr|A0A212CKQ2|A0A212CKQ2_CEREH
OG0001083	sp|Q61576|FKB10_MOUSE	tr|A0A212DAL5|A0A212DAL5_CEREH
OG0001084	sp|Q8R2E9|ERO1B_MOUSE, sp|Q8R180|ERO1A_MOUSE	tr|A0A212CVF0|A0A212CVF0_CEREH, tr|A0A212CP64|A0A212CP64_CEREH
OG0001085	sp|Q02384|SOS2_MOUSE	tr|A0A212CTQ4|A0A212CTQ4_CEREH
OG0001085	sp|Q62245|SOS1_MOUSE	tr|A0A212CXM6|A0A212CXM6_CEREH
OG0001086	sp|P97460|NPAS2_MOUSE, tr|J9JI72|J9JI72_MOUSE, sp|O08785|CLOCK_MOUSE	tr|A0A212D6H1|A0A212D6H1_CEREH
OG0001087	sp|Q61097|KSR1_MOUSE	tr|A0A212D9T9|A0A212D9T9_CEREH
OG0001087	sp|Q3UVC0|KSR2_MOUSE	tr|A0A212D6S6|A0A212D6S6_CEREH
OG0001088	sp|Q7TSV4|PGM2_MOUSE	tr|A0A212CLU1|A0A212CLU1_CEREH
OG0001088	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A212DHS2|A0A212DHS2_CEREH
OG0001089	sp|Q99KR8|FUCO2_MOUSE	tr|A0A212C7A9|A0A212C7A9_CEREH
OG0001089	sp|Q99LJ1|FUCO_MOUSE	tr|A0A212D464|A0A212D464_CEREH
OG0001090	sp|Q8C1A5|THOP1_MOUSE	tr|A0A212D2W6|A0A212D2W6_CEREH
OG0001090	sp|Q91YP2|NEUL_MOUSE	tr|A0A212C8M3|A0A212C8M3_CEREH
OG0001091	sp|Q99J09|MEP50_MOUSE	tr|A0A212CHL3|A0A212CHL3_CEREH, tr|A0A212CLM5|A0A212CLM5_CEREH, tr|A0A212D330|A0A212D330_CEREH
OG0001092	sp|Q8BQS4|F102B_MOUSE	tr|A0A212CHW3|A0A212CHW3_CEREH
OG0001092	sp|Q78T81|F102A_MOUSE	tr|A0A212CXX7|A0A212CXX7_CEREH
OG0001093	sp|Q9CXY6|ILF2_MOUSE	tr|A0A212CHR4|A0A212CHR4_CEREH, tr|A0A212DBY9|A0A212DBY9_CEREH, tr|A0A212DC64|A0A212DC64_CEREH
OG0001094	sp|Q8CFI7|RPB2_MOUSE	tr|A0A212D5T7|A0A212D5T7_CEREH
OG0001094	sp|P59470|RPC2_MOUSE	tr|A0A212DFF2|A0A212DFF2_CEREH
OG0001095	sp|Q3USZ2|UBFL1_MOUSE	tr|A0A212DGR9|A0A212DGR9_CEREH, tr|A0A212DGZ6|A0A212DGZ6_CEREH, tr|A0A212DGA9|A0A212DGA9_CEREH
OG0001096	sp|Q6P9P6|KIF11_MOUSE	tr|A0A212C3G3|A0A212C3G3_CEREH, tr|A0A212CPA6|A0A212CPA6_CEREH, tr|A0A212D8G6|A0A212D8G6_CEREH
OG0001097	sp|B2RXA1|PLCX2_MOUSE, sp|Q8CHS4|PLCX1_MOUSE, sp|Q8BLJ3|PLCX3_MOUSE	tr|A0A212C3N5|A0A212C3N5_CEREH
OG0001098	tr|D3YXF5|D3YXF5_MOUSE	tr|A0A212C8K5|A0A212C8K5_CEREH
OG0001098	tr|E9Q6D8|E9Q6D8_MOUSE	tr|A0A212C826|A0A212C826_CEREH
OG0001099	sp|Q9JIK5|DDX21_MOUSE	tr|A0A212CLK3|A0A212CLK3_CEREH
OG0001099	sp|Q99MJ9|DDX50_MOUSE	tr|A0A212CNY9|A0A212CNY9_CEREH
OG0001100	sp|Q60929|MEF2A_MOUSE	tr|A0A212CS42|A0A212CS42_CEREH
OG0001100	sp|Q8CFN5|MEF2C_MOUSE	tr|A0A212D1Z9|A0A212D1Z9_CEREH
OG0001101	sp|P33173|KIF1A_MOUSE	tr|A0A212CEV1|A0A212CEV1_CEREH
OG0001101	sp|Q60575|KIF1B_MOUSE	tr|A0A212CRA9|A0A212CRA9_CEREH
OG0001102	sp|P62814|VATB2_MOUSE	tr|A0A212CMD6|A0A212CMD6_CEREH
OG0001102	sp|Q91YH6|VATB1_MOUSE	tr|A0A212CY06|A0A212CY06_CEREH
OG0001104	sp|Q566J8|COQ8B_MOUSE	tr|A0A212DE17|A0A212DE17_CEREH
OG0001104	sp|Q60936|COQ8A_MOUSE	tr|A0A212CR54|A0A212CR54_CEREH
OG0001105	sp|Q9DCP2|S38A3_MOUSE	tr|A0A212C9F7|A0A212C9F7_CEREH
OG0001105	sp|Q3U1J0|S38A5_MOUSE	tr|A0A212C0F4|A0A212C0F4_CEREH
OG0001106	sp|Q70KY4|FOXO6_MOUSE, sp|Q9WVH4|FOXO3_MOUSE, sp|Q9WVH3|FOXO4_MOUSE	tr|A0A212C151|A0A212C151_CEREH
OG0001107	sp|P51437|CAMP_MOUSE	tr|A0A212C8V2|A0A212C8V2_CEREH, tr|A0A212C995|A0A212C995_CEREH, tr|A0A212C928|A0A212C928_CEREH
OG0001108	sp|Q3UZ09|C1RL_MOUSE	tr|A0A212CD49|A0A212CD49_CEREH, tr|A0A212CIL1|A0A212CIL1_CEREH, tr|A0A212CJV6|A0A212CJV6_CEREH
OG0001109	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A212CH06|A0A212CH06_CEREH, tr|A0A212C6B4|A0A212C6B4_CEREH, tr|A0A212CE65|A0A212CE65_CEREH
OG0001110	sp|Q91ZS8|RED1_MOUSE, sp|Q9JHI2|ADAT1_MOUSE, sp|Q9JI20|RED2_MOUSE	tr|A0A212CJW5|A0A212CJW5_CEREH
OG0001111	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A212D423|A0A212D423_CEREH
OG0001111	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A212C4N3|A0A212C4N3_CEREH
OG0001112	sp|Q9CQI7|RU2B_MOUSE	tr|A0A212CC49|A0A212CC49_CEREH
OG0001112	sp|Q62189|SNRPA_MOUSE	tr|A0A212DDH7|A0A212DDH7_CEREH
OG0001113	sp|Q8K0Z9|GP153_MOUSE	tr|A0A212CR49|A0A212CR49_CEREH
OG0001113	sp|Q3UN16|GP162_MOUSE	tr|A0A212CCX0|A0A212CCX0_CEREH
OG0001114	sp|Q8CDM1|ATAD2_MOUSE	tr|A0A212CDY3|A0A212CDY3_CEREH
OG0001114	tr|E9Q166|E9Q166_MOUSE	tr|A0A212CWY2|A0A212CWY2_CEREH
OG0001115	sp|A2AD83|FRMD7_MOUSE	tr|A0A212C494|A0A212C494_CEREH, tr|A0A212CHD7|A0A212CHD7_CEREH, tr|A0A212BZ75|A0A212BZ75_CEREH
OG0001116	sp|P08101|FCGR2_MOUSE, sp|A0A0B4J1G0|FCG3A_MOUSE, sp|P08508|FCGR3_MOUSE	tr|A0A212CHE8|A0A212CHE8_CEREH
OG0001118	sp|P83510|TNIK_MOUSE	tr|A0A212CJ03|A0A212CJ03_CEREH
OG0001118	sp|P97820|M4K4_MOUSE	tr|A0A212CX51|A0A212CX51_CEREH
OG0001119	sp|Q9Z1P5|CD320_MOUSE	tr|A0A212D1D8|A0A212D1D8_CEREH, tr|A0A212D6E9|A0A212D6E9_CEREH, tr|A0A212DGE9|A0A212DGE9_CEREH
OG0001120	sp|Q8R0S6|WFKN1_MOUSE	tr|A0A212CYZ7|A0A212CYZ7_CEREH
OG0001120	sp|Q7TQN3|WFKN2_MOUSE	tr|A0A212D886|A0A212D886_CEREH
OG0001121	sp|P52479|UBP10_MOUSE	tr|A0A212C486|A0A212C486_CEREH, tr|A0A212BZ79|A0A212BZ79_CEREH, tr|A0A212DBS7|A0A212DBS7_CEREH
OG0001123	sp|Q9JK30|ORC3_MOUSE	tr|A0A212C5Q2|A0A212C5Q2_CEREH, tr|A0A212C2R8|A0A212C2R8_CEREH, tr|A0A212C2Y7|A0A212C2Y7_CEREH
OG0001124	sp|Q9D2N4|DTNA_MOUSE	tr|A0A212C725|A0A212C725_CEREH
OG0001124	sp|O70585|DTNB_MOUSE	tr|A0A212CXS1|A0A212CXS1_CEREH
OG0001125	sp|Q0ZUP1|KLRB1_MOUSE, sp|Q8VD98|KLRBF_MOUSE	tr|A0A212CCF3|A0A212CCF3_CEREH, tr|A0A212CDH1|A0A212CDH1_CEREH
OG0001126	sp|P68510|1433F_MOUSE	tr|A0A212D7H2|A0A212D7H2_CEREH, tr|A0A212CEH0|A0A212CEH0_CEREH, tr|A0A212CRJ9|A0A212CRJ9_CEREH
OG0001127	sp|Q9QZ73|DCNL1_MOUSE, tr|A0A1Y7VP24|A0A1Y7VP24_MOUSE, sp|Q8BZJ7|DCNL2_MOUSE	tr|A0A212CJ37|A0A212CJ37_CEREH
OG0001128	sp|Q99KZ6|ZN639_MOUSE	tr|A0A212C7S4|A0A212C7S4_CEREH, tr|A0A212CUC7|A0A212CUC7_CEREH, tr|A0A212CJV4|A0A212CJV4_CEREH
OG0001129	sp|Q9ES63|UBP29_MOUSE, sp|Q99MX1|UBP26_MOUSE, sp|Q8C0R0|UBP37_MOUSE	tr|A0A212D3F4|A0A212D3F4_CEREH
OG0001130	sp|Q8BGQ6|EFC14_MOUSE	tr|A0A212D4G1|A0A212D4G1_CEREH, tr|A0A212D4Z6|A0A212D4Z6_CEREH, tr|A0A212CGA1|A0A212CGA1_CEREH
OG0001131	sp|Q8BPQ7|SGSM1_MOUSE	tr|A0A212DAJ5|A0A212DAJ5_CEREH
OG0001131	sp|Q80U12|SGSM2_MOUSE	tr|A0A212DA59|A0A212DA59_CEREH
OG0001132	sp|P34960|MMP12_MOUSE	tr|A0A212DHQ4|A0A212DHQ4_CEREH
OG0001132	tr|D3YV89|D3YV89_MOUSE	tr|A0A212DHV3|A0A212DHV3_CEREH
OG0001133	sp|Q5DTT2|PSD1_MOUSE	tr|A0A212D1C5|A0A212D1C5_CEREH, tr|A0A212C2K1|A0A212C2K1_CEREH, tr|A0A212CNB9|A0A212CNB9_CEREH
OG0001134	sp|Q8BGD9|IF4B_MOUSE	tr|A0A212CEC7|A0A212CEC7_CEREH, tr|A0A212C855|A0A212C855_CEREH, tr|A0A212DEG4|A0A212DEG4_CEREH
OG0001135	sp|O88561|S27A3_MOUSE	tr|A0A212CF10|A0A212CF10_CEREH, tr|A0A212D2J5|A0A212D2J5_CEREH, tr|A0A212CU63|A0A212CU63_CEREH
OG0001136	sp|P53986|MOT1_MOUSE	tr|A0A212CIC7|A0A212CIC7_CEREH, tr|A0A212CFY3|A0A212CFY3_CEREH, tr|A0A212DF71|A0A212DF71_CEREH
OG0001137	sp|O35344|IMA4_MOUSE, sp|O35343|IMA3_MOUSE	tr|A0A212CIL4|A0A212CIL4_CEREH, tr|A0A212C425|A0A212C425_CEREH
OG0001138	sp|P39447|ZO1_MOUSE	tr|A0A212CS19|A0A212CS19_CEREH
OG0001138	sp|Q9Z0U1|ZO2_MOUSE	tr|A0A212C574|A0A212C574_CEREH
OG0001139	sp|Q8BHP2|NUTM1_MOUSE	tr|A0A212CV11|A0A212CV11_CEREH
OG0001139	sp|Q3V0C3|NUTM2_MOUSE	tr|A0A212CMJ7|A0A212CMJ7_CEREH
OG0001140	tr|E9PY16|E9PY16_MOUSE	tr|A0A212CY02|A0A212CY02_CEREH
OG0001140	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A212D9R2|A0A212D9R2_CEREH
OG0001141	sp|Q6PB97|FXL19_MOUSE, sp|Q8CDU4|DRC6_MOUSE, sp|Q8BID8|FXL14_MOUSE	tr|A0A212CZI0|A0A212CZI0_CEREH
OG0001142	sp|O88952|LIN7C_MOUSE	tr|A0A212DEL2|A0A212DEL2_CEREH, tr|A0A212DBT6|A0A212DBT6_CEREH, tr|A0A212DIE1|A0A212DIE1_CEREH
OG0001143	sp|O08580|ERR1_MOUSE, sp|P62509|ERR3_MOUSE, sp|Q61539|ERR2_MOUSE	tr|A0A212DHE3|A0A212DHE3_CEREH
OG0001144	sp|A2ANX9|ZN711_MOUSE	tr|A0A212BZR4|A0A212BZR4_CEREH, tr|A0A212BZ62|A0A212BZ62_CEREH, tr|A0A212C0F8|A0A212C0F8_CEREH
OG0001145	sp|O55192|SC6A2_MOUSE	tr|A0A212DDS6|A0A212DDS6_CEREH
OG0001145	sp|Q61327|SC6A3_MOUSE	tr|A0A212C8M2|A0A212C8M2_CEREH
OG0001146	sp|Q9DCD6|GBRAP_MOUSE	tr|A0A212D848|A0A212D848_CEREH
OG0001146	sp|Q8R3R8|GBRL1_MOUSE	tr|A0A212CDY7|A0A212CDY7_CEREH
OG0001147	sp|Q8BGS7|CEPT1_MOUSE	tr|A0A212CHT6|A0A212CHT6_CEREH
OG0001147	sp|Q8C025|CHPT1_MOUSE	tr|A0A212DFS7|A0A212DFS7_CEREH
OG0001148	sp|Q08857|CD36_MOUSE	tr|A0A212CL42|A0A212CL42_CEREH, tr|A0A212CK27|A0A212CK27_CEREH, tr|A0A212CLI3|A0A212CLI3_CEREH
OG0001149	sp|P53811|PIPNB_MOUSE	tr|A0A212DAT3|A0A212DAT3_CEREH
OG0001149	sp|P53810|PIPNA_MOUSE	tr|A0A212D8Q2|A0A212D8Q2_CEREH
OG0001150	sp|Q8BU00|IKZF5_MOUSE	tr|A0A212CN66|A0A212CN66_CEREH, tr|A0A212C025|A0A212C025_CEREH, tr|A0A212BZV8|A0A212BZV8_CEREH
OG0001151	sp|Q8JZZ0|UD3A2_MOUSE, sp|Q3UP75|UD3A1_MOUSE	tr|A0A212C8E6|A0A212C8E6_CEREH, tr|A0A212C821|A0A212C821_CEREH
OG0001152	sp|Q91ZG2|MPPD1_MOUSE, sp|Q9CZJ0|MPPD2_MOUSE	tr|A0A212CD02|A0A212CD02_CEREH, tr|A0A212DI62|A0A212DI62_CEREH
OG0001153	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A212CNH9|A0A212CNH9_CEREH
OG0001153	sp|Q920G8|MFRN1_MOUSE	tr|A0A212CNB4|A0A212CNB4_CEREH
OG0001154	sp|Q9WUH2|LHX9_MOUSE	tr|A0A212CRS5|A0A212CRS5_CEREH
OG0001154	sp|Q9Z0S2|LHX2_MOUSE	tr|A0A212CY49|A0A212CY49_CEREH
OG0001155	tr|Q8C6G0|Q8C6G0_MOUSE	tr|A0A212CS76|A0A212CS76_CEREH, tr|A0A212D356|A0A212D356_CEREH, tr|A0A212CS75|A0A212CS75_CEREH
OG0001156	sp|P63073|IF4E_MOUSE, sp|Q3UTA9|I4E1B_MOUSE	tr|A0A212CSJ9|A0A212CSJ9_CEREH, tr|A0A212CM85|A0A212CM85_CEREH
OG0001157	sp|P70318|TIAR_MOUSE	tr|A0A212CPH2|A0A212CPH2_CEREH
OG0001157	sp|P52912|TIA1_MOUSE	tr|A0A212CXH1|A0A212CXH1_CEREH
OG0001158	sp|Q8R4E4|MYOZ3_MOUSE, sp|Q9JK37|MYOZ1_MOUSE, sp|Q9JJW5|MYOZ2_MOUSE	tr|A0A212D0X9|A0A212D0X9_CEREH
OG0001159	sp|P15066|JUND_MOUSE, sp|P09450|JUNB_MOUSE, sp|P05627|JUN_MOUSE	tr|A0A212D1Z8|A0A212D1Z8_CEREH
OG0001160	sp|Q5SWW4|MED13_MOUSE	tr|A0A212D9P0|A0A212D9P0_CEREH
OG0001160	sp|Q6JPI3|MD13L_MOUSE	tr|A0A212D786|A0A212D786_CEREH
OG0001161	sp|Q8BFS9|ASND1_MOUSE	tr|A0A212C1Y4|A0A212C1Y4_CEREH, tr|A0A212DFV7|A0A212DFV7_CEREH, tr|A0A212DEW1|A0A212DEW1_CEREH
OG0001162	sp|Q8CCT4|TCAL5_MOUSE, sp|Q8R0A5|TCAL3_MOUSE, tr|Q9DB24|Q9DB24_MOUSE	tr|A0A212BZ64|A0A212BZ64_CEREH
OG0001163	sp|Q91Z53|GRHPR_MOUSE	tr|A0A212C5J8|A0A212C5J8_CEREH, tr|A0A212C6G1|A0A212C6G1_CEREH, tr|A0A212C6H8|A0A212C6H8_CEREH
OG0001164	sp|Q62077|PLCG1_MOUSE	tr|A0A212CBR8|A0A212CBR8_CEREH
OG0001164	sp|Q8CIH5|PLCG2_MOUSE	tr|A0A212DCQ7|A0A212DCQ7_CEREH
OG0001165	sp|P56399|UBP5_MOUSE	tr|A0A212CDI0|A0A212CDI0_CEREH
OG0001165	sp|Q5BKP2|UBP13_MOUSE	tr|A0A212CIL3|A0A212CIL3_CEREH
OG0001166	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A212CUG4|A0A212CUG4_CEREH, tr|A0A212CRZ2|A0A212CRZ2_CEREH, tr|A0A212CHI5|A0A212CHI5_CEREH
OG0001167	sp|Q08639|TFDP1_MOUSE	tr|A0A212C4E8|A0A212C4E8_CEREH
OG0001167	sp|Q64163|TFDP2_MOUSE	tr|A0A212CIX0|A0A212CIX0_CEREH
OG0001168	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A212CPW3|A0A212CPW3_CEREH
OG0001168	sp|Q80YR2|FHI2B_MOUSE	tr|A0A212CN65|A0A212CN65_CEREH
OG0001169	sp|P08607|C4BPA_MOUSE	tr|A0A212CQV1|A0A212CQV1_CEREH, tr|A0A212CRI8|A0A212CRI8_CEREH, tr|A0A212CR36|A0A212CR36_CEREH
OG0001170	sp|Q91X17|UROM_MOUSE	tr|A0A212CYW1|A0A212CYW1_CEREH
OG0001170	sp|Q9D733|GP2_MOUSE	tr|A0A212CZU6|A0A212CZU6_CEREH
OG0001171	sp|Q9DBG6|RPN2_MOUSE	tr|A0A212CBC5|A0A212CBC5_CEREH, tr|A0A212CEA2|A0A212CEA2_CEREH, tr|A0A212CEW9|A0A212CEW9_CEREH
OG0001172	sp|Q8BV66|IFI44_MOUSE	tr|A0A212CHM8|A0A212CHM8_CEREH
OG0001172	sp|Q9BDB7|IF44L_MOUSE	tr|A0A212CHA2|A0A212CHA2_CEREH
OG0001173	sp|Q9JLB0|PALS2_MOUSE	tr|A0A212CKZ2|A0A212CKZ2_CEREH
OG0001173	sp|Q9WV34|MPP2_MOUSE	tr|A0A212DB51|A0A212DB51_CEREH
OG0001175	sp|P70169|DOC2B_MOUSE	tr|A0A212DB18|A0A212DB18_CEREH
OG0001175	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A212CZX3|A0A212CZX3_CEREH
OG0001176	sp|P26618|PGFRA_MOUSE, sp|P09581|CSF1R_MOUSE, sp|P05532|KIT_MOUSE	tr|A0A212D667|A0A212D667_CEREH
OG0001178	sp|O55226|CHAD_MOUSE	tr|A0A212DAZ1|A0A212DAZ1_CEREH
OG0001178	sp|E9Q7T7|CHADL_MOUSE	tr|A0A212CD69|A0A212CD69_CEREH
OG0001179	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A212DA44|A0A212DA44_CEREH
OG0001179	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A212DBC7|A0A212DBC7_CEREH
OG0001180	sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE	tr|A0A212DBS8|A0A212DBS8_CEREH, tr|A0A212DBU6|A0A212DBU6_CEREH
OG0001181	tr|E9Q6H8|E9Q6H8_MOUSE	tr|A0A212CR01|A0A212CR01_CEREH, tr|A0A212DHN3|A0A212DHN3_CEREH, tr|A0A212CCT0|A0A212CCT0_CEREH
OG0001182	sp|Q01405|SC23A_MOUSE, sp|Q9D662|SC23B_MOUSE	tr|A0A212CSB5|A0A212CSB5_CEREH, tr|A0A212CC06|A0A212CC06_CEREH
OG0001183	sp|Q9Z1N7|ARI3B_MOUSE	tr|A0A212CSH1|A0A212CSH1_CEREH
OG0001183	sp|Q62431|ARI3A_MOUSE	tr|A0A212D2M9|A0A212D2M9_CEREH
OG0001184	sp|Q64GA5|PA24C_MOUSE, sp|P47713|PA24A_MOUSE, sp|Q50L41|PA24F_MOUSE	tr|A0A212CTR7|A0A212CTR7_CEREH
OG0001185	sp|Q8K1H9|OBP2A_MOUSE, tr|A2BHR0|A2BHR0_MOUSE	tr|A0A212CVK3|A0A212CVK3_CEREH, tr|A0A212CVZ3|A0A212CVZ3_CEREH
OG0001186	sp|Q61553|FSCN1_MOUSE	tr|A0A212CYY8|A0A212CYY8_CEREH
OG0001186	sp|Q32M02|FSCN2_MOUSE	tr|A0A212DAM3|A0A212DAM3_CEREH
OG0001187	sp|A6H690|IQCAL_MOUSE	tr|A0A212CKN3|A0A212CKN3_CEREH
OG0001187	sp|Q9CUL5|DRC11_MOUSE	tr|A0A212CI60|A0A212CI60_CEREH
OG0001188	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A212CLU9|A0A212CLU9_CEREH
OG0001188	sp|Q6R891|NEB2_MOUSE	tr|A0A212D9L2|A0A212D9L2_CEREH
OG0001189	sp|P70191|TRAF5_MOUSE	tr|A0A212C4J2|A0A212C4J2_CEREH, tr|A0A212C3M3|A0A212C3M3_CEREH, tr|A0A212CRK8|A0A212CRK8_CEREH
OG0001190	sp|Q5PRF0|HTR5A_MOUSE	tr|A0A212CSX5|A0A212CSX5_CEREH
OG0001190	sp|Q8C547|HTR5B_MOUSE	tr|A0A212CWZ9|A0A212CWZ9_CEREH
OG0001191	sp|O35216|CENPA_MOUSE	tr|A0A212CBE4|A0A212CBE4_CEREH, tr|A0A212CWY3|A0A212CWY3_CEREH, tr|A0A212CVT5|A0A212CVT5_CEREH
OG0001192	sp|Q5F2E8|TAOK1_MOUSE	tr|A0A212D8D6|A0A212D8D6_CEREH
OG0001192	sp|Q8BYC6|TAOK3_MOUSE	tr|A0A212DAQ5|A0A212DAQ5_CEREH
OG0001193	sp|Q9Z2V6|HDAC5_MOUSE	tr|A0A212D991|A0A212D991_CEREH
OG0001193	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A212CFP6|A0A212CFP6_CEREH
OG0001194	sp|Q9JMH9|MY18A_MOUSE	tr|A0A212D8V2|A0A212D8V2_CEREH
OG0001194	tr|E9PV66|E9PV66_MOUSE	tr|A0A212DB30|A0A212DB30_CEREH
OG0001195	sp|P14115|RL27A_MOUSE	tr|A0A212C5D6|A0A212C5D6_CEREH, tr|A0A212DIY3|A0A212DIY3_CEREH, tr|A0A212CMV1|A0A212CMV1_CEREH
OG0001196	sp|Q8BMA3|CNKR3_MOUSE	tr|A0A212C7G9|A0A212C7G9_CEREH
OG0001196	sp|Q80YA9|CNKR2_MOUSE	tr|A0A212BZW3|A0A212BZW3_CEREH
OG0001197	sp|Q9CR58|KMCP1_MOUSE	tr|A0A212C3W7|A0A212C3W7_CEREH, tr|A0A212C0W2|A0A212C0W2_CEREH, tr|A0A212C1R1|A0A212C1R1_CEREH
OG0001198	sp|O35403|ST3A1_MOUSE, tr|G5E904|G5E904_MOUSE	tr|A0A212C611|A0A212C611_CEREH, tr|A0A212C600|A0A212C600_CEREH
OG0001199	sp|Q91VH1|PAQR1_MOUSE	tr|A0A212CR72|A0A212CR72_CEREH
OG0001199	sp|Q8BQS5|PAQR2_MOUSE	tr|A0A212CCY1|A0A212CCY1_CEREH
OG0001200	sp|A2AX52|CO6A4_MOUSE	tr|A0A212CJ90|A0A212CJ90_CEREH, tr|A0A212CJ80|A0A212CJ80_CEREH, tr|A0A212CK22|A0A212CK22_CEREH
OG0001201	sp|Q9D240|PKHJ1_MOUSE	tr|A0A212CYG3|A0A212CYG3_CEREH
OG0001201	sp|Q8BH49|SESQ1_MOUSE	tr|A0A212DAV2|A0A212DAV2_CEREH
OG0001202	sp|P27046|MA2A1_MOUSE	tr|A0A212D2H8|A0A212D2H8_CEREH
OG0001202	sp|Q8BRK9|MA2A2_MOUSE	tr|A0A212CSN2|A0A212CSN2_CEREH
OG0001203	sp|Q62425|NDUA4_MOUSE	tr|A0A212CLK7|A0A212CLK7_CEREH, tr|A0A212C2N8|A0A212C2N8_CEREH, tr|A0A212CN20|A0A212CN20_CEREH
OG0001204	sp|P30416|FKBP4_MOUSE	tr|A0A212CE89|A0A212CE89_CEREH, tr|A0A212CEK2|A0A212CEK2_CEREH, tr|A0A212CCD2|A0A212CCD2_CEREH
OG0001205	sp|Q8BLF1|NCEH1_MOUSE	tr|A0A212CI62|A0A212CI62_CEREH, tr|A0A212CJ20|A0A212CJ20_CEREH, tr|A0A212CGS0|A0A212CGS0_CEREH
OG0001206	sp|Q07417|ACADS_MOUSE, sp|P51174|ACADL_MOUSE, sp|Q9JHI5|IVD_MOUSE	tr|A0A212CV36|A0A212CV36_CEREH
OG0001207	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A212D9U7|A0A212D9U7_CEREH
OG0001207	sp|P59178|LMBL2_MOUSE	tr|A0A212CDB0|A0A212CDB0_CEREH
OG0001208	sp|G3X939|SL9A3_MOUSE	tr|A0A212C2R3|A0A212C2R3_CEREH
OG0001208	tr|B2RXE2|B2RXE2_MOUSE	tr|A0A212DCA6|A0A212DCA6_CEREH
OG0001209	sp|Q8CCG4|DPPA4_MOUSE, sp|Q9CWH0|DPPA2_MOUSE	tr|A0A212CRA4|A0A212CRA4_CEREH, tr|A0A212C3H2|A0A212C3H2_CEREH
OG0001210	sp|Q8VH51|RBM39_MOUSE	tr|A0A212CBI1|A0A212CBI1_CEREH, tr|A0A212CVD3|A0A212CVD3_CEREH, tr|A0A212CUF2|A0A212CUF2_CEREH
OG0001211	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A212DA78|A0A212DA78_CEREH
OG0001211	sp|Q811B1|XYLT1_MOUSE	tr|A0A212CZN4|A0A212CZN4_CEREH
OG0001212	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A212D161|A0A212D161_CEREH
OG0001212	sp|P47856|GFPT1_MOUSE	tr|A0A212CXX4|A0A212CXX4_CEREH
OG0001214	sp|P53808|PPCT_MOUSE	tr|A0A212D9T5|A0A212D9T5_CEREH, tr|A0A212D981|A0A212D981_CEREH, tr|A0A212DBA1|A0A212DBA1_CEREH
OG0001215	sp|Q9WU84|CCS_MOUSE, sp|O09164|SODE_MOUSE, sp|P08228|SODC_MOUSE	tr|A0A212DHC5|A0A212DHC5_CEREH
OG0001216	sp|O08736|CASPC_MOUSE, sp|P70343|CASP4_MOUSE, sp|P29452|CASP1_MOUSE	tr|A0A212DI18|A0A212DI18_CEREH
OG0001217	sp|Q61239|FNTA_MOUSE	tr|A0A212C2P8|A0A212C2P8_CEREH, tr|A0A212BZM9|A0A212BZM9_CEREH, tr|A0A212C0T3|A0A212C0T3_CEREH
OG0001218	sp|Q6P1J0|MANEL_MOUSE	tr|A0A212CI39|A0A212CI39_CEREH, tr|A0A212C5Q7|A0A212C5Q7_CEREH, tr|A0A212CFY8|A0A212CFY8_CEREH
OG0001219	sp|Q8BGY2|IF5A2_MOUSE	tr|A0A212CIB5|A0A212CIB5_CEREH
