Orthogroup	Mus_musculus	Theropithecus_gelada
OG0001285	sp|O54946|DNJB6_MOUSE, sp|O35723|DNJB3_MOUSE, tr|Q80ZP0|Q80ZP0_MOUSE	tr|A0A8D2JXT8|A0A8D2JXT8_THEGE
OG0001286	sp|Q8CHG7|RPGF2_MOUSE	tr|A0A8D2FFI1|A0A8D2FFI1_THEGE
OG0001286	tr|Q5NCJ1|Q5NCJ1_MOUSE	tr|A0A8D2FBP0|A0A8D2FBP0_THEGE
OG0001287	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8D2EY40|A0A8D2EY40_THEGE, tr|A0A8D2FAU2|A0A8D2FAU2_THEGE, tr|A0A8D2F810|A0A8D2F810_THEGE
OG0001288	sp|Q8K4P7|ST7L_MOUSE	tr|A0A8D2JVR0|A0A8D2JVR0_THEGE
OG0001288	sp|Q99M96|ST7_MOUSE	tr|A0A8D2FKK3|A0A8D2FKK3_THEGE
OG0001289	sp|Q9ESE1|LRBA_MOUSE	tr|A0A8D2FA33|A0A8D2FA33_THEGE
OG0001289	sp|Q9EPN1|NBEA_MOUSE	tr|A0A8D2G301|A0A8D2G301_THEGE
OG0001290	sp|Q80UP3|DGKZ_MOUSE	tr|A0A8D2GG31|A0A8D2GG31_THEGE
OG0001290	sp|D3YWQ0|DGKI_MOUSE	tr|A0A8D2G6N8|A0A8D2G6N8_THEGE
OG0001291	sp|P59279|RAB2B_MOUSE	tr|A0A8D2FGS7|A0A8D2FGS7_THEGE
OG0001291	sp|P53994|RAB2A_MOUSE	tr|A0A8D2FPA5|A0A8D2FPA5_THEGE
OG0001292	sp|Q7TT00|SP20H_MOUSE	tr|A0A8D2F0T8|A0A8D2F0T8_THEGE, tr|A0A8D2G1U2|A0A8D2G1U2_THEGE, tr|A0A8D2FZY6|A0A8D2FZY6_THEGE
OG0001293	sp|P22725|WNT5A_MOUSE	tr|A0A8D2GKM7|A0A8D2GKM7_THEGE
OG0001293	sp|P22726|WNT5B_MOUSE	tr|A0A8D2FT49|A0A8D2FT49_THEGE
OG0001294	sp|P63037|DNJA1_MOUSE	tr|A0A8D2F2L5|A0A8D2F2L5_THEGE
OG0001294	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A8D2E762|A0A8D2E762_THEGE
OG0001295	sp|Q99L43|CDS2_MOUSE	tr|A0A8D2F8M1|A0A8D2F8M1_THEGE
OG0001295	sp|P98191|CDS1_MOUSE	tr|A0A8D2ERM1|A0A8D2ERM1_THEGE
OG0001296	sp|Q14AM7|HAPR1_MOUSE	tr|A0A8D2G535|A0A8D2G535_THEGE
OG0001296	tr|A0A804C8T0|A0A804C8T0_MOUSE	tr|A0A8D2ELK8|A0A8D2ELK8_THEGE
OG0001297	sp|Q6ZPT1|KLHL9_MOUSE	tr|A0A8D2F6N3|A0A8D2F6N3_THEGE
OG0001297	sp|Q80TF4|KLH13_MOUSE	tr|A0A8D2FMI5|A0A8D2FMI5_THEGE
OG0001298	tr|Q8VG11|Q8VG11_MOUSE	tr|A0A8D2FV18|A0A8D2FV18_THEGE
OG0001298	tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|A0A8D2FPS2|A0A8D2FPS2_THEGE
OG0001299	sp|Q9EQ06|DHB11_MOUSE	tr|A0A8D2JX78|A0A8D2JX78_THEGE
OG0001299	sp|Q8VCR2|DHB13_MOUSE	tr|A0A8D2EK77|A0A8D2EK77_THEGE
OG0001300	sp|P23881|TCEA3_MOUSE	tr|A0A8D2K0R7|A0A8D2K0R7_THEGE
OG0001300	sp|P10711|TCEA1_MOUSE	tr|A0A8D2FCK3|A0A8D2FCK3_THEGE
OG0001301	sp|Q810T2|CCNB3_MOUSE	tr|A0A8D2E9C6|A0A8D2E9C6_THEGE
OG0001301	sp|P24860|CCNB1_MOUSE	tr|A0A8D2K3X8|A0A8D2K3X8_THEGE
OG0001302	sp|Q99NE5|RIMS1_MOUSE	tr|A0A8D2F319|A0A8D2F319_THEGE
OG0001302	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A8D2EFJ6|A0A8D2EFJ6_THEGE
OG0001303	sp|Q9DAL7|IQCF5_MOUSE	tr|A0A8D2EAS1|A0A8D2EAS1_THEGE, tr|A0A8D2EBS2|A0A8D2EBS2_THEGE, tr|A0A8D2EAW5|A0A8D2EAW5_THEGE
OG0001304	sp|P98197|AT11A_MOUSE	tr|A0A8D2K2S9|A0A8D2K2S9_THEGE
OG0001304	sp|Q9QZW0|AT11C_MOUSE	tr|A0A8D2EJL7|A0A8D2EJL7_THEGE
OG0001305	sp|P35576|G6PC1_MOUSE	tr|A0A8D2F0Y1|A0A8D2F0Y1_THEGE
OG0001305	sp|Q9Z186|G6PC2_MOUSE	tr|A0A8D2FFZ2|A0A8D2FFZ2_THEGE
OG0001306	tr|A2AVT0|A2AVT0_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|L7MU57|L7MU57_MOUSE	tr|A0A8D2FX94|A0A8D2FX94_THEGE
OG0001307	sp|P47963|RL13_MOUSE	tr|A0A8D2FS86|A0A8D2FS86_THEGE, tr|A0A8D2FCW3|A0A8D2FCW3_THEGE, tr|A0A8D2K4G0|A0A8D2K4G0_THEGE
OG0001308	sp|P50228|CXCL5_MOUSE	tr|A0A8D2FAF8|A0A8D2FAF8_THEGE, tr|A0A8D2K234|A0A8D2K234_THEGE, tr|A0A8D2FCS9|A0A8D2FCS9_THEGE
OG0001309	sp|Q8VC82|RHBL1_MOUSE	tr|A0A8D2ERP7|A0A8D2ERP7_THEGE
OG0001309	sp|P58873|RHBL3_MOUSE	tr|A0A8D2F5Q2|A0A8D2F5Q2_THEGE
OG0001310	sp|Q922D8|C1TC_MOUSE	tr|A0A8D2FIL8|A0A8D2FIL8_THEGE
OG0001310	sp|Q3V3R1|C1TM_MOUSE	tr|A0A8D2GBY6|A0A8D2GBY6_THEGE
OG0001311	tr|Q9D8U0|Q9D8U0_MOUSE	tr|A0A8D2E7U8|A0A8D2E7U8_THEGE, tr|A0A8D2EGK3|A0A8D2EGK3_THEGE, tr|A0A8D2GH09|A0A8D2GH09_THEGE
OG0001312	sp|P46467|VPS4B_MOUSE	tr|A0A8D2EI04|A0A8D2EI04_THEGE
OG0001312	sp|Q8VEJ9|VPS4A_MOUSE	tr|A0A8D2ET72|A0A8D2ET72_THEGE
OG0001313	sp|P53810|PIPNA_MOUSE	tr|A0A8D2F9L1|A0A8D2F9L1_THEGE
OG0001313	sp|P53811|PIPNB_MOUSE	tr|A0A8D2GFY2|A0A8D2GFY2_THEGE
OG0001314	sp|P26048|GBRA2_MOUSE	tr|A0A8D2G132|A0A8D2G132_THEGE
OG0001314	sp|P62812|GBRA1_MOUSE	tr|A0A8D2EWV6|A0A8D2EWV6_THEGE
OG0001315	sp|Q03350|TSP2_MOUSE	tr|A0A8D2GHQ2|A0A8D2GHQ2_THEGE
OG0001315	sp|P35441|TSP1_MOUSE	tr|A0A8D2E4M3|A0A8D2E4M3_THEGE
OG0001316	sp|Q69ZU6|THS7A_MOUSE	tr|A0A8D2GAV5|A0A8D2GAV5_THEGE
OG0001316	sp|Q6P4U0|THS7B_MOUSE	tr|A0A8D2EBC3|A0A8D2EBC3_THEGE
OG0001317	sp|Q01405|SC23A_MOUSE	tr|A0A8D2JVX9|A0A8D2JVX9_THEGE
OG0001317	sp|Q9D662|SC23B_MOUSE	tr|A0A8D2K4H9|A0A8D2K4H9_THEGE
OG0001318	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A8D2FYS9|A0A8D2FYS9_THEGE
OG0001318	sp|Q69ZS0|PZRN3_MOUSE	tr|A0A8D2K814|A0A8D2K814_THEGE
OG0001319	tr|E9Q048|E9Q048_MOUSE, tr|Q8C5D3|Q8C5D3_MOUSE, tr|F6UWZ4|F6UWZ4_MOUSE	tr|A0A8D2GIS6|A0A8D2GIS6_THEGE
OG0001320	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A8D2FUW7|A0A8D2FUW7_THEGE
OG0001320	sp|Q3B7Z2|OSBP1_MOUSE	tr|A0A8D2FVS3|A0A8D2FVS3_THEGE
OG0001321	sp|Q80SW5|ETD_MOUSE	tr|A0A8D2E331|A0A8D2E331_THEGE, tr|A0A8D2EA38|A0A8D2EA38_THEGE, tr|A0A8D2EB95|A0A8D2EB95_THEGE
OG0001322	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A8D2K1U2|A0A8D2K1U2_THEGE
OG0001322	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A8D2K1S9|A0A8D2K1S9_THEGE
OG0001323	sp|Q9WV34|MPP2_MOUSE	tr|A0A8D2F720|A0A8D2F720_THEGE
OG0001323	sp|Q9JLB0|PALS2_MOUSE	tr|A0A8D2FY74|A0A8D2FY74_THEGE
OG0001324	sp|P46664|PURA2_MOUSE	tr|A0A8D2FIQ9|A0A8D2FIQ9_THEGE
OG0001324	sp|P28650|PURA1_MOUSE	tr|A0A8D2F3D3|A0A8D2F3D3_THEGE
OG0001325	sp|A2AIG8|1A1L1_MOUSE	tr|A0A8D2JUB9|A0A8D2JUB9_THEGE
OG0001325	sp|Q3UX83|1A1L2_MOUSE	tr|A0A8D2E848|A0A8D2E848_THEGE
OG0001326	sp|Q99MK8|ARBK1_MOUSE	tr|A0A8D2EF21|A0A8D2EF21_THEGE
OG0001326	sp|Q3UYH7|ARBK2_MOUSE	tr|A0A8D2GBB0|A0A8D2GBB0_THEGE
OG0001327	sp|Q9D0F9|PGM1_MOUSE	tr|A0A8D2F0P4|A0A8D2F0P4_THEGE
OG0001327	sp|Q8BZF8|PGM5_MOUSE	tr|A0A8D2FW07|A0A8D2FW07_THEGE
OG0001328	sp|P31938|MP2K1_MOUSE	tr|A0A8D2G846|A0A8D2G846_THEGE
OG0001328	sp|Q63932|MP2K2_MOUSE	tr|A0A8D2FEB5|A0A8D2FEB5_THEGE
OG0001329	sp|Q6P3Y5|Z280C_MOUSE	tr|A0A8D2G1E9|A0A8D2G1E9_THEGE
OG0001329	sp|Q68FE8|Z280D_MOUSE	tr|A0A8D2FJY6|A0A8D2FJY6_THEGE
OG0001330	sp|Q8BW75|AOFB_MOUSE	tr|A0A8D2ERY8|A0A8D2ERY8_THEGE
OG0001330	sp|Q64133|AOFA_MOUSE	tr|A0A8D2EU59|A0A8D2EU59_THEGE
OG0001331	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A8D2F0U0|A0A8D2F0U0_THEGE
OG0001331	sp|Q8CGK7|GNAL_MOUSE	tr|A0A8D2F1W5|A0A8D2F1W5_THEGE
OG0001332	sp|O88329|MYO1A_MOUSE	tr|A0A8D2FCE2|A0A8D2FCE2_THEGE
OG0001332	sp|P46735|MYO1B_MOUSE	tr|A0A8D2GAX8|A0A8D2GAX8_THEGE
OG0001333	sp|Q60718|ADAM2_MOUSE	tr|A0A8D2EWZ0|A0A8D2EWZ0_THEGE
OG0001333	sp|Q8K410|ADA32_MOUSE	tr|A0A8D2EY14|A0A8D2EY14_THEGE
OG0001334	sp|Q8R2P1|KLH25_MOUSE	tr|A0A8D2EY38|A0A8D2EY38_THEGE
OG0001334	sp|O35709|ENC1_MOUSE	tr|A0A8D2FVU5|A0A8D2FVU5_THEGE
OG0001335	sp|Q8VCZ3|THAP7_MOUSE	tr|A0A8D2EIP4|A0A8D2EIP4_THEGE, tr|A0A8D2F1G6|A0A8D2F1G6_THEGE, tr|A0A8D2JZ23|A0A8D2JZ23_THEGE
OG0001336	sp|Q8VE97|SRSF4_MOUSE	tr|A0A8D2F6A1|A0A8D2F6A1_THEGE
OG0001336	sp|Q3TWW8|SRSF6_MOUSE	tr|A0A8D2FZH1|A0A8D2FZH1_THEGE
OG0001337	sp|Q9D529|WBP2L_MOUSE, sp|P97765|WBP2_MOUSE	tr|A0A8D2GI04|A0A8D2GI04_THEGE, tr|A0A8D2E8E4|A0A8D2E8E4_THEGE
OG0001338	sp|Q9Z2H2|RGS6_MOUSE	tr|A0A8D2FWL2|A0A8D2FWL2_THEGE
OG0001338	sp|O54829|RGS7_MOUSE	tr|A0A8D2K349|A0A8D2K349_THEGE
OG0001339	sp|P63056|NOE3_MOUSE	tr|A0A8D2GA88|A0A8D2GA88_THEGE
OG0001339	sp|O88998|NOE1_MOUSE	tr|A0A8D2JZ00|A0A8D2JZ00_THEGE
OG0001340	sp|Q80TT8|CUL9_MOUSE	tr|A0A8D2GER6|A0A8D2GER6_THEGE
OG0001340	sp|Q8VE73|CUL7_MOUSE	tr|A0A8D2GNB2|A0A8D2GNB2_THEGE
OG0001342	sp|P68510|1433F_MOUSE	tr|A0A8D2FIA4|A0A8D2FIA4_THEGE
OG0001342	sp|P61982|1433G_MOUSE	tr|A0A8D2EMS6|A0A8D2EMS6_THEGE
OG0001343	sp|P97309|MESP1_MOUSE	tr|A0A8D2EQ48|A0A8D2EQ48_THEGE
OG0001343	sp|O08574|MESP2_MOUSE	tr|A0A8D2EPZ7|A0A8D2EPZ7_THEGE
OG0001344	sp|Q04750|TOP1_MOUSE	tr|A0A8D2K6S9|A0A8D2K6S9_THEGE
OG0001344	sp|Q8R4U6|TOP1M_MOUSE	tr|A0A8D2FK08|A0A8D2FK08_THEGE
OG0001345	sp|Q7TT50|MRCKB_MOUSE	tr|A0A8D2JYW4|A0A8D2JYW4_THEGE
OG0001345	sp|Q3UU96|MRCKA_MOUSE	tr|A0A8D2E7D8|A0A8D2E7D8_THEGE
OG0001346	sp|Q68FD5|CLH1_MOUSE	tr|A0A8D2FNC3|A0A8D2FNC3_THEGE, tr|A0A8D2EVT1|A0A8D2EVT1_THEGE, tr|A0A8D2EE85|A0A8D2EE85_THEGE
OG0001347	sp|A2AUU0|METL8_MOUSE	tr|A0A8D2FNM1|A0A8D2FNM1_THEGE
OG0001347	sp|Q8BMK1|METL2_MOUSE	tr|A0A8D2FLY1|A0A8D2FLY1_THEGE
OG0001348	tr|B1AXN3|B1AXN3_MOUSE, tr|Q8BVT7|Q8BVT7_MOUSE, sp|Q8VDJ3|VIGLN_MOUSE	tr|A0A8D2GAC0|A0A8D2GAC0_THEGE
OG0001349	sp|Q3LAC4|PREX2_MOUSE	tr|A0A8D2FVC1|A0A8D2FVC1_THEGE
OG0001349	sp|Q69ZK0|PREX1_MOUSE	tr|A0A8D2F946|A0A8D2F946_THEGE
OG0001350	tr|Q5NC48|Q5NC48_MOUSE, tr|Q6YI28|Q6YI28_MOUSE, tr|Q5NC41|Q5NC41_MOUSE	tr|A0A8D2FTF3|A0A8D2FTF3_THEGE
OG0001351	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A8D2FJF1|A0A8D2FJF1_THEGE
OG0001351	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A8D2FP15|A0A8D2FP15_THEGE
OG0001352	sp|Q8CG76|ARK72_MOUSE	tr|A0A8D2K4J1|A0A8D2K4J1_THEGE, tr|A0A8D2G902|A0A8D2G902_THEGE, tr|A0A8D2G8R3|A0A8D2G8R3_THEGE
OG0001353	sp|A3KFX0|5NT1A_MOUSE	tr|A0A8D2G280|A0A8D2G280_THEGE
OG0001353	sp|Q91YE9|5NT1B_MOUSE	tr|A0A8D2FLS8|A0A8D2FLS8_THEGE
OG0001356	sp|Q9QZA0|CAH5B_MOUSE	tr|A0A8D2FGL2|A0A8D2FGL2_THEGE
OG0001356	sp|P23589|CAH5A_MOUSE	tr|A0A8D2K501|A0A8D2K501_THEGE
OG0001357	sp|P70704|AT8A1_MOUSE	tr|A0A8D2ECJ8|A0A8D2ECJ8_THEGE
OG0001357	sp|P98200|AT8A2_MOUSE	tr|A0A8D2FRS0|A0A8D2FRS0_THEGE
OG0001358	sp|Q9CPS7|PNO1_MOUSE	tr|A0A8D2G8J1|A0A8D2G8J1_THEGE, tr|A0A8D2E8U4|A0A8D2E8U4_THEGE, tr|A0A8D2F194|A0A8D2F194_THEGE
OG0001359	sp|P27038|AVR2A_MOUSE	tr|A0A8D2EFJ5|A0A8D2EFJ5_THEGE
OG0001359	sp|P27040|AVR2B_MOUSE	tr|A0A8D2FMS0|A0A8D2FMS0_THEGE
OG0001360	sp|Q6A026|PDS5A_MOUSE	tr|A0A8D2E9G0|A0A8D2E9G0_THEGE
OG0001360	sp|Q4VA53|PDS5B_MOUSE	tr|A0A8D2FSV0|A0A8D2FSV0_THEGE
OG0001361	tr|Q7TQY8|Q7TQY8_MOUSE, tr|Q8VF39|Q8VF39_MOUSE, tr|Q8VF40|Q8VF40_MOUSE	tr|A0A8D2E4R7|A0A8D2E4R7_THEGE
OG0001362	sp|Q91YP2|NEUL_MOUSE	tr|A0A8D2FK97|A0A8D2FK97_THEGE
OG0001362	sp|Q8C1A5|THOP1_MOUSE	tr|A0A8D2F6I5|A0A8D2F6I5_THEGE
OG0001363	sp|Q9CQ71|RFA3_MOUSE	tr|A0A8D2GCD7|A0A8D2GCD7_THEGE, tr|A0A8D2EBY8|A0A8D2EBY8_THEGE, tr|A0A8D2FGR5|A0A8D2FGR5_THEGE
OG0001364	sp|Q02956|KPCZ_MOUSE	tr|A0A8D2F4P2|A0A8D2F4P2_THEGE
OG0001364	sp|Q62074|KPCI_MOUSE	tr|A0A8D2GGN9|A0A8D2GGN9_THEGE
OG0001365	sp|Q8BT20|ISK6_MOUSE	tr|A0A8D2GJI4|A0A8D2GJI4_THEGE, tr|A0A8D2GG19|A0A8D2GG19_THEGE, tr|A0A8D2KA43|A0A8D2KA43_THEGE
OG0001366	sp|P55012|S12A2_MOUSE	tr|A0A8D2K2U2|A0A8D2K2U2_THEGE
OG0001366	sp|P55014|S12A1_MOUSE	tr|A0A8D2F0I8|A0A8D2F0I8_THEGE
OG0001367	sp|P70224|GIMA1_MOUSE	tr|A0A8D2EC67|A0A8D2EC67_THEGE, tr|A0A8D2JVR5|A0A8D2JVR5_THEGE, tr|A0A8D2EH23|A0A8D2EH23_THEGE
OG0001368	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A8D2FEP0|A0A8D2FEP0_THEGE
OG0001368	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A8D2K5F9|A0A8D2K5F9_THEGE
OG0001369	sp|Q8C1C8|PNMA1_MOUSE	tr|A0A8D2G2H4|A0A8D2G2H4_THEGE
OG0001369	sp|Q5DTT8|PNMA5_MOUSE	tr|A0A8D2EW09|A0A8D2EW09_THEGE
OG0001370	sp|Q6B9Z0|IGFL_MOUSE	tr|A0A8D2FYZ3|A0A8D2FYZ3_THEGE, tr|A0A8D2G0E9|A0A8D2G0E9_THEGE, tr|A0A8D2G0B9|A0A8D2G0B9_THEGE
OG0001371	sp|Q8BHA0|IN80C_MOUSE	tr|A0A8D2K674|A0A8D2K674_THEGE, tr|A0A8D2FZ44|A0A8D2FZ44_THEGE, tr|A0A8D2JY27|A0A8D2JY27_THEGE
OG0001372	sp|Q9D2R6|COA3_MOUSE	tr|A0A8D2JV04|A0A8D2JV04_THEGE, tr|A0A8D2EZ02|A0A8D2EZ02_THEGE, tr|A0A8D2F1Z9|A0A8D2F1Z9_THEGE
OG0001373	sp|P21271|MYO5B_MOUSE	tr|A0A8D2K922|A0A8D2K922_THEGE
OG0001373	sp|Q99104|MYO5A_MOUSE	tr|A0A8D2FEU0|A0A8D2FEU0_THEGE
OG0001374	sp|Q9Z1N5|DX39B_MOUSE	tr|A0A8D2KAQ6|A0A8D2KAQ6_THEGE
OG0001374	sp|Q8VDW0|DX39A_MOUSE	tr|A0A8D2EN28|A0A8D2EN28_THEGE
OG0001375	sp|P97767|EYA1_MOUSE	tr|A0A8D2FZ61|A0A8D2FZ61_THEGE
OG0001375	sp|Q9Z191|EYA4_MOUSE	tr|A0A8D2F1G4|A0A8D2F1G4_THEGE
OG0001376	tr|B2RUM3|B2RUM3_MOUSE, sp|Q8VEA4|MIA40_MOUSE	tr|A0A8D2K1R7|A0A8D2K1R7_THEGE, tr|A0A8D2K888|A0A8D2K888_THEGE
OG0001377	sp|P0C028|NUD11_MOUSE, sp|P0C027|NUD10_MOUSE	tr|A0A8D2E5L8|A0A8D2E5L8_THEGE, tr|A0A8D2E8L7|A0A8D2E8L7_THEGE
OG0001378	sp|P27784|CCL6_MOUSE, sp|P51670|CCL9_MOUSE	tr|A0A8D2FJD9|A0A8D2FJD9_THEGE, tr|A0A8D2FJA4|A0A8D2FJA4_THEGE
OG0001379	sp|Q62426|CYTB_MOUSE	tr|A0A8D2FRV0|A0A8D2FRV0_THEGE, tr|A0A8D2EH11|A0A8D2EH11_THEGE, tr|A0A8D2EML2|A0A8D2EML2_THEGE
OG0001380	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A8D2GCL1|A0A8D2GCL1_THEGE
OG0001380	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A8D2FYE2|A0A8D2FYE2_THEGE
OG0001381	sp|Q9EPS2|PYY_MOUSE	tr|A0A8D2FAG1|A0A8D2FAG1_THEGE, tr|A0A8D2JU52|A0A8D2JU52_THEGE, tr|A0A8D2JXT0|A0A8D2JXT0_THEGE
OG0001382	tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|E9Q564|E9Q564_MOUSE	tr|A0A8D2G188|A0A8D2G188_THEGE
OG0001383	tr|Q14AA6|Q14AA6_MOUSE, sp|P62827|RAN_MOUSE, sp|Q61820|RANT_MOUSE	tr|A0A8D2GII8|A0A8D2GII8_THEGE
OG0001384	sp|Q02384|SOS2_MOUSE	tr|A0A8D2ETH7|A0A8D2ETH7_THEGE
OG0001384	sp|Q62245|SOS1_MOUSE	tr|A0A8D2G8P7|A0A8D2G8P7_THEGE
OG0001385	sp|Q91ZW3|SMCA5_MOUSE	tr|A0A8D2F581|A0A8D2F581_THEGE
OG0001385	sp|Q6PGB8|SMCA1_MOUSE	tr|A0A8D2G002|A0A8D2G002_THEGE
OG0001386	sp|Q9ERC8|DSCAM_MOUSE	tr|A0A8D2FWL7|A0A8D2FWL7_THEGE
OG0001386	sp|Q4VA61|DSCL1_MOUSE	tr|A0A8D2FWE1|A0A8D2FWE1_THEGE
OG0001387	sp|Q64527|WNT8A_MOUSE	tr|A0A8D2G0F0|A0A8D2G0F0_THEGE
OG0001387	sp|Q9WUD6|WNT8B_MOUSE	tr|A0A8D2FKX4|A0A8D2FKX4_THEGE
OG0001388	sp|P35585|AP1M1_MOUSE	tr|A0A8D2EX08|A0A8D2EX08_THEGE
OG0001388	sp|Q9WVP1|AP1M2_MOUSE	tr|A0A8D2G8G7|A0A8D2G8G7_THEGE
OG0001389	sp|A2RSQ0|DEN5B_MOUSE	tr|A0A8D2GJD2|A0A8D2GJD2_THEGE
OG0001389	sp|Q6PAL8|DEN5A_MOUSE	tr|A0A8D2FI70|A0A8D2FI70_THEGE
OG0001390	sp|Q61626|GRIK5_MOUSE	tr|A0A8D2K5V0|A0A8D2K5V0_THEGE
OG0001390	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A8D2G465|A0A8D2G465_THEGE
OG0001391	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A8D2EEJ5|A0A8D2EEJ5_THEGE
OG0001391	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A8D2FTW7|A0A8D2FTW7_THEGE
OG0001392	sp|Q9Z2D1|MTMR2_MOUSE	tr|A0A8D2F1C4|A0A8D2F1C4_THEGE
OG0001392	sp|Q9Z2C4|MTMR1_MOUSE	tr|A0A8D2ERQ0|A0A8D2ERQ0_THEGE
OG0001393	sp|O35490|BHMT1_MOUSE	tr|A0A8D2G4R1|A0A8D2G4R1_THEGE
OG0001393	sp|Q91WS4|BHMT2_MOUSE	tr|A0A8D2G5T7|A0A8D2G5T7_THEGE
OG0001394	sp|Q9JLI3|MMEL1_MOUSE	tr|A0A8D2K0V0|A0A8D2K0V0_THEGE
OG0001394	sp|Q61391|NEP_MOUSE	tr|A0A8D2EEJ0|A0A8D2EEJ0_THEGE
OG0001395	sp|Q9ES70|NEK6_MOUSE	tr|A0A8D2G9C9|A0A8D2G9C9_THEGE
OG0001395	sp|Q9ES74|NEK7_MOUSE	tr|A0A8D2G2T7|A0A8D2G2T7_THEGE
OG0001396	sp|A2RT60|HTRA4_MOUSE	tr|A0A8D2EXB4|A0A8D2EXB4_THEGE
OG0001396	sp|Q9R118|HTRA1_MOUSE	tr|A0A8D2GER4|A0A8D2GER4_THEGE
OG0001397	sp|O08650|HYAS3_MOUSE	tr|A0A8D2ETF3|A0A8D2ETF3_THEGE
OG0001397	sp|P70312|HYAS2_MOUSE	tr|A0A8D2EU72|A0A8D2EU72_THEGE
OG0001398	sp|Q8BFQ4|WDR82_MOUSE	tr|A0A8D2FTP7|A0A8D2FTP7_THEGE, tr|A0A8D2G192|A0A8D2G192_THEGE, tr|A0A8D2E8L6|A0A8D2E8L6_THEGE
OG0001399	sp|Q3UKU1|ELL2_MOUSE, sp|O08856|ELL_MOUSE	tr|A0A8D2JW38|A0A8D2JW38_THEGE, tr|A0A8D2JVD5|A0A8D2JVD5_THEGE
OG0001400	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A8D2F9V5|A0A8D2F9V5_THEGE
OG0001400	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A8D2F0J5|A0A8D2F0J5_THEGE
OG0001401	sp|P0DN91|T254C_MOUSE, sp|P0DN89|T254A_MOUSE, sp|P0DN90|T254B_MOUSE	tr|A0A8D2FJN2|A0A8D2FJN2_THEGE
OG0001402	sp|Q499E0|BRNP3_MOUSE	tr|A0A8D2K881|A0A8D2K881_THEGE
OG0001402	sp|Q6DFY8|BRNP2_MOUSE	tr|A0A8D2JUS6|A0A8D2JUS6_THEGE
OG0001403	tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q91VC3|IF4A3_MOUSE	tr|A0A8D2ENI6|A0A8D2ENI6_THEGE
OG0001404	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A8D2FKK7|A0A8D2FKK7_THEGE, tr|A0A8D2ECA7|A0A8D2ECA7_THEGE, tr|A0A8D2FVW6|A0A8D2FVW6_THEGE
OG0001405	sp|O70126|AURKB_MOUSE	tr|A0A8D2K8T6|A0A8D2K8T6_THEGE
OG0001405	sp|O88445|AURKC_MOUSE	tr|A0A8D2F353|A0A8D2F353_THEGE
OG0001406	sp|P29037|TBP_MOUSE	tr|A0A8D2K9Z4|A0A8D2K9Z4_THEGE
OG0001406	sp|Q6SJ95|TBPL2_MOUSE	tr|A0A8D2K0A1|A0A8D2K0A1_THEGE
OG0001407	sp|Q8BH04|PCKGM_MOUSE	tr|A0A8D2FXK6|A0A8D2FXK6_THEGE
OG0001407	sp|Q9Z2V4|PCKGC_MOUSE	tr|A0A8D2F6I9|A0A8D2F6I9_THEGE
OG0001408	sp|Q9DBD2|MARH8_MOUSE	tr|A0A8D2F2Z7|A0A8D2F2Z7_THEGE
OG0001408	sp|Q6NZQ8|MARH1_MOUSE	tr|A0A8D2FQ83|A0A8D2FQ83_THEGE
OG0001410	sp|Q8BHY3|ANO1_MOUSE	tr|A0A8D2E4M0|A0A8D2E4M0_THEGE
OG0001410	sp|Q8CFW1|ANO2_MOUSE	tr|A0A8D2F0A6|A0A8D2F0A6_THEGE
OG0001411	sp|Q9DAK3|RHBT1_MOUSE	tr|A0A8D2E5D4|A0A8D2E5D4_THEGE
OG0001411	sp|Q91V93|RHBT2_MOUSE	tr|A0A8D2E4U7|A0A8D2E4U7_THEGE
OG0001412	sp|P70419|GALT3_MOUSE	tr|A0A8D2K1D2|A0A8D2K1D2_THEGE
OG0001412	sp|Q8C7U7|GALT6_MOUSE	tr|A0A8D2JW37|A0A8D2JW37_THEGE
