Orthogroup	Mus_musculus	Rhinopithecus_roxellana
OG0000616	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE, sp|Q9Z2J0|S23A1_MOUSE	tr|A0A2K6QS52|A0A2K6QS52_RHIRO
OG0000618	tr|Q208S0|Q208S0_MOUSE, tr|Q9CQH1|Q9CQH1_MOUSE, sp|Q810U2|TDM1A_MOUSE, tr|Q8CC62|Q8CC62_MOUSE	tr|A0A2K6QXY6|A0A2K6QXY6_RHIRO
OG0000619	sp|P57776|EF1D_MOUSE	tr|A0A2K6PDH2|A0A2K6PDH2_RHIRO, tr|A0A2K6N6Y4|A0A2K6N6Y4_RHIRO, tr|A0A2K6NU27|A0A2K6NU27_RHIRO, tr|A0A2K6Q7N2|A0A2K6Q7N2_RHIRO
OG0000620	sp|P50149|GNAT2_MOUSE	tr|A0A2K6R4N5|A0A2K6R4N5_RHIRO
OG0000620	sp|P20612|GNAT1_MOUSE, sp|Q3V3I2|GNAT3_MOUSE	tr|A0A2K6RN17|A0A2K6RN17_RHIRO
OG0000621	tr|Q5R1H8|Q5R1H8_MOUSE, tr|A0A075B641|A0A075B641_MOUSE, tr|A0A075B616|A0A075B616_MOUSE, tr|A0A075B633|A0A075B633_MOUSE	tr|A0A2K6ND52|A0A2K6ND52_RHIRO
OG0000622	sp|Q9QUQ5|TRPC4_MOUSE	tr|A0A2K6NL94|A0A2K6NL94_RHIRO
OG0000622	sp|Q61056|TRPC1_MOUSE, sp|Q9QX29|TRPC5_MOUSE	tr|A0A2K6Q832|A0A2K6Q832_RHIRO
OG0000623	sp|Q9R0E1|PLOD3_MOUSE	tr|A0A2K6QK63|A0A2K6QK63_RHIRO
OG0000623	sp|Q9R0E2|PLOD1_MOUSE, sp|Q9R0B9|PLOD2_MOUSE	tr|A0A2K6PEF2|A0A2K6PEF2_RHIRO
OG0000625	sp|Q8R1C0|KCNC4_MOUSE	tr|A0A2K6RGH2|A0A2K6RGH2_RHIRO
OG0000625	sp|Q63959|KCNC3_MOUSE, sp|P15388|KCNC1_MOUSE	tr|A0A2K6NQS9|A0A2K6NQS9_RHIRO
OG0000626	tr|O08631|O08631_MOUSE, sp|Q925H3|KRA65_MOUSE, tr|O09048|O09048_MOUSE	tr|A0A2K6QQW4|A0A2K6QQW4_RHIRO, tr|A0A2K6R837|A0A2K6R837_RHIRO
OG0000627	sp|P08071|TRFL_MOUSE	tr|A0A2K6P073|A0A2K6P073_RHIRO
OG0000627	sp|Q9DBD0|ICA_MOUSE, sp|Q921I1|TRFE_MOUSE	tr|A0A2K6RJX5|A0A2K6RJX5_RHIRO
OG0000628	sp|Q1EG27|MYO3B_MOUSE	tr|A0A2K6RAE8|A0A2K6RAE8_RHIRO
OG0000628	sp|Q8K3H5|MYO3A_MOUSE	tr|A0A2K6QHB4|A0A2K6QHB4_RHIRO, tr|A0A2K6RA77|A0A2K6RA77_RHIRO
OG0000629	sp|Q8CCT4|TCAL5_MOUSE, sp|Q8R0A5|TCAL3_MOUSE, tr|Q9DB24|Q9DB24_MOUSE	tr|A0A2K6NQJ5|A0A2K6NQJ5_RHIRO, tr|A0A2K6NH53|A0A2K6NH53_RHIRO
OG0000630	tr|Q3V2D6|Q3V2D6_MOUSE, tr|A2A588|A2A588_MOUSE, tr|A2A590|A2A590_MOUSE, sp|Q3V2C1|KRA93_MOUSE	tr|A0A2K6R1I4|A0A2K6R1I4_RHIRO
OG0000631	sp|P43277|H13_MOUSE, sp|P15864|H12_MOUSE, sp|Q8CJI4|H1FNT_MOUSE, sp|P43275|H11_MOUSE	tr|A0A2K6NP62|A0A2K6NP62_RHIRO
OG0000632	sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|Q6SJQ0|CLM8_MOUSE	tr|A0A2K6PWH6|A0A2K6PWH6_RHIRO, tr|A0A2K6NTD5|A0A2K6NTD5_RHIRO
OG0000633	sp|Q09143|CTR1_MOUSE	tr|A0A2K6Q631|A0A2K6Q631_RHIRO
OG0000633	tr|E9PWS4|E9PWS4_MOUSE, sp|P70423|CTR3_MOUSE	tr|A0A2K6NWF4|A0A2K6NWF4_RHIRO
OG0000635	sp|Q8BHP2|NUTM1_MOUSE	tr|A0A2K6PH03|A0A2K6PH03_RHIRO
OG0000635	sp|Q3V0C3|NUTM2_MOUSE	tr|A0A2K6NJD7|A0A2K6NJD7_RHIRO, tr|A0A2K6PVN8|A0A2K6PVN8_RHIRO
OG0000636	sp|Q61093|CY24B_MOUSE	tr|A0A2K6PEB6|A0A2K6PEB6_RHIRO
OG0000636	sp|Q672J9|NOX3_MOUSE	tr|A0A2K6QXT0|A0A2K6QXT0_RHIRO, tr|A0A2K6R975|A0A2K6R975_RHIRO
OG0000638	sp|Q61292|LAMB2_MOUSE	tr|A0A2K6QAI5|A0A2K6QAI5_RHIRO
OG0000638	sp|P02469|LAMB1_MOUSE	tr|A0A2K6RT68|A0A2K6RT68_RHIRO, tr|A0A2K6QSG8|A0A2K6QSG8_RHIRO
OG0000639	sp|Q62095|DDX3Y_MOUSE	tr|A0A2K6QBB0|A0A2K6QBB0_RHIRO
OG0000639	sp|P16381|DDX3L_MOUSE, sp|Q62167|DDX3X_MOUSE	tr|A0A2K6P5S0|A0A2K6P5S0_RHIRO
OG0000640	tr|Q640N4|Q640N4_MOUSE	tr|A0A2K6QMT4|A0A2K6QMT4_RHIRO
OG0000640	tr|A2A4U6|A2A4U6_MOUSE	tr|A0A2K6QRS0|A0A2K6QRS0_RHIRO, tr|A0A2K6Q0Y0|A0A2K6Q0Y0_RHIRO
OG0000641	sp|Q8BGM5|BEST2_MOUSE	tr|A0A2K6Q9A7|A0A2K6Q9A7_RHIRO
OG0000641	sp|O88870|BEST1_MOUSE	tr|A0A2K6NV30|A0A2K6NV30_RHIRO, tr|A0A2K6PXP8|A0A2K6PXP8_RHIRO
OG0000642	sp|Q62093|SRSF2_MOUSE	tr|A0A2K6RAS5|A0A2K6RAS5_RHIRO
OG0000642	tr|A2RRY9|A2RRY9_MOUSE	tr|A0A2K6RFY8|A0A2K6RFY8_RHIRO, tr|A0A2K6NRC4|A0A2K6NRC4_RHIRO
OG0000643	sp|P30554|MAS_MOUSE, sp|Q99MT8|MRGRH_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB8|MRGRD_MOUSE	tr|A0A2K6NR71|A0A2K6NR71_RHIRO
OG0000644	sp|O35409|FOLH1_MOUSE	tr|A0A2K6RQ75|A0A2K6RQ75_RHIRO
OG0000644	tr|A0A0N4SUJ3|A0A0N4SUJ3_MOUSE, sp|Q9CZR2|NALD2_MOUSE	tr|A0A2K6Q262|A0A2K6Q262_RHIRO
OG0000645	sp|O08800|SPB8_MOUSE	tr|A0A2K6NX90|A0A2K6NX90_RHIRO, tr|A0A2K6QHL3|A0A2K6QHL3_RHIRO, tr|A0A2K6RBV6|A0A2K6RBV6_RHIRO, tr|A0A2K6NYN2|A0A2K6NYN2_RHIRO
OG0000646	sp|Q8BTH8|KC1G1_MOUSE	tr|A0A2K6QLT5|A0A2K6QLT5_RHIRO
OG0000646	sp|Q8BVP5|KC1G2_MOUSE, sp|Q8C4X2|KC1G3_MOUSE	tr|A0A2K6Q6Z4|A0A2K6Q6Z4_RHIRO
OG0000647	sp|Q7TNV0|DEK_MOUSE	tr|A0A2K6RFS0|A0A2K6RFS0_RHIRO, tr|A0A2K6R785|A0A2K6R785_RHIRO, tr|A0A2K6PXJ3|A0A2K6PXJ3_RHIRO, tr|A0A2K6PJM8|A0A2K6PJM8_RHIRO
OG0000648	sp|Q8K3U4|DFB36_MOUSE	tr|A0A2K6QC75|A0A2K6QC75_RHIRO
OG0000648	sp|Q8K3I8|DFB19_MOUSE	tr|A0A2K6NCI3|A0A2K6NCI3_RHIRO, tr|A0A2K6QRA5|A0A2K6QRA5_RHIRO
OG0000649	tr|A0A075B5S9|A0A075B5S9_MOUSE, tr|A0A075B5S1|A0A075B5S1_MOUSE, tr|A0A0B4J1J4|A0A0B4J1J4_MOUSE, tr|A0A0B4J1J5|A0A0B4J1J5_MOUSE	tr|A0A2K6NB08|A0A2K6NB08_RHIRO
OG0000650	sp|P36898|BMR1B_MOUSE	tr|A0A2K6PW22|A0A2K6PW22_RHIRO
OG0000650	sp|P36895|BMR1A_MOUSE	tr|A0A2K6Q600|A0A2K6Q600_RHIRO, tr|A0A2K6RF72|A0A2K6RF72_RHIRO
OG0000651	sp|Q9JJ80|RPF2_MOUSE	tr|A0A2K6QS90|A0A2K6QS90_RHIRO, tr|A0A2K6QAU9|A0A2K6QAU9_RHIRO, tr|A0A2K6NXY0|A0A2K6NXY0_RHIRO, tr|A0A2K6Q9F9|A0A2K6Q9F9_RHIRO
OG0000652	sp|O88799|ZAN_MOUSE	tr|A0A2K6RM01|A0A2K6RM01_RHIRO
OG0000652	tr|E9PVG8|E9PVG8_MOUSE, tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A2K6PXE1|A0A2K6PXE1_RHIRO
OG0000654	sp|Q06986|SIAH2_MOUSE	tr|A0A2K6QVE2|A0A2K6QVE2_RHIRO
OG0000654	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|A0A2K6Q6B5|A0A2K6Q6B5_RHIRO
OG0000655	sp|P31725|S10A9_MOUSE	tr|A0A2K6RE19|A0A2K6RE19_RHIRO, tr|A0A2K6PD73|A0A2K6PD73_RHIRO, tr|A0A2K6QC98|A0A2K6QC98_RHIRO, tr|A0A2K6NUC4|A0A2K6NUC4_RHIRO
OG0000656	sp|Q9QXE7|TBL1X_MOUSE	tr|A0A2K6P705|A0A2K6P705_RHIRO, tr|A0A2K6NJ92|A0A2K6NJ92_RHIRO
OG0000656	sp|Q8BHJ5|TBL1R_MOUSE	tr|A0A2K6RFZ7|A0A2K6RFZ7_RHIRO
OG0000657	sp|Q91WS0|CISD1_MOUSE	tr|A0A2K6NC81|A0A2K6NC81_RHIRO, tr|A0A2K6NR79|A0A2K6NR79_RHIRO, tr|A0A2K6NG19|A0A2K6NG19_RHIRO, tr|A0A2K6P369|A0A2K6P369_RHIRO
OG0000658	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A2K6QZ03|A0A2K6QZ03_RHIRO, tr|A0A2K6Q7M8|A0A2K6Q7M8_RHIRO, tr|A0A2K6NLW3|A0A2K6NLW3_RHIRO, tr|A0A2K6N7P9|A0A2K6N7P9_RHIRO
OG0000660	sp|Q9CUX1|P52K_MOUSE	tr|A0A2K6NR21|A0A2K6NR21_RHIRO, tr|A0A2K6R9V9|A0A2K6R9V9_RHIRO, tr|A0A2K6PXW3|A0A2K6PXW3_RHIRO, tr|A0A2K6P279|A0A2K6P279_RHIRO
OG0000661	sp|Q5QD15|TAAR4_MOUSE, sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD17|TAAR2_MOUSE	tr|A0A2K6PTC2|A0A2K6PTC2_RHIRO
OG0000662	sp|Q6PEE3|RIR2B_MOUSE	tr|A0A2K6RUY9|A0A2K6RUY9_RHIRO
OG0000662	sp|P11157|RIR2_MOUSE	tr|A0A2K6NGP7|A0A2K6NGP7_RHIRO, tr|A0A2K6R3U5|A0A2K6R3U5_RHIRO
OG0000663	sp|P26048|GBRA2_MOUSE	tr|A0A2K6RDP2|A0A2K6RDP2_RHIRO
OG0000663	sp|P26049|GBRA3_MOUSE, sp|P62812|GBRA1_MOUSE	tr|A0A2K6RHL4|A0A2K6RHL4_RHIRO
OG0000664	sp|P63028|TCTP_MOUSE	tr|A0A2K6QLH4|A0A2K6QLH4_RHIRO, tr|A0A2K6RP97|A0A2K6RP97_RHIRO, tr|A0A2K6RD48|A0A2K6RD48_RHIRO, tr|A0A2K6PYC1|A0A2K6PYC1_RHIRO
OG0000665	sp|Q8BVF2|PDCL3_MOUSE	tr|A0A2K6Q192|A0A2K6Q192_RHIRO, tr|A0A2K6PWQ9|A0A2K6PWQ9_RHIRO, tr|A0A2K6QX47|A0A2K6QX47_RHIRO, tr|A0A2K6PWR1|A0A2K6PWR1_RHIRO
OG0000668	sp|O35344|IMA4_MOUSE	tr|A0A2K6R1J6|A0A2K6R1J6_RHIRO
OG0000668	sp|O35343|IMA3_MOUSE	tr|A0A2K6NFI8|A0A2K6NFI8_RHIRO, tr|A0A2K6R225|A0A2K6R225_RHIRO
OG0000669	sp|Q91X83|METK1_MOUSE	tr|A0A2K6NZ67|A0A2K6NZ67_RHIRO
OG0000669	sp|Q3THS6|METK2_MOUSE	tr|A0A2K6NI71|A0A2K6NI71_RHIRO, tr|A0A2K6QRB7|A0A2K6QRB7_RHIRO
OG0000670	sp|Q9CR57|RL14_MOUSE	tr|A0A2K6R1I8|A0A2K6R1I8_RHIRO, tr|A0A2K6N8R7|A0A2K6N8R7_RHIRO, tr|A0A2K6R961|A0A2K6R961_RHIRO, tr|A0A2K6NJ12|A0A2K6NJ12_RHIRO
OG0000671	sp|A2ASZ8|SCMC2_MOUSE	tr|A0A2K6RWH3|A0A2K6RWH3_RHIRO
OG0000671	tr|B1AUS6|B1AUS6_MOUSE, sp|Q8BMD8|SCMC1_MOUSE	tr|A0A2K6QIT8|A0A2K6QIT8_RHIRO
OG0000672	sp|Q8R2P1|KLH25_MOUSE	tr|A0A2K6R7F3|A0A2K6R7F3_RHIRO
OG0000672	sp|Q8CDE2|CALI_MOUSE, sp|O35709|ENC1_MOUSE	tr|A0A2K6NSM7|A0A2K6NSM7_RHIRO
OG0000673	sp|Q8BLV3|SL9A7_MOUSE	tr|A0A2K6RV84|A0A2K6RV84_RHIRO, tr|A0A2K6PCE7|A0A2K6PCE7_RHIRO
OG0000673	tr|A1L3P4|A1L3P4_MOUSE	tr|A0A2K6PJV1|A0A2K6PJV1_RHIRO
OG0000674	sp|Q8BKN6|HS3SA_MOUSE	tr|A0A2K6Q0C4|A0A2K6Q0C4_RHIRO
OG0000674	tr|D3YVV6|D3YVV6_MOUSE, sp|Q9QZS6|HS3SB_MOUSE	tr|A0A2K6NI91|A0A2K6NI91_RHIRO
OG0000676	sp|Q3UTA9|I4E1B_MOUSE	tr|A0A2K6R8F4|A0A2K6R8F4_RHIRO
OG0000676	sp|P63073|IF4E_MOUSE	tr|A0A2K6QL47|A0A2K6QL47_RHIRO, tr|A0A2K6PUJ9|A0A2K6PUJ9_RHIRO
OG0000677	sp|Q9EPN1|NBEA_MOUSE	tr|A0A2K6PR39|A0A2K6PR39_RHIRO
OG0000677	sp|Q9ESE1|LRBA_MOUSE	tr|A0A2K6R0N4|A0A2K6R0N4_RHIRO, tr|A0A2K6QTY0|A0A2K6QTY0_RHIRO
OG0000678	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A2K6QSA8|A0A2K6QSA8_RHIRO, tr|A0A2K6RLQ2|A0A2K6RLQ2_RHIRO, tr|A0A2K6P4B3|A0A2K6P4B3_RHIRO, tr|A0A2K6RTM6|A0A2K6RTM6_RHIRO
OG0000679	sp|P23242|CXA1_MOUSE, sp|Q6S5G4|CXA6_MOUSE, sp|P28235|CXA4_MOUSE, sp|Q64448|CXA3_MOUSE	tr|A0A2K6P575|A0A2K6P575_RHIRO
OG0000680	sp|P63037|DNJA1_MOUSE	tr|A0A2K6PFI8|A0A2K6PFI8_RHIRO, tr|A0A2K6P0G0|A0A2K6P0G0_RHIRO, tr|A0A2K6Q2P0|A0A2K6Q2P0_RHIRO, tr|A0A2K6P2W7|A0A2K6P2W7_RHIRO
OG0000681	sp|Q8VE92|RBM4B_MOUSE	tr|A0A2K6PLV7|A0A2K6PLV7_RHIRO
OG0000681	sp|Q8C7Q4|RBM4_MOUSE	tr|A0A2K6PLH2|A0A2K6PLH2_RHIRO, tr|A0A2K6QNU2|A0A2K6QNU2_RHIRO
OG0000682	sp|Q9DAL7|IQCF5_MOUSE	tr|A0A2K6NEU3|A0A2K6NEU3_RHIRO
OG0000682	sp|Q9D498|IQCF3_MOUSE	tr|A0A2K6Q4F7|A0A2K6Q4F7_RHIRO, tr|A0A2K6R920|A0A2K6R920_RHIRO
OG0000683	sp|Q922D8|C1TC_MOUSE	tr|A0A2K6RTQ0|A0A2K6RTQ0_RHIRO, tr|A0A2K6QEM7|A0A2K6QEM7_RHIRO
OG0000683	sp|Q3V3R1|C1TM_MOUSE	tr|A0A2K6P7P4|A0A2K6P7P4_RHIRO
OG0000684	sp|Q9CQJ7|PTTG1_MOUSE	tr|A0A2K6NFN4|A0A2K6NFN4_RHIRO, tr|A0A2K6RP53|A0A2K6RP53_RHIRO, tr|A0A2K6RD42|A0A2K6RD42_RHIRO, tr|A0A2K6NR96|A0A2K6NR96_RHIRO
OG0000685	tr|A0A0B4J1H1|A0A0B4J1H1_MOUSE, tr|A0A0B4J1H0|A0A0B4J1H0_MOUSE	tr|A0A2K6NEG2|A0A2K6NEG2_RHIRO, tr|A0A2K6QIJ5|A0A2K6QIJ5_RHIRO, tr|A0A2K6NCZ7|A0A2K6NCZ7_RHIRO
OG0000686	sp|Q921K8|TCAF2_MOUSE	tr|A0A2K6RBR1|A0A2K6RBR1_RHIRO
OG0000686	sp|Q6QR59|TCAF3_MOUSE, sp|Q8BNE1|TCAF1_MOUSE	tr|A0A2K6RFE8|A0A2K6RFE8_RHIRO
OG0000687	sp|Q63932|MP2K2_MOUSE	tr|A0A2K6PDG5|A0A2K6PDG5_RHIRO
OG0000687	sp|P31938|MP2K1_MOUSE	tr|A0A2K6PWS8|A0A2K6PWS8_RHIRO, tr|A0A2K6QEW3|A0A2K6QEW3_RHIRO
OG0000688	tr|E9PWF9|E9PWF9_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE	tr|A0A2K6NSA8|A0A2K6NSA8_RHIRO, tr|A0A2K6NDQ7|A0A2K6NDQ7_RHIRO
OG0000689	sp|C0LLJ0|IMA8_MOUSE	tr|A0A2K6QJE3|A0A2K6QJE3_RHIRO
OG0000689	sp|P52293|IMA1_MOUSE	tr|A0A2K6NDH1|A0A2K6NDH1_RHIRO, tr|A0A2K6P612|A0A2K6P612_RHIRO
OG0000690	sp|Q9Z306|S22A4_MOUSE	tr|A0A2K6PE03|A0A2K6PE03_RHIRO
OG0000690	sp|Q9Z0E8|S22A5_MOUSE, sp|Q9WTN6|S22AL_MOUSE	tr|A0A2K6Q582|A0A2K6Q582_RHIRO
OG0000691	sp|Q811P0|S36A3_MOUSE	tr|A0A2K6RKW8|A0A2K6RKW8_RHIRO
OG0000691	sp|Q8K4D3|S36A1_MOUSE, sp|Q8BHK3|S36A2_MOUSE	tr|A0A2K6N971|A0A2K6N971_RHIRO
OG0000693	sp|Q3V1D3|AMPD1_MOUSE	tr|A0A2K6QHX4|A0A2K6QHX4_RHIRO
OG0000693	sp|O08739|AMPD3_MOUSE	tr|A0A2K6PPB3|A0A2K6PPB3_RHIRO, tr|A0A2K6QQ71|A0A2K6QQ71_RHIRO
OG0000694	sp|Q6PCM2|INT6_MOUSE	tr|A0A2K6N7X9|A0A2K6N7X9_RHIRO, tr|A0A2K6QIA2|A0A2K6QIA2_RHIRO
OG0000694	sp|Q8BND4|INT6L_MOUSE	tr|A0A2K6PLP7|A0A2K6PLP7_RHIRO
OG0000695	sp|Q9CZB0|C560_MOUSE	tr|A0A2K6PAT9|A0A2K6PAT9_RHIRO, tr|A0A2K6QER2|A0A2K6QER2_RHIRO, tr|A0A2K6Q6R3|A0A2K6Q6R3_RHIRO, tr|A0A2K6QXG2|A0A2K6QXG2_RHIRO
OG0000696	sp|Q3UWZ0|TRI75_MOUSE	tr|A0A2K6QKI8|A0A2K6QKI8_RHIRO
OG0000696	sp|Q9ESN2|TRI39_MOUSE	tr|A0A2K6Q9B5|A0A2K6Q9B5_RHIRO, tr|A0A2K6Q9S0|A0A2K6Q9S0_RHIRO
OG0000697	sp|Q4VA53|PDS5B_MOUSE	tr|A0A2K6NWN8|A0A2K6NWN8_RHIRO
OG0000697	sp|Q6A026|PDS5A_MOUSE	tr|A0A2K6QD87|A0A2K6QD87_RHIRO, tr|A0A2K6R4K3|A0A2K6R4K3_RHIRO
OG0000698	sp|O08992|SDCB1_MOUSE	tr|A0A2K6QSR1|A0A2K6QSR1_RHIRO, tr|A0A2K6Q5K3|A0A2K6Q5K3_RHIRO, tr|A0A2K6N930|A0A2K6N930_RHIRO, tr|A0A2K6R313|A0A2K6R313_RHIRO
OG0000699	tr|Q8VH16|Q8VH16_MOUSE	tr|A0A2K6QLL3|A0A2K6QLL3_RHIRO
OG0000699	tr|Q8VH13|Q8VH13_MOUSE	tr|A0A2K6RN92|A0A2K6RN92_RHIRO, tr|A0A2K6PV85|A0A2K6PV85_RHIRO
OG0000700	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A2K6RWL7|A0A2K6RWL7_RHIRO
OG0000700	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A2K6RLJ8|A0A2K6RLJ8_RHIRO, tr|A0A2K6PX01|A0A2K6PX01_RHIRO
OG0000701	sp|P0CG50|UBC_MOUSE	tr|A0A2K6P3M7|A0A2K6P3M7_RHIRO, tr|A0A2K6QS12|A0A2K6QS12_RHIRO
OG0000701	sp|P0CG49|UBB_MOUSE	tr|A0A2K6PQG2|A0A2K6PQG2_RHIRO
OG0000702	tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE	tr|A0A2K6NG78|A0A2K6NG78_RHIRO
OG0000702	sp|Q8BNA6|FAT3_MOUSE, sp|Q5F226|FAT2_MOUSE	tr|A0A2K6QA51|A0A2K6QA51_RHIRO
OG0000703	sp|Q6B9Z0|IGFL_MOUSE	tr|A0A2K6QTR1|A0A2K6QTR1_RHIRO, tr|A0A2K6RFW6|A0A2K6RFW6_RHIRO, tr|A0A2K6NFE0|A0A2K6NFE0_RHIRO, tr|A0A2K6P228|A0A2K6P228_RHIRO
OG0000704	sp|Q9JLA2|IL36A_MOUSE	tr|A0A2K6QYH8|A0A2K6QYH8_RHIRO
OG0000704	sp|Q8R460|IL36G_MOUSE	tr|A0A2K6PHH2|A0A2K6PHH2_RHIRO, tr|A0A2K6R510|A0A2K6R510_RHIRO
OG0000705	sp|Q61820|RANT_MOUSE	tr|A0A2K6RT11|A0A2K6RT11_RHIRO
OG0000705	sp|P62827|RAN_MOUSE, tr|Q14AA6|Q14AA6_MOUSE	tr|A0A2K6RLY1|A0A2K6RLY1_RHIRO
OG0000706	sp|P0C6A1|GTR7_MOUSE	tr|A0A2K6QDP9|A0A2K6QDP9_RHIRO
OG0000706	sp|Q9WV38|GTR5_MOUSE	tr|A0A2K6NT58|A0A2K6NT58_RHIRO, tr|A0A2K6N990|A0A2K6N990_RHIRO
OG0000707	sp|Q3UPY5|GLBL2_MOUSE	tr|A0A2K6QFE1|A0A2K6QFE1_RHIRO
OG0000707	tr|F6Y113|F6Y113_MOUSE, sp|A2RSQ1|GLBL3_MOUSE	tr|A0A2K6RK25|A0A2K6RK25_RHIRO
OG0000708	sp|P47962|RL5_MOUSE	tr|A0A2K6NYB1|A0A2K6NYB1_RHIRO, tr|A0A2K6N932|A0A2K6N932_RHIRO, tr|A0A2K6NWS2|A0A2K6NWS2_RHIRO, tr|A0A2K6RV10|A0A2K6RV10_RHIRO
OG0000709	sp|Q80UN1|KCTD9_MOUSE	tr|A0A2K6NLD3|A0A2K6NLD3_RHIRO, tr|A0A2K6NAG7|A0A2K6NAG7_RHIRO, tr|A0A2K6PJ69|A0A2K6PJ69_RHIRO, tr|A0A2K6P103|A0A2K6P103_RHIRO
OG0000710	tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q9CWT6|DDX28_MOUSE, sp|Q91VC3|IF4A3_MOUSE	tr|A0A2K6R9V1|A0A2K6R9V1_RHIRO
OG0000711	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A2K6QVY4|A0A2K6QVY4_RHIRO
OG0000711	tr|Q6DIC6|Q6DIC6_MOUSE	tr|A0A2K6NKP7|A0A2K6NKP7_RHIRO, tr|A0A2K6Q4W5|A0A2K6Q4W5_RHIRO
OG0000712	sp|O70126|AURKB_MOUSE	tr|A0A2K6Q513|A0A2K6Q513_RHIRO, tr|A0A2K6QP50|A0A2K6QP50_RHIRO
OG0000712	sp|O88445|AURKC_MOUSE	tr|A0A2K6QD98|A0A2K6QD98_RHIRO
OG0000713	sp|P62192|PRS4_MOUSE	tr|A0A2K6PWB4|A0A2K6PWB4_RHIRO, tr|A0A2K6NCQ3|A0A2K6NCQ3_RHIRO, tr|A0A2K6QYG4|A0A2K6QYG4_RHIRO, tr|A0A2K6PUR9|A0A2K6PUR9_RHIRO
OG0000715	sp|Q9D6L8|PPIL3_MOUSE	tr|A0A2K6RI52|A0A2K6RI52_RHIRO, tr|A0A2K6P3S7|A0A2K6P3S7_RHIRO, tr|A0A2K6P6L6|A0A2K6P6L6_RHIRO, tr|A0A2K6P117|A0A2K6P117_RHIRO
OG0000716	sp|P11983|TCPA_MOUSE	tr|A0A2K6RVT8|A0A2K6RVT8_RHIRO, tr|A0A2K6R5G0|A0A2K6R5G0_RHIRO, tr|A0A2K6Q3P6|A0A2K6Q3P6_RHIRO, tr|A0A2K6N9M4|A0A2K6N9M4_RHIRO
OG0000717	sp|P98195|ATP9B_MOUSE	tr|A0A2K6PES1|A0A2K6PES1_RHIRO
OG0000717	sp|O70228|ATP9A_MOUSE	tr|A0A2K6PSB5|A0A2K6PSB5_RHIRO, tr|A0A2K6R2Z3|A0A2K6R2Z3_RHIRO
OG0000718	sp|Q9QYF1|RDH11_MOUSE	tr|A0A2K6RH31|A0A2K6RH31_RHIRO
OG0000718	sp|Q8BYK4|RDH12_MOUSE	tr|A0A2K6PUB8|A0A2K6PUB8_RHIRO, tr|A0A2K6PY47|A0A2K6PY47_RHIRO
OG0000719	sp|Q6A0A9|F120A_MOUSE	tr|A0A2K6NV55|A0A2K6NV55_RHIRO
OG0000719	sp|Q8C3F2|F120C_MOUSE	tr|A0A2K6R439|A0A2K6R439_RHIRO, tr|A0A2K6P458|A0A2K6P458_RHIRO
OG0000720	sp|Q6ZWS8|SPOP_MOUSE	tr|A0A2K6RLM2|A0A2K6RLM2_RHIRO
OG0000720	sp|Q2M2N2|SPOPL_MOUSE	tr|A0A2K6RH72|A0A2K6RH72_RHIRO, tr|A0A2K6PNJ3|A0A2K6PNJ3_RHIRO
OG0000721	tr|Q5PPQ4|Q5PPQ4_MOUSE, tr|Q8BIV1|Q8BIV1_MOUSE, tr|Q80V81|Q80V81_MOUSE, tr|G3X9T1|G3X9T1_MOUSE	tr|A0A2K6P4L0|A0A2K6P4L0_RHIRO
OG0000722	sp|Q6IFT4|RHG20_MOUSE, tr|Q3V0P3|Q3V0P3_MOUSE, tr|B9EHI3|B9EHI3_MOUSE, tr|E9PXM2|E9PXM2_MOUSE	tr|A0A2K6PSM7|A0A2K6PSM7_RHIRO
OG0000723	sp|P31650|S6A11_MOUSE	tr|A0A2K6PD86|A0A2K6PD86_RHIRO
OG0000723	sp|P31649|S6A13_MOUSE, sp|P31651|S6A12_MOUSE	tr|A0A2K6NCU9|A0A2K6NCU9_RHIRO
OG0000724	tr|B2RWD2|B2RWD2_MOUSE, tr|W4VSP6|W4VSP6_MOUSE, tr|J3QPI0|J3QPI0_MOUSE, tr|Q8BUY2|Q8BUY2_MOUSE	tr|A0A2K6PN49|A0A2K6PN49_RHIRO
OG0000725	sp|P70269|CATE_MOUSE	tr|A0A2K6RLQ4|A0A2K6RLQ4_RHIRO
OG0000725	sp|Q9D106|PEPA5_MOUSE	tr|A0A2K6Q7G6|A0A2K6Q7G6_RHIRO, tr|A0A2K6NR28|A0A2K6NR28_RHIRO
