Orthogroup	Mus_musculus	Vombatus_ursinus
OG0003135	sp|P97351|RS3A_MOUSE	tr|A0A4X2KZP7|A0A4X2KZP7_VOMUR, tr|A0A4X2K2A6|A0A4X2K2A6_VOMUR
OG0003136	sp|Q3KNY0|IGFN1_MOUSE	tr|A0A4X2JZF1|A0A4X2JZF1_VOMUR, tr|A0A4X2LV19|A0A4X2LV19_VOMUR
OG0003137	sp|Q8C561|LMBD2_MOUSE	tr|A0A4X2LBJ9|A0A4X2LBJ9_VOMUR, tr|A0A4X2JSH3|A0A4X2JSH3_VOMUR
OG0003138	sp|Q9CXW4|RL11_MOUSE	tr|A0A4X2LXL3|A0A4X2LXL3_VOMUR, tr|A0A4X2M0N4|A0A4X2M0N4_VOMUR
OG0003139	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|A0A4X2MD71|A0A4X2MD71_VOMUR, tr|A0A4X2LZ80|A0A4X2LZ80_VOMUR
OG0003140	sp|Q0VFX2|CF157_MOUSE	tr|A0A4X2LAS4|A0A4X2LAS4_VOMUR, tr|A0A4X2LJF2|A0A4X2LJF2_VOMUR
OG0003141	sp|Q9DCL8|IPP2_MOUSE	tr|A0A4X2LCJ5|A0A4X2LCJ5_VOMUR, tr|A0A4X2M930|A0A4X2M930_VOMUR
OG0003142	tr|B2RS76|B2RS76_MOUSE, sp|Q5U901|CBPA6_MOUSE	tr|A0A4X2KQW8|A0A4X2KQW8_VOMUR
OG0003143	sp|P29268|CCN2_MOUSE	tr|A0A4X2MA44|A0A4X2MA44_VOMUR, tr|A0A4X2LZG5|A0A4X2LZG5_VOMUR
OG0003144	sp|Q8K2H1|PPHLN_MOUSE	tr|A0A4X2K609|A0A4X2K609_VOMUR, tr|A0A4X2KIS4|A0A4X2KIS4_VOMUR
OG0003145	sp|Q9CQN6|TM14C_MOUSE	tr|A0A4X2K560|A0A4X2K560_VOMUR, tr|A0A4X2KE07|A0A4X2KE07_VOMUR
OG0003146	sp|Q63850|NUP62_MOUSE	tr|A0A4X2L962|A0A4X2L962_VOMUR, tr|A0A4X2KQL4|A0A4X2KQL4_VOMUR
OG0003147	sp|Q9JLV1|BAG3_MOUSE	tr|A0A4X2L261|A0A4X2L261_VOMUR, tr|A0A4X2LL86|A0A4X2LL86_VOMUR
OG0003148	sp|P35700|PRDX1_MOUSE	tr|A0A4X2LBM9|A0A4X2LBM9_VOMUR, tr|A0A4X2KUI7|A0A4X2KUI7_VOMUR
OG0003149	sp|Q80VC6|TSAP1_MOUSE	tr|A0A4X2LTK3|A0A4X2LTK3_VOMUR, tr|A0A4X2K596|A0A4X2K596_VOMUR
OG0003150	sp|Q8C0T7|MFSD9_MOUSE	tr|A0A4X2K696|A0A4X2K696_VOMUR, tr|A0A4X2KDB1|A0A4X2KDB1_VOMUR
OG0003151	sp|Q8K4E0|ALMS1_MOUSE, sp|D2J0Y4|CJ090_MOUSE	tr|A0A4X2M6A1|A0A4X2M6A1_VOMUR
OG0003152	sp|P53811|PIPNB_MOUSE	tr|A0A4X2KU35|A0A4X2KU35_VOMUR, tr|A0A4X2M473|A0A4X2M473_VOMUR
OG0003153	sp|Q9D9I4|TBC20_MOUSE	tr|A0A4X2JYD1|A0A4X2JYD1_VOMUR, tr|A0A4X2MCW5|A0A4X2MCW5_VOMUR
OG0003154	sp|O88878|ZFAN5_MOUSE	tr|A0A4X2L8P8|A0A4X2L8P8_VOMUR, tr|A0A4X2KGH1|A0A4X2KGH1_VOMUR
OG0003155	sp|P61963|DCAF7_MOUSE	tr|A0A4X2LK47|A0A4X2LK47_VOMUR, tr|A0A4X2KLD4|A0A4X2KLD4_VOMUR
OG0003156	sp|Q8CGR5|KLK14_MOUSE	tr|A0A4X2K7F0|A0A4X2K7F0_VOMUR, tr|A0A4X2KHU5|A0A4X2KHU5_VOMUR
OG0003157	sp|Q8K2D6|DCTD_MOUSE	tr|A0A4X2M5N9|A0A4X2M5N9_VOMUR, tr|A0A4X2KB90|A0A4X2KB90_VOMUR
OG0003158	sp|Q8VD31|TPSNR_MOUSE	tr|A0A4X2KD85|A0A4X2KD85_VOMUR, tr|A0A4X2LFY1|A0A4X2LFY1_VOMUR
OG0003159	sp|Q99L13|3HIDH_MOUSE	tr|A0A4X2JT01|A0A4X2JT01_VOMUR, tr|A0A4X2LXA1|A0A4X2LXA1_VOMUR
OG0003160	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A4X2M134|A0A4X2M134_VOMUR, tr|A0A4X2M152|A0A4X2M152_VOMUR
OG0003161	sp|O09167|RL21_MOUSE	tr|A0A4X2LZJ7|A0A4X2LZJ7_VOMUR, tr|A0A4X2JVU6|A0A4X2JVU6_VOMUR
OG0003162	sp|P27699|CREM_MOUSE	tr|A0A4X2M4L8|A0A4X2M4L8_VOMUR, tr|A0A4X2KLN3|A0A4X2KLN3_VOMUR
OG0003163	sp|Q8C432|RN182_MOUSE	tr|A0A4X2JTM3|A0A4X2JTM3_VOMUR, tr|A0A4X2K327|A0A4X2K327_VOMUR
OG0003164	sp|Q8VCC9|SPON1_MOUSE	tr|A0A4X2LAK7|A0A4X2LAK7_VOMUR, tr|A0A4X2LUK1|A0A4X2LUK1_VOMUR
OG0003165	sp|Q91XL2|LNX2_MOUSE	tr|A0A4X2JM91|A0A4X2JM91_VOMUR, tr|A0A4X2LZG4|A0A4X2LZG4_VOMUR
OG0003166	sp|Q923U0|TM1L1_MOUSE	tr|A0A4X2JSF7|A0A4X2JSF7_VOMUR, tr|A0A4X2L8G3|A0A4X2L8G3_VOMUR
OG0003167	sp|Q9D9Q6|CALR3_MOUSE	tr|A0A4X2KP45|A0A4X2KP45_VOMUR, tr|A0A4X2LIR0|A0A4X2LIR0_VOMUR
OG0003168	sp|Q9Z2H1|RGS11_MOUSE	tr|A0A4X2JS78|A0A4X2JS78_VOMUR, tr|A0A4X2LG50|A0A4X2LG50_VOMUR
OG0003169	sp|A6X935|ITIH4_MOUSE	tr|A0A4X2L4E5|A0A4X2L4E5_VOMUR, tr|A0A4X2LFM9|A0A4X2LFM9_VOMUR
OG0003170	sp|Q8BGJ0|ZDH15_MOUSE	tr|A0A4X2LRE0|A0A4X2LRE0_VOMUR, tr|A0A4X2KD38|A0A4X2KD38_VOMUR
OG0003171	sp|Q8C0Z1|F234A_MOUSE	tr|A0A4X2JSP3|A0A4X2JSP3_VOMUR, tr|A0A4X2JXU0|A0A4X2JXU0_VOMUR
OG0003172	sp|Q9DCX2|ATP5H_MOUSE	tr|A0A4X2K2A0|A0A4X2K2A0_VOMUR, tr|A0A4X2L3M6|A0A4X2L3M6_VOMUR
OG0003173	sp|Q9QVP9|FAK2_MOUSE	tr|A0A4X2K6G7|A0A4X2K6G7_VOMUR, tr|A0A4X2L4R1|A0A4X2L4R1_VOMUR
OG0003174	sp|O89019|INVS_MOUSE	tr|A0A4X2JSE5|A0A4X2JSE5_VOMUR, tr|A0A4X2LLX9|A0A4X2LLX9_VOMUR
OG0003175	sp|Q711T7|NADE_MOUSE	tr|A0A4X2M2Q7|A0A4X2M2Q7_VOMUR, tr|A0A4X2L383|A0A4X2L383_VOMUR
OG0003176	sp|Q8BG48|ST17B_MOUSE	tr|A0A4X2LL25|A0A4X2LL25_VOMUR, tr|A0A4X2L6A4|A0A4X2L6A4_VOMUR
OG0003177	sp|Q9R109|OAZ3_MOUSE	tr|A0A4X2LCU3|A0A4X2LCU3_VOMUR, tr|A0A4X2L1D5|A0A4X2L1D5_VOMUR
OG0003178	sp|P05063|ALDOC_MOUSE	tr|A0A4X2KYF7|A0A4X2KYF7_VOMUR, tr|A0A4X2KWK3|A0A4X2KWK3_VOMUR
OG0003179	sp|Q5IBH7|SPDYA_MOUSE	tr|A0A4X2JYV2|A0A4X2JYV2_VOMUR, tr|A0A4X2LN44|A0A4X2LN44_VOMUR
OG0003180	sp|O08573|LEG9_MOUSE	tr|A0A4X2KYX2|A0A4X2KYX2_VOMUR, tr|A0A4X2KR68|A0A4X2KR68_VOMUR
OG0003181	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A4X2M724|A0A4X2M724_VOMUR, tr|A0A4X2LRQ7|A0A4X2LRQ7_VOMUR
OG0003182	sp|Q8R0G9|NU133_MOUSE	tr|A0A4X2JPB3|A0A4X2JPB3_VOMUR, tr|A0A4X2JTZ6|A0A4X2JTZ6_VOMUR
OG0003183	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A4X2LU87|A0A4X2LU87_VOMUR, tr|A0A4X2LTB4|A0A4X2LTB4_VOMUR
OG0003184	sp|Q9Z2D0|MTMR9_MOUSE	tr|A0A4X2LDD7|A0A4X2LDD7_VOMUR, tr|A0A4X2JRL8|A0A4X2JRL8_VOMUR
OG0003185	sp|P52503|NDUS6_MOUSE	tr|A0A4X2LGH7|A0A4X2LGH7_VOMUR, tr|A0A4X2M3M2|A0A4X2M3M2_VOMUR
OG0003186	sp|Q5M8N0|CNRP1_MOUSE	tr|A0A4X2JYK8|A0A4X2JYK8_VOMUR, tr|A0A4X2L2R2|A0A4X2L2R2_VOMUR
OG0003187	sp|Q64152|BTF3_MOUSE	tr|A0A4X2LFC0|A0A4X2LFC0_VOMUR, tr|A0A4X2LHJ7|A0A4X2LHJ7_VOMUR
OG0003188	tr|Q8BSH2|Q8BSH2_MOUSE	tr|A0A4X2LBQ2|A0A4X2LBQ2_VOMUR, tr|A0A4X2LMX8|A0A4X2LMX8_VOMUR
OG0003189	sp|Q9CQY7|PAQRB_MOUSE	tr|A0A4X2JU11|A0A4X2JU11_VOMUR, tr|A0A4X2L769|A0A4X2L769_VOMUR
OG0003190	sp|Q9JL62|GLTP_MOUSE	tr|A0A4X2KDE1|A0A4X2KDE1_VOMUR, tr|A0A4X2JPJ3|A0A4X2JPJ3_VOMUR
OG0003230	sp|A2ANU3|SYNG1_MOUSE	tr|A0A4X2L8I1|A0A4X2L8I1_VOMUR
OG0003232	sp|A2RRY8|SPAS1_MOUSE	tr|A0A4X2K7C4|A0A4X2K7C4_VOMUR
OG0003233	sp|B8JK39|ITA9_MOUSE	tr|A0A4X2L418|A0A4X2L418_VOMUR
OG0003234	sp|D3Z750|MRO2A_MOUSE	tr|A0A4X2M1V0|A0A4X2M1V0_VOMUR
OG0003235	sp|E9Q7P9|CDHR2_MOUSE	tr|A0A4X2JRV5|A0A4X2JRV5_VOMUR
OG0003236	tr|F6TNE3|F6TNE3_MOUSE	tr|A0A4X2M2R9|A0A4X2M2R9_VOMUR
OG0003237	sp|O09043|NAPSA_MOUSE	tr|A0A4X2JWK6|A0A4X2JWK6_VOMUR
OG0003238	sp|O35160|PITX3_MOUSE	tr|A0A4X2JRW7|A0A4X2JRW7_VOMUR
OG0003239	sp|O88942|NFAC1_MOUSE	tr|A0A4X2LXZ8|A0A4X2LXZ8_VOMUR
OG0003240	sp|P10833|RRAS_MOUSE	tr|A0A4X2L7Z5|A0A4X2L7Z5_VOMUR
OG0003241	sp|P12804|FGL2_MOUSE	tr|A0A4X2L4V5|A0A4X2L4V5_VOMUR
OG0003242	sp|P41160|LEP_MOUSE	tr|A0A4X2K5S6|A0A4X2K5S6_VOMUR
OG0003243	sp|P58058|NADK_MOUSE	tr|A0A4X2M9C9|A0A4X2M9C9_VOMUR
OG0003244	sp|P70191|TRAF5_MOUSE	tr|A0A4X2KSI0|A0A4X2KSI0_VOMUR
OG0003245	sp|P97433|ARG28_MOUSE	tr|A0A4X2LU77|A0A4X2LU77_VOMUR
OG0003247	sp|Q3URY2|GEMC1_MOUSE	tr|A0A4X2MAS3|A0A4X2MAS3_VOMUR
OG0003248	sp|Q5HZG4|TAF3_MOUSE	tr|A0A4X2LA36|A0A4X2LA36_VOMUR
OG0003249	sp|Q5HZH2|TSR3_MOUSE	tr|A0A4X2KZQ5|A0A4X2KZQ5_VOMUR
OG0003250	sp|Q60780|GAS7_MOUSE	tr|A0A4X2KRV7|A0A4X2KRV7_VOMUR
OG0003251	sp|Q60991|CP7B1_MOUSE	tr|A0A4X2LSE6|A0A4X2LSE6_VOMUR
OG0003252	sp|Q61153|IOD1_MOUSE	tr|A0A4X2KI99|A0A4X2KI99_VOMUR
OG0003253	sp|Q61602|GLI3_MOUSE	tr|A0A4X2KZ08|A0A4X2KZ08_VOMUR
OG0003254	sp|Q61711|SIAL_MOUSE	tr|A0A4X2M3B0|A0A4X2M3B0_VOMUR
OG0003255	sp|Q64368|DAZL_MOUSE	tr|A0A4X2LU30|A0A4X2LU30_VOMUR
OG0003256	sp|Q6Y7W8|GGYF2_MOUSE	tr|A0A4X2LZ79|A0A4X2LZ79_VOMUR
OG0003257	sp|Q6ZWQ7|SPCS3_MOUSE	tr|A0A4X2KBT1|A0A4X2KBT1_VOMUR
OG0003258	sp|Q76I79|SSH1_MOUSE	tr|A0A4X2KBM2|A0A4X2KBM2_VOMUR
OG0003259	sp|Q80TL0|PPM1E_MOUSE	tr|A0A4X2L4H3|A0A4X2L4H3_VOMUR
OG0003260	sp|Q80ZA4|PKHL1_MOUSE	tr|A0A4X2LRM2|A0A4X2LRM2_VOMUR
OG0003261	sp|Q80ZK9|WDTC1_MOUSE	tr|A0A4X2KIG4|A0A4X2KIG4_VOMUR
OG0003262	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A4X2K054|A0A4X2K054_VOMUR
OG0003263	sp|Q8BIJ6|SYIM_MOUSE	tr|A0A4X2LJJ4|A0A4X2LJJ4_VOMUR
OG0003264	sp|Q8BTH6|SCRT2_MOUSE	tr|A0A4X2JTN1|A0A4X2JTN1_VOMUR
OG0003265	sp|Q8BU03|PWP2_MOUSE	tr|A0A4X2JX39|A0A4X2JX39_VOMUR
OG0003266	sp|Q8C6A8|BHE22_MOUSE	tr|A0A4X2LSE1|A0A4X2LSE1_VOMUR
OG0003267	sp|Q8R1F9|RPP40_MOUSE	tr|A0A4X2K8V4|A0A4X2K8V4_VOMUR
OG0003269	sp|Q8VHS6|ASB15_MOUSE	tr|A0A4X2M092|A0A4X2M092_VOMUR
OG0003270	sp|Q91VX9|TM168_MOUSE	tr|A0A4X2KQH7|A0A4X2KQH7_VOMUR
OG0003271	sp|Q91YE2|EGLN2_MOUSE	tr|A0A4X2MA31|A0A4X2MA31_VOMUR
OG0003272	sp|Q99LC9|PEX6_MOUSE	tr|A0A4X2KG87|A0A4X2KG87_VOMUR
OG0003273	sp|Q99ME2|WDR6_MOUSE	tr|A0A4X2LQR1|A0A4X2LQR1_VOMUR
OG0003274	sp|Q9CQY8|T4S20_MOUSE	tr|A0A4X2KHW3|A0A4X2KHW3_VOMUR
OG0003275	sp|Q9CZX7|PP4P2_MOUSE	tr|A0A4X2JTD5|A0A4X2JTD5_VOMUR
OG0003276	sp|Q9D1K7|CT027_MOUSE	tr|A0A4X2L1H7|A0A4X2L1H7_VOMUR
OG0003277	sp|Q9DCF9|SSRG_MOUSE	tr|A0A4X2LJ10|A0A4X2LJ10_VOMUR
OG0003278	sp|Q9EQW7|KI13A_MOUSE	tr|A0A4X2JSZ0|A0A4X2JSZ0_VOMUR
OG0003279	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A4X2LIH5|A0A4X2LIH5_VOMUR
OG0003280	sp|Q9QZC8|ABHD1_MOUSE	tr|A0A4X2LT73|A0A4X2LT73_VOMUR
OG0003281	sp|Q9QZW9|MNX1_MOUSE	tr|A0A4X2KJ08|A0A4X2KJ08_VOMUR
OG0003282	sp|Q9R0P5|DEST_MOUSE	tr|A0A4X2KB38|A0A4X2KB38_VOMUR
OG0003283	sp|Q9WTK3|GPAA1_MOUSE	tr|A0A4X2MCZ4|A0A4X2MCZ4_VOMUR
OG0003284	sp|Q9WV32|ARC1B_MOUSE	tr|A0A4X2LPR3|A0A4X2LPR3_VOMUR
OG0003285	sp|Q9Z1D1|EIF3G_MOUSE	tr|A0A4X2MFR7|A0A4X2MFR7_VOMUR
OG0003286	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A4X2L7G0|A0A4X2L7G0_VOMUR
OG0003287	sp|A2ALS5|RPGP1_MOUSE	tr|A0A4X2LZN2|A0A4X2LZN2_VOMUR
OG0003288	sp|E9Q5C9|NOLC1_MOUSE	tr|A0A4X2JZ29|A0A4X2JZ29_VOMUR
OG0003289	sp|E9Q8Q8|SACA6_MOUSE	tr|A0A4X2KPN8|A0A4X2KPN8_VOMUR
OG0003290	sp|O54828|RGS9_MOUSE	tr|A0A4X2L4C4|A0A4X2L4C4_VOMUR
OG0003291	sp|O88939|ZBT7A_MOUSE	tr|A0A4X2M3F8|A0A4X2M3F8_VOMUR
OG0003292	sp|P03911|NU4M_MOUSE	tr|Q8W9B5|Q8W9B5_VOMUR
OG0003293	sp|P03953|CFAD_MOUSE	tr|A0A4X2KTW3|A0A4X2KTW3_VOMUR
OG0003294	sp|P41136|ID2_MOUSE	tr|A0A4X2KWC4|A0A4X2KWC4_VOMUR
OG0003295	sp|P55937|GOGA3_MOUSE	tr|A0A4X2JUP2|A0A4X2JUP2_VOMUR
OG0003296	sp|P59110|SENP1_MOUSE	tr|A0A4X2KDV1|A0A4X2KDV1_VOMUR
OG0003297	sp|P70689|CXB6_MOUSE	tr|A0A4X2LRL7|A0A4X2LRL7_VOMUR
OG0003298	sp|Q02111|KPCT_MOUSE	tr|A0A4X2L6K7|A0A4X2L6K7_VOMUR
OG0003299	sp|Q14B62|PTHD1_MOUSE	tr|A0A4X2L241|A0A4X2L241_VOMUR
OG0003300	tr|Q32NY8|Q32NY8_MOUSE	tr|A0A4X2LGT7|A0A4X2LGT7_VOMUR
OG0003301	sp|Q3UB74|TBRG1_MOUSE	tr|A0A4X2M6Q8|A0A4X2M6Q8_VOMUR
OG0003302	sp|Q3US16|TEANC_MOUSE	tr|A0A4X2LYZ2|A0A4X2LYZ2_VOMUR
OG0003303	sp|Q58A65|JIP4_MOUSE	tr|A0A4X2L803|A0A4X2L803_VOMUR
OG0003304	sp|Q60634|FLOT2_MOUSE	tr|A0A4X2KN67|A0A4X2KN67_VOMUR
OG0003305	sp|Q6RUT8|CC154_MOUSE	tr|A0A4X2KSR1|A0A4X2KSR1_VOMUR
OG0003306	sp|Q6T3U4|NPCL1_MOUSE	tr|A0A4X2K478|A0A4X2K478_VOMUR
OG0003307	sp|Q6TCG5|PAQR6_MOUSE	tr|A0A4X2LDE4|A0A4X2LDE4_VOMUR
OG0003308	sp|Q6VH22|IF172_MOUSE	tr|A0A4X2LRZ4|A0A4X2LRZ4_VOMUR
OG0003309	sp|Q6ZQI3|MLEC_MOUSE	tr|A0A4X2K9V7|A0A4X2K9V7_VOMUR
OG0003311	sp|Q7TSJ6|LATS2_MOUSE	tr|A0A4X2M1W1|A0A4X2M1W1_VOMUR
OG0003312	sp|Q80T21|ATL4_MOUSE	tr|A0A4X2L6W0|A0A4X2L6W0_VOMUR
OG0003313	sp|Q80TE0|RPAP1_MOUSE	tr|A0A4X2KD92|A0A4X2KD92_VOMUR
OG0003314	sp|Q80U70|SUZ12_MOUSE	tr|A0A4X2KU31|A0A4X2KU31_VOMUR
OG0003315	sp|Q8BG47|RN152_MOUSE	tr|A0A4X2M0Q1|A0A4X2M0Q1_VOMUR
OG0003316	sp|Q8BGF7|PAN2_MOUSE	tr|A0A4X2M9F8|A0A4X2M9F8_VOMUR
OG0003317	sp|Q8BGV4|TTI2_MOUSE	tr|A0A4X2KYV6|A0A4X2KYV6_VOMUR
OG0003318	sp|Q8BHT6|B3GLT_MOUSE	tr|A0A4X2LMI7|A0A4X2LMI7_VOMUR
OG0003319	sp|Q8BK62|OLFL3_MOUSE	tr|A0A4X2KI19|A0A4X2KI19_VOMUR
OG0003320	sp|Q8BQ47|CNPY4_MOUSE	tr|A0A4X2JQW7|A0A4X2JQW7_VOMUR
OG0003321	sp|Q8BX02|KANK2_MOUSE	tr|A0A4X2KT05|A0A4X2KT05_VOMUR
OG0003322	sp|Q8BX22|SALL4_MOUSE	tr|A0A4X2LHM7|A0A4X2LHM7_VOMUR
OG0003324	sp|Q8CHW5|BICL2_MOUSE	tr|A0A4X2JTK0|A0A4X2JTK0_VOMUR
OG0003325	sp|Q8VE38|OXND1_MOUSE	tr|A0A4X2M6A2|A0A4X2M6A2_VOMUR
OG0003326	sp|Q8VEA6|CRDL2_MOUSE	tr|A0A4X2LKZ6|A0A4X2LKZ6_VOMUR
OG0003327	sp|Q91XL3|UXS1_MOUSE	tr|A0A4X2KK71|A0A4X2KK71_VOMUR
OG0003328	sp|Q99M02|MARH2_MOUSE	tr|A0A4X2M3N7|A0A4X2M3N7_VOMUR
OG0003329	sp|Q99MD8|MYNN_MOUSE	tr|A0A4X2KYJ8|A0A4X2KYJ8_VOMUR
OG0003330	sp|Q99N50|SYTL2_MOUSE	tr|A0A4X2KG45|A0A4X2KG45_VOMUR
OG0003331	sp|Q9CR56|KBRS2_MOUSE	tr|A0A4X2LTD1|A0A4X2LTD1_VOMUR
OG0003332	sp|Q9D1G0|DNSL2_MOUSE	tr|A0A4X2KT66|A0A4X2KT66_VOMUR
OG0003333	sp|Q9D9B4|LRMDA_MOUSE	tr|A0A4X2L0U3|A0A4X2L0U3_VOMUR
OG0003334	sp|Q9DBB9|CPN2_MOUSE	tr|A0A4X2M8Z2|A0A4X2M8Z2_VOMUR
OG0003335	sp|Q9DCX8|IYD1_MOUSE	tr|A0A4X2JZ42|A0A4X2JZ42_VOMUR
OG0003336	sp|Q9EPU4|CPSF1_MOUSE	tr|A0A4X2M841|A0A4X2M841_VOMUR
OG0003337	sp|Q9ERD8|PARVG_MOUSE	tr|A0A4X2K7T6|A0A4X2K7T6_VOMUR
OG0003338	sp|Q9ES83|POPD1_MOUSE	tr|A0A4X2KSH0|A0A4X2KSH0_VOMUR
OG0003339	sp|A2AJL3|FGGY_MOUSE	tr|A0A4X2KM16|A0A4X2KM16_VOMUR
OG0003340	tr|E9Q5K2|E9Q5K2_MOUSE	tr|A0A4X2JSB8|A0A4X2JSB8_VOMUR
OG0003341	sp|E9Q793|JHY_MOUSE	tr|A0A4X2JUN8|A0A4X2JUN8_VOMUR
OG0003342	tr|E9Q9K8|E9Q9K8_MOUSE	tr|A0A4X2K0B7|A0A4X2K0B7_VOMUR
OG0003343	tr|F6ZPB0|F6ZPB0_MOUSE	tr|A0A4X2KGP5|A0A4X2KGP5_VOMUR
OG0003345	sp|L0N7N1|KIF14_MOUSE	tr|A0A4X2K171|A0A4X2K171_VOMUR
OG0003346	sp|O35134|RPA1_MOUSE	tr|A0A4X2KJA5|A0A4X2KJA5_VOMUR
OG0003347	sp|O54957|LAT_MOUSE	tr|A0A4X2KCV0|A0A4X2KCV0_VOMUR
OG0003348	sp|O70354|CAH11_MOUSE	tr|A0A4X2KR45|A0A4X2KR45_VOMUR
OG0003349	sp|O88634|PAR4_MOUSE	tr|A0A4X2KU06|A0A4X2KU06_VOMUR
OG0003350	sp|O89050|MKLN1_MOUSE	tr|A0A4X2L150|A0A4X2L150_VOMUR
OG0003351	sp|P06800|PTPRC_MOUSE	tr|A0A4X2K1S0|A0A4X2K1S0_VOMUR
OG0003352	sp|P28301|LYOX_MOUSE	tr|A0A4X2L0W6|A0A4X2L0W6_VOMUR
OG0003353	sp|P41245|MMP9_MOUSE	tr|A0A4X2LDF8|A0A4X2LDF8_VOMUR
OG0003354	sp|P43431|IL12A_MOUSE	tr|A0A4X2LLG2|A0A4X2LLG2_VOMUR
OG0003355	sp|P54823|DDX6_MOUSE	tr|A0A4X2K818|A0A4X2K818_VOMUR
OG0003356	sp|P60202|MYPR_MOUSE	tr|A0A4X2JTG4|A0A4X2JTG4_VOMUR
OG0003357	sp|P70181|PI51B_MOUSE	tr|A0A4X2KI26|A0A4X2KI26_VOMUR
OG0003358	sp|P70372|ELAV1_MOUSE	tr|A0A4X2M766|A0A4X2M766_VOMUR
OG0003359	sp|Q3TVP5|OTULL_MOUSE	tr|A0A4X2M2S2|A0A4X2M2S2_VOMUR
OG0003360	sp|Q3UKY7|PRS38_MOUSE	tr|A0A4X2KRN5|A0A4X2KRN5_VOMUR
OG0003361	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A4X2K3D0|A0A4X2K3D0_VOMUR
OG0003362	sp|Q5NCI0|URGCP_MOUSE	tr|A0A4X2KH76|A0A4X2KH76_VOMUR
OG0003363	sp|Q5U3K5|RABL6_MOUSE	tr|A0A4X2K6D5|A0A4X2K6D5_VOMUR
OG0003364	sp|Q62443|NPTX1_MOUSE	tr|A0A4X2KQV1|A0A4X2KQV1_VOMUR
OG0003365	sp|Q6PGC7|S35E3_MOUSE	tr|A0A4X2MD64|A0A4X2MD64_VOMUR
OG0003366	sp|Q6Q899|DDX58_MOUSE	tr|A0A4X2KDI8|A0A4X2KDI8_VOMUR
OG0003367	sp|Q6UJY2|SL9C1_MOUSE	tr|A0A4X2K5U2|A0A4X2K5U2_VOMUR
OG0003368	sp|Q7TN37|TRPM4_MOUSE	tr|A0A4X2L421|A0A4X2L421_VOMUR
OG0003369	sp|Q80WT4|GP176_MOUSE	tr|A0A4X2KPA6|A0A4X2KPA6_VOMUR
OG0003370	sp|Q80XG9|LRRT4_MOUSE	tr|A0A4X2JYU4|A0A4X2JYU4_VOMUR
OG0003371	sp|Q8BG26|RUSC1_MOUSE	tr|A0A4X2L6V1|A0A4X2L6V1_VOMUR
OG0003372	sp|Q8BWY9|CIP2A_MOUSE	tr|A0A4X2L269|A0A4X2L269_VOMUR
OG0003373	sp|Q8C5K5|CX038_MOUSE	tr|A0A4X2JYX4|A0A4X2JYX4_VOMUR
OG0003374	sp|Q8C8N3|VWC2_MOUSE	tr|A0A4X2L957|A0A4X2L957_VOMUR
OG0003375	sp|Q8CDK3|IQUB_MOUSE	tr|A0A4X2M080|A0A4X2M080_VOMUR
OG0003376	sp|Q8K202|RPA49_MOUSE	tr|A0A4X2L1U9|A0A4X2L1U9_VOMUR
OG0003377	sp|Q8K310|MATR3_MOUSE	tr|A0A4X2KJH2|A0A4X2KJH2_VOMUR
OG0003378	sp|Q8R0N9|ZDHC1_MOUSE	tr|A0A4X2LVN1|A0A4X2LVN1_VOMUR
OG0003379	sp|Q8VHW3|CCG6_MOUSE	tr|A0A4X2L0A1|A0A4X2L0A1_VOMUR
OG0003380	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A4X2K9D7|A0A4X2K9D7_VOMUR
OG0003381	sp|Q925Q3|NCLX_MOUSE	tr|A0A4X2K270|A0A4X2K270_VOMUR
OG0003382	sp|Q99LE6|ABCF2_MOUSE	tr|A0A4X2KES5|A0A4X2KES5_VOMUR
OG0003383	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A4X2M9L9|A0A4X2M9L9_VOMUR
OG0003384	sp|Q9CR75|TNR12_MOUSE	tr|A0A4X2JTY4|A0A4X2JTY4_VOMUR
OG0003385	sp|Q9D312|K1C20_MOUSE	tr|A0A4X2K1Z6|A0A4X2K1Z6_VOMUR
OG0003386	sp|Q9D3P9|NEUT_MOUSE	tr|A0A4X2LGC0|A0A4X2LGC0_VOMUR
OG0003387	sp|Q9EQC5|SCYL1_MOUSE	tr|A0A4X2JZA3|A0A4X2JZA3_VOMUR
OG0003388	sp|Q9EQM6|DGCR8_MOUSE	tr|A0A4X2L5F2|A0A4X2L5F2_VOMUR
OG0003389	sp|Q9JI38|PUS3_MOUSE	tr|A0A4X2LTP6|A0A4X2LTP6_VOMUR
OG0003390	sp|Q9JJR7|ASCL3_MOUSE	tr|A0A4X2K922|A0A4X2K922_VOMUR
OG0003391	sp|Q9QY36|NAA10_MOUSE	tr|A0A4X2LUR5|A0A4X2LUR5_VOMUR
OG0003392	sp|Q9QY96|CASR_MOUSE	tr|A0A4X2K5U7|A0A4X2K5U7_VOMUR
