Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0000535	sp|Q8BX22|SALL4_MOUSE	tr|A0A811XW50|A0A811XW50_NYCPR, tr|A0A811YE85|A0A811YE85_NYCPR, tr|A0A811YKS5|A0A811YKS5_NYCPR, tr|A0A811YTZ7|A0A811YTZ7_NYCPR, tr|A0A811Y8F8|A0A811Y8F8_NYCPR
OG0000536	tr|A0A075B5R4|A0A075B5R4_MOUSE, tr|A0A075B5R9|A0A075B5R9_MOUSE, tr|A0A075B5S3|A0A075B5S3_MOUSE, tr|A0A075B5R7|A0A075B5R7_MOUSE	tr|A0A811YTH3|A0A811YTH3_NYCPR, tr|A0A811XQB4|A0A811XQB4_NYCPR
OG0000537	tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW49|Q5SW49_MOUSE	tr|A0A811XTN7|A0A811XTN7_NYCPR, tr|A0A811XTH9|A0A811XTH9_NYCPR
OG0000537	tr|Q5SW48|Q5SW48_MOUSE	tr|A0A811XX37|A0A811XX37_NYCPR
OG0000538	sp|Q9DC51|GNAI3_MOUSE	tr|A0A811Z4U8|A0A811Z4U8_NYCPR
OG0000538	sp|B2RSH2|GNAI1_MOUSE	tr|A0A811ZEP6|A0A811ZEP6_NYCPR
OG0000538	sp|P08752|GNAI2_MOUSE	tr|A0A811Z8E5|A0A811Z8E5_NYCPR
OG0000539	tr|Q9DAC5|Q9DAC5_MOUSE	tr|A0A811YZG2|A0A811YZG2_NYCPR
OG0000539	sp|P70281|SYCP3_MOUSE	tr|A0A811YZT1|A0A811YZT1_NYCPR, tr|A0A811Z1L3|A0A811Z1L3_NYCPR, tr|A0A811YXT2|A0A811YXT2_NYCPR
OG0000541	sp|Q8VIK3|H18_MOUSE	tr|A0A811Y981|A0A811Y981_NYCPR, tr|A0A811Z5X7|A0A811Z5X7_NYCPR, tr|A0A811ZCH5|A0A811ZCH5_NYCPR, tr|A0A811Z854|A0A811Z854_NYCPR, tr|A0A811ZL62|A0A811ZL62_NYCPR
OG0000542	sp|P30115|GSTA3_MOUSE, tr|E9Q6L7|E9Q6L7_MOUSE, sp|P13745|GSTA1_MOUSE, tr|Q6P8Q0|Q6P8Q0_MOUSE, sp|P10648|GSTA2_MOUSE	tr|A0A811YNM3|A0A811YNM3_NYCPR
OG0000543	sp|Q9CZ52|ANTR1_MOUSE	tr|A0A811YL02|A0A811YL02_NYCPR
OG0000543	tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE	tr|A0A811YDM2|A0A811YDM2_NYCPR
OG0000543	sp|Q8BVM2|ANTRL_MOUSE	tr|A0A811YME5|A0A811YME5_NYCPR
OG0000544	sp|P08121|CO3A1_MOUSE	tr|A0A811ZP21|A0A811ZP21_NYCPR
OG0000544	sp|P11087|CO1A1_MOUSE	tr|A0A811XVE0|A0A811XVE0_NYCPR
OG0000544	sp|P28481|CO2A1_MOUSE	tr|A0A811Y3R7|A0A811Y3R7_NYCPR
OG0000545	tr|A0A140T8Q2|A0A140T8Q2_MOUSE, tr|Q8VFT2|Q8VFT2_MOUSE, tr|Q8VFP5|Q8VFP5_MOUSE, tr|Q8VFP4|Q8VFP4_MOUSE	tr|A0A811XUR4|A0A811XUR4_NYCPR, tr|A0A811XYT4|A0A811XYT4_NYCPR
OG0000546	sp|Q9CQX8|KGD4_MOUSE	tr|A0A811Y5M7|A0A811Y5M7_NYCPR, tr|A0A811ZMF9|A0A811ZMF9_NYCPR, tr|A0A811ZQP4|A0A811ZQP4_NYCPR, tr|A0A811ZJH5|A0A811ZJH5_NYCPR, tr|A0A811YPU4|A0A811YPU4_NYCPR
OG0000547	tr|A2ANX3|A2ANX3_MOUSE	tr|A0A811Y9F8|A0A811Y9F8_NYCPR
OG0000547	sp|A3FIN4|AT8B5_MOUSE	tr|A0A811ZFY5|A0A811ZFY5_NYCPR
OG0000547	sp|P98199|AT8B2_MOUSE	tr|A0A811YCE9|A0A811YCE9_NYCPR
OG0000548	sp|Q99MX0|TKTL1_MOUSE	tr|A0A811Z620|A0A811Z620_NYCPR
OG0000548	sp|Q9D4D4|TKTL2_MOUSE, sp|P40142|TKT_MOUSE	tr|A0A811ZNC4|A0A811ZNC4_NYCPR, tr|A0A811Z8C1|A0A811Z8C1_NYCPR
OG0000550	sp|Q76HL1|PRS43_MOUSE	tr|A0A811Z974|A0A811Z974_NYCPR
OG0000550	sp|Q402U7|PRS44_MOUSE	tr|A0A811Z976|A0A811Z976_NYCPR
OG0000550	sp|Q8VIF2|PRS42_MOUSE	tr|A0A811Z970|A0A811Z970_NYCPR
OG0000551	sp|Q99PL7|SCD3_MOUSE, sp|P13516|ACOD1_MOUSE, sp|P13011|SCD2_MOUSE, sp|Q6T707|SCD4_MOUSE	tr|A0A811ZZ63|A0A811ZZ63_NYCPR, tr|A0A811ZCA5|A0A811ZCA5_NYCPR
OG0000552	sp|Q3UH60|DIP2B_MOUSE	tr|A0A811Z234|A0A811Z234_NYCPR
OG0000552	tr|E9PWR4|E9PWR4_MOUSE	tr|A0A811YQW1|A0A811YQW1_NYCPR
OG0000552	sp|Q8BWT5|DIP2A_MOUSE	tr|A0A811ZYP9|A0A811ZYP9_NYCPR
OG0000553	sp|P39053|DYN1_MOUSE	tr|A0A811XV00|A0A811XV00_NYCPR
OG0000553	sp|P39054|DYN2_MOUSE	tr|A0A811ZA60|A0A811ZA60_NYCPR
OG0000553	sp|Q8BZ98|DYN3_MOUSE	tr|A0A811YD72|A0A811YD72_NYCPR
OG0000555	tr|E9Q7N9|E9Q7N9_MOUSE	tr|A0A811ZYT9|A0A811ZYT9_NYCPR
OG0000555	tr|B1AR51|B1AR51_MOUSE	tr|A0A811ZM89|A0A811ZM89_NYCPR
OG0000555	sp|Q69Z23|DYH17_MOUSE	tr|A0A811XZI7|A0A811XZI7_NYCPR
OG0000556	sp|Q9Z2Q5|RM40_MOUSE	tr|A0A811YHZ4|A0A811YHZ4_NYCPR, tr|A0A811YK82|A0A811YK82_NYCPR, tr|A0A811ZSQ2|A0A811ZSQ2_NYCPR, tr|A0A811YXI5|A0A811YXI5_NYCPR, tr|A0A811YDT8|A0A811YDT8_NYCPR
OG0000557	sp|P11881|ITPR1_MOUSE	tr|A0A811Z7N4|A0A811Z7N4_NYCPR
OG0000557	sp|Q9Z329|ITPR2_MOUSE	tr|A0A811Y7F0|A0A811Y7F0_NYCPR
OG0000557	sp|P70227|ITPR3_MOUSE	tr|A0A811YJJ2|A0A811YJJ2_NYCPR
OG0000559	sp|P63318|KPCG_MOUSE	tr|A0A811ZSR8|A0A811ZSR8_NYCPR
OG0000559	sp|P68404|KPCB_MOUSE	tr|A0A811Z890|A0A811Z890_NYCPR
OG0000559	sp|P20444|KPCA_MOUSE	tr|A0A811Y397|A0A811Y397_NYCPR
OG0000560	sp|Q61151|2A5E_MOUSE	tr|A0A811ZJJ3|A0A811ZJJ3_NYCPR
OG0000560	sp|Q6PD28|2A5B_MOUSE	tr|A0A811Y3D6|A0A811Y3D6_NYCPR
OG0000560	sp|Q6PD03|2A5A_MOUSE	tr|A0A811Y631|A0A811Y631_NYCPR
OG0000561	sp|Q7M724|TR106_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q9JKT4|TR105_MOUSE, sp|Q7M723|TR104_MOUSE, sp|Q7M725|TR107_MOUSE	tr|A0A811YUX0|A0A811YUX0_NYCPR
OG0000562	sp|Q60882|OL145_MOUSE	tr|A0A811ZM83|A0A811ZM83_NYCPR
OG0000562	tr|Q7TRE4|Q7TRE4_MOUSE, tr|Q7TRE5|Q7TRE5_MOUSE, tr|Q7TRE6|Q7TRE6_MOUSE	tr|A0A811ZNK9|A0A811ZNK9_NYCPR
OG0000563	sp|A2A8L5|PTPRF_MOUSE	tr|A0A811Z5M8|A0A811Z5M8_NYCPR
OG0000563	sp|Q64487|PTPRD_MOUSE	tr|A0A811ZG70|A0A811ZG70_NYCPR
OG0000563	sp|B0V2N1|PTPRS_MOUSE	tr|A0A811ZAM8|A0A811ZAM8_NYCPR
OG0000564	sp|P51791|CLCN3_MOUSE	tr|A0A811YUI4|A0A811YUI4_NYCPR
OG0000564	sp|Q61418|CLCN4_MOUSE	tr|A0A811YZ85|A0A811YZ85_NYCPR
OG0000564	sp|Q9WVD4|CLCN5_MOUSE	tr|A0A811YWP4|A0A811YWP4_NYCPR
OG0000565	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A811XQ59|A0A811XQ59_NYCPR, tr|A0A811Y2R3|A0A811Y2R3_NYCPR, tr|A0A811ZQV6|A0A811ZQV6_NYCPR, tr|A0A811Y968|A0A811Y968_NYCPR, tr|A0A811Y0D5|A0A811Y0D5_NYCPR
OG0000566	tr|Q8VF72|Q8VF72_MOUSE, tr|L7N457|L7N457_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE	tr|A0A811ZMZ3|A0A811ZMZ3_NYCPR
OG0000567	sp|Q61143|TRPC6_MOUSE	tr|A0A811ZLS1|A0A811ZLS1_NYCPR
OG0000567	sp|Q9WVC5|TRPC7_MOUSE	tr|A0A811ZH45|A0A811ZH45_NYCPR
OG0000567	sp|Q9QZC1|TRPC3_MOUSE	tr|A0A811Y687|A0A811Y687_NYCPR
OG0000568	tr|A0A087WRT7|A0A087WRT7_MOUSE, tr|Q9ES61|Q9ES61_MOUSE, tr|Q9D3F6|Q9D3F6_MOUSE, sp|Q99N05|M4A4D_MOUSE, tr|E9PZI3|E9PZI3_MOUSE	tr|A0A811Y7A8|A0A811Y7A8_NYCPR
OG0000569	tr|A0A075B638|A0A075B638_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE	tr|A0A811ZS16|A0A811ZS16_NYCPR
OG0000572	tr|L7N224|L7N224_MOUSE, tr|Q7TRR2|Q7TRR2_MOUSE	tr|A0A811Y476|A0A811Y476_NYCPR
OG0000572	tr|Q8VG01|Q8VG01_MOUSE	tr|A0A811Y2B7|A0A811Y2B7_NYCPR, tr|A0A811Y813|A0A811Y813_NYCPR
OG0000573	sp|O55071|CP2BJ_MOUSE, tr|E9Q593|E9Q593_MOUSE, sp|P12791|CP2BA_MOUSE, sp|P12790|CP2B9_MOUSE, tr|A6H6J2|A6H6J2_MOUSE	tr|A0A811ZUM7|A0A811ZUM7_NYCPR
OG0000574	tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q14AK5|Q14AK5_MOUSE	tr|A0A811Z6Q8|A0A811Z6Q8_NYCPR, tr|A0A811Z8Q3|A0A811Z8Q3_NYCPR
OG0000574	tr|Q8VFC8|Q8VFC8_MOUSE	tr|A0A811ZB65|A0A811ZB65_NYCPR
OG0000575	tr|Q8JZK6|Q8JZK6_MOUSE	tr|A0A811ZPK4|A0A811ZPK4_NYCPR, tr|A0A811YWS9|A0A811YWS9_NYCPR
OG0000575	sp|Q3UWZ0|TRI75_MOUSE, sp|Q8VI40|TRI60_MOUSE	tr|A0A811Z0V6|A0A811Z0V6_NYCPR
OG0000576	sp|P00375|DYR_MOUSE	tr|A0A811Y0H7|A0A811Y0H7_NYCPR, tr|A0A811ZR35|A0A811ZR35_NYCPR, tr|A0A811Z3D4|A0A811Z3D4_NYCPR, tr|A0A811ZN61|A0A811ZN61_NYCPR, tr|A0A811ZL02|A0A811ZL02_NYCPR
OG0000578	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A811XYF5|A0A811XYF5_NYCPR
OG0000578	sp|P15508|SPTB1_MOUSE	tr|A0A811ZKA1|A0A811ZKA1_NYCPR
OG0000578	sp|Q62261|SPTB2_MOUSE	tr|A0A811YL30|A0A811YL30_NYCPR
OG0000579	sp|P55249|LX12E_MOUSE	tr|A0A811ZMC7|A0A811ZMC7_NYCPR
OG0000579	sp|P39655|LOX12_MOUSE	tr|A0A811ZM68|A0A811ZM68_NYCPR
OG0000579	sp|P39654|LOX15_MOUSE	tr|A0A811ZLD6|A0A811ZLD6_NYCPR
OG0000581	tr|B1AR17|B1AR17_MOUSE	tr|A0A811ZL82|A0A811ZL82_NYCPR
OG0000581	sp|A2A8L1|CHD5_MOUSE	tr|A0A811ZKX5|A0A811ZKX5_NYCPR
OG0000581	sp|Q6PDQ2|CHD4_MOUSE	tr|A0A811Y2J9|A0A811Y2J9_NYCPR
OG0000582	sp|Q9EQG9|CERT_MOUSE	tr|A0A811XVI5|A0A811XVI5_NYCPR, tr|A0A811Y0L4|A0A811Y0L4_NYCPR, tr|A0A811XRS8|A0A811XRS8_NYCPR, tr|A0A811ZG74|A0A811ZG74_NYCPR, tr|A0A811Z4I6|A0A811Z4I6_NYCPR
OG0000584	sp|Q9D3E6|STAG1_MOUSE	tr|A0A811Y8P5|A0A811Y8P5_NYCPR
OG0000584	sp|O35638|STAG2_MOUSE	tr|A0A811YYN6|A0A811YYN6_NYCPR, tr|A0A811YZ25|A0A811YZ25_NYCPR, tr|A0A811YYV2|A0A811YYV2_NYCPR
OG0000585	sp|Q8VD98|KLRBF_MOUSE, sp|Q0ZUP1|KLRB1_MOUSE, sp|P27812|KRBBA_MOUSE, sp|P27814|KLRBC_MOUSE, sp|P27811|KLRBA_MOUSE	tr|A0A811YY48|A0A811YY48_NYCPR
OG0000586	sp|Q9JM76|ARPC3_MOUSE	tr|A0A811ZBD2|A0A811ZBD2_NYCPR, tr|A0A811YUT7|A0A811YUT7_NYCPR, tr|A0A811ZEU3|A0A811ZEU3_NYCPR, tr|A0A811Z6M5|A0A811Z6M5_NYCPR, tr|A0A811YC23|A0A811YC23_NYCPR
OG0000587	sp|Q8BHB9|CLIC6_MOUSE	tr|A0A811ZWQ0|A0A811ZWQ0_NYCPR
OG0000587	sp|Q9QYB1|CLIC4_MOUSE	tr|A0A811YQ15|A0A811YQ15_NYCPR
OG0000587	sp|Q8BXK9|CLIC5_MOUSE	tr|A0A811YZP9|A0A811YZP9_NYCPR
OG0000588	sp|Q921I1|TRFE_MOUSE	tr|A0A811YDJ3|A0A811YDJ3_NYCPR
OG0000588	sp|P08071|TRFL_MOUSE	tr|A0A811Z9A2|A0A811Z9A2_NYCPR
OG0000588	sp|Q9DBD0|ICA_MOUSE	tr|A0A811Y8Z1|A0A811Y8Z1_NYCPR
OG0000589	sp|Q6SJQ0|CLM8_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|A2A7V7|CLM6_MOUSE	tr|A0A811XZ76|A0A811XZ76_NYCPR, tr|A0A811XVP8|A0A811XVP8_NYCPR, tr|A0A811XTD3|A0A811XTD3_NYCPR
OG0000590	tr|A0PK51|A0PK51_MOUSE, tr|Q9D3H4|Q9D3H4_MOUSE	tr|A0A811XWI1|A0A811XWI1_NYCPR, tr|A0A811XSJ8|A0A811XSJ8_NYCPR, tr|A0A811XT27|A0A811XT27_NYCPR, tr|A0A811XX52|A0A811XX52_NYCPR
OG0000592	sp|P04342|CRGD_MOUSE	tr|A0A811ZBG8|A0A811ZBG8_NYCPR
OG0000592	sp|Q9CXV3|CRGF_MOUSE, sp|Q03740|CRGE_MOUSE	tr|A0A811ZBL5|A0A811ZBL5_NYCPR, tr|A0A811ZBK5|A0A811ZBK5_NYCPR
OG0000593	sp|P54754|EPHB3_MOUSE	tr|A0A811ZQR1|A0A811ZQR1_NYCPR
OG0000593	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A811YDK0|A0A811YDK0_NYCPR
OG0000593	sp|P54763|EPHB2_MOUSE	tr|A0A811YP60|A0A811YP60_NYCPR
OG0000595	sp|O88643|PAK1_MOUSE	tr|A0A811Y7S6|A0A811Y7S6_NYCPR
OG0000595	sp|Q8CIN4|PAK2_MOUSE	tr|A0A811Y0G8|A0A811Y0G8_NYCPR
OG0000595	sp|Q61036|PAK3_MOUSE	tr|A0A811YYI3|A0A811YYI3_NYCPR
OG0000596	sp|Q9R1Z7|PTPS_MOUSE	tr|A0A811ZN29|A0A811ZN29_NYCPR, tr|A0A811YB27|A0A811YB27_NYCPR, tr|A0A811ZY10|A0A811ZY10_NYCPR, tr|A0A811YHU5|A0A811YHU5_NYCPR, tr|A0A811ZPW3|A0A811ZPW3_NYCPR
OG0000597	tr|Q8CDK1|Q8CDK1_MOUSE, tr|A0A0U1RPT6|A0A0U1RPT6_MOUSE, tr|E9PVP9|E9PVP9_MOUSE, sp|Q3V0A6|CB078_MOUSE, tr|W4VSN8|W4VSN8_MOUSE	tr|A0A811ZXU5|A0A811ZXU5_NYCPR
OG0000598	sp|Q99MP3|CALCB_MOUSE	tr|A0A811Y1Q0|A0A811Y1Q0_NYCPR, tr|A0A811Y1I7|A0A811Y1I7_NYCPR, tr|A0A811YTK9|A0A811YTK9_NYCPR, tr|A0A811YB40|A0A811YB40_NYCPR, tr|A0A811Y5N1|A0A811Y5N1_NYCPR
OG0000599	sp|P22605|RARB_MOUSE	tr|A0A811Y726|A0A811Y726_NYCPR
OG0000599	sp|P18911|RARG_MOUSE	tr|A0A811YVQ0|A0A811YVQ0_NYCPR
OG0000599	sp|P11416|RARA_MOUSE	tr|A0A811XRM2|A0A811XRM2_NYCPR
OG0000600	sp|Q8K596|NAC2_MOUSE	tr|A0A811ZWB9|A0A811ZWB9_NYCPR
OG0000600	sp|P70414|NAC1_MOUSE	tr|A0A811YI33|A0A811YI33_NYCPR
OG0000600	sp|S4R2P9|NAC3_MOUSE	tr|A0A811ZJG1|A0A811ZJG1_NYCPR
OG0000601	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A811Z3F6|A0A811Z3F6_NYCPR, tr|A0A811ZP10|A0A811ZP10_NYCPR, tr|A0A811XQ89|A0A811XQ89_NYCPR, tr|A0A811ZKJ2|A0A811ZKJ2_NYCPR, tr|A0A811ZSF3|A0A811ZSF3_NYCPR
OG0000602	sp|A2AKK5|ACNT1_MOUSE, sp|Q8BGG9|ACNT2_MOUSE	tr|A0A811ZFR6|A0A811ZFR6_NYCPR
OG0000602	sp|Q91X34|BAAT_MOUSE	tr|A0A811ZJ59|A0A811ZJ59_NYCPR, tr|A0A811ZG10|A0A811ZG10_NYCPR
OG0000603	tr|Q8VFU9|Q8VFU9_MOUSE	tr|A0A811ZEZ4|A0A811ZEZ4_NYCPR, tr|A0A811ZES3|A0A811ZES3_NYCPR, tr|A0A811ZF45|A0A811ZF45_NYCPR, tr|A0A811ZF46|A0A811ZF46_NYCPR, tr|A0A811ZF93|A0A811ZF93_NYCPR
OG0000605	sp|P30677|GNA14_MOUSE	tr|A0A811ZSK1|A0A811ZSK1_NYCPR
OG0000605	sp|P21278|GNA11_MOUSE	tr|A0A811ZAT0|A0A811ZAT0_NYCPR
OG0000605	sp|P21279|GNAQ_MOUSE	tr|A0A811ZRT4|A0A811ZRT4_NYCPR
OG0000606	tr|Q920G5|Q920G5_MOUSE	tr|A0A811Y4K2|A0A811Y4K2_NYCPR, tr|A0A811Y7K2|A0A811Y7K2_NYCPR, tr|A0A811Y3F1|A0A811Y3F1_NYCPR, tr|A0A811Y1Z7|A0A811Y1Z7_NYCPR, tr|A0A811Z4G4|A0A811Z4G4_NYCPR
OG0000607	tr|V9GX34|V9GX34_MOUSE	tr|A0A811Z8D0|A0A811Z8D0_NYCPR
OG0000607	sp|Q923L3|CSMD1_MOUSE	tr|A0A811YSZ0|A0A811YSZ0_NYCPR
OG0000607	sp|Q80T79|CSMD3_MOUSE	tr|A0A811ZZ59|A0A811ZZ59_NYCPR
OG0000608	sp|Q9EPQ1|TLR1_MOUSE	tr|A0A811YGB1|A0A811YGB1_NYCPR
OG0000608	sp|Q9EPW9|TLR6_MOUSE	tr|A0A811ZD91|A0A811ZD91_NYCPR, tr|A0A811YKN7|A0A811YKN7_NYCPR, tr|A0A811YH65|A0A811YH65_NYCPR
OG0000609	sp|Q62398|CNGA2_MOUSE	tr|A0A811Z279|A0A811Z279_NYCPR
OG0000609	sp|Q9JJZ8|CNGA3_MOUSE	tr|A0A811YIH1|A0A811YIH1_NYCPR
OG0000609	sp|P29974|CNGA1_MOUSE	tr|A0A811Y463|A0A811Y463_NYCPR
OG0000610	sp|Q8BTM8|FLNA_MOUSE	tr|A0A811YZX2|A0A811YZX2_NYCPR
OG0000610	sp|Q80X90|FLNB_MOUSE	tr|A0A811Z8W4|A0A811Z8W4_NYCPR
OG0000610	sp|Q8VHX6|FLNC_MOUSE	tr|A0A811ZNX5|A0A811ZNX5_NYCPR
OG0000612	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|A0A811YSU9|A0A811YSU9_NYCPR, tr|A0A811YSS5|A0A811YSS5_NYCPR, tr|A0A811YTZ1|A0A811YTZ1_NYCPR, tr|A0A811YQD5|A0A811YQD5_NYCPR, tr|A0A811YZ81|A0A811YZ81_NYCPR
OG0000613	sp|Q9WUB3|PYGM_MOUSE	tr|A0A811Y3D3|A0A811Y3D3_NYCPR
OG0000613	sp|Q8CI94|PYGB_MOUSE	tr|A0A811Y6M0|A0A811Y6M0_NYCPR
OG0000613	sp|Q9ET01|PYGL_MOUSE	tr|A0A811ZJB7|A0A811ZJB7_NYCPR
OG0000614	tr|Q7TR81|Q7TR81_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE	tr|A0A811YYX4|A0A811YYX4_NYCPR
OG0000614	tr|Q8VFK4|Q8VFK4_MOUSE	tr|A0A811YT79|A0A811YT79_NYCPR
OG0000615	sp|Q3UHB1|NT5D3_MOUSE	tr|A0A811YXD9|A0A811YXD9_NYCPR
OG0000615	tr|A0A2I3BR81|A0A2I3BR81_MOUSE	tr|A0A811Z801|A0A811Z801_NYCPR, tr|A0A811ZXT4|A0A811ZXT4_NYCPR, tr|A0A811ZGK5|A0A811ZGK5_NYCPR
OG0000616	sp|P50396|GDIA_MOUSE	tr|A0A811Z629|A0A811Z629_NYCPR
OG0000616	sp|Q61598|GDIB_MOUSE	tr|A0A811Z8T9|A0A811Z8T9_NYCPR, tr|A0A811Z7V4|A0A811Z7V4_NYCPR, tr|A0A811YQZ5|A0A811YQZ5_NYCPR
OG0000617	sp|E9Q401|RYR2_MOUSE	tr|A0A811ZRP3|A0A811ZRP3_NYCPR
OG0000617	sp|E9PZQ0|RYR1_MOUSE	tr|A0A811ZU36|A0A811ZU36_NYCPR
OG0000617	sp|A2AGL3|RYR3_MOUSE	tr|A0A811Y264|A0A811Y264_NYCPR
OG0000618	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A811Z4U1|A0A811Z4U1_NYCPR, tr|A0A811YXQ5|A0A811YXQ5_NYCPR, tr|A0A811YLG9|A0A811YLG9_NYCPR, tr|A0A811ZJQ2|A0A811ZJQ2_NYCPR, tr|A0A811ZE06|A0A811ZE06_NYCPR
OG0000619	sp|Q62401|CCL12_MOUSE	tr|A0A811XVV5|A0A811XVV5_NYCPR
OG0000619	sp|Q03366|CCL7_MOUSE	tr|A0A811XXZ4|A0A811XXZ4_NYCPR, tr|A0A811XSI0|A0A811XSI0_NYCPR, tr|A0A811Y1N7|A0A811Y1N7_NYCPR
OG0000621	sp|Q9WTZ8|BEX2_MOUSE, sp|Q9R224|BEX1_MOUSE	tr|A0A811YZ23|A0A811YZ23_NYCPR, tr|A0A811Z2E6|A0A811Z2E6_NYCPR, tr|A0A811ZF15|A0A811ZF15_NYCPR, tr|A0A811Z179|A0A811Z179_NYCPR
OG0000622	sp|P35822|PTPRK_MOUSE	tr|A0A811ZRI5|A0A811ZRI5_NYCPR
OG0000622	sp|P28828|PTPRM_MOUSE	tr|A0A811YEP6|A0A811YEP6_NYCPR
OG0000622	sp|Q99M80|PTPRT_MOUSE	tr|A0A811XWI3|A0A811XWI3_NYCPR
OG0000623	sp|Q09098|PATE4_MOUSE, tr|Q3UW02|Q3UW02_MOUSE, sp|Q3UN54|PAT14_MOUSE, tr|B3GLJ6|B3GLJ6_MOUSE, tr|D3YX25|D3YX25_MOUSE	tr|A0A811ZND1|A0A811ZND1_NYCPR
OG0000625	sp|P15105|GLNA_MOUSE	tr|A0A811Y860|A0A811Y860_NYCPR, tr|A0A811YDH3|A0A811YDH3_NYCPR, tr|A0A811ZNP1|A0A811ZNP1_NYCPR, tr|A0A811Z2U0|A0A811Z2U0_NYCPR, tr|A0A811Z3A2|A0A811Z3A2_NYCPR
OG0000626	tr|Q5NC59|Q5NC59_MOUSE, tr|A2AVB8|A2AVB8_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|A2AT96|A2AT96_MOUSE	tr|A0A811YQ51|A0A811YQ51_NYCPR
OG0000627	sp|Q91WS0|CISD1_MOUSE	tr|A0A811ZR75|A0A811ZR75_NYCPR, tr|A0A811XVP3|A0A811XVP3_NYCPR, tr|A0A811YFZ5|A0A811YFZ5_NYCPR, tr|A0A811ZWB0|A0A811ZWB0_NYCPR, tr|A0A811Z042|A0A811Z042_NYCPR
OG0000628	sp|P56593|CP2AC_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE	tr|A0A811ZWW0|A0A811ZWW0_NYCPR, tr|A0A811ZVI6|A0A811ZVI6_NYCPR
OG0000629	sp|P06320|TVB7_MOUSE, tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE, tr|A0A140T8L9|A0A140T8L9_MOUSE	tr|A0A811YSP8|A0A811YSP8_NYCPR, tr|A0A811YWM3|A0A811YWM3_NYCPR
OG0000630	sp|Q9JMB8|CNTN6_MOUSE	tr|A0A811Z5F5|A0A811Z5F5_NYCPR
OG0000630	sp|Q69Z26|CNTN4_MOUSE	tr|A0A811Z6S9|A0A811Z6S9_NYCPR
OG0000630	sp|Q07409|CNTN3_MOUSE	tr|A0A811Z7S2|A0A811Z7S2_NYCPR
OG0000631	sp|Q5NCH9|GRM6_MOUSE	tr|A0A811ZH90|A0A811ZH90_NYCPR
OG0000631	sp|P47743|GRM8_MOUSE, sp|Q68ED2|GRM7_MOUSE, sp|Q68EF4|GRM4_MOUSE	tr|A0A811YR50|A0A811YR50_NYCPR
OG0000632	sp|P20263|PO5F1_MOUSE	tr|A0A811YJ71|A0A811YJ71_NYCPR
OG0000632	sp|Q9DAC9|PO5F2_MOUSE	tr|A0A811Y0F4|A0A811Y0F4_NYCPR, tr|A0A811YG85|A0A811YG85_NYCPR, tr|A0A811YY96|A0A811YY96_NYCPR
OG0000633	sp|Q62381|TLL1_MOUSE	tr|A0A811YXB7|A0A811YXB7_NYCPR
OG0000633	sp|Q9WVM6|TLL2_MOUSE	tr|A0A811ZC59|A0A811ZC59_NYCPR
OG0000633	sp|P98063|BMP1_MOUSE	tr|A0A811ZDS5|A0A811ZDS5_NYCPR
OG0000634	sp|Q9ET37|S5A4A_MOUSE	tr|A0A811Y9J4|A0A811Y9J4_NYCPR
OG0000634	tr|Q91ZP4|Q91ZP4_MOUSE, tr|E9QAB5|E9QAB5_MOUSE, sp|Q8C3K6|SC5A1_MOUSE	tr|A0A811YIF8|A0A811YIF8_NYCPR
OG0000636	sp|Q1RLL3|CPNE9_MOUSE	tr|A0A811Z7L5|A0A811Z7L5_NYCPR
OG0000636	sp|Q9DC53|CPNE8_MOUSE	tr|A0A811Y538|A0A811Y538_NYCPR
OG0000636	sp|Q8JZW4|CPNE5_MOUSE	tr|A0A811YM41|A0A811YM41_NYCPR
