Orthogroup	Mus_musculus	Mustela_putorius_furo
OG0003852	sp|Q8BN82|S17A5_MOUSE	tr|A0A8U0N7H4|A0A8U0N7H4_MUSPF
OG0003853	sp|Q8BYL4|SYYM_MOUSE	tr|M3XMC0|M3XMC0_MUSPF
OG0003854	sp|Q8C6L5|CGAS_MOUSE	tr|M3XZ01|M3XZ01_MUSPF
OG0003855	sp|Q8K1C9|LRC41_MOUSE	tr|A0A8U0T8Q5|A0A8U0T8Q5_MUSPF
OG0003856	sp|Q8K5C0|GRHL2_MOUSE	tr|A0A8U0P091|A0A8U0P091_MUSPF
OG0003857	sp|Q8R071|IP3KA_MOUSE	tr|M3YBZ4|M3YBZ4_MUSPF
OG0003858	sp|Q8VC03|EMAL3_MOUSE	tr|M3YR17|M3YR17_MUSPF
OG0003859	sp|Q8VHR5|P66B_MOUSE	tr|A0A8U0V9M5|A0A8U0V9M5_MUSPF
OG0003860	sp|Q8VI64|HUMMR_MOUSE	tr|M3YXG5|M3YXG5_MUSPF
OG0003861	sp|Q91WE2|PIP30_MOUSE	tr|A0A8U0SRX9|A0A8U0SRX9_MUSPF
OG0003862	sp|Q99JB6|FOXP3_MOUSE	tr|A0A8U0RKB7|A0A8U0RKB7_MUSPF
OG0003863	sp|Q99JT9|MTND_MOUSE	tr|A0A8U0MKY5|A0A8U0MKY5_MUSPF
OG0003864	sp|Q99N20|BRMS1_MOUSE	tr|A0A8U0NW97|A0A8U0NW97_MUSPF
OG0003865	sp|Q9CPY6|GID4_MOUSE	tr|A0A8U0V4D0|A0A8U0V4D0_MUSPF
OG0003866	sp|Q9CQ88|TSN31_MOUSE	tr|A0A8U0NIQ8|A0A8U0NIQ8_MUSPF
OG0003867	sp|Q9CWB7|YD286_MOUSE	tr|M3YKN6|M3YKN6_MUSPF
OG0003868	sp|Q9D1Z2|CK091_MOUSE	tr|A0A8U0TF31|A0A8U0TF31_MUSPF
OG0003869	sp|Q9D2V5|AAR2_MOUSE	tr|G9L2V2|G9L2V2_MUSPF
OG0003870	sp|Q9D479|UVSSA_MOUSE	tr|M3YIC3|M3YIC3_MUSPF
OG0003871	sp|Q9D4B2|ODAD4_MOUSE	tr|A0A8U0NJU4|A0A8U0NJU4_MUSPF
OG0003872	tr|Q9D4E9|Q9D4E9_MOUSE	tr|A0A8U0MF04|A0A8U0MF04_MUSPF
OG0003873	sp|Q9D8B1|AIG1_MOUSE	tr|A0A8U0MSK0|A0A8U0MSK0_MUSPF
OG0003874	sp|Q9ERZ6|FIGN_MOUSE	tr|A0A8U0MHA8|A0A8U0MHA8_MUSPF
OG0003875	sp|Q9WVQ1|MAGI2_MOUSE	tr|A0A8U0SMV1|A0A8U0SMV1_MUSPF
OG0003876	sp|Q9Z260|CLD8_MOUSE	tr|M3Z670|M3Z670_MUSPF
OG0003877	sp|A0A7N9VSG0|SPA5L_MOUSE	tr|M3YIA3|M3YIA3_MUSPF
OG0003878	sp|A2AFS3|ELAP1_MOUSE	tr|A0A8U0N6S2|A0A8U0N6S2_MUSPF
OG0003879	sp|A2ALW5|DJC25_MOUSE	tr|A0A8U0MMM5|A0A8U0MMM5_MUSPF
OG0003880	tr|E9PYR1|E9PYR1_MOUSE	tr|A0A8U0RUC0|A0A8U0RUC0_MUSPF
OG0003881	sp|E9Q7T7|CHADL_MOUSE	tr|A0A8U0V6K9|A0A8U0V6K9_MUSPF
OG0003882	tr|E9Q8G3|E9Q8G3_MOUSE	tr|A0A8U0T9P9|A0A8U0T9P9_MUSPF
OG0003883	sp|G3UVW3|S38A6_MOUSE	tr|A0A8U0RL29|A0A8U0RL29_MUSPF
OG0003884	sp|O88621|FOXH1_MOUSE	tr|A0A8U0T797|A0A8U0T797_MUSPF
OG0003886	sp|P07903|ERCC1_MOUSE	tr|M3Y3J5|M3Y3J5_MUSPF
OG0003887	sp|P09920|CSF3_MOUSE	tr|A0A8U0TH01|A0A8U0TH01_MUSPF
OG0003888	sp|P10637|TAU_MOUSE	tr|A0A8U0N8U3|A0A8U0N8U3_MUSPF
OG0003889	sp|P10854|H2B1M_MOUSE	tr|A0A8U0S906|A0A8U0S906_MUSPF
OG0003890	sp|P11440|CDK1_MOUSE	tr|M3YI10|M3YI10_MUSPF
OG0003891	sp|P28649|CP19A_MOUSE	tr|M3Y8W5|M3Y8W5_MUSPF
OG0003892	sp|P35396|PPARD_MOUSE	tr|A0A8U0RWD4|A0A8U0RWD4_MUSPF
OG0003893	sp|P35455|NEU2_MOUSE	tr|A0A8U0NAP4|A0A8U0NAP4_MUSPF
OG0003894	sp|P40764|DLX2_MOUSE	tr|M3XP35|M3XP35_MUSPF
OG0003895	sp|P43021|NODAL_MOUSE	tr|M3XYV8|M3XYV8_MUSPF
OG0003896	sp|P46638|RB11B_MOUSE	tr|M3Y799|M3Y799_MUSPF
OG0003897	sp|P54846|NRL_MOUSE	tr|A0A8U0MUS5|A0A8U0MUS5_MUSPF
OG0003898	sp|P62932|FBX40_MOUSE	tr|A0A8U0SSG1|A0A8U0SSG1_MUSPF
OG0003899	sp|P63030|MPC1_MOUSE	tr|A0A8U0S3U5|A0A8U0S3U5_MUSPF
OG0003900	sp|P70175|DLG3_MOUSE	tr|M3XZN3|M3XZN3_MUSPF
OG0003901	sp|P97290|IC1_MOUSE	tr|M3XMG3|M3XMG3_MUSPF
OG0003902	sp|P97371|PSME1_MOUSE	tr|A0A8U0SWN9|A0A8U0SWN9_MUSPF
OG0003903	sp|Q05920|PYC_MOUSE	tr|A0A8U0SYY2|A0A8U0SYY2_MUSPF
OG0003904	sp|Q3TJZ6|FA98A_MOUSE	tr|M3YFB5|M3YFB5_MUSPF
OG0003905	tr|Q3TMP1|Q3TMP1_MOUSE	tr|M3Y8Q0|M3Y8Q0_MUSPF
OG0003906	sp|Q3U1G5|I20L2_MOUSE	tr|M3XY81|M3XY81_MUSPF
OG0003907	tr|Q3UH45|Q3UH45_MOUSE	tr|A0A8U0RUX7|A0A8U0RUX7_MUSPF
OG0003908	sp|Q3UKZ7|A14EL_MOUSE	tr|A0A8U0RHF0|A0A8U0RHF0_MUSPF
OG0003909	sp|Q4KL35|MAGIX_MOUSE	tr|M3YQV1|M3YQV1_MUSPF
OG0003910	sp|Q60677|ITAE_MOUSE	tr|A0A8U0NHJ2|A0A8U0NHJ2_MUSPF
OG0003911	sp|Q64520|KGUA_MOUSE	tr|A0A8U0V7L9|A0A8U0V7L9_MUSPF
OG0003912	sp|Q64733|FOXB2_MOUSE	tr|A0A8U0V830|A0A8U0V830_MUSPF
OG0003913	sp|Q6IQX8|ZN219_MOUSE	tr|M3XM53|M3XM53_MUSPF
OG0003914	sp|Q6NZG4|DDIAS_MOUSE	tr|M3Y9L5|M3Y9L5_MUSPF
OG0003915	sp|Q80UM7|MOGS_MOUSE	tr|M3Y9I6|M3Y9I6_MUSPF
OG0003916	sp|Q80XN0|BDH_MOUSE	tr|A0A8U0SS71|A0A8U0SS71_MUSPF
OG0003917	sp|Q80ZD9|AMGO2_MOUSE	tr|M3Z5F8|M3Z5F8_MUSPF
OG0003918	sp|Q8BH43|WASF2_MOUSE	tr|M3YVY1|M3YVY1_MUSPF
OG0003919	sp|Q8BMI0|FBX38_MOUSE	tr|M3YS82|M3YS82_MUSPF
OG0003920	sp|Q8BXS7|GP152_MOUSE	tr|A0A8U0RG06|A0A8U0RG06_MUSPF
OG0003921	sp|Q8C4A5|ASXL3_MOUSE	tr|A0A8U0RAF8|A0A8U0RAF8_MUSPF
OG0003922	sp|Q8C9M2|CCD15_MOUSE	tr|M3Y4I4|M3Y4I4_MUSPF
OG0003923	sp|Q8CFE6|S38A2_MOUSE	tr|M3XMT7|M3XMT7_MUSPF
OG0003924	sp|Q8CI08|SLAI2_MOUSE	tr|A0A8U0V0X6|A0A8U0V0X6_MUSPF
OG0003925	sp|Q8K3J1|NDUS8_MOUSE	tr|A0A8U0MY46|A0A8U0MY46_MUSPF
OG0003926	sp|Q8QZW2|FEV_MOUSE	tr|A0A8U0N149|A0A8U0N149_MUSPF
OG0003927	sp|Q8R0I0|ACE2_MOUSE	tr|Q2WG88|Q2WG88_MUSPF
OG0003928	sp|Q8R1B4|EIF3C_MOUSE	tr|A0A8U0UUZ6|A0A8U0UUZ6_MUSPF
OG0003929	sp|Q8R367|RERG_MOUSE	tr|M3YJG1|M3YJG1_MUSPF
OG0003930	sp|Q8VEK6|ING3_MOUSE	tr|A0A8U0MH05|A0A8U0MH05_MUSPF
OG0003931	tr|Q8VGL1|Q8VGL1_MOUSE	tr|A0A8U0T7V5|A0A8U0T7V5_MUSPF
OG0003932	sp|Q91WF0|TAZ_MOUSE	tr|A0A8U0NH80|A0A8U0NH80_MUSPF
OG0003933	sp|Q91WJ0|FRS3_MOUSE	tr|A0A8U0USW8|A0A8U0USW8_MUSPF
OG0003934	sp|Q91YQ1|RAB7L_MOUSE	tr|M3YKL3|M3YKL3_MUSPF
OG0003935	sp|Q99J64|RBM43_MOUSE	tr|M3XMN7|M3XMN7_MUSPF
OG0003936	sp|Q99LM2|CK5P3_MOUSE	tr|M3YV21|M3YV21_MUSPF
OG0003937	sp|Q9CR80|FA32A_MOUSE	tr|M3YX81|M3YX81_MUSPF
OG0003938	sp|Q9CW07|PP13G_MOUSE	tr|A0A8U0MS41|A0A8U0MS41_MUSPF
OG0003939	sp|Q9CY45|EFMT1_MOUSE	tr|M3XNE3|M3XNE3_MUSPF
OG0003940	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A8U0RXX8|A0A8U0RXX8_MUSPF
OG0003941	sp|Q9D074|MGRN1_MOUSE	tr|A0A8U0NRZ5|A0A8U0NRZ5_MUSPF
OG0003942	sp|Q9D328|NACHO_MOUSE	tr|M3XT27|M3XT27_MUSPF
OG0003944	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A8U0NV14|A0A8U0NV14_MUSPF
OG0003945	sp|Q9JLF7|TLR5_MOUSE	tr|M3Z4X4|M3Z4X4_MUSPF
OG0003946	sp|Q9QX47|SON_MOUSE	tr|A0A8U0SDV0|A0A8U0SDV0_MUSPF
OG0003947	sp|Q9QXK7|CPSF3_MOUSE	tr|M3YP58|M3YP58_MUSPF
OG0003948	sp|A0A0G2JEB6|CFA47_MOUSE	tr|A0A8U0V9R6|A0A8U0V9R6_MUSPF
OG0003949	tr|A0A1B0GT42|A0A1B0GT42_MOUSE	tr|A0A8U0S1E2|A0A8U0S1E2_MUSPF
OG0003950	tr|A0A571BG01|A0A571BG01_MOUSE	tr|A0A8U0RWV2|A0A8U0RWV2_MUSPF
OG0003951	sp|A2A8U2|TM201_MOUSE	tr|A0A8U0R840|A0A8U0R840_MUSPF
OG0003952	sp|A2APC3|TTLL9_MOUSE	tr|A0A8U0V5X9|A0A8U0V5X9_MUSPF
OG0003953	sp|I7HJS4|ZN683_MOUSE	tr|A0A8U0R7K9|A0A8U0R7K9_MUSPF
OG0003954	sp|O54928|SOCS5_MOUSE	tr|M3Z883|M3Z883_MUSPF
OG0003955	sp|O88545|CSN6_MOUSE	tr|M3YHJ3|M3YHJ3_MUSPF
OG0003956	sp|O88622|PARG_MOUSE	tr|M3YDH3|M3YDH3_MUSPF
OG0003957	sp|P00375|DYR_MOUSE	tr|A0A8U0RSU0|A0A8U0RSU0_MUSPF
OG0003958	sp|P0DP60|LYNX1_MOUSE	tr|A0A8U0NNG3|A0A8U0NNG3_MUSPF
OG0003959	sp|P11688|ITA5_MOUSE	tr|M3Y2V8|M3Y2V8_MUSPF
OG0003960	sp|P26187|MGMT_MOUSE	tr|A0A8U0MR09|A0A8U0MR09_MUSPF
OG0003961	sp|P48614|WN10B_MOUSE	tr|M3YTF8|M3YTF8_MUSPF
OG0003962	sp|P51150|RAB7A_MOUSE	tr|M3Z0W1|M3Z0W1_MUSPF
OG0003963	sp|P55050|FABPI_MOUSE	tr|M3Z149|M3Z149_MUSPF
OG0003964	sp|P57748|MMP20_MOUSE	tr|A0A8U0N2N8|A0A8U0N2N8_MUSPF
OG0003965	sp|P58252|EF2_MOUSE	tr|A0A8U0T439|A0A8U0T439_MUSPF
OG0003966	sp|P62305|RUXE_MOUSE	tr|M3YJP3|M3YJP3_MUSPF
OG0003967	sp|P70257|NFIX_MOUSE	tr|A0A8U0SDN3|A0A8U0SDN3_MUSPF
OG0003968	sp|P70302|STIM1_MOUSE	tr|A0A8U0RNH5|A0A8U0RNH5_MUSPF
OG0003969	sp|Q0VGM9|RTEL1_MOUSE	tr|M3YAL4|M3YAL4_MUSPF
OG0003970	sp|Q149T7|PPM1J_MOUSE	tr|A0A8U0T369|A0A8U0T369_MUSPF
OG0003971	sp|Q14DQ1|F219B_MOUSE	tr|M3Z0U1|M3Z0U1_MUSPF
OG0003972	sp|Q3UV55|NR1D1_MOUSE	tr|A0A8U0URR1|A0A8U0URR1_MUSPF
OG0003973	sp|Q4VAC9|PKHG3_MOUSE	tr|A0A8U0RJP3|A0A8U0RJP3_MUSPF
OG0003974	sp|Q52KF3|SPIR1_MOUSE	tr|A0A8U0RB28|A0A8U0RB28_MUSPF
OG0003975	sp|Q60674|NR1D2_MOUSE	tr|M3YL35|M3YL35_MUSPF
OG0003976	sp|Q62559|IFT52_MOUSE	tr|M3Z1W4|M3Z1W4_MUSPF
OG0003977	sp|Q69Z36|MEX3B_MOUSE	tr|A0A8U0N1D0|A0A8U0N1D0_MUSPF
OG0003978	sp|Q6DIA2|EX3L4_MOUSE	tr|A0A8U0NU55|A0A8U0NU55_MUSPF
OG0003979	sp|Q6GQV7|EDRF1_MOUSE	tr|M3XU71|M3XU71_MUSPF
OG0003980	sp|Q6P5F7|TTYH3_MOUSE	tr|A0A8U0UYK5|A0A8U0UYK5_MUSPF
OG0003981	sp|Q6PFX7|NYAP1_MOUSE	tr|A0A8U0MYM2|A0A8U0MYM2_MUSPF
OG0003982	sp|Q7TMB3|PPR3C_MOUSE	tr|M3Z0L5|M3Z0L5_MUSPF
OG0003983	sp|Q80Z24|NEGR1_MOUSE	tr|A0A8U0N138|A0A8U0N138_MUSPF
OG0003984	sp|Q810Q5|NMES1_MOUSE	tr|A0A8U0MQW6|A0A8U0MQW6_MUSPF
OG0003985	sp|Q8BGG6|MSPD3_MOUSE	tr|A0A8U0NWZ8|A0A8U0NWZ8_MUSPF
OG0003986	sp|Q8BHN3|GANAB_MOUSE	tr|M3YQN2|M3YQN2_MUSPF
OG0003987	sp|Q8BLN5|LSS_MOUSE	tr|A0A8U0SC45|A0A8U0SC45_MUSPF
OG0003988	sp|Q8BLQ7|CTR4_MOUSE	tr|M3XX50|M3XX50_MUSPF
OG0003989	sp|Q8BLS7|SWAHA_MOUSE	tr|A0A8U0TC17|A0A8U0TC17_MUSPF
OG0003990	sp|Q8BTW9|PAK4_MOUSE	tr|M3Z221|M3Z221_MUSPF
OG0003991	sp|Q8BUL5|KLHL7_MOUSE	tr|A0A8U0R8K4|A0A8U0R8K4_MUSPF
OG0003992	sp|Q8BWA8|ARHGJ_MOUSE	tr|A0A8U0UML9|A0A8U0UML9_MUSPF
OG0003993	sp|Q8BXA1|GOLI4_MOUSE	tr|A0A8U0MUG9|A0A8U0MUG9_MUSPF
OG0003994	sp|Q8C1E1|BPIB2_MOUSE	tr|M3Z2E0|M3Z2E0_MUSPF
OG0003995	sp|Q8CAK1|CAF17_MOUSE	tr|A0A8U0T7W8|A0A8U0T7W8_MUSPF
OG0003996	sp|Q8CIB6|TM230_MOUSE	tr|A0A8U0SFK3|A0A8U0SFK3_MUSPF
OG0003997	sp|Q8R3Z5|CACB1_MOUSE	tr|A0A8U0N377|A0A8U0N377_MUSPF
OG0003998	sp|Q8R4H4|CBPA5_MOUSE	tr|A0A8U0NN59|A0A8U0NN59_MUSPF
OG0003999	sp|Q8VCR9|OCEL1_MOUSE	tr|A0A8U0N041|A0A8U0N041_MUSPF
OG0004000	sp|Q91V83|TTI1_MOUSE	tr|M3Z235|M3Z235_MUSPF
OG0004001	sp|Q91WG1|INSI2_MOUSE	tr|M3XP89|M3XP89_MUSPF
OG0004002	sp|Q921V5|MGAT2_MOUSE	tr|M3Z7D4|M3Z7D4_MUSPF
OG0004003	sp|Q924A0|TF7L2_MOUSE	tr|A0A8U0RHD6|A0A8U0RHD6_MUSPF
OG0004004	sp|Q924Z5|TRAM2_MOUSE	tr|A0A8U0NKA2|A0A8U0NKA2_MUSPF
OG0004005	sp|Q99KR3|LACB2_MOUSE	tr|M3YGS7|M3YGS7_MUSPF
OG0004006	sp|Q9CQN3|TOM6_MOUSE	tr|A0A8U0USI1|A0A8U0USI1_MUSPF
OG0004007	sp|Q9CS74|ECD_MOUSE	tr|A0A8U0V4F2|A0A8U0V4F2_MUSPF
OG0004008	sp|Q9D0I4|STX17_MOUSE	tr|A0A8U0NRH1|A0A8U0NRH1_MUSPF
OG0004009	sp|Q9D1A4|ASB5_MOUSE	tr|M3YKY9|M3YKY9_MUSPF
OG0004010	sp|Q9D1P2|KAT8_MOUSE	tr|A0A8U0RPD1|A0A8U0RPD1_MUSPF
OG0004011	sp|Q9DA21|SMCO2_MOUSE	tr|M3YGI4|M3YGI4_MUSPF
OG0004012	sp|Q9DCR4|EID1_MOUSE	tr|M3Z803|M3Z803_MUSPF
OG0004013	sp|Q9WTX7|FHL5_MOUSE	tr|M3XQV9|M3XQV9_MUSPF
OG0004014	sp|Q9WV91|FPRP_MOUSE	tr|A0A8U0V3V5|A0A8U0V3V5_MUSPF
OG0004015	sp|A0A0A6YY25|BTBDI_MOUSE	tr|M3XMJ3|M3XMJ3_MUSPF
OG0004016	tr|A2ASU7|A2ASU7_MOUSE	tr|A0A8U0NLC6|A0A8U0NLC6_MUSPF
OG0004017	sp|A2ATD1|ISM1_MOUSE	tr|M3XQU8|M3XQU8_MUSPF
OG0004018	sp|A2BH40|ARI1A_MOUSE	tr|A0A8U0R915|A0A8U0R915_MUSPF
OG0004019	tr|B2RWC4|B2RWC4_MOUSE	tr|A0A8U0SPX6|A0A8U0SPX6_MUSPF
OG0004020	tr|D3YUP5|D3YUP5_MOUSE	tr|A0A8U0RZ97|A0A8U0RZ97_MUSPF
OG0004021	tr|D3Z0P8|D3Z0P8_MOUSE	tr|A0A8U0MG74|A0A8U0MG74_MUSPF
OG0004022	sp|E9Q173|BTBDG_MOUSE	tr|A0A8U0TDU4|A0A8U0TDU4_MUSPF
OG0004023	tr|E9Q295|E9Q295_MOUSE	tr|A0A8U0NZ13|A0A8U0NZ13_MUSPF
OG0004024	sp|E9Q9R3|FIMP_MOUSE	tr|A0A8U0NAC9|A0A8U0NAC9_MUSPF
OG0004025	tr|J3QK54|J3QK54_MOUSE	tr|A0A8U0RRM5|A0A8U0RRM5_MUSPF
OG0004026	sp|O09159|MA2B1_MOUSE	tr|A0A8U0V6M1|A0A8U0V6M1_MUSPF
OG0004027	sp|O35451|ATF6B_MOUSE	tr|A0A8U0NM59|A0A8U0NM59_MUSPF
OG0004028	sp|O70324|MOT8_MOUSE	tr|A0A8U0NH22|A0A8U0NH22_MUSPF
OG0004029	sp|O88379|BAZ1A_MOUSE	tr|A0A8U0UQ29|A0A8U0UQ29_MUSPF
OG0004030	sp|P04235|CD3D_MOUSE	tr|M3XZE1|M3XZE1_MUSPF
OG0004032	sp|P22893|TTP_MOUSE	tr|M3Z203|M3Z203_MUSPF
OG0004033	sp|P31362|PO2F3_MOUSE	tr|A0A8U0TD55|A0A8U0TD55_MUSPF
OG0004034	sp|P36363|FGF7_MOUSE	tr|M3YLN9|M3YLN9_MUSPF
OG0004035	sp|P56387|DYLT3_MOUSE	tr|A0A8U0MT04|A0A8U0MT04_MUSPF
OG0004036	sp|P61358|RL27_MOUSE	tr|M3YET1|M3YET1_MUSPF
OG0004037	sp|P61406|EST1A_MOUSE	tr|A0A8U0RNW7|A0A8U0RNW7_MUSPF
OG0004038	sp|P70353|NFYC_MOUSE	tr|A0A8U0NIP6|A0A8U0NIP6_MUSPF
OG0004039	sp|Q32M02|FSCN2_MOUSE	tr|A0A8U0SI01|A0A8U0SI01_MUSPF
OG0004040	sp|Q3UR50|VW5B2_MOUSE	tr|A0A8U0SN93|A0A8U0SN93_MUSPF
OG0004041	sp|Q3V050|S47A2_MOUSE	tr|A0A8U0NC14|A0A8U0NC14_MUSPF
OG0004042	sp|Q5I1X5|IASPP_MOUSE	tr|M3Y3M3|M3Y3M3_MUSPF
OG0004043	sp|Q61983|NPT1_MOUSE	tr|A0A8U0V395|A0A8U0V395_MUSPF
OG0004044	sp|Q689Z5|SBNO1_MOUSE	tr|M3XRE2|M3XRE2_MUSPF
OG0004045	sp|Q6P2L7|GOLM2_MOUSE	tr|M3YGZ8|M3YGZ8_MUSPF
OG0004046	sp|Q6P6J0|ADAT2_MOUSE	tr|M3Z2X1|M3Z2X1_MUSPF
OG0004047	sp|Q6PB97|FXL19_MOUSE	tr|A0A8U0NIV1|A0A8U0NIV1_MUSPF
OG0004048	sp|Q6PF93|PK3C3_MOUSE	tr|M3XPL0|M3XPL0_MUSPF
OG0004049	sp|Q7TNV9|DFB14_MOUSE	tr|M3XTU5|M3XTU5_MUSPF
OG0004050	sp|Q80U87|UBP8_MOUSE	tr|M3Y925|M3Y925_MUSPF
OG0004051	sp|Q8BTW3|EXOS6_MOUSE	tr|A0A8U0S0B6|A0A8U0S0B6_MUSPF
OG0004052	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A8U0TG54|A0A8U0TG54_MUSPF
OG0004053	sp|Q8C0X0|LCA5L_MOUSE	tr|A0A8U0V7J1|A0A8U0V7J1_MUSPF
OG0004054	sp|Q8JZU6|PXDC1_MOUSE	tr|M3XN35|M3XN35_MUSPF
OG0004055	sp|Q91VU8|PTOV1_MOUSE	tr|M3XTB7|M3XTB7_MUSPF
OG0004056	sp|Q91X21|K2013_MOUSE	tr|M3YY80|M3YY80_MUSPF
OG0004057	sp|Q91YV9|PGAP4_MOUSE	tr|A0A8U0ML36|A0A8U0ML36_MUSPF
OG0004058	sp|Q91ZV8|AGRA2_MOUSE	tr|A0A8U0MWY4|A0A8U0MWY4_MUSPF
OG0004059	sp|Q99KK7|DPP3_MOUSE	tr|A0A8U0SY76|A0A8U0SY76_MUSPF
OG0004060	sp|Q9CQ56|USE1_MOUSE	tr|M3YWW7|M3YWW7_MUSPF
OG0004061	sp|Q9CR50|ZN363_MOUSE	tr|A0A8U0S3K5|A0A8U0S3K5_MUSPF
OG0004062	sp|Q9CY28|GTPB8_MOUSE	tr|M3XMK3|M3XMK3_MUSPF
OG0004063	sp|Q9D136|OGFD3_MOUSE	tr|A0A8U0SEQ8|A0A8U0SEQ8_MUSPF
OG0004064	sp|Q9D968|HCFC2_MOUSE	tr|A0A8U0NPD2|A0A8U0NPD2_MUSPF
OG0004065	tr|Q9D976|Q9D976_MOUSE	tr|M3Z1Q9|M3Z1Q9_MUSPF
OG0004066	sp|Q9D9C6|CC182_MOUSE	tr|A0A8U0MKS4|A0A8U0MKS4_MUSPF
OG0004067	sp|Q9DC11|PXDC2_MOUSE	tr|M3YKI8|M3YKI8_MUSPF
OG0004068	sp|Q9JIL6|GPC5D_MOUSE	tr|A0A8U0SX40|A0A8U0SX40_MUSPF
OG0004069	sp|Q9JKV9|IL20_MOUSE	tr|A0A8U0SHL6|A0A8U0SHL6_MUSPF
OG0004070	sp|Q9QXW9|LAT2_MOUSE	tr|M3Y602|M3Y602_MUSPF
OG0004071	sp|Q9QZ09|PHTF1_MOUSE	tr|A0A8U0T375|A0A8U0T375_MUSPF
OG0004072	sp|Q9WVQ0|PMFBP_MOUSE	tr|A0A8U0RWW4|A0A8U0RWW4_MUSPF
OG0004073	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|A0A8U0RLL1|A0A8U0RLL1_MUSPF
OG0004074	sp|D3Z6Q9|BIN2_MOUSE	tr|A0A8U0UVS2|A0A8U0UVS2_MUSPF
OG0004075	tr|G3UW59|G3UW59_MOUSE	tr|A0A8U0TF46|A0A8U0TF46_MUSPF
OG0004076	sp|G5E8A8|TEKT5_MOUSE	tr|M3YT93|M3YT93_MUSPF
OG0004077	tr|J3QMD1|J3QMD1_MOUSE	tr|A0A8U0V7A3|A0A8U0V7A3_MUSPF
OG0004078	sp|O35182|SMAD6_MOUSE	tr|M3XMK5|M3XMK5_MUSPF
OG0004079	sp|O70138|MMP8_MOUSE	tr|A0A8U0UZR0|A0A8U0UZR0_MUSPF
OG0004080	sp|O70469|DOK2_MOUSE	tr|M3XYR4|M3XYR4_MUSPF
OG0004081	sp|O88811|STAM2_MOUSE	tr|A0A8U0REC2|A0A8U0REC2_MUSPF
OG0004082	sp|P04756|ACHA_MOUSE	tr|M3YRB0|M3YRB0_MUSPF
OG0004083	sp|P14685|PSMD3_MOUSE	tr|G9KJ08|G9KJ08_MUSPF
OG0004084	sp|P15327|PMGE_MOUSE	tr|M3XYZ7|M3XYZ7_MUSPF
OG0004085	sp|P21952|PO3F1_MOUSE	tr|A0A8U0MGZ5|A0A8U0MGZ5_MUSPF
OG0004086	sp|P28651|CAH8_MOUSE	tr|M3XTE8|M3XTE8_MUSPF
OG0004087	sp|P30557|PE2R3_MOUSE	tr|M3XPA7|M3XPA7_MUSPF
OG0004088	sp|P31361|PO3F3_MOUSE	tr|A0A8U0S2Q6|A0A8U0S2Q6_MUSPF
OG0004089	sp|P41158|ELK4_MOUSE	tr|A0A8U0V1Z1|A0A8U0V1Z1_MUSPF
OG0004090	sp|P48381|RFX3_MOUSE	tr|M3Y162|M3Y162_MUSPF
OG0004091	sp|P51655|GPC4_MOUSE	tr|A0A8U0REZ1|A0A8U0REZ1_MUSPF
OG0004092	sp|P51945|CCNG1_MOUSE	tr|M3YP52|M3YP52_MUSPF
OG0004093	sp|P56280|TCL1A_MOUSE	tr|A0A8U0UXK2|A0A8U0UXK2_MUSPF
OG0004094	sp|P56942|MCH_MOUSE	tr|A0A8U0SR59|A0A8U0SR59_MUSPF
OG0004095	sp|P59108|CPNE2_MOUSE	tr|M3XYR1|M3XYR1_MUSPF
OG0004096	sp|Q04736|YES_MOUSE	tr|M3Y204|M3Y204_MUSPF
OG0004097	sp|Q3U2S4|OTUD5_MOUSE	tr|A0A8U0TEJ9|A0A8U0TEJ9_MUSPF
OG0004098	sp|Q3V2K1|CX065_MOUSE	tr|A0A8U0UV89|A0A8U0UV89_MUSPF
OG0004099	sp|Q5STE3|FSTL4_MOUSE	tr|M3YFW2|M3YFW2_MUSPF
OG0004100	sp|Q5SVL6|RPGP2_MOUSE	tr|A0A8U0MMM8|A0A8U0MMM8_MUSPF
OG0004101	sp|Q60604|SCIN_MOUSE	tr|M3YRI6|M3YRI6_MUSPF
OG0004102	sp|Q60716|P4HA2_MOUSE	tr|A0A8U0RW64|A0A8U0RW64_MUSPF
OG0004103	sp|Q61646|HPT_MOUSE	tr|A0A8U0MJT0|A0A8U0MJT0_MUSPF
OG0004104	sp|Q62227|NR0B2_MOUSE	tr|A0A8U0MGJ0|A0A8U0MGJ0_MUSPF
OG0004105	sp|Q64151|SEM4C_MOUSE	tr|A0A8U0MS17|A0A8U0MS17_MUSPF
OG0004106	sp|Q6NZB1|ANM6_MOUSE	tr|M3Z6V1|M3Z6V1_MUSPF
OG0004107	sp|Q80UC8|GP139_MOUSE	tr|A0A8U0SUH9|A0A8U0SUH9_MUSPF
OG0004108	sp|Q80YT9|RBM11_MOUSE	tr|A0A8U0N8I4|A0A8U0N8I4_MUSPF
OG0004109	sp|Q8BGD5|CPT1C_MOUSE	tr|M3XTH2|M3XTH2_MUSPF
OG0004110	sp|Q8BGU5|CCNY_MOUSE	tr|M3Y3W5|M3Y3W5_MUSPF
OG0004111	sp|Q8BGV5|ZNF8_MOUSE	tr|M3YAF0|M3YAF0_MUSPF
