Orthogroup	Mus_musculus	Bos_taurus
OG0002224	sp|Q9CZ83|RM55_MOUSE	tr|A0A452DIY8|A0A452DIY8_BOVIN, sp|P0C2B8|RM55_BOVIN
OG0002225	sp|Q8VE88|F1142_MOUSE	sp|Q2T9N1|F1142_BOVIN, tr|A0A3Q1N814|A0A3Q1N814_BOVIN
OG0002226	sp|Q80W32|DRC9_MOUSE	sp|Q2T9V2|DRC9_BOVIN, tr|F1MWI0|F1MWI0_BOVIN
OG0002227	sp|Q80Y55|BSDC1_MOUSE	tr|A0A3Q1M8E3|A0A3Q1M8E3_BOVIN, sp|Q3SX22|BSDC1_BOVIN
OG0002228	sp|Q61211|EIF2D_MOUSE	sp|Q58CR3|EIF2D_BOVIN, tr|G8JKW9|G8JKW9_BOVIN
OG0002229	sp|Q9DCV3|DGAT2_MOUSE	sp|Q70VZ8|DGAT2_BOVIN, tr|G3MYF6|G3MYF6_BOVIN
OG0002230	tr|E9Q512|E9Q512_MOUSE	tr|A0A3Q1MQ84|A0A3Q1MQ84_BOVIN, tr|A0A3Q1LWQ2|A0A3Q1LWQ2_BOVIN
OG0002231	sp|O35887|CALU_MOUSE	sp|Q3T0K1|CALU_BOVIN, tr|A0A3Q1NC75|A0A3Q1NC75_BOVIN
OG0002232	sp|Q6PE01|SNR40_MOUSE	tr|F1MLP7|F1MLP7_BOVIN, sp|Q2HJH6|SNR40_BOVIN
OG0002233	sp|B7ZCC9|AGRG4_MOUSE, sp|Q8CJ12|AGRG2_MOUSE	tr|F1MRZ3|F1MRZ3_BOVIN
OG0002234	sp|P50752|TNNT2_MOUSE	tr|G3N264|G3N264_BOVIN, sp|P13789|TNNT2_BOVIN
OG0002235	tr|E9Q554|E9Q554_MOUSE	tr|A0A3Q1LNF5|A0A3Q1LNF5_BOVIN, tr|G3X856|G3X856_BOVIN
OG0002236	sp|O09061|PSB1_MOUSE	tr|G5E589|G5E589_BOVIN, sp|Q2TBX6|PSB1_BOVIN
OG0002237	sp|P25118|TNR1A_MOUSE	sp|O19131|TNR1A_BOVIN, tr|A0A3Q1MQ33|A0A3Q1MQ33_BOVIN
OG0002238	sp|P70343|CASP4_MOUSE	sp|Q5E9C1|CASP4_BOVIN, sp|O75601|CASPD_BOVIN
OG0002239	sp|P18761|CAH6_MOUSE	tr|F1MBS0|F1MBS0_BOVIN, sp|P18915|CAH6_BOVIN
OG0002240	sp|P27659|RL3_MOUSE	tr|F1N578|F1N578_BOVIN, sp|P39872|RL3_BOVIN
OG0002241	sp|Q8CJ27|ASPM_MOUSE	tr|F1MM80|F1MM80_BOVIN, sp|P62285|ASPM_BOVIN
OG0002242	sp|Q8VBT2|SDHL_MOUSE	sp|Q0VCW4|SDHL_BOVIN, tr|F1N0R8|F1N0R8_BOVIN
OG0002243	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A3Q1LUU2|A0A3Q1LUU2_BOVIN, sp|Q2HJ73|HIBCH_BOVIN
OG0002244	sp|P62915|TF2B_MOUSE	tr|F2Z4J6|F2Z4J6_BOVIN, sp|Q2KIN8|TF2B_BOVIN
OG0002245	sp|Q61646|HPT_MOUSE	sp|Q2TBU0|HPT_BOVIN, tr|A0A3Q1MB98|A0A3Q1MB98_BOVIN
OG0002246	sp|O70400|PDLI1_MOUSE	sp|Q5E9E1|PDLI1_BOVIN, tr|A6H7E3|A6H7E3_BOVIN
OG0002247	sp|Q8BSK8|KS6B1_MOUSE	sp|Q6TJY3|KS6B1_BOVIN, tr|F1MNP4|F1MNP4_BOVIN
OG0002249	sp|P50431|GLYC_MOUSE	tr|A0A140T896|A0A140T896_BOVIN, sp|Q5E9P9|GLYC_BOVIN
OG0002250	sp|Q91YY2|B4GT3_MOUSE	tr|A0A3Q1LIN1|A0A3Q1LIN1_BOVIN, sp|Q5EA87|B4GT3_BOVIN
OG0002252	sp|Q9Z111|GA45G_MOUSE	tr|A0A452DI17|A0A452DI17_BOVIN, sp|Q2KIX1|GA45G_BOVIN
OG0002253	sp|B1AWJ5|TMM8B_MOUSE	tr|F1MLC4|F1MLC4_BOVIN, sp|A6QLK4|TMM8B_BOVIN
OG0002254	sp|Q8R060|ZWILC_MOUSE	tr|A0A3Q1LMY8|A0A3Q1LMY8_BOVIN, sp|A6QM04|ZWILC_BOVIN
OG0002255	sp|P97378|I12R2_MOUSE	sp|Q9BEG2|I12R2_BOVIN, tr|F1MEB5|F1MEB5_BOVIN
OG0002256	sp|Q8BJY1|PSMD5_MOUSE	tr|F1N6Z0|F1N6Z0_BOVIN, sp|Q0P5A6|PSMD5_BOVIN
OG0002257	sp|P35378|FSHR_MOUSE	tr|F1MT42|F1MT42_BOVIN, sp|P35376|FSHR_BOVIN
OG0002258	sp|Q921X6|RPC6_MOUSE	tr|F1MYX7|F1MYX7_BOVIN, sp|Q2T9S3|RPC6_BOVIN
OG0002259	sp|Q9D8M7|PHF10_MOUSE	sp|Q2T9V9|PHF10_BOVIN, tr|A0A452DHY9|A0A452DHY9_BOVIN
OG0002260	sp|Q61749|EI2BD_MOUSE	tr|F1MMQ5|F1MMQ5_BOVIN, sp|Q3T058|EI2BD_BOVIN
OG0002261	sp|Q91WS0|CISD1_MOUSE	tr|A0A3Q1MDM7|A0A3Q1MDM7_BOVIN, sp|Q3ZBU2|CISD1_BOVIN
OG0002262	sp|Q6PCP5|MFF_MOUSE	tr|E1BA89|E1BA89_BOVIN, sp|Q3ZCD8|MFF_BOVIN
OG0002263	sp|Q9D7W4|TSN17_MOUSE	sp|Q58DN3|TSN17_BOVIN, tr|A0A452DIV0|A0A452DIV0_BOVIN
OG0002264	tr|B2RXM6|B2RXM6_MOUSE	tr|A0A1L6ZA12|A0A1L6ZA12_BOVIN, sp|Q0V881|LY66F_BOVIN
OG0002265	sp|Q9DAM9|FANK1_MOUSE	sp|Q6B858|FANK1_BOVIN, tr|A0A3Q1LMF1|A0A3Q1LMF1_BOVIN
OG0002266	sp|P97428|RGS16_MOUSE	sp|O46471|RGS16_BOVIN, tr|A0A3Q1M8A7|A0A3Q1M8A7_BOVIN
OG0002267	sp|A2ADU8|DG2L6_MOUSE	tr|A0A452DI75|A0A452DI75_BOVIN, sp|A6QP72|DG2L6_BOVIN
OG0002268	sp|O54693|EDA_MOUSE	sp|Q9BEG5|EDA_BOVIN, tr|A0A452DII6|A0A452DII6_BOVIN
OG0002269	sp|Q9JIM3|ER6L2_MOUSE	tr|G5E5P9|G5E5P9_BOVIN, sp|A3KMX0|ER6L2_BOVIN
OG0002270	sp|Q9EQC5|SCYL1_MOUSE	sp|A6QLH6|SCYL1_BOVIN, tr|F1MVK2|F1MVK2_BOVIN
OG0002271	sp|Q8R0C3|S26A8_MOUSE	sp|A6QNW6|S26A8_BOVIN, tr|F1MEY3|F1MEY3_BOVIN
OG0002272	sp|P06728|APOA4_MOUSE	tr|F1N3Q7|F1N3Q7_BOVIN, sp|Q32PJ2|APOA4_BOVIN
OG0002273	sp|P49681|NPBW1_MOUSE	sp|Q8MJV3|NPBW1_BOVIN, tr|G5E5J0|G5E5J0_BOVIN
OG0002274	sp|Q61245|COBA1_MOUSE	tr|F1N0K0|F1N0K0_BOVIN, sp|Q28083|COBA1_BOVIN
OG0002275	sp|Q8CBY0|GATC_MOUSE	tr|A0A3Q1LZP0|A0A3Q1LZP0_BOVIN, sp|Q2KIF1|GATC_BOVIN
OG0002276	sp|Q3TX51|LRC28_MOUSE	tr|F1MS73|F1MS73_BOVIN, sp|Q32KX5|LRC28_BOVIN
OG0002277	sp|Q8R127|SCPDL_MOUSE	sp|Q3T067|SCPDL_BOVIN, tr|F1MX05|F1MX05_BOVIN
OG0002278	sp|Q8BMS4|COQ3_MOUSE	sp|Q3T131|COQ3_BOVIN, tr|F1N5A4|F1N5A4_BOVIN
OG0002279	sp|Q8CDZ2|MT21E_MOUSE	tr|A0A140T839|A0A140T839_BOVIN, sp|Q58DC7|MT21E_BOVIN
OG0002280	sp|Q9DAR7|DCPS_MOUSE	tr|G5E535|G5E535_BOVIN, sp|Q8MJJ7|DCPS_BOVIN
OG0002281	sp|O88552|CLD2_MOUSE	tr|A0A3Q1LTB5|A0A3Q1LTB5_BOVIN, sp|Q765P1|CLD2_BOVIN
OG0002282	sp|P47802|MTX1_MOUSE	sp|Q2TBS1|MTX1_BOVIN, tr|A0A3Q1LXL8|A0A3Q1LXL8_BOVIN
OG0002283	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A3Q1M257|A0A3Q1M257_BOVIN, tr|A7Z060|A7Z060_BOVIN
OG0002284	sp|Q9JHQ0|ANXA9_MOUSE	tr|A0A3Q1MUC9|A0A3Q1MUC9_BOVIN, sp|Q3ZC08|ANXA9_BOVIN
OG0002285	sp|Q8VD66|ABHD4_MOUSE	tr|A0A452DIS9|A0A452DIS9_BOVIN, sp|Q5EA59|ABHD4_BOVIN
OG0002286	sp|Q3V1H1|CKAP2_MOUSE	tr|A0A3Q1M6K8|A0A3Q1M6K8_BOVIN, sp|A5D7U0|CKAP2_BOVIN
OG0002287	sp|Q8CC86|PNCB_MOUSE	sp|A5PK51|PNCB_BOVIN, tr|A0A3Q1N5S3|A0A3Q1N5S3_BOVIN
OG0002288	sp|Q9Z2D0|MTMR9_MOUSE	sp|A7MB43|MTMR9_BOVIN, sp|Q2KJ24|MTM9L_BOVIN
OG0002289	sp|Q9CWY3|SETD6_MOUSE	sp|E1BI64|SETD6_BOVIN, tr|A0A3Q1MJ82|A0A3Q1MJ82_BOVIN
OG0002290	sp|Q9DB00|GON4L_MOUSE	tr|G3N045|G3N045_BOVIN, tr|F1MP31|F1MP31_BOVIN
OG0002291	sp|Q60963|PAFA_MOUSE	sp|Q28017|PAFA_BOVIN, tr|Q1RML9|Q1RML9_BOVIN
OG0002292	sp|Q9DA03|LYRM7_MOUSE	tr|F1N782|F1N782_BOVIN, sp|Q2M2S9|LYRM7_BOVIN
OG0002293	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A3Q1MR62|A0A3Q1MR62_BOVIN, sp|Q3T013|BNI3L_BOVIN
OG0002294	sp|P56481|GASR_MOUSE	tr|A0A140T858|A0A140T858_BOVIN, sp|P79266|GASR_BOVIN
OG0002295	sp|P35441|TSP1_MOUSE	sp|Q28178|TSP1_BOVIN, tr|A0A3Q1MQV3|A0A3Q1MQV3_BOVIN
OG0002296	sp|P22366|MYD88_MOUSE	tr|A0A452DHW6|A0A452DHW6_BOVIN, sp|Q599T9|MYD88_BOVIN
OG0002297	sp|Q9JHF9|LY96_MOUSE	tr|C4T7Z1|C4T7Z1_BOVIN, sp|P58754|LY96_BOVIN
OG0002298	tr|D3Z6P9|D3Z6P9_MOUSE	tr|G3MYF0|G3MYF0_BOVIN, tr|E1BII7|E1BII7_BOVIN
OG0002299	sp|Q9CYD3|CRTAP_MOUSE	tr|E1BJ75|E1BJ75_BOVIN, tr|A0A3Q1MHP8|A0A3Q1MHP8_BOVIN
OG0002300	sp|P61329|FGF12_MOUSE, sp|P70378|FGF11_MOUSE	tr|E1BLM4|E1BLM4_BOVIN
OG0002301	sp|Q8K064|F174B_MOUSE	tr|F1MC16|F1MC16_BOVIN, sp|Q1RMK9|F174B_BOVIN
OG0002302	sp|Q9ES17|IL21_MOUSE	tr|F1MZV7|F1MZV7_BOVIN, sp|Q76LU5|IL21_BOVIN
OG0002303	sp|Q68FE8|Z280D_MOUSE, sp|Q6P3Y5|Z280C_MOUSE	tr|F1N3D2|F1N3D2_BOVIN
OG0002304	sp|P28047|WNT7B_MOUSE, sp|P24383|WNT7A_MOUSE	tr|F1N6L8|F1N6L8_BOVIN
OG0002305	sp|P51865|TDGF1_MOUSE	tr|G3MYC9|G3MYC9_BOVIN, tr|Q58D57|Q58D57_BOVIN
OG0002306	sp|P40935|PNMT_MOUSE	sp|P10938|PNMT_BOVIN, tr|G3N083|G3N083_BOVIN
OG0002307	sp|Q8R2K1|FUCM_MOUSE	sp|Q0P563|FUCM_BOVIN, tr|F1N1P7|F1N1P7_BOVIN
OG0002308	sp|Q8C079|STRP1_MOUSE	sp|Q0P5J8|STRP1_BOVIN, tr|A0A3Q1MT54|A0A3Q1MT54_BOVIN
OG0002309	sp|Q8CEE7|RDH13_MOUSE, sp|Q8VBZ0|DHRSX_MOUSE	tr|Q17QC2|Q17QC2_BOVIN
OG0002310	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A3Q1MFN9|A0A3Q1MFN9_BOVIN, sp|Q2KI89|ARMC9_BOVIN
OG0002311	sp|Q9WTR5|CAD13_MOUSE	tr|A0A3Q1MHI4|A0A3Q1MHI4_BOVIN, sp|Q3B7N0|CAD13_BOVIN
OG0002312	sp|P48026|SAT1_MOUSE, sp|Q9D5N8|SATL1_MOUSE	sp|Q3T0Q0|SAT1_BOVIN
OG0002313	sp|P70670|NACAM_MOUSE	sp|Q5E9A1|NACA_BOVIN, tr|A0A3Q1N5S9|A0A3Q1N5S9_BOVIN
OG0002314	sp|Q8K1G2|LBN_MOUSE	tr|E1BES3|E1BES3_BOVIN, sp|Q8MI28|LBN_BOVIN
OG0002315	sp|Q61221|HIF1A_MOUSE	tr|A0JND0|A0JND0_BOVIN, sp|Q9XTA5|HIF1A_BOVIN
OG0002316	sp|P45952|ACADM_MOUSE	tr|A0A3Q1MKZ2|A0A3Q1MKZ2_BOVIN, sp|Q3SZB4|ACADM_BOVIN
OG0002318	sp|O70445|BARD1_MOUSE	tr|A0A3Q1NMU2|A0A3Q1NMU2_BOVIN, tr|F1MAV4|F1MAV4_BOVIN
OG0002319	sp|Q5SW25|P12L2_MOUSE, tr|A0A1B0GSJ4|A0A1B0GSJ4_MOUSE	tr|E1BD05|E1BD05_BOVIN
OG0002320	sp|Q9D6Y4|BORC8_MOUSE	tr|G3MX73|G3MX73_BOVIN, tr|E1BEF6|E1BEF6_BOVIN
OG0002321	sp|Q8K4I3|ARHG6_MOUSE	tr|E1BIM5|E1BIM5_BOVIN, tr|A0A3Q1LKT5|A0A3Q1LKT5_BOVIN
OG0002322	tr|Q8VF05|Q8VF05_MOUSE, tr|Q8VGX2|Q8VGX2_MOUSE	tr|E1BLN0|E1BLN0_BOVIN
OG0002323	sp|Q5VCS6|TDRD5_MOUSE	tr|G5E528|G5E528_BOVIN, sp|E1BPH3|TDRD5_BOVIN
OG0002324	sp|Q8K385|FRRS1_MOUSE	tr|F1MZM6|F1MZM6_BOVIN, sp|A2VE04|FRRS1_BOVIN
OG0002325	sp|Q8K2W3|TXD11_MOUSE	tr|F1N1E5|F1N1E5_BOVIN, sp|A4FUW8|TXD11_BOVIN
OG0002326	sp|P35235|PTN11_MOUSE	tr|F1N339|F1N339_BOVIN, tr|F1N376|F1N376_BOVIN
OG0002327	sp|Q059Y8|DCST1_MOUSE, tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|F1N6J4|F1N6J4_BOVIN
OG0002328	sp|Q60751|IGF1R_MOUSE	sp|Q05688|IGF1R_BOVIN, tr|G1K218|G1K218_BOVIN
OG0002329	sp|G5E8A8|TEKT5_MOUSE	sp|Q2YDI7|TEKT5_BOVIN, tr|F1MGH5|F1MGH5_BOVIN
OG0002330	sp|Q62468|VILI_MOUSE	sp|Q3SZP7|VILI_BOVIN, tr|Q5E9Z3|Q5E9Z3_BOVIN
OG0002331	sp|Q8BG71|TYW2_MOUSE	tr|F6RWJ0|F6RWJ0_BOVIN, sp|Q58D65|TYW2_BOVIN
OG0002332	sp|Q9JLJ1|SELK_MOUSE	sp|Q32PE3|SELK_BOVIN, tr|A0A140T8C3|A0A140T8C3_BOVIN
OG0002333	sp|Q8K245|UVRAG_MOUSE	tr|F1N3U6|F1N3U6_BOVIN, tr|A0A3Q1LML4|A0A3Q1LML4_BOVIN
OG0002334	sp|Q80TM6|R3HD2_MOUSE	sp|A0JNC2|R3HD2_BOVIN, tr|A0A3Q1MG87|A0A3Q1MG87_BOVIN
OG0002335	sp|P05532|KIT_MOUSE	tr|A0A452DHX3|A0A452DHX3_BOVIN, sp|P43481|KIT_BOVIN
OG0002336	sp|Q6P8I4|PCNP_MOUSE	tr|A0A452DIL1|A0A452DIL1_BOVIN, sp|Q32PF3|PCNP_BOVIN
OG0002337	sp|Q8C0V9|FRMD6_MOUSE	tr|A6QLS6|A6QLS6_BOVIN, tr|G3MZ72|G3MZ72_BOVIN
OG0002338	sp|Q8BXA5|CLP1L_MOUSE	sp|A2VE61|CLP1L_BOVIN, tr|F1MQ41|F1MQ41_BOVIN
OG0002339	sp|O35084|CP27B_MOUSE	tr|E1BN35|E1BN35_BOVIN, tr|F1N6F5|F1N6F5_BOVIN
OG0002340	sp|Q8CHC4|SYNJ1_MOUSE	tr|A0A3Q1MD64|A0A3Q1MD64_BOVIN, sp|O18964|SYNJ1_BOVIN
OG0002341	sp|P43432|IL12B_MOUSE	tr|A0A3Q1LXM0|A0A3Q1LXM0_BOVIN, sp|P46282|IL12B_BOVIN
OG0002342	sp|Q6ZPR1|CFA97_MOUSE	tr|F1MSC2|F1MSC2_BOVIN, sp|Q2KJH5|CFA97_BOVIN
OG0002343	tr|Q3TQP0|Q3TQP0_MOUSE, sp|Q9CQY2|RAMAC_MOUSE	tr|Q3T050|Q3T050_BOVIN
OG0002344	sp|Q9D7L8|TMIG1_MOUSE	sp|Q3T113|TMIG1_BOVIN, tr|F1MLX4|F1MLX4_BOVIN
OG0002345	sp|Q9DCC4|P5CR3_MOUSE	sp|Q58D08|P5CR3_BOVIN, tr|A0A3Q1LIA7|A0A3Q1LIA7_BOVIN
OG0002346	sp|Q61200|NXPH1_MOUSE	tr|G8JKW6|G8JKW6_BOVIN, sp|Q5E9M6|NXPH1_BOVIN
OG0002347	sp|O08842|GFRA2_MOUSE	sp|Q5E9X0|GFRA2_BOVIN, tr|A0A3Q1M0Y1|A0A3Q1M0Y1_BOVIN
OG0002348	sp|Q9DCB4|ARP21_MOUSE, tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A3Q1LPS2|A0A3Q1LPS2_BOVIN
OG0002349	sp|Q5XFR0|EPAB2_MOUSE	tr|A0A3Q1LTL8|A0A3Q1LTL8_BOVIN, tr|E1B908|E1B908_BOVIN
OG0002350	sp|Q9D8M4|RL7L_MOUSE	tr|F1MFN1|F1MFN1_BOVIN, tr|A0A3Q1MBZ3|A0A3Q1MBZ3_BOVIN
OG0002351	tr|G3X9B1|G3X9B1_MOUSE	tr|F1MDU9|F1MDU9_BOVIN, tr|A0A3Q1MCA6|A0A3Q1MCA6_BOVIN
OG0002352	sp|Q8VDR7|TGDS_MOUSE	tr|A0A3Q1LGU2|A0A3Q1LGU2_BOVIN, sp|A6QLW2|TGDS_BOVIN
OG0002353	tr|B1ARL3|B1ARL3_MOUSE, tr|Q7TRX0|Q7TRX0_MOUSE	tr|E1B9C7|E1B9C7_BOVIN
OG0002354	sp|Q6NZP1|ZRAB3_MOUSE	tr|K7DXW5|K7DXW5_BOVIN, sp|E1BB03|ZRAB3_BOVIN
OG0002355	sp|Q9WUF2|EGR4_MOUSE	tr|F1MAU9|F1MAU9_BOVIN, sp|Q9GL32|EGR4_BOVIN
OG0002356	sp|Q3THG9|AASD1_MOUSE	tr|F1MZR1|F1MZR1_BOVIN, sp|Q32LK1|AASD1_BOVIN
OG0002357	sp|O35381|AN32A_MOUSE, sp|Q64G17|AN32C_MOUSE	sp|P51122|AN32A_BOVIN
OG0002358	sp|Q60765|ATF3_MOUSE	tr|A0A452DID2|A0A452DID2_BOVIN, sp|Q2KII1|ATF3_BOVIN
OG0002359	sp|Q9CYA0|CREL2_MOUSE	tr|A0A452DJK0|A0A452DJK0_BOVIN, sp|Q2KIT5|CREL2_BOVIN
OG0002360	sp|Q8BZ33|TENS4_MOUSE	tr|F1MN94|F1MN94_BOVIN, sp|Q32PJ7|TENS4_BOVIN
OG0002361	sp|Q9CRD0|OCAD1_MOUSE	sp|Q5E948|OCAD1_BOVIN, tr|A0A140T8C4|A0A140T8C4_BOVIN
OG0002362	sp|Q9CR88|RT14_MOUSE	tr|A0A3Q1N4C6|A0A3Q1N4C6_BOVIN, sp|Q6B860|RT14_BOVIN
OG0002363	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A3Q1LVQ9|A0A3Q1LVQ9_BOVIN, tr|A6QQR1|A6QQR1_BOVIN
OG0002364	sp|Q8BU33|HACL2_MOUSE	tr|A0A3Q1MPY3|A0A3Q1MPY3_BOVIN, sp|A6QQT9|HACL2_BOVIN
OG0002365	sp|P29812|TYRP2_MOUSE	sp|Q95119|TYRP2_BOVIN, tr|F1MC37|F1MC37_BOVIN
OG0002366	sp|Q9D9Q6|CALR3_MOUSE	tr|F1MTN0|F1MTN0_BOVIN, sp|Q2TBR8|CALR3_BOVIN
OG0002367	sp|Q62240|KDM5D_MOUSE, sp|P41230|KDM5C_MOUSE	tr|F1MYV2|F1MYV2_BOVIN
OG0002368	sp|Q99KK9|SYHM_MOUSE	sp|A5D7V9|SYHM_BOVIN, tr|F1N0T6|F1N0T6_BOVIN
OG0002369	sp|Q9CR26|VTA1_MOUSE	sp|Q32L63|VTA1_BOVIN, tr|F1N318|F1N318_BOVIN
OG0002370	sp|Q8BGD4|SO4C1_MOUSE	tr|E1B7Z8|E1B7Z8_BOVIN, tr|F1N3T5|F1N3T5_BOVIN
OG0002372	sp|Q9CXY6|ILF2_MOUSE	tr|A0A3Q1LQ32|A0A3Q1LQ32_BOVIN, tr|F2Z4E7|F2Z4E7_BOVIN
OG0002373	sp|P00397|COX1_MOUSE	tr|Q6QTG9|Q6QTG9_BOVIN, sp|P00396|COX1_BOVIN
OG0002374	sp|Q61239|FNTA_MOUSE	sp|P29702|FNTA_BOVIN, tr|F1N081|F1N081_BOVIN
OG0002375	sp|Q91ZZ3|SYUB_MOUSE	sp|P33567|SYUB_BOVIN, tr|F1MS41|F1MS41_BOVIN
OG0002376	sp|Q99N84|RT18B_MOUSE	sp|P82918|RT18B_BOVIN, tr|F1N059|F1N059_BOVIN
OG0002377	sp|Q8R3S2|TSN33_MOUSE	sp|Q3SYV5|TSN33_BOVIN, tr|F1MWA6|F1MWA6_BOVIN
OG0002378	sp|Q9DD03|RAB13_MOUSE	tr|A0A140T898|A0A140T898_BOVIN, sp|Q58DS5|RAB13_BOVIN
OG0002379	sp|Q6NXK5|DUS11_MOUSE	tr|E1BCH4|E1BCH4_BOVIN, sp|Q5E999|DUS11_BOVIN
OG0002380	sp|Q8BW75|AOFB_MOUSE	tr|A0A140T837|A0A140T837_BOVIN, sp|P56560|AOFB_BOVIN
OG0002381	sp|Q8R3V5|SHLB2_MOUSE	sp|Q08DK5|SHLB2_BOVIN, tr|A0A3Q1LVS3|A0A3Q1LVS3_BOVIN
OG0002382	sp|O88487|DC1I2_MOUSE	sp|Q0III3|DC1I2_BOVIN, tr|A0A3Q1MT80|A0A3Q1MT80_BOVIN
OG0002383	sp|Q8K0E3|SC5AB_MOUSE	sp|Q3ZC26|SC5AB_BOVIN, tr|A0A452DHY8|A0A452DHY8_BOVIN
OG0002384	sp|Q924X7|STK33_MOUSE	sp|Q0VD22|STK33_BOVIN, tr|A0A452DJB6|A0A452DJB6_BOVIN
OG0002385	sp|Q8K2C8|GPAT4_MOUSE	tr|A6H7D4|A6H7D4_BOVIN, sp|A3FPG8|GPAT4_BOVIN
OG0002386	sp|P54843|MAF_MOUSE	tr|F1MPS7|F1MPS7_BOVIN, sp|A7Z017|MAF_BOVIN
OG0002387	sp|Q9ES64|USH1C_MOUSE	tr|F1MIQ5|F1MIQ5_BOVIN, sp|Q3MHQ0|USH1C_BOVIN
OG0002388	sp|Q6UJY2|SL9C1_MOUSE	tr|F1MQF9|F1MQF9_BOVIN, tr|F1N5D7|F1N5D7_BOVIN
OG0002389	sp|Q8CCM6|TIM21_MOUSE	tr|F1MRI2|F1MRI2_BOVIN, sp|Q3SZV6|TIM21_BOVIN
OG0002390	sp|Q8VHI4|CARTF_MOUSE	tr|F1N5Z9|F1N5Z9_BOVIN, sp|Q58CW6|CARTF_BOVIN
OG0002391	tr|Q8VFZ8|Q8VFZ8_MOUSE, tr|Q8VGI7|Q8VGI7_MOUSE	tr|G3N3C8|G3N3C8_BOVIN
OG0002392	sp|Q9CR27|WASC3_MOUSE	sp|Q05B58|WASC3_BOVIN, tr|F1MBF8|F1MBF8_BOVIN
OG0002393	sp|Q99KU0|VMP1_MOUSE	sp|Q0VCK9|VMP1_BOVIN, tr|A0A3Q1M9S6|A0A3Q1M9S6_BOVIN
OG0002394	sp|Q5NCC3|TRI41_MOUSE	tr|E1BBY2|E1BBY2_BOVIN, tr|Q0VCZ2|Q0VCZ2_BOVIN
OG0002395	sp|Q921J4|UBE2S_MOUSE, tr|A0A6I8MX03|A0A6I8MX03_MOUSE	sp|Q1RML1|UBE2S_BOVIN
OG0002396	sp|Q9DBM1|GPTC1_MOUSE	sp|Q24K12|GPTC1_BOVIN, tr|G1K130|G1K130_BOVIN
OG0002397	sp|P54728|RD23B_MOUSE	tr|A0A3Q1LND7|A0A3Q1LND7_BOVIN, sp|Q29RK4|RD23B_BOVIN
OG0002398	sp|Q8BK72|RT27_MOUSE	tr|F1N1S1|F1N1S1_BOVIN, sp|Q32PI8|RT27_BOVIN
OG0002399	sp|Q9JLM9|GRB14_MOUSE	tr|F1MBA2|F1MBA2_BOVIN, sp|Q5ICW4|GRB14_BOVIN
OG0002400	sp|Q9DAW9|CNN3_MOUSE	sp|Q32L92|CNN3_BOVIN, tr|A0A3Q1LNX9|A0A3Q1LNX9_BOVIN
OG0002401	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A3Q1LTJ6|A0A3Q1LTJ6_BOVIN, tr|A4FUW9|A4FUW9_BOVIN
OG0002402	sp|Q9R062|GLYG_MOUSE	tr|A0A3Q1LZJ1|A0A3Q1LZJ1_BOVIN, tr|A0A3Q1NLJ5|A0A3Q1NLJ5_BOVIN
OG0002403	sp|Q8K4Z3|NNRE_MOUSE	tr|A0A3Q1MF13|A0A3Q1MF13_BOVIN, sp|Q6QRN6|NNRE_BOVIN
OG0002404	tr|E9PVW1|E9PVW1_MOUSE	tr|E1BD47|E1BD47_BOVIN, tr|A0A3Q1MMV1|A0A3Q1MMV1_BOVIN
OG0002405	sp|Q99P68|SOST_MOUSE	sp|Q9BG79|SOST_BOVIN, tr|A0A3Q1N6Y3|A0A3Q1N6Y3_BOVIN
OG0002406	sp|Q8K177|KCP3_MOUSE	sp|Q3SZ72|KCP3_BOVIN, tr|A0A3Q1NCJ5|A0A3Q1NCJ5_BOVIN
OG0002407	sp|P08030|APT_MOUSE	sp|Q56JW4|APT_BOVIN, tr|A0A452DIE3|A0A452DIE3_BOVIN
OG0002408	sp|Q8BZH0|S39AD_MOUSE	sp|A5D7H1|S39AD_BOVIN, tr|A0A452DJF9|A0A452DJF9_BOVIN
OG0002409	tr|J3QP53|J3QP53_MOUSE, sp|Q3I5G5|FOXI2_MOUSE	tr|E1BN87|E1BN87_BOVIN
OG0002410	sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE	tr|F1MI11|F1MI11_BOVIN
OG0002411	sp|Q9WV80|SNX1_MOUSE	tr|F1N399|F1N399_BOVIN, sp|Q05B62|SNX1_BOVIN
OG0002412	sp|Q91W27|TIP39_MOUSE	sp|P0C171|TIP39_BOVIN, tr|E1B9U9|E1B9U9_BOVIN
OG0002413	sp|Q14AI6|RUSD3_MOUSE	sp|Q2TBK7|RUSD3_BOVIN, tr|F1MN91|F1MN91_BOVIN
OG0002414	sp|Q8BMY7|ISK2_MOUSE	tr|Q2TBS5|Q2TBS5_BOVIN, tr|A0A3Q1MB46|A0A3Q1MB46_BOVIN
