Orthogroup	Mus_musculus	Capra_hircus
OG0000377	sp|G3X982|AOXC_MOUSE, sp|Q3TYQ9|AOXD_MOUSE	tr|A0A452EHU3|A0A452EHU3_CAPHI
OG0000378	tr|E9Q554|E9Q554_MOUSE, tr|A0A1B0GST0|A0A1B0GST0_MOUSE, tr|E9PXW4|E9PXW4_MOUSE, tr|Q8VG25|Q8VG25_MOUSE, tr|E9PWA8|E9PWA8_MOUSE, tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A452E802|A0A452E802_CAPHI
OG0000379	sp|E9Q7X7|NRX2A_MOUSE	tr|A0A452FEH7|A0A452FEH7_CAPHI
OG0000379	sp|Q6P9K9|NRX3A_MOUSE	tr|A0A452DU94|A0A452DU94_CAPHI
OG0000379	sp|Q9CS84|NRX1A_MOUSE	tr|A0A452F562|A0A452F562_CAPHI, tr|A0A452EX16|A0A452EX16_CAPHI
OG0000380	sp|Q9JJN4|SCO2A_MOUSE, sp|Q9ESL0|SCO2B_MOUSE	tr|A0A452F9I0|A0A452F9I0_CAPHI, tr|A0A452EC53|A0A452EC53_CAPHI
OG0000380	sp|Q9D0K2|SCOT1_MOUSE	tr|A0A452EL53|A0A452EL53_CAPHI, tr|A0A452EB10|A0A452EB10_CAPHI
OG0000381	sp|Q9D8E6|RL4_MOUSE	tr|A0A452DKL2|A0A452DKL2_CAPHI, tr|A0A452F6K9|A0A452F6K9_CAPHI, tr|A0A452E7C3|A0A452E7C3_CAPHI, tr|A0A452FWR6|A0A452FWR6_CAPHI, tr|A0A452ECC0|A0A452ECC0_CAPHI, tr|A0A452F6L2|A0A452F6L2_CAPHI
OG0000382	sp|Q68EF4|GRM4_MOUSE	tr|A0A452EQM3|A0A452EQM3_CAPHI
OG0000382	sp|Q5NCH9|GRM6_MOUSE	tr|A0A452FZU4|A0A452FZU4_CAPHI
OG0000382	sp|P47743|GRM8_MOUSE, sp|Q68ED2|GRM7_MOUSE	tr|A0A452DLP3|A0A452DLP3_CAPHI
OG0000383	sp|Q63739|TP4A1_MOUSE	tr|A0A452G0G9|A0A452G0G9_CAPHI, tr|A0A452DNA1|A0A452DNA1_CAPHI, tr|A0A452DTB3|A0A452DTB3_CAPHI, tr|A0A452DYA3|A0A452DYA3_CAPHI, tr|A0A452E960|A0A452E960_CAPHI, tr|A0A452F1P7|A0A452F1P7_CAPHI
OG0000384	sp|P17182|ENOA_MOUSE	tr|A0A452EU55|A0A452EU55_CAPHI
OG0000384	sp|P17183|ENOG_MOUSE	tr|A0A452F4Z8|A0A452F4Z8_CAPHI
OG0000384	sp|P21550|ENOB_MOUSE	tr|A0A452FAJ6|A0A452FAJ6_CAPHI
OG0000385	sp|Q8C1C8|PNMA1_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8JZW8|PNMA3_MOUSE, sp|Q80VM8|PNM8A_MOUSE, tr|G3X9N3|G3X9N3_MOUSE, sp|Q5DTT8|PNMA5_MOUSE	tr|A0A452DRF5|A0A452DRF5_CAPHI
OG0000387	sp|P09405|NUCL_MOUSE	tr|A0A452EDU9|A0A452EDU9_CAPHI, tr|A0A452DPH2|A0A452DPH2_CAPHI, tr|A0A452FH68|A0A452FH68_CAPHI, tr|A0A452G644|A0A452G644_CAPHI, tr|A0A452EB47|A0A452EB47_CAPHI, tr|A0A452E5S8|A0A452E5S8_CAPHI
OG0000389	sp|Q6P1F6|2ABA_MOUSE	tr|A0A452DV11|A0A452DV11_CAPHI
OG0000389	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A452ENE8|A0A452ENE8_CAPHI
OG0000389	sp|Q8BG02|2ABG_MOUSE	tr|A0A452EVH0|A0A452EVH0_CAPHI
OG0000390	sp|Q65CL1|CTNA3_MOUSE	tr|A0A452ETI6|A0A452ETI6_CAPHI
OG0000390	sp|P26231|CTNA1_MOUSE	tr|A0A452DRV7|A0A452DRV7_CAPHI
OG0000390	sp|Q61301|CTNA2_MOUSE	tr|A0A452EN18|A0A452EN18_CAPHI
OG0000391	sp|P02104|HBE_MOUSE	tr|A0A452DU47|A0A452DU47_CAPHI, tr|A0A452FCP8|A0A452FCP8_CAPHI, tr|A0A452G8V4|A0A452G8V4_CAPHI, sp|P02105|HBE2_CAPHI, sp|P02102|HBE1_CAPHI, tr|A0A452F723|A0A452F723_CAPHI
OG0000393	sp|Q6A068|CDC5L_MOUSE, tr|A0A1W2P7Z8|A0A1W2P7Z8_MOUSE, tr|A0A1W2P7H4|A0A1W2P7H4_MOUSE, tr|A0A1W2P855|A0A1W2P855_MOUSE, tr|A0A1W2P6Q8|A0A1W2P6Q8_MOUSE, tr|A0A1W2P7S8|A0A1W2P7S8_MOUSE	tr|A0A452FME0|A0A452FME0_CAPHI
OG0000394	sp|P01843|LAC1_MOUSE, tr|A0A0G2JE99|A0A0G2JE99_MOUSE, tr|A0A0G2JEK5|A0A0G2JEK5_MOUSE, sp|P20764|IGLL1_MOUSE	tr|A0A452DXZ1|A0A452DXZ1_CAPHI, tr|A0A452F4S4|A0A452F4S4_CAPHI, tr|A0A452DZD6|A0A452DZD6_CAPHI
OG0000395	sp|Q64152|BTF3_MOUSE	tr|A0A452DWT5|A0A452DWT5_CAPHI, tr|A0A452DMJ7|A0A452DMJ7_CAPHI, tr|A0A452F0N2|A0A452F0N2_CAPHI, tr|A0A452E5L6|A0A452E5L6_CAPHI, tr|A0A452DXP7|A0A452DXP7_CAPHI, tr|A0A452FEX4|A0A452FEX4_CAPHI
OG0000396	tr|Q05A45|Q05A45_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|A2RTN7|A2RTN7_MOUSE	tr|A0A452EQ16|A0A452EQ16_CAPHI
OG0000396	tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q8VET4|Q8VET4_MOUSE	tr|A0A452DYT6|A0A452DYT6_CAPHI
OG0000397	tr|A2AFS9|A2AFS9_MOUSE, tr|A0A0G2JGA3|A0A0G2JGA3_MOUSE, sp|D3YU32|T13C1_MOUSE, tr|Q810P0|Q810P0_MOUSE, tr|Q99MW5|Q99MW5_MOUSE	tr|A0A452F557|A0A452F557_CAPHI, tr|A0A452EPT0|A0A452EPT0_CAPHI
OG0000398	tr|A0A075B5J3|A0A075B5J3_MOUSE, tr|A0A075B5J4|A0A075B5J4_MOUSE, sp|P01851|TCB2_MOUSE, sp|P01852|TCB1_MOUSE	tr|A0A452ENT5|A0A452ENT5_CAPHI, tr|A0A452E0R0|A0A452E0R0_CAPHI, tr|A0A452ERL6|A0A452ERL6_CAPHI
OG0000399	sp|Q4VA55|PWP3B_MOUSE	tr|A0A452DTI9|A0A452DTI9_CAPHI
OG0000399	tr|A2BG95|A2BG95_MOUSE, tr|A3KG49|A3KG49_MOUSE, tr|Q52KH6|Q52KH6_MOUSE, sp|Q6DID5|PWP3A_MOUSE	tr|A0A452FJT4|A0A452FJT4_CAPHI
OG0000400	sp|P97347|RPTN_MOUSE, tr|A0A0B4J1F9|A0A0B4J1F9_MOUSE	tr|A0A452FEQ1|A0A452FEQ1_CAPHI
OG0000400	sp|P50114|S100B_MOUSE	tr|A0A452FLJ1|A0A452FLJ1_CAPHI, tr|A0A452EBP2|A0A452EBP2_CAPHI, tr|A0A452FIU7|A0A452FIU7_CAPHI
OG0000401	tr|E9PWV2|E9PWV2_MOUSE	tr|A0A452FTR4|A0A452FTR4_CAPHI
OG0000401	tr|Q8VGE1|Q8VGE1_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE	tr|A0A452F321|A0A452F321_CAPHI
OG0000402	tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE, tr|Q8VH09|Q8VH09_MOUSE, tr|Q9EQ99|Q9EQ99_MOUSE, tr|Q7TRB7|Q7TRB7_MOUSE, tr|Q9EQA0|Q9EQA0_MOUSE	tr|A0A452E624|A0A452E624_CAPHI
OG0000403	tr|A2AVT0|A2AVT0_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|Q7TR99|Q7TR99_MOUSE, sp|Q8VF76|OL998_MOUSE, sp|Q8VGS3|O1019_MOUSE	tr|A0A452DPM4|A0A452DPM4_CAPHI
OG0000422	sp|Q7TT50|MRCKB_MOUSE	tr|A0A452G2Q6|A0A452G2Q6_CAPHI
OG0000422	sp|Q3UU96|MRCKA_MOUSE	tr|A0A452FVN9|A0A452FVN9_CAPHI, tr|A0A452FL12|A0A452FL12_CAPHI, tr|A0A452E6X0|A0A452E6X0_CAPHI
OG0000423	sp|A2RSQ1|GLBL3_MOUSE	tr|A0A452FNT6|A0A452FNT6_CAPHI
OG0000423	tr|F6Y113|F6Y113_MOUSE	tr|A0A452E6K3|A0A452E6K3_CAPHI
OG0000423	sp|Q3UPY5|GLBL2_MOUSE	tr|A0A452G0H5|A0A452G0H5_CAPHI
OG0000424	sp|P25444|RS2_MOUSE	tr|A0A452FSZ1|A0A452FSZ1_CAPHI, tr|A0A452FMT2|A0A452FMT2_CAPHI, tr|A0A452G150|A0A452G150_CAPHI, tr|A0A452E8B2|A0A452E8B2_CAPHI, tr|A0A452E5W3|A0A452E5W3_CAPHI
OG0000425	tr|E9Q848|E9Q848_MOUSE	tr|A0A452DMH3|A0A452DMH3_CAPHI, tr|A0A452DR36|A0A452DR36_CAPHI, tr|A0A452EB83|A0A452EB83_CAPHI, tr|A0A452DTE1|A0A452DTE1_CAPHI, tr|A0A452DPE9|A0A452DPE9_CAPHI
OG0000427	sp|P83917|CBX1_MOUSE	tr|A0A452EBV9|A0A452EBV9_CAPHI, tr|A0A452G0F6|A0A452G0F6_CAPHI, tr|A0A452FMN2|A0A452FMN2_CAPHI, tr|A0A452FC92|A0A452FC92_CAPHI, tr|A0A452E698|A0A452E698_CAPHI
OG0000428	sp|P31750|AKT1_MOUSE	tr|A0A452FSU6|A0A452FSU6_CAPHI
OG0000428	sp|Q9WUA6|AKT3_MOUSE	tr|A0A452G1K3|A0A452G1K3_CAPHI
OG0000428	sp|Q60823|AKT2_MOUSE	tr|A0A452EP20|A0A452EP20_CAPHI
OG0000429	sp|Q9CR35|CTRB1_MOUSE	tr|A0A452FAK3|A0A452FAK3_CAPHI
OG0000429	tr|Q9ER05|Q9ER05_MOUSE	tr|A0A452EJJ4|A0A452EJJ4_CAPHI, tr|A0A452DQQ9|A0A452DQQ9_CAPHI, tr|A0A452EA95|A0A452EA95_CAPHI
OG0000430	sp|P70333|HNRH2_MOUSE	tr|A0A452FBG9|A0A452FBG9_CAPHI
OG0000430	sp|O35737|HNRH1_MOUSE	tr|A0A452E3N0|A0A452E3N0_CAPHI, tr|A0A452ENH9|A0A452ENH9_CAPHI, tr|A0A452FIF7|A0A452FIF7_CAPHI
OG0000431	tr|Q8VFC8|Q8VFC8_MOUSE	tr|A0A452E5I7|A0A452E5I7_CAPHI
OG0000431	tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE	tr|A0A452DV20|A0A452DV20_CAPHI, tr|A0A452EGY4|A0A452EGY4_CAPHI
OG0000433	tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE	tr|A0A452FDN4|A0A452FDN4_CAPHI
OG0000434	sp|P62715|PP2AB_MOUSE	tr|A0A452DW17|A0A452DW17_CAPHI
OG0000434	sp|P63330|PP2AA_MOUSE	tr|A0A452FID3|A0A452FID3_CAPHI, tr|A0A452FUS0|A0A452FUS0_CAPHI, tr|A0A452DUQ8|A0A452DUQ8_CAPHI
OG0000435	sp|P30681|HMGB2_MOUSE	tr|A0A452E8I8|A0A452E8I8_CAPHI, tr|A0A452GAY1|A0A452GAY1_CAPHI, tr|A0A452E6V0|A0A452E6V0_CAPHI, tr|A0A452F4I3|A0A452F4I3_CAPHI, tr|A0A452EHI8|A0A452EHI8_CAPHI
OG0000436	sp|Q8BHB9|CLIC6_MOUSE	tr|A0A452FES8|A0A452FES8_CAPHI, tr|A0A452EVK4|A0A452EVK4_CAPHI
OG0000436	sp|Q9QYB1|CLIC4_MOUSE	tr|A0A452EWE3|A0A452EWE3_CAPHI, tr|A0A452E998|A0A452E998_CAPHI
OG0000437	sp|Q9D2Z4|SENP8_MOUSE	tr|A0A452DP26|A0A452DP26_CAPHI, tr|A0A452EDE7|A0A452EDE7_CAPHI, tr|A0A452EEJ9|A0A452EEJ9_CAPHI, tr|A0A452DVI0|A0A452DVI0_CAPHI, tr|A0A452G8Y6|A0A452G8Y6_CAPHI
OG0000438	sp|E9PZQ0|RYR1_MOUSE	tr|A0A452EMS9|A0A452EMS9_CAPHI
OG0000438	sp|E9Q401|RYR2_MOUSE	tr|A0A452GAY0|A0A452GAY0_CAPHI
OG0000438	sp|A2AGL3|RYR3_MOUSE	tr|A0A452FW57|A0A452FW57_CAPHI
OG0000439	sp|Q9EQP2|EHD4_MOUSE	tr|A0A452G1I9|A0A452G1I9_CAPHI
OG0000439	sp|Q9QXY6|EHD3_MOUSE	tr|A0A452F1T8|A0A452F1T8_CAPHI
OG0000439	sp|Q9WVK4|EHD1_MOUSE	tr|A0A452FFI1|A0A452FFI1_CAPHI
OG0000440	sp|Q8VD65|PI3R4_MOUSE	tr|A0A452G5E1|A0A452G5E1_CAPHI, tr|A0A452F8W8|A0A452F8W8_CAPHI, tr|A0A452F674|A0A452F674_CAPHI, tr|A0A452DLG0|A0A452DLG0_CAPHI, tr|A0A452ECH2|A0A452ECH2_CAPHI
OG0000441	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A452F900|A0A452F900_CAPHI
OG0000441	sp|P54763|EPHB2_MOUSE	tr|A0A452FQ96|A0A452FQ96_CAPHI
OG0000441	sp|P54754|EPHB3_MOUSE	tr|A0A452DRK7|A0A452DRK7_CAPHI
OG0000442	tr|Q920Z2|Q920Z2_MOUSE	tr|A0A452EC29|A0A452EC29_CAPHI
OG0000442	tr|Q9EP55|Q9EP55_MOUSE	tr|A0A452E035|A0A452E035_CAPHI, tr|A0A452E9V0|A0A452E9V0_CAPHI, tr|A0A452E4X7|A0A452E4X7_CAPHI
OG0000443	sp|Q9R0Q6|ARC1A_MOUSE	tr|A0A452E0Z0|A0A452E0Z0_CAPHI, tr|A0A452EKB4|A0A452EKB4_CAPHI, tr|A0A452FMB0|A0A452FMB0_CAPHI, tr|A0A452ETD2|A0A452ETD2_CAPHI, tr|A0A452EHP3|A0A452EHP3_CAPHI
OG0000444	sp|Q9CXV3|CRGF_MOUSE, sp|Q03740|CRGE_MOUSE, sp|P04342|CRGD_MOUSE	tr|A0A452ESX4|A0A452ESX4_CAPHI, tr|A0A452ECD8|A0A452ECD8_CAPHI, tr|A0A452DL87|A0A452DL87_CAPHI
OG0000445	sp|Q62440|TLE1_MOUSE	tr|A0A452F7I5|A0A452F7I5_CAPHI
OG0000445	sp|Q62441|TLE4_MOUSE	tr|A0A452FAS4|A0A452FAS4_CAPHI
OG0000445	sp|Q08122|TLE3_MOUSE	tr|A0A452F477|A0A452F477_CAPHI
OG0000446	tr|B1AR51|B1AR51_MOUSE	tr|A0A452FJJ1|A0A452FJJ1_CAPHI
OG0000446	tr|E9Q7N9|E9Q7N9_MOUSE	tr|A0A452E7V9|A0A452E7V9_CAPHI
OG0000446	sp|Q69Z23|DYH17_MOUSE	tr|A0A452G671|A0A452G671_CAPHI
OG0000447	sp|Q62095|DDX3Y_MOUSE	tr|A0A452E4N1|A0A452E4N1_CAPHI
OG0000447	sp|Q62167|DDX3X_MOUSE	tr|A0A452G0P2|A0A452G0P2_CAPHI
OG0000447	sp|P16381|DDX3L_MOUSE	tr|A0A452DJP3|A0A452DJP3_CAPHI
OG0000448	sp|Q61070|EI24_MOUSE	tr|A0A452F3U1|A0A452F3U1_CAPHI, tr|A0A452FE21|A0A452FE21_CAPHI, tr|A0A452DUZ8|A0A452DUZ8_CAPHI, tr|A0A452G2U6|A0A452G2U6_CAPHI, tr|A0A452ED45|A0A452ED45_CAPHI
OG0000449	sp|Q99MJ9|DDX50_MOUSE	tr|A0A452DKN8|A0A452DKN8_CAPHI
OG0000449	sp|Q9JIK5|DDX21_MOUSE	tr|A0A452DS92|A0A452DS92_CAPHI, tr|A0A452EK33|A0A452EK33_CAPHI, tr|A0A452DKJ9|A0A452DKJ9_CAPHI
OG0000451	sp|Q3V0K9|PLSI_MOUSE	tr|A0A452DUM2|A0A452DUM2_CAPHI
OG0000451	sp|Q61233|PLSL_MOUSE	tr|A0A452DVP7|A0A452DVP7_CAPHI
OG0000451	sp|Q99K51|PLST_MOUSE	tr|A0A452F6N4|A0A452F6N4_CAPHI
OG0000452	sp|Q9Z329|ITPR2_MOUSE	tr|A0A452EWP8|A0A452EWP8_CAPHI
OG0000452	sp|P11881|ITPR1_MOUSE	tr|A0A452F520|A0A452F520_CAPHI
OG0000452	sp|P70227|ITPR3_MOUSE	tr|A0A452DXH8|A0A452DXH8_CAPHI
OG0000453	tr|Q8VGB1|Q8VGB1_MOUSE	tr|A0A452FSY3|A0A452FSY3_CAPHI
OG0000453	tr|L7MU75|L7MU75_MOUSE	tr|A0A452DXT4|A0A452DXT4_CAPHI
OG0000453	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A452F3K3|A0A452F3K3_CAPHI
OG0000454	sp|Q9WV02|RBMX_MOUSE	tr|A0A452EHT0|A0A452EHT0_CAPHI
OG0000454	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE	tr|A0A452ECZ4|A0A452ECZ4_CAPHI, tr|A0A452DKG8|A0A452DKG8_CAPHI
OG0000455	sp|P63328|PP2BA_MOUSE	tr|A0A452G868|A0A452G868_CAPHI
OG0000455	sp|P48453|PP2BB_MOUSE	tr|A0A452DKY0|A0A452DKY0_CAPHI
OG0000455	sp|P48455|PP2BC_MOUSE	tr|A0A452END9|A0A452END9_CAPHI
OG0000456	sp|Q923L3|CSMD1_MOUSE	tr|A0A452F8C5|A0A452F8C5_CAPHI
OG0000456	tr|V9GX34|V9GX34_MOUSE	tr|A0A452F288|A0A452F288_CAPHI
OG0000456	sp|Q80T79|CSMD3_MOUSE	tr|A0A452ED40|A0A452ED40_CAPHI
OG0000457	sp|Q8BFS9|ASND1_MOUSE	tr|A0A452G6K7|A0A452G6K7_CAPHI, tr|A0A452EVA7|A0A452EVA7_CAPHI, tr|A0A452E0X3|A0A452E0X3_CAPHI, tr|A0A452G9V1|A0A452G9V1_CAPHI, tr|A0A452FS88|A0A452FS88_CAPHI
OG0000458	sp|Q61142|SPIN1_MOUSE	tr|A0A452DUR4|A0A452DUR4_CAPHI, tr|A0A452FQE4|A0A452FQE4_CAPHI, tr|A0A452DND4|A0A452DND4_CAPHI, tr|A0A452DP79|A0A452DP79_CAPHI, tr|A0A452FZJ7|A0A452FZJ7_CAPHI
OG0000459	tr|L7N455|L7N455_MOUSE	tr|A0A452DQQ2|A0A452DQQ2_CAPHI, tr|A0A452E0M0|A0A452E0M0_CAPHI, tr|A0A452EF77|A0A452EF77_CAPHI, tr|A0A452DUR8|A0A452DUR8_CAPHI, tr|A0A452DUD5|A0A452DUD5_CAPHI
OG0000460	sp|Q9QXH4|ITAX_MOUSE	tr|A0A452DS40|A0A452DS40_CAPHI
OG0000460	sp|Q3V0T4|ITAD_MOUSE	tr|A0A452FIN7|A0A452FIN7_CAPHI
OG0000460	sp|P05555|ITAM_MOUSE	tr|A0A452EK18|A0A452EK18_CAPHI
OG0000461	sp|F8VQ03|ADAM3_MOUSE	tr|A0A452FKR7|A0A452FKR7_CAPHI, tr|A0A452F2B0|A0A452F2B0_CAPHI
OG0000461	sp|Q3TTE0|ADAM5_MOUSE, sp|Q9R157|ADA18_MOUSE	tr|A0A452ENF6|A0A452ENF6_CAPHI
OG0000462	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A452DZA4|A0A452DZA4_CAPHI, tr|A0A452G701|A0A452G701_CAPHI, tr|A0A452EM55|A0A452EM55_CAPHI, tr|A0A452F9X1|A0A452F9X1_CAPHI, tr|A0A452DSL3|A0A452DSL3_CAPHI
OG0000463	sp|Q91WQ5|TAF5L_MOUSE	tr|A0A452FIH5|A0A452FIH5_CAPHI, tr|A0A452DSB9|A0A452DSB9_CAPHI, tr|A0A452FHW6|A0A452FHW6_CAPHI, tr|A0A452E2U1|A0A452E2U1_CAPHI, tr|A0A452GB45|A0A452GB45_CAPHI
OG0000464	sp|Q7M757|BRC3L_MOUSE, sp|P46737|BRCC3_MOUSE	tr|A0A452E9J0|A0A452E9J0_CAPHI, tr|A0A452F497|A0A452F497_CAPHI, tr|A0A452DUJ0|A0A452DUJ0_CAPHI, tr|A0A452F7E1|A0A452F7E1_CAPHI
OG0000465	sp|Q5DTT4|RTL5_MOUSE, tr|Q9D6I0|Q9D6I0_MOUSE, sp|Q3URY0|RTL4_MOUSE, sp|Q6P1Y1|RTL3_MOUSE, sp|Q7TN75|PEG10_MOUSE	tr|A0A452DZT2|A0A452DZT2_CAPHI
OG0000467	sp|Q64373|B2CL1_MOUSE	tr|A0A452FWV3|A0A452FWV3_CAPHI, tr|A0A452E1B1|A0A452E1B1_CAPHI, tr|A0A452FLQ5|A0A452FLQ5_CAPHI, tr|A0A452EQJ0|A0A452EQJ0_CAPHI, tr|A0A452FHY1|A0A452FHY1_CAPHI
OG0000468	tr|Q8BS54|Q8BS54_MOUSE	tr|A0A452GAD5|A0A452GAD5_CAPHI
OG0000468	tr|B2RPU8|B2RPU8_MOUSE	tr|A0A452EJZ0|A0A452EJZ0_CAPHI, tr|A0A452ENK9|A0A452ENK9_CAPHI, tr|A0A452EA47|A0A452EA47_CAPHI
OG0000469	sp|Q9DCR4|EID1_MOUSE	tr|A0A452FKX2|A0A452FKX2_CAPHI, tr|A0A452F6Y9|A0A452F6Y9_CAPHI, tr|A0A452E9L4|A0A452E9L4_CAPHI, tr|A0A452DLR0|A0A452DLR0_CAPHI, tr|A0A452DV84|A0A452DV84_CAPHI
OG0000470	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A452G6Z5|A0A452G6Z5_CAPHI
OG0000470	sp|Q80TR4|SLIT1_MOUSE	tr|A0A452E6V5|A0A452E6V5_CAPHI
OG0000470	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A452DUQ6|A0A452DUQ6_CAPHI
OG0000471	sp|Q62261|SPTB2_MOUSE	tr|A0A452END7|A0A452END7_CAPHI
OG0000471	sp|P15508|SPTB1_MOUSE	tr|A0A452E729|A0A452E729_CAPHI
OG0000471	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A452G4F7|A0A452G4F7_CAPHI
OG0000473	sp|Q60931|VDAC3_MOUSE	tr|A0A452DLN2|A0A452DLN2_CAPHI, tr|A0A452FFW1|A0A452FFW1_CAPHI, tr|A0A452ED91|A0A452ED91_CAPHI, tr|A0A452F9B2|A0A452F9B2_CAPHI, tr|A0A452F4E7|A0A452F4E7_CAPHI
OG0000474	sp|Q812A2|SRGP3_MOUSE	tr|A0A452F8N7|A0A452F8N7_CAPHI
OG0000474	sp|Q91Z67|SRGP2_MOUSE	tr|A0A452FN34|A0A452FN34_CAPHI
OG0000474	sp|Q91Z69|SRGP1_MOUSE	tr|A0A452EF26|A0A452EF26_CAPHI
OG0000475	sp|P35487|ODPAT_MOUSE	tr|A0A452DWD8|A0A452DWD8_CAPHI
OG0000475	sp|P35486|ODPA_MOUSE	tr|A0A452DK67|A0A452DK67_CAPHI, tr|A0A452FVK4|A0A452FVK4_CAPHI, tr|A0A452G7J8|A0A452G7J8_CAPHI
OG0000476	sp|Q8VD98|KLRBF_MOUSE, sp|Q0ZUP1|KLRB1_MOUSE, sp|P27811|KLRBA_MOUSE, sp|P27814|KLRBC_MOUSE, sp|P27812|KRBBA_MOUSE	tr|A0A452E1Q0|A0A452E1Q0_CAPHI
OG0000477	sp|O70251|EF1B_MOUSE	tr|A0A452FLL6|A0A452FLL6_CAPHI, tr|A0A452G9H1|A0A452G9H1_CAPHI, tr|A0A452EEY2|A0A452EEY2_CAPHI, tr|A0A452EPS9|A0A452EPS9_CAPHI, tr|A0A452EM09|A0A452EM09_CAPHI
OG0000478	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A452FM12|A0A452FM12_CAPHI, tr|A0A452E0M2|A0A452E0M2_CAPHI, tr|A0A452FMF4|A0A452FMF4_CAPHI, tr|A0A452E0V7|A0A452E0V7_CAPHI, tr|A0A452FZP7|A0A452FZP7_CAPHI
OG0000479	sp|Q922R5|P4R3B_MOUSE	tr|A0A452E2N7|A0A452E2N7_CAPHI
OG0000479	tr|A2ADI4|A2ADI4_MOUSE, sp|Q3V0Y1|P4R3C_MOUSE, sp|Q6P2K6|P4R3A_MOUSE	tr|A0A452E340|A0A452E340_CAPHI
OG0000481	sp|Q8BW94|DYH3_MOUSE	tr|A0A452F9W5|A0A452F9W5_CAPHI
OG0000481	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|A0A452E426|A0A452E426_CAPHI
OG0000482	tr|Q8VGZ2|Q8VGZ2_MOUSE, tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE	tr|A0A452FBB2|A0A452FBB2_CAPHI, tr|A0A452FFM6|A0A452FFM6_CAPHI, tr|A0A452FK57|A0A452FK57_CAPHI
OG0000483	sp|Q9DC51|GNAI3_MOUSE	tr|A0A452FYL8|A0A452FYL8_CAPHI
OG0000483	sp|B2RSH2|GNAI1_MOUSE	tr|A0A452FTE9|A0A452FTE9_CAPHI
OG0000483	sp|P08752|GNAI2_MOUSE	tr|A0A452E1P4|A0A452E1P4_CAPHI
OG0000485	sp|Q61851|FGFR3_MOUSE	tr|A0A452DTV7|A0A452DTV7_CAPHI
OG0000485	sp|P21803|FGFR2_MOUSE	tr|A0A452F370|A0A452F370_CAPHI
OG0000485	sp|P16092|FGFR1_MOUSE	tr|A0A452E6I8|A0A452E6I8_CAPHI
OG0000486	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A452DWQ9|A0A452DWQ9_CAPHI, tr|A0A452FZT7|A0A452FZT7_CAPHI, tr|A0A452EHM2|A0A452EHM2_CAPHI
OG0000486	sp|Q60764|MKRN3_MOUSE	tr|A0A452FG63|A0A452FG63_CAPHI
OG0000487	sp|P17742|PPIA_MOUSE	tr|A0A452FNS1|A0A452FNS1_CAPHI, tr|A0A452FM97|A0A452FM97_CAPHI, tr|A0A452G1Z4|A0A452G1Z4_CAPHI, tr|A0A452FEC8|A0A452FEC8_CAPHI, tr|A0A452DWP7|A0A452DWP7_CAPHI
OG0000488	sp|Q8K0T7|UN13C_MOUSE	tr|A0A452EFN6|A0A452EFN6_CAPHI
OG0000488	sp|Q4KUS2|UN13A_MOUSE	tr|A0A452E5I8|A0A452E5I8_CAPHI
OG0000488	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A452EDM0|A0A452EDM0_CAPHI
OG0000489	sp|P62827|RAN_MOUSE	tr|A0A452DM31|A0A452DM31_CAPHI, tr|A0A452G3N8|A0A452G3N8_CAPHI, tr|A0A452FWR0|A0A452FWR0_CAPHI, tr|A0A452DMK1|A0A452DMK1_CAPHI, tr|A0A452DT65|A0A452DT65_CAPHI
