Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0001359	sp|O09106|HDAC1_MOUSE	tr|A0A3Q0D557|A0A3Q0D557_MESAU
OG0001359	sp|P70288|HDAC2_MOUSE	tr|A0A1U7QRS2|A0A1U7QRS2_MESAU
OG0001360	sp|Q7TMB8|CYFP1_MOUSE	tr|A0A3Q0DB47|A0A3Q0DB47_MESAU
OG0001360	sp|Q5SQX6|CYFP2_MOUSE	tr|A0A1U7QPM2|A0A1U7QPM2_MESAU
OG0001361	sp|Q8BSU7|MOB3A_MOUSE	tr|A0A1U7R8I8|A0A1U7R8I8_MESAU
OG0001361	sp|Q8VE04|MOB3B_MOUSE	tr|A0A1U8CAS6|A0A1U8CAS6_MESAU
OG0001362	sp|Q61147|CERU_MOUSE	tr|A0A1U8CVM4|A0A1U8CVM4_MESAU, tr|A0A1U8CT26|A0A1U8CT26_MESAU, tr|A0A1U7R5I7|A0A1U7R5I7_MESAU
OG0001363	sp|Q8K337|I5P2_MOUSE	tr|A0A3Q0DEE9|A0A3Q0DEE9_MESAU
OG0001363	sp|Q6NVF0|OCRL_MOUSE	tr|A0A3Q0D1G3|A0A3Q0D1G3_MESAU
OG0001364	sp|P34986|OLF6_MOUSE	tr|A0A1U8C0H4|A0A1U8C0H4_MESAU
OG0001364	tr|Q9EPG2|Q9EPG2_MOUSE	tr|A0A1U7QNA8|A0A1U7QNA8_MESAU
OG0001365	sp|Q64338|PDE1C_MOUSE	tr|A0A3Q0CH72|A0A3Q0CH72_MESAU
OG0001365	sp|Q61481|PDE1A_MOUSE	tr|A0A1U8CLM6|A0A1U8CLM6_MESAU
OG0001366	sp|P59823|IRPL1_MOUSE	tr|A0A3Q0D7B9|A0A3Q0D7B9_MESAU
OG0001366	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A1U8C2C4|A0A1U8C2C4_MESAU
OG0001367	tr|Q7TRZ9|Q7TRZ9_MOUSE, tr|Q5NC59|Q5NC59_MOUSE, tr|Q5NC55|Q5NC55_MOUSE	tr|A0A1U7QK66|A0A1U7QK66_MESAU
OG0001368	sp|Q8BSZ2|AP3S2_MOUSE	tr|A0A1U7QRR8|A0A1U7QRR8_MESAU
OG0001368	sp|Q9DCR2|AP3S1_MOUSE	tr|A0A1U7QME2|A0A1U7QME2_MESAU
OG0001369	tr|Q8C6B0|Q8C6B0_MOUSE, tr|G3X9G9|G3X9G9_MOUSE, tr|Q5I0W6|Q5I0W6_MOUSE	tr|A0A1U8BH80|A0A1U8BH80_MESAU
OG0001370	sp|Q922B1|MACD1_MOUSE	tr|A0A1U8BYT9|A0A1U8BYT9_MESAU
OG0001370	sp|Q3UYG8|MACD2_MOUSE	tr|A0A3Q0CHL8|A0A3Q0CHL8_MESAU
OG0001371	sp|P23298|KPCL_MOUSE	tr|A0A3Q0CPG8|A0A3Q0CPG8_MESAU
OG0001371	sp|P16054|KPCE_MOUSE	tr|A0A1U7QN21|A0A1U7QN21_MESAU
OG0001372	sp|Q6P1I6|PSD2_MOUSE	tr|A0A3Q0CZQ1|A0A3Q0CZQ1_MESAU, tr|A0A1U7RGY4|A0A1U7RGY4_MESAU, tr|A0A3Q0DAX4|A0A3Q0DAX4_MESAU
OG0001373	sp|Q61327|SC6A3_MOUSE	tr|A0A3Q0DAV1|A0A3Q0DAV1_MESAU
OG0001373	sp|O55192|SC6A2_MOUSE	tr|A0A1U7QHQ7|A0A1U7QHQ7_MESAU
OG0001374	sp|Q8CGV2|TPH2_MOUSE	tr|A0A1U7QXX8|A0A1U7QXX8_MESAU
OG0001374	sp|P17532|TPH1_MOUSE	tr|Q8K3R1|Q8K3R1_MESAU
OG0001375	sp|Q8CCK0|H2AW_MOUSE	tr|A0A1U7QC96|A0A1U7QC96_MESAU
OG0001375	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A1U7R0D6|A0A1U7R0D6_MESAU
OG0001376	sp|Q0VE82|CPNE7_MOUSE	tr|A0A1U8BUT0|A0A1U8BUT0_MESAU
OG0001376	sp|Q8BLR2|CPNE4_MOUSE	tr|A0A3Q0CY98|A0A3Q0CY98_MESAU
OG0001377	sp|P58545|BTBD3_MOUSE	tr|A0A1U7QJ96|A0A1U7QJ96_MESAU
OG0001377	sp|Q8K2J9|BTBD6_MOUSE	tr|A0A1U7QAW9|A0A1U7QAW9_MESAU
OG0001378	sp|Q8R317|UBQL1_MOUSE	tr|A0A1U7QGF6|A0A1U7QGF6_MESAU
OG0001378	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A1U7REE3|A0A1U7REE3_MESAU
OG0001379	sp|Q64446|ATP7B_MOUSE	tr|A0A1U8CQX9|A0A1U8CQX9_MESAU
OG0001379	sp|Q64430|ATP7A_MOUSE	tr|A0A1U7R4X5|A0A1U7R4X5_MESAU
OG0001380	sp|Q91V57|CHIN_MOUSE	tr|A0A1U7R0B5|A0A1U7R0B5_MESAU
OG0001380	sp|Q80XD1|CHIO_MOUSE	tr|A0A1U8CPN8|A0A1U8CPN8_MESAU
OG0001381	tr|Q810N3|Q810N3_MOUSE, sp|Q9JMI7|TX101_MOUSE, tr|Q8CFJ5|Q8CFJ5_MOUSE	tr|A0A3Q0CF46|A0A3Q0CF46_MESAU
OG0001382	sp|Q9WUD8|FAIM1_MOUSE	tr|A0A3Q0CTG4|A0A3Q0CTG4_MESAU
OG0001382	tr|J3QPY3|J3QPY3_MOUSE	tr|A0A1U7QE90|A0A1U7QE90_MESAU
OG0001383	sp|Q9ES70|NEK6_MOUSE	tr|A0A1U8CDL3|A0A1U8CDL3_MESAU
OG0001383	sp|Q9ES74|NEK7_MOUSE	tr|A0A1U7QS17|A0A1U7QS17_MESAU
OG0001384	sp|Q9CZU6|CISY_MOUSE, tr|Q80X68|Q80X68_MOUSE	sp|Q0QEL7|CISY_MESAU, tr|A0A3Q0D5P7|A0A3Q0D5P7_MESAU
OG0001385	tr|Q8BY68|Q8BY68_MOUSE	tr|A0A1U8CYZ5|A0A1U8CYZ5_MESAU
OG0001385	sp|Q8BFU7|P2Y10_MOUSE	tr|A0A3Q0CDB0|A0A3Q0CDB0_MESAU
OG0001386	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A1U7QGB6|A0A1U7QGB6_MESAU
OG0001386	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A1U7QIS3|A0A1U7QIS3_MESAU
OG0001387	tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q91VC3|IF4A3_MOUSE	tr|A0A1U8BR82|A0A1U8BR82_MESAU
OG0001388	tr|Q8CDE8|Q8CDE8_MOUSE, sp|Q5IBH6|SPE4A_MOUSE, tr|I6XKQ3|I6XKQ3_MOUSE	tr|A0A3Q0D7L7|A0A3Q0D7L7_MESAU
OG0001389	sp|Q8BXK8|AGAP1_MOUSE	tr|A0A1U8CQ86|A0A1U8CQ86_MESAU
OG0001389	sp|Q8VHH5|AGAP3_MOUSE	tr|A0A1U7RH93|A0A1U7RH93_MESAU
OG0001390	sp|Q61656|DDX5_MOUSE	tr|A0A1U8BRT1|A0A1U8BRT1_MESAU
OG0001390	sp|Q501J6|DDX17_MOUSE	tr|A0A3Q0CK34|A0A3Q0CK34_MESAU
OG0001391	sp|Q8C5N3|CWC22_MOUSE, tr|A2AK42|A2AK42_MOUSE, tr|A2AK44|A2AK44_MOUSE	tr|A0A3Q0D602|A0A3Q0D602_MESAU
OG0001392	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A3Q0D7E0|A0A3Q0D7E0_MESAU
OG0001392	sp|Q3U2P1|SC24A_MOUSE	tr|A0A3Q0CT27|A0A3Q0CT27_MESAU
OG0001393	sp|Q3UNW5|TF2L1_MOUSE	tr|A0A3Q0CQB4|A0A3Q0CQB4_MESAU
OG0001393	sp|Q9ERA0|TFCP2_MOUSE	tr|A0A1U8BTF7|A0A1U8BTF7_MESAU
OG0001394	sp|Q8R574|KPRB_MOUSE	tr|A0A1U7Q470|A0A1U7Q470_MESAU
OG0001394	sp|Q9D0M1|KPRA_MOUSE	tr|A0A1U7QDA1|A0A1U7QDA1_MESAU
OG0001395	sp|Q61391|NEP_MOUSE	tr|A0A1U8CFS9|A0A1U8CFS9_MESAU
OG0001395	sp|Q9JLI3|MMEL1_MOUSE	tr|A0A1U7QUA5|A0A1U7QUA5_MESAU
OG0001396	sp|E9QAF0|SPT31_MOUSE	tr|A0A1U7R0H0|A0A1U7R0H0_MESAU
OG0001396	tr|J3QMS2|J3QMS2_MOUSE	tr|A0A3Q0CBB4|A0A3Q0CBB4_MESAU
OG0001397	sp|Q7TT50|MRCKB_MOUSE	tr|A0A3Q0CMM0|A0A3Q0CMM0_MESAU
OG0001397	sp|Q3UU96|MRCKA_MOUSE	tr|A0A1U8C886|A0A1U8C886_MESAU
OG0001398	sp|Q9Z2D1|MTMR2_MOUSE	tr|A0A1U7QYI5|A0A1U7QYI5_MESAU
OG0001398	sp|Q9Z2C4|MTMR1_MOUSE	tr|A0A3Q0CF75|A0A3Q0CF75_MESAU
OG0001399	sp|Q8K2C8|GPAT4_MOUSE	tr|A0A1U7Q7C5|A0A1U7Q7C5_MESAU
OG0001399	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A1U7QCZ6|A0A1U7QCZ6_MESAU
OG0001400	sp|Q64291|K1C12_MOUSE	tr|A0A1U7QZ05|A0A1U7QZ05_MESAU
OG0001400	sp|A1L317|K1C24_MOUSE	tr|A0A1U7QNR1|A0A1U7QNR1_MESAU
OG0001401	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A1U8BPS4|A0A1U8BPS4_MESAU
OG0001401	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A1U7R9K9|A0A1U7R9K9_MESAU
OG0001402	sp|A7XV14|SKI11_MOUSE, sp|A7TZG1|SKI10_MOUSE, sp|A7TZG3|SKIT9_MOUSE	tr|A0A1U7QSS3|A0A1U7QSS3_MESAU
OG0001403	sp|Q9WUB6|CLCKB_MOUSE	tr|A0A1U7QL17|A0A1U7QL17_MESAU
OG0001403	sp|Q9WUB7|CLCKA_MOUSE	tr|A0A1U7QXF5|A0A1U7QXF5_MESAU
OG0001404	sp|P10126|EF1A1_MOUSE	tr|A0A1U7Q9F2|A0A1U7Q9F2_MESAU
OG0001404	sp|P62631|EF1A2_MOUSE	tr|A0A1U8C8L7|A0A1U8C8L7_MESAU
OG0001405	sp|Q7TNP2|2AAB_MOUSE	tr|A0A1U8BLV7|A0A1U8BLV7_MESAU
OG0001405	sp|Q76MZ3|2AAA_MOUSE	tr|A0A1U7R3I2|A0A1U7R3I2_MESAU
OG0001406	tr|Q9D5W6|Q9D5W6_MOUSE, sp|Q8C0X7|SO6C1_MOUSE	tr|A0A1U7QEE0|A0A1U7QEE0_MESAU, tr|A0A1U7QMY0|A0A1U7QMY0_MESAU
OG0001407	sp|P86793|CC21C_MOUSE, sp|P84444|CC21A_MOUSE, sp|P86792|CC21B_MOUSE	tr|A0A1U7QTL3|A0A1U7QTL3_MESAU
OG0001408	sp|Q8VI51|SORC3_MOUSE	tr|A0A1U7QCS5|A0A1U7QCS5_MESAU
OG0001408	sp|Q9JLC4|SORC1_MOUSE	tr|A0A1U7Q5R1|A0A1U7Q5R1_MESAU
OG0001409	sp|Q9QXS1|PLEC_MOUSE	tr|A0A3Q0C976|A0A3Q0C976_MESAU
OG0001409	sp|Q8R0W0|EPIPL_MOUSE	tr|A0A3Q0C984|A0A3Q0C984_MESAU
OG0001410	tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A1U7QAD1|A0A1U7QAD1_MESAU
OG0001410	sp|A1L314|MPEG1_MOUSE	tr|A0A1U7QB38|A0A1U7QB38_MESAU
OG0001411	sp|Q8R5M0|GIPC3_MOUSE	tr|A0A1U8CG02|A0A1U8CG02_MESAU
OG0001411	sp|Q9Z0G0|GIPC1_MOUSE	tr|A0A1U7RFG3|A0A1U7RFG3_MESAU
OG0001412	tr|Q8VF73|Q8VF73_MOUSE, tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF74|Q8VF74_MOUSE	tr|A0A1U7QFR0|A0A1U7QFR0_MESAU
OG0001413	sp|Q5SWP3|NACAD_MOUSE	tr|A0A1U8CP51|A0A1U8CP51_MESAU
OG0001413	sp|P70670|NACAM_MOUSE	tr|A0A1U8CBH0|A0A1U8CBH0_MESAU
OG0001414	sp|P56564|EAA1_MOUSE	tr|A0A1U7QZP9|A0A1U7QZP9_MESAU
OG0001414	sp|O35544|EAA4_MOUSE	tr|A0A1U7QPN0|A0A1U7QPN0_MESAU
OG0001415	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A3Q0CSC5|A0A3Q0CSC5_MESAU
OG0001415	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A1U7QB29|A0A1U7QB29_MESAU
OG0001416	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A1U8CD84|A0A1U8CD84_MESAU
OG0001416	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A1U7R8V1|A0A1U7R8V1_MESAU
OG0001417	sp|Q6PAJ1|BCR_MOUSE	tr|A0A1U7QC63|A0A1U7QC63_MESAU
OG0001417	sp|Q5SSL4|ABR_MOUSE	tr|A0A1U8BUF3|A0A1U8BUF3_MESAU
OG0001418	sp|O70138|MMP8_MOUSE, sp|Q9EPL6|MMP1B_MOUSE, sp|Q9EPL5|MMP1A_MOUSE	tr|A0A1U8C6F8|A0A1U8C6F8_MESAU
OG0001419	sp|Q60967|PAPS1_MOUSE	tr|A0A1U8CHW9|A0A1U8CHW9_MESAU
OG0001419	sp|O88428|PAPS2_MOUSE	tr|A0A3Q0CE95|A0A3Q0CE95_MESAU
OG0001420	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A1U7Q7R0|A0A1U7Q7R0_MESAU
OG0001420	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A3Q0DBI5|A0A3Q0DBI5_MESAU
OG0001421	sp|Q8BWW9|PKN2_MOUSE	tr|A0A3Q0D9Y8|A0A3Q0D9Y8_MESAU
OG0001421	sp|P70268|PKN1_MOUSE	tr|A0A1U7R7F5|A0A1U7R7F5_MESAU
OG0001422	sp|Q60714|S27A1_MOUSE	tr|A0A1U7R553|A0A1U7R553_MESAU
OG0001422	sp|Q91VE0|S27A4_MOUSE	tr|A0A1U7QT69|A0A1U7QT69_MESAU
OG0001423	sp|Q9Z0H4|CELF2_MOUSE	tr|A0A3Q0D9K1|A0A3Q0D9K1_MESAU
OG0001423	sp|P28659|CELF1_MOUSE	tr|A0A1U8CM38|A0A1U8CM38_MESAU
OG0001424	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A1U8BU71|A0A1U8BU71_MESAU
OG0001424	sp|O88746|TOM1_MOUSE	tr|A0A3Q0CYM4|A0A3Q0CYM4_MESAU
OG0001425	sp|Q8C050|KS6A5_MOUSE	tr|A0A1U7QL93|A0A1U7QL93_MESAU
OG0001425	sp|Q9Z2B9|KS6A4_MOUSE	tr|A0A1U7QBA2|A0A1U7QBA2_MESAU
OG0001426	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A3Q0CXQ9|A0A3Q0CXQ9_MESAU
OG0001426	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A3Q0CRA4|A0A3Q0CRA4_MESAU
OG0001427	sp|P55292|DSC2_MOUSE	tr|A0A1U8CM96|A0A1U8CM96_MESAU
OG0001427	sp|P55850|DSC3_MOUSE	tr|A0A3Q0DFV8|A0A3Q0DFV8_MESAU
OG0001428	sp|Q8R3L8|CDK8_MOUSE	tr|A0A1U8CBX7|A0A1U8CBX7_MESAU
OG0001428	sp|Q8BWD8|CDK19_MOUSE	tr|A0A1U7QRR7|A0A1U7QRR7_MESAU
OG0001429	tr|K7N727|K7N727_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE	tr|A0A1U7QUZ8|A0A1U7QUZ8_MESAU
OG0001430	sp|O70228|ATP9A_MOUSE	tr|A0A3Q0CYR2|A0A3Q0CYR2_MESAU
OG0001430	sp|P98195|ATP9B_MOUSE	tr|A0A3Q0D9B5|A0A3Q0D9B5_MESAU
OG0001431	sp|Q8BGE7|TRIM6_MOUSE, sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|A0A3Q0CAS5|A0A3Q0CAS5_MESAU
OG0001432	sp|Q7TSF0|DSG1C_MOUSE, sp|Q7TSF1|DSG1B_MOUSE, sp|Q61495|DSG1A_MOUSE	tr|A0A3Q0DCL0|A0A3Q0DCL0_MESAU
OG0001433	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A1U7QBH7|A0A1U7QBH7_MESAU
OG0001433	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A3Q0CWV2|A0A3Q0CWV2_MESAU
OG0001434	sp|P27659|RL3_MOUSE	tr|A0A1U8BTJ2|A0A1U8BTJ2_MESAU
OG0001434	tr|E9PWZ3|E9PWZ3_MOUSE	tr|A0A3Q0D9I1|A0A3Q0D9I1_MESAU
OG0001435	sp|Q99NE5|RIMS1_MOUSE	tr|A0A3Q0CTU5|A0A3Q0CTU5_MESAU
OG0001435	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A3Q0CUS9|A0A3Q0CUS9_MESAU
OG0001436	sp|Q6ZWQ7|SPCS3_MOUSE, sp|C0HK79|ARXS1_MOUSE, sp|C0HK80|ARXS2_MOUSE	tr|A0A1U7QIE4|A0A1U7QIE4_MESAU
OG0001437	tr|Q7TS53|Q7TS53_MOUSE, tr|Q8VGL6|Q8VGL6_MOUSE, tr|G5E8J1|G5E8J1_MOUSE	tr|A0A1U7QNJ9|A0A1U7QNJ9_MESAU
OG0001438	tr|A2BHP7|A2BHP7_MOUSE, tr|A2AVT0|A2AVT0_MOUSE, tr|L7MU57|L7MU57_MOUSE	tr|A0A1U7QFJ8|A0A1U7QFJ8_MESAU
OG0001439	sp|Q80SW1|SAHH2_MOUSE	tr|A0A1U7QDA2|A0A1U7QDA2_MESAU
OG0001439	sp|Q68FL4|SAHH3_MOUSE	tr|A0A3Q0D3N9|A0A3Q0D3N9_MESAU
OG0001440	sp|P49300|CLC10_MOUSE, tr|A9XX86|A9XX86_MOUSE	tr|A0A1U8BI77|A0A1U8BI77_MESAU, tr|A0A3Q0CKY4|A0A3Q0CKY4_MESAU
OG0001441	sp|P97351|RS3A_MOUSE	tr|A0A3Q0D7U6|A0A3Q0D7U6_MESAU, tr|A0A3Q0C8R6|A0A3Q0C8R6_MESAU, tr|A0A3Q0D2U7|A0A3Q0D2U7_MESAU
OG0001442	sp|P36898|BMR1B_MOUSE	tr|A0A1U8CD62|A0A1U8CD62_MESAU
OG0001442	sp|P36895|BMR1A_MOUSE	tr|A0A1U7R1Q1|A0A1U7R1Q1_MESAU
OG0001443	tr|Q8VH20|Q8VH20_MOUSE, tr|K7N6B1|K7N6B1_MOUSE, tr|Q9EPN9|Q9EPN9_MOUSE	tr|A0A1U7R4F6|A0A1U7R4F6_MESAU
OG0001444	sp|P22892|AP1G1_MOUSE	tr|A0A1U7QFW9|A0A1U7QFW9_MESAU
OG0001444	sp|O88512|AP1G2_MOUSE	tr|A0A1U7REN1|A0A1U7REN1_MESAU
OG0001445	tr|Q7TR47|Q7TR47_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR43|Q7TR43_MOUSE	tr|A0A1U7Q7F3|A0A1U7Q7F3_MESAU
OG0001446	sp|Q8BPW0|IQCJ_MOUSE, sp|A0A088MLT8|IQIP1_MOUSE, sp|P0DPB4|SCHI1_MOUSE	tr|A0A1U7R1W1|A0A1U7R1W1_MESAU
OG0001447	tr|E9Q861|E9Q861_MOUSE	tr|A0A1U7QMW3|A0A1U7QMW3_MESAU
OG0001447	tr|Q80XU5|Q80XU5_MOUSE	tr|A0A1U7QBK8|A0A1U7QBK8_MESAU
OG0001448	tr|A0A494B9T5|A0A494B9T5_MOUSE, tr|Q05A06|Q05A06_MOUSE, tr|Q8R294|Q8R294_MOUSE	tr|A0A1U8CZ73|A0A1U8CZ73_MESAU
OG0001449	tr|B1AXN3|B1AXN3_MOUSE, tr|Q8BVT7|Q8BVT7_MOUSE, sp|Q8VDJ3|VIGLN_MOUSE	tr|A0A1U7R0Z5|A0A1U7R0Z5_MESAU
OG0001450	sp|Q3UV55|NR1D1_MOUSE	tr|A0A1U8C0X5|A0A1U8C0X5_MESAU
OG0001450	sp|Q60674|NR1D2_MOUSE	tr|A0A3Q0D8S1|A0A3Q0D8S1_MESAU
OG0001451	tr|A5H0M4|A5H0M4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|Q05AC5|Q05AC5_MOUSE	tr|A0A1U7QI20|A0A1U7QI20_MESAU
OG0001452	tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE, tr|Q8VGZ2|Q8VGZ2_MOUSE	tr|A0A1U7QKG2|A0A1U7QKG2_MESAU
OG0001471	sp|Q8CC35|SYNPO_MOUSE	tr|A0A1U7QLJ7|A0A1U7QLJ7_MESAU, tr|A0A3Q0CHV1|A0A3Q0CHV1_MESAU
OG0001472	sp|P59266|FITM2_MOUSE, sp|Q91V79|FITM1_MOUSE	tr|A0A1U7QTF6|A0A1U7QTF6_MESAU
OG0001473	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A1U7R8Y9|A0A1U7R8Y9_MESAU, tr|A0A1U8C768|A0A1U8C768_MESAU
OG0001474	sp|Q922R8|PDIA6_MOUSE	tr|A0A1U7RB20|A0A1U7RB20_MESAU, sp|P38660|PDIA6_MESAU
OG0001475	sp|P55258|RAB8A_MOUSE, sp|P61028|RAB8B_MOUSE	tr|A0A1U7REJ8|A0A1U7REJ8_MESAU
OG0001476	sp|Q8BTU7|RCCD1_MOUSE	tr|A0A1U7RG98|A0A1U7RG98_MESAU, tr|A0A1U7RAK8|A0A1U7RAK8_MESAU
OG0001477	sp|D3Z2R5|SELN_MOUSE	tr|A0A3Q0D5A9|A0A3Q0D5A9_MESAU, tr|A0A1U8CSC4|A0A1U8CSC4_MESAU
OG0001478	sp|Q61286|HTF4_MOUSE	sp|Q60420|HTF4_MESAU, tr|A0A3Q0CYW4|A0A3Q0CYW4_MESAU
OG0001479	sp|Q8R3P6|INT14_MOUSE	tr|A0A1U7QBP7|A0A1U7QBP7_MESAU, tr|A0A3Q0CZQ0|A0A3Q0CZQ0_MESAU
OG0001480	sp|Q8CFC2|MYT1_MOUSE	tr|A0A3Q0DAR6|A0A3Q0DAR6_MESAU, tr|A0A1U7QTY3|A0A1U7QTY3_MESAU
OG0001481	sp|Q3ULM0|CC106_MOUSE	tr|A0A3Q0DDZ5|A0A3Q0DDZ5_MESAU, tr|A0A3Q0CHB7|A0A3Q0CHB7_MESAU
OG0001482	sp|P28229|CXG1_MOUSE	tr|A0A1U7Q267|A0A1U7Q267_MESAU, sp|Q6PYT3|CXG1_MESAU
OG0001483	sp|P01580|IFNG_MOUSE	tr|A0A1U7Q296|A0A1U7Q296_MESAU, sp|O35497|IFNG_MESAU
OG0001484	sp|P33174|KIF4_MOUSE	tr|A0A1U7Q4E3|A0A1U7Q4E3_MESAU, tr|A0A3Q0D4N6|A0A3Q0D4N6_MESAU
OG0001485	sp|B2RWW0|TAGAP_MOUSE, sp|P0CAX8|TGAP1_MOUSE	tr|A0A1U7QEL1|A0A1U7QEL1_MESAU
OG0001486	sp|Q80W94|MOGT2_MOUSE	tr|A0A1U8CKK2|A0A1U8CKK2_MESAU, tr|A0A1U7QHF0|A0A1U7QHF0_MESAU
OG0001487	sp|Q6IFX3|K1C40_MOUSE	tr|A0A1U7QWA3|A0A1U7QWA3_MESAU, tr|A0A1U7R4L5|A0A1U7R4L5_MESAU
OG0001488	sp|Q7TPH6|MYCB2_MOUSE	tr|A0A3Q0CJY0|A0A3Q0CJY0_MESAU, tr|A0A1U7QXJ7|A0A1U7QXJ7_MESAU
OG0001490	tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE	tr|A0A1U8CF85|A0A1U8CF85_MESAU, tr|A0A3Q0D321|A0A3Q0D321_MESAU
OG0001491	tr|Q8C5X1|Q8C5X1_MOUSE	tr|A0A3Q0D5M7|A0A3Q0D5M7_MESAU, tr|A0A1U8CSN5|A0A1U8CSN5_MESAU
OG0001492	tr|Q8CB76|Q8CB76_MOUSE	tr|A0A1U7RIV6|A0A1U7RIV6_MESAU, tr|A0A1U8CV69|A0A1U8CV69_MESAU
OG0001493	sp|Q32MW3|ACO10_MOUSE, sp|Q9R0X4|ACOT9_MOUSE	tr|A0A3Q0D2B1|A0A3Q0D2B1_MESAU
OG0001494	sp|Q07231|ZSC21_MOUSE	tr|A0A3Q0D7R0|A0A3Q0D7R0_MESAU, tr|A0A1U7RGH8|A0A1U7RGH8_MESAU
OG0001495	sp|P47757|CAPZB_MOUSE	sp|P86209|CAPZB_MESAU, tr|A0A3Q0D8C1|A0A3Q0D8C1_MESAU
OG0001496	sp|Q9R0U0|SRS10_MOUSE	tr|A0A1U7QS18|A0A1U7QS18_MESAU, tr|A0A3Q0D937|A0A3Q0D937_MESAU
OG0001498	tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE	tr|A0A1U7RHQ7|A0A1U7RHQ7_MESAU
OG0001499	sp|Q3UHQ6|DOP2_MOUSE	tr|A0A1U7RHC1|A0A1U7RHC1_MESAU, tr|A0A1U8C7A7|A0A1U8C7A7_MESAU
OG0001500	sp|P00493|HPRT_MOUSE	tr|A0A1U8CEW4|A0A1U8CEW4_MESAU, tr|A0A1U7QTB7|A0A1U7QTB7_MESAU
OG0001501	sp|Q9R0P4|SMAP_MOUSE	tr|A0A3Q0CHU9|A0A3Q0CHU9_MESAU, tr|A0A1U8C0M6|A0A1U8C0M6_MESAU
OG0001502	sp|Q8CF89|TAB1_MOUSE	tr|A0A3Q0CIC2|A0A3Q0CIC2_MESAU, tr|A0A3Q0CJY6|A0A3Q0CJY6_MESAU
OG0001503	sp|Q9CXW4|RL11_MOUSE	tr|A0A1U7RA48|A0A1U7RA48_MESAU, tr|A0A3Q0D7X2|A0A3Q0D7X2_MESAU
OG0001504	sp|Q8BWY3|ERF1_MOUSE	tr|A0A1U7Q700|A0A1U7Q700_MESAU, sp|P62496|ERF1_MESAU
OG0001505	sp|Q9JKU8|LMX1A_MOUSE	sp|Q04650|LMX1A_MESAU, tr|A0A1U7Q2H5|A0A1U7Q2H5_MESAU
OG0001506	tr|Q9D4D2|Q9D4D2_MOUSE	tr|A0A1U7RDL1|A0A1U7RDL1_MESAU, tr|A0A1U7QUX3|A0A1U7QUX3_MESAU
OG0001507	sp|P97452|BOP1_MOUSE	tr|A0A3Q0C994|A0A3Q0C994_MESAU, tr|A0A1U8CW86|A0A1U8CW86_MESAU
OG0001508	sp|Q62059|CSPG2_MOUSE	tr|A0A3Q0CHS7|A0A3Q0CHS7_MESAU, tr|A0A3Q0CG12|A0A3Q0CG12_MESAU
OG0001509	sp|Q9CR98|F136A_MOUSE	tr|A0A1U7QCS2|A0A1U7QCS2_MESAU, tr|A0A3Q0CHE4|A0A3Q0CHE4_MESAU
OG0001510	sp|Q8VCX5|MICU1_MOUSE	tr|A0A1U8D352|A0A1U8D352_MESAU, tr|A0A3Q0CKL0|A0A3Q0CKL0_MESAU
OG0001511	sp|Q03402|CRIS3_MOUSE, sp|Q03401|CRIS1_MOUSE	tr|A0A3Q0CU59|A0A3Q0CU59_MESAU
OG0001512	sp|Q8BG51|MIRO1_MOUSE	tr|A0A3Q0CCQ2|A0A3Q0CCQ2_MESAU, tr|A0A3Q0D1Q5|A0A3Q0D1Q5_MESAU
