Orthogroup	Mus_musculus	Eschrichtius_robustus
OG0000596	sp|Q8C863|ITCH_MOUSE, sp|Q8BZZ3|WWP1_MOUSE, sp|Q9DBH0|WWP2_MOUSE	tr|A0A2F0B1K4|A0A2F0B1K4_ESCRO, tr|A0A2F0AVG0|A0A2F0AVG0_ESCRO
OG0000597	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A2F0B426|A0A2F0B426_ESCRO
OG0000597	sp|P70169|DOC2B_MOUSE, sp|Q9ESN1|DOC2G_MOUSE	tr|A0A2F0AWN1|A0A2F0AWN1_ESCRO
OG0000598	sp|Q64467|G3PT_MOUSE	tr|A0A2F0B8M0|A0A2F0B8M0_ESCRO, tr|A0A2F0BK75|A0A2F0BK75_ESCRO, tr|A0A2F0B4N7|A0A2F0B4N7_ESCRO, tr|A0A2F0BQ08|A0A2F0BQ08_ESCRO
OG0000599	sp|P33173|KIF1A_MOUSE, sp|Q60575|KIF1B_MOUSE, sp|L0N7N1|KIF14_MOUSE, sp|Q80TF6|STAR9_MOUSE	tr|A0A2F0BEE0|A0A2F0BEE0_ESCRO
OG0000600	sp|Q64707|U2AFL_MOUSE, sp|Q62377|U2AFM_MOUSE, sp|Q9D883|U2AF1_MOUSE, sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A2F0AWV2|A0A2F0AWV2_ESCRO
OG0000601	sp|Q9QXA6|BAT1_MOUSE, tr|Q50E62|Q50E62_MOUSE, tr|Q8VIE6|Q8VIE6_MOUSE, sp|Q91WN3|S7A13_MOUSE	tr|A0A2F0B3Q8|A0A2F0B3Q8_ESCRO
OG0000602	tr|E9PXM2|E9PXM2_MOUSE, sp|Q6IFT4|RHG20_MOUSE, tr|Q3V0P3|Q3V0P3_MOUSE, tr|B9EHI3|B9EHI3_MOUSE	tr|A0A2F0BEC7|A0A2F0BEC7_ESCRO
OG0000603	tr|B9EKK6|B9EKK6_MOUSE, tr|E0CX47|E0CX47_MOUSE, sp|Q52KP5|NXPE4_MOUSE, sp|Q3U095|NXPE2_MOUSE	tr|A0A2F0BH45|A0A2F0BH45_ESCRO
OG0000604	sp|Q3V1F8|EPHX3_MOUSE, sp|Q6IE26|EPHX4_MOUSE, sp|P34914|HYES_MOUSE, sp|Q8R0P8|ABHD8_MOUSE	tr|A0A2F0AV03|A0A2F0AV03_ESCRO
OG0000605	sp|Q9WVJ9|FBLN4_MOUSE	tr|A0A2F0AXG1|A0A2F0AXG1_ESCRO
OG0000605	sp|Q9WVH9|FBLN5_MOUSE	tr|A0A2F0BDU0|A0A2F0BDU0_ESCRO, tr|A0A2F0AYH3|A0A2F0AYH3_ESCRO
OG0000606	sp|P62827|RAN_MOUSE, sp|Q61820|RANT_MOUSE, tr|Q14AA6|Q14AA6_MOUSE	tr|A0A2F0BDK6|A0A2F0BDK6_ESCRO, tr|A0A2F0BN21|A0A2F0BN21_ESCRO
OG0000607	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A2F0AZ37|A0A2F0AZ37_ESCRO
OG0000607	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A2F0BNY7|A0A2F0BNY7_ESCRO, tr|A0A2F0BIY6|A0A2F0BIY6_ESCRO
OG0000608	tr|Q9Z0I7|Q9Z0I7_MOUSE, tr|A0A1L1STQ7|A0A1L1STQ7_MOUSE, tr|Q3UV66|Q3UV66_MOUSE, tr|Q9Z0I6|Q9Z0I6_MOUSE	tr|A0A2F0B176|A0A2F0B176_ESCRO
OG0000609	sp|Q8BGK6|YLAT2_MOUSE, sp|Q9WTR6|XCT_MOUSE, sp|Q9Z127|LAT1_MOUSE, sp|Q9Z1K8|YLAT1_MOUSE	tr|A0A2F0B7G1|A0A2F0B7G1_ESCRO
OG0000610	sp|Q80U72|SCRIB_MOUSE, sp|Q80VQ1|LRRC1_MOUSE, sp|Q80TH2|ERBIN_MOUSE, sp|Q80TE7|LRRC7_MOUSE	tr|A0A2F0B9M3|A0A2F0B9M3_ESCRO
OG0000611	sp|P18760|COF1_MOUSE	tr|A0A2F0BAE6|A0A2F0BAE6_ESCRO, tr|A0A2F0BMX6|A0A2F0BMX6_ESCRO
OG0000611	sp|Q9R0P5|DEST_MOUSE	tr|A0A2F0BF97|A0A2F0BF97_ESCRO
OG0000612	sp|Q61285|ABCD2_MOUSE, sp|P55096|ABCD3_MOUSE, sp|P48410|ABCD1_MOUSE	tr|A0A2F0BPJ5|A0A2F0BPJ5_ESCRO, tr|A0A2F0AUC1|A0A2F0AUC1_ESCRO
OG0000613	sp|P70406|UCP2_MOUSE	tr|A0A2F0BGT5|A0A2F0BGT5_ESCRO
OG0000613	sp|P56501|UCP3_MOUSE	tr|A0A2F0BBP7|A0A2F0BBP7_ESCRO, tr|A0A2F0B6D5|A0A2F0B6D5_ESCRO
OG0000614	sp|Q99J87|DHX58_MOUSE, sp|Q8R5F7|IFIH1_MOUSE, sp|Q6Q899|DDX58_MOUSE, sp|Q8BGE5|FANCM_MOUSE	tr|A0A2F0BJT6|A0A2F0BJT6_ESCRO
OG0000615	sp|Q80TA1|EPT1_MOUSE	tr|A0A2F0BLV3|A0A2F0BLV3_ESCRO
OG0000615	sp|Q8BGS7|CEPT1_MOUSE, sp|Q8C025|CHPT1_MOUSE	tr|A0A2F0BEB3|A0A2F0BEB3_ESCRO
OG0000616	sp|Q9R0I7|YLPM1_MOUSE, tr|F8VQG7|F8VQG7_MOUSE, sp|Q3V2Q8|N42L1_MOUSE, sp|Q8JZS6|N42L2_MOUSE	tr|A0A2F0BFT5|A0A2F0BFT5_ESCRO
OG0000617	sp|Q8BHD8|PCMD2_MOUSE	tr|A0A2F0BFW6|A0A2F0BFW6_ESCRO
OG0000617	sp|P59913|PCMD1_MOUSE, sp|P23506|PIMT_MOUSE	tr|A0A2F0B604|A0A2F0B604_ESCRO
OG0000618	sp|P15532|NDKA_MOUSE	tr|A0A2F0B5C6|A0A2F0B5C6_ESCRO
OG0000618	sp|Q9WV84|NDKM_MOUSE	tr|A0A2F0B596|A0A2F0B596_ESCRO, tr|A0A2F0B572|A0A2F0B572_ESCRO
OG0000619	sp|Q61142|SPIN1_MOUSE	tr|A0A2F0BED2|A0A2F0BED2_ESCRO
OG0000619	sp|Q8K1L2|SPIN4_MOUSE	tr|A0A2F0BL04|A0A2F0BL04_ESCRO, tr|A0A2F0BPM8|A0A2F0BPM8_ESCRO
OG0000620	tr|E0CYQ0|E0CYQ0_MOUSE	tr|A0A2F0B681|A0A2F0B681_ESCRO
OG0000620	sp|Q8VC57|KCTD5_MOUSE, sp|Q8CEZ0|KCTD2_MOUSE	tr|A0A2F0B484|A0A2F0B484_ESCRO
OG0000621	sp|P63042|STMN4_MOUSE	tr|A0A2F0B5A1|A0A2F0B5A1_ESCRO
OG0000621	sp|O70166|STMN3_MOUSE, sp|P55821|STMN2_MOUSE	tr|A0A2F0BDC8|A0A2F0BDC8_ESCRO
OG0000622	sp|P18293|ANPRA_MOUSE	tr|A0A2F0B2X6|A0A2F0B2X6_ESCRO
OG0000622	sp|Q3UWA6|GUC2C_MOUSE, sp|Q6VVW5|ANPRB_MOUSE	tr|A0A2F0BET4|A0A2F0BET4_ESCRO
OG0000623	sp|Q9CS42|PRPS2_MOUSE, tr|Q8C5R8|Q8C5R8_MOUSE, sp|Q9D7G0|PRPS1_MOUSE, tr|G3UXL2|G3UXL2_MOUSE	tr|A0A2F0BHF2|A0A2F0BHF2_ESCRO
OG0000624	sp|A2RSQ1|GLBL3_MOUSE	tr|A0A2F0B2M4|A0A2F0B2M4_ESCRO
OG0000624	tr|F6Y113|F6Y113_MOUSE, sp|Q3UPY5|GLBL2_MOUSE	tr|A0A2F0BLU2|A0A2F0BLU2_ESCRO
OG0000625	sp|Q07802|COE1_MOUSE, sp|O08791|COE3_MOUSE, sp|Q8K4J2|COE4_MOUSE, sp|O08792|COE2_MOUSE	tr|A0A2F0BFH1|A0A2F0BFH1_ESCRO
OG0000626	sp|Q9ERU3|ZNF22_MOUSE	tr|A0A2F0B924|A0A2F0B924_ESCRO, tr|A0A2F0B258|A0A2F0B258_ESCRO, tr|A0A2F0BHQ2|A0A2F0BHQ2_ESCRO, tr|A0A2F0BMK3|A0A2F0BMK3_ESCRO
OG0000627	sp|Q01514|GBP1_MOUSE, sp|Q9Z0E6|GBP2_MOUSE	tr|A0A2F0B1G3|A0A2F0B1G3_ESCRO, tr|A0A2F0AYH0|A0A2F0AYH0_ESCRO, tr|A0A2F0BNN7|A0A2F0BNN7_ESCRO
OG0000628	sp|Q9JIQ8|TMPS2_MOUSE, sp|Q9ER04|TMPS5_MOUSE, sp|P97435|ENTK_MOUSE, sp|Q8K1T0|TMPS3_MOUSE	tr|A0A2F0BAC0|A0A2F0BAC0_ESCRO
OG0000629	sp|O70468|MYPC3_MOUSE, sp|Q5XKE0|MYPC2_MOUSE, sp|Q3KNY0|IGFN1_MOUSE, tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|A0A2F0BGS4|A0A2F0BGS4_ESCRO
OG0000630	tr|Q8BV16|Q8BV16_MOUSE	tr|A0A2F0B8F9|A0A2F0B8F9_ESCRO
OG0000630	tr|Q3UZY6|Q3UZY6_MOUSE, tr|E9PVC2|E9PVC2_MOUSE	tr|A0A2F0B5B0|A0A2F0B5B0_ESCRO
OG0000631	sp|O09130|NF2IP_MOUSE, sp|P63166|SUMO1_MOUSE, sp|P61957|SUMO2_MOUSE, sp|Q9Z172|SUMO3_MOUSE	tr|A0A2F0BML0|A0A2F0BML0_ESCRO
OG0000632	sp|P29758|OAT_MOUSE, sp|Q8BWU8|AT2L1_MOUSE, sp|Q8R1K4|AT2L2_MOUSE	tr|A0A2F0BNU5|A0A2F0BNU5_ESCRO, tr|A0A2F0BB83|A0A2F0BB83_ESCRO
OG0000633	sp|G3X9K3|BIG1_MOUSE, sp|A2A5R2|BIG2_MOUSE, sp|Q3UGY8|BIG3_MOUSE, sp|Q80TL7|MON2_MOUSE	tr|A0A2F0B1I6|A0A2F0B1I6_ESCRO
OG0000634	sp|Q62159|RHOC_MOUSE	tr|A0A2F0BGW0|A0A2F0BGW0_ESCRO
OG0000634	sp|P62746|RHOB_MOUSE	tr|A0A2F0B4F2|A0A2F0B4F2_ESCRO, tr|A0A2F0BPV3|A0A2F0BPV3_ESCRO
OG0000635	sp|P56383|AT5G2_MOUSE	tr|A0A2F0B4R4|A0A2F0B4R4_ESCRO
OG0000635	sp|Q9CR84|AT5G1_MOUSE	tr|A0A2F0BJA4|A0A2F0BJA4_ESCRO, tr|A0A2F0B8C6|A0A2F0B8C6_ESCRO
OG0000636	sp|P35569|IRS1_MOUSE, sp|Q9Z0Y7|IRS4_MOUSE, tr|Q4QQK2|Q4QQK2_MOUSE, sp|P81122|IRS2_MOUSE	tr|A0A2F0B583|A0A2F0B583_ESCRO
OG0000637	sp|Q63844|MK03_MOUSE	tr|A0A2F0AWT8|A0A2F0AWT8_ESCRO
OG0000637	sp|Q80Y86|MK15_MOUSE, sp|P63085|MK01_MOUSE	tr|A0A2F0B717|A0A2F0B717_ESCRO
OG0000638	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE, sp|Q6PB97|FXL19_MOUSE, sp|P59997|KDM2A_MOUSE, sp|Q6P1G2|KDM2B_MOUSE	tr|A0A2F0BB20|A0A2F0BB20_ESCRO
OG0000639	tr|A0A1B0GR31|A0A1B0GR31_MOUSE, tr|D3Z1Y0|D3Z1Y0_MOUSE, sp|Q8BL00|CDHR3_MOUSE, tr|H3BJZ2|H3BJZ2_MOUSE	tr|A0A2F0BC67|A0A2F0BC67_ESCRO
OG0000640	sp|Q566J8|COQ8B_MOUSE	tr|A0A2F0BD99|A0A2F0BD99_ESCRO
OG0000640	sp|Q60936|COQ8A_MOUSE	tr|A0A2F0BN02|A0A2F0BN02_ESCRO, tr|A0A2F0BJP8|A0A2F0BJP8_ESCRO
OG0000641	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A2F0B007|A0A2F0B007_ESCRO
OG0000641	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A2F0BF37|A0A2F0BF37_ESCRO, tr|A0A2F0B186|A0A2F0B186_ESCRO
OG0000642	sp|A6X942|SH24B_MOUSE, sp|Q9D7V1|SH24A_MOUSE, sp|Q9QXK9|SH22A_MOUSE, sp|Q6VYH9|HSH2D_MOUSE	tr|A0A2F0B9E4|A0A2F0B9E4_ESCRO
OG0000643	sp|Q8BGM5|BEST2_MOUSE	tr|A0A2F0AZ16|A0A2F0AZ16_ESCRO
OG0000643	sp|O88870|BEST1_MOUSE	tr|A0A2F0BF84|A0A2F0BF84_ESCRO, tr|A0A2F0AZG2|A0A2F0AZG2_ESCRO
OG0000644	sp|P84075|HPCA_MOUSE, sp|Q91X97|NCALD_MOUSE	tr|A0A2F0BQ31|A0A2F0BQ31_ESCRO, tr|A0A2F0B3V7|A0A2F0B3V7_ESCRO, tr|A0A2F0BDM9|A0A2F0BDM9_ESCRO
OG0000645	sp|Q8R0K2|TRI31_MOUSE	tr|A0A2F0BGW4|A0A2F0BGW4_ESCRO
OG0000645	sp|Q99PN3|TRI26_MOUSE	tr|A0A2F0B416|A0A2F0B416_ESCRO, tr|A0A2F0B3U8|A0A2F0B3U8_ESCRO
OG0000646	sp|Q01341|ADCY6_MOUSE, sp|P97490|ADCY8_MOUSE, sp|O88444|ADCY1_MOUSE, sp|P84309|ADCY5_MOUSE	tr|A0A2F0BD26|A0A2F0BD26_ESCRO
OG0000647	sp|P63011|RAB3A_MOUSE	tr|A0A2F0AV11|A0A2F0AV11_ESCRO, tr|A0A2F0B8H4|A0A2F0B8H4_ESCRO, tr|A0A2F0BI32|A0A2F0BI32_ESCRO, tr|A0A2F0BIH9|A0A2F0BIH9_ESCRO
OG0000648	sp|Q61062|DVL3_MOUSE	tr|A0A2F0AWN5|A0A2F0AWN5_ESCRO
OG0000648	sp|P51141|DVL1_MOUSE, sp|Q60838|DVL2_MOUSE	tr|A0A2F0B6D3|A0A2F0B6D3_ESCRO
OG0000649	sp|Q05BC3|EMAL1_MOUSE	tr|A0A2F0BCM4|A0A2F0BCM4_ESCRO
OG0000649	sp|Q3UMY5|EMAL4_MOUSE, sp|Q7TNG5|EMAL2_MOUSE	tr|A0A2F0B0W9|A0A2F0B0W9_ESCRO
OG0000650	sp|Q62101|KPCD1_MOUSE	tr|A0A2F0B8P3|A0A2F0B8P3_ESCRO
OG0000650	sp|Q8K1Y2|KPCD3_MOUSE, sp|Q8BZ03|KPCD2_MOUSE	tr|A0A2F0AWH6|A0A2F0AWH6_ESCRO
OG0000651	sp|Q80WT0|JPH4_MOUSE, sp|Q9ET78|JPH2_MOUSE, sp|Q9ET80|JPH1_MOUSE, sp|Q9ET77|JPH3_MOUSE	tr|A0A2F0BBL4|A0A2F0BBL4_ESCRO
OG0000652	sp|O35904|PK3CD_MOUSE, sp|Q8BTI9|PK3CB_MOUSE, sp|Q6PF93|PK3C3_MOUSE, sp|P42337|PK3CA_MOUSE	tr|A0A2F0AXC3|A0A2F0AXC3_ESCRO
OG0000653	sp|P30548|NK1R_MOUSE	tr|A0A2F0AWA2|A0A2F0AWA2_ESCRO
OG0000653	sp|P47937|NK3R_MOUSE, sp|P30549|NK2R_MOUSE	tr|A0A2F0B537|A0A2F0B537_ESCRO
OG0000654	sp|P11609|CD1D1_MOUSE, sp|P11610|CD1D2_MOUSE	tr|A0A2F0B5U7|A0A2F0B5U7_ESCRO, tr|A0A2F0BKM7|A0A2F0BKM7_ESCRO, tr|A0A2F0AVS0|A0A2F0AVS0_ESCRO
OG0000655	sp|P52785|GUC2E_MOUSE, sp|Q6TL19|GUC2G_MOUSE, sp|A0A0U1RPR8|GUC2D_MOUSE, sp|Q5SDA5|GUC2F_MOUSE	tr|A0A2F0AYH8|A0A2F0AYH8_ESCRO
OG0000656	sp|Q9D700|DUS26_MOUSE	tr|A0A2F0BJP1|A0A2F0BJP1_ESCRO
OG0000656	sp|Q9QYJ7|DS13B_MOUSE	tr|A0A2F0BME4|A0A2F0BME4_ESCRO, tr|A0A2F0B0B0|A0A2F0B0B0_ESCRO
OG0000657	sp|Q9CQJ1|HIG2A_MOUSE, sp|Q99JY6|HIG1B_MOUSE, sp|Q9JLR9|HIG1A_MOUSE, sp|Q76I25|HIG1C_MOUSE	tr|A0A2F0BBX7|A0A2F0BBX7_ESCRO
OG0000658	sp|Q9QYS1|WNT16_MOUSE	tr|A0A2F0BEV7|A0A2F0BEV7_ESCRO
OG0000658	sp|P28047|WNT7B_MOUSE, sp|P24383|WNT7A_MOUSE	tr|A0A2F0BK77|A0A2F0BK77_ESCRO
OG0000659	sp|Q8BGS1|E41L5_MOUSE, sp|Q9JMC8|E41LB_MOUSE, sp|P52963|E41LA_MOUSE, sp|Q6P5H6|FRMD5_MOUSE	tr|A0A2F0BIT5|A0A2F0BIT5_ESCRO
OG0000660	sp|Q7TN88|PK1L2_MOUSE	tr|A0A2F0AV88|A0A2F0AV88_ESCRO
OG0000660	sp|Q2EG98|PK1L3_MOUSE, sp|Q9Z0T6|PKDRE_MOUSE	tr|A0A2F0BLZ4|A0A2F0BLZ4_ESCRO
OG0000661	sp|Q9JJ00|PLS1_MOUSE, sp|Q9DCW2|PLS2_MOUSE	tr|A0A2F0BKK6|A0A2F0BKK6_ESCRO
OG0000661	sp|P58196|PLS4_MOUSE	tr|A0A2F0B2E7|A0A2F0B2E7_ESCRO
OG0000662	tr|F6YVP7|F6YVP7_MOUSE, tr|A0A1Y7VKY1|A0A1Y7VKY1_MOUSE, sp|P62270|RS18_MOUSE	tr|A0A2F0AW76|A0A2F0AW76_ESCRO, tr|A0A2F0B8C1|A0A2F0B8C1_ESCRO
OG0000663	sp|Q9QYC1|PCX1_MOUSE, sp|Q5DU28|PCX2_MOUSE, sp|Q8VI59|PCX3_MOUSE, sp|Q3UVY5|PCX4_MOUSE	tr|A0A2F0AXA5|A0A2F0AXA5_ESCRO
OG0000664	sp|P07724|ALBU_MOUSE, tr|F8VQ07|F8VQ07_MOUSE, sp|O89020|AFAM_MOUSE, sp|P02772|FETA_MOUSE	tr|A0A2F0B5P2|A0A2F0B5P2_ESCRO
OG0000665	sp|Q9EQR3|KCNN1_MOUSE	tr|A0A2F0AXB6|A0A2F0AXB6_ESCRO
OG0000665	sp|P58390|KCNN2_MOUSE, sp|P58391|KCNN3_MOUSE	tr|A0A2F0B950|A0A2F0B950_ESCRO
OG0000666	sp|Q6PHZ2|KCC2D_MOUSE, sp|P11798|KCC2A_MOUSE, sp|P28652|KCC2B_MOUSE, sp|Q923T9|KCC2G_MOUSE	tr|A0A2F0BLB7|A0A2F0BLB7_ESCRO
OG0000667	sp|Q99MH5|NDK5_MOUSE, sp|Q9D2H2|KAD7_MOUSE, sp|Q99LT0|DPY30_MOUSE, sp|Q9QXL8|NDK7_MOUSE	tr|A0A2F0AV38|A0A2F0AV38_ESCRO
OG0000668	tr|Q0P538|Q0P538_MOUSE, sp|Q07440|B2LA1_MOUSE, tr|O55179|O55179_MOUSE, tr|Q497M6|Q497M6_MOUSE	tr|A0A2F0BBY6|A0A2F0BBY6_ESCRO
OG0000669	sp|P06803|PIM1_MOUSE, sp|Q62070|PIM2_MOUSE, sp|P58750|PIM3_MOUSE	tr|A0A2F0BPG0|A0A2F0BPG0_ESCRO, tr|A0A2F0BPA1|A0A2F0BPA1_ESCRO
OG0000670	sp|Q921Y0|MOB1A_MOUSE, sp|Q8BPB0|MOB1B_MOUSE, sp|Q8VI63|MOB2_MOUSE	tr|A0A2F0BNX1|A0A2F0BNX1_ESCRO, tr|A0A2F0B504|A0A2F0B504_ESCRO
OG0000671	tr|E9PYY6|E9PYY6_MOUSE, sp|Q8VCV9|MF4B1_MOUSE, tr|J3QNS5|J3QNS5_MOUSE, sp|Q6PDC8|MFD4A_MOUSE	tr|A0A2F0B6W7|A0A2F0B6W7_ESCRO
OG0000672	sp|Q9CQW9|IFM3_MOUSE, sp|Q99J93|IFM2_MOUSE, sp|Q9D103|IFM1_MOUSE, tr|G3X9Z2|G3X9Z2_MOUSE	tr|A0A2F0BP82|A0A2F0BP82_ESCRO
OG0000673	sp|Q5GH67|XKR4_MOUSE	tr|A0A2F0AZ93|A0A2F0AZ93_ESCRO
OG0000673	sp|Q5GH64|XKR7_MOUSE, sp|E9Q6C8|XKR6_MOUSE	tr|A0A2F0BEE7|A0A2F0BEE7_ESCRO
OG0000674	sp|Q6Q477|AT2B4_MOUSE, sp|G5E829|AT2B1_MOUSE, sp|Q9R0K7|AT2B2_MOUSE, tr|Q0VF55|Q0VF55_MOUSE	tr|A0A2F0AW51|A0A2F0AW51_ESCRO
OG0000675	sp|Q9JJ57|KCIP1_MOUSE, sp|Q6PHZ8|KCIP4_MOUSE, sp|Q9QXT8|CSEN_MOUSE	tr|A0A2F0BEZ2|A0A2F0BEZ2_ESCRO, tr|A0A2F0BEW3|A0A2F0BEW3_ESCRO
OG0000676	sp|Q9JM52|MINK1_MOUSE, sp|P83510|TNIK_MOUSE, sp|Q9R0G8|NRK_MOUSE, sp|P97820|M4K4_MOUSE	tr|A0A2F0BH10|A0A2F0BH10_ESCRO
OG0000677	tr|Q9ERL0|Q9ERL0_MOUSE, sp|A2AM29|AF9_MOUSE, sp|Q3TUF7|YETS2_MOUSE, sp|Q9CR11|YETS4_MOUSE	tr|A0A2F0BM05|A0A2F0BM05_ESCRO
OG0000678	tr|E9Q8Q6|E9Q8Q6_MOUSE, sp|Q9JIF9|MYOTI_MOUSE, sp|Q9ET54|PALLD_MOUSE, sp|Q5DTJ9|MYPN_MOUSE	tr|A0A2F0B7H3|A0A2F0B7H3_ESCRO
OG0000679	sp|Q9R0H5|K2C71_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE	tr|A0A2F0BAG0|A0A2F0BAG0_ESCRO
OG0000680	sp|Q9JHI8|NOX4_MOUSE, sp|Q61093|CY24B_MOUSE, sp|Q8CIZ9|NOX1_MOUSE, sp|Q672J9|NOX3_MOUSE	tr|A0A2F0BIS8|A0A2F0BIS8_ESCRO
OG0000681	sp|Q9ESZ8|GTF2I_MOUSE, sp|Q9JI57|GT2D1_MOUSE, sp|Q8VEH5|EPMIP_MOUSE, sp|Q99NI3|GT2D2_MOUSE	tr|A0A2F0AZM3|A0A2F0AZM3_ESCRO
OG0000682	sp|Q8CFC2|MYT1_MOUSE	tr|A0A2F0B1E2|A0A2F0B1E2_ESCRO
OG0000682	sp|P97500|MYT1L_MOUSE, sp|Q80TY4|ST18_MOUSE	tr|A0A2F0B5L2|A0A2F0B5L2_ESCRO
OG0000683	sp|Q62401|CCL12_MOUSE	tr|A0A2F0B7U5|A0A2F0B7U5_ESCRO
OG0000683	sp|P48298|CCL11_MOUSE	tr|A0A2F0BKG8|A0A2F0BKG8_ESCRO, tr|A0A2F0BNB6|A0A2F0BNB6_ESCRO
OG0000684	sp|O88495|MTR1L_MOUSE	tr|A0A2F0BH73|A0A2F0BH73_ESCRO
OG0000684	sp|Q61184|MTR1A_MOUSE, sp|Q8CIQ6|MTR1B_MOUSE	tr|A0A2F0AZ71|A0A2F0AZ71_ESCRO
OG0000685	tr|B1AR17|B1AR17_MOUSE	tr|A0A2F0B1G8|A0A2F0B1G8_ESCRO
OG0000685	sp|A2A8L1|CHD5_MOUSE, sp|Q6PDQ2|CHD4_MOUSE	tr|A0A2F0B0G2|A0A2F0B0G2_ESCRO
OG0000686	sp|A2A259|PK2L1_MOUSE, sp|Q9JLG4|PK2L2_MOUSE, sp|Q8R526|PK1L1_MOUSE, sp|O35245|PKD2_MOUSE	tr|A0A2F0BCP0|A0A2F0BCP0_ESCRO
OG0000687	sp|Q8CIR4|TRPM6_MOUSE, sp|Q923J1|TRPM7_MOUSE, sp|Q2TV84|TRPM1_MOUSE, tr|J9S314|J9S314_MOUSE	tr|A0A2F0B5G1|A0A2F0B5G1_ESCRO
OG0000688	sp|P98064|MASP1_MOUSE, sp|Q8CG16|C1RA_MOUSE, sp|Q3UZ09|C1RL_MOUSE, sp|Q8CFG9|C1RB_MOUSE	tr|A0A2F0BKT9|A0A2F0BKT9_ESCRO
OG0000689	sp|P70313|NOS3_MOUSE	tr|A0A2F0B4V9|A0A2F0B4V9_ESCRO
OG0000689	sp|Q9Z0J4|NOS1_MOUSE, sp|P29477|NOS2_MOUSE	tr|A0A2F0B0L2|A0A2F0B0L2_ESCRO
OG0000690	sp|P70424|ERBB2_MOUSE	tr|A0A2F0B269|A0A2F0B269_ESCRO
OG0000690	sp|Q61527|ERBB4_MOUSE, sp|Q01279|EGFR_MOUSE	tr|A0A2F0B5W3|A0A2F0B5W3_ESCRO
OG0000691	sp|P82347|SGCD_MOUSE	tr|A0A2F0BDS1|A0A2F0BDS1_ESCRO
OG0000691	sp|Q8BX51|SGCZ_MOUSE, sp|P82348|SGCG_MOUSE	tr|A0A2F0AZP6|A0A2F0AZP6_ESCRO
OG0000692	sp|Q5SWU9|ACACA_MOUSE, sp|E9Q4Z2|ACACB_MOUSE, sp|Q99MR8|MCCA_MOUSE, sp|Q91ZA3|PCCA_MOUSE	tr|A0A2F0B668|A0A2F0B668_ESCRO
OG0000693	sp|Q08297|RAD51_MOUSE, sp|Q61880|DMC1_MOUSE, sp|Q924H5|RA51C_MOUSE, sp|O35719|RA51B_MOUSE	tr|A0A2F0B7X5|A0A2F0B7X5_ESCRO
OG0000694	sp|O88895|HDAC3_MOUSE	tr|A0A2F0BG68|A0A2F0BG68_ESCRO
OG0000694	sp|P70288|HDAC2_MOUSE, sp|O09106|HDAC1_MOUSE	tr|A0A2F0B8G3|A0A2F0B8G3_ESCRO
OG0000695	sp|Q640M6|GDPD5_MOUSE	tr|A0A2F0BCV4|A0A2F0BCV4_ESCRO
OG0000695	sp|Q3TT99|GDPD4_MOUSE, sp|Q9ESM6|GDPD2_MOUSE	tr|A0A2F0BMN8|A0A2F0BMN8_ESCRO
OG0000696	sp|P97377|CDK2_MOUSE	tr|A0A2F0AZ52|A0A2F0AZ52_ESCRO
OG0000696	sp|P11440|CDK1_MOUSE, sp|Q80YP0|CDK3_MOUSE	tr|A0A2F0AW73|A0A2F0AW73_ESCRO
OG0000697	sp|Q99NB1|ACS2L_MOUSE	tr|A0A2F0AZW3|A0A2F0AZW3_ESCRO
OG0000697	sp|Q14DH7|ACSS3_MOUSE, sp|Q9QXG4|ACSA_MOUSE	tr|A0A2F0AXZ2|A0A2F0AXZ2_ESCRO
OG0000698	sp|Q9JMB7|PIWL1_MOUSE	tr|A0A2F0B4L5|A0A2F0B4L5_ESCRO
OG0000698	sp|Q8CGT6|PIWL4_MOUSE, sp|Q8CDG1|PIWL2_MOUSE	tr|A0A2F0B8A7|A0A2F0B8A7_ESCRO
OG0000699	sp|Q61133|GSTT2_MOUSE, sp|Q99L20|GSTT3_MOUSE, sp|Q64471|GSTT1_MOUSE	tr|A0A2F0BDH8|A0A2F0BDH8_ESCRO, tr|A0A2F0BPB6|A0A2F0BPB6_ESCRO
OG0000700	sp|P15116|CADH2_MOUSE, sp|P39038|CADH4_MOUSE, sp|P59862|CAD26_MOUSE, sp|Q9WTR5|CAD13_MOUSE	tr|A0A2F0B0F5|A0A2F0B0F5_ESCRO
OG0000701	sp|Q8C5W4|MOR2B_MOUSE, sp|Q9WVL5|MORC1_MOUSE, sp|Q8BMD7|MORC4_MOUSE, sp|Q69ZX6|MOR2A_MOUSE	tr|A0A2F0BAU5|A0A2F0BAU5_ESCRO
OG0000702	sp|Q60592|MAST2_MOUSE	tr|A0A2F0BKP8|A0A2F0BKP8_ESCRO
