Orthogroup	Mus_musculus	Octodon_degus
OG0002687	sp|Q80XG9|LRRT4_MOUSE	tr|A0A6P3F8B7|A0A6P3F8B7_OCTDE
OG0002688	sp|Q80ZD8|AMGO1_MOUSE	tr|A0A6P6EZT7|A0A6P6EZT7_OCTDE
OG0002689	sp|Q8BG26|RUSC1_MOUSE	tr|A0A6P3EQE8|A0A6P3EQE8_OCTDE
OG0002690	sp|Q8BGE4|SUSD6_MOUSE	tr|A0A6P6DE72|A0A6P6DE72_OCTDE
OG0002691	sp|Q8BM15|CF015_MOUSE	tr|A0A6P6F364|A0A6P6F364_OCTDE
OG0002692	sp|Q8BWY9|CIP2A_MOUSE	tr|A0A6P3FSV4|A0A6P3FSV4_OCTDE
OG0002693	sp|Q8C5K5|CX038_MOUSE	tr|A0A6P3FGY7|A0A6P3FGY7_OCTDE
OG0002694	tr|Q8C5Z9|Q8C5Z9_MOUSE	tr|A0A6P3VDI8|A0A6P3VDI8_OCTDE
OG0002695	sp|Q8C8N3|VWC2_MOUSE	tr|A0A6P3VAD7|A0A6P3VAD7_OCTDE
OG0002696	sp|Q8CDK3|IQUB_MOUSE	tr|A0A6P6DGT3|A0A6P6DGT3_OCTDE
OG0002697	sp|Q8CF02|FM25C_MOUSE	tr|A0A6P3FJY6|A0A6P3FJY6_OCTDE
OG0002698	sp|Q8K202|RPA49_MOUSE	tr|A0A6P3ETU0|A0A6P3ETU0_OCTDE
OG0002699	sp|Q8K310|MATR3_MOUSE	tr|A0A6P3FBL0|A0A6P3FBL0_OCTDE
OG0002700	sp|Q8R0N9|ZDHC1_MOUSE	tr|A0A6P6DYJ0|A0A6P6DYJ0_OCTDE
OG0002701	sp|Q8VHW3|CCG6_MOUSE	tr|A0A6P3FM68|A0A6P3FM68_OCTDE
OG0002702	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A6P3F7K2|A0A6P3F7K2_OCTDE
OG0002703	sp|Q91ZZ5|RXFP2_MOUSE	tr|A0A6P3ESL0|A0A6P3ESL0_OCTDE
OG0002704	sp|Q925Q3|NCLX_MOUSE	tr|A0A6P6EVA0|A0A6P6EVA0_OCTDE
OG0002705	sp|Q99LE6|ABCF2_MOUSE	tr|A0A6P3EQI1|A0A6P3EQI1_OCTDE
OG0002706	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A6P3F681|A0A6P3F681_OCTDE
OG0002707	sp|Q9CR75|TNR12_MOUSE	tr|A0A6P3F0P0|A0A6P3F0P0_OCTDE
OG0002708	sp|Q9D3P9|NEUT_MOUSE	tr|A0A6P3EJ57|A0A6P3EJ57_OCTDE
OG0002709	sp|Q9EQC5|SCYL1_MOUSE	tr|A0A6P6E2Q0|A0A6P6E2Q0_OCTDE
OG0002710	sp|Q9EQM6|DGCR8_MOUSE	tr|A0A6P3VA65|A0A6P3VA65_OCTDE
OG0002711	sp|Q9JHF9|LY96_MOUSE	tr|A0A6P3FHA0|A0A6P3FHA0_OCTDE
OG0002712	sp|Q9JJR7|ASCL3_MOUSE	tr|A0A6P3FHP3|A0A6P3FHP3_OCTDE
OG0002713	sp|Q9QY96|CASR_MOUSE	tr|A0A6P3VDS0|A0A6P3VDS0_OCTDE
OG0002714	sp|Q9WTP7|KAD3_MOUSE	tr|A0A6P3FD48|A0A6P3FD48_OCTDE
OG0002715	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A6P3FU80|A0A6P3FU80_OCTDE
OG0002716	sp|Q9WV93|HEY1_MOUSE	tr|A0A6P3FHI7|A0A6P3FHI7_OCTDE
OG0002717	sp|Q9WVI9|JIP1_MOUSE	tr|A0A6P3EZC2|A0A6P3EZC2_OCTDE
OG0002718	tr|A0A0A6YW72|A0A0A6YW72_MOUSE	tr|A0A6P6F5G3|A0A6P6F5G3_OCTDE
OG0002719	tr|A0A1B0GR74|A0A1B0GR74_MOUSE	tr|A0A6P3FBK4|A0A6P3FBK4_OCTDE
OG0002720	sp|A0A286YDK6|PERC1_MOUSE	tr|A0A6P6E527|A0A6P6E527_OCTDE
OG0002721	tr|A2AJW5|A2AJW5_MOUSE	tr|A0A6P6DJ69|A0A6P6DJ69_OCTDE
OG0002722	sp|D3YV92|GAR2_MOUSE	tr|A0A6P6DCD4|A0A6P6DCD4_OCTDE
OG0002723	tr|E9PUP1|E9PUP1_MOUSE	tr|A0A6P6D475|A0A6P6D475_OCTDE
OG0002724	tr|F7A6P6|F7A6P6_MOUSE	tr|A0A6P6D6U8|A0A6P6D6U8_OCTDE
OG0002725	sp|O08786|CCKAR_MOUSE	tr|A0A6P3EJZ9|A0A6P3EJZ9_OCTDE
OG0002726	sp|P0CG15|CTF8_MOUSE	tr|A0A6P3V9B3|A0A6P3V9B3_OCTDE
OG0002727	sp|P51660|DHB4_MOUSE	tr|A0A6P6D8A5|A0A6P6D8A5_OCTDE
OG0002728	sp|P59111|KCNH8_MOUSE	tr|A0A6P3F6Q0|A0A6P3F6Q0_OCTDE
OG0002729	sp|P61460|DEPD5_MOUSE	tr|A0A6P6DNN8|A0A6P6DNN8_OCTDE
OG0002730	sp|P70281|SYCP3_MOUSE	tr|A0A6P6EK12|A0A6P6EK12_OCTDE
OG0002731	sp|P70321|HXB13_MOUSE	tr|A0A6P3EX46|A0A6P3EX46_OCTDE
OG0002732	sp|P97801|SMN_MOUSE	tr|A0A6P3V8N5|A0A6P3V8N5_OCTDE
OG0002733	sp|Q3TNU4|YD021_MOUSE	tr|A0A6P6D4Z8|A0A6P6D4Z8_OCTDE
OG0002734	sp|Q3UPE3|RMI2_MOUSE	tr|A0A6P3F0J1|A0A6P3F0J1_OCTDE
OG0002735	sp|Q5DTW7|RESF1_MOUSE	tr|A0A6P6EJ41|A0A6P6EJ41_OCTDE
OG0002736	sp|Q5QD14|TAAR5_MOUSE	tr|A0A6P3F4M4|A0A6P3F4M4_OCTDE
OG0002737	sp|Q60847|COCA1_MOUSE	tr|A0A6P3VB32|A0A6P3VB32_OCTDE
OG0002738	sp|Q62077|PLCG1_MOUSE	tr|A0A6P6EES9|A0A6P6EES9_OCTDE
OG0002739	sp|Q62520|ZIC2_MOUSE	tr|A0A6P6EG72|A0A6P6EG72_OCTDE
OG0002740	sp|Q66JY6|ARG39_MOUSE	tr|A0A6P6EI47|A0A6P6EI47_OCTDE
OG0002741	sp|Q68EF6|BEGIN_MOUSE	tr|A0A6P3FD68|A0A6P3FD68_OCTDE
OG0002742	sp|Q6A009|LTN1_MOUSE	tr|A0A6P6DRQ7|A0A6P6DRQ7_OCTDE
OG0002743	sp|Q6P4T0|ATG2A_MOUSE	tr|A0A6P6DI53|A0A6P6DI53_OCTDE
OG0002744	sp|Q6PAJ1|BCR_MOUSE	tr|A0A6P3FF17|A0A6P3FF17_OCTDE
OG0002745	sp|Q6ZQK5|ACAP2_MOUSE	tr|A0A6P6DIW1|A0A6P6DIW1_OCTDE
OG0002746	sp|Q7TMF3|NDUAC_MOUSE	tr|A0A6P3EQF8|A0A6P3EQF8_OCTDE
OG0002747	sp|Q7TN84|SYT14_MOUSE	tr|A0A6P3FMR5|A0A6P3FMR5_OCTDE
OG0002748	tr|Q7TS18|Q7TS18_MOUSE	tr|A0A6P3FI97|A0A6P3FI97_OCTDE
OG0002749	sp|Q7TSU7|KIRR2_MOUSE	tr|A0A6P3FCI7|A0A6P3FCI7_OCTDE
OG0002750	sp|Q80YS9|STKL1_MOUSE	tr|A0A6P3FIU7|A0A6P3FIU7_OCTDE
OG0002751	sp|Q8BJL1|FBX30_MOUSE	tr|A0A6P3ENJ5|A0A6P3ENJ5_OCTDE
OG0002752	sp|Q8BM75|ARI5B_MOUSE	tr|A0A6P3EUJ7|A0A6P3EUJ7_OCTDE
OG0002753	sp|Q8BPI1|KTU_MOUSE	tr|A0A6P3FJB7|A0A6P3FJB7_OCTDE
OG0002754	sp|Q8BT51|COA4_MOUSE	tr|A0A6P6DCQ4|A0A6P6DCQ4_OCTDE
OG0002755	sp|Q8BYW9|EOGT_MOUSE	tr|A0A6P6E9R0|A0A6P6E9R0_OCTDE
OG0002756	sp|Q8BYZ1|ABI3_MOUSE	tr|A0A6P6EPE0|A0A6P6EPE0_OCTDE
OG0002757	sp|Q8C078|KKCC2_MOUSE	tr|A0A6P6EVZ2|A0A6P6EVZ2_OCTDE
OG0002758	sp|Q8CJ96|RASF8_MOUSE	tr|A0A6P6EQT8|A0A6P6EQT8_OCTDE
OG0002759	sp|Q8JZS6|N42L2_MOUSE	tr|A0A6P3ET86|A0A6P3ET86_OCTDE
OG0002760	sp|Q8K072|REEP4_MOUSE	tr|A0A6P3F6W1|A0A6P3F6W1_OCTDE
OG0002761	sp|Q8QZV2|SHSA2_MOUSE	tr|A0A6P3F7H4|A0A6P3F7H4_OCTDE
OG0002762	sp|Q8VBV4|FBXW7_MOUSE	tr|A0A6P6F438|A0A6P6F438_OCTDE
OG0002763	sp|Q8VHN8|TIRR_MOUSE	tr|A0A6P3F1Z9|A0A6P3F1Z9_OCTDE
OG0002764	sp|Q8VIK3|H18_MOUSE	tr|A0A6P6DP36|A0A6P6DP36_OCTDE
OG0002765	sp|Q91VE6|MK67I_MOUSE	tr|A0A6P6E059|A0A6P6E059_OCTDE
OG0002766	sp|Q91W92|BORG5_MOUSE	tr|A0A6P3EYP1|A0A6P3EYP1_OCTDE
OG0002767	sp|Q91ZG2|MPPD1_MOUSE	tr|A0A6P3FAG8|A0A6P3FAG8_OCTDE
OG0002768	sp|Q99JH8|ERD21_MOUSE	tr|A0A6P3FIP1|A0A6P3FIP1_OCTDE
OG0002769	sp|Q99PI4|LPIN3_MOUSE	tr|A0A6P6EEE6|A0A6P6EEE6_OCTDE
OG0002770	sp|Q99PT9|KIF19_MOUSE	tr|A0A6P6ECI0|A0A6P6ECI0_OCTDE
OG0002771	sp|Q99PV8|BC11B_MOUSE	tr|A0A6P3FD73|A0A6P3FD73_OCTDE
OG0002772	sp|Q9CQY1|ATG12_MOUSE	tr|A0A6P6D8B4|A0A6P6D8B4_OCTDE
OG0002773	sp|Q9CZT8|RAB3B_MOUSE	tr|A0A6P3FGD5|A0A6P3FGD5_OCTDE
OG0002774	sp|Q9D273|MMAB_MOUSE	tr|A0A6P3F165|A0A6P3F165_OCTDE
OG0002775	sp|Q9D9R0|RN125_MOUSE	tr|A0A6P3VAC9|A0A6P3VAC9_OCTDE
OG0002776	sp|Q9DA64|CDRT4_MOUSE	tr|A0A6P6ERY1|A0A6P6ERY1_OCTDE
OG0002777	sp|Q9DBX7|HEYL_MOUSE	tr|A0A6P3FMN2|A0A6P3FMN2_OCTDE
OG0002778	sp|Q9EPV8|UBL5_MOUSE	tr|A0A6P3EVQ4|A0A6P3EVQ4_OCTDE
OG0002779	sp|Q9JKL4|NDUF3_MOUSE	tr|A0A6P3EIU4|A0A6P3EIU4_OCTDE
OG0002780	sp|Q9JLB9|NECT3_MOUSE	tr|A0A6P6DD18|A0A6P6DD18_OCTDE
OG0002781	sp|Q9QWV4|MLF1_MOUSE	tr|A0A6P6D769|A0A6P6D769_OCTDE
OG0002782	sp|Q9QY53|NPHP1_MOUSE	tr|A0A6P3FAW2|A0A6P3FAW2_OCTDE
OG0002783	sp|Q9QYC0|ADDA_MOUSE	tr|A0A6P6D826|A0A6P6D826_OCTDE
OG0002784	sp|Q9Z0F5|CH25H_MOUSE	tr|A0A6P3EUB0|A0A6P3EUB0_OCTDE
OG0002785	sp|A2AG58|BCLA3_MOUSE	tr|A0A6P6DY94|A0A6P6DY94_OCTDE
OG0002786	sp|A2ASA8|IPIL1_MOUSE	tr|A0A6P6ELU1|A0A6P6ELU1_OCTDE
OG0002787	sp|E9Q6E9|SIMC1_MOUSE	tr|A0A6P6EJN2|A0A6P6EJN2_OCTDE
OG0002788	sp|O35464|SEM6A_MOUSE	tr|A0A6P3FIX1|A0A6P3FIX1_OCTDE
OG0002789	sp|O35930|GP1BA_MOUSE	tr|A0A6P3F4E4|A0A6P3F4E4_OCTDE
OG0002790	sp|O88271|CFDP1_MOUSE	tr|A0A6P3ELF3|A0A6P3ELF3_OCTDE
OG0002791	sp|O88416|GPR33_MOUSE	tr|A0A6P3FGE3|A0A6P3FGE3_OCTDE
OG0002792	sp|P02468|LAMC1_MOUSE	tr|A0A6P3V8Z9|A0A6P3V8Z9_OCTDE
OG0002794	sp|P0C0P8|NPS_MOUSE	tr|A0A6P6DXQ7|A0A6P6DXQ7_OCTDE
OG0002795	sp|P15702|LEUK_MOUSE	tr|A0A6P6F028|A0A6P6F028_OCTDE
OG0002796	sp|P18762|ADRB2_MOUSE	tr|A0A6P3ESV9|A0A6P3ESV9_OCTDE
OG0002797	sp|P23198|CBX3_MOUSE	tr|A0A6P3V9W3|A0A6P3V9W3_OCTDE
OG0002798	sp|P24638|PPAL_MOUSE	tr|A0A6P6E2G2|A0A6P6E2G2_OCTDE
OG0002799	sp|P26443|DHE3_MOUSE	tr|A0A6P3FNJ9|A0A6P3FNJ9_OCTDE
OG0002800	sp|P27601|GNA13_MOUSE	tr|A0A6P3F1V8|A0A6P3F1V8_OCTDE
OG0002801	sp|P28667|MRP_MOUSE	tr|A0A6P3FMP4|A0A6P3FMP4_OCTDE
OG0002802	sp|P47932|REL1_MOUSE	tr|A0A6P3F2G6|A0A6P3F2G6_OCTDE
OG0002803	sp|P56399|UBP5_MOUSE	tr|A0A6P3FD63|A0A6P3FD63_OCTDE
OG0002804	sp|P61458|PHS_MOUSE	tr|A0A6P6ERU6|A0A6P6ERU6_OCTDE
OG0002806	sp|P97311|MCM6_MOUSE	tr|A0A6P6E0B9|A0A6P6E0B9_OCTDE
OG0002807	tr|Q148R4|Q148R4_MOUSE	tr|A0A6P6EFI6|A0A6P6EFI6_OCTDE
OG0002808	sp|Q148V8|FA83H_MOUSE	tr|A0A6P6F4R3|A0A6P6F4R3_OCTDE
OG0002809	sp|Q1JRP2|TM11C_MOUSE	tr|A0A6P3VEE8|A0A6P3VEE8_OCTDE
OG0002810	sp|Q3UJV1|CCD61_MOUSE	tr|A0A6P6DJM3|A0A6P6DJM3_OCTDE
OG0002811	sp|Q3UZ45|MCIN_MOUSE	tr|A0A6P6DXQ9|A0A6P6DXQ9_OCTDE
OG0002812	sp|Q4FZH1|EREP1_MOUSE	tr|A0A6P3VCJ8|A0A6P3VCJ8_OCTDE
OG0002813	sp|Q5RJG1|NOL10_MOUSE	tr|A0A6P3FQB8|A0A6P3FQB8_OCTDE
OG0002814	sp|Q5RJH3|CAD12_MOUSE	tr|A0A6P3FNP3|A0A6P3FNP3_OCTDE
OG0002815	sp|Q60948|MAD4_MOUSE	tr|A0A6P3EW88|A0A6P3EW88_OCTDE
OG0002816	sp|Q61324|ARNT2_MOUSE	tr|A0A6P6E321|A0A6P6E321_OCTDE
OG0002817	sp|Q62092|NSG1_MOUSE	tr|A0A6P3EI41|A0A6P3EI41_OCTDE
OG0002818	sp|Q64726|ZA2G_MOUSE	tr|A0A6P3ESL2|A0A6P3ESL2_OCTDE
OG0002819	sp|Q6NXM2|RCBT1_MOUSE	tr|A0A6P3F6R4|A0A6P3F6R4_OCTDE
OG0002820	sp|Q6ZWY8|TYB10_MOUSE	tr|A0A6P3FQ35|A0A6P3FQ35_OCTDE
OG0002821	sp|Q76I25|HIG1C_MOUSE	tr|A0A6P3FHQ4|A0A6P3FHQ4_OCTDE
OG0002822	sp|Q8BH86|GLUCM_MOUSE	tr|A0A6P6ETQ9|A0A6P6ETQ9_OCTDE
OG0002823	sp|Q8BMD6|TM260_MOUSE	tr|A0A6P6DBL3|A0A6P6DBL3_OCTDE
OG0002824	sp|Q8BSZ2|AP3S2_MOUSE	tr|A0A6P3EPP4|A0A6P3EPP4_OCTDE
OG0002825	sp|Q8BT07|CEP55_MOUSE	tr|A0A6P6DXR1|A0A6P6DXR1_OCTDE
OG0002826	sp|Q8BVV7|CEP95_MOUSE	tr|A0A6P6EBL6|A0A6P6EBL6_OCTDE
OG0002827	sp|Q8C0D4|RHG12_MOUSE	tr|A0A6P6DC47|A0A6P6DC47_OCTDE
OG0002828	sp|Q8C208|IKZF4_MOUSE	tr|A0A6P3FXV1|A0A6P3FXV1_OCTDE
OG0002829	sp|Q8CGN4|BCOR_MOUSE	tr|A0A6P6DNQ7|A0A6P6DNQ7_OCTDE
OG0002830	sp|Q8VCT9|TESK2_MOUSE	tr|A0A6P3FGI4|A0A6P3FGI4_OCTDE
OG0002831	sp|Q8VE49|DOXA1_MOUSE	tr|A0A6P6F6G0|A0A6P6F6G0_OCTDE
OG0002832	sp|Q91VX5|NXPH3_MOUSE	tr|A0A6P3EX36|A0A6P3EX36_OCTDE
OG0002833	sp|Q99K67|AASS_MOUSE	tr|A0A6P6DGL2|A0A6P6DGL2_OCTDE
OG0002834	sp|Q99ML9|RN111_MOUSE	tr|A0A6P3F3Z3|A0A6P3F3Z3_OCTDE
OG0002835	sp|Q99MT2|MSH4_MOUSE	tr|A0A6P3V906|A0A6P3V906_OCTDE
OG0002836	sp|Q9CQT9|RCAF1_MOUSE	tr|A0A6P3F793|A0A6P3F793_OCTDE
OG0002837	sp|Q9D0S9|HINT2_MOUSE	tr|A0A6P3EUC1|A0A6P3EUC1_OCTDE
OG0002838	sp|Q9D2N4|DTNA_MOUSE	tr|A0A6P6ECC1|A0A6P6ECC1_OCTDE
OG0002839	sp|Q9D342|T170A_MOUSE	tr|A0A6P3EX78|A0A6P3EX78_OCTDE
OG0002840	sp|Q9D3X9|MFA3L_MOUSE	tr|A0A6P3F7C8|A0A6P3F7C8_OCTDE
OG0002841	sp|Q9D805|CAN9_MOUSE	tr|A0A6P3F831|A0A6P3F831_OCTDE
OG0002842	sp|Q9DAR0|CE049_MOUSE	tr|A0A6P6DKJ2|A0A6P6DKJ2_OCTDE
OG0002843	sp|Q9ERV1|MKRN2_MOUSE	tr|A0A6P6DP24|A0A6P6DP24_OCTDE
OG0002844	sp|Q9ESM6|GDPD2_MOUSE	tr|A0A6P6DVN3|A0A6P6DVN3_OCTDE
OG0002845	sp|Q9R007|CLC5A_MOUSE	tr|A0A6P3F2T3|A0A6P3F2T3_OCTDE
OG0002846	sp|Q9R1I1|CHST4_MOUSE	tr|A0A6P3FZP2|A0A6P3FZP2_OCTDE
OG0002847	tr|S4R196|S4R196_MOUSE	tr|A0A6P3F8D1|A0A6P3F8D1_OCTDE
OG0002848	tr|A0A1D5RM54|A0A1D5RM54_MOUSE	tr|A0A6P6DT96|A0A6P6DT96_OCTDE
OG0002850	sp|E9PZ36|PKHD1_MOUSE	tr|A0A6P6E689|A0A6P6E689_OCTDE
OG0002851	sp|O35347|DGCR6_MOUSE	tr|A0A6P3EYH5|A0A6P3EYH5_OCTDE
OG0002852	sp|O54974|LEG7_MOUSE	tr|A0A6P3VC03|A0A6P3VC03_OCTDE
OG0002853	sp|P10856|STP1_MOUSE	tr|A0A6P3F9F1|A0A6P3F9F1_OCTDE
OG0002854	sp|P18872|GNAO_MOUSE	tr|A0A6P3ELQ0|A0A6P3ELQ0_OCTDE
OG0002855	sp|P39749|FEN1_MOUSE	tr|A0A6P3FXA6|A0A6P3FXA6_OCTDE
OG0002856	sp|P46471|PRS7_MOUSE	tr|A0A6P3FK31|A0A6P3FK31_OCTDE
OG0002857	sp|P48031|GBX2_MOUSE	tr|A0A6P3FDE4|A0A6P3FDE4_OCTDE
OG0002858	sp|P56386|DEFB1_MOUSE	tr|A0A6P3VDC6|A0A6P3VDC6_OCTDE
OG0002859	sp|P70665|SIAE_MOUSE	tr|A0A6P6DCD5|A0A6P6DCD5_OCTDE
OG0002860	sp|P97474|PITX2_MOUSE	tr|A0A6P3EMG3|A0A6P3EMG3_OCTDE
OG0002861	sp|Q11204|SIA4B_MOUSE	tr|A0A6P3EJT4|A0A6P3EJT4_OCTDE
OG0002862	sp|Q14B80|KCNC2_MOUSE	tr|A0A6P6EJ79|A0A6P6EJ79_OCTDE
OG0002863	sp|Q31125|S39A7_MOUSE	tr|A0A6P3EJP9|A0A6P3EJP9_OCTDE
OG0002864	sp|Q3THK7|GUAA_MOUSE	tr|A0A6P3FHP5|A0A6P3FHP5_OCTDE
OG0002865	sp|Q3UMY5|EMAL4_MOUSE	tr|A0A6P3EXR0|A0A6P3EXR0_OCTDE
OG0002866	sp|Q3V096|ANR42_MOUSE	tr|A0A6P6EJB9|A0A6P6EJB9_OCTDE
OG0002867	sp|Q56A10|ZN608_MOUSE	tr|A0A6P6EGD3|A0A6P6EGD3_OCTDE
OG0002868	sp|Q5FW52|MLIP_MOUSE	tr|A0A6P6DKM0|A0A6P6DKM0_OCTDE
OG0002869	sp|Q5RL51|GSTCD_MOUSE	tr|A0A6P6E1H2|A0A6P6E1H2_OCTDE
OG0002870	sp|Q5XFR0|EPAB2_MOUSE	tr|A0A6P6DMW6|A0A6P6DMW6_OCTDE
OG0002871	sp|Q61206|PA1B2_MOUSE	tr|A0A6P3FFU5|A0A6P3FFU5_OCTDE
OG0002872	sp|Q63871|RPAB4_MOUSE	tr|A0A6P6D6K1|A0A6P6D6K1_OCTDE
OG0002873	sp|Q640N3|RHG30_MOUSE	tr|A0A6P3FHW3|A0A6P3FHW3_OCTDE
OG0002874	sp|Q66JQ7|KNL1_MOUSE	tr|A0A6P6E7W7|A0A6P6E7W7_OCTDE
OG0002875	sp|Q69ZU8|ANKR6_MOUSE	tr|A0A6P6E619|A0A6P6E619_OCTDE
OG0002876	sp|Q6NS59|F135A_MOUSE	tr|A0A6P6ER38|A0A6P6ER38_OCTDE
OG0002877	sp|Q71KT5|ERG24_MOUSE	tr|A0A6P3EWZ7|A0A6P3EWZ7_OCTDE
OG0002878	sp|Q7TN16|HHIP_MOUSE	tr|A0A6P3FRL8|A0A6P3FRL8_OCTDE
OG0002879	sp|Q7TNC6|KI26B_MOUSE	tr|A0A6P6E145|A0A6P6E145_OCTDE
OG0002880	sp|Q7TPD7|LR75B_MOUSE	tr|A0A6P6EWK9|A0A6P6EWK9_OCTDE
OG0002881	tr|Q7TRW1|Q7TRW1_MOUSE	tr|A0A6P3FKY6|A0A6P3FKY6_OCTDE
OG0002882	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A6P3F1G4|A0A6P3F1G4_OCTDE
OG0002883	sp|Q7TT36|AGRA3_MOUSE	tr|A0A6P6D4V6|A0A6P6D4V6_OCTDE
OG0002884	sp|Q80Y44|DDX10_MOUSE	tr|A0A6P3EXZ2|A0A6P3EXZ2_OCTDE
OG0002885	sp|Q8BGD8|COA6_MOUSE	tr|A0A6P3FMA5|A0A6P3FMA5_OCTDE
OG0002886	sp|Q8BHY8|SNX14_MOUSE	tr|A0A6P3F1F1|A0A6P3F1F1_OCTDE
OG0002887	sp|Q8BI69|ZN784_MOUSE	tr|A0A6P3FI99|A0A6P3FI99_OCTDE
OG0002888	sp|Q8BVA4|LMOD1_MOUSE	tr|A0A6P3EL12|A0A6P3EL12_OCTDE
OG0002889	tr|Q8BVJ3|Q8BVJ3_MOUSE	tr|A0A6P6F4V1|A0A6P6F4V1_OCTDE
OG0002890	sp|Q8BW86|ARG33_MOUSE	tr|A0A6P3V9P1|A0A6P3V9P1_OCTDE
OG0002891	sp|Q8C310|ROBO4_MOUSE	tr|A0A6P6DAX5|A0A6P6DAX5_OCTDE
OG0002892	sp|Q8CDC7|ZBTB9_MOUSE	tr|A0A6P3EJN9|A0A6P3EJN9_OCTDE
OG0002893	sp|Q8CGA0|PPM1F_MOUSE	tr|A0A6P3V9S1|A0A6P3V9S1_OCTDE
OG0002894	sp|Q8VCS0|PGRP2_MOUSE	tr|A0A6P6EKR8|A0A6P6EKR8_OCTDE
OG0002895	sp|Q91YH5|ATLA3_MOUSE	tr|A0A6P3FDM2|A0A6P3FDM2_OCTDE
OG0002896	sp|Q923M0|PP16A_MOUSE	tr|A0A6P3F4Y3|A0A6P3F4Y3_OCTDE
OG0002897	sp|Q99JY6|HIG1B_MOUSE	tr|A0A6P3F802|A0A6P3F802_OCTDE
OG0002898	sp|Q99KQ4|NAMPT_MOUSE	tr|A0A6P3F9M3|A0A6P3F9M3_OCTDE
OG0002899	sp|Q99LQ7|PDES1_MOUSE	tr|A0A6P3F0K4|A0A6P3F0K4_OCTDE
OG0002900	sp|Q99MY0|SPZ1_MOUSE	tr|A0A6P3F8B5|A0A6P3F8B5_OCTDE
OG0002901	sp|Q99NA9|PCGF6_MOUSE	tr|A0A6P6EG42|A0A6P6EG42_OCTDE
OG0002902	sp|Q9CQA5|MED4_MOUSE	tr|A0A6P3F9D5|A0A6P3F9D5_OCTDE
OG0002903	sp|Q9CQX8|KGD4_MOUSE	tr|A0A6P6DKC8|A0A6P6DKC8_OCTDE
OG0002904	sp|Q9CRA0|NAR4_MOUSE	tr|A0A6P3V9F0|A0A6P3V9F0_OCTDE
OG0002905	sp|Q9CWY8|RNH2A_MOUSE	tr|A0A6P6EUI8|A0A6P6EUI8_OCTDE
OG0002906	sp|Q9D7X1|KCTD4_MOUSE	tr|A0A6P3FLE9|A0A6P3FLE9_OCTDE
OG0002907	sp|Q9EP97|SENP3_MOUSE	tr|A0A6P6F2S1|A0A6P6F2S1_OCTDE
OG0002908	sp|Q9QWF0|CAF1A_MOUSE	tr|A0A6P6EKV7|A0A6P6EKV7_OCTDE
OG0002909	sp|Q9QZM3|CLCF1_MOUSE	tr|A0A6P3EN43|A0A6P3EN43_OCTDE
OG0002910	sp|Q9R0D8|WDR54_MOUSE	tr|A0A6P6EPL8|A0A6P6EPL8_OCTDE
OG0002911	sp|Q9R226|KHDR3_MOUSE	tr|A0A6P3FAM7|A0A6P3FAM7_OCTDE
OG0002912	sp|Q9Z2T1|KCNK7_MOUSE	tr|A0A6P3F1A2|A0A6P3F1A2_OCTDE
OG0002913	sp|B1AUH1|PTPRU_MOUSE	tr|A0A6P3FB62|A0A6P3FB62_OCTDE
OG0002914	sp|D3YZI9|PGBD5_MOUSE	tr|A0A6P3FMU7|A0A6P3FMU7_OCTDE
OG0002915	sp|E9Q6Z5|AUNIP_MOUSE	tr|A0A6P6F0Z4|A0A6P6F0Z4_OCTDE
OG0002916	tr|M0QWL6|M0QWL6_MOUSE	tr|A0A6P6DNE4|A0A6P6DNE4_OCTDE
OG0002917	sp|O35622|FGF15_MOUSE	tr|A0A6P3ENC9|A0A6P3ENC9_OCTDE
OG0002918	sp|O54786|DFFA_MOUSE	tr|A0A6P3F6A2|A0A6P3F6A2_OCTDE
OG0002919	sp|O55203|LDB2_MOUSE	tr|A0A6P3EW52|A0A6P3EW52_OCTDE
OG0002920	sp|O70405|ULK1_MOUSE	tr|A0A6P6EVC3|A0A6P6EVC3_OCTDE
OG0002921	sp|P05524|FGF3_MOUSE	tr|A0A6P3EZW2|A0A6P3EZW2_OCTDE
OG0002922	sp|P18242|CATD_MOUSE	tr|A0A6P3EMZ8|A0A6P3EMZ8_OCTDE
OG0002923	sp|P42228|STAT4_MOUSE	tr|A0A6P6E7I1|A0A6P6E7I1_OCTDE
OG0002924	sp|P50636|RN19A_MOUSE	tr|A0A6P6D754|A0A6P6D754_OCTDE
OG0002925	sp|P57774|NPY_MOUSE	tr|A0A6P3EM81|A0A6P3EM81_OCTDE
OG0002926	sp|P58404|STRN4_MOUSE	tr|A0A6P3VEC7|A0A6P3VEC7_OCTDE
OG0002927	sp|P62257|UBE2H_MOUSE	tr|A0A6P3FMD2|A0A6P3FMD2_OCTDE
OG0002928	sp|P62915|TF2B_MOUSE	tr|A0A6P3FGN4|A0A6P3FGN4_OCTDE
OG0002929	sp|Q03173|ENAH_MOUSE	tr|A0A6P6E0Y5|A0A6P6E0Y5_OCTDE
OG0002930	sp|Q3UGR5|HDHD2_MOUSE	tr|A0A6P6EDG8|A0A6P6EDG8_OCTDE
