Orthogroup	Mus_musculus	Ornithorhynchus_anatinus
OG0002438	sp|Q9JII6|AK1A1_MOUSE	tr|F6R8L7|F6R8L7_ORNAN, tr|A0A6I8N050|A0A6I8N050_ORNAN
OG0002439	sp|Q9R1Q9|VAS1_MOUSE	tr|A0A6I8NN27|A0A6I8NN27_ORNAN, tr|A0A6I8N6B7|A0A6I8N6B7_ORNAN
OG0002440	sp|O09118|NET1_MOUSE	tr|F7BFM7|F7BFM7_ORNAN, tr|A0A6I8PC24|A0A6I8PC24_ORNAN
OG0002441	sp|Q61493|REV3L_MOUSE, sp|Q5DTT1|NEXMI_MOUSE	tr|A0A6I8PC21|A0A6I8PC21_ORNAN
OG0002442	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A6I8P4E2|A0A6I8P4E2_ORNAN, tr|A0A6I8NTD8|A0A6I8NTD8_ORNAN
OG0002443	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A6I8NFR5|A0A6I8NFR5_ORNAN, tr|A0A6I8NR31|A0A6I8NR31_ORNAN
OG0002444	sp|Q9CX84|RGS19_MOUSE	tr|A0A6I8NC00|A0A6I8NC00_ORNAN, tr|F7BX85|F7BX85_ORNAN
OG0002445	tr|A7E1W8|A7E1W8_MOUSE	tr|A0A6I8MYZ7|A0A6I8MYZ7_ORNAN, tr|A0A6I8PBH0|A0A6I8PBH0_ORNAN
OG0002446	sp|P60122|RUVB1_MOUSE	tr|F7G1R7|F7G1R7_ORNAN, tr|A0A6I8P7L7|A0A6I8P7L7_ORNAN
OG0002447	sp|Q4VBD9|GZF1_MOUSE	tr|F6RL37|F6RL37_ORNAN, tr|A0A6I8NZS3|A0A6I8NZS3_ORNAN
OG0002448	sp|P18581|CTR2_MOUSE	tr|F6ZWA4|F6ZWA4_ORNAN, tr|F7BWP0|F7BWP0_ORNAN
OG0002449	sp|P60324|NANO3_MOUSE	tr|F7BIJ7|F7BIJ7_ORNAN, tr|F7AWA9|F7AWA9_ORNAN
OG0002450	sp|Q3V1L4|5NTC_MOUSE	tr|F7D0Y7|F7D0Y7_ORNAN, tr|F7DXV6|F7DXV6_ORNAN
OG0002451	sp|Q80UN9|MOD5_MOUSE	tr|F7B4T5|F7B4T5_ORNAN, tr|A0A6I8NRV5|A0A6I8NRV5_ORNAN
OG0002452	sp|Q8K3I4|MYRIP_MOUSE, sp|Q9D2P8|MOBP_MOUSE	tr|F7D6C5|F7D6C5_ORNAN
OG0002453	tr|Q8VFG7|Q8VFG7_MOUSE	tr|A0A6I8NWA4|A0A6I8NWA4_ORNAN, tr|A0A6I8P9M6|A0A6I8P9M6_ORNAN
OG0002454	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A6I8N8Z3|A0A6I8N8Z3_ORNAN, tr|A0A6I8NX86|A0A6I8NX86_ORNAN
OG0002455	sp|P00329|ADH1_MOUSE	tr|F7FZY1|F7FZY1_ORNAN, tr|A0A6I8NGW5|A0A6I8NGW5_ORNAN
OG0002456	sp|Q8K4P1|NPB_MOUSE, tr|F7B5D6|F7B5D6_MOUSE	tr|A0A6I8P1S3|A0A6I8P1S3_ORNAN
OG0002457	sp|P17047|LAMP2_MOUSE, sp|P11438|LAMP1_MOUSE	tr|A0A6I8P7G4|A0A6I8P7G4_ORNAN
OG0002458	sp|Q00724|RET4_MOUSE	tr|F7G7X3|F7G7X3_ORNAN, tr|A0A6I8PPY3|A0A6I8PPY3_ORNAN
OG0002459	sp|Q8CIF4|BTD_MOUSE	tr|F7BWG2|F7BWG2_ORNAN, tr|A0A6I8N9T3|A0A6I8N9T3_ORNAN
OG0002460	sp|Q9CYZ8|SSBP2_MOUSE	tr|A0A6I8P6P1|A0A6I8P6P1_ORNAN, tr|A0A6I8NUM4|A0A6I8NUM4_ORNAN
OG0002461	sp|Q3U0P5|ENTP6_MOUSE, sp|Q9WUZ9|ENTP5_MOUSE	tr|A0A6I8NMF5|A0A6I8NMF5_ORNAN
OG0002462	sp|Q9D030|TWST2_MOUSE	tr|F6ZBG4|F6ZBG4_ORNAN, tr|F6Z428|F6Z428_ORNAN
OG0002463	sp|Q570Y9|DPTOR_MOUSE	tr|F7D506|F7D506_ORNAN, tr|F6VQP8|F6VQP8_ORNAN
OG0002464	sp|Q8VHI6|WASF3_MOUSE	tr|F7D261|F7D261_ORNAN, tr|F7BH76|F7BH76_ORNAN
OG0002465	sp|Q9CQL1|MGN2_MOUSE	tr|F6SH35|F6SH35_ORNAN, tr|A0A6I8N995|A0A6I8N995_ORNAN
OG0002466	sp|Q5MJS3|FA20C_MOUSE	tr|A0A6I8P3Z5|A0A6I8P3Z5_ORNAN, tr|F7CXH2|F7CXH2_ORNAN
OG0002467	sp|Q8BHX1|HAUS1_MOUSE	tr|A0A6I8P802|A0A6I8P802_ORNAN, tr|A0A6I8NQ85|A0A6I8NQ85_ORNAN
OG0002469	sp|Q3UH06|RREB1_MOUSE	tr|K7EDP6|K7EDP6_ORNAN, tr|A0A6I8PHF1|A0A6I8PHF1_ORNAN
OG0002470	sp|Q9CWG1|GLIP1_MOUSE	tr|F7DWI6|F7DWI6_ORNAN, tr|A0A6I8PK87|A0A6I8PK87_ORNAN
OG0002471	sp|P70695|F16P2_MOUSE, sp|Q9QXD6|F16P1_MOUSE	tr|A0A6I8PD53|A0A6I8PD53_ORNAN
OG0002472	sp|P03903|NU4LM_MOUSE	sp|Q36457|NU4LM_ORNAN, tr|A0A6I8PCR8|A0A6I8PCR8_ORNAN
OG0002473	tr|G3UWA8|G3UWA8_MOUSE, sp|P83861|QRFPR_MOUSE	tr|A0A6I8N948|A0A6I8N948_ORNAN
OG0002474	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A6I8NKT4|A0A6I8NKT4_ORNAN, tr|A0A6I8PHI8|A0A6I8PHI8_ORNAN
OG0002475	sp|Q61180|SCNNA_MOUSE	tr|F7DAT7|F7DAT7_ORNAN, tr|A0A6I8PB29|A0A6I8PB29_ORNAN
OG0002476	sp|Q6A4L0|S22AD_MOUSE	tr|A0A6I8N5F6|A0A6I8N5F6_ORNAN, tr|F7GAM4|F7GAM4_ORNAN
OG0002477	sp|O88448|KLC2_MOUSE, sp|Q91W40|KLC3_MOUSE	tr|A0A6I8NRL3|A0A6I8NRL3_ORNAN
OG0002478	sp|Q7TQ33|RGMB_MOUSE	tr|A0A6I8NHL1|A0A6I8NHL1_ORNAN, tr|A0A6I8NTS4|A0A6I8NTS4_ORNAN
OG0002479	tr|B1AWZ3|B1AWZ3_MOUSE, sp|Q9CQE1|NPS3B_MOUSE	tr|F6V5X1|F6V5X1_ORNAN
OG0002480	sp|O35166|GOSR2_MOUSE	tr|A0A6I8PIU4|A0A6I8PIU4_ORNAN, tr|A0A6I8NUL5|A0A6I8NUL5_ORNAN
OG0002481	sp|P50592|TNF10_MOUSE	tr|A0A6I8P4N4|A0A6I8P4N4_ORNAN, tr|F7CZ84|F7CZ84_ORNAN
OG0002482	sp|Q61982|NOTC3_MOUSE, sp|Q01705|NOTC1_MOUSE	tr|F7FTK3|F7FTK3_ORNAN
OG0002483	sp|Q6GQT0|CC14A_MOUSE, sp|Q6PFY9|CC14B_MOUSE	tr|A0A6I8NIE7|A0A6I8NIE7_ORNAN
OG0002484	sp|Q8BGK5|S35F1_MOUSE, sp|Q7TML3|S35F2_MOUSE	tr|A0A6I8PQN5|A0A6I8PQN5_ORNAN
OG0002485	sp|Q7TT28|REXO1_MOUSE	tr|A0A6I8PDT3|A0A6I8PDT3_ORNAN, tr|A0A6I8NHH5|A0A6I8NHH5_ORNAN
OG0002486	tr|F8VPJ6|F8VPJ6_MOUSE, sp|Q9JL61|RFX5_MOUSE	tr|F6VTQ8|F6VTQ8_ORNAN
OG0002487	sp|P26883|FKB1A_MOUSE	tr|A0A6I8NDS1|A0A6I8NDS1_ORNAN, tr|A0A6I8NMX5|A0A6I8NMX5_ORNAN
OG0002488	sp|O35437|TCF21_MOUSE	tr|F6UVM0|F6UVM0_ORNAN, tr|A0A6I8PMX0|A0A6I8PMX0_ORNAN
OG0002489	sp|D3YZU1|SHAN1_MOUSE, sp|Q4ACU6|SHAN3_MOUSE	tr|A0A6I8N611|A0A6I8N611_ORNAN
OG0002490	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A6I8N0C7|A0A6I8N0C7_ORNAN, tr|A0A6I8PK84|A0A6I8PK84_ORNAN
OG0002491	sp|Q9D868|PPIH_MOUSE	tr|F7CP97|F7CP97_ORNAN, tr|A0A6I8PNJ2|A0A6I8PNJ2_ORNAN
OG0002492	sp|O54905|B3GT2_MOUSE	tr|F6V488|F6V488_ORNAN, tr|F7BIY0|F7BIY0_ORNAN
OG0002493	sp|P04117|FABP4_MOUSE	tr|A0A6I8NGR1|A0A6I8NGR1_ORNAN, tr|A0A6I8N4L9|A0A6I8N4L9_ORNAN
OG0002494	sp|P19973|LSP1_MOUSE, tr|E9QA15|E9QA15_MOUSE	tr|F7GAX0|F7GAX0_ORNAN
OG0002495	sp|P70670|NACAM_MOUSE	tr|A0A6I8NN66|A0A6I8NN66_ORNAN, tr|A0A6I8NA70|A0A6I8NA70_ORNAN
OG0002496	sp|Q9D289|TPC6B_MOUSE	tr|A0A6I8PEM4|A0A6I8PEM4_ORNAN, tr|F6T488|F6T488_ORNAN
OG0002497	sp|Q64FW2|RETST_MOUSE	tr|F7FZ20|F7FZ20_ORNAN, tr|A0A6I8NMR1|A0A6I8NMR1_ORNAN
OG0002498	sp|Q76N33|STALP_MOUSE, sp|Q9CQ26|STABP_MOUSE	tr|F7F4V9|F7F4V9_ORNAN
OG0002499	sp|Q8R3J5|CHAC1_MOUSE, sp|Q9CQG1|CHAC2_MOUSE	tr|A0A6I8N571|A0A6I8N571_ORNAN
OG0002500	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A6I8NAU0|A0A6I8NAU0_ORNAN, tr|A0A6I8NBA7|A0A6I8NBA7_ORNAN
OG0002501	sp|Q501P1|FBLN7_MOUSE	tr|F6RSP8|F6RSP8_ORNAN, tr|A0A6I8N7Q9|A0A6I8N7Q9_ORNAN
OG0002502	sp|Q6ZQF7|JADE2_MOUSE, sp|Q6ZPI0|JADE1_MOUSE	tr|A0A6I8NL51|A0A6I8NL51_ORNAN
OG0002503	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A6I8NIV3|A0A6I8NIV3_ORNAN, tr|A0A6I8NBF1|A0A6I8NBF1_ORNAN
OG0002504	sp|Q99MY8|ASH1L_MOUSE, sp|Q9Z180|SETBP_MOUSE	tr|F6R612|F6R612_ORNAN
OG0002505	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A6I8P8B8|A0A6I8P8B8_ORNAN, tr|A0A6I8NJJ0|A0A6I8NJJ0_ORNAN
OG0002506	sp|Q8BZ20|PAR12_MOUSE	tr|A0A6I8NJA5|A0A6I8NJA5_ORNAN, tr|A0A6I8P0I0|A0A6I8P0I0_ORNAN
OG0002507	tr|Q7TRR7|Q7TRR7_MOUSE, tr|Q8VF28|Q8VF28_MOUSE	tr|A0A6I8NKW1|A0A6I8NKW1_ORNAN
OG0002508	sp|Q9CZY3|UB2V1_MOUSE, sp|Q9D2M8|UB2V2_MOUSE	tr|A0A6I8P2A7|A0A6I8P2A7_ORNAN
OG0002509	sp|Q9D824|FIP1_MOUSE	tr|A0A6I8PBD9|A0A6I8PBD9_ORNAN, tr|F7BMQ4|F7BMQ4_ORNAN
OG0002510	sp|Q9JHS9|CWC15_MOUSE	tr|F7GCI4|F7GCI4_ORNAN, tr|F6YRA2|F6YRA2_ORNAN
OG0002511	sp|Q9JI48|PLAC8_MOUSE	tr|A0A6I8PRY9|A0A6I8PRY9_ORNAN, tr|A0A6I8N497|A0A6I8N497_ORNAN
OG0002512	sp|Q9JID9|SH2B2_MOUSE, sp|Q91ZM2|SH2B1_MOUSE	tr|A0A6I8NEG2|A0A6I8NEG2_ORNAN
OG0002513	tr|E9Q848|E9Q848_MOUSE	tr|F7G706|F7G706_ORNAN, tr|F6XIC2|F6XIC2_ORNAN
OG0002514	sp|O55070|DNSL3_MOUSE	tr|A0A6I8NVQ4|A0A6I8NVQ4_ORNAN, tr|F7D6Z8|F7D6Z8_ORNAN
OG0002515	sp|P63163|RSMN_MOUSE, sp|P27048|RSMB_MOUSE	tr|A0A6I8PK85|A0A6I8PK85_ORNAN
OG0002516	sp|P46662|MERL_MOUSE	tr|A0A6I8NMS0|A0A6I8NMS0_ORNAN, tr|F6W8H7|F6W8H7_ORNAN
OG0002517	sp|Q8C522|ENDD1_MOUSE	tr|K7E841|K7E841_ORNAN, tr|F6U935|F6U935_ORNAN
OG0002518	tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A6I8P112|A0A6I8P112_ORNAN, tr|A0A6I8P2C3|A0A6I8P2C3_ORNAN
OG0002519	sp|Q8CGS6|DPOLQ_MOUSE, sp|Q7TQ07|DPOLN_MOUSE	tr|A0A6I8P2U6|A0A6I8P2U6_ORNAN
OG0002520	sp|Q8C7R7|RFX6_MOUSE, sp|D3YU81|RFX8_MOUSE	tr|F7AVX5|F7AVX5_ORNAN
OG0002521	sp|Q09014|NCF1_MOUSE, sp|Q8VCM2|NOXO1_MOUSE	tr|A0A6I8NZD0|A0A6I8NZD0_ORNAN
OG0002522	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A6I8P151|A0A6I8P151_ORNAN, tr|W8CC72|W8CC72_ORNAN
OG0002523	sp|Q9D3R3|CEP72_MOUSE, sp|Q3V0M2|LRC36_MOUSE	tr|F7DY12|F7DY12_ORNAN
OG0002524	sp|Q68FE7|T151B_MOUSE, sp|Q6GQT5|T151A_MOUSE	tr|A0A6I8PKK0|A0A6I8PKK0_ORNAN
OG0002525	sp|Q9D9T0|DYDC1_MOUSE	tr|A0A6I8NVG0|A0A6I8NVG0_ORNAN, tr|F7ATQ9|F7ATQ9_ORNAN
OG0002526	sp|A3KG59|P20D2_MOUSE	tr|A0A6I8NQ92|A0A6I8NQ92_ORNAN, tr|A0A6I8NI59|A0A6I8NI59_ORNAN
OG0002527	sp|Q8K0H1|S47A1_MOUSE	tr|F6VZK0|F6VZK0_ORNAN, tr|A0A6I8NSB2|A0A6I8NSB2_ORNAN
OG0002528	sp|Q99J62|RFC4_MOUSE	tr|A0A6I8NE61|A0A6I8NE61_ORNAN, tr|A0A6I8NHZ2|A0A6I8NHZ2_ORNAN
OG0002529	sp|O08914|FAAH1_MOUSE	tr|A0A6I8NC88|A0A6I8NC88_ORNAN, tr|A0A6I8NYJ7|A0A6I8NYJ7_ORNAN
OG0002530	tr|A0A286YDN8|A0A286YDN8_MOUSE, sp|Q5SUE8|ANR40_MOUSE	tr|A0A6I8NUH6|A0A6I8NUH6_ORNAN
OG0002531	sp|Q60584|FBXW2_MOUSE	tr|A0A6I8N1B6|A0A6I8N1B6_ORNAN, tr|F7G5H1|F7G5H1_ORNAN
OG0002532	sp|Q8C4P0|K1958_MOUSE	tr|F6YWA1|F6YWA1_ORNAN, tr|A0A6I8NIZ8|A0A6I8NIZ8_ORNAN
OG0002533	sp|Q8R000|OSTA_MOUSE	tr|A0A6I8NMF9|A0A6I8NMF9_ORNAN, tr|A0A6I8P5D2|A0A6I8P5D2_ORNAN
OG0002534	sp|Q9D0W5|PPIL1_MOUSE	tr|A0A6I8NLW4|A0A6I8NLW4_ORNAN, tr|A0A6I8PCF1|A0A6I8PCF1_ORNAN
OG0002535	sp|P48298|CCL11_MOUSE	tr|F7B281|F7B281_ORNAN, tr|F7GC54|F7GC54_ORNAN
OG0002536	sp|Q3UHH2|S22AN_MOUSE	tr|A0A6I8P092|A0A6I8P092_ORNAN, tr|F7CKS1|F7CKS1_ORNAN
OG0002537	sp|Q9Z0Y2|PA21B_MOUSE	tr|A0A6I8NEW6|A0A6I8NEW6_ORNAN, tr|A0A6I8NIN9|A0A6I8NIN9_ORNAN
OG0002538	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|F7E158|F7E158_ORNAN, tr|A0A6I8N489|A0A6I8N489_ORNAN
OG0002539	sp|P62715|PP2AB_MOUSE	tr|A0A6I8P875|A0A6I8P875_ORNAN, tr|F7ED32|F7ED32_ORNAN
OG0002540	sp|Q9D9G3|CHIC2_MOUSE	tr|A0A6I8PII6|A0A6I8PII6_ORNAN, tr|A0A6I8N2A7|A0A6I8N2A7_ORNAN
OG0002541	sp|P50172|DHI1_MOUSE	tr|F7E4F5|F7E4F5_ORNAN, tr|A0A6I8NC16|A0A6I8NC16_ORNAN
OG0002542	sp|P52792|HXK4_MOUSE	tr|F7C816|F7C816_ORNAN, tr|A0A6I8NLH8|A0A6I8NLH8_ORNAN
OG0002543	sp|Q3TYS2|CYBC1_MOUSE	tr|A0A6I8PIE6|A0A6I8PIE6_ORNAN, tr|F7BFL9|F7BFL9_ORNAN
OG0002544	sp|Q62108|DLG4_MOUSE	tr|A0A6I8N7V9|A0A6I8N7V9_ORNAN, tr|A0A6I8PP92|A0A6I8PP92_ORNAN
OG0002545	sp|Q641K5|NUAK1_MOUSE	tr|F6RTJ5|F6RTJ5_ORNAN, tr|A0A6I8NPH4|A0A6I8NPH4_ORNAN
OG0002546	sp|Q3UHL1|CAMKV_MOUSE	tr|F7EC83|F7EC83_ORNAN, tr|A0A6I8P6Q3|A0A6I8P6Q3_ORNAN
OG0002547	sp|Q80VR3|ST1C1_MOUSE	tr|A0A6I8NSV1|A0A6I8NSV1_ORNAN, tr|A0A6I8MZ02|A0A6I8MZ02_ORNAN
OG0002548	sp|Q3US17|ZNF48_MOUSE	tr|A0A6I8P086|A0A6I8P086_ORNAN, tr|A0A6I8PAJ4|A0A6I8PAJ4_ORNAN
OG0002549	sp|Q9CYI4|LUC7L_MOUSE	tr|A0A6I8PCP7|A0A6I8PCP7_ORNAN, tr|A0A6I8MYA1|A0A6I8MYA1_ORNAN
OG0002550	sp|P48318|DCE1_MOUSE	tr|F6QCU0|F6QCU0_ORNAN, tr|F6UM23|F6UM23_ORNAN
OG0002551	sp|Q99MR3|S12A9_MOUSE	tr|A0A6I8PFG5|A0A6I8PFG5_ORNAN, tr|F6VR98|F6VR98_ORNAN
OG0002552	sp|Q8BUH7|RNF26_MOUSE, tr|E9PVG0|E9PVG0_MOUSE	tr|A0A6I8PKD6|A0A6I8PKD6_ORNAN
OG0002553	sp|Q9D6Y7|MSRA_MOUSE	tr|A0A6I8NY86|A0A6I8NY86_ORNAN, tr|F6WGE8|F6WGE8_ORNAN
OG0002554	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A6I8NPT1|A0A6I8NPT1_ORNAN, tr|F7FPM0|F7FPM0_ORNAN
OG0002555	sp|Q3UGF1|WDR19_MOUSE	tr|F6RML6|F6RML6_ORNAN, tr|A0A6I8N0J3|A0A6I8N0J3_ORNAN
OG0002556	sp|Q8BR63|F177A_MOUSE	tr|F6PG82|F6PG82_ORNAN, tr|F7BS11|F7BS11_ORNAN
OG0002557	sp|P84228|H32_MOUSE	tr|F7AQ86|F7AQ86_ORNAN, tr|F6QTF3|F6QTF3_ORNAN
OG0002558	sp|Q9DB52|PBIR1_MOUSE	tr|F7ATE0|F7ATE0_ORNAN, tr|F7ATU9|F7ATU9_ORNAN
OG0002559	tr|Q8C6G0|Q8C6G0_MOUSE	tr|F6T3K5|F6T3K5_ORNAN, tr|A0A6I8NZ89|A0A6I8NZ89_ORNAN
OG0002560	sp|Q9JII5|DAZP1_MOUSE	tr|A0A6I8P5F7|A0A6I8P5F7_ORNAN, tr|F7E9E0|F7E9E0_ORNAN
OG0002561	sp|P61407|TDRD6_MOUSE	tr|A0A6I8N027|A0A6I8N027_ORNAN, tr|F6XQ66|F6XQ66_ORNAN
OG0002562	sp|O88587|COMT_MOUSE	tr|A0A6I8NRR5|A0A6I8NRR5_ORNAN, tr|A0A6I8PED6|A0A6I8PED6_ORNAN
OG0002563	sp|P16675|PPGB_MOUSE	tr|F7FA08|F7FA08_ORNAN, tr|A0A6I8PD97|A0A6I8PD97_ORNAN
OG0002564	sp|P52787|IF_MOUSE	tr|A0A6I8N587|A0A6I8N587_ORNAN, tr|A0A6I8P7M7|A0A6I8P7M7_ORNAN
OG0002565	sp|P97351|RS3A_MOUSE	tr|F7CNK4|F7CNK4_ORNAN, tr|A0A6I8NIK0|A0A6I8NIK0_ORNAN
OG0002566	sp|Q5NCS9|MID49_MOUSE	tr|A0A6I8PGR2|A0A6I8PGR2_ORNAN, tr|F7FZ56|F7FZ56_ORNAN
OG0002567	tr|Q9CZ70|Q9CZ70_MOUSE, sp|Q8K2H1|PPHLN_MOUSE	tr|A0A6I8P015|A0A6I8P015_ORNAN
OG0002568	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A6I8NF61|A0A6I8NF61_ORNAN, tr|A0A6I8NMW5|A0A6I8NMW5_ORNAN
OG0002569	sp|Q9EQQ2|YIPF5_MOUSE	tr|F6W544|F6W544_ORNAN, tr|A0A6I8NH10|A0A6I8NH10_ORNAN
OG0002570	sp|Q3UDW8|HGNAT_MOUSE	tr|F6VGF0|F6VGF0_ORNAN, tr|K7EAW4|K7EAW4_ORNAN
OG0002571	sp|Q80XC3|US6NL_MOUSE	tr|A0A6I8PEF2|A0A6I8PEF2_ORNAN, tr|A0A6I8P7B6|A0A6I8P7B6_ORNAN
OG0002572	sp|Q8VHQ4|RB40C_MOUSE	tr|A0A6I8P3Z0|A0A6I8P3Z0_ORNAN, tr|A0A6I8NPH5|A0A6I8NPH5_ORNAN
OG0002573	sp|Q9JI75|NQO2_MOUSE	tr|A0A6I8PBK4|A0A6I8PBK4_ORNAN, tr|A0A6I8MYN5|A0A6I8MYN5_ORNAN
OG0002574	sp|Q8BH69|SPS1_MOUSE	tr|F6VC53|F6VC53_ORNAN, tr|A0A6I8N501|A0A6I8N501_ORNAN
OG0002575	sp|Q922G0|S2536_MOUSE	tr|A0A6I8NDZ6|A0A6I8NDZ6_ORNAN, tr|A0A6I8NXJ9|A0A6I8NXJ9_ORNAN
OG0002576	sp|P35700|PRDX1_MOUSE	tr|A0A6I8PJT9|A0A6I8PJT9_ORNAN, tr|F6R8L2|F6R8L2_ORNAN
OG0002577	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A6I8NP59|A0A6I8NP59_ORNAN, tr|A0A6I8P7G7|A0A6I8P7G7_ORNAN
OG0002578	sp|D2J0Y4|CJ090_MOUSE, sp|Q8K4E0|ALMS1_MOUSE	tr|A0A6I8P380|A0A6I8P380_ORNAN
OG0002579	sp|P53811|PIPNB_MOUSE	tr|A0A6I8NWV6|A0A6I8NWV6_ORNAN, tr|A0A6I8PBQ0|A0A6I8PBQ0_ORNAN
OG0002580	sp|Q8K1E3|DLK2_MOUSE	tr|A0A6I8PC71|A0A6I8PC71_ORNAN, tr|A0A6I8P5A0|A0A6I8P5A0_ORNAN
OG0002581	sp|P30276|CCNB2_MOUSE	tr|F6UR37|F6UR37_ORNAN, tr|F7DBI2|F7DBI2_ORNAN
OG0002582	sp|Q8VD31|TPSNR_MOUSE	tr|F7CPU1|F7CPU1_ORNAN, tr|A0A6I8PAP3|A0A6I8PAP3_ORNAN
OG0002583	sp|Q9QZQ8|H2AY_MOUSE	tr|F6W5L1|F6W5L1_ORNAN, tr|A0A6I8PIJ5|A0A6I8PIJ5_ORNAN
OG0002584	sp|Q8K4G1|LTBP4_MOUSE	tr|A0A6I8MYN4|A0A6I8MYN4_ORNAN, tr|A0A6I8NJE5|A0A6I8NJE5_ORNAN
OG0002585	sp|Q9WVG6|CARM1_MOUSE	tr|A0A6I8P5B5|A0A6I8P5B5_ORNAN, tr|A0A6I8PC72|A0A6I8PC72_ORNAN
OG0002586	sp|Q91XL2|LNX2_MOUSE	tr|A0A6I8N1Z5|A0A6I8N1Z5_ORNAN, tr|A0A6I8PBI2|A0A6I8PBI2_ORNAN
OG0002587	sp|Q99MT6|SUCR1_MOUSE	tr|F7FFN8|F7FFN8_ORNAN, tr|F7F4V0|F7F4V0_ORNAN
OG0002588	sp|P05208|CEL2A_MOUSE	tr|F7AK96|F7AK96_ORNAN, tr|F6R096|F6R096_ORNAN
OG0002589	tr|Q8BIN3|Q8BIN3_MOUSE	tr|F6U4V9|F6U4V9_ORNAN, tr|A0A6I8NFA6|A0A6I8NFA6_ORNAN
OG0002590	sp|Q9DCX2|ATP5H_MOUSE	tr|A0A6I8P5J5|A0A6I8P5J5_ORNAN, tr|A0A6I8NJC4|A0A6I8NJC4_ORNAN
OG0002591	sp|Q8BG48|ST17B_MOUSE	tr|A0A6I8P746|A0A6I8P746_ORNAN, tr|A0A6I8NIY8|A0A6I8NIY8_ORNAN
OG0002592	sp|P49443|PPM1A_MOUSE	tr|F6ZZ09|F6ZZ09_ORNAN, tr|A0A6I8PKL6|A0A6I8PKL6_ORNAN
OG0002593	sp|Q9QUT0|RHAG_MOUSE	tr|F6ZD64|F6ZD64_ORNAN, tr|F7FMC2|F7FMC2_ORNAN
OG0002594	sp|A2A591|KRA31_MOUSE	tr|A0A6I8PM27|A0A6I8PM27_ORNAN, tr|F7BUS0|F7BUS0_ORNAN
OG0002595	sp|O54824|IL16_MOUSE	tr|A0A6I8NL14|A0A6I8NL14_ORNAN, tr|A0A6I8N3Q1|A0A6I8N3Q1_ORNAN
OG0002596	sp|Q6H1V1|BEST3_MOUSE	tr|F7BVY7|F7BVY7_ORNAN, tr|A0A6I8NB55|A0A6I8NB55_ORNAN
OG0002597	sp|Q7TPD1|FBX11_MOUSE	tr|A0A6I8NFD0|A0A6I8NFD0_ORNAN, tr|F6ZSH2|F6ZSH2_ORNAN
OG0002598	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A6I8N591|A0A6I8N591_ORNAN, tr|A0A6I8NSG6|A0A6I8NSG6_ORNAN
OG0002599	sp|Q9D2X5|SCC4_MOUSE	tr|A0A6I8PEI6|A0A6I8PEI6_ORNAN, tr|F7FZT8|F7FZT8_ORNAN
OG0002600	tr|V9GWT9|V9GWT9_MOUSE	tr|F6UX89|F6UX89_ORNAN, tr|F6ZS76|F6ZS76_ORNAN
OG0002601	sp|P97295|NPY2R_MOUSE	tr|F7EXP3|F7EXP3_ORNAN, tr|F7CK40|F7CK40_ORNAN
OG0002602	sp|Q8CE08|PPAP_MOUSE	tr|A0A6I8NE87|A0A6I8NE87_ORNAN, tr|F6Y5Y5|F6Y5Y5_ORNAN
OG0002628	sp|A2ANU3|SYNG1_MOUSE	tr|F7AF88|F7AF88_ORNAN
OG0002629	sp|A2RRY8|SPAS1_MOUSE	tr|A0A6I8N0Y4|A0A6I8N0Y4_ORNAN
OG0002630	sp|B8JK39|ITA9_MOUSE	tr|F6YI42|F6YI42_ORNAN
OG0002631	sp|D3Z750|MRO2A_MOUSE	tr|A0A6I8NYU7|A0A6I8NYU7_ORNAN
OG0002632	sp|E9Q7P9|CDHR2_MOUSE	tr|A0A6I8NVX1|A0A6I8NVX1_ORNAN
OG0002633	sp|O35160|PITX3_MOUSE	tr|A0A6I8N3I3|A0A6I8N3I3_ORNAN
OG0002634	sp|O88942|NFAC1_MOUSE	tr|A0A6I8PFM4|A0A6I8PFM4_ORNAN
OG0002635	sp|P01027|CO3_MOUSE	tr|A0A6I8P9L8|A0A6I8P9L8_ORNAN
OG0002636	sp|P10833|RRAS_MOUSE	tr|A0A6I8PKJ7|A0A6I8PKJ7_ORNAN
OG0002637	sp|P12804|FGL2_MOUSE	tr|A0A6I8NWY6|A0A6I8NWY6_ORNAN
OG0002638	sp|P14148|RL7_MOUSE	tr|F7F0A3|F7F0A3_ORNAN
OG0002639	sp|P41160|LEP_MOUSE	tr|F6PLK2|F6PLK2_ORNAN
OG0002640	sp|P50404|SFTPD_MOUSE	tr|F6ZNY9|F6ZNY9_ORNAN
