Orthogroup	Mus_musculus	Monodelphis_domestica
OG0003816	sp|Q3USH1|INSY2_MOUSE	tr|H9H6J6|H9H6J6_MONDO
OG0003817	sp|Q8BR26|IFM10_MOUSE	tr|H9H7A9|H9H7A9_MONDO
OG0003818	sp|Q3UJK4|GTPB2_MOUSE	tr|A0A5F8G2W4|A0A5F8G2W4_MONDO
OG0003819	sp|Q9D9V3|ECHD1_MOUSE	tr|A0A5F8G3J6|A0A5F8G3J6_MONDO
OG0003820	sp|Q60865|CAPR1_MOUSE	tr|A0A5F8G6E4|A0A5F8G6E4_MONDO
OG0003821	sp|P97412|LYST_MOUSE	tr|A0A5F8GD26|A0A5F8GD26_MONDO
OG0003822	sp|Q9QYG0|NDRG2_MOUSE	tr|A0A5F8GJK8|A0A5F8GJK8_MONDO
OG0003823	sp|Q64368|DAZL_MOUSE	tr|A0A5F8GPT9|A0A5F8GPT9_MONDO
OG0003824	sp|O55038|CXL13_MOUSE	tr|A0A5F8GSS6|A0A5F8GSS6_MONDO
OG0003825	sp|Q9R0M3|SRPX_MOUSE	tr|A0A5F8GTQ0|A0A5F8GTQ0_MONDO
OG0003826	sp|Q9JMG1|EDF1_MOUSE	tr|A0A5F8GUL5|A0A5F8GUL5_MONDO
OG0003827	sp|Q9CUU3|SYCP2_MOUSE	tr|A0A5F8GXQ5|A0A5F8GXQ5_MONDO
OG0003828	sp|P58659|EVA1C_MOUSE	tr|A0A5F8H651|A0A5F8H651_MONDO
OG0003829	sp|P24063|ITAL_MOUSE	tr|A0A5F8H746|A0A5F8H746_MONDO
OG0003830	sp|Q9D8X1|CUTC_MOUSE	tr|A0A5F8H7I6|A0A5F8H7I6_MONDO
OG0003831	sp|B1AWL2|ZN462_MOUSE	tr|A0A5F8HAQ6|A0A5F8HAQ6_MONDO
OG0003832	sp|P49615|CDK5_MOUSE	tr|A0A5F8HD62|A0A5F8HD62_MONDO
OG0003833	sp|P70349|HINT1_MOUSE	tr|A0A5F8HFM3|A0A5F8HFM3_MONDO
OG0003834	sp|Q9R022|DJC12_MOUSE	tr|A0A5F8HFW4|A0A5F8HFW4_MONDO
OG0003835	sp|Q9ERN0|SCAM2_MOUSE	tr|A0A5F8HG64|A0A5F8HG64_MONDO
OG0003836	sp|Q80UZ2|SDA1_MOUSE	tr|A0A5F8HGM9|A0A5F8HGM9_MONDO
OG0003837	sp|P97497|SHBG_MOUSE	tr|A0A5F8HKY0|A0A5F8HKY0_MONDO
OG0003838	sp|Q99L04|DHRS1_MOUSE	tr|F6PKN0|F6PKN0_MONDO
OG0003839	sp|Q8CGD2|CRLD1_MOUSE	tr|F6PVR0|F6PVR0_MONDO
OG0003840	sp|Q9D417|FBX24_MOUSE	tr|F6R551|F6R551_MONDO
OG0003841	sp|O54905|B3GT2_MOUSE	tr|F6RD08|F6RD08_MONDO
OG0003842	tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|F6RP87|F6RP87_MONDO
OG0003843	sp|P04401|IL5_MOUSE	tr|F6RSB1|F6RSB1_MONDO
OG0003844	sp|Q01338|ADA2A_MOUSE	tr|F6S9H8|F6S9H8_MONDO
OG0003845	sp|Q9JIF3|GTR8_MOUSE	tr|F6SU86|F6SU86_MONDO
OG0003846	sp|Q3TYD4|ARSG_MOUSE	tr|F6SVG1|F6SVG1_MONDO
OG0003847	sp|Q8CGF5|TLCD4_MOUSE	tr|F6TDT4|F6TDT4_MONDO
OG0003848	sp|Q64163|TFDP2_MOUSE	tr|F6U0I3|F6U0I3_MONDO
OG0003849	sp|Q8BVN7|S2541_MOUSE	tr|F6VJ46|F6VJ46_MONDO
OG0003850	sp|Q4FJU9|TMM40_MOUSE	tr|F6VJ55|F6VJ55_MONDO
OG0003851	sp|Q8CCH2|NHLC3_MOUSE	tr|F6W632|F6W632_MONDO
OG0003852	sp|P04444|HBBZ_MOUSE	tr|F6WII6|F6WII6_MONDO
OG0003853	sp|P41139|ID4_MOUSE	tr|F6WJF0|F6WJF0_MONDO
OG0003854	sp|Q8BVN3|CTSR4_MOUSE	tr|F6X307|F6X307_MONDO
OG0003855	sp|P05202|AATM_MOUSE	tr|F6XJK0|F6XJK0_MONDO
OG0003856	sp|Q9WV18|GABR1_MOUSE	tr|F6YV00|F6YV00_MONDO
OG0003857	sp|Q9QUK0|CDKL2_MOUSE	tr|F6ZIW9|F6ZIW9_MONDO
OG0003858	tr|E9Q492|E9Q492_MOUSE	tr|F6ZNL0|F6ZNL0_MONDO
OG0003859	sp|Q6PAL1|DRAXI_MOUSE	tr|F7A1L5|F7A1L5_MONDO
OG0003860	sp|Q8VDI9|ALG9_MOUSE	tr|F7A5E1|F7A5E1_MONDO
OG0003861	sp|P42582|NKX25_MOUSE	tr|F7BSL0|F7BSL0_MONDO
OG0003862	sp|Q99N28|CADM3_MOUSE	tr|F7BU41|F7BU41_MONDO
OG0003863	sp|Q921X6|RPC6_MOUSE	tr|F7CFH9|F7CFH9_MONDO
OG0003864	sp|P97454|SMAD5_MOUSE	tr|F7CFQ6|F7CFQ6_MONDO
OG0003865	sp|Q6PFE7|TEFF1_MOUSE	tr|F7CTI6|F7CTI6_MONDO
OG0003866	sp|Q99J55|IER5L_MOUSE	tr|F7CX31|F7CX31_MONDO
OG0003867	sp|O54992|MAPK5_MOUSE	tr|F7CYS5|F7CYS5_MONDO
OG0003868	sp|Q63961|EGLN_MOUSE	tr|F7CZ80|F7CZ80_MONDO
OG0003869	sp|Q9CQB2|MCRI2_MOUSE	tr|F7D1U8|F7D1U8_MONDO
OG0003870	sp|O35679|ISK4_MOUSE	tr|F7D6E1|F7D6E1_MONDO
OG0003871	sp|Q9DBB5|IF4E3_MOUSE	tr|F7D857|F7D857_MONDO
OG0003872	sp|Q9DBM0|ABCG8_MOUSE	tr|F7EEI8|F7EEI8_MONDO
OG0003873	sp|Q497L8|S22AG_MOUSE	tr|F7EKA1|F7EKA1_MONDO
OG0003874	sp|Q9JHX6|ALLC_MOUSE	tr|F7ERQ3|F7ERQ3_MONDO
OG0003875	sp|Q8C561|LMBD2_MOUSE	tr|F7FJY9|F7FJY9_MONDO
OG0003876	sp|Q8VCN9|TBCC_MOUSE	tr|F7FP07|F7FP07_MONDO
OG0003877	sp|Q9ERS5|PKHA2_MOUSE	tr|F7G8H7|F7G8H7_MONDO
OG0003878	sp|Q8VCZ7|ZBT7C_MOUSE	tr|F7GKW2|F7GKW2_MONDO
OG0003879	sp|Q8VC31|CCDC9_MOUSE	tr|F7GL59|F7GL59_MONDO
OG0003880	sp|Q6ZPG2|WDR90_MOUSE	tr|A0A5F8G5L0|A0A5F8G5L0_MONDO
OG0003881	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|A0A5F8G9E3|A0A5F8G9E3_MONDO
OG0003882	tr|Q8BHX0|Q8BHX0_MOUSE	tr|A0A5F8GAP4|A0A5F8GAP4_MONDO
OG0003883	sp|Q99JS0|NCMAP_MOUSE	tr|A0A5F8GCP2|A0A5F8GCP2_MONDO
OG0003884	sp|O88199|CHST3_MOUSE	tr|A0A5F8GDA2|A0A5F8GDA2_MONDO
OG0003885	sp|Q0VBF2|TM52B_MOUSE	tr|A0A5F8GED3|A0A5F8GED3_MONDO
OG0003886	sp|Q99MY8|ASH1L_MOUSE	tr|A0A5F8GHB7|A0A5F8GHB7_MONDO
OG0003887	sp|Q9ET54|PALLD_MOUSE	tr|A0A5F8GHJ3|A0A5F8GHJ3_MONDO
OG0003888	sp|Q9D244|RNAS6_MOUSE	tr|A0A5F8GQE1|A0A5F8GQE1_MONDO
OG0003889	sp|O35427|RPC9_MOUSE	tr|A0A5F8GXN9|A0A5F8GXN9_MONDO
OG0003890	sp|Q8BGD6|S38A9_MOUSE	tr|A0A5F8H496|A0A5F8H496_MONDO
OG0003891	sp|P53564|CUX1_MOUSE	tr|A0A5F8H7B5|A0A5F8H7B5_MONDO
OG0003892	sp|P35456|UPAR_MOUSE	tr|A0A5F8H8H4|A0A5F8H8H4_MONDO
OG0003893	sp|Q8BMJ3|IF1AX_MOUSE	tr|A0A5F8H987|A0A5F8H987_MONDO
OG0003894	sp|Q5U4C3|SFR19_MOUSE	tr|A0A5F8HC35|A0A5F8HC35_MONDO
OG0003895	sp|Q6P8J2|SAT2_MOUSE	tr|A0A5F8HD22|A0A5F8HD22_MONDO
OG0003896	sp|Q80WB0|FND11_MOUSE	tr|A0A5F8HEP9|A0A5F8HEP9_MONDO
OG0003897	sp|Q8C3W1|CA198_MOUSE	tr|A0A5F8HHU8|A0A5F8HHU8_MONDO
OG0003898	sp|Q3U6K5|SPAT6_MOUSE	tr|A0A5F8HI20|A0A5F8HI20_MONDO
OG0003899	sp|Q8BGI5|PEX26_MOUSE	tr|A0A5F8HIZ9|A0A5F8HIZ9_MONDO
OG0003900	sp|Q8C353|TM252_MOUSE	tr|F6PIX2|F6PIX2_MONDO
OG0003901	sp|Q80U59|K0232_MOUSE	tr|F6PNF9|F6PNF9_MONDO
OG0003902	sp|P32972|TNFL8_MOUSE	tr|F6QMZ0|F6QMZ0_MONDO
OG0003903	sp|Q8VI59|PCX3_MOUSE	tr|F6RDT4|F6RDT4_MONDO
OG0003904	sp|Q4QQM4|P5I11_MOUSE	tr|F6RQR2|F6RQR2_MONDO
OG0003905	sp|Q6PGE4|ZF316_MOUSE	tr|F6S429|F6S429_MONDO
OG0003906	sp|Q9D958|SPCS1_MOUSE	tr|F6SRE0|F6SRE0_MONDO
OG0003907	sp|P34960|MMP12_MOUSE	tr|F6SSU7|F6SSU7_MONDO
OG0003908	sp|Q9R045|ANGL2_MOUSE	tr|F6TA67|F6TA67_MONDO
OG0003909	sp|P06728|APOA4_MOUSE	tr|F6TDB8|F6TDB8_MONDO
OG0003910	sp|P52825|CPT2_MOUSE	tr|F6UAM7|F6UAM7_MONDO
OG0003911	sp|Q9JKV7|EXTL1_MOUSE	tr|F6UQF2|F6UQF2_MONDO
OG0003912	sp|Q3UH06|RREB1_MOUSE	tr|F6VCC6|F6VCC6_MONDO
OG0003913	sp|P97464|EXT1_MOUSE	tr|F6VVP6|F6VVP6_MONDO
OG0003914	sp|Q03358|MSX2_MOUSE	tr|F6WWM9|F6WWM9_MONDO
OG0003915	sp|Q9JJ89|CCD86_MOUSE	tr|F6WXD0|F6WXD0_MONDO
OG0003916	sp|Q9DBT9|M2GD_MOUSE	tr|F6X4T1|F6X4T1_MONDO
OG0003917	sp|Q3SXC5|ARL14_MOUSE	tr|F6XV63|F6XV63_MONDO
OG0003918	sp|Q8C7H1|MMAA_MOUSE	tr|F6Y622|F6Y622_MONDO
OG0003919	sp|Q9QX47|SON_MOUSE	tr|F6YM38|F6YM38_MONDO
OG0003920	sp|P49003|BMP5_MOUSE	tr|F7AD87|F7AD87_MONDO
OG0003921	sp|Q80XR2|AT2C1_MOUSE	tr|F7B938|F7B938_MONDO
OG0003922	sp|Q8R079|BFAR_MOUSE	tr|F7BGA2|F7BGA2_MONDO
OG0003923	sp|Q8C878|UBA3_MOUSE	tr|F7BMV0|F7BMV0_MONDO
OG0003924	sp|Q8BZF2|NIPA4_MOUSE	tr|F7BV18|F7BV18_MONDO
OG0003925	sp|P08121|CO3A1_MOUSE	tr|F7BZC1|F7BZC1_MONDO
OG0003926	sp|Q68FF0|SANBR_MOUSE	tr|F7CWL7|F7CWL7_MONDO
OG0003927	sp|P53566|CEBPA_MOUSE	tr|F7CYK0|F7CYK0_MONDO
OG0003928	tr|F8VQ18|F8VQ18_MOUSE	tr|F7DAM5|F7DAM5_MONDO
OG0003929	sp|O88653|LTOR3_MOUSE	tr|F7DKI1|F7DKI1_MONDO
OG0003930	sp|Q9D1B9|RM28_MOUSE	tr|F7E6R6|F7E6R6_MONDO
OG0003931	sp|Q80XU8|LRFN4_MOUSE	tr|F7ETA6|F7ETA6_MONDO
OG0003932	sp|O70422|TF2H4_MOUSE	tr|F7F0D8|F7F0D8_MONDO
OG0003933	sp|Q3UZD7|GAR1B_MOUSE	tr|F7F3E3|F7F3E3_MONDO
OG0003934	sp|Q78WZ7|RPA43_MOUSE	tr|F7F5A4|F7F5A4_MONDO
OG0003935	sp|O35316|SC6A6_MOUSE	tr|F7FQV7|F7FQV7_MONDO
OG0003936	sp|Q504M8|RAB26_MOUSE	tr|F7FRV0|F7FRV0_MONDO
OG0003937	sp|Q6NXM2|RCBT1_MOUSE	tr|F7FW94|F7FW94_MONDO
OG0003938	sp|Q921M3|SF3B3_MOUSE	tr|F7GC63|F7GC63_MONDO
OG0003939	sp|Q9D3W1|RSP14_MOUSE	tr|K7E013|K7E013_MONDO
OG0003941	sp|P0C7N9|PSMG4_MOUSE	tr|A0A5F8G676|A0A5F8G676_MONDO
OG0003944	sp|Q9D8L0|CK052_MOUSE	tr|A0A5F8G9Y6|A0A5F8G9Y6_MONDO
OG0003945	sp|Q17ST2|KCNA7_MOUSE	tr|A0A5F8GB06|A0A5F8GB06_MONDO
OG0003946	sp|Q99J21|MCLN1_MOUSE	tr|A0A5F8GB17|A0A5F8GB17_MONDO
OG0003947	sp|Q61469|PLPP1_MOUSE	tr|A0A5F8GBD0|A0A5F8GBD0_MONDO
OG0003948	sp|B2RW38|CFA58_MOUSE	tr|A0A5F8GG46|A0A5F8GG46_MONDO
OG0003949	sp|P49660|SSR4_MOUSE	tr|A0A5F8GJ61|A0A5F8GJ61_MONDO
OG0003950	sp|Q99NE5|RIMS1_MOUSE	tr|A0A5F8GQ63|A0A5F8GQ63_MONDO
OG0003951	tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A5F8GSK8|A0A5F8GSK8_MONDO
OG0003952	sp|Q0VE82|CPNE7_MOUSE	tr|A0A5F8GV78|A0A5F8GV78_MONDO
OG0003953	sp|Q9QY93|DCTP1_MOUSE	tr|A0A5F8GWN4|A0A5F8GWN4_MONDO
OG0003954	sp|Q9JKK8|ATR_MOUSE	tr|A0A5F8GXZ6|A0A5F8GXZ6_MONDO
OG0003955	sp|Q9D8Z1|ASCC1_MOUSE	tr|A0A5F8GYB5|A0A5F8GYB5_MONDO
OG0003956	sp|Q9R0A5|NEK3_MOUSE	tr|A0A5F8H104|A0A5F8H104_MONDO
OG0003957	sp|P54130|FGF9_MOUSE	tr|A0A5F8H4Y2|A0A5F8H4Y2_MONDO
OG0003958	sp|Q8R0Y8|S2542_MOUSE	tr|A0A5F8H8Y5|A0A5F8H8Y5_MONDO
OG0003959	sp|Q8BI73|ZN775_MOUSE	tr|A0A5F8H9Z0|A0A5F8H9Z0_MONDO
OG0003960	sp|A6H6Q4|TKTI1_MOUSE	tr|A0A5F8HAE1|A0A5F8HAE1_MONDO
OG0003961	sp|Q61790|LAG3_MOUSE	tr|A0A5F8HFG9|A0A5F8HFG9_MONDO
OG0003963	sp|Q3TVP5|OTULL_MOUSE	tr|F6PMI0|F6PMI0_MONDO
OG0003964	sp|P32304|5HT7R_MOUSE	tr|F6PWX1|F6PWX1_MONDO
OG0003965	sp|Q07417|ACADS_MOUSE	tr|F6Q3F7|F6Q3F7_MONDO
OG0003966	sp|P63276|RS17_MOUSE	tr|F6QXP9|F6QXP9_MONDO
OG0003967	sp|D3YY91|LLR1_MOUSE	tr|F6SP71|F6SP71_MONDO
OG0003968	tr|D3YZB0|D3YZB0_MOUSE	tr|F6SVS0|F6SVS0_MONDO
OG0003969	sp|O55026|ENTP2_MOUSE	tr|F6TJZ5|F6TJZ5_MONDO
OG0003970	sp|Q8R4V4|CBPZ_MOUSE	tr|F6TZK5|F6TZK5_MONDO
OG0003971	sp|O35372|CNIH1_MOUSE	tr|F6U0D6|F6U0D6_MONDO
OG0003972	sp|Q61670|HLX_MOUSE	tr|F6U7F3|F6U7F3_MONDO
OG0003973	sp|E9PVA8|GCN1_MOUSE	tr|F6V3U1|F6V3U1_MONDO
OG0003974	sp|Q8R3P6|INT14_MOUSE	tr|F6VTV0|F6VTV0_MONDO
OG0003975	sp|Q6NVG1|LPCT4_MOUSE	tr|F6WZ01|F6WZ01_MONDO
OG0003976	sp|Q9JM14|NT5C_MOUSE	tr|F6XAJ9|F6XAJ9_MONDO
OG0003977	sp|Q8BQS5|PAQR2_MOUSE	tr|F6XUY9|F6XUY9_MONDO
OG0003978	sp|Q8BZI0|AF1L1_MOUSE	tr|F6XZ22|F6XZ22_MONDO
OG0003979	sp|Q9R020|ZRAB2_MOUSE	tr|F6Y669|F6Y669_MONDO
OG0003980	sp|Q99JF5|MVD1_MOUSE	tr|F6Y9W8|F6Y9W8_MONDO
OG0003981	sp|Q9CXK8|NIP7_MOUSE	tr|F6YGD8|F6YGD8_MONDO
OG0003982	sp|Q9QYI4|DJB12_MOUSE	tr|F6YTG5|F6YTG5_MONDO
OG0003983	sp|Q8R100|CAHM5_MOUSE	tr|F6Z8U2|F6Z8U2_MONDO
OG0003984	sp|Q8VDT1|SC5A9_MOUSE	tr|F6ZA76|F6ZA76_MONDO
OG0003985	sp|Q07643|CO9A2_MOUSE	tr|F6ZT98|F6ZT98_MONDO
OG0003986	sp|Q6PAL0|BEND3_MOUSE	tr|F7AJX5|F7AJX5_MONDO
OG0003987	sp|Q6P1H6|ANKL2_MOUSE	tr|F7BA30|F7BA30_MONDO
OG0003988	sp|P35374|AGTR2_MOUSE	tr|F7C222|F7C222_MONDO
OG0003989	sp|Q8CHR9|PIHD2_MOUSE	tr|F7C283|F7C283_MONDO
OG0003990	tr|E9Q544|E9Q544_MOUSE	tr|F7DPV6|F7DPV6_MONDO
OG0003992	sp|Q505D7|OPA3_MOUSE	tr|F7DZP8|F7DZP8_MONDO
OG0003993	sp|Q8C7B8|ZSWM4_MOUSE	tr|F7EGX5|F7EGX5_MONDO
OG0003994	sp|Q68EF8|RPGFL_MOUSE	tr|F7EXN1|F7EXN1_MONDO
OG0003995	sp|P59764|DOCK4_MOUSE	tr|F7FCW8|F7FCW8_MONDO
OG0003996	tr|D3YYY8|D3YYY8_MOUSE	tr|F7FDV3|F7FDV3_MONDO
OG0003997	sp|Q9DCB8|ISCA2_MOUSE	tr|F7FEC7|F7FEC7_MONDO
OG0003998	sp|Q149G0|CB068_MOUSE	tr|F7FEW2|F7FEW2_MONDO
OG0003999	sp|Q923Z0|GPC5B_MOUSE	tr|F7G4J2|F7G4J2_MONDO
OG0004000	sp|Q8BPS4|GP180_MOUSE	tr|F7GAZ5|F7GAZ5_MONDO
OG0004001	sp|Q921S7|RM37_MOUSE	tr|H9H804|H9H804_MONDO
OG0004002	sp|Q7TNS7|ASIC4_MOUSE	tr|K7DZ69|K7DZ69_MONDO
OG0004003	sp|O35347|DGCR6_MOUSE	tr|K7E0E6|K7E0E6_MONDO
OG0004004	sp|Q9D7F2|LPD6B_MOUSE	tr|A0A5F8G6R2|A0A5F8G6R2_MONDO
OG0004005	sp|P17553|WNT3_MOUSE	tr|A0A5F8G706|A0A5F8G706_MONDO
OG0004006	sp|Q6IRT3|PARI_MOUSE	tr|A0A5F8G9K5|A0A5F8G9K5_MONDO
OG0004007	sp|Q99KU6|CF089_MOUSE	tr|A0A5F8GHL3|A0A5F8GHL3_MONDO
OG0004008	sp|Q8BW00|PTH_MOUSE	tr|A0A5F8GI65|A0A5F8GI65_MONDO
OG0004009	sp|A2AGA4|RHBL2_MOUSE	tr|A0A5F8GK43|A0A5F8GK43_MONDO
OG0004011	sp|Q9CXY9|GPI8_MOUSE	tr|A0A5F8GM00|A0A5F8GM00_MONDO
OG0004012	sp|Q66JZ4|TCAIM_MOUSE	tr|A0A5F8GNG2|A0A5F8GNG2_MONDO
OG0004013	sp|Q9DA77|TEX29_MOUSE	tr|A0A5F8GNJ6|A0A5F8GNJ6_MONDO
OG0004014	sp|P21658|FGF6_MOUSE	tr|A0A5F8GPQ2|A0A5F8GPQ2_MONDO
OG0004015	sp|Q9JJV1|CRBA2_MOUSE	tr|A0A5F8GV73|A0A5F8GV73_MONDO
OG0004016	sp|Q9QZN0|FBX15_MOUSE	tr|A0A5F8GW22|A0A5F8GW22_MONDO
OG0004017	sp|Q5SWZ9|PLD6_MOUSE	tr|A0A5F8GWF4|A0A5F8GWF4_MONDO
OG0004018	sp|O88668|CREG1_MOUSE	tr|A0A5F8GWS0|A0A5F8GWS0_MONDO
OG0004019	sp|Q9R1N9|CODA1_MOUSE	tr|A0A5F8GX50|A0A5F8GX50_MONDO
OG0004020	sp|Q8CAK1|CAF17_MOUSE	tr|A0A5F8H4I0|A0A5F8H4I0_MONDO
OG0004021	sp|Q99ME6|AT1B4_MOUSE	tr|A0A5F8H5E6|A0A5F8H5E6_MONDO
OG0004022	sp|Q61827|MAFK_MOUSE	tr|A0A5F8H5V5|A0A5F8H5V5_MONDO
OG0004023	sp|O35448|PPT2_MOUSE	tr|A0A5F8H9D6|A0A5F8H9D6_MONDO
OG0004024	sp|Q91ZV0|MIA2_MOUSE	tr|A0A5F8HCP1|A0A5F8HCP1_MONDO
OG0004025	sp|Q6ZQE4|NEMP1_MOUSE	tr|A0A5F8HES3|A0A5F8HES3_MONDO
OG0004026	sp|Q9ESU6|BRD4_MOUSE	tr|A0A5F8HFM1|A0A5F8HFM1_MONDO
OG0004027	sp|P48441|IDUA_MOUSE	tr|A0A5F8HKV6|A0A5F8HKV6_MONDO
OG0004028	sp|O09173|HGD_MOUSE	tr|F6PGC2|F6PGC2_MONDO
OG0004029	sp|Q3I5G5|FOXI2_MOUSE	tr|F6PTV4|F6PTV4_MONDO
OG0004030	sp|Q8R3Q6|MIX23_MOUSE	tr|F6PW38|F6PW38_MONDO
OG0004031	sp|Q91WF3|ADCY4_MOUSE	tr|F6Q165|F6Q165_MONDO
OG0004032	sp|Q80V86|INT8_MOUSE	tr|F6Q8M0|F6Q8M0_MONDO
OG0004033	sp|O70372|TERT_MOUSE	tr|F6QHP1|F6QHP1_MONDO
OG0004034	sp|Q78XR0|TPC6A_MOUSE	tr|F6R0S8|F6R0S8_MONDO
OG0004035	sp|O88602|CCG2_MOUSE	tr|F6RBL0|F6RBL0_MONDO
OG0004036	sp|Q497V5|SRBD1_MOUSE	tr|F6S9A6|F6S9A6_MONDO
OG0004037	sp|Q9QZ08|NAGK_MOUSE	tr|F6SQY9|F6SQY9_MONDO
OG0004038	sp|Q71FD5|ZNRF2_MOUSE	tr|F6T6N6|F6T6N6_MONDO
OG0004039	sp|Q80VU4|NTF4_MOUSE	tr|F6TVT6|F6TVT6_MONDO
OG0004040	sp|Q9D172|GAL3A_MOUSE	tr|F6UJ27|F6UJ27_MONDO
OG0004041	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|F6UZH1|F6UZH1_MONDO
OG0004042	sp|Q62521|ZIC3_MOUSE	tr|F6V8L0|F6V8L0_MONDO
OG0004043	sp|Q9ERZ3|ACM3_MOUSE	tr|F6XBA3|F6XBA3_MONDO
OG0004044	sp|Q9CQC8|SPG21_MOUSE	tr|F6YT13|F6YT13_MONDO
OG0004045	sp|Q8BH35|CO8B_MOUSE	tr|F6YTA8|F6YTA8_MONDO
OG0004046	sp|O89106|FHIT_MOUSE	tr|F6Z8J6|F6Z8J6_MONDO
OG0004047	sp|Q3THK7|GUAA_MOUSE	tr|F6ZS89|F6ZS89_MONDO
OG0004048	sp|Q3UPR0|SHSA3_MOUSE	tr|F7A177|F7A177_MONDO
OG0004049	sp|Q99JR8|SMRD2_MOUSE	tr|F7A4E9|F7A4E9_MONDO
OG0004050	sp|Q9CQ48|NUDC2_MOUSE	tr|F7AYM4|F7AYM4_MONDO
OG0004051	tr|I6L890|I6L890_MOUSE	tr|F7BTN7|F7BTN7_MONDO
OG0004052	sp|Q6P9R4|ARHGI_MOUSE	tr|F7CZN8|F7CZN8_MONDO
OG0004053	sp|P62996|TRA2B_MOUSE	tr|F7DUM8|F7DUM8_MONDO
OG0004054	sp|Q8BHF7|PGPS1_MOUSE	tr|F7EAP9|F7EAP9_MONDO
OG0004055	sp|Q9JIS3|SMCO4_MOUSE	tr|F7EHW8|F7EHW8_MONDO
OG0004056	sp|O88508|DNM3A_MOUSE	tr|F7F0E6|F7F0E6_MONDO
OG0004057	sp|Q80X85|RT07_MOUSE	tr|F7FCF7|F7FCF7_MONDO
OG0004058	sp|Q68FF7|SLAI1_MOUSE	tr|F7FHX9|F7FHX9_MONDO
OG0004059	sp|Q8C0T0|XKR8_MOUSE	tr|F7FWH7|F7FWH7_MONDO
OG0004060	sp|Q64429|CP1B1_MOUSE	tr|F7G461|F7G461_MONDO
OG0004061	sp|O08585|CLCA_MOUSE	tr|F7G4M4|F7G4M4_MONDO
OG0004062	sp|P30545|ADA2B_MOUSE	tr|F7G5U3|F7G5U3_MONDO
OG0004063	sp|Q6S5L9|SHC4_MOUSE	tr|F7GFD9|F7GFD9_MONDO
OG0004064	sp|Q8BQU3|SDHF3_MOUSE	tr|H9H6V4|H9H6V4_MONDO
OG0004065	sp|Q9D9N8|PADC1_MOUSE	tr|H9H706|H9H706_MONDO
OG0004066	sp|Q80XP9|WNK3_MOUSE	tr|H9H7Q7|H9H7Q7_MONDO
OG0004067	sp|B9EJI9|T229A_MOUSE	tr|K7E6C6|K7E6C6_MONDO
OG0004068	sp|P33622|APOC3_MOUSE	tr|A0A5F8G221|A0A5F8G221_MONDO
OG0004069	sp|Q6PHN1|CCD57_MOUSE	tr|A0A5F8G3Q2|A0A5F8G3Q2_MONDO
OG0004070	sp|Q80WW9|DDRGK_MOUSE	tr|A0A5F8G8I2|A0A5F8G8I2_MONDO
OG0004071	sp|P33146|CAD15_MOUSE	tr|A0A5F8G953|A0A5F8G953_MONDO
OG0004072	sp|P24788|CD11B_MOUSE	tr|A0A5F8GCI9|A0A5F8GCI9_MONDO
OG0004073	sp|Q91ZV3|DCBD2_MOUSE	tr|A0A5F8GCL4|A0A5F8GCL4_MONDO
OG0004074	sp|Q5SPX3|RN215_MOUSE	tr|A0A5F8GHK6|A0A5F8GHK6_MONDO
OG0004075	sp|Q9WTQ5|AKA12_MOUSE	tr|A0A5F8GQS1|A0A5F8GQS1_MONDO
OG0004076	sp|Q9D9Q0|LRC69_MOUSE	tr|A0A5F8GRB1|A0A5F8GRB1_MONDO
OG0004077	sp|P52955|LBX1_MOUSE	tr|A0A5F8GSD2|A0A5F8GSD2_MONDO
OG0004078	sp|Q9R0H2|MUCEN_MOUSE	tr|A0A5F8GUL8|A0A5F8GUL8_MONDO
OG0004079	sp|O70274|TP4A2_MOUSE	tr|A0A5F8H5L6|A0A5F8H5L6_MONDO
OG0004080	sp|P70274|SEPP1_MOUSE	tr|A0A5F8HBX3|A0A5F8HBX3_MONDO
OG0004081	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A5F8HFH6|A0A5F8HFH6_MONDO
OG0004082	sp|A2AQ25|SKT_MOUSE	tr|A0A5F8HHA6|A0A5F8HHA6_MONDO
OG0004083	sp|Q64387|PNOC_MOUSE	tr|F6PGA1|F6PGA1_MONDO
OG0004084	sp|Q8C5G2|VASH2_MOUSE	tr|F6PII5|F6PII5_MONDO
OG0004085	sp|Q9R000|ITBP2_MOUSE	tr|F6R6I4|F6R6I4_MONDO
OG0004086	sp|Q99PE9|ARL4D_MOUSE	tr|F6S4U6|F6S4U6_MONDO
OG0004087	sp|P70315|WASP_MOUSE	tr|F6SA08|F6SA08_MONDO
OG0004088	sp|Q9JIQ8|TMPS2_MOUSE	tr|F6SNU6|F6SNU6_MONDO
OG0004089	sp|Q9WU62|INCE_MOUSE	tr|F6T654|F6T654_MONDO
OG0004090	sp|Q8C669|PELI1_MOUSE	tr|F6TZ95|F6TZ95_MONDO
OG0004091	sp|Q9D7I0|SHSA5_MOUSE	tr|F6U4V0|F6U4V0_MONDO
OG0004092	sp|Q8BFQ4|WDR82_MOUSE	tr|F6UGV7|F6UGV7_MONDO
