Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0000640	tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE	tr|A0A8C2WEV1|A0A8C2WEV1_CHILA, tr|A0A8C2WAY8|A0A8C2WAY8_CHILA
OG0000641	sp|Q99MX1|UBP26_MOUSE	tr|A0A8C2W5Z1|A0A8C2W5Z1_CHILA
OG0000641	sp|Q9ES63|UBP29_MOUSE, sp|Q8C0R0|UBP37_MOUSE	tr|A0A8C2V6X5|A0A8C2V6X5_CHILA
OG0000642	sp|P97353|SEC1_MOUSE	tr|A0A8C2V2Q0|A0A8C2V2Q0_CHILA
OG0000642	sp|Q9JL27|FUT2_MOUSE, sp|O09160|FUT1_MOUSE	tr|A0A8C2VEK6|A0A8C2VEK6_CHILA
OG0000643	sp|P48024|EIF1_MOUSE	tr|A0A8C2W9F0|A0A8C2W9F0_CHILA
OG0000643	sp|Q9CXU9|EIF1B_MOUSE	tr|A0A8C2W8E4|A0A8C2W8E4_CHILA, tr|A0A8C2YTV4|A0A8C2YTV4_CHILA
OG0000644	sp|P45376|ALDR_MOUSE	tr|A0A8C2UJT5|A0A8C2UJT5_CHILA, tr|A0A8C2UUN2|A0A8C2UUN2_CHILA, tr|A0A8C2UL51|A0A8C2UL51_CHILA, tr|A0A8C2VUT9|A0A8C2VUT9_CHILA
OG0000645	sp|P97872|FMO5_MOUSE	tr|A0A8C2UK51|A0A8C2UK51_CHILA
OG0000645	tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE	tr|A0A8C2V904|A0A8C2V904_CHILA
OG0000646	sp|P62900|RL31_MOUSE	tr|A0A8C2UIB0|A0A8C2UIB0_CHILA, tr|A0A8C2VUT3|A0A8C2VUT3_CHILA, tr|A0A8C2VSZ2|A0A8C2VSZ2_CHILA, tr|A0A8C2V4A1|A0A8C2V4A1_CHILA
OG0000647	tr|A2ASU6|A2ASU6_MOUSE, tr|L7MTT3|L7MTT3_MOUSE	tr|A0A8C2W656|A0A8C2W656_CHILA, tr|A0A8C2W7I6|A0A8C2W7I6_CHILA, tr|A0A8C2W5F9|A0A8C2W5F9_CHILA
OG0000648	sp|Q8CF93|GLT13_MOUSE	tr|A0A8C2YKS5|A0A8C2YKS5_CHILA
OG0000648	sp|O08912|GALT1_MOUSE	tr|A0A8C2YMK2|A0A8C2YMK2_CHILA, tr|A0A8C2VUU2|A0A8C2VUU2_CHILA
OG0000649	sp|O54946|DNJB6_MOUSE	tr|A0A8C2UKZ0|A0A8C2UKZ0_CHILA
OG0000649	sp|O35723|DNJB3_MOUSE	tr|A0A8C2UMU1|A0A8C2UMU1_CHILA, tr|A0A8C2VXM6|A0A8C2VXM6_CHILA
OG0000650	sp|Q61820|RANT_MOUSE	tr|A0A8C2W5C6|A0A8C2W5C6_CHILA
OG0000650	sp|P62827|RAN_MOUSE, tr|Q14AA6|Q14AA6_MOUSE	tr|A0A8C2YQX6|A0A8C2YQX6_CHILA
OG0000651	sp|Q8BYK4|RDH12_MOUSE	tr|A0A8C2YK40|A0A8C2YK40_CHILA
OG0000651	sp|Q8VBZ0|DHRSX_MOUSE, sp|Q9QYF1|RDH11_MOUSE	tr|A0A8C2UXA1|A0A8C2UXA1_CHILA
OG0000652	sp|Q76MZ3|2AAA_MOUSE	tr|A0A8C2YJ41|A0A8C2YJ41_CHILA
OG0000652	sp|Q7TNP2|2AAB_MOUSE	tr|A0A8C2UH62|A0A8C2UH62_CHILA, tr|A0A8C2W3H2|A0A8C2W3H2_CHILA
OG0000653	sp|J3QMK6|AL3B3_MOUSE, sp|E9Q3E1|AL3B2_MOUSE	tr|A0A8C2W7I4|A0A8C2W7I4_CHILA
OG0000653	sp|Q80VQ0|AL3B1_MOUSE	tr|A0A8C2W0F7|A0A8C2W0F7_CHILA
OG0000654	tr|Q8VFT2|Q8VFT2_MOUSE, tr|A0A140T8Q2|A0A140T8Q2_MOUSE, tr|Q8VFP4|Q8VFP4_MOUSE	tr|A0A8C2YV79|A0A8C2YV79_CHILA, tr|A0A8C2W6I2|A0A8C2W6I2_CHILA
OG0000655	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A8C2UVB1|A0A8C2UVB1_CHILA
OG0000655	tr|Q9ER67|Q9ER67_MOUSE	tr|A0A8C2V5J2|A0A8C2V5J2_CHILA, tr|A0A8C2VA45|A0A8C2VA45_CHILA
OG0000657	sp|Q7TN98|CPEB4_MOUSE	tr|A0A8C2YS36|A0A8C2YS36_CHILA
OG0000657	sp|Q7TN99|CPEB3_MOUSE	tr|A0A8C2YII3|A0A8C2YII3_CHILA, tr|A0A8C2VKY4|A0A8C2VKY4_CHILA
OG0000658	sp|P61327|MGN_MOUSE	tr|A0A8C2VRU3|A0A8C2VRU3_CHILA, tr|A0A8C2W2G0|A0A8C2W2G0_CHILA, tr|A0A8C2UI19|A0A8C2UI19_CHILA, tr|A0A8C2VA61|A0A8C2VA61_CHILA
OG0000659	sp|P08207|S10AA_MOUSE	tr|A0A8C2YV12|A0A8C2YV12_CHILA, tr|A0A8C2W8D0|A0A8C2W8D0_CHILA, tr|A0A8C2W8U1|A0A8C2W8U1_CHILA, tr|A0A8C2UH31|A0A8C2UH31_CHILA
OG0000660	sp|P70423|CTR3_MOUSE	tr|A0A8C2VLZ1|A0A8C2VLZ1_CHILA
OG0000660	tr|E9PWS4|E9PWS4_MOUSE, sp|Q09143|CTR1_MOUSE	tr|A0A8C2UTS3|A0A8C2UTS3_CHILA
OG0000661	sp|P0CW70|D19L2_MOUSE	tr|A0A8C2V029|A0A8C2V029_CHILA, tr|A0A8C2V0D6|A0A8C2V0D6_CHILA
OG0000661	sp|A6X919|D19L1_MOUSE	tr|A0A8C2UHJ5|A0A8C2UHJ5_CHILA
OG0000662	sp|E9PXX9|S28A1_MOUSE	tr|A0A8C2V6E7|A0A8C2V6E7_CHILA
OG0000662	tr|A2AWR5|A2AWR5_MOUSE, sp|O88627|S28A2_MOUSE	tr|A0A8C2YQY8|A0A8C2YQY8_CHILA
OG0000663	tr|Q9D496|Q9D496_MOUSE, tr|E9Q3K0|E9Q3K0_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE, tr|E9Q6D3|E9Q6D3_MOUSE	tr|A0A8C2YPT4|A0A8C2YPT4_CHILA
OG0000664	tr|Q0P538|Q0P538_MOUSE, sp|Q07440|B2LA1_MOUSE, tr|Q497M6|Q497M6_MOUSE, tr|O55179|O55179_MOUSE	tr|A0A8C2UN30|A0A8C2UN30_CHILA
OG0000665	sp|P63037|DNJA1_MOUSE	tr|A0A8C2VR39|A0A8C2VR39_CHILA
OG0000665	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A8C2ULA9|A0A8C2ULA9_CHILA, tr|A0A8C2VG82|A0A8C2VG82_CHILA
OG0000666	sp|O88485|DC1I1_MOUSE	tr|A0A8C2V5P1|A0A8C2V5P1_CHILA
OG0000666	sp|O88487|DC1I2_MOUSE	tr|A0A8C2USF1|A0A8C2USF1_CHILA, tr|A0A8C2UM67|A0A8C2UM67_CHILA
OG0000667	sp|P46096|SYT1_MOUSE	tr|A0A8C2YL88|A0A8C2YL88_CHILA
OG0000667	sp|Q8C6N3|SYT15_MOUSE, sp|P46097|SYT2_MOUSE	tr|A0A8C2VL60|A0A8C2VL60_CHILA
OG0000668	sp|P17012|ZFX_MOUSE, sp|P23607|ZFA_MOUSE, sp|P10925|ZFY1_MOUSE, sp|P20662|ZFY2_MOUSE	tr|A0A8C2UL54|A0A8C2UL54_CHILA
OG0000669	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A8C2UXD2|A0A8C2UXD2_CHILA
OG0000669	tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A8C2V5U7|A0A8C2V5U7_CHILA
OG0000670	sp|Q7TST0|BTNL1_MOUSE	tr|A0A8C2VZA3|A0A8C2VZA3_CHILA
OG0000670	tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE	tr|A0A8C2VPW6|A0A8C2VPW6_CHILA
OG0000671	sp|Q99P81|ABCG3_MOUSE	tr|A0A8C2V7C4|A0A8C2V7C4_CHILA, tr|A0A8C2V340|A0A8C2V340_CHILA
OG0000671	sp|Q7TMS5|ABCG2_MOUSE	tr|A0A8C2VB20|A0A8C2VB20_CHILA
OG0000672	sp|Q8BH16|FBXL2_MOUSE	tr|A0A8C2YN91|A0A8C2YN91_CHILA
OG0000672	sp|Q9CZV8|FXL20_MOUSE	tr|A0A8C2YM28|A0A8C2YM28_CHILA, tr|A0A8C2VY97|A0A8C2VY97_CHILA
OG0000673	sp|P55249|LX12E_MOUSE	tr|A0A8C2VEV8|A0A8C2VEV8_CHILA
OG0000673	sp|P39654|LOX15_MOUSE, sp|P39655|LOX12_MOUSE	tr|A0A8C2VF82|A0A8C2VF82_CHILA
OG0000674	tr|Q4ZGD9|Q4ZGD9_MOUSE, tr|Q4ZGD8|Q4ZGD8_MOUSE, tr|Q80SZ6|Q80SZ6_MOUSE, sp|Q99JX7|NXF1_MOUSE	tr|A0A8C2YIY0|A0A8C2YIY0_CHILA
OG0000675	sp|Q9JJS0|SCUB2_MOUSE	tr|A0A8C2YUY8|A0A8C2YUY8_CHILA
OG0000675	sp|P08399|PHXR5_MOUSE, sp|Q6NZL8|SCUB1_MOUSE	tr|A0A8C2W3J0|A0A8C2W3J0_CHILA
OG0000676	sp|P61237|YPEL3_MOUSE	tr|A0A8C2YPW7|A0A8C2YPW7_CHILA
OG0000676	sp|Q9ESC7|YPEL1_MOUSE	tr|A0A8C2W6S8|A0A8C2W6S8_CHILA, tr|A0A8C2W0V4|A0A8C2W0V4_CHILA
OG0000677	sp|A2AHL1|ANO3_MOUSE	tr|A0A8C2UPV3|A0A8C2UPV3_CHILA
OG0000677	sp|Q14AT5|ANO7_MOUSE, sp|Q8C5H1|ANO4_MOUSE	tr|A0A8C2VU82|A0A8C2VU82_CHILA
OG0000678	sp|Q64282|IFIT1_MOUSE, tr|D3Z6F0|D3Z6F0_MOUSE, tr|Q3U687|Q3U687_MOUSE	tr|A0A8C2VG14|A0A8C2VG14_CHILA, tr|A0A8C2YPC5|A0A8C2YPC5_CHILA
OG0000679	tr|Q8C7D3|Q8C7D3_MOUSE	tr|A0A8C2UMX8|A0A8C2UMX8_CHILA
OG0000679	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A8C2W565|A0A8C2W565_CHILA, tr|A0A8C2W5V5|A0A8C2W5V5_CHILA
OG0000680	sp|P07724|ALBU_MOUSE, sp|P02772|FETA_MOUSE, tr|F8VQ07|F8VQ07_MOUSE, sp|O89020|AFAM_MOUSE	tr|A0A8C2UL24|A0A8C2UL24_CHILA
OG0000681	sp|O70421|FZD1_MOUSE	tr|A0A8C2W6S9|A0A8C2W6S9_CHILA
OG0000681	sp|Q9JIP6|FZD2_MOUSE, sp|Q61090|FZD7_MOUSE	tr|A0A8C2WAU0|A0A8C2WAU0_CHILA
OG0000682	sp|Q9CZ52|ANTR1_MOUSE	tr|A0A8C2VTV1|A0A8C2VTV1_CHILA
OG0000682	tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE, sp|Q8BVM2|ANTRL_MOUSE	tr|A0A8C2YI18|A0A8C2YI18_CHILA
OG0000683	tr|Q3URI6|Q3URI6_MOUSE, sp|P10076|ZFP26_MOUSE, sp|Q8R1D1|ZN426_MOUSE, tr|E9Q2S7|E9Q2S7_MOUSE	tr|A0A8C2V731|A0A8C2V731_CHILA
OG0000684	tr|A0A075B5I3|A0A075B5I3_MOUSE, tr|A0A140T8N6|A0A140T8N6_MOUSE, tr|A0A0B4J1H2|A0A0B4J1H2_MOUSE, sp|P04213|TVB5_MOUSE	tr|A0A8C2YIQ1|A0A8C2YIQ1_CHILA
OG0000685	sp|Q99NB5|GSDMC_MOUSE, sp|Q3TR54|GSDC4_MOUSE, sp|Q2KHK6|GSDC2_MOUSE, sp|Q8CB12|GSDC3_MOUSE	tr|A0A8C2YIM9|A0A8C2YIM9_CHILA
OG0000686	sp|P06909|CFAH_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE, tr|Q61406|Q61406_MOUSE	tr|A0A8C2VUJ6|A0A8C2VUJ6_CHILA
OG0000687	tr|D3Z741|D3Z741_MOUSE, tr|G3X9P9|G3X9P9_MOUSE, tr|E9PXF3|E9PXF3_MOUSE, sp|Q91ZX6|SENP2_MOUSE	tr|A0A8C2YRN0|A0A8C2YRN0_CHILA
OG0000688	sp|P62482|KCAB2_MOUSE	tr|A0A8C2VQY0|A0A8C2VQY0_CHILA
OG0000688	sp|P63143|KCAB1_MOUSE	tr|A0A8C2YN90|A0A8C2YN90_CHILA, tr|A0A8C2VUB2|A0A8C2VUB2_CHILA
OG0000689	tr|B4XVP9|B4XVP9_MOUSE, tr|B4XVQ1|B4XVQ1_MOUSE, sp|Q8BVM9|PH11A_MOUSE, sp|A6H5X4|PHF11_MOUSE	tr|A0A8C2UXC4|A0A8C2UXC4_CHILA
OG0000690	sp|Q3UPL6|M4A15_MOUSE, tr|A0A087WSB9|A0A087WSB9_MOUSE, sp|Q99N10|M4A8_MOUSE, tr|J3QN01|J3QN01_MOUSE	tr|A0A8C2UU86|A0A8C2UU86_CHILA
OG0000691	sp|P47754|CAZA2_MOUSE	tr|A0A8C2V167|A0A8C2V167_CHILA
OG0000691	tr|Q9CR52|Q9CR52_MOUSE, sp|P47753|CAZA1_MOUSE	tr|A0A8C2V6K6|A0A8C2V6K6_CHILA
OG0000692	tr|A2ALD2|A2ALD2_MOUSE, tr|Q7TR94|Q7TR94_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A8C2WDW2|A0A8C2WDW2_CHILA, tr|A0A8C2W5I1|A0A8C2W5I1_CHILA
OG0000693	sp|Q8BY98|SWAHD_MOUSE, sp|Q8C0J6|SWAHC_MOUSE, sp|Q8BLS7|SWAHA_MOUSE, sp|Q8BZW2|SWAHB_MOUSE	tr|A0A8C2UZP7|A0A8C2UZP7_CHILA
OG0000694	sp|Q9CWT6|DDX28_MOUSE, tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q91VC3|IF4A3_MOUSE	tr|A0A8C2YT15|A0A8C2YT15_CHILA
OG0000695	tr|B9EHI3|B9EHI3_MOUSE, tr|Q3V0P3|Q3V0P3_MOUSE, tr|E9PXM2|E9PXM2_MOUSE, sp|Q6IFT4|RHG20_MOUSE	tr|A0A8C2VQZ0|A0A8C2VQZ0_CHILA
OG0000724	tr|E9PUN6|E9PUN6_MOUSE	tr|A0A8C2UJH7|A0A8C2UJH7_CHILA
OG0000724	sp|P59511|ATS20_MOUSE	tr|A0A8C2V3N3|A0A8C2V3N3_CHILA
OG0000725	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE	tr|A0A8C2UQV5|A0A8C2UQV5_CHILA, tr|A0A8C2W6A4|A0A8C2W6A4_CHILA
OG0000726	sp|C0LLJ0|IMA8_MOUSE	tr|A0A8C2V4J7|A0A8C2V4J7_CHILA
OG0000726	sp|P52293|IMA1_MOUSE	tr|A0A8C2UYB2|A0A8C2UYB2_CHILA
OG0000727	sp|Q3UFJ6|T184A_MOUSE	tr|A0A8C2YNL5|A0A8C2YNL5_CHILA
OG0000727	sp|Q8BG09|T184B_MOUSE	tr|A0A8C2W6B0|A0A8C2W6B0_CHILA
OG0000728	sp|P47911|RL6_MOUSE	sp|Q6QMZ4|RL6_CHILA, tr|A0A8C2VHQ5|A0A8C2VHQ5_CHILA, tr|A0A8C2UUA3|A0A8C2UUA3_CHILA
OG0000729	sp|A2AHJ4|BRWD3_MOUSE	tr|A0A8C2UMV1|A0A8C2UMV1_CHILA
OG0000729	sp|Q921C3|BRWD1_MOUSE	tr|A0A8C2UW77|A0A8C2UW77_CHILA
OG0000730	sp|Q64133|AOFA_MOUSE	tr|A0A8C2UQK3|A0A8C2UQK3_CHILA
OG0000730	sp|Q8BW75|AOFB_MOUSE	tr|A0A8C2UN34|A0A8C2UN34_CHILA
OG0000731	sp|Q9R0S2|MMP24_MOUSE	tr|A0A8C2W994|A0A8C2W994_CHILA
OG0000731	sp|Q9WTR0|MMP16_MOUSE	tr|A0A8C2V1I9|A0A8C2V1I9_CHILA
OG0000732	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A8C2VZS2|A0A8C2VZS2_CHILA
OG0000732	sp|Q61626|GRIK5_MOUSE	tr|A0A8C2V9Y2|A0A8C2V9Y2_CHILA
OG0000733	sp|Q99LJ7|RCBT2_MOUSE	tr|A0A8C2VAE6|A0A8C2VAE6_CHILA
OG0000733	sp|Q6NXM2|RCBT1_MOUSE	tr|A0A8C2YKQ5|A0A8C2YKQ5_CHILA
OG0000734	sp|P56475|GBRR1_MOUSE	tr|A0A8C2VSC2|A0A8C2VSC2_CHILA
OG0000734	sp|P56476|GBRR2_MOUSE	tr|A0A8C2VI04|A0A8C2VI04_CHILA
OG0000735	sp|Q8CIB5|FERM2_MOUSE	tr|A0A8C2VPB4|A0A8C2VPB4_CHILA
OG0000735	sp|P59113|FERM1_MOUSE	tr|A0A8C2VT56|A0A8C2VT56_CHILA
OG0000736	sp|Q8BH69|SPS1_MOUSE	tr|A0A8C2W146|A0A8C2W146_CHILA
OG0000736	sp|P97364|SPS2_MOUSE	tr|A0A8C2VW76|A0A8C2VW76_CHILA
OG0000737	sp|P61961|UFM1_MOUSE	tr|A0A8C2WE44|A0A8C2WE44_CHILA, tr|A0A8C2VLA2|A0A8C2VLA2_CHILA, tr|A0A8C2VQE3|A0A8C2VQE3_CHILA
OG0000738	sp|P70404|IDHG1_MOUSE	tr|A0A8C2UQZ7|A0A8C2UQZ7_CHILA
OG0000738	sp|Q8BPC6|IDHG2_MOUSE	tr|A0A8C2UN41|A0A8C2UN41_CHILA
OG0000739	sp|F8VPQ2|ARI4A_MOUSE	tr|A0A8C2UU17|A0A8C2UU17_CHILA
OG0000739	sp|A2CG63|ARI4B_MOUSE	tr|A0A8C2UXF0|A0A8C2UXF0_CHILA
OG0000740	sp|Q06348|PRRX2_MOUSE, sp|P97458|PROP1_MOUSE, sp|P63013|PRRX1_MOUSE	tr|A0A8C2V595|A0A8C2V595_CHILA
OG0000741	sp|Q71LX4|TLN2_MOUSE	tr|A0A8C2VEN3|A0A8C2VEN3_CHILA
OG0000741	sp|P26039|TLN1_MOUSE	tr|A0A8C2V5V8|A0A8C2V5V8_CHILA
OG0000742	sp|P02469|LAMB1_MOUSE	tr|A0A8C2V9H1|A0A8C2V9H1_CHILA
OG0000742	sp|Q61292|LAMB2_MOUSE	tr|A0A8C2VNB3|A0A8C2VNB3_CHILA
OG0000743	sp|A2ADY9|DDI2_MOUSE	tr|A0A8C2UXP3|A0A8C2UXP3_CHILA
OG0000743	sp|Q9DAF3|DDI1_MOUSE	tr|A0A8C2VUG1|A0A8C2VUG1_CHILA
OG0000744	sp|Q8BH59|S2512_MOUSE	tr|A0A8C2YJN7|A0A8C2YJN7_CHILA
OG0000744	sp|Q9QXX4|S2513_MOUSE	tr|A0A8C2USF5|A0A8C2USF5_CHILA
OG0000745	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A8C2UJG0|A0A8C2UJG0_CHILA
OG0000745	sp|Q8BFX3|KCTD3_MOUSE	tr|A0A8C2V873|A0A8C2V873_CHILA
OG0000746	sp|Q8VI33|TAF9_MOUSE	tr|A0A8C2ULM1|A0A8C2ULM1_CHILA
OG0000746	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A8C2YI19|A0A8C2YI19_CHILA
OG0000747	tr|G3X9G9|G3X9G9_MOUSE, tr|Q5I0W6|Q5I0W6_MOUSE, tr|Q8C6B0|Q8C6B0_MOUSE	tr|A0A8C2UNT4|A0A8C2UNT4_CHILA
OG0000748	sp|Q60760|GRB10_MOUSE	tr|A0A8C2VTK4|A0A8C2VTK4_CHILA
OG0000748	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8C2V1N3|A0A8C2V1N3_CHILA
OG0000749	sp|Q8BQM9|MD12L_MOUSE	tr|A0A8C2V5D5|A0A8C2V5D5_CHILA
OG0000749	sp|A2AGH6|MED12_MOUSE	tr|A0A8C2UT00|A0A8C2UT00_CHILA
OG0000750	sp|Q06138|CAB39_MOUSE	tr|A0A8C2V685|A0A8C2V685_CHILA
OG0000750	sp|Q9DB16|CB39L_MOUSE	tr|A0A8C2V8Q5|A0A8C2V8Q5_CHILA
OG0000751	sp|Q8BM89|ARSJ_MOUSE	tr|A0A8C2VBV8|A0A8C2VBV8_CHILA
OG0000751	sp|Q32KI9|ARSI_MOUSE	tr|A0A8C2VZ45|A0A8C2VZ45_CHILA
OG0000752	sp|Q3TZA2|CDKL4_MOUSE	tr|A0A8C2YM42|A0A8C2YM42_CHILA
OG0000752	sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A8C2VD65|A0A8C2VD65_CHILA
OG0000753	sp|P53986|MOT1_MOUSE	tr|A0A8C2V4M0|A0A8C2V4M0_CHILA
OG0000753	sp|O70451|MOT2_MOUSE	tr|A0A8C2VQ60|A0A8C2VQ60_CHILA
OG0000754	sp|Q8BIJ7|RUFY1_MOUSE	tr|A0A8C2VVZ8|A0A8C2VVZ8_CHILA
OG0000754	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A8C2VTE3|A0A8C2VTE3_CHILA
OG0000755	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A8C2YI84|A0A8C2YI84_CHILA
OG0000755	sp|P59823|IRPL1_MOUSE	tr|A0A8C2YI33|A0A8C2YI33_CHILA
OG0000756	sp|Q80TN7|NAV3_MOUSE	tr|A0A8C2VLR3|A0A8C2VLR3_CHILA
OG0000756	tr|E9Q842|E9Q842_MOUSE	tr|A0A8C2ULZ8|A0A8C2ULZ8_CHILA
OG0000757	sp|Q499E0|BRNP3_MOUSE	tr|A0A8C2VJG1|A0A8C2VJG1_CHILA
OG0000757	sp|Q6DFY8|BRNP2_MOUSE	tr|A0A8C2VK30|A0A8C2VK30_CHILA
OG0000758	sp|P35441|TSP1_MOUSE	tr|A0A8C2VN60|A0A8C2VN60_CHILA
OG0000758	sp|Q03350|TSP2_MOUSE	tr|A0A8C2VY13|A0A8C2VY13_CHILA
OG0000759	sp|Q69ZA1|CDK13_MOUSE	tr|A0A8C2VQL5|A0A8C2VQL5_CHILA
OG0000759	sp|Q14AX6|CDK12_MOUSE	tr|A0A8C2W9X0|A0A8C2W9X0_CHILA
OG0000760	sp|P97496|SMRC1_MOUSE	tr|A0A8C2VZW5|A0A8C2VZW5_CHILA
OG0000760	sp|Q6PDG5|SMRC2_MOUSE	tr|A0A8C2W0N0|A0A8C2W0N0_CHILA
OG0000761	sp|P62317|SMD2_MOUSE	tr|A0A8C2UP69|A0A8C2UP69_CHILA, tr|A0A8C2UJR5|A0A8C2UJR5_CHILA, tr|A0A8C2WA35|A0A8C2WA35_CHILA
OG0000762	tr|Q8VGZ8|Q8VGZ8_MOUSE, tr|Q9EQQ7|Q9EQQ7_MOUSE	tr|A0A8C2WBA8|A0A8C2WBA8_CHILA, tr|A0A8C2YV96|A0A8C2YV96_CHILA
OG0000763	sp|Q5PR73|DIRA2_MOUSE	tr|A0A8C2UMB5|A0A8C2UMB5_CHILA
OG0000763	sp|Q91Z61|DIRA1_MOUSE	tr|A0A8C2WER0|A0A8C2WER0_CHILA
OG0000764	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A8C2YIU5|A0A8C2YIU5_CHILA
OG0000764	sp|Q923J1|TRPM7_MOUSE	tr|A0A8C2VQ25|A0A8C2VQ25_CHILA
OG0000765	sp|P21761|TRHR_MOUSE	tr|A0A8C2V276|A0A8C2V276_CHILA
OG0000765	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A8C2UKB8|A0A8C2UKB8_CHILA
OG0000766	sp|P86793|CC21C_MOUSE, sp|P84444|CC21A_MOUSE, sp|P86792|CC21B_MOUSE	tr|A0A8C2UKX4|A0A8C2UKX4_CHILA
OG0000767	tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A8C2V7U5|A0A8C2V7U5_CHILA
OG0000767	sp|Q80T69|RSBN1_MOUSE	tr|A0A8C2YP25|A0A8C2YP25_CHILA
OG0000768	sp|P97366|EVI5_MOUSE	tr|A0A8C2V9U2|A0A8C2V9U2_CHILA
OG0000768	tr|H3BKQ3|H3BKQ3_MOUSE	tr|A0A8C2UPB6|A0A8C2UPB6_CHILA
OG0000769	sp|Q8K339|KIN17_MOUSE	tr|A0A8C2VCD6|A0A8C2VCD6_CHILA, tr|A0A8C2V5C0|A0A8C2V5C0_CHILA, tr|A0A8C2YPV1|A0A8C2YPV1_CHILA
OG0000770	sp|Q8BGX1|PED1B_MOUSE	tr|A0A8C2W7R7|A0A8C2W7R7_CHILA
OG0000770	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A8C2VHE4|A0A8C2VHE4_CHILA
OG0000771	sp|Q9WTX5|SKP1_MOUSE	tr|A0A8C2VN55|A0A8C2VN55_CHILA, tr|A0A8C2V6F7|A0A8C2V6F7_CHILA, tr|A0A8C2W1D9|A0A8C2W1D9_CHILA
OG0000772	sp|Q80ZI2|RTP2_MOUSE	tr|A0A8C2VWY3|A0A8C2VWY3_CHILA
OG0000772	sp|Q8C8C1|RTP1_MOUSE	tr|A0A8C2VSQ7|A0A8C2VSQ7_CHILA
OG0000773	sp|B2RX12|MRP3_MOUSE	tr|A0A8C2VMQ1|A0A8C2VMQ1_CHILA
OG0000773	sp|O35379|MRP1_MOUSE	tr|A0A8C2VTZ0|A0A8C2VTZ0_CHILA
OG0000774	sp|P61166|TM258_MOUSE	tr|A0A8C2VIH7|A0A8C2VIH7_CHILA, tr|A0A8C2V9S3|A0A8C2V9S3_CHILA, tr|A0A8C2W052|A0A8C2W052_CHILA
OG0000775	sp|Q9Z2J0|S23A1_MOUSE	tr|A0A8C2V2X8|A0A8C2V2X8_CHILA
OG0000775	sp|Q9EPR4|S23A2_MOUSE	tr|A0A8C2W2M6|A0A8C2W2M6_CHILA
OG0000776	tr|Q8VFP2|Q8VFP2_MOUSE	tr|A0A8C2W5Q8|A0A8C2W5Q8_CHILA
OG0000776	tr|Q8VFE7|Q8VFE7_MOUSE	tr|A0A8C2WAD3|A0A8C2WAD3_CHILA
OG0000777	sp|P98197|AT11A_MOUSE	tr|A0A8C2V5Z5|A0A8C2V5Z5_CHILA
OG0000777	sp|Q9QZW0|AT11C_MOUSE	tr|A0A8C2YLE5|A0A8C2YLE5_CHILA
OG0000778	sp|Q99NF8|RBP17_MOUSE	tr|A0A8C2YS41|A0A8C2YS41_CHILA
OG0000778	sp|Q9EPK7|XPO7_MOUSE	tr|A0A8C2VSG7|A0A8C2VSG7_CHILA
OG0000779	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A8C2YV55|A0A8C2YV55_CHILA
OG0000779	sp|Q8R317|UBQL1_MOUSE	tr|A0A8C2UTB1|A0A8C2UTB1_CHILA
OG0000780	sp|Q9EPN1|NBEA_MOUSE	tr|A0A8C2UXI5|A0A8C2UXI5_CHILA
OG0000780	sp|Q9ESE1|LRBA_MOUSE	tr|A0A8C2YPJ5|A0A8C2YPJ5_CHILA
OG0000781	sp|O70333|CRIPT_MOUSE	tr|A0A8C2YS65|A0A8C2YS65_CHILA, tr|A0A8C2V438|A0A8C2V438_CHILA, tr|A0A8C2VDN1|A0A8C2VDN1_CHILA
