Orthogroup	Mus_musculus	Cebus_imitator
OG0000908	sp|Q9D2G2|ODO2_MOUSE	tr|A0A2K5PY67|A0A2K5PY67_CEBIM, tr|A0A2K5QU90|A0A2K5QU90_CEBIM, tr|A0A2K5QWY3|A0A2K5QWY3_CEBIM
OG0000909	sp|P56475|GBRR1_MOUSE	tr|A0A2K5RDV4|A0A2K5RDV4_CEBIM
OG0000909	sp|P56476|GBRR2_MOUSE	tr|A0A2K5Q3G6|A0A2K5Q3G6_CEBIM
OG0000910	sp|Q6P9S7|GLT10_MOUSE	tr|A0A2K5RNA5|A0A2K5RNA5_CEBIM
OG0000910	tr|E5D8G1|E5D8G1_MOUSE	tr|A0A2K5PV32|A0A2K5PV32_CEBIM
OG0000911	sp|Q9DB05|SNAA_MOUSE	tr|A0A2K5RQZ3|A0A2K5RQZ3_CEBIM
OG0000911	sp|P28663|SNAB_MOUSE	tr|A0A2K5R4U2|A0A2K5R4U2_CEBIM
OG0000912	tr|Q14B01|Q14B01_MOUSE	tr|A0A2K5PU72|A0A2K5PU72_CEBIM
OG0000912	tr|Q8R3P8|Q8R3P8_MOUSE	tr|A0A2K5PEY8|A0A2K5PEY8_CEBIM
OG0000913	sp|Q66JT1|LRC8E_MOUSE	tr|A0A2K5RBY6|A0A2K5RBY6_CEBIM
OG0000913	sp|Q8R502|LRC8C_MOUSE	tr|A0A2K5PLI6|A0A2K5PLI6_CEBIM
OG0000914	sp|Q9D7D1|RN225_MOUSE, sp|Q3UV31|RN223_MOUSE, sp|Q8QZS5|RN183_MOUSE	tr|A0A2K5PM16|A0A2K5PM16_CEBIM
OG0000915	sp|P12787|COX5A_MOUSE	tr|A0A2K5PRA4|A0A2K5PRA4_CEBIM, tr|A0A2K5PGB9|A0A2K5PGB9_CEBIM, tr|A0A2K5S1K9|A0A2K5S1K9_CEBIM
OG0000916	sp|Q9JJN2|ZFHX4_MOUSE	tr|A0A2K5QNF6|A0A2K5QNF6_CEBIM
OG0000916	sp|Q61329|ZFHX3_MOUSE	tr|A0A2K5QMG1|A0A2K5QMG1_CEBIM
OG0000917	sp|O88487|DC1I2_MOUSE	tr|A0A2K5RLZ4|A0A2K5RLZ4_CEBIM
OG0000917	sp|O88485|DC1I1_MOUSE	tr|A0A2K5QU33|A0A2K5QU33_CEBIM
OG0000918	sp|P70224|GIMA1_MOUSE	tr|A0A2K5S871|A0A2K5S871_CEBIM, tr|A0A2K5QXL0|A0A2K5QXL0_CEBIM, tr|A0A2K5SE55|A0A2K5SE55_CEBIM
OG0000919	tr|E1AZ71|E1AZ71_MOUSE	tr|A0A2K5SHZ2|A0A2K5SHZ2_CEBIM
OG0000919	sp|Q9JJZ9|CNGB3_MOUSE	tr|A0A2K5PCA0|A0A2K5PCA0_CEBIM
OG0000920	sp|O35902|DSG3_MOUSE	tr|A0A2K5PNM5|A0A2K5PNM5_CEBIM
OG0000920	sp|Q7TMD7|DSG4_MOUSE	tr|A0A2K5Q2A4|A0A2K5Q2A4_CEBIM
OG0000921	sp|Q8BJQ2|UBP1_MOUSE	tr|A0A2K5RE11|A0A2K5RE11_CEBIM, tr|A0A2K5RJR5|A0A2K5RJR5_CEBIM, tr|A0A2K5QYR7|A0A2K5QYR7_CEBIM
OG0000922	sp|Q9DCG9|TR112_MOUSE	tr|A0A2K5R1F9|A0A2K5R1F9_CEBIM, tr|A0A2K5S3M4|A0A2K5S3M4_CEBIM, tr|A0A2K5QXT4|A0A2K5QXT4_CEBIM
OG0000923	sp|Q9CZ96|ZCRB1_MOUSE	tr|A0A2K5RLK2|A0A2K5RLK2_CEBIM, tr|A0A2K5S3S8|A0A2K5S3S8_CEBIM, tr|A0A2K5PW98|A0A2K5PW98_CEBIM
OG0000924	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A2K5Q2T2|A0A2K5Q2T2_CEBIM, tr|A0A2K5PGL3|A0A2K5PGL3_CEBIM, tr|A0A2K5QZD0|A0A2K5QZD0_CEBIM
OG0000925	sp|P56399|UBP5_MOUSE	tr|A0A2K5Q681|A0A2K5Q681_CEBIM
OG0000925	sp|Q5BKP2|UBP13_MOUSE	tr|A0A2K5PUH9|A0A2K5PUH9_CEBIM
OG0000926	sp|Q5M956|KCTD1_MOUSE	tr|A0A2K5RQC8|A0A2K5RQC8_CEBIM
OG0000926	sp|Q8K0E1|KCD15_MOUSE	tr|A0A2K5QHM4|A0A2K5QHM4_CEBIM
OG0000927	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A2K5RPQ5|A0A2K5RPQ5_CEBIM
OG0000927	sp|Q9WVK5|B4GT6_MOUSE	tr|A0A2K5R7R2|A0A2K5R7R2_CEBIM
OG0000928	sp|Q8BG16|S6A15_MOUSE	tr|A0A2K5PEU4|A0A2K5PEU4_CEBIM
OG0000928	sp|Q8BJI1|S6A17_MOUSE	tr|A0A2K5RRE9|A0A2K5RRE9_CEBIM
OG0000929	sp|Q9ERD6|RGPS2_MOUSE	tr|A0A2K5PJ99|A0A2K5PJ99_CEBIM
OG0000929	sp|A2AR50|RGPS1_MOUSE	tr|A0A2K5RSD8|A0A2K5RSD8_CEBIM
OG0000930	sp|Q06180|PTN2_MOUSE	tr|A0A2K5RSV9|A0A2K5RSV9_CEBIM
OG0000930	sp|P35821|PTN1_MOUSE	tr|A0A2K5Q687|A0A2K5Q687_CEBIM
OG0000931	sp|Q9WV34|MPP2_MOUSE	tr|A0A2K5PF67|A0A2K5PF67_CEBIM
OG0000931	sp|Q9JLB0|PALS2_MOUSE	tr|A0A2K5SEZ6|A0A2K5SEZ6_CEBIM
OG0000933	tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B621|A0A075B621_MOUSE	tr|A0A2K5PNF4|A0A2K5PNF4_CEBIM
OG0000934	sp|Q9CYR0|SSBP_MOUSE	tr|A0A2K5SFM0|A0A2K5SFM0_CEBIM, tr|A0A2K5SAI5|A0A2K5SAI5_CEBIM, tr|A0A2K5QCI3|A0A2K5QCI3_CEBIM
OG0000935	sp|Q8BVY0|RL1D1_MOUSE	tr|A0A2K5RHI7|A0A2K5RHI7_CEBIM, tr|A0A2K5PHH3|A0A2K5PHH3_CEBIM, tr|A0A2K5QG17|A0A2K5QG17_CEBIM
OG0000936	sp|P59823|IRPL1_MOUSE	tr|A0A2K5QKZ3|A0A2K5QKZ3_CEBIM
OG0000936	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A2K5PW00|A0A2K5PW00_CEBIM
OG0000937	sp|Q9JI08|BIN3_MOUSE	tr|A0A2K5P9M1|A0A2K5P9M1_CEBIM, tr|A0A2K5RHD5|A0A2K5RHD5_CEBIM, tr|A0A2K5SBE9|A0A2K5SBE9_CEBIM
OG0000938	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A2K5RN90|A0A2K5RN90_CEBIM, tr|A0A2K5PE18|A0A2K5PE18_CEBIM, tr|A0A2K5RXN7|A0A2K5RXN7_CEBIM
OG0000939	sp|P29477|NOS2_MOUSE	tr|A0A2K5RI92|A0A2K5RI92_CEBIM
OG0000939	sp|P70313|NOS3_MOUSE	tr|A0A2K5S0Y5|A0A2K5S0Y5_CEBIM
OG0000940	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A2K5PI32|A0A2K5PI32_CEBIM, tr|A0A2K5SFY3|A0A2K5SFY3_CEBIM, tr|A0A2K5S251|A0A2K5S251_CEBIM
OG0000941	sp|Q99MZ6|MYO7B_MOUSE	tr|A0A2K5PU13|A0A2K5PU13_CEBIM
OG0000941	sp|P97479|MYO7A_MOUSE	tr|A0A2K5S6C8|A0A2K5S6C8_CEBIM
OG0000942	sp|P70248|MYO1F_MOUSE	tr|A0A2K5S6G9|A0A2K5S6G9_CEBIM
OG0000942	sp|E9Q634|MYO1E_MOUSE	tr|A0A2K5SEM9|A0A2K5SEM9_CEBIM
OG0000943	sp|P21271|MYO5B_MOUSE	tr|A0A2K5QVX3|A0A2K5QVX3_CEBIM
OG0000943	sp|Q99104|MYO5A_MOUSE	tr|A0A2K5PBV6|A0A2K5PBV6_CEBIM
OG0000944	sp|Q2YFS3|PILRA_MOUSE, sp|Q2YFS2|PILRB_MOUSE, sp|Q2YFS1|PILB2_MOUSE	tr|A0A2K5PSH1|A0A2K5PSH1_CEBIM
OG0000945	sp|P70695|F16P2_MOUSE	tr|A0A2K5PYZ1|A0A2K5PYZ1_CEBIM
OG0000945	sp|Q9QXD6|F16P1_MOUSE	tr|A0A2K5PAY8|A0A2K5PAY8_CEBIM
OG0000946	tr|B7ZWD6|B7ZWD6_MOUSE	tr|A0A2K5Q409|A0A2K5Q409_CEBIM
OG0000946	sp|Q9D106|PEPA5_MOUSE	tr|A0A2K5PRZ4|A0A2K5PRZ4_CEBIM
OG0000947	sp|Q61753|SERA_MOUSE	tr|A0A2K5Q732|A0A2K5Q732_CEBIM, tr|A0A2K5QL15|A0A2K5QL15_CEBIM, tr|A0A2K5QYV8|A0A2K5QYV8_CEBIM
OG0000948	sp|O88532|ZFR_MOUSE	tr|A0A2K5QC15|A0A2K5QC15_CEBIM
OG0000948	tr|E9Q5M4|E9Q5M4_MOUSE	tr|A0A2K5QHZ3|A0A2K5QHZ3_CEBIM
OG0000949	sp|Q6NXN1|SZRD1_MOUSE	tr|A0A2K5QJM5|A0A2K5QJM5_CEBIM, tr|A0A2K5PT51|A0A2K5PT51_CEBIM, tr|A0A2K5PBA2|A0A2K5PBA2_CEBIM
OG0000950	sp|Q8K214|SCMH1_MOUSE	tr|A0A2K5QVN8|A0A2K5QVN8_CEBIM, tr|A0A2K5R705|A0A2K5R705_CEBIM, tr|A0A2K5PAC1|A0A2K5PAC1_CEBIM
OG0000951	sp|Q62401|CCL12_MOUSE	tr|A0A2K5R9P3|A0A2K5R9P3_CEBIM, tr|A0A2K5PJT1|A0A2K5PJT1_CEBIM, tr|A0A2K5R8X9|A0A2K5R8X9_CEBIM
OG0000952	sp|Q9CR84|AT5G1_MOUSE	tr|A0A2K5Q9S8|A0A2K5Q9S8_CEBIM, tr|A0A2K5RNS0|A0A2K5RNS0_CEBIM, tr|A0A2K5S3K8|A0A2K5S3K8_CEBIM
OG0000953	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A2K5PU27|A0A2K5PU27_CEBIM, tr|A0A2K5QM37|A0A2K5QM37_CEBIM, tr|A0A2K5S347|A0A2K5S347_CEBIM
OG0000954	tr|Q5SXC4|Q5SXC4_MOUSE	tr|A0A2K5R563|A0A2K5R563_CEBIM, tr|A0A2K5S3A0|A0A2K5S3A0_CEBIM, tr|A0A2K5QSH1|A0A2K5QSH1_CEBIM
OG0000955	sp|Q9CR16|PPID_MOUSE	tr|A0A2K5SDA6|A0A2K5SDA6_CEBIM, tr|A0A2K5QJZ1|A0A2K5QJZ1_CEBIM, tr|A0A2K5QXD0|A0A2K5QXD0_CEBIM
OG0000956	sp|Q60996|2A5G_MOUSE	tr|A0A2K5SJ40|A0A2K5SJ40_CEBIM
OG0000956	tr|Q7TNL5|Q7TNL5_MOUSE	tr|A0A2K5PVV4|A0A2K5PVV4_CEBIM
OG0000957	sp|Q505D9|TRI67_MOUSE	tr|A0A2K5PPL4|A0A2K5PPL4_CEBIM
OG0000957	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A2K5RCR3|A0A2K5RCR3_CEBIM
OG0000958	sp|D3YXK2|SAFB1_MOUSE	tr|A0A2K5PPT0|A0A2K5PPT0_CEBIM
OG0000958	sp|Q80YR5|SAFB2_MOUSE	tr|A0A2K5PHH8|A0A2K5PHH8_CEBIM
OG0000959	tr|A2AK42|A2AK42_MOUSE, tr|A2AK44|A2AK44_MOUSE, sp|Q8C5N3|CWC22_MOUSE	tr|A0A2K5PTY1|A0A2K5PTY1_CEBIM
OG0000960	sp|O35129|PHB2_MOUSE	tr|A0A2K5REY4|A0A2K5REY4_CEBIM, tr|A0A2K5Q3P3|A0A2K5Q3P3_CEBIM, tr|A0A2K5Q0P6|A0A2K5Q0P6_CEBIM
OG0000961	sp|O35071|KIF1C_MOUSE, sp|D3YXS5|KIF28_MOUSE	tr|A0A2K5SJC0|A0A2K5SJC0_CEBIM, tr|A0A2K5QWX3|A0A2K5QWX3_CEBIM
OG0000962	sp|P17532|TPH1_MOUSE	tr|A0A2K5Q8W7|A0A2K5Q8W7_CEBIM
OG0000962	sp|Q8CGV2|TPH2_MOUSE	tr|A0A2K5S3Q4|A0A2K5S3Q4_CEBIM
OG0000963	sp|P26516|PSMD7_MOUSE	tr|A0A2K5S7M0|A0A2K5S7M0_CEBIM, tr|A0A2K5PV30|A0A2K5PV30_CEBIM, tr|A0A2K5SH91|A0A2K5SH91_CEBIM
OG0000965	sp|Q9DCZ1|GMPR1_MOUSE	tr|A0A2K5PVA9|A0A2K5PVA9_CEBIM
OG0000965	sp|Q99L27|GMPR2_MOUSE	tr|A0A2K5SAI2|A0A2K5SAI2_CEBIM
OG0000967	tr|B9EJL3|B9EJL3_MOUSE	tr|A0A2K5PVJ7|A0A2K5PVJ7_CEBIM, tr|A0A2K5PYB8|A0A2K5PYB8_CEBIM, tr|A0A2K5R496|A0A2K5R496_CEBIM
OG0000968	sp|Q9CR35|CTRB1_MOUSE	tr|A0A2K5R0U6|A0A2K5R0U6_CEBIM, tr|A0A2K5RJD5|A0A2K5RJD5_CEBIM, tr|A0A2K5QIG9|A0A2K5QIG9_CEBIM
OG0000969	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A2K5QI18|A0A2K5QI18_CEBIM, tr|A0A2K5R1T8|A0A2K5R1T8_CEBIM, tr|A0A2K5QW10|A0A2K5QW10_CEBIM
OG0000970	sp|O88398|AVIL_MOUSE	tr|A0A2K5R2R5|A0A2K5R2R5_CEBIM
OG0000970	sp|Q62468|VILI_MOUSE	tr|A0A2K5QP30|A0A2K5QP30_CEBIM
OG0000971	sp|Q9EPN1|NBEA_MOUSE	tr|A0A2K5RE56|A0A2K5RE56_CEBIM
OG0000971	sp|Q9ESE1|LRBA_MOUSE	tr|A0A2K5RT22|A0A2K5RT22_CEBIM
OG0000972	sp|Q8VEA4|MIA40_MOUSE, tr|B2RUM3|B2RUM3_MOUSE	tr|A0A2K5REX6|A0A2K5REX6_CEBIM, tr|A0A2K5PJJ1|A0A2K5PJJ1_CEBIM
OG0000973	sp|Q8R1B4|EIF3C_MOUSE	tr|A0A2K5S182|A0A2K5S182_CEBIM, tr|A0A2K5R3G8|A0A2K5R3G8_CEBIM, tr|A0A2K5QV57|A0A2K5QV57_CEBIM
OG0000974	tr|Q8CGQ2|Q8CGQ2_MOUSE, tr|B2RUD9|B2RUD9_MOUSE	tr|A0A2K5PGQ2|A0A2K5PGQ2_CEBIM, tr|A0A2K5S485|A0A2K5S485_CEBIM
OG0000975	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A2K5PFW5|A0A2K5PFW5_CEBIM
OG0000975	sp|A2ARP1|VIP1_MOUSE	tr|A0A2K5RLS5|A0A2K5RLS5_CEBIM
OG0000976	sp|O35317|PBX3_MOUSE	tr|A0A2K5QM49|A0A2K5QM49_CEBIM
OG0000976	sp|P41778|PBX1_MOUSE	tr|A0A2K5PRQ4|A0A2K5PRQ4_CEBIM
OG0000977	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A2K5P9C7|A0A2K5P9C7_CEBIM
OG0000977	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A2K5Q311|A0A2K5Q311_CEBIM
OG0000978	sp|Q9JMD1|SMBT1_MOUSE	tr|A0A2K5Q5Y9|A0A2K5Q5Y9_CEBIM
OG0000978	sp|Q5DTW2|SMBT2_MOUSE	tr|A0A2K5RNJ8|A0A2K5RNJ8_CEBIM
OG0000979	sp|Q69Z98|BRSK2_MOUSE	tr|A0A2K5Q8Y4|A0A2K5Q8Y4_CEBIM
OG0000979	sp|Q5RJI5|BRSK1_MOUSE	tr|A0A2K5SC60|A0A2K5SC60_CEBIM
OG0000981	sp|P15539|C11B2_MOUSE, tr|Q3TG86|Q3TG86_MOUSE	tr|A0A2K5SGM4|A0A2K5SGM4_CEBIM, tr|A0A2K5QVQ5|A0A2K5QVQ5_CEBIM
OG0000982	sp|P29452|CASP1_MOUSE	tr|A0A2K5RLZ5|A0A2K5RLZ5_CEBIM, tr|A0A2K5Q8I7|A0A2K5Q8I7_CEBIM, tr|A0A2K5QA01|A0A2K5QA01_CEBIM
OG0000983	sp|Q91W82|UB2E2_MOUSE	tr|A0A2K5S7K9|A0A2K5S7K9_CEBIM
OG0000983	sp|P52482|UB2E1_MOUSE	tr|A0A2K5PDX8|A0A2K5PDX8_CEBIM
OG0000984	sp|P0C871|PA24B_MOUSE	tr|A0A2K5PYH2|A0A2K5PYH2_CEBIM
OG0000984	sp|Q50L43|PA24D_MOUSE	tr|A0A2K5PBV7|A0A2K5PBV7_CEBIM
OG0000985	sp|Q920M5|CORO6_MOUSE	tr|A0A2K5Q5N7|A0A2K5Q5N7_CEBIM
OG0000985	sp|Q9WUM3|COR1B_MOUSE	tr|A0A2K5PJS3|A0A2K5PJS3_CEBIM
OG0000986	sp|Q811J3|IREB2_MOUSE	tr|A0A2K5PTK1|A0A2K5PTK1_CEBIM
OG0000986	sp|P28271|ACOHC_MOUSE	tr|A0A2K5Q0P1|A0A2K5Q0P1_CEBIM
OG0000987	sp|A2BFL2|ZY11A_MOUSE	tr|A0A2K5PW86|A0A2K5PW86_CEBIM
OG0000987	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A2K5PDE5|A0A2K5PDE5_CEBIM
OG0000988	sp|P62717|RL18A_MOUSE	tr|A0A2K5Q6V2|A0A2K5Q6V2_CEBIM, tr|A0A2K5QGA6|A0A2K5QGA6_CEBIM, tr|A0A2K5Q0M1|A0A2K5Q0M1_CEBIM
OG0000989	sp|Q8C2S0|UBP44_MOUSE	tr|A0A2K5QQB2|A0A2K5QQB2_CEBIM
OG0000989	sp|Q6P9L4|UBP49_MOUSE	tr|A0A2K5S371|A0A2K5S371_CEBIM
OG0000990	sp|P01910|HA2K_MOUSE	tr|A0A2K5S144|A0A2K5S144_CEBIM, tr|A0A2K5Q6P5|A0A2K5Q6P5_CEBIM, tr|A0A2K5Q925|A0A2K5Q925_CEBIM
OG0000991	sp|Q9ESD7|DYSF_MOUSE	tr|A0A2K5Q0C7|A0A2K5Q0C7_CEBIM
OG0000991	sp|Q69ZN7|MYOF_MOUSE	tr|A0A2K5SE81|A0A2K5SE81_CEBIM
OG0000992	sp|Q9QZ41|DBF4A_MOUSE	tr|A0A2K5SHW1|A0A2K5SHW1_CEBIM, tr|A0A2K5Q3J7|A0A2K5Q3J7_CEBIM, tr|A0A2K5QHU5|A0A2K5QHU5_CEBIM
OG0000993	sp|Q80Y17|L2GL1_MOUSE	tr|A0A2K5QK06|A0A2K5QK06_CEBIM
OG0000993	sp|Q3TJ91|L2GL2_MOUSE	tr|A0A2K5Q8I8|A0A2K5Q8I8_CEBIM
OG0000994	sp|Q69ZK0|PREX1_MOUSE	tr|A0A2K5PPA0|A0A2K5PPA0_CEBIM
OG0000994	sp|Q3LAC4|PREX2_MOUSE	tr|A0A2K5QL18|A0A2K5QL18_CEBIM
OG0000995	sp|Q920D3|MED28_MOUSE	tr|A0A2K5P967|A0A2K5P967_CEBIM, tr|A0A2K5QRR9|A0A2K5QRR9_CEBIM, tr|A0A2K5PGQ0|A0A2K5PGQ0_CEBIM
OG0000996	sp|Q6NVD0|FREM2_MOUSE	tr|A0A2K5RVY5|A0A2K5RVY5_CEBIM
OG0000996	sp|Q5H8B9|FREM3_MOUSE	tr|A0A2K5QVB7|A0A2K5QVB7_CEBIM
OG0000997	sp|Q9CRD2|EMC2_MOUSE	tr|A0A2K5S6G2|A0A2K5S6G2_CEBIM, tr|A0A2K5QJ05|A0A2K5QJ05_CEBIM, tr|A0A2K5QE75|A0A2K5QE75_CEBIM
OG0000998	sp|P70670|NACAM_MOUSE	tr|A0A2K5RVK0|A0A2K5RVK0_CEBIM, tr|A0A2K5Q884|A0A2K5Q884_CEBIM, tr|A0A2K5SHY3|A0A2K5SHY3_CEBIM
OG0000999	sp|Q5SQY2|BOD1_MOUSE	tr|A0A2K5PCW8|A0A2K5PCW8_CEBIM, tr|A0A2K5RFR3|A0A2K5RFR3_CEBIM, tr|A0A2K5PAI3|A0A2K5PAI3_CEBIM
OG0001000	sp|O09161|CASQ2_MOUSE	tr|A0A2K5PEC4|A0A2K5PEC4_CEBIM
OG0001000	sp|O09165|CASQ1_MOUSE	tr|A0A2K5S5Z3|A0A2K5S5Z3_CEBIM
OG0001001	sp|Q64343|ABCG1_MOUSE	tr|A0A2K5Q164|A0A2K5Q164_CEBIM
OG0001001	sp|Q91WA9|ABCG4_MOUSE	tr|A0A2K5SA91|A0A2K5SA91_CEBIM
OG0001002	sp|Q8JZS6|N42L2_MOUSE	tr|A0A2K5SB36|A0A2K5SB36_CEBIM
OG0001002	sp|Q3V2Q8|N42L1_MOUSE	tr|A0A2K5R8L9|A0A2K5R8L9_CEBIM
OG0001003	sp|Q8CGK6|IFNL3_MOUSE, sp|Q4VK74|IFNL2_MOUSE	tr|A0A2K5QPQ4|A0A2K5QPQ4_CEBIM, tr|A0A2K5SEB4|A0A2K5SEB4_CEBIM
OG0001004	sp|Q80ZA0|ITL1B_MOUSE, sp|O88310|ITL1A_MOUSE	tr|A0A2K5S625|A0A2K5S625_CEBIM, tr|A0A2K5PNG7|A0A2K5PNG7_CEBIM
OG0001005	sp|P46660|AINX_MOUSE	tr|A0A2K5Q6F7|A0A2K5Q6F7_CEBIM, tr|A0A2K5RJH2|A0A2K5RJH2_CEBIM, tr|A0A2K5PYG4|A0A2K5PYG4_CEBIM
OG0001006	sp|Q60865|CAPR1_MOUSE	tr|A0A2K5Q107|A0A2K5Q107_CEBIM, tr|A0A2K5S7G9|A0A2K5S7G9_CEBIM, tr|A0A2K5PPF7|A0A2K5PPF7_CEBIM
OG0001008	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A2K5RSP9|A0A2K5RSP9_CEBIM, tr|A0A2K5PC48|A0A2K5PC48_CEBIM, tr|A0A2K5RDB3|A0A2K5RDB3_CEBIM
OG0001009	sp|P35441|TSP1_MOUSE	tr|A0A2K5RZ94|A0A2K5RZ94_CEBIM
OG0001009	sp|Q03350|TSP2_MOUSE	tr|A0A2K5RUM5|A0A2K5RUM5_CEBIM
OG0001010	tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE	tr|A0A2K5PAL3|A0A2K5PAL3_CEBIM
OG0001011	sp|P98197|AT11A_MOUSE	tr|A0A2K5PJP9|A0A2K5PJP9_CEBIM
OG0001011	sp|Q9QZW0|AT11C_MOUSE	tr|A0A2K5PWL5|A0A2K5PWL5_CEBIM
OG0001012	sp|Q8BPP1|MB212_MOUSE	tr|A0A2K5P9I3|A0A2K5P9I3_CEBIM
OG0001012	sp|O70299|MB211_MOUSE	tr|A0A2K5PN95|A0A2K5PN95_CEBIM
OG0001013	sp|Q8CIA9|MF14B_MOUSE	tr|A0A2K5Q035|A0A2K5Q035_CEBIM
OG0001013	sp|P70187|MF14A_MOUSE	tr|A0A2K5QIJ9|A0A2K5QIJ9_CEBIM
OG0001014	sp|Q6NZB0|DNJC8_MOUSE	tr|A0A2K5QQR3|A0A2K5QQR3_CEBIM, tr|A0A2K5QAM0|A0A2K5QAM0_CEBIM, tr|A0A2K5RKH7|A0A2K5RKH7_CEBIM
OG0001015	sp|Q9ERK7|ACHB2_MOUSE	tr|A0A2K5RRP9|A0A2K5RRP9_CEBIM
OG0001015	sp|Q8R493|ACHB4_MOUSE	tr|A0A2K5Q3T3|A0A2K5Q3T3_CEBIM
OG0001016	sp|Q9CR98|F136A_MOUSE	tr|A0A2K5Q6L0|A0A2K5Q6L0_CEBIM, tr|A0A2K5QRB2|A0A2K5QRB2_CEBIM, tr|A0A2K5S852|A0A2K5S852_CEBIM
OG0001017	sp|Q8BXK8|AGAP1_MOUSE	tr|A0A2K5SB81|A0A2K5SB81_CEBIM
OG0001017	sp|Q8VHH5|AGAP3_MOUSE	tr|A0A2K5RIR6|A0A2K5RIR6_CEBIM
OG0001018	sp|Q7M759|AB17B_MOUSE	tr|A0A2K5PD07|A0A2K5PD07_CEBIM
OG0001018	sp|Q99JW1|AB17A_MOUSE	tr|A0A2K5PFU9|A0A2K5PFU9_CEBIM
OG0001019	sp|Q148W0|AT8B1_MOUSE	tr|A0A2K5PI47|A0A2K5PI47_CEBIM
OG0001019	sp|Q6UQ17|AT8B3_MOUSE	tr|A0A2K5S6Y4|A0A2K5S6Y4_CEBIM
OG0001020	sp|Q2LKU9|NLR1A_MOUSE, sp|A1Z198|NL1B2_MOUSE	tr|A0A2K5R8L0|A0A2K5R8L0_CEBIM, tr|A0A2K5PQK6|A0A2K5PQK6_CEBIM
OG0001021	sp|P49446|PTPRE_MOUSE	tr|A0A2K5QB49|A0A2K5QB49_CEBIM
OG0001021	sp|P18052|PTPRA_MOUSE	tr|A0A2K5Q6Y3|A0A2K5Q6Y3_CEBIM
OG0001022	sp|P42232|STA5B_MOUSE	tr|A0A2K5S412|A0A2K5S412_CEBIM
OG0001022	sp|P42230|STA5A_MOUSE	tr|A0A2K5QDM7|A0A2K5QDM7_CEBIM
OG0001023	sp|P00375|DYR_MOUSE	tr|A0A2K5PKH2|A0A2K5PKH2_CEBIM, tr|A0A2K5Q6H9|A0A2K5Q6H9_CEBIM, tr|A0A2K5QLE5|A0A2K5QLE5_CEBIM
OG0001024	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A2K5RHX4|A0A2K5RHX4_CEBIM
OG0001024	sp|Q6PNC0|DMXL1_MOUSE	tr|A0A2K5QSF0|A0A2K5QSF0_CEBIM
OG0001025	tr|G3X8R7|G3X8R7_MOUSE	tr|A0A2K5QT66|A0A2K5QT66_CEBIM, tr|A0A2K5S6E8|A0A2K5S6E8_CEBIM, tr|A0A2K5SBD8|A0A2K5SBD8_CEBIM
OG0001026	sp|Q9CYN2|SPCS2_MOUSE	tr|A0A2K5QDR2|A0A2K5QDR2_CEBIM, tr|A0A2K5RMR0|A0A2K5RMR0_CEBIM, tr|A0A2K5PU76|A0A2K5PU76_CEBIM
OG0001027	sp|Q61598|GDIB_MOUSE	tr|A0A2K5PSG7|A0A2K5PSG7_CEBIM
OG0001027	sp|P50396|GDIA_MOUSE	tr|A0A2K5Q5A0|A0A2K5Q5A0_CEBIM
OG0001028	sp|P67871|CSK2B_MOUSE	tr|A0A2K5Q6E3|A0A2K5Q6E3_CEBIM, tr|A0A2K5R0Q4|A0A2K5R0Q4_CEBIM, tr|A0A2K5RZT5|A0A2K5RZT5_CEBIM
OG0001029	sp|Q60714|S27A1_MOUSE	tr|A0A2K5PCS5|A0A2K5PCS5_CEBIM
OG0001029	sp|Q91VE0|S27A4_MOUSE	tr|A0A2K5RD36|A0A2K5RD36_CEBIM
OG0001030	sp|Q9ER80|RTP4_MOUSE	tr|A0A2K5RVA2|A0A2K5RVA2_CEBIM
OG0001030	sp|Q5QGU6|RTP3_MOUSE	tr|A0A2K5PWN6|A0A2K5PWN6_CEBIM
OG0001031	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A2K5RN97|A0A2K5RN97_CEBIM
OG0001031	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A2K5S1C1|A0A2K5S1C1_CEBIM
OG0001032	sp|B9EKX1|PTHD4_MOUSE	tr|A0A2K5PCT4|A0A2K5PCT4_CEBIM
OG0001032	sp|Q14B62|PTHD1_MOUSE	tr|A0A2K5PIU0|A0A2K5PIU0_CEBIM
