Orthogroup	Mus_musculus	Oryctolagus_cuniculus
OG0003038	sp|P58021|TM9S2_MOUSE, tr|A2AFI6|A2AFI6_MOUSE	tr|A0A5F9DGA8|A0A5F9DGA8_RABIT
OG0003039	tr|Q5NC45|Q5NC45_MOUSE	tr|G1TQM7|G1TQM7_RABIT, tr|G1U049|G1U049_RABIT
OG0003040	sp|Q8BJU9|RF1ML_MOUSE	tr|G1U8U4|G1U8U4_RABIT, tr|G1SCI1|G1SCI1_RABIT
OG0003041	sp|Q9CPR8|NSE3_MOUSE, tr|Q99PB1|Q99PB1_MOUSE	tr|G1TNA8|G1TNA8_RABIT
OG0003042	sp|Q9D0Z3|TMM53_MOUSE	tr|G1TVE8|G1TVE8_RABIT, tr|G1TJA5|G1TJA5_RABIT
OG0003043	sp|Q8CB49|TPRG1_MOUSE, sp|Q9DBS2|TPRGL_MOUSE	tr|G1TAK9|G1TAK9_RABIT
OG0003044	sp|Q9Z1W5|SERP1_MOUSE	tr|G1TAV6|G1TAV6_RABIT, tr|A0A5F9D5Q3|A0A5F9D5Q3_RABIT
OG0003045	sp|Q8K0L2|ENTP8_MOUSE, sp|O55026|ENTP2_MOUSE	tr|A0A5F9DEV1|A0A5F9DEV1_RABIT
OG0003046	sp|Q61606|GLR_MOUSE, sp|O35659|GLP1R_MOUSE	tr|A0A5F9D5N3|A0A5F9D5N3_RABIT
OG0003047	sp|Q7TSY8|SGO2_MOUSE, tr|J3QMK1|J3QMK1_MOUSE	tr|A0A5F9CMK4|A0A5F9CMK4_RABIT
OG0003048	sp|Q8C152|TET5B_MOUSE	tr|A0A5F9CJI6|A0A5F9CJI6_RABIT, tr|G1SQZ3|G1SQZ3_RABIT
OG0003049	sp|Q8R1I1|QCR9_MOUSE	tr|A0A5F9CP89|A0A5F9CP89_RABIT, tr|G1U2N6|G1U2N6_RABIT
OG0003050	sp|Q99JX4|EIF3M_MOUSE	tr|A0A5F9CZ36|A0A5F9CZ36_RABIT, tr|A0A5F9DCW6|A0A5F9DCW6_RABIT
OG0003051	sp|Q9ERL7|GMFG_MOUSE, sp|Q9CQI3|GMFB_MOUSE	tr|A0A5F9D0Z0|A0A5F9D0Z0_RABIT
OG0003052	sp|O88898|P63_MOUSE, sp|Q9JJP2|P73_MOUSE	tr|A0A5F9DSW7|A0A5F9DSW7_RABIT
OG0003053	sp|O35681|SYT3_MOUSE, sp|Q9R0N9|SYT9_MOUSE	tr|A0A5F9C3R4|A0A5F9C3R4_RABIT
OG0003054	sp|B1ATG9|TIKI2_MOUSE	tr|A0A5F9DH53|A0A5F9DH53_RABIT, tr|G1SYI4|G1SYI4_RABIT
OG0003055	sp|O54819|TFPI1_MOUSE	sp|P19761|TFPI1_RABIT, tr|G1SUS9|G1SUS9_RABIT
OG0003056	sp|P16563|CRIS2_MOUSE	tr|A0A5F9CMR4|A0A5F9CMR4_RABIT, tr|G1TFA5|G1TFA5_RABIT
OG0003057	sp|Q03249|GALT_MOUSE	tr|G1U7H1|G1U7H1_RABIT, tr|A0A5F9CN82|A0A5F9CN82_RABIT
OG0003058	sp|Q9Z1L5|CA2D3_MOUSE, sp|Q5RJF7|CA2D4_MOUSE	tr|G1T3K7|G1T3K7_RABIT
OG0003059	sp|Q6K1E7|GGNB1_MOUSE, sp|Q8R5H1|UBP15_MOUSE	tr|A0A5F9DBH1|A0A5F9DBH1_RABIT
OG0003060	sp|Q925I7|PDGFD_MOUSE	sp|Q6V9H4|PDGFD_RABIT, tr|G1T961|G1T961_RABIT
OG0003061	sp|Q99M87|DNJA3_MOUSE	tr|A0A5F9D7Z3|A0A5F9D7Z3_RABIT, tr|G1TQ02|G1TQ02_RABIT
OG0003062	sp|Q9D1D4|TMEDA_MOUSE	sp|Q28735|TMEDA_RABIT, tr|A0A5F9DAY2|A0A5F9DAY2_RABIT
OG0003063	sp|Q9JKC0|CCL24_MOUSE	tr|G1TN23|G1TN23_RABIT, tr|G1SCU3|G1SCU3_RABIT
OG0003064	sp|Q3UFY4|RSH3A_MOUSE, sp|Q9DA80|RSH3B_MOUSE	tr|G1SSK1|G1SSK1_RABIT
OG0003065	sp|Q61224|5HT1D_MOUSE, sp|Q9R1C8|5HT6R_MOUSE	sp|P49145|5HT1D_RABIT
OG0003066	sp|Q6NZL0|SOGA3_MOUSE, sp|Q3UHU5|MTCL1_MOUSE	tr|A0A5F9DVK5|A0A5F9DVK5_RABIT
OG0003067	sp|Q8BND5|QSOX1_MOUSE, sp|Q3TMX7|QSOX2_MOUSE	tr|G1SND0|G1SND0_RABIT
OG0003068	sp|Q9D7R2|PMEPA_MOUSE, sp|Q8BWJ4|LRAD4_MOUSE	tr|A0A5F9DU48|A0A5F9DU48_RABIT
OG0003069	sp|Q80Y61|BI2L2_MOUSE, sp|Q9DBJ3|BI2L1_MOUSE	tr|G1SDY2|G1SDY2_RABIT
OG0003070	sp|Q9JI90|RNF14_MOUSE	tr|G1TCP7|G1TCP7_RABIT, tr|A0A5F9CXQ5|A0A5F9CXQ5_RABIT
OG0003071	sp|Q3V080|ZN583_MOUSE	tr|G1SW04|G1SW04_RABIT, tr|A0A5F9DTR6|A0A5F9DTR6_RABIT
OG0003072	sp|Q80VJ2|SRA1_MOUSE	tr|A0A5F9C588|A0A5F9C588_RABIT, tr|G1TIE9|G1TIE9_RABIT
OG0003073	sp|Q9CR84|AT5G1_MOUSE	tr|G1TB58|G1TB58_RABIT, tr|A0A5F9C1C7|A0A5F9C1C7_RABIT
OG0003074	sp|P33766|FPR1_MOUSE	sp|Q05394|FPR1_RABIT, tr|G1SVH2|G1SVH2_RABIT
OG0003075	sp|Q06770|CBG_MOUSE	tr|G1TBD5|G1TBD5_RABIT, sp|P23775|CBG_RABIT
OG0003076	sp|Q80ZF8|AGRB3_MOUSE, sp|Q3UHD1|AGRB1_MOUSE	tr|A0A5F9CZ88|A0A5F9CZ88_RABIT
OG0003077	sp|Q8C5N5|PDD2L_MOUSE, sp|P46718|PDCD2_MOUSE	tr|G1SU79|G1SU79_RABIT
OG0003078	sp|O08912|GALT1_MOUSE, sp|Q8CF93|GLT13_MOUSE	tr|A0A5F9D2M2|A0A5F9D2M2_RABIT
OG0003079	sp|Q922B1|MACD1_MOUSE, sp|Q3UYG8|MACD2_MOUSE	tr|A0A5F9CG70|A0A5F9CG70_RABIT
OG0003080	sp|Q8C050|KS6A5_MOUSE, sp|Q9Z2B9|KS6A4_MOUSE	tr|G1SW53|G1SW53_RABIT
OG0003081	tr|A0A338P6I9|A0A338P6I9_MOUSE	tr|A0A5F9C3X9|A0A5F9C3X9_RABIT, tr|A0A5F9CCU8|A0A5F9CCU8_RABIT
OG0003082	sp|P50752|TNNT2_MOUSE	sp|P09741|TNNT2_RABIT, tr|G1TPD7|G1TPD7_RABIT
OG0003083	sp|P82198|BGH3_MOUSE	tr|A0A5F9D1L2|A0A5F9D1L2_RABIT, sp|Q95215|BGH3_RABIT
OG0003084	sp|Q03717|KCNB1_MOUSE	tr|G1TJT3|G1TJT3_RABIT, sp|Q9MZ19|KCNB1_RABIT
OG0003085	sp|Q7M6Z4|KIF27_MOUSE, sp|B7ZNG0|KIF7_MOUSE	tr|G1SR34|G1SR34_RABIT
OG0003086	sp|Q8BMD8|SCMC1_MOUSE	sp|O18757|SCMC1_RABIT, tr|A0A5F9C3C2|A0A5F9C3C2_RABIT
OG0003087	sp|Q9JLT2|TREA_MOUSE	sp|P19813|TREA_RABIT, tr|G1SYS0|G1SYS0_RABIT
OG0003088	sp|Q9QXK3|COPG2_MOUSE, sp|Q9QZE5|COPG1_MOUSE	tr|G1SQ22|G1SQ22_RABIT
OG0003089	tr|B9EJW5|B9EJW5_MOUSE	tr|A0A5F9D6Q7|A0A5F9D6Q7_RABIT, tr|G1T7J4|G1T7J4_RABIT
OG0003090	sp|Q3V124|EID3_MOUSE, tr|G3XA30|G3XA30_MOUSE	tr|G1SE53|G1SE53_RABIT
OG0003091	sp|P07214|SPRC_MOUSE	tr|G1T2N1|G1T2N1_RABIT, sp|P36233|SPRC_RABIT
OG0003092	sp|Q8BH69|SPS1_MOUSE, sp|P97364|SPS2_MOUSE	tr|A0A5F9DG17|A0A5F9DG17_RABIT
OG0003093	sp|Q0VBU9|PLPP4_MOUSE, sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A5F9C7F7|A0A5F9C7F7_RABIT
OG0003094	sp|Q60931|VDAC3_MOUSE	sp|Q9TT13|VDAC3_RABIT, tr|A0A5S8HX71|A0A5S8HX71_RABIT
OG0003095	tr|G3X942|G3X942_MOUSE, sp|Q7TT15|GLT17_MOUSE	tr|G1SSD8|G1SSD8_RABIT
OG0003096	sp|Q8JZM4|DNER_MOUSE	tr|G1TC78|G1TC78_RABIT, tr|A0A5F9DFV6|A0A5F9DFV6_RABIT
OG0003097	sp|Q9CR42|ANKR1_MOUSE	sp|Q9TU71|ANKR1_RABIT, tr|G1SRY4|G1SRY4_RABIT
OG0003098	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A5F9DLD1|A0A5F9DLD1_RABIT, tr|G1SSM8|G1SSM8_RABIT
OG0003100	sp|Q9DAL9|FA24L_MOUSE, sp|Q8CF27|FA24A_MOUSE	tr|G1TMN1|G1TMN1_RABIT
OG0003101	sp|P07321|EPO_MOUSE	sp|Q9GKA2|EPO_RABIT, tr|G1SNU6|G1SNU6_RABIT
OG0003102	sp|P10598|CASB_MOUSE	tr|A0A140TAV8|A0A140TAV8_RABIT, sp|P09116|CASB_RABIT
OG0003103	sp|Q3U410|KLH21_MOUSE, sp|Q8BRG6|KLH24_MOUSE	tr|G1T4M8|G1T4M8_RABIT
OG0003104	sp|Q9R045|ANGL2_MOUSE, sp|Q8R0Z6|ANGL6_MOUSE	tr|G1STK3|G1STK3_RABIT
OG0003105	sp|Q99KE8|ZFP64_MOUSE	tr|A0A5F9CWW0|A0A5F9CWW0_RABIT, tr|G1U277|G1U277_RABIT
OG0003106	sp|Q9JK95|PERP_MOUSE	tr|G1SLD2|G1SLD2_RABIT, tr|G1U4G3|G1U4G3_RABIT
OG0003107	sp|P39039|MBL1_MOUSE, sp|P41317|MBL2_MOUSE	tr|G1T3Z1|G1T3Z1_RABIT
OG0003108	sp|P49138|MAPK2_MOUSE	tr|K7EIB9|K7EIB9_RABIT, sp|P49139|MAPK2_RABIT
OG0003109	sp|Q6NZE7|PBIR2_MOUSE	tr|G1T4U6|G1T4U6_RABIT, tr|A0A5F9C1K5|A0A5F9C1K5_RABIT
OG0003110	tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|Q7TR90|Q7TR90_MOUSE	tr|G1TRY3|G1TRY3_RABIT
OG0003111	sp|Q9CQK1|ZNHI3_MOUSE	tr|G1SEC0|G1SEC0_RABIT, tr|G1TND9|G1TND9_RABIT
OG0003112	sp|Q9DAI4|ZBT43_MOUSE, sp|Q9Z0G7|ZBT22_MOUSE	tr|G1SXY2|G1SXY2_RABIT
OG0003113	tr|A0A0G2JG17|A0A0G2JG17_MOUSE	tr|U3KNI4|U3KNI4_RABIT, tr|A0A5F9D1F0|A0A5F9D1F0_RABIT
OG0003114	sp|D3Z7Q2|SIM20_MOUSE	tr|G1T4W5|G1T4W5_RABIT, tr|A0A5F9CKM3|A0A5F9CKM3_RABIT
OG0003115	sp|P28653|PGS1_MOUSE	sp|O46377|PGS1_RABIT, tr|U3KML1|U3KML1_RABIT
OG0003116	sp|P49194|RET3_MOUSE	tr|G1T5S0|G1T5S0_RABIT, sp|P12664|RET3_RABIT
OG0003117	sp|P60766|CDC42_MOUSE	tr|A0A5F9DQD8|A0A5F9DQD8_RABIT, tr|G1U978|G1U978_RABIT
OG0003118	sp|P62254|UB2G1_MOUSE	tr|G1TJY5|G1TJY5_RABIT, tr|G1TX44|G1TX44_RABIT
OG0003119	sp|P97350|PKP1_MOUSE, sp|Q9QY23|PKP3_MOUSE	tr|G1TM19|G1TM19_RABIT
OG0003120	sp|Q6IQY5|CEP70_MOUSE	tr|A0A5F9CXL1|A0A5F9CXL1_RABIT, tr|G1TFX0|G1TFX0_RABIT
OG0003121	sp|Q8R0S6|WFKN1_MOUSE, sp|Q7TQN3|WFKN2_MOUSE	tr|G1SD75|G1SD75_RABIT
OG0003122	sp|P57787|MOT4_MOUSE, sp|O35308|MOT3_MOUSE	tr|G1U5M4|G1U5M4_RABIT
OG0003123	sp|Q08297|RAD51_MOUSE	tr|G1TCL3|G1TCL3_RABIT, sp|O77507|RAD51_RABIT
OG0003124	sp|Q60925|DBP_MOUSE, sp|Q8BW74|HLF_MOUSE	tr|G1SZI3|G1SZI3_RABIT
OG0003125	sp|Q68FM6|PPR29_MOUSE, sp|Q8C8T7|ELFN1_MOUSE	tr|G1SZ74|G1SZ74_RABIT
OG0003126	sp|Q8K2I3|FMO2_MOUSE	tr|G1SND1|G1SND1_RABIT, sp|P17635|FMO2_RABIT
OG0003127	sp|Q8C7N7|APH1B_MOUSE, sp|Q9DCZ9|APH1C_MOUSE	tr|G1SM63|G1SM63_RABIT
OG0003128	sp|F8VQN3|GPR31_MOUSE, sp|Q9EP66|HCAR2_MOUSE	tr|G1U9M0|G1U9M0_RABIT
OG0003129	sp|Q9WUD8|FAIM1_MOUSE, tr|J3QPY3|J3QPY3_MOUSE	tr|A0A5F9DP27|A0A5F9DP27_RABIT
OG0003130	sp|O55060|TPMT_MOUSE	sp|Q3BCQ8|TPMT_RABIT, tr|G1SKJ6|G1SKJ6_RABIT
OG0003131	sp|Q66GT5|PTPM1_MOUSE	tr|A0A5F9DK30|A0A5F9DK30_RABIT, tr|G1TF40|G1TF40_RABIT
OG0003132	sp|Q8K0F1|TBC23_MOUSE	tr|A0A5F9CWE9|A0A5F9CWE9_RABIT, tr|A0A5F9CI50|A0A5F9CI50_RABIT
OG0003133	sp|Q9CXG3|PPIL4_MOUSE	tr|G1STL1|G1STL1_RABIT, tr|A0A5F9CD75|A0A5F9CD75_RABIT
OG0003134	sp|Q8BGC9|CREG2_MOUSE, sp|O88668|CREG1_MOUSE	tr|A0A5F9C5B9|A0A5F9C5B9_RABIT
OG0003135	sp|P51943|CCNA2_MOUSE	tr|G1SIX8|G1SIX8_RABIT, tr|G1TSN9|G1TSN9_RABIT
OG0003136	sp|Q3UQS2|LSME1_MOUSE	tr|G1SEA4|G1SEA4_RABIT, tr|A0A5F9CBE9|A0A5F9CBE9_RABIT
OG0003137	tr|K7N6B1|K7N6B1_MOUSE, tr|Q8VH20|Q8VH20_MOUSE	tr|G1U927|G1U927_RABIT
OG0003138	sp|P26151|FCGR1_MOUSE	tr|A0A5F9D7D3|A0A5F9D7D3_RABIT, tr|G1SJM8|G1SJM8_RABIT
OG0003139	sp|P48299|EDN3_MOUSE	tr|A0A5F9DLC1|A0A5F9DLC1_RABIT, sp|P19998|EDN3_RABIT
OG0003140	sp|Q80X71|T106B_MOUSE, sp|Q80VP8|T106C_MOUSE	tr|G1SYZ6|G1SYZ6_RABIT
OG0003141	tr|Q8VGC4|Q8VGC4_MOUSE	tr|G1TN95|G1TN95_RABIT, tr|G1TFQ5|G1TFQ5_RABIT
OG0003142	sp|Q9D0B6|PBDC1_MOUSE	tr|A0A5F9DGY5|A0A5F9DGY5_RABIT, tr|G1SEQ2|G1SEQ2_RABIT
OG0003143	sp|Q9DBU5|RNF6_MOUSE	tr|A0A5F9D6G4|A0A5F9D6G4_RABIT, tr|G1T9R7|G1T9R7_RABIT
OG0003144	sp|P31041|CD28_MOUSE	tr|G1U6K4|G1U6K4_RABIT, sp|P42069|CD28_RABIT
OG0003145	sp|Q3TYX2|LRN4L_MOUSE, sp|P59383|LRRN4_MOUSE	tr|G1TQU9|G1TQU9_RABIT
OG0003146	sp|P62509|ERR3_MOUSE, sp|O08580|ERR1_MOUSE	tr|A0A5F9DH25|A0A5F9DH25_RABIT
OG0003147	sp|P70441|NHRF1_MOUSE	sp|Q28619|NHRF1_RABIT, tr|G1SFP2|G1SFP2_RABIT
OG0003148	sp|Q06890|CLUS_MOUSE	sp|Q9XSC5|CLUS_RABIT, tr|G1SQ27|G1SQ27_RABIT
OG0003149	sp|P00329|ADH1_MOUSE, sp|Q64437|ADH7_MOUSE	sp|Q03505|ADH1_RABIT
OG0003150	sp|Q8VDU0|GPSM2_MOUSE, sp|Q6IR34|GPSM1_MOUSE	tr|G1SK35|G1SK35_RABIT
OG0003151	sp|Q80YD3|F205C_MOUSE	tr|G1TL14|G1TL14_RABIT, tr|G1U1F0|G1U1F0_RABIT
OG0003152	sp|Q8BGQ4|POMT2_MOUSE, sp|Q8R2R1|POMT1_MOUSE	tr|A0A5F9CVT8|A0A5F9CVT8_RABIT
OG0003153	sp|Q9D7M8|RPB4_MOUSE	tr|G1U895|G1U895_RABIT, tr|G1U516|G1U516_RABIT
OG0003154	sp|Q60870|REEP5_MOUSE, sp|Q9JM62|REEP6_MOUSE	tr|A0A5F9DKV6|A0A5F9DKV6_RABIT
OG0003155	tr|A0A140LJC7|A0A140LJC7_MOUSE, sp|A2ARV4|LRP2_MOUSE	tr|G1T0H5|G1T0H5_RABIT
OG0003156	tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE	tr|G1T5Z5|G1T5Z5_RABIT
OG0003157	sp|Q60614|AA2BR_MOUSE	sp|Q32ZE2|AA2BR_RABIT, tr|A0A5S8I598|A0A5S8I598_RABIT
OG0003158	sp|Q61290|CAC1E_MOUSE	tr|A0A5F9DLQ7|A0A5F9DLQ7_RABIT, sp|Q02343|CAC1E_RABIT
OG0003159	sp|Q9D289|TPC6B_MOUSE, sp|Q78XR0|TPC6A_MOUSE	tr|U3KNP6|U3KNP6_RABIT
OG0003160	sp|Q80W40|ACSM4_MOUSE	tr|A0A5F9DPK8|A0A5F9DPK8_RABIT, tr|G1TLM7|G1TLM7_RABIT
OG0003161	sp|Q811S7|UBIP1_MOUSE, sp|Q9ERA0|TFCP2_MOUSE	tr|A0A5F9CCB6|A0A5F9CCB6_RABIT
OG0003162	sp|Q91WD8|NCKX1_MOUSE, sp|Q8BUN9|NCKX2_MOUSE	tr|G1SHM0|G1SHM0_RABIT
OG0003163	sp|Q9QXL8|NDK7_MOUSE	tr|G1TFZ9|G1TFZ9_RABIT, tr|G1SRW2|G1SRW2_RABIT
OG0003164	sp|O09161|CASQ2_MOUSE	tr|G1SZM4|G1SZM4_RABIT, sp|P31235|CASQ2_RABIT
OG0003165	sp|Q60662|AKAP4_MOUSE, sp|O88987|AKAP3_MOUSE	tr|G1SGI7|G1SGI7_RABIT
OG0003166	sp|O89104|SYPL2_MOUSE	tr|G1TVN5|G1TVN5_RABIT, sp|O62646|SYPL2_RABIT
OG0003167	sp|P28334|5HT1B_MOUSE	sp|P49144|5HT1B_RABIT, tr|A0A140TAV9|A0A140TAV9_RABIT
OG0003168	sp|P97766|CFC1_MOUSE, sp|P51865|TDGF1_MOUSE	tr|A0A5F9DB10|A0A5F9DB10_RABIT
OG0003169	sp|P51910|APOD_MOUSE	tr|G1TIF8|G1TIF8_RABIT, sp|P37153|APOD_RABIT
OG0003170	sp|Q8BGS3|ZKSC1_MOUSE	tr|G1T976|G1T976_RABIT, tr|U3KNI1|U3KNI1_RABIT
OG0003171	tr|A2AG10|A2AG10_MOUSE, sp|Q63850|NUP62_MOUSE	tr|A0A5F9DH34|A0A5F9DH34_RABIT
OG0003172	sp|O35423|AGT1_MOUSE	tr|G1TZI3|G1TZI3_RABIT, sp|P31030|AGT1_RABIT
OG0003173	sp|Q3UW68|CAN13_MOUSE	tr|G1T6R7|G1T6R7_RABIT, tr|G1TCB5|G1TCB5_RABIT
OG0003174	sp|Q8BJQ4|TCAM2_MOUSE, sp|Q80UF7|TCAM1_MOUSE	tr|G1TGG7|G1TGG7_RABIT
OG0003175	sp|P21761|TRHR_MOUSE, tr|Q9ERT2|Q9ERT2_MOUSE	tr|G1SKI4|G1SKI4_RABIT
OG0003176	sp|P81068|IRX1_MOUSE, sp|P81067|IRX3_MOUSE	tr|G1U0F4|G1U0F4_RABIT
OG0003177	sp|P97384|ANX11_MOUSE	tr|G1U9U1|G1U9U1_RABIT, sp|P33477|ANX11_RABIT
OG0003178	sp|Q00780|CO8A1_MOUSE	tr|G1U2Q7|G1U2Q7_RABIT, sp|P14282|CO8A1_RABIT
OG0003179	sp|Q52KI8|SRRM1_MOUSE	tr|G1SV63|G1SV63_RABIT, tr|U3KPG1|U3KPG1_RABIT
OG0003180	tr|Q9CR05|Q9CR05_MOUSE, sp|Q8BI36|JKAMP_MOUSE	tr|G1TXI5|G1TXI5_RABIT
OG0003181	sp|Q5IBH6|SPE4A_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE	tr|G1TTH2|G1TTH2_RABIT
OG0003182	sp|Q9DBX3|SUSD2_MOUSE, sp|Q8JZM8|MUC4_MOUSE	tr|A0A5F9D5W0|A0A5F9D5W0_RABIT
OG0003183	sp|Q9CRC3|CO040_MOUSE	tr|G1SN53|G1SN53_RABIT, tr|G1TYG0|G1TYG0_RABIT
OG0003184	sp|Q9CZE3|RAB32_MOUSE, sp|Q8QZZ8|RAB38_MOUSE	tr|G1T7K5|G1T7K5_RABIT
OG0003185	sp|Q9ES88|S13A2_MOUSE	tr|A0A0A0MQQ0|A0A0A0MQQ0_RABIT, sp|Q28615|S13A2_RABIT
OG0003186	sp|A7L9Z8|AT2C2_MOUSE, sp|Q80XR2|AT2C1_MOUSE	tr|A0A5F9D1N6|A0A5F9D1N6_RABIT
OG0003187	sp|P58681|TLR7_MOUSE, sp|P58682|TLR8_MOUSE	tr|U3KNH3|U3KNH3_RABIT
OG0003188	sp|P62869|ELOB_MOUSE	tr|G1SYL8|G1SYL8_RABIT, tr|G1U1I7|G1U1I7_RABIT
OG0003189	sp|Q04899|CDK18_MOUSE, sp|Q8K0D0|CDK17_MOUSE	tr|G1T5Q1|G1T5Q1_RABIT
OG0003190	sp|Q80U72|SCRIB_MOUSE, sp|Q62108|DLG4_MOUSE	tr|A0A5F9DPV2|A0A5F9DPV2_RABIT
OG0003191	sp|Q60605|MYL6_MOUSE, sp|Q8CI43|MYL6B_MOUSE	tr|A0A5F9CCG0|A0A5F9CCG0_RABIT
OG0003192	sp|Q8CIV3|LIPH_MOUSE	sp|Q9BDJ4|LIPH_RABIT, tr|A0A5F9CA56|A0A5F9CA56_RABIT
OG0003193	sp|Q9Z1V0|OLF49_MOUSE	tr|G1U6I1|G1U6I1_RABIT, tr|G1TL39|G1TL39_RABIT
OG0003194	tr|L7N462|L7N462_MOUSE, tr|K7N609|K7N609_MOUSE	tr|G1TIN7|G1TIN7_RABIT
OG0003195	sp|Q8BIW9|CTF18_MOUSE, sp|P35601|RFC1_MOUSE	tr|G1SMF3|G1SMF3_RABIT
OG0003196	sp|Q3UQ28|PXDN_MOUSE	tr|G1U0M5|G1U0M5_RABIT, tr|G1SP70|G1SP70_RABIT
OG0003197	sp|Q61792|LASP1_MOUSE	sp|O77506|LASP1_RABIT, tr|U3KNF1|U3KNF1_RABIT
OG0003198	sp|Q80XD1|CHIO_MOUSE	tr|A0A5F9CH70|A0A5F9CH70_RABIT, tr|U3KNZ3|U3KNZ3_RABIT
OG0003199	sp|Q8R574|KPRB_MOUSE, sp|Q9D0M1|KPRA_MOUSE	tr|G1TGK3|G1TGK3_RABIT
OG0003200	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|G1U666|G1U666_RABIT, tr|G1TRF2|G1TRF2_RABIT
OG0003201	sp|A3KMP2|TTC38_MOUSE	tr|G1SD60|G1SD60_RABIT, tr|G1TYS3|G1TYS3_RABIT
OG0003202	sp|B1AZI6|THOC2_MOUSE, tr|E9Q5E2|E9Q5E2_MOUSE	tr|A0A5F9C9E7|A0A5F9C9E7_RABIT
OG0003203	sp|P16301|LCAT_MOUSE	tr|G1TMB1|G1TMB1_RABIT, sp|P53761|LCAT_RABIT
OG0003204	sp|P51569|AGAL_MOUSE	tr|A0A5F9DVQ6|A0A5F9DVQ6_RABIT, tr|G1T044|G1T044_RABIT
OG0003205	sp|Q61789|LAMA3_MOUSE, sp|Q61001|LAMA5_MOUSE	tr|G1SY40|G1SY40_RABIT
OG0003206	sp|Q5FWH7|S39AC_MOUSE, sp|Q78IQ7|S39A4_MOUSE	tr|G1T879|G1T879_RABIT
OG0003207	tr|Q8VH17|Q8VH17_MOUSE	tr|G1TZG5|G1TZG5_RABIT, tr|G1THV1|G1THV1_RABIT
OG0003208	sp|P43488|TNFL4_MOUSE	sp|O02765|TNFL4_RABIT, tr|A0A0A0MQP8|A0A0A0MQP8_RABIT
OG0003209	sp|P47937|NK3R_MOUSE	sp|O97512|NK3R_RABIT, tr|G1SXH5|G1SXH5_RABIT
OG0003210	sp|P57746|VATD_MOUSE	sp|O97755|VATD_RABIT, tr|A0A5F9CIZ4|A0A5F9CIZ4_RABIT
OG0003211	sp|Q80VF6|F181B_MOUSE, tr|J3QNB7|J3QNB7_MOUSE	tr|A0A5F9CGL4|A0A5F9CGL4_RABIT
OG0003212	sp|Q8QZV6|F161A_MOUSE	tr|G1SDW1|G1SDW1_RABIT, tr|G1TXH2|G1TXH2_RABIT
OG0003213	sp|Q8VE65|TAF12_MOUSE	tr|A0A5F9CC44|A0A5F9CC44_RABIT, tr|G1SKR2|G1SKR2_RABIT
OG0003214	sp|Q9JII5|DAZP1_MOUSE, sp|Q920Q6|MSI2H_MOUSE	tr|A0A5F9CTX2|A0A5F9CTX2_RABIT
OG0003215	sp|A2AU37|RD21L_MOUSE, sp|Q61550|RAD21_MOUSE	tr|G1SHV3|G1SHV3_RABIT
OG0003216	sp|Q5BL07|PEX1_MOUSE	tr|G1SVZ9|G1SVZ9_RABIT, tr|A0A5F9DSE9|A0A5F9DSE9_RABIT
OG0003217	tr|Q8BFX2|Q8BFX2_MOUSE, tr|Q6PCS8|Q6PCS8_MOUSE	tr|A0A5F9DEC0|A0A5F9DEC0_RABIT
OG0003218	sp|Q8K396|MND1_MOUSE	tr|A0A5F9DUK1|A0A5F9DUK1_RABIT, tr|A0A5F9DKC8|A0A5F9DKC8_RABIT
OG0003219	sp|Q91VH6|MEMO1_MOUSE	tr|G1SPV4|G1SPV4_RABIT, tr|A0A5F9CD88|A0A5F9CD88_RABIT
OG0003220	sp|Q9CPX7|RT16_MOUSE	tr|G1TN80|G1TN80_RABIT, tr|G1TL01|G1TL01_RABIT
OG0003221	sp|P21841|PSPC_MOUSE	sp|P22398|PSPC_RABIT, tr|A0A5F9DR26|A0A5F9DR26_RABIT
OG0003222	sp|Q810N6|ANR45_MOUSE	tr|G1T927|G1T927_RABIT, tr|A0A5F9D8V8|A0A5F9D8V8_RABIT
OG0003223	sp|Q9CQE8|RTRAF_MOUSE	tr|G1TI56|G1TI56_RABIT, tr|A0A5F9D0Q9|A0A5F9D0Q9_RABIT
OG0003224	tr|E9Q547|E9Q547_MOUSE, tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE	tr|B8K151|B8K151_RABIT
OG0003225	sp|Q8R2V5|ADAP2_MOUSE, tr|E9PY16|E9PY16_MOUSE	tr|G1T930|G1T930_RABIT
OG0003226	sp|O55091|IMPCT_MOUSE	sp|Q5GFD8|IMPCT_RABIT, tr|A0A5S8HKP3|A0A5S8HKP3_RABIT
OG0003227	sp|Q5SWY8|SC5AA_MOUSE	sp|Q28610|SC5AA_RABIT, tr|A0A5F9C9D9|A0A5F9C9D9_RABIT
OG0003228	sp|Q8CCM6|TIM21_MOUSE	tr|A0A5F9CST8|A0A5F9CST8_RABIT, tr|A0A5F9C567|A0A5F9C567_RABIT
OG0003229	sp|Q9CQ79|TXND9_MOUSE	tr|G1TUH1|G1TUH1_RABIT, tr|G1TAY2|G1TAY2_RABIT
