Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0000927	sp|Q99N57|RAF1_MOUSE	tr|A0A8J6L440|A0A8J6L440_MICOH
OG0000927	sp|P04627|ARAF_MOUSE, sp|P28028|BRAF_MOUSE	tr|A0A8J6GBM3|A0A8J6GBM3_MICOH
OG0000928	sp|Q8VDB9|S620A_MOUSE	tr|A0A8J6GFE5|A0A8J6GFE5_MICOH
OG0000928	sp|O88576|S6A18_MOUSE, sp|O88575|S620B_MOUSE	tr|A0A8J6GBU3|A0A8J6GBU3_MICOH
OG0000929	sp|Q61245|COBA1_MOUSE	tr|A0A8J6GRJ6|A0A8J6GRJ6_MICOH
OG0000929	sp|O88207|CO5A1_MOUSE	tr|A0A8J6G4U6|A0A8J6G4U6_MICOH, tr|A0A8J6KP11|A0A8J6KP11_MICOH
OG0000930	tr|Q8VG32|Q8VG32_MOUSE	tr|A0A8J6GLN2|A0A8J6GLN2_MICOH
OG0000930	tr|E9Q8X1|E9Q8X1_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE	tr|A0A8J6L124|A0A8J6L124_MICOH
OG0000931	sp|Q66PY1|SCUB3_MOUSE	tr|A0A8J6GMH9|A0A8J6GMH9_MICOH
OG0000931	sp|P08399|PHXR5_MOUSE, sp|Q9JJS0|SCUB2_MOUSE	tr|A0A8J6L538|A0A8J6L538_MICOH
OG0000933	tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|F6XP16|F6XP16_MOUSE, tr|Q7TR16|Q7TR16_MOUSE	tr|A0A8J6G0D4|A0A8J6G0D4_MICOH, tr|A0A8J6KU00|A0A8J6KU00_MICOH
OG0000934	tr|F8VQI7|F8VQI7_MOUSE	tr|A0A8J6FX42|A0A8J6FX42_MICOH, tr|A0A8J6KK31|A0A8J6KK31_MICOH
OG0000934	tr|E9PZ66|E9PZ66_MOUSE	tr|A0A8J6FVV8|A0A8J6FVV8_MICOH
OG0000935	sp|Q61292|LAMB2_MOUSE	tr|A0A8J6GHR0|A0A8J6GHR0_MICOH
OG0000935	sp|P02469|LAMB1_MOUSE	tr|A0A8J6L280|A0A8J6L280_MICOH, tr|A0A8J6GVS1|A0A8J6GVS1_MICOH
OG0000936	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A8J6KKI0|A0A8J6KKI0_MICOH
OG0000936	sp|Q9QYJ0|DNJA2_MOUSE	tr|A0A8J6G5V3|A0A8J6G5V3_MICOH, tr|A0A8J6GYA1|A0A8J6GYA1_MICOH
OG0000937	sp|Q06986|SIAH2_MOUSE	tr|A0A8J6GD90|A0A8J6GD90_MICOH
OG0000937	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|A0A8J6GCA1|A0A8J6GCA1_MICOH
OG0000938	sp|Q6X1Y6|ASIC3_MOUSE	tr|A0A8J6GZT7|A0A8J6GZT7_MICOH, tr|A0A8J6GJ44|A0A8J6GJ44_MICOH, tr|A0A8J6KVF0|A0A8J6KVF0_MICOH, tr|A0A8J6KSJ0|A0A8J6KSJ0_MICOH
OG0000939	sp|P17012|ZFX_MOUSE, sp|P20662|ZFY2_MOUSE, sp|P10925|ZFY1_MOUSE, sp|P23607|ZFA_MOUSE	tr|A0A8J6L202|A0A8J6L202_MICOH
OG0000940	sp|O35730|RING1_MOUSE	tr|A0A8J6GL90|A0A8J6GL90_MICOH
OG0000940	sp|Q9CQJ4|RING2_MOUSE	tr|A0A8J6GJE2|A0A8J6GJE2_MICOH, tr|A0A8J6G1T3|A0A8J6G1T3_MICOH
OG0000941	sp|Q8BUR4|DOCK1_MOUSE	tr|A0A8J6KQK9|A0A8J6KQK9_MICOH
OG0000941	sp|B2RY04|DOCK5_MOUSE, sp|Q8C3J5|DOCK2_MOUSE	tr|A0A8J6KTL9|A0A8J6KTL9_MICOH
OG0000942	tr|A0A0B4J1F9|A0A0B4J1F9_MOUSE	tr|A0A8J6KQL1|A0A8J6KQL1_MICOH, tr|A0A8J6KQ37|A0A8J6KQ37_MICOH
OG0000942	sp|P50114|S100B_MOUSE	tr|A0A8J6L0Y3|A0A8J6L0Y3_MICOH
OG0000943	sp|Q8CBA2|SLFN5_MOUSE, sp|B1ARD6|SLFN9_MOUSE, sp|B1ARD8|SLFN8_MOUSE	tr|A0A8J6KQ95|A0A8J6KQ95_MICOH, tr|A0A8J6G9V8|A0A8J6G9V8_MICOH
OG0000944	sp|P03966|MYCN_MOUSE	tr|A0A8J6GM01|A0A8J6GM01_MICOH
OG0000944	sp|Q9Z304|MYCS_MOUSE	tr|A0A8J6FXL9|A0A8J6FXL9_MICOH, tr|A0A8J6GJV8|A0A8J6GJV8_MICOH
OG0000945	sp|O55192|SC6A2_MOUSE	tr|A0A8J6L2B2|A0A8J6L2B2_MICOH
OG0000945	sp|Q61327|SC6A3_MOUSE	tr|A0A8J6H493|A0A8J6H493_MICOH, tr|A0A8J6KN49|A0A8J6KN49_MICOH
OG0000946	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A8J6GWM7|A0A8J6GWM7_MICOH
OG0000946	sp|P20612|GNAT1_MOUSE, sp|P50149|GNAT2_MOUSE	tr|A0A8J6FX98|A0A8J6FX98_MICOH
OG0000947	tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE	tr|A0A8J6KXE8|A0A8J6KXE8_MICOH, tr|A0A8J6GRL8|A0A8J6GRL8_MICOH, tr|A0A8J6G1I2|A0A8J6G1I2_MICOH
OG0000948	sp|Q7TSY6|CELF4_MOUSE	tr|A0A8J6FYG4|A0A8J6FYG4_MICOH
OG0000948	sp|Q7TN33|CELF6_MOUSE, sp|Q8CIN6|CELF3_MOUSE	tr|A0A8J6GI03|A0A8J6GI03_MICOH
OG0000949	sp|Q68SN8|FCRL5_MOUSE	tr|A0A8J6KP95|A0A8J6KP95_MICOH
OG0000949	sp|A1YIY0|FCRL6_MOUSE, sp|Q8R4Y0|FCRL1_MOUSE	tr|A0A8J6KQH8|A0A8J6KQH8_MICOH
OG0000950	sp|O35493|CLK4_MOUSE	tr|A0A8J6FWZ4|A0A8J6FWZ4_MICOH
OG0000950	sp|O35491|CLK2_MOUSE, sp|P22518|CLK1_MOUSE	tr|A0A8J6KT51|A0A8J6KT51_MICOH
OG0000951	tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE	tr|A0A8J6GBG6|A0A8J6GBG6_MICOH, tr|A0A8J6GBI5|A0A8J6GBI5_MICOH
OG0000952	sp|P63328|PP2BA_MOUSE	tr|A0A8J6FYA8|A0A8J6FYA8_MICOH
OG0000952	sp|P48453|PP2BB_MOUSE, sp|P48455|PP2BC_MOUSE	tr|A0A8J6GQM3|A0A8J6GQM3_MICOH
OG0000953	tr|J3QN01|J3QN01_MOUSE	tr|A0A8J6KTA8|A0A8J6KTA8_MICOH
OG0000953	sp|Q99N10|M4A8_MOUSE	tr|A0A8J6L2J5|A0A8J6L2J5_MICOH, tr|A0A8J6GAK2|A0A8J6GAK2_MICOH
OG0000954	tr|A0A668KLC8|A0A668KLC8_MOUSE, tr|A0A1B0GR91|A0A1B0GR91_MOUSE, tr|E9Q4Y8|E9Q4Y8_MOUSE, sp|Q9D454|CX049_MOUSE	tr|A0A8J6KUL4|A0A8J6KUL4_MICOH
OG0000955	sp|Q5IBH6|SPE4A_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE, tr|I6XKQ3|I6XKQ3_MOUSE, sp|Q5IBH7|SPDYA_MOUSE	tr|A0A8J6GLD5|A0A8J6GLD5_MICOH
OG0000956	sp|Q04742|EMX1_MOUSE	tr|A0A8J6GSW9|A0A8J6GSW9_MICOH
OG0000956	sp|Q64105|SPRE_MOUSE	tr|A0A8J6GS86|A0A8J6GS86_MICOH, tr|A0A8J6KVG8|A0A8J6KVG8_MICOH
OG0000957	sp|Q91X45|ZBTB3_MOUSE, sp|Q99MD8|MYNN_MOUSE, sp|Q811H0|ZBT42_MOUSE, sp|Q9WUK6|ZBT18_MOUSE	tr|A0A8J6KR49|A0A8J6KR49_MICOH
OG0000958	tr|Q7TRR7|Q7TRR7_MOUSE	tr|A0A8J6GPB2|A0A8J6GPB2_MICOH
OG0000958	tr|Q8VF28|Q8VF28_MOUSE	tr|A0A8J6FYI5|A0A8J6FYI5_MICOH, tr|A0A8J6KY59|A0A8J6KY59_MICOH
OG0000959	sp|Q8BWD8|CDK19_MOUSE	tr|A0A8J6GDX0|A0A8J6GDX0_MICOH
OG0000959	sp|Q8R3L8|CDK8_MOUSE	tr|A0A8J6GTP4|A0A8J6GTP4_MICOH, tr|A0A8J6KT94|A0A8J6KT94_MICOH
OG0000960	sp|Q5Y4Y6|GSDA3_MOUSE	tr|A0A8J6KL19|A0A8J6KL19_MICOH
OG0000960	sp|Q32M21|GSDA2_MOUSE, sp|Q9EST1|GSDMA_MOUSE	tr|A0A8J6FXS0|A0A8J6FXS0_MICOH
OG0000961	sp|P23881|TCEA3_MOUSE	tr|A0A8J6KMU6|A0A8J6KMU6_MICOH
OG0000961	sp|Q9QVN7|TCEA2_MOUSE, sp|P10711|TCEA1_MOUSE	tr|A0A8J6L7P5|A0A8J6L7P5_MICOH
OG0000963	sp|P70414|NAC1_MOUSE	tr|A0A8J6KTH9|A0A8J6KTH9_MICOH
OG0000963	sp|Q8K596|NAC2_MOUSE, sp|S4R2P9|NAC3_MOUSE	tr|A0A8J6H137|A0A8J6H137_MICOH
OG0000964	sp|Q6ZQ73|CAND2_MOUSE	tr|A0A8J6KYW3|A0A8J6KYW3_MICOH
OG0000964	sp|Q6ZQ38|CAND1_MOUSE	tr|A0A8J6GQN7|A0A8J6GQN7_MICOH, tr|A0A8J6L0I6|A0A8J6L0I6_MICOH
OG0000965	sp|Q9QYK4|H6ST3_MOUSE	tr|A0A8J6GUR2|A0A8J6GUR2_MICOH, tr|A0A8J6KX59|A0A8J6KX59_MICOH
OG0000965	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A8J6KV83|A0A8J6KV83_MICOH
OG0000966	sp|O35701|MATN3_MOUSE, sp|P51942|MATN1_MOUSE, sp|O89029|MATN4_MOUSE, sp|O08746|MATN2_MOUSE	tr|A0A8J6H1K0|A0A8J6H1K0_MICOH
OG0000967	sp|Q8VDW0|DX39A_MOUSE	tr|A0A8J6G3C1|A0A8J6G3C1_MICOH
OG0000967	sp|Q9Z1N5|DX39B_MOUSE	tr|A0A8J6G646|A0A8J6G646_MICOH, tr|A0A8J6L1U6|A0A8J6L1U6_MICOH
OG0000968	sp|Q3TIV5|ZC3HF_MOUSE	tr|A0A8J6KYF9|A0A8J6KYF9_MICOH, tr|A0A8J6KRI8|A0A8J6KRI8_MICOH, tr|A0A8J6FWF1|A0A8J6FWF1_MICOH, tr|A0A8J6KPZ9|A0A8J6KPZ9_MICOH
OG0000970	sp|P63330|PP2AA_MOUSE	tr|A0A8J6GA67|A0A8J6GA67_MICOH
OG0000970	sp|P62715|PP2AB_MOUSE	tr|A0A8J6G5Y0|A0A8J6G5Y0_MICOH, tr|A0A8J6FW12|A0A8J6FW12_MICOH
OG0000971	sp|Q9D4K4|FACOS_MOUSE	tr|A0A8J6FYK5|A0A8J6FYK5_MICOH, tr|A0A8J6L2M5|A0A8J6L2M5_MICOH, tr|A0A8J6L4E1|A0A8J6L4E1_MICOH, tr|A0A8J6GZ50|A0A8J6GZ50_MICOH
OG0000972	sp|Q60603|KCNH1_MOUSE	tr|A0A8J6GJ71|A0A8J6GJ71_MICOH
OG0000972	sp|Q920E3|KCNH5_MOUSE	tr|A0A8J6GGN6|A0A8J6GGN6_MICOH, tr|A0A8J6H3C2|A0A8J6H3C2_MICOH
OG0000973	sp|Q9CPR4|RL17_MOUSE	tr|A0A8J6H158|A0A8J6H158_MICOH, tr|A0A8J6L6Q1|A0A8J6L6Q1_MICOH, tr|A0A8J6GP14|A0A8J6GP14_MICOH, tr|A0A8J6H2V7|A0A8J6H2V7_MICOH
OG0000974	sp|Q9JI57|GT2D1_MOUSE, sp|Q9ESZ8|GTF2I_MOUSE, sp|Q99NI3|GT2D2_MOUSE, sp|Q8VEH5|EPMIP_MOUSE	tr|A0A8J6GC03|A0A8J6GC03_MICOH
OG0000976	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A8J6G2L5|A0A8J6G2L5_MICOH, tr|A0A8J6GNY2|A0A8J6GNY2_MICOH, tr|A0A8J6GSV6|A0A8J6GSV6_MICOH, tr|A0A8J6GQL3|A0A8J6GQL3_MICOH
OG0000977	tr|Q9DC47|Q9DC47_MOUSE, tr|Q3UTQ6|Q3UTQ6_MOUSE, tr|Q6PGD2|Q6PGD2_MOUSE, tr|G3X9T2|G3X9T2_MOUSE	tr|A0A8J6GCE9|A0A8J6GCE9_MICOH
OG0000978	sp|Q80TR1|AGRL1_MOUSE	tr|A0A8J6G4G1|A0A8J6G4G1_MICOH
OG0000978	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A8J6GJF6|A0A8J6GJF6_MICOH, tr|A0A8J6GM40|A0A8J6GM40_MICOH
OG0000979	sp|Q9Z0V1|KCND3_MOUSE, sp|Q03719|KCND1_MOUSE, sp|Q9Z0V2|KCND2_MOUSE	tr|A0A8J6G3B4|A0A8J6G3B4_MICOH, tr|A0A8J6GGE8|A0A8J6GGE8_MICOH
OG0000980	sp|Q61554|FBN1_MOUSE	tr|A0A8J6KLX2|A0A8J6KLX2_MICOH
OG0000980	sp|Q61555|FBN2_MOUSE	tr|A0A8J6GDB9|A0A8J6GDB9_MICOH, tr|A0A8J6GGC4|A0A8J6GGC4_MICOH
OG0000981	tr|E9Q0B5|E9Q0B5_MOUSE	tr|A0A8J6GLG9|A0A8J6GLG9_MICOH, tr|A0A8J6GLM0|A0A8J6GLM0_MICOH
OG0000981	tr|E9PVG8|E9PVG8_MOUSE	tr|A0A8J6GME9|A0A8J6GME9_MICOH
OG0000983	sp|Q8K4D3|S36A1_MOUSE	tr|A0A8J6GFN8|A0A8J6GFN8_MICOH
OG0000983	sp|Q8BHK3|S36A2_MOUSE	tr|A0A8J6FYX5|A0A8J6FYX5_MICOH, tr|A0A8J6GGJ2|A0A8J6GGJ2_MICOH
OG0000984	sp|P12850|GROA_MOUSE	tr|A0A8J6KRZ7|A0A8J6KRZ7_MICOH
OG0000984	sp|Q6W5C0|CXCL3_MOUSE, sp|P10889|CXCL2_MOUSE	tr|A0A8J6GE31|A0A8J6GE31_MICOH
OG0000985	sp|Q8R124|KLH36_MOUSE, sp|A2AAX3|KLH15_MOUSE, sp|Q6ZPT1|KLHL9_MOUSE, sp|Q80TF4|KLH13_MOUSE	tr|A0A8J6G899|A0A8J6G899_MICOH
OG0000986	sp|Q07440|B2LA1_MOUSE, tr|Q0P538|Q0P538_MOUSE, tr|O55179|O55179_MOUSE, tr|Q497M6|Q497M6_MOUSE	tr|A0A8J6FZ85|A0A8J6FZ85_MICOH
OG0000987	tr|A2BH01|A2BH01_MOUSE, sp|Q9JJR2|XLR5C_MOUSE, tr|A2BI50|A2BI50_MOUSE, tr|A2BI45|A2BI45_MOUSE	tr|A0A8J6GDW7|A0A8J6GDW7_MICOH
OG0000988	sp|Q8C1B7|SEP11_MOUSE	tr|A0A8J6GA39|A0A8J6GA39_MICOH
OG0000988	sp|Q9R1T4|SEPT6_MOUSE, sp|Q8CHH9|SEPT8_MOUSE	tr|A0A8J6GFK1|A0A8J6GFK1_MICOH
OG0000989	sp|Q80XI7|VOME_MOUSE, tr|A2AJD1|A2AJD1_MOUSE	tr|A0A8J6GEX0|A0A8J6GEX0_MICOH
OG0000989	sp|Q61114|BPIB1_MOUSE	tr|A0A8J6GGC9|A0A8J6GGC9_MICOH
OG0000990	sp|Q9JLC4|SORC1_MOUSE	tr|A0A8J6GAG4|A0A8J6GAG4_MICOH
OG0000990	sp|Q8VI51|SORC3_MOUSE	tr|A0A8J6GB14|A0A8J6GB14_MICOH, tr|A0A8J6KQ71|A0A8J6KQ71_MICOH
OG0000991	tr|A2BHP6|A2BHP6_MOUSE	tr|A0A8J6KKL6|A0A8J6KKL6_MICOH
OG0000991	tr|Q7TR29|Q7TR29_MOUSE	tr|A0A8J6FYZ1|A0A8J6FYZ1_MICOH, tr|A0A8J6KTY0|A0A8J6KTY0_MICOH
OG0000992	sp|Q8BH66|ATLA1_MOUSE	tr|A0A8J6L033|A0A8J6L033_MICOH
OG0000992	sp|Q6PA06|ATLA2_MOUSE, sp|Q91YH5|ATLA3_MOUSE	tr|A0A8J6GBE2|A0A8J6GBE2_MICOH
OG0000993	sp|Q5NCM1|S17A4_MOUSE	tr|A0A8J6KQ07|A0A8J6KQ07_MICOH
OG0000993	tr|G3UWD9|G3UWD9_MOUSE, sp|Q5SZA1|NPT3_MOUSE	tr|A0A8J6KQ19|A0A8J6KQ19_MICOH
OG0000994	sp|Q62191|RO52_MOUSE, sp|Q5SZ99|TRI38_MOUSE, sp|Q8K243|TRI68_MOUSE, sp|Q8BVP1|TRIML_MOUSE	tr|A0A8J6KZD7|A0A8J6KZD7_MICOH
OG0000995	sp|Q69ZX8|ABLM3_MOUSE, sp|Q8BL65|ABLM2_MOUSE, sp|Q8K4G5|ABLM1_MOUSE, sp|Q9WV69|DEMA_MOUSE	tr|A0A8J6G904|A0A8J6G904_MICOH
OG0000996	tr|A2AQ92|A2AQ92_MOUSE	tr|A0A8J6KN34|A0A8J6KN34_MICOH
OG0000996	tr|A0A494BAW1|A0A494BAW1_MOUSE	tr|A0A8J6G054|A0A8J6G054_MICOH, tr|A0A8J6G1X6|A0A8J6G1X6_MICOH
OG0000997	sp|Q8QZT1|THIL_MOUSE, sp|Q8BWT1|THIM_MOUSE, sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|A0A8J6KJX2|A0A8J6KJX2_MICOH
OG0000998	sp|Q65Z93|YPEL4_MOUSE, sp|P61237|YPEL3_MOUSE, sp|Q65Z95|YPEL2_MOUSE, sp|Q9ESC7|YPEL1_MOUSE	tr|A0A8J6KPR7|A0A8J6KPR7_MICOH
OG0000999	sp|Q6VZZ7|OPN5_MOUSE, sp|Q9WUK7|OPN3_MOUSE, sp|O35214|OPSX_MOUSE, sp|Q9QXZ9|OPN4_MOUSE	tr|A0A8J6GWG4|A0A8J6GWG4_MICOH
OG0001000	sp|Q60668|HNRPD_MOUSE, tr|Q9D3U4|Q9D3U4_MOUSE, sp|Q9Z130|HNRDL_MOUSE, sp|Q99020|ROAA_MOUSE	tr|A0A8J6FVU7|A0A8J6FVU7_MICOH
OG0001001	sp|Q9WTN6|S22AL_MOUSE, sp|Q9Z0E8|S22A5_MOUSE	tr|A0A8J6KSK1|A0A8J6KSK1_MICOH
OG0001001	sp|Q9Z306|S22A4_MOUSE	tr|A0A8J6KTN3|A0A8J6KTN3_MICOH
OG0001002	tr|Q8CF20|Q8CF20_MOUSE, sp|B2RUI1|ZN551_MOUSE, sp|Q80YP6|ZIK1_MOUSE, tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A8J6KYM1|A0A8J6KYM1_MICOH
OG0001003	sp|Q8VC70|RBMS2_MOUSE	tr|A0A8J6G6U4|A0A8J6G6U4_MICOH
OG0001003	sp|Q8BWL5|RBMS3_MOUSE, sp|Q91W59|RBMS1_MOUSE	tr|A0A8J6KYW2|A0A8J6KYW2_MICOH
OG0001004	sp|Q68FE8|Z280D_MOUSE	tr|A0A8J6GIZ2|A0A8J6GIZ2_MICOH
OG0001004	tr|Q505F4|Q505F4_MOUSE, sp|Q6P3Y5|Z280C_MOUSE	tr|A0A8J6GN55|A0A8J6GN55_MICOH
OG0001005	sp|Q4G0F8|UBN1_MOUSE	tr|A0A8J6GWG5|A0A8J6GWG5_MICOH
OG0001005	tr|B2RXM5|B2RXM5_MOUSE, sp|A8Y5H7|S14L1_MOUSE	tr|A0A8J6GXJ9|A0A8J6GXJ9_MICOH
OG0001006	sp|Q62471|VNS1_MOUSE, sp|Q62472|VNS2_MOUSE, sp|Q8K1H9|OBP2A_MOUSE, tr|A2BHR0|A2BHR0_MOUSE	tr|A0A8J6G9J1|A0A8J6G9J1_MICOH
OG0001007	sp|Q9WV91|FPRP_MOUSE, sp|Q8R366|IGSF8_MOUSE, sp|A8E0Y8|IGSF2_MOUSE, sp|Q6ZQA6|IGSF3_MOUSE	tr|A0A8J6GWB2|A0A8J6GWB2_MICOH
OG0001008	tr|Q3V0X0|Q3V0X0_MOUSE, tr|Q3V0S2|Q3V0S2_MOUSE, sp|P62325|BTG1_MOUSE, sp|Q04211|BTG2_MOUSE	tr|A0A8J6KL30|A0A8J6KL30_MICOH
OG0001009	sp|P04918|SAA3_MOUSE, sp|P31532|SAA4_MOUSE, sp|P05366|SAA1_MOUSE, sp|P05367|SAA2_MOUSE	tr|A0A8J6G5D2|A0A8J6G5D2_MICOH
OG0001039	sp|Q9Z2B9|KS6A4_MOUSE	tr|A0A8J6GEA0|A0A8J6GEA0_MICOH
OG0001039	sp|Q8C050|KS6A5_MOUSE	tr|A0A8J6G2F6|A0A8J6G2F6_MICOH
OG0001040	sp|A4Q9E8|TTLL6_MOUSE	tr|A0A8J6L2N3|A0A8J6L2N3_MICOH
OG0001040	sp|A4Q9F6|TTL13_MOUSE	tr|A0A8J6G683|A0A8J6G683_MICOH
OG0001041	sp|A0A0U1RPR8|GUC2D_MOUSE	tr|A0A8J6FWL6|A0A8J6FWL6_MICOH
OG0001041	sp|P52785|GUC2E_MOUSE	tr|A0A8J6GJ83|A0A8J6GJ83_MICOH
OG0001042	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A8J6KM13|A0A8J6KM13_MICOH
OG0001042	sp|Q99NE5|RIMS1_MOUSE	tr|A0A8J6G7T3|A0A8J6G7T3_MICOH
OG0001044	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A8J6G2Z7|A0A8J6G2Z7_MICOH
OG0001044	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A8J6KMV8|A0A8J6KMV8_MICOH
OG0001045	sp|Q99JR1|SFXN1_MOUSE	tr|A0A8J6KS84|A0A8J6KS84_MICOH
OG0001045	sp|Q91V61|SFXN3_MOUSE	tr|A0A8J6KN05|A0A8J6KN05_MICOH
OG0001046	sp|P22725|WNT5A_MOUSE	tr|A0A8J6L1A5|A0A8J6L1A5_MICOH
OG0001046	sp|P22726|WNT5B_MOUSE	tr|A0A8J6KXE9|A0A8J6KXE9_MICOH
OG0001047	tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|A0A8J6GQV7|A0A8J6GQV7_MICOH, tr|A0A8J6L082|A0A8J6L082_MICOH, tr|A0A8J6GQQ9|A0A8J6GQQ9_MICOH
OG0001048	sp|P09528|FRIH_MOUSE	tr|A0A8J6L001|A0A8J6L001_MICOH, tr|A0A8J6KSK9|A0A8J6KSK9_MICOH, tr|A0A8J6L2J2|A0A8J6L2J2_MICOH
OG0001049	sp|P33173|KIF1A_MOUSE	tr|A0A8J6GER5|A0A8J6GER5_MICOH
OG0001049	sp|Q60575|KIF1B_MOUSE	tr|A0A8J6G2H0|A0A8J6G2H0_MICOH
OG0001050	sp|Q9QXD6|F16P1_MOUSE	tr|A0A8J6KPK5|A0A8J6KPK5_MICOH
OG0001050	sp|P70695|F16P2_MOUSE	tr|A0A8J6G6Z8|A0A8J6G6Z8_MICOH
OG0001052	tr|E9PYP2|E9PYP2_MOUSE	tr|A0A8J6G9D1|A0A8J6G9D1_MICOH
OG0001052	sp|Q6ZQA0|NBEL2_MOUSE	tr|A0A8J6KNX8|A0A8J6KNX8_MICOH
OG0001053	sp|Q5STT6|GAR3_MOUSE	tr|A0A8J6GWI6|A0A8J6GWI6_MICOH
OG0001053	tr|B7XG49|B7XG49_MOUSE	tr|A0A8J6GGN7|A0A8J6GGN7_MICOH
OG0001054	sp|Q9QZ09|PHTF1_MOUSE	tr|A0A8J6GGZ9|A0A8J6GGZ9_MICOH
OG0001054	sp|Q8CB19|PHTF2_MOUSE	tr|A0A8J6GNR0|A0A8J6GNR0_MICOH
OG0001055	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A8J6GHQ0|A0A8J6GHQ0_MICOH
OG0001055	sp|Q9WVK5|B4GT6_MOUSE	tr|A0A8J6FWY4|A0A8J6FWY4_MICOH
OG0001057	sp|Q5EG47|AAPK1_MOUSE	tr|A0A8J6H0V6|A0A8J6H0V6_MICOH
OG0001057	sp|Q8BRK8|AAPK2_MOUSE	tr|A0A8J6GUW8|A0A8J6GUW8_MICOH
OG0001058	sp|O88573|AFF1_MOUSE	tr|A0A8J6GG28|A0A8J6GG28_MICOH, tr|A0A8J6L257|A0A8J6L257_MICOH, tr|A0A8J6KSH0|A0A8J6KSH0_MICOH
OG0001059	sp|Q8JZU2|TXTP_MOUSE	tr|A0A8J6G628|A0A8J6G628_MICOH, tr|A0A8J6L6L1|A0A8J6L6L1_MICOH, tr|A0A8J6KPE5|A0A8J6KPE5_MICOH
OG0001060	sp|Q19A41|KLF14_MOUSE	tr|A0A8J6GG10|A0A8J6GG10_MICOH, tr|A0A8J6G095|A0A8J6G095_MICOH, tr|A0A8J6FWB6|A0A8J6FWB6_MICOH
OG0001061	sp|Q8BFZ4|FXL21_MOUSE	tr|A0A8J6G2M4|A0A8J6G2M4_MICOH
OG0001061	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A8J6KRN4|A0A8J6KRN4_MICOH
OG0001062	sp|Q3ULA2|FBW1A_MOUSE	tr|A0A8J6G5F0|A0A8J6G5F0_MICOH
OG0001062	sp|Q5SRY7|FBW1B_MOUSE	tr|A0A8J6GKR2|A0A8J6GKR2_MICOH
OG0001063	sp|P17918|PCNA_MOUSE	tr|A0A8J6GNF4|A0A8J6GNF4_MICOH, tr|A0A8J6KPV9|A0A8J6KPV9_MICOH, tr|A0A8J6GN82|A0A8J6GN82_MICOH
OG0001064	sp|Q9CXG9|PHF19_MOUSE	tr|A0A8J6GTZ8|A0A8J6GTZ8_MICOH
OG0001064	sp|Q02395|MTF2_MOUSE	tr|A0A8J6GQE6|A0A8J6GQE6_MICOH
OG0001065	tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE	tr|A0A8J6H1S0|A0A8J6H1S0_MICOH, tr|A0A8J6KJ52|A0A8J6KJ52_MICOH
OG0001066	sp|Q9QXX4|S2513_MOUSE	tr|A0A8J6KRV9|A0A8J6KRV9_MICOH
OG0001066	sp|Q8BH59|S2512_MOUSE	tr|A0A8J6KIZ7|A0A8J6KIZ7_MICOH
OG0001067	sp|Q8BY89|CTL2_MOUSE	tr|A0A8J6GLI5|A0A8J6GLI5_MICOH
OG0001067	sp|Q5RJI2|CTL5_MOUSE	tr|A0A8J6KVP0|A0A8J6KVP0_MICOH
OG0001068	sp|Q9CQE8|RTRAF_MOUSE	tr|A0A8J6L0Y4|A0A8J6L0Y4_MICOH, tr|A0A8J6H075|A0A8J6H075_MICOH, tr|A0A8J6KZP4|A0A8J6KZP4_MICOH
OG0001069	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A8J6GYK6|A0A8J6GYK6_MICOH, tr|A0A8J6GK08|A0A8J6GK08_MICOH, tr|A0A8J6L289|A0A8J6L289_MICOH
OG0001070	sp|P01921|HB2D_MOUSE, sp|P06344|HB2U_MOUSE	tr|A0A8J6L296|A0A8J6L296_MICOH, tr|A0A8J6L2A2|A0A8J6L2A2_MICOH
OG0001071	sp|Q6PE65|GPT2L_MOUSE	tr|A0A8J6GSU4|A0A8J6GSU4_MICOH, tr|A0A8J6L594|A0A8J6L594_MICOH, tr|A0A8J6H214|A0A8J6H214_MICOH
