Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0001332	sp|O54940|BNIP2_MOUSE	tr|G5C6R5|G5C6R5_HETGA, tr|G5AWC5|G5AWC5_HETGA, tr|G5BYL0|G5BYL0_HETGA
OG0001333	sp|P31786|ACBP_MOUSE	tr|G5C435|G5C435_HETGA, tr|G5BIM6|G5BIM6_HETGA, tr|G5AW93|G5AW93_HETGA
OG0001334	sp|Q9D7J7|CPNS2_MOUSE	tr|G5BK08|G5BK08_HETGA
OG0001334	sp|O88456|CPNS1_MOUSE	tr|G5C4C1|G5C4C1_HETGA
OG0001335	sp|Q8K1R3|PNPT1_MOUSE	tr|G5B8X1|G5B8X1_HETGA, tr|G5C6D6|G5C6D6_HETGA, tr|G5BFF4|G5BFF4_HETGA
OG0001336	tr|Q9CQ68|Q9CQ68_MOUSE, sp|O09111|NDUBB_MOUSE	tr|G5AZZ2|G5AZZ2_HETGA, tr|G5AZF7|G5AZF7_HETGA
OG0001337	tr|D3YZZ5|D3YZZ5_MOUSE	tr|G5B459|G5B459_HETGA
OG0001337	sp|Q78IS1|TMED3_MOUSE	tr|G5B3N5|G5B3N5_HETGA
OG0001338	sp|Q80X95|RRAGA_MOUSE	tr|G5B2K3|G5B2K3_HETGA
OG0001338	sp|Q6NTA4|RRAGB_MOUSE	tr|G5C3P3|G5C3P3_HETGA
OG0001339	sp|Q9EQM3|NKX24_MOUSE, sp|P50220|NKX21_MOUSE, sp|P42586|NKX22_MOUSE	tr|G5CBC3|G5CBC3_HETGA
OG0001340	sp|Q6ZQ18|EFR3B_MOUSE	tr|G5CBJ4|G5CBJ4_HETGA
OG0001340	sp|Q8BG67|EFR3A_MOUSE	tr|G5C6P8|G5C6P8_HETGA
OG0001341	sp|P54615|OSTR_MOUSE, sp|P86546|OSTCN_MOUSE, sp|P86547|OSTC2_MOUSE	tr|G5AR97|G5AR97_HETGA
OG0001342	sp|P06684|CO5_MOUSE	tr|G5AXS5|G5AXS5_HETGA
OG0001342	tr|A2AS37|A2AS37_MOUSE	tr|G5AXS4|G5AXS4_HETGA
OG0001343	sp|Q812E0|CPEB2_MOUSE	tr|G5AYP6|G5AYP6_HETGA
OG0001343	sp|Q7TN99|CPEB3_MOUSE	tr|G5BV06|G5BV06_HETGA
OG0001344	sp|P26039|TLN1_MOUSE	tr|G5BKZ8|G5BKZ8_HETGA
OG0001344	sp|Q71LX4|TLN2_MOUSE	tr|G5AWB5|G5AWB5_HETGA
OG0001345	sp|P01942|HBA_MOUSE	tr|G5BXY1|G5BXY1_HETGA, tr|G5BXY2|G5BXY2_HETGA, tr|G5BXY4|G5BXY4_HETGA
OG0001346	sp|Q9QXS1|PLEC_MOUSE	tr|G5C5U7|G5C5U7_HETGA
OG0001346	sp|Q8R0W0|EPIPL_MOUSE	tr|G5C5U8|G5C5U8_HETGA
OG0001347	sp|Q9R0G6|COMP_MOUSE	tr|G5C5B1|G5C5B1_HETGA
OG0001347	sp|Q9Z1T2|TSP4_MOUSE	tr|G5AN00|G5AN00_HETGA
OG0001348	sp|Q6ZWV3|RL10_MOUSE, sp|P86048|RL10L_MOUSE	tr|G5AR75|G5AR75_HETGA, tr|G5BFK5|G5BFK5_HETGA
OG0001349	sp|P34056|AP2A_MOUSE	tr|G5BN67|G5BN67_HETGA
OG0001349	sp|Q61312|AP2C_MOUSE	tr|G5AUN5|G5AUN5_HETGA
OG0001350	sp|Q3UHX0|NOL8_MOUSE	tr|G5AX37|G5AX37_HETGA, tr|G5BZI2|G5BZI2_HETGA, tr|G5C2R0|G5C2R0_HETGA
OG0001351	sp|Q9R0N9|SYT9_MOUSE	tr|G5B7C4|G5B7C4_HETGA, tr|G5BR48|G5BR48_HETGA, tr|G5C126|G5C126_HETGA
OG0001352	sp|Q6P6I6|GRL1A_MOUSE	tr|G5BP56|G5BP56_HETGA, tr|G5B9V1|G5B9V1_HETGA, tr|G5B9V2|G5B9V2_HETGA
OG0001353	tr|Q7TR55|Q7TR55_MOUSE	tr|G5BI99|G5BI99_HETGA, tr|G5BYI4|G5BYI4_HETGA, tr|G5BCD7|G5BCD7_HETGA
OG0001354	sp|Q62172|RBP1_MOUSE	tr|G5C062|G5C062_HETGA, tr|G5BZ92|G5BZ92_HETGA, tr|G5BAA9|G5BAA9_HETGA
OG0001355	sp|O70400|PDLI1_MOUSE	tr|G5C149|G5C149_HETGA, tr|G5BD90|G5BD90_HETGA, tr|G5BZR3|G5BZR3_HETGA
OG0001356	sp|Q9JLJ0|LITAF_MOUSE	tr|G5C6X9|G5C6X9_HETGA, tr|G5C3V2|G5C3V2_HETGA, tr|G5B4G8|G5B4G8_HETGA
OG0001357	sp|Q9QUS6|TRIM1_MOUSE	tr|G5C010|G5C010_HETGA
OG0001357	sp|O70583|TRI18_MOUSE	tr|G5B655|G5B655_HETGA
OG0001358	sp|Q3UKU1|ELL2_MOUSE	tr|G5BU27|G5BU27_HETGA, tr|G5BBK9|G5BBK9_HETGA, tr|G5ASN4|G5ASN4_HETGA
OG0001359	sp|E9PUQ8|DGKD_MOUSE	tr|G5BXG2|G5BXG2_HETGA
OG0001359	sp|D3YXJ0|DGKH_MOUSE	tr|G5BA93|G5BA93_HETGA
OG0001360	sp|Q149F3|ERF3B_MOUSE	tr|G5C143|G5C143_HETGA
OG0001360	sp|Q8R050|ERF3A_MOUSE	tr|G5B4G3|G5B4G3_HETGA
OG0001361	sp|Q9CXE7|TMED5_MOUSE	tr|G5C6K9|G5C6K9_HETGA, tr|G5C5F5|G5C5F5_HETGA, tr|G5C6K1|G5C6K1_HETGA
OG0001362	sp|Q01405|SC23A_MOUSE	tr|G5C816|G5C816_HETGA
OG0001362	sp|Q9D662|SC23B_MOUSE	tr|G5CBB3|G5CBB3_HETGA
OG0001363	sp|Q8C6K9|CO6A6_MOUSE, sp|A6H584|CO6A5_MOUSE, sp|A2AX52|CO6A4_MOUSE	tr|G5AM64|G5AM64_HETGA
OG0001364	sp|A8Y5H7|S14L1_MOUSE	tr|G5AQT4|G5AQT4_HETGA
OG0001364	tr|B2RXM5|B2RXM5_MOUSE	tr|G5B2M3|G5B2M3_HETGA
OG0001366	sp|Q80ZU0|ARL5A_MOUSE	tr|G5BIX8|G5BIX8_HETGA, tr|G5C871|G5C871_HETGA, tr|G5AQ14|G5AQ14_HETGA
OG0001367	sp|Q8VDJ3|VIGLN_MOUSE, tr|B1AXN3|B1AXN3_MOUSE, tr|Q8BVT7|Q8BVT7_MOUSE	tr|G5C3R6|G5C3R6_HETGA
OG0001368	sp|P53784|SOX3_MOUSE, sp|P53783|SOX1_MOUSE, sp|P48432|SOX2_MOUSE	tr|G5AL99|G5AL99_HETGA
OG0001369	tr|Q8VH20|Q8VH20_MOUSE, tr|K7N6B1|K7N6B1_MOUSE	tr|G5ANR4|G5ANR4_HETGA, tr|G5BS40|G5BS40_HETGA
OG0001370	tr|Q9D592|Q9D592_MOUSE, sp|Q8BJZ3|LFG3_MOUSE, sp|Q8K097|LFG2_MOUSE	tr|G5AU10|G5AU10_HETGA
OG0001371	sp|Q8R5C8|ZMY11_MOUSE	tr|G5BAL7|G5BAL7_HETGA, tr|G5AVP1|G5AVP1_HETGA, tr|G5BUT1|G5BUT1_HETGA
OG0001372	sp|A2ARP1|VIP1_MOUSE	tr|G5BM51|G5BM51_HETGA
OG0001372	sp|Q6ZQB6|VIP2_MOUSE	tr|G5B9C6|G5B9C6_HETGA
OG0001373	sp|Q6NXI8|CXXC4_MOUSE	tr|G5AL46|G5AL46_HETGA
OG0001373	sp|Q91WA4|CXXC5_MOUSE	tr|G5BCQ3|G5BCQ3_HETGA
OG0001374	sp|Q9CTH6|FCF1_MOUSE	tr|G5BSK9|G5BSK9_HETGA, tr|G5BU23|G5BU23_HETGA, tr|G5C1M1|G5C1M1_HETGA
OG0001375	sp|Q8BKC5|IPO5_MOUSE	tr|G5C350|G5C350_HETGA
OG0001375	sp|Q8BIV3|RNBP6_MOUSE	tr|G5B6S0|G5B6S0_HETGA
OG0001376	sp|Q8VBX6|MPDZ_MOUSE	tr|G5AP53|G5AP53_HETGA
OG0001376	sp|Q63ZW7|INADL_MOUSE	tr|G5BSM7|G5BSM7_HETGA
OG0001377	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE	tr|G5AYA6|G5AYA6_HETGA, tr|G5AYA9|G5AYA9_HETGA
OG0001378	sp|Q9QYB2|DACH1_MOUSE	tr|G5B870|G5B870_HETGA
OG0001378	sp|Q925Q8|DACH2_MOUSE	tr|G5BKN9|G5BKN9_HETGA
OG0001379	sp|P61264|STX1B_MOUSE	tr|G5BYD1|G5BYD1_HETGA
OG0001379	sp|Q00262|STX2_MOUSE	tr|G5AWP6|G5AWP6_HETGA
OG0001380	sp|Q9ER41|TOR1B_MOUSE	tr|G5ASB8|G5ASB8_HETGA
OG0001380	sp|Q9ER39|TOR1A_MOUSE	tr|G5ASB7|G5ASB7_HETGA
OG0001381	sp|Q8R0Z6|ANGL6_MOUSE, sp|Q640P2|ANGL1_MOUSE, sp|Q9R045|ANGL2_MOUSE	tr|G5B341|G5B341_HETGA
OG0001382	sp|Q9D1Q1|MPH6_MOUSE	tr|G5BKQ8|G5BKQ8_HETGA, tr|G5BDL6|G5BDL6_HETGA, tr|G5AJW6|G5AJW6_HETGA
OG0001383	sp|P06467|HBAZ_MOUSE	tr|G5CB64|G5CB64_HETGA, tr|G5BXY5|G5BXY5_HETGA, tr|G5BXY3|G5BXY3_HETGA
OG0001384	sp|Q811U4|MFN1_MOUSE	tr|G5C1G1|G5C1G1_HETGA
OG0001384	sp|Q80U63|MFN2_MOUSE	tr|G5C501|G5C501_HETGA
OG0001385	sp|Q3UYK3|TBCD9_MOUSE	tr|G5BLU0|G5BLU0_HETGA
OG0001385	sp|Q5SVR0|TBC9B_MOUSE	tr|G5C7A9|G5C7A9_HETGA
OG0001386	sp|Q8CGA3|LAT4_MOUSE, sp|A2AVZ9|S43A3_MOUSE, sp|Q8BSM7|LAT3_MOUSE	tr|G5BCV6|G5BCV6_HETGA
OG0001387	sp|P70236|MP2K6_MOUSE	tr|G5BEL4|G5BEL4_HETGA
OG0001387	sp|O09110|MP2K3_MOUSE	tr|G5BKN0|G5BKN0_HETGA
OG0001388	sp|A2ARI4|LGR4_MOUSE	tr|G5BA66|G5BA66_HETGA
OG0001388	sp|Q9Z1P4|LGR5_MOUSE	tr|G5BSY4|G5BSY4_HETGA
OG0001389	sp|O08736|CASPC_MOUSE	tr|G5BVT9|G5BVT9_HETGA
OG0001389	sp|P70343|CASP4_MOUSE	tr|G5BVT8|G5BVT8_HETGA
OG0001392	tr|S4R1W5|S4R1W5_MOUSE	tr|G5BZY1|G5BZY1_HETGA, tr|G5C2P9|G5C2P9_HETGA, tr|G5AUJ2|G5AUJ2_HETGA
OG0001393	tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE	tr|G5B9A4|G5B9A4_HETGA, tr|G5B9A5|G5B9A5_HETGA
OG0001394	tr|E9Q5M4|E9Q5M4_MOUSE	tr|G5BBD5|G5BBD5_HETGA
OG0001394	sp|O88532|ZFR_MOUSE	tr|G5AKD4|G5AKD4_HETGA
OG0001395	sp|Q8C4U3|SFRP1_MOUSE	tr|G5BZ48|G5BZ48_HETGA
OG0001395	sp|Q9WU66|SFRP5_MOUSE	tr|G5C0B4|G5C0B4_HETGA
OG0001396	sp|Q8BMF5|GRIK4_MOUSE	tr|G5APF2|G5APF2_HETGA
OG0001396	sp|Q61626|GRIK5_MOUSE	tr|G5AZQ7|G5AZQ7_HETGA
OG0001397	sp|Q91YP2|NEUL_MOUSE	tr|G5B0F0|G5B0F0_HETGA
OG0001397	sp|Q8C1A5|THOP1_MOUSE	tr|G5BZC8|G5BZC8_HETGA
OG0001398	sp|Q8VE62|PAIP1_MOUSE	tr|G5BCR2|G5BCR2_HETGA, tr|G5B515|G5B515_HETGA, tr|G5B6Z1|G5B6Z1_HETGA
OG0001399	sp|Q8R493|ACHB4_MOUSE	tr|G5AUK0|G5AUK0_HETGA
OG0001399	sp|Q9ERK7|ACHB2_MOUSE	tr|G5BDD3|G5BDD3_HETGA
OG0001400	sp|Q9WTK2|CDYL_MOUSE	tr|G5C8X1|G5C8X1_HETGA, tr|G5AU62|G5AU62_HETGA, tr|G5BJH6|G5BJH6_HETGA
OG0001401	sp|Q8CG47|SMC4_MOUSE	tr|G5AQ82|G5AQ82_HETGA, tr|G5BPN7|G5BPN7_HETGA, tr|G5C0A0|G5C0A0_HETGA
OG0001402	sp|Q8BHX1|HAUS1_MOUSE	tr|G5BTQ4|G5BTQ4_HETGA, tr|G5B9L7|G5B9L7_HETGA, tr|G5BL82|G5BL82_HETGA
OG0001403	sp|P97742|CPT1A_MOUSE	tr|G5BTU8|G5BTU8_HETGA
OG0001403	sp|Q924X2|CPT1B_MOUSE	tr|G5B2G0|G5B2G0_HETGA
OG0001404	sp|Q8K243|TRI68_MOUSE, sp|Q5NCC9|TRI58_MOUSE	tr|G5ARG2|G5ARG2_HETGA, tr|G5C439|G5C439_HETGA
OG0001405	sp|Q6P1J0|MANEL_MOUSE	tr|G5C4E8|G5C4E8_HETGA, tr|G5C6H6|G5C6H6_HETGA, tr|G5B4L0|G5B4L0_HETGA
OG0001406	sp|Q9ERS6|IRPL2_MOUSE, sp|Q9JLZ8|SIGIR_MOUSE, sp|P59823|IRPL1_MOUSE	tr|G5C728|G5C728_HETGA
OG0001407	sp|P53690|MMP14_MOUSE	tr|G5ASJ2|G5ASJ2_HETGA
OG0001407	sp|O54732|MMP15_MOUSE	tr|G5AUG1|G5AUG1_HETGA
OG0001408	tr|A0A140LIR9|A0A140LIR9_MOUSE	tr|G5AZQ4|G5AZQ4_HETGA
OG0001408	tr|A0A5F8MPE2|A0A5F8MPE2_MOUSE	tr|G5BGA8|G5BGA8_HETGA
OG0001410	sp|Q8BWW4|LARP4_MOUSE	tr|G5AM40|G5AM40_HETGA, tr|G5BG99|G5BG99_HETGA, tr|G5BLL4|G5BLL4_HETGA
OG0001411	sp|Q91YN9|BAG2_MOUSE	tr|G5AKH4|G5AKH4_HETGA, tr|G5ANB8|G5ANB8_HETGA, tr|G5BSJ0|G5BSJ0_HETGA
OG0001412	sp|Q8QZR7|PDK1L_MOUSE	tr|G5AUQ5|G5AUQ5_HETGA
OG0001412	sp|Q80ZW0|STK35_MOUSE	tr|G5BEP6|G5BEP6_HETGA
OG0001413	sp|Q2EY15|PRTG_MOUSE, sp|Q9EQS9|IGDC4_MOUSE, sp|Q8BQC3|IGDC3_MOUSE	tr|G5B2Q1|G5B2Q1_HETGA
OG0001414	sp|Q91WV0|NC2B_MOUSE	tr|G5C877|G5C877_HETGA, tr|G5B6F1|G5B6F1_HETGA, tr|G5B699|G5B699_HETGA
OG0001415	sp|Q91ZZ5|RXFP2_MOUSE	tr|G5B5U4|G5B5U4_HETGA
OG0001415	sp|Q6R6I7|RXFP1_MOUSE	tr|G5B9H1|G5B9H1_HETGA
OG0001416	sp|P10628|HXD4_MOUSE	tr|G5BU19|G5BU19_HETGA
OG0001416	sp|P06798|HXA4_MOUSE	tr|G5BD52|G5BD52_HETGA
OG0001417	sp|Q61292|LAMB2_MOUSE	tr|G5BZV5|G5BZV5_HETGA
OG0001417	sp|P02469|LAMB1_MOUSE	tr|G5C2C5|G5C2C5_HETGA
OG0001418	sp|Q9ER80|RTP4_MOUSE	tr|G5BTD4|G5BTD4_HETGA, tr|G5BTD3|G5BTD3_HETGA, tr|G5C3S9|G5C3S9_HETGA
OG0001419	sp|O70255|MPZL2_MOUSE	tr|G5BHL2|G5BHL2_HETGA, tr|G5BHT5|G5BHT5_HETGA, tr|G5AX44|G5AX44_HETGA
OG0001420	tr|A2AG10|A2AG10_MOUSE	tr|G5BZD8|G5BZD8_HETGA
OG0001420	sp|Q63850|NUP62_MOUSE	tr|G5B8R5|G5B8R5_HETGA
OG0001421	sp|P11247|PERM_MOUSE	tr|G5BJT6|G5BJT6_HETGA
OG0001421	sp|P49290|PERE_MOUSE	tr|G5BJT2|G5BJT2_HETGA
OG0001422	sp|Q8HWB0|HMR1_MOUSE, sp|Q8HWE5|MILL2_MOUSE, sp|Q8HWE7|MILL1_MOUSE	tr|G5BKK8|G5BKK8_HETGA
OG0001423	sp|P56671|MAZ_MOUSE	tr|G5BZI1|G5BZI1_HETGA, tr|G5C2R1|G5C2R1_HETGA, tr|G5BR69|G5BR69_HETGA
OG0001424	sp|Q9WV38|GTR5_MOUSE	tr|G5C544|G5C544_HETGA
OG0001424	sp|P0C6A1|GTR7_MOUSE	tr|G5B640|G5B640_HETGA
OG0001425	sp|Q6ZQA0|NBEL2_MOUSE	tr|G5ANQ7|G5ANQ7_HETGA
OG0001425	tr|E9PYP2|E9PYP2_MOUSE	tr|G5B875|G5B875_HETGA
OG0001426	sp|Q9JI99|SGPP1_MOUSE	tr|G5APT2|G5APT2_HETGA, tr|G5C1B7|G5C1B7_HETGA, tr|G5BCZ4|G5BCZ4_HETGA
OG0001427	sp|Q91VX2|UBAP2_MOUSE	tr|G5B049|G5B049_HETGA, tr|G5ARN7|G5ARN7_HETGA, tr|G5C5J6|G5C5J6_HETGA
OG0001428	sp|P59055|CSRN3_MOUSE	tr|G5ATZ2|G5ATZ2_HETGA
OG0001428	sp|Q8BGQ2|CSRN2_MOUSE	tr|G5ATZ3|G5ATZ3_HETGA
OG0001429	sp|O08538|ANGP1_MOUSE, sp|Q9WVH6|ANGP4_MOUSE, sp|O35608|ANGP2_MOUSE	tr|G5AZ90|G5AZ90_HETGA
OG0001430	sp|G3UXB3|NKX11_MOUSE	tr|G5BCJ2|G5BCJ2_HETGA
OG0001430	sp|P42580|NKX12_MOUSE	tr|G5BZ31|G5BZ31_HETGA
OG0001431	sp|Q61327|SC6A3_MOUSE	tr|G5BPI4|G5BPI4_HETGA
OG0001431	sp|O55192|SC6A2_MOUSE	tr|G5BSD5|G5BSD5_HETGA
OG0001432	sp|Q8VCZ3|THAP7_MOUSE	tr|G5ALN2|G5ALN2_HETGA, tr|G5B1B3|G5B1B3_HETGA, tr|G5C034|G5C034_HETGA
OG0001433	sp|Q6PNC0|DMXL1_MOUSE	tr|G5C5M7|G5C5M7_HETGA
OG0001433	sp|Q8BPN8|DMXL2_MOUSE	tr|G5C9E0|G5C9E0_HETGA
OG0001434	sp|Q99L90|MCRS1_MOUSE	tr|G5AKK5|G5AKK5_HETGA, tr|G5AMX8|G5AMX8_HETGA, tr|G5AU17|G5AU17_HETGA
OG0001435	sp|P58462|FOXP1_MOUSE	tr|G5AVQ0|G5AVQ0_HETGA
OG0001435	sp|P58463|FOXP2_MOUSE	tr|G5ARD7|G5ARD7_HETGA
OG0001436	sp|Q9DBC7|KAP0_MOUSE	tr|G5BLR9|G5BLR9_HETGA
OG0001436	sp|P12849|KAP1_MOUSE	tr|G5AZ14|G5AZ14_HETGA
OG0001437	sp|O35638|STAG2_MOUSE	tr|G5BC48|G5BC48_HETGA
OG0001437	sp|Q9D3E6|STAG1_MOUSE	tr|G5C836|G5C836_HETGA
OG0001438	tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|G5AMQ4|G5AMQ4_HETGA
OG0001438	tr|Q8VG11|Q8VG11_MOUSE	tr|G5AMQ3|G5AMQ3_HETGA
OG0001439	sp|Q99MJ6|NHRF4_MOUSE, sp|Q9JIL4|NHRF3_MOUSE	tr|G5APN3|G5APN3_HETGA, tr|G5BBL9|G5BBL9_HETGA
OG0001440	sp|P53811|PIPNB_MOUSE	tr|G5APY9|G5APY9_HETGA, tr|G5BRZ4|G5BRZ4_HETGA, tr|G5B3H7|G5B3H7_HETGA
OG0001441	sp|Q3TRM4|PLPL6_MOUSE	tr|G5B7I4|G5B7I4_HETGA
OG0001441	sp|A2AJ88|PLPL7_MOUSE	tr|G5BFZ9|G5BFZ9_HETGA
OG0001442	sp|Q8CCM6|TIM21_MOUSE	tr|G5BAQ5|G5BAQ5_HETGA, tr|G5BDV0|G5BDV0_HETGA, tr|G5BZ74|G5BZ74_HETGA
OG0001443	sp|Q7TQI3|OTUB1_MOUSE	tr|G5C1J7|G5C1J7_HETGA, tr|G5BEL0|G5BEL0_HETGA, tr|G5B6F8|G5B6F8_HETGA
OG0001444	sp|Q3TYA6|MPP8_MOUSE	tr|G5BXG7|G5BXG7_HETGA, tr|G5AV59|G5AV59_HETGA, tr|G5B1A9|G5B1A9_HETGA
OG0001445	sp|Q3TA59|JMJD8_MOUSE	tr|G5BXV8|G5BXV8_HETGA, tr|G5C6N7|G5C6N7_HETGA, tr|G5C2J7|G5C2J7_HETGA
OG0001446	sp|Q80WM5|HPLN3_MOUSE	tr|G5CA85|G5CA85_HETGA
OG0001446	sp|Q9ESM3|HPLN2_MOUSE	tr|G5AR84|G5AR84_HETGA
OG0001447	sp|P30681|HMGB2_MOUSE	tr|G5AW74|G5AW74_HETGA, tr|G5B400|G5B400_HETGA, tr|G5BCF8|G5BCF8_HETGA
OG0001448	sp|Q03141|MARK3_MOUSE	tr|G5AWH0|G5AWH0_HETGA
OG0001448	sp|Q8VHJ5|MARK1_MOUSE	tr|G5AQS8|G5AQS8_HETGA
OG0001449	sp|O35308|MOT3_MOUSE	tr|G5AYS4|G5AYS4_HETGA
OG0001449	sp|P57787|MOT4_MOUSE	tr|G5BJ99|G5BJ99_HETGA
OG0001450	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|G5B082|G5B082_HETGA, tr|G5BT80|G5BT80_HETGA
OG0001451	sp|P81269|ATF1_MOUSE	tr|G5BJK7|G5BJK7_HETGA
OG0001451	sp|Q01147|CREB1_MOUSE	tr|G5C183|G5C183_HETGA
OG0001452	sp|Q69ZU6|THS7A_MOUSE	tr|G5C730|G5C730_HETGA
OG0001452	sp|Q6P4U0|THS7B_MOUSE	tr|G5AXQ4|G5AXQ4_HETGA
OG0001453	sp|P97767|EYA1_MOUSE	tr|G5B8F9|G5B8F9_HETGA
OG0001453	sp|Q9Z191|EYA4_MOUSE	tr|G5APK2|G5APK2_HETGA
OG0001454	sp|P29416|HEXA_MOUSE	tr|G5BHB4|G5BHB4_HETGA
OG0001454	sp|P20060|HEXB_MOUSE	tr|G5B666|G5B666_HETGA
OG0001455	sp|O54829|RGS7_MOUSE	tr|G5BGU2|G5BGU2_HETGA
OG0001455	sp|Q9Z2H2|RGS6_MOUSE	tr|G5BJM1|G5BJM1_HETGA
OG0001456	sp|Q6NZL8|SCUB1_MOUSE	tr|G5BM84|G5BM84_HETGA
OG0001456	sp|Q9JJS0|SCUB2_MOUSE	tr|G5BUX1|G5BUX1_HETGA
OG0001457	sp|P59017|B2L13_MOUSE	tr|G5BWN7|G5BWN7_HETGA, tr|G5BPX4|G5BPX4_HETGA, tr|G5AKR9|G5AKR9_HETGA
OG0001458	sp|Q9R0W9|ACHA6_MOUSE, sp|Q8R4G9|ACHA3_MOUSE	tr|G5C377|G5C377_HETGA, tr|G5AUK1|G5AUK1_HETGA
OG0001459	tr|Q5NC41|Q5NC41_MOUSE, tr|Q6YI28|Q6YI28_MOUSE, tr|Q5NC48|Q5NC48_MOUSE	tr|G5C3K6|G5C3K6_HETGA
OG0001460	sp|Q3TZ89|SC31B_MOUSE	tr|G5CAE1|G5CAE1_HETGA
OG0001460	sp|Q3UPL0|SC31A_MOUSE	tr|G5ALN3|G5ALN3_HETGA
OG0001461	sp|O55126|NIPS2_MOUSE	tr|G5ASS1|G5ASS1_HETGA
OG0001461	sp|O55125|NIPS1_MOUSE	tr|G5APW6|G5APW6_HETGA
OG0001462	sp|P28705|RXRG_MOUSE	tr|G5AQ29|G5AQ29_HETGA
OG0001462	sp|P28700|RXRA_MOUSE	tr|G5B8I7|G5B8I7_HETGA
OG0001463	sp|Q8BXL9|IFFO1_MOUSE	tr|G5CAP8|G5CAP8_HETGA
OG0001463	sp|Q8R2V2|IFFO2_MOUSE	tr|G5BZM1|G5BZM1_HETGA
OG0001464	sp|Q8BHL5|ELMO2_MOUSE	tr|G5B7Q7|G5B7Q7_HETGA
OG0001464	sp|Q8BPU7|ELMO1_MOUSE	tr|G5B3V9|G5B3V9_HETGA
OG0001465	sp|P62482|KCAB2_MOUSE	tr|G5C571|G5C571_HETGA
OG0001465	sp|P63143|KCAB1_MOUSE	tr|G5B5E6|G5B5E6_HETGA
OG0001466	sp|Q571F8|GLSL_MOUSE	tr|G5BB70|G5BB70_HETGA
OG0001466	sp|D3Z7P3|GLSK_MOUSE	tr|G5BGK6|G5BGK6_HETGA
OG0001467	sp|P47199|QOR_MOUSE	tr|G5B727|G5B727_HETGA
OG0001467	sp|Q3UNZ8|QORL2_MOUSE	tr|G5BIB1|G5BIB1_HETGA
OG0001468	sp|Q8VDG6|M3K21_MOUSE	tr|G5BUQ0|G5BUQ0_HETGA
OG0001468	sp|Q3U1V8|M3K9_MOUSE	tr|G5BQL3|G5BQL3_HETGA
OG0001469	sp|Q5RJI5|BRSK1_MOUSE	tr|G5BVZ9|G5BVZ9_HETGA
OG0001469	sp|Q69Z98|BRSK2_MOUSE	tr|G5C8L0|G5C8L0_HETGA
OG0001470	sp|Q3UHC7|DAB2P_MOUSE	tr|G5AJL2|G5AJL2_HETGA
OG0001470	sp|F6SEU4|SYGP1_MOUSE	tr|G5BK21|G5BK21_HETGA
OG0001471	sp|A2A5R2|BIG2_MOUSE	tr|G5B9N3|G5B9N3_HETGA
OG0001471	sp|G3X9K3|BIG1_MOUSE	tr|G5BJW8|G5BJW8_HETGA
OG0001472	sp|O35409|FOLH1_MOUSE	tr|G5BHD1|G5BHD1_HETGA
OG0001472	sp|Q9CZR2|NALD2_MOUSE	tr|G5BHD7|G5BHD7_HETGA
OG0001473	sp|Q6Y5D8|RHG10_MOUSE	tr|G5BLI3|G5BLI3_HETGA
OG0001473	sp|Q6ZQ82|RHG26_MOUSE	tr|G5AQS1|G5AQS1_HETGA
OG0001474	sp|Q6GQW0|ABTB3_MOUSE	tr|G5BPD8|G5BPD8_HETGA
OG0001474	sp|Q7TQI7|ABTB2_MOUSE	tr|G5AXV2|G5AXV2_HETGA
OG0001475	sp|Q99MH6|NKD1_MOUSE	tr|G5C249|G5C249_HETGA
OG0001475	sp|Q8VE28|NKD2_MOUSE	tr|G5BPH8|G5BPH8_HETGA
OG0001476	sp|Q8BHY3|ANO1_MOUSE	tr|G5BSS4|G5BSS4_HETGA
OG0001476	sp|Q8CFW1|ANO2_MOUSE	tr|G5CAN5|G5CAN5_HETGA
OG0001477	sp|P19246|NFH_MOUSE	tr|G5APW8|G5APW8_HETGA
OG0001477	sp|P46660|AINX_MOUSE	tr|G5CAI8|G5CAI8_HETGA
OG0001478	sp|P09633|HXC9_MOUSE, sp|P20615|HXB9_MOUSE, sp|P28357|HXD9_MOUSE	tr|G5BIE4|G5BIE4_HETGA
OG0001479	sp|Q8BYR2|LATS1_MOUSE	tr|G5BMD1|G5BMD1_HETGA
OG0001479	sp|Q7TSJ6|LATS2_MOUSE	tr|G5BKV1|G5BKV1_HETGA
OG0001480	sp|Q499E0|BRNP3_MOUSE	tr|G5BNS1|G5BNS1_HETGA
OG0001480	sp|Q6DFY8|BRNP2_MOUSE	tr|G5BIA9|G5BIA9_HETGA
OG0001481	sp|Q0VB07|PGRP4_MOUSE	tr|G5AYL3|G5AYL3_HETGA
OG0001481	sp|A1A547|PGRP3_MOUSE	tr|G5BUZ6|G5BUZ6_HETGA
OG0001482	sp|O54784|DAPK3_MOUSE	tr|G5BZB9|G5BZB9_HETGA
OG0001482	sp|Q8VDF3|DAPK2_MOUSE	tr|G5AW92|G5AW92_HETGA
