Orthogroup	Mus_musculus	Propithecus_coquereli
OG0000758	sp|Q9DCU0|PAQR5_MOUSE, sp|Q6TCG5|PAQR6_MOUSE, sp|Q6TCG2|PAQR9_MOUSE	tr|A0A2K6G1Z9|A0A2K6G1Z9_PROCO
OG0000759	sp|Q8BH16|FBXL2_MOUSE	tr|A0A2K6GDX8|A0A2K6GDX8_PROCO
OG0000759	sp|Q9CZV8|FXL20_MOUSE	tr|A0A2K6FBD2|A0A2K6FBD2_PROCO
OG0000760	sp|Q9EPK7|XPO7_MOUSE	tr|A0A2K6GE75|A0A2K6GE75_PROCO
OG0000760	sp|Q99NF8|RBP17_MOUSE	tr|A0A2K6ELL1|A0A2K6ELL1_PROCO
OG0000762	sp|P70181|PI51B_MOUSE	tr|A0A2K6EKY6|A0A2K6EKY6_PROCO
OG0000762	sp|O70161|PI51C_MOUSE	tr|A0A2K6FZ72|A0A2K6FZ72_PROCO
OG0000763	sp|Q3UVX5|GRM5_MOUSE	tr|A0A2K6H086|A0A2K6H086_PROCO
OG0000763	sp|P97772|GRM1_MOUSE	tr|A0A2K6FVW7|A0A2K6FVW7_PROCO
OG0000764	sp|Q64343|ABCG1_MOUSE	tr|A0A2K6F3S0|A0A2K6F3S0_PROCO
OG0000764	sp|Q91WA9|ABCG4_MOUSE	tr|A0A2K6FE81|A0A2K6FE81_PROCO
OG0000765	sp|Q8C2S7|AMGO3_MOUSE, sp|Q80ZD8|AMGO1_MOUSE, sp|Q80ZD9|AMGO2_MOUSE	tr|A0A2K6GP54|A0A2K6GP54_PROCO
OG0000766	sp|Q6R6I7|RXFP1_MOUSE	tr|A0A2K6F1L4|A0A2K6F1L4_PROCO
OG0000766	sp|Q91ZZ5|RXFP2_MOUSE	tr|A0A2K6EQL9|A0A2K6EQL9_PROCO
OG0000767	sp|Q9WTP7|KAD3_MOUSE	tr|A0A2K6GYZ0|A0A2K6GYZ0_PROCO, tr|A0A2K6FCZ5|A0A2K6FCZ5_PROCO, tr|A0A2K6GE21|A0A2K6GE21_PROCO
OG0000768	tr|E5D8G1|E5D8G1_MOUSE	tr|A0A2K6GC06|A0A2K6GC06_PROCO
OG0000768	sp|Q6P9S7|GLT10_MOUSE	tr|A0A2K6F4J8|A0A2K6F4J8_PROCO
OG0000769	sp|P42230|STA5A_MOUSE	tr|A0A2K6G7H9|A0A2K6G7H9_PROCO
OG0000769	sp|P42232|STA5B_MOUSE	tr|A0A2K6GGS9|A0A2K6GGS9_PROCO
OG0000770	sp|Q60891|OL139_MOUSE	tr|A0A2K6EU64|A0A2K6EU64_PROCO, tr|A0A2K6F5L0|A0A2K6F5L0_PROCO, tr|A0A2K6GIA4|A0A2K6GIA4_PROCO
OG0000771	sp|P46684|ZIC1_MOUSE	tr|A0A2K6FDV2|A0A2K6FDV2_PROCO
OG0000771	sp|Q62520|ZIC2_MOUSE	tr|A0A2K6F9H0|A0A2K6F9H0_PROCO
OG0000772	sp|Q6PAJ1|BCR_MOUSE	tr|A0A2K6FRI0|A0A2K6FRI0_PROCO
OG0000772	sp|Q5SSL4|ABR_MOUSE	tr|A0A2K6F387|A0A2K6F387_PROCO
OG0000773	sp|Q9CZJ0|MPPD2_MOUSE	tr|A0A2K6G144|A0A2K6G144_PROCO
OG0000773	sp|Q91ZG2|MPPD1_MOUSE	tr|A0A2K6H0C5|A0A2K6H0C5_PROCO
OG0000774	sp|Q6RT24|CENPE_MOUSE, tr|A0A1B0GSG7|A0A1B0GSG7_MOUSE, sp|Q99PT9|KIF19_MOUSE	tr|A0A2K6EEV2|A0A2K6EEV2_PROCO
OG0000775	sp|Q9QYE3|BC11A_MOUSE	tr|A0A2K6GWR6|A0A2K6GWR6_PROCO
OG0000775	sp|Q99PV8|BC11B_MOUSE	tr|A0A2K6FLW6|A0A2K6FLW6_PROCO
OG0000776	sp|Q3TNL8|IPRI_MOUSE, sp|Q3UV16|IPIL2_MOUSE, sp|A2ASA8|IPIL1_MOUSE	tr|A0A2K6EW14|A0A2K6EW14_PROCO
OG0000777	sp|P15116|CADH2_MOUSE	tr|A0A2K6EY91|A0A2K6EY91_PROCO
OG0000777	sp|P39038|CADH4_MOUSE	tr|A0A2K6GR30|A0A2K6GR30_PROCO
OG0000778	sp|P25962|ADRB3_MOUSE, sp|P18762|ADRB2_MOUSE, sp|P34971|ADRB1_MOUSE	tr|A0A2K6FIA4|A0A2K6FIA4_PROCO
OG0000779	sp|P28667|MRP_MOUSE	tr|A0A2K6FY32|A0A2K6FY32_PROCO, tr|A0A2K6F607|A0A2K6F607_PROCO, tr|A0A2K6GMT3|A0A2K6GMT3_PROCO
OG0000780	sp|P56399|UBP5_MOUSE	tr|A0A2K6G793|A0A2K6G793_PROCO
OG0000780	sp|Q5BKP2|UBP13_MOUSE	tr|A0A2K6EER4|A0A2K6EER4_PROCO
OG0000781	sp|Q8BZ10|TM11G_MOUSE, sp|Q1JRP2|TM11C_MOUSE, sp|Q14C59|TM11B_MOUSE	tr|A0A2K6EQZ1|A0A2K6EQZ1_PROCO
OG0000782	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A2K6EGJ1|A0A2K6EGJ1_PROCO
OG0000782	tr|E9PWM3|E9PWM3_MOUSE	tr|A0A2K6FF17|A0A2K6FF17_PROCO
OG0000783	sp|Q501J6|DDX17_MOUSE	tr|A0A2K6EXI4|A0A2K6EXI4_PROCO
OG0000783	sp|Q61656|DDX5_MOUSE	tr|A0A2K6GAF5|A0A2K6GAF5_PROCO
OG0000784	sp|P53762|ARNT_MOUSE	tr|A0A2K6GYC1|A0A2K6GYC1_PROCO
OG0000784	sp|Q61324|ARNT2_MOUSE	tr|A0A2K6GNM9|A0A2K6GNM9_PROCO
OG0000785	sp|Q99LJ7|RCBT2_MOUSE	tr|A0A2K6G0J2|A0A2K6G0J2_PROCO
OG0000785	sp|Q6NXM2|RCBT1_MOUSE	tr|A0A2K6G9Q8|A0A2K6G9Q8_PROCO
OG0000787	sp|Q9CZ52|ANTR1_MOUSE, tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE, sp|Q8BVM2|ANTRL_MOUSE	tr|A0A2K6F509|A0A2K6F509_PROCO
OG0000788	sp|O70585|DTNB_MOUSE	tr|A0A2K6EW84|A0A2K6EW84_PROCO
OG0000788	sp|Q9D2N4|DTNA_MOUSE	tr|A0A2K6G2V4|A0A2K6G2V4_PROCO
OG0000789	tr|A0A571BEG0|A0A571BEG0_MOUSE, tr|G3X8W1|G3X8W1_MOUSE, tr|A0A1D5RM54|A0A1D5RM54_MOUSE	tr|A0A2K6F4A7|A0A2K6F4A7_PROCO
OG0000790	sp|Q9CUN6|SMUF1_MOUSE	tr|A0A2K6G740|A0A2K6G740_PROCO
OG0000790	sp|A2A5Z6|SMUF2_MOUSE	tr|A0A2K6F7U1|A0A2K6F7U1_PROCO
OG0000791	sp|P49290|PERE_MOUSE	tr|A0A2K6G1Z2|A0A2K6G1Z2_PROCO
OG0000791	sp|P11247|PERM_MOUSE	tr|A0A2K6FPJ4|A0A2K6FPJ4_PROCO
OG0000792	sp|Q01341|ADCY6_MOUSE	tr|A0A2K6EL36|A0A2K6EL36_PROCO
OG0000792	sp|P84309|ADCY5_MOUSE	tr|A0A2K6GU18|A0A2K6GU18_PROCO
OG0000793	sp|Q6ZQ11|CHSS1_MOUSE	tr|A0A2K6EVH1|A0A2K6EVH1_PROCO
OG0000793	sp|Q5DTK1|CHSS3_MOUSE	tr|A0A2K6ELV6|A0A2K6ELV6_PROCO
OG0000794	sp|Q9DAI4|ZBT43_MOUSE, sp|Q9Z0G7|ZBT22_MOUSE, sp|Q8CDC7|ZBTB9_MOUSE	tr|A0A2K6ESV6|A0A2K6ESV6_PROCO
OG0000795	sp|Q8K3Z9|PO121_MOUSE, tr|A0A1B0GSJ4|A0A1B0GSJ4_MOUSE, sp|Q5SW25|P12L2_MOUSE	tr|A0A2K6G8H6|A0A2K6G8H6_PROCO
OG0000796	sp|P70662|LDB1_MOUSE	tr|A0A2K6EXD6|A0A2K6EXD6_PROCO
OG0000796	sp|O55203|LDB2_MOUSE	tr|A0A2K6FFY6|A0A2K6FFY6_PROCO
OG0000797	tr|A2AP83|A2AP83_MOUSE, sp|Q6DFV6|FN3C1_MOUSE, sp|Q8BX90|FND3A_MOUSE	tr|A0A2K6F8C2|A0A2K6F8C2_PROCO
OG0000798	sp|Q80WS3|FBLL1_MOUSE	tr|A0A2K6FV06|A0A2K6FV06_PROCO
OG0000798	sp|P35550|FBRL_MOUSE	tr|A0A2K6F5C1|A0A2K6F5C1_PROCO
OG0000799	sp|Q8K1X4|NCKPL_MOUSE	tr|A0A2K6FY21|A0A2K6FY21_PROCO
OG0000799	sp|P28660|NCKP1_MOUSE	tr|A0A2K6EJQ8|A0A2K6EJQ8_PROCO
OG0000800	sp|Q9R0W9|ACHA6_MOUSE	tr|A0A2K6FP17|A0A2K6FP17_PROCO
OG0000800	sp|Q8R4G9|ACHA3_MOUSE	tr|A0A2K6EFB3|A0A2K6EFB3_PROCO
OG0000801	sp|Q99JW4|LIMS1_MOUSE	tr|A0A2K6GUL4|A0A2K6GUL4_PROCO
OG0000801	sp|Q91XD2|LIMS2_MOUSE	tr|A0A2K6EJ55|A0A2K6EJ55_PROCO
OG0000802	sp|Q9CQF3|CPSF5_MOUSE	tr|A0A2K6FVQ5|A0A2K6FVQ5_PROCO, tr|A0A2K6F675|A0A2K6F675_PROCO, tr|A0A2K6GU27|A0A2K6GU27_PROCO
OG0000803	tr|Q8BY68|Q8BY68_MOUSE, sp|Q8BFU7|P2Y10_MOUSE, sp|Q3U507|GP174_MOUSE	tr|A0A2K6EUD9|A0A2K6EUD9_PROCO
OG0000804	sp|Q3UP87|ELNE_MOUSE	tr|A0A2K6GIR2|A0A2K6GIR2_PROCO
OG0000804	sp|Q61096|PRTN3_MOUSE	tr|A0A2K6FNQ1|A0A2K6FNQ1_PROCO
OG0000805	sp|Q60590|A1AG1_MOUSE, sp|P07361|A1AG2_MOUSE, sp|Q63805|A1AG3_MOUSE	tr|A0A2K6G335|A0A2K6G335_PROCO
OG0000806	sp|Q9ES88|S13A2_MOUSE	tr|A0A2K6GSB6|A0A2K6GSB6_PROCO
OG0000806	sp|Q67BT3|S13A5_MOUSE	tr|A0A2K6EIP7|A0A2K6EIP7_PROCO
OG0000807	sp|Q8VIF2|PRS42_MOUSE, sp|Q76HL1|PRS43_MOUSE, sp|Q402U7|PRS44_MOUSE	tr|A0A2K6GGX5|A0A2K6GGX5_PROCO
OG0000808	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A2K6EXT7|A0A2K6EXT7_PROCO
OG0000808	sp|Q8BG67|EFR3A_MOUSE	tr|A0A2K6FNQ7|A0A2K6FNQ7_PROCO
OG0000809	sp|Q9D2F7|P210L_MOUSE	tr|A0A2K6ERN5|A0A2K6ERN5_PROCO
OG0000809	sp|Q9QY81|PO210_MOUSE	tr|A0A2K6GN68|A0A2K6GN68_PROCO
OG0000810	sp|Q9Z1F9|SAE2_MOUSE, sp|A2BDX3|MOCS3_MOUSE	tr|A0A2K6G9E1|A0A2K6G9E1_PROCO, tr|A0A2K6FYX6|A0A2K6FYX6_PROCO
OG0000811	sp|O55123|MMP10_MOUSE, sp|P28862|MMP3_MOUSE	tr|A0A2K6FE68|A0A2K6FE68_PROCO, tr|A0A2K6G8A7|A0A2K6G8A7_PROCO
OG0000812	sp|Q3UWR2|KHD1A_MOUSE, sp|Q4KL78|KHD1C_MOUSE, sp|P0C7A0|KHD1B_MOUSE	tr|A0A2K6G9R8|A0A2K6G9R8_PROCO
OG0000813	sp|P14733|LMNB1_MOUSE	tr|A0A2K6F3V0|A0A2K6F3V0_PROCO
OG0000813	sp|P21619|LMNB2_MOUSE	tr|A0A2K6GXN3|A0A2K6GXN3_PROCO
OG0000814	sp|Q920A7|AFG31_MOUSE	tr|A0A2K6FYU8|A0A2K6FYU8_PROCO
OG0000814	sp|Q8JZQ2|AFG32_MOUSE	tr|A0A2K6F6W3|A0A2K6F6W3_PROCO
OG0000815	sp|Q9D075|TM10B_MOUSE, sp|Q3UFY8|TM10C_MOUSE, sp|Q8C1Z8|TM10A_MOUSE	tr|A0A2K6EH66|A0A2K6EH66_PROCO
OG0000816	sp|Q9JJZ9|CNGB3_MOUSE	tr|A0A2K6FCH8|A0A2K6FCH8_PROCO
OG0000816	tr|E1AZ71|E1AZ71_MOUSE	tr|A0A2K6GK90|A0A2K6GK90_PROCO
OG0000817	tr|E9PWI5|E9PWI5_MOUSE, tr|Q9WU94|Q9WU94_MOUSE, tr|E9PX47|E9PX47_MOUSE	tr|A0A2K6EXP5|A0A2K6EXP5_PROCO
OG0000818	sp|P63115|AAA1_MOUSE	tr|A0A2K6EM46|A0A2K6EM46_PROCO
OG0000818	sp|Q9QXW9|LAT2_MOUSE	tr|A0A2K6GW41|A0A2K6GW41_PROCO
OG0000819	sp|P70324|TBX3_MOUSE	tr|A0A2K6EUI3|A0A2K6EUI3_PROCO
OG0000819	sp|Q60707|TBX2_MOUSE	tr|A0A2K6EPX5|A0A2K6EPX5_PROCO
OG0000820	sp|P70379|FGF14_MOUSE	tr|A0A2K6FET7|A0A2K6FET7_PROCO
OG0000820	sp|P61329|FGF12_MOUSE	tr|A0A2K6FL36|A0A2K6FL36_PROCO
OG0000821	sp|Q11127|FUT4_MOUSE	tr|A0A2K6G1Z4|A0A2K6G1Z4_PROCO
OG0000821	sp|O88819|FUT9_MOUSE	tr|A0A2K6EG86|A0A2K6EG86_PROCO
OG0000822	tr|Q3TG86|Q3TG86_MOUSE, sp|P15539|C11B2_MOUSE	tr|A0A2K6F852|A0A2K6F852_PROCO, tr|A0A2K6F3S3|A0A2K6F3S3_PROCO
OG0000823	sp|Q6I6G8|HECW2_MOUSE	tr|A0A2K6GZA3|A0A2K6GZA3_PROCO
OG0000823	sp|Q8K4P8|HECW1_MOUSE	tr|A0A2K6ERA4|A0A2K6ERA4_PROCO
OG0000824	sp|Q9CQ69|QCR8_MOUSE	tr|A0A2K6FX79|A0A2K6FX79_PROCO, tr|A0A2K6GJA8|A0A2K6GJA8_PROCO, tr|A0A2K6GTB1|A0A2K6GTB1_PROCO
OG0000825	sp|Q9R0S2|MMP24_MOUSE	tr|A0A2K6GKY9|A0A2K6GKY9_PROCO
OG0000825	sp|Q9WTR0|MMP16_MOUSE	tr|A0A2K6EHN5|A0A2K6EHN5_PROCO
OG0000826	sp|Q9Z1G4|VPP1_MOUSE	tr|A0A2K6EPT1|A0A2K6EPT1_PROCO
OG0000826	sp|Q920R6|VPP4_MOUSE	tr|A0A2K6G3U2|A0A2K6G3U2_PROCO
OG0000827	sp|P55258|RAB8A_MOUSE	tr|A0A2K6G9I6|A0A2K6G9I6_PROCO
OG0000827	sp|P61028|RAB8B_MOUSE	tr|A0A2K6FLS4|A0A2K6FLS4_PROCO
OG0000828	sp|P05132|KAPCA_MOUSE	tr|A0A2K6GRD5|A0A2K6GRD5_PROCO
OG0000828	sp|P68181|KAPCB_MOUSE	tr|A0A2K6EXW0|A0A2K6EXW0_PROCO
OG0000829	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A2K6EGK9|A0A2K6EGK9_PROCO
OG0000829	sp|Q60764|MKRN3_MOUSE	tr|A0A2K6GRP0|A0A2K6GRP0_PROCO
OG0000830	sp|Q8K297|GT251_MOUSE	tr|A0A2K6FUL0|A0A2K6FUL0_PROCO
OG0000830	sp|Q6NVG7|GT252_MOUSE	tr|A0A2K6F2D3|A0A2K6F2D3_PROCO
OG0000831	sp|Q9D1G1|RAB1B_MOUSE	tr|A0A2K6GKU6|A0A2K6GKU6_PROCO
OG0000831	sp|P62821|RAB1A_MOUSE	tr|A0A2K6FC06|A0A2K6FC06_PROCO
OG0000832	sp|Q9DA79|DPEP3_MOUSE	tr|A0A2K6GFS4|A0A2K6GFS4_PROCO
OG0000832	sp|Q8C255|DPEP2_MOUSE	tr|A0A2K6GFI1|A0A2K6GFI1_PROCO
OG0000833	sp|Q8BL00|CDHR3_MOUSE, tr|A0A1B0GR31|A0A1B0GR31_MOUSE, tr|D3Z1Y0|D3Z1Y0_MOUSE	tr|A0A2K6FW92|A0A2K6FW92_PROCO
OG0000834	sp|O35544|EAA4_MOUSE	tr|A0A2K6G4D1|A0A2K6G4D1_PROCO
OG0000834	sp|P56564|EAA1_MOUSE	tr|A0A2K6EHD4|A0A2K6EHD4_PROCO
OG0000835	sp|O35874|SATT_MOUSE	tr|A0A2K6ELY3|A0A2K6ELY3_PROCO
OG0000835	sp|P51912|AAAT_MOUSE	tr|A0A2K6GF33|A0A2K6GF33_PROCO
OG0000836	sp|Q7TMD7|DSG4_MOUSE	tr|A0A2K6GU95|A0A2K6GU95_PROCO
OG0000836	sp|O35902|DSG3_MOUSE	tr|A0A2K6F4S2|A0A2K6F4S2_PROCO
OG0000837	sp|Q5RJI5|BRSK1_MOUSE	tr|A0A2K6G0N7|A0A2K6G0N7_PROCO
OG0000837	sp|Q69Z98|BRSK2_MOUSE	tr|A0A2K6GSI0|A0A2K6GSI0_PROCO
OG0000838	sp|Q6ZQ73|CAND2_MOUSE	tr|A0A2K6FT22|A0A2K6FT22_PROCO
OG0000838	sp|Q6ZQ38|CAND1_MOUSE	tr|A0A2K6F4B7|A0A2K6F4B7_PROCO
OG0000839	sp|A2AGH6|MED12_MOUSE	tr|A0A2K6G7Q5|A0A2K6G7Q5_PROCO
OG0000839	sp|Q8BQM9|MD12L_MOUSE	tr|A0A2K6FW03|A0A2K6FW03_PROCO
OG0000841	sp|Q8BNI4|DERL2_MOUSE	tr|A0A2K6G4L9|A0A2K6G4L9_PROCO
OG0000841	sp|Q9D8K3|DERL3_MOUSE	tr|A0A2K6G9M4|A0A2K6G9M4_PROCO
OG0000842	sp|Q9JI74|KLHL1_MOUSE	tr|A0A2K6FIZ6|A0A2K6FIZ6_PROCO
OG0000842	tr|B1AZR0|B1AZR0_MOUSE	tr|A0A2K6EPG1|A0A2K6EPG1_PROCO
OG0000843	tr|A2RS33|A2RS33_MOUSE, tr|E9Q838|E9Q838_MOUSE, tr|Q8VF28|Q8VF28_MOUSE	tr|A0A2K6GP38|A0A2K6GP38_PROCO
OG0000844	sp|P10855|CCL3_MOUSE	tr|A0A2K6EEE4|A0A2K6EEE4_PROCO, tr|A0A2K6F264|A0A2K6F264_PROCO, tr|A0A2K6FCX4|A0A2K6FCX4_PROCO
OG0000845	sp|Q60575|KIF1B_MOUSE	tr|A0A2K6F0I9|A0A2K6F0I9_PROCO
OG0000845	sp|P33173|KIF1A_MOUSE	tr|A0A2K6FB53|A0A2K6FB53_PROCO
OG0000846	sp|Q8BQZ5|CPSF4_MOUSE	tr|A0A2K6ERW9|A0A2K6ERW9_PROCO
OG0000846	tr|E9Q2N0|E9Q2N0_MOUSE	tr|A0A2K6G0E3|A0A2K6G0E3_PROCO
OG0000847	sp|Q9CWU5|KHDC3_MOUSE	tr|A0A2K6EFC7|A0A2K6EFC7_PROCO
OG0000847	sp|Q9CWE6|OOEP_MOUSE	tr|A0A2K6EEH0|A0A2K6EEH0_PROCO
OG0000848	sp|Q8CCG4|DPPA4_MOUSE	tr|A0A2K6EZY2|A0A2K6EZY2_PROCO
OG0000848	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A2K6F3N8|A0A2K6F3N8_PROCO
OG0000849	sp|Q9QXL2|KI21A_MOUSE	tr|A0A2K6F5U4|A0A2K6F5U4_PROCO
OG0000849	sp|Q9QXL1|KI21B_MOUSE	tr|A0A2K6FSD0|A0A2K6FSD0_PROCO
OG0000851	sp|Q04447|KCRB_MOUSE	tr|A0A2K6EWJ9|A0A2K6EWJ9_PROCO
OG0000851	sp|P07310|KCRM_MOUSE	tr|A0A2K6GHJ2|A0A2K6GHJ2_PROCO
OG0000852	sp|Q6VVW5|ANPRB_MOUSE	tr|A0A2K6EHB1|A0A2K6EHB1_PROCO
OG0000852	sp|P18293|ANPRA_MOUSE	tr|A0A2K6FCV4|A0A2K6FCV4_PROCO
OG0000853	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A2K6FWI8|A0A2K6FWI8_PROCO
OG0000853	sp|P18826|KPB1_MOUSE	tr|A0A2K6FQJ7|A0A2K6FQJ7_PROCO
OG0000854	sp|Q08775|RUNX2_MOUSE	tr|A0A2K6EPK4|A0A2K6EPK4_PROCO
OG0000854	sp|Q03347|RUNX1_MOUSE	tr|A0A2K6FK60|A0A2K6FK60_PROCO
OG0000855	sp|Q2YFS3|PILRA_MOUSE, sp|Q2YFS2|PILRB_MOUSE, sp|Q2YFS1|PILB2_MOUSE	tr|A0A2K6GA25|A0A2K6GA25_PROCO
OG0000856	sp|Q5DU57|SPT13_MOUSE	tr|A0A2K6FW78|A0A2K6FW78_PROCO
OG0000856	sp|Q3UTH8|ARHG9_MOUSE	tr|A0A2K6F278|A0A2K6F278_PROCO
OG0000857	sp|Q5F2E8|TAOK1_MOUSE	tr|A0A2K6GHP0|A0A2K6GHP0_PROCO
OG0000857	sp|Q8BYC6|TAOK3_MOUSE	tr|A0A2K6G6S7|A0A2K6G6S7_PROCO
OG0000858	sp|Q8BH44|COR2B_MOUSE	tr|A0A2K6FG88|A0A2K6FG88_PROCO
OG0000858	sp|Q8C0P5|COR2A_MOUSE	tr|A0A2K6FYX7|A0A2K6FYX7_PROCO
OG0000859	sp|Q8BYM7|RSH4A_MOUSE	tr|A0A2K6EKI4|A0A2K6EKI4_PROCO
OG0000859	sp|Q8CDR2|RSH6A_MOUSE	tr|A0A2K6EXC9|A0A2K6EXC9_PROCO
OG0000860	sp|Q99LG2|TNPO2_MOUSE	tr|A0A2K6FHX5|A0A2K6FHX5_PROCO
OG0000860	sp|Q8BFY9|TNPO1_MOUSE	tr|A0A2K6EIB8|A0A2K6EIB8_PROCO
OG0000861	sp|Q9D4J1|EFHD1_MOUSE	tr|A0A2K6EFI5|A0A2K6EFI5_PROCO
OG0000861	sp|Q9D8Y0|EFHD2_MOUSE	tr|A0A2K6EXX3|A0A2K6EXX3_PROCO
OG0000862	tr|Q9D9M9|Q9D9M9_MOUSE, sp|Q9CQE0|RN138_MOUSE	tr|A0A2K6GL78|A0A2K6GL78_PROCO, tr|A0A2K6FFU2|A0A2K6FFU2_PROCO
OG0000863	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A2K6EXY6|A0A2K6EXY6_PROCO
OG0000863	sp|Q9WUZ7|SH3BG_MOUSE	tr|A0A2K6FHH8|A0A2K6FHH8_PROCO
OG0000864	sp|Q9Z0R6|ITSN2_MOUSE	tr|A0A2K6G6J5|A0A2K6G6J5_PROCO
OG0000864	sp|Q9Z0R4|ITSN1_MOUSE	tr|A0A2K6FWF4|A0A2K6FWF4_PROCO
OG0000866	tr|Q149L0|Q149L0_MOUSE	tr|A0A2K6EM29|A0A2K6EM29_PROCO
OG0000866	sp|Q99LB2|DHRS4_MOUSE	tr|A0A2K6F693|A0A2K6F693_PROCO
OG0000867	sp|Q61038|PSYR_MOUSE, sp|Q62035|PTAFR_MOUSE, sp|Q8BFQ3|OGR1_MOUSE	tr|A0A2K6GJ49|A0A2K6GJ49_PROCO
OG0000868	sp|P97496|SMRC1_MOUSE	tr|A0A2K6FDJ2|A0A2K6FDJ2_PROCO
OG0000868	sp|Q6PDG5|SMRC2_MOUSE	tr|A0A2K6GWC0|A0A2K6GWC0_PROCO
OG0000869	sp|Q8BKC5|IPO5_MOUSE	tr|A0A2K6F801|A0A2K6F801_PROCO
OG0000869	sp|Q8BIV3|RNBP6_MOUSE	tr|A0A2K6G483|A0A2K6G483_PROCO
OG0000870	tr|Q6PDK0|Q6PDK0_MOUSE, sp|Q9CWH1|ZBT8A_MOUSE, sp|Q8CII0|ZBT8B_MOUSE	tr|A0A2K6FEG8|A0A2K6FEG8_PROCO
OG0000871	sp|Q8BH59|S2512_MOUSE	tr|A0A2K6FS67|A0A2K6FS67_PROCO
OG0000871	sp|Q9QXX4|S2513_MOUSE	tr|A0A2K6FZT1|A0A2K6FZT1_PROCO
OG0000872	sp|Q8BLR2|CPNE4_MOUSE	tr|A0A2K6FZV8|A0A2K6FZV8_PROCO
OG0000872	sp|Q0VE82|CPNE7_MOUSE	tr|A0A2K6F536|A0A2K6F536_PROCO
OG0000873	sp|Q80TI1|PKHH1_MOUSE	tr|A0A2K6EN15|A0A2K6EN15_PROCO
OG0000873	sp|Q8C115|PKHH2_MOUSE	tr|A0A2K6FWR6|A0A2K6FWR6_PROCO
OG0000874	sp|Q4VK74|IFNL2_MOUSE, sp|Q8CGK6|IFNL3_MOUSE	tr|A0A2K6ETV9|A0A2K6ETV9_PROCO, tr|A0A2K6G0D5|A0A2K6G0D5_PROCO
OG0000875	sp|Q99KK9|SYHM_MOUSE	tr|A0A2K6G1Q5|A0A2K6G1Q5_PROCO
OG0000875	sp|Q61035|HARS1_MOUSE	tr|A0A2K6GU44|A0A2K6GU44_PROCO
OG0000876	sp|Q8BWF2|GIMA5_MOUSE, sp|Q99MI6|GIMA3_MOUSE	tr|A0A2K6F9K6|A0A2K6F9K6_PROCO, tr|A0A2K6GDT1|A0A2K6GDT1_PROCO
OG0000877	sp|Q9JK83|PAR6B_MOUSE, sp|Q9JK84|PAR6G_MOUSE	tr|A0A2K6G758|A0A2K6G758_PROCO, tr|A0A2K6F323|A0A2K6F323_PROCO
OG0000879	sp|Q9Z0N2|IF2H_MOUSE, sp|Q9Z0N1|IF2G_MOUSE	tr|A0A2K6GBE9|A0A2K6GBE9_PROCO, tr|A0A2K6EUB4|A0A2K6EUB4_PROCO
OG0000882	sp|P56546|CTBP2_MOUSE	tr|A0A2K6FUU2|A0A2K6FUU2_PROCO
OG0000882	sp|O88712|CTBP1_MOUSE	tr|A0A2K6ESB2|A0A2K6ESB2_PROCO
OG0000883	sp|P70303|PYRG2_MOUSE	tr|A0A2K6EXE1|A0A2K6EXE1_PROCO
OG0000883	sp|P70698|PYRG1_MOUSE	tr|A0A2K6GY92|A0A2K6GY92_PROCO
OG0000884	sp|Q5PRF0|HTR5A_MOUSE	tr|A0A2K6G5K4|A0A2K6G5K4_PROCO
OG0000884	sp|Q8C547|HTR5B_MOUSE	tr|A0A2K6GY98|A0A2K6GY98_PROCO
OG0000886	sp|Q9CR58|KMCP1_MOUSE	tr|A0A2K6EY15|A0A2K6EY15_PROCO
OG0000886	sp|Q9Z2B2|UCP5_MOUSE	tr|A0A2K6GW30|A0A2K6GW30_PROCO
OG0000887	sp|Q9CZ30|OLA1_MOUSE	tr|A0A2K6FR95|A0A2K6FR95_PROCO, tr|A0A2K6FCG4|A0A2K6FCG4_PROCO, tr|A0A2K6G1L2|A0A2K6G1L2_PROCO
OG0000888	sp|Q71LX4|TLN2_MOUSE	tr|A0A2K6FWH3|A0A2K6FWH3_PROCO
OG0000888	sp|P26039|TLN1_MOUSE	tr|A0A2K6GJV8|A0A2K6GJV8_PROCO
OG0000889	sp|Q7TQP2|GP135_MOUSE, sp|Q61121|GPR19_MOUSE, sp|P56479|GALR1_MOUSE	tr|A0A2K6F1S9|A0A2K6F1S9_PROCO
OG0000890	sp|P86449|TR43C_MOUSE, sp|P86448|TR43B_MOUSE, sp|Q3TL54|TR43A_MOUSE	tr|A0A2K6G8R3|A0A2K6G8R3_PROCO
OG0000891	tr|L7N224|L7N224_MOUSE, tr|Q7TRR2|Q7TRR2_MOUSE, tr|Q8VG01|Q8VG01_MOUSE	tr|A0A2K6G7M7|A0A2K6G7M7_PROCO
OG0000892	sp|P62814|VATB2_MOUSE	tr|A0A2K6F084|A0A2K6F084_PROCO
OG0000892	sp|Q91YH6|VATB1_MOUSE	tr|A0A2K6FEP2|A0A2K6FEP2_PROCO
