Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0002635	sp|Q8CIP5|DISP2_MOUSE	tr|A0A8I3S6I7|A0A8I3S6I7_CANLF, tr|A0A8P0SE61|A0A8P0SE61_CANLF
OG0002636	sp|Q9WU02|V1BR_MOUSE	tr|A0A8I3Q3G9|A0A8I3Q3G9_CANLF, tr|A0A8P0NC80|A0A8P0NC80_CANLF
OG0002637	sp|Q925S4|IL24_MOUSE	tr|A0A8P0NDL7|A0A8P0NDL7_CANLF, tr|A0A8I3MI94|A0A8I3MI94_CANLF
OG0002638	sp|Q9CR10|OXLD1_MOUSE	tr|A0A8P0PID2|A0A8P0PID2_CANLF, tr|A0A8I3NF28|A0A8I3NF28_CANLF
OG0002639	sp|Q8QZV6|F161A_MOUSE	tr|A0A8I3NZK7|A0A8I3NZK7_CANLF, tr|A0A8P0SQ10|A0A8P0SQ10_CANLF
OG0002640	sp|E9Q3C1|C2CD2_MOUSE	tr|A0A8P0SZV5|A0A8P0SZV5_CANLF, tr|A0A8I3QMY8|A0A8I3QMY8_CANLF
OG0002641	sp|Q3V038|TTC9A_MOUSE	tr|A0A8P0TLJ3|A0A8P0TLJ3_CANLF, tr|A0A8I3MW59|A0A8I3MW59_CANLF
OG0002643	sp|Q9DAL0|SIM23_MOUSE	tr|A0A8I3MGE8|A0A8I3MGE8_CANLF, tr|A0A8P0NIH5|A0A8P0NIH5_CANLF
OG0002644	sp|Q3V1N9|A3LT2_MOUSE	tr|A0A8P0SFJ9|A0A8P0SFJ9_CANLF, tr|A0A8I3MS51|A0A8I3MS51_CANLF
OG0002645	sp|Q80YT7|MYOME_MOUSE	tr|A0A8P0PC41|A0A8P0PC41_CANLF, tr|A0A8I3MYH5|A0A8I3MYH5_CANLF
OG0002647	tr|B2RX70|B2RX70_MOUSE	tr|A0A8I3N5J3|A0A8I3N5J3_CANLF, tr|A0A8P0N6D0|A0A8P0N6D0_CANLF
OG0002648	sp|Q9Z109|VSIG2_MOUSE	tr|A0A8I3N7C1|A0A8I3N7C1_CANLF, tr|A0A8P0NDD7|A0A8P0NDD7_CANLF
OG0002649	sp|Q62471|VNS1_MOUSE	sp|O18873|ALL1_CANLF, tr|A0A8I3NBT3|A0A8I3NBT3_CANLF
OG0002650	sp|O35609|SCAM3_MOUSE	tr|A0A8I3NCE7|A0A8I3NCE7_CANLF, tr|A0A8I3MKE0|A0A8I3MKE0_CANLF
OG0002651	sp|Q9CWT6|DDX28_MOUSE	tr|A0A8P0PKZ9|A0A8P0PKZ9_CANLF, tr|A0A8I3NLY9|A0A8I3NLY9_CANLF
OG0002652	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A8I3NR73|A0A8I3NR73_CANLF, sp|Q28894|WFDC2_CANLF
OG0002653	tr|Q30KP0|Q30KP0_MOUSE	tr|A0A8P0N9D1|A0A8P0N9D1_CANLF, tr|A0A8I3P252|A0A8I3P252_CANLF
OG0002654	sp|Q3TZX8|NOL9_MOUSE	tr|A0A8P0NKP6|A0A8P0NKP6_CANLF, tr|A0A8I3PL78|A0A8I3PL78_CANLF
OG0002655	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A8I3PNL6|A0A8I3PNL6_CANLF, tr|A0A8P0SBV4|A0A8P0SBV4_CANLF
OG0002656	tr|D3Z3I0|D3Z3I0_MOUSE	tr|A0A8I3PWB6|A0A8I3PWB6_CANLF, tr|A0A8P0N9G8|A0A8P0N9G8_CANLF
OG0002657	sp|Q8VD31|TPSNR_MOUSE	tr|A0A8I3NH55|A0A8I3NH55_CANLF, tr|A0A8I3Q013|A0A8I3Q013_CANLF
OG0002658	sp|Q8BVM2|ANTRL_MOUSE	tr|A0A8I3RVY8|A0A8I3RVY8_CANLF, tr|A0A8P0TEJ8|A0A8P0TEJ8_CANLF
OG0002659	sp|O88962|CP8B1_MOUSE	tr|A0A8P0N817|A0A8P0N817_CANLF, tr|A0A8I3PFY5|A0A8I3PFY5_CANLF
OG0002660	sp|Q3U128|APCD1_MOUSE	tr|A0A8P0PGP7|A0A8P0PGP7_CANLF, tr|A0A8I3MUK5|A0A8I3MUK5_CANLF
OG0002661	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A8I3P6Z9|A0A8I3P6Z9_CANLF, tr|A0A8P0T7J1|A0A8P0T7J1_CANLF
OG0002662	sp|Q704Y3|TRPV1_MOUSE	tr|A0A8I3NVQ7|A0A8I3NVQ7_CANLF, sp|Q697L1|TRPV1_CANLF
OG0002663	sp|O54990|PROM1_MOUSE	tr|A0A8I3MCN8|A0A8I3MCN8_CANLF, tr|A0A8P0NGW0|A0A8P0NGW0_CANLF
OG0002664	sp|Q9D2W0|FXYD4_MOUSE	tr|A0A8I3PX80|A0A8I3PX80_CANLF, tr|A0A8I3MJK1|A0A8I3MJK1_CANLF
OG0002665	sp|P70429|EVL_MOUSE	tr|A0A8I3MS87|A0A8I3MS87_CANLF, tr|A0A8P0PC35|A0A8P0PC35_CANLF
OG0002666	sp|Q8BYG0|TTC24_MOUSE	tr|A0A8P0TLH7|A0A8P0TLH7_CANLF, tr|A0A8I3MZ81|A0A8I3MZ81_CANLF
OG0002667	tr|E9QAE1|E9QAE1_MOUSE	tr|A0A8P0N7S7|A0A8P0N7S7_CANLF, tr|A0A8I3N0T0|A0A8I3N0T0_CANLF
OG0002668	sp|Q9CXP9|EXO5_MOUSE	tr|A0A8P0TJT9|A0A8P0TJT9_CANLF, tr|A0A8I3N218|A0A8I3N218_CANLF
OG0002669	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A8P0TDJ6|A0A8P0TDJ6_CANLF, tr|A0A8I3N9A5|A0A8I3N9A5_CANLF
OG0002670	sp|Q922E4|PCY2_MOUSE	tr|A0A8I3NCK9|A0A8I3NCK9_CANLF, tr|A0A8P0SBH2|A0A8P0SBH2_CANLF
OG0002671	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A8P0TRM8|A0A8P0TRM8_CANLF, tr|A0A8I3NEQ7|A0A8I3NEQ7_CANLF
OG0002672	sp|Q9DAC0|CLF2B_MOUSE, sp|Q9DAR1|CLF2A_MOUSE	tr|A0A8I3NGD1|A0A8I3NGD1_CANLF
OG0002673	sp|Q8K389|CK5P2_MOUSE	tr|A0A8P0NVG8|A0A8P0NVG8_CANLF, tr|A0A8I3NNR4|A0A8I3NNR4_CANLF
OG0002674	sp|Q80YC5|FA12_MOUSE	tr|A0A8P0SKJ6|A0A8P0SKJ6_CANLF, tr|A0A8I3NR05|A0A8I3NR05_CANLF
OG0002675	sp|Q4FZF3|DDX49_MOUSE	tr|A0A8P0NGA0|A0A8P0NGA0_CANLF, tr|A0A8I3P908|A0A8I3P908_CANLF
OG0002676	tr|Q7TRP7|Q7TRP7_MOUSE, tr|Q7TRU7|Q7TRU7_MOUSE	tr|A0A8I3PDG6|A0A8I3PDG6_CANLF
OG0002677	tr|F8VQ70|F8VQ70_MOUSE	tr|A0A8P0NJK7|A0A8P0NJK7_CANLF, tr|A0A8I3PLF0|A0A8I3PLF0_CANLF
OG0002678	sp|C0LLJ0|IMA8_MOUSE	tr|A0A8I3PQB1|A0A8I3PQB1_CANLF, tr|A0A8I3N6Y7|A0A8I3N6Y7_CANLF
OG0002679	sp|Q9QY14|FOXE3_MOUSE	tr|A0A8P0TJG3|A0A8P0TJG3_CANLF, tr|A0A8I3PTP4|A0A8I3PTP4_CANLF
OG0002680	sp|Q9CWH4|RE114_MOUSE	tr|A0A8I3PY54|A0A8I3PY54_CANLF, tr|A0A8P0TIF3|A0A8P0TIF3_CANLF
OG0002681	sp|Q9Z0S3|CLD14_MOUSE	tr|A0A8P0NC39|A0A8P0NC39_CANLF, tr|A0A8I3PYA8|A0A8I3PYA8_CANLF
OG0002682	sp|Q9QY33|TSN3_MOUSE	tr|A0A8P0PBN0|A0A8P0PBN0_CANLF, tr|A0A8I3RU90|A0A8I3RU90_CANLF
OG0002683	sp|O88653|LTOR3_MOUSE	tr|A0A8I3PP92|A0A8I3PP92_CANLF, tr|A0A8I3RXC8|A0A8I3RXC8_CANLF
OG0002684	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A8P0SCM8|A0A8P0SCM8_CANLF, tr|A0A8I3S4M0|A0A8I3S4M0_CANLF
OG0002685	sp|Q9R269|PEPL_MOUSE	tr|A0A8P0NNT9|A0A8P0NNT9_CANLF, tr|A0A8I3P0I4|A0A8I3P0I4_CANLF
OG0002686	sp|Q08509|EPS8_MOUSE	tr|A0A8I3P034|A0A8I3P034_CANLF, tr|A0A8P0P3E6|A0A8P0P3E6_CANLF
OG0002687	sp|A2AR95|LRAD3_MOUSE	tr|A0A8I3P5S7|A0A8I3P5S7_CANLF, tr|A0A8P0PMB8|A0A8P0PMB8_CANLF
OG0002688	sp|Q5DTX6|JCAD_MOUSE	tr|A0A8P0S9M0|A0A8P0S9M0_CANLF, tr|A0A8I3NDP3|A0A8I3NDP3_CANLF
OG0002689	sp|O55225|OTOG_MOUSE	tr|A0A8P0SE58|A0A8P0SE58_CANLF, tr|A0A8I3RYF2|A0A8I3RYF2_CANLF
OG0002690	sp|O35658|C1QBP_MOUSE	tr|A0A8P0SK07|A0A8P0SK07_CANLF, tr|A0A8I3MHG7|A0A8I3MHG7_CANLF
OG0002691	sp|Q3UPY5|GLBL2_MOUSE, sp|A2RSQ1|GLBL3_MOUSE	tr|A0A8I3MQQ0|A0A8I3MQQ0_CANLF
OG0002693	sp|D3YXG0|HMCN1_MOUSE	tr|A0A8I3MXV4|A0A8I3MXV4_CANLF, tr|A0A8P0SIF6|A0A8P0SIF6_CANLF
OG0002694	sp|Q9DB76|EMC9_MOUSE	tr|A0A8I3N960|A0A8I3N960_CANLF, tr|A0A8P0NE55|A0A8P0NE55_CANLF
OG0002695	tr|Q9CR52|Q9CR52_MOUSE, sp|P47753|CAZA1_MOUSE	tr|A0A8I3NF50|A0A8I3NF50_CANLF
OG0002696	sp|P24452|CAPG_MOUSE	tr|A0A8P0TSP9|A0A8P0TSP9_CANLF, tr|A0A8I3NNU8|A0A8I3NNU8_CANLF
OG0002697	sp|Q8R1F6|HID1_MOUSE	tr|A0A8P0PNB3|A0A8P0PNB3_CANLF, tr|A0A8I3NZ82|A0A8I3NZ82_CANLF
OG0002698	sp|A8VU90|ANKL1_MOUSE	tr|A0A8P0SJR2|A0A8P0SJR2_CANLF, tr|A0A8I3Q4J4|A0A8I3Q4J4_CANLF
OG0002699	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A8P0PH96|A0A8P0PH96_CANLF, tr|A0A8I3QBC4|A0A8I3QBC4_CANLF
OG0002700	sp|Q8R0I0|ACE2_MOUSE	tr|A0A8P0SVK9|A0A8P0SVK9_CANLF, tr|A0A8I3QCM1|A0A8I3QCM1_CANLF
OG0002701	sp|Q8BR26|IFM10_MOUSE	tr|A0A8P0TIH1|A0A8P0TIH1_CANLF, tr|A0A8I3RXK1|A0A8I3RXK1_CANLF
OG0002702	sp|Q9D968|HCFC2_MOUSE	tr|A0A8I3RYC6|A0A8I3RYC6_CANLF, tr|A0A8P0T634|A0A8P0T634_CANLF
OG0002703	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A8P0P6X5|A0A8P0P6X5_CANLF, tr|A0A8I3RYU1|A0A8I3RYU1_CANLF
OG0002704	sp|Q9JJ06|C1GLT_MOUSE	tr|A0A8P0N5A6|A0A8P0N5A6_CANLF, tr|A0A8I3S336|A0A8I3S336_CANLF
OG0002705	sp|P41160|LEP_MOUSE	tr|A0A8I3S964|A0A8I3S964_CANLF, sp|O02720|LEP_CANLF
OG0002706	tr|A0A2I3BQG2|A0A2I3BQG2_MOUSE	tr|A0A8P0NEF6|A0A8P0NEF6_CANLF, tr|A0A8I3NLH8|A0A8I3NLH8_CANLF
OG0002707	sp|Q9DC29|ABCB6_MOUSE	tr|A0A8P0PCQ6|A0A8P0PCQ6_CANLF, tr|A0A8I3SCB4|A0A8I3SCB4_CANLF
OG0002708	tr|A0A140LJC7|A0A140LJC7_MOUSE	tr|A0A8I3NDG6|A0A8I3NDG6_CANLF, tr|A0A8P0PDX5|A0A8P0PDX5_CANLF
OG0002709	sp|P70323|TBX1_MOUSE	tr|A0A8I3QIX5|A0A8I3QIX5_CANLF, tr|A0A8P0PP59|A0A8P0PP59_CANLF
OG0002710	sp|E9QA62|LMOD3_MOUSE	tr|A0A8P0SBV6|A0A8P0SBV6_CANLF, tr|A0A8I3NDA6|A0A8I3NDA6_CANLF
OG0002711	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A8P0SDF1|A0A8P0SDF1_CANLF, tr|A0A8I3P410|A0A8I3P410_CANLF
OG0002712	sp|Q6PFC5|LRIT2_MOUSE	tr|A0A8I3RUG9|A0A8I3RUG9_CANLF, tr|A0A8P0SK22|A0A8P0SK22_CANLF
OG0002713	sp|Q9D6X6|PRS23_MOUSE	tr|A0A8I3N365|A0A8I3N365_CANLF, tr|A0A8P0TTA6|A0A8P0TTA6_CANLF
OG0002714	tr|A0A1B0GS01|A0A1B0GS01_MOUSE	tr|A0A8I3MMC0|A0A8I3MMC0_CANLF, tr|A0A8P0PH02|A0A8P0PH02_CANLF
OG0002715	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A8P0N864|A0A8P0N864_CANLF, tr|A0A8I3MYU3|A0A8I3MYU3_CANLF
OG0002716	sp|Q5RI75|RASEF_MOUSE	tr|A0A8P0S7E4|A0A8P0S7E4_CANLF, tr|A0A8I3N0Q0|A0A8I3N0Q0_CANLF
OG0002717	tr|E9PUU5|E9PUU5_MOUSE	tr|A0A8I3N0X3|A0A8I3N0X3_CANLF, tr|A0A8P0SLY1|A0A8P0SLY1_CANLF
OG0002718	sp|Q3UFJ6|T184A_MOUSE	tr|A0A8P0SKR9|A0A8P0SKR9_CANLF, tr|A0A8I3N223|A0A8I3N223_CANLF
OG0002719	sp|Q8CF02|FM25C_MOUSE	tr|A0A8P0TIY3|A0A8P0TIY3_CANLF, tr|A0A8I3N321|A0A8I3N321_CANLF
OG0002720	sp|Q06890|CLUS_MOUSE	sp|P25473|CLUS_CANLF, tr|A0A8I3NGN1|A0A8I3NGN1_CANLF
OG0002721	sp|Q78JN3|ECI3_MOUSE, sp|Q9WUR2|ECI2_MOUSE	tr|A0A8I3NWJ2|A0A8I3NWJ2_CANLF
OG0002722	sp|Q60737|CSK21_MOUSE, sp|O54833|CSK22_MOUSE	tr|A0A8I3P1W7|A0A8I3P1W7_CANLF
OG0002723	sp|Q61003|CD6_MOUSE	tr|A0A8P0NHZ6|A0A8P0NHZ6_CANLF, tr|A0A8I3P3R0|A0A8I3P3R0_CANLF
OG0002724	sp|P23812|HXD12_MOUSE	tr|A0A8P0NLK8|A0A8P0NLK8_CANLF, tr|A0A8I3P4M5|A0A8I3P4M5_CANLF
OG0002725	tr|Q80ZM5|Q80ZM5_MOUSE	tr|A0A8I3P7C3|A0A8I3P7C3_CANLF, tr|A0A8P0TS84|A0A8P0TS84_CANLF
OG0002726	sp|P19437|CD20_MOUSE	sp|Q3C2E2|CD20_CANLF, tr|A0A8I3PDC4|A0A8I3PDC4_CANLF
OG0002727	sp|Q924H9|DQX1_MOUSE	tr|A0A8I3PEN7|A0A8I3PEN7_CANLF, tr|A0A8P0SDJ8|A0A8P0SDJ8_CANLF
OG0002728	sp|Q7TPV2|DZIP3_MOUSE	tr|A0A8I3PXR7|A0A8I3PXR7_CANLF, tr|A0A8P0SF91|A0A8P0SF91_CANLF
OG0002729	sp|Q3URS3|LRCL1_MOUSE	tr|A0A8I3Q1S3|A0A8I3Q1S3_CANLF, tr|A0A8P0NLY5|A0A8P0NLY5_CANLF
OG0002730	sp|Q60750|EPHA1_MOUSE	tr|A0A8P0N6F4|A0A8P0N6F4_CANLF, tr|A0A8I3NR10|A0A8I3NR10_CANLF
OG0002731	sp|Q9DBU6|RSRC1_MOUSE	tr|A0A8I3PM81|A0A8I3PM81_CANLF, tr|A0A8P0NBD1|A0A8P0NBD1_CANLF
OG0002732	sp|Q9CT10|RANB3_MOUSE	tr|A0A8I3NBH0|A0A8I3NBH0_CANLF, tr|A0A8P0NJV2|A0A8P0NJV2_CANLF
OG0002733	sp|P58659|EVA1C_MOUSE	tr|A0A8I3PN91|A0A8I3PN91_CANLF, tr|A0A8P0P6Q3|A0A8P0P6Q3_CANLF
OG0002734	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A8P0PDM3|A0A8P0PDM3_CANLF, tr|A0A8I3N666|A0A8I3N666_CANLF
OG0002735	sp|Q3TTI8|TEX52_MOUSE	tr|A0A8I3PPP3|A0A8I3PPP3_CANLF, tr|A0A8P0SQN4|A0A8P0SQN4_CANLF
OG0002736	sp|O55091|IMPCT_MOUSE	tr|A0A8I3NPE0|A0A8I3NPE0_CANLF, tr|A0A8P0T6D3|A0A8P0T6D3_CANLF
OG0002737	sp|Q8VDG3|PARN_MOUSE	tr|A0A8I3NFV5|A0A8I3NFV5_CANLF, tr|A0A8P0TGE8|A0A8P0TGE8_CANLF
OG0002738	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A8P0TVB4|A0A8P0TVB4_CANLF, tr|A0A8I3P6B8|A0A8I3P6B8_CANLF
OG0002739	sp|P07321|EPO_MOUSE	sp|P33707|EPO_CANLF, tr|K4Q170|K4Q170_CANLF
OG0002740	sp|Q9QXK8|NMU_MOUSE	tr|A0A8I3RZH5|A0A8I3RZH5_CANLF, sp|P34962|NMU_CANLF
OG0002741	sp|P18893|IL10_MOUSE	tr|A0A8I3MNZ8|A0A8I3MNZ8_CANLF, sp|P48411|IL10_CANLF
OG0002742	sp|A0A0B4J1F4|ARRD4_MOUSE	tr|A0A8I3MEL9|A0A8I3MEL9_CANLF, tr|A0A8P0ND55|A0A8P0ND55_CANLF
OG0002743	sp|P40201|CHD1_MOUSE	tr|A0A8P0NA87|A0A8P0NA87_CANLF, tr|A0A8I3MKL6|A0A8I3MKL6_CANLF
OG0002744	sp|P61982|1433G_MOUSE, sp|P68510|1433F_MOUSE	tr|A0A8I3MT06|A0A8I3MT06_CANLF
OG0002745	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A8I3MY11|A0A8I3MY11_CANLF, tr|A0A8P0P7P5|A0A8P0P7P5_CANLF
OG0002746	tr|Q8VGX3|Q8VGX3_MOUSE	tr|A0A8P0N8V9|A0A8P0N8V9_CANLF, tr|A0A8I3N6C5|A0A8I3N6C5_CANLF
OG0002747	sp|Q9JJ78|TOPK_MOUSE	tr|A0A8I3MQV0|A0A8I3MQV0_CANLF, tr|A0A8I3NDE7|A0A8I3NDE7_CANLF
OG0002748	sp|Q3UW68|CAN13_MOUSE	tr|A0A8I3NLH7|A0A8I3NLH7_CANLF, tr|A0A8P0N833|A0A8P0N833_CANLF
OG0002749	tr|A2APZ1|A2APZ1_MOUSE	tr|A0A8I3PP25|A0A8I3PP25_CANLF, tr|A0A8P0NRF5|A0A8P0NRF5_CANLF
OG0002750	sp|Q923S6|NEUL1_MOUSE	tr|A0A8I3PYH8|A0A8I3PYH8_CANLF, tr|A0A8P0SF94|A0A8P0SF94_CANLF
OG0002751	sp|Q30KN3|DFB33_MOUSE	tr|A0A8I3S2K6|A0A8I3S2K6_CANLF, tr|Q30KR8|Q30KR8_CANLF
OG0002752	sp|Q9DA97|SEP14_MOUSE	tr|A0A8P0NP22|A0A8P0NP22_CANLF, tr|A0A8I3S6I6|A0A8I3S6I6_CANLF
OG0002753	tr|J3QK46|J3QK46_MOUSE	tr|A0A8I3MN92|A0A8I3MN92_CANLF, tr|A0A8P0PQ11|A0A8P0PQ11_CANLF
OG0002754	sp|Q5F226|FAT2_MOUSE	tr|A0A8I3MSP3|A0A8I3MSP3_CANLF, tr|A0A8P0SLW4|A0A8P0SLW4_CANLF
OG0002755	sp|Q6P4T0|ATG2A_MOUSE	tr|A0A8P0SVU0|A0A8P0SVU0_CANLF, tr|A0A8I3Q3W0|A0A8I3Q3W0_CANLF
OG0002756	sp|Q80YN3|BCAS1_MOUSE	tr|A0A8I3QQE6|A0A8I3QQE6_CANLF, tr|A0A8P0T4Q4|A0A8P0T4Q4_CANLF
OG0002757	sp|P70451|FER_MOUSE	sp|Q9TTY2|FER_CANLF, tr|A0A8I3MAK5|A0A8I3MAK5_CANLF
OG0002758	sp|Q9DB96|NGDN_MOUSE	tr|A0A8I3MRS1|A0A8I3MRS1_CANLF, tr|A0A8P0NDM1|A0A8P0NDM1_CANLF
OG0002759	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A8I3MVW1|A0A8I3MVW1_CANLF, tr|A0A8P0NHH6|A0A8P0NHH6_CANLF
OG0002760	sp|P14901|HMOX1_MOUSE	tr|A0A8I3N2D2|A0A8I3N2D2_CANLF, tr|A0A8P0N4U0|A0A8P0N4U0_CANLF
OG0002761	sp|Q8BQ47|CNPY4_MOUSE, sp|Q9DAU1|CNPY3_MOUSE	tr|A0A8I3N2H5|A0A8I3N2H5_CANLF
OG0002762	sp|Q8BH07|AR6P6_MOUSE	tr|A0A8I3NH78|A0A8I3NH78_CANLF, tr|A0A8P0TMT5|A0A8P0TMT5_CANLF
OG0002763	sp|G3UZ78|ADGB_MOUSE	tr|A0A8I3NS24|A0A8I3NS24_CANLF, tr|A0A8P0N3M0|A0A8P0N3M0_CANLF
OG0002764	sp|P22227|ZFP42_MOUSE	tr|A0A8P0SQJ3|A0A8P0SQJ3_CANLF, tr|A0A8I3P1G1|A0A8I3P1G1_CANLF
OG0002765	tr|Q3V3W4|Q3V3W4_MOUSE	tr|A0A8P0N3Q0|A0A8P0N3Q0_CANLF, tr|A0A8I3PG35|A0A8I3PG35_CANLF
OG0002766	sp|P30051|TEAD1_MOUSE, sp|Q62296|TEAD4_MOUSE	tr|A0A8I3PH43|A0A8I3PH43_CANLF
OG0002768	tr|A0A2I3BQH9|A0A2I3BQH9_MOUSE, tr|A0A2I3BQ22|A0A2I3BQ22_MOUSE	tr|A0A8I3RZC8|A0A8I3RZC8_CANLF
OG0002769	sp|Q64385|I11RA_MOUSE, sp|P70225|I11RB_MOUSE	tr|A0A8I3S524|A0A8I3S524_CANLF
OG0002770	sp|Q3TIT8|SPX3_MOUSE	tr|A0A8I3Q071|A0A8I3Q071_CANLF, tr|A0A8I3SCX5|A0A8I3SCX5_CANLF
OG0002771	sp|Q6PR54|RIF1_MOUSE	tr|A0A8P0N8A3|A0A8P0N8A3_CANLF, tr|A0A8I3N996|A0A8I3N996_CANLF
OG0002772	sp|Q497V5|SRBD1_MOUSE	tr|A0A8I3PVZ8|A0A8I3PVZ8_CANLF, tr|A0A8P0NT39|A0A8P0NT39_CANLF
OG0002773	sp|Q9D7P7|CLIC3_MOUSE	tr|A0A8P0NTL7|A0A8P0NTL7_CANLF, tr|A0A8I3Q787|A0A8I3Q787_CANLF
OG0002774	sp|Q6PAJ1|BCR_MOUSE	tr|A0A8P0NWC3|A0A8P0NWC3_CANLF, tr|A0A8I3PH86|A0A8I3PH86_CANLF
OG0002776	sp|Q925N1|SFXN4_MOUSE	tr|A0A8P0SGS6|A0A8P0SGS6_CANLF, tr|A0A8I3NN62|A0A8I3NN62_CANLF
OG0002777	sp|Q8CFW7|C2D2A_MOUSE	tr|A0A8I3RQ22|A0A8I3RQ22_CANLF, tr|A0A8P0SK08|A0A8P0SK08_CANLF
OG0002778	sp|Q6PAC4|PCARE_MOUSE	tr|A0A8I3NIP9|A0A8I3NIP9_CANLF, tr|A0A8P0T2C6|A0A8P0T2C6_CANLF
OG0002779	sp|Q99PL5|RRBP1_MOUSE	sp|Q28298|RRBP1_CANLF, tr|A0A8P0PFI3|A0A8P0PFI3_CANLF
OG0002780	sp|Q6IR42|ZCPW1_MOUSE	tr|A0A8I3MK26|A0A8I3MK26_CANLF, tr|A0A8P0SJ38|A0A8P0SJ38_CANLF
OG0002781	tr|Q8VGB3|Q8VGB3_MOUSE	tr|A0A8I3NAC4|A0A8I3NAC4_CANLF, tr|A0A8P0SG43|A0A8P0SG43_CANLF
OG0002782	sp|Q00519|XDH_MOUSE	tr|A0A8P0NN99|A0A8P0NN99_CANLF, tr|A0A8I3NBF8|A0A8I3NBF8_CANLF
OG0002783	tr|Q8VH13|Q8VH13_MOUSE, tr|Q8VH12|Q8VH12_MOUSE	tr|A0A8I3NMS0|A0A8I3NMS0_CANLF
OG0002784	sp|P23116|EIF3A_MOUSE	tr|A0A8I3NXD1|A0A8I3NXD1_CANLF, tr|A0A8P0SGW8|A0A8P0SGW8_CANLF
OG0002785	sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A8P0S772|A0A8P0S772_CANLF, tr|A0A8I3P8V3|A0A8I3P8V3_CANLF
OG0002786	tr|A2A8R0|A2A8R0_MOUSE	tr|A0A8P0S9C0|A0A8P0S9C0_CANLF, tr|A0A8I3PDF5|A0A8I3PDF5_CANLF
OG0002787	sp|D3YXK1|SAMD1_MOUSE	tr|A0A8I3PXF9|A0A8I3PXF9_CANLF, tr|A0A8P0NI42|A0A8P0NI42_CANLF
OG0002788	sp|Q8VEM8|MPCP_MOUSE	tr|A0A8I3MSY7|A0A8I3MSY7_CANLF, tr|A0A8I3Q073|A0A8I3Q073_CANLF
OG0002789	sp|Q62388|ATM_MOUSE	tr|A0A8P0SR22|A0A8P0SR22_CANLF, tr|A0A8I3RRE6|A0A8I3RRE6_CANLF
OG0002790	sp|Q6DFV3|RHG21_MOUSE	tr|A0A8P0TD67|A0A8P0TD67_CANLF, tr|A0A8I3RSS4|A0A8I3RSS4_CANLF
OG0002791	sp|Q69Z36|MEX3B_MOUSE	tr|A0A8I3RTQ5|A0A8I3RTQ5_CANLF, tr|A0A8P0NFF8|A0A8P0NFF8_CANLF
OG0002792	sp|Q8CCX5|KT222_MOUSE	tr|A0A8I3RTZ8|A0A8I3RTZ8_CANLF, tr|A0A8P0SR35|A0A8P0SR35_CANLF
OG0002793	tr|A2ALD2|A2ALD2_MOUSE, tr|Q7TR94|Q7TR94_MOUSE	tr|A0A8I3S5P6|A0A8I3S5P6_CANLF
OG0002794	sp|Q60793|KLF4_MOUSE	tr|A0A8I3N9X4|A0A8I3N9X4_CANLF, tr|A0A8P0PMB6|A0A8P0PMB6_CANLF
OG0002795	sp|P22091|TAL1_MOUSE	tr|A0A8I3NR93|A0A8I3NR93_CANLF, tr|A0A8P0S9Q3|A0A8P0S9Q3_CANLF
OG0002796	sp|Q8VID5|RECQ5_MOUSE	tr|A0A8P0SAE7|A0A8P0SAE7_CANLF, tr|A0A8I3PIY6|A0A8I3PIY6_CANLF
OG0002797	sp|O35111|KCNK3_MOUSE	tr|A0A8P0SF76|A0A8P0SF76_CANLF, tr|A0A8I3S6X0|A0A8I3S6X0_CANLF
OG0002798	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A8I3Q9Z7|A0A8I3Q9Z7_CANLF, tr|A0A8P0SFI0|A0A8P0SFI0_CANLF
OG0002799	sp|Q91W10|S39A8_MOUSE	tr|A0A8I3S9E3|A0A8I3S9E3_CANLF, tr|A0A8P0SFM6|A0A8P0SFM6_CANLF
OG0002800	sp|O09159|MA2B1_MOUSE	tr|A0A8P0T1A3|A0A8P0T1A3_CANLF, tr|A0A8I3P3N3|A0A8I3P3N3_CANLF
OG0002801	sp|Q6GQT0|CC14A_MOUSE	tr|A0A8P0T5X5|A0A8P0T5X5_CANLF, tr|A0A8I3NCU0|A0A8I3NCU0_CANLF
OG0002802	sp|B2RPV6|MMRN1_MOUSE	tr|A0A8I3NZJ6|A0A8I3NZJ6_CANLF, tr|A0A8P0TMR8|A0A8P0TMR8_CANLF
OG0002804	sp|Q99ME7|TBX19_MOUSE	sp|Q5XNS0|TBX19_CANLF, tr|A0A8I3MFY8|A0A8I3MFY8_CANLF
