Orthogroup	Mus_musculus	Otolemur_garnettii
OG0001271	sp|O88445|AURKC_MOUSE	tr|H0WHN2|H0WHN2_OTOGA
OG0001272	sp|Q6SJ95|TBPL2_MOUSE	tr|H0XL70|H0XL70_OTOGA
OG0001272	sp|P29037|TBP_MOUSE	tr|H0XA97|H0XA97_OTOGA
OG0001273	tr|Q673W2|Q673W2_MOUSE, sp|P83555|KI3L1_MOUSE	tr|H0WMP3|H0WMP3_OTOGA, tr|H0XJ07|H0XJ07_OTOGA
OG0001274	sp|Q8BH04|PCKGM_MOUSE	tr|H0XA90|H0XA90_OTOGA
OG0001274	sp|Q9Z2V4|PCKGC_MOUSE	tr|H0XBP4|H0XBP4_OTOGA
OG0001275	sp|Q8VEA4|MIA40_MOUSE	tr|H0XM41|H0XM41_OTOGA, tr|H0WLH0|H0WLH0_OTOGA, tr|H0XR75|H0XR75_OTOGA
OG0001276	sp|Q8R4I1|ATX7_MOUSE	tr|H0XHW6|H0XHW6_OTOGA
OG0001276	sp|Q9CZ05|AT7L1_MOUSE	tr|H0WGG3|H0WGG3_OTOGA
OG0001277	sp|Q9D0K2|SCOT1_MOUSE, sp|Q9JJN4|SCO2A_MOUSE, sp|Q9ESL0|SCO2B_MOUSE	tr|H0X1J1|H0X1J1_OTOGA
OG0001278	tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B621|A0A075B621_MOUSE	tr|H0XHL3|H0XHL3_OTOGA
OG0001279	sp|O88532|ZFR_MOUSE	tr|H0XCL6|H0XCL6_OTOGA
OG0001279	tr|E9Q5M4|E9Q5M4_MOUSE	tr|H0XGY7|H0XGY7_OTOGA
OG0001280	sp|P62192|PRS4_MOUSE	tr|H0XVZ4|H0XVZ4_OTOGA, tr|H0XRI3|H0XRI3_OTOGA, tr|H0WUK3|H0WUK3_OTOGA
OG0001281	sp|Q6NZQ8|MARH1_MOUSE	tr|H0Y0J2|H0Y0J2_OTOGA
OG0001281	sp|Q9DBD2|MARH8_MOUSE	tr|H0WL21|H0WL21_OTOGA
OG0001283	sp|Q8CFW1|ANO2_MOUSE	tr|H0WT64|H0WT64_OTOGA
OG0001283	sp|Q8BHY3|ANO1_MOUSE	tr|H0XF50|H0XF50_OTOGA
OG0001284	sp|Q9DAK3|RHBT1_MOUSE	tr|H0WGV5|H0WGV5_OTOGA
OG0001284	sp|Q91V93|RHBT2_MOUSE	tr|H0XBY1|H0XBY1_OTOGA
OG0001285	sp|P70419|GALT3_MOUSE	tr|H0X105|H0X105_OTOGA
OG0001285	sp|Q8C7U7|GALT6_MOUSE	tr|H0WXH7|H0WXH7_OTOGA
OG0001286	sp|Q9WVP9|MX2_MOUSE	tr|H0X0Q9|H0X0Q9_OTOGA
OG0001286	sp|Q3UD61|MX1_MOUSE	tr|H0WV21|H0WV21_OTOGA
OG0001287	sp|Q8BGF9|S2544_MOUSE	tr|H0XZC5|H0XZC5_OTOGA, tr|H0Y151|H0Y151_OTOGA, tr|H0Y144|H0Y144_OTOGA
OG0001288	tr|Q8BML3|Q8BML3_MOUSE	tr|H0XVF1|H0XVF1_OTOGA
OG0001288	sp|Q9D8C3|ALG13_MOUSE	tr|H0WWK8|H0WWK8_OTOGA
OG0001289	sp|P98195|ATP9B_MOUSE	tr|H0WXU6|H0WXU6_OTOGA
OG0001289	sp|O70228|ATP9A_MOUSE	tr|H0X9U3|H0X9U3_OTOGA
OG0001290	sp|Q04573|NPY1R_MOUSE, sp|Q61212|NPY6R_MOUSE, sp|Q8BZL4|GPR22_MOUSE	tr|H0WPU9|H0WPU9_OTOGA
OG0001291	sp|Q9JLC4|SORC1_MOUSE	tr|H0WVY3|H0WVY3_OTOGA
OG0001291	sp|Q8VI51|SORC3_MOUSE	tr|H0XFY0|H0XFY0_OTOGA
OG0001292	sp|O88904|HIPK1_MOUSE	tr|H0XA39|H0XA39_OTOGA
OG0001292	sp|Q9QZR5|HIPK2_MOUSE	tr|H0XNK6|H0XNK6_OTOGA
OG0001293	sp|P62484|ABI2_MOUSE	tr|H0X552|H0X552_OTOGA
OG0001293	sp|Q8CBW3|ABI1_MOUSE	tr|H0XA59|H0XA59_OTOGA
OG0001294	sp|Q5SWU9|ACACA_MOUSE	tr|H0X9V4|H0X9V4_OTOGA
OG0001294	sp|E9Q4Z2|ACACB_MOUSE	tr|H0WWB9|H0WWB9_OTOGA
OG0001295	sp|Q6AXF6|SIDT1_MOUSE	tr|H0X497|H0X497_OTOGA
OG0001295	sp|Q8CIF6|SIDT2_MOUSE	tr|H0WU79|H0WU79_OTOGA
OG0001296	sp|O09131|GSTO1_MOUSE	tr|H0XEI7|H0XEI7_OTOGA
OG0001296	sp|Q8K2Q2|GSTO2_MOUSE	tr|H0XFC9|H0XFC9_OTOGA
OG0001297	sp|Q8R5C5|ACTY_MOUSE	tr|H0WTX1|H0WTX1_OTOGA
OG0001297	sp|P61164|ACTZ_MOUSE	tr|H0WQS1|H0WQS1_OTOGA
OG0001298	sp|Q9CY97|SSU72_MOUSE	tr|H0XME7|H0XME7_OTOGA, tr|H0WPH8|H0WPH8_OTOGA, tr|H0XP40|H0XP40_OTOGA
OG0001299	sp|A2AJK6|CHD7_MOUSE	tr|H0XA30|H0XA30_OTOGA
OG0001299	sp|Q8BYH8|CHD9_MOUSE	tr|H0WK24|H0WK24_OTOGA
OG0001300	sp|P06684|CO5_MOUSE	tr|H0XZG5|H0XZG5_OTOGA
OG0001300	tr|A2AS37|A2AS37_MOUSE	tr|H0XY28|H0XY28_OTOGA
OG0001301	sp|Q6ZPE2|MTMR5_MOUSE	tr|H0XFB8|H0XFB8_OTOGA
OG0001301	sp|E9PXF8|MTMRD_MOUSE	tr|H0X3K5|H0X3K5_OTOGA
OG0001302	sp|Q8VHP8|RB40B_MOUSE	tr|H0WY51|H0WY51_OTOGA
OG0001302	sp|Q8VHQ4|RB40C_MOUSE	tr|H0WN84|H0WN84_OTOGA
OG0001303	sp|Q8BWW9|PKN2_MOUSE	tr|H0WSR8|H0WSR8_OTOGA
OG0001303	sp|P70268|PKN1_MOUSE	tr|H0X2C9|H0X2C9_OTOGA
OG0001304	sp|Q8BG09|T184B_MOUSE	tr|H0WHC9|H0WHC9_OTOGA
OG0001304	sp|Q3UFJ6|T184A_MOUSE	tr|H0XXC0|H0XXC0_OTOGA
OG0001305	tr|Q9D1F0|Q9D1F0_MOUSE	tr|H0XWP7|H0XWP7_OTOGA, tr|H0Y153|H0Y153_OTOGA, tr|H0XJP5|H0XJP5_OTOGA
OG0001306	sp|Q8BYK4|RDH12_MOUSE	tr|H0X3M2|H0X3M2_OTOGA
OG0001306	sp|Q9QYF1|RDH11_MOUSE	tr|H0X3M1|H0X3M1_OTOGA
OG0001307	sp|P08228|SODC_MOUSE	tr|H0XBM9|H0XBM9_OTOGA, tr|H0Y057|H0Y057_OTOGA, tr|H0XSL0|H0XSL0_OTOGA
OG0001308	sp|P35374|AGTR2_MOUSE, sp|P29755|AGTRB_MOUSE, sp|P29754|AGTRA_MOUSE	tr|H0WYY2|H0WYY2_OTOGA
OG0001309	sp|P43024|CX6A1_MOUSE	tr|H0XWG5|H0XWG5_OTOGA, tr|H0XJ54|H0XJ54_OTOGA, tr|H0XJU3|H0XJU3_OTOGA
OG0001310	sp|P18052|PTPRA_MOUSE	tr|H0XNP3|H0XNP3_OTOGA
OG0001310	sp|P49446|PTPRE_MOUSE	tr|H0X7L2|H0X7L2_OTOGA
OG0001311	sp|Q8VGD6|OLF56_MOUSE, tr|Q8VET2|Q8VET2_MOUSE, tr|Q7TQS8|Q7TQS8_MOUSE	tr|H0XNF2|H0XNF2_OTOGA
OG0001312	sp|Q2M2N2|SPOPL_MOUSE	tr|H0XCR4|H0XCR4_OTOGA
OG0001312	sp|Q6ZWS8|SPOP_MOUSE	tr|H0X7R0|H0X7R0_OTOGA
OG0001314	tr|A0A288CFY5|A0A288CFY5_MOUSE, tr|A0A286YE47|A0A286YE47_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE	tr|H0X5K1|H0X5K1_OTOGA
OG0001315	sp|E9PZM4|CHD2_MOUSE	tr|H0X2M4|H0X2M4_OTOGA
OG0001315	sp|P40201|CHD1_MOUSE	tr|H0XEK2|H0XEK2_OTOGA
OG0001316	tr|Q8BIS1|Q8BIS1_MOUSE	tr|H0XI51|H0XI51_OTOGA
OG0001316	sp|Q62396|ZFP92_MOUSE	tr|H0XNR9|H0XNR9_OTOGA
OG0001317	sp|Q99KX1|MLF2_MOUSE	tr|H0XLG6|H0XLG6_OTOGA, tr|H0WWA2|H0WWA2_OTOGA, tr|H0WT84|H0WT84_OTOGA
OG0001318	tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE	tr|H0Y0Q3|H0Y0Q3_OTOGA
OG0001319	sp|A0A1W2P872|NOVA2_MOUSE	tr|H0XRZ7|H0XRZ7_OTOGA
OG0001319	sp|Q9JKN6|NOVA1_MOUSE	tr|H0XHR0|H0XHR0_OTOGA
OG0001320	sp|Q4VBE4|EGFLA_MOUSE	tr|H0XSD7|H0XSD7_OTOGA, tr|H0WTM1|H0WTM1_OTOGA, tr|H0WJZ0|H0WJZ0_OTOGA
OG0001321	sp|Q80U63|MFN2_MOUSE	tr|H0WRW1|H0WRW1_OTOGA
OG0001321	sp|Q811U4|MFN1_MOUSE	tr|H0WHE1|H0WHE1_OTOGA
OG0001322	sp|Q9D032|SSBP3_MOUSE	tr|H0XFP5|H0XFP5_OTOGA
OG0001322	sp|Q9CYZ8|SSBP2_MOUSE	tr|H0WKZ5|H0WKZ5_OTOGA
OG0001323	sp|P59113|FERM1_MOUSE	tr|H0X839|H0X839_OTOGA
OG0001323	sp|Q8CIB5|FERM2_MOUSE	tr|H0X1R4|H0X1R4_OTOGA
OG0001324	sp|Q5XK03|SERC4_MOUSE, sp|Q8BHJ6|SERC5_MOUSE	tr|H0XCQ8|H0XCQ8_OTOGA, tr|H0XV69|H0XV69_OTOGA
OG0001325	sp|Q9JKL1|PKR1_MOUSE	tr|H0X6B9|H0X6B9_OTOGA
OG0001325	sp|Q8K458|PKR2_MOUSE	tr|H0WXH5|H0WXH5_OTOGA
OG0001326	sp|O88487|DC1I2_MOUSE	tr|H0WGA6|H0WGA6_OTOGA
OG0001326	sp|O88485|DC1I1_MOUSE	tr|H0WQD4|H0WQD4_OTOGA
OG0001327	sp|Q14BI2|GRM2_MOUSE	tr|H0X6Y0|H0X6Y0_OTOGA
OG0001327	sp|Q9QYS2|GRM3_MOUSE	tr|H0WU81|H0WU81_OTOGA
OG0001328	sp|G3X9K3|BIG1_MOUSE	tr|H0WTT2|H0WTT2_OTOGA
OG0001328	sp|A2A5R2|BIG2_MOUSE	tr|H0WK32|H0WK32_OTOGA
OG0001329	sp|Q2MKA5|ACHA5_MOUSE	tr|H0XS79|H0XS79_OTOGA
OG0001329	sp|Q8BMN3|ACHB3_MOUSE	tr|H0XNJ4|H0XNJ4_OTOGA
OG0001330	sp|Q8QZY1|EIF3L_MOUSE	tr|H0Y1E0|H0Y1E0_OTOGA, tr|H0Y2C6|H0Y2C6_OTOGA, tr|H0XTY3|H0XTY3_OTOGA
OG0001331	sp|Q9D291|DESI2_MOUSE	tr|H0XX31|H0XX31_OTOGA, tr|H0XU22|H0XU22_OTOGA, tr|H0XWE9|H0XWE9_OTOGA
OG0001332	sp|P97784|CRY1_MOUSE	tr|H0WI48|H0WI48_OTOGA
OG0001332	sp|Q9R194|CRY2_MOUSE	tr|H0X769|H0X769_OTOGA
OG0001333	sp|Q9Z2W1|STK25_MOUSE	tr|H0WYQ0|H0WYQ0_OTOGA
OG0001333	sp|Q99KH8|STK24_MOUSE	tr|H0WWL9|H0WWL9_OTOGA
OG0001334	sp|Q8VDG6|M3K21_MOUSE	tr|H0X204|H0X204_OTOGA
OG0001334	sp|Q3U1V8|M3K9_MOUSE	tr|H0X470|H0X470_OTOGA
OG0001335	sp|Q5SRY7|FBW1B_MOUSE	tr|H0X5X3|H0X5X3_OTOGA
OG0001335	sp|Q3ULA2|FBW1A_MOUSE	tr|H0XBL3|H0XBL3_OTOGA
OG0001336	tr|E9Q861|E9Q861_MOUSE, tr|Q80XU5|Q80XU5_MOUSE	tr|H0Y044|H0Y044_OTOGA, tr|H0XLL3|H0XLL3_OTOGA
OG0001337	sp|Q8VCD7|KDM4C_MOUSE	tr|H0X094|H0X094_OTOGA
OG0001337	sp|Q91VY5|KDM4B_MOUSE	tr|H0WN74|H0WN74_OTOGA
OG0001338	sp|Q9CXW3|CYBP_MOUSE	tr|H0WRX7|H0WRX7_OTOGA, tr|H0XY33|H0XY33_OTOGA, tr|H0XMX3|H0XMX3_OTOGA
OG0001339	sp|Q6ZPF4|FMNL3_MOUSE	tr|H0WRE4|H0WRE4_OTOGA
OG0001339	sp|A2APV2|FMNL2_MOUSE	tr|H0XB09|H0XB09_OTOGA
OG0001340	sp|O08538|ANGP1_MOUSE	tr|H0XG11|H0XG11_OTOGA
OG0001340	sp|Q9WVH6|ANGP4_MOUSE	tr|H0X7Z3|H0X7Z3_OTOGA
OG0001341	sp|P47945|MT4_MOUSE	tr|H0WYS7|H0WYS7_OTOGA, tr|H0XSE8|H0XSE8_OTOGA, tr|H0WQQ3|H0WQQ3_OTOGA
OG0001343	sp|Q8BRB7|KAT6B_MOUSE	tr|H0XD84|H0XD84_OTOGA
OG0001343	sp|Q8BZ21|KAT6A_MOUSE	tr|H0WI07|H0WI07_OTOGA
OG0001344	sp|Q9D6K9|CERS5_MOUSE	tr|H0WQE6|H0WQE6_OTOGA
OG0001344	sp|Q8C172|CERS6_MOUSE	tr|H0WXA1|H0WXA1_OTOGA
OG0001345	sp|O70583|TRI18_MOUSE	tr|H0XC94|H0XC94_OTOGA
OG0001345	sp|Q9QUS6|TRIM1_MOUSE	tr|H0X3M3|H0X3M3_OTOGA
OG0001346	sp|Q00420|GABP1_MOUSE	tr|H0WQC3|H0WQC3_OTOGA
OG0001346	sp|P81069|GABP2_MOUSE	tr|H0X2I1|H0X2I1_OTOGA
OG0001347	sp|Q2NL51|GSK3A_MOUSE	tr|H0WYM7|H0WYM7_OTOGA
OG0001347	sp|Q9WV60|GSK3B_MOUSE	tr|H0WTC1|H0WTC1_OTOGA
OG0001348	sp|P84444|CC21A_MOUSE, sp|P86793|CC21C_MOUSE, sp|P86792|CC21B_MOUSE	tr|H0WW70|H0WW70_OTOGA
OG0001349	tr|Q7TRW7|Q7TRW7_MOUSE	tr|H0X664|H0X664_OTOGA, tr|H0XVW8|H0XVW8_OTOGA, tr|H0XX24|H0XX24_OTOGA
OG0001350	sp|Q8C8C1|RTP1_MOUSE	tr|H0XEI1|H0XEI1_OTOGA
OG0001350	sp|Q80ZI2|RTP2_MOUSE	tr|H0XSS6|H0XSS6_OTOGA
OG0001351	sp|O70311|NMT2_MOUSE	tr|H0WXL8|H0WXL8_OTOGA
OG0001351	sp|O70310|NMT1_MOUSE	tr|H0X823|H0X823_OTOGA
OG0001352	sp|P84099|RL19_MOUSE	tr|H0XMI0|H0XMI0_OTOGA, tr|H0XWE0|H0XWE0_OTOGA, tr|H0XWC9|H0XWC9_OTOGA
OG0001353	sp|Q6P5C5|SMUG1_MOUSE	tr|H0WN54|H0WN54_OTOGA, tr|H0XW52|H0XW52_OTOGA, tr|H0XNM1|H0XNM1_OTOGA
OG0001354	sp|Q8VC57|KCTD5_MOUSE	tr|H0XPU8|H0XPU8_OTOGA, tr|H0Y1P8|H0Y1P8_OTOGA, tr|H0WNG7|H0WNG7_OTOGA
OG0001355	sp|Q9JJN2|ZFHX4_MOUSE	tr|H0WGI5|H0WGI5_OTOGA
OG0001355	sp|Q61329|ZFHX3_MOUSE	tr|H0X3M8|H0X3M8_OTOGA
OG0001356	sp|Q9Z0G0|GIPC1_MOUSE	tr|H0XAB6|H0XAB6_OTOGA
OG0001356	sp|Q9Z2H7|GIPC2_MOUSE	tr|H0WVX4|H0WVX4_OTOGA
OG0001357	sp|Q8VH51|RBM39_MOUSE	tr|H0XII0|H0XII0_OTOGA, tr|H0XBY4|H0XBY4_OTOGA, tr|H0X4D5|H0X4D5_OTOGA
OG0001358	sp|Q3UYK3|TBCD9_MOUSE	tr|H0WUZ0|H0WUZ0_OTOGA
OG0001358	sp|Q5SVR0|TBC9B_MOUSE	tr|H0X1A5|H0X1A5_OTOGA
OG0001359	sp|P97367|MEIS2_MOUSE	tr|H0WTK4|H0WTK4_OTOGA
OG0001359	sp|Q60954|MEIS1_MOUSE	tr|H0XD63|H0XD63_OTOGA
OG0001360	sp|Q91YK2|RRP1B_MOUSE	tr|H0X1G0|H0X1G0_OTOGA
OG0001360	sp|P56183|RRP1_MOUSE	tr|H0WTH2|H0WTH2_OTOGA
OG0001361	sp|Q80TE3|MARH4_MOUSE	tr|H0XZT8|H0XZT8_OTOGA
OG0001361	sp|Q3TZ87|MARH9_MOUSE	tr|H0XM33|H0XM33_OTOGA
OG0001362	sp|Q9CWT2|BEX4_MOUSE, sp|Q3TZW7|BEX6_MOUSE	tr|H0XKZ3|H0XKZ3_OTOGA, tr|H0X1P2|H0X1P2_OTOGA
OG0001363	sp|Q9QZ29|IGB1B_MOUSE, sp|Q61249|IGBP1_MOUSE	tr|H0XSP8|H0XSP8_OTOGA, tr|H0XSP3|H0XSP3_OTOGA
OG0001364	sp|Q8R1Q8|DC1L1_MOUSE	tr|H0XET3|H0XET3_OTOGA
OG0001364	sp|Q6PDL0|DC1L2_MOUSE	tr|H0X8P7|H0X8P7_OTOGA
OG0001365	sp|Q8BJW7|EME1_MOUSE	tr|H0WRY9|H0WRY9_OTOGA, tr|H0XLQ7|H0XLQ7_OTOGA, tr|H0XK62|H0XK62_OTOGA
OG0001366	sp|Q99MZ6|MYO7B_MOUSE	tr|H0Y0I6|H0Y0I6_OTOGA
OG0001366	sp|P97479|MYO7A_MOUSE	tr|H0XGB1|H0XGB1_OTOGA
OG0001367	sp|O88704|HCN1_MOUSE	tr|H0WZG0|H0WZG0_OTOGA
OG0001367	sp|O88703|HCN2_MOUSE	tr|H0WXB3|H0WXB3_OTOGA
OG0001368	sp|P0DPD9|EFCE2_MOUSE	tr|H0XCY1|H0XCY1_OTOGA
OG0001368	sp|Q4PZA2|ECE1_MOUSE	tr|H0XAF9|H0XAF9_OTOGA
OG0001369	sp|Q3TYU2|AT135_MOUSE	tr|H0WUM3|H0WUM3_OTOGA
OG0001369	sp|Q5XF90|AT134_MOUSE	tr|H0WUM6|H0WUM6_OTOGA
OG0001370	sp|O35643|AP1B1_MOUSE	tr|H0XWR2|H0XWR2_OTOGA
OG0001370	sp|Q9DBG3|AP2B1_MOUSE	tr|H0WSX6|H0WSX6_OTOGA
OG0001371	sp|A2A761|ZFP69_MOUSE	tr|H0WLK2|H0WLK2_OTOGA, tr|H0WZW9|H0WZW9_OTOGA, tr|H0X065|H0X065_OTOGA
OG0001372	sp|P51829|ADCY7_MOUSE	tr|H0X4H7|H0X4H7_OTOGA
OG0001372	sp|Q80TL1|ADCY2_MOUSE	tr|H0WHQ3|H0WHQ3_OTOGA
OG0001373	sp|Q497L9|S22AE_MOUSE	tr|H0XLT1|H0XLT1_OTOGA, tr|H0XZM2|H0XZM2_OTOGA, tr|H0WNP7|H0WNP7_OTOGA
OG0001374	sp|Q7TT45|RRAGD_MOUSE	tr|H0WUS9|H0WUS9_OTOGA
OG0001374	sp|Q99K70|RRAGC_MOUSE	tr|H0XBF4|H0XBF4_OTOGA
OG0001375	tr|G3X992|G3X992_MOUSE	tr|H0XX91|H0XX91_OTOGA
OG0001375	sp|Q9WVG9|MS3L1_MOUSE	tr|H0WR59|H0WR59_OTOGA
OG0001376	sp|Q3THK3|T2FA_MOUSE	tr|H0XTA7|H0XTA7_OTOGA, tr|H0XIL0|H0XIL0_OTOGA, tr|H0WXM6|H0WXM6_OTOGA
OG0001377	sp|Q9EPL8|IPO7_MOUSE	tr|H0X4Z3|H0X4Z3_OTOGA
OG0001377	sp|Q7TMY7|IPO8_MOUSE	tr|H0X1V7|H0X1V7_OTOGA
OG0001378	sp|P59529|T2R16_MOUSE, sp|Q7TQB9|TR143_MOUSE, sp|Q7TQB0|TR134_MOUSE	tr|H0XJK0|H0XJK0_OTOGA
OG0001379	sp|Q8BPC6|IDHG2_MOUSE	tr|H0XS14|H0XS14_OTOGA
OG0001379	sp|P70404|IDHG1_MOUSE	tr|H0WUT2|H0WUT2_OTOGA
OG0001380	sp|Q69ZI1|SH3R1_MOUSE	tr|H0WGD9|H0WGD9_OTOGA
OG0001380	sp|Q8C120|SH3R3_MOUSE	tr|H0XFD4|H0XFD4_OTOGA
OG0001381	sp|B2RWS6|EP300_MOUSE	tr|H0WGE2|H0WGE2_OTOGA
OG0001381	sp|P45481|CBP_MOUSE	tr|H0WKG8|H0WKG8_OTOGA
OG0001382	sp|P97855|G3BP1_MOUSE	tr|H0WJ82|H0WJ82_OTOGA, tr|H0XQJ7|H0XQJ7_OTOGA, tr|H0XK97|H0XK97_OTOGA
OG0001383	sp|Q3UI66|CCD34_MOUSE	tr|H0X8Z7|H0X8Z7_OTOGA, tr|H0XMA7|H0XMA7_OTOGA, tr|H0XLL2|H0XLL2_OTOGA
OG0001384	sp|Q6JPI3|MD13L_MOUSE	tr|H0XB24|H0XB24_OTOGA
OG0001384	sp|Q5SWW4|MED13_MOUSE	tr|H0WWE4|H0WWE4_OTOGA
OG0001385	tr|Q3UZY6|Q3UZY6_MOUSE	tr|H0WMG9|H0WMG9_OTOGA
OG0001385	tr|G3X8R7|G3X8R7_MOUSE	tr|H0XTN0|H0XTN0_OTOGA
OG0001386	sp|P35486|ODPA_MOUSE	tr|H0WKS9|H0WKS9_OTOGA
OG0001386	sp|P35487|ODPAT_MOUSE	tr|H0XUB0|H0XUB0_OTOGA
OG0001387	sp|P61979|HNRPK_MOUSE	tr|H0XKB9|H0XKB9_OTOGA, tr|H0XM82|H0XM82_OTOGA, tr|H0WWD7|H0WWD7_OTOGA
OG0001388	sp|Q9R092|H17B6_MOUSE	tr|H0WHV2|H0WHV2_OTOGA, tr|H0XIQ8|H0XIQ8_OTOGA, tr|H0X778|H0X778_OTOGA
OG0001389	sp|Q80YR5|SAFB2_MOUSE	tr|H0WV25|H0WV25_OTOGA
OG0001389	sp|D3YXK2|SAFB1_MOUSE	tr|H0XJA2|H0XJA2_OTOGA
OG0001390	sp|Q61702|ITIH1_MOUSE	tr|H0WP77|H0WP77_OTOGA
OG0001390	sp|Q61704|ITIH3_MOUSE	tr|H0WP82|H0WP82_OTOGA
OG0001391	sp|P32507|NECT2_MOUSE	tr|H0X7P2|H0X7P2_OTOGA
OG0001391	tr|Q8K094|Q8K094_MOUSE	tr|H0WV09|H0WV09_OTOGA
OG0001392	sp|B1AWN4|AT10B_MOUSE	tr|H0X845|H0X845_OTOGA
OG0001392	sp|Q8K2X1|AT10D_MOUSE	tr|H0XQE0|H0XQE0_OTOGA
OG0001393	tr|B2RXM5|B2RXM5_MOUSE	tr|H0WFZ6|H0WFZ6_OTOGA
OG0001393	sp|A8Y5H7|S14L1_MOUSE	tr|H0WKL8|H0WKL8_OTOGA
OG0001394	sp|Q9CXC3|MGME1_MOUSE	tr|H0XUY0|H0XUY0_OTOGA, tr|H0XND4|H0XND4_OTOGA, tr|H0XVT4|H0XVT4_OTOGA
OG0001395	sp|P67778|PHB1_MOUSE	tr|H0Y2I0|H0Y2I0_OTOGA, tr|H0XQP9|H0XQP9_OTOGA, tr|H0XIT7|H0XIT7_OTOGA
OG0001396	sp|P35846|FOLR1_MOUSE	tr|H0WGV9|H0WGV9_OTOGA
OG0001396	sp|Q05685|FOLR2_MOUSE	tr|H0XSY6|H0XSY6_OTOGA
OG0001397	tr|E9Q492|E9Q492_MOUSE	tr|H0XP10|H0XP10_OTOGA, tr|H0XRC8|H0XRC8_OTOGA, tr|H0XLL7|H0XLL7_OTOGA
OG0001398	sp|P70392|RGRF2_MOUSE	tr|H0WKY7|H0WKY7_OTOGA
OG0001398	sp|P27671|RGRF1_MOUSE	tr|H0X9K0|H0X9K0_OTOGA
OG0001399	tr|B2RUS7|B2RUS7_MOUSE	tr|H0WTH5|H0WTH5_OTOGA
OG0001399	sp|P70170|ABCC9_MOUSE	tr|H0XGJ1|H0XGJ1_OTOGA
OG0001400	sp|Q8K2H2|OTU6B_MOUSE	tr|H0X4I6|H0X4I6_OTOGA
OG0001400	sp|Q6IE21|OTU6A_MOUSE	tr|H0XT20|H0XT20_OTOGA
OG0001401	tr|Q8R3P8|Q8R3P8_MOUSE, tr|Q14B01|Q14B01_MOUSE	tr|H0XZF5|H0XZF5_OTOGA, tr|H0XPX4|H0XPX4_OTOGA
OG0001402	sp|Q922Q4|P5CR2_MOUSE	tr|H0XIQ9|H0XIQ9_OTOGA
OG0001402	sp|Q922W5|P5CR1_MOUSE	tr|H0XCS8|H0XCS8_OTOGA
OG0001403	sp|P38649|BGAT_MOUSE	tr|H0XUD6|H0XUD6_OTOGA, tr|H0XZ48|H0XZ48_OTOGA, tr|H0XN41|H0XN41_OTOGA
OG0001404	sp|P84078|ARF1_MOUSE	tr|H0X3U3|H0X3U3_OTOGA, tr|H0XPM2|H0XPM2_OTOGA, tr|H0WKV5|H0WKV5_OTOGA
OG0001405	sp|Q149F3|ERF3B_MOUSE	tr|H0WRP6|H0WRP6_OTOGA
OG0001405	sp|Q8R050|ERF3A_MOUSE	tr|H0WVK4|H0WVK4_OTOGA
OG0001406	sp|Q8R317|UBQL1_MOUSE	tr|H0X831|H0X831_OTOGA
OG0001406	sp|Q9QZM0|UBQL2_MOUSE	tr|H0XED1|H0XED1_OTOGA
OG0001407	sp|P58021|TM9S2_MOUSE	tr|H0WWC2|H0WWC2_OTOGA
OG0001407	tr|A2AFI6|A2AFI6_MOUSE	tr|H0XK40|H0XK40_OTOGA
OG0001408	sp|Q4VA55|PWP3B_MOUSE	tr|H0XRS2|H0XRS2_OTOGA
OG0001408	sp|Q6DID5|PWP3A_MOUSE	tr|H0WMQ5|H0WMQ5_OTOGA
OG0001409	sp|Q6PGN3|DCLK2_MOUSE	tr|H0WMC6|H0WMC6_OTOGA
OG0001409	sp|Q9JLM8|DCLK1_MOUSE	tr|H0WRS9|H0WRS9_OTOGA
OG0001410	sp|Q5EG47|AAPK1_MOUSE	tr|H0X5V2|H0X5V2_OTOGA
OG0001410	sp|Q8BRK8|AAPK2_MOUSE	tr|H0WLB8|H0WLB8_OTOGA
OG0001411	sp|Q8R4F0|MCLN3_MOUSE	tr|H0WWX0|H0WWX0_OTOGA
OG0001411	sp|Q8K595|MCLN2_MOUSE	tr|H0WWW9|H0WWW9_OTOGA
OG0001412	sp|P61620|S61A1_MOUSE	tr|H0XAG5|H0XAG5_OTOGA
OG0001412	sp|Q9JLR1|S61A2_MOUSE	tr|H0WSW4|H0WSW4_OTOGA
OG0001413	sp|Q6TAW2|SERP2_MOUSE	tr|H0X726|H0X726_OTOGA
OG0001413	sp|Q9Z1W5|SERP1_MOUSE	tr|H0XPI2|H0XPI2_OTOGA
OG0001414	sp|Q9WUU6|HNF4G_MOUSE	tr|H0X361|H0X361_OTOGA
OG0001414	sp|P49698|HNF4A_MOUSE	tr|H0XQQ8|H0XQQ8_OTOGA
OG0001415	sp|P58462|FOXP1_MOUSE	tr|H0WYC0|H0WYC0_OTOGA
OG0001415	sp|P58463|FOXP2_MOUSE	tr|H0WLJ9|H0WLJ9_OTOGA
OG0001416	tr|Q8VFL0|Q8VFL0_MOUSE	tr|H0XRE2|H0XRE2_OTOGA
OG0001416	sp|Q8VGR9|O1044_MOUSE	tr|H0X2D5|H0X2D5_OTOGA
