Orthogroup	Mus_musculus	Ailuropoda_melanoleuca
OG0002524	sp|Q62176|RBM38_MOUSE, sp|D3Z4I3|RBM24_MOUSE	tr|A0A7N5K476|A0A7N5K476_AILME
OG0002525	sp|Q6PHZ5|RB15B_MOUSE	tr|A0A7N5JG99|A0A7N5JG99_AILME, tr|A0A7N5KP66|A0A7N5KP66_AILME
OG0002526	tr|Q9CZ70|Q9CZ70_MOUSE, sp|Q8K2H1|PPHLN_MOUSE	tr|G1M5F3|G1M5F3_AILME
OG0002527	sp|Q8BGV0|SYNM_MOUSE, sp|Q8BP47|SYNC_MOUSE	tr|G1M8F7|G1M8F7_AILME
OG0002528	sp|Q8VE49|DOXA1_MOUSE	tr|A0A7N5JMC3|A0A7N5JMC3_AILME, tr|A0A7N5JFQ4|A0A7N5JFQ4_AILME
OG0002529	tr|A0A571BD42|A0A571BD42_MOUSE, sp|Q7M6U3|TEX14_MOUSE	tr|A0A7N5KBP3|A0A7N5KBP3_AILME
OG0002530	sp|Q64285|CEL_MOUSE	tr|A0A7N5P292|A0A7N5P292_AILME, tr|A0A7N5P1J8|A0A7N5P1J8_AILME
OG0002531	sp|Q3UE17|MEX3D_MOUSE, sp|Q69Z36|MEX3B_MOUSE	tr|A0A7N5P847|A0A7N5P847_AILME
OG0002532	sp|Q8BTH6|SCRT2_MOUSE, sp|Q99M85|SCRT1_MOUSE	tr|G1LGA7|G1LGA7_AILME
OG0002533	sp|P0CG49|UBB_MOUSE, sp|P0CG50|UBC_MOUSE	tr|G1MLE1|G1MLE1_AILME
OG0002534	sp|Q8C0T0|XKR8_MOUSE, sp|Q5GH62|XKR9_MOUSE	tr|D2H9L8|D2H9L8_AILME
OG0002535	sp|Q99JL1|SPEF1_MOUSE, tr|Q3V2J1|Q3V2J1_MOUSE	tr|D2HAB5|D2HAB5_AILME
OG0002536	sp|Q3UKU1|ELL2_MOUSE	tr|G1MLN2|G1MLN2_AILME, tr|G1LVT4|G1LVT4_AILME
OG0002537	tr|A2A5H4|A2A5H4_MOUSE, tr|Q3V2J9|Q3V2J9_MOUSE	tr|G1M1D8|G1M1D8_AILME
OG0002538	sp|P28293|CATG_MOUSE	tr|A0A7N5K2E5|A0A7N5K2E5_AILME, tr|A0A7N5JVN1|A0A7N5JVN1_AILME
OG0002539	sp|O54891|LEG6_MOUSE, sp|Q8K419|LEG4_MOUSE	tr|A0A7N5KQF3|A0A7N5KQF3_AILME
OG0002540	sp|P51865|TDGF1_MOUSE	tr|A0A7N5J8I7|A0A7N5J8I7_AILME, tr|G1M1E0|G1M1E0_AILME
OG0002541	sp|Q9Z2G1|FM1AA_MOUSE, sp|Q8C0T1|FM1AB_MOUSE	tr|A0A7N5P7J7|A0A7N5P7J7_AILME
OG0002542	sp|Q9QZ41|DBF4A_MOUSE	tr|G1L303|G1L303_AILME, tr|G1MJ85|G1MJ85_AILME
OG0002543	sp|Q99KC8|VMA5A_MOUSE, tr|Q8BGF0|Q8BGF0_MOUSE	tr|G1M055|G1M055_AILME
OG0002544	sp|Q672J9|NOX3_MOUSE	tr|A0A7N5KHG7|A0A7N5KHG7_AILME, tr|G1M2I2|G1M2I2_AILME
OG0002545	sp|P46467|VPS4B_MOUSE, sp|Q8VEJ9|VPS4A_MOUSE	tr|A0A7N5KKS8|A0A7N5KKS8_AILME
OG0002546	sp|Q5U4C9|DYRK2_MOUSE	tr|G1LQ54|G1LQ54_AILME, tr|A0A7N5P5U1|A0A7N5P5U1_AILME
OG0002547	sp|Q62315|JARD2_MOUSE	tr|G1L0I7|G1L0I7_AILME, tr|A0A7N5K8T9|A0A7N5K8T9_AILME
OG0002548	sp|P23798|PCGF2_MOUSE, sp|P25916|BMI1_MOUSE	tr|G1LCJ4|G1LCJ4_AILME
OG0002549	sp|Q8BYP3|RHOF_MOUSE	tr|A0A7N5JGG6|A0A7N5JGG6_AILME, tr|G1M7A9|G1M7A9_AILME
OG0002550	sp|Q9D8B3|CHM4B_MOUSE	tr|A0A7N5K1R9|A0A7N5K1R9_AILME, tr|G1LR23|G1LR23_AILME
OG0002551	sp|Q8VCX1|AK1D1_MOUSE	tr|G1MI75|G1MI75_AILME, tr|G1L550|G1L550_AILME
OG0002552	sp|Q9WTY4|AQP5_MOUSE	tr|A0A7N5JKM1|A0A7N5JKM1_AILME, tr|A0A7N5JEE8|A0A7N5JEE8_AILME
OG0002553	sp|Q8R180|ERO1A_MOUSE, sp|Q8R2E9|ERO1B_MOUSE	tr|G1LEZ2|G1LEZ2_AILME
OG0002554	sp|Q8BJ56|PLPL2_MOUSE	tr|G1LK35|G1LK35_AILME, tr|D2I355|D2I355_AILME
OG0002555	sp|Q9DB34|CHM2A_MOUSE	tr|A0A7N5K2Z9|A0A7N5K2Z9_AILME, tr|G1LLY3|G1LLY3_AILME
OG0002556	sp|Q8R2N1|AQP3_MOUSE	tr|G1LZ38|G1LZ38_AILME, tr|A0A7N5P3Q9|A0A7N5P3Q9_AILME
OG0002558	tr|Q99PB1|Q99PB1_MOUSE, sp|Q9CPR8|NSE3_MOUSE	tr|D2H299|D2H299_AILME
OG0002559	sp|P48346|IL15_MOUSE	tr|G1LN44|G1LN44_AILME, sp|B0ZE70|IL15_AILME
OG0002561	sp|P15409|OPSD_MOUSE	tr|D2HGN0|D2HGN0_AILME, tr|A0A7N5JTG5|A0A7N5JTG5_AILME
OG0002562	sp|Q9DB77|QCR2_MOUSE	tr|A0A7N5KB92|A0A7N5KB92_AILME, tr|A0A7N5KRR2|A0A7N5KRR2_AILME
OG0002563	tr|Q9D8C9|Q9D8C9_MOUSE, sp|P23492|PNPH_MOUSE	tr|G1LFJ8|G1LFJ8_AILME
OG0002564	sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|G1MAB6|G1MAB6_AILME
OG0002565	tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE	tr|G1MLZ6|G1MLZ6_AILME
OG0002566	sp|O88998|NOE1_MOUSE	tr|A0A7N5JCT7|A0A7N5JCT7_AILME, tr|G1LVW6|G1LVW6_AILME
OG0002567	sp|Q9WV34|MPP2_MOUSE	tr|A0A7N5JXV1|A0A7N5JXV1_AILME, tr|A0A7N5JMZ0|A0A7N5JMZ0_AILME
OG0002568	tr|Q9D3Z8|Q9D3Z8_MOUSE, sp|Q61503|5NTD_MOUSE	tr|A0A7N5P662|A0A7N5P662_AILME
OG0002569	tr|A0A2I3BR68|A0A2I3BR68_MOUSE, tr|A0A2I3BQC3|A0A2I3BQC3_MOUSE	tr|A0A7N5P881|A0A7N5P881_AILME
OG0002570	sp|Q9QZM4|TR10B_MOUSE, sp|P25446|TNR6_MOUSE	tr|G1L288|G1L288_AILME
OG0002571	sp|Q61120|SHC3_MOUSE, sp|Q8BMC3|SHC2_MOUSE	tr|G1L7B3|G1L7B3_AILME
OG0002572	sp|Q8N9S3|AHSA2_MOUSE, sp|Q8BK64|AHSA1_MOUSE	tr|G1LB63|G1LB63_AILME
OG0002573	sp|Q3U3E2|F117B_MOUSE, sp|Q8K3I9|GLCI1_MOUSE	tr|G1M3C7|G1M3C7_AILME
OG0002574	sp|Q7TNE3|SPAG7_MOUSE	tr|A0A7N5P8V6|A0A7N5P8V6_AILME, tr|D2I1K3|D2I1K3_AILME
OG0002575	sp|Q8VCU1|EST3B_MOUSE, sp|Q63880|EST3A_MOUSE	tr|G1MFP4|G1MFP4_AILME
OG0002576	sp|Q9CY34|UB2FA_MOUSE, sp|Q3UWQ3|UB2FB_MOUSE	tr|A0A7N5JHE3|A0A7N5JHE3_AILME
OG0002577	tr|Q6YI28|Q6YI28_MOUSE, tr|Q5NC41|Q5NC41_MOUSE	tr|A0A7N5KG63|A0A7N5KG63_AILME
OG0002578	sp|Q9CPP0|NPM3_MOUSE	tr|G1MM71|G1MM71_AILME, tr|D2GXV0|D2GXV0_AILME
OG0002579	sp|P28654|PGS2_MOUSE	tr|A0A7N5JFJ2|A0A7N5JFJ2_AILME, tr|G1LCJ0|G1LCJ0_AILME
OG0002580	sp|Q3V1M1|IGS10_MOUSE	tr|G1LFJ1|G1LFJ1_AILME, tr|G1LQI6|G1LQI6_AILME
OG0002581	sp|P62956|CCG7_MOUSE, sp|Q8VHW4|CCG5_MOUSE	tr|G1LZ35|G1LZ35_AILME
OG0002582	sp|Q9D6K8|FUND2_MOUSE, tr|Q9D9Q3|Q9D9Q3_MOUSE	tr|G1LZQ9|G1LZQ9_AILME
OG0002583	sp|Q9QZC7|PKHB2_MOUSE, sp|Q9QYE9|PKHB1_MOUSE	tr|A0A7N5P4Y8|A0A7N5P4Y8_AILME
OG0002584	sp|Q00612|G6PD1_MOUSE, sp|P97324|G6PD2_MOUSE	tr|G1L0L9|G1L0L9_AILME
OG0002585	sp|Q8BQQ1|ZDH14_MOUSE, sp|Q5Y5T2|ZDH18_MOUSE	tr|G1LSY1|G1LSY1_AILME
OG0002586	sp|Q8BTV2|CPSF7_MOUSE	tr|A0A7N5KE81|A0A7N5KE81_AILME, tr|G1MDV9|G1MDV9_AILME
OG0002587	tr|A0A0B4J1H4|A0A0B4J1H4_MOUSE, sp|P04212|TVB4_MOUSE	tr|A0A7N5JQA1|A0A7N5JQA1_AILME
OG0002588	sp|A0A0A6YXX9|CTSEL_MOUSE, sp|P0DP43|CTSRE_MOUSE	tr|A0A7N5K341|A0A7N5K341_AILME
OG0002589	sp|Q9R1P0|PSA4_MOUSE	tr|A0A7N5KLJ7|A0A7N5KLJ7_AILME, tr|A0A7N5KTC2|A0A7N5KTC2_AILME
OG0002590	sp|Q8BGV8|MID51_MOUSE	tr|A0A7N5KN04|A0A7N5KN04_AILME, tr|G1LWM8|G1LWM8_AILME
OG0002591	sp|Q9ET77|JPH3_MOUSE, sp|Q9ET78|JPH2_MOUSE	tr|A0A7N5KNN8|A0A7N5KNN8_AILME
OG0002592	sp|Q61809|LRRN1_MOUSE, tr|Q6PHP6|Q6PHP6_MOUSE	tr|D2H2Y9|D2H2Y9_AILME
OG0002593	sp|Q6P069|SORCN_MOUSE	tr|A0A7N5JC40|A0A7N5JC40_AILME, tr|G1L384|G1L384_AILME
OG0002594	sp|Q91W63|NRK1_MOUSE, sp|Q9D7C9|NRK2_MOUSE	tr|G1LFC5|G1LFC5_AILME
OG0002595	sp|B1ATG9|TIKI2_MOUSE	tr|G1L5G7|G1L5G7_AILME, tr|G1MKN1|G1MKN1_AILME
OG0002596	tr|Q14B01|Q14B01_MOUSE, tr|Q8R3P8|Q8R3P8_MOUSE	tr|G1MNF2|G1MNF2_AILME
OG0002597	tr|D3Z6P9|D3Z6P9_MOUSE	tr|G1LMN7|G1LMN7_AILME, tr|G1MNQ7|G1MNQ7_AILME
OG0002599	sp|Q8BZ34|ZN641_MOUSE	tr|G1ME62|G1ME62_AILME, tr|A0A7N5KI50|A0A7N5KI50_AILME
OG0002600	sp|P47746|CNR1_MOUSE, sp|P47936|CNR2_MOUSE	tr|G1MPF6|G1MPF6_AILME
OG0002601	sp|P35803|GPM6B_MOUSE	tr|G1MBU7|G1MBU7_AILME, tr|A0A7N5KF18|A0A7N5KF18_AILME
OG0002602	sp|Q8BKN5|GCP5_MOUSE, sp|P58854|GCP3_MOUSE	tr|G1L2I2|G1L2I2_AILME
OG0002603	sp|Q8BHP2|NUTM1_MOUSE, sp|Q3V0C3|NUTM2_MOUSE	tr|G1LBQ5|G1LBQ5_AILME
OG0002604	sp|Q01337|ADA2C_MOUSE, sp|Q01338|ADA2A_MOUSE	tr|G1MAV2|G1MAV2_AILME
OG0002605	tr|A0A1B0GT27|A0A1B0GT27_MOUSE, tr|G3X9N3|G3X9N3_MOUSE	tr|A0A7N5JTF5|A0A7N5JTF5_AILME
OG0002606	sp|O35261|E2F3_MOUSE, sp|Q61501|E2F1_MOUSE	tr|A0A7N5JW60|A0A7N5JW60_AILME
OG0002607	sp|Q8C0V9|FRMD6_MOUSE	tr|A0A7N5KJY3|A0A7N5KJY3_AILME, tr|A0A7N5JK44|A0A7N5JK44_AILME
OG0002608	sp|Q99JT2|STK26_MOUSE	tr|G1LXJ7|G1LXJ7_AILME, tr|G1KZN2|G1KZN2_AILME
OG0002609	sp|P82348|SGCG_MOUSE, sp|Q8BX51|SGCZ_MOUSE	tr|G1LKY2|G1LKY2_AILME
OG0002610	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|G1LAV4|G1LAV4_AILME, tr|G1MKE2|G1MKE2_AILME
OG0002611	sp|O70318|E41L2_MOUSE	tr|A0A7N5JGG7|A0A7N5JGG7_AILME, tr|G1LMG3|G1LMG3_AILME
OG0002612	sp|Q0VF94|NKPD1_MOUSE, tr|E9Q9B7|E9Q9B7_MOUSE	tr|A0A7N5JIC2|A0A7N5JIC2_AILME
OG0002613	sp|Q9CXL1|TM50A_MOUSE	tr|A0A7N5JIW9|A0A7N5JIW9_AILME, tr|A0A7N5P695|A0A7N5P695_AILME
OG0002614	sp|Q68FE7|T151B_MOUSE, sp|Q6GQT5|T151A_MOUSE	tr|A0A7N5K508|A0A7N5K508_AILME
OG0002615	sp|Q64HY3|SP9_MOUSE, sp|Q8BMJ8|SP8_MOUSE	tr|A0A7N5K7F9|A0A7N5K7F9_AILME
OG0002616	sp|Q9JJS7|P2RY4_MOUSE	tr|A0A7N5KL91|A0A7N5KL91_AILME, tr|D2H897|D2H897_AILME
OG0002617	tr|H7BX60|H7BX60_MOUSE, sp|Q91WC1|POTE1_MOUSE	tr|A0A7N5P992|A0A7N5P992_AILME
OG0002618	sp|Q3URE9|LIGO2_MOUSE, sp|Q6GQU6|LIGO3_MOUSE	tr|D2H7I6|D2H7I6_AILME
OG0002619	sp|Q8K557|ONEC3_MOUSE, sp|O08755|HNF6_MOUSE	tr|A0A7N5JQN3|A0A7N5JQN3_AILME
OG0002620	sp|Q91XE4|ACY3_MOUSE, sp|Q8R3P0|ACY2_MOUSE	tr|D2HZN6|D2HZN6_AILME
OG0002621	tr|Q5SPH3|Q5SPH3_MOUSE, tr|B1ARV3|B1ARV3_MOUSE	tr|G1L5J0|G1L5J0_AILME
OG0002622	sp|Q80XL7|MPPE1_MOUSE	sp|D2I2M6|MPPE1_AILME, tr|G1LNH7|G1LNH7_AILME
OG0002623	tr|A0A140LJC7|A0A140LJC7_MOUSE, sp|A2ARV4|LRP2_MOUSE	tr|G1LW61|G1LW61_AILME
OG0002624	sp|Q9D5R2|WDR20_MOUSE, tr|Q3UWE6|Q3UWE6_MOUSE	tr|A0A7N5KQT4|A0A7N5KQT4_AILME
OG0002625	sp|Q3UPR9|SBSPO_MOUSE	tr|G1M4Q2|G1M4Q2_AILME, tr|G1LHF1|G1LHF1_AILME
OG0002626	sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE	tr|A0A7N5P0Y0|A0A7N5P0Y0_AILME
OG0002627	sp|P56476|GBRR2_MOUSE, sp|P56475|GBRR1_MOUSE	tr|G1L0S7|G1L0S7_AILME
OG0002628	sp|P15105|GLNA_MOUSE	tr|A0A7N5JHE7|A0A7N5JHE7_AILME, tr|D2HBW5|D2HBW5_AILME
OG0002629	sp|P10889|CXCL2_MOUSE, sp|Q6W5C0|CXCL3_MOUSE	tr|A0A7N5JYG9|A0A7N5JYG9_AILME
OG0002630	sp|Q80YR3|SKDA1_MOUSE, sp|Q7TNS8|EPOP_MOUSE	tr|G1LHN7|G1LHN7_AILME
OG0002631	sp|P58044|IDI1_MOUSE, sp|Q8BFZ6|IDI2_MOUSE	tr|A0A7N5K145|A0A7N5K145_AILME
OG0002632	sp|O54851|CXD2_MOUSE, sp|Q91YD1|CXD3_MOUSE	tr|G1LEY5|G1LEY5_AILME
OG0002633	tr|Q76M80|Q76M80_MOUSE, sp|Q8R1P5|KCNKD_MOUSE	tr|G1LI91|G1LI91_AILME
OG0002634	tr|Q8VGV8|Q8VGV8_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE	tr|G1MKD8|G1MKD8_AILME
OG0002635	sp|O35393|EFNB3_MOUSE	tr|G1MES0|G1MES0_AILME, tr|A0A7N5P2R2|A0A7N5P2R2_AILME
OG0002636	sp|Q61937|NPM_MOUSE	tr|A0A7N5JD13|A0A7N5JD13_AILME, tr|G1LB84|G1LB84_AILME
OG0002637	tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE	tr|G1MJQ2|G1MJQ2_AILME
OG0002638	sp|P42228|STAT4_MOUSE, sp|P42225|STAT1_MOUSE	tr|A0A7N5KKY3|A0A7N5KKY3_AILME
OG0002639	sp|P51670|CCL9_MOUSE, sp|P27784|CCL6_MOUSE	tr|A0A7N5P8G2|A0A7N5P8G2_AILME
OG0002640	sp|Q9WUL7|ARL3_MOUSE	tr|D2HVQ5|D2HVQ5_AILME, tr|G1MHI7|G1MHI7_AILME
OG0002641	sp|A0A140LHF2|VSXL2_MOUSE, sp|D3YX43|VSI10_MOUSE	tr|G1MCG3|G1MCG3_AILME
OG0002642	sp|Q9JKV5|SCAM4_MOUSE, sp|Q9JKD3|SCAM5_MOUSE	tr|A0A7N5KIJ0|A0A7N5KIJ0_AILME
OG0002643	sp|Q6TEK5|VKORL_MOUSE, sp|Q9CRC0|VKOR1_MOUSE	tr|G1MC56|G1MC56_AILME
OG0002644	tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE	tr|G1MMC3|G1MMC3_AILME
OG0002645	sp|Q9WTZ1|RBX2_MOUSE, tr|D3Z497|D3Z497_MOUSE	tr|A0A7N5K1X1|A0A7N5K1X1_AILME
OG0002646	sp|Q8BPQ7|SGSM1_MOUSE, sp|Q80U12|SGSM2_MOUSE	tr|A0A7N5KKH2|A0A7N5KKH2_AILME
OG0002647	sp|P29121|PCSK4_MOUSE, sp|P23188|FURIN_MOUSE	tr|A0A7N5P690|A0A7N5P690_AILME
OG0002648	sp|Q61475|DAF1_MOUSE, sp|Q61476|DAF2_MOUSE	tr|A0A7N5P999|A0A7N5P999_AILME
OG0002649	sp|Q3UQ28|PXDN_MOUSE	tr|G1M949|G1M949_AILME, tr|G1M870|G1M870_AILME
OG0002650	sp|O35717|SOCS2_MOUSE, sp|O35716|SOCS1_MOUSE	tr|A0A7N5JP03|A0A7N5JP03_AILME
OG0002651	sp|Q64687|SIA8A_MOUSE, sp|Q8K4T1|SIA8F_MOUSE	tr|G1LVP8|G1LVP8_AILME
OG0002652	tr|A0A0G2JFS9|A0A0G2JFS9_MOUSE, sp|Q8C9S8|ATG4A_MOUSE	tr|G1M0U9|G1M0U9_AILME
OG0002653	sp|Q8VC10|OSGI1_MOUSE, tr|Q3TEE9|Q3TEE9_MOUSE	tr|G1M958|G1M958_AILME
OG0002654	sp|Q9CQP2|TPPC2_MOUSE, tr|Q8R3W2|Q8R3W2_MOUSE	tr|G1MBN2|G1MBN2_AILME
OG0002655	sp|Q9D5U0|PCT2B_MOUSE, sp|Q8BYI6|PCAT2_MOUSE	tr|D2GTV1|D2GTV1_AILME
OG0002656	tr|Q5U452|Q5U452_MOUSE, sp|Q99PW4|PRPKB_MOUSE	tr|G1KZF9|G1KZF9_AILME
OG0002657	sp|Q5BKR2|SL9B2_MOUSE, sp|Q8C0X2|SL9B1_MOUSE	tr|G1LR09|G1LR09_AILME
OG0002658	sp|Q9WUB6|CLCKB_MOUSE, sp|Q9WUB7|CLCKA_MOUSE	tr|G1LZ65|G1LZ65_AILME
OG0002659	sp|Q8K4N2|SG11A_MOUSE, sp|Q3UW43|SG11B_MOUSE	tr|G1M223|G1M223_AILME
OG0002660	sp|Q3UX61|NAA11_MOUSE, tr|Q9CQX6|Q9CQX6_MOUSE	tr|A0A7N5JX45|A0A7N5JX45_AILME
OG0002661	sp|Q8VE62|PAIP1_MOUSE, sp|Q6NZJ6|IF4G1_MOUSE	tr|G1MFI2|G1MFI2_AILME
OG0002662	sp|Q9QYI4|DJB12_MOUSE, sp|Q149L6|DJB14_MOUSE	tr|G1MG87|G1MG87_AILME
OG0002663	sp|P35375|PE2R1_MOUSE, sp|P43117|PF2R_MOUSE	tr|A0A7N5JGI9|A0A7N5JGI9_AILME
OG0002664	sp|Q8CAE9|PDXL2_MOUSE	tr|G1M938|G1M938_AILME, tr|A0A7N5K1R8|A0A7N5K1R8_AILME
OG0002665	sp|Q9QZ29|IGB1B_MOUSE, sp|Q61249|IGBP1_MOUSE	tr|A0A7N5P1T2|A0A7N5P1T2_AILME
OG0002666	sp|Q9CZJ0|MPPD2_MOUSE, sp|Q91ZG2|MPPD1_MOUSE	tr|G1LJQ9|G1LJQ9_AILME
OG0002667	sp|Q9CQ52|CEL3B_MOUSE, tr|A2A9U8|A2A9U8_MOUSE	tr|G1M7Q9|G1M7Q9_AILME
OG0002668	sp|P23242|CXA1_MOUSE, sp|Q6S5G4|CXA6_MOUSE	tr|A0A7N5JE66|A0A7N5JE66_AILME
OG0002669	sp|O35719|RA51B_MOUSE, sp|Q924H5|RA51C_MOUSE	tr|A0A7N5P6H3|A0A7N5P6H3_AILME
OG0002670	sp|Q60994|ADIPO_MOUSE, sp|Q4ZJN1|C1QT9_MOUSE	tr|A0A7N5P9P8|A0A7N5P9P8_AILME
OG0002671	sp|Q99KF0|CAR14_MOUSE, sp|Q8CIS0|CAR11_MOUSE	tr|G1LSX2|G1LSX2_AILME
OG0002672	tr|Q8BY68|Q8BY68_MOUSE, sp|Q8BFU7|P2Y10_MOUSE	tr|G1MPC1|G1MPC1_AILME
OG0002673	sp|P59016|VP33B_MOUSE	tr|A0A7N5JC57|A0A7N5JC57_AILME, tr|A0A7N5JI43|A0A7N5JI43_AILME
OG0002674	sp|E2JF22|PIEZ1_MOUSE, sp|Q8CD54|PIEZ2_MOUSE	tr|A0A7N5JMK4|A0A7N5JMK4_AILME
OG0002675	sp|O55239|NNMT_MOUSE, sp|P40936|INMT_MOUSE	tr|A0A7N5KBF5|A0A7N5KBF5_AILME
OG0002676	sp|Q8R2V2|IFFO2_MOUSE, sp|Q8BXL9|IFFO1_MOUSE	tr|A0A7N5KGI7|A0A7N5KGI7_AILME
OG0002677	sp|Q3TZX8|NOL9_MOUSE, sp|Q99LI9|CLP1_MOUSE	tr|D2HK67|D2HK67_AILME
OG0002678	sp|A6H6T1|PRS40_MOUSE, sp|O70169|PRS39_MOUSE	tr|G1LVJ5|G1LVJ5_AILME
OG0002679	tr|A2ART8|A2ART8_MOUSE, sp|Q8BZH1|TGM4_MOUSE	tr|G1MAE9|G1MAE9_AILME
OG0002680	sp|G5E8K5|ANK3_MOUSE, sp|Q02357|ANK1_MOUSE	tr|A0A7N5JHI9|A0A7N5JHI9_AILME
OG0002681	sp|P97460|NPAS2_MOUSE, tr|J9JI72|J9JI72_MOUSE	tr|A0A7N5KFF4|A0A7N5KFF4_AILME
OG0002682	sp|P35347|CRFR1_MOUSE, sp|Q60748|CRFR2_MOUSE	tr|A0A7N5KM98|A0A7N5KM98_AILME
OG0002683	sp|O88855|LT4R1_MOUSE, sp|Q9JJL9|LT4R2_MOUSE	tr|A0A7N5P922|A0A7N5P922_AILME
OG0002684	sp|Q9WU02|V1BR_MOUSE, sp|P97926|OXYR_MOUSE	tr|G1M200|G1M200_AILME
OG0002685	sp|P47931|FST_MOUSE, sp|Q9EQC7|FSTL3_MOUSE	tr|A0A7N5JRX9|A0A7N5JRX9_AILME
OG0002686	sp|Q9Z1X4|ILF3_MOUSE	tr|G1LXI8|G1LXI8_AILME, tr|A0A7N5KAZ4|A0A7N5KAZ4_AILME
OG0002687	sp|Q99M51|NCK1_MOUSE, sp|O55033|NCK2_MOUSE	tr|G1M3V2|G1M3V2_AILME
OG0002688	sp|Q99P81|ABCG3_MOUSE, sp|Q7TMS5|ABCG2_MOUSE	tr|A0A7N5JMQ4|A0A7N5JMQ4_AILME
OG0002689	sp|Q8R3U1|PLAT3_MOUSE, sp|Q9CPX5|PLAT5_MOUSE	tr|A0A7N5JZ04|A0A7N5JZ04_AILME
OG0002690	tr|Q3UU21|Q3UU21_MOUSE, sp|Q5DID3|UROL1_MOUSE	tr|G1L5Q7|G1L5Q7_AILME
OG0002691	sp|P42669|PURA_MOUSE, sp|O35295|PURB_MOUSE	tr|G1LXG7|G1LXG7_AILME
OG0002692	sp|P26339|CMGA_MOUSE	tr|A0A7N5JCR1|A0A7N5JCR1_AILME, tr|G1M4X7|G1M4X7_AILME
OG0002693	sp|Q32NY4|CNNM3_MOUSE, sp|Q3TWN3|CNNM2_MOUSE	tr|G1MHQ5|G1MHQ5_AILME
OG0002694	sp|O35930|GP1BA_MOUSE, sp|Q8CBR6|TSK_MOUSE	tr|G1MPN4|G1MPN4_AILME
OG0002695	sp|Q62210|BIRC2_MOUSE, sp|O08863|BIRC3_MOUSE	tr|A0A7N5KG25|A0A7N5KG25_AILME
OG0002696	sp|Q921B4|NRIF2_MOUSE, sp|Q923B3|NRIF1_MOUSE	tr|G1LLF5|G1LLF5_AILME
OG0002697	sp|P56564|EAA1_MOUSE, sp|Q8JZR4|EAA5_MOUSE	tr|A0A7N5J8R3|A0A7N5J8R3_AILME
OG0002698	tr|Q80X68|Q80X68_MOUSE, sp|Q9CZU6|CISY_MOUSE	tr|A0A7N5JWK7|A0A7N5JWK7_AILME
OG0002699	sp|P70441|NHRF1_MOUSE	tr|A0A7N5KQZ3|A0A7N5KQZ3_AILME, tr|A0A7N5K1J0|A0A7N5K1J0_AILME
OG0002700	sp|Q9Z0N2|IF2H_MOUSE, sp|Q9Z0N1|IF2G_MOUSE	tr|G1M241|G1M241_AILME
OG0002701	sp|O88939|ZBT7A_MOUSE, sp|Q64321|ZBT7B_MOUSE	tr|A0A7N5JKV7|A0A7N5JKV7_AILME
OG0002702	tr|A2AJW4|A2AJW4_MOUSE, sp|Q8BRJ4|PPR3E_MOUSE	tr|A0A7N5KI02|A0A7N5KI02_AILME
OG0002703	sp|Q8BGT9|GLT12_MOUSE, sp|O08832|GALT4_MOUSE	tr|G1LD13|G1LD13_AILME
OG0002704	tr|Q7TRS6|Q7TRS6_MOUSE, tr|E9Q546|E9Q546_MOUSE	tr|G1MP24|G1MP24_AILME
OG0002705	sp|Q62376|RU17_MOUSE	tr|A0A7N5JVQ5|A0A7N5JVQ5_AILME, tr|G1M7E6|G1M7E6_AILME
OG0002706	sp|P11835|ITB2_MOUSE, sp|Q3UV74|ITB2L_MOUSE	tr|A0A7N5KK41|A0A7N5KK41_AILME
OG0002707	sp|Q9JJS0|SCUB2_MOUSE, sp|P08399|PHXR5_MOUSE	tr|A0A7N5P6S9|A0A7N5P6S9_AILME
OG0002708	sp|P0C028|NUD11_MOUSE, sp|P0C027|NUD10_MOUSE	tr|G1MMR7|G1MMR7_AILME
OG0002709	sp|Q9QZE2|CLNK_MOUSE, sp|Q60787|LCP2_MOUSE	tr|A0A7N5P279|A0A7N5P279_AILME
OG0002710	sp|Q80V91|DTX3_MOUSE, sp|Q3UIR3|DTX3L_MOUSE	tr|G1M758|G1M758_AILME
OG0002711	sp|Q91V95|PTH2R_MOUSE, sp|P41593|PTH1R_MOUSE	tr|G1M9Z5|G1M9Z5_AILME
OG0002712	sp|Q8BH93|MISSL_MOUSE, sp|Q9D7G9|MISS_MOUSE	tr|A0A7N5JB05|A0A7N5JB05_AILME
OG0002713	tr|Q8BYM1|Q8BYM1_MOUSE, tr|Q3U0A6|Q3U0A6_MOUSE	tr|A0A7N5JK65|A0A7N5JK65_AILME
OG0002714	sp|P30730|LSHR_MOUSE, sp|P35378|FSHR_MOUSE	tr|G1L058|G1L058_AILME
OG0002715	sp|Q9JJY9|IL22_MOUSE, sp|Q9JJY8|IL22B_MOUSE	tr|G1LQ37|G1LQ37_AILME
