Orthogroup	Mus_musculus	Balaenoptera_physalus
OG0000779	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A643BSI9|A0A643BSI9_BALPH, tr|A0A643BSI4|A0A643BSI4_BALPH
OG0000780	sp|Q3UHD9|AGAP2_MOUSE	tr|A0A643BUQ9|A0A643BUQ9_BALPH
OG0000780	sp|Q8BXK8|AGAP1_MOUSE, sp|Q8VHH5|AGAP3_MOUSE	tr|A0A643C7E0|A0A643C7E0_BALPH
OG0000781	sp|O88958|GNPI1_MOUSE	tr|A0A6A1Q179|A0A6A1Q179_BALPH, tr|A0A643CFL2|A0A643CFL2_BALPH
OG0000781	sp|Q9CRC9|GNPI2_MOUSE	tr|A0A6A1Q8I9|A0A6A1Q8I9_BALPH
OG0000782	sp|Q6DIA9|FBX27_MOUSE	tr|A0A643BTJ0|A0A643BTJ0_BALPH, tr|A0A643BUU5|A0A643BUU5_BALPH, tr|A0A643BKS3|A0A643BKS3_BALPH, tr|A0A6A1Q701|A0A6A1Q701_BALPH
OG0000783	sp|Q9JLM9|GRB14_MOUSE	tr|A0A6A1Q5A5|A0A6A1Q5A5_BALPH
OG0000783	sp|Q60760|GRB10_MOUSE	tr|A0A6A1QC90|A0A6A1QC90_BALPH, tr|A0A6A1Q9E2|A0A6A1Q9E2_BALPH
OG0000784	sp|Q9CWR0|ARHGP_MOUSE	tr|A0A6A1QCW3|A0A6A1QCW3_BALPH, tr|A0A643CJI8|A0A643CJI8_BALPH, tr|A0A643BVP3|A0A643BVP3_BALPH, tr|A0A6A1Q1J1|A0A6A1Q1J1_BALPH
OG0000785	sp|Q5GH67|XKR4_MOUSE	tr|A0A643C974|A0A643C974_BALPH
OG0000785	sp|E9Q6C8|XKR6_MOUSE, sp|Q5GH64|XKR7_MOUSE	tr|A0A6A1PXS9|A0A6A1PXS9_BALPH
OG0000786	sp|Q01705|NOTC1_MOUSE	tr|A0A643BW78|A0A643BW78_BALPH
OG0000786	sp|Q61982|NOTC3_MOUSE, sp|O35516|NOTC2_MOUSE	tr|A0A643CH13|A0A643CH13_BALPH
OG0000787	sp|Q9D593|VATE2_MOUSE	tr|A0A6A1QGR4|A0A6A1QGR4_BALPH
OG0000787	sp|P50518|VATE1_MOUSE	tr|A0A643CHQ5|A0A643CHQ5_BALPH, tr|A0A643C7T3|A0A643C7T3_BALPH
OG0000788	sp|Q91YL3|UCKL1_MOUSE	tr|A0A6A1QD23|A0A6A1QD23_BALPH
OG0000788	sp|Q99PM9|UCK2_MOUSE	tr|A0A6A1QGX6|A0A6A1QGX6_BALPH, tr|A0A6A1Q3C3|A0A6A1Q3C3_BALPH
OG0000789	sp|Q3V0T4|ITAD_MOUSE	tr|A0A643BRX2|A0A643BRX2_BALPH
OG0000789	sp|P05555|ITAM_MOUSE, sp|Q9QXH4|ITAX_MOUSE	tr|A0A643BKA5|A0A643BKA5_BALPH
OG0000790	sp|Q8VDW0|DX39A_MOUSE	tr|A0A6A1QBP0|A0A6A1QBP0_BALPH, tr|A0A643C777|A0A643C777_BALPH
OG0000790	sp|Q9Z1N5|DX39B_MOUSE	tr|A0A643C9M6|A0A643C9M6_BALPH
OG0000791	sp|Q9JJN2|ZFHX4_MOUSE	tr|A0A643C836|A0A643C836_BALPH
OG0000791	sp|Q61329|ZFHX3_MOUSE	tr|A0A643BYQ1|A0A643BYQ1_BALPH, tr|A0A643BYC1|A0A643BYC1_BALPH
OG0000792	sp|P35279|RAB6A_MOUSE, sp|P61294|RAB6B_MOUSE	tr|A0A643BV42|A0A643BV42_BALPH, tr|A0A6A1Q3A3|A0A6A1Q3A3_BALPH, tr|A0A643C8B1|A0A643C8B1_BALPH
OG0000793	sp|Q8VD76|TF2H3_MOUSE	tr|A0A6A1Q3T2|A0A6A1Q3T2_BALPH, tr|A0A6A1QDP8|A0A6A1QDP8_BALPH, tr|A0A6A1QAG8|A0A6A1QAG8_BALPH, tr|A0A6A1PX46|A0A6A1PX46_BALPH
OG0000794	sp|P28271|ACOHC_MOUSE	tr|A0A643BVX7|A0A643BVX7_BALPH
OG0000794	sp|Q99KI0|ACON_MOUSE, sp|Q811J3|IREB2_MOUSE	tr|A0A643CEY1|A0A643CEY1_BALPH
OG0000795	sp|P20612|GNAT1_MOUSE, sp|Q3V3I2|GNAT3_MOUSE, sp|P50149|GNAT2_MOUSE	tr|A0A643C1H0|A0A643C1H0_BALPH, tr|A0A6A1Q2S1|A0A6A1Q2S1_BALPH
OG0000796	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A6A1Q4J8|A0A6A1Q4J8_BALPH
OG0000796	sp|P31254|UBA1Y_MOUSE, sp|Q02053|UBA1_MOUSE	tr|A0A643BN23|A0A643BN23_BALPH
OG0000797	sp|O08863|BIRC3_MOUSE	tr|A0A643CHE2|A0A643CHE2_BALPH
OG0000797	sp|Q62210|BIRC2_MOUSE	tr|A0A643CHN4|A0A643CHN4_BALPH, tr|A0A643C5V0|A0A643C5V0_BALPH
OG0000798	sp|O08747|UNC5C_MOUSE	tr|A0A643BND8|A0A643BND8_BALPH
OG0000798	sp|Q8K1S2|UNC5D_MOUSE, sp|Q8K1S3|UNC5B_MOUSE	tr|A0A643CBX2|A0A643CBX2_BALPH
OG0000799	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A6A1QA01|A0A6A1QA01_BALPH
OG0000799	sp|Q63932|MP2K2_MOUSE, sp|P31938|MP2K1_MOUSE	tr|A0A6A1QMG1|A0A6A1QMG1_BALPH
OG0000800	tr|Q3UWK9|Q3UWK9_MOUSE	tr|A0A643C1R9|A0A643C1R9_BALPH, tr|A0A643BW74|A0A643BW74_BALPH, tr|A0A643BM74|A0A643BM74_BALPH, tr|A0A643BLG1|A0A643BLG1_BALPH
OG0000801	sp|Q62193|RFA2_MOUSE	tr|A0A643C4V9|A0A643C4V9_BALPH, tr|A0A643CBI4|A0A643CBI4_BALPH, tr|A0A643C9L1|A0A643C9L1_BALPH, tr|A0A643BZF2|A0A643BZF2_BALPH
OG0000802	sp|Q921R8|S41A3_MOUSE	tr|A0A6A1Q3B5|A0A6A1Q3B5_BALPH
OG0000802	sp|Q8BYR8|S41A2_MOUSE, sp|Q8BJA2|S41A1_MOUSE	tr|A0A643C239|A0A643C239_BALPH
OG0000803	sp|Q9CUX1|P52K_MOUSE	tr|A0A643C6H7|A0A643C6H7_BALPH, tr|A0A643C734|A0A643C734_BALPH, tr|A0A643BQZ3|A0A643BQZ3_BALPH, tr|A0A643CBI2|A0A643CBI2_BALPH
OG0000804	sp|Q64735|CR1L_MOUSE	tr|A0A6A1QFW1|A0A6A1QFW1_BALPH
OG0000804	sp|P19070|CR2_MOUSE	tr|A0A6A1QDU0|A0A6A1QDU0_BALPH, tr|A0A6A1QDJ0|A0A6A1QDJ0_BALPH
OG0000805	sp|Q3V3R1|C1TM_MOUSE	tr|A0A643C4Y9|A0A643C4Y9_BALPH, tr|A0A643C5K8|A0A643C5K8_BALPH
OG0000805	sp|Q922D8|C1TC_MOUSE	tr|A0A6A1Q467|A0A6A1Q467_BALPH
OG0000806	sp|Q9R118|HTRA1_MOUSE	tr|A0A6A1Q3B3|A0A6A1Q3B3_BALPH
OG0000806	sp|A2RT60|HTRA4_MOUSE, sp|Q9D236|HTRA3_MOUSE	tr|A0A6A1QCY4|A0A6A1QCY4_BALPH
OG0000807	sp|Q4VK74|IFNL2_MOUSE, sp|Q8CGK6|IFNL3_MOUSE	tr|A0A643BMM7|A0A643BMM7_BALPH, tr|A0A6A1Q538|A0A6A1Q538_BALPH, tr|A0A643AT27|A0A643AT27_BALPH
OG0000808	sp|O35723|DNJB3_MOUSE	tr|A0A643C8U5|A0A643C8U5_BALPH, tr|A0A6A1Q4J6|A0A6A1Q4J6_BALPH, tr|A0A643CBN2|A0A643CBN2_BALPH, tr|A0A643BVW0|A0A643BVW0_BALPH
OG0000810	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A643BX75|A0A643BX75_BALPH
OG0000810	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A6A1Q199|A0A6A1Q199_BALPH, tr|A0A6A1Q2E9|A0A6A1Q2E9_BALPH
OG0000812	tr|E9Q519|E9Q519_MOUSE, tr|E9Q518|E9Q518_MOUSE	tr|A0A643BQF1|A0A643BQF1_BALPH, tr|A0A643BRG8|A0A643BRG8_BALPH, tr|A0A643BQF0|A0A643BQF0_BALPH
OG0000813	sp|P62082|RS7_MOUSE	tr|A0A6A1Q7R9|A0A6A1Q7R9_BALPH, tr|A0A6A1PYC6|A0A6A1PYC6_BALPH, tr|A0A643C5G1|A0A643C5G1_BALPH, tr|A0A6A1Q6V0|A0A6A1Q6V0_BALPH
OG0000814	sp|P18826|KPB1_MOUSE	tr|A0A6A1Q2J9|A0A6A1Q2J9_BALPH
OG0000814	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A643BNX5|A0A643BNX5_BALPH, tr|A0A6A1QCQ9|A0A6A1QCQ9_BALPH
OG0000815	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A643BP95|A0A643BP95_BALPH
OG0000815	sp|P47856|GFPT1_MOUSE	tr|A0A643BQH3|A0A643BQH3_BALPH, tr|A0A643BQA3|A0A643BQA3_BALPH
OG0000816	sp|P19253|RL13A_MOUSE	tr|A0A6A1Q392|A0A6A1Q392_BALPH, tr|A0A643CLY2|A0A643CLY2_BALPH, tr|A0A643C163|A0A643C163_BALPH, tr|A0A6A1QCC4|A0A6A1QCC4_BALPH
OG0000817	sp|P28704|RXRB_MOUSE	tr|A0A643C365|A0A643C365_BALPH
OG0000817	sp|P28705|RXRG_MOUSE	tr|A0A643C1A6|A0A643C1A6_BALPH, tr|A0A6A1QE80|A0A6A1QE80_BALPH
OG0000818	sp|Q5NCH9|GRM6_MOUSE, sp|P47743|GRM8_MOUSE, sp|Q68ED2|GRM7_MOUSE, sp|Q68EF4|GRM4_MOUSE	tr|A0A643BMQ1|A0A643BMQ1_BALPH
OG0000819	sp|Q61532|MK06_MOUSE	tr|A0A643BPI8|A0A643BPI8_BALPH, tr|A0A643BRF8|A0A643BRF8_BALPH, tr|A0A643CAG7|A0A643CAG7_BALPH, tr|A0A643C6L8|A0A643C6L8_BALPH
OG0000820	sp|Q9DBT4|ENTP4_MOUSE	tr|A0A643CIR5|A0A643CIR5_BALPH
OG0000820	sp|Q3TCT4|ENTP7_MOUSE	tr|A0A643BXR0|A0A643BXR0_BALPH, tr|A0A643BXN7|A0A643BXN7_BALPH
OG0000821	sp|P35980|RL18_MOUSE	tr|A0A6A1Q5J1|A0A6A1Q5J1_BALPH, tr|A0A643ATQ3|A0A643ATQ3_BALPH, tr|A0A643CEB5|A0A643CEB5_BALPH, tr|A0A643CDE5|A0A643CDE5_BALPH
OG0000822	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A643C8Z9|A0A643C8Z9_BALPH
OG0000822	sp|Q9JLT4|TRXR2_MOUSE, sp|Q99MD6|TRXR3_MOUSE	tr|A0A6A1Q1B5|A0A6A1Q1B5_BALPH
OG0000823	sp|Q80UM3|NAA15_MOUSE	tr|A0A6A1Q4M6|A0A6A1Q4M6_BALPH
OG0000823	sp|Q9DBB4|NAA16_MOUSE	tr|A0A643CGA2|A0A643CGA2_BALPH, tr|A0A643CGL0|A0A643CGL0_BALPH
OG0000824	sp|A2AWA9|RBGP1_MOUSE	tr|A0A6A1Q4T7|A0A6A1Q4T7_BALPH
OG0000824	sp|A6H6A9|RBG1L_MOUSE	tr|A0A643BY07|A0A643BY07_BALPH, tr|A0A643BWP8|A0A643BWP8_BALPH
OG0000825	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A643CGH9|A0A643CGH9_BALPH
OG0000825	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A6A1QEH8|A0A6A1QEH8_BALPH, tr|A0A643BQV5|A0A643BQV5_BALPH
OG0000826	sp|Q8CHU3|EPN2_MOUSE	tr|A0A643CIR7|A0A643CIR7_BALPH
OG0000826	sp|Q91W69|EPN3_MOUSE	tr|A0A643BYJ6|A0A643BYJ6_BALPH, tr|A0A643C3J1|A0A643C3J1_BALPH
OG0000827	sp|P42209|SEPT1_MOUSE	tr|A0A643C3P2|A0A643C3P2_BALPH
OG0000827	sp|P28661|SEPT4_MOUSE	tr|A0A6A1QL42|A0A6A1QL42_BALPH, tr|A0A643BRK6|A0A643BRK6_BALPH
OG0000828	sp|Q99LH4|ZN672_MOUSE	tr|A0A643CEC1|A0A643CEC1_BALPH
OG0000828	sp|Q8CJ78|ZN628_MOUSE	tr|A0A6A1PX88|A0A6A1PX88_BALPH, tr|A0A643C5J1|A0A643C5J1_BALPH
OG0000829	sp|Q1A3B0|CERS3_MOUSE	tr|A0A643CK87|A0A643CK87_BALPH
OG0000829	sp|Q924Z4|CERS2_MOUSE, sp|Q9D6J1|CERS4_MOUSE	tr|A0A6A1Q0I9|A0A6A1Q0I9_BALPH
OG0000830	sp|Q501J6|DDX17_MOUSE	tr|A0A643C3W6|A0A643C3W6_BALPH
OG0000830	sp|Q61656|DDX5_MOUSE	tr|A0A643BNH8|A0A643BNH8_BALPH, tr|A0A6A1Q4V9|A0A6A1Q4V9_BALPH
OG0000831	sp|P70236|MP2K6_MOUSE	tr|A0A6A1Q8N2|A0A6A1Q8N2_BALPH
OG0000831	sp|Q8CE90|MP2K7_MOUSE, sp|O09110|MP2K3_MOUSE	tr|A0A6A1PX19|A0A6A1PX19_BALPH
OG0000832	sp|Q8BRU6|VMAT2_MOUSE	tr|A0A6A1QD16|A0A6A1QD16_BALPH
OG0000832	sp|O35304|VACHT_MOUSE, sp|Q8R090|VMAT1_MOUSE	tr|A0A643BX51|A0A643BX51_BALPH
OG0000833	sp|Q5DTN8|JKIP3_MOUSE	tr|A0A6A1Q2V7|A0A6A1Q2V7_BALPH
OG0000833	tr|D3YXK0|D3YXK0_MOUSE	tr|A0A6A1Q8V8|A0A6A1Q8V8_BALPH, tr|A0A6A1QDN3|A0A6A1QDN3_BALPH
OG0000834	sp|Q2MKA5|ACHA5_MOUSE	tr|A0A643BWY8|A0A643BWY8_BALPH, tr|A0A643CG61|A0A643CG61_BALPH, tr|A0A6A1QDG1|A0A6A1QDG1_BALPH, tr|A0A643AU12|A0A643AU12_BALPH
OG0000835	sp|Q9CR98|F136A_MOUSE	tr|A0A643BND4|A0A643BND4_BALPH, tr|A0A643BLK3|A0A643BLK3_BALPH, tr|A0A6A1QLI3|A0A6A1QLI3_BALPH, tr|A0A643CC07|A0A643CC07_BALPH
OG0000836	sp|P60894|GPR85_MOUSE	tr|A0A643BZJ0|A0A643BZJ0_BALPH
OG0000836	sp|O54897|GPR27_MOUSE, sp|Q6PI62|GP173_MOUSE	tr|A0A643BQJ2|A0A643BQJ2_BALPH
OG0000837	sp|Q9QZ25|VNN3_MOUSE	tr|A0A643CEG7|A0A643CEG7_BALPH
OG0000837	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A643CE70|A0A643CE70_BALPH, tr|A0A643CEZ8|A0A643CEZ8_BALPH
OG0000838	sp|Q8BX22|SALL4_MOUSE	tr|A0A643CH29|A0A643CH29_BALPH, tr|A0A643CI09|A0A643CI09_BALPH, tr|A0A6A1Q730|A0A6A1Q730_BALPH, tr|A0A643CFV2|A0A643CFV2_BALPH
OG0000839	sp|Q9CZX8|RS19_MOUSE	tr|A0A643BR82|A0A643BR82_BALPH, tr|A0A643B160|A0A643B160_BALPH, tr|A0A6A1Q7W1|A0A6A1Q7W1_BALPH, tr|A0A6A1QKV5|A0A6A1QKV5_BALPH
OG0000840	sp|Q80TR4|SLIT1_MOUSE	tr|A0A6A1QD81|A0A6A1QD81_BALPH
OG0000840	sp|Q9WVB4|SLIT3_MOUSE, sp|Q9R1B9|SLIT2_MOUSE	tr|A0A6A1QEV5|A0A6A1QEV5_BALPH
OG0000841	sp|Q69ZS6|SV2C_MOUSE	tr|A0A643CH82|A0A643CH82_BALPH
OG0000841	sp|Q9JIS5|SV2A_MOUSE, sp|Q8BG39|SV2B_MOUSE	tr|A0A643CCS7|A0A643CCS7_BALPH
OG0000842	sp|P97300|NPTN_MOUSE	tr|A0A643C0I8|A0A643C0I8_BALPH
OG0000842	sp|P18572|BASI_MOUSE	tr|A0A643C190|A0A643C190_BALPH, tr|A0A643C2G8|A0A643C2G8_BALPH
OG0000843	sp|Q05AA6|DRP2_MOUSE	tr|A0A643C669|A0A643C669_BALPH
OG0000843	sp|P11531|DMD_MOUSE, tr|E9Q6R7|E9Q6R7_MOUSE	tr|A0A6A1Q4E2|A0A6A1Q4E2_BALPH
OG0000844	sp|P63038|CH60_MOUSE	tr|A0A6A1PYW5|A0A6A1PYW5_BALPH, tr|A0A643BLT6|A0A643BLT6_BALPH, tr|A0A6A1QE20|A0A6A1QE20_BALPH, tr|A0A6A1QHC2|A0A6A1QHC2_BALPH
OG0000845	sp|Q01231|CXA5_MOUSE	tr|A0A643C977|A0A643C977_BALPH
OG0000845	sp|Q64448|CXA3_MOUSE	tr|A0A6A1QEH0|A0A6A1QEH0_BALPH, tr|A0A643BUD4|A0A643BUD4_BALPH
OG0000846	sp|Q8R4T9|UT2_MOUSE	tr|A0A6A1QH45|A0A6A1QH45_BALPH
OG0000846	sp|Q8VHL0|UT1_MOUSE	tr|A0A6A1QA32|A0A6A1QA32_BALPH, tr|A0A6A1QC18|A0A6A1QC18_BALPH
OG0000847	sp|Q61245|COBA1_MOUSE	tr|A0A643CHG2|A0A643CHG2_BALPH, tr|A0A643C2L9|A0A643C2L9_BALPH
OG0000847	sp|Q64739|COBA2_MOUSE	tr|A0A643C2E2|A0A643C2E2_BALPH
OG0000848	sp|Q8VD98|KLRBF_MOUSE, sp|Q0ZUP1|KLRB1_MOUSE	tr|A0A643CAV4|A0A643CAV4_BALPH, tr|A0A643CAU6|A0A643CAU6_BALPH, tr|A0A643CA63|A0A643CA63_BALPH
OG0000849	sp|Q571F8|GLSL_MOUSE	tr|A0A643CB18|A0A643CB18_BALPH
OG0000849	sp|D3Z7P3|GLSK_MOUSE	tr|A0A6A1Q8E6|A0A6A1Q8E6_BALPH, tr|A0A6A1QBE2|A0A6A1QBE2_BALPH
OG0000850	sp|P14148|RL7_MOUSE	tr|A0A643C0M4|A0A643C0M4_BALPH, tr|A0A643CFU5|A0A643CFU5_BALPH, tr|A0A6A1Q2H7|A0A6A1Q2H7_BALPH, tr|A0A6A1QC39|A0A6A1QC39_BALPH
OG0000851	sp|Q8CFC2|MYT1_MOUSE	tr|A0A6A1Q9D0|A0A6A1Q9D0_BALPH
OG0000851	sp|P97500|MYT1L_MOUSE	tr|A0A6A1QH23|A0A6A1QH23_BALPH, tr|A0A643CAZ6|A0A643CAZ6_BALPH
OG0000852	sp|Q8VI59|PCX3_MOUSE	tr|A0A6A1QKF2|A0A6A1QKF2_BALPH
OG0000852	sp|Q5DU28|PCX2_MOUSE, sp|Q9QYC1|PCX1_MOUSE	tr|A0A643C2I4|A0A643C2I4_BALPH
OG0000853	sp|Q6VNS1|NTRK3_MOUSE	tr|A0A6A1QEZ7|A0A6A1QEZ7_BALPH
OG0000853	sp|P15209|NTRK2_MOUSE, sp|Q3UFB7|NTRK1_MOUSE	tr|A0A643C227|A0A643C227_BALPH
OG0000854	sp|Q68FF6|GIT1_MOUSE	tr|A0A643C1Q6|A0A643C1Q6_BALPH
OG0000854	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A643C2M7|A0A643C2M7_BALPH, tr|A0A643C2G1|A0A643C2G1_BALPH
OG0000855	sp|P70170|ABCC9_MOUSE	tr|A0A6A1Q3J2|A0A6A1Q3J2_BALPH, tr|A0A643C7I4|A0A643C7I4_BALPH
OG0000855	tr|B2RUS7|B2RUS7_MOUSE	tr|A0A6A1Q1K9|A0A6A1Q1K9_BALPH
OG0000856	sp|P20662|ZFY2_MOUSE, sp|P10925|ZFY1_MOUSE, sp|P23607|ZFA_MOUSE, sp|P17012|ZFX_MOUSE	tr|A0A643C9Q7|A0A643C9Q7_BALPH
OG0000857	tr|Q3TQS0|Q3TQS0_MOUSE	tr|A0A643BVG4|A0A643BVG4_BALPH
OG0000857	sp|P14211|CALR_MOUSE	tr|A0A643CE60|A0A643CE60_BALPH, tr|A0A6A1QET4|A0A6A1QET4_BALPH
OG0000858	sp|Q6VVW5|ANPRB_MOUSE	tr|A0A643BYQ8|A0A643BYQ8_BALPH
OG0000858	sp|Q6TL19|GUC2G_MOUSE, sp|P18293|ANPRA_MOUSE	tr|A0A643C7V8|A0A643C7V8_BALPH
OG0000859	tr|E9QAN8|E9QAN8_MOUSE	tr|A0A643CB06|A0A643CB06_BALPH
OG0000859	sp|O70167|P3C2G_MOUSE, sp|Q61194|P3C2A_MOUSE	tr|A0A6A1QBF0|A0A6A1QBF0_BALPH
OG0000860	sp|P56480|ATPB_MOUSE	tr|A0A643CAQ6|A0A643CAQ6_BALPH, tr|A0A643C3T7|A0A643C3T7_BALPH, tr|A0A6A1QCS2|A0A6A1QCS2_BALPH, tr|A0A6A1QD35|A0A6A1QD35_BALPH
OG0000861	sp|Q9D0L7|ARM10_MOUSE	tr|A0A6A1QHP0|A0A6A1QHP0_BALPH
OG0000861	sp|Q8BHS6|ARMX3_MOUSE, tr|E9PWM3|E9PWM3_MOUSE	tr|A0A643BZL0|A0A643BZL0_BALPH
OG0000862	sp|P31651|S6A12_MOUSE	tr|A0A643C3M2|A0A643C3M2_BALPH
OG0000862	sp|P31650|S6A11_MOUSE, sp|P31649|S6A13_MOUSE	tr|A0A643C2V6|A0A643C2V6_BALPH
OG0000863	sp|P70458|IPSP_MOUSE	tr|A0A643C343|A0A643C343_BALPH
OG0000863	sp|Q06770|CBG_MOUSE	tr|A0A643C3T5|A0A643C3T5_BALPH, tr|A0A643C3C0|A0A643C3C0_BALPH
OG0000864	sp|Q9D0M2|CDCA7_MOUSE	tr|A0A6A1Q7Z4|A0A6A1Q7Z4_BALPH, tr|A0A643CB90|A0A643CB90_BALPH, tr|A0A6A1Q5V7|A0A6A1Q5V7_BALPH, tr|A0A643CAJ0|A0A643CAJ0_BALPH
OG0000865	sp|Q99M28|RNPS1_MOUSE	tr|A0A643C7X1|A0A643C7X1_BALPH, tr|A0A6A1Q3A0|A0A6A1Q3A0_BALPH, tr|A0A6A1QE00|A0A6A1QE00_BALPH, tr|A0A643AUD5|A0A643AUD5_BALPH
OG0000866	sp|Q9D8N0|EF1G_MOUSE	tr|A0A6A1QBU0|A0A6A1QBU0_BALPH, tr|A0A643CD42|A0A643CD42_BALPH, tr|A0A643BLD9|A0A643BLD9_BALPH, tr|A0A643C8D7|A0A643C8D7_BALPH
OG0000867	tr|Q3UWL8|Q3UWL8_MOUSE	tr|A0A6A1QEA0|A0A6A1QEA0_BALPH, tr|A0A6A1Q4Y4|A0A6A1Q4Y4_BALPH, tr|A0A6A1PYL7|A0A6A1PYL7_BALPH, tr|A0A6A1QL69|A0A6A1QL69_BALPH
OG0000868	sp|Q5DU57|SPT13_MOUSE	tr|A0A6A1Q9B4|A0A6A1Q9B4_BALPH
OG0000868	sp|Q3UTH8|ARHG9_MOUSE, sp|Q7TNR9|ARHG4_MOUSE	tr|A0A643BM80|A0A643BM80_BALPH
OG0000869	sp|O70311|NMT2_MOUSE	tr|A0A643CBL5|A0A643CBL5_BALPH
OG0000869	sp|O70310|NMT1_MOUSE	tr|A0A643BPP7|A0A643BPP7_BALPH, tr|A0A6A1Q2A5|A0A6A1Q2A5_BALPH
OG0000870	tr|A0A571BF58|A0A571BF58_MOUSE	tr|A0A643BPF3|A0A643BPF3_BALPH, tr|A0A643BSJ8|A0A643BSJ8_BALPH, tr|A0A6A1Q802|A0A6A1Q802_BALPH, tr|A0A643ATG1|A0A643ATG1_BALPH
OG0000871	sp|Q3UIA2|RHG17_MOUSE	tr|A0A643BYF7|A0A643BYF7_BALPH
OG0000871	sp|Q5SSM3|RHG44_MOUSE	tr|A0A643BPL4|A0A643BPL4_BALPH, tr|A0A6A1Q8E5|A0A6A1Q8E5_BALPH
OG0000872	sp|P63318|KPCG_MOUSE	tr|A0A643C0S8|A0A643C0S8_BALPH
OG0000872	sp|P68404|KPCB_MOUSE, sp|P20444|KPCA_MOUSE	tr|A0A6A1QC85|A0A6A1QC85_BALPH
OG0000873	sp|P26443|DHE3_MOUSE	tr|A0A643BM71|A0A643BM71_BALPH, tr|A0A643C5B5|A0A643C5B5_BALPH, tr|A0A6A1QDZ3|A0A6A1QDZ3_BALPH, tr|A0A6A1QDI1|A0A6A1QDI1_BALPH
OG0000874	sp|Q8BND4|INT6L_MOUSE	tr|A0A6A1QB89|A0A6A1QB89_BALPH
OG0000874	sp|Q6PCM2|INT6_MOUSE	tr|A0A643CCR4|A0A643CCR4_BALPH, tr|A0A643CCY7|A0A643CCY7_BALPH
OG0000875	sp|Q6A0A9|F120A_MOUSE	tr|A0A6A1Q960|A0A6A1Q960_BALPH
OG0000875	sp|Q8C3F2|F120C_MOUSE	tr|A0A643BKT8|A0A643BKT8_BALPH, tr|A0A643BWI6|A0A643BWI6_BALPH
OG0000876	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A643C0C7|A0A643C0C7_BALPH
OG0000876	sp|Q80TM6|R3HD2_MOUSE	tr|A0A643CGQ3|A0A643CGQ3_BALPH, tr|A0A643CB14|A0A643CB14_BALPH
OG0000877	sp|P70217|HXD13_MOUSE	tr|A0A6A1Q5B7|A0A6A1Q5B7_BALPH
OG0000877	sp|P50207|HXC13_MOUSE	tr|A0A643C6Q7|A0A643C6Q7_BALPH, tr|A0A643CAL7|A0A643CAL7_BALPH
OG0000878	sp|Q8BMA3|CNKR3_MOUSE, sp|Q80YA9|CNKR2_MOUSE, sp|Q5DU31|ICEF1_MOUSE, tr|F6UK53|F6UK53_MOUSE	tr|A0A6A1QBZ4|A0A6A1QBZ4_BALPH
OG0000879	sp|Q62465|VAT1_MOUSE	tr|A0A643CC52|A0A643CC52_BALPH
OG0000879	sp|Q80TB8|VAT1L_MOUSE	tr|A0A643CCE9|A0A643CCE9_BALPH, tr|A0A643C054|A0A643C054_BALPH
OG0000880	sp|Q8K0T7|UN13C_MOUSE	tr|A0A643BYR1|A0A643BYR1_BALPH
OG0000880	sp|Q9Z1N9|UN13B_MOUSE, sp|Q4KUS2|UN13A_MOUSE	tr|A0A6A1QLI6|A0A6A1QLI6_BALPH
OG0000881	sp|Q9Z207|DIAP3_MOUSE	tr|A0A6A1Q7W3|A0A6A1Q7W3_BALPH
OG0000881	sp|O70566|DIAP2_MOUSE, sp|O08808|DIAP1_MOUSE	tr|A0A643BNH5|A0A643BNH5_BALPH
OG0000882	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A6A1QDJ4|A0A6A1QDJ4_BALPH, tr|A0A6A1QCT1|A0A6A1QCT1_BALPH, tr|A0A643C5D4|A0A643C5D4_BALPH, tr|A0A643BTS1|A0A643BTS1_BALPH
OG0000883	sp|Q9JI11|STK4_MOUSE	tr|A0A643C5L9|A0A643C5L9_BALPH
OG0000883	sp|Q9JI10|STK3_MOUSE	tr|A0A643BXZ7|A0A643BXZ7_BALPH, tr|A0A643BXE0|A0A643BXE0_BALPH
OG0000884	sp|B6A8R8|TARM1_MOUSE	tr|A0A643BZX4|A0A643BZX4_BALPH
OG0000884	sp|Q19LI2|A1BG_MOUSE, sp|Q7TQA1|IGSF1_MOUSE	tr|A0A643C4Z8|A0A643C4Z8_BALPH
OG0000885	sp|P61092|SIA1A_MOUSE, tr|B2RWG3|B2RWG3_MOUSE, sp|Q06986|SIAH2_MOUSE, sp|Q06985|SIA1B_MOUSE	tr|A0A6A1Q224|A0A6A1Q224_BALPH
OG0000886	sp|Q91ZP3|LPIN1_MOUSE	tr|A0A643CBK0|A0A643CBK0_BALPH
