Orthogroup	Mus_musculus	Trichechus_manatus_latirostris
OG0000356	sp|Q8VH31|RFPLA_MOUSE	tr|A0A2Y9DWV1|A0A2Y9DWV1_TRIMA, tr|A0A2Y9DVA9|A0A2Y9DVA9_TRIMA
OG0000356	tr|J3QPR6|J3QPR6_MOUSE	tr|A0A2Y9DVL2|A0A2Y9DVL2_TRIMA, tr|A0A2Y9EDB1|A0A2Y9EDB1_TRIMA, tr|A0A2Y9DSY5|A0A2Y9DSY5_TRIMA
OG0000357	sp|Q69Z26|CNTN4_MOUSE	tr|A0A2Y9D5S7|A0A2Y9D5S7_TRIMA
OG0000357	sp|Q07409|CNTN3_MOUSE	tr|A0A2Y9QWF4|A0A2Y9QWF4_TRIMA
OG0000357	sp|Q9JMB8|CNTN6_MOUSE	tr|A0A2Y9EBQ0|A0A2Y9EBQ0_TRIMA, tr|A0A2Y9D6K8|A0A2Y9D6K8_TRIMA
OG0000360	sp|Q6A068|CDC5L_MOUSE, tr|A0A1W2P7S8|A0A1W2P7S8_MOUSE, tr|A0A1W2P7H4|A0A1W2P7H4_MOUSE, tr|A0A1W2P855|A0A1W2P855_MOUSE, tr|A0A1W2P6Q8|A0A1W2P6Q8_MOUSE, tr|A0A1W2P7Z8|A0A1W2P7Z8_MOUSE	tr|A0A2Y9DRD6|A0A2Y9DRD6_TRIMA
OG0000361	sp|O88673|DGKA_MOUSE	tr|A0A2Y9RA57|A0A2Y9RA57_TRIMA
OG0000361	sp|Q6NS52|DGKB_MOUSE	tr|A0A2Y9DMK8|A0A2Y9DMK8_TRIMA
OG0000361	sp|Q91WG7|DGKG_MOUSE	tr|A0A2Y9RKS6|A0A2Y9RKS6_TRIMA, tr|A0A2Y9RKX9|A0A2Y9RKX9_TRIMA
OG0000363	tr|Q9D519|Q9D519_MOUSE, tr|Q497M0|Q497M0_MOUSE, tr|A2ARK7|A2ARK7_MOUSE, tr|Q9D4X6|Q9D4X6_MOUSE, tr|A2BED8|A2BED8_MOUSE, tr|A2BEE3|A2BEE3_MOUSE	tr|A0A2Y9RJ71|A0A2Y9RJ71_TRIMA
OG0000364	tr|A2AVB8|A2AVB8_MOUSE, tr|A2AT96|A2AT96_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|Q8VF35|Q8VF35_MOUSE, tr|Q7TR58|Q7TR58_MOUSE	tr|A0A2Y9G1N0|A0A2Y9G1N0_TRIMA
OG0000366	tr|E9PV48|E9PV48_MOUSE, sp|Q64345|IFIT3_MOUSE	tr|A0A2Y9EDL2|A0A2Y9EDL2_TRIMA
OG0000366	sp|Q64112|IFIT2_MOUSE	tr|A0A2Y9D8N4|A0A2Y9D8N4_TRIMA, tr|A0A2Y9D8J0|A0A2Y9D8J0_TRIMA, tr|A0A2Y9FZ19|A0A2Y9FZ19_TRIMA
OG0000367	sp|Q64018|GLRA1_MOUSE	tr|A0A2Y9DB71|A0A2Y9DB71_TRIMA
OG0000367	sp|Q7TNC8|GLRA2_MOUSE	tr|A0A2Y9E3A4|A0A2Y9E3A4_TRIMA
OG0000367	sp|Q61603|GLRA4_MOUSE	tr|A0A2Y9E7Z5|A0A2Y9E7Z5_TRIMA
OG0000368	sp|Q811S7|UBIP1_MOUSE	tr|A0A2Y9R0W2|A0A2Y9R0W2_TRIMA
OG0000368	sp|Q9ERA0|TFCP2_MOUSE	tr|A0A2Y9E6X6|A0A2Y9E6X6_TRIMA
OG0000368	sp|Q3UNW5|TF2L1_MOUSE	tr|A0A2Y9R570|A0A2Y9R570_TRIMA, tr|A0A2Y9E7S1|A0A2Y9E7S1_TRIMA
OG0000369	sp|P35846|FOLR1_MOUSE	tr|A0A2Y9DVM5|A0A2Y9DVM5_TRIMA
OG0000369	sp|Q9EQF4|JUNO_MOUSE	tr|A0A2Y9E1U1|A0A2Y9E1U1_TRIMA
OG0000369	sp|Q05685|FOLR2_MOUSE	tr|A0A2Y9DWW6|A0A2Y9DWW6_TRIMA, tr|A0A2Y9RL39|A0A2Y9RL39_TRIMA
OG0000370	tr|F8VQM5|F8VQM5_MOUSE	tr|A0A2Y9RSL0|A0A2Y9RSL0_TRIMA
OG0000370	tr|A0A571BDS5|A0A571BDS5_MOUSE	tr|A0A2Y9RGQ9|A0A2Y9RGQ9_TRIMA
OG0000370	tr|A0A571BF69|A0A571BF69_MOUSE	tr|A0A2Y9RDZ1|A0A2Y9RDZ1_TRIMA, tr|A0A2Y9EA91|A0A2Y9EA91_TRIMA
OG0000371	sp|Q8VEB1|GRK5_MOUSE	tr|A0A2Y9QUJ8|A0A2Y9QUJ8_TRIMA
OG0000371	sp|O70293|GRK6_MOUSE	tr|A0A2Y9DBX5|A0A2Y9DBX5_TRIMA
OG0000371	sp|O70291|GRK4_MOUSE	tr|A0A2Y9FZB2|A0A2Y9FZB2_TRIMA
OG0000372	sp|Q9WTZ9|BEX3_MOUSE	tr|A0A2Y9RYN8|A0A2Y9RYN8_TRIMA, tr|A0A2Y9S3F1|A0A2Y9S3F1_TRIMA
OG0000372	sp|Q9CWT2|BEX4_MOUSE, sp|Q3TZW7|BEX6_MOUSE	tr|A0A2Y9EBK0|A0A2Y9EBK0_TRIMA, tr|A0A2Y9RVK7|A0A2Y9RVK7_TRIMA
OG0000373	sp|Q9CS42|PRPS2_MOUSE	tr|A0A2Y9G3S4|A0A2Y9G3S4_TRIMA
OG0000373	tr|G3UXL2|G3UXL2_MOUSE	tr|A0A2Y9R9T2|A0A2Y9R9T2_TRIMA
OG0000373	sp|Q9D7G0|PRPS1_MOUSE	tr|A0A2Y9FX62|A0A2Y9FX62_TRIMA
OG0000374	sp|Q3V3K7|GCNT7_MOUSE	tr|A0A2Y9EB97|A0A2Y9EB97_TRIMA
OG0000374	sp|P97402|GCNT2_MOUSE	tr|A0A2Y9EAU3|A0A2Y9EAU3_TRIMA, tr|A0A2Y9G1R6|A0A2Y9G1R6_TRIMA, tr|A0A2Y9G466|A0A2Y9G466_TRIMA, tr|A0A2Y9QP56|A0A2Y9QP56_TRIMA
OG0000375	sp|P38649|BGAT_MOUSE	tr|A0A2Y9FW14|A0A2Y9FW14_TRIMA, tr|A0A2Y9QQH1|A0A2Y9QQH1_TRIMA, tr|A0A2Y9G170|A0A2Y9G170_TRIMA, tr|A0A2Y9G5R1|A0A2Y9G5R1_TRIMA, tr|A0A2Y9RY22|A0A2Y9RY22_TRIMA, tr|A0A2Y9E7R2|A0A2Y9E7R2_TRIMA
OG0000376	sp|O35459|ECH1_MOUSE	tr|A0A2Y9G4J6|A0A2Y9G4J6_TRIMA, tr|A0A2Y9E6N8|A0A2Y9E6N8_TRIMA, tr|A0A2Y9S1R1|A0A2Y9S1R1_TRIMA, tr|A0A2Y9S1X0|A0A2Y9S1X0_TRIMA, tr|A0A2Y9S144|A0A2Y9S144_TRIMA, tr|A0A2Y9RK87|A0A2Y9RK87_TRIMA
OG0000377	sp|Q06770|CBG_MOUSE	tr|A0A2Y9DLK5|A0A2Y9DLK5_TRIMA
OG0000377	sp|P70458|IPSP_MOUSE	tr|A0A2Y9R6T3|A0A2Y9R6T3_TRIMA, tr|A0A2Y9FX54|A0A2Y9FX54_TRIMA, tr|A0A2Y9DLM2|A0A2Y9DLM2_TRIMA, tr|A0A2Y9FWW5|A0A2Y9FWW5_TRIMA
OG0000378	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A2Y9E8R6|A0A2Y9E8R6_TRIMA, tr|A0A2Y9G1P9|A0A2Y9G1P9_TRIMA, tr|A0A2Y9EA45|A0A2Y9EA45_TRIMA, tr|A0A2Y9E8U1|A0A2Y9E8U1_TRIMA, tr|A0A2Y9EA21|A0A2Y9EA21_TRIMA, tr|A0A2Y9E9D8|A0A2Y9E9D8_TRIMA
OG0000379	sp|P48774|GSTM5_MOUSE	tr|A0A2Y9EBX0|A0A2Y9EBX0_TRIMA, tr|A0A2Y9S0T2|A0A2Y9S0T2_TRIMA, tr|A0A2Y9EB47|A0A2Y9EB47_TRIMA, tr|A0A2Y9E822|A0A2Y9E822_TRIMA, tr|A0A2Y9RSK3|A0A2Y9RSK3_TRIMA, tr|A0A2Y9E6B3|A0A2Y9E6B3_TRIMA
OG0000380	sp|Q62191|RO52_MOUSE	tr|A0A2Y9FYS2|A0A2Y9FYS2_TRIMA, tr|A0A2Y9FYG3|A0A2Y9FYG3_TRIMA, tr|A0A2Y9RHX2|A0A2Y9RHX2_TRIMA, tr|A0A2Y9RI37|A0A2Y9RI37_TRIMA, tr|A0A2Y9QR04|A0A2Y9QR04_TRIMA, tr|A0A2Y9QIH9|A0A2Y9QIH9_TRIMA
OG0000387	sp|Q8R1A4|DOCK7_MOUSE	tr|A0A2Y9D7A8|A0A2Y9D7A8_TRIMA
OG0000387	sp|Q8C147|DOCK8_MOUSE	tr|A0A2Y9DFF5|A0A2Y9DFF5_TRIMA
OG0000387	sp|Q8VDR9|DOCK6_MOUSE	tr|A0A2Y9DQI9|A0A2Y9DQI9_TRIMA
OG0000388	sp|P16092|FGFR1_MOUSE	tr|A0A2Y9DZH7|A0A2Y9DZH7_TRIMA
OG0000388	sp|Q61851|FGFR3_MOUSE	tr|A0A2Y9REP9|A0A2Y9REP9_TRIMA
OG0000388	sp|P21803|FGFR2_MOUSE	tr|A0A2Y9FW34|A0A2Y9FW34_TRIMA
OG0000389	sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE	tr|A0A2Y9E5C0|A0A2Y9E5C0_TRIMA
OG0000390	tr|Q7TRX3|Q7TRX3_MOUSE	tr|A0A2Y9DKF9|A0A2Y9DKF9_TRIMA
OG0000390	sp|Q60891|OL139_MOUSE	tr|A0A2Y9FWS2|A0A2Y9FWS2_TRIMA, tr|A0A2Y9FX21|A0A2Y9FX21_TRIMA, tr|A0A2Y9FWY9|A0A2Y9FWY9_TRIMA
OG0000392	sp|P48722|HS74L_MOUSE	tr|A0A2Y9E917|A0A2Y9E917_TRIMA
OG0000392	sp|Q61699|HS105_MOUSE	tr|A0A2Y9RNM9|A0A2Y9RNM9_TRIMA
OG0000392	sp|Q61316|HSP74_MOUSE	tr|A0A2Y9E1T2|A0A2Y9E1T2_TRIMA
OG0000393	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A2Y9G0Z6|A0A2Y9G0Z6_TRIMA
OG0000393	sp|A0PJN4|U2QL1_MOUSE, tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A2Y9E5E0|A0A2Y9E5E0_TRIMA
OG0000394	sp|P40142|TKT_MOUSE	tr|A0A2Y9D6I3|A0A2Y9D6I3_TRIMA
OG0000394	sp|Q9D4D4|TKTL2_MOUSE	tr|A0A2Y9DW29|A0A2Y9DW29_TRIMA
OG0000394	sp|Q99MX0|TKTL1_MOUSE	tr|A0A2Y9QPS3|A0A2Y9QPS3_TRIMA
OG0000395	sp|O55017|CAC1B_MOUSE	tr|A0A2Y9EBQ3|A0A2Y9EBQ3_TRIMA
OG0000395	sp|Q61290|CAC1E_MOUSE	tr|A0A2Y9DE62|A0A2Y9DE62_TRIMA
OG0000395	sp|P97445|CAC1A_MOUSE	tr|A0A2Y9QG92|A0A2Y9QG92_TRIMA
OG0000397	sp|Q8BFU8|VGLU3_MOUSE	tr|A0A2Y9QRN4|A0A2Y9QRN4_TRIMA
OG0000397	sp|Q8BLE7|VGLU2_MOUSE	tr|A0A2Y9D8P6|A0A2Y9D8P6_TRIMA
OG0000397	sp|Q3TXX4|VGLU1_MOUSE	tr|A0A2Y9DWE3|A0A2Y9DWE3_TRIMA
OG0000399	sp|Q61090|FZD7_MOUSE	tr|A0A2Y9DPK1|A0A2Y9DPK1_TRIMA
OG0000399	sp|Q9JIP6|FZD2_MOUSE	tr|A0A2Y9DHD2|A0A2Y9DHD2_TRIMA
OG0000399	sp|O70421|FZD1_MOUSE	tr|A0A2Y9EAQ9|A0A2Y9EAQ9_TRIMA
OG0000400	sp|Q60899|ELAV2_MOUSE	tr|A0A2Y9FZ13|A0A2Y9FZ13_TRIMA
OG0000400	sp|Q60900|ELAV3_MOUSE	tr|A0A2Y9DP79|A0A2Y9DP79_TRIMA
OG0000400	sp|Q61701|ELAV4_MOUSE	tr|A0A2Y9DD04|A0A2Y9DD04_TRIMA
OG0000401	sp|Q920M5|CORO6_MOUSE	tr|A0A2Y9E1I5|A0A2Y9E1I5_TRIMA
OG0000401	sp|Q9WUM4|COR1C_MOUSE	tr|A0A2Y9R7W9|A0A2Y9R7W9_TRIMA
OG0000401	sp|Q9WUM3|COR1B_MOUSE	tr|A0A2Y9RHY1|A0A2Y9RHY1_TRIMA
OG0000402	sp|Q64467|G3PT_MOUSE	tr|A0A2Y9E724|A0A2Y9E724_TRIMA
OG0000402	sp|P16858|G3P_MOUSE, tr|S4R1W1|S4R1W1_MOUSE, tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE	tr|A0A2Y9E5C4|A0A2Y9E5C4_TRIMA
OG0000403	tr|E9PZ66|E9PZ66_MOUSE, tr|F8VQI7|F8VQI7_MOUSE	tr|A0A2Y9E9N7|A0A2Y9E9N7_TRIMA, tr|A0A2Y9G1J9|A0A2Y9G1J9_TRIMA, tr|A0A2Y9G1B1|A0A2Y9G1B1_TRIMA, tr|A0A2Y9E8W4|A0A2Y9E8W4_TRIMA
OG0000404	sp|Q99PL7|SCD3_MOUSE, sp|P13516|ACOD1_MOUSE, sp|P13011|SCD2_MOUSE, sp|Q6T707|SCD4_MOUSE	tr|A0A2Y9D8R5|A0A2Y9D8R5_TRIMA, tr|A0A2Y9DXZ6|A0A2Y9DXZ6_TRIMA
OG0000405	sp|Q9R0Y8|GBRG1_MOUSE	tr|A0A2Y9E9I8|A0A2Y9E9I8_TRIMA
OG0000405	sp|P22723|GBRG2_MOUSE	tr|A0A2Y9DBJ9|A0A2Y9DBJ9_TRIMA
OG0000405	tr|A2AMW3|A2AMW3_MOUSE	tr|A0A2Y9EAI1|A0A2Y9EAI1_TRIMA
OG0000407	sp|Q91Z98|CHIL4_MOUSE, sp|O35744|CHIL3_MOUSE, tr|A0A0G2JDS2|A0A0G2JDS2_MOUSE, tr|Q80W26|Q80W26_MOUSE, sp|Q91XA9|CHIA_MOUSE	tr|A0A2Y9FY49|A0A2Y9FY49_TRIMA
OG0000408	sp|Q3UH60|DIP2B_MOUSE	tr|A0A2Y9E8I4|A0A2Y9E8I4_TRIMA
OG0000408	tr|E9PWR4|E9PWR4_MOUSE	tr|A0A2Y9RVE5|A0A2Y9RVE5_TRIMA
OG0000408	sp|Q8BWT5|DIP2A_MOUSE	tr|A0A2Y9RK89|A0A2Y9RK89_TRIMA
OG0000409	sp|Q8BZ98|DYN3_MOUSE	tr|A0A2Y9FZD6|A0A2Y9FZD6_TRIMA
OG0000409	sp|P39053|DYN1_MOUSE	tr|A0A2Y9DJF5|A0A2Y9DJF5_TRIMA
OG0000409	sp|P39054|DYN2_MOUSE	tr|A0A2Y9DP90|A0A2Y9DP90_TRIMA
OG0000411	sp|Q3V0T4|ITAD_MOUSE	tr|A0A2Y9RXE4|A0A2Y9RXE4_TRIMA
OG0000411	sp|P05555|ITAM_MOUSE	tr|A0A2Y9RQJ8|A0A2Y9RQJ8_TRIMA
OG0000411	sp|Q9QXH4|ITAX_MOUSE	tr|A0A2Y9RYN7|A0A2Y9RYN7_TRIMA
OG0000412	sp|Q5DU02|UBP22_MOUSE	tr|A0A2Y9RH88|A0A2Y9RH88_TRIMA
OG0000412	sp|Q8CEG8|UBP27_MOUSE	tr|A0A2Y9FWX9|A0A2Y9FWX9_TRIMA
OG0000412	sp|B1AY15|UBP51_MOUSE	tr|A0A2Y9EC36|A0A2Y9EC36_TRIMA
OG0000413	sp|P33175|KIF5A_MOUSE	tr|A0A2Y9DRX2|A0A2Y9DRX2_TRIMA
OG0000413	sp|P28738|KIF5C_MOUSE	tr|A0A2Y9DIN9|A0A2Y9DIN9_TRIMA
OG0000413	sp|Q61768|KINH_MOUSE	tr|A0A2Y9E4L8|A0A2Y9E4L8_TRIMA
OG0000414	sp|A2AJB7|LCN5_MOUSE, sp|Q62472|VNS2_MOUSE, tr|A2BHR0|A2BHR0_MOUSE, sp|Q8K1H9|OBP2A_MOUSE, sp|Q62471|VNS1_MOUSE	tr|A0A2Y9RDM3|A0A2Y9RDM3_TRIMA
OG0000415	tr|E9Q7N9|E9Q7N9_MOUSE	tr|A0A2Y9R8Z2|A0A2Y9R8Z2_TRIMA
OG0000415	sp|Q69Z23|DYH17_MOUSE	tr|A0A2Y9DGH3|A0A2Y9DGH3_TRIMA
OG0000415	tr|B1AR51|B1AR51_MOUSE	tr|A0A2Y9FZ36|A0A2Y9FZ36_TRIMA
OG0000416	tr|Q8C6G0|Q8C6G0_MOUSE	tr|A0A2Y9R7N0|A0A2Y9R7N0_TRIMA
OG0000416	sp|Q8R412|IF27A_MOUSE, sp|Q8VC49|IF27B_MOUSE	tr|A0A2Y9G0A2|A0A2Y9G0A2_TRIMA, tr|A0A2Y9R775|A0A2Y9R775_TRIMA
OG0000417	sp|P11881|ITPR1_MOUSE	tr|A0A2Y9RBL0|A0A2Y9RBL0_TRIMA
OG0000417	sp|P70227|ITPR3_MOUSE	tr|A0A2Y9EA46|A0A2Y9EA46_TRIMA
OG0000417	sp|Q9Z329|ITPR2_MOUSE	tr|A0A2Y9RQM3|A0A2Y9RQM3_TRIMA
OG0000418	sp|Q9JM52|MINK1_MOUSE	tr|A0A2Y9DK05|A0A2Y9DK05_TRIMA
OG0000418	sp|P97820|M4K4_MOUSE	tr|A0A2Y9R2E3|A0A2Y9R2E3_TRIMA
OG0000418	sp|P83510|TNIK_MOUSE	tr|A0A2Y9RGZ5|A0A2Y9RGZ5_TRIMA
OG0000419	sp|P63318|KPCG_MOUSE	tr|A0A2Y9DWD1|A0A2Y9DWD1_TRIMA
OG0000419	sp|P20444|KPCA_MOUSE	tr|A0A2Y9DGJ5|A0A2Y9DGJ5_TRIMA
OG0000419	sp|P68404|KPCB_MOUSE	tr|A0A2Y9DF39|A0A2Y9DF39_TRIMA
OG0000420	sp|Q6PD03|2A5A_MOUSE	tr|A0A2Y9RZI9|A0A2Y9RZI9_TRIMA
OG0000420	sp|Q61151|2A5E_MOUSE	tr|A0A2Y9DAE0|A0A2Y9DAE0_TRIMA
OG0000420	sp|Q6PD28|2A5B_MOUSE	tr|A0A2Y9RPY4|A0A2Y9RPY4_TRIMA
OG0000421	sp|A2A8L5|PTPRF_MOUSE	tr|A0A2Y9DC47|A0A2Y9DC47_TRIMA
OG0000421	sp|B0V2N1|PTPRS_MOUSE	tr|A0A2Y9DQR5|A0A2Y9DQR5_TRIMA
OG0000421	sp|Q64487|PTPRD_MOUSE	tr|A0A2Y9FVZ6|A0A2Y9FVZ6_TRIMA
OG0000422	sp|E9Q9U0|U17PB_MOUSE, sp|Q7M764|U17PE_MOUSE, sp|G5E8G2|U17PD_MOUSE, sp|G5E8I7|U17LC_MOUSE, sp|Q61068|U17PA_MOUSE	tr|A0A2Y9G4I3|A0A2Y9G4I3_TRIMA
OG0000423	sp|Q9WVD4|CLCN5_MOUSE	tr|A0A2Y9DLP2|A0A2Y9DLP2_TRIMA
OG0000423	sp|P51791|CLCN3_MOUSE	tr|A0A2Y9RVG9|A0A2Y9RVG9_TRIMA
OG0000423	sp|Q61418|CLCN4_MOUSE	tr|A0A2Y9RXS0|A0A2Y9RXS0_TRIMA
OG0000424	sp|Q9QZC1|TRPC3_MOUSE	tr|A0A2Y9E4Q2|A0A2Y9E4Q2_TRIMA
OG0000424	sp|Q9WVC5|TRPC7_MOUSE	tr|A0A2Y9E274|A0A2Y9E274_TRIMA
OG0000424	sp|Q61143|TRPC6_MOUSE	tr|A0A2Y9RN46|A0A2Y9RN46_TRIMA
OG0000425	tr|A0A087WRT7|A0A087WRT7_MOUSE, tr|E9PZI3|E9PZI3_MOUSE, tr|Q9D3F6|Q9D3F6_MOUSE, tr|Q9ES61|Q9ES61_MOUSE, sp|Q99N05|M4A4D_MOUSE	tr|A0A2Y9RZH6|A0A2Y9RZH6_TRIMA
OG0000427	sp|Q91Y86|MK08_MOUSE	tr|A0A2Y9G375|A0A2Y9G375_TRIMA
OG0000427	sp|Q61831|MK10_MOUSE	tr|A0A2Y9EB08|A0A2Y9EB08_TRIMA
OG0000427	sp|Q9WTU6|MK09_MOUSE	tr|A0A2Y9RRN7|A0A2Y9RRN7_TRIMA
OG0000428	sp|Q9QZ25|VNN3_MOUSE	tr|A0A2Y9D6Z2|A0A2Y9D6Z2_TRIMA
OG0000428	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A2Y9QQY0|A0A2Y9QQY0_TRIMA, tr|A0A2Y9D744|A0A2Y9D744_TRIMA, tr|A0A2Y9FVW4|A0A2Y9FVW4_TRIMA
OG0000429	sp|Q9R157|ADA18_MOUSE	tr|A0A2Y9DX52|A0A2Y9DX52_TRIMA
OG0000429	sp|Q3TTE0|ADAM5_MOUSE, sp|F8VQ03|ADAM3_MOUSE, sp|Q60718|ADAM2_MOUSE	tr|A0A2Y9DW86|A0A2Y9DW86_TRIMA
OG0000430	sp|O70497|FCN2_MOUSE	tr|A0A2Y9RY00|A0A2Y9RY00_TRIMA, tr|A0A2Y9RV00|A0A2Y9RV00_TRIMA, tr|A0A2Y9E7U3|A0A2Y9E7U3_TRIMA
OG0000430	sp|O70165|FCN1_MOUSE	tr|A0A2Y9DNC9|A0A2Y9DNC9_TRIMA
OG0000431	sp|P70698|PYRG1_MOUSE	tr|A0A2Y9QLW4|A0A2Y9QLW4_TRIMA
OG0000431	sp|P70303|PYRG2_MOUSE	tr|A0A2Y9D652|A0A2Y9D652_TRIMA, tr|A0A2Y9G276|A0A2Y9G276_TRIMA, tr|A0A2Y9DYD0|A0A2Y9DYD0_TRIMA
OG0000432	tr|Q8VF31|Q8VF31_MOUSE	tr|A0A2Y9FYN1|A0A2Y9FYN1_TRIMA
OG0000432	tr|Q8VF30|Q8VF30_MOUSE, tr|Q924H8|Q924H8_MOUSE	tr|A0A2Y9G2I7|A0A2Y9G2I7_TRIMA, tr|A0A2Y9G174|A0A2Y9G174_TRIMA
OG0000435	sp|Q9WUA3|PFKAP_MOUSE	tr|A0A2Y9EAG9|A0A2Y9EAG9_TRIMA
OG0000435	sp|P47857|PFKAM_MOUSE	tr|A0A2Y9RH46|A0A2Y9RH46_TRIMA
OG0000435	sp|P12382|PFKAL_MOUSE	tr|A0A2Y9E201|A0A2Y9E201_TRIMA
OG0000436	tr|Q8VFC8|Q8VFC8_MOUSE	tr|A0A2Y9FWF8|A0A2Y9FWF8_TRIMA
OG0000436	sp|Q8VFT4|OL734_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE	tr|A0A2Y9EBR2|A0A2Y9EBR2_TRIMA
OG0000437	tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE	tr|A0A2Y9G0R0|A0A2Y9G0R0_TRIMA
OG0000438	sp|P23359|BMP7_MOUSE	tr|A0A2Y9D930|A0A2Y9D930_TRIMA
OG0000438	sp|P20722|BMP6_MOUSE	tr|A0A2Y9E896|A0A2Y9E896_TRIMA
OG0000438	sp|Q9Z0J7|GDF15_MOUSE	tr|A0A2Y9G370|A0A2Y9G370_TRIMA
OG0000439	sp|Q8BIK4|DOCK9_MOUSE	tr|A0A2Y9RNL7|A0A2Y9RNL7_TRIMA
OG0000439	sp|A2AF47|DOC11_MOUSE	tr|A0A2Y9RE50|A0A2Y9RE50_TRIMA
OG0000439	sp|Q8BZN6|DOC10_MOUSE	tr|A0A2Y9E2B7|A0A2Y9E2B7_TRIMA
OG0000440	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A2Y9E7Q6|A0A2Y9E7Q6_TRIMA
OG0000440	sp|Q3UQ44|IQGA2_MOUSE	tr|A0A2Y9R0S4|A0A2Y9R0S4_TRIMA
OG0000440	sp|Q9JKF1|IQGA1_MOUSE	tr|A0A2Y9DAX7|A0A2Y9DAX7_TRIMA
OG0000441	tr|J3QMD1|J3QMD1_MOUSE	tr|A0A2Y9RHZ6|A0A2Y9RHZ6_TRIMA, tr|A0A2Y9G207|A0A2Y9G207_TRIMA, tr|A0A2Y9FZL9|A0A2Y9FZL9_TRIMA, tr|A0A2Y9G3C2|A0A2Y9G3C2_TRIMA, tr|A0A2Y9RMK8|A0A2Y9RMK8_TRIMA
OG0000442	sp|Q62261|SPTB2_MOUSE	tr|A0A2Y9R469|A0A2Y9R469_TRIMA
OG0000442	sp|P15508|SPTB1_MOUSE	tr|A0A2Y9DAE7|A0A2Y9DAE7_TRIMA
OG0000442	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A2Y9DYG0|A0A2Y9DYG0_TRIMA
OG0000443	sp|P30051|TEAD1_MOUSE	tr|A0A2Y9RE58|A0A2Y9RE58_TRIMA
OG0000443	sp|Q62296|TEAD4_MOUSE	tr|A0A2Y9DU90|A0A2Y9DU90_TRIMA
OG0000443	sp|P70210|TEAD3_MOUSE	tr|A0A2Y9G553|A0A2Y9G553_TRIMA
OG0000444	sp|Q8C166|CPNE1_MOUSE	tr|A0A2Y9QNN8|A0A2Y9QNN8_TRIMA
OG0000444	sp|P59108|CPNE2_MOUSE	tr|A0A2Y9QKY6|A0A2Y9QKY6_TRIMA
OG0000444	sp|Q8BT60|CPNE3_MOUSE	tr|A0A2Y9QEX4|A0A2Y9QEX4_TRIMA
OG0000445	sp|Q8BZ03|KPCD2_MOUSE	tr|A0A2Y9DUR7|A0A2Y9DUR7_TRIMA
OG0000445	sp|Q8K1Y2|KPCD3_MOUSE	tr|A0A2Y9RJE9|A0A2Y9RJE9_TRIMA
OG0000445	sp|Q62101|KPCD1_MOUSE	tr|A0A2Y9R1A2|A0A2Y9R1A2_TRIMA
OG0000446	sp|P62141|PP1B_MOUSE	tr|A0A2Y9R8S4|A0A2Y9R8S4_TRIMA
OG0000446	sp|P62137|PP1A_MOUSE	tr|A0A2Y9RPT0|A0A2Y9RPT0_TRIMA
OG0000446	sp|P63087|PP1G_MOUSE	tr|A0A2Y9RDG0|A0A2Y9RDG0_TRIMA
OG0000447	sp|P68254|1433T_MOUSE	tr|A0A2Y9FYU0|A0A2Y9FYU0_TRIMA
OG0000447	sp|Q9CQV8|1433B_MOUSE	tr|A0A2Y9QLK9|A0A2Y9QLK9_TRIMA
OG0000447	sp|P63101|1433Z_MOUSE	tr|A0A2Y9QK13|A0A2Y9QK13_TRIMA
OG0000448	tr|Q7TRM9|Q7TRM9_MOUSE	tr|A0A2Y9E8C1|A0A2Y9E8C1_TRIMA
OG0000448	tr|Q920G5|Q920G5_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE	tr|A0A2Y9E9N2|A0A2Y9E9N2_TRIMA, tr|A0A2Y9E8R9|A0A2Y9E8R9_TRIMA
OG0000449	sp|O09160|FUT1_MOUSE	tr|A0A2Y9DVN8|A0A2Y9DVN8_TRIMA
OG0000449	sp|P97353|SEC1_MOUSE	tr|A0A2Y9G285|A0A2Y9G285_TRIMA
OG0000449	sp|Q9JL27|FUT2_MOUSE	tr|A0A2Y9DWG7|A0A2Y9DWG7_TRIMA
OG0000450	sp|Q6PDQ2|CHD4_MOUSE	tr|A0A2Y9RQJ1|A0A2Y9RQJ1_TRIMA
