Orthogroup	Mus_musculus	Pongo_abelii
OG0000980	sp|Q9D8E6|RL4_MOUSE	tr|H2PBG9|H2PBG9_PONAB, sp|Q5RCR3|RL4_PONAB, tr|A0A8I5U0S8|A0A8I5U0S8_PONAB
OG0000981	sp|P08113|ENPL_MOUSE	tr|H2PXJ0|H2PXJ0_PONAB, tr|H2N6S9|H2N6S9_PONAB, sp|Q5R6F7|ENPL_PONAB
OG0000982	sp|O35709|ENC1_MOUSE	tr|A0A6D2XZ86|A0A6D2XZ86_PONAB
OG0000982	sp|Q8R2P1|KLH25_MOUSE	tr|H2NP35|H2NP35_PONAB
OG0000983	sp|Q8VCZ3|THAP7_MOUSE	tr|A0A6D2Y9G1|A0A6D2Y9G1_PONAB, tr|H2PDS3|H2PDS3_PONAB, tr|A0A6D2VU00|A0A6D2VU00_PONAB
OG0000984	sp|Q3TWW8|SRSF6_MOUSE	tr|H2P1Y9|H2P1Y9_PONAB
OG0000984	sp|Q8VE97|SRSF4_MOUSE	tr|H2N892|H2N892_PONAB
OG0000985	sp|Q9D529|WBP2L_MOUSE	tr|A0A2J8TWK4|A0A2J8TWK4_PONAB
OG0000985	sp|P97765|WBP2_MOUSE	tr|A0A8I5TP62|A0A8I5TP62_PONAB
OG0000986	sp|Q9Z2H2|RGS6_MOUSE	tr|A0A8I5T656|A0A8I5T656_PONAB
OG0000986	sp|O54829|RGS7_MOUSE	tr|A0A8I5TSJ0|A0A8I5TSJ0_PONAB
OG0000987	sp|P30731|GPR83_MOUSE, tr|Q3V3A3|Q3V3A3_MOUSE, tr|Q80T54|Q80T54_MOUSE	tr|A0A8I5TGB5|A0A8I5TGB5_PONAB
OG0000988	sp|Q9JIA1|LGI1_MOUSE, sp|Q8K1S1|LGI4_MOUSE	tr|A0A2J8Y5E3|A0A2J8Y5E3_PONAB, sp|Q5R945|LGI1_PONAB
OG0000989	sp|Q9QZH3|PPIE_MOUSE	sp|Q5R723|PPIE_PONAB, tr|A0A8I5UEQ2|A0A8I5UEQ2_PONAB, tr|A0A8I5UCJ7|A0A8I5UCJ7_PONAB
OG0000990	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A8I5YNQ6|A0A8I5YNQ6_PONAB, tr|A0A8I5TJB5|A0A8I5TJB5_PONAB, tr|A0A8I5TFH1|A0A8I5TFH1_PONAB
OG0000991	sp|Q8R4U6|TOP1M_MOUSE	tr|H2PRC7|H2PRC7_PONAB
OG0000991	sp|Q04750|TOP1_MOUSE	tr|H2P1X8|H2P1X8_PONAB
OG0000992	sp|Q7TT50|MRCKB_MOUSE	tr|H2NMB5|H2NMB5_PONAB
OG0000992	sp|Q3UU96|MRCKA_MOUSE	tr|A0A8I5T6R9|A0A8I5T6R9_PONAB
OG0000993	tr|Q5SQ27|Q5SQ27_MOUSE	tr|H2P419|H2P419_PONAB
OG0000993	sp|Q99J08|S14L2_MOUSE	tr|A0A8I5U2T3|A0A8I5U2T3_PONAB
OG0000994	sp|P0DP27|CALM2_MOUSE, sp|P0DP26|CALM1_MOUSE, sp|P0DP28|CALM3_MOUSE	sp|Q5RAD2|CALM_PONAB
OG0000996	sp|Q6PCM2|INT6_MOUSE	tr|H2NJX9|H2NJX9_PONAB
OG0000996	sp|Q8BND4|INT6L_MOUSE	tr|H2PWV8|H2PWV8_PONAB
OG0000997	sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A8I5UD57|A0A8I5UD57_PONAB
OG0000997	tr|Q8BW45|Q8BW45_MOUSE	tr|A0A8I5U7S8|A0A8I5U7S8_PONAB
OG0001000	sp|P01904|HA21_MOUSE, sp|P04224|HA22_MOUSE	tr|H2PL41|H2PL41_PONAB, tr|H2PL32|H2PL32_PONAB
OG0001001	sp|P98200|AT8A2_MOUSE	tr|H2NJG1|H2NJG1_PONAB
OG0001001	sp|P70704|AT8A1_MOUSE	tr|H2PD73|H2PD73_PONAB
OG0001002	tr|A2A3U9|A2A3U9_MOUSE	tr|H2PWL1|H2PWL1_PONAB, tr|A0A8I5UCJ1|A0A8I5UCJ1_PONAB, tr|H2PWN8|H2PWN8_PONAB
OG0001003	sp|Q4VA53|PDS5B_MOUSE	tr|H2NJL0|H2NJL0_PONAB
OG0001003	sp|Q6A026|PDS5A_MOUSE	tr|H2PD53|H2PD53_PONAB
OG0001004	sp|Q02956|KPCZ_MOUSE	tr|A0A8I5UGI1|A0A8I5UGI1_PONAB
OG0001004	sp|Q62074|KPCI_MOUSE	sp|Q5R4K9|KPCI_PONAB
OG0001005	sp|Q8CDC0|SPB13_MOUSE	tr|A0A8I5TYG6|A0A8I5TYG6_PONAB, tr|H2NWI2|H2NWI2_PONAB, tr|H2NWI0|H2NWI0_PONAB
OG0001006	sp|Q921F2|TADBP_MOUSE	sp|Q5R5W2|TADBP_PONAB, tr|A0A8I5TNR8|A0A8I5TNR8_PONAB, tr|A0A8I5UNW1|A0A8I5UNW1_PONAB
OG0001008	sp|P85965|DPA5B_MOUSE, sp|Q9CQS7|DPA5A_MOUSE	tr|H2PJK6|H2PJK6_PONAB, tr|H2PJK5|H2PJK5_PONAB
OG0001009	sp|Q9D1C9|RRP7A_MOUSE	tr|A0A8I5SYZ3|A0A8I5SYZ3_PONAB, tr|H2P4M5|H2P4M5_PONAB, sp|Q5RA17|RRP7A_PONAB
OG0001010	sp|A2ARP9|CTSR2_MOUSE	tr|A0A8I5TIL5|A0A8I5TIL5_PONAB, tr|A0A8I5TU78|A0A8I5TU78_PONAB, tr|H2NN20|H2NN20_PONAB
OG0001011	sp|P21271|MYO5B_MOUSE	tr|A0A8I5T6K6|A0A8I5T6K6_PONAB
OG0001011	sp|Q99104|MYO5A_MOUSE	tr|A0A8I5TK68|A0A8I5TK68_PONAB
OG0001012	sp|Q6ZPR5|NSMA3_MOUSE	tr|H2P989|H2P989_PONAB, tr|A0A8I5U9H2|A0A8I5U9H2_PONAB, tr|A0A8I5TYA8|A0A8I5TYA8_PONAB
OG0001013	tr|Q8C6B0|Q8C6B0_MOUSE, tr|G3X9G9|G3X9G9_MOUSE, tr|Q5I0W6|Q5I0W6_MOUSE	tr|A0A8I5TXM7|A0A8I5TXM7_PONAB
OG0001014	sp|Q9Z1N5|DX39B_MOUSE	sp|Q5RE47|DX39B_PONAB
OG0001014	sp|Q8VDW0|DX39A_MOUSE	tr|H2NXT1|H2NXT1_PONAB
OG0001015	sp|Q9QZN4|FBX6_MOUSE	tr|H2N941|H2N941_PONAB
OG0001015	sp|Q8BK26|FBX44_MOUSE	tr|A0A2J8USI3|A0A2J8USI3_PONAB
OG0001016	sp|P27784|CCL6_MOUSE, sp|P51670|CCL9_MOUSE	tr|H2NTF0|H2NTF0_PONAB, tr|A0A6D2W9S4|A0A6D2W9S4_PONAB
OG0001017	sp|P49312|ROA1_MOUSE	tr|H2NF85|H2NF85_PONAB, tr|A0A8I5T4E0|A0A8I5T4E0_PONAB, tr|H2PXI7|H2PXI7_PONAB
OG0001018	sp|Q3TKT4|SMCA4_MOUSE	tr|H2NXK9|H2NXK9_PONAB
OG0001018	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A2J8XHK3|A0A2J8XHK3_PONAB
OG0001019	sp|Q3THE2|ML12B_MOUSE	tr|A0A6D2WX35|A0A6D2WX35_PONAB, tr|A0A140TAX1|A0A140TAX1_PONAB, sp|Q5RC34|ML12A_PONAB
OG0001020	sp|Q62245|SOS1_MOUSE	tr|A0A2J8SWK9|A0A2J8SWK9_PONAB
OG0001020	sp|Q02384|SOS2_MOUSE	tr|H2NL72|H2NL72_PONAB
OG0001021	sp|Q6PGB8|SMCA1_MOUSE	tr|A0A8I5TWK5|A0A8I5TWK5_PONAB
OG0001021	sp|Q91ZW3|SMCA5_MOUSE	tr|H2PEE1|H2PEE1_PONAB
OG0001022	sp|P62069|UBP46_MOUSE	sp|Q5RBQ4|UBP46_PONAB
OG0001022	sp|Q9D9M2|UBP12_MOUSE	tr|A0A8I5U9P7|A0A8I5U9P7_PONAB
OG0001023	sp|Q4VA61|DSCL1_MOUSE	tr|H2NFF1|H2NFF1_PONAB
OG0001023	sp|Q9ERC8|DSCAM_MOUSE	tr|H2P366|H2P366_PONAB
OG0001024	tr|Q5SPH3|Q5SPH3_MOUSE, tr|B1ARV3|B1ARV3_MOUSE, sp|O09046|OXLA_MOUSE	tr|H2NZQ2|H2NZQ2_PONAB
OG0001025	sp|Q9WVP1|AP1M2_MOUSE	tr|H2NXK0|H2NXK0_PONAB
OG0001025	sp|P35585|AP1M1_MOUSE	tr|H2NXY0|H2NXY0_PONAB
OG0001026	sp|A2RSQ0|DEN5B_MOUSE	tr|H2NGX4|H2NGX4_PONAB
OG0001026	sp|Q6PAL8|DEN5A_MOUSE	tr|H2NE48|H2NE48_PONAB
OG0001027	sp|Q61626|GRIK5_MOUSE	tr|H2NYZ6|H2NYZ6_PONAB
OG0001027	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A2J8X0I3|A0A2J8X0I3_PONAB
OG0001028	sp|P46097|SYT2_MOUSE, sp|Q9R0N5|SYT5_MOUSE	tr|A0A2J8UXE7|A0A2J8UXE7_PONAB, tr|H2PUC2|H2PUC2_PONAB
OG0001029	sp|P70371|TERF1_MOUSE	tr|A0A8I5TLA5|A0A8I5TLA5_PONAB, tr|H2PQJ8|H2PQJ8_PONAB, tr|H2NER4|H2NER4_PONAB
OG0001030	sp|P79457|UTY_MOUSE, sp|Q5NCY0|KDM6B_MOUSE, sp|O70546|KDM6A_MOUSE	tr|A0A8I5TXW2|A0A8I5TXW2_PONAB
OG0001031	sp|Q91VC3|IF4A3_MOUSE, tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE	tr|H2NUY8|H2NUY8_PONAB
OG0001032	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A8I5TKR5|A0A8I5TKR5_PONAB, tr|A0A8I5T4K2|A0A8I5T4K2_PONAB, tr|A0A8I5TPD7|A0A8I5TPD7_PONAB
OG0001033	sp|O70126|AURKB_MOUSE	tr|H2NSM9|H2NSM9_PONAB
OG0001033	sp|O88445|AURKC_MOUSE	tr|H2P0C0|H2P0C0_PONAB
OG0001034	sp|P63080|GBRB3_MOUSE	tr|K7EVN5|K7EVN5_PONAB
OG0001034	sp|P63137|GBRB2_MOUSE	tr|A0A2J8X6Y9|A0A2J8X6Y9_PONAB
OG0001035	sp|Q9D0K2|SCOT1_MOUSE, sp|Q9JJN4|SCO2A_MOUSE, sp|Q9ESL0|SCO2B_MOUSE	tr|A0A8I5TDN6|A0A8I5TDN6_PONAB
OG0001036	tr|B2RTN3|B2RTN3_MOUSE	tr|H2P0A3|H2P0A3_PONAB, tr|A0A2J8R5B9|A0A2J8R5B9_PONAB, tr|A0A2J8R5C9|A0A2J8R5C9_PONAB
OG0001037	sp|O35350|CAN1_MOUSE	tr|A0A6D2XIF5|A0A6D2XIF5_PONAB, sp|Q5NVS7|CAN1_PONAB, tr|H2P6K3|H2P6K3_PONAB
OG0001038	sp|P62192|PRS4_MOUSE	tr|A0A8I5U2A6|A0A8I5U2A6_PONAB, tr|H2PXS6|H2PXS6_PONAB, tr|A0A8I5TE34|A0A8I5TE34_PONAB
OG0001039	sp|Q3TCT4|ENTP7_MOUSE, sp|Q9DBT4|ENTP4_MOUSE	tr|H2NB96|H2NB96_PONAB, sp|Q5REF6|ENTP7_PONAB
OG0001040	sp|Q6NZQ8|MARH1_MOUSE	tr|H2PEN5|H2PEN5_PONAB
OG0001040	sp|Q9DBD2|MARH8_MOUSE	tr|A0A8I5TV68|A0A8I5TV68_PONAB
OG0001042	sp|O70228|ATP9A_MOUSE	tr|H2P2B3|H2P2B3_PONAB
OG0001042	sp|P98195|ATP9B_MOUSE	tr|A0A8I5TJK2|A0A8I5TJK2_PONAB
OG0001043	sp|Q9JLC4|SORC1_MOUSE	tr|H2NBJ6|H2NBJ6_PONAB
OG0001043	sp|Q8VI51|SORC3_MOUSE	tr|H2NBJ3|H2NBJ3_PONAB
OG0001044	sp|P62960|YBOX1_MOUSE	tr|A0A2J8SMJ2|A0A2J8SMJ2_PONAB, tr|A0A8I5TRK4|A0A8I5TRK4_PONAB, tr|A0A8I5TD52|A0A8I5TD52_PONAB
OG0001045	sp|E9Q4Z2|ACACB_MOUSE	tr|A0A2J8XLH6|A0A2J8XLH6_PONAB
OG0001045	sp|Q5SWU9|ACACA_MOUSE	tr|H2NTG4|H2NTG4_PONAB
OG0001046	sp|Q8R5C5|ACTY_MOUSE	tr|A0A663D6R4|A0A663D6R4_PONAB
OG0001046	sp|P61164|ACTZ_MOUSE	tr|H2NBF7|H2NBF7_PONAB
OG0001047	sp|Q9D9L5|ACTT2_MOUSE	tr|H2N9D9|H2N9D9_PONAB
OG0001047	sp|Q9D9J3|ACTT1_MOUSE	tr|H2PWQ1|H2PWQ1_PONAB
OG0001048	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A8I5YUN6|A0A8I5YUN6_PONAB, tr|H2PCK0|H2PCK0_PONAB, tr|H2PCI8|H2PCI8_PONAB
OG0001049	sp|Q61362|CH3L1_MOUSE	tr|A0A6D2WQ60|A0A6D2WQ60_PONAB, tr|H2N440|H2N440_PONAB, sp|Q5RBP6|CH3L1_PONAB
OG0001050	sp|Q63836|SBP2_MOUSE, sp|P17563|SBP1_MOUSE	sp|Q5RF48|SBP1_PONAB, tr|A0A8I5TY81|A0A8I5TY81_PONAB
OG0001051	sp|Q9JJZ8|CNGA3_MOUSE	tr|A0A6D2WZ09|A0A6D2WZ09_PONAB
OG0001051	sp|Q62398|CNGA2_MOUSE	tr|H2PX32|H2PX32_PONAB
OG0001052	tr|Q8BGR1|Q8BGR1_MOUSE	tr|A0A8I5YUA5|A0A8I5YUA5_PONAB
OG0001052	sp|O70400|PDLI1_MOUSE	tr|H2NB36|H2NB36_PONAB
OG0001053	sp|P46737|BRCC3_MOUSE, sp|Q7M757|BRC3L_MOUSE	sp|Q5R9L6|BRCC3_PONAB, tr|K7ET42|K7ET42_PONAB
OG0001054	sp|Q8K4D3|S36A1_MOUSE	tr|A0A6D2Y9L7|A0A6D2Y9L7_PONAB
OG0001054	sp|Q8BHK3|S36A2_MOUSE	tr|H2PH47|H2PH47_PONAB
OG0001055	sp|Q9QZB9|DCTN5_MOUSE	tr|A0A8I5YUZ6|A0A8I5YUZ6_PONAB, sp|Q5R559|DCTN5_PONAB, tr|A0A8I5T8C1|A0A8I5T8C1_PONAB
OG0001056	sp|Q9JKL1|PKR1_MOUSE	tr|H2P5Z8|H2P5Z8_PONAB
OG0001056	sp|Q8K458|PKR2_MOUSE	tr|H2P197|H2P197_PONAB
OG0001057	sp|O88485|DC1I1_MOUSE	tr|H2PMV7|H2PMV7_PONAB
OG0001057	sp|O88487|DC1I2_MOUSE	sp|Q5NVM2|DC1I2_PONAB
OG0001058	sp|Q9CYI4|LUC7L_MOUSE	tr|H2NPJ0|H2NPJ0_PONAB
OG0001058	sp|Q7TNC4|LC7L2_MOUSE	tr|A0A8I5TAY3|A0A8I5TAY3_PONAB
OG0001059	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A8I5U0M6|A0A8I5U0M6_PONAB
OG0001059	sp|Q9WVB4|SLIT3_MOUSE	tr|H2PHB4|H2PHB4_PONAB
OG0001061	sp|A2A5R2|BIG2_MOUSE	tr|H2P283|H2P283_PONAB
OG0001061	sp|G3X9K3|BIG1_MOUSE	tr|H2PQI1|H2PQI1_PONAB
OG0001062	sp|Q9JLJ0|LITAF_MOUSE	tr|A0A8I5YPL6|A0A8I5YPL6_PONAB, tr|H2NQ58|H2NQ58_PONAB, tr|A0A8I5TAJ8|A0A8I5TAJ8_PONAB
OG0001063	sp|Q9R194|CRY2_MOUSE	tr|A0A2J8WFG6|A0A2J8WFG6_PONAB
OG0001063	sp|P97784|CRY1_MOUSE	tr|H2NII4|H2NII4_PONAB
OG0001064	sp|P62082|RS7_MOUSE	tr|A0A6D2XEN9|A0A6D2XEN9_PONAB, tr|A0A8I5TW41|A0A8I5TW41_PONAB, tr|H2NVU4|H2NVU4_PONAB
OG0001065	tr|Q80XU5|Q80XU5_MOUSE, tr|E9Q861|E9Q861_MOUSE	tr|H2NNE8|H2NNE8_PONAB, tr|H2NNE9|H2NNE9_PONAB
OG0001066	sp|Q91VY5|KDM4B_MOUSE	tr|A0A8I5UIS5|A0A8I5UIS5_PONAB
OG0001066	sp|Q8VCD7|KDM4C_MOUSE	tr|H2PS63|H2PS63_PONAB
OG0001067	sp|A2APV2|FMNL2_MOUSE	tr|H2P7K0|H2P7K0_PONAB
OG0001067	sp|Q6ZPF4|FMNL3_MOUSE	tr|A0A8I5UGL6|A0A8I5UGL6_PONAB
OG0001068	sp|Q9WVH6|ANGP4_MOUSE	tr|H2P1H0|H2P1H0_PONAB
OG0001068	sp|O08538|ANGP1_MOUSE	tr|H2PR10|H2PR10_PONAB
OG0001069	sp|Q80YR9|R12BA_MOUSE, sp|Q66JV4|R12BB_MOUSE	tr|A0A2J8UGA2|A0A2J8UGA2_PONAB, sp|Q5RFT7|RB12B_PONAB
OG0001070	sp|Q8BNA6|FAT3_MOUSE	tr|H2NEY4|H2NEY4_PONAB
OG0001070	tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE	tr|H2PEX9|H2PEX9_PONAB
OG0001071	sp|O70583|TRI18_MOUSE	tr|A0A6D2W764|A0A6D2W764_PONAB
OG0001071	sp|Q9QUS6|TRIM1_MOUSE	tr|H2PWF6|H2PWF6_PONAB
OG0001072	sp|Q2NL51|GSK3A_MOUSE	tr|A0A6D2VTU7|A0A6D2VTU7_PONAB
OG0001072	sp|Q9WV60|GSK3B_MOUSE	tr|H2P9M0|H2P9M0_PONAB
OG0001073	sp|Q9Z1S5|SEPT3_MOUSE	tr|A0A8I5U165|A0A8I5U165_PONAB
OG0001073	tr|A0A2R8VJU7|A0A2R8VJU7_MOUSE	tr|H2NQ18|H2NQ18_PONAB
OG0001074	sp|P86793|CC21C_MOUSE, sp|P84444|CC21A_MOUSE, sp|P86792|CC21B_MOUSE	tr|A0A8I5TS73|A0A8I5TS73_PONAB
OG0001075	tr|Q7TRW7|Q7TRW7_MOUSE	tr|A0A6D2Y8U7|A0A6D2Y8U7_PONAB, tr|H2NS79|H2NS79_PONAB, tr|A0A8I5TKD9|A0A8I5TKD9_PONAB
OG0001076	sp|Q8BHD4|FRMD3_MOUSE, tr|Q9D7L5|Q9D7L5_MOUSE	tr|A0A8I5YKV6|A0A8I5YKV6_PONAB, sp|Q5R803|FRMD3_PONAB
OG0001077	sp|Q3T9X0|GTR9_MOUSE	tr|A0A8I5UCG5|A0A8I5UCG5_PONAB, sp|Q5RB09|GTR9_PONAB, tr|H2PCW9|H2PCW9_PONAB
OG0001078	sp|Q9D8B3|CHM4B_MOUSE	tr|H2P1P4|H2P1P4_PONAB, tr|H2NKV6|H2NKV6_PONAB, tr|A0A8I5T0M7|A0A8I5T0M7_PONAB
OG0001079	sp|Q9DCG9|TR112_MOUSE	tr|H2PXN9|H2PXN9_PONAB, tr|A0A8I5TR13|A0A8I5TR13_PONAB, tr|A0A8I5TRV3|A0A8I5TRV3_PONAB
OG0001080	sp|Q61329|ZFHX3_MOUSE	tr|A0A2J8VVQ2|A0A2J8VVQ2_PONAB
OG0001080	sp|Q9JJN2|ZFHX4_MOUSE	tr|H2PQL8|H2PQL8_PONAB
OG0001081	sp|Q8JZZ0|UD3A2_MOUSE, sp|Q3UP75|UD3A1_MOUSE	tr|H2PFC1|H2PFC1_PONAB, tr|A0A8I5TUY0|A0A8I5TUY0_PONAB
OG0001082	sp|P70280|VAMP7_MOUSE	sp|Q5RF94|VAMP7_PONAB
OG0001082	tr|A0A1D5RLS7|A0A1D5RLS7_MOUSE	tr|A0A8I5THJ8|A0A8I5THJ8_PONAB
OG0001083	sp|Q61249|IGBP1_MOUSE, sp|Q9QZ29|IGB1B_MOUSE	tr|A0A6D2X3G9|A0A6D2X3G9_PONAB, tr|A0A8I5TAA8|A0A8I5TAA8_PONAB
OG0001084	sp|Q62158|TRI27_MOUSE	tr|K7EUW2|K7EUW2_PONAB
OG0001084	sp|Q9JJ26|MEFV_MOUSE	tr|H2NPY1|H2NPY1_PONAB
OG0001085	sp|Q99MZ6|MYO7B_MOUSE	tr|A0A2J8VLU7|A0A2J8VLU7_PONAB
OG0001085	sp|P97479|MYO7A_MOUSE	tr|H2NER0|H2NER0_PONAB
OG0001086	sp|Q8VDP2|STEEP_MOUSE	tr|H2PQ18|H2PQ18_PONAB, tr|H2PWL5|H2PWL5_PONAB, sp|Q5RAT0|STEEP_PONAB
OG0001087	sp|Q5PR73|DIRA2_MOUSE	tr|H2N735|H2N735_PONAB, tr|H2PSM8|H2PSM8_PONAB, sp|Q5R6S2|DIRA2_PONAB
OG0001088	sp|Q3TYU2|AT135_MOUSE	tr|H2PCD5|H2PCD5_PONAB
OG0001088	sp|Q5XF90|AT134_MOUSE	tr|H2PCD6|H2PCD6_PONAB
OG0001090	sp|Q9DBG3|AP2B1_MOUSE	tr|A0A6D2W1G8|A0A6D2W1G8_PONAB
OG0001090	sp|O35643|AP1B1_MOUSE	tr|A0A8I5TX07|A0A8I5TX07_PONAB
OG0001091	sp|P0C191|GPVI_MOUSE	tr|A0A2H4UK96|A0A2H4UK96_PONAB
OG0001091	sp|Q8C567|NCTR1_MOUSE	tr|H2P0J8|H2P0J8_PONAB
OG0001092	sp|Q8VBX4|CLC4K_MOUSE	tr|H2P5W9|H2P5W9_PONAB
OG0001092	sp|P70194|CLC4F_MOUSE	tr|H2P5X0|H2P5X0_PONAB
OG0001093	tr|Q3V2K7|Q3V2K7_MOUSE, sp|Q9JIH2|NUP50_MOUSE	tr|A0A8I5YST1|A0A8I5YST1_PONAB, tr|H2P4R1|H2P4R1_PONAB
OG0001094	tr|Q78F42|Q78F42_MOUSE	tr|H2P0H0|H2P0H0_PONAB, tr|A0A6D2W7T9|A0A6D2W7T9_PONAB, tr|A0A6D2Y2B7|A0A6D2Y2B7_PONAB
OG0001095	sp|Q7TT45|RRAGD_MOUSE	tr|A0A8I5YQN1|A0A8I5YQN1_PONAB
OG0001095	sp|Q99K70|RRAGC_MOUSE	tr|H2N7W9|H2N7W9_PONAB
OG0001096	tr|G3X992|G3X992_MOUSE	tr|A0A8I5U057|A0A8I5U057_PONAB
OG0001096	sp|Q9WVG9|MS3L1_MOUSE	sp|Q5R6Y9|MS3L1_PONAB
OG0001097	sp|Q7TMY7|IPO8_MOUSE	tr|A0A8I5YP10|A0A8I5YP10_PONAB
OG0001097	sp|Q9EPL8|IPO7_MOUSE	tr|K7EUN4|K7EUN4_PONAB
OG0001098	tr|Q8VFG7|Q8VFG7_MOUSE, tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|H2N351|H2N351_PONAB, tr|A0A2J8RJR1|A0A2J8RJR1_PONAB
OG0001099	sp|B2RWS6|EP300_MOUSE	tr|H2P4I4|H2P4I4_PONAB
OG0001099	sp|P45481|CBP_MOUSE	tr|H2NPZ7|H2NPZ7_PONAB
OG0001100	sp|Q5ND56|TLC3A_MOUSE	tr|A0A8I5TE00|A0A8I5TE00_PONAB
OG0001100	sp|Q7TNV1|TLC3B_MOUSE	tr|H2NQK7|H2NQK7_PONAB
OG0001101	sp|Q9CXN7|PBLD2_MOUSE, sp|Q9DCG6|PBLD1_MOUSE	sp|Q5RDZ1|PBLD_PONAB, tr|A0A2J8WR70|A0A2J8WR70_PONAB
OG0001102	sp|Q8VDB9|S620A_MOUSE, tr|A0A1B0GSD2|A0A1B0GSD2_MOUSE, sp|O88575|S620B_MOUSE	tr|H2PAY8|H2PAY8_PONAB
OG0001103	sp|Q3U6N9|CH033_MOUSE	tr|A0A8I5U443|A0A8I5U443_PONAB, tr|A0A8I5T1I1|A0A8I5T1I1_PONAB, sp|Q5RDQ4|CH033_PONAB
OG0001104	sp|Q9DCW2|PLS2_MOUSE, sp|Q9JJ00|PLS1_MOUSE	tr|H2PBP2|H2PBP2_PONAB, tr|A0A8I5T5N2|A0A8I5T5N2_PONAB
OG0001106	tr|Q8K094|Q8K094_MOUSE	tr|H2NZ57|H2NZ57_PONAB
OG0001106	sp|P32507|NECT2_MOUSE	tr|H2NZ63|H2NZ63_PONAB
OG0001107	sp|Q64385|I11RA_MOUSE, sp|P70225|I11RB_MOUSE	sp|Q5RF19|I11RA_PONAB, tr|A0A8J9EB55|A0A8J9EB55_PONAB
OG0001108	sp|Q641P0|ARP3B_MOUSE	tr|H2PP45|H2PP45_PONAB
OG0001108	sp|Q99JY9|ARP3_MOUSE	sp|Q5R8R1|ARP3_PONAB
OG0001109	tr|A0A1B0GRG8|A0A1B0GRG8_MOUSE, sp|P48758|CBR1_MOUSE	tr|A0A8I5TKU0|A0A8I5TKU0_PONAB, sp|Q5RCU5|CBR1_PONAB
OG0001110	sp|O35887|CALU_MOUSE	tr|A0A8I5UYE4|A0A8I5UYE4_PONAB, tr|H2PN25|H2PN25_PONAB, sp|Q5RDD8|CALU_PONAB
OG0001111	sp|P67778|PHB1_MOUSE	tr|A0A6D2VX95|A0A6D2VX95_PONAB, tr|A0A8I5YPE4|A0A8I5YPE4_PONAB, tr|A0A8I5UD74|A0A8I5UD74_PONAB
OG0001112	tr|E9Q492|E9Q492_MOUSE	tr|H2PIA5|H2PIA5_PONAB, tr|H2N335|H2N335_PONAB, tr|H2NMQ4|H2NMQ4_PONAB
OG0001113	sp|P70392|RGRF2_MOUSE	tr|H2PG05|H2PG05_PONAB
OG0001113	sp|P27671|RGRF1_MOUSE	tr|H2NNZ3|H2NNZ3_PONAB
OG0001114	tr|B2RUS7|B2RUS7_MOUSE	tr|H2NG13|H2NG13_PONAB
OG0001114	sp|P70170|ABCC9_MOUSE	tr|A0A8I5TXN1|A0A8I5TXN1_PONAB
OG0001115	sp|Q07409|CNTN3_MOUSE	tr|H2PA88|H2PA88_PONAB
OG0001115	sp|Q69Z26|CNTN4_MOUSE	tr|A0A2J8WEA3|A0A2J8WEA3_PONAB
OG0001116	tr|Q14B01|Q14B01_MOUSE	tr|H2NK69|H2NK69_PONAB
OG0001116	tr|Q8R3P8|Q8R3P8_MOUSE	tr|H2PWM1|H2PWM1_PONAB
OG0001117	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A2J8RNE5|A0A2J8RNE5_PONAB, tr|A0A8I5T7C4|A0A8I5T7C4_PONAB
OG0001118	sp|Q91WS7|DEPD7_MOUSE	tr|A0A8I5TUS8|A0A8I5TUS8_PONAB, tr|A0A8I5TJA5|A0A8I5TJA5_PONAB, sp|Q5R8B7|DEPD7_PONAB
OG0001119	sp|Q5RJF7|CA2D4_MOUSE	tr|H2NG34|H2NG34_PONAB
OG0001119	sp|Q9Z1L5|CA2D3_MOUSE	tr|A0A2J8T104|A0A2J8T104_PONAB
OG0001120	sp|Q9D1D4|TMEDA_MOUSE	tr|K7EUX5|K7EUX5_PONAB, sp|Q5RE32|TMEDA_PONAB, tr|A0A8I5T0V7|A0A8I5T0V7_PONAB
OG0001121	sp|Q8C166|CPNE1_MOUSE, sp|Q8BT60|CPNE3_MOUSE	sp|Q5RAE1|CPNE3_PONAB, tr|H2PQR1|H2PQR1_PONAB
OG0001122	sp|O08912|GALT1_MOUSE	tr|H2NW70|H2NW70_PONAB
OG0001122	sp|Q8CF93|GLT13_MOUSE	tr|A0A2J8V7A1|A0A2J8V7A1_PONAB
OG0001123	sp|Q9D7U6|CLD22_MOUSE, tr|D3YXJ9|D3YXJ9_MOUSE	tr|H2PET7|H2PET7_PONAB, tr|H2PET8|H2PET8_PONAB
OG0001124	sp|Q8BMD8|SCMC1_MOUSE	tr|H2N6K7|H2N6K7_PONAB
