Orthogroup	Mus_musculus	Cercocebus_atys
OG0000555	sp|P68404|KPCB_MOUSE	tr|A0A2K5L6M3|A0A2K5L6M3_CERAT
OG0000555	sp|P20444|KPCA_MOUSE	tr|A0A2K5LMT6|A0A2K5LMT6_CERAT
OG0000555	sp|P63318|KPCG_MOUSE	tr|A0A2K5M7E0|A0A2K5M7E0_CERAT
OG0000556	sp|Q9Z1F9|SAE2_MOUSE	tr|A0A2K5P1P1|A0A2K5P1P1_CERAT, tr|A0A2K5MN28|A0A2K5MN28_CERAT, tr|A0A2K5KI75|A0A2K5KI75_CERAT, tr|A0A2K5L7D3|A0A2K5L7D3_CERAT, tr|A0A2K5N218|A0A2K5N218_CERAT
OG0000557	sp|P62270|RS18_MOUSE	tr|A0A2K5KZZ5|A0A2K5KZZ5_CERAT, tr|A0A2K5NLM2|A0A2K5NLM2_CERAT, tr|A0A2K5NXC2|A0A2K5NXC2_CERAT, tr|A0A2K5L3E3|A0A2K5L3E3_CERAT, tr|A0A2K5KW33|A0A2K5KW33_CERAT
OG0000558	sp|O55143|AT2A2_MOUSE	tr|A0A2K5M9L3|A0A2K5M9L3_CERAT
OG0000558	sp|Q8R429|AT2A1_MOUSE	tr|A0A2K5KSN5|A0A2K5KSN5_CERAT
OG0000558	sp|Q64518|AT2A3_MOUSE	tr|A0A2K5LSU2|A0A2K5LSU2_CERAT
OG0000559	sp|Q5QNS5|HAVR1_MOUSE, sp|Q8R183|TIMD2_MOUSE, tr|Q810Y7|Q810Y7_MOUSE, tr|F2Z474|F2Z474_MOUSE, tr|A0A0B4J1F6|A0A0B4J1F6_MOUSE	tr|A0A2K5KY59|A0A2K5KY59_CERAT
OG0000560	sp|Q7TMY7|IPO8_MOUSE	tr|A0A2K5N1V2|A0A2K5N1V2_CERAT
OG0000560	sp|Q9EPL8|IPO7_MOUSE	tr|A0A2K5KKF4|A0A2K5KKF4_CERAT, tr|A0A2K5NGZ4|A0A2K5NGZ4_CERAT, tr|A0A2K5NQU2|A0A2K5NQU2_CERAT
OG0000561	sp|Q7M759|AB17B_MOUSE	tr|A0A2K5LKV5|A0A2K5LKV5_CERAT
OG0000561	sp|Q99JW1|AB17A_MOUSE	tr|A0A2K5KID2|A0A2K5KID2_CERAT
OG0000561	sp|Q8VCV1|AB17C_MOUSE	tr|A0A2K5KTC1|A0A2K5KTC1_CERAT
OG0000562	sp|P84075|HPCA_MOUSE	tr|A0A2K5NUR8|A0A2K5NUR8_CERAT
OG0000562	sp|Q91X97|NCALD_MOUSE	tr|A0A2K5NU39|A0A2K5NU39_CERAT
OG0000562	sp|P62748|HPCL1_MOUSE	tr|A0A2K5NKX0|A0A2K5NKX0_CERAT
OG0000563	sp|Q9WUA3|PFKAP_MOUSE	tr|A0A2K5LBE8|A0A2K5LBE8_CERAT
OG0000563	sp|P12382|PFKAL_MOUSE	tr|A0A2K5N037|A0A2K5N037_CERAT
OG0000563	sp|P47857|PFKAM_MOUSE	tr|A0A2K5L904|A0A2K5L904_CERAT
OG0000564	sp|Q8BWT5|DIP2A_MOUSE	tr|A0A2K5L8J8|A0A2K5L8J8_CERAT
OG0000564	tr|E9PWR4|E9PWR4_MOUSE	tr|A0A2K5M054|A0A2K5M054_CERAT
OG0000564	sp|Q3UH60|DIP2B_MOUSE	tr|A0A2K5LU30|A0A2K5LU30_CERAT
OG0000565	sp|Q8BJI1|S6A17_MOUSE	tr|A0A2K5P0F8|A0A2K5P0F8_CERAT
OG0000565	sp|Q8BG16|S6A15_MOUSE	tr|A0A2K5NGK5|A0A2K5NGK5_CERAT
OG0000565	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A2K5N3W6|A0A2K5N3W6_CERAT
OG0000566	sp|P56565|S10A1_MOUSE, tr|B9EJL3|B9EJL3_MOUSE, sp|P97347|RPTN_MOUSE, sp|Q8VHD8|HORN_MOUSE, sp|Q2VIS4|FILA2_MOUSE	tr|A0A2K5NH83|A0A2K5NH83_CERAT
OG0000567	sp|Q9R016|BIR1E_MOUSE, sp|Q9JIB3|BIR1G_MOUSE, sp|Q9JIB6|BIR1F_MOUSE, sp|Q9QWK5|BIR1A_MOUSE, sp|Q9QUK4|BIR1B_MOUSE	tr|A0A2K5KL92|A0A2K5KL92_CERAT
OG0000568	sp|A2AGL3|RYR3_MOUSE	tr|A0A2K5LXA2|A0A2K5LXA2_CERAT
OG0000568	sp|E9PZQ0|RYR1_MOUSE	tr|A0A2K5NDB8|A0A2K5NDB8_CERAT
OG0000568	sp|E9Q401|RYR2_MOUSE	tr|A0A2K5MRF6|A0A2K5MRF6_CERAT
OG0000569	tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE	tr|A0A2K5L429|A0A2K5L429_CERAT
OG0000570	sp|P01852|TCB1_MOUSE, tr|A0A075B5J4|A0A075B5J4_MOUSE, sp|P01851|TCB2_MOUSE, tr|A0A075B5J3|A0A075B5J3_MOUSE	tr|A0A2K5KN32|A0A2K5KN32_CERAT, tr|A0A2K5KNX6|A0A2K5KNX6_CERAT
OG0000571	sp|O35608|ANGP2_MOUSE	tr|A0A2K5MBM0|A0A2K5MBM0_CERAT
OG0000571	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A2K5NK12|A0A2K5NK12_CERAT
OG0000571	sp|O08538|ANGP1_MOUSE	tr|A0A2K5LRM5|A0A2K5LRM5_CERAT
OG0000572	tr|Q1AN91|Q1AN91_MOUSE, tr|Q1AN92|Q1AN92_MOUSE, tr|K7N6K7|K7N6K7_MOUSE, tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE, tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE	tr|A0A2K5LZ28|A0A2K5LZ28_CERAT
OG0000592	sp|Q5QGU6|RTP3_MOUSE	tr|A0A2K5M249|A0A2K5M249_CERAT
OG0000592	sp|Q9ER80|RTP4_MOUSE	tr|A0A2K5N1K4|A0A2K5N1K4_CERAT, tr|A0A2K5NF51|A0A2K5NF51_CERAT
OG0000594	sp|Q3U095|NXPE2_MOUSE	tr|A0A2K5KQ59|A0A2K5KQ59_CERAT
OG0000594	sp|Q52KP5|NXPE4_MOUSE	tr|A0A2K5P4U4|A0A2K5P4U4_CERAT, tr|A0A2K5M476|A0A2K5M476_CERAT
OG0000595	sp|Q99LG2|TNPO2_MOUSE	tr|A0A2K5NRT7|A0A2K5NRT7_CERAT
OG0000595	sp|Q8BFY9|TNPO1_MOUSE	tr|A0A2K5MFM9|A0A2K5MFM9_CERAT, tr|A0A2K5NYA3|A0A2K5NYA3_CERAT
OG0000596	sp|P09528|FRIH_MOUSE	tr|A0A2K5LBB2|A0A2K5LBB2_CERAT, tr|A0A2K5N840|A0A2K5N840_CERAT, tr|A0A2K5LHB8|A0A2K5LHB8_CERAT, tr|A0A2K5NX16|A0A2K5NX16_CERAT
OG0000597	sp|Q9D1J3|SARNP_MOUSE	tr|A0A2K5P6R6|A0A2K5P6R6_CERAT, tr|A0A2K5NMQ9|A0A2K5NMQ9_CERAT, tr|A0A2K5MKZ5|A0A2K5MKZ5_CERAT, tr|A0A2K5LK51|A0A2K5LK51_CERAT
OG0000599	sp|P11531|DMD_MOUSE	tr|A0A2K5KZL0|A0A2K5KZL0_CERAT
OG0000599	tr|E9Q6R7|E9Q6R7_MOUSE	tr|A0A2K5KPX3|A0A2K5KPX3_CERAT, tr|A0A2K5MDJ6|A0A2K5MDJ6_CERAT
OG0000600	sp|P14131|RS16_MOUSE	tr|A0A2K5L347|A0A2K5L347_CERAT, tr|A0A2K5M3V7|A0A2K5M3V7_CERAT, tr|A0A2K5LE30|A0A2K5LE30_CERAT, tr|A0A2K5P403|A0A2K5P403_CERAT
OG0000601	sp|Q6A026|PDS5A_MOUSE	tr|A0A2K5LME6|A0A2K5LME6_CERAT
OG0000601	sp|Q4VA53|PDS5B_MOUSE	tr|A0A2K5M9K7|A0A2K5M9K7_CERAT, tr|A0A2K5MGE8|A0A2K5MGE8_CERAT
OG0000602	tr|Q7TNL5|Q7TNL5_MOUSE	tr|A0A2K5N7S8|A0A2K5N7S8_CERAT
OG0000602	sp|Q60996|2A5G_MOUSE	tr|A0A2K5LQ57|A0A2K5LQ57_CERAT, tr|A0A2K5NC32|A0A2K5NC32_CERAT
OG0000603	sp|Q61554|FBN1_MOUSE	tr|A0A2K5L3Z1|A0A2K5L3Z1_CERAT
OG0000603	sp|Q61555|FBN2_MOUSE	tr|A0A2K5KZ66|A0A2K5KZ66_CERAT, tr|A0A2K5N208|A0A2K5N208_CERAT
OG0000604	sp|O35643|AP1B1_MOUSE	tr|A0A2K5NPC1|A0A2K5NPC1_CERAT
OG0000604	sp|Q9DBG3|AP2B1_MOUSE	tr|A0A2K5KKI5|A0A2K5KKI5_CERAT, tr|A0A2K5LS57|A0A2K5LS57_CERAT
OG0000605	sp|P41969|ELK1_MOUSE	tr|A0A2K5LUI5|A0A2K5LUI5_CERAT, tr|A0A2K5LWV6|A0A2K5LWV6_CERAT, tr|A0A2K5LPJ5|A0A2K5LPJ5_CERAT, tr|A0A2K5KW09|A0A2K5KW09_CERAT
OG0000606	sp|Q2YFS3|PILRA_MOUSE, sp|Q2YFS1|PILB2_MOUSE, sp|Q2YFS2|PILRB_MOUSE	tr|A0A2K5P1X4|A0A2K5P1X4_CERAT, tr|A0A2K5LKY8|A0A2K5LKY8_CERAT
OG0000607	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A2K5LLZ8|A0A2K5LLZ8_CERAT, tr|A0A2K5KWS8|A0A2K5KWS8_CERAT
OG0000607	sp|Q8CCG4|DPPA4_MOUSE	tr|A0A2K5KIR7|A0A2K5KIR7_CERAT
OG0000608	tr|A2RRY9|A2RRY9_MOUSE	tr|A0A2K5L0J0|A0A2K5L0J0_CERAT, tr|A0A2K5KY70|A0A2K5KY70_CERAT
OG0000608	sp|Q62093|SRSF2_MOUSE	tr|A0A2K5M3E8|A0A2K5M3E8_CERAT
OG0000609	sp|P62754|RS6_MOUSE	tr|A0A2K5MC58|A0A2K5MC58_CERAT, tr|A0A2K5M420|A0A2K5M420_CERAT, tr|A0A2K5LY66|A0A2K5LY66_CERAT, tr|A0A2K5N382|A0A2K5N382_CERAT
OG0000610	sp|O70251|EF1B_MOUSE	tr|A0A2K5MFG6|A0A2K5MFG6_CERAT, tr|A0A2K5L628|A0A2K5L628_CERAT, tr|A0A2K5NLI2|A0A2K5NLI2_CERAT, tr|A0A2K5MUP4|A0A2K5MUP4_CERAT
OG0000611	sp|Q8BP67|RL24_MOUSE	tr|A0A2K5NCZ7|A0A2K5NCZ7_CERAT, tr|A0A2K5KJD6|A0A2K5KJD6_CERAT, tr|A0A2K5L129|A0A2K5L129_CERAT, tr|A0A2K5L1K1|A0A2K5L1K1_CERAT
OG0000612	sp|Q9JIF0|ANM1_MOUSE	tr|A0A2K5NG63|A0A2K5NG63_CERAT
OG0000612	sp|Q6PAK3|ANM8_MOUSE	tr|A0A2K5LBU0|A0A2K5LBU0_CERAT, tr|A0A2K5KPU2|A0A2K5KPU2_CERAT
OG0000613	sp|Q8VCK3|TBG2_MOUSE	tr|A0A2K5P246|A0A2K5P246_CERAT
OG0000613	sp|P83887|TBG1_MOUSE	tr|A0A2K5LN01|A0A2K5LN01_CERAT, tr|A0A2K5LJL0|A0A2K5LJL0_CERAT
OG0000614	sp|Q05685|FOLR2_MOUSE	tr|A0A2K5LBM4|A0A2K5LBM4_CERAT
OG0000614	sp|P35846|FOLR1_MOUSE	tr|A0A2K5MRD7|A0A2K5MRD7_CERAT, tr|A0A2K5P851|A0A2K5P851_CERAT
OG0000615	tr|Q6PGF5|Q6PGF5_MOUSE	tr|A0A2K5MZZ0|A0A2K5MZZ0_CERAT, tr|A0A2K5L3R4|A0A2K5L3R4_CERAT, tr|A0A2K5LJ77|A0A2K5LJ77_CERAT, tr|A0A2K5KMN5|A0A2K5KMN5_CERAT
OG0000616	sp|Q80VQ0|AL3B1_MOUSE	tr|A0A2K5LLA3|A0A2K5LLA3_CERAT
OG0000616	sp|E9Q3E1|AL3B2_MOUSE, sp|J3QMK6|AL3B3_MOUSE	tr|A0A2K5KTZ9|A0A2K5KTZ9_CERAT
OG0000617	sp|Q9CR47|NSA2_MOUSE	tr|A0A2K5N054|A0A2K5N054_CERAT, tr|A0A2K5L6W4|A0A2K5L6W4_CERAT, tr|A0A2K5NIZ7|A0A2K5NIZ7_CERAT, tr|A0A2K5LK70|A0A2K5LK70_CERAT
OG0000618	tr|B4XVP9|B4XVP9_MOUSE, sp|Q8BVM9|PH11A_MOUSE, tr|B4XVQ1|B4XVQ1_MOUSE, sp|A6H5X4|PHF11_MOUSE	tr|A0A2K5MDY9|A0A2K5MDY9_CERAT
OG0000619	sp|Q11131|FUT7_MOUSE	tr|A0A2K5MRS1|A0A2K5MRS1_CERAT, tr|A0A2K5NB40|A0A2K5NB40_CERAT, tr|A0A2K5NAY2|A0A2K5NAY2_CERAT, tr|A0A2K5LZL9|A0A2K5LZL9_CERAT
OG0000620	sp|Q5SRY7|FBW1B_MOUSE	tr|A0A2K5KHU2|A0A2K5KHU2_CERAT
OG0000620	sp|Q3ULA2|FBW1A_MOUSE	tr|A0A2K5NAZ1|A0A2K5NAZ1_CERAT, tr|A0A2K5NLE3|A0A2K5NLE3_CERAT
OG0000621	sp|P84099|RL19_MOUSE	tr|A0A2K5M4E1|A0A2K5M4E1_CERAT, tr|A0A2K5L033|A0A2K5L033_CERAT, tr|A0A2K5LCG7|A0A2K5LCG7_CERAT, tr|A0A2K5MY54|A0A2K5MY54_CERAT
OG0000622	sp|Q61702|ITIH1_MOUSE	tr|A0A2K5ME13|A0A2K5ME13_CERAT
OG0000622	sp|Q61704|ITIH3_MOUSE	tr|A0A2K5P3B5|A0A2K5P3B5_CERAT, tr|A0A2K5NQ90|A0A2K5NQ90_CERAT
OG0000623	sp|P61965|WDR5_MOUSE	tr|A0A2K5MWX7|A0A2K5MWX7_CERAT
OG0000623	sp|Q9D7H2|WDR5B_MOUSE	tr|A0A2K5MRM3|A0A2K5MRM3_CERAT, tr|A0A2K5KIL8|A0A2K5KIL8_CERAT
OG0000624	sp|Q5Y4Y6|GSDA3_MOUSE, sp|Q32M21|GSDA2_MOUSE, sp|Q9EST1|GSDMA_MOUSE	tr|A0A2K5LLD5|A0A2K5LLD5_CERAT, tr|A0A2K5LSF4|A0A2K5LSF4_CERAT
OG0000625	sp|Q61090|FZD7_MOUSE	tr|A0A2K5KJX2|A0A2K5KJX2_CERAT
OG0000625	sp|O70421|FZD1_MOUSE, sp|Q9JIP6|FZD2_MOUSE	tr|A0A2K5M6D0|A0A2K5M6D0_CERAT
OG0000626	sp|P61294|RAB6B_MOUSE	tr|A0A2K5NHT7|A0A2K5NHT7_CERAT
OG0000626	sp|P35279|RAB6A_MOUSE	tr|A0A2K5MSQ6|A0A2K5MSQ6_CERAT, tr|A0A2K5KR01|A0A2K5KR01_CERAT
OG0000627	sp|P61089|UBE2N_MOUSE	tr|A0A2K5P1Z5|A0A2K5P1Z5_CERAT, tr|A0A2K5NTH8|A0A2K5NTH8_CERAT, tr|A0A2K5NRD8|A0A2K5NRD8_CERAT, tr|A0A2K5LLA5|A0A2K5LLA5_CERAT
OG0000628	sp|O35344|IMA4_MOUSE	tr|A0A2K5MEL9|A0A2K5MEL9_CERAT
OG0000628	sp|O35343|IMA3_MOUSE	tr|A0A2K5NJH9|A0A2K5NJH9_CERAT, tr|A0A2K5MNC4|A0A2K5MNC4_CERAT
OG0000630	sp|Q64152|BTF3_MOUSE	tr|A0A2K5KTS7|A0A2K5KTS7_CERAT, tr|A0A2K5P462|A0A2K5P462_CERAT, tr|A0A2K5P5H0|A0A2K5P5H0_CERAT, tr|A0A2K5KRS4|A0A2K5KRS4_CERAT
OG0000631	sp|Q6ZWV7|RL35_MOUSE	tr|A0A2K5L0T9|A0A2K5L0T9_CERAT, tr|A0A2K5P1G2|A0A2K5P1G2_CERAT, tr|A0A2K5KWV9|A0A2K5KWV9_CERAT, tr|A0A2K5KJ04|A0A2K5KJ04_CERAT
OG0000632	tr|Q8CDE8|Q8CDE8_MOUSE, sp|Q5IBH6|SPE4A_MOUSE	tr|A0A2K5LW56|A0A2K5LW56_CERAT, tr|A0A2K5ME39|A0A2K5ME39_CERAT, tr|A0A2K5LTJ6|A0A2K5LTJ6_CERAT
OG0000633	sp|Q6NXK2|ZN532_MOUSE	tr|A0A2K5LKI7|A0A2K5LKI7_CERAT, tr|A0A2K5L4T2|A0A2K5L4T2_CERAT, tr|A0A2K5L670|A0A2K5L670_CERAT, tr|A0A2K5MWA1|A0A2K5MWA1_CERAT
OG0000634	sp|P97400|LEG10_MOUSE	tr|A0A2K5M5Z4|A0A2K5M5Z4_CERAT, tr|A0A2K5NIQ7|A0A2K5NIQ7_CERAT, tr|A0A2K5MVS8|A0A2K5MVS8_CERAT, tr|A0A2K5NCL1|A0A2K5NCL1_CERAT
OG0000635	sp|P0C6A1|GTR7_MOUSE	tr|A0A2K5M6S2|A0A2K5M6S2_CERAT
OG0000635	sp|Q9WV38|GTR5_MOUSE	tr|A0A2K5L262|A0A2K5L262_CERAT, tr|A0A2K5KRV3|A0A2K5KRV3_CERAT
OG0000636	tr|A1L3P4|A1L3P4_MOUSE	tr|A0A2K5LH79|A0A2K5LH79_CERAT
OG0000636	sp|Q8BLV3|SL9A7_MOUSE	tr|A0A2K5LR59|A0A2K5LR59_CERAT, tr|A0A2K5MEW0|A0A2K5MEW0_CERAT
OG0000637	sp|Q08639|TFDP1_MOUSE	tr|A0A2K5NQ49|A0A2K5NQ49_CERAT, tr|A0A2K5KRT3|A0A2K5KRT3_CERAT, tr|A0A2K5MHS0|A0A2K5MHS0_CERAT, tr|A0A2K5NRK5|A0A2K5NRK5_CERAT
OG0000638	sp|P17182|ENOA_MOUSE	tr|A0A2K5MPC2|A0A2K5MPC2_CERAT
OG0000638	sp|P21550|ENOB_MOUSE, sp|P17183|ENOG_MOUSE	tr|A0A2K5NQB7|A0A2K5NQB7_CERAT
OG0000639	sp|Q8R460|IL36G_MOUSE	tr|A0A2K5L6J2|A0A2K5L6J2_CERAT
OG0000639	sp|Q9JLA2|IL36A_MOUSE	tr|A0A2K5MDH7|A0A2K5MDH7_CERAT, tr|A0A2K5L4D9|A0A2K5L4D9_CERAT
OG0000640	sp|Q8BG93|NUD15_MOUSE	tr|A0A2K5KMV8|A0A2K5KMV8_CERAT, tr|A0A2K5LD28|A0A2K5LD28_CERAT, tr|A0A2K5MIQ8|A0A2K5MIQ8_CERAT, tr|A0A2K5MHM7|A0A2K5MHM7_CERAT
OG0000641	sp|Q91ZU6|DYST_MOUSE	tr|A0A2K5LXY0|A0A2K5LXY0_CERAT
OG0000641	tr|Q8BVJ3|Q8BVJ3_MOUSE, sp|Q9QXZ0|MACF1_MOUSE	tr|A0A2K5N942|A0A2K5N942_CERAT
OG0000642	sp|Q60997|DMBT1_MOUSE	tr|A0A2K5P151|A0A2K5P151_CERAT
OG0000642	sp|Q2VLH6|C163A_MOUSE	tr|A0A2K5KL40|A0A2K5KL40_CERAT, tr|A0A2K5MHZ7|A0A2K5MHZ7_CERAT
OG0000643	sp|G3UVW3|S38A6_MOUSE	tr|A0A2K5MLP1|A0A2K5MLP1_CERAT, tr|A0A2K5NK17|A0A2K5NK17_CERAT, tr|A0A2K5NUQ4|A0A2K5NUQ4_CERAT, tr|A0A2K5N6J0|A0A2K5N6J0_CERAT
OG0000644	sp|Q91WK5|GCSH_MOUSE	tr|A0A2K5L5F8|A0A2K5L5F8_CERAT, tr|A0A2K5LCX2|A0A2K5LCX2_CERAT, tr|A0A2K5L087|A0A2K5L087_CERAT, tr|A0A2K5MW09|A0A2K5MW09_CERAT
OG0000645	sp|P12849|KAP1_MOUSE	tr|A0A2K5P8E3|A0A2K5P8E3_CERAT
OG0000645	sp|Q9DBC7|KAP0_MOUSE	tr|A0A2K5MFE1|A0A2K5MFE1_CERAT, tr|A0A2K5LJJ4|A0A2K5LJJ4_CERAT
OG0000646	sp|Q8BYK4|RDH12_MOUSE	tr|A0A2K5NL50|A0A2K5NL50_CERAT
OG0000646	sp|Q9QYF1|RDH11_MOUSE	tr|A0A2K5LZ29|A0A2K5LZ29_CERAT, tr|A0A2K5P068|A0A2K5P068_CERAT
OG0000649	sp|Q8JZQ5|AOC1_MOUSE, tr|Q6WIZ7|Q6WIZ7_MOUSE, tr|E9Q745|E9Q745_MOUSE, tr|Q6IMK7|Q6IMK7_MOUSE	tr|A0A2K5N3J4|A0A2K5N3J4_CERAT
OG0000650	sp|Q5DU57|SPT13_MOUSE	tr|A0A2K5L4V7|A0A2K5L4V7_CERAT
OG0000650	sp|Q7TNR9|ARHG4_MOUSE, sp|Q3UTH8|ARHG9_MOUSE	tr|A0A2K5NIF0|A0A2K5NIF0_CERAT
OG0000651	sp|O08992|SDCB1_MOUSE	tr|A0A2K5LEE8|A0A2K5LEE8_CERAT, tr|A0A2K5KSV4|A0A2K5KSV4_CERAT, tr|A0A2K5LQR2|A0A2K5LQR2_CERAT, tr|A0A2K5LUD7|A0A2K5LUD7_CERAT
OG0000652	sp|O09106|HDAC1_MOUSE	tr|A0A2K5P110|A0A2K5P110_CERAT
OG0000652	sp|P70288|HDAC2_MOUSE	tr|A0A2K5M4H5|A0A2K5M4H5_CERAT, tr|A0A2K5NRA8|A0A2K5NRA8_CERAT
OG0000653	sp|Q9CQ19|MYL9_MOUSE	tr|A0A2K5LRP2|A0A2K5LRP2_CERAT
OG0000653	sp|Q3THE2|ML12B_MOUSE	tr|A0A2K5NI55|A0A2K5NI55_CERAT, tr|A0A2K5LT34|A0A2K5LT34_CERAT
OG0000654	sp|Q9QZ25|VNN3_MOUSE	tr|A0A2K5MPU2|A0A2K5MPU2_CERAT
OG0000654	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A2K5KQI3|A0A2K5KQI3_CERAT, tr|A0A2K5M0Y0|A0A2K5M0Y0_CERAT
OG0000656	sp|Q9Z2B2|UCP5_MOUSE	tr|A0A2K5LS68|A0A2K5LS68_CERAT
OG0000656	sp|Q9CR58|KMCP1_MOUSE	tr|A0A2K5P6R4|A0A2K5P6R4_CERAT, tr|A0A2K5MEH3|A0A2K5MEH3_CERAT
OG0000657	sp|Q99K85|SERC_MOUSE	tr|A0A2K5P3G3|A0A2K5P3G3_CERAT, tr|A0A2K5LGP5|A0A2K5LGP5_CERAT, tr|A0A2K5LD58|A0A2K5LD58_CERAT, tr|A0A2K5NGL2|A0A2K5NGL2_CERAT
OG0000658	sp|P62702|RS4X_MOUSE	tr|A0A2K5MBZ8|A0A2K5MBZ8_CERAT, tr|A0A2K5N8A4|A0A2K5N8A4_CERAT, tr|A0A2K5MG51|A0A2K5MG51_CERAT, tr|A0A2K5LD40|A0A2K5LD40_CERAT
OG0000659	sp|Q8BQB6|SAXO2_MOUSE	tr|A0A2K5NRS4|A0A2K5NRS4_CERAT, tr|A0A2K5N6N8|A0A2K5N6N8_CERAT, tr|A0A2K5KHJ2|A0A2K5KHJ2_CERAT, tr|A0A2K5M9H9|A0A2K5M9H9_CERAT
OG0000660	sp|Q9ESL0|SCO2B_MOUSE, sp|Q9JJN4|SCO2A_MOUSE, sp|Q9D0K2|SCOT1_MOUSE	tr|A0A2K5LVP5|A0A2K5LVP5_CERAT, tr|A0A2K5KLI3|A0A2K5KLI3_CERAT
OG0000661	sp|Q78PG9|CCD25_MOUSE	tr|A0A2K5L8F0|A0A2K5L8F0_CERAT, tr|A0A2K5M3K6|A0A2K5M3K6_CERAT, tr|A0A2K5KQV6|A0A2K5KQV6_CERAT, tr|A0A2K5LVV9|A0A2K5LVV9_CERAT
OG0000662	sp|P02469|LAMB1_MOUSE	tr|A0A2K5KYB8|A0A2K5KYB8_CERAT
OG0000662	sp|Q61292|LAMB2_MOUSE	tr|A0A2K5MIS3|A0A2K5MIS3_CERAT, tr|A0A2K5P838|A0A2K5P838_CERAT
OG0000663	sp|Q62233|SIX3_MOUSE	tr|A0A2K5M5S4|A0A2K5M5S4_CERAT
OG0000663	sp|Q9QZ28|SIX6_MOUSE	tr|A0A2K5NQU8|A0A2K5NQU8_CERAT, tr|A0A2K5MTE1|A0A2K5MTE1_CERAT
OG0000664	sp|Q8R1F0|L10K_MOUSE	tr|A0A2K5MHK9|A0A2K5MHK9_CERAT, tr|A0A2K5MXR0|A0A2K5MXR0_CERAT, tr|A0A2K5L9I4|A0A2K5L9I4_CERAT, tr|A0A2K5MAA0|A0A2K5MAA0_CERAT
OG0000665	sp|Q9CY00|TT30B_MOUSE, sp|Q99J38|T30A1_MOUSE, sp|A2AKQ8|T30A2_MOUSE	tr|A0A2K5KJS4|A0A2K5KJS4_CERAT, tr|A0A2K5KH75|A0A2K5KH75_CERAT
OG0000666	tr|Q8VFY0|Q8VFY0_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE, tr|Q7TRX1|Q7TRX1_MOUSE	tr|A0A2K5KH89|A0A2K5KH89_CERAT
OG0000667	sp|P00688|AMYP_MOUSE, tr|E9PV85|E9PV85_MOUSE, sp|P00687|AMY1_MOUSE	tr|A0A2K5KJX7|A0A2K5KJX7_CERAT, tr|A0A2K5L045|A0A2K5L045_CERAT
OG0000668	sp|Q9D883|U2AF1_MOUSE	tr|A0A2K5KV34|A0A2K5KV34_CERAT
OG0000668	sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A2K5P5I0|A0A2K5P5I0_CERAT, tr|A0A2K5N1W9|A0A2K5N1W9_CERAT
OG0000669	sp|Q80Z64|NANOG_MOUSE	tr|A0A2K5LUB8|A0A2K5LUB8_CERAT, tr|A0A2K5MSL7|A0A2K5MSL7_CERAT, tr|A0A2K5L5A6|A0A2K5L5A6_CERAT, tr|A0A2K5N494|A0A2K5N494_CERAT
OG0000670	sp|Q71LX4|TLN2_MOUSE	tr|A0A2K5NAI8|A0A2K5NAI8_CERAT
OG0000670	sp|Q9ERE8|TLRN1_MOUSE, sp|P26039|TLN1_MOUSE	tr|A0A2K5LPZ0|A0A2K5LPZ0_CERAT
OG0000671	sp|P23198|CBX3_MOUSE	tr|A0A2K5KM10|A0A2K5KM10_CERAT, tr|A0A2K5P8E8|A0A2K5P8E8_CERAT, tr|A0A2K5NJE4|A0A2K5NJE4_CERAT, tr|A0A2K5MQZ8|A0A2K5MQZ8_CERAT
OG0000672	sp|Q9CQW2|ARL8B_MOUSE	tr|A0A2K5KXL0|A0A2K5KXL0_CERAT, tr|A0A2K5N8G8|A0A2K5N8G8_CERAT
OG0000672	sp|Q8VEH3|ARL8A_MOUSE	tr|A0A2K5NLL4|A0A2K5NLL4_CERAT
OG0000673	sp|Q9Z2J0|S23A1_MOUSE	tr|A0A2K5L3F4|A0A2K5L3F4_CERAT
OG0000673	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE, sp|Q9EPR4|S23A2_MOUSE	tr|A0A2K5P1B9|A0A2K5P1B9_CERAT
OG0000674	sp|P17809|GTR1_MOUSE	tr|A0A2K5LVU0|A0A2K5LVU0_CERAT
OG0000674	sp|P32037|GTR3_MOUSE	tr|A0A2K5NLF4|A0A2K5NLF4_CERAT, tr|A0A2K5MMG5|A0A2K5MMG5_CERAT
OG0000675	sp|Q8VBW9|OLF63_MOUSE, tr|K7N6V7|K7N6V7_MOUSE, tr|A0A2I3BPU7|A0A2I3BPU7_MOUSE, tr|A0A2I3BQR4|A0A2I3BQR4_MOUSE	tr|A0A2K5N8L6|A0A2K5N8L6_CERAT
