Orthogroup	Mus_musculus	Castor_canadensis
OG0002669	sp|Q9QUG9|GRP2_MOUSE	tr|A0A250YII7|A0A250YII7_CASCN, tr|A0A8B7ULW0|A0A8B7ULW0_CASCN
OG0002670	sp|Q3TMW1|C102A_MOUSE	tr|A0A8B7TPV6|A0A8B7TPV6_CASCN, tr|A0A250YJK8|A0A250YJK8_CASCN
OG0002671	sp|Q3UMY5|EMAL4_MOUSE	tr|A0A250YLX8|A0A250YLX8_CASCN, tr|A0A8B7VXG7|A0A8B7VXG7_CASCN
OG0002672	sp|P14115|RL27A_MOUSE	tr|A0A250YA48|A0A250YA48_CASCN, tr|A0A8B7TPD4|A0A8B7TPD4_CASCN
OG0002673	sp|A2ARZ3|FSIP2_MOUSE, tr|A2AF73|A2AF73_MOUSE	tr|A0A8B7TQ16|A0A8B7TQ16_CASCN
OG0002674	sp|P82198|BGH3_MOUSE	tr|A0A8B7UC66|A0A8B7UC66_CASCN, tr|A0A8B7UAV1|A0A8B7UAV1_CASCN
OG0002675	sp|Q9DCS9|NDUBA_MOUSE	tr|A0A8B7V167|A0A8B7V167_CASCN, tr|A0A250YAX4|A0A250YAX4_CASCN
OG0002676	sp|P53811|PIPNB_MOUSE	tr|A0A8B7V1C6|A0A8B7V1C6_CASCN, tr|A0A250XXH0|A0A250XXH0_CASCN
OG0002677	sp|Q64287|IRF4_MOUSE	tr|A0A8B7V6I1|A0A8B7V6I1_CASCN, tr|A0A8B7UBR5|A0A8B7UBR5_CASCN
OG0002678	sp|Q99PU7|BAP1_MOUSE	tr|A0A8B7VB67|A0A8B7VB67_CASCN, tr|A0A250YL34|A0A250YL34_CASCN
OG0002679	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A8B7VEZ4|A0A8B7VEZ4_CASCN, tr|A0A8B7WK10|A0A8B7WK10_CASCN
OG0002680	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A8B7VZX5|A0A8B7VZX5_CASCN, tr|A0A8B7UBV9|A0A8B7UBV9_CASCN
OG0002681	sp|Q60774|TM45A_MOUSE	tr|A0A8C0WZV8|A0A8C0WZV8_CASCN, tr|A0A8B7WJS9|A0A8B7WJS9_CASCN
OG0002682	sp|Q3UVG3|F91A1_MOUSE	tr|A0A250Y3A6|A0A250Y3A6_CASCN, tr|A0A8B7W113|A0A8B7W113_CASCN
OG0002683	sp|Q6P2K6|P4R3A_MOUSE	tr|A0A250Y5E5|A0A250Y5E5_CASCN, tr|A0A8B7WCN3|A0A8B7WCN3_CASCN
OG0002684	tr|G3X972|G3X972_MOUSE	tr|A0A250Y6U0|A0A250Y6U0_CASCN, tr|A0A8B7VDF2|A0A8B7VDF2_CASCN
OG0002685	sp|Q99ME2|WDR6_MOUSE	tr|A0A250Y733|A0A250Y733_CASCN, tr|A0A8B7VAJ2|A0A8B7VAJ2_CASCN
OG0002686	sp|Q9CZG3|COMD8_MOUSE	tr|A0A250YBC8|A0A250YBC8_CASCN, tr|A0A8B7U3P1|A0A8B7U3P1_CASCN
OG0002687	sp|P15379|CD44_MOUSE	tr|A0A8B7W845|A0A8B7W845_CASCN, tr|A0A250YGM9|A0A250YGM9_CASCN
OG0002688	sp|P12804|FGL2_MOUSE	tr|A0A8B7TRJ8|A0A8B7TRJ8_CASCN, tr|A0A250YI03|A0A250YI03_CASCN
OG0002689	sp|Q80U38|KHNYN_MOUSE	tr|A0A8B7VDB2|A0A8B7VDB2_CASCN, tr|A0A250YKJ4|A0A250YKJ4_CASCN
OG0002690	sp|Q9JLA2|IL36A_MOUSE	tr|A0A8B7TIJ9|A0A8B7TIJ9_CASCN, tr|A0A8B7TP34|A0A8B7TP34_CASCN
OG0002691	sp|P97926|OXYR_MOUSE, sp|O88721|V2R_MOUSE	tr|A0A8B7TJH7|A0A8B7TJH7_CASCN
OG0002692	sp|Q8K1F9|LCTL_MOUSE	tr|A0A8B7URD4|A0A8B7URD4_CASCN, tr|A0A8B7TQ98|A0A8B7TQ98_CASCN
OG0002693	sp|Q6PE15|ABHDA_MOUSE	tr|A0A8B7U2E8|A0A8B7U2E8_CASCN, tr|A0A250XY53|A0A250XY53_CASCN
OG0002694	tr|G3X8R7|G3X8R7_MOUSE	tr|A0A8B7UAL4|A0A8B7UAL4_CASCN, tr|A0A250Y1T1|A0A250Y1T1_CASCN
OG0002695	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A8B7UHE3|A0A8B7UHE3_CASCN, tr|A0A8B7UCU2|A0A8B7UCU2_CASCN
OG0002696	sp|Q5SXI5|ZN496_MOUSE	tr|A0A250Y317|A0A250Y317_CASCN, tr|A0A8B7UTS0|A0A8B7UTS0_CASCN
OG0002698	sp|Q8BZ34|ZN641_MOUSE	tr|A0A8B7VFA1|A0A8B7VFA1_CASCN, tr|A0A8B7W8G0|A0A8B7W8G0_CASCN
OG0002699	sp|P04443|HBB0_MOUSE, sp|P04444|HBBZ_MOUSE	tr|A0A8B7VH82|A0A8B7VH82_CASCN
OG0002700	sp|Q80W47|WIPI2_MOUSE	tr|A0A8B7TXD1|A0A8B7TXD1_CASCN, tr|A0A8B7VN92|A0A8B7VN92_CASCN
OG0002701	sp|Q8VD66|ABHD4_MOUSE	tr|A0A8B7VY34|A0A8B7VY34_CASCN, tr|A0A250YFJ6|A0A250YFJ6_CASCN
OG0002702	tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE	tr|A0A8B7WC71|A0A8B7WC71_CASCN
OG0002703	sp|Q3U128|APCD1_MOUSE	tr|A0A8B7WDH1|A0A8B7WDH1_CASCN, tr|A0A8B7V1N4|A0A8B7V1N4_CASCN
OG0002704	sp|Q9Z120|TRMB_MOUSE	tr|A0A8B7UIE4|A0A8B7UIE4_CASCN, tr|A0A250XXF5|A0A250XXF5_CASCN
OG0002705	sp|Q9DA37|SAMD8_MOUSE	tr|A0A250Y0H5|A0A250Y0H5_CASCN, tr|A0A8B7VJ78|A0A8B7VJ78_CASCN
OG0002706	sp|Q60716|P4HA2_MOUSE	tr|A0A250Y2F2|A0A250Y2F2_CASCN, tr|A0A8B7VTG6|A0A8B7VTG6_CASCN
OG0002707	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A8B7WBB2|A0A8B7WBB2_CASCN, tr|A0A250YHI8|A0A250YHI8_CASCN
OG0002708	tr|Q3URQ4|Q3URQ4_MOUSE	tr|A0A8B7UPM5|A0A8B7UPM5_CASCN, tr|A0A8B7TSB6|A0A8B7TSB6_CASCN
OG0002709	sp|Q99LH9|3BP5L_MOUSE	tr|A0A250XZT6|A0A250XZT6_CASCN, tr|A0A8B7UF26|A0A8B7UF26_CASCN
OG0002710	sp|Q11131|FUT7_MOUSE	tr|A0A8C0WBC7|A0A8C0WBC7_CASCN, tr|A0A8B7UT61|A0A8B7UT61_CASCN
OG0002711	sp|Q8BZ52|FSD2_MOUSE	tr|A0A250Y519|A0A250Y519_CASCN, tr|A0A8B7UYU4|A0A8B7UYU4_CASCN
OG0002712	tr|Q80UR4|Q80UR4_MOUSE	tr|A0A8B7V1D0|A0A8B7V1D0_CASCN, tr|A0A8B7V2Q6|A0A8B7V2Q6_CASCN
OG0002713	sp|Q03402|CRIS3_MOUSE, sp|Q03401|CRIS1_MOUSE	tr|A0A8B7V3E9|A0A8B7V3E9_CASCN
OG0002714	sp|P40645|SOX6_MOUSE	tr|A0A8B7VID3|A0A8B7VID3_CASCN, tr|A0A8B7VGS8|A0A8B7VGS8_CASCN
OG0002715	sp|Q5SRY7|FBW1B_MOUSE	tr|A0A250Y2S7|A0A250Y2S7_CASCN, tr|A0A8B7VX05|A0A8B7VX05_CASCN
OG0002716	sp|Q924W6|TRI66_MOUSE	tr|A0A8B7U2D9|A0A8B7U2D9_CASCN, tr|A0A8B7W5Q7|A0A8B7W5Q7_CASCN
OG0002717	sp|Q8VHD8|HORN_MOUSE, tr|B9EJL3|B9EJL3_MOUSE	tr|A0A8B7WFI5|A0A8B7WFI5_CASCN
OG0002718	sp|Q3UHG7|DEN11_MOUSE	tr|A0A8B7W4R9|A0A8B7W4R9_CASCN, tr|A0A8C0WRR3|A0A8C0WRR3_CASCN
OG0002719	sp|O88848|ARL6_MOUSE	tr|A0A8B7VNJ9|A0A8B7VNJ9_CASCN, tr|A0A250XVY3|A0A250XVY3_CASCN
OG0002720	sp|O35382|EXOC4_MOUSE	tr|A0A8B7V142|A0A8B7V142_CASCN, tr|A0A250Y1N1|A0A250Y1N1_CASCN
OG0002721	sp|Q8VHQ9|ACO11_MOUSE	tr|A0A250Y3D4|A0A250Y3D4_CASCN, tr|A0A8B7VHL2|A0A8B7VHL2_CASCN
OG0002722	sp|Q60992|VAV2_MOUSE	tr|A0A250Y5F9|A0A250Y5F9_CASCN, tr|A0A8C0WWC3|A0A8C0WWC3_CASCN
OG0002723	sp|Q99LZ3|SLD5_MOUSE	tr|A0A250YCX6|A0A250YCX6_CASCN, tr|A0A8B7VVH7|A0A8B7VVH7_CASCN
OG0002724	sp|P23492|PNPH_MOUSE, tr|Q9D8C9|Q9D8C9_MOUSE	tr|A0A250YET9|A0A250YET9_CASCN
OG0002725	sp|Q8CC86|PNCB_MOUSE	tr|A0A250YJL9|A0A250YJL9_CASCN, tr|A0A8B7V2K7|A0A8B7V2K7_CASCN
OG0002726	sp|P30966|5HT5A_MOUSE, sp|P31387|5HT5B_MOUSE	tr|A0A8B7TQH7|A0A8B7TQH7_CASCN
OG0002727	sp|P52432|RPAC1_MOUSE	tr|A0A8B7U520|A0A8B7U520_CASCN, tr|A0A250YG17|A0A250YG17_CASCN
OG0002728	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A8B7UAW3|A0A8B7UAW3_CASCN, tr|A0A8B7U6C1|A0A8B7U6C1_CASCN
OG0002729	sp|Q921W4|QORL1_MOUSE	tr|A0A8B7UGY0|A0A8B7UGY0_CASCN, tr|A0A250YGE4|A0A250YGE4_CASCN
OG0002730	sp|Q62406|IRAK1_MOUSE	tr|A0A250Y4S1|A0A250Y4S1_CASCN, tr|A0A8B7V418|A0A8B7V418_CASCN
OG0002731	sp|Q03160|GRB7_MOUSE	tr|A0A8B7VHW2|A0A8B7VHW2_CASCN, tr|A0A250YJE0|A0A250YJE0_CASCN
OG0002732	sp|Q91WT4|DJC17_MOUSE	tr|A0A250XYA2|A0A250XYA2_CASCN, tr|A0A8B7VJK5|A0A8B7VJK5_CASCN
OG0002733	sp|Q91WG1|INSI2_MOUSE	tr|A0A8B7WC31|A0A8B7WC31_CASCN, tr|A0A250Y982|A0A250Y982_CASCN
OG0002734	tr|Q14AF1|Q14AF1_MOUSE, tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|A0A8C0WSX3|A0A8C0WSX3_CASCN
OG0002735	sp|Q9EQR3|KCNN1_MOUSE, sp|P58391|KCNN3_MOUSE	tr|A0A8C0X5R8|A0A8C0X5R8_CASCN
OG0002736	sp|P21956|MFGM_MOUSE	tr|A0A8B7UNY9|A0A8B7UNY9_CASCN, tr|A0A250Y0Q8|A0A250Y0Q8_CASCN
OG0002737	sp|Q63836|SBP2_MOUSE, sp|P17563|SBP1_MOUSE	tr|A0A250Y1E8|A0A250Y1E8_CASCN
OG0002738	sp|Q8CHK4|KAT5_MOUSE	tr|A0A8B7ULL5|A0A8B7ULL5_CASCN, tr|A0A250Y2Q3|A0A250Y2Q3_CASCN
OG0002739	sp|Q8JZY2|COMDA_MOUSE	tr|A0A250YC48|A0A250YC48_CASCN, tr|A0A8B7V716|A0A8B7V716_CASCN
OG0002740	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A250YC88|A0A250YC88_CASCN, tr|A0A8B7VN46|A0A8B7VN46_CASCN
OG0002741	sp|Q9JMG2|C1GLC_MOUSE	tr|A0A8B7U5J4|A0A8B7U5J4_CASCN, tr|A0A250YFK8|A0A250YFK8_CASCN
OG0002742	sp|Q60584|FBXW2_MOUSE	tr|A0A8B7VBE8|A0A8B7VBE8_CASCN, tr|A0A250YID3|A0A250YID3_CASCN
OG0002743	sp|Q07174|M3K8_MOUSE	tr|A0A8B7VSP3|A0A8B7VSP3_CASCN, tr|A0A250YII9|A0A250YII9_CASCN
OG0002744	sp|Q8VI93|OAS3_MOUSE, sp|E9Q9A9|OAS2_MOUSE	tr|A0A8B7U4B0|A0A8B7U4B0_CASCN
OG0002745	sp|Q99LC5|ETFA_MOUSE	tr|A0A8B7UD24|A0A8B7UD24_CASCN, tr|A0A250XYX3|A0A250XYX3_CASCN
OG0002746	sp|P23881|TCEA3_MOUSE	tr|A0A8B7UFB1|A0A8B7UFB1_CASCN, tr|A0A250XZ88|A0A250XZ88_CASCN
OG0002747	sp|Q6PCM2|INT6_MOUSE	tr|A0A8B7UUU3|A0A8B7UUU3_CASCN, tr|A0A250Y5T8|A0A250Y5T8_CASCN
OG0002748	sp|Q3U9G9|LBR_MOUSE	tr|A0A8B7WJQ3|A0A8B7WJQ3_CASCN, tr|A0A8B7VMN2|A0A8B7VMN2_CASCN
OG0002749	sp|Q8BKT8|HAUS7_MOUSE	tr|A0A8B7VVF1|A0A8B7VVF1_CASCN, tr|A0A250YGV7|A0A250YGV7_CASCN
OG0002750	sp|Q9WUU9|GANP_MOUSE	tr|A0A8B7VQM1|A0A8B7VQM1_CASCN, tr|A0A8B7VVY6|A0A8B7VVY6_CASCN
OG0002751	sp|Q62393|TPD52_MOUSE	tr|A0A8C0ZLW5|A0A8C0ZLW5_CASCN, tr|A0A250XVZ0|A0A250XVZ0_CASCN
OG0002752	sp|Q9CY58|PAIRB_MOUSE	tr|A0A250Y071|A0A250Y071_CASCN, tr|A0A8B7W258|A0A8B7W258_CASCN
OG0002753	sp|Q9JKS5|HABP4_MOUSE	tr|A0A8B7U4R6|A0A8B7U4R6_CASCN, tr|A0A250Y0S3|A0A250Y0S3_CASCN
OG0002754	sp|Q6P539|F222B_MOUSE	tr|A0A8B7UG47|A0A8B7UG47_CASCN, tr|A0A250Y2Z2|A0A250Y2Z2_CASCN
OG0002755	sp|Q9CYR0|SSBP_MOUSE	tr|A0A250YA54|A0A250YA54_CASCN, tr|A0A8B7W5G7|A0A8B7W5G7_CASCN
OG0002756	sp|O88875|BY55_MOUSE	tr|A0A8B7UYB4|A0A8B7UYB4_CASCN, tr|A0A250YB73|A0A250YB73_CASCN
OG0002757	sp|Q9D123|TM219_MOUSE	tr|A0A8B7U149|A0A8B7U149_CASCN, tr|A0A250YD29|A0A250YD29_CASCN
OG0002758	sp|P27512|TNR5_MOUSE	tr|A0A250YEM0|A0A250YEM0_CASCN, tr|A0A8B7UXJ9|A0A8B7UXJ9_CASCN
OG0002759	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A250YI33|A0A250YI33_CASCN, tr|A0A8B7TJB4|A0A8B7TJB4_CASCN
OG0002760	sp|Q3UJV1|CCD61_MOUSE	tr|A0A250YJA8|A0A250YJA8_CASCN, tr|A0A8B7UB47|A0A8B7UB47_CASCN
OG0002761	sp|Q9EST4|PSMG2_MOUSE	tr|A0A250YDW7|A0A250YDW7_CASCN, tr|A0A8B7TVS5|A0A8B7TVS5_CASCN
OG0002763	sp|Q8CIA9|MF14B_MOUSE	tr|A0A8B7UAE5|A0A8B7UAE5_CASCN, tr|A0A8B7TUJ8|A0A8B7TUJ8_CASCN
OG0002764	sp|Q9JLN9|MTOR_MOUSE	tr|A0A8B7UYX8|A0A8B7UYX8_CASCN, tr|A0A8B7UYY3|A0A8B7UYY3_CASCN
OG0002765	sp|Q9WUU7|CATZ_MOUSE	tr|A0A8B7VER9|A0A8B7VER9_CASCN, tr|A0A250YEW9|A0A250YEW9_CASCN
OG0002766	sp|Q8K304|TM129_MOUSE	tr|A0A8B7VLK3|A0A8B7VLK3_CASCN, tr|A0A250YGE9|A0A250YGE9_CASCN
OG0002767	sp|Q2HXL6|EDEM3_MOUSE	tr|A0A250Y623|A0A250Y623_CASCN, tr|A0A8B7VM84|A0A8B7VM84_CASCN
OG0002768	sp|P0DPE0|EFMT4_MOUSE	tr|A0A8C0WVN9|A0A8C0WVN9_CASCN, tr|A0A8B7W0N6|A0A8B7W0N6_CASCN
OG0002769	tr|F6U238|F6U238_MOUSE	tr|A0A8B7W6Z9|A0A8B7W6Z9_CASCN, tr|A0A8B7WIG8|A0A8B7WIG8_CASCN
OG0002770	sp|Q3UK37|TEDC1_MOUSE	tr|A0A8C0WZB4|A0A8C0WZB4_CASCN, tr|A0A8B7U6L0|A0A8B7U6L0_CASCN
OG0002771	sp|Q9JLI7|SPAG6_MOUSE, tr|Q3V0U9|Q3V0U9_MOUSE	tr|A0A8C0XP41|A0A8C0XP41_CASCN
OG0002772	sp|Q64314|CD34_MOUSE	tr|A0A8B7UE86|A0A8B7UE86_CASCN, tr|A0A250XZU2|A0A250XZU2_CASCN
OG0002773	sp|Q9JKR6|HYOU1_MOUSE	tr|A0A250Y6E2|A0A250Y6E2_CASCN, tr|A0A8B7VDV7|A0A8B7VDV7_CASCN
OG0002774	sp|Q05920|PYC_MOUSE	tr|A0A250Y7A7|A0A250Y7A7_CASCN, tr|A0A8B7UNI6|A0A8B7UNI6_CASCN
OG0002775	sp|P28078|DMA_MOUSE	tr|A0A250YDV1|A0A250YDV1_CASCN, tr|A0A8B7UK56|A0A8B7UK56_CASCN
OG0002776	sp|Q80T85|DCAF5_MOUSE	tr|A0A8B7UHH5|A0A8B7UHH5_CASCN, tr|A0A250YLX0|A0A250YLX0_CASCN
OG0002777	sp|Q6A037|N4BP1_MOUSE	tr|A0A8B7U472|A0A8B7U472_CASCN, tr|A0A8B7U2J2|A0A8B7U2J2_CASCN
OG0002778	sp|Q921M7|CYRIB_MOUSE	tr|A0A250YFL8|A0A250YFL8_CASCN, tr|A0A8B7UUM7|A0A8B7UUM7_CASCN
OG0002779	sp|Q8BYL4|SYYM_MOUSE	tr|A0A8B7TNE5|A0A8B7TNE5_CASCN, tr|A0A8B7UVK6|A0A8B7UVK6_CASCN
OG0002780	sp|Q6DID5|PWP3A_MOUSE	tr|A0A8C0WDB1|A0A8C0WDB1_CASCN, tr|A0A8B7V5I8|A0A8B7V5I8_CASCN
OG0002781	sp|Q3V0C5|UBP48_MOUSE	tr|A0A8B7VL49|A0A8B7VL49_CASCN, tr|A0A250Y6H4|A0A250Y6H4_CASCN
OG0002782	sp|Q8CAV0|YBEY_MOUSE	tr|A0A8B7VZ59|A0A8B7VZ59_CASCN, tr|A0A8B7VVD8|A0A8B7VVD8_CASCN
OG0002783	sp|P59470|RPC2_MOUSE	tr|A0A250Y706|A0A250Y706_CASCN, tr|A0A8B7WDB2|A0A8B7WDB2_CASCN
OG0002784	sp|P33215|NEDD1_MOUSE	tr|A0A250Y424|A0A250Y424_CASCN, tr|A0A8B7WFV7|A0A8B7WFV7_CASCN
OG0002785	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A8B7V8U2|A0A8B7V8U2_CASCN, tr|A0A8C0X497|A0A8C0X497_CASCN
OG0002786	sp|Q00731|VEGFA_MOUSE	tr|A0A8B7U507|A0A8B7U507_CASCN, tr|A0A250XWB7|A0A250XWB7_CASCN
OG0002787	sp|Q8CE96|TRM6_MOUSE	tr|A0A8B7UU33|A0A8B7UU33_CASCN, tr|A0A250Y262|A0A250Y262_CASCN
OG0002788	sp|Q8K057|IFT80_MOUSE	tr|A0A250Y543|A0A250Y543_CASCN, tr|A0A8B7VX97|A0A8B7VX97_CASCN
OG0002789	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A8B7VFF6|A0A8B7VFF6_CASCN, tr|A0A250Y7N3|A0A250Y7N3_CASCN
OG0002790	sp|Q56A07|SCN2B_MOUSE	tr|A0A250YBC2|A0A250YBC2_CASCN, tr|A0A8B7UEL6|A0A8B7UEL6_CASCN
OG0002791	sp|P57776|EF1D_MOUSE	tr|A0A250YEE4|A0A250YEE4_CASCN, tr|A0A8B7V2L4|A0A8B7V2L4_CASCN
OG0002792	sp|P54729|NUB1_MOUSE	tr|A0A8B7TPW1|A0A8B7TPW1_CASCN, tr|A0A250YKI4|A0A250YKI4_CASCN
OG0002793	sp|Q9D2R8|RT33_MOUSE	tr|A0A250Y8Y6|A0A250Y8Y6_CASCN, tr|A0A8B7TMT3|A0A8B7TMT3_CASCN
OG0002794	sp|P97357|TAF1A_MOUSE	tr|A0A8B7UDJ5|A0A8B7UDJ5_CASCN, tr|A0A8B7U9Q3|A0A8B7U9Q3_CASCN
OG0002795	sp|Q8BH75|RNF41_MOUSE	tr|A0A8B7UGN1|A0A8B7UGN1_CASCN, tr|A0A8B7UGR9|A0A8B7UGR9_CASCN
OG0002796	sp|Q8VCK6|FFAR2_MOUSE	tr|A0A8C0WGI1|A0A8C0WGI1_CASCN, tr|A0A8B7UZL9|A0A8B7UZL9_CASCN
OG0002797	sp|Q9CR84|AT5G1_MOUSE	tr|A0A250Y9W6|A0A250Y9W6_CASCN, tr|A0A8B7VFR7|A0A8B7VFR7_CASCN
OG0002798	sp|Q9CQF8|RT63_MOUSE	tr|A0A250Y8T4|A0A250Y8T4_CASCN, tr|A0A8B7VJD0|A0A8B7VJD0_CASCN
OG0002799	sp|P97367|MEIS2_MOUSE, sp|Q60954|MEIS1_MOUSE	tr|A0A8B7W0B9|A0A8B7W0B9_CASCN
OG0002800	sp|Q8K224|NAT10_MOUSE	tr|A0A250Y6I5|A0A250Y6I5_CASCN, tr|A0A8B7W4G2|A0A8B7W4G2_CASCN
OG0002801	sp|P28574|MAX_MOUSE	tr|A0A250XUT7|A0A250XUT7_CASCN, tr|A0A8C0WEK8|A0A8C0WEK8_CASCN
OG0002802	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A250Y2A3|A0A250Y2A3_CASCN, tr|A0A8B7WAI6|A0A8B7WAI6_CASCN
OG0002803	sp|Q922U1|PRPF3_MOUSE	tr|A0A8B7TX09|A0A8B7TX09_CASCN, tr|A0A250Y4C9|A0A250Y4C9_CASCN
OG0002804	sp|Q9CQE3|RT17_MOUSE	tr|A0A250Y9L5|A0A250Y9L5_CASCN, tr|A0A8B7U9U6|A0A8B7U9U6_CASCN
OG0002805	sp|Q3U2S4|OTUD5_MOUSE	tr|A0A250YJY5|A0A250YJY5_CASCN, tr|A0A8B7V869|A0A8B7V869_CASCN
OG0002806	sp|Q8VFL5|O1030_MOUSE	tr|A0A8B7TNU0|A0A8B7TNU0_CASCN, tr|A0A8B7TST7|A0A8B7TST7_CASCN
OG0002807	sp|Q9WVL6|EXTL3_MOUSE	tr|A0A8B7U2Z5|A0A8B7U2Z5_CASCN, tr|A0A250Y5X9|A0A250Y5X9_CASCN
OG0002808	sp|Q9D1M0|SEC13_MOUSE	tr|A0A8B7UU42|A0A8B7UU42_CASCN, tr|A0A250YFQ5|A0A250YFQ5_CASCN
OG0002809	sp|Q8BW74|HLF_MOUSE	tr|A0A8B7UT48|A0A8B7UT48_CASCN, tr|A0A8B7UVP1|A0A8B7UVP1_CASCN
OG0002810	sp|Q02738|CXB4_MOUSE	tr|A0A8B7VR95|A0A8B7VR95_CASCN, tr|A0A8B7U7I6|A0A8B7U7I6_CASCN
OG0002811	sp|Q8BJH1|ZC21A_MOUSE	tr|A0A8B7W2E3|A0A8B7W2E3_CASCN, tr|A0A250XYH6|A0A250XYH6_CASCN
OG0002812	sp|Q9Z2H5|E41L1_MOUSE	tr|A0A250Y4M9|A0A250Y4M9_CASCN, tr|A0A8B7W3W2|A0A8B7W3W2_CASCN
OG0002813	sp|P0C028|NUD11_MOUSE, sp|P0C027|NUD10_MOUSE	tr|A0A8B7WJX6|A0A8B7WJX6_CASCN
OG0002814	sp|Q5VCS6|TDRD5_MOUSE, sp|Q80VL1|TDRKH_MOUSE	tr|A0A8C0XMA1|A0A8C0XMA1_CASCN
OG0002815	sp|Q8VCT3|AMPB_MOUSE	tr|A0A8B7UB20|A0A8B7UB20_CASCN, tr|A0A8C0Y4V2|A0A8C0Y4V2_CASCN
OG0002816	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A8C0ZUG8|A0A8C0ZUG8_CASCN, tr|A0A250XWR3|A0A250XWR3_CASCN
OG0002817	sp|O35625|AXIN1_MOUSE	tr|A0A250Y5P3|A0A250Y5P3_CASCN, tr|A0A8B7VK69|A0A8B7VK69_CASCN
OG0002818	sp|Q9QZS2|RNF4_MOUSE	tr|A0A250YBN0|A0A250YBN0_CASCN, tr|A0A8B7UFF5|A0A8B7UFF5_CASCN
OG0002819	sp|P42567|EPS15_MOUSE	tr|A0A8B7U8X0|A0A8B7U8X0_CASCN, tr|A0A8B7UA48|A0A8B7UA48_CASCN
OG0002820	sp|Q3THW5|H2AV_MOUSE	tr|A0A8B7UIX0|A0A8B7UIX0_CASCN, tr|A0A250XV01|A0A250XV01_CASCN
OG0002821	sp|Q5PR73|DIRA2_MOUSE	tr|A0A8B7TLJ8|A0A8B7TLJ8_CASCN, tr|A0A8B7URK8|A0A8B7URK8_CASCN
OG0002822	sp|Q91VY6|CYTIP_MOUSE	tr|A0A250YGF7|A0A250YGF7_CASCN, tr|A0A8B7UUB7|A0A8B7UUB7_CASCN
OG0002823	sp|Q9D7M1|GID8_MOUSE	tr|A0A8B7VD19|A0A8B7VD19_CASCN, tr|A0A250YCY7|A0A250YCY7_CASCN
OG0002824	sp|G5E861|SCLT1_MOUSE	tr|A0A8B7W1Y1|A0A8B7W1Y1_CASCN, tr|A0A8B7WE02|A0A8B7WE02_CASCN
OG0002825	sp|Q9D273|MMAB_MOUSE	tr|A0A8B7V2Q4|A0A8B7V2Q4_CASCN, tr|A0A250XWV3|A0A250XWV3_CASCN
OG0002826	sp|Q9JJA7|CCNL2_MOUSE	tr|A0A8B7TW11|A0A8B7TW11_CASCN, tr|A0A250XY06|A0A250XY06_CASCN
OG0002827	sp|P30355|AL5AP_MOUSE	tr|A0A250YAR4|A0A250YAR4_CASCN, tr|A0A8B7VGK8|A0A8B7VGK8_CASCN
OG0002828	sp|Q9DCC4|P5CR3_MOUSE	tr|A0A8B7V4G0|A0A8B7V4G0_CASCN, tr|A0A250YE64|A0A250YE64_CASCN
OG0002829	sp|Q9WTV7|RNF12_MOUSE	tr|A0A8B7TK01|A0A8B7TK01_CASCN, tr|A0A250YKD2|A0A250YKD2_CASCN
OG0002830	sp|Q9JLI8|SART3_MOUSE	tr|A0A8B7USR6|A0A8B7USR6_CASCN, tr|A0A8B7TNH7|A0A8B7TNH7_CASCN
OG0002831	sp|Q0HA38|TT21B_MOUSE	tr|A0A8B7TY66|A0A8B7TY66_CASCN, tr|A0A8B7U491|A0A8B7U491_CASCN
OG0002832	sp|Q80TG1|KANL1_MOUSE	tr|A0A250Y6X4|A0A250Y6X4_CASCN, tr|A0A8B7UCH8|A0A8B7UCH8_CASCN
OG0002833	sp|Q8BYH3|TRM13_MOUSE	tr|A0A8B7UUS7|A0A8B7UUS7_CASCN, tr|A0A250YJ05|A0A250YJ05_CASCN
OG0002834	sp|Q8VC16|LRC14_MOUSE	tr|A0A8B7UAE2|A0A8B7UAE2_CASCN, tr|A0A8B7V3P6|A0A8B7V3P6_CASCN
OG0002835	sp|Q8BJL0|SMAL1_MOUSE	tr|A0A8B7V4Q8|A0A8B7V4Q8_CASCN, tr|A0A8B7V3S9|A0A8B7V3S9_CASCN
OG0002836	sp|Q9R0M6|RAB9A_MOUSE	tr|A0A8B7W0S5|A0A8B7W0S5_CASCN, tr|A0A8B7V5Y6|A0A8B7V5Y6_CASCN
OG0002837	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A8B7VDP4|A0A8B7VDP4_CASCN, tr|A0A8B7WGI9|A0A8B7WGI9_CASCN
