Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0000483	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A2K5Z6W8|A0A2K5Z6W8_MANLE
OG0000485	sp|Q9D3E6|STAG1_MOUSE	tr|A0A2K5YCP0|A0A2K5YCP0_MANLE
OG0000485	sp|O35638|STAG2_MOUSE	tr|A0A2K5Z7A0|A0A2K5Z7A0_MANLE
OG0000485	sp|O70576|STAG3_MOUSE	tr|A0A2K5YS86|A0A2K5YS86_MANLE
OG0000486	sp|Q8BRT1|CLAP2_MOUSE	tr|A0A2K5YNW2|A0A2K5YNW2_MANLE, tr|A0A2K6A5J3|A0A2K6A5J3_MANLE, tr|A0A2K5XVB1|A0A2K5XVB1_MANLE
OG0000486	sp|Q80TV8|CLAP1_MOUSE	tr|A0A2K6AK14|A0A2K6AK14_MANLE
OG0000487	sp|B1AS29|GRIK3_MOUSE	tr|A0A2K5YEJ2|A0A2K5YEJ2_MANLE
OG0000487	sp|P39087|GRIK2_MOUSE	tr|A0A2K5YFR1|A0A2K5YFR1_MANLE
OG0000487	sp|Q60934|GRIK1_MOUSE	tr|A0A2K5YKW4|A0A2K5YKW4_MANLE
OG0000488	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A2K6AHE9|A0A2K6AHE9_MANLE
OG0000488	sp|Q3UNX5|ACSM3_MOUSE	tr|A0A2K5ZZI7|A0A2K5ZZI7_MANLE
OG0000488	sp|Q80W40|ACSM4_MOUSE	tr|A0A2K5Z6L5|A0A2K5Z6L5_MANLE
OG0000489	sp|Q11127|FUT4_MOUSE	tr|A0A2K6ALB0|A0A2K6ALB0_MANLE
OG0000489	sp|Q11131|FUT7_MOUSE	tr|A0A2K5ZFX4|A0A2K5ZFX4_MANLE, tr|A0A2K5ZBQ9|A0A2K5ZBQ9_MANLE, tr|A0A2K6A6M6|A0A2K6A6M6_MANLE
OG0000490	sp|Q61851|FGFR3_MOUSE	tr|A0A2K5YBJ5|A0A2K5YBJ5_MANLE
OG0000490	sp|P21803|FGFR2_MOUSE	tr|A0A2K5XUY7|A0A2K5XUY7_MANLE
OG0000490	sp|P16092|FGFR1_MOUSE	tr|A0A2K5Y6L9|A0A2K5Y6L9_MANLE
OG0000491	sp|Q8R1A4|DOCK7_MOUSE	tr|A0A2K5YBE7|A0A2K5YBE7_MANLE
OG0000491	sp|Q8C147|DOCK8_MOUSE	tr|A0A2K5ZR30|A0A2K5ZR30_MANLE
OG0000491	sp|Q8VDR9|DOCK6_MOUSE	tr|A0A2K5ZL61|A0A2K5ZL61_MANLE
OG0000492	sp|P70407|CADH9_MOUSE	tr|A0A2K5XF21|A0A2K5XF21_MANLE
OG0000492	sp|P70408|CAD10_MOUSE	tr|A0A2K5Y6D7|A0A2K5Y6D7_MANLE
OG0000492	sp|P97326|CADH6_MOUSE	tr|A0A2K5ZPG4|A0A2K5ZPG4_MANLE
OG0000493	sp|Q9ET01|PYGL_MOUSE	tr|A0A2K6AHN7|A0A2K6AHN7_MANLE
OG0000493	sp|Q8CI94|PYGB_MOUSE	tr|A0A2K5Z5L0|A0A2K5Z5L0_MANLE
OG0000493	sp|Q9WUB3|PYGM_MOUSE	tr|A0A2K5YTB5|A0A2K5YTB5_MANLE
OG0000494	sp|Q99L28|RLP24_MOUSE	tr|A0A2K5YVQ0|A0A2K5YVQ0_MANLE, tr|A0A2K5YBI2|A0A2K5YBI2_MANLE, tr|A0A2K5ZAL4|A0A2K5ZAL4_MANLE, tr|A0A2K6A6P0|A0A2K6A6P0_MANLE, tr|A0A2K5Z393|A0A2K5Z393_MANLE
OG0000495	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A2K5XKL1|A0A2K5XKL1_MANLE
OG0000495	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A2K5YU95|A0A2K5YU95_MANLE
OG0000495	sp|Q80TR4|SLIT1_MOUSE	tr|A0A2K5ZTI2|A0A2K5ZTI2_MANLE
OG0000496	sp|O09167|RL21_MOUSE	tr|A0A2K5XQG4|A0A2K5XQG4_MANLE, tr|A0A2K5YSL9|A0A2K5YSL9_MANLE, tr|A0A2K5XGQ2|A0A2K5XGQ2_MANLE, tr|A0A2K5YAK1|A0A2K5YAK1_MANLE, tr|A0A2K5ZP77|A0A2K5ZP77_MANLE
OG0000497	tr|Q5R1A4|Q5R1A4_MOUSE, tr|A0A075B658|A0A075B658_MOUSE	tr|A0A2K5XND5|A0A2K5XND5_MANLE, tr|A0A2K5XR83|A0A2K5XR83_MANLE, tr|A0A2K5XW16|A0A2K5XW16_MANLE, tr|A0A2K5XRG7|A0A2K5XRG7_MANLE
OG0000498	sp|P45700|MA1A1_MOUSE	tr|A0A2K5XW79|A0A2K5XW79_MANLE
OG0000498	sp|P39098|MA1A2_MOUSE	tr|A0A2K6A4A0|A0A2K6A4A0_MANLE
OG0000498	tr|Q6NXK9|Q6NXK9_MOUSE	tr|A0A2K5YMG5|A0A2K5YMG5_MANLE
OG0000499	sp|P02088|HBB1_MOUSE	tr|A0A2K5YDN8|A0A2K5YDN8_MANLE, tr|A0A2K5XQ03|A0A2K5XQ03_MANLE
OG0000499	sp|P02104|HBE_MOUSE	tr|A0A2K5Y2G7|A0A2K5Y2G7_MANLE, tr|A0A2K5YN23|A0A2K5YN23_MANLE
OG0000500	sp|A2APV2|FMNL2_MOUSE	tr|A0A2K5ZV67|A0A2K5ZV67_MANLE
OG0000500	sp|Q6ZPF4|FMNL3_MOUSE	tr|A0A2K6AEH2|A0A2K6AEH2_MANLE
OG0000500	sp|Q9JL26|FMNL1_MOUSE	tr|A0A2K5Y5T3|A0A2K5Y5T3_MANLE
OG0000501	sp|P31650|S6A11_MOUSE	tr|A0A2K5XT50|A0A2K5XT50_MANLE
OG0000501	sp|P31651|S6A12_MOUSE	tr|A0A2K5Y720|A0A2K5Y720_MANLE
OG0000501	sp|P31649|S6A13_MOUSE	tr|A0A2K5Y559|A0A2K5Y559_MANLE
OG0000502	tr|F8VQM5|F8VQM5_MOUSE	tr|A0A2K5XV92|A0A2K5XV92_MANLE
OG0000502	tr|A0A571BDS5|A0A571BDS5_MOUSE	tr|A0A2K5Z9C6|A0A2K5Z9C6_MANLE
OG0000502	tr|A0A571BF69|A0A571BF69_MOUSE	tr|A0A2K5XY34|A0A2K5XY34_MANLE
OG0000503	sp|Q920M5|CORO6_MOUSE	tr|A0A2K5Z2R2|A0A2K5Z2R2_MANLE
OG0000503	sp|Q9WUM4|COR1C_MOUSE	tr|A0A2K6AD75|A0A2K6AD75_MANLE
OG0000503	sp|Q9WUM3|COR1B_MOUSE	tr|A0A2K5YES4|A0A2K5YES4_MANLE
OG0000504	sp|Q99MX0|TKTL1_MOUSE	tr|A0A2K5YGW8|A0A2K5YGW8_MANLE
OG0000504	sp|P40142|TKT_MOUSE	tr|A0A2K5ZJP6|A0A2K5ZJP6_MANLE
OG0000504	sp|Q9D4D4|TKTL2_MOUSE	tr|A0A2K5XNR8|A0A2K5XNR8_MANLE
OG0000505	sp|P55249|LX12E_MOUSE	tr|A0A2K5ZQ79|A0A2K5ZQ79_MANLE
OG0000505	sp|P39654|LOX15_MOUSE	tr|A0A2K6AAQ9|A0A2K6AAQ9_MANLE
OG0000505	sp|P39655|LOX12_MOUSE	tr|A0A2K5XHZ6|A0A2K5XHZ6_MANLE
OG0000506	sp|P48722|HS74L_MOUSE	tr|A0A2K5ZV68|A0A2K5ZV68_MANLE
OG0000506	sp|Q61699|HS105_MOUSE	tr|A0A2K5YCP4|A0A2K5YCP4_MANLE
OG0000506	sp|Q61316|HSP74_MOUSE	tr|A0A2K5XMX4|A0A2K5XMX4_MANLE
OG0000507	sp|P70182|PI51A_MOUSE	tr|A0A2K5YKB8|A0A2K5YKB8_MANLE, tr|A0A2K5Z1E1|A0A2K5Z1E1_MANLE
OG0000507	sp|O70161|PI51C_MOUSE	tr|A0A2K5ZUG8|A0A2K5ZUG8_MANLE, tr|A0A2K5YGJ9|A0A2K5YGJ9_MANLE
OG0000508	sp|P62748|HPCL1_MOUSE	tr|A0A2K5ZQP8|A0A2K5ZQP8_MANLE
OG0000508	sp|Q91X97|NCALD_MOUSE	tr|A0A2K5Y826|A0A2K5Y826_MANLE
OG0000508	sp|P84075|HPCA_MOUSE	tr|A0A2K5Z6E7|A0A2K5Z6E7_MANLE
OG0000509	sp|O70251|EF1B_MOUSE	tr|A0A2K5Z9E3|A0A2K5Z9E3_MANLE, tr|A0A2K5XQD3|A0A2K5XQD3_MANLE, tr|A0A2K5Z9X3|A0A2K5Z9X3_MANLE, tr|A0A2K5YHV2|A0A2K5YHV2_MANLE, tr|A0A2K6AK70|A0A2K6AK70_MANLE
OG0000510	sp|Q8VC49|IF27B_MOUSE, sp|Q8R412|IF27A_MOUSE	tr|A0A2K5ZHJ8|A0A2K5ZHJ8_MANLE, tr|A0A2K5ZT50|A0A2K5ZT50_MANLE, tr|A0A2K5ZF04|A0A2K5ZF04_MANLE, tr|A0A2K6A945|A0A2K6A945_MANLE
OG0000511	sp|Q9JM52|MINK1_MOUSE	tr|A0A2K6A8R7|A0A2K6A8R7_MANLE
OG0000511	sp|P97820|M4K4_MOUSE	tr|A0A2K6ADG2|A0A2K6ADG2_MANLE
OG0000511	sp|P83510|TNIK_MOUSE	tr|A0A2K5YI00|A0A2K5YI00_MANLE
OG0000512	sp|Q8VFT4|OL734_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q14AK5|Q14AK5_MOUSE	tr|A0A2K5XCY6|A0A2K5XCY6_MANLE
OG0000513	sp|Q9JJN4|SCO2A_MOUSE, sp|Q9ESL0|SCO2B_MOUSE	tr|A0A2K5XEG4|A0A2K5XEG4_MANLE
OG0000513	sp|Q9D0K2|SCOT1_MOUSE	tr|A0A2K5Y277|A0A2K5Y277_MANLE, tr|A0A2K6ABV8|A0A2K6ABV8_MANLE
OG0000514	sp|P0DP27|CALM2_MOUSE	tr|A0A2K5XK70|A0A2K5XK70_MANLE
OG0000514	sp|P0DP26|CALM1_MOUSE, sp|P0DP28|CALM3_MOUSE	tr|A0A2K5XKL7|A0A2K5XKL7_MANLE, tr|A0A2K5Y592|A0A2K5Y592_MANLE
OG0000515	sp|Q8R2P1|KLH25_MOUSE	tr|A0A2K5XUH5|A0A2K5XUH5_MANLE
OG0000515	sp|O35709|ENC1_MOUSE	tr|A0A2K5XNB2|A0A2K5XNB2_MANLE
OG0000515	sp|Q8CDE2|CALI_MOUSE	tr|A0A2K5XX81|A0A2K5XX81_MANLE
OG0000516	sp|P62137|PP1A_MOUSE	tr|A0A2K5XYQ2|A0A2K5XYQ2_MANLE
OG0000516	sp|P62141|PP1B_MOUSE	tr|A0A2K5YBR8|A0A2K5YBR8_MANLE
OG0000516	sp|P63087|PP1G_MOUSE	tr|A0A2K5ZJ14|A0A2K5ZJ14_MANLE
OG0000517	sp|P35278|RAB5C_MOUSE	tr|A0A2K5Z985|A0A2K5Z985_MANLE
OG0000517	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A2K5Z7I9|A0A2K5Z7I9_MANLE, tr|A0A2K5ZUK7|A0A2K5ZUK7_MANLE, tr|A0A2K5Y217|A0A2K5Y217_MANLE
OG0000518	tr|Q5SZT6|Q5SZT6_MOUSE, sp|Q91VW9|ZKSC3_MOUSE	tr|A0A2K5ZFL9|A0A2K5ZFL9_MANLE, tr|A0A2K5Y8R4|A0A2K5Y8R4_MANLE, tr|A0A2K5ZGX9|A0A2K5ZGX9_MANLE, tr|A0A2K5Z8I4|A0A2K5Z8I4_MANLE
OG0000519	sp|P17751|TPIS_MOUSE	tr|A0A2K5XFB4|A0A2K5XFB4_MANLE, tr|A0A2K5XP91|A0A2K5XP91_MANLE, tr|A0A2K5XE45|A0A2K5XE45_MANLE, tr|A0A2K5ZET7|A0A2K5ZET7_MANLE, tr|A0A2K5XYY5|A0A2K5XYY5_MANLE
OG0000520	sp|Q05144|RAC2_MOUSE	tr|A0A2K5YSU8|A0A2K5YSU8_MANLE, tr|A0A2K5XCJ0|A0A2K5XCJ0_MANLE, tr|A0A2K6AJM6|A0A2K6AJM6_MANLE, tr|A0A2K5XBY7|A0A2K5XBY7_MANLE, tr|A0A2K5YGY2|A0A2K5YGY2_MANLE
OG0000521	sp|Q69Z26|CNTN4_MOUSE	tr|A0A2K5Y8K6|A0A2K5Y8K6_MANLE
OG0000521	sp|Q07409|CNTN3_MOUSE	tr|A0A2K5Z294|A0A2K5Z294_MANLE
OG0000521	sp|Q9JMB8|CNTN6_MOUSE	tr|A0A2K5Z458|A0A2K5Z458_MANLE
OG0000522	sp|Q8BZN6|DOC10_MOUSE	tr|A0A2K5ZQC5|A0A2K5ZQC5_MANLE
OG0000522	sp|A2AF47|DOC11_MOUSE	tr|A0A2K5XJ32|A0A2K5XJ32_MANLE
OG0000522	sp|Q8BIK4|DOCK9_MOUSE	tr|A0A2K5XWM7|A0A2K5XWM7_MANLE
OG0000523	sp|Q9DCL8|IPP2_MOUSE	tr|A0A2K5ZSH6|A0A2K5ZSH6_MANLE, tr|A0A2K5YRS6|A0A2K5YRS6_MANLE, tr|A0A2K5Y7R8|A0A2K5Y7R8_MANLE
OG0000523	tr|Q6NSU2|Q6NSU2_MOUSE	tr|A0A2K5YI21|A0A2K5YI21_MANLE
OG0000524	sp|Q9CZB0|C560_MOUSE	tr|A0A2K5ZYD5|A0A2K5ZYD5_MANLE, tr|A0A2K6AAG5|A0A2K6AAG5_MANLE, tr|A0A2K5YLN8|A0A2K5YLN8_MANLE, tr|A0A2K6A6T3|A0A2K6A6T3_MANLE, tr|A0A2K5YWS8|A0A2K5YWS8_MANLE
OG0000525	sp|Q61151|2A5E_MOUSE	tr|A0A2K5XEY2|A0A2K5XEY2_MANLE
OG0000525	sp|Q6PD03|2A5A_MOUSE	tr|A0A2K5XXV7|A0A2K5XXV7_MANLE
OG0000525	sp|Q6PD28|2A5B_MOUSE	tr|A0A2K6A3R0|A0A2K6A3R0_MANLE
OG0000526	sp|Q9QXH4|ITAX_MOUSE	tr|A0A2K5YC99|A0A2K5YC99_MANLE
OG0000526	sp|Q3V0T4|ITAD_MOUSE	tr|A0A2K5ZYH2|A0A2K5ZYH2_MANLE
OG0000526	sp|P05555|ITAM_MOUSE	tr|A0A2K5YIT4|A0A2K5YIT4_MANLE
OG0000527	sp|Q62381|TLL1_MOUSE	tr|A0A2K5YP71|A0A2K5YP71_MANLE
OG0000527	sp|P98063|BMP1_MOUSE	tr|A0A2K5ZGH7|A0A2K5ZGH7_MANLE
OG0000527	sp|Q9WVM6|TLL2_MOUSE	tr|A0A2K6AAB4|A0A2K6AAB4_MANLE
OG0000528	sp|P70227|ITPR3_MOUSE	tr|A0A2K5Z3B2|A0A2K5Z3B2_MANLE
OG0000528	sp|Q9Z329|ITPR2_MOUSE	tr|A0A2K5XRX9|A0A2K5XRX9_MANLE
OG0000528	sp|P11881|ITPR1_MOUSE	tr|A0A2K5Y2H4|A0A2K5Y2H4_MANLE
OG0000529	sp|P62754|RS6_MOUSE	tr|A0A2K5ZVA3|A0A2K5ZVA3_MANLE, tr|A0A2K5ZPG7|A0A2K5ZPG7_MANLE, tr|A0A2K5ZWJ3|A0A2K5ZWJ3_MANLE, tr|A0A2K5Z0V5|A0A2K5Z0V5_MANLE, tr|A0A2K5XNM1|A0A2K5XNM1_MANLE
OG0000530	sp|P39053|DYN1_MOUSE	tr|A0A2K5YNT8|A0A2K5YNT8_MANLE
OG0000530	sp|P39054|DYN2_MOUSE	tr|A0A2K5YIL0|A0A2K5YIL0_MANLE
OG0000530	sp|Q8BZ98|DYN3_MOUSE	tr|A0A2K5XGY5|A0A2K5XGY5_MANLE
OG0000531	sp|Q8BTY2|S4A7_MOUSE	tr|A0A2K5YDQ9|A0A2K5YDQ9_MANLE
OG0000531	sp|Q8JZR6|S4A8_MOUSE	tr|A0A2K5YU71|A0A2K5YU71_MANLE
OG0000531	sp|Q5DTL9|S4A10_MOUSE	tr|A0A2K6A8F7|A0A2K6A8F7_MANLE
OG0000532	sp|P63328|PP2BA_MOUSE	tr|A0A2K5Y3D8|A0A2K5Y3D8_MANLE
OG0000532	sp|P48453|PP2BB_MOUSE	tr|A0A2K5Z992|A0A2K5Z992_MANLE
OG0000532	sp|P48455|PP2BC_MOUSE	tr|A0A2K5XJT0|A0A2K5XJT0_MANLE
OG0000533	sp|Q9WV32|ARC1B_MOUSE	tr|A0A2K6A381|A0A2K6A381_MANLE
OG0000533	sp|Q9R0Q6|ARC1A_MOUSE	tr|A0A2K5YHE5|A0A2K5YHE5_MANLE, tr|A0A2K5YNM7|A0A2K5YNM7_MANLE, tr|A0A2K5ZJX1|A0A2K5ZJX1_MANLE
OG0000534	sp|Q9QY76|VAPB_MOUSE	tr|A0A2K5XRC6|A0A2K5XRC6_MANLE, tr|A0A2K5YF83|A0A2K5YF83_MANLE
OG0000534	sp|Q9WV55|VAPA_MOUSE	tr|A0A2K6A2H4|A0A2K6A2H4_MANLE, tr|A0A2K5Y3B8|A0A2K5Y3B8_MANLE
OG0000535	tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|F6XP16|F6XP16_MOUSE	tr|A0A2K5XXU0|A0A2K5XXU0_MANLE
OG0000536	sp|P30051|TEAD1_MOUSE	tr|A0A2K5ZJP7|A0A2K5ZJP7_MANLE
OG0000536	sp|P70210|TEAD3_MOUSE	tr|A0A2K5YYL8|A0A2K5YYL8_MANLE
OG0000536	sp|Q62296|TEAD4_MOUSE	tr|A0A2K5YFK1|A0A2K5YFK1_MANLE
OG0000537	tr|Q1AN91|Q1AN91_MOUSE, tr|Q1AN92|Q1AN92_MOUSE, tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE, tr|K7N6K7|K7N6K7_MOUSE, tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE	tr|A0A2K5ZT41|A0A2K5ZT41_MANLE
OG0000538	sp|P49443|PPM1A_MOUSE	tr|A0A2K5Y9E4|A0A2K5Y9E4_MANLE, tr|A0A2K5YKL3|A0A2K5YKL3_MANLE
OG0000538	sp|Q8BGL1|PPM1N_MOUSE, sp|P36993|PPM1B_MOUSE	tr|A0A2K5Y0X3|A0A2K5Y0X3_MANLE
OG0000539	sp|Q9Z184|PADI3_MOUSE	tr|A0A2K5ZZP9|A0A2K5ZZP9_MANLE
OG0000539	sp|Q9Z183|PADI4_MOUSE	tr|A0A2K5ZFY0|A0A2K5ZFY0_MANLE
OG0000539	sp|Q9Z185|PADI1_MOUSE	tr|A0A2K5ZKH2|A0A2K5ZKH2_MANLE
OG0000540	sp|Q91YD6|VILL_MOUSE	tr|A0A2K6AAL4|A0A2K6AAL4_MANLE
OG0000540	sp|O88398|AVIL_MOUSE	tr|A0A2K5YGC3|A0A2K5YGC3_MANLE
OG0000540	sp|Q62468|VILI_MOUSE	tr|A0A2K6AJ24|A0A2K6AJ24_MANLE
OG0000541	sp|Q9QXX4|S2513_MOUSE	tr|A0A2K5ZP36|A0A2K5ZP36_MANLE
OG0000541	sp|Q8BH59|S2512_MOUSE	tr|A0A2K5ZPH4|A0A2K5ZPH4_MANLE, tr|A0A2K5ZZL0|A0A2K5ZZL0_MANLE, tr|A0A2K5ZAM7|A0A2K5ZAM7_MANLE
OG0000542	sp|P52480|KPYM_MOUSE	tr|A0A2K5YIF2|A0A2K5YIF2_MANLE, tr|A0A2K5XV29|A0A2K5XV29_MANLE, tr|A0A2K6A6L0|A0A2K6A6L0_MANLE
OG0000542	sp|P53657|KPYR_MOUSE	tr|A0A2K5Z6C6|A0A2K5Z6C6_MANLE
OG0000543	sp|Q9WVD4|CLCN5_MOUSE	tr|A0A2K5XEP2|A0A2K5XEP2_MANLE
OG0000543	sp|Q61418|CLCN4_MOUSE	tr|A0A2K5XN49|A0A2K5XN49_MANLE
OG0000543	sp|P51791|CLCN3_MOUSE	tr|A0A2K5ZHI2|A0A2K5ZHI2_MANLE
OG0000544	sp|P97445|CAC1A_MOUSE	tr|A0A2K5ZWC4|A0A2K5ZWC4_MANLE
OG0000544	sp|Q61290|CAC1E_MOUSE	tr|A0A2K5YZ45|A0A2K5YZ45_MANLE
OG0000544	sp|O55017|CAC1B_MOUSE	tr|A0A2K5ZX70|A0A2K5ZX70_MANLE
OG0000545	sp|P21278|GNA11_MOUSE	tr|A0A2K5XD72|A0A2K5XD72_MANLE
OG0000545	sp|P21279|GNAQ_MOUSE	tr|A0A2K5Y295|A0A2K5Y295_MANLE
OG0000545	sp|P30677|GNA14_MOUSE	tr|A0A2K5YHR9|A0A2K5YHR9_MANLE
OG0000546	sp|Q8C7B8|ZSWM4_MOUSE	tr|A0A2K5Y8X0|A0A2K5Y8X0_MANLE
OG0000546	sp|Q80TC6|ZSWM5_MOUSE	tr|A0A2K5ZPI1|A0A2K5ZPI1_MANLE
OG0000546	sp|Q80TB7|ZSWM6_MOUSE	tr|A0A2K5ZU27|A0A2K5ZU27_MANLE
OG0000547	sp|Q8R0F9|S14L4_MOUSE	tr|A0A2K6A418|A0A2K6A418_MANLE
OG0000547	sp|Q99J08|S14L2_MOUSE	tr|A0A2K5ZF78|A0A2K5ZF78_MANLE
OG0000547	tr|Q5SQ27|Q5SQ27_MOUSE	tr|A0A2K5ZQS4|A0A2K5ZQS4_MANLE
OG0000548	sp|P70414|NAC1_MOUSE	tr|A0A2K5XAA1|A0A2K5XAA1_MANLE
OG0000548	sp|S4R2P9|NAC3_MOUSE	tr|A0A2K5YGS8|A0A2K5YGS8_MANLE
OG0000548	sp|Q8K596|NAC2_MOUSE	tr|A0A2K6A6J9|A0A2K6A6J9_MANLE
OG0000549	sp|Q64448|CXA3_MOUSE, sp|Q6S5G4|CXA6_MOUSE, sp|P23242|CXA1_MOUSE, sp|P28235|CXA4_MOUSE, sp|Q01231|CXA5_MOUSE	tr|A0A2K5XMG8|A0A2K5XMG8_MANLE
OG0000550	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A2K5ZKY8|A0A2K5ZKY8_MANLE, tr|A0A2K5ZI11|A0A2K5ZI11_MANLE
OG0000550	sp|Q61549|AGRE1_MOUSE	tr|A0A2K5YE61|A0A2K5YE61_MANLE, tr|A0A2K5Y046|A0A2K5Y046_MANLE
OG0000551	sp|O70293|GRK6_MOUSE	tr|A0A2K5YJE3|A0A2K5YJE3_MANLE
OG0000551	sp|Q8VEB1|GRK5_MOUSE	tr|A0A2K5XJM3|A0A2K5XJM3_MANLE
OG0000551	sp|O70291|GRK4_MOUSE	tr|A0A2K5XJB7|A0A2K5XJB7_MANLE
OG0000552	sp|P62751|RL23A_MOUSE	tr|A0A2K6AHU4|A0A2K6AHU4_MANLE, tr|A0A2K5ZKN2|A0A2K5ZKN2_MANLE, tr|A0A2K5XTL6|A0A2K5XTL6_MANLE, tr|A0A2K5ZV14|A0A2K5ZV14_MANLE, tr|A0A2K5XYL2|A0A2K5XYL2_MANLE
OG0000553	sp|Q61831|MK10_MOUSE	tr|A0A2K5XSQ9|A0A2K5XSQ9_MANLE
OG0000553	sp|Q91Y86|MK08_MOUSE	tr|A0A2K5YJB3|A0A2K5YJB3_MANLE
OG0000553	sp|Q9WTU6|MK09_MOUSE	tr|A0A2K5XWA4|A0A2K5XWA4_MANLE
OG0000554	sp|P22723|GBRG2_MOUSE	tr|A0A2K5XNZ6|A0A2K5XNZ6_MANLE
OG0000554	sp|Q9R0Y8|GBRG1_MOUSE	tr|A0A2K5Y3I5|A0A2K5Y3I5_MANLE
OG0000554	tr|A2AMW3|A2AMW3_MOUSE	tr|A0A2K5YWE7|A0A2K5YWE7_MANLE
OG0000555	sp|Q8VH31|RFPLA_MOUSE	tr|A0A2K5YU44|A0A2K5YU44_MANLE, tr|A0A2K5YC18|A0A2K5YC18_MANLE, tr|A0A2K5XLK7|A0A2K5XLK7_MANLE, tr|A0A2K5ZBC3|A0A2K5ZBC3_MANLE, tr|A0A2K5ZYP9|A0A2K5ZYP9_MANLE
OG0000556	sp|P58390|KCNN2_MOUSE	tr|A0A2K5XA21|A0A2K5XA21_MANLE
OG0000556	sp|P58391|KCNN3_MOUSE	tr|A0A2K6A5Q8|A0A2K6A5Q8_MANLE
OG0000556	sp|Q9EQR3|KCNN1_MOUSE	tr|A0A2K6ACM6|A0A2K6ACM6_MANLE
OG0000557	sp|V9GXG1|SLN14_MOUSE	tr|A0A2K5Y293|A0A2K5Y293_MANLE
OG0000557	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A2K5XRR2|A0A2K5XRR2_MANLE, tr|A0A2K5YGM8|A0A2K5YGM8_MANLE, tr|A0A2K5YWB0|A0A2K5YWB0_MANLE
OG0000558	sp|A2A8L1|CHD5_MOUSE	tr|A0A2K5ZQK8|A0A2K5ZQK8_MANLE
OG0000558	tr|B1AR17|B1AR17_MOUSE	tr|A0A2K5YLF9|A0A2K5YLF9_MANLE
OG0000558	sp|Q6PDQ2|CHD4_MOUSE	tr|A0A2K5XUI9|A0A2K5XUI9_MANLE
OG0000559	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A2K5Z3W4|A0A2K5Z3W4_MANLE
OG0000559	sp|Q8K0T7|UN13C_MOUSE	tr|A0A2K5YPU5|A0A2K5YPU5_MANLE
OG0000559	sp|Q4KUS2|UN13A_MOUSE	tr|A0A2K5YY24|A0A2K5YY24_MANLE
OG0000560	sp|Q2NKH9|GL6D1_MOUSE, sp|A2AUQ7|GTA1L_MOUSE, sp|P23336|GGTA1_MOUSE, sp|Q3V1N9|A3LT2_MOUSE, tr|A2AUQ8|A2AUQ8_MOUSE	tr|A0A2K5ZLH7|A0A2K5ZLH7_MANLE
OG0000561	sp|P33175|KIF5A_MOUSE	tr|A0A2K5YNQ6|A0A2K5YNQ6_MANLE
OG0000561	sp|Q61768|KINH_MOUSE	tr|A0A2K5XFS4|A0A2K5XFS4_MANLE
OG0000561	sp|P28738|KIF5C_MOUSE	tr|A0A2K5ZN26|A0A2K5ZN26_MANLE
OG0000562	tr|Q0P538|Q0P538_MOUSE, tr|O55179|O55179_MOUSE, tr|Q497M6|Q497M6_MOUSE, sp|Q07440|B2LA1_MOUSE	tr|A0A2K5YIF7|A0A2K5YIF7_MANLE, tr|A0A2K6AD55|A0A2K6AD55_MANLE
OG0000563	sp|P55105|BMP8B_MOUSE, sp|P34821|BMP8A_MOUSE	tr|A0A2K6AL57|A0A2K6AL57_MANLE
OG0000563	sp|P23359|BMP7_MOUSE, sp|P49003|BMP5_MOUSE	tr|A0A2K5XQZ9|A0A2K5XQZ9_MANLE
OG0000564	sp|Q61036|PAK3_MOUSE	tr|A0A2K5ZXD8|A0A2K5ZXD8_MANLE
OG0000564	sp|O88643|PAK1_MOUSE	tr|A0A2K5YT75|A0A2K5YT75_MANLE
OG0000564	sp|Q8CIN4|PAK2_MOUSE	tr|A0A2K5XUK6|A0A2K5XUK6_MANLE
OG0000565	sp|P27811|KLRBA_MOUSE, sp|P27814|KLRBC_MOUSE, sp|P27812|KRBBA_MOUSE, sp|Q8VD98|KLRBF_MOUSE, sp|Q0ZUP1|KLRB1_MOUSE	tr|A0A2K5Y101|A0A2K5Y101_MANLE
OG0000566	sp|Q9CQ19|MYL9_MOUSE	tr|A0A2K5XH89|A0A2K5XH89_MANLE
OG0000566	sp|Q3THE2|ML12B_MOUSE	tr|A0A2K5XIE4|A0A2K5XIE4_MANLE, tr|A0A2K5XVQ7|A0A2K5XVQ7_MANLE, tr|A0A2K5XNM9|A0A2K5XNM9_MANLE
