Orthogroup	Mus_musculus	Vicugna_pacos
OG0001520	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A6J3A1J5|A0A6J3A1J5_VICPA
OG0001520	sp|Q8VI33|TAF9_MOUSE	tr|A0A6I9HYD2|A0A6I9HYD2_VICPA
OG0001521	sp|Q6PH08|ERC2_MOUSE	tr|A0A6J3B7X1|A0A6J3B7X1_VICPA
OG0001521	sp|Q99MI1|RB6I2_MOUSE	tr|A0A6J3A154|A0A6J3A154_VICPA
OG0001522	sp|Q9DBB4|NAA16_MOUSE	tr|A0A6J3B4X0|A0A6J3B4X0_VICPA
OG0001522	sp|Q80UM3|NAA15_MOUSE	tr|A0A6I9HZ71|A0A6I9HZ71_VICPA
OG0001523	sp|P62509|ERR3_MOUSE	tr|A0A6J3BIA1|A0A6J3BIA1_VICPA
OG0001523	sp|Q61539|ERR2_MOUSE	tr|A0A6J0ALX1|A0A6J0ALX1_VICPA
OG0001524	sp|Q80YD3|F205C_MOUSE	tr|A0A6I9I776|A0A6I9I776_VICPA, tr|A0A6J0AJB5|A0A6J0AJB5_VICPA, tr|A0A6J3AII8|A0A6J3AII8_VICPA
OG0001525	sp|Q8VFV4|O1440_MOUSE	tr|A0A6I9IK08|A0A6I9IK08_VICPA, tr|A0A6J3BIQ7|A0A6J3BIQ7_VICPA, tr|A0A6I9IL45|A0A6I9IL45_VICPA
OG0001526	tr|G5E8C2|G5E8C2_MOUSE, tr|E9PYD7|E9PYD7_MOUSE	tr|A0A6I9IKY0|A0A6I9IKY0_VICPA, tr|A0A6I9IPR7|A0A6I9IPR7_VICPA
OG0001527	sp|Q3U2P1|SC24A_MOUSE	tr|A0A6I9III4|A0A6I9III4_VICPA
OG0001527	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A6J3BMQ7|A0A6J3BMQ7_VICPA
OG0001528	sp|Q91WD8|NCKX1_MOUSE	tr|A0A6I9IE64|A0A6I9IE64_VICPA
OG0001528	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A6J0ANS5|A0A6J0ANS5_VICPA
OG0001529	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A6J3B0S5|A0A6J3B0S5_VICPA
OG0001529	sp|Q99MD6|TRXR3_MOUSE	tr|A0A6J3AF34|A0A6J3AF34_VICPA
OG0001530	sp|O09161|CASQ2_MOUSE	tr|A0A6I9IJL0|A0A6I9IJL0_VICPA
OG0001530	sp|O09165|CASQ1_MOUSE	tr|A0A6I9IM82|A0A6I9IM82_VICPA
OG0001531	sp|P09041|PGK2_MOUSE	tr|A0A6I9I2N8|A0A6I9I2N8_VICPA
OG0001531	sp|P09411|PGK1_MOUSE	tr|A0A6I9ISD7|A0A6I9ISD7_VICPA
OG0001532	sp|Q61285|ABCD2_MOUSE	tr|A0A6I9I3Y3|A0A6I9I3Y3_VICPA
OG0001532	sp|P48410|ABCD1_MOUSE	tr|A0A6I9IQM7|A0A6I9IQM7_VICPA
OG0001533	sp|Q9CZN7|GLYM_MOUSE	tr|A0A6J3ABD6|A0A6J3ABD6_VICPA
OG0001533	sp|P50431|GLYC_MOUSE	tr|A0A6J3B7T3|A0A6J3B7T3_VICPA
OG0001534	tr|A2AG10|A2AG10_MOUSE	tr|A0A6J0AVJ5|A0A6J0AVJ5_VICPA
OG0001534	sp|Q63850|NUP62_MOUSE	tr|A0A6I9IEG3|A0A6I9IEG3_VICPA
OG0001535	sp|P63330|PP2AA_MOUSE	tr|A0A6I9III9|A0A6I9III9_VICPA
OG0001535	sp|P62715|PP2AB_MOUSE	tr|A0A6I9I3Y4|A0A6I9I3Y4_VICPA
OG0001536	tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A6J0AWA8|A0A6J0AWA8_VICPA, tr|A0A6J3AWT1|A0A6J3AWT1_VICPA, tr|A0A6J3BIX1|A0A6J3BIX1_VICPA
OG0001537	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A6J3A4C2|A0A6J3A4C2_VICPA
OG0001537	sp|Q6PNC0|DMXL1_MOUSE	tr|A0A6J3A881|A0A6J3A881_VICPA
OG0001538	sp|Q80YT7|MYOME_MOUSE	tr|A0A6J3APD0|A0A6J3APD0_VICPA, tr|A0A6J0AYP8|A0A6J0AYP8_VICPA, tr|A0A6J3AT74|A0A6J3AT74_VICPA
OG0001539	sp|A7L9Z8|AT2C2_MOUSE	tr|A0A6J3AQH5|A0A6J3AQH5_VICPA
OG0001539	sp|Q80XR2|AT2C1_MOUSE	tr|A0A6I9IA52|A0A6I9IA52_VICPA
OG0001540	sp|O88174|MCP_MOUSE	tr|A0A6J0ADJ4|A0A6J0ADJ4_VICPA, tr|A0A6J3BKK9|A0A6J3BKK9_VICPA, tr|A0A6J3AGP8|A0A6J3AGP8_VICPA
OG0001541	sp|P07901|HS90A_MOUSE	tr|A0A6J3APW6|A0A6J3APW6_VICPA
OG0001541	sp|P11499|HS90B_MOUSE	tr|A0A6I9I1Z5|A0A6I9I1Z5_VICPA
OG0001542	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A6I9INU3|A0A6I9INU3_VICPA
OG0001542	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A6J0B3Q4|A0A6J0B3Q4_VICPA
OG0001543	sp|Q8BPQ7|SGSM1_MOUSE	tr|A0A6I9ILM8|A0A6I9ILM8_VICPA
OG0001543	sp|Q80U12|SGSM2_MOUSE	tr|A0A6I9IKI9|A0A6I9IKI9_VICPA
OG0001544	tr|E9Q0Q2|E9Q0Q2_MOUSE	tr|A0A6I9IMB5|A0A6I9IMB5_VICPA
OG0001544	tr|E9Q7E7|E9Q7E7_MOUSE	tr|A0A6I9IPX7|A0A6I9IPX7_VICPA
OG0001545	sp|Q6PD24|AN13D_MOUSE	tr|A0A6J0ARN1|A0A6J0ARN1_VICPA
OG0001545	sp|Q5F259|AN13B_MOUSE	tr|A0A6J3B7H1|A0A6J3B7H1_VICPA
OG0001546	sp|Q8R574|KPRB_MOUSE	tr|A0A6J3BAX9|A0A6J3BAX9_VICPA
OG0001546	sp|Q9D0M1|KPRA_MOUSE	tr|A0A6J0AB97|A0A6J0AB97_VICPA
OG0001547	sp|D3YXJ0|DGKH_MOUSE	tr|A0A6J3B2M0|A0A6J3B2M0_VICPA
OG0001547	sp|E9PUQ8|DGKD_MOUSE	tr|A0A6I9IDJ0|A0A6I9IDJ0_VICPA
OG0001548	sp|P22518|CLK1_MOUSE	tr|A0A6I9IA28|A0A6I9IA28_VICPA
OG0001548	sp|O35493|CLK4_MOUSE	tr|A0A6I9I0H1|A0A6I9I0H1_VICPA
OG0001549	sp|O55082|PTN20_MOUSE	tr|A0A6J3A9G7|A0A6J3A9G7_VICPA, tr|A0A6J3ATU9|A0A6J3ATU9_VICPA, tr|A0A6J3B250|A0A6J3B250_VICPA
OG0001550	sp|A1A547|PGRP3_MOUSE	tr|A0A6J3BIJ9|A0A6J3BIJ9_VICPA
OG0001550	sp|Q0VB07|PGRP4_MOUSE	tr|A0A6I9IKW6|A0A6I9IKW6_VICPA
OG0001551	sp|Q61001|LAMA5_MOUSE	tr|A0A6J3BGX5|A0A6J3BGX5_VICPA
OG0001551	sp|Q61789|LAMA3_MOUSE	tr|A0A6J3BGC3|A0A6J3BGC3_VICPA
OG0001552	sp|Q80TJ1|CAPS1_MOUSE	tr|A0A6J0ACY3|A0A6J0ACY3_VICPA
OG0001552	sp|Q8BYR5|CAPS2_MOUSE	tr|A0A6J0AF50|A0A6J0AF50_VICPA
OG0001553	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A6J0APJ6|A0A6J0APJ6_VICPA
OG0001553	sp|A2ARP1|VIP1_MOUSE	tr|A0A6J3A4S3|A0A6J3A4S3_VICPA
OG0001554	sp|Q9EQB9|ZN287_MOUSE	tr|A0A6I9IS26|A0A6I9IS26_VICPA
OG0001554	tr|A2ALW2|A2ALW2_MOUSE	tr|A0A6J0AZW2|A0A6J0AZW2_VICPA
OG0001555	sp|Q9QUI0|RHOA_MOUSE	tr|A0A6I9HX56|A0A6I9HX56_VICPA
OG0001555	sp|Q62159|RHOC_MOUSE	tr|A0A6J0AZC4|A0A6J0AZC4_VICPA
OG0001556	sp|Q9D9H3|MB3L1_MOUSE	tr|A0A6I9I8W3|A0A6I9I8W3_VICPA, tr|A0A6J3A1T7|A0A6J3A1T7_VICPA, tr|A0A6I9IE19|A0A6I9IE19_VICPA
OG0001557	sp|Q9Z1M7|LARG1_MOUSE	tr|A0A6J0AN44|A0A6J0AN44_VICPA
OG0001557	sp|Q5XPT3|LARG2_MOUSE	tr|A0A6I9IHX5|A0A6I9IHX5_VICPA
OG0001559	sp|P49443|PPM1A_MOUSE	tr|A0A6J0B067|A0A6J0B067_VICPA
OG0001559	sp|P36993|PPM1B_MOUSE	tr|A0A6I9IIJ1|A0A6I9IIJ1_VICPA
OG0001560	sp|Q8K0Z9|GP153_MOUSE	tr|A0A6J0AIG0|A0A6J0AIG0_VICPA
OG0001560	sp|Q3UN16|GP162_MOUSE	tr|A0A6J2ZZV8|A0A6J2ZZV8_VICPA
OG0001561	sp|Q80U78|PUM1_MOUSE	tr|A0A6J3AYT2|A0A6J3AYT2_VICPA
OG0001561	sp|Q80U58|PUM2_MOUSE	tr|A0A6J3B139|A0A6J3B139_VICPA
OG0001562	sp|A2BFL2|ZY11A_MOUSE	tr|A0A6J3B437|A0A6J3B437_VICPA
OG0001562	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A6I9I359|A0A6I9I359_VICPA
OG0001563	sp|O35215|DOPD_MOUSE	tr|A0A6I9IHT3|A0A6I9IHT3_VICPA, tr|A0A6I9IS93|A0A6I9IS93_VICPA, tr|A0A6I9IRC6|A0A6I9IRC6_VICPA
OG0001564	sp|Q920F6|SMC1B_MOUSE	tr|A0A6J3A6R8|A0A6J3A6R8_VICPA
OG0001564	sp|Q9CU62|SMC1A_MOUSE	tr|A0A6I9IUD2|A0A6I9IUD2_VICPA
OG0001565	sp|Q9ES46|PARVB_MOUSE	tr|A0A6J3A320|A0A6J3A320_VICPA
OG0001565	sp|Q9EPC1|PARVA_MOUSE	tr|A0A6J0AI30|A0A6J0AI30_VICPA
OG0001566	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A6J3AZA6|A0A6J3AZA6_VICPA
OG0001566	sp|Q80WS1|RIMKB_MOUSE	tr|A0A6J2ZXB4|A0A6J2ZXB4_VICPA
OG0001567	sp|Q8C7E9|CSTFT_MOUSE	tr|A0A6I9IC14|A0A6I9IC14_VICPA
OG0001567	sp|Q8BIQ5|CSTF2_MOUSE	tr|A0A6J0ARQ7|A0A6J0ARQ7_VICPA
OG0001568	sp|P28656|NP1L1_MOUSE	tr|A0A6J3AEN1|A0A6J3AEN1_VICPA, tr|A0A6J3AF55|A0A6J3AF55_VICPA, tr|A0A6I9HX25|A0A6I9HX25_VICPA
OG0001569	sp|Q66K08|CILP1_MOUSE	tr|A0A6I9IDK5|A0A6I9IDK5_VICPA
OG0001569	sp|D3Z7H8|CILP2_MOUSE	tr|A0A6I9I0Y2|A0A6I9I0Y2_VICPA
OG0001570	sp|Q8CHD8|RFIP3_MOUSE	tr|A0A6J0AJK9|A0A6J0AJK9_VICPA
OG0001570	sp|Q8BQP8|RFIP4_MOUSE	tr|A0A6J3B4U8|A0A6J3B4U8_VICPA
OG0001571	sp|O88343|S4A4_MOUSE	tr|A0A6I9II57|A0A6I9II57_VICPA
OG0001571	sp|E9Q3M5|S4A5_MOUSE	tr|A0A6I9IRQ3|A0A6I9IRQ3_VICPA
OG0001572	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A6I9I5X4|A0A6I9I5X4_VICPA
OG0001572	sp|Q7TSV4|PGM2_MOUSE	tr|A0A6J3B6W9|A0A6J3B6W9_VICPA
OG0001573	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A6J0AYF2|A0A6J0AYF2_VICPA
OG0001573	sp|E2JF22|PIEZ1_MOUSE	tr|A0A6J3BG45|A0A6J3BG45_VICPA
OG0001574	sp|Q9ER39|TOR1A_MOUSE	tr|A0A6J3AJZ2|A0A6J3AJZ2_VICPA
OG0001574	sp|Q9ER41|TOR1B_MOUSE	tr|A0A6J0AJN6|A0A6J0AJN6_VICPA
OG0001575	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A6J0AMY7|A0A6J0AMY7_VICPA
OG0001575	sp|P54869|HMCS2_MOUSE	tr|A0A6I9IQG4|A0A6I9IQG4_VICPA
OG0001576	sp|Q9Z0S2|LHX2_MOUSE	tr|A0A6I9I7M0|A0A6I9I7M0_VICPA
OG0001576	sp|Q9WUH2|LHX9_MOUSE	tr|A0A6I9IHN1|A0A6I9IHN1_VICPA
OG0001577	sp|Q9QXM1|JMY_MOUSE	tr|A0A6J0AS91|A0A6J0AS91_VICPA, tr|A0A6J3A5T8|A0A6J3A5T8_VICPA, tr|A0A6J3ACD1|A0A6J3ACD1_VICPA
OG0001578	sp|Q6PA06|ATLA2_MOUSE	tr|A0A6J0AX65|A0A6J0AX65_VICPA
OG0001578	sp|Q8BH66|ATLA1_MOUSE	tr|A0A6I9I1B7|A0A6I9I1B7_VICPA
OG0001579	sp|Q80SW1|SAHH2_MOUSE	tr|A0A6I9HVV1|A0A6I9HVV1_VICPA
OG0001579	sp|Q68FL4|SAHH3_MOUSE	tr|A0A6J3A717|A0A6J3A717_VICPA
OG0001580	sp|Q8BGS1|E41L5_MOUSE	tr|A0A6I9HVX6|A0A6I9HVX6_VICPA
OG0001580	sp|Q9JMC8|E41LB_MOUSE	tr|A0A6I9IIT0|A0A6I9IIT0_VICPA
OG0001581	sp|Q9QZI8|SERC1_MOUSE	tr|A0A6I9I2M5|A0A6I9I2M5_VICPA
OG0001581	sp|Q9QZI9|SERC3_MOUSE	tr|A0A6I9I643|A0A6I9I643_VICPA
OG0001582	sp|O35409|FOLH1_MOUSE	tr|A0A6J3AXQ3|A0A6J3AXQ3_VICPA
OG0001582	sp|Q9CZR2|NALD2_MOUSE	tr|A0A6J3ACB3|A0A6J3ACB3_VICPA
OG0001583	sp|Q7TST0|BTNL1_MOUSE	tr|A0A6J3BEL3|A0A6J3BEL3_VICPA, tr|A0A6J3BG15|A0A6J3BG15_VICPA, tr|A0A6J3A2K9|A0A6J3A2K9_VICPA
OG0001584	sp|P30275|KCRU_MOUSE	tr|A0A6J3A4R5|A0A6J3A4R5_VICPA
OG0001584	sp|Q6P8J7|KCRS_MOUSE	tr|A0A6I9HYJ8|A0A6I9HYJ8_VICPA
OG0001585	tr|E9PUN6|E9PUN6_MOUSE	tr|A0A6I9HWM3|A0A6I9HWM3_VICPA
OG0001585	sp|P59511|ATS20_MOUSE	tr|A0A6J0AIW7|A0A6J0AIW7_VICPA
OG0001586	sp|P97321|SEPR_MOUSE	tr|A0A6I9HUT4|A0A6I9HUT4_VICPA
OG0001586	sp|P28843|DPP4_MOUSE	tr|A0A6J0AYE9|A0A6J0AYE9_VICPA
OG0001587	sp|Q9QXD6|F16P1_MOUSE	tr|A0A6I9ICG5|A0A6I9ICG5_VICPA
OG0001587	sp|P70695|F16P2_MOUSE	tr|A0A6I9IDM7|A0A6I9IDM7_VICPA
OG0001588	sp|P58022|LOXL2_MOUSE	tr|A0A6J0AFK3|A0A6J0AFK3_VICPA
OG0001588	sp|Q9Z175|LOXL3_MOUSE	tr|A0A6J0B103|A0A6J0B103_VICPA
OG0001589	sp|P62911|RL32_MOUSE	tr|A0A6J3AGG6|A0A6J3AGG6_VICPA, tr|A0A6J0ALU7|A0A6J0ALU7_VICPA, tr|A0A6J3BNM8|A0A6J3BNM8_VICPA
OG0001590	sp|P97377|CDK2_MOUSE	tr|A0A6I9IR25|A0A6I9IR25_VICPA
OG0001590	sp|Q80YP0|CDK3_MOUSE	tr|A0A6J0AAY1|A0A6J0AAY1_VICPA
OG0001591	sp|Q8BRU6|VMAT2_MOUSE	tr|A0A6I9I0F4|A0A6I9I0F4_VICPA
OG0001591	sp|Q8R090|VMAT1_MOUSE	tr|A0A6J0AHI4|A0A6J0AHI4_VICPA
OG0001592	tr|E9Q598|E9Q598_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE, tr|Q8VH11|Q8VH11_MOUSE	tr|A0A6I9I615|A0A6I9I615_VICPA
OG0001593	sp|A6X919|D19L1_MOUSE	tr|A0A6J3A922|A0A6J3A922_VICPA
OG0001593	sp|P0CW70|D19L2_MOUSE	tr|A0A6J3A7D8|A0A6J3A7D8_VICPA
OG0001594	sp|O35723|DNJB3_MOUSE	tr|A0A6J3AIQ3|A0A6J3AIQ3_VICPA, tr|A0A6J3AA89|A0A6J3AA89_VICPA, tr|A0A6J0B420|A0A6J0B420_VICPA
OG0001595	sp|P24547|IMDH2_MOUSE	tr|A0A6J0AE68|A0A6J0AE68_VICPA
OG0001595	sp|P50096|IMDH1_MOUSE	tr|A0A6J0AGR7|A0A6J0AGR7_VICPA
OG0001596	sp|P46686|TULP2_MOUSE	tr|A0A6J3AWT4|A0A6J3AWT4_VICPA
OG0001596	sp|O88413|TULP3_MOUSE	tr|A0A6J3A004|A0A6J3A004_VICPA
OG0001597	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A6I9ISU8|A0A6I9ISU8_VICPA
OG0001597	sp|Q9QYK4|H6ST3_MOUSE	tr|A0A6I9IFE9|A0A6I9IFE9_VICPA
OG0001598	tr|E0CZH3|E0CZH3_MOUSE	tr|A0A6J3A5A4|A0A6J3A5A4_VICPA
OG0001598	sp|Q3I5G5|FOXI2_MOUSE	tr|A0A6I9IA58|A0A6I9IA58_VICPA
OG0001599	sp|E9Q634|MYO1E_MOUSE	tr|A0A6I9II33|A0A6I9II33_VICPA
OG0001599	sp|P70248|MYO1F_MOUSE	tr|A0A6I9IA03|A0A6I9IA03_VICPA
OG0001600	sp|Q3U095|NXPE2_MOUSE	tr|A0A6I9IAM8|A0A6I9IAM8_VICPA
OG0001600	sp|Q52KP5|NXPE4_MOUSE	tr|A0A6J2ZZ50|A0A6J2ZZ50_VICPA
OG0001601	tr|Q7TRR7|Q7TRR7_MOUSE, tr|Q8VF28|Q8VF28_MOUSE	tr|A0A6I9I4L1|A0A6I9I4L1_VICPA, tr|A0A6I9I552|A0A6I9I552_VICPA
OG0001602	sp|Q9CZY3|UB2V1_MOUSE	tr|A0A6J0ALP2|A0A6J0ALP2_VICPA
OG0001602	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A6I9I7V4|A0A6I9I7V4_VICPA
OG0001603	sp|Q9QZM4|TR10B_MOUSE	tr|A0A6J3BRN7|A0A6J3BRN7_VICPA, tr|A0A6J3BQ19|A0A6J3BQ19_VICPA, tr|A0A6J0AI66|A0A6J0AI66_VICPA
OG0001604	sp|P63163|RSMN_MOUSE	tr|A0A6J3A1G1|A0A6J3A1G1_VICPA
OG0001604	sp|P27048|RSMB_MOUSE	tr|A0A6J3AAY3|A0A6J3AAY3_VICPA
OG0001605	tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A6I9IIS8|A0A6I9IIS8_VICPA, tr|A0A6J3AI88|A0A6J3AI88_VICPA, tr|A0A6I9IRX8|A0A6I9IRX8_VICPA
OG0001606	sp|O08914|FAAH1_MOUSE	tr|A0A6I9IQ41|A0A6I9IQ41_VICPA, tr|A0A6J3AZD5|A0A6J3AZD5_VICPA, tr|A0A6I9I2Z5|A0A6I9I2Z5_VICPA
OG0001607	sp|Q80SY3|VA0D2_MOUSE	tr|A0A6J3BPK2|A0A6J3BPK2_VICPA
OG0001607	sp|P51863|VA0D1_MOUSE	tr|A0A6I9I5B5|A0A6I9I5B5_VICPA
OG0001608	tr|G3XA20|G3XA20_MOUSE	tr|A0A6J3B8G7|A0A6J3B8G7_VICPA
OG0001608	sp|Q925T6|GRIP1_MOUSE	tr|A0A6J3B2N9|A0A6J3B2N9_VICPA
OG0001609	tr|B2RXC8|B2RXC8_MOUSE	tr|A0A6J0AXQ0|A0A6J0AXQ0_VICPA
OG0001609	sp|Q9Z176|P2R3D_MOUSE	tr|A0A6J0ARL2|A0A6J0ARL2_VICPA
OG0001610	sp|O35626|RASD1_MOUSE	tr|A0A6J3AHG0|A0A6J3AHG0_VICPA
OG0001610	sp|P63032|RHES_MOUSE	tr|A0A6I9I9K7|A0A6I9I9K7_VICPA
OG0001611	sp|P09084|PAX1_MOUSE	tr|A0A6J3AC51|A0A6J3AC51_VICPA
OG0001611	sp|P47242|PAX9_MOUSE	tr|A0A6J3ANN3|A0A6J3ANN3_VICPA
OG0001612	sp|P56501|UCP3_MOUSE	tr|A0A6I9I5X7|A0A6I9I5X7_VICPA
OG0001612	sp|P70406|UCP2_MOUSE	tr|A0A6I9I7B0|A0A6I9I7B0_VICPA
OG0001613	sp|P97812|IHH_MOUSE	tr|A0A6I9I9U0|A0A6I9I9U0_VICPA
OG0001613	sp|Q62226|SHH_MOUSE	tr|A0A6J0ATQ7|A0A6J0ATQ7_VICPA
OG0001614	tr|Q8VET2|Q8VET2_MOUSE	tr|A0A6I9IGR1|A0A6I9IGR1_VICPA, tr|A0A6J0B223|A0A6J0B223_VICPA, tr|A0A6J0B1U1|A0A6J0B1U1_VICPA
OG0001615	sp|O88576|S6A18_MOUSE	tr|A0A6I9HZM2|A0A6I9HZM2_VICPA
OG0001615	sp|Q9D687|S6A19_MOUSE	tr|A0A6I9HWY6|A0A6I9HWY6_VICPA
OG0001616	sp|Q91Z46|DUS7_MOUSE	tr|A0A6J3BBH2|A0A6J3BBH2_VICPA
OG0001616	sp|Q9DBB1|DUS6_MOUSE	tr|A0A6I9HZJ1|A0A6I9HZJ1_VICPA
OG0001617	sp|Q8CCK0|H2AW_MOUSE	tr|A0A6I9IKQ4|A0A6I9IKQ4_VICPA
OG0001617	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A6I9IKK2|A0A6I9IKK2_VICPA
OG0001618	sp|Q61199|NXPH2_MOUSE	tr|A0A6J3AL32|A0A6J3AL32_VICPA
OG0001618	sp|Q61200|NXPH1_MOUSE	tr|A0A6I9IDJ6|A0A6I9IDJ6_VICPA
OG0001619	sp|Q9CZM2|RL15_MOUSE	tr|A0A6J0AKV9|A0A6J0AKV9_VICPA, tr|A0A6J0ALY3|A0A6J0ALY3_VICPA, tr|A0A6J3B4C4|A0A6J3B4C4_VICPA
OG0001620	sp|Q60967|PAPS1_MOUSE	tr|A0A6J3BM96|A0A6J3BM96_VICPA
OG0001620	sp|O88428|PAPS2_MOUSE	tr|A0A6J0ALN7|A0A6J0ALN7_VICPA
OG0001621	sp|O88572|LRP6_MOUSE	tr|A0A6I9I242|A0A6I9I242_VICPA
OG0001621	sp|Q91VN0|LRP5_MOUSE	tr|A0A6J3BQV3|A0A6J3BQV3_VICPA
OG0001622	sp|P48026|SAT1_MOUSE	tr|A0A6I9IKU5|A0A6I9IKU5_VICPA
OG0001622	sp|Q9D5N8|SATL1_MOUSE	tr|A0A6J3A1K1|A0A6J3A1K1_VICPA
OG0001623	sp|P63321|RALA_MOUSE	tr|A0A6J0AC86|A0A6J0AC86_VICPA
OG0001623	sp|Q9JIW9|RALB_MOUSE	tr|A0A6J3ALS6|A0A6J3ALS6_VICPA
OG0001624	sp|Q8VEG6|CNO6L_MOUSE	tr|A0A6I9HXN2|A0A6I9HXN2_VICPA
OG0001624	sp|Q8K3P5|CNOT6_MOUSE	tr|A0A6I9I065|A0A6I9I065_VICPA
OG0001634	sp|P01027|CO3_MOUSE	tr|A0A6I9IV73|A0A6I9IV73_VICPA, tr|A0A6J0AJQ7|A0A6J0AJQ7_VICPA
OG0001635	sp|Q8R4B8|NLRP3_MOUSE, sp|Q8CCN1|NAL10_MOUSE	tr|A0A6J3A8S3|A0A6J3A8S3_VICPA
OG0001636	sp|Q9DA01|EPPI_MOUSE, sp|Q9JHY3|WFD12_MOUSE	tr|A0A6J3BCZ9|A0A6J3BCZ9_VICPA
OG0001640	sp|P00860|DCOR_MOUSE, tr|Q3UNZ2|Q3UNZ2_MOUSE	tr|A0A6I9HW00|A0A6I9HW00_VICPA
OG0001643	tr|E9PX31|E9PX31_MOUSE, tr|G5E8L7|G5E8L7_MOUSE	tr|A0A6I9IS37|A0A6I9IS37_VICPA
OG0001644	sp|Q6UJY2|SL9C1_MOUSE	tr|A0A6J0B5Y3|A0A6J0B5Y3_VICPA, tr|A0A6J3BC09|A0A6J3BC09_VICPA
OG0001645	sp|Q8C8N3|VWC2_MOUSE, sp|Q505H4|VWC2L_MOUSE	tr|A0A6J3AI19|A0A6J3AI19_VICPA
OG0001646	sp|Q9JJY8|IL22B_MOUSE, sp|Q9JJY9|IL22_MOUSE	tr|A0A6I9I9E8|A0A6I9I9E8_VICPA
OG0001648	sp|P51660|DHB4_MOUSE	tr|A0A6J3BAG8|A0A6J3BAG8_VICPA, tr|A0A6I9IP78|A0A6I9IP78_VICPA
OG0001649	sp|Q60847|COCA1_MOUSE	tr|A0A6J3BNH9|A0A6J3BNH9_VICPA, tr|A0A6I9IMW2|A0A6I9IMW2_VICPA
OG0001650	sp|P26443|DHE3_MOUSE	tr|A0A6J0AD98|A0A6J0AD98_VICPA, tr|A0A6J3AYG1|A0A6J3AYG1_VICPA
OG0001651	sp|P28667|MRP_MOUSE, sp|P26645|MARCS_MOUSE	tr|A0A6J3B219|A0A6J3B219_VICPA
OG0001652	sp|Q9EPQ8|TCF20_MOUSE, tr|Q3UT76|Q3UT76_MOUSE	tr|A0A6J3A236|A0A6J3A236_VICPA
OG0001653	tr|A0A494BA26|A0A494BA26_MOUSE, sp|P47955|RLA1_MOUSE	tr|A0A6I9IUK5|A0A6I9IUK5_VICPA
OG0001654	sp|Q8BI69|ZN784_MOUSE, sp|Q80VM4|ZN579_MOUSE	tr|A0A6J0AZU0|A0A6J0AZU0_VICPA
OG0001655	sp|Q8BR21|F180A_MOUSE	tr|A0A6J0AWI4|A0A6J0AWI4_VICPA, tr|A0A6I9IHH8|A0A6I9IHH8_VICPA
OG0001656	sp|P01942|HBA_MOUSE	tr|A0A6I9IV03|A0A6I9IV03_VICPA, sp|P67816|HBA_VICPA
OG0001657	sp|P18242|CATD_MOUSE, sp|P70269|CATE_MOUSE	tr|A0A6J0AT59|A0A6J0AT59_VICPA
OG0001658	sp|Q8BRU4|CLC9A_MOUSE, tr|Q58A37|Q58A37_MOUSE	tr|A0A6I9I275|A0A6I9I275_VICPA
OG0001659	sp|Q75NR7|RECQ4_MOUSE	tr|A0A6J3BIY5|A0A6J3BIY5_VICPA, tr|A0A6J3AF74|A0A6J3AF74_VICPA
OG0001660	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	tr|A0A6I9I6E4|A0A6I9I6E4_VICPA
OG0001661	sp|Q9Z0S3|CLD14_MOUSE	tr|A0A6I9HYN8|A0A6I9HYN8_VICPA, tr|A0A6I9I9V0|A0A6I9I9V0_VICPA
OG0001662	sp|Q11131|FUT7_MOUSE	tr|A0A6J3BIM4|A0A6J3BIM4_VICPA, tr|A0A6J3AFH3|A0A6J3AFH3_VICPA
OG0001663	sp|Q3V129|ULK4_MOUSE	tr|A0A6J3BBL7|A0A6J3BBL7_VICPA, tr|A0A6I9I1S7|A0A6I9I1S7_VICPA
OG0001664	sp|Q8BGU2|CBLN2_MOUSE, sp|Q9R171|CBLN1_MOUSE	tr|A0A6I9IC17|A0A6I9IC17_VICPA
OG0001665	tr|G5E845|G5E845_MOUSE	tr|A0A6I9I5I3|A0A6I9I5I3_VICPA, tr|A0A6J3BGH8|A0A6J3BGH8_VICPA
OG0001666	sp|O55123|MMP10_MOUSE, sp|P28862|MMP3_MOUSE	tr|A0A6I9I920|A0A6I9I920_VICPA
