Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0000777	sp|P35846|FOLR1_MOUSE	tr|A0A8B8XZS9|A0A8B8XZS9_BALMU, tr|A0A8C0DWR5|A0A8C0DWR5_BALMU, tr|A0A8B8XYI9|A0A8B8XYI9_BALMU
OG0000778	sp|P97772|GRM1_MOUSE	tr|A0A8B8Z4V3|A0A8B8Z4V3_BALMU
OG0000778	sp|Q3UVX5|GRM5_MOUSE	tr|A0A8B8Y3U7|A0A8B8Y3U7_BALMU
OG0000779	sp|Q6P9L4|UBP49_MOUSE	tr|A0A8B8YQY5|A0A8B8YQY5_BALMU
OG0000779	sp|Q8C2S0|UBP44_MOUSE	tr|A0A8B8YGS8|A0A8B8YGS8_BALMU
OG0000780	sp|Q497Q6|F228B_MOUSE	tr|A0A8B8Z3G3|A0A8B8Z3G3_BALMU
OG0000780	sp|Q8CDW1|F228A_MOUSE	tr|A0A8B8Z111|A0A8B8Z111_BALMU
OG0000781	sp|Q8BH58|TIPRL_MOUSE	tr|A0A8B8VDZ6|A0A8B8VDZ6_BALMU, tr|A0A8B8XTU9|A0A8B8XTU9_BALMU, tr|A0A8B8VU38|A0A8B8VU38_BALMU
OG0000782	sp|P11247|PERM_MOUSE	tr|A0A8B8W7G7|A0A8B8W7G7_BALMU
OG0000782	sp|P49290|PERE_MOUSE	tr|A0A8B8W7V6|A0A8B8W7V6_BALMU
OG0000783	sp|P83887|TBG1_MOUSE	tr|A0A8C0DWW3|A0A8C0DWW3_BALMU
OG0000783	sp|Q8VCK3|TBG2_MOUSE	tr|A0A8C0DZD8|A0A8C0DZD8_BALMU
OG0000784	sp|Q9DBH0|WWP2_MOUSE	tr|A0A8B8VWI9|A0A8B8VWI9_BALMU
OG0000784	sp|Q8BZZ3|WWP1_MOUSE	tr|A0A8B8VM53|A0A8B8VM53_BALMU
OG0000785	sp|Q8BVG4|DPP9_MOUSE	tr|A0A8B8WZU1|A0A8B8WZU1_BALMU
OG0000785	sp|Q80YA7|DPP8_MOUSE	tr|A0A8B8WKY6|A0A8B8WKY6_BALMU
OG0000786	sp|P60762|MO4L1_MOUSE	tr|A0A8C0CSF8|A0A8C0CSF8_BALMU, tr|A0A8B8X5Q8|A0A8B8X5Q8_BALMU, tr|A0A8B8VLR4|A0A8B8VLR4_BALMU
OG0000787	sp|Q71LX4|TLN2_MOUSE	tr|A0A8B8WPE5|A0A8B8WPE5_BALMU
OG0000787	sp|P26039|TLN1_MOUSE	tr|A0A8B8XMY4|A0A8B8XMY4_BALMU
OG0000789	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A8B8Y7M5|A0A8B8Y7M5_BALMU
OG0000789	sp|Q61626|GRIK5_MOUSE	tr|A0A8B8W1E5|A0A8B8W1E5_BALMU
OG0000790	sp|Q6DFY8|BRNP2_MOUSE	tr|A0A8B8YE88|A0A8B8YE88_BALMU
OG0000790	sp|Q499E0|BRNP3_MOUSE	tr|A0A8B8YVY1|A0A8B8YVY1_BALMU
OG0000791	sp|Q8C6M1|UBP20_MOUSE	tr|A0A8B8XNN4|A0A8B8XNN4_BALMU
OG0000791	sp|Q8R5K2|UBP33_MOUSE	tr|A0A8C0CWY5|A0A8C0CWY5_BALMU
OG0000792	sp|P61216|TAF13_MOUSE	tr|A0A8B8XG75|A0A8B8XG75_BALMU, tr|A0A8B8VC84|A0A8B8VC84_BALMU, tr|A0A8C0HX10|A0A8C0HX10_BALMU
OG0000793	sp|Q60790|RASA3_MOUSE	tr|A0A8B8VS76|A0A8B8VS76_BALMU
OG0000793	sp|P58069|RASA2_MOUSE	tr|A0A8B8X9N9|A0A8B8X9N9_BALMU
OG0000794	sp|Q6P3D7|SPIC_MOUSE	tr|A0A8B8YNS6|A0A8B8YNS6_BALMU, tr|A0A8B8WBW0|A0A8B8WBW0_BALMU, tr|A0A8B8YIJ4|A0A8B8YIJ4_BALMU
OG0000795	sp|P46935|NEDD4_MOUSE	tr|A0A8B8WTE3|A0A8B8WTE3_BALMU
OG0000795	sp|Q8CFI0|NED4L_MOUSE	tr|A0A8B8ZDK5|A0A8B8ZDK5_BALMU
OG0000796	sp|Q32MW3|ACO10_MOUSE, sp|Q9R0X4|ACOT9_MOUSE	tr|A0A8B8WHF7|A0A8B8WHF7_BALMU, tr|A0A8B8WXL0|A0A8B8WXL0_BALMU
OG0000797	sp|Q8CBW7|CHIC1_MOUSE	tr|A0A8B8WD30|A0A8B8WD30_BALMU
OG0000797	sp|Q9D9G3|CHIC2_MOUSE	tr|A0A8B8XDW8|A0A8B8XDW8_BALMU
OG0000798	sp|Q8BH44|COR2B_MOUSE	tr|A0A8B8WPG7|A0A8B8WPG7_BALMU
OG0000798	sp|Q8C0P5|COR2A_MOUSE	tr|A0A8B8XQQ2|A0A8B8XQQ2_BALMU
OG0000799	sp|Q791V5|MTCH2_MOUSE	tr|A0A8B8Y410|A0A8B8Y410_BALMU
OG0000799	sp|Q8R066|C1QT4_MOUSE	tr|A0A8B8Y8D5|A0A8B8Y8D5_BALMU
OG0000800	sp|Q91VN0|LRP5_MOUSE	tr|A0A8B8Y6N9|A0A8B8Y6N9_BALMU
OG0000800	sp|O88572|LRP6_MOUSE	tr|A0A8B8YJX7|A0A8B8YJX7_BALMU
OG0000801	sp|Q8BYR5|CAPS2_MOUSE	tr|A0A8B8YAN6|A0A8B8YAN6_BALMU
OG0000801	sp|Q80TJ1|CAPS1_MOUSE	tr|A0A8B8YYP9|A0A8B8YYP9_BALMU
OG0000802	tr|Q9JLI2|Q9JLI2_MOUSE	tr|A0A8B8X8D7|A0A8B8X8D7_BALMU
OG0000802	sp|Q61245|COBA1_MOUSE	tr|A0A8C0CFI1|A0A8C0CFI1_BALMU
OG0000803	sp|A8Y5H7|S14L1_MOUSE	tr|A0A8C0I5T6|A0A8C0I5T6_BALMU
OG0000803	tr|B2RXM5|B2RXM5_MOUSE	tr|A0A8C0DQB1|A0A8C0DQB1_BALMU
OG0000804	sp|P17427|AP2A2_MOUSE	tr|A0A8B8Y2U6|A0A8B8Y2U6_BALMU
OG0000804	sp|P17426|AP2A1_MOUSE	tr|A0A8C0E106|A0A8C0E106_BALMU
OG0000805	sp|P62911|RL32_MOUSE	tr|A0A8C0D275|A0A8C0D275_BALMU, tr|A0A8B8VK72|A0A8B8VK72_BALMU, tr|A0A8B8V851|A0A8B8V851_BALMU
OG0000806	sp|Q69ZK0|PREX1_MOUSE	tr|A0A8C0DXN2|A0A8C0DXN2_BALMU
OG0000806	sp|Q3LAC4|PREX2_MOUSE	tr|A0A8B8VQ42|A0A8B8VQ42_BALMU
OG0000807	sp|P51829|ADCY7_MOUSE	tr|A0A8B8VVL3|A0A8B8VVL3_BALMU
OG0000807	sp|Q80TL1|ADCY2_MOUSE	tr|A0A8B8X4N4|A0A8B8X4N4_BALMU
OG0000808	sp|Q9D883|U2AF1_MOUSE	tr|A0A8B8XA36|A0A8B8XA36_BALMU
OG0000808	sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A8B8VWQ7|A0A8B8VWQ7_BALMU
OG0000809	sp|Q8BHR2|ENOX1_MOUSE	tr|A0A8B8VSJ3|A0A8B8VSJ3_BALMU
OG0000809	sp|Q8R0Z2|ENOX2_MOUSE	tr|A0A8B8WHU8|A0A8B8WHU8_BALMU
OG0000810	sp|Q61035|HARS1_MOUSE	tr|A0A8B8WWK6|A0A8B8WWK6_BALMU
OG0000810	sp|Q99KK9|SYHM_MOUSE	tr|A0A8B8WWR2|A0A8B8WWR2_BALMU
OG0000811	sp|O88904|HIPK1_MOUSE	tr|A0A8B8X9W1|A0A8B8X9W1_BALMU
OG0000811	sp|Q9QZR5|HIPK2_MOUSE	tr|A0A8B8YI57|A0A8B8YI57_BALMU
OG0000812	sp|Q9ES74|NEK7_MOUSE	tr|A0A8B8X490|A0A8B8X490_BALMU
OG0000812	sp|Q9ES70|NEK6_MOUSE	tr|A0A8B8XSE9|A0A8B8XSE9_BALMU
OG0000813	sp|Q14BI2|GRM2_MOUSE	tr|A0A8C0CRK0|A0A8C0CRK0_BALMU
OG0000813	sp|Q9QYS2|GRM3_MOUSE	tr|A0A8B8Y9X5|A0A8B8Y9X5_BALMU
OG0000814	sp|Q66JS6|EI3JB_MOUSE, sp|Q3UGC7|EI3JA_MOUSE	tr|A0A8B8WXL6|A0A8B8WXL6_BALMU, tr|A0A8B8Z439|A0A8B8Z439_BALMU
OG0000815	sp|Q5SWU9|ACACA_MOUSE	tr|A0A8C0E0C7|A0A8C0E0C7_BALMU
OG0000815	sp|E9Q4Z2|ACACB_MOUSE	tr|A0A8B8Z6W9|A0A8B8Z6W9_BALMU
OG0000816	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A8B8V5X3|A0A8B8V5X3_BALMU
OG0000816	sp|O08538|ANGP1_MOUSE	tr|A0A8B8VQQ6|A0A8B8VQQ6_BALMU
OG0000817	sp|Q8BGK6|YLAT2_MOUSE	tr|A0A8B8W1G9|A0A8B8W1G9_BALMU
OG0000817	sp|Q9Z1K8|YLAT1_MOUSE	tr|A0A8B8WKI8|A0A8B8WKI8_BALMU
OG0000818	sp|Q64332|SYN2_MOUSE	tr|A0A8B8YQH8|A0A8B8YQH8_BALMU
OG0000818	sp|O88935|SYN1_MOUSE	tr|A0A8C0DUA5|A0A8C0DUA5_BALMU
OG0000819	tr|E9Q861|E9Q861_MOUSE, tr|Q80XU5|Q80XU5_MOUSE	tr|A0A8B8WPK1|A0A8B8WPK1_BALMU, tr|A0A8B8WPX3|A0A8B8WPX3_BALMU
OG0000820	sp|Q923J1|TRPM7_MOUSE	tr|A0A8B8WKS1|A0A8B8WKS1_BALMU
OG0000820	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A8B8XPW4|A0A8B8XPW4_BALMU
OG0000821	sp|Q8VH31|RFPLA_MOUSE	tr|A0A8B8VYR5|A0A8B8VYR5_BALMU, tr|A0A8B8VMZ2|A0A8B8VMZ2_BALMU, tr|A0A8B8YX89|A0A8B8YX89_BALMU
OG0000822	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A8B8XP82|A0A8B8XP82_BALMU, tr|A0A8B8X9K7|A0A8B8X9K7_BALMU, tr|A0A8B8VND1|A0A8B8VND1_BALMU
OG0000823	sp|P32883|RASK_MOUSE	tr|A0A8B8Y3P4|A0A8B8Y3P4_BALMU, tr|A0A8B8WXE5|A0A8B8WXE5_BALMU, tr|A0A8C0D929|A0A8C0D929_BALMU
OG0000824	sp|P58459|ATS10_MOUSE	tr|A0A8B8X4Y4|A0A8B8X4Y4_BALMU
OG0000824	tr|D3Z1A5|D3Z1A5_MOUSE	tr|A0A8B8XBI0|A0A8B8XBI0_BALMU
OG0000825	sp|P16546|SPTN1_MOUSE	tr|A0A8B8XN27|A0A8B8XN27_BALMU
OG0000825	sp|P08032|SPTA1_MOUSE	tr|A0A8B8YIZ7|A0A8B8YIZ7_BALMU
OG0000826	sp|Q5PR73|DIRA2_MOUSE	tr|A0A8B8XXU1|A0A8B8XXU1_BALMU, tr|A0A8B8Y0R8|A0A8B8Y0R8_BALMU, tr|A0A8B8XJT0|A0A8B8XJT0_BALMU
OG0000827	sp|Q9QXL1|KI21B_MOUSE	tr|A0A8B8VV98|A0A8B8VV98_BALMU
OG0000827	sp|Q9QXL2|KI21A_MOUSE	tr|A0A8B8YG74|A0A8B8YG74_BALMU
OG0000828	tr|Q8CGQ2|Q8CGQ2_MOUSE, tr|B2RUD9|B2RUD9_MOUSE	tr|A0A8B8WL58|A0A8B8WL58_BALMU, tr|A0A8B8WJX5|A0A8B8WJX5_BALMU
OG0000829	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A8B8YAP4|A0A8B8YAP4_BALMU
OG0000829	sp|Q60764|MKRN3_MOUSE	tr|A0A8B8WPN6|A0A8B8WPN6_BALMU
OG0000830	sp|Q920D3|MED28_MOUSE	tr|A0A8B8Y879|A0A8B8Y879_BALMU, tr|A0A8B8WZ86|A0A8B8WZ86_BALMU, tr|A0A8B8XLE5|A0A8B8XLE5_BALMU
OG0000831	sp|P62960|YBOX1_MOUSE	tr|A0A8B8X298|A0A8B8X298_BALMU, tr|A0A8C0C7N5|A0A8C0C7N5_BALMU, tr|A0A8B8VI10|A0A8B8VI10_BALMU
OG0000832	sp|O35344|IMA4_MOUSE	tr|A0A8B8VQ45|A0A8B8VQ45_BALMU
OG0000832	sp|O35343|IMA3_MOUSE	tr|A0A8B8X951|A0A8B8X951_BALMU
OG0000833	sp|O70566|DIAP2_MOUSE	tr|A0A8B8WHI2|A0A8B8WHI2_BALMU
OG0000833	sp|Q9Z207|DIAP3_MOUSE	tr|A0A8B8VS80|A0A8B8VS80_BALMU
OG0000834	sp|A2CG49|KALRN_MOUSE	tr|A0A8B8X8R1|A0A8B8X8R1_BALMU
OG0000834	sp|Q0KL02|TRIO_MOUSE	tr|A0A8B8X5E8|A0A8B8X5E8_BALMU
OG0000835	sp|Q5DQR4|STB5L_MOUSE	tr|A0A8B8XAS7|A0A8B8XAS7_BALMU
OG0000835	sp|Q8K400|STXB5_MOUSE	tr|A0A8B8YX19|A0A8B8YX19_BALMU
OG0000836	sp|Q9JI18|LRP1B_MOUSE	tr|A0A8B8XU03|A0A8B8XU03_BALMU
OG0000836	sp|Q91ZX7|LRP1_MOUSE	tr|A0A8C0HY04|A0A8C0HY04_BALMU
OG0000837	sp|Q8BWD8|CDK19_MOUSE	tr|A0A8B8YZ03|A0A8B8YZ03_BALMU
OG0000837	sp|Q8R3L8|CDK8_MOUSE	tr|A0A8C0DDN4|A0A8C0DDN4_BALMU
OG0000838	sp|O88703|HCN2_MOUSE	tr|A0A8B8X1E6|A0A8B8X1E6_BALMU
OG0000838	sp|O88704|HCN1_MOUSE	tr|A0A8C0CDM2|A0A8C0CDM2_BALMU
OG0000839	sp|Q812E0|CPEB2_MOUSE	tr|A0A8C0CLB1|A0A8C0CLB1_BALMU
OG0000839	sp|Q7TN99|CPEB3_MOUSE	tr|A0A8B8VKT5|A0A8B8VKT5_BALMU
OG0000840	sp|Q8CGK7|GNAL_MOUSE	tr|A0A8B8V3K8|A0A8B8V3K8_BALMU
OG0000840	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A8B8VG29|A0A8B8VG29_BALMU
OG0000841	sp|Q922Q4|P5CR2_MOUSE	tr|A0A8B8W5G6|A0A8B8W5G6_BALMU
OG0000841	sp|Q922W5|P5CR1_MOUSE	tr|A0A8B8W9X1|A0A8B8W9X1_BALMU
OG0000842	sp|Q5PRF0|HTR5A_MOUSE	tr|A0A8B8WM83|A0A8B8WM83_BALMU
OG0000842	sp|Q8C547|HTR5B_MOUSE	tr|A0A8B8Z1H9|A0A8B8Z1H9_BALMU
OG0000843	tr|B2RXC8|B2RXC8_MOUSE	tr|A0A8B8X8Y1|A0A8B8X8Y1_BALMU
OG0000843	sp|Q9Z176|P2R3D_MOUSE	tr|A0A8C0DHR0|A0A8C0DHR0_BALMU
OG0000844	sp|A6H6A9|RBG1L_MOUSE	tr|A0A8B8WT88|A0A8B8WT88_BALMU
OG0000844	sp|A2AWA9|RBGP1_MOUSE	tr|A0A8B8XM74|A0A8B8XM74_BALMU
OG0000845	sp|Q6NTA4|RRAGB_MOUSE	tr|A0A8B8WDA9|A0A8B8WDA9_BALMU
OG0000845	sp|Q80X95|RRAGA_MOUSE	tr|A0A8B8XSG9|A0A8B8XSG9_BALMU
OG0000846	sp|Q9D9M5|PHOP2_MOUSE	tr|A0A8C0DXH2|A0A8C0DXH2_BALMU, tr|A0A8B8VJU4|A0A8B8VJU4_BALMU, tr|A0A8B8XZ10|A0A8B8XZ10_BALMU
OG0000847	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A8B8VCN5|A0A8B8VCN5_BALMU, tr|A0A8B8VG62|A0A8B8VG62_BALMU, tr|A0A8B8XLU0|A0A8B8XLU0_BALMU
OG0000848	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A8B8XJU7|A0A8B8XJU7_BALMU, tr|A0A8B8X0P6|A0A8B8X0P6_BALMU, tr|A0A8B8VYL1|A0A8B8VYL1_BALMU
OG0000849	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A8B8YGU1|A0A8B8YGU1_BALMU, tr|A0A8B8XJZ2|A0A8B8XJZ2_BALMU, tr|A0A8B8XDX0|A0A8B8XDX0_BALMU
OG0000850	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A8B8YKT9|A0A8B8YKT9_BALMU, tr|A0A8B8Y9Y0|A0A8B8Y9Y0_BALMU, tr|A0A8B8YFA0|A0A8B8YFA0_BALMU
OG0000851	sp|Q80U78|PUM1_MOUSE	tr|A0A8B8YNZ0|A0A8B8YNZ0_BALMU
OG0000851	sp|Q80U58|PUM2_MOUSE	tr|A0A8B8Z2D7|A0A8B8Z2D7_BALMU
OG0000852	sp|P0DPD9|EFCE2_MOUSE	tr|A0A8B8XF23|A0A8B8XF23_BALMU
OG0000852	sp|Q4PZA2|ECE1_MOUSE	tr|A0A8C0CAV6|A0A8C0CAV6_BALMU
OG0000853	sp|Q9D0I4|STX17_MOUSE	tr|A0A8B8V480|A0A8B8V480_BALMU, tr|A0A8B8XSE6|A0A8B8XSE6_BALMU, tr|A0A8B8XQB6|A0A8B8XQB6_BALMU
OG0000854	sp|O88174|MCP_MOUSE	tr|A0A8B8V905|A0A8B8V905_BALMU, tr|A0A8B8WZA2|A0A8B8WZA2_BALMU, tr|A0A8B8V9L9|A0A8B8V9L9_BALMU
OG0000855	sp|Q9Z2V4|PCKGC_MOUSE	tr|A0A8B8VDS0|A0A8B8VDS0_BALMU
OG0000855	sp|Q8BH04|PCKGM_MOUSE	tr|A0A8C0D7D5|A0A8C0D7D5_BALMU
OG0000856	tr|G3X8W1|G3X8W1_MOUSE, tr|A0A1D5RM54|A0A1D5RM54_MOUSE, tr|A0A571BEG0|A0A571BEG0_MOUSE	tr|A0A8B8VPK6|A0A8B8VPK6_BALMU
OG0000857	tr|Q208S0|Q208S0_MOUSE, tr|Q9CQH1|Q9CQH1_MOUSE	tr|A0A8B8V4J1|A0A8B8V4J1_BALMU, tr|A0A8B8W6V0|A0A8B8W6V0_BALMU
OG0000858	sp|P56546|CTBP2_MOUSE	tr|A0A8B8VL29|A0A8B8VL29_BALMU
OG0000858	sp|O88712|CTBP1_MOUSE	tr|A0A8B8XMZ7|A0A8B8XMZ7_BALMU
OG0000859	sp|Q80V23|ZNF32_MOUSE	tr|A0A8B8VHH2|A0A8B8VHH2_BALMU, tr|A0A8B8XNY8|A0A8B8XNY8_BALMU, tr|A0A8B8XKQ9|A0A8B8XKQ9_BALMU
OG0000860	sp|Q7TPZ8|CBPA1_MOUSE	tr|A0A8B8YCX2|A0A8B8YCX2_BALMU
OG0000860	sp|Q8R4H4|CBPA5_MOUSE	tr|A0A8B8YID4|A0A8B8YID4_BALMU
OG0000861	sp|Q921J4|UBE2S_MOUSE, tr|A0A6I8MX03|A0A6I8MX03_MOUSE	tr|A0A8B8VT36|A0A8B8VT36_BALMU, tr|A0A8C0DEW4|A0A8C0DEW4_BALMU
OG0000862	sp|Q8BJ90|ZN771_MOUSE	tr|A0A8B8VDV0|A0A8B8VDV0_BALMU, tr|A0A8B8V536|A0A8B8V536_BALMU, tr|A0A8B8VVX2|A0A8B8VVX2_BALMU
OG0000863	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A8C0DQG7|A0A8C0DQG7_BALMU
OG0000863	sp|Q60644|NR1H2_MOUSE	tr|A0A8B8VXR0|A0A8B8VXR0_BALMU
OG0000864	sp|Q8BPC6|IDHG2_MOUSE	tr|A0A8B8Y0G9|A0A8B8Y0G9_BALMU
OG0000864	sp|P70404|IDHG1_MOUSE	tr|A0A8B8WE64|A0A8B8WE64_BALMU
OG0000865	sp|Q5U4C1|GASP1_MOUSE	tr|A0A8B8WH76|A0A8B8WH76_BALMU
OG0000865	sp|Q8BUY8|GASP2_MOUSE	tr|A0A8B8WJR1|A0A8B8WJR1_BALMU
OG0000866	sp|P58544|BTBD1_MOUSE	tr|A0A8C0C5L8|A0A8C0C5L8_BALMU
OG0000866	tr|E9PUS2|E9PUS2_MOUSE	tr|A0A8B8X1W7|A0A8B8X1W7_BALMU
OG0000867	sp|Q8BKC5|IPO5_MOUSE	tr|A0A8C0DYN4|A0A8C0DYN4_BALMU
OG0000867	sp|Q8BIV3|RNBP6_MOUSE	tr|A0A8B8XKF0|A0A8B8XKF0_BALMU
OG0000868	sp|Q80U63|MFN2_MOUSE	tr|A0A8B8XQ01|A0A8B8XQ01_BALMU
OG0000868	sp|Q811U4|MFN1_MOUSE	tr|A0A8C0CE99|A0A8C0CE99_BALMU
OG0000869	sp|Q9DA44|TSACC_MOUSE	tr|A0A8B8YR55|A0A8B8YR55_BALMU, tr|A0A8C0DLR1|A0A8C0DLR1_BALMU, tr|A0A8B8VTS2|A0A8B8VTS2_BALMU
OG0000870	sp|Q9CY97|SSU72_MOUSE	tr|A0A8B8Y3T7|A0A8B8Y3T7_BALMU, tr|A0A8C0DZ35|A0A8C0DZ35_BALMU, tr|A0A8B8WMT2|A0A8B8WMT2_BALMU
OG0000871	sp|A2BFL2|ZY11A_MOUSE	tr|A0A8B8V689|A0A8B8V689_BALMU
OG0000871	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A8B8XZ15|A0A8B8XZ15_BALMU
OG0000872	sp|P14148|RL7_MOUSE	tr|A0A8B8VMG2|A0A8B8VMG2_BALMU, tr|A0A8B8XKP6|A0A8B8XKP6_BALMU, tr|A0A8B8V8B8|A0A8B8V8B8_BALMU
OG0000873	sp|Q01405|SC23A_MOUSE	tr|A0A8B8WLF9|A0A8B8WLF9_BALMU
OG0000873	sp|Q9D662|SC23B_MOUSE	tr|A0A8B8VAI7|A0A8B8VAI7_BALMU
OG0000874	sp|Q9QZW0|AT11C_MOUSE	tr|A0A8B8WFK4|A0A8B8WFK4_BALMU
OG0000874	sp|P98197|AT11A_MOUSE	tr|A0A8B8VQY6|A0A8B8VQY6_BALMU
OG0000875	sp|Q9Z1G4|VPP1_MOUSE	tr|A0A8B8W7Z1|A0A8B8W7Z1_BALMU
OG0000875	sp|Q920R6|VPP4_MOUSE	tr|A0A8B8YED2|A0A8B8YED2_BALMU
OG0000876	sp|P09041|PGK2_MOUSE	tr|A0A8C0I2Y0|A0A8C0I2Y0_BALMU
OG0000876	sp|P09411|PGK1_MOUSE	tr|A0A8B8WF11|A0A8B8WF11_BALMU
OG0000877	sp|P28649|CP19A_MOUSE	tr|A0A8B8WR26|A0A8B8WR26_BALMU, tr|A0A8B8WR71|A0A8B8WR71_BALMU, tr|A0A8B8WR03|A0A8B8WR03_BALMU
OG0000878	sp|Q3UYK3|TBCD9_MOUSE	tr|A0A8B8XMW0|A0A8B8XMW0_BALMU
OG0000878	sp|Q5SVR0|TBC9B_MOUSE	tr|A0A8B8X067|A0A8B8X067_BALMU
OG0000879	sp|Q6P9S7|GLT10_MOUSE	tr|A0A8B8X478|A0A8B8X478_BALMU
OG0000879	tr|E5D8G1|E5D8G1_MOUSE	tr|A0A8B8XT01|A0A8B8XT01_BALMU
OG0000880	sp|Q3U095|NXPE2_MOUSE	tr|A0A8B8YDS4|A0A8B8YDS4_BALMU
OG0000880	sp|Q52KP5|NXPE4_MOUSE	tr|A0A8B8Y5C2|A0A8B8Y5C2_BALMU
OG0000881	sp|Q9R0N4|SYT10_MOUSE	tr|A0A8B8YS56|A0A8B8YS56_BALMU
OG0000881	sp|Q9R0N8|SYT6_MOUSE	tr|A0A8C0D042|A0A8C0D042_BALMU
OG0000882	sp|O08716|FABP9_MOUSE	tr|A0A8B8VPE7|A0A8B8VPE7_BALMU
OG0000882	sp|P24526|MYP2_MOUSE	tr|A0A8B8VNU2|A0A8B8VNU2_BALMU
OG0000883	sp|Q9CPQ1|COX6C_MOUSE	tr|A0A8B8VPC7|A0A8B8VPC7_BALMU, tr|A0A8B8X8I8|A0A8B8X8I8_BALMU, tr|A0A8B8XIP2|A0A8B8XIP2_BALMU
OG0000884	sp|Q9D9K3|AVEN_MOUSE	tr|A0A8B8WRF0|A0A8B8WRF0_BALMU, tr|A0A8C0CSQ2|A0A8C0CSQ2_BALMU, tr|A0A8B8WLN7|A0A8B8WLN7_BALMU
OG0000885	sp|Q02111|KPCT_MOUSE	tr|A0A8B8WRT8|A0A8B8WRT8_BALMU
OG0000885	sp|P28867|KPCD_MOUSE	tr|A0A8B8YVQ2|A0A8B8YVQ2_BALMU
OG0000886	sp|Q8CBW3|ABI1_MOUSE	tr|A0A8B8WP41|A0A8B8WP41_BALMU
OG0000886	sp|P62484|ABI2_MOUSE	tr|A0A8B8XTU5|A0A8B8XTU5_BALMU
OG0000887	sp|Q8BIQ3|ZNF2_MOUSE	tr|A0A8C0DVG4|A0A8C0DVG4_BALMU, tr|A0A8B8YSE6|A0A8B8YSE6_BALMU, tr|A0A8B8Z3A1|A0A8B8Z3A1_BALMU
OG0000888	sp|P56475|GBRR1_MOUSE	tr|A0A8C0D048|A0A8C0D048_BALMU
OG0000888	sp|P56476|GBRR2_MOUSE	tr|A0A8B8Z3S6|A0A8B8Z3S6_BALMU
OG0000889	sp|P17553|WNT3_MOUSE	tr|A0A8B8W7D8|A0A8B8W7D8_BALMU
OG0000889	sp|P27467|WNT3A_MOUSE	tr|A0A8C0CWE7|A0A8C0CWE7_BALMU
OG0000890	sp|Q925H0|ASIC2_MOUSE	tr|A0A8C0DG77|A0A8C0DG77_BALMU
OG0000890	sp|Q6NXK8|ASIC1_MOUSE	tr|A0A8C0DXU3|A0A8C0DXU3_BALMU
OG0000892	sp|P28661|SEPT4_MOUSE	tr|A0A8B8W9F7|A0A8B8W9F7_BALMU
OG0000892	sp|Q9Z2Q6|SEPT5_MOUSE	tr|A0A8C0DRB9|A0A8C0DRB9_BALMU
OG0000893	sp|E0CZ16|KLHL3_MOUSE	tr|A0A8B8X6I2|A0A8B8X6I2_BALMU
OG0000893	sp|Q8JZP3|KLHL2_MOUSE	tr|A0A8C0CAM5|A0A8C0CAM5_BALMU
OG0000894	sp|Q8VE04|MOB3B_MOUSE	tr|A0A8B8XPU4|A0A8B8XPU4_BALMU
OG0000894	sp|Q8BSU7|MOB3A_MOUSE	tr|A0A8B8X1U0|A0A8B8X1U0_BALMU
OG0000895	sp|Q9D8N0|EF1G_MOUSE	tr|A0A8B8Y0D5|A0A8B8Y0D5_BALMU, tr|A0A8B8WCV9|A0A8B8WCV9_BALMU, tr|A0A8B8VPM3|A0A8B8VPM3_BALMU
OG0000896	tr|D3Z649|D3Z649_MOUSE	tr|A0A8B8YWL3|A0A8B8YWL3_BALMU
OG0000896	sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A8C0CKI8|A0A8C0CKI8_BALMU
OG0000897	sp|P70670|NACAM_MOUSE	tr|A0A8B8YI05|A0A8B8YI05_BALMU, tr|A0A8B8YAZ2|A0A8B8YAZ2_BALMU, tr|A0A8B8VMG0|A0A8B8VMG0_BALMU
OG0000898	sp|P28047|WNT7B_MOUSE	tr|A0A8B8YQE2|A0A8B8YQE2_BALMU
OG0000898	sp|P24383|WNT7A_MOUSE	tr|A0A8B8YMN7|A0A8B8YMN7_BALMU
OG0000899	sp|P39038|CADH4_MOUSE	tr|A0A8B8V5A5|A0A8B8V5A5_BALMU
OG0000899	sp|P15116|CADH2_MOUSE	tr|A0A8B8Z5A8|A0A8B8Z5A8_BALMU
OG0000900	sp|O70299|MB211_MOUSE	tr|A0A8C0DWT7|A0A8C0DWT7_BALMU
OG0000900	sp|Q8BPP1|MB212_MOUSE	tr|A0A8C0C6D9|A0A8C0C6D9_BALMU
OG0000901	sp|Q5SWW4|MED13_MOUSE	tr|A0A8C0E059|A0A8C0E059_BALMU
