Orthogroup	Mus_musculus	Suricata_suricatta
OG0001589	sp|P35486|ODPA_MOUSE	tr|A0A673VEQ0|A0A673VEQ0_SURSU
OG0001590	sp|Q08460|KCMA1_MOUSE	tr|A0A673V0X5|A0A673V0X5_SURSU
OG0001590	sp|O54982|KCNU1_MOUSE	tr|A0A673TAB2|A0A673TAB2_SURSU
OG0001591	sp|Q9Z111|GA45G_MOUSE	tr|A0A673VIV1|A0A673VIV1_SURSU
OG0001591	sp|P48316|GA45A_MOUSE	tr|A0A673UFT7|A0A673UFT7_SURSU
OG0001592	sp|D3YXK2|SAFB1_MOUSE, sp|Q80YR5|SAFB2_MOUSE	tr|A0A673T5S9|A0A673T5S9_SURSU, tr|A0A673TCQ4|A0A673TCQ4_SURSU
OG0001593	sp|Q8K2X1|AT10D_MOUSE	tr|A0A673TP70|A0A673TP70_SURSU
OG0001593	sp|B1AWN4|AT10B_MOUSE	tr|A0A673U2I2|A0A673U2I2_SURSU
OG0001594	sp|A8Y5H7|S14L1_MOUSE	tr|A0A673V478|A0A673V478_SURSU
OG0001594	tr|B2RXM5|B2RXM5_MOUSE	tr|A0A673TJX7|A0A673TJX7_SURSU
OG0001595	sp|Q62255|SALL3_MOUSE	tr|A0A673UQ21|A0A673UQ21_SURSU
OG0001595	sp|Q9ER74|SALL1_MOUSE	tr|A0A673VE72|A0A673VE72_SURSU
OG0001596	sp|Q99JY9|ARP3_MOUSE	tr|A0A673TG37|A0A673TG37_SURSU
OG0001596	sp|Q641P0|ARP3B_MOUSE	tr|A0A673U295|A0A673U295_SURSU
OG0001597	sp|Q9WV03|FA50A_MOUSE	tr|A0A673U8G0|A0A673U8G0_SURSU
OG0001597	sp|Q9WTJ8|FA50B_MOUSE	tr|A0A673SNK4|A0A673SNK4_SURSU
OG0001598	sp|Q62120|JAK2_MOUSE	tr|A0A673VD79|A0A673VD79_SURSU
OG0001598	sp|Q62137|JAK3_MOUSE	tr|A0A673UFI5|A0A673UFI5_SURSU
OG0001599	sp|Q9DBE0|CSAD_MOUSE	tr|A0A673TCQ8|A0A673TCQ8_SURSU
OG0001599	sp|Q80WP8|GADL1_MOUSE	tr|A0A673T878|A0A673T878_SURSU
OG0001600	sp|Q6S5G4|CXA6_MOUSE	tr|A0A673VCE4|A0A673VCE4_SURSU
OG0001600	sp|P23242|CXA1_MOUSE	tr|A0A673TDI3|A0A673TDI3_SURSU
OG0001601	sp|P70392|RGRF2_MOUSE	tr|A0A673VDY9|A0A673VDY9_SURSU
OG0001601	sp|P27671|RGRF1_MOUSE	tr|A0A673THZ7|A0A673THZ7_SURSU
OG0001602	tr|B2RUS7|B2RUS7_MOUSE	tr|A0A673V9F6|A0A673V9F6_SURSU
OG0001602	sp|P70170|ABCC9_MOUSE	tr|A0A673VI27|A0A673VI27_SURSU
OG0001603	tr|Q14B01|Q14B01_MOUSE, tr|Q8R3P8|Q8R3P8_MOUSE	tr|A0A673SXY9|A0A673SXY9_SURSU, tr|A0A673VPN4|A0A673VPN4_SURSU
OG0001604	sp|Q9JJY3|NSMA2_MOUSE	tr|A0A673U134|A0A673U134_SURSU
OG0001604	sp|D6MZJ6|NSMA5_MOUSE	tr|A0A673VRT3|A0A673VRT3_SURSU
OG0001605	sp|Q62556|BT1A1_MOUSE	tr|A0A673TFU9|A0A673TFU9_SURSU, tr|A0A673TTP1|A0A673TTP1_SURSU, tr|A0A673TIE3|A0A673TIE3_SURSU
OG0001606	sp|Q922Q4|P5CR2_MOUSE	tr|A0A673SQM9|A0A673SQM9_SURSU
OG0001606	sp|Q922W5|P5CR1_MOUSE	tr|A0A673VQI8|A0A673VQI8_SURSU
OG0001607	sp|Q9CR48|DRAM2_MOUSE	tr|A0A673SN36|A0A673SN36_SURSU, tr|A0A673VHV9|A0A673VHV9_SURSU, tr|A0A673TGW7|A0A673TGW7_SURSU
OG0001608	sp|Q8R050|ERF3A_MOUSE	tr|A0A673VIX7|A0A673VIX7_SURSU
OG0001608	sp|Q149F3|ERF3B_MOUSE	tr|A0A673UZH3|A0A673UZH3_SURSU
OG0001609	sp|A3KGB4|TBC8B_MOUSE	tr|A0A673ULH4|A0A673ULH4_SURSU
OG0001609	sp|Q9Z1A9|TBCD8_MOUSE	tr|A0A673U3E1|A0A673U3E1_SURSU
OG0001610	sp|P58021|TM9S2_MOUSE	tr|A0A673UU39|A0A673UU39_SURSU
OG0001610	tr|A2AFI6|A2AFI6_MOUSE	tr|A0A673UT92|A0A673UT92_SURSU
OG0001611	sp|Q4VA55|PWP3B_MOUSE	tr|A0A673UDQ3|A0A673UDQ3_SURSU, tr|A0A673UYI6|A0A673UYI6_SURSU, tr|A0A673UAF3|A0A673UAF3_SURSU
OG0001612	sp|Q6PGN3|DCLK2_MOUSE	tr|A0A673TBZ6|A0A673TBZ6_SURSU
OG0001612	sp|Q9JLM8|DCLK1_MOUSE	tr|A0A673T5K6|A0A673T5K6_SURSU
OG0001613	sp|Q8BRK8|AAPK2_MOUSE	tr|A0A673TD25|A0A673TD25_SURSU
OG0001613	sp|Q5EG47|AAPK1_MOUSE	tr|A0A673T851|A0A673T851_SURSU
OG0001614	sp|Q8K595|MCLN2_MOUSE	tr|A0A673TTC3|A0A673TTC3_SURSU
OG0001614	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A673TSF4|A0A673TSF4_SURSU
OG0001615	sp|Q9JLR1|S61A2_MOUSE	tr|A0A673TP59|A0A673TP59_SURSU
OG0001615	sp|P61620|S61A1_MOUSE	tr|A0A673UUI5|A0A673UUI5_SURSU
OG0001616	sp|P49698|HNF4A_MOUSE	tr|A0A673U7T3|A0A673U7T3_SURSU
OG0001616	sp|Q9WUU6|HNF4G_MOUSE	tr|A0A673V3K8|A0A673V3K8_SURSU
OG0001617	sp|Q6P069|SORCN_MOUSE	tr|A0A673VRF9|A0A673VRF9_SURSU, tr|A0A673UDG0|A0A673UDG0_SURSU, tr|A0A673T9Z9|A0A673T9Z9_SURSU
OG0001618	sp|Q91ZY2|HRH4_MOUSE	tr|A0A673U8B8|A0A673U8B8_SURSU
OG0001618	sp|P58406|HRH3_MOUSE	tr|A0A673ULG0|A0A673ULG0_SURSU
OG0001619	sp|Q9Z1L5|CA2D3_MOUSE	tr|A0A673V199|A0A673V199_SURSU
OG0001619	sp|Q5RJF7|CA2D4_MOUSE	tr|A0A673V779|A0A673V779_SURSU
OG0001620	sp|Q8R4U0|STAB2_MOUSE	tr|A0A673TU02|A0A673TU02_SURSU
OG0001620	sp|Q8R4Y4|STAB1_MOUSE	tr|A0A673TUN9|A0A673TUN9_SURSU
OG0001621	sp|P35123|UBP4_MOUSE	tr|A0A673UQJ5|A0A673UQJ5_SURSU
OG0001621	sp|Q8R5H1|UBP15_MOUSE	tr|A0A673VQG5|A0A673VQG5_SURSU
OG0001622	sp|Q9DB05|SNAA_MOUSE	tr|A0A673UT77|A0A673UT77_SURSU
OG0001622	sp|P28663|SNAB_MOUSE	tr|A0A673TIW4|A0A673TIW4_SURSU
OG0001623	sp|Q9DB16|CB39L_MOUSE	tr|A0A673T0W7|A0A673T0W7_SURSU
OG0001623	sp|Q06138|CAB39_MOUSE	tr|A0A673V6D9|A0A673V6D9_SURSU
OG0001625	tr|G3X972|G3X972_MOUSE	tr|A0A673U604|A0A673U604_SURSU
OG0001625	tr|Q6NXL1|Q6NXL1_MOUSE	tr|A0A673SZV8|A0A673SZV8_SURSU
OG0001626	tr|E9Q166|E9Q166_MOUSE	tr|A0A673V2S7|A0A673V2S7_SURSU
OG0001626	sp|Q8CDM1|ATAD2_MOUSE	tr|A0A673UNZ9|A0A673UNZ9_SURSU
OG0001627	sp|Q8CFI0|NED4L_MOUSE	tr|A0A673VSD5|A0A673VSD5_SURSU
OG0001627	sp|P46935|NEDD4_MOUSE	tr|A0A673TG03|A0A673TG03_SURSU
OG0001628	sp|E9Q4J9|AGRF2_MOUSE	tr|A0A673TV84|A0A673TV84_SURSU
OG0001628	sp|Q9D2L6|AGRF4_MOUSE	tr|A0A673TWP4|A0A673TWP4_SURSU
OG0001629	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A673UTE9|A0A673UTE9_SURSU
OG0001629	sp|Q9R1Y5|HIC1_MOUSE	tr|A0A673UIB3|A0A673UIB3_SURSU
OG0001630	tr|A0A0G2LB96|A0A0G2LB96_MOUSE, sp|P01736|TVB3_MOUSE	tr|A0A673SZ47|A0A673SZ47_SURSU, tr|A0A673SSB5|A0A673SSB5_SURSU
OG0001631	sp|P52912|TIA1_MOUSE	tr|A0A673SVI9|A0A673SVI9_SURSU
OG0001631	sp|P70318|TIAR_MOUSE	tr|A0A673SYA8|A0A673SYA8_SURSU
OG0001632	sp|Q0VG62|RBIS_MOUSE	tr|A0A673T330|A0A673T330_SURSU, tr|A0A673SSW0|A0A673SSW0_SURSU, tr|A0A673UTK4|A0A673UTK4_SURSU
OG0001633	sp|P58459|ATS10_MOUSE	tr|A0A673VIZ2|A0A673VIZ2_SURSU
OG0001633	tr|D3Z1A5|D3Z1A5_MOUSE	tr|A0A673UP58|A0A673UP58_SURSU
OG0001634	sp|P97291|CADH8_MOUSE	tr|A0A673VK72|A0A673VK72_SURSU
OG0001634	sp|P55288|CAD11_MOUSE	tr|A0A673VAY6|A0A673VAY6_SURSU
OG0001635	sp|Q4VC17|ATS18_MOUSE	tr|A0A673ULD8|A0A673ULD8_SURSU
OG0001635	sp|Q69Z28|ATS16_MOUSE	tr|A0A673SW10|A0A673SW10_SURSU
OG0001636	sp|Q8BT60|CPNE3_MOUSE	tr|A0A673UYP3|A0A673UYP3_SURSU
OG0001636	sp|Q8C166|CPNE1_MOUSE	tr|A0A673TM48|A0A673TM48_SURSU
OG0001637	sp|O08747|UNC5C_MOUSE	tr|A0A673UF35|A0A673UF35_SURSU
OG0001637	sp|Q8K1S3|UNC5B_MOUSE	tr|A0A673VAT6|A0A673VAT6_SURSU
OG0001638	sp|Q8BMD8|SCMC1_MOUSE	tr|A0A673TXQ9|A0A673TXQ9_SURSU
OG0001638	tr|B1AUS6|B1AUS6_MOUSE	tr|A0A673TW08|A0A673TW08_SURSU
OG0001639	sp|Q9CRC9|GNPI2_MOUSE	tr|A0A673TYZ9|A0A673TYZ9_SURSU
OG0001639	sp|O88958|GNPI1_MOUSE	tr|A0A673V5C3|A0A673V5C3_SURSU
OG0001640	sp|Q9QXK3|COPG2_MOUSE	tr|A0A673T5C8|A0A673T5C8_SURSU
OG0001640	sp|Q9QZE5|COPG1_MOUSE	tr|A0A673T2K1|A0A673T2K1_SURSU
OG0001641	sp|P12246|SAMP_MOUSE, tr|D3YYJ7|D3YYJ7_MOUSE, sp|Q8R1M8|MPTX_MOUSE	tr|A0A673TQ88|A0A673TQ88_SURSU
OG0001642	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A673T4C3|A0A673T4C3_SURSU
OG0001642	sp|Q0VBU9|PLPP4_MOUSE	tr|A0A673SY56|A0A673SY56_SURSU
OG0001643	sp|Q7TT15|GLT17_MOUSE	tr|A0A673U008|A0A673U008_SURSU
OG0001643	tr|G3X942|G3X942_MOUSE	tr|A0A673UWF0|A0A673UWF0_SURSU
OG0001644	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A673VA31|A0A673VA31_SURSU
OG0001644	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A673VQR4|A0A673VQR4_SURSU
OG0001645	sp|Q9Z1E4|GYS1_MOUSE	tr|A0A673VJT9|A0A673VJT9_SURSU
OG0001645	sp|Q8VCB3|GYS2_MOUSE	tr|A0A673VJH7|A0A673VJH7_SURSU
OG0001646	sp|P51410|RL9_MOUSE	tr|A0A673SUP6|A0A673SUP6_SURSU, tr|A0A673UC12|A0A673UC12_SURSU, tr|A0A673TID7|A0A673TID7_SURSU
OG0001647	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A673TMG5|A0A673TMG5_SURSU
OG0001647	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A673T086|A0A673T086_SURSU
OG0001648	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A673TAL5|A0A673TAL5_SURSU
OG0001648	sp|Q91X78|ERLN1_MOUSE	tr|A0A673U6M2|A0A673U6M2_SURSU
OG0001649	sp|Q9ESM3|HPLN2_MOUSE	tr|A0A673U8T3|A0A673U8T3_SURSU
OG0001649	sp|Q80WM5|HPLN3_MOUSE	tr|A0A673TMI8|A0A673TMI8_SURSU
OG0001650	sp|Q91YT8|CSCL1_MOUSE	tr|A0A673T2J9|A0A673T2J9_SURSU
OG0001650	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A673SXV6|A0A673SXV6_SURSU
OG0001651	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A673VRA2|A0A673VRA2_SURSU
OG0001651	sp|Q9DBS9|OSBL3_MOUSE	tr|A0A673SMY4|A0A673SMY4_SURSU
OG0001652	sp|P31311|HXA11_MOUSE	tr|A0A673VA51|A0A673VA51_SURSU
OG0001652	sp|P23813|HXD11_MOUSE	tr|A0A673VSW4|A0A673VSW4_SURSU
OG0001653	sp|P57787|MOT4_MOUSE	tr|A0A673VBA5|A0A673VBA5_SURSU
OG0001653	sp|O35308|MOT3_MOUSE	tr|A0A673UXI1|A0A673UXI1_SURSU
OG0001654	sp|Q03958|PFD6_MOUSE	tr|A0A673TYL0|A0A673TYL0_SURSU, tr|A0A673TZV4|A0A673TZV4_SURSU, tr|A0A673UAJ9|A0A673UAJ9_SURSU
OG0001655	sp|Q9EP66|HCAR2_MOUSE	tr|A0A673VC07|A0A673VC07_SURSU
OG0001655	sp|Q8C131|HCAR1_MOUSE	tr|A0A673V2Y9|A0A673V2Y9_SURSU
OG0001656	sp|P28271|ACOHC_MOUSE	tr|A0A673VHV0|A0A673VHV0_SURSU
OG0001656	sp|Q811J3|IREB2_MOUSE	tr|A0A673UFF1|A0A673UFF1_SURSU
OG0001657	sp|Q99MI1|RB6I2_MOUSE	tr|A0A673V2U8|A0A673V2U8_SURSU
OG0001657	sp|Q6PH08|ERC2_MOUSE	tr|A0A673V279|A0A673V279_SURSU
OG0001658	sp|Q8C031|LRC4C_MOUSE	tr|A0A673UHS1|A0A673UHS1_SURSU
OG0001658	sp|P0C192|LRC4B_MOUSE	tr|A0A673VJ12|A0A673VJ12_SURSU
OG0001659	sp|Q80UM3|NAA15_MOUSE	tr|A0A673SYY7|A0A673SYY7_SURSU
OG0001659	sp|Q9DBB4|NAA16_MOUSE	tr|A0A673SPX9|A0A673SPX9_SURSU
OG0001660	sp|P31786|ACBP_MOUSE	tr|A0A673SWB4|A0A673SWB4_SURSU, tr|A0A673SMA0|A0A673SMA0_SURSU, tr|A0A673T611|A0A673T611_SURSU
OG0001661	sp|P62509|ERR3_MOUSE	tr|A0A673TIG6|A0A673TIG6_SURSU
OG0001661	sp|Q61539|ERR2_MOUSE	tr|A0A673TBW3|A0A673TBW3_SURSU
OG0001662	tr|F6U5V1|F6U5V1_MOUSE	tr|A0A673SQG3|A0A673SQG3_SURSU
OG0001662	sp|Q6ZQ58|LARP1_MOUSE	tr|A0A673UB66|A0A673UB66_SURSU
OG0001663	tr|G5E8C2|G5E8C2_MOUSE	tr|A0A673SVS3|A0A673SVS3_SURSU
OG0001663	tr|E9PYD7|E9PYD7_MOUSE	tr|A0A673SVR3|A0A673SVR3_SURSU
OG0001664	sp|Q3U2P1|SC24A_MOUSE	tr|A0A673T094|A0A673T094_SURSU
OG0001664	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A673TBQ3|A0A673TBQ3_SURSU
OG0001665	sp|Q91WD8|NCKX1_MOUSE	tr|A0A673V5Z7|A0A673V5Z7_SURSU
OG0001665	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A673T7H5|A0A673T7H5_SURSU
OG0001666	sp|Q99MD6|TRXR3_MOUSE	tr|A0A673U6U7|A0A673U6U7_SURSU
OG0001666	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A673TQ98|A0A673TQ98_SURSU
OG0001667	sp|O09165|CASQ1_MOUSE	tr|A0A673T8I2|A0A673T8I2_SURSU
OG0001667	sp|O09161|CASQ2_MOUSE	tr|A0A673V5X2|A0A673V5X2_SURSU
OG0001668	sp|P48410|ABCD1_MOUSE	tr|A0A673VNS6|A0A673VNS6_SURSU
OG0001668	sp|Q61285|ABCD2_MOUSE	tr|A0A673TSR4|A0A673TSR4_SURSU
OG0001669	sp|P08042|ZFP1_MOUSE	tr|A0A673TUN8|A0A673TUN8_SURSU, tr|A0A673UN14|A0A673UN14_SURSU, tr|A0A673UK48|A0A673UK48_SURSU
OG0001670	sp|P80315|TCPD_MOUSE	tr|A0A673T9E8|A0A673T9E8_SURSU, tr|A0A673TU80|A0A673TU80_SURSU, tr|A0A673TIV3|A0A673TIV3_SURSU
OG0001671	sp|Q91ZN5|S35B2_MOUSE, sp|P97858|S35B1_MOUSE, sp|Q8CIA5|S35B4_MOUSE	tr|A0A673T9Q1|A0A673T9Q1_SURSU
OG0001672	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A673VCU7|A0A673VCU7_SURSU
OG0001672	sp|P21761|TRHR_MOUSE	tr|A0A673UTY6|A0A673UTY6_SURSU
OG0001673	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A673U8R2|A0A673U8R2_SURSU
OG0001673	sp|Q6PNC0|DMXL1_MOUSE	tr|A0A673SZ87|A0A673SZ87_SURSU
OG0001674	sp|A7L9Z8|AT2C2_MOUSE	tr|A0A673V5V8|A0A673V5V8_SURSU
OG0001674	sp|Q80XR2|AT2C1_MOUSE	tr|A0A673V308|A0A673V308_SURSU
OG0001675	sp|O88174|MCP_MOUSE	tr|A0A673TLC7|A0A673TLC7_SURSU, tr|A0A673VCY8|A0A673VCY8_SURSU, tr|A0A673TN09|A0A673TN09_SURSU
OG0001676	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A673TNV6|A0A673TNV6_SURSU
OG0001676	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A673TPD5|A0A673TPD5_SURSU
OG0001677	sp|Q8CIV3|LIPH_MOUSE	tr|A0A673TFR1|A0A673TFR1_SURSU
OG0001677	tr|F6YQT7|F6YQT7_MOUSE	tr|A0A673ULL4|A0A673ULL4_SURSU
OG0001678	sp|Q5F259|AN13B_MOUSE	tr|A0A673V681|A0A673V681_SURSU
OG0001678	sp|Q6PD24|AN13D_MOUSE	tr|A0A673TUN7|A0A673TUN7_SURSU
OG0001679	sp|Q9D0M1|KPRA_MOUSE	tr|A0A673V9Z6|A0A673V9Z6_SURSU
OG0001679	sp|Q8R574|KPRB_MOUSE	tr|A0A673VP66|A0A673VP66_SURSU
OG0001680	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A673UFS9|A0A673UFS9_SURSU, tr|A0A673SY19|A0A673SY19_SURSU, tr|A0A673UVT9|A0A673UVT9_SURSU
OG0001681	sp|D3YXJ0|DGKH_MOUSE	tr|A0A673SZ56|A0A673SZ56_SURSU
OG0001681	sp|E9PUQ8|DGKD_MOUSE	tr|A0A673U481|A0A673U481_SURSU
OG0001682	sp|O35493|CLK4_MOUSE	tr|A0A673SX65|A0A673SX65_SURSU
OG0001682	sp|P22518|CLK1_MOUSE	tr|A0A673TD87|A0A673TD87_SURSU
OG0001683	sp|Q80TJ1|CAPS1_MOUSE	tr|A0A673THP5|A0A673THP5_SURSU
OG0001683	sp|Q8BYR5|CAPS2_MOUSE	tr|A0A673VAH6|A0A673VAH6_SURSU
OG0001684	sp|A2ARP1|VIP1_MOUSE	tr|A0A673VDH2|A0A673VDH2_SURSU
OG0001684	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A673T3K6|A0A673T3K6_SURSU
OG0001685	sp|Q9CPX7|RT16_MOUSE	tr|A0A673STS0|A0A673STS0_SURSU, tr|A0A673VHH5|A0A673VHH5_SURSU, tr|A0A673U7E2|A0A673U7E2_SURSU
OG0001686	sp|Q9QUI0|RHOA_MOUSE	tr|A0A673V3P8|A0A673V3P8_SURSU, tr|A0A673U1A7|A0A673U1A7_SURSU, tr|A0A673TE50|A0A673TE50_SURSU
OG0001687	sp|Q6PDK2|KMT2D_MOUSE	tr|A0A673TIR3|A0A673TIR3_SURSU
OG0001687	sp|Q8BRH4|KMT2C_MOUSE	tr|A0A673U2B5|A0A673U2B5_SURSU
OG0001688	sp|Q8CJ19|MICA3_MOUSE	tr|A0A673VGZ2|A0A673VGZ2_SURSU
OG0001688	sp|Q8BML1|MICA2_MOUSE	tr|A0A673TGC4|A0A673TGC4_SURSU
OG0001689	sp|Q9D9H3|MB3L1_MOUSE	tr|A0A673TSG0|A0A673TSG0_SURSU, tr|A0A673VIR8|A0A673VIR8_SURSU, tr|A0A673TFL0|A0A673TFL0_SURSU
OG0001690	sp|Q8VHW2|CCG8_MOUSE	tr|A0A673UEP8|A0A673UEP8_SURSU
OG0001690	sp|Q9JJV4|CCG4_MOUSE	tr|A0A673UMR9|A0A673UMR9_SURSU
OG0001691	sp|Q9Z1M7|LARG1_MOUSE	tr|A0A673TDN6|A0A673TDN6_SURSU
OG0001691	sp|Q5XPT3|LARG2_MOUSE	tr|A0A673U3W1|A0A673U3W1_SURSU
OG0001693	sp|Q8K0Z9|GP153_MOUSE	tr|A0A673TP69|A0A673TP69_SURSU
OG0001693	sp|Q3UN16|GP162_MOUSE	tr|A0A673U0G1|A0A673U0G1_SURSU
OG0001694	sp|Q80U58|PUM2_MOUSE	tr|A0A673VIL7|A0A673VIL7_SURSU
OG0001694	sp|Q80U78|PUM1_MOUSE	tr|A0A673UL18|A0A673UL18_SURSU
OG0001695	sp|Q8VE04|MOB3B_MOUSE	tr|A0A673VJQ0|A0A673VJQ0_SURSU
OG0001695	sp|Q8BSU7|MOB3A_MOUSE	tr|A0A673ULT1|A0A673ULT1_SURSU
OG0001696	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A673TRC1|A0A673TRC1_SURSU
OG0001696	sp|A2BFL2|ZY11A_MOUSE	tr|A0A673TIX0|A0A673TIX0_SURSU
OG0001697	sp|Q9CU62|SMC1A_MOUSE	tr|A0A673V4Z4|A0A673V4Z4_SURSU
OG0001697	sp|Q920F6|SMC1B_MOUSE	tr|A0A673U909|A0A673U909_SURSU
OG0001698	sp|Q9EPC1|PARVA_MOUSE	tr|A0A673TEM2|A0A673TEM2_SURSU
OG0001698	sp|Q9ES46|PARVB_MOUSE	tr|A0A673UCL7|A0A673UCL7_SURSU
OG0001699	sp|Q8C7E9|CSTFT_MOUSE	tr|A0A673U726|A0A673U726_SURSU
OG0001699	sp|Q8BIQ5|CSTF2_MOUSE	tr|A0A673TX89|A0A673TX89_SURSU
OG0001700	sp|O54965|RNF13_MOUSE	tr|A0A673UVD6|A0A673UVD6_SURSU
OG0001700	sp|Q9DAH2|ZNRF4_MOUSE	tr|A0A673TQN8|A0A673TQN8_SURSU
OG0001701	sp|P46097|SYT2_MOUSE	tr|A0A673UT51|A0A673UT51_SURSU
OG0001701	sp|P46096|SYT1_MOUSE	tr|A0A673UCY3|A0A673UCY3_SURSU
OG0001702	sp|Q66K08|CILP1_MOUSE	tr|A0A673UK43|A0A673UK43_SURSU
OG0001702	sp|D3Z7H8|CILP2_MOUSE	tr|A0A673TQR0|A0A673TQR0_SURSU
OG0001703	sp|Q80UZ2|SDA1_MOUSE	tr|A0A673TAR3|A0A673TAR3_SURSU, tr|A0A673V5V3|A0A673V5V3_SURSU, tr|A0A673TIT5|A0A673TIT5_SURSU
OG0001704	sp|Q91XQ0|DYH8_MOUSE	tr|A0A673T0U8|A0A673T0U8_SURSU
OG0001704	sp|Q8VHE6|DYH5_MOUSE	tr|A0A673T9E3|A0A673T9E3_SURSU
OG0001705	sp|E9Q3M5|S4A5_MOUSE	tr|A0A673TBG2|A0A673TBG2_SURSU
OG0001705	sp|O88343|S4A4_MOUSE	tr|A0A673SPQ8|A0A673SPQ8_SURSU
OG0001706	sp|Q7TSV4|PGM2_MOUSE	tr|A0A673SX78|A0A673SX78_SURSU
OG0001706	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A673T1N9|A0A673T1N9_SURSU
OG0001707	tr|A0A0A6YW67|A0A0A6YW67_MOUSE	tr|A0A673VQL1|A0A673VQL1_SURSU, tr|A0A673TV86|A0A673TV86_SURSU, tr|A0A673V4H8|A0A673V4H8_SURSU
OG0001708	sp|Q9ER39|TOR1A_MOUSE	tr|A0A673TE07|A0A673TE07_SURSU
OG0001708	sp|Q9ER41|TOR1B_MOUSE	tr|A0A673TMD6|A0A673TMD6_SURSU
OG0001709	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A673T4J3|A0A673T4J3_SURSU
OG0001709	sp|P54869|HMCS2_MOUSE	tr|A0A673UCD3|A0A673UCD3_SURSU
OG0001710	sp|Q9WUH2|LHX9_MOUSE	tr|A0A673TMH7|A0A673TMH7_SURSU
OG0001710	sp|Q9Z0S2|LHX2_MOUSE	tr|A0A673TD72|A0A673TD72_SURSU
OG0001711	sp|P70349|HINT1_MOUSE	tr|A0A673SYW7|A0A673SYW7_SURSU, tr|A0A673U0P8|A0A673U0P8_SURSU, tr|A0A673UCC7|A0A673UCC7_SURSU
OG0001712	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A673SX88|A0A673SX88_SURSU, tr|A0A673SLG4|A0A673SLG4_SURSU, tr|A0A673SXK8|A0A673SXK8_SURSU
OG0001713	sp|Q61189|ICLN_MOUSE	tr|A0A673TLK0|A0A673TLK0_SURSU, tr|A0A673SLN8|A0A673SLN8_SURSU, tr|A0A673TN44|A0A673TN44_SURSU
OG0001714	sp|Q80SW1|SAHH2_MOUSE	tr|A0A673VTB1|A0A673VTB1_SURSU
OG0001714	sp|Q68FL4|SAHH3_MOUSE	tr|A0A673U523|A0A673U523_SURSU
OG0001715	sp|Q9DB20|ATPO_MOUSE	tr|A0A673THU1|A0A673THU1_SURSU, tr|A0A673UBL2|A0A673UBL2_SURSU, tr|A0A673SZ23|A0A673SZ23_SURSU
OG0001716	sp|Q2LKU9|NLR1A_MOUSE, sp|A1Z198|NL1B2_MOUSE	tr|A0A673VC87|A0A673VC87_SURSU, tr|A0A673TV93|A0A673TV93_SURSU
OG0001717	sp|O35409|FOLH1_MOUSE	tr|A0A673T3C7|A0A673T3C7_SURSU
OG0001717	sp|Q9CZR2|NALD2_MOUSE	tr|A0A673TGF9|A0A673TGF9_SURSU
OG0001718	sp|P30275|KCRU_MOUSE	tr|A0A673VG63|A0A673VG63_SURSU
OG0001718	sp|Q6P8J7|KCRS_MOUSE	tr|A0A673VEU9|A0A673VEU9_SURSU
OG0001719	tr|G3UWF2|G3UWF2_MOUSE	tr|A0A673TIA1|A0A673TIA1_SURSU, tr|A0A673T635|A0A673T635_SURSU, tr|A0A673TI50|A0A673TI50_SURSU
OG0001720	tr|E9PUN6|E9PUN6_MOUSE	tr|A0A673TKY4|A0A673TKY4_SURSU
OG0001720	sp|P59511|ATS20_MOUSE	tr|A0A673U9V2|A0A673U9V2_SURSU
OG0001721	sp|P28843|DPP4_MOUSE	tr|A0A673V9H5|A0A673V9H5_SURSU
OG0001721	sp|P97321|SEPR_MOUSE	tr|A0A673V8X5|A0A673V8X5_SURSU
OG0001722	sp|Q03265|ATPA_MOUSE	tr|A0A673TEH1|A0A673TEH1_SURSU, tr|A0A673TU09|A0A673TU09_SURSU, tr|A0A673UJB7|A0A673UJB7_SURSU
OG0001723	sp|Q9QXD6|F16P1_MOUSE	tr|A0A673TNY6|A0A673TNY6_SURSU
OG0001723	sp|P70695|F16P2_MOUSE	tr|A0A673TD69|A0A673TD69_SURSU
