Orthogroup	Mus_musculus	Loxodonta_africana
OG0001113	sp|O88428|PAPS2_MOUSE	tr|G3UJJ2|G3UJJ2_LOXAF
OG0001114	sp|Q80U12|SGSM2_MOUSE	tr|G3UGH3|G3UGH3_LOXAF
OG0001114	sp|Q8BPQ7|SGSM1_MOUSE	tr|G3TFR5|G3TFR5_LOXAF
OG0001115	sp|Q9JKK7|TMOD2_MOUSE	tr|G3T9Z7|G3T9Z7_LOXAF
OG0001115	sp|Q9JHJ0|TMOD3_MOUSE	tr|G3T2X6|G3T2X6_LOXAF
OG0001116	sp|B2RWS6|EP300_MOUSE	tr|G3T955|G3T955_LOXAF
OG0001116	sp|P45481|CBP_MOUSE	tr|G3TFI1|G3TFI1_LOXAF
OG0001117	sp|Q9ESU6|BRD4_MOUSE	tr|G3UG48|G3UG48_LOXAF
OG0001117	sp|Q7JJ13|BRD2_MOUSE	tr|G3TGC3|G3TGC3_LOXAF
OG0001118	sp|Q8R5C5|ACTY_MOUSE	tr|G5E7C7|G5E7C7_LOXAF
OG0001118	sp|P61164|ACTZ_MOUSE	tr|G3SVH1|G3SVH1_LOXAF
OG0001119	sp|O88343|S4A4_MOUSE	tr|G3T9Q0|G3T9Q0_LOXAF
OG0001119	sp|E9Q3M5|S4A5_MOUSE	tr|G3ULP7|G3ULP7_LOXAF
OG0001120	sp|Q61329|ZFHX3_MOUSE	tr|G3TIZ5|G3TIZ5_LOXAF
OG0001120	sp|Q9JJN2|ZFHX4_MOUSE	tr|G3TD58|G3TD58_LOXAF
OG0001121	sp|Q3U497|CLM7_MOUSE	tr|G3UDM8|G3UDM8_LOXAF, tr|G3T8M4|G3T8M4_LOXAF, tr|G3U7C4|G3U7C4_LOXAF
OG0001122	tr|E9Q8M2|E9Q8M2_MOUSE	tr|G3TTJ1|G3TTJ1_LOXAF
OG0001122	tr|Q7TRV9|Q7TRV9_MOUSE	tr|G3SMU7|G3SMU7_LOXAF
OG0001123	sp|Q9WV60|GSK3B_MOUSE	tr|G3T0Q7|G3T0Q7_LOXAF
OG0001123	sp|Q2NL51|GSK3A_MOUSE	tr|G3TF74|G3TF74_LOXAF
OG0001124	sp|Q8BZ21|KAT6A_MOUSE	tr|G3TXS2|G3TXS2_LOXAF
OG0001124	sp|Q8BRB7|KAT6B_MOUSE	tr|G3UBV2|G3UBV2_LOXAF
OG0001125	sp|P97366|EVI5_MOUSE	tr|G3TKL7|G3TKL7_LOXAF
OG0001125	tr|H3BKQ3|H3BKQ3_MOUSE	tr|G3UE58|G3UE58_LOXAF
OG0001126	sp|Q66K08|CILP1_MOUSE	tr|G3SX23|G3SX23_LOXAF
OG0001126	sp|D3Z7H8|CILP2_MOUSE	tr|G3UHQ3|G3UHQ3_LOXAF
OG0001127	sp|Q811U4|MFN1_MOUSE	tr|G3T2N6|G3T2N6_LOXAF
OG0001127	sp|Q80U63|MFN2_MOUSE	tr|G3SLM0|G3SLM0_LOXAF
OG0001128	sp|Q9D5N8|SATL1_MOUSE	tr|G3SRG8|G3SRG8_LOXAF
OG0001128	sp|P48026|SAT1_MOUSE	tr|G3SRT1|G3SRT1_LOXAF
OG0001129	sp|P27048|RSMB_MOUSE	tr|G3TJ63|G3TJ63_LOXAF
OG0001129	sp|P63163|RSMN_MOUSE	tr|G3T3S1|G3T3S1_LOXAF
OG0001130	sp|Q91X83|METK1_MOUSE	tr|G3SWC4|G3SWC4_LOXAF
OG0001130	sp|Q3THS6|METK2_MOUSE	tr|G3TK10|G3TK10_LOXAF
OG0001131	sp|Q91YP2|NEUL_MOUSE	tr|G3U1L0|G3U1L0_LOXAF
OG0001131	sp|Q8C1A5|THOP1_MOUSE	tr|G3TR20|G3TR20_LOXAF
OG0001132	sp|Q9QYS2|GRM3_MOUSE	tr|G3TU42|G3TU42_LOXAF
OG0001132	sp|Q14BI2|GRM2_MOUSE	tr|G3SM57|G3SM57_LOXAF
OG0001133	sp|Q3LAC4|PREX2_MOUSE	tr|G3TGA1|G3TGA1_LOXAF
OG0001133	sp|Q69ZK0|PREX1_MOUSE	tr|G3SUA7|G3SUA7_LOXAF
OG0001134	sp|P80317|TCPZ_MOUSE	tr|G3TA32|G3TA32_LOXAF
OG0001134	sp|Q61390|TCPW_MOUSE	tr|G3U5K0|G3U5K0_LOXAF
OG0001135	sp|P24823|PPBN_MOUSE, tr|F8VPQ6|F8VPQ6_MOUSE, sp|P24822|PPBI_MOUSE	tr|G3TRJ8|G3TRJ8_LOXAF
OG0001136	sp|Q8BHY3|ANO1_MOUSE	tr|G3UBY0|G3UBY0_LOXAF
OG0001136	sp|Q8CFW1|ANO2_MOUSE	tr|G3UKA8|G3UKA8_LOXAF
OG0001137	sp|Q5SWU9|ACACA_MOUSE	tr|G3SQU6|G3SQU6_LOXAF
OG0001137	sp|E9Q4Z2|ACACB_MOUSE	tr|G3TBG5|G3TBG5_LOXAF
OG0001138	sp|Q80U19|DAAM2_MOUSE	tr|G3U3H6|G3U3H6_LOXAF
OG0001138	sp|Q8BPM0|DAAM1_MOUSE	tr|G3SUW4|G3SUW4_LOXAF
OG0001139	sp|P02469|LAMB1_MOUSE	tr|G3SMF5|G3SMF5_LOXAF
OG0001139	sp|Q61292|LAMB2_MOUSE	tr|G3TAA0|G3TAA0_LOXAF
OG0001140	sp|Q9DAK3|RHBT1_MOUSE	tr|G3SR54|G3SR54_LOXAF
OG0001140	sp|Q91V93|RHBT2_MOUSE	tr|G3SZN2|G3SZN2_LOXAF
OG0001141	sp|Q96EQ9|PRDM9_MOUSE	tr|G3TQ04|G3TQ04_LOXAF, tr|G3UCJ8|G3UCJ8_LOXAF, tr|G3TF44|G3TF44_LOXAF
OG0001142	sp|P70392|RGRF2_MOUSE	tr|G3T7S6|G3T7S6_LOXAF
OG0001142	sp|P27671|RGRF1_MOUSE	tr|G3T9U5|G3T9U5_LOXAF
OG0001143	sp|P24547|IMDH2_MOUSE	tr|G3TA60|G3TA60_LOXAF
OG0001143	sp|P50096|IMDH1_MOUSE	tr|G3T168|G3T168_LOXAF
OG0001144	sp|Q61036|PAK3_MOUSE	tr|G3SWH8|G3SWH8_LOXAF
OG0001144	sp|O88643|PAK1_MOUSE	tr|G3T828|G3T828_LOXAF
OG0001145	sp|Q5RJI2|CTL5_MOUSE	tr|G3TED6|G3TED6_LOXAF
OG0001145	sp|Q8BY89|CTL2_MOUSE	tr|G3THP5|G3THP5_LOXAF
OG0001146	sp|P14148|RL7_MOUSE	tr|G3U6E3|G3U6E3_LOXAF, tr|G3TI87|G3TI87_LOXAF, tr|G3U257|G3U257_LOXAF
OG0001147	sp|Q9Z1V0|OLF49_MOUSE	tr|G3TXQ3|G3TXQ3_LOXAF, tr|G3TXV4|G3TXV4_LOXAF, tr|G3TU87|G3TU87_LOXAF
OG0001148	sp|P35486|ODPA_MOUSE	tr|G3UH91|G3UH91_LOXAF
OG0001148	sp|P35487|ODPAT_MOUSE	tr|G3T1X0|G3T1X0_LOXAF
OG0001149	sp|Q9CR35|CTRB1_MOUSE	tr|G3SRR3|G3SRR3_LOXAF
OG0001149	tr|Q9ER05|Q9ER05_MOUSE	tr|G3SRR4|G3SRR4_LOXAF
OG0001150	sp|P11416|RARA_MOUSE	tr|G3TGL2|G3TGL2_LOXAF
OG0001150	sp|P22605|RARB_MOUSE	tr|G3X8H8|G3X8H8_LOXAF
OG0001151	sp|Q8CFI0|NED4L_MOUSE	tr|G3T6W8|G3T6W8_LOXAF
OG0001151	sp|P46935|NEDD4_MOUSE	tr|G3TXJ1|G3TXJ1_LOXAF
OG0001152	sp|Q6V4S5|SDK2_MOUSE	tr|G3TZH8|G3TZH8_LOXAF
OG0001152	sp|Q3UH53|SDK1_MOUSE	tr|G3SNA7|G3SNA7_LOXAF
OG0001153	sp|Q8BI99|ZN879_MOUSE	tr|G3TL89|G3TL89_LOXAF
OG0001153	sp|Q571J5|Z354C_MOUSE	tr|G3SY90|G3SY90_LOXAF
OG0001154	sp|Q7TQ40|ZIC5_MOUSE	tr|G3T441|G3T441_LOXAF
OG0001154	sp|Q61467|ZIC4_MOUSE	tr|G3T6I1|G3T6I1_LOXAF
OG0001155	sp|Q64430|ATP7A_MOUSE	tr|G3U4M7|G3U4M7_LOXAF
OG0001155	sp|Q64446|ATP7B_MOUSE	tr|G3T9F9|G3T9F9_LOXAF
OG0001156	sp|Q70KF4|CMYA5_MOUSE	tr|G3TBW7|G3TBW7_LOXAF
OG0001156	sp|Q8BZ52|FSD2_MOUSE	tr|G3T161|G3T161_LOXAF
OG0001157	sp|Q7TQB8|T2R40_MOUSE	tr|G3U3B9|G3U3B9_LOXAF
OG0001157	sp|Q7TQA5|T2R39_MOUSE	tr|G3U7G9|G3U7G9_LOXAF
OG0001158	tr|D3YXJ9|D3YXJ9_MOUSE, sp|Q9D7U6|CLD22_MOUSE	tr|G3UHY0|G3UHY0_LOXAF, tr|G3SZN8|G3SZN8_LOXAF
OG0001159	sp|Q9Z148|EHMT2_MOUSE	tr|G3T1C3|G3T1C3_LOXAF
OG0001159	sp|Q5DW34|EHMT1_MOUSE	tr|G3T838|G3T838_LOXAF
OG0001160	tr|Q8VGP1|Q8VGP1_MOUSE	tr|G3UFU2|G3UFU2_LOXAF, tr|G3TTL1|G3TTL1_LOXAF, tr|G3TN28|G3TN28_LOXAF
OG0001161	sp|Q8BL00|CDHR3_MOUSE, tr|D3Z1Y0|D3Z1Y0_MOUSE, tr|A0A1B0GR31|A0A1B0GR31_MOUSE	tr|G3SQV0|G3SQV0_LOXAF
OG0001162	sp|P18293|ANPRA_MOUSE	tr|G3SQX1|G3SQX1_LOXAF
OG0001162	sp|Q6VVW5|ANPRB_MOUSE	tr|G3TEA4|G3TEA4_LOXAF
OG0001163	tr|Q8CC62|Q8CC62_MOUSE, sp|Q810U2|TDM1A_MOUSE	tr|G3SM73|G3SM73_LOXAF, tr|G3U2Y6|G3U2Y6_LOXAF
OG0001165	sp|O08976|PBAS_MOUSE	tr|G3UBU7|G3UBU7_LOXAF, tr|G3U2K9|G3U2K9_LOXAF, tr|G3UMG1|G3UMG1_LOXAF
OG0001166	sp|Q8BHD7|PTBP3_MOUSE	tr|G3T7C0|G3T7C0_LOXAF
OG0001166	sp|P17225|PTBP1_MOUSE	tr|G3UBJ5|G3UBJ5_LOXAF
OG0001167	sp|O35709|ENC1_MOUSE	tr|G3UMC9|G3UMC9_LOXAF
OG0001167	sp|Q8R2P1|KLH25_MOUSE	tr|G3UIS8|G3UIS8_LOXAF
OG0001168	sp|A2ADY9|DDI2_MOUSE	tr|G3TM23|G3TM23_LOXAF
OG0001168	sp|Q9DAF3|DDI1_MOUSE	tr|G3TNV9|G3TNV9_LOXAF
OG0001170	sp|Q8BGT5|ALAT2_MOUSE	tr|G3UK19|G3UK19_LOXAF
OG0001170	sp|Q8QZR5|ALAT1_MOUSE	tr|G3U7T9|G3U7T9_LOXAF
OG0001171	sp|Q8BFY9|TNPO1_MOUSE	tr|G3T870|G3T870_LOXAF
OG0001171	sp|Q99LG2|TNPO2_MOUSE	tr|G3SSU7|G3SSU7_LOXAF
OG0001172	sp|Q501J6|DDX17_MOUSE	tr|G3UNQ0|G3UNQ0_LOXAF
OG0001172	sp|Q61656|DDX5_MOUSE	tr|G3SUB0|G3SUB0_LOXAF
OG0001173	sp|Q9QX29|TRPC5_MOUSE	tr|G3TJU8|G3TJU8_LOXAF
OG0001173	sp|Q9QUQ5|TRPC4_MOUSE	tr|G3SMS9|G3SMS9_LOXAF
OG0001174	sp|Q61060|FOXD3_MOUSE, sp|Q60688|FOXD4_MOUSE, sp|Q64732|FOXB1_MOUSE	tr|G3TNW5|G3TNW5_LOXAF
OG0001175	sp|P68181|KAPCB_MOUSE	tr|G3SYD5|G3SYD5_LOXAF
OG0001175	sp|P05132|KAPCA_MOUSE	tr|G3TYJ8|G3TYJ8_LOXAF
OG0001176	sp|Q7TQ62|PODN_MOUSE	tr|G3SLS8|G3SLS8_LOXAF
OG0001176	sp|Q6P3Y9|PONL1_MOUSE	tr|G3U864|G3U864_LOXAF
OG0001177	sp|Q6NZQ8|MARH1_MOUSE	tr|G3TAQ0|G3TAQ0_LOXAF
OG0001177	sp|Q9DBD2|MARH8_MOUSE	tr|G3T6J4|G3T6J4_LOXAF
OG0001178	sp|O55098|STK10_MOUSE	tr|G3TPB0|G3TPB0_LOXAF
OG0001178	sp|O54988|SLK_MOUSE	tr|G3T7I0|G3T7I0_LOXAF
OG0001179	sp|Q91WA9|ABCG4_MOUSE	tr|G3TJ13|G3TJ13_LOXAF
OG0001179	sp|Q64343|ABCG1_MOUSE	tr|G3T382|G3T382_LOXAF
OG0001180	sp|Q91XD2|LIMS2_MOUSE	tr|G3U9M2|G3U9M2_LOXAF
OG0001180	sp|Q99JW4|LIMS1_MOUSE	tr|G3UBK6|G3UBK6_LOXAF
OG0001181	tr|Q9ERT2|Q9ERT2_MOUSE	tr|G3U8P5|G3U8P5_LOXAF
OG0001181	sp|P21761|TRHR_MOUSE	tr|G3SZ11|G3SZ11_LOXAF
OG0001182	tr|S4R1M3|S4R1M3_MOUSE, tr|S4R1G7|S4R1G7_MOUSE, tr|S4R1E0|S4R1E0_MOUSE	tr|G3TRX7|G3TRX7_LOXAF
OG0001183	sp|Q9WUM3|COR1B_MOUSE	tr|G3T2S8|G3T2S8_LOXAF
OG0001183	sp|Q9WUM4|COR1C_MOUSE	tr|G3T237|G3T237_LOXAF
OG0001184	sp|P97479|MYO7A_MOUSE	tr|G3TGF4|G3TGF4_LOXAF
OG0001184	sp|Q99MZ6|MYO7B_MOUSE	tr|G3T5F1|G3T5F1_LOXAF
OG0001185	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|G3T6J2|G3T6J2_LOXAF
OG0001185	tr|Q8CFX3|Q8CFX3_MOUSE	tr|G3UEF6|G3UEF6_LOXAF
OG0001186	tr|E5D8G1|E5D8G1_MOUSE	tr|G3T9A1|G3T9A1_LOXAF
OG0001186	sp|Q6P9S7|GLT10_MOUSE	tr|G3T1H4|G3T1H4_LOXAF
OG0001187	sp|Q8K009|AL1L2_MOUSE	tr|G3TCQ3|G3TCQ3_LOXAF
OG0001187	sp|Q8R0Y6|AL1L1_MOUSE	tr|G3TF95|G3TF95_LOXAF
OG0001188	sp|Q3TWW8|SRSF6_MOUSE, sp|Q8VE97|SRSF4_MOUSE, sp|O35326|SRSF5_MOUSE	tr|G3SVW0|G3SVW0_LOXAF
OG0001189	sp|Q68FE8|Z280D_MOUSE	tr|G3SVG9|G3SVG9_LOXAF
OG0001189	sp|Q6P3Y5|Z280C_MOUSE	tr|G3T6L9|G3T6L9_LOXAF
OG0001190	sp|O70546|KDM6A_MOUSE, sp|P79457|UTY_MOUSE, sp|Q5NCY0|KDM6B_MOUSE	tr|G3TDX3|G3TDX3_LOXAF
OG0001191	sp|P86547|OSTC2_MOUSE, sp|P86546|OSTCN_MOUSE, sp|P54615|OSTR_MOUSE	tr|G3THN5|G3THN5_LOXAF
OG0001192	sp|O70310|NMT1_MOUSE	tr|G3SV41|G3SV41_LOXAF
OG0001192	sp|O70311|NMT2_MOUSE	tr|G3U200|G3U200_LOXAF
OG0001193	sp|Q9JLQ2|GIT2_MOUSE	tr|G3SZ51|G3SZ51_LOXAF
OG0001193	sp|Q68FF6|GIT1_MOUSE	tr|G3SVA9|G3SVA9_LOXAF
OG0001194	sp|Q8BWW9|PKN2_MOUSE	tr|G3T6G6|G3T6G6_LOXAF
OG0001194	sp|P70268|PKN1_MOUSE	tr|G3UF16|G3UF16_LOXAF
OG0001195	sp|A2RSQ0|DEN5B_MOUSE	tr|G3TAJ2|G3TAJ2_LOXAF
OG0001195	sp|Q6PAL8|DEN5A_MOUSE	tr|G3SZ66|G3SZ66_LOXAF
OG0001196	sp|Q8CBA2|SLFN5_MOUSE, sp|B1ARD8|SLFN8_MOUSE, sp|B1ARD6|SLFN9_MOUSE	tr|G3TGL4|G3TGL4_LOXAF
OG0001197	sp|Q8CJ19|MICA3_MOUSE	tr|G3SPM9|G3SPM9_LOXAF
OG0001197	sp|Q8BML1|MICA2_MOUSE	tr|G3SSP0|G3SSP0_LOXAF
OG0001198	sp|Q91WC3|ACSL6_MOUSE	tr|G3TT49|G3TT49_LOXAF
OG0001198	sp|P41216|ACSL1_MOUSE	tr|G3SZX1|G3SZX1_LOXAF
OG0001199	sp|Q6ZQ38|CAND1_MOUSE	tr|G3TW06|G3TW06_LOXAF
OG0001199	sp|Q6ZQ73|CAND2_MOUSE	tr|G3U3S0|G3U3S0_LOXAF
OG0001200	sp|Q52KR3|PRUN2_MOUSE	tr|G3TL11|G3TL11_LOXAF
OG0001200	sp|Q8BHE3|ATCAY_MOUSE	tr|G3T9B7|G3T9B7_LOXAF
OG0001201	sp|O70228|ATP9A_MOUSE	tr|G3SU04|G3SU04_LOXAF
OG0001201	sp|P98195|ATP9B_MOUSE	tr|G3T9T0|G3T9T0_LOXAF
OG0001202	sp|Q8BV66|IFI44_MOUSE	tr|G3TEG6|G3TEG6_LOXAF
OG0001202	sp|Q9BDB7|IF44L_MOUSE	tr|G3TKH6|G3TKH6_LOXAF
OG0001203	sp|Q60614|AA2BR_MOUSE	tr|G3TQW3|G3TQW3_LOXAF
OG0001203	sp|Q60613|AA2AR_MOUSE	tr|G3T8T2|G3T8T2_LOXAF
OG0001204	sp|P42232|STA5B_MOUSE	tr|G3TCH4|G3TCH4_LOXAF
OG0001204	sp|P42230|STA5A_MOUSE	tr|G3TCH9|G3TCH9_LOXAF
OG0001205	sp|P70281|SYCP3_MOUSE	tr|G3SZQ3|G3SZQ3_LOXAF, tr|G3TEW0|G3TEW0_LOXAF, tr|G3TF56|G3TF56_LOXAF
OG0001206	sp|Q52KG5|KI26A_MOUSE	tr|G3TQ78|G3TQ78_LOXAF
OG0001206	sp|Q7TNC6|KI26B_MOUSE	tr|G3TH48|G3TH48_LOXAF
OG0001207	sp|P70248|MYO1F_MOUSE	tr|G3T7I8|G3T7I8_LOXAF
OG0001207	sp|E9Q634|MYO1E_MOUSE	tr|G3SV14|G3SV14_LOXAF
OG0001208	sp|F8VPU2|FARP1_MOUSE	tr|G3SVU5|G3SVU5_LOXAF
OG0001208	sp|Q91VS8|FARP2_MOUSE	tr|G3TDH2|G3TDH2_LOXAF
OG0001209	sp|Q9Z1G4|VPP1_MOUSE	tr|G3T5Z8|G3T5Z8_LOXAF
OG0001209	sp|Q920R6|VPP4_MOUSE	tr|G3TJP0|G3TJP0_LOXAF
OG0001210	sp|Q04447|KCRB_MOUSE	tr|G3UG66|G3UG66_LOXAF
OG0001210	sp|P07310|KCRM_MOUSE	tr|G3TMZ2|G3TMZ2_LOXAF
OG0001211	sp|Q80X95|RRAGA_MOUSE	tr|G3TMB1|G3TMB1_LOXAF
OG0001211	sp|Q6NTA4|RRAGB_MOUSE	tr|G3U5Q3|G3U5Q3_LOXAF
OG0001212	sp|Q8N7N5|DCAF8_MOUSE	tr|G3SWN3|G3SWN3_LOXAF
OG0001212	tr|A2AHY8|A2AHY8_MOUSE	tr|G3U723|G3U723_LOXAF
OG0001213	sp|Q80TN7|NAV3_MOUSE	tr|G3SP92|G3SP92_LOXAF
OG0001213	tr|E9Q842|E9Q842_MOUSE	tr|G3SZV6|G3SZV6_LOXAF
OG0001214	tr|Q3UXB0|Q3UXB0_MOUSE, sp|Q9D9H3|MB3L1_MOUSE, sp|Q9Z2D8|MBD3_MOUSE	tr|G3SWU2|G3SWU2_LOXAF
OG0001215	sp|Q8VCZ3|THAP7_MOUSE	tr|G3T187|G3T187_LOXAF, tr|G3THI6|G3THI6_LOXAF, tr|G3TIQ8|G3TIQ8_LOXAF
OG0001216	sp|Q8BQM8|EMAL5_MOUSE	tr|G3U5V5|G3U5V5_LOXAF
OG0001216	sp|Q5SQM0|EMAL6_MOUSE	tr|G3T7V9|G3T7V9_LOXAF
OG0001217	sp|Q6PCM1|KDM3A_MOUSE	tr|G3T4Q6|G3T4Q6_LOXAF
OG0001217	sp|Q6ZPY7|KDM3B_MOUSE	tr|G3SNQ3|G3SNQ3_LOXAF
OG0001218	sp|Q8BGW4|DC122_MOUSE, sp|Q8CBW4|DC121_MOUSE	tr|G3T433|G3T433_LOXAF, tr|G3UKZ0|G3UKZ0_LOXAF
OG0001219	sp|Q91WN3|S7A13_MOUSE, sp|P63115|AAA1_MOUSE, sp|Q9QXW9|LAT2_MOUSE	tr|G3TJ77|G3TJ77_LOXAF
OG0001221	sp|Q9R0B9|PLOD2_MOUSE	tr|G3SPH8|G3SPH8_LOXAF
OG0001221	sp|Q9R0E2|PLOD1_MOUSE	tr|G3UES5|G3UES5_LOXAF
OG0001222	tr|A1L3P4|A1L3P4_MOUSE	tr|G3SL29|G3SL29_LOXAF
OG0001222	sp|Q8BZ00|SL9A9_MOUSE	tr|G3SMH6|G3SMH6_LOXAF
OG0001223	sp|Q9WVP1|AP1M2_MOUSE	tr|G3SNU5|G3SNU5_LOXAF
OG0001223	sp|P35585|AP1M1_MOUSE	tr|G3T3M7|G3T3M7_LOXAF
OG0001224	sp|Q61091|FZD8_MOUSE	tr|G3U6Y2|G3U6Y2_LOXAF
OG0001224	sp|Q9EQD0|FZD5_MOUSE	tr|G3TV59|G3TV59_LOXAF
OG0001225	sp|O88572|LRP6_MOUSE	tr|G3THM2|G3THM2_LOXAF
OG0001225	sp|Q91VN0|LRP5_MOUSE	tr|G3U756|G3U756_LOXAF
OG0001226	sp|Q9QX66|DPF1_MOUSE	tr|G3UE07|G3UE07_LOXAF
OG0001226	sp|P58269|DPF3_MOUSE	tr|G3TSX1|G3TSX1_LOXAF
OG0001227	sp|A2CG49|KALRN_MOUSE	tr|G3SP50|G3SP50_LOXAF
OG0001227	sp|Q0KL02|TRIO_MOUSE	tr|G3T0T2|G3T0T2_LOXAF
OG0001228	sp|Q6P5E4|UGGG1_MOUSE	tr|G3SP99|G3SP99_LOXAF
OG0001228	tr|E9Q4X2|E9Q4X2_MOUSE	tr|G3TG21|G3TG21_LOXAF
OG0001229	sp|P97454|SMAD5_MOUSE	tr|G3SU28|G3SU28_LOXAF
OG0001229	sp|P70340|SMAD1_MOUSE	tr|G3TKL5|G3TKL5_LOXAF
OG0001230	sp|Q6ZPR4|KCNT1_MOUSE	tr|G3TUM6|G3TUM6_LOXAF
OG0001230	tr|D3Z649|D3Z649_MOUSE	tr|G3SVK7|G3SVK7_LOXAF
OG0001231	sp|Q6PH08|ERC2_MOUSE	tr|G3TKJ3|G3TKJ3_LOXAF
OG0001231	sp|Q99MI1|RB6I2_MOUSE	tr|G3SL28|G3SL28_LOXAF
OG0001232	tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE	tr|G3UIN3|G3UIN3_LOXAF
OG0001233	sp|P0CG50|UBC_MOUSE	tr|G3ULD2|G3ULD2_LOXAF
OG0001233	sp|P0CG49|UBB_MOUSE	tr|G3UBK1|G3UBK1_LOXAF
OG0001234	tr|E9PV66|E9PV66_MOUSE	tr|G3SSZ2|G3SSZ2_LOXAF
OG0001234	sp|Q9JMH9|MY18A_MOUSE	tr|G3TC67|G3TC67_LOXAF
OG0001235	sp|Q8C5N3|CWC22_MOUSE, tr|A2AK44|A2AK44_MOUSE, tr|A2AK42|A2AK42_MOUSE	tr|G3U531|G3U531_LOXAF
OG0001236	sp|Q810T2|CCNB3_MOUSE	tr|G3UHQ1|G3UHQ1_LOXAF
OG0001236	sp|P24860|CCNB1_MOUSE	tr|G3UMQ4|G3UMQ4_LOXAF
OG0001238	tr|B9EJL3|B9EJL3_MOUSE, sp|Q2VIS4|FILA2_MOUSE, sp|Q8VHD8|HORN_MOUSE	tr|G3TAJ7|G3TAJ7_LOXAF
OG0001239	sp|Q3TFD2|PCAT1_MOUSE	tr|G3T7G9|G3T7G9_LOXAF, tr|G3UC04|G3UC04_LOXAF, tr|G3TZS1|G3TZS1_LOXAF
OG0001240	sp|Q60766|IRGM1_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE	tr|G3TZX5|G3TZX5_LOXAF
OG0001241	sp|P60755|MDGA2_MOUSE	tr|G3TB68|G3TB68_LOXAF
OG0001241	sp|Q0PMG2|MDGA1_MOUSE	tr|G3U8M4|G3U8M4_LOXAF
OG0001242	sp|Q5QNQ6|OSBP2_MOUSE	tr|G3U0Z1|G3U0Z1_LOXAF
OG0001242	sp|Q3B7Z2|OSBP1_MOUSE	tr|G3TEK7|G3TEK7_LOXAF
OG0001243	sp|Q811B3|ATS12_MOUSE	tr|G3TSC8|G3TSC8_LOXAF
OG0001243	sp|Q68SA9|ATS7_MOUSE	tr|G3T4G8|G3T4G8_LOXAF
OG0001244	tr|Q80ZX0|Q80ZX0_MOUSE	tr|G3TBS9|G3TBS9_LOXAF
OG0001244	sp|Q3U2P1|SC24A_MOUSE	tr|G3SVJ3|G3SVJ3_LOXAF
OG0001245	sp|Q69ZS0|PZRN3_MOUSE	tr|G3TDR5|G3TDR5_LOXAF
OG0001245	tr|E9PUZ9|E9PUZ9_MOUSE	tr|G3STS8|G3STS8_LOXAF
OG0001246	sp|D3YWQ0|DGKI_MOUSE	tr|G3T1V8|G3T1V8_LOXAF
OG0001246	sp|Q80UP3|DGKZ_MOUSE	tr|G3TX65|G3TX65_LOXAF
OG0001247	sp|P43135|COT2_MOUSE	tr|G3TD61|G3TD61_LOXAF
OG0001247	sp|Q60632|COT1_MOUSE	tr|G3T777|G3T777_LOXAF
OG0001248	sp|Q8VE92|RBM4B_MOUSE	tr|G3SQ60|G3SQ60_LOXAF
OG0001248	sp|Q8C7Q4|RBM4_MOUSE	tr|G3TVE5|G3TVE5_LOXAF
OG0001249	sp|Q69ZU6|THS7A_MOUSE	tr|G3SP80|G3SP80_LOXAF
OG0001249	sp|Q6P4U0|THS7B_MOUSE	tr|G3T5W9|G3T5W9_LOXAF
OG0001250	sp|Q8K394|PLCL2_MOUSE	tr|G3TF94|G3TF94_LOXAF
OG0001250	sp|Q3USB7|PLCL1_MOUSE	tr|G3TGV3|G3TGV3_LOXAF
OG0001251	sp|Q76HL1|PRS43_MOUSE, sp|Q402U7|PRS44_MOUSE, sp|Q8VIF2|PRS42_MOUSE	tr|G3THT9|G3THT9_LOXAF
OG0001252	sp|O88532|ZFR_MOUSE	tr|G3SQ74|G3SQ74_LOXAF
OG0001252	tr|E9Q5M4|E9Q5M4_MOUSE	tr|G3TLT7|G3TLT7_LOXAF
OG0001253	sp|P70170|ABCC9_MOUSE	tr|G3SV30|G3SV30_LOXAF
OG0001253	tr|B2RUS7|B2RUS7_MOUSE	tr|G3U689|G3U689_LOXAF
OG0001254	tr|E9Q547|E9Q547_MOUSE, tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE	tr|G3UA28|G3UA28_LOXAF, tr|G3UHD1|G3UHD1_LOXAF
OG0001255	sp|Q8CCS6|PABP2_MOUSE	tr|G3U4E0|G3U4E0_LOXAF
OG0001255	sp|Q5XFR0|EPAB2_MOUSE	tr|G3UJR0|G3UJR0_LOXAF
OG0001256	sp|Q60973|RBBP7_MOUSE	tr|G3TBI5|G3TBI5_LOXAF
OG0001256	sp|Q60972|RBBP4_MOUSE	tr|G3SQN6|G3SQN6_LOXAF
OG0001257	sp|Q9D5U0|PCT2B_MOUSE	tr|G3UM78|G3UM78_LOXAF
OG0001257	sp|Q8BYI6|PCAT2_MOUSE	tr|G3STD9|G3STD9_LOXAF
OG0001258	sp|Q0VB07|PGRP4_MOUSE	tr|G3SM09|G3SM09_LOXAF
OG0001258	sp|A1A547|PGRP3_MOUSE	tr|G3SM08|G3SM08_LOXAF
