Orthogroup	Homo_sapiens	Colobus_angolensis_palliatus
OG0000583	sp|A6NDX5|ZN840_HUMAN, sp|Q8N988|ZN557_HUMAN	tr|A0A2K5ISG1|A0A2K5ISG1_COLAP
OG0000584	sp|P62851|RS25_HUMAN	tr|A0A2K5JV30|A0A2K5JV30_COLAP, tr|A0A2K5KFJ9|A0A2K5KFJ9_COLAP, tr|A0A2K5JH26|A0A2K5JH26_COLAP, tr|A0A2K5HD83|A0A2K5HD83_COLAP
OG0000585	sp|P23528|COF1_HUMAN	tr|A0A2K5IKI8|A0A2K5IKI8_COLAP, tr|A0A2K5HIX1|A0A2K5HIX1_COLAP, tr|A0A2K5JJC0|A0A2K5JJC0_COLAP, tr|A0A2K5KFD8|A0A2K5KFD8_COLAP
OG0000586	sp|Q13148|TADBP_HUMAN	tr|A0A2K5HRX7|A0A2K5HRX7_COLAP, tr|A0A2K5ITM8|A0A2K5ITM8_COLAP, tr|A0A2K5IVP3|A0A2K5IVP3_COLAP, tr|A0A2K5IA07|A0A2K5IA07_COLAP
OG0000587	sp|P60953|CDC42_HUMAN	tr|A0A2K5KA61|A0A2K5KA61_COLAP, tr|A0A2K5HL35|A0A2K5HL35_COLAP, tr|A0A2K5I950|A0A2K5I950_COLAP, tr|A0A2K5I3C5|A0A2K5I3C5_COLAP
OG0000588	sp|O95147|DUS14_HUMAN, sp|Q4G0W2|DUS28_HUMAN, sp|Q8NEJ0|DUS18_HUMAN, sp|Q9H596|DUS21_HUMAN	tr|A0A2K5HAM9|A0A2K5HAM9_COLAP
OG0000589	sp|Q99653|CHP1_HUMAN	tr|A0A2K5JS72|A0A2K5JS72_COLAP, tr|A0A2K5HGC0|A0A2K5HGC0_COLAP, tr|A0A2K5HUF4|A0A2K5HUF4_COLAP, tr|A0A2K5HG42|A0A2K5HG42_COLAP
OG0000590	sp|P12318|FCG2A_HUMAN	tr|A0A2K5K6E7|A0A2K5K6E7_COLAP
OG0000590	sp|P31995|FCG2C_HUMAN, sp|P31994|FCG2B_HUMAN	tr|A0A2K5JKD4|A0A2K5JKD4_COLAP
OG0000591	sp|Q13363|CTBP1_HUMAN	tr|A0A2K5HX25|A0A2K5HX25_COLAP
OG0000591	sp|P56545|CTBP2_HUMAN	tr|A0A2K5K634|A0A2K5K634_COLAP, tr|A0A2K5JDV3|A0A2K5JDV3_COLAP
OG0000592	sp|P62826|RAN_HUMAN	tr|A0A2K5KBD5|A0A2K5KBD5_COLAP, tr|A0A2K5H9Y7|A0A2K5H9Y7_COLAP, tr|A0A2K5JNK6|A0A2K5JNK6_COLAP, tr|A0A2K5H9F2|A0A2K5H9F2_COLAP
OG0000593	sp|P46782|RS5_HUMAN	tr|A0A2K5INR7|A0A2K5INR7_COLAP, tr|A0A2K5I2A1|A0A2K5I2A1_COLAP, tr|A0A2K5H9V1|A0A2K5H9V1_COLAP, tr|A0A2K5HFL9|A0A2K5HFL9_COLAP
OG0000594	sp|P13995|MTDC_HUMAN	tr|A0A2K5ITF3|A0A2K5ITF3_COLAP, tr|A0A2K5IV89|A0A2K5IV89_COLAP, tr|A0A2K5IJ45|A0A2K5IJ45_COLAP, tr|A0A2K5JJL8|A0A2K5JJL8_COLAP
OG0000595	sp|Q9H3M9|ATX3L_HUMAN	tr|A0A2K5I2I3|A0A2K5I2I3_COLAP
OG0000595	sp|P54252|ATX3_HUMAN	tr|A0A2K5HP48|A0A2K5HP48_COLAP, tr|A0A2K5KGJ4|A0A2K5KGJ4_COLAP
OG0000596	sp|Q6L9T8|FA72D_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q5TYM5|FA72A_HUMAN, sp|Q86X60|FA72B_HUMAN	tr|A0A2K5IUC6|A0A2K5IUC6_COLAP
OG0000597	sp|O14561|ACPM_HUMAN	tr|A0A2K5J4F3|A0A2K5J4F3_COLAP, tr|A0A2K5HX18|A0A2K5HX18_COLAP, tr|A0A2K5HYC9|A0A2K5HYC9_COLAP, tr|A0A2K5JKX4|A0A2K5JKX4_COLAP
OG0000598	sp|P26641|EF1G_HUMAN	tr|A0A2K5INK5|A0A2K5INK5_COLAP, tr|A0A2K5JA20|A0A2K5JA20_COLAP, tr|A0A2K5IW83|A0A2K5IW83_COLAP, tr|A0A2K5KED8|A0A2K5KED8_COLAP
OG0000599	sp|Q8N752|KC1AL_HUMAN	tr|A0A2K5HHD7|A0A2K5HHD7_COLAP
OG0000599	sp|P48729|KC1A_HUMAN	tr|A0A2K5JNN7|A0A2K5JNN7_COLAP, tr|A0A2K5K4I9|A0A2K5K4I9_COLAP
OG0000600	sp|Q9Y305|ACOT9_HUMAN	tr|A0A2K5K1P3|A0A2K5K1P3_COLAP, tr|A0A2K5JH28|A0A2K5JH28_COLAP, tr|A0A2K5IHG7|A0A2K5IHG7_COLAP, tr|A0A2K5HUD7|A0A2K5HUD7_COLAP
OG0000601	sp|Q9NS69|TOM22_HUMAN	tr|A0A2K5HZW4|A0A2K5HZW4_COLAP, tr|A0A2K5HH04|A0A2K5HH04_COLAP, tr|A0A2K5J8K7|A0A2K5J8K7_COLAP, tr|A0A2K5I068|A0A2K5I068_COLAP
OG0000602	sp|Q86WR0|CCD25_HUMAN	tr|A0A2K5HVM7|A0A2K5HVM7_COLAP, tr|A0A2K5I543|A0A2K5I543_COLAP, tr|A0A2K5KCU1|A0A2K5KCU1_COLAP, tr|A0A2K5JXK0|A0A2K5JXK0_COLAP
OG0000603	sp|Q5H9I0|TFDP3_HUMAN	tr|A0A2K5JCX9|A0A2K5JCX9_COLAP
OG0000603	sp|Q14186|TFDP1_HUMAN	tr|A0A2K5I8Y2|A0A2K5I8Y2_COLAP, tr|A0A2K5KC38|A0A2K5KC38_COLAP
OG0000604	sp|P16050|LOX15_HUMAN	tr|A0A2K5HFB6|A0A2K5HFB6_COLAP
OG0000604	sp|P18054|LOX12_HUMAN	tr|A0A2K5JCM8|A0A2K5JCM8_COLAP, tr|A0A2K5JI04|A0A2K5JI04_COLAP
OG0000605	sp|Q6IPX3|TCAL6_HUMAN, sp|Q969E4|TCAL3_HUMAN	tr|A0A2K5HGY9|A0A2K5HGY9_COLAP
OG0000605	sp|Q5H9L2|TCAL5_HUMAN	tr|A0A2K5HFU1|A0A2K5HFU1_COLAP
OG0000606	sp|Q15907|RB11B_HUMAN	tr|A0A2K5JXZ5|A0A2K5JXZ5_COLAP
OG0000606	sp|P62491|RB11A_HUMAN	tr|A0A2K5IZY9|A0A2K5IZY9_COLAP, tr|A0A2K5IQ19|A0A2K5IQ19_COLAP
OG0000607	sp|A0ZSE6|CC50C_HUMAN	tr|A0A2K5HUW0|A0A2K5HUW0_COLAP
OG0000607	sp|Q3MIR4|CC50B_HUMAN, sp|Q9NV96|CC50A_HUMAN	tr|A0A2K5HS77|A0A2K5HS77_COLAP
OG0000608	sp|Q8IWZ3|ANKH1_HUMAN	tr|A0A2K5JDW5|A0A2K5JDW5_COLAP
OG0000608	sp|O75179|ANR17_HUMAN	tr|A0A2K5IJG7|A0A2K5IJG7_COLAP, tr|A0A2K5IB47|A0A2K5IB47_COLAP
OG0000610	sp|P00966|ASSY_HUMAN	tr|A0A2K5IV61|A0A2K5IV61_COLAP, tr|A0A2K5JV94|A0A2K5JV94_COLAP, tr|A0A2K5KBV3|A0A2K5KBV3_COLAP, tr|A0A2K5HU56|A0A2K5HU56_COLAP
OG0000611	sp|Q10567|AP1B1_HUMAN	tr|A0A2K5JUK6|A0A2K5JUK6_COLAP
OG0000611	sp|P63010|AP2B1_HUMAN	tr|A0A2K5JM93|A0A2K5JM93_COLAP, tr|A0A2K5JCZ2|A0A2K5JCZ2_COLAP
OG0000612	sp|P36543|VATE1_HUMAN	tr|A0A2K5K857|A0A2K5K857_COLAP
OG0000612	sp|Q96A05|VATE2_HUMAN	tr|A0A2K5JGW3|A0A2K5JGW3_COLAP, tr|A0A2K5I3K5|A0A2K5I3K5_COLAP
OG0000613	sp|O95497|VNN1_HUMAN	tr|A0A2K5KCF5|A0A2K5KCF5_COLAP
OG0000613	sp|O95498|VNN2_HUMAN	tr|A0A2K5IT97|A0A2K5IT97_COLAP, tr|A0A2K5KD83|A0A2K5KD83_COLAP
OG0000614	sp|Q96A57|TM230_HUMAN	tr|A0A2K5HBD5|A0A2K5HBD5_COLAP, tr|A0A2K5HXI7|A0A2K5HXI7_COLAP, tr|A0A2K5I8Y9|A0A2K5I8Y9_COLAP, tr|A0A2K5HAK1|A0A2K5HAK1_COLAP
OG0000615	sp|P82979|SARNP_HUMAN	tr|A0A2K5HX99|A0A2K5HX99_COLAP, tr|A0A2K5J046|A0A2K5J046_COLAP, tr|A0A2K5I2J5|A0A2K5I2J5_COLAP, tr|A0A2K5JVA7|A0A2K5JVA7_COLAP
OG0000616	sp|P01036|CYTS_HUMAN, sp|P09228|CYTT_HUMAN, sp|P01037|CYTN_HUMAN	tr|A0A2K5JM85|A0A2K5JM85_COLAP, tr|A0A2K5K0T7|A0A2K5K0T7_COLAP
OG0000617	sp|Q8NGU2|OR9A4_HUMAN	tr|A0A2K5HPB1|A0A2K5HPB1_COLAP
OG0000617	sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGT5|OR9A2_HUMAN	tr|A0A2K5JWR4|A0A2K5JWR4_COLAP
OG0000618	sp|O43286|B4GT5_HUMAN	tr|A0A2K5IXL1|A0A2K5IXL1_COLAP
OG0000618	sp|Q9UBV7|B4GT7_HUMAN, sp|Q9UBX8|B4GT6_HUMAN	tr|A0A2K5I2S0|A0A2K5I2S0_COLAP
OG0000619	sp|Q9NXE4|NSMA3_HUMAN	tr|A0A2K5I071|A0A2K5I071_COLAP, tr|A0A2K5JP25|A0A2K5JP25_COLAP, tr|A0A2K5J322|A0A2K5J322_COLAP, tr|A0A2K5IKJ2|A0A2K5IKJ2_COLAP
OG0000620	sp|A6NMY6|AXA2L_HUMAN	tr|A0A2K5HYR9|A0A2K5HYR9_COLAP
OG0000620	sp|P07355|ANXA2_HUMAN	tr|A0A2K5IU34|A0A2K5IU34_COLAP, tr|A0A2K5J416|A0A2K5J416_COLAP
OG0000621	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A2K5JKG7|A0A2K5JKG7_COLAP
OG0000621	sp|Q96BM9|ARL8A_HUMAN	tr|A0A2K5IPC4|A0A2K5IPC4_COLAP, tr|A0A2K5JX42|A0A2K5JX42_COLAP
OG0000622	sp|Q5SSG8|MUC21_HUMAN, tr|A0A0G2JJF7|A0A0G2JJF7_HUMAN, tr|A0A140T8X8|A0A140T8X8_HUMAN, tr|A0A0G2JKD1|A0A0G2JKD1_HUMAN	tr|A0A2K5KET8|A0A2K5KET8_COLAP
OG0000623	sp|P01857|IGHG1_HUMAN, sp|P01860|IGHG3_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01861|IGHG4_HUMAN	tr|A0A2K5JJT3|A0A2K5JJT3_COLAP
OG0000624	sp|P48739|PIPNB_HUMAN	tr|A0A2K5JZJ2|A0A2K5JZJ2_COLAP
OG0000624	sp|Q00169|PIPNA_HUMAN	tr|A0A2K5K3Y7|A0A2K5K3Y7_COLAP, tr|A0A2K5JU87|A0A2K5JU87_COLAP
OG0000625	sp|O95416|SOX14_HUMAN, sp|Q06945|SOX4_HUMAN, sp|O15370|SOX12_HUMAN, sp|Q9Y651|SOX21_HUMAN	tr|A0A2K5HEZ2|A0A2K5HEZ2_COLAP
OG0000626	sp|Q8ND56|LS14A_HUMAN	tr|A0A2K5I2G0|A0A2K5I2G0_COLAP, tr|A0A2K5HII1|A0A2K5HII1_COLAP, tr|A0A2K5IM31|A0A2K5IM31_COLAP, tr|A0A2K5JQT8|A0A2K5JQT8_COLAP
OG0000627	sp|A6NET4|OR5K3_HUMAN, sp|A6NMS3|OR5K4_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN	tr|A0A2K5H7J6|A0A2K5H7J6_COLAP
OG0000628	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A2K5JHX3|A0A2K5JHX3_COLAP
OG0000628	sp|Q9UL03|INT6_HUMAN	tr|A0A2K5JJU5|A0A2K5JJU5_COLAP, tr|A0A2K5JWK1|A0A2K5JWK1_COLAP
OG0000629	sp|P67775|PP2AA_HUMAN	tr|A0A2K5HY82|A0A2K5HY82_COLAP
OG0000629	sp|P62714|PP2AB_HUMAN	tr|A0A2K5JKZ6|A0A2K5JKZ6_COLAP, tr|A0A2K5JGH0|A0A2K5JGH0_COLAP
OG0000630	sp|Q9H195|MUC3B_HUMAN, sp|Q02505|MUC3A_HUMAN, sp|Q9UKN1|MUC12_HUMAN, sp|Q685J3|MUC17_HUMAN	tr|A0A2K5JEX5|A0A2K5JEX5_COLAP
OG0000631	sp|P61204|ARF3_HUMAN	tr|A0A2K5IHM3|A0A2K5IHM3_COLAP
OG0000631	sp|P84077|ARF1_HUMAN	tr|A0A2K5IBV0|A0A2K5IBV0_COLAP, tr|A0A2K5IHT7|A0A2K5IHT7_COLAP
OG0000632	sp|Q86UE8|TLK2_HUMAN	tr|A0A2K5J912|A0A2K5J912_COLAP
OG0000632	sp|Q9UKI8|TLK1_HUMAN	tr|A0A2K5I4Q2|A0A2K5I4Q2_COLAP, tr|A0A2K5IJJ7|A0A2K5IJJ7_COLAP
OG0000633	sp|P78318|IGBP1_HUMAN	tr|A0A2K5IWK5|A0A2K5IWK5_COLAP
OG0000633	tr|A0A1W2PR95|A0A1W2PR95_HUMAN	tr|A0A2K5ILB9|A0A2K5ILB9_COLAP, tr|A0A2K5K3G4|A0A2K5K3G4_COLAP
OG0000634	sp|Q9NZU7|CABP1_HUMAN	tr|A0A2K5IMF1|A0A2K5IMF1_COLAP
OG0000634	sp|Q9NP86|CABP5_HUMAN, sp|Q9NPB3|CABP2_HUMAN	tr|A0A2K5KGF1|A0A2K5KGF1_COLAP
OG0000635	sp|Q8NDY6|BHE23_HUMAN, sp|Q8NFJ8|BHE22_HUMAN, sp|Q8TAK6|OLIG1_HUMAN, sp|Q7RTU3|OLIG3_HUMAN	tr|A0A2K5HKZ5|A0A2K5HKZ5_COLAP
OG0000636	sp|A6NFQ2|TCAF2_HUMAN, tr|A0A1B0GVM2|A0A1B0GVM2_HUMAN	tr|A0A2K5HC95|A0A2K5HC95_COLAP
OG0000636	sp|Q9Y4C2|TCAF1_HUMAN	tr|A0A2K5HER6|A0A2K5HER6_COLAP
OG0000637	sp|Q9HCE3|ZN532_HUMAN	tr|A0A2K5JAR7|A0A2K5JAR7_COLAP, tr|A0A2K5K648|A0A2K5K648_COLAP, tr|A0A2K5JWI6|A0A2K5JWI6_COLAP, tr|A0A2K5JH12|A0A2K5JH12_COLAP
OG0000638	sp|B2RXH2|KDM4E_HUMAN	tr|A0A2K5KFV2|A0A2K5KFV2_COLAP
OG0000638	tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|Q6B0I6|KDM4D_HUMAN	tr|A0A2K5H889|A0A2K5H889_COLAP
OG0000639	sp|Q16594|TAF9_HUMAN	tr|A0A2K5HP07|A0A2K5HP07_COLAP
OG0000639	sp|Q9HBM6|TAF9B_HUMAN	tr|A0A2K5H898|A0A2K5H898_COLAP, tr|A0A2K5I6E1|A0A2K5I6E1_COLAP
OG0000640	sp|Q96FN4|CPNE2_HUMAN	tr|A0A2K5IXB3|A0A2K5IXB3_COLAP
OG0000640	sp|Q99829|CPNE1_HUMAN, sp|O75131|CPNE3_HUMAN	tr|A0A2K5I7F5|A0A2K5I7F5_COLAP
OG0000641	sp|Q86XP1|DGKH_HUMAN	tr|A0A2K5J9I6|A0A2K5J9I6_COLAP
OG0000641	sp|Q16760|DGKD_HUMAN	tr|A0A2K5HNB5|A0A2K5HNB5_COLAP, tr|A0A2K5J062|A0A2K5J062_COLAP
OG0000642	sp|O43868|S28A2_HUMAN	tr|A0A2K5J7B4|A0A2K5J7B4_COLAP
OG0000642	sp|Q9HAS3|S28A3_HUMAN, sp|O00337|S28A1_HUMAN	tr|A0A2K5IXN8|A0A2K5IXN8_COLAP
OG0000643	sp|P19784|CSK22_HUMAN	tr|A0A2K5IXI9|A0A2K5IXI9_COLAP
OG0000643	sp|Q8NEV1|CSK23_HUMAN, sp|P68400|CSK21_HUMAN	tr|A0A2K5IK96|A0A2K5IK96_COLAP
OG0000644	sp|Q5VTA0|PRA17_HUMAN, sp|A0A0G2JMD5|PRA33_HUMAN, sp|O60809|PRA10_HUMAN	tr|A0A2K5IVW3|A0A2K5IVW3_COLAP, tr|A0A2K5K5F2|A0A2K5K5F2_COLAP
OG0000645	sp|Q9HCP0|KC1G1_HUMAN	tr|A0A2K5K6X1|A0A2K5K6X1_COLAP
OG0000645	sp|P78368|KC1G2_HUMAN, sp|Q9Y6M4|KC1G3_HUMAN	tr|A0A2K5K287|A0A2K5K287_COLAP
OG0000646	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A2K5IJM0|A0A2K5IJM0_COLAP
OG0000646	sp|Q29RF7|PDS5A_HUMAN	tr|A0A2K5IBB7|A0A2K5IBB7_COLAP, tr|A0A2K5IRY9|A0A2K5IRY9_COLAP
OG0000647	sp|Q96SB4|SRPK1_HUMAN	tr|A0A2K5HY64|A0A2K5HY64_COLAP, tr|A0A2K5IAZ2|A0A2K5IAZ2_COLAP, tr|A0A2K5IEJ6|A0A2K5IEJ6_COLAP, tr|A0A2K5HYF7|A0A2K5HYF7_COLAP
OG0000648	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A2K5IGI4|A0A2K5IGI4_COLAP
OG0000648	sp|Q9H347|UBQL3_HUMAN, sp|Q9UHD9|UBQL2_HUMAN	tr|A0A2K5HCU7|A0A2K5HCU7_COLAP
OG0000649	sp|P0C0S5|H2AZ_HUMAN, sp|Q71UI9|H2AV_HUMAN	tr|A0A2K5K1A1|A0A2K5K1A1_COLAP, tr|A0A2K5JTS9|A0A2K5JTS9_COLAP, tr|A0A2K5IP77|A0A2K5IP77_COLAP
OG0000650	sp|Q9Y678|COPG1_HUMAN	tr|A0A2K5HXP6|A0A2K5HXP6_COLAP, tr|A0A2K5HI11|A0A2K5HI11_COLAP
OG0000650	sp|Q9UBF2|COPG2_HUMAN	tr|A0A2K5HMY2|A0A2K5HMY2_COLAP
OG0000651	sp|Q9BZK7|TBL1R_HUMAN	tr|A0A2K5J864|A0A2K5J864_COLAP
OG0000651	sp|Q9BQ87|TBL1Y_HUMAN, sp|O60907|TBL1X_HUMAN	tr|A0A2K5J584|A0A2K5J584_COLAP
OG0000652	sp|O75581|LRP6_HUMAN	tr|A0A2K5JPN6|A0A2K5JPN6_COLAP
OG0000652	sp|A4QPB2|LRP5L_HUMAN, sp|O75197|LRP5_HUMAN	tr|A0A2K5KC79|A0A2K5KC79_COLAP
OG0000653	sp|Q76FK4|NOL8_HUMAN	tr|A0A2K5ITY2|A0A2K5ITY2_COLAP, tr|A0A2K5IPE7|A0A2K5IPE7_COLAP, tr|A0A2K5J9K5|A0A2K5J9K5_COLAP, tr|A0A2K5HCN8|A0A2K5HCN8_COLAP
OG0000654	sp|Q9H857|NT5D2_HUMAN	tr|A0A2K5JCH6|A0A2K5JCH6_COLAP
OG0000654	sp|Q86UY8|NT5D3_HUMAN	tr|A0A2K5ITV5|A0A2K5ITV5_COLAP, tr|A0A2K5HW56|A0A2K5HW56_COLAP
OG0000655	sp|P63208|SKP1_HUMAN	tr|A0A2K5JHK2|A0A2K5JHK2_COLAP, tr|A0A2K5JAA7|A0A2K5JAA7_COLAP, tr|A0A2K5IQW7|A0A2K5IQW7_COLAP, tr|A0A2K5JYL8|A0A2K5JYL8_COLAP
OG0000656	sp|Q13454|TUSC3_HUMAN	tr|A0A2K5HXZ7|A0A2K5HXZ7_COLAP
OG0000656	sp|Q9H0U3|MAGT1_HUMAN	tr|A0A2K5HPM7|A0A2K5HPM7_COLAP, tr|A0A2K5K1K5|A0A2K5K1K5_COLAP
OG0000657	sp|P33527|MRP1_HUMAN	tr|A0A2K5JUX1|A0A2K5JUX1_COLAP
OG0000657	sp|O15438|MRP3_HUMAN	tr|A0A2K5JYB6|A0A2K5JYB6_COLAP, tr|A0A2K5J086|A0A2K5J086_COLAP
OG0000658	sp|Q14151|SAFB2_HUMAN	tr|A0A2K5HT78|A0A2K5HT78_COLAP
OG0000658	sp|Q15424|SAFB1_HUMAN	tr|A0A2K5HAQ8|A0A2K5HAQ8_COLAP, tr|A0A2K5HNN4|A0A2K5HNN4_COLAP
OG0000659	sp|P0C7Q5|S35G4_HUMAN, sp|Q96KT7|S35G5_HUMAN, sp|Q8N808|S35G3_HUMAN, sp|P0C7Q6|S35G6_HUMAN	tr|A0A2K5JPE7|A0A2K5JPE7_COLAP
OG0000660	sp|Q9NVP1|DDX18_HUMAN	tr|A0A2K5I2Y9|A0A2K5I2Y9_COLAP, tr|A0A2K5KG91|A0A2K5KG91_COLAP, tr|A0A2K5HQD2|A0A2K5HQD2_COLAP, tr|A0A2K5HN57|A0A2K5HN57_COLAP
OG0000661	sp|Q15744|CEBPE_HUMAN, sp|P49715|CEBPA_HUMAN, sp|P49716|CEBPD_HUMAN, sp|P17676|CEBPB_HUMAN	tr|A0A2K5JX27|A0A2K5JX27_COLAP
OG0000662	sp|Q15370|ELOB_HUMAN	tr|A0A2K5HQW3|A0A2K5HQW3_COLAP, tr|A0A2K5HTA4|A0A2K5HTA4_COLAP, tr|A0A2K5K8T7|A0A2K5K8T7_COLAP, tr|A0A2K5I078|A0A2K5I078_COLAP
OG0000663	sp|Q6PFW1|VIP1_HUMAN	tr|A0A2K5HKG5|A0A2K5HKG5_COLAP
OG0000663	sp|O43314|VIP2_HUMAN	tr|A0A2K5IK58|A0A2K5IK58_COLAP, tr|A0A2K5K691|A0A2K5K691_COLAP
OG0000664	sp|O94842|TOX4_HUMAN	tr|A0A2K5KC39|A0A2K5KC39_COLAP, tr|A0A2K5K931|A0A2K5K931_COLAP, tr|A0A2K5JCT3|A0A2K5JCT3_COLAP, tr|A0A2K5KB69|A0A2K5KB69_COLAP
OG0000666	sp|P09923|PPBI_HUMAN	tr|A0A2K5IRE4|A0A2K5IRE4_COLAP
OG0000666	sp|P10696|PPBN_HUMAN, sp|P05187|PPB1_HUMAN	tr|A0A2K5JEH9|A0A2K5JEH9_COLAP
OG0000667	sp|Q96MC6|MF14A_HUMAN	tr|A0A2K5IQF5|A0A2K5IQF5_COLAP
OG0000667	sp|Q5SR56|MF14B_HUMAN, sp|Q5VZR4|MF14C_HUMAN	tr|A0A2K5INF3|A0A2K5INF3_COLAP
OG0000668	sp|P0C874|S31D3_HUMAN, sp|Q6ZUB0|S31D4_HUMAN, sp|Q6ZQQ2|S31D1_HUMAN	tr|A0A2K5KDR1|A0A2K5KDR1_COLAP, tr|A0A2K5J577|A0A2K5J577_COLAP
OG0000669	sp|P62249|RS16_HUMAN	tr|A0A2K5HEE6|A0A2K5HEE6_COLAP, tr|A0A2K5JJQ6|A0A2K5JJQ6_COLAP, tr|A0A2K5H726|A0A2K5H726_COLAP, tr|A0A2K5JZ75|A0A2K5JZ75_COLAP
OG0000670	sp|Q9H869|YYAP1_HUMAN	tr|A0A2K5JTS2|A0A2K5JTS2_COLAP
OG0000670	sp|Q3T8J9|GON4L_HUMAN	tr|A0A2K5I1A2|A0A2K5I1A2_COLAP, tr|A0A2K5IFJ5|A0A2K5IFJ5_COLAP
OG0000671	sp|O95239|KIF4A_HUMAN	tr|A0A2K5ISD0|A0A2K5ISD0_COLAP
OG0000671	sp|Q2VIQ3|KIF4B_HUMAN, sp|B7ZC32|KIF28_HUMAN	tr|A0A2K5JZU5|A0A2K5JZU5_COLAP
OG0000672	sp|Q96IP4|TET5A_HUMAN	tr|A0A2K5HYW9|A0A2K5HYW9_COLAP
OG0000672	sp|Q8NEK8|TET5D_HUMAN, sp|Q5VWP2|TET5C_HUMAN	tr|A0A2K5HCR9|A0A2K5HCR9_COLAP
OG0000673	sp|O14791|APOL1_HUMAN, sp|Q9BPW4|APOL4_HUMAN, sp|O95236|APOL3_HUMAN, sp|Q9BQE5|APOL2_HUMAN	tr|A0A2K5IAK4|A0A2K5IAK4_COLAP
OG0000674	sp|Q99755|PI51A_HUMAN	tr|A0A2K5JBI7|A0A2K5JBI7_COLAP
OG0000674	sp|A2A3N6|PIPSL_HUMAN	tr|A0A2K5K5N6|A0A2K5K5N6_COLAP, tr|A0A2K5K1C5|A0A2K5K1C5_COLAP
OG0000675	sp|Q6NUT2|D19L2_HUMAN, sp|Q6ZN68|D19P2_HUMAN, sp|Q2PZI1|D19L1_HUMAN, sp|Q6NXN4|D19P1_HUMAN	tr|A0A2K5IIZ5|A0A2K5IIZ5_COLAP
OG0000676	sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|P04437|TVA29_HUMAN	tr|A0A2K5IY05|A0A2K5IY05_COLAP
OG0000677	sp|O00148|DX39A_HUMAN	tr|A0A2K5JED9|A0A2K5JED9_COLAP, tr|A0A2K5IYB8|A0A2K5IYB8_COLAP
OG0000677	sp|Q13838|DX39B_HUMAN	tr|A0A2K5K254|A0A2K5K254_COLAP
OG0000678	sp|P62829|RL23_HUMAN	tr|A0A2K5H962|A0A2K5H962_COLAP, tr|A0A2K5KFU8|A0A2K5KFU8_COLAP, tr|A0A2K5IR23|A0A2K5IR23_COLAP, tr|A0A2K5JMQ2|A0A2K5JMQ2_COLAP
OG0000679	sp|P67936|TPM4_HUMAN	tr|A0A2K5H872|A0A2K5H872_COLAP, tr|A0A2K5J327|A0A2K5J327_COLAP, tr|A0A2K5JFX0|A0A2K5JFX0_COLAP, tr|A0A2K5K9W6|A0A2K5K9W6_COLAP
OG0000680	sp|Q92526|TCPW_HUMAN	tr|A0A2K5HZD3|A0A2K5HZD3_COLAP
OG0000680	sp|P40227|TCPZ_HUMAN	tr|A0A2K5I6C5|A0A2K5I6C5_COLAP, tr|A0A2K5IM13|A0A2K5IM13_COLAP
OG0000681	tr|A0A0U1RQG5|A0A0U1RQG5_HUMAN, tr|A0A087WWU0|A0A087WWU0_HUMAN, sp|Q5JQC4|CT47A_HUMAN, sp|P0C2W7|CT47B_HUMAN	tr|A0A2K5HZ38|A0A2K5HZ38_COLAP
OG0000682	sp|P36871|PGM1_HUMAN	tr|A0A2K5J6Z6|A0A2K5J6Z6_COLAP
OG0000682	sp|Q15124|PGM5_HUMAN	tr|A0A2K5HWC9|A0A2K5HWC9_COLAP, tr|A0A2K5I3W8|A0A2K5I3W8_COLAP
OG0000683	sp|Q53LP3|SWAHC_HUMAN, sp|A6NEL2|SWAHB_HUMAN, sp|Q2M3V2|SWAHA_HUMAN, sp|A6NJG2|SWAHD_HUMAN	tr|A0A2K5JSI7|A0A2K5JSI7_COLAP
OG0000684	sp|Q96GG9|DCNL1_HUMAN	tr|A0A2K5ICD7|A0A2K5ICD7_COLAP
OG0000684	sp|Q6PH85|DCNL2_HUMAN	tr|A0A2K5I7J0|A0A2K5I7J0_COLAP, tr|A0A2K5J583|A0A2K5J583_COLAP
OG0000685	sp|P83881|RL36A_HUMAN	tr|A0A2K5JH89|A0A2K5JH89_COLAP, tr|A0A2K5JGU5|A0A2K5JGU5_COLAP, tr|A0A2K5HE71|A0A2K5HE71_COLAP, tr|A0A2K5HG64|A0A2K5HG64_COLAP
OG0000686	sp|P25440|BRD2_HUMAN	tr|A0A2K5JB33|A0A2K5JB33_COLAP
OG0000686	sp|Q15059|BRD3_HUMAN	tr|A0A2K5K523|A0A2K5K523_COLAP, tr|A0A2K5JJQ1|A0A2K5JJQ1_COLAP
