Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0000361	sp|Q15173|2A5B_HUMAN	tr|G5B6N2|G5B6N2_HETGA
OG0000361	sp|Q16537|2A5E_HUMAN	tr|G5BCZ1|G5BCZ1_HETGA
OG0000362	sp|O60243|H6ST1_HUMAN	tr|G5C328|G5C328_HETGA
OG0000362	sp|Q96MM7|H6ST2_HUMAN	tr|G5BZH7|G5BZH7_HETGA, tr|G5BZH8|G5BZH8_HETGA
OG0000362	sp|Q8IZP7|H6ST3_HUMAN	tr|G5B160|G5B160_HETGA
OG0000363	sp|P42574|CASP3_HUMAN	tr|G5C1H3|G5C1H3_HETGA, tr|G5BGG7|G5BGG7_HETGA
OG0000363	sp|O15519|CFLAR_HUMAN	tr|G5BZK4|G5BZK4_HETGA, tr|G5BXP5|G5BXP5_HETGA, tr|G5AZA2|G5AZA2_HETGA
OG0000364	sp|Q9UJV9|DDX41_HUMAN	tr|G5ALH5|G5ALH5_HETGA
OG0000364	sp|O00571|DDX3X_HUMAN	tr|G5B9K0|G5B9K0_HETGA
OG0000364	sp|O15523|DDX3Y_HUMAN	tr|G5C4A6|G5C4A6_HETGA
OG0000365	sp|P50453|SPB9_HUMAN	tr|G5BKF1|G5BKF1_HETGA
OG0000365	sp|P50452|SPB8_HUMAN	tr|G5B5Z9|G5B5Z9_HETGA
OG0000365	sp|A8MTL9|HMSD_HUMAN, sp|P35237|SPB6_HUMAN	tr|G5BKF0|G5BKF0_HETGA
OG0000366	sp|Q8NH73|OR4S2_HUMAN	tr|G5AWW0|G5AWW0_HETGA, tr|G5AZC7|G5AZC7_HETGA, tr|G5B1V3|G5B1V3_HETGA, tr|G5AK23|G5AK23_HETGA, tr|G5AK22|G5AK22_HETGA, tr|G5AWW1|G5AWW1_HETGA
OG0000367	sp|P18621|RL17_HUMAN	tr|G5AX30|G5AX30_HETGA, tr|G5AKV2|G5AKV2_HETGA, tr|G5B7K6|G5B7K6_HETGA, tr|G5ALD8|G5ALD8_HETGA, tr|G5BGD4|G5BGD4_HETGA, tr|G5C7H1|G5C7H1_HETGA
OG0000368	sp|Q9P1U1|ARP3B_HUMAN	tr|G5AMV2|G5AMV2_HETGA
OG0000368	sp|P61158|ARP3_HUMAN	tr|G5AL29|G5AL29_HETGA, tr|G5C3T1|G5C3T1_HETGA, tr|G5BPU1|G5BPU1_HETGA, tr|G5BEY9|G5BEY9_HETGA
OG0000369	sp|Q2PZI1|D19L1_HUMAN	tr|G5AN38|G5AN38_HETGA
OG0000369	sp|Q6ZN68|D19P2_HUMAN, sp|Q6NUT2|D19L2_HUMAN, sp|Q6NXN4|D19P1_HUMAN	tr|G5C820|G5C820_HETGA, tr|G5B671|G5B671_HETGA
OG0000370	sp|P23468|PTPRD_HUMAN	tr|G5BQG3|G5BQG3_HETGA
OG0000370	sp|Q13332|PTPRS_HUMAN	tr|G5C0R0|G5C0R0_HETGA, tr|G5B386|G5B386_HETGA
OG0000370	sp|P10586|PTPRF_HUMAN	tr|G5AQF6|G5AQF6_HETGA
OG0000371	sp|Q9NYQ8|FAT2_HUMAN	tr|G5BN21|G5BN21_HETGA
OG0000371	sp|Q14517|FAT1_HUMAN	tr|G5ARQ9|G5ARQ9_HETGA
OG0000371	sp|Q8TDW7|FAT3_HUMAN	tr|G5C3Y7|G5C3Y7_HETGA, tr|G5C3Y6|G5C3Y6_HETGA
OG0000372	sp|Q9C0A0|CNTP4_HUMAN	tr|G5BE10|G5BE10_HETGA
OG0000372	tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, sp|Q96NU0|CNT3B_HUMAN, sp|Q8WYK1|CNTP5_HUMAN	tr|G5B202|G5B202_HETGA
OG0000373	sp|P23297|S10A1_HUMAN	tr|G5BER2|G5BER2_HETGA
OG0000373	sp|Q8WXG8|S100Z_HUMAN, sp|Q5D862|FILA2_HUMAN, sp|P20930|FILA_HUMAN, sp|P04271|S100B_HUMAN	tr|G5C7V0|G5C7V0_HETGA
OG0000374	sp|P51790|CLCN3_HUMAN	tr|G5BJP3|G5BJP3_HETGA, tr|G5C8F2|G5C8F2_HETGA
OG0000374	sp|P51793|CLCN4_HUMAN	tr|G5B654|G5B654_HETGA
OG0000374	sp|P51795|CLCN5_HUMAN	tr|G5BJK9|G5BJK9_HETGA
OG0000375	sp|Q9NV96|CC50A_HUMAN, sp|Q3MIR4|CC50B_HUMAN	tr|G5ALD2|G5ALD2_HETGA, tr|G5AQ13|G5AQ13_HETGA, tr|G5BC04|G5BC04_HETGA, tr|G5BGQ2|G5BGQ2_HETGA, tr|G5BQ17|G5BQ17_HETGA
OG0000376	sp|P84074|HPCA_HUMAN	tr|G5B5K2|G5B5K2_HETGA
OG0000376	sp|P37235|HPCL1_HUMAN, sp|P61601|NCALD_HUMAN, sp|O95843|GUC1C_HUMAN, sp|P62166|NCS1_HUMAN	tr|G5B587|G5B587_HETGA
OG0000377	sp|P07384|CAN1_HUMAN	tr|G5B6L3|G5B6L3_HETGA
OG0000377	sp|O75808|CAN15_HUMAN, sp|Q9UMQ6|CAN11_HUMAN, sp|A6NHC0|CAN8_HUMAN, sp|P17655|CAN2_HUMAN	tr|G5C191|G5C191_HETGA
OG0000378	sp|O14950|ML12B_HUMAN	tr|G5CAY1|G5CAY1_HETGA
OG0000378	sp|P24844|MYL9_HUMAN	tr|G5B837|G5B837_HETGA
OG0000378	sp|P19105|ML12A_HUMAN	tr|G5CAY0|G5CAY0_HETGA, tr|G5BIJ1|G5BIJ1_HETGA
OG0000379	sp|O00222|GRM8_HUMAN	tr|G5AX12|G5AX12_HETGA
OG0000379	sp|O15303|GRM6_HUMAN	tr|G5C7C1|G5C7C1_HETGA
OG0000379	sp|Q14833|GRM4_HUMAN	tr|G5BCG5|G5BCG5_HETGA
OG0000380	sp|Q13507|TRPC3_HUMAN	tr|G5BBT3|G5BBT3_HETGA
OG0000380	sp|Q9HCX4|TRPC7_HUMAN	tr|G5BX12|G5BX12_HETGA
OG0000380	sp|Q9Y210|TRPC6_HUMAN	tr|G5AVS8|G5AVS8_HETGA, tr|G5BUB1|G5BUB1_HETGA
OG0000381	sp|P13929|ENOB_HUMAN	tr|G5BW96|G5BW96_HETGA
OG0000381	sp|P09104|ENOG_HUMAN	tr|G5CAR8|G5CAR8_HETGA
OG0000381	sp|P06733|ENOA_HUMAN	tr|G5BB18|G5BB18_HETGA, tr|G5C546|G5C546_HETGA
OG0000382	sp|Q13231|CHIT1_HUMAN	tr|G5B366|G5B366_HETGA
OG0000382	sp|Q9BZP6|CHIA_HUMAN, sp|Q12889|OVGP1_HUMAN, sp|Q15782|CH3L2_HUMAN, sp|P36222|CH3L1_HUMAN	tr|G5B367|G5B367_HETGA
OG0000383	sp|Q3LI70|KR196_HUMAN, sp|Q7Z4W3|KR193_HUMAN, sp|Q8IUB9|KR191_HUMAN, sp|Q3LI72|KR195_HUMAN, sp|Q3LI73|KR194_HUMAN, sp|Q3SYF9|KR197_HUMAN	tr|G5AZV9|G5AZV9_HETGA
OG0000384	sp|P80075|CCL8_HUMAN	tr|G5B763|G5B763_HETGA
OG0000384	sp|Q99616|CCL13_HUMAN, sp|P13500|CCL2_HUMAN, sp|P80098|CCL7_HUMAN, sp|P51671|CCL11_HUMAN	tr|G5B764|G5B764_HETGA
OG0000385	sp|Q13243|SRSF5_HUMAN	tr|G5BQM4|G5BQM4_HETGA
OG0000385	sp|Q08170|SRSF4_HUMAN	tr|G5AP99|G5AP99_HETGA
OG0000385	sp|Q13247|SRSF6_HUMAN	tr|G5C7A0|G5C7A0_HETGA, tr|G5BCX0|G5BCX0_HETGA
OG0000386	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN	tr|G5C6Z5|G5C6Z5_HETGA
OG0000386	sp|Q9H4D5|NXF3_HUMAN, sp|Q9UBU9|NXF1_HUMAN	tr|G5AYJ3|G5AYJ3_HETGA, tr|G5BGD6|G5BGD6_HETGA
OG0000387	sp|Q6NUK1|SCMC1_HUMAN	tr|G5BQU4|G5BQU4_HETGA
OG0000387	sp|Q6KCM7|SCMC2_HUMAN	tr|G5BLF4|G5BLF4_HETGA
OG0000387	sp|Q8N5S1|S2541_HUMAN, sp|Q9BV35|SCMC3_HUMAN	tr|G5C4F4|G5C4F4_HETGA
OG0000388	sp|Q9P2S2|NRX2A_HUMAN	tr|G5B6P2|G5B6P2_HETGA
OG0000388	sp|Q9ULB1|NRX1A_HUMAN	tr|G5C1J8|G5C1J8_HETGA
OG0000388	sp|Q9Y4C0|NRX3A_HUMAN	tr|G5AW42|G5AW42_HETGA, tr|G5AW40|G5AW40_HETGA
OG0000389	sp|Q96CQ1|S2536_HUMAN	tr|G5BZP3|G5BZP3_HETGA, tr|G5B0Q8|G5B0Q8_HETGA, tr|G5BAB2|G5BAB2_HETGA, tr|G5BPX8|G5BPX8_HETGA, tr|G5B5S8|G5B5S8_HETGA, tr|G5AL13|G5AL13_HETGA
OG0000390	sp|Q6UW15|REG3G_HUMAN, sp|Q06141|REG3A_HUMAN, sp|P05451|REG1A_HUMAN, sp|P48304|REG1B_HUMAN	tr|G5BWU6|G5BWU6_HETGA, tr|G5BWU2|G5BWU2_HETGA, tr|G5BWU5|G5BWU5_HETGA
OG0000391	sp|Q9UGN4|CLM8_HUMAN	tr|G5B5N4|G5B5N4_HETGA
OG0000391	sp|Q08708|CLM6_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|P01833|PIGR_HUMAN	tr|G5B5N6|G5B5N6_HETGA
OG0000392	sp|P20813|CP2B6_HUMAN	tr|G5C9W1|G5C9W1_HETGA, tr|G5BR62|G5BR62_HETGA, tr|G5C9W0|G5C9W0_HETGA, tr|G5C9V9|G5C9V9_HETGA, tr|G5C4Z4|G5C4Z4_HETGA, tr|G5AVD3|G5AVD3_HETGA
OG0000393	sp|P22352|GPX3_HUMAN, sp|O75715|GPX5_HUMAN, sp|P18283|GPX2_HUMAN, sp|P07203|GPX1_HUMAN, sp|P59796|GPX6_HUMAN, tr|A3KN74|A3KN74_HUMAN	tr|G5C444|G5C444_HETGA
OG0000394	sp|Q7RTV2|GSTA5_HUMAN, sp|P08263|GSTA1_HUMAN, sp|P09210|GSTA2_HUMAN, sp|Q16772|GSTA3_HUMAN, sp|O15217|GSTA4_HUMAN	tr|G5BC72|G5BC72_HETGA, tr|G5BC71|G5BC71_HETGA
OG0000395	sp|Q3KQV9|UAP1L_HUMAN	tr|G5BEJ4|G5BEJ4_HETGA
OG0000395	sp|Q16222|UAP1_HUMAN	tr|G5AQ86|G5AQ86_HETGA, tr|G5BBV7|G5BBV7_HETGA, tr|G5C1Y5|G5C1Y5_HETGA, tr|G5BU49|G5BU49_HETGA
OG0000396	sp|P0DPQ3|PR20G_HUMAN, sp|P86496|PR20A_HUMAN, sp|P86481|PR20B_HUMAN, sp|P86480|PR20D_HUMAN, sp|P86479|PR20C_HUMAN, sp|P86478|PR20E_HUMAN	tr|G5B329|G5B329_HETGA
OG0000397	sp|Q8TD07|RAE1E_HUMAN, sp|Q9BZM4|ULBP3_HUMAN, sp|Q9BZM6|ULBP1_HUMAN, sp|Q6H3X3|ULBP5_HUMAN, sp|Q9BZM5|ULBP2_HUMAN, sp|Q5VY80|ULBP6_HUMAN	tr|G5BMD5|G5BMD5_HETGA
OG0000398	sp|Q9NQX6|ZN331_HUMAN, sp|Q8N7M2|ZN283_HUMAN	tr|G5AMD1|G5AMD1_HETGA
OG0000398	sp|Q9HCL3|ZFP14_HUMAN, sp|Q8NDQ6|ZN540_HUMAN, sp|Q8N141|ZFP82_HUMAN	tr|G5BWE9|G5BWE9_HETGA
OG0000399	sp|O15021|MAST4_HUMAN	tr|G5C369|G5C369_HETGA
OG0000399	sp|Q9Y2H9|MAST1_HUMAN	tr|G5BYW6|G5BYW6_HETGA
OG0000399	sp|Q6P0Q8|MAST2_HUMAN	tr|G5AX45|G5AX45_HETGA
OG0000400	sp|O60907|TBL1X_HUMAN, sp|Q9BQ87|TBL1Y_HUMAN	tr|G5BFF3|G5BFF3_HETGA
OG0000400	sp|Q9BZK7|TBL1R_HUMAN	tr|G5APS3|G5APS3_HETGA, tr|G5AY41|G5AY41_HETGA, tr|G5AL33|G5AL33_HETGA
OG0000401	sp|O15195|VILL_HUMAN	tr|G5ATL4|G5ATL4_HETGA
OG0000401	sp|P09327|VILI_HUMAN	tr|G5AZI8|G5AZI8_HETGA
OG0000401	sp|O75366|AVIL_HUMAN	tr|G5BEB2|G5BEB2_HETGA
OG0000402	sp|P22532|SPR2D_HUMAN, sp|Q9BYE4|SPR2G_HUMAN, sp|P35326|SPR2A_HUMAN, sp|P35325|SPR2B_HUMAN, sp|Q96RM1|SPR2F_HUMAN, sp|P22531|SPR2E_HUMAN	tr|G5BUZ5|G5BUZ5_HETGA
OG0000403	sp|P78329|CP4F2_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|Q6NT55|CP4FN_HUMAN	tr|G5BYP2|G5BYP2_HETGA
OG0000404	sp|Q13117|DAZ2_HUMAN, sp|Q86SG3|DAZ4_HUMAN, sp|Q9NQZ3|DAZ1_HUMAN, sp|Q9NR90|DAZ3_HUMAN, sp|Q8N9W6|BOLL_HUMAN, sp|Q92904|DAZL_HUMAN	tr|G5BMI0|G5BMI0_HETGA
OG0000405	sp|P08842|STS_HUMAN	tr|G5B3T0|G5B3T0_HETGA
OG0000405	sp|P51690|ARSL_HUMAN, sp|P54793|ARSF_HUMAN, sp|P51689|ARSD_HUMAN, sp|Q5FYA8|ARSH_HUMAN	tr|G5BQS0|G5BQS0_HETGA
OG0000406	sp|P19440|GGT1_HUMAN, sp|P36268|GGT2_HUMAN, sp|A6NGU5|GGT3_HUMAN, sp|Q9BX51|GGTL1_HUMAN, sp|Q14390|GGTL2_HUMAN, sp|B5MD39|GGTL3_HUMAN	tr|G5B632|G5B632_HETGA
OG0000407	sp|Q6IEE8|SN12L_HUMAN, sp|Q8IYM2|SLN12_HUMAN, sp|Q7Z7L1|SLN11_HUMAN, sp|Q68D06|SLN13_HUMAN, sp|Q08AF3|SLFN5_HUMAN, sp|P0C7P3|SLN14_HUMAN	tr|G5B752|G5B752_HETGA
OG0000408	sp|Q9BXR6|FHR5_HUMAN, sp|Q02985|FHR3_HUMAN, sp|Q92496|FHR4_HUMAN, sp|Q03591|FHR1_HUMAN, sp|P36980|FHR2_HUMAN, sp|P08603|CFAH_HUMAN	tr|G5BM71|G5BM71_HETGA
OG0000415	sp|Q92569|P55G_HUMAN	tr|G5B258|G5B258_HETGA, tr|G5AX46|G5AX46_HETGA, tr|G5BU65|G5BU65_HETGA, tr|G5CAL5|G5CAL5_HETGA, tr|G5C874|G5C874_HETGA
OG0000416	sp|Q9NVU7|SDA1_HUMAN	tr|G5AQ37|G5AQ37_HETGA, tr|G5ARD1|G5ARD1_HETGA, tr|G5APW9|G5APW9_HETGA, tr|G5ALM7|G5ALM7_HETGA, tr|G5BJR6|G5BJR6_HETGA
OG0000417	sp|P23434|GCSH_HUMAN	tr|G5B1X5|G5B1X5_HETGA, tr|G5AW99|G5AW99_HETGA, tr|G5C7N9|G5C7N9_HETGA, tr|G5ANY4|G5ANY4_HETGA, tr|G5B7N1|G5B7N1_HETGA
OG0000418	sp|P28370|SMCA1_HUMAN	tr|G5AU70|G5AU70_HETGA
OG0000418	sp|O60264|SMCA5_HUMAN	tr|G5BT47|G5BT47_HETGA, tr|G5BK84|G5BK84_HETGA, tr|G5C5K1|G5C5K1_HETGA
OG0000419	sp|O60508|PRP17_HUMAN	tr|G5ARK0|G5ARK0_HETGA
OG0000419	sp|Q64LD2|WDR25_HUMAN	tr|G5ARH6|G5ARH6_HETGA
OG0000419	sp|Q8N136|DAW1_HUMAN	tr|G5B0Y2|G5B0Y2_HETGA
OG0000421	sp|P35249|RFC4_HUMAN	tr|G5BQ87|G5BQ87_HETGA, tr|G5BPT6|G5BPT6_HETGA, tr|G5BT84|G5BT84_HETGA, tr|G5C039|G5C039_HETGA, tr|G5BL58|G5BL58_HETGA
OG0000422	sp|P61313|RL15_HUMAN	tr|G5C6D7|G5C6D7_HETGA, tr|G5BDM0|G5BDM0_HETGA, tr|G5BFP9|G5BFP9_HETGA, tr|G5BVW7|G5BVW7_HETGA, tr|G5ANX1|G5ANX1_HETGA
OG0000423	sp|Q6STE5|SMRD3_HUMAN	tr|G5AMT9|G5AMT9_HETGA
OG0000423	sp|Q92925|SMRD2_HUMAN	tr|G5BDI8|G5BDI8_HETGA
OG0000423	sp|Q96GM5|SMRD1_HUMAN	tr|G5AU04|G5AU04_HETGA
OG0000424	sp|P32969|RL9_HUMAN	tr|G5C3U8|G5C3U8_HETGA, tr|G5BLN7|G5BLN7_HETGA, tr|G5AX47|G5AX47_HETGA, tr|G5BE87|G5BE87_HETGA, tr|G5BTI1|G5BTI1_HETGA
OG0000425	sp|P67809|YBOX1_HUMAN	tr|G5AQI3|G5AQI3_HETGA, tr|G5AU26|G5AU26_HETGA, tr|G5ALR4|G5ALR4_HETGA, tr|G5BQW2|G5BQW2_HETGA, tr|G5AU57|G5AU57_HETGA
OG0000426	sp|Q9Y6R1|S4A4_HUMAN	tr|G5AK81|G5AK81_HETGA
OG0000426	sp|Q96Q91|B3A4_HUMAN	tr|G5AR68|G5AR68_HETGA
OG0000426	sp|Q9BY07|S4A5_HUMAN	tr|G5AXG3|G5AXG3_HETGA
OG0000427	sp|Q8IUN9|CLC10_HUMAN	tr|G5B598|G5B598_HETGA
OG0000427	sp|P07306|ASGR1_HUMAN	tr|G5B5A0|G5B5A0_HETGA
OG0000427	sp|P07307|ASGR2_HUMAN	tr|G5B599|G5B599_HETGA
OG0000428	sp|P83105|HTRA4_HUMAN	tr|G5B0B4|G5B0B4_HETGA
OG0000428	sp|Q92743|HTRA1_HUMAN	tr|G5AKG0|G5AKG0_HETGA
OG0000428	sp|P83110|HTRA3_HUMAN	tr|G5B305|G5B305_HETGA
OG0000429	sp|P37802|TAGL2_HUMAN	tr|G5BAE7|G5BAE7_HETGA, tr|G5AMF2|G5AMF2_HETGA, tr|G5BWL5|G5BWL5_HETGA, tr|G5BV02|G5BV02_HETGA, tr|G5BWL6|G5BWL6_HETGA
OG0000430	sp|P25063|CD24_HUMAN	tr|G5BMN9|G5BMN9_HETGA, tr|G5BUU2|G5BUU2_HETGA, tr|G5BIC0|G5BIC0_HETGA, tr|G5B239|G5B239_HETGA, tr|G5C1L1|G5C1L1_HETGA
OG0000431	sp|O95255|MRP6_HUMAN	tr|G5AK13|G5AK13_HETGA
OG0000431	sp|P33527|MRP1_HUMAN	tr|G5AK12|G5AK12_HETGA
OG0000431	sp|O15438|MRP3_HUMAN	tr|G5C4K5|G5C4K5_HETGA
OG0000432	sp|Q96T83|SL9A7_HUMAN	tr|G5ATH1|G5ATH1_HETGA
OG0000432	sp|Q92581|SL9A6_HUMAN	tr|G5AS63|G5AS63_HETGA
OG0000432	sp|Q8IVB4|SL9A9_HUMAN	tr|G5C978|G5C978_HETGA
OG0000433	sp|P35556|FBN2_HUMAN	tr|G5AJK4|G5AJK4_HETGA
OG0000433	sp|P35555|FBN1_HUMAN	tr|G5CA40|G5CA40_HETGA
OG0000433	sp|Q75N90|FBN3_HUMAN	tr|G5B4M6|G5B4M6_HETGA
OG0000434	sp|P04920|B3A2_HUMAN	tr|G5AMT1|G5AMT1_HETGA
OG0000434	sp|P48751|B3A3_HUMAN	tr|G5AKI4|G5AKI4_HETGA
OG0000434	sp|P02730|B3AT_HUMAN	tr|G5BIZ5|G5BIZ5_HETGA
OG0000436	sp|Q9BY31|ZN717_HUMAN	tr|G5ASR6|G5ASR6_HETGA, tr|G5ASR7|G5ASR7_HETGA, tr|G5BGP1|G5BGP1_HETGA, tr|G5BQ36|G5BQ36_HETGA, tr|G5C987|G5C987_HETGA
OG0000437	sp|Q969W3|F104A_HUMAN	tr|G5B5M4|G5B5M4_HETGA, tr|G5BQC5|G5BQC5_HETGA, tr|G5C727|G5C727_HETGA, tr|G5BMR3|G5BMR3_HETGA, tr|G5ARF6|G5ARF6_HETGA
OG0000438	sp|Q9NYQ6|CELR1_HUMAN	tr|G5BVB4|G5BVB4_HETGA
OG0000438	sp|Q9HCU4|CELR2_HUMAN	tr|G5BQV8|G5BQV8_HETGA
OG0000438	sp|Q9NYQ7|CELR3_HUMAN	tr|G5AVL5|G5AVL5_HETGA
OG0000439	sp|Q8N0Y5|OR8I2_HUMAN	tr|G5ASG0|G5ASG0_HETGA, tr|G5B1G0|G5B1G0_HETGA, tr|G5B6R6|G5B6R6_HETGA, tr|G5BRH8|G5BRH8_HETGA, tr|G5B4K6|G5B4K6_HETGA
OG0000440	sp|P0DPD7|EFMT4_HUMAN, sp|P0DPD8|EFCE2_HUMAN	tr|G5BTC6|G5BTC6_HETGA
OG0000440	sp|P0DPD6|ECE2_HUMAN, sp|P42892|ECE1_HUMAN	tr|G5BI12|G5BI12_HETGA
OG0000441	sp|P10589|COT1_HUMAN, sp|P10588|NR2F6_HUMAN, sp|P24468|COT2_HUMAN	tr|G5B990|G5B990_HETGA, tr|G5BU41|G5BU41_HETGA, tr|G5AT97|G5AT97_HETGA
OG0000442	sp|Q8N1G1|REXO1_HUMAN	tr|G5BW56|G5BW56_HETGA
OG0000442	sp|Q8IX06|GOR_HUMAN	tr|G5B3M8|G5B3M8_HETGA
OG0000442	sp|P0C843|CI014_HUMAN	tr|G5B5P7|G5B5P7_HETGA
OG0000443	sp|O00507|USP9Y_HUMAN	tr|G5BII9|G5BII9_HETGA, tr|G5BZ65|G5BZ65_HETGA
OG0000443	sp|Q93008|USP9X_HUMAN	tr|G5ARD9|G5ARD9_HETGA, tr|G5B9K1|G5B9K1_HETGA
OG0000444	sp|Q2M3X9|ZN674_HUMAN, sp|Q5JUW0|KRBX4_HUMAN	tr|G5C2G9|G5C2G9_HETGA
OG0000444	sp|P51523|ZNF84_HUMAN	tr|G5B8B5|G5B8B5_HETGA, tr|G5ANV0|G5ANV0_HETGA
OG0000445	sp|Q13002|GRIK2_HUMAN	tr|G5BIT6|G5BIT6_HETGA
OG0000445	sp|P39086|GRIK1_HUMAN	tr|G5AZU0|G5AZU0_HETGA
OG0000445	sp|Q13003|GRIK3_HUMAN	tr|G5C6G7|G5C6G7_HETGA
OG0000446	sp|Q05193|DYN1_HUMAN	tr|G5ASF4|G5ASF4_HETGA
OG0000446	sp|P50570|DYN2_HUMAN	tr|G5BUH8|G5BUH8_HETGA
OG0000446	sp|Q9UQ16|DYN3_HUMAN	tr|G5C7M9|G5C7M9_HETGA
OG0000447	sp|P07320|CRGD_HUMAN	tr|G5C176|G5C176_HETGA
OG0000447	sp|P07316|CRGB_HUMAN, sp|P07315|CRGC_HUMAN, sp|P11844|CRGA_HUMAN	tr|G5C174|G5C174_HETGA
OG0000448	sp|O94782|UBP1_HUMAN	tr|G5C9H9|G5C9H9_HETGA, tr|G5BZE7|G5BZE7_HETGA, tr|G5BXZ6|G5BXZ6_HETGA, tr|G5BSM9|G5BSM9_HETGA, tr|G5C105|G5C105_HETGA
OG0000449	sp|O75093|SLIT1_HUMAN	tr|G5C0B3|G5C0B3_HETGA
OG0000449	sp|O75094|SLIT3_HUMAN	tr|G5B462|G5B462_HETGA
OG0000449	sp|O94813|SLIT2_HUMAN	tr|G5C7F6|G5C7F6_HETGA
OG0000451	sp|O60506|HNRPQ_HUMAN	tr|G5B6Z5|G5B6Z5_HETGA
OG0000451	sp|O43390|HNRPR_HUMAN	tr|G5BHZ1|G5BHZ1_HETGA, tr|G5AWC2|G5AWC2_HETGA, tr|G5BC49|G5BC49_HETGA
OG0000452	sp|Q9UKB1|FBW1B_HUMAN	tr|G5BBX7|G5BBX7_HETGA, tr|G5AW56|G5AW56_HETGA
OG0000452	sp|Q9Y297|FBW1A_HUMAN	tr|G5CAF6|G5CAF6_HETGA, tr|G5BGG8|G5BGG8_HETGA
OG0000453	sp|Q8NHM5|KDM2B_HUMAN	tr|G5AWN2|G5AWN2_HETGA, tr|G5C5Z8|G5C5Z8_HETGA
OG0000453	sp|Q9Y2K7|KDM2A_HUMAN	tr|G5BTD8|G5BTD8_HETGA, tr|G5BSB7|G5BSB7_HETGA
OG0000454	sp|Q96A54|PAQR1_HUMAN	tr|G5B376|G5B376_HETGA, tr|G5BLA7|G5BLA7_HETGA
OG0000454	sp|Q86V24|PAQR2_HUMAN	tr|G5B0I3|G5B0I3_HETGA, tr|G5AQP7|G5AQP7_HETGA
OG0000455	sp|Q8TC27|ADA32_HUMAN	tr|G5AYL1|G5AYL1_HETGA
OG0000455	sp|Q99965|ADAM2_HUMAN, sp|Q9Y3Q7|ADA18_HUMAN, sp|Q13443|ADAM9_HUMAN	tr|G5B0B7|G5B0B7_HETGA
OG0000456	sp|Q9UGI6|KCNN3_HUMAN	tr|G5BDD6|G5BDD6_HETGA
OG0000456	sp|Q92952|KCNN1_HUMAN	tr|G5B4D9|G5B4D9_HETGA
OG0000456	sp|Q9H2S1|KCNN2_HUMAN	tr|G5C1I7|G5C1I7_HETGA
OG0000457	sp|Q86U02|CN165_HUMAN	tr|G5C5X3|G5C5X3_HETGA, tr|G5B5G3|G5B5G3_HETGA
OG0000457	sp|Q8NDZ0|BEND2_HUMAN, sp|Q8IUI4|S29P2_HUMAN	tr|G5AVN6|G5AVN6_HETGA
OG0000458	sp|O95373|IPO7_HUMAN	tr|G5BRK8|G5BRK8_HETGA, tr|G5AVG8|G5AVG8_HETGA
OG0000458	sp|O15397|IPO8_HUMAN	tr|G5BLL5|G5BLL5_HETGA, tr|G5BJ48|G5BJ48_HETGA
OG0000459	sp|P23588|IF4B_HUMAN	tr|G5BJ43|G5BJ43_HETGA, tr|G5B1W7|G5B1W7_HETGA, tr|G5BZR1|G5BZR1_HETGA, tr|G5APD8|G5APD8_HETGA, tr|G5B0C0|G5B0C0_HETGA
OG0000460	sp|Q92608|DOCK2_HUMAN	tr|G5B465|G5B465_HETGA
OG0000460	sp|Q14185|DOCK1_HUMAN	tr|G5BTH6|G5BTH6_HETGA
OG0000460	sp|Q9H7D0|DOCK5_HUMAN	tr|G5BYA9|G5BYA9_HETGA
OG0000461	sp|P62136|PP1A_HUMAN	tr|G5AT91|G5AT91_HETGA
OG0000461	sp|P62140|PP1B_HUMAN	tr|G5C2Y6|G5C2Y6_HETGA
OG0000461	sp|P36873|PP1G_HUMAN	tr|G5AWL7|G5AWL7_HETGA
OG0000462	sp|P29973|CNGA1_HUMAN	tr|G5B8D9|G5B8D9_HETGA
OG0000462	sp|Q16280|CNGA2_HUMAN	tr|G5CAW9|G5CAW9_HETGA
OG0000462	sp|Q16281|CNGA3_HUMAN	tr|G5BMT8|G5BMT8_HETGA
OG0000463	sp|P03956|MMP1_HUMAN	tr|G5BUC4|G5BUC4_HETGA
OG0000463	sp|P08254|MMP3_HUMAN	tr|G5BUC5|G5BUC5_HETGA
OG0000463	sp|P09238|MMP10_HUMAN	tr|G5BUC3|G5BUC3_HETGA
OG0000464	sp|P24043|LAMA2_HUMAN	tr|G5C767|G5C767_HETGA
OG0000464	sp|P25391|LAMA1_HUMAN	tr|G5C961|G5C961_HETGA, tr|G5C960|G5C960_HETGA, tr|G5B1K8|G5B1K8_HETGA
OG0000465	sp|Q6WCQ1|MPRIP_HUMAN	tr|G5C2Y5|G5C2Y5_HETGA, tr|G5B730|G5B730_HETGA, tr|G5C5P8|G5C5P8_HETGA, tr|G5C2Y4|G5C2Y4_HETGA, tr|G5C333|G5C333_HETGA
