Orthogroup	Homo_sapiens	Chinchilla_lanigera
OG0001404	sp|O14647|CHD2_HUMAN	tr|A0A8C2W3H7|A0A8C2W3H7_CHILA
OG0001404	sp|O14646|CHD1_HUMAN	tr|A0A8C2YNZ7|A0A8C2YNZ7_CHILA
OG0001405	sp|O15551|CLD3_HUMAN	tr|A0A8C2W6U0|A0A8C2W6U0_CHILA
OG0001405	sp|O14493|CLD4_HUMAN	tr|A0A8C2W6K4|A0A8C2W6K4_CHILA
OG0001406	sp|P62714|PP2AB_HUMAN	tr|A0A8C2YIQ9|A0A8C2YIQ9_CHILA
OG0001406	sp|P67775|PP2AA_HUMAN	tr|A0A8C2YTU5|A0A8C2YTU5_CHILA
OG0001407	sp|Q6PIL6|KCIP4_HUMAN	tr|A0A8C2UJV3|A0A8C2UJV3_CHILA
OG0001407	sp|Q9NS61|KCIP2_HUMAN	tr|A0A8C2UNZ7|A0A8C2UNZ7_CHILA
OG0001408	sp|Q6VN20|RBP10_HUMAN	tr|A0A8C2UTX2|A0A8C2UTX2_CHILA
OG0001408	sp|Q96S59|RANB9_HUMAN	tr|A0A8C2UU18|A0A8C2UU18_CHILA
OG0001409	sp|Q96FL8|S47A1_HUMAN	tr|A0A8C2VKD1|A0A8C2VKD1_CHILA
OG0001409	sp|Q86VL8|S47A2_HUMAN	tr|A0A8C2V742|A0A8C2V742_CHILA
OG0001410	sp|P0C7V8|DC8L2_HUMAN, sp|A6NGE4|DC8L1_HUMAN, sp|Q5TAQ9|DCAF8_HUMAN	tr|A0A8C2W3A8|A0A8C2W3A8_CHILA
OG0001411	sp|Q8TBG4|AT2L1_HUMAN	tr|A0A8C2USM6|A0A8C2USM6_CHILA
OG0001411	sp|Q8IUZ5|AT2L2_HUMAN	tr|A0A8C2VV67|A0A8C2VV67_CHILA
OG0001412	sp|P78417|GSTO1_HUMAN	tr|A0A8C2UJB0|A0A8C2UJB0_CHILA
OG0001412	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A8C2ULE7|A0A8C2ULE7_CHILA
OG0001413	sp|G9CGD6|CNIPF_HUMAN, sp|Q8WWN9|ICEF1_HUMAN	tr|A0A8C2V5Q7|A0A8C2V5Q7_CHILA, tr|A0A8C2V7N5|A0A8C2V7N5_CHILA
OG0001414	sp|P49619|DGKG_HUMAN	tr|A0A8C2W1V0|A0A8C2W1V0_CHILA
OG0001414	sp|Q9Y6T7|DGKB_HUMAN	tr|A0A8C2YQY7|A0A8C2YQY7_CHILA
OG0001415	sp|O75366|AVIL_HUMAN	tr|A0A8C2VLK9|A0A8C2VLK9_CHILA
OG0001415	sp|P09327|VILI_HUMAN	tr|A0A8C2V9L6|A0A8C2V9L6_CHILA
OG0001416	sp|Q15842|KCNJ8_HUMAN	tr|A0A8C2WB93|A0A8C2WB93_CHILA
OG0001416	sp|Q14654|KCJ11_HUMAN	tr|A0A8C2WDU5|A0A8C2WDU5_CHILA
OG0001417	sp|P02771|FETA_HUMAN, sp|P02768|ALBU_HUMAN, sp|P43652|AFAM_HUMAN	tr|A0A8C2UL24|A0A8C2UL24_CHILA
OG0001418	sp|Q9UKP5|ATS6_HUMAN	tr|A0A8C2US94|A0A8C2US94_CHILA
OG0001418	sp|Q9H324|ATS10_HUMAN	tr|A0A8C2YJE9|A0A8C2YJE9_CHILA
OG0001419	sp|O00182|LEG9_HUMAN, sp|Q3B8N2|LEG9B_HUMAN, sp|Q6DKI2|LEG9C_HUMAN	tr|A0A8C2UVK8|A0A8C2UVK8_CHILA
OG0001420	sp|Q9Y3D0|CIA2B_HUMAN	tr|A0A8C2YM88|A0A8C2YM88_CHILA, tr|A0A8C2V5P7|A0A8C2V5P7_CHILA, tr|A0A8C2UYK6|A0A8C2UYK6_CHILA
OG0001421	sp|Q6PI25|CNIH2_HUMAN	tr|A0A8C2YTQ2|A0A8C2YTQ2_CHILA
OG0001421	sp|Q8TBE1|CNIH3_HUMAN	tr|A0A8C2UNS4|A0A8C2UNS4_CHILA
OG0001422	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A8C2W8J6|A0A8C2W8J6_CHILA
OG0001422	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A8C2VBH0|A0A8C2VBH0_CHILA
OG0001423	sp|O00238|BMR1B_HUMAN	tr|A0A8C2YPP3|A0A8C2YPP3_CHILA
OG0001423	sp|P36894|BMR1A_HUMAN	tr|A0A8C2UNG6|A0A8C2UNG6_CHILA
OG0001424	sp|Q659C4|LAR1B_HUMAN	tr|A0A8C2V1M5|A0A8C2V1M5_CHILA
OG0001424	sp|Q6PKG0|LARP1_HUMAN	tr|A0A8C2VPD9|A0A8C2VPD9_CHILA
OG0001425	sp|O43435|TBX1_HUMAN	tr|A0A8C2VXI9|A0A8C2VXI9_CHILA
OG0001425	sp|O75333|TBX10_HUMAN	tr|A0A8C2VZS5|A0A8C2VZS5_CHILA
OG0001426	sp|O00425|IF2B3_HUMAN	tr|A0A8C2VJL2|A0A8C2VJL2_CHILA
OG0001426	sp|Q9NZI8|IF2B1_HUMAN	tr|A0A8C2VZV5|A0A8C2VZV5_CHILA
OG0001427	sp|Q6IE37|OVOS1_HUMAN, sp|Q6IE36|OVOS2_HUMAN, tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN	tr|A0A8C2VU73|A0A8C2VU73_CHILA
OG0001428	sp|O60706|ABCC9_HUMAN	tr|A0A8C2YUU7|A0A8C2YUU7_CHILA
OG0001428	sp|Q09428|ABCC8_HUMAN	tr|A0A8C2W7F0|A0A8C2W7F0_CHILA
OG0001429	sp|Q96LA5|FCRL2_HUMAN	tr|A0A8C2W394|A0A8C2W394_CHILA
OG0001429	sp|Q96LA6|FCRL1_HUMAN	tr|A0A8C2YT31|A0A8C2YT31_CHILA
OG0001430	sp|P17026|ZNF22_HUMAN, sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN	tr|A0A8C2V6M8|A0A8C2V6M8_CHILA
OG0001431	sp|Q86WT1|TT30A_HUMAN, sp|Q8N4P2|TT30B_HUMAN	tr|A0A8C2VST1|A0A8C2VST1_CHILA, tr|A0A8C2W8D7|A0A8C2W8D7_CHILA
OG0001432	sp|Q9H4G1|CST9L_HUMAN, sp|Q5W188|CST9P_HUMAN, sp|Q5W186|CST9_HUMAN	tr|A0A8C2W5J0|A0A8C2W5J0_CHILA
OG0001433	sp|Q8IVH8|M4K3_HUMAN	tr|A0A8C2V854|A0A8C2V854_CHILA
OG0001433	sp|Q9Y4K4|M4K5_HUMAN	tr|A0A8C2VN50|A0A8C2VN50_CHILA
OG0001434	sp|Q30KR1|DB109_HUMAN, sp|P0DP74|D130A_HUMAN, sp|P0DP73|D130B_HUMAN	tr|A0A8C2VUD2|A0A8C2VUD2_CHILA
OG0001435	sp|P60983|GMFB_HUMAN	tr|A0A8C2VEJ6|A0A8C2VEJ6_CHILA
OG0001435	sp|O60234|GMFG_HUMAN	tr|A0A8C2W9Q5|A0A8C2W9Q5_CHILA
OG0001436	sp|O15075|DCLK1_HUMAN	tr|A0A8C2V509|A0A8C2V509_CHILA
OG0001436	sp|Q8N568|DCLK2_HUMAN	tr|A0A8C2VEA3|A0A8C2VEA3_CHILA
OG0001437	sp|P56915|GSC_HUMAN, sp|Q9BPY8|HOP_HUMAN, sp|A8MZ59|LEUTX_HUMAN	tr|A0A8C2VKI0|A0A8C2VKI0_CHILA
OG0001438	sp|P61964|WDR5_HUMAN	tr|A0A8C2V4K4|A0A8C2V4K4_CHILA
OG0001438	sp|Q86VZ2|WDR5B_HUMAN	tr|A0A8C2YV81|A0A8C2YV81_CHILA
OG0001439	sp|Q15825|ACHA6_HUMAN	tr|A0A8C2YIF7|A0A8C2YIF7_CHILA
OG0001439	sp|P32297|ACHA3_HUMAN	tr|A0A8C2YP52|A0A8C2YP52_CHILA
OG0001440	sp|A5D8T8|CL18A_HUMAN, sp|Q8NCF0|CL18C_HUMAN, sp|Q6UXF7|CL18B_HUMAN	tr|A0A8C2USY7|A0A8C2USY7_CHILA
OG0001441	sp|Q9Y2U5|M3K2_HUMAN	tr|A0A8C2UPN1|A0A8C2UPN1_CHILA
OG0001441	sp|Q99759|M3K3_HUMAN	tr|A0A8C2UU38|A0A8C2UU38_CHILA
OG0001442	sp|Q06455|MTG8_HUMAN	tr|A0A8C2V2T9|A0A8C2V2T9_CHILA
OG0001442	sp|O75081|MTG16_HUMAN	tr|A0A8C2YIH2|A0A8C2YIH2_CHILA
OG0001443	sp|Q15057|ACAP2_HUMAN	tr|A0A8C2VYL8|A0A8C2VYL8_CHILA
OG0001443	sp|Q96P50|ACAP3_HUMAN	tr|A0A8C2V7Q1|A0A8C2V7Q1_CHILA
OG0001444	sp|P32121|ARRB2_HUMAN	tr|A0A8C2VPE3|A0A8C2VPE3_CHILA
OG0001444	sp|P49407|ARRB1_HUMAN	tr|A0A8C2VVD7|A0A8C2VVD7_CHILA
OG0001445	sp|P56377|AP1S2_HUMAN	tr|A0A8C2UN49|A0A8C2UN49_CHILA
OG0001445	sp|P61966|AP1S1_HUMAN	tr|A0A8C2UZQ4|A0A8C2UZQ4_CHILA
OG0001446	sp|Q9BYR7|KRA32_HUMAN, sp|Q9BYR6|KRA33_HUMAN	tr|A0A8C2W2V6|A0A8C2W2V6_CHILA, tr|A0A8C2W883|A0A8C2W883_CHILA
OG0001447	sp|P35716|SOX11_HUMAN, sp|Q06945|SOX4_HUMAN, sp|O15370|SOX12_HUMAN	tr|A0A8C2UQ22|A0A8C2UQ22_CHILA
OG0001448	sp|Q86Y01|DTX1_HUMAN	tr|A0A8C2VKQ8|A0A8C2VKQ8_CHILA
OG0001448	sp|Q9Y2E6|DTX4_HUMAN	tr|A0A8C2YKM2|A0A8C2YKM2_CHILA
OG0001449	sp|Q86VY9|T200A_HUMAN, sp|A6NKL6|T200C_HUMAN, sp|Q69YZ2|T200B_HUMAN	tr|A0A8C2VQV3|A0A8C2VQV3_CHILA
OG0001450	sp|Q9H6X2|ANTR1_HUMAN	tr|A0A8C2VTV1|A0A8C2VTV1_CHILA
OG0001450	sp|A6NF34|ANTRL_HUMAN	tr|A0A8C2YI18|A0A8C2YI18_CHILA
OG0001451	sp|Q8IZJ1|UNC5B_HUMAN	tr|A0A8C2VLI5|A0A8C2VLI5_CHILA
OG0001451	sp|O95185|UNC5C_HUMAN	tr|A0A8C2VBG0|A0A8C2VBG0_CHILA
OG0001452	sp|O00755|WNT7A_HUMAN	tr|A0A8C2V9Z5|A0A8C2V9Z5_CHILA
OG0001452	sp|P56706|WNT7B_HUMAN	tr|A0A8C2W6R9|A0A8C2W6R9_CHILA
OG0001453	sp|Q9HCF6|TRPM3_HUMAN	tr|A0A8C2V359|A0A8C2V359_CHILA
OG0001453	sp|Q7Z4N2|TRPM1_HUMAN	tr|A0A8C2VYN7|A0A8C2VYN7_CHILA
OG0001454	sp|O75912|DGKI_HUMAN	tr|A0A8C2YIY1|A0A8C2YIY1_CHILA
OG0001454	sp|Q13574|DGKZ_HUMAN	tr|A0A8C2W5F8|A0A8C2W5F8_CHILA
OG0001455	sp|Q969M3|YIPF5_HUMAN	tr|A0A8C2VN48|A0A8C2VN48_CHILA
OG0001455	sp|Q8N8F6|YIPF7_HUMAN	tr|A0A8C2VDI7|A0A8C2VDI7_CHILA
OG0001456	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A8C2V464|A0A8C2V464_CHILA
OG0001456	sp|Q15111|PLCL1_HUMAN	tr|A0A8C2W7P4|A0A8C2W7P4_CHILA
OG0001457	sp|P35558|PCKGC_HUMAN	tr|A0A8C2VEI0|A0A8C2VEI0_CHILA
OG0001457	sp|Q16822|PCKGM_HUMAN	tr|A0A8C2VEN0|A0A8C2VEN0_CHILA
OG0001458	sp|Q86X52|CHSS1_HUMAN	tr|A0A8C2VGV0|A0A8C2VGV0_CHILA
OG0001458	sp|Q70JA7|CHSS3_HUMAN	tr|A0A8C2VE86|A0A8C2VE86_CHILA
OG0001459	sp|Q03113|GNA12_HUMAN	tr|A0A8C2VEK7|A0A8C2VEK7_CHILA
OG0001459	sp|Q14344|GNA13_HUMAN	tr|A0A8C2YKS0|A0A8C2YKS0_CHILA
OG0001460	sp|Q9Y232|CDYL_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y6F8|CDY1_HUMAN	tr|A0A8C2UXT1|A0A8C2UXT1_CHILA
OG0001461	sp|Q13188|STK3_HUMAN	tr|A0A8C2YR99|A0A8C2YR99_CHILA
OG0001461	sp|Q13043|STK4_HUMAN	tr|A0A8C2YQC9|A0A8C2YQC9_CHILA
OG0001462	sp|Q15124|PGM5_HUMAN	tr|A0A8C2V0Q9|A0A8C2V0Q9_CHILA
OG0001462	sp|P36871|PGM1_HUMAN	tr|A0A8C2VH80|A0A8C2VH80_CHILA
OG0001463	sp|O95271|TNKS1_HUMAN	tr|A0A8C2URV0|A0A8C2URV0_CHILA
OG0001463	sp|Q9H2K2|TNKS2_HUMAN	tr|A0A8C2VSA2|A0A8C2VSA2_CHILA
OG0001464	sp|Q99719|SEPT5_HUMAN	tr|A0A8C2W0U8|A0A8C2W0U8_CHILA
OG0001464	sp|O43236|SEPT4_HUMAN	tr|A0A8C2VM13|A0A8C2VM13_CHILA
OG0001465	sp|Q9UPQ7|PZRN3_HUMAN	tr|A0A8C2VKA4|A0A8C2VKA4_CHILA
OG0001465	sp|Q6ZMN7|PZRN4_HUMAN	tr|A0A8C2UTH8|A0A8C2UTH8_CHILA
OG0001466	sp|Q9H9B4|SFXN1_HUMAN	tr|A0A8C2W0Q9|A0A8C2W0Q9_CHILA
OG0001466	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A8C2YJ95|A0A8C2YJ95_CHILA
OG0001467	sp|Q96A47|ISL2_HUMAN	tr|A0A8C2VEC0|A0A8C2VEC0_CHILA
OG0001467	sp|P61371|ISL1_HUMAN	tr|A0A8C2V1Q6|A0A8C2V1Q6_CHILA
OG0001468	sp|O60765|Z354A_HUMAN	tr|A0A8C2YT50|A0A8C2YT50_CHILA
OG0001468	sp|Q96LW1|Z354B_HUMAN	tr|A0A8C2VYY3|A0A8C2VYY3_CHILA
OG0001469	sp|Q15319|PO4F3_HUMAN	tr|A0A8C2VK04|A0A8C2VK04_CHILA
OG0001469	sp|Q01851|PO4F1_HUMAN	tr|A0A8C2UYQ4|A0A8C2UYQ4_CHILA
OG0001470	sp|Q9HAZ1|CLK4_HUMAN	tr|A0A8C2VS47|A0A8C2VS47_CHILA
OG0001470	sp|P49759|CLK1_HUMAN	tr|A0A8C2VQ58|A0A8C2VQ58_CHILA
OG0001471	sp|Q96JB1|DYH8_HUMAN	tr|A0A8C2VLR1|A0A8C2VLR1_CHILA
OG0001471	sp|Q8TE73|DYH5_HUMAN	tr|A0A8C2VVH2|A0A8C2VVH2_CHILA
OG0001472	sp|Q15475|SIX1_HUMAN	tr|A0A8C2UW41|A0A8C2UW41_CHILA
OG0001472	sp|Q9NPC8|SIX2_HUMAN	tr|A0A8C2W4Y6|A0A8C2W4Y6_CHILA
OG0001473	sp|P32189|GLPK_HUMAN, sp|Q14410|GLPK2_HUMAN, sp|Q14409|GLPK3_HUMAN	tr|A0A8C2UG33|A0A8C2UG33_CHILA
OG0001474	sp|P49116|NR2C2_HUMAN	tr|A0A8C2VMG6|A0A8C2VMG6_CHILA
OG0001474	sp|P13056|NR2C1_HUMAN	tr|A0A8C2V889|A0A8C2V889_CHILA
OG0001475	sp|Q92888|ARHG1_HUMAN	tr|A0A8C2YJ72|A0A8C2YJ72_CHILA
OG0001475	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A8C2VW87|A0A8C2VW87_CHILA
OG0001476	sp|P00533|EGFR_HUMAN	tr|A0A8C2V7G5|A0A8C2V7G5_CHILA
OG0001476	sp|Q15303|ERBB4_HUMAN	tr|A0A8C2V989|A0A8C2V989_CHILA
OG0001477	sp|O95140|MFN2_HUMAN	tr|A0A8C2YPC6|A0A8C2YPC6_CHILA
OG0001477	sp|Q8IWA4|MFN1_HUMAN	tr|A0A8C2W4Z4|A0A8C2W4Z4_CHILA
OG0001478	sp|Q96NA8|TSNA1_HUMAN, sp|O15400|STX7_HUMAN	tr|A0A8C2YJ31|A0A8C2YJ31_CHILA, tr|A0A8C2VKG8|A0A8C2VKG8_CHILA
OG0001479	sp|Q96DX8|RTP4_HUMAN, sp|Q9BQQ7|RTP3_HUMAN, sp|Q14D33|RTP5_HUMAN	tr|A0A8C2YU46|A0A8C2YU46_CHILA
OG0001480	sp|Q9Y661|HS3S4_HUMAN	tr|A0A8C2VNT6|A0A8C2VNT6_CHILA
OG0001480	sp|Q9Y278|HS3S2_HUMAN	tr|A0A8C2VQB5|A0A8C2VQB5_CHILA
OG0001481	sp|Q16206|ENOX2_HUMAN	tr|A0A8C2UJU8|A0A8C2UJU8_CHILA
OG0001481	sp|Q8TC92|ENOX1_HUMAN	tr|A0A8C2YI61|A0A8C2YI61_CHILA
OG0001482	sp|Q8N7G0|PO5F2_HUMAN, sp|Q01860|PO5F1_HUMAN, sp|Q06416|P5F1B_HUMAN	tr|A0A8C2UVL6|A0A8C2UVL6_CHILA
OG0001483	sp|P20226|TBP_HUMAN	tr|A0A8C2VEY8|A0A8C2VEY8_CHILA
OG0001483	sp|Q6SJ96|TBPL2_HUMAN	tr|A0A8C2VRS7|A0A8C2VRS7_CHILA
OG0001484	sp|P11171|EPB41_HUMAN	tr|A0A8C2YNV4|A0A8C2YNV4_CHILA
OG0001484	sp|O43491|E41L2_HUMAN	tr|A0A8C2YTJ1|A0A8C2YTJ1_CHILA
OG0001485	sp|P31350|RIR2_HUMAN	tr|A0A8C2URI9|A0A8C2URI9_CHILA
OG0001485	sp|Q7LG56|RIR2B_HUMAN	tr|A0A8C2V0J8|A0A8C2V0J8_CHILA
OG0001486	sp|Q8N9Z9|LMTD1_HUMAN, sp|Q03252|LMNB2_HUMAN, sp|P20700|LMNB1_HUMAN	tr|A0A8C2YJT7|A0A8C2YJT7_CHILA
OG0001487	sp|Q6AI14|SL9A4_HUMAN	tr|A0A8C2UZN6|A0A8C2UZN6_CHILA
OG0001487	sp|Q9UBY0|SL9A2_HUMAN	tr|A0A8C2UYC4|A0A8C2UYC4_CHILA
OG0001488	sp|O60256|KPRB_HUMAN	tr|A0A8C2VD95|A0A8C2VD95_CHILA
OG0001488	sp|Q14558|KPRA_HUMAN	tr|A0A8C2V8K7|A0A8C2V8K7_CHILA
OG0001489	sp|P32245|MC4R_HUMAN, sp|Q01726|MSHR_HUMAN, sp|P33032|MC5R_HUMAN	tr|A0A8C2W628|A0A8C2W628_CHILA
OG0001490	sp|Q8IVC4|ZN584_HUMAN, sp|O75467|Z324A_HUMAN, sp|Q6AW86|Z324B_HUMAN	tr|A0A8C2UG20|A0A8C2UG20_CHILA
OG0001491	sp|P49137|MAPK2_HUMAN	tr|A0A8C2W131|A0A8C2W131_CHILA
OG0001491	sp|Q16644|MAPK3_HUMAN	tr|A0A8C2YNJ5|A0A8C2YNJ5_CHILA
OG0001492	sp|Q8N5Y2|MS3L1_HUMAN	tr|A0A8C2YHZ9|A0A8C2YHZ9_CHILA
OG0001492	sp|P0C860|MS3L2_HUMAN	tr|A0A8C2VTY7|A0A8C2VTY7_CHILA
OG0001493	sp|P31995|FCG2C_HUMAN, sp|P12318|FCG2A_HUMAN, sp|P31994|FCG2B_HUMAN	tr|A0A8C2V3K8|A0A8C2V3K8_CHILA
OG0001494	sp|P47755|CAZA2_HUMAN	tr|A0A8C2V167|A0A8C2V167_CHILA
OG0001494	sp|P52907|CAZA1_HUMAN	tr|A0A8C2V6K6|A0A8C2V6K6_CHILA
OG0001495	sp|Q8NHW4|CC4L_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN, sp|P13236|CCL4_HUMAN	tr|A0A8C2YRR0|A0A8C2YRR0_CHILA
OG0001496	sp|O43638|FOXS1_HUMAN, sp|Q12948|FOXC1_HUMAN, sp|Q99958|FOXC2_HUMAN	tr|A0A8C2W7D6|A0A8C2W7D6_CHILA
OG0001497	sp|P52743|ZN137_HUMAN, sp|Q6ZRF7|ZN818_HUMAN, sp|P28698|MZF1_HUMAN	tr|A0A8C2UKI0|A0A8C2UKI0_CHILA
OG0001498	sp|P35212|CXA4_HUMAN, sp|Q9Y6H8|CXA3_HUMAN, sp|Q8N144|CXD3_HUMAN	tr|A0A8C2VG52|A0A8C2VG52_CHILA
OG0001499	sp|Q86UP3|ZFHX4_HUMAN	tr|A0A8C2VQW7|A0A8C2VQW7_CHILA
OG0001499	sp|Q15911|ZFHX3_HUMAN	tr|A0A8C2V4B5|A0A8C2V4B5_CHILA
OG0001500	sp|Q8IUE1|TF2LX_HUMAN, sp|Q8IUE0|TF2LY_HUMAN, sp|Q9GZN2|TGIF2_HUMAN	tr|A0A8C2W976|A0A8C2W976_CHILA
OG0001501	sp|P11678|PERE_HUMAN	tr|A0A8C2W038|A0A8C2W038_CHILA
OG0001501	sp|P05164|PERM_HUMAN	tr|A0A8C2YTP4|A0A8C2YTP4_CHILA
OG0001502	sp|Q9H8S5|CCNP_HUMAN, sp|Q8WWL7|CCNB3_HUMAN, sp|P14635|CCNB1_HUMAN	tr|A0A8C2US82|A0A8C2US82_CHILA
OG0001503	sp|P23759|PAX7_HUMAN	tr|A0A8C2VBS4|A0A8C2VBS4_CHILA
OG0001503	sp|P23760|PAX3_HUMAN	tr|A0A8C2VS99|A0A8C2VS99_CHILA
OG0001504	sp|P14598|NCF1_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|A8MVU1|NCF1C_HUMAN	tr|A0A8C2VT67|A0A8C2VT67_CHILA
OG0001505	sp|Q8NFL0|B3GN7_HUMAN, sp|Q9C0J1|B3GN4_HUMAN, sp|Q6UX72|B3GN9_HUMAN	tr|A0A8C2W995|A0A8C2W995_CHILA
OG0001506	sp|Q9GIP4|LAT1L_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q01650|LAT1_HUMAN	tr|A0A8C2UIG6|A0A8C2UIG6_CHILA
OG0001507	sp|Q494W8|CRFM7_HUMAN, sp|P36544|ACHA7_HUMAN, tr|A0A1W2PN81|A0A1W2PN81_HUMAN	tr|A0A8C2VLH3|A0A8C2VLH3_CHILA
OG0001508	sp|P09341|GROA_HUMAN, sp|P19875|CXCL2_HUMAN, sp|P19876|CXCL3_HUMAN	tr|A0A8C2V3N5|A0A8C2V3N5_CHILA
OG0001509	sp|O75367|H2AY_HUMAN	tr|A0A8C2W4Z6|A0A8C2W4Z6_CHILA
OG0001509	sp|Q9P0M6|H2AW_HUMAN	tr|A0A8C2W0P2|A0A8C2W0P2_CHILA
OG0001510	sp|Q8IY63|AMOL1_HUMAN	tr|A0A8C2ULD5|A0A8C2ULD5_CHILA
OG0001510	sp|Q4VCS5|AMOT_HUMAN	tr|A0A8C2UM03|A0A8C2UM03_CHILA
OG0001511	sp|Q16828|DUS6_HUMAN	tr|A0A8C2YLY0|A0A8C2YLY0_CHILA
OG0001511	sp|Q16829|DUS7_HUMAN	tr|A0A8C2VC66|A0A8C2VC66_CHILA
OG0001512	sp|Q96D42|HAVR1_HUMAN, sp|Q96H15|TIMD4_HUMAN, sp|Q8TDQ0|HAVR2_HUMAN	tr|A0A8C2W8P0|A0A8C2W8P0_CHILA
OG0001513	sp|Q3C1V9|YK041_HUMAN, sp|A6NHS1|YK042_HUMAN, sp|A6NCL7|AN33B_HUMAN	tr|A0A8C2V9D9|A0A8C2V9D9_CHILA
OG0001514	sp|Q8NH76|O56B4_HUMAN, sp|Q8NGI1|O56B2_HUMAN, sp|Q8NGI3|O56B1_HUMAN	tr|A0A8C2W2S5|A0A8C2W2S5_CHILA
OG0001515	sp|Q2QGD7|ZXDC_HUMAN, sp|P98168|ZXDA_HUMAN, sp|P98169|ZXDB_HUMAN	tr|A0A8C2VAG4|A0A8C2VAG4_CHILA
OG0001541	sp|Q96DA6|TIM14_HUMAN	tr|A0A8C2UPJ1|A0A8C2UPJ1_CHILA, tr|A0A8C2VL93|A0A8C2VL93_CHILA
OG0001542	sp|P03915|NU5M_HUMAN	tr|M9NW07|M9NW07_CHILA, tr|A0A8C2V0E0|A0A8C2V0E0_CHILA
OG0001543	sp|Q9Y2W3|S45A1_HUMAN, sp|Q5BKX6|S45A4_HUMAN	tr|A0A8C2V0Y3|A0A8C2V0Y3_CHILA
OG0001544	sp|O00562|PITM1_HUMAN, sp|Q9BZ72|PITM2_HUMAN	tr|A0A8C2VED7|A0A8C2VED7_CHILA
OG0001545	sp|Q7Z429|LFG1_HUMAN	tr|A0A8C2UW64|A0A8C2UW64_CHILA, tr|A0A8C2VGU2|A0A8C2VGU2_CHILA
OG0001546	sp|Q6NT76|HMBX1_HUMAN	tr|A0A8C2VDA9|A0A8C2VDA9_CHILA, tr|A0A8C2VVS7|A0A8C2VVS7_CHILA
OG0001547	sp|Q8WW24|TEKT4_HUMAN, sp|Q8WZ33|MAFIP_HUMAN	tr|A0A8C2VXR8|A0A8C2VXR8_CHILA
OG0001548	sp|O95297|MPZL1_HUMAN, sp|P25189|MYP0_HUMAN	tr|A0A8C2W042|A0A8C2W042_CHILA
OG0001549	sp|P09132|SRP19_HUMAN	tr|A0A8C2W7I8|A0A8C2W7I8_CHILA, tr|A0A8C2V024|A0A8C2V024_CHILA
OG0001550	sp|Q9Y2P0|ZN835_HUMAN, sp|Q8N8Y5|ZFP41_HUMAN	tr|A0A8C2YPQ2|A0A8C2YPQ2_CHILA
OG0001551	sp|Q9BV47|DUS26_HUMAN	tr|A0A8C2USG0|A0A8C2USG0_CHILA, tr|A0A8C2YPQ3|A0A8C2YPQ3_CHILA
OG0001552	sp|Q08426|ECHP_HUMAN	tr|A0A8C2VLD1|A0A8C2VLD1_CHILA, tr|A0A8C2YT01|A0A8C2YT01_CHILA
OG0001553	sp|Q86VE3|SATL1_HUMAN, sp|P21673|SAT1_HUMAN	tr|A0A8C2UPU7|A0A8C2UPU7_CHILA
OG0001554	sp|A8MTL3|R212B_HUMAN, sp|Q495C1|RN212_HUMAN	tr|A0A8C2VC34|A0A8C2VC34_CHILA
OG0001555	sp|Q6KF10|GDF6_HUMAN, sp|Q7Z4P5|GDF7_HUMAN	tr|A0A8C2VDL5|A0A8C2VDL5_CHILA
OG0001556	sp|O15528|CP27B_HUMAN, sp|Q4G0S4|C27C1_HUMAN	tr|A0A8C2VTC0|A0A8C2VTC0_CHILA
OG0001557	sp|Q5VY09|IER5_HUMAN, sp|Q9BTL4|IER2_HUMAN	tr|A0A8C2VYH5|A0A8C2VYH5_CHILA
OG0001558	sp|P51553|IDH3G_HUMAN	tr|A0A8C2UN41|A0A8C2UN41_CHILA, tr|A0A8C2UQZ7|A0A8C2UQZ7_CHILA
OG0001559	sp|Q5TZA2|CROCC_HUMAN, sp|Q8IVE0|CROL2_HUMAN	tr|A0A8C2V484|A0A8C2V484_CHILA
OG0001560	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A8C2UZH4|A0A8C2UZH4_CHILA, tr|A0A8C2VKB3|A0A8C2VKB3_CHILA
OG0001561	sp|Q6YN16|HSDL2_HUMAN	tr|A0A8C2VKM4|A0A8C2VKM4_CHILA, tr|A0A8C2VB13|A0A8C2VB13_CHILA
OG0001562	sp|A8MVJ9|HPF1L_HUMAN, sp|Q9NWY4|HPF1_HUMAN	tr|A0A8C2VMR8|A0A8C2VMR8_CHILA
OG0001563	sp|Q6PXP3|GTR7_HUMAN, sp|P22732|GTR5_HUMAN	tr|A0A8C2VYD5|A0A8C2VYD5_CHILA
OG0001564	sp|Q8IXS0|F217A_HUMAN, sp|Q9NTX9|F217B_HUMAN	tr|A0A8C2UZU4|A0A8C2UZU4_CHILA
