Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0002854	sp|P55082|MFAP3_HUMAN	tr|F7DUW7|F7DUW7_ORNAN
OG0002855	sp|P62834|RAP1A_HUMAN	tr|A0A6I8P3S3|A0A6I8P3S3_ORNAN
OG0002856	sp|Q02241|KIF23_HUMAN	tr|F7DX43|F7DX43_ORNAN
OG0002857	sp|Q15084|PDIA6_HUMAN	tr|F6VGU9|F6VGU9_ORNAN
OG0002858	sp|Q15363|TMED2_HUMAN	tr|A0A6I8NBT1|A0A6I8NBT1_ORNAN
OG0002859	sp|Q17RN3|FA98C_HUMAN	tr|A0A6I8MY26|A0A6I8MY26_ORNAN
OG0002860	sp|Q32P41|TRM5_HUMAN	tr|A0A6I8P0H3|A0A6I8P0H3_ORNAN
OG0002861	sp|Q6IPT4|NB5R5_HUMAN	tr|A0A6I8PIW8|A0A6I8PIW8_ORNAN
OG0002862	sp|Q7Z3D6|GLUCM_HUMAN	tr|F6U2F1|F6U2F1_ORNAN
OG0002863	sp|Q7Z6G3|NECA2_HUMAN	tr|F7DVL5|F7DVL5_ORNAN
OG0002864	sp|Q8IV33|K0825_HUMAN	tr|F7FKF3|F7FKF3_ORNAN
OG0002865	sp|Q8N539|FBCD1_HUMAN	tr|F6PIR8|F6PIR8_ORNAN
OG0002866	sp|Q8N5S9|KKCC1_HUMAN	tr|F7FVT2|F7FVT2_ORNAN
OG0002868	sp|Q8NBJ7|SUMF2_HUMAN	tr|F6SHM5|F6SHM5_ORNAN
OG0002869	sp|Q8WU66|TSEAR_HUMAN	tr|F7E047|F7E047_ORNAN
OG0002870	sp|Q8WVC0|LEO1_HUMAN	tr|F6UCS4|F6UCS4_ORNAN
OG0002871	sp|Q92608|DOCK2_HUMAN	tr|F6Y0N2|F6Y0N2_ORNAN
OG0002872	sp|Q96AQ7|CIDEC_HUMAN	tr|A0A6I8NEU7|A0A6I8NEU7_ORNAN
OG0002873	sp|Q96EX2|RNFT2_HUMAN	tr|A0A6I8PLQ6|A0A6I8PLQ6_ORNAN
OG0002875	sp|Q9BRP4|PAAF1_HUMAN	tr|A0A6I8PKY5|A0A6I8PKY5_ORNAN
OG0002876	sp|Q9GZV9|FGF23_HUMAN	tr|A0A6I8N7J3|A0A6I8N7J3_ORNAN
OG0002877	sp|Q9H0E9|BRD8_HUMAN	tr|A0A6I8NGB5|A0A6I8NGB5_ORNAN
OG0002878	sp|Q9H9C1|SPE39_HUMAN	tr|F7B0G8|F7B0G8_ORNAN
OG0002879	sp|Q9NRS4|TMPS4_HUMAN	tr|F6TN33|F6TN33_ORNAN
OG0002880	sp|Q9NZN5|ARHGC_HUMAN	tr|F6VQH8|F6VQH8_ORNAN
OG0002881	sp|Q9P202|WHRN_HUMAN	tr|A0A6I8NCI9|A0A6I8NCI9_ORNAN
OG0002882	sp|Q9P2D0|IBTK_HUMAN	tr|F7G2X5|F7G2X5_ORNAN
OG0002883	sp|Q9UBQ0|VPS29_HUMAN	tr|A0A6I8P3Z9|A0A6I8P3Z9_ORNAN
OG0002884	sp|Q9UBS9|SUCO_HUMAN	tr|A0A6I8N1V5|A0A6I8N1V5_ORNAN
OG0002885	sp|Q9UHF5|IL17B_HUMAN	tr|F7FAU1|F7FAU1_ORNAN
OG0002886	sp|Q9UJW2|TINAG_HUMAN	tr|F7D5X6|F7D5X6_ORNAN
OG0002887	sp|Q9UM63|PLAL1_HUMAN	tr|F6XXN6|F6XXN6_ORNAN
OG0002888	sp|Q9Y574|ASB4_HUMAN	tr|A0A6I8PBN2|A0A6I8PBN2_ORNAN
OG0002889	sp|A0AV96|RBM47_HUMAN	tr|F7G2B8|F7G2B8_ORNAN
OG0002890	sp|A6NL88|SHSA7_HUMAN	tr|A0A6I8PFQ1|A0A6I8PFQ1_ORNAN
OG0002891	sp|O14817|TSN4_HUMAN	tr|A0A6I8P566|A0A6I8P566_ORNAN
OG0002892	sp|O15417|TNC18_HUMAN	tr|A0A6I8PRN8|A0A6I8PRN8_ORNAN
OG0002893	sp|O43187|IRAK2_HUMAN	tr|A0A6I8PF52|A0A6I8PF52_ORNAN
OG0002894	sp|O95816|BAG2_HUMAN	tr|A0A6I8NV12|A0A6I8NV12_ORNAN
OG0002895	sp|P01138|NGF_HUMAN	tr|A0A6I8N3R6|A0A6I8N3R6_ORNAN
OG0002896	sp|P0CW18|PRS56_HUMAN	tr|F6Y703|F6Y703_ORNAN
OG0002897	sp|P14923|PLAK_HUMAN	tr|F7G0G1|F7G0G1_ORNAN
OG0002898	sp|P23434|GCSH_HUMAN	tr|F7FCU4|F7FCU4_ORNAN
OG0002899	sp|P27824|CALX_HUMAN	tr|F7FQH0|F7FQH0_ORNAN
OG0002900	sp|P42765|THIM_HUMAN	tr|F7FL61|F7FL61_ORNAN
OG0002901	sp|P46059|S15A1_HUMAN	tr|F7BBU0|F7BBU0_ORNAN
OG0002902	sp|P50120|RET2_HUMAN	tr|F6ZLK1|F6ZLK1_ORNAN
OG0002903	sp|P55039|DRG2_HUMAN	tr|F6Y636|F6Y636_ORNAN
OG0002904	sp|P61925|IPKA_HUMAN	tr|A0A6I8N9X1|A0A6I8N9X1_ORNAN
OG0002905	sp|P63172|DYLT1_HUMAN	tr|F7C5B9|F7C5B9_ORNAN
OG0002906	sp|P78406|RAE1L_HUMAN	tr|F7EZS7|F7EZS7_ORNAN
OG0002907	sp|Q13905|RPGF1_HUMAN	tr|A0A6I8P8F0|A0A6I8P8F0_ORNAN
OG0002908	sp|Q15276|RABE1_HUMAN	tr|A0A6I8NDJ9|A0A6I8NDJ9_ORNAN
OG0002909	sp|Q16533|SNPC1_HUMAN	tr|F7G7A5|F7G7A5_ORNAN
OG0002910	sp|Q53GT1|KLH22_HUMAN	tr|A0A6I8NGK8|A0A6I8NGK8_ORNAN
OG0002911	sp|Q5T7R7|CA185_HUMAN	tr|A0A6I8PMR0|A0A6I8PMR0_ORNAN
OG0002912	sp|Q75T13|PGAP1_HUMAN	tr|A0A6I8NWD3|A0A6I8NWD3_ORNAN
OG0002913	sp|Q7RTV3|ZN367_HUMAN	tr|A0A6I8PF39|A0A6I8PF39_ORNAN
OG0002914	sp|Q7Z2T5|TRM1L_HUMAN	tr|F6R9U2|F6R9U2_ORNAN
OG0002915	sp|Q7Z478|DHX29_HUMAN	tr|F7FZM9|F7FZM9_ORNAN
OG0002916	sp|Q8IVW4|CDKL3_HUMAN	tr|F6YVH1|F6YVH1_ORNAN
OG0002917	sp|Q8IW03|SIAH3_HUMAN	tr|A0A6I8P9Z5|A0A6I8P9Z5_ORNAN
OG0002918	sp|Q8IXZ3|SP8_HUMAN	tr|A0A6I8N1X5|A0A6I8N1X5_ORNAN
OG0002919	sp|Q8IZL2|MAML2_HUMAN	tr|F7AAA9|F7AAA9_ORNAN
OG0002920	sp|Q8N103|TAGAP_HUMAN	tr|A0A6I8NZ97|A0A6I8NZ97_ORNAN
OG0002921	sp|Q8NG08|HELB_HUMAN	tr|F6PRP3|F6PRP3_ORNAN
OG0002922	sp|Q8TAS1|UHMK1_HUMAN	tr|A0A6I8PKK4|A0A6I8PKK4_ORNAN
OG0002923	sp|Q8TBX8|PI42C_HUMAN	tr|A0A6I8NP32|A0A6I8NP32_ORNAN
OG0002924	sp|Q96C45|ULK4_HUMAN	tr|A0A6I8PIL8|A0A6I8PIL8_ORNAN
OG0002925	sp|Q96CG3|TIFA_HUMAN	tr|A0A6I8PNF7|A0A6I8PNF7_ORNAN
OG0002926	sp|Q96KF7|SMIM8_HUMAN	tr|A0A6I8PLU2|A0A6I8PLU2_ORNAN
OG0002927	sp|Q96S94|CCNL2_HUMAN	tr|A0A6I8P905|A0A6I8P905_ORNAN
OG0002928	sp|Q9BRQ3|NUD22_HUMAN	tr|A0A6I8NZB6|A0A6I8NZB6_ORNAN
OG0002929	sp|Q9BTM9|URM1_HUMAN	tr|F6U0B5|F6U0B5_ORNAN
OG0002930	sp|Q9BV87|CNPD1_HUMAN	tr|A0A6I8NXK6|A0A6I8NXK6_ORNAN
OG0002931	sp|Q9H5I1|SUV92_HUMAN	tr|A0A6I8P7Y1|A0A6I8P7Y1_ORNAN
OG0002932	sp|Q9H6E5|STPAP_HUMAN	tr|F7FZR1|F7FZR1_ORNAN
OG0002933	sp|Q9HCJ1|ANKH_HUMAN	tr|F6TZU8|F6TZU8_ORNAN
OG0002934	sp|Q9NXK8|FXL12_HUMAN	tr|A0A6I8PA77|A0A6I8PA77_ORNAN
OG0002935	sp|Q9NY74|ETAA1_HUMAN	tr|F7DAA5|F7DAA5_ORNAN
OG0002936	sp|Q9P0L9|PK2L1_HUMAN	tr|A0A6I8NZ03|A0A6I8NZ03_ORNAN
OG0002937	sp|Q9P104|DOK5_HUMAN	tr|A0A6I8P3G7|A0A6I8P3G7_ORNAN
OG0002938	sp|Q9ULH4|LRFN2_HUMAN	tr|F7E9Q4|F7E9Q4_ORNAN
OG0002939	sp|Q9Y512|SAM50_HUMAN	tr|A0A6I8P2L2|A0A6I8P2L2_ORNAN
OG0002940	sp|Q9Y6U7|RN215_HUMAN	tr|A0A6I8P6D3|A0A6I8P6D3_ORNAN
OG0002941	sp|A0A096LP49|CC187_HUMAN	tr|A0A6I8PNM7|A0A6I8PNM7_ORNAN
OG0002942	sp|A6NDV4|TMM8B_HUMAN	tr|F7GAQ6|F7GAQ6_ORNAN
OG0002943	sp|O00548|DLL1_HUMAN	tr|A0A6I8P7V2|A0A6I8P7V2_ORNAN
OG0002944	sp|O14792|HS3S1_HUMAN	tr|F7FU96|F7FU96_ORNAN
OG0002945	sp|O60381|HBP1_HUMAN	tr|F6ZNZ6|F6ZNZ6_ORNAN
OG0002946	sp|O95936|EOMES_HUMAN	tr|A0A6I8NVD2|A0A6I8NVD2_ORNAN
OG0002947	sp|P01275|GLUC_HUMAN	tr|A0A1L3MY50|A0A1L3MY50_ORNAN
OG0002948	sp|P11177|ODPB_HUMAN	tr|F6TET2|F6TET2_ORNAN
OG0002949	sp|P14210|HGF_HUMAN	tr|F7FSI1|F7FSI1_ORNAN
OG0002950	sp|P16591|FER_HUMAN	tr|F6SAV9|F6SAV9_ORNAN
OG0002951	sp|P28039|AOAH_HUMAN	tr|A0A6I8PC91|A0A6I8PC91_ORNAN
OG0002952	sp|P45877|PPIC_HUMAN	tr|F6VF48|F6VF48_ORNAN
OG0002953	sp|P85299|PRR5_HUMAN	tr|A0A6I8NJ91|A0A6I8NJ91_ORNAN
OG0002954	sp|Q00587|BORG5_HUMAN	tr|F6TPT9|F6TPT9_ORNAN
OG0002955	sp|Q09327|MGAT3_HUMAN	tr|F7AV74|F7AV74_ORNAN
OG0002956	sp|Q13617|CUL2_HUMAN	tr|F7CH55|F7CH55_ORNAN
OG0002957	sp|Q14623|IHH_HUMAN	tr|A0A6I8N1B8|A0A6I8N1B8_ORNAN
OG0002958	sp|Q15121|PEA15_HUMAN	tr|A0A6I8NW33|A0A6I8NW33_ORNAN
OG0002959	sp|Q2YD98|UVSSA_HUMAN	tr|F6YUY6|F6YUY6_ORNAN
OG0002960	sp|Q5H8A4|PIGG_HUMAN	tr|F6YBC8|F6YBC8_ORNAN
OG0002961	sp|Q5T0D9|TPRGL_HUMAN	tr|F6Z2B9|F6Z2B9_ORNAN
OG0002962	sp|Q5T7W0|ZN618_HUMAN	tr|F6X4X9|F6X4X9_ORNAN
OG0002963	sp|Q6NUK1|SCMC1_HUMAN	tr|A0A6I8MYV3|A0A6I8MYV3_ORNAN
OG0002964	sp|Q6P5X7|TMM71_HUMAN	tr|K7E9B7|K7E9B7_ORNAN
OG0002965	sp|Q6PEW0|PRS54_HUMAN	tr|A0A6I8NE95|A0A6I8NE95_ORNAN
OG0002966	sp|Q6T4R5|NHS_HUMAN	tr|A0A6I8PFV9|A0A6I8PFV9_ORNAN
OG0002967	sp|Q6UX65|DRAM2_HUMAN	tr|A0A6I8N934|A0A6I8N934_ORNAN
OG0002968	sp|Q7L8A9|VASH1_HUMAN	tr|A0A6I8PI38|A0A6I8PI38_ORNAN
OG0002969	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A6I8NXI3|A0A6I8NXI3_ORNAN
OG0002970	sp|Q8N5M9|JAGN1_HUMAN	tr|A0A6I8PKB1|A0A6I8PKB1_ORNAN
OG0002971	sp|Q8NF50|DOCK8_HUMAN	tr|A0A6I8NNI9|A0A6I8NNI9_ORNAN
OG0002972	sp|Q8TBE9|NANP_HUMAN	tr|A0A6I8P5M9|A0A6I8P5M9_ORNAN
OG0002973	sp|Q8TCS8|PNPT1_HUMAN	tr|A0A6I8N102|A0A6I8N102_ORNAN
OG0002974	sp|Q8WTW3|COG1_HUMAN	tr|F6S0S5|F6S0S5_ORNAN
OG0002975	sp|Q92813|IOD2_HUMAN	tr|A0A6I8PHP7|A0A6I8PHP7_ORNAN
OG0002976	sp|Q92954|PRG4_HUMAN	tr|A0A6I8MZQ1|A0A6I8MZQ1_ORNAN
OG0002977	sp|Q96B01|R51A1_HUMAN	tr|F7AR67|F7AR67_ORNAN
OG0002978	sp|Q96DZ9|CKLF5_HUMAN	tr|A0A6I8NYN0|A0A6I8NYN0_ORNAN
OG0002979	sp|Q96F63|CCD97_HUMAN	tr|K7E7I4|K7E7I4_ORNAN
OG0002980	sp|Q99470|SDF2_HUMAN	tr|A0A6I8NKC7|A0A6I8NKC7_ORNAN
OG0002981	sp|Q99615|DNJC7_HUMAN	tr|A0A6I8NWF4|A0A6I8NWF4_ORNAN
OG0002982	sp|Q99963|SH3G3_HUMAN	tr|A0A6I8NNU6|A0A6I8NNU6_ORNAN
OG0002983	sp|Q99988|GDF15_HUMAN	tr|A0A6I8NY58|A0A6I8NY58_ORNAN
OG0002984	sp|Q9BRQ0|PYGO2_HUMAN	tr|A0A6I8N8Z1|A0A6I8N8Z1_ORNAN
OG0002985	sp|Q9GZU8|PIP30_HUMAN	tr|F7C2R0|F7C2R0_ORNAN
OG0002986	sp|Q9H7J1|PPR3E_HUMAN	tr|A0A6I8PAC6|A0A6I8PAC6_ORNAN
OG0002987	sp|Q9H8M1|CQ10B_HUMAN	tr|A0A6I8N8E3|A0A6I8N8E3_ORNAN
OG0002988	sp|Q9HBT6|CAD20_HUMAN	tr|F7FJE4|F7FJE4_ORNAN
OG0002989	sp|Q9NPF5|DMAP1_HUMAN	tr|A0A6I8NXN7|A0A6I8NXN7_ORNAN
OG0002990	sp|Q9NRY4|RHG35_HUMAN	tr|F7DHU7|F7DHU7_ORNAN
OG0002991	sp|Q9NVF9|EKI2_HUMAN	tr|F6QKC7|F6QKC7_ORNAN
OG0002992	sp|Q9NZQ3|SPN90_HUMAN	tr|A0A6I8P2C9|A0A6I8P2C9_ORNAN
OG0002993	sp|Q9P2M1|LR2BP_HUMAN	tr|A0A6I8P8E3|A0A6I8P8E3_ORNAN
OG0002994	sp|Q9UPR3|SMG5_HUMAN	tr|A0A6I8P8H1|A0A6I8P8H1_ORNAN
OG0002995	sp|Q9Y244|POMP_HUMAN	tr|A0A6I8N7C7|A0A6I8N7C7_ORNAN
OG0002996	sp|A0A1B0GVZ9|TM269_HUMAN	tr|F7EFQ3|F7EFQ3_ORNAN
OG0002997	sp|A2RUB1|MEIOC_HUMAN	tr|F6TSQ6|F6TSQ6_ORNAN
OG0002998	sp|O15050|TRNK1_HUMAN	tr|A0A6I8PM20|A0A6I8PM20_ORNAN
OG0002999	sp|O95274|LYPD3_HUMAN	tr|F6TZG3|F6TZG3_ORNAN
OG0003000	sp|P00519|ABL1_HUMAN	tr|F6QCG1|F6QCG1_ORNAN
OG0003001	sp|P07492|GRP_HUMAN	tr|K7E7N8|K7E7N8_ORNAN
OG0003002	sp|P08579|RU2B_HUMAN	tr|A0A6I8P8L1|A0A6I8P8L1_ORNAN
OG0003003	sp|P10600|TGFB3_HUMAN	tr|A0A6I8NY15|A0A6I8NY15_ORNAN
OG0003004	sp|P10912|GHR_HUMAN	tr|A0A6I8P2R3|A0A6I8P2R3_ORNAN
OG0003005	sp|P12104|FABPI_HUMAN	tr|F7AEJ8|F7AEJ8_ORNAN
OG0003006	sp|P13010|XRCC5_HUMAN	tr|A0A6I8NBX3|A0A6I8NBX3_ORNAN
OG0003007	sp|P15391|CD19_HUMAN	tr|A0A6I8P9Y3|A0A6I8P9Y3_ORNAN
OG0003008	sp|P20749|BCL3_HUMAN	tr|A0A6I8NE36|A0A6I8NE36_ORNAN
OG0003009	sp|P22692|IBP4_HUMAN	tr|A0A6I8PDZ8|A0A6I8PDZ8_ORNAN
OG0003010	sp|P25445|TNR6_HUMAN	tr|A0A6I8PET8|A0A6I8PET8_ORNAN
OG0003011	sp|P29274|AA2AR_HUMAN	tr|F6R1W2|F6R1W2_ORNAN
OG0003012	sp|P38567|HYALP_HUMAN	tr|F7GA36|F7GA36_ORNAN
OG0003013	sp|P40855|PEX19_HUMAN	tr|A0A6I8NZQ8|A0A6I8NZQ8_ORNAN
OG0003014	sp|P50579|MAP2_HUMAN	tr|F6SN57|F6SN57_ORNAN
OG0003015	sp|P50747|BPL1_HUMAN	tr|F6UEY9|F6UEY9_ORNAN
OG0003016	sp|P52630|STAT2_HUMAN	tr|F6V335|F6V335_ORNAN
OG0003017	sp|P54849|EMP1_HUMAN	tr|F7GBQ1|F7GBQ1_ORNAN
OG0003018	sp|P81172|HEPC_HUMAN	tr|A0A6I8NSF3|A0A6I8NSF3_ORNAN
OG0003019	sp|Q08334|I10R2_HUMAN	tr|A0A6I8P1M4|A0A6I8P1M4_ORNAN
OG0003020	sp|Q0VAQ4|SMAGP_HUMAN	tr|A0A6I8NAQ0|A0A6I8NAQ0_ORNAN
OG0003021	sp|Q13118|KLF10_HUMAN	tr|F7DLG6|F7DLG6_ORNAN
OG0003022	sp|Q14314|FGL2_HUMAN	tr|A0A6I8NWY6|A0A6I8NWY6_ORNAN
OG0003023	sp|Q4ZIN3|MBRL_HUMAN	tr|A0A6I8NMD3|A0A6I8NMD3_ORNAN
OG0003024	sp|Q53FV1|ORML2_HUMAN	tr|F7BTS2|F7BTS2_ORNAN
OG0003025	sp|Q5JVL4|EFHC1_HUMAN	tr|F7BNX9|F7BNX9_ORNAN
OG0003026	sp|Q5THR3|EFCB6_HUMAN	tr|K7EBT0|K7EBT0_ORNAN
OG0003027	sp|Q68D10|SPT2_HUMAN	tr|A0A6I8NLE2|A0A6I8NLE2_ORNAN
OG0003028	sp|Q6JEL2|KLH10_HUMAN	tr|F7BTE1|F7BTE1_ORNAN
OG0003029	sp|Q6ZVC0|NYAP1_HUMAN	tr|A0A6I8N8Q3|A0A6I8N8Q3_ORNAN
OG0003030	sp|Q6ZWJ8|KCP_HUMAN	tr|F7EA05|F7EA05_ORNAN
OG0003031	sp|Q7Z4V5|HDGR2_HUMAN	tr|A0A6I8P812|A0A6I8P812_ORNAN
OG0003032	sp|Q7Z6R9|AP2D_HUMAN	tr|F6U400|F6U400_ORNAN
OG0003033	sp|Q86UT6|NLRX1_HUMAN	tr|A0A6I8MZY5|A0A6I8MZY5_ORNAN
OG0003034	sp|Q86VQ1|GLCI1_HUMAN	tr|A0A6I8NZ02|A0A6I8NZ02_ORNAN
OG0003035	sp|Q86XE3|MICU3_HUMAN	tr|A0A6I8P9Y7|A0A6I8P9Y7_ORNAN
OG0003036	sp|Q8IXI1|MIRO2_HUMAN	tr|F7FLX5|F7FLX5_ORNAN
OG0003037	sp|Q8N1V2|CFA52_HUMAN	tr|F6VMQ9|F6VMQ9_ORNAN
OG0003038	sp|Q8N8U9|BMPER_HUMAN	tr|F6WXQ3|F6WXQ3_ORNAN
OG0003039	sp|Q8NDY8|TMM52_HUMAN	tr|A0A6I8P1S6|A0A6I8P1S6_ORNAN
OG0003040	sp|Q8TAC1|RFESD_HUMAN	tr|F7GCC5|F7GCC5_ORNAN
OG0003041	sp|Q8WUA2|PPIL4_HUMAN	tr|F7CCF7|F7CCF7_ORNAN
OG0003042	sp|Q8WVL7|ANR49_HUMAN	tr|F6YRE6|F6YRE6_ORNAN
OG0003043	sp|Q92569|P55G_HUMAN	tr|F6QM53|F6QM53_ORNAN
OG0003044	sp|Q96BR5|COA7_HUMAN	tr|F6WRY5|F6WRY5_ORNAN
OG0003045	sp|Q96G30|MRAP2_HUMAN	tr|K7EA08|K7EA08_ORNAN
OG0003046	sp|Q96GX1|TECT2_HUMAN	tr|A0A6I8N9U9|A0A6I8N9U9_ORNAN
OG0003047	sp|Q96LR2|LURA1_HUMAN	tr|A0A6I8N0N0|A0A6I8N0N0_ORNAN
OG0003048	sp|Q96MK3|FA20A_HUMAN	tr|F7G9S3|F7G9S3_ORNAN
OG0003049	sp|Q9BYW2|SETD2_HUMAN	tr|A0A6I8N7I0|A0A6I8N7I0_ORNAN
OG0003050	sp|Q9H0W7|THAP2_HUMAN	tr|A0A6I8NCA5|A0A6I8NCA5_ORNAN
OG0003051	sp|Q9H6Z4|RANB3_HUMAN	tr|F7DT32|F7DT32_ORNAN
OG0003052	sp|Q9H867|MT21D_HUMAN	tr|F6URV3|F6URV3_ORNAN
OG0003053	sp|Q9NPQ8|RIC8A_HUMAN	tr|A0A6I8NBQ8|A0A6I8NBQ8_ORNAN
OG0003054	sp|Q9NU23|LYRM2_HUMAN	tr|F6SB49|F6SB49_ORNAN
OG0003055	sp|Q9NV23|SAST_HUMAN	tr|A0A6I8PQN9|A0A6I8PQN9_ORNAN
OG0003056	sp|Q9NV35|NUD15_HUMAN	tr|A0A6I8NBD9|A0A6I8NBD9_ORNAN
OG0003057	sp|Q9NYK6|EURL_HUMAN	tr|A0A6I8N0I9|A0A6I8N0I9_ORNAN
OG0003058	sp|Q9ULZ1|APEL_HUMAN	tr|A0A6I8PRH6|A0A6I8PRH6_ORNAN
OG0003059	sp|Q9Y3T6|R3HC1_HUMAN	tr|A0A6I8P7C7|A0A6I8P7C7_ORNAN
OG0003060	sp|Q9Y5U5|TNR18_HUMAN	tr|F6ZK10|F6ZK10_ORNAN
OG0003061	sp|Q9Y6A4|CFA20_HUMAN	tr|A0A6I8P2B6|A0A6I8P2B6_ORNAN
OG0003062	sp|O00743|PPP6_HUMAN	tr|A0A6I8P5J8|A0A6I8P5J8_ORNAN
OG0003063	sp|O43752|STX6_HUMAN	tr|F6XL80|F6XL80_ORNAN
OG0003064	sp|O75031|HSF2B_HUMAN	tr|F6R365|F6R365_ORNAN
OG0003065	sp|P02790|HEMO_HUMAN	tr|F7DXI7|F7DXI7_ORNAN
OG0003066	sp|P06454|PTMA_HUMAN	tr|A0A6I8NBI3|A0A6I8NBI3_ORNAN
OG0003067	sp|P08833|IBP1_HUMAN	tr|F7BMX9|F7BMX9_ORNAN
OG0003068	sp|P15407|FOSL1_HUMAN	tr|A0A6I8N9Q0|A0A6I8N9Q0_ORNAN
OG0003069	sp|P22897|MRC1_HUMAN	tr|F7BYB6|F7BYB6_ORNAN
OG0003070	sp|P30542|AA1R_HUMAN	tr|A0A6I8P9S3|A0A6I8P9S3_ORNAN
OG0003071	sp|P48047|ATPO_HUMAN	tr|F6ZQN4|F6ZQN4_ORNAN
OG0003072	sp|P49720|PSB3_HUMAN	tr|F7C392|F7C392_ORNAN
OG0003073	sp|P49773|HINT1_HUMAN	tr|A0A6I8NCH5|A0A6I8NCH5_ORNAN
OG0003074	sp|P54845|NRL_HUMAN	tr|A0A6I8P3Z8|A0A6I8P3Z8_ORNAN
OG0003075	sp|P56282|DPOE2_HUMAN	tr|F6TVZ4|F6TVZ4_ORNAN
OG0003076	sp|P62195|PRS8_HUMAN	tr|A0A6I8NNA9|A0A6I8NNA9_ORNAN
OG0003077	sp|Q03828|EVX2_HUMAN	tr|A0A6I8NKR8|A0A6I8NKR8_ORNAN
OG0003078	sp|Q07864|DPOE1_HUMAN	tr|A0A6I8NLR9|A0A6I8NLR9_ORNAN
OG0003079	sp|Q13045|FLII_HUMAN	tr|A0A6I8P409|A0A6I8P409_ORNAN
OG0003080	sp|Q13415|ORC1_HUMAN	tr|F6TS55|F6TS55_ORNAN
OG0003081	sp|Q14542|S29A2_HUMAN	tr|F6R583|F6R583_ORNAN
OG0003082	sp|Q15650|TRIP4_HUMAN	tr|A0A6I8PA91|A0A6I8PA91_ORNAN
OG0003083	sp|Q502W7|CCD38_HUMAN	tr|F6Q5Y7|F6Q5Y7_ORNAN
OG0003084	sp|Q567V2|M17L2_HUMAN	tr|A0A6I8NA44|A0A6I8NA44_ORNAN
OG0003085	sp|Q5JU67|CF157_HUMAN	tr|F6S448|F6S448_ORNAN
OG0003086	sp|Q5RL73|RBM48_HUMAN	tr|A0A6I8PKG9|A0A6I8PKG9_ORNAN
OG0003087	sp|Q5VZ52|MORN5_HUMAN	tr|A0A6I8P061|A0A6I8P061_ORNAN
OG0003088	sp|Q68CL5|TPGS2_HUMAN	tr|A0A6I8NAB3|A0A6I8NAB3_ORNAN
OG0003089	sp|Q6STE5|SMRD3_HUMAN	tr|A0A6I8NAV6|A0A6I8NAV6_ORNAN
OG0003090	sp|Q6UWY2|PRS57_HUMAN	tr|F6Z8U6|F6Z8U6_ORNAN
OG0003091	sp|Q86TW2|ADCK1_HUMAN	tr|A0A6I8NF96|A0A6I8NF96_ORNAN
OG0003092	sp|Q86X27|RGPS2_HUMAN	tr|A0A6I8PE27|A0A6I8PE27_ORNAN
OG0003093	sp|Q8IZ40|RCOR2_HUMAN	tr|A0A6I8NVW2|A0A6I8NVW2_ORNAN
OG0003094	sp|Q8N2U0|TM256_HUMAN	tr|A0A6I8PAN5|A0A6I8PAN5_ORNAN
OG0003095	sp|Q8N531|FBXL6_HUMAN	tr|F7ECG7|F7ECG7_ORNAN
OG0003096	sp|Q8N684|CPSF7_HUMAN	tr|A0A6I8P2G4|A0A6I8P2G4_ORNAN
OG0003097	sp|Q8NEF9|SRFB1_HUMAN	tr|F6W9Q1|F6W9Q1_ORNAN
OG0003098	sp|Q8TAE7|KCNG3_HUMAN	tr|F7BNI1|F7BNI1_ORNAN
OG0003099	sp|Q8TER0|SNED1_HUMAN	tr|A0A6I8NQ51|A0A6I8NQ51_ORNAN
OG0003100	sp|Q8WXS5|CCG8_HUMAN	tr|A0A6I8PGV7|A0A6I8PGV7_ORNAN
OG0003101	sp|Q92995|UBP13_HUMAN	tr|A0A6I8NWB7|A0A6I8NWB7_ORNAN
OG0003102	sp|Q96A54|PAQR1_HUMAN	tr|F6YTG7|F6YTG7_ORNAN
OG0003103	sp|Q96EP9|NTCP4_HUMAN	tr|F7EVK4|F7EVK4_ORNAN
OG0003104	sp|Q96GS4|BORC6_HUMAN	tr|A0A6I8NUF1|A0A6I8NUF1_ORNAN
OG0003105	sp|Q96KP4|CNDP2_HUMAN	tr|A0A6I8NSY4|A0A6I8NSY4_ORNAN
OG0003106	sp|Q96MX6|DAA10_HUMAN	tr|F6XMK8|F6XMK8_ORNAN
OG0003107	sp|Q96PD5|PGRP2_HUMAN	tr|F6WGK2|F6WGK2_ORNAN
OG0003108	sp|Q96Q89|KI20B_HUMAN	tr|F7G5K2|F7G5K2_ORNAN
OG0003109	sp|Q96QU8|XPO6_HUMAN	tr|A0A6I8PM97|A0A6I8PM97_ORNAN
OG0003110	sp|Q9BTC0|DIDO1_HUMAN	tr|F7DIQ2|F7DIQ2_ORNAN
OG0003111	sp|Q9BYV6|TRI55_HUMAN	tr|F7AJZ8|F7AJZ8_ORNAN
OG0003112	sp|Q9GZV5|WWTR1_HUMAN	tr|A0A6I8NZS8|A0A6I8NZS8_ORNAN
OG0003113	sp|Q9HB40|RISC_HUMAN	tr|A0A6I8MYL6|A0A6I8MYL6_ORNAN
OG0003114	sp|Q9NQX0|PRDM6_HUMAN	tr|F7D244|F7D244_ORNAN
OG0003115	sp|Q9UK58|CCNL1_HUMAN	tr|F6WDI4|F6WDI4_ORNAN
