Orthogroup	Homo_sapiens	Phyllostomus_discolor
OG0001639	sp|Q8NGM8|OR6M1_HUMAN	tr|A0A6J2MTQ4|A0A6J2MTQ4_9CHIR, tr|A0A6J2MYN2|A0A6J2MYN2_9CHIR
OG0001640	sp|Q9HAB3|S52A2_HUMAN, sp|Q9NWF4|S52A1_HUMAN	tr|A0A6J2NAP4|A0A6J2NAP4_9CHIR
OG0001641	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A6J2MWU9|A0A6J2MWU9_9CHIR, tr|A0A7E6DTC4|A0A7E6DTC4_9CHIR
OG0001642	sp|P01024|CO3_HUMAN	tr|A0A6J2MD92|A0A6J2MD92_9CHIR, tr|A0A7E6E971|A0A7E6E971_9CHIR
OG0001643	sp|P30740|ILEU_HUMAN	tr|A0A7E6DU21|A0A7E6DU21_9CHIR, tr|A0A7E6DTK5|A0A7E6DTK5_9CHIR
OG0001644	sp|Q5TA89|HES5_HUMAN, sp|Q9Y543|HES2_HUMAN	tr|A0A6J2LMS9|A0A6J2LMS9_9CHIR
OG0001645	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A7E6E7Z3|A0A7E6E7Z3_9CHIR, tr|A0A7E6E4M5|A0A7E6E4M5_9CHIR
OG0001646	sp|P00167|CYB5_HUMAN	tr|A0A6J2MJM7|A0A6J2MJM7_9CHIR, tr|A0A6J2MQW7|A0A6J2MQW7_9CHIR
OG0001647	sp|Q8NC51|PAIRB_HUMAN	tr|A0A6J2LM89|A0A6J2LM89_9CHIR, tr|A0A7E6D9M0|A0A7E6D9M0_9CHIR
OG0001648	sp|P12645|BMP3_HUMAN	tr|A0A7E6DCY6|A0A7E6DCY6_9CHIR, tr|A0A6J2L581|A0A6J2L581_9CHIR
OG0001651	tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|P02489|CRYAA_HUMAN	tr|A0A6J2L050|A0A6J2L050_9CHIR
OG0001652	sp|P40305|IFI27_HUMAN, sp|Q96BM0|I27L1_HUMAN	tr|A0A6J2LA41|A0A6J2LA41_9CHIR
OG0001653	sp|P43307|SSRA_HUMAN	tr|A0A6J2LM70|A0A6J2LM70_9CHIR, tr|A0A6J2LIC0|A0A6J2LIC0_9CHIR
OG0001655	sp|Q8TDM5|SACA4_HUMAN	tr|A0A6J2N8N7|A0A6J2N8N7_9CHIR, tr|A0A6J2MF79|A0A6J2MF79_9CHIR
OG0001656	sp|Q9NZH8|IL36G_HUMAN, sp|Q9UHA7|IL36A_HUMAN	tr|A0A6J2LSA3|A0A6J2LSA3_9CHIR
OG0001657	sp|O95665|NTR2_HUMAN, sp|P30989|NTR1_HUMAN	tr|A0A6J2MN34|A0A6J2MN34_9CHIR
OG0001658	sp|Q8IY49|PAQRA_HUMAN, sp|Q15546|PAQRB_HUMAN	tr|A0A6J2MH19|A0A6J2MH19_9CHIR
OG0001659	sp|A8K979|ERI2_HUMAN, sp|Q8IV48|ERI1_HUMAN	tr|A0A6J2MS14|A0A6J2MS14_9CHIR
OG0001660	sp|P0C7N8|OR9G9_HUMAN, sp|Q8NH87|OR9G1_HUMAN	tr|A0A6J2LYE2|A0A6J2LYE2_9CHIR
OG0001661	sp|P52292|IMA1_HUMAN, sp|A9QM74|IMA8_HUMAN	tr|A0A6J2MAG7|A0A6J2MAG7_9CHIR
OG0001662	sp|Q13796|SHRM2_HUMAN	tr|A0A7E6D1L2|A0A7E6D1L2_9CHIR, tr|A0A6J2MKB1|A0A6J2MKB1_9CHIR
OG0001663	sp|Q2M329|CCD96_HUMAN	tr|A0A6J2KZS0|A0A6J2KZS0_9CHIR, tr|A0A6J2L9A2|A0A6J2L9A2_9CHIR
OG0001664	sp|Q8IZA0|K319L_HUMAN, sp|Q5VV43|K0319_HUMAN	tr|A0A6J2LKS8|A0A6J2LKS8_9CHIR
OG0001666	sp|Q9Y605|MOFA1_HUMAN, sp|Q96HT8|MR1L1_HUMAN	tr|A0A6J2L318|A0A6J2L318_9CHIR
OG0001667	sp|Q6UWB4|PRS55_HUMAN, sp|A0A1B0GVH4|PRS51_HUMAN	tr|A0A6J2MEM3|A0A6J2MEM3_9CHIR
OG0001668	sp|Q8TA86|RP9_HUMAN	tr|A0A6J2MU90|A0A6J2MU90_9CHIR, tr|A0A6J2MR50|A0A6J2MR50_9CHIR
OG0001669	sp|Q9H8M5|CNNM2_HUMAN, sp|Q8NE01|CNNM3_HUMAN	tr|A0A6J2LPP1|A0A6J2LPP1_9CHIR
OG0001670	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A7E6CZR3|A0A7E6CZR3_9CHIR, tr|A0A7E6CN33|A0A7E6CN33_9CHIR
OG0001671	sp|A6NL82|F183A_HUMAN, sp|Q6ZVS7|F183B_HUMAN	tr|A0A6J2LQX5|A0A6J2LQX5_9CHIR
OG0001672	sp|O95944|NCTR2_HUMAN, sp|Q6UXN2|TRML4_HUMAN	tr|A0A7E6DHH3|A0A7E6DHH3_9CHIR
OG0001673	sp|P21580|TNAP3_HUMAN	tr|A0A6J2LHS7|A0A6J2LHS7_9CHIR, tr|A0A7E6CUC1|A0A7E6CUC1_9CHIR
OG0001674	sp|Q03060|CREM_HUMAN	tr|A0A6J2L8I9|A0A6J2L8I9_9CHIR, tr|A0A7E6DX32|A0A7E6DX32_9CHIR
OG0001675	sp|Q6NUM6|TYW1B_HUMAN, sp|Q9NV66|TYW1_HUMAN	tr|A0A6J2MFJ9|A0A6J2MFJ9_9CHIR
OG0001676	sp|Q9UJW3|DNM3L_HUMAN, tr|A0A096LPK6|A0A096LPK6_HUMAN	tr|A0A6J2KZD1|A0A6J2KZD1_9CHIR
OG0001677	sp|P19237|TNNI1_HUMAN	tr|A0A7E6CXW9|A0A7E6CXW9_9CHIR, tr|A0A7E6CYU2|A0A7E6CYU2_9CHIR
OG0001678	sp|P0C091|FREM3_HUMAN, sp|Q5SZK8|FREM2_HUMAN	tr|A0A6J2MS87|A0A6J2MS87_9CHIR
OG0001679	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN	tr|A0A6J2NEY2|A0A6J2NEY2_9CHIR
OG0001680	sp|Q9BQQ7|RTP3_HUMAN, sp|Q14D33|RTP5_HUMAN	tr|A0A6J2M2Z9|A0A6J2M2Z9_9CHIR
OG0001681	sp|Q93075|TATD2_HUMAN	tr|A0A7E6D1G4|A0A7E6D1G4_9CHIR, tr|A0A7E6E5Q7|A0A7E6E5Q7_9CHIR
OG0001682	sp|O75665|OFD1_HUMAN	tr|A0A6J2MEW7|A0A6J2MEW7_9CHIR, tr|A0A7E6D759|A0A7E6D759_9CHIR
OG0001683	sp|P60507|EFC1_HUMAN, sp|P60608|EFC2_HUMAN	tr|A0A6J2MM48|A0A6J2MM48_9CHIR
OG0001685	sp|Q6IV72|ZN425_HUMAN, sp|Q8TD17|ZN398_HUMAN	tr|A0A6J2MTZ3|A0A6J2MTZ3_9CHIR
OG0001686	sp|O43280|TREA_HUMAN	tr|A0A6J2LSN5|A0A6J2LSN5_9CHIR, tr|A0A7E6E3C2|A0A7E6E3C2_9CHIR
OG0001687	sp|Q02153|GCYB1_HUMAN, sp|O75343|GCYB2_HUMAN	tr|A0A6J2MFH5|A0A6J2MFH5_9CHIR
OG0001688	sp|P07911|UROM_HUMAN, sp|P55259|GP2_HUMAN	tr|A0A6J2MSB4|A0A6J2MSB4_9CHIR
OG0001689	sp|Q8NGH7|O52L1_HUMAN, sp|Q8NGH6|O52L2_HUMAN	tr|A0A6J2LXM8|A0A6J2LXM8_9CHIR
OG0001690	sp|Q969Y0|NXPE3_HUMAN	tr|A0A6J2LY65|A0A6J2LY65_9CHIR, tr|A0A6J2KYW2|A0A6J2KYW2_9CHIR
OG0001691	sp|Q96CX2|KCD12_HUMAN	tr|A0A6J2MH59|A0A6J2MH59_9CHIR, tr|A0A7E6CLU7|A0A7E6CLU7_9CHIR
OG0001692	sp|Q9BQ90|KLDC3_HUMAN	tr|A0A6J2LG79|A0A6J2LG79_9CHIR, tr|A0A6J2LF53|A0A6J2LF53_9CHIR
OG0001693	sp|P32242|OTX1_HUMAN, sp|P32243|OTX2_HUMAN	tr|A0A6J2M4W1|A0A6J2M4W1_9CHIR
OG0001694	sp|P57086|SCND1_HUMAN	tr|A0A6J2LJI9|A0A6J2LJI9_9CHIR, tr|A0A7E6CFX5|A0A7E6CFX5_9CHIR
OG0001695	sp|P29728|OAS2_HUMAN, sp|Q9Y6K5|OAS3_HUMAN	tr|A0A7E6CRB0|A0A7E6CRB0_9CHIR
OG0001696	sp|Q5XX13|FBW10_HUMAN, sp|O95170|CDRT1_HUMAN	tr|A0A7E6EBV7|A0A7E6EBV7_9CHIR
OG0001697	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|A0A6J2M8P3|A0A6J2M8P3_9CHIR
OG0001698	sp|Q17RP2|TIGD6_HUMAN, sp|Q8IY51|TIGD4_HUMAN	tr|A0A6J2MBN6|A0A6J2MBN6_9CHIR
OG0001699	sp|Q6ZUV0|BACHL_HUMAN, sp|O00154|BACH_HUMAN	tr|A0A7E6DQD8|A0A7E6DQD8_9CHIR
OG0001700	sp|O95169|NDUB8_HUMAN	tr|A0A7E6CQV3|A0A7E6CQV3_9CHIR, tr|A0A7E6DV02|A0A7E6DV02_9CHIR
OG0001701	sp|P0DMW4|SIL2A_HUMAN, sp|P0DMW5|SIL2B_HUMAN	tr|A0A6J2MFV9|A0A6J2MFV9_9CHIR
OG0001702	sp|Q9UQC2|GAB2_HUMAN, sp|Q2WGN9|GAB4_HUMAN	tr|A0A6J2M2C3|A0A6J2M2C3_9CHIR
OG0001703	sp|Q6ICC9|RTL6_HUMAN, sp|Q7L3V2|BOP_HUMAN	tr|A0A6J2N867|A0A6J2N867_9CHIR
OG0001704	sp|Q8IVE0|CROL2_HUMAN, sp|Q5TZA2|CROCC_HUMAN	tr|A0A6J2LU67|A0A6J2LU67_9CHIR
OG0001705	sp|P47813|IF1AX_HUMAN, sp|O14602|IF1AY_HUMAN	tr|A0A6J2L1Q5|A0A6J2L1Q5_9CHIR
OG0001706	sp|P13385|TDGF1_HUMAN, sp|P51864|TDGF3_HUMAN	tr|A0A6J2M4G3|A0A6J2M4G3_9CHIR
OG0001707	sp|Q53FT3|HIKES_HUMAN	tr|A0A7E6E0Z7|A0A7E6E0Z7_9CHIR, tr|A0A6J2M4H9|A0A6J2M4H9_9CHIR
OG0001708	sp|Q9H5V9|STEEP_HUMAN	tr|A0A6J2MLM0|A0A6J2MLM0_9CHIR, tr|A0A7E6CKK2|A0A7E6CKK2_9CHIR
OG0001709	sp|O15520|FGF10_HUMAN, sp|Q9HCT0|FGF22_HUMAN	tr|A0A6J2M402|A0A6J2M402_9CHIR
OG0001710	sp|A0A1B0GUS4|UB2L5_HUMAN, sp|P68036|UB2L3_HUMAN	tr|A0A6J2N084|A0A6J2N084_9CHIR
OG0001711	sp|A0A0B4J2D5|GAL3B_HUMAN, sp|P0DPI2|GAL3A_HUMAN	tr|A0A6J2L4S1|A0A6J2L4S1_9CHIR
OG0001712	sp|P30711|GSTT1_HUMAN	tr|A0A6J2N064|A0A6J2N064_9CHIR, tr|A0A6J2N117|A0A6J2N117_9CHIR
OG0001713	sp|Q8IZX4|TAF1L_HUMAN, sp|P21675|TAF1_HUMAN	tr|A0A7E6D022|A0A7E6D022_9CHIR
OG0001714	sp|P41229|KDM5C_HUMAN, sp|Q9BY66|KDM5D_HUMAN	tr|A0A6J2MGS9|A0A6J2MGS9_9CHIR
OG0001715	sp|Q9NVH6|TMLH_HUMAN, sp|O75936|BODG_HUMAN	tr|A0A6J2M3M0|A0A6J2M3M0_9CHIR
OG0001716	sp|Q9Y448|SKAP_HUMAN	tr|A0A7E6E942|A0A7E6E942_9CHIR, tr|A0A7E6D1C9|A0A7E6D1C9_9CHIR
OG0001717	sp|Q658K8|EF1DL_HUMAN, sp|P29692|EF1D_HUMAN	tr|A0A6J2NHH7|A0A6J2NHH7_9CHIR
OG0001718	sp|P52788|SPSY_HUMAN	tr|A0A6J2LPY2|A0A6J2LPY2_9CHIR, tr|A0A6J2MH02|A0A6J2MH02_9CHIR
OG0001719	sp|Q9H1U9|S2551_HUMAN, sp|Q3SY17|S2552_HUMAN	tr|A0A6J2MWA6|A0A6J2MWA6_9CHIR
OG0001720	sp|Q5EB52|MEST_HUMAN	tr|A0A7E6E190|A0A7E6E190_9CHIR, tr|A0A6J2MP80|A0A6J2MP80_9CHIR
OG0001721	sp|Q6IB77|GLYAT_HUMAN	tr|A0A6J2M0E8|A0A6J2M0E8_9CHIR, tr|A0A7E6E2V9|A0A7E6E2V9_9CHIR
OG0001722	sp|O15392|BIRC5_HUMAN	tr|A0A6J2L4N6|A0A6J2L4N6_9CHIR, tr|A0A6J2MFF1|A0A6J2MFF1_9CHIR
OG0001723	sp|P05198|IF2A_HUMAN	tr|A0A6J2L463|A0A6J2L463_9CHIR, tr|A0A6J2M467|A0A6J2M467_9CHIR
OG0001724	sp|P13584|CP4B1_HUMAN	tr|A0A6J2LK34|A0A6J2LK34_9CHIR, tr|A0A6J2LNE1|A0A6J2LNE1_9CHIR
OG0001725	sp|Q6P1Q9|MET2B_HUMAN, sp|Q96IZ6|MET2A_HUMAN	tr|A0A6J2M884|A0A6J2M884_9CHIR
OG0001726	sp|Q9UBT3|DKK4_HUMAN, sp|Q9UBU2|DKK2_HUMAN	tr|A0A6J2L9Y4|A0A6J2L9Y4_9CHIR
OG0001728	sp|A6NGB0|T191C_HUMAN, sp|P0C7N4|T191B_HUMAN	tr|A0A7E6CU58|A0A7E6CU58_9CHIR
OG0001729	sp|O43837|IDH3B_HUMAN	tr|A0A7E6DHE0|A0A7E6DHE0_9CHIR, tr|A0A7E6CF14|A0A7E6CF14_9CHIR
OG0001730	sp|O60503|ADCY9_HUMAN	tr|A0A6J2MN24|A0A6J2MN24_9CHIR, tr|A0A6J2MD41|A0A6J2MD41_9CHIR
OG0001731	sp|O96006|ZBED1_HUMAN, sp|P86452|ZBED6_HUMAN	tr|A0A6J2N4Q8|A0A6J2N4Q8_9CHIR
OG0001732	sp|Q8TD33|SG1C1_HUMAN, sp|P0DMR2|SG1C2_HUMAN	tr|A0A6J2M2L0|A0A6J2M2L0_9CHIR
OG0001733	sp|Q9GZX3|CHST6_HUMAN, sp|Q9GZS9|CHST5_HUMAN	tr|A0A6J2KT77|A0A6J2KT77_9CHIR
OG0001734	sp|P0CK97|S35E2_HUMAN, sp|P0CK96|S352B_HUMAN	tr|A0A6J2LQ05|A0A6J2LQ05_9CHIR
OG0001735	sp|P35247|SFTPD_HUMAN	tr|A0A6J2LPA2|A0A6J2LPA2_9CHIR, tr|A0A7E6DTU8|A0A7E6DTU8_9CHIR
OG0001736	sp|Q6A1A2|PDPK2_HUMAN, sp|O15530|PDPK1_HUMAN	tr|A0A7E6DC70|A0A7E6DC70_9CHIR
OG0001737	sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN	tr|A0A6J2MWF4|A0A6J2MWF4_9CHIR
OG0001738	sp|Q96JY6|PDLI2_HUMAN	tr|A0A7E6EAA2|A0A7E6EAA2_9CHIR, tr|A0A7E6DB26|A0A7E6DB26_9CHIR
OG0001739	sp|Q9BWH2|FUND2_HUMAN	tr|A0A6J2LF43|A0A6J2LF43_9CHIR, tr|A0A6J2MHK9|A0A6J2MHK9_9CHIR
OG0001740	sp|Q13907|IDI1_HUMAN, sp|Q9BXS1|IDI2_HUMAN	tr|A0A6J2L1E6|A0A6J2L1E6_9CHIR
OG0001741	sp|C9J798|RAS4B_HUMAN, sp|O43374|RASL2_HUMAN	tr|A0A6J2LWB8|A0A6J2LWB8_9CHIR
OG0001742	sp|P18089|ADA2B_HUMAN, sp|P08913|ADA2A_HUMAN	tr|A0A6J2LRZ2|A0A6J2LRZ2_9CHIR
OG0001743	sp|P29622|KAIN_HUMAN	tr|A0A7E6CRB5|A0A7E6CRB5_9CHIR, tr|A0A6J2LA29|A0A6J2LA29_9CHIR
OG0001744	sp|Q01453|PMP22_HUMAN, sp|P54851|EMP2_HUMAN	tr|A0A6J2NJI4|A0A6J2NJI4_9CHIR
OG0001745	sp|Q14129|DGCR6_HUMAN, sp|Q9BY27|DGC6L_HUMAN	tr|A0A7E6CU29|A0A7E6CU29_9CHIR
OG0001746	sp|Q86X55|CARM1_HUMAN	tr|A0A7E6DF21|A0A7E6DF21_9CHIR, tr|A0A6J2M4C0|A0A6J2M4C0_9CHIR
OG0001747	sp|Q9NYZ1|TV23B_HUMAN, sp|Q96ET8|TV23C_HUMAN	tr|A0A6J2NJP9|A0A6J2NJP9_9CHIR
OG0001748	sp|Q96PN6|ADCYA_HUMAN	tr|A0A6J2LGT7|A0A6J2LGT7_9CHIR, tr|A0A7E6CWB4|A0A7E6CWB4_9CHIR
OG0001749	sp|Q9BVR0|HRC23_HUMAN, sp|O95714|HERC2_HUMAN	tr|A0A7E6CP23|A0A7E6CP23_9CHIR
OG0001750	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A7E6CIX6|A0A7E6CIX6_9CHIR, tr|A0A6J2L7J5|A0A6J2L7J5_9CHIR
OG0001751	sp|Q9HAI6|TASL_HUMAN	tr|A0A6J2MFE8|A0A6J2MFE8_9CHIR, tr|A0A6J2MHX6|A0A6J2MHX6_9CHIR
OG0001752	sp|Q8N859|ZN713_HUMAN, sp|P52742|ZN135_HUMAN	tr|A0A6J2M0Y6|A0A6J2M0Y6_9CHIR
OG0001753	sp|Q13451|FKBP5_HUMAN	tr|A0A6J2LJL2|A0A6J2LJL2_9CHIR, tr|A0A6J2LGU5|A0A6J2LGU5_9CHIR
OG0001754	sp|Q5JT82|KLF17_HUMAN	tr|A0A7E6DS78|A0A7E6DS78_9CHIR, tr|A0A6J2LR71|A0A6J2LR71_9CHIR
OG0001755	sp|Q6UX46|ALKL2_HUMAN, sp|Q6UXT8|ALKL1_HUMAN	tr|A0A6J2M4T3|A0A6J2M4T3_9CHIR
OG0001756	sp|Q7Z7M1|AGRD2_HUMAN, sp|Q6QNK2|AGRD1_HUMAN	tr|A0A7E6CRN5|A0A7E6CRN5_9CHIR
OG0001757	sp|Q96D42|HAVR1_HUMAN	tr|A0A7E6CU39|A0A7E6CU39_9CHIR, tr|A0A7E6CUD7|A0A7E6CUD7_9CHIR
OG0001758	sp|Q96Q45|TM237_HUMAN	tr|A0A7E6CVT4|A0A7E6CVT4_9CHIR, tr|A0A6J2LKY4|A0A6J2LKY4_9CHIR
OG0001759	sp|Q6NT04|TIGD7_HUMAN, sp|Q9Y4A0|JERKL_HUMAN	tr|A0A6J2LRB2|A0A6J2LRB2_9CHIR
OG0001760	sp|P78312|F193A_HUMAN	tr|A0A7E6CZD6|A0A7E6CZD6_9CHIR, tr|A0A7E6D463|A0A7E6D463_9CHIR
OG0001761	sp|Q13601|KRR1_HUMAN	tr|A0A7E6D698|A0A7E6D698_9CHIR, tr|A0A6J2NF87|A0A6J2NF87_9CHIR
OG0001762	sp|Q68D85|NR3L1_HUMAN	tr|A0A7E6E4C4|A0A7E6E4C4_9CHIR, tr|A0A7E6E0I0|A0A7E6E0I0_9CHIR
OG0001763	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|A0A6J2LGA2|A0A6J2LGA2_9CHIR
OG0001764	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A7E6D9K3|A0A7E6D9K3_9CHIR, tr|A0A7E6D9M3|A0A7E6D9M3_9CHIR
OG0001765	sp|Q9Y5K5|UCHL5_HUMAN	tr|A0A6J2NB28|A0A6J2NB28_9CHIR, tr|A0A7E6CRP7|A0A7E6CRP7_9CHIR
OG0001767	sp|P0C0L5|CO4B_HUMAN, sp|P0C0L4|CO4A_HUMAN	tr|A0A6J2LEA8|A0A6J2LEA8_9CHIR
OG0001769	sp|Q5VZY2|PLPP4_HUMAN, sp|Q8NEB5|PLPP5_HUMAN	tr|A0A6J2MWT5|A0A6J2MWT5_9CHIR
OG0001770	sp|P00374|DYR_HUMAN, sp|Q86XF0|DYR2_HUMAN	tr|A0A6J2LR40|A0A6J2LR40_9CHIR
OG0001771	sp|Q96EL2|RT24_HUMAN	tr|A0A6J2LT47|A0A6J2LT47_9CHIR, tr|A0A6J2MB49|A0A6J2MB49_9CHIR
OG0001773	sp|Q9UGH3|S23A2_HUMAN	tr|A0A6J2MHL4|A0A6J2MHL4_9CHIR, tr|A0A6J2MNB1|A0A6J2MNB1_9CHIR
OG0001774	tr|A0A2R8Y422|A0A2R8Y422_HUMAN, sp|P62979|RS27A_HUMAN	tr|A0A6J2LYK9|A0A6J2LYK9_9CHIR
OG0001775	sp|O95070|YIF1A_HUMAN	tr|A0A6J2M0X1|A0A6J2M0X1_9CHIR, tr|A0A7E6D0J4|A0A7E6D0J4_9CHIR
OG0001776	sp|P14091|CATE_HUMAN	tr|A0A6J2N491|A0A6J2N491_9CHIR, tr|A0A7E6E3G4|A0A7E6E3G4_9CHIR
OG0001777	sp|Q07108|CD69_HUMAN	tr|A0A7E6DAE1|A0A7E6DAE1_9CHIR, tr|A0A7E6D7L4|A0A7E6D7L4_9CHIR
OG0001778	sp|Q8WVJ9|TWST2_HUMAN, sp|Q15672|TWST1_HUMAN	tr|A0A6J2MQJ5|A0A6J2MQJ5_9CHIR
OG0001780	sp|Q99439|CNN2_HUMAN	tr|A0A6J2ME07|A0A6J2ME07_9CHIR, tr|A0A7E6E3D3|A0A7E6E3D3_9CHIR
OG0001781	sp|Q9HD33|RM47_HUMAN	tr|A0A6J2L077|A0A6J2L077_9CHIR, tr|A0A7E6D3A0|A0A7E6D3A0_9CHIR
OG0001782	sp|A0A2R8YFL7|OSP4A_HUMAN, sp|Q9HBJ0|PLAC1_HUMAN	tr|A0A6J2MMQ3|A0A6J2MMQ3_9CHIR
OG0001783	sp|O00762|UBE2C_HUMAN	tr|A0A7E6CTX8|A0A7E6CTX8_9CHIR, tr|A0A6J2MLW0|A0A6J2MLW0_9CHIR
OG0001784	sp|P08195|4F2_HUMAN	tr|A0A6J2LUF4|A0A6J2LUF4_9CHIR, tr|A0A6J2LV29|A0A6J2LV29_9CHIR
OG0001785	sp|P0DP74|D130A_HUMAN, sp|P0DP73|D130B_HUMAN	tr|A0A6J2MT38|A0A6J2MT38_9CHIR
OG0001786	sp|P32249|GP183_HUMAN	tr|A0A6J2MWF1|A0A6J2MWF1_9CHIR, tr|A0A6J2MPU8|A0A6J2MPU8_9CHIR
OG0001787	sp|P47756|CAPZB_HUMAN	tr|A0A7E6DQS1|A0A7E6DQS1_9CHIR, tr|A0A7E6CI67|A0A7E6CI67_9CHIR
OG0001788	sp|Q32MK0|MYLK3_HUMAN	tr|A0A7E6DU92|A0A7E6DU92_9CHIR, tr|A0A6J2KUX4|A0A6J2KUX4_9CHIR
OG0001789	sp|Q9BXY8|BEX2_HUMAN, sp|Q9HBH7|BEX1_HUMAN	tr|A0A6J2MGG4|A0A6J2MGG4_9CHIR
OG0001790	sp|Q9GZQ8|MLP3B_HUMAN, sp|A6NCE7|MP3B2_HUMAN	tr|A0A6J2KSJ6|A0A6J2KSJ6_9CHIR
OG0001791	sp|Q01449|MLRA_HUMAN, sp|Q02045|MYL5_HUMAN	tr|A0A7E6CH24|A0A7E6CH24_9CHIR
OG0001792	sp|Q2TAC6|KIF19_HUMAN	tr|A0A7E6EG71|A0A7E6EG71_9CHIR, tr|A0A7E6CTQ1|A0A7E6CTQ1_9CHIR
OG0001793	sp|Q96EI5|TCAL4_HUMAN, sp|Q9H3H9|TCAL2_HUMAN	tr|A0A6J2MFQ6|A0A6J2MFQ6_9CHIR
OG0001794	sp|P35548|MSX2_HUMAN	tr|A0A6J2LPS6|A0A6J2LPS6_9CHIR, tr|A0A6J2MWI7|A0A6J2MWI7_9CHIR
OG0001795	sp|Q13126|MTAP_HUMAN	tr|A0A7E6DVY1|A0A7E6DVY1_9CHIR, tr|A0A6J2MXJ3|A0A6J2MXJ3_9CHIR
OG0001796	sp|Q5BKT4|AG10A_HUMAN, sp|Q5I7T1|AG10B_HUMAN	tr|A0A6J2N7I6|A0A6J2N7I6_9CHIR
OG0001797	sp|Q9H1M4|DB127_HUMAN, sp|Q7Z7B8|DB128_HUMAN	tr|A0A6J2MJ63|A0A6J2MJ63_9CHIR
OG0001798	sp|Q8TD31|CCHCR_HUMAN	tr|A0A6J2MPQ7|A0A6J2MPQ7_9CHIR, tr|A0A6J2LGE5|A0A6J2LGE5_9CHIR
OG0001799	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A6J2M8S6|A0A6J2M8S6_9CHIR, tr|A0A6J2MAQ2|A0A6J2MAQ2_9CHIR
OG0001800	sp|P18428|LBP_HUMAN	tr|A0A6J2MJI4|A0A6J2MJI4_9CHIR, tr|A0A7E6CF25|A0A7E6CF25_9CHIR
OG0001801	sp|Q06830|PRDX1_HUMAN	tr|A0A7E6DHI5|A0A7E6DHI5_9CHIR, tr|A0A6J2LKI2|A0A6J2LKI2_9CHIR
OG0001802	sp|Q8IXA5|SACA3_HUMAN	tr|A0A6J2MAW6|A0A6J2MAW6_9CHIR, tr|A0A6J2MDW0|A0A6J2MDW0_9CHIR
OG0001803	sp|Q7Z3Z3|PIWL3_HUMAN, sp|Q96J94|PIWL1_HUMAN	tr|A0A6J2KW18|A0A6J2KW18_9CHIR
OG0001804	sp|Q9NY37|ASIC5_HUMAN, tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN	tr|A0A7E6EHC5|A0A7E6EHC5_9CHIR
OG0001805	sp|A6NM10|AQ12B_HUMAN, sp|Q8IXF9|AQ12A_HUMAN	tr|A0A6J2LGD5|A0A6J2LGD5_9CHIR
OG0001806	sp|P31391|SSR4_HUMAN, sp|P30872|SSR1_HUMAN	tr|A0A7E6E093|A0A7E6E093_9CHIR
OG0001807	sp|P48145|NPBW1_HUMAN, sp|P48146|NPBW2_HUMAN	tr|A0A6J2M967|A0A6J2M967_9CHIR
OG0001808	sp|Q15800|MSMO1_HUMAN	tr|A0A6J2MCJ4|A0A6J2MCJ4_9CHIR, tr|A0A7E6D9J6|A0A7E6D9J6_9CHIR
OG0001809	sp|Q5T5D7|ZN684_HUMAN	tr|A0A7E6DRY9|A0A7E6DRY9_9CHIR, tr|A0A7E6DS27|A0A7E6DS27_9CHIR
OG0001810	sp|Q49A33|Z876P_HUMAN, sp|Q8IVC4|ZN584_HUMAN	tr|A0A7E6CR82|A0A7E6CR82_9CHIR
OG0001811	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A6J2LUX4|A0A6J2LUX4_9CHIR, tr|A0A7E6DPR7|A0A7E6DPR7_9CHIR
OG0001812	sp|P49798|RGS4_HUMAN, sp|O15539|RGS5_HUMAN	tr|A0A6J2N8Y5|A0A6J2N8Y5_9CHIR
OG0001813	sp|Q6PIL6|KCIP4_HUMAN, sp|Q9Y2W7|CSEN_HUMAN	tr|A0A6J2L4D1|A0A6J2L4D1_9CHIR
OG0001814	sp|A6NM28|ZFP92_HUMAN, sp|Q8NCK3|ZN485_HUMAN	tr|A0A6J2ML55|A0A6J2ML55_9CHIR
OG0001815	sp|Q9Y388|RBMX2_HUMAN	tr|A0A6J2MEG6|A0A6J2MEG6_9CHIR, tr|A0A7E6DHG4|A0A7E6DHG4_9CHIR
OG0001816	sp|P59536|T2R41_HUMAN, sp|P59551|T2R60_HUMAN	tr|A0A6J2MN47|A0A6J2MN47_9CHIR
OG0001817	sp|Q96SF2|TCPQM_HUMAN, sp|A6NM43|TCPQL_HUMAN	tr|A0A6J2MSX6|A0A6J2MSX6_9CHIR
