Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0000330	sp|P29992|GNA11_HUMAN	tr|I3N9S3|I3N9S3_ICTTR
OG0000331	sp|Q8N118|CP4X1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN	tr|I3ML84|I3ML84_ICTTR
OG0000332	sp|P11166|GTR1_HUMAN	tr|A0A287D0X3|A0A287D0X3_ICTTR
OG0000332	sp|P11169|GTR3_HUMAN, sp|Q8TDB8|GTR14_HUMAN	tr|I3M1X4|I3M1X4_ICTTR, tr|I3N8R3|I3N8R3_ICTTR
OG0000333	sp|P23297|S10A1_HUMAN, sp|P04271|S100B_HUMAN, sp|Q5QJ38|TCHL1_HUMAN, sp|Q6XPR3|RPTN_HUMAN, sp|Q9UBG3|CRNN_HUMAN	tr|I3LX39|I3LX39_ICTTR
OG0000334	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN	tr|A0A287D2P3|A0A287D2P3_ICTTR
OG0000334	sp|Q9H4D5|NXF3_HUMAN, sp|Q9UBU9|NXF1_HUMAN	tr|A0A287D2K3|A0A287D2K3_ICTTR
OG0000337	sp|Q6UX73|CP089_HUMAN, sp|Q8NDZ0|BEND2_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q86U02|CN165_HUMAN, tr|A0A087X1C1|A0A087X1C1_HUMAN	tr|I3MQT4|I3MQT4_ICTTR
OG0000338	sp|P29401|TKT_HUMAN	tr|I3M4K3|I3M4K3_ICTTR
OG0000338	sp|Q9H0I9|TKTL2_HUMAN	tr|I3N570|I3N570_ICTTR
OG0000338	sp|P51854|TKTL1_HUMAN	tr|I3M5B2|I3M5B2_ICTTR
OG0000339	sp|Q8IUA7|ABCA9_HUMAN	tr|I3N8A3|I3N8A3_ICTTR
OG0000339	sp|O94911|ABCA8_HUMAN, sp|Q8WWZ4|ABCAA_HUMAN, sp|Q8N139|ABCA6_HUMAN	tr|I3MKR0|I3MKR0_ICTTR
OG0000340	sp|Q15365|PCBP1_HUMAN	tr|A0A287CZR4|A0A287CZR4_ICTTR
OG0000340	sp|Q15366|PCBP2_HUMAN	tr|A0A287CWX1|A0A287CWX1_ICTTR, tr|A0A287D6D8|A0A287D6D8_ICTTR, tr|I3M2N2|I3M2N2_ICTTR
OG0000341	sp|Q8NH49|OR4X1_HUMAN	tr|I3NER1|I3NER1_ICTTR
OG0000341	sp|Q8NGF9|OR4X2_HUMAN	tr|A0A287CXR6|A0A287CXR6_ICTTR, tr|A0A287D735|A0A287D735_ICTTR, tr|A0A287CZJ4|A0A287CZJ4_ICTTR
OG0000342	sp|Q96KW2|P12L2_HUMAN, sp|Q8N7R1|P1L12_HUMAN, sp|A6NF01|P121B_HUMAN, sp|A8CG34|P121C_HUMAN, sp|Q96HA1|P121A_HUMAN	tr|I3MP01|I3MP01_ICTTR
OG0000343	sp|O95819|M4K4_HUMAN	tr|I3MVT2|I3MVT2_ICTTR
OG0000343	sp|Q8N4C8|MINK1_HUMAN	tr|I3MNS9|I3MNS9_ICTTR
OG0000343	sp|Q9UKE5|TNIK_HUMAN	tr|I3M149|I3M149_ICTTR
OG0000344	sp|P10589|COT1_HUMAN	tr|I3MPN8|I3MPN8_ICTTR
OG0000344	sp|P24468|COT2_HUMAN	tr|I3N8M4|I3N8M4_ICTTR
OG0000344	sp|P10588|NR2F6_HUMAN	tr|I3NFL0|I3NFL0_ICTTR
OG0000345	sp|O60403|O10H2_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60404|O10H3_HUMAN	tr|I3NDV2|I3NDV2_ICTTR
OG0000346	sp|P16615|AT2A2_HUMAN	tr|A0A287CU59|A0A287CU59_ICTTR
OG0000346	sp|Q93084|AT2A3_HUMAN	tr|I3MQ84|I3MQ84_ICTTR
OG0000346	sp|O14983|AT2A1_HUMAN	tr|A0A287D504|A0A287D504_ICTTR
OG0000347	sp|Q9NYQ6|CELR1_HUMAN	tr|I3MGI6|I3MGI6_ICTTR
OG0000347	sp|Q9HCU4|CELR2_HUMAN	tr|A0A287D0C8|A0A287D0C8_ICTTR
OG0000347	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A287D762|A0A287D762_ICTTR
OG0000348	sp|Q9UNQ0|ABCG2_HUMAN	tr|I3LWF6|I3LWF6_ICTTR, tr|I3N9F9|I3N9F9_ICTTR, tr|A0A287D4N4|A0A287D4N4_ICTTR, tr|I3LX82|I3LX82_ICTTR, tr|I3MBD6|I3MBD6_ICTTR
OG0000349	sp|O43897|TLL1_HUMAN	tr|I3MDE4|I3MDE4_ICTTR
OG0000349	sp|Q9Y6L7|TLL2_HUMAN	tr|I3M115|I3M115_ICTTR
OG0000349	sp|P13497|BMP1_HUMAN	tr|I3MRP8|I3MRP8_ICTTR
OG0000350	sp|O00469|PLOD2_HUMAN	tr|A0A287D5P7|A0A287D5P7_ICTTR
OG0000350	sp|Q02809|PLOD1_HUMAN	tr|I3MEI4|I3MEI4_ICTTR
OG0000350	sp|O60568|PLOD3_HUMAN	tr|I3N9I0|I3N9I0_ICTTR
OG0000351	sp|P56730|NETR_HUMAN, sp|Q9UEW3|MARCO_HUMAN, sp|O43866|CD5L_HUMAN	tr|I3NBI9|I3NBI9_ICTTR
OG0000351	sp|Q8WTU2|SRB4D_HUMAN	tr|I3MM67|I3MM67_ICTTR
OG0000352	sp|P26378|ELAV4_HUMAN	tr|A0A287CXA4|A0A287CXA4_ICTTR
OG0000352	sp|Q14576|ELAV3_HUMAN	tr|I3NB36|I3NB36_ICTTR
OG0000352	sp|Q12926|ELAV2_HUMAN	tr|I3MAG0|I3MAG0_ICTTR
OG0000353	sp|O75093|SLIT1_HUMAN	tr|I3MG72|I3MG72_ICTTR
OG0000353	sp|O94813|SLIT2_HUMAN	tr|A0A287DGB1|A0A287DGB1_ICTTR
OG0000353	sp|O75094|SLIT3_HUMAN	tr|I3MLX0|I3MLX0_ICTTR
OG0000354	sp|Q9UKA9|PTBP2_HUMAN	tr|I3MHW6|I3MHW6_ICTTR
OG0000354	sp|P26599|PTBP1_HUMAN	tr|A0A287CZP5|A0A287CZP5_ICTTR
OG0000354	sp|O95758|PTBP3_HUMAN	tr|A0A287CT55|A0A287CT55_ICTTR
OG0000355	sp|Q13576|IQGA2_HUMAN	tr|I3ML60|I3ML60_ICTTR
OG0000355	sp|Q86VI3|IQGA3_HUMAN	tr|I3MQW1|I3MQW1_ICTTR
OG0000355	sp|P46940|IQGA1_HUMAN	tr|A0A287D1L3|A0A287D1L3_ICTTR
OG0000356	sp|P08134|RHOC_HUMAN	tr|I3N6B4|I3N6B4_ICTTR
OG0000356	sp|P61586|RHOA_HUMAN	tr|A0A287DBX8|A0A287DBX8_ICTTR, tr|I3N2N2|I3N2N2_ICTTR, tr|I3M4G3|I3M4G3_ICTTR
OG0000357	sp|P28472|GBRB3_HUMAN	tr|A0A287D0G0|A0A287D0G0_ICTTR
OG0000357	sp|P47870|GBRB2_HUMAN	tr|I3M2B1|I3M2B1_ICTTR
OG0000357	sp|P18505|GBRB1_HUMAN	tr|I3MBW0|I3MBW0_ICTTR
OG0000358	sp|P40426|PBX3_HUMAN	tr|A0A287D513|A0A287D513_ICTTR
OG0000358	sp|P40425|PBX2_HUMAN	tr|I3MNH8|I3MNH8_ICTTR
OG0000358	sp|P40424|PBX1_HUMAN	tr|A0A287CYB8|A0A287CYB8_ICTTR
OG0000360	sp|P33176|KINH_HUMAN	tr|A0A287D996|A0A287D996_ICTTR
OG0000360	sp|Q12840|KIF5A_HUMAN	tr|A0A287D0K9|A0A287D0K9_ICTTR
OG0000360	sp|O60282|KIF5C_HUMAN	tr|A0A287D3T7|A0A287D3T7_ICTTR
OG0000361	sp|P84077|ARF1_HUMAN	tr|I3MD93|I3MD93_ICTTR
OG0000361	sp|P61204|ARF3_HUMAN	tr|A0A287DB38|A0A287DB38_ICTTR, tr|I3N808|I3N808_ICTTR, tr|I3M3Y7|I3M3Y7_ICTTR
OG0000362	sp|Q2PZI1|D19L1_HUMAN	tr|I3MPY3|I3MPY3_ICTTR
OG0000362	sp|Q6ZN68|D19P2_HUMAN, sp|Q6NUT2|D19L2_HUMAN, sp|Q6NXN4|D19P1_HUMAN	tr|I3MXW8|I3MXW8_ICTTR
OG0000363	sp|Q9BYJ4|TRI34_HUMAN	tr|A0A287CZP6|A0A287CZP6_ICTTR
OG0000363	sp|Q8IYM9|TRI22_HUMAN, sp|Q9C035|TRIM5_HUMAN, sp|Q9C030|TRIM6_HUMAN	tr|I3NE74|I3NE74_ICTTR
OG0000364	sp|Q2M3G0|ABCB5_HUMAN	tr|I3MW12|I3MW12_ICTTR
OG0000364	sp|P21439|MDR3_HUMAN	tr|I3M3R7|I3M3R7_ICTTR
OG0000364	sp|P08183|MDR1_HUMAN	tr|I3M3W2|I3M3W2_ICTTR
OG0000365	sp|Q12774|ARHG5_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, sp|A5YM69|ARG35_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, tr|A0A2R8YF49|A0A2R8YF49_HUMAN	tr|I3N6G4|I3N6G4_ICTTR
OG0000366	sp|A6NM45|CLD24_HUMAN, sp|Q8N7P3|CLD22_HUMAN, sp|P55344|LMIP_HUMAN, sp|Q8NHS1|CLDN2_HUMAN	tr|I3MML4|I3MML4_ICTTR, tr|I3MML2|I3MML2_ICTTR
OG0000368	sp|P07288|KLK3_HUMAN, sp|P20151|KLK2_HUMAN	tr|I3NG91|I3NG91_ICTTR
OG0000368	sp|Q9UKR3|KLK13_HUMAN, sp|P06870|KLK1_HUMAN	tr|I3MTF1|I3MTF1_ICTTR
OG0000369	sp|P15121|ALDR_HUMAN	tr|I3N1D9|I3N1D9_ICTTR, tr|I3MYT1|I3MYT1_ICTTR
OG0000369	sp|C9JRZ8|AK1BF_HUMAN, sp|O60218|AK1BA_HUMAN	tr|I3NBJ2|I3NBJ2_ICTTR
OG0000370	sp|Q9NZI7|UBIP1_HUMAN	tr|I3MIJ0|I3MIJ0_ICTTR
OG0000370	sp|Q12800|TFCP2_HUMAN	tr|I3MCZ2|I3MCZ2_ICTTR
OG0000370	sp|Q9NZI6|TF2L1_HUMAN	tr|I3MKC2|I3MKC2_ICTTR
OG0000371	sp|Q5JTY5|ZNG1C_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q4V339|ZNG1F_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q9BRT8|ZNG1A_HUMAN	tr|I3MWV7|I3MWV7_ICTTR
OG0000372	sp|Q9H1V8|S6A17_HUMAN	tr|I3MDX0|I3MDX0_ICTTR
OG0000372	sp|Q9H2J7|S6A15_HUMAN	tr|I3MB78|I3MB78_ICTTR
OG0000372	sp|Q9GZN6|S6A16_HUMAN	tr|I3NE42|I3NE42_ICTTR
OG0000373	sp|O60264|SMCA5_HUMAN	tr|A0A287CZY7|A0A287CZY7_ICTTR
OG0000373	sp|Q5T890|ER6L2_HUMAN, sp|Q2NKX8|ERC6L_HUMAN, sp|P28370|SMCA1_HUMAN	tr|I3MN48|I3MN48_ICTTR
OG0000375	sp|Q02487|DSC2_HUMAN	tr|I3MFH3|I3MFH3_ICTTR
OG0000375	sp|Q14574|DSC3_HUMAN, sp|Q8IXH8|CAD26_HUMAN, sp|Q08554|DSC1_HUMAN	tr|A0A287D6H8|A0A287D6H8_ICTTR
OG0000376	sp|Q9UL52|TM11E_HUMAN	tr|I3N096|I3N096_ICTTR
OG0000376	sp|Q86T26|TM11B_HUMAN	tr|I3NFY4|I3NFY4_ICTTR, tr|I3N9L3|I3N9L3_ICTTR, tr|I3N1F8|I3N1F8_ICTTR
OG0000377	sp|P22532|SPR2D_HUMAN, sp|Q96RM1|SPR2F_HUMAN, sp|P22531|SPR2E_HUMAN, sp|P35326|SPR2A_HUMAN, sp|P35325|SPR2B_HUMAN	tr|I3MBR9|I3MBR9_ICTTR
OG0000379	sp|P26038|MOES_HUMAN	tr|I3MKT8|I3MKT8_ICTTR
OG0000379	sp|P35241|RADI_HUMAN	tr|I3M2R8|I3M2R8_ICTTR
OG0000379	sp|P15311|EZRI_HUMAN	tr|A0A287D914|A0A287D914_ICTTR
OG0000380	sp|P51793|CLCN4_HUMAN	tr|A0A287CUE6|A0A287CUE6_ICTTR
OG0000380	sp|P51790|CLCN3_HUMAN	tr|A0A287D4S7|A0A287D4S7_ICTTR
OG0000380	sp|P51795|CLCN5_HUMAN	tr|I3MKY0|I3MKY0_ICTTR
OG0000382	sp|Q9UHP7|CLC2D_HUMAN, sp|Q92478|CLC2B_HUMAN, sp|Q6UVW9|CLC2A_HUMAN, sp|Q8IZS7|CLCL1_HUMAN, sp|Q07108|CD69_HUMAN	tr|I3N4W9|I3N4W9_ICTTR
OG0000383	sp|P35555|FBN1_HUMAN	tr|I3MAN5|I3MAN5_ICTTR
OG0000383	sp|P35556|FBN2_HUMAN	tr|I3LW66|I3LW66_ICTTR
OG0000383	sp|Q75N90|FBN3_HUMAN	tr|I3M2L6|I3M2L6_ICTTR
OG0000384	sp|Q9H7M6|ZSWM4_HUMAN	tr|I3NH07|I3NH07_ICTTR
OG0000384	sp|Q9HCJ5|ZSWM6_HUMAN	tr|I3MVG8|I3MVG8_ICTTR
OG0000384	sp|Q9P217|ZSWM5_HUMAN	tr|I3M837|I3M837_ICTTR
OG0000385	sp|Q01082|SPTB2_HUMAN	tr|I3M6R6|I3M6R6_ICTTR
OG0000385	sp|P11277|SPTB1_HUMAN	tr|I3MF47|I3MF47_ICTTR
OG0000385	sp|O15020|SPTN2_HUMAN	tr|A0A287CYG2|A0A287CYG2_ICTTR
OG0000386	sp|P08237|PFKAM_HUMAN	tr|I3LZH5|I3LZH5_ICTTR
OG0000386	sp|P17858|PFKAL_HUMAN	tr|I3NDY4|I3NDY4_ICTTR
OG0000386	sp|Q01813|PFKAP_HUMAN	tr|A0A287CT41|A0A287CT41_ICTTR
OG0000387	sp|P63104|1433Z_HUMAN	tr|A0A287CSB4|A0A287CSB4_ICTTR
OG0000387	sp|P31946|1433B_HUMAN	tr|I3M2U6|I3M2U6_ICTTR
OG0000387	sp|P27348|1433T_HUMAN	tr|I3N206|I3N206_ICTTR
OG0000388	sp|Q15172|2A5A_HUMAN	tr|I3ML95|I3ML95_ICTTR
OG0000388	sp|Q16537|2A5E_HUMAN	tr|I3MWF3|I3MWF3_ICTTR
OG0000388	sp|Q15173|2A5B_HUMAN	tr|I3N945|I3N945_ICTTR
OG0000389	sp|Q8TBE7|S35G2_HUMAN, sp|P0C7Q6|S35G6_HUMAN, sp|Q8N808|S35G3_HUMAN, sp|Q96KT7|S35G5_HUMAN, sp|P0C7Q5|S35G4_HUMAN	tr|I3N687|I3N687_ICTTR
OG0000390	sp|P49335|PO3F4_HUMAN	tr|I3MX42|I3MX42_ICTTR
OG0000390	sp|P20264|PO3F3_HUMAN, sp|Q03052|PO3F1_HUMAN, sp|P20265|PO3F2_HUMAN	tr|A0A287D6E9|A0A287D6E9_ICTTR
OG0000392	sp|P04406|G3P_HUMAN	tr|A0A287D7U6|A0A287D7U6_ICTTR, tr|I3NFE7|I3NFE7_ICTTR, tr|I3M9Y0|I3M9Y0_ICTTR
OG0000392	sp|O14556|G3PT_HUMAN	tr|I3M9K1|I3M9K1_ICTTR
OG0000393	sp|Q13303|KCAB2_HUMAN	tr|A0A287CUL0|A0A287CUL0_ICTTR
OG0000393	sp|Q14722|KCAB1_HUMAN	tr|I3NGK8|I3NGK8_ICTTR
OG0000393	sp|O43448|KCAB3_HUMAN	tr|I3LW20|I3LW20_ICTTR
OG0000394	tr|A0A0G2JQZ4|A0A0G2JQZ4_HUMAN	tr|A0A287CSD2|A0A287CSD2_ICTTR
OG0000394	sp|P10635|CP2D6_HUMAN, sp|A0A087X1C5|CP2D7_HUMAN, tr|A0A1B0GTQ1|A0A1B0GTQ1_HUMAN	tr|A0A287CUB7|A0A287CUB7_ICTTR
OG0000395	tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN, sp|P0DPK3|NT2NB_HUMAN, sp|Q04721|NOTC2_HUMAN	tr|I3M4N5|I3M4N5_ICTTR
OG0000396	sp|A8MTJ3|GNAT3_HUMAN	tr|I3NCI9|I3NCI9_ICTTR
OG0000396	sp|P11488|GNAT1_HUMAN	tr|I3MR28|I3MR28_ICTTR
OG0000396	sp|P19087|GNAT2_HUMAN	tr|I3MC55|I3MC55_ICTTR
OG0000397	sp|O75914|PAK3_HUMAN	tr|I3MDM0|I3MDM0_ICTTR
OG0000397	sp|Q13153|PAK1_HUMAN	tr|I3MJT6|I3MJT6_ICTTR
OG0000397	sp|Q13177|PAK2_HUMAN	tr|I3MBB1|I3MBB1_ICTTR
OG0000398	sp|Q9NYQ8|FAT2_HUMAN	tr|I3MSK8|I3MSK8_ICTTR
OG0000398	sp|Q14517|FAT1_HUMAN	tr|A0A287D679|A0A287D679_ICTTR
OG0000398	sp|Q8TDW7|FAT3_HUMAN	tr|I3MCD6|I3MCD6_ICTTR
OG0000399	sp|P11217|PYGM_HUMAN	tr|A0A287CTI2|A0A287CTI2_ICTTR
OG0000399	sp|P06737|PYGL_HUMAN	tr|I3MIB4|I3MIB4_ICTTR
OG0000399	sp|P11216|PYGB_HUMAN	tr|I3MMU1|I3MMU1_ICTTR
OG0000400	sp|P54762|EPHB1_HUMAN	tr|I3MNQ6|I3MNQ6_ICTTR
OG0000400	sp|P29323|EPHB2_HUMAN	tr|A0A287CYD4|A0A287CYD4_ICTTR
OG0000400	sp|P54753|EPHB3_HUMAN	tr|A0A287D8R9|A0A287D8R9_ICTTR
OG0000401	sp|Q9UPR5|NAC2_HUMAN	tr|A0A287CS53|A0A287CS53_ICTTR
OG0000401	sp|P32418|NAC1_HUMAN	tr|A0A287D314|A0A287D314_ICTTR
OG0000401	sp|P57103|NAC3_HUMAN	tr|I3M388|I3M388_ICTTR
OG0000402	sp|P50570|DYN2_HUMAN	tr|I3MZB5|I3MZB5_ICTTR
OG0000402	sp|Q9UQ16|DYN3_HUMAN	tr|I3MA70|I3MA70_ICTTR
OG0000402	sp|Q05193|DYN1_HUMAN	tr|A0A287D7M6|A0A287D7M6_ICTTR
OG0000403	sp|Q8N6M8|IQCF1_HUMAN	tr|I3N105|I3N105_ICTTR
OG0000403	sp|Q8IXL9|IQCF2_HUMAN, sp|P0C7M6|IQCF3_HUMAN, sp|A8MTL0|IQCF5_HUMAN	tr|I3MTX4|I3MTX4_ICTTR
OG0000404	sp|Q14689|DIP2A_HUMAN	tr|I3N6H3|I3N6H3_ICTTR
OG0000404	sp|Q9P265|DIP2B_HUMAN	tr|I3M360|I3M360_ICTTR
OG0000404	sp|Q9Y2E4|DIP2C_HUMAN	tr|I3MIZ5|I3MIZ5_ICTTR
OG0000405	sp|P20702|ITAX_HUMAN	tr|I3M1W1|I3M1W1_ICTTR
OG0000405	sp|Q13349|ITAD_HUMAN	tr|I3NER3|I3NER3_ICTTR
OG0000405	sp|P11215|ITAM_HUMAN	tr|I3M1T4|I3M1T4_ICTTR
OG0000406	sp|P13796|PLSL_HUMAN	tr|A0A287D8Z3|A0A287D8Z3_ICTTR
OG0000406	sp|P13797|PLST_HUMAN	tr|I3M802|I3M802_ICTTR
OG0000406	sp|Q14651|PLSI_HUMAN	tr|I3NDK8|I3NDK8_ICTTR
OG0000407	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A287D790|A0A287D790_ICTTR
OG0000407	sp|Q9ULC5|ACSL5_HUMAN	tr|I3MLS6|I3MLS6_ICTTR
OG0000407	sp|P33121|ACSL1_HUMAN	tr|I3MCT6|I3MCT6_ICTTR
OG0000408	sp|Q9NSI6|BRWD1_HUMAN	tr|I3NE06|I3NE06_ICTTR
OG0000408	sp|Q6RI45|BRWD3_HUMAN	tr|A0A287DB99|A0A287DB99_ICTTR
OG0000408	sp|Q8WWQ0|PHIP_HUMAN	tr|I3N825|I3N825_ICTTR
OG0000409	sp|P01911|DRB1_HUMAN, sp|P13762|DRB4_HUMAN, sp|Q30154|DRB5_HUMAN, sp|P79483|DRB3_HUMAN	tr|I3MDX8|I3MDX8_ICTTR, tr|A0A287DB71|A0A287DB71_ICTTR
OG0000410	sp|O94953|KDM4B_HUMAN	tr|A0A287CYE8|A0A287CYE8_ICTTR
OG0000410	sp|Q9H3R0|KDM4C_HUMAN	tr|I3M7L2|I3M7L2_ICTTR
OG0000410	sp|O75164|KDM4A_HUMAN	tr|I3MG07|I3MG07_ICTTR
OG0000411	sp|Q16281|CNGA3_HUMAN	tr|A0A287DG27|A0A287DG27_ICTTR
OG0000411	sp|Q16280|CNGA2_HUMAN	tr|I3N7E1|I3N7E1_ICTTR
OG0000411	sp|P29973|CNGA1_HUMAN	tr|I3LYA9|I3LYA9_ICTTR
OG0000412	sp|P14867|GBRA1_HUMAN	tr|I3MYA1|I3MYA1_ICTTR
OG0000412	sp|P31644|GBRA5_HUMAN	tr|A0A287D9U0|A0A287D9U0_ICTTR
OG0000412	sp|P47869|GBRA2_HUMAN	tr|I3M4U3|I3M4U3_ICTTR
OG0000413	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|I3N0F3|I3N0F3_ICTTR, tr|I3NHA3|I3NHA3_ICTTR, tr|I3N1W1|I3N1W1_ICTTR, tr|I3MM78|I3MM78_ICTTR
OG0000414	sp|Q13002|GRIK2_HUMAN	tr|I3MFS2|I3MFS2_ICTTR
OG0000414	sp|P39086|GRIK1_HUMAN	tr|A0A287D5R4|A0A287D5R4_ICTTR
OG0000414	sp|Q13003|GRIK3_HUMAN	tr|I3MFW3|I3MFW3_ICTTR
OG0000415	sp|Q96GS6|AB17A_HUMAN	tr|A0A287DCF9|A0A287DCF9_ICTTR
OG0000415	sp|Q6PCB6|AB17C_HUMAN	tr|I3MWF9|I3MWF9_ICTTR
OG0000415	sp|Q5VST6|AB17B_HUMAN	tr|I3M4N2|I3M4N2_ICTTR
OG0000416	sp|Q08209|PP2BA_HUMAN	tr|I3MI03|I3MI03_ICTTR
OG0000416	sp|P16298|PP2BB_HUMAN	tr|A0A287DGH3|A0A287DGH3_ICTTR
OG0000416	sp|P48454|PP2BC_HUMAN	tr|I3MS66|I3MS66_ICTTR
OG0000417	sp|O60911|CATL2_HUMAN	tr|I3MAI4|I3MAI4_ICTTR
OG0000417	sp|Q5NE16|CATL3_HUMAN, sp|P07711|CATL1_HUMAN	tr|I3NG90|I3NG90_ICTTR, tr|I3MPU7|I3MPU7_ICTTR
OG0000418	sp|O15195|VILL_HUMAN	tr|I3LYR0|I3LYR0_ICTTR
OG0000418	sp|O75366|AVIL_HUMAN	tr|I3LY37|I3LY37_ICTTR
OG0000418	sp|P09327|VILI_HUMAN	tr|I3MSG2|I3MSG2_ICTTR
OG0000419	sp|P13631|RARG_HUMAN	tr|I3N6K5|I3N6K5_ICTTR
OG0000419	sp|P10276|RARA_HUMAN	tr|I3M4V2|I3M4V2_ICTTR
OG0000419	sp|P10826|RARB_HUMAN	tr|I3MAT4|I3MAT4_ICTTR
OG0000420	tr|A0A2R8Y422|A0A2R8Y422_HUMAN	tr|I3N5M0|I3N5M0_ICTTR
OG0000420	sp|P0CG47|UBB_HUMAN, sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN	tr|I3MDS7|I3MDS7_ICTTR
OG0000421	sp|P60763|RAC3_HUMAN	tr|I3MM44|I3MM44_ICTTR
OG0000421	sp|P63000|RAC1_HUMAN	tr|I3M8I6|I3M8I6_ICTTR
OG0000421	sp|P15153|RAC2_HUMAN	tr|I3MXN8|I3MXN8_ICTTR
OG0000422	sp|P51451|BLK_HUMAN	tr|I3LX27|I3LX27_ICTTR
OG0000422	sp|P08631|HCK_HUMAN	tr|I3M562|I3M562_ICTTR
OG0000422	sp|P07948|LYN_HUMAN	tr|A0A287D7G8|A0A287D7G8_ICTTR
OG0000423	sp|P45983|MK08_HUMAN	tr|I3MJI4|I3MJI4_ICTTR
OG0000423	sp|P45984|MK09_HUMAN	tr|A0A287DAT2|A0A287DAT2_ICTTR
OG0000423	sp|P53779|MK10_HUMAN	tr|I3LZ97|I3LZ97_ICTTR
OG0000424	sp|Q9BXE9|VN1R3_HUMAN, sp|Q9GZP7|VN1R1_HUMAN, sp|Q8NFZ6|VN1R2_HUMAN, sp|Q7Z5H5|VN1R4_HUMAN	tr|A0A287DER9|A0A287DER9_ICTTR, tr|A0A287CW74|A0A287CW74_ICTTR
OG0000425	sp|Q8WVV5|BT2A2_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN	tr|I3MI54|I3MI54_ICTTR
OG0000426	sp|P47755|CAZA2_HUMAN	tr|I3N7P4|I3N7P4_ICTTR
OG0000426	sp|P52907|CAZA1_HUMAN	tr|A0A287DDF8|A0A287DDF8_ICTTR, tr|A0A287D439|A0A287D439_ICTTR, tr|I3MQN0|I3MQN0_ICTTR
OG0000427	sp|P21802|FGFR2_HUMAN	tr|I3M3D7|I3M3D7_ICTTR
OG0000427	sp|P11362|FGFR1_HUMAN	tr|A0A287D0Q7|A0A287D0Q7_ICTTR
OG0000427	sp|P22607|FGFR3_HUMAN	tr|A0A287DGH2|A0A287DGH2_ICTTR
OG0000428	sp|Q9ULC4|MCTS1_HUMAN	tr|A0A287D8E1|A0A287D8E1_ICTTR
OG0000428	sp|A0A3B3IRV3|MCTS2_HUMAN	tr|A0A287CVM8|A0A287CVM8_ICTTR, tr|A0A287CVZ1|A0A287CVZ1_ICTTR, tr|I3MVB7|I3MVB7_ICTTR
OG0000429	sp|A6NNY8|UBP27_HUMAN	tr|I3MYT6|I3MYT6_ICTTR
OG0000429	sp|Q9UPT9|UBP22_HUMAN	tr|I3N6U4|I3N6U4_ICTTR
OG0000429	sp|Q70EK9|UBP51_HUMAN	tr|I3MRB9|I3MRB9_ICTTR
OG0000430	sp|Q5JSL3|DOC11_HUMAN	tr|A0A287CZQ6|A0A287CZQ6_ICTTR
OG0000430	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A287DG98|A0A287DG98_ICTTR
OG0000430	sp|Q96BY6|DOC10_HUMAN	tr|I3NE11|I3NE11_ICTTR
OG0000431	sp|P31751|AKT2_HUMAN	tr|I3M1D1|I3M1D1_ICTTR
OG0000431	sp|P31749|AKT1_HUMAN	tr|A0A287D4L0|A0A287D4L0_ICTTR
OG0000431	sp|Q9Y243|AKT3_HUMAN	tr|I3MFT2|I3MFT2_ICTTR
OG0000432	sp|P02042|HBD_HUMAN, sp|P68871|HBB_HUMAN	tr|I3MW48|I3MW48_ICTTR, tr|I3N507|I3N507_ICTTR, tr|A0A287CUK4|A0A287CUK4_ICTTR, tr|I3N2T5|I3N2T5_ICTTR
OG0000433	sp|Q8NB66|UN13C_HUMAN	tr|I3MV42|I3MV42_ICTTR
OG0000433	sp|Q9UPW8|UN13A_HUMAN	tr|A0A287DF22|A0A287DF22_ICTTR
OG0000433	sp|O14795|UN13B_HUMAN	tr|A0A287DDS6|A0A287DDS6_ICTTR
OG0000434	sp|Q8NGR1|O13A1_HUMAN	tr|A0A287DG91|A0A287DG91_ICTTR
