Orthogroup	Homo_sapiens	Microcebus_murinus
OG0001757	sp|P57078|RIPK4_HUMAN, sp|Q8NFD2|ANKK1_HUMAN	tr|A0A8C5VGF3|A0A8C5VGF3_MICMU
OG0001758	sp|Q69YG0|TMM42_HUMAN	tr|A0A8C5VK41|A0A8C5VK41_MICMU, tr|A0A8B7GRD5|A0A8B7GRD5_MICMU
OG0001759	sp|Q8IVJ1|S41A1_HUMAN, sp|Q96GZ6|S41A3_HUMAN	tr|A0A8C5VMK7|A0A8C5VMK7_MICMU
OG0001760	sp|Q9UHD1|CHRD1_HUMAN	tr|A0A8C5YB47|A0A8C5YB47_MICMU, tr|A0A8C5W225|A0A8C5W225_MICMU
OG0001761	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A8C5VQG1|A0A8C5VQG1_MICMU, tr|A0A8C5VPW0|A0A8C5VPW0_MICMU
OG0001762	sp|A8MT69|CENPX_HUMAN	tr|A0A8C5Y512|A0A8C5Y512_MICMU, tr|A0A8C5YBJ4|A0A8C5YBJ4_MICMU
OG0001763	sp|O43760|SNG2_HUMAN, sp|A8MWL6|SNG2L_HUMAN	tr|A0A8B7FSS3|A0A8B7FSS3_MICMU
OG0001764	sp|O95394|AGM1_HUMAN	tr|A0A8B7GNX9|A0A8B7GNX9_MICMU, tr|A0A8C5VMS7|A0A8C5VMS7_MICMU
OG0001765	sp|P11182|ODB2_HUMAN	tr|A0A8C5VBZ9|A0A8C5VBZ9_MICMU, tr|A0A8C5XLB4|A0A8C5XLB4_MICMU
OG0001766	sp|Q8TEW0|PARD3_HUMAN	tr|A0A8C5XNV3|A0A8C5XNV3_MICMU, tr|A0A8B7GEZ5|A0A8B7GEZ5_MICMU
OG0001767	sp|Q9Y262|EIF3L_HUMAN	tr|A0A8C5XWZ3|A0A8C5XWZ3_MICMU, tr|A0A8C5XR58|A0A8C5XR58_MICMU
OG0001768	sp|Q9Y530|OARD1_HUMAN	tr|A0A8C5XNE8|A0A8C5XNE8_MICMU, tr|A0A8B7G2G2|A0A8B7G2G2_MICMU
OG0001769	sp|P24863|CCNC_HUMAN	tr|A0A8C5Y8B3|A0A8C5Y8B3_MICMU, tr|A0A8B7EI27|A0A8B7EI27_MICMU
OG0001770	sp|P51589|CP2J2_HUMAN	tr|A0A8C5UUK0|A0A8C5UUK0_MICMU, tr|A0A8B7HRR7|A0A8B7HRR7_MICMU
OG0001771	sp|Q5GH77|XKR3_HUMAN, sp|Q6PP77|XKR2_HUMAN	tr|A0A8B7GIY6|A0A8B7GIY6_MICMU
OG0001772	sp|Q6ZN55|ZN574_HUMAN, sp|Q8TF50|ZN526_HUMAN	tr|A0A8C5XLK3|A0A8C5XLK3_MICMU
OG0001773	sp|Q7RTZ1|OVCH2_HUMAN, sp|Q7RTY7|OVCH1_HUMAN	tr|A0A8C5UMI3|A0A8C5UMI3_MICMU
OG0001774	sp|Q8N427|TXND3_HUMAN, sp|Q86XW9|TXND6_HUMAN	tr|A0A8C5UT78|A0A8C5UT78_MICMU
OG0001775	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A8C5YFD4|A0A8C5YFD4_MICMU, tr|A0A8B7H6T5|A0A8B7H6T5_MICMU
OG0001776	sp|Q96JK4|HIPL1_HUMAN, sp|Q6UWX4|HIPL2_HUMAN	tr|A0A8C5YFQ7|A0A8C5YFQ7_MICMU
OG0001777	sp|Q9H981|ARP8_HUMAN	tr|A0A8B7GUM0|A0A8B7GUM0_MICMU, tr|A0A8C5W8V7|A0A8C5W8V7_MICMU
OG0001778	sp|Q8WXX7|AUTS2_HUMAN, sp|Q9HCM7|FBSL_HUMAN	tr|A0A8B7GC78|A0A8B7GC78_MICMU
OG0001780	sp|O15217|GSTA4_HUMAN	tr|A0A8C5V960|A0A8C5V960_MICMU, tr|A0A8C5VR68|A0A8C5VR68_MICMU
OG0001781	sp|O95178|NDUB2_HUMAN	tr|A0A8C5UQN0|A0A8C5UQN0_MICMU, tr|A0A8C5VFA0|A0A8C5VFA0_MICMU
OG0001783	sp|P18846|ATF1_HUMAN	tr|A0A8B7G6Q3|A0A8B7G6Q3_MICMU, tr|A0A8C6EKE8|A0A8C6EKE8_MICMU
OG0001784	sp|P78362|SRPK2_HUMAN	tr|A0A8B7F2Z6|A0A8B7F2Z6_MICMU, tr|A0A8C5VDR2|A0A8C5VDR2_MICMU
OG0001785	sp|O00358|FOXE1_HUMAN, sp|Q13461|FOXE3_HUMAN	tr|A0A8C5VNC4|A0A8C5VNC4_MICMU
OG0001787	sp|Q8NA72|POC5_HUMAN	tr|A0A8C5W635|A0A8C5W635_MICMU, tr|A0A8C5XLL2|A0A8C5XLL2_MICMU
OG0001788	sp|Q969P5|FBX32_HUMAN, sp|Q8TCJ0|FBX25_HUMAN	tr|A0A8C5Y6Y3|A0A8C5Y6Y3_MICMU
OG0001789	sp|Q96D09|GASP2_HUMAN, sp|Q5JY77|GASP1_HUMAN	tr|A0A8B7WYK2|A0A8B7WYK2_MICMU
OG0001790	sp|Q12889|OVGP1_HUMAN, sp|Q9BZP6|CHIA_HUMAN	tr|A0A8C5UZP9|A0A8C5UZP9_MICMU
OG0001791	sp|Q07283|TRHY_HUMAN, sp|P04271|S100B_HUMAN	tr|A0A8C5VXX0|A0A8C5VXX0_MICMU
OG0001792	sp|Q13562|NDF1_HUMAN, sp|Q9HD90|NDF4_HUMAN	tr|A0A8B7HVI8|A0A8B7HVI8_MICMU
OG0001793	sp|Q8NEA9|GMCL2_HUMAN, sp|Q96IK5|GMCL1_HUMAN	tr|A0A8B7FBM3|A0A8B7FBM3_MICMU
OG0001794	sp|Q8TC76|F110B_HUMAN, sp|Q9BQ89|F110A_HUMAN	tr|A0A8B7XBG6|A0A8B7XBG6_MICMU
OG0001795	sp|Q9NPH6|OBP2B_HUMAN, sp|Q9NY56|OBP2A_HUMAN	tr|A0A8C5YBA3|A0A8C5YBA3_MICMU
OG0001796	sp|Q9UJX3|APC7_HUMAN	tr|A0A8C5UQL8|A0A8C5UQL8_MICMU, tr|A0A8C5XFI5|A0A8C5XFI5_MICMU
OG0001797	sp|Q9Y281|COF2_HUMAN	tr|A0A8C5XMS4|A0A8C5XMS4_MICMU, tr|A0A8C5VVJ1|A0A8C5VVJ1_MICMU
OG0001798	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A8C5W653|A0A8C5W653_MICMU, tr|A0A8C5W4J1|A0A8C5W4J1_MICMU
OG0001799	sp|Q9NZS2|KLRF1_HUMAN, sp|D3W0D1|KLRF2_HUMAN	tr|A0A8C6EKX1|A0A8C6EKX1_MICMU
OG0001800	sp|O75312|ZPR1_HUMAN	tr|A0A8C5W3C2|A0A8C5W3C2_MICMU, tr|A0A8C5UM88|A0A8C5UM88_MICMU
OG0001801	sp|P09669|COX6C_HUMAN	tr|A0A8C5Y1M2|A0A8C5Y1M2_MICMU, tr|A0A8B7XBX7|A0A8B7XBX7_MICMU
OG0001802	sp|P0C862|C1T9A_HUMAN, sp|B2RNN3|C1T9B_HUMAN	tr|A0A3B0INY4|A0A3B0INY4_MICMU
OG0001803	sp|P32754|HPPD_HUMAN, sp|Q96IR7|HPDL_HUMAN	tr|A0A8C5V0W8|A0A8C5V0W8_MICMU
OG0001804	sp|Q10587|TEF_HUMAN	tr|A0A8C5VVM9|A0A8C5VVM9_MICMU, tr|A0A8B7EQL5|A0A8B7EQL5_MICMU
OG0001805	sp|Q5JU69|TOR2A_HUMAN, sp|Q9NXH8|TOR4A_HUMAN	tr|A0A8B7GVE1|A0A8B7GVE1_MICMU
OG0001806	sp|Q6P1M9|ARMX5_HUMAN, sp|Q6PI77|BHLH9_HUMAN	tr|A0A8C5V2L6|A0A8C5V2L6_MICMU
OG0001807	sp|Q86UQ0|ZN589_HUMAN, sp|Q6P1L6|ZN343_HUMAN	tr|A0A8C5XYJ5|A0A8C5XYJ5_MICMU
OG0001808	sp|Q8N9Y4|F181A_HUMAN, sp|A6NEQ2|F181B_HUMAN	tr|A0A8C5Y0Y7|A0A8C5Y0Y7_MICMU
OG0001810	sp|Q969G6|RIFK_HUMAN	tr|A0A8C5W037|A0A8C5W037_MICMU, tr|A0A8C6EKZ6|A0A8C6EKZ6_MICMU
OG0001811	sp|Q99986|VRK1_HUMAN	tr|A0A8C5VEP2|A0A8C5VEP2_MICMU, tr|A0A8C5XP01|A0A8C5XP01_MICMU
OG0001812	sp|Q8N4N8|KIF2B_HUMAN, sp|O00139|KIF2A_HUMAN	tr|A0A8B7HP07|A0A8B7HP07_MICMU
OG0001813	sp|P20265|PO3F2_HUMAN, sp|P49335|PO3F4_HUMAN	tr|A0A8B7EHM9|A0A8B7EHM9_MICMU
OG0001814	sp|Q6GPH6|IPIL1_HUMAN, sp|Q8IWB1|IPRI_HUMAN	tr|A0A8B7HW52|A0A8B7HW52_MICMU
OG0001815	sp|Q9Y267|S22AE_HUMAN, sp|Q8TCC7|S22A8_HUMAN	tr|A0A8B7HD13|A0A8B7HD13_MICMU
OG0001816	sp|Q9BRT2|UQCC2_HUMAN	tr|A0A8B7F301|A0A8B7F301_MICMU, tr|A0A8C5YER0|A0A8C5YER0_MICMU
OG0001817	sp|Q9H6X2|ANTR1_HUMAN, sp|A6NF34|ANTRL_HUMAN	tr|A0A8C5V9E0|A0A8C5V9E0_MICMU
OG0001818	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN	tr|A0A8C5YC02|A0A8C5YC02_MICMU
OG0001819	sp|P54687|BCAT1_HUMAN	tr|A0A8B7EMD6|A0A8B7EMD6_MICMU, tr|A0A8C5YHC0|A0A8C5YHC0_MICMU
OG0001820	sp|Q8N8Y5|ZFP41_HUMAN, sp|Q96N20|ZN75A_HUMAN	tr|A0A8C5XBX7|A0A8C5XBX7_MICMU
OG0001821	sp|Q9NR71|ASAH2_HUMAN, sp|P0C7U1|ASA2B_HUMAN	tr|A0A8B7G8B3|A0A8B7G8B3_MICMU
OG0001822	sp|Q9Y6M9|NDUB9_HUMAN	tr|A0A8B7HZH3|A0A8B7HZH3_MICMU, tr|A0A8C5XH84|A0A8C5XH84_MICMU
OG0001823	sp|O75153|CLU_HUMAN, sp|Q96NS8|CLUP3_HUMAN	tr|A0A8C5XMB0|A0A8C5XMB0_MICMU
OG0001824	sp|P16989|YBOX3_HUMAN	tr|A0A8B7ERP4|A0A8B7ERP4_MICMU, tr|A0A8C5XLY2|A0A8C5XLY2_MICMU
OG0001825	sp|Q8NCA9|ZN784_HUMAN, sp|Q5EBL2|ZN628_HUMAN	tr|A0A8C5VTR3|A0A8C5VTR3_MICMU
OG0001826	sp|Q96FL8|S47A1_HUMAN, sp|Q86VL8|S47A2_HUMAN	tr|A0A8B7F6H2|A0A8B7F6H2_MICMU
OG0001827	sp|Q8WZ33|MAFIP_HUMAN, sp|Q8WW24|TEKT4_HUMAN	tr|A0A8C5XP13|A0A8C5XP13_MICMU
OG0001828	sp|Q9BYG8|GSDMC_HUMAN, sp|Q96QA5|GSDMA_HUMAN	tr|A0A8B7GGD1|A0A8B7GGD1_MICMU
OG0001829	sp|Q9H324|ATS10_HUMAN, sp|Q9UKP5|ATS6_HUMAN	tr|A0A8B7HRI5|A0A8B7HRI5_MICMU
OG0001830	sp|O60294|TYW4_HUMAN, sp|Q9UIC8|LCMT1_HUMAN	tr|A0A8B7HEY0|A0A8B7HEY0_MICMU
OG0001831	sp|P60228|EIF3E_HUMAN	tr|A0A8C5XNF2|A0A8C5XNF2_MICMU, tr|A0A8C5W9C1|A0A8C5W9C1_MICMU
OG0001832	sp|Q8NB59|SYT14_HUMAN, sp|Q58G82|SY14L_HUMAN	tr|A0A8B7HIK9|A0A8B7HIK9_MICMU
OG0001833	sp|Q7L513|FCRLA_HUMAN, sp|Q6DN72|FCRL6_HUMAN	tr|A0A8C5VXU7|A0A8C5VXU7_MICMU
OG0001834	sp|Q86XS8|GOLI_HUMAN	tr|A0A8C5Y8Y7|A0A8C5Y8Y7_MICMU, tr|A0A8B7I3Z1|A0A8B7I3Z1_MICMU
OG0001835	sp|Q9H1F0|WF10A_HUMAN, sp|Q8IUB3|WF10B_HUMAN	tr|A0A8C5XE84|A0A8C5XE84_MICMU
OG0001837	sp|Q96EK6|GNA1_HUMAN	tr|A0A8C5V5W6|A0A8C5V5W6_MICMU, tr|A0A8C5W7L8|A0A8C5W7L8_MICMU
OG0001838	sp|Q8TF39|ZN483_HUMAN, sp|Q9UL58|ZN215_HUMAN	tr|A0A8C5XDC4|A0A8C5XDC4_MICMU
OG0001839	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A8C5VN71|A0A8C5VN71_MICMU, tr|A0A8B7FND3|A0A8B7FND3_MICMU
OG0001840	sp|P37108|SRP14_HUMAN	tr|A0A8B7GGE3|A0A8B7GGE3_MICMU, tr|A0A8C5YHX9|A0A8C5YHX9_MICMU
OG0001841	sp|Q5JRA6|TGO1_HUMAN, sp|Q9BXG8|SPZ1_HUMAN	tr|A0A8C5XLW2|A0A8C5XLW2_MICMU
OG0001842	sp|Q8NAV1|PR38A_HUMAN	tr|A0A8C5Y439|A0A8C5Y439_MICMU, tr|A0A8C5XEA4|A0A8C5XEA4_MICMU
OG0001843	sp|Q9BYC5|FUT8_HUMAN	tr|A0A8B7H947|A0A8B7H947_MICMU, tr|A0A8C5VFN7|A0A8C5VFN7_MICMU
OG0001844	sp|Q9Y4E1|WAC2C_HUMAN, sp|Q641Q2|WAC2A_HUMAN	tr|A0A8C5W624|A0A8C5W624_MICMU
OG0001845	sp|O60397|COX7S_HUMAN, sp|P14406|CX7A2_HUMAN	tr|A0A8C5V3Y3|A0A8C5V3Y3_MICMU
OG0001846	sp|Q9H5H4|ZN768_HUMAN, sp|P0CJ78|ZN865_HUMAN	tr|A0A8C5Y8L2|A0A8C5Y8L2_MICMU
OG0001847	sp|P82673|RT35_HUMAN	tr|A0A8C5YBE8|A0A8C5YBE8_MICMU, tr|A0A8C5XF57|A0A8C5XF57_MICMU
OG0001848	sp|Q15149|PLEC_HUMAN, sp|P58107|EPIPL_HUMAN	tr|A0A8B7G0P3|A0A8B7G0P3_MICMU
OG0001849	sp|Q9GZX7|AICDA_HUMAN, sp|Q6NTF7|ABC3H_HUMAN	tr|A0A8C5Y5K4|A0A8C5Y5K4_MICMU
OG0001850	sp|Q75MW2|ZN767_HUMAN, sp|Q6NUN9|ZN746_HUMAN	tr|A0A8C5Y2L8|A0A8C5Y2L8_MICMU
OG0001851	sp|Q8WUJ0|STYX_HUMAN	tr|A0A8C5VR25|A0A8C5VR25_MICMU, tr|A0A8C5Y8U1|A0A8C5Y8U1_MICMU
OG0001852	sp|Q96A58|RERG_HUMAN, sp|Q9H628|RERGL_HUMAN	tr|A0A8B7H6S0|A0A8B7H6S0_MICMU
OG0001853	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A8B7HB39|A0A8B7HB39_MICMU, tr|A0A8C6EED8|A0A8C6EED8_MICMU
OG0001855	sp|P51114|FXR1_HUMAN	tr|A0A8C5VYU1|A0A8C5VYU1_MICMU, tr|A0A8C5YJV3|A0A8C5YJV3_MICMU
OG0001856	sp|P62861|RS30_HUMAN, sp|A6NDN8|UBIML_HUMAN	tr|A0A8C5V4F4|A0A8C5V4F4_MICMU
OG0001857	sp|Q86UE4|LYRIC_HUMAN	tr|A0A8C5UZI6|A0A8C5UZI6_MICMU, tr|A0A8C5W554|A0A8C5W554_MICMU
OG0001858	sp|Q8N944|AMER3_HUMAN, sp|Q8N7J2|AMER2_HUMAN	tr|A0A8C5YC54|A0A8C5YC54_MICMU
OG0001859	sp|P0CF97|F200B_HUMAN, sp|Q8TCP9|F200A_HUMAN	tr|A0A8B7EHD1|A0A8B7EHD1_MICMU
OG0001860	sp|Q9UNH6|SNX7_HUMAN	tr|A0A8C5W157|A0A8C5W157_MICMU, tr|A0A8C5VDG3|A0A8C5VDG3_MICMU
OG0001861	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A8C6EKT4|A0A8C6EKT4_MICMU, tr|A0A8C6EM03|A0A8C6EM03_MICMU
OG0001862	sp|O00327|BMAL1_HUMAN	tr|A0A8C5UQ00|A0A8C5UQ00_MICMU, tr|A0A8C5W3B0|A0A8C5W3B0_MICMU
OG0001863	sp|P01024|CO3_HUMAN, sp|Q6ZMU1|C3P1_HUMAN	tr|A0A8C5UL27|A0A8C5UL27_MICMU
OG0001864	sp|Q9H063|MAF1_HUMAN	tr|A0A8C5XJK0|A0A8C5XJK0_MICMU, tr|A0A8C5YEI3|A0A8C5YEI3_MICMU
OG0001865	sp|Q9H079|KTBL1_HUMAN	tr|A0A8B7EUW8|A0A8B7EUW8_MICMU, tr|A0A8C5UT36|A0A8C5UT36_MICMU
OG0001866	sp|P08294|SODE_HUMAN, sp|P00441|SODC_HUMAN	tr|A0A8B7HGU6|A0A8B7HGU6_MICMU
OG0001867	sp|P23610|HAP40_HUMAN	tr|A0A8C5YDW0|A0A8C5YDW0_MICMU, tr|A0A8C5W4V4|A0A8C5W4V4_MICMU
OG0001868	sp|Q7Z5H4|VN1R5_HUMAN, sp|Q8TDU5|VNRL4_HUMAN	tr|A0A8C5XRE7|A0A8C5XRE7_MICMU
OG0001869	sp|Q8NC51|PAIRB_HUMAN	tr|A0A8C5W7Z4|A0A8C5W7Z4_MICMU, tr|A0A8B7GIJ5|A0A8B7GIJ5_MICMU
OG0001870	sp|Q96RE7|NACC1_HUMAN	tr|A0A8C5YAG9|A0A8C5YAG9_MICMU, tr|A0A8C6EK54|A0A8C6EK54_MICMU
OG0001871	sp|Q9NUL3|STAU2_HUMAN	tr|A0A8C5VNS9|A0A8C5VNS9_MICMU, tr|A0A8B7EA66|A0A8B7EA66_MICMU
OG0001872	sp|P0DPB6|RPAC2_HUMAN	tr|A0A8B7EW18|A0A8B7EW18_MICMU, tr|A0A8C5VB57|A0A8C5VB57_MICMU
OG0001873	sp|Q7L190|DPPA4_HUMAN, sp|Q7Z7J5|DPPA2_HUMAN	tr|A0A8B7H7Y8|A0A8B7H7Y8_MICMU
OG0001874	sp|Q5BKY9|F133B_HUMAN, sp|Q8N9E0|F133A_HUMAN	tr|A0A8C5VD64|A0A8C5VD64_MICMU
OG0001875	sp|Q8TDD5|MCLN3_HUMAN, sp|Q9GZU1|MCLN1_HUMAN	tr|A0A8B7F5R2|A0A8B7F5R2_MICMU
OG0001877	sp|P18848|ATF4_HUMAN	tr|A0A8C5Y6Q0|A0A8C5Y6Q0_MICMU, tr|A0A8C5XY04|A0A8C5XY04_MICMU
OG0001878	sp|Q96BM0|I27L1_HUMAN, sp|P40305|IFI27_HUMAN	tr|A0A8C5XU31|A0A8C5XU31_MICMU
OG0001879	sp|P43307|SSRA_HUMAN	tr|A0A8C5YAN3|A0A8C5YAN3_MICMU, tr|A0A8C6EJQ4|A0A8C6EJQ4_MICMU
OG0001880	sp|P51808|DYLT3_HUMAN	tr|A0A8C5VFL1|A0A8C5VFL1_MICMU, tr|A0A8C5XZW5|A0A8C5XZW5_MICMU
OG0001882	sp|Q9Y247|FA50B_HUMAN, sp|Q14320|FA50A_HUMAN	tr|A0A8B7FW93|A0A8B7FW93_MICMU
OG0001883	sp|P15170|ERF3A_HUMAN, sp|Q8IYD1|ERF3B_HUMAN	tr|A0A8C5V7W6|A0A8C5V7W6_MICMU
OG0001884	sp|Q96DU3|SLAF6_HUMAN	tr|A0A8C5V7I4|A0A8C5V7I4_MICMU, tr|A0A8C5XLM5|A0A8C5XLM5_MICMU
OG0001885	sp|Q9UHA7|IL36A_HUMAN, sp|Q9NZH8|IL36G_HUMAN	tr|A0A8C5XEY3|A0A8C5XEY3_MICMU
OG0001886	sp|A6NK89|RASFA_HUMAN, sp|O75901|RASF9_HUMAN	tr|A0A8B7EQA1|A0A8B7EQA1_MICMU
OG0001887	sp|Q07973|CP24A_HUMAN	tr|A0A8C5UQB3|A0A8C5UQB3_MICMU, tr|A0A8C5VTS0|A0A8C5VTS0_MICMU
OG0001888	sp|Q6P3W2|DJC24_HUMAN	tr|A0A8C5UXL3|A0A8C5UXL3_MICMU, tr|A0A8C5V990|A0A8C5V990_MICMU
OG0001889	sp|Q6PI47|KCD18_HUMAN	tr|A0A8B7EIQ3|A0A8B7EIQ3_MICMU, tr|A0A8C5VKX0|A0A8C5VKX0_MICMU
OG0001890	sp|Q9NVH0|EXD2_HUMAN, sp|Q8N9H8|MUT7_HUMAN	tr|A0A8C5V0C1|A0A8C5V0C1_MICMU
OG0001891	sp|Q8WUB8|PHF10_HUMAN	tr|A0A8C5W6C3|A0A8C5W6C3_MICMU, tr|A0A8C5V0B3|A0A8C5V0B3_MICMU
OG0001892	sp|Q96HE9|PRR11_HUMAN	tr|A0A8C5W0D3|A0A8C5W0D3_MICMU, tr|A0A8C5VA55|A0A8C5VA55_MICMU
OG0001893	sp|Q9BXA7|TSSK1_HUMAN, sp|Q96PF2|TSSK2_HUMAN	tr|A0A8C5UZ55|A0A8C5UZ55_MICMU
OG0001894	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A8B7GYL1|A0A8B7GYL1_MICMU, tr|A0A8C5XZ86|A0A8C5XZ86_MICMU
OG0001895	sp|Q9P2J5|SYLC_HUMAN	tr|A0A8C5XP32|A0A8C5XP32_MICMU, tr|A0A8C5V924|A0A8C5V924_MICMU
OG0001896	sp|P0DPB3|SCHI1_HUMAN, sp|B3KU38|IQIP1_HUMAN	tr|A0A8B7X2J8|A0A8B7X2J8_MICMU
OG0001897	sp|Q86W24|NAL14_HUMAN, sp|Q86W25|NAL13_HUMAN	tr|A0A8C5V1B5|A0A8C5V1B5_MICMU
OG0001898	sp|Q969T4|UB2E3_HUMAN	tr|A0A8C6EKC5|A0A8C6EKC5_MICMU, tr|A0A8C5V2I6|A0A8C5V2I6_MICMU
OG0001899	sp|P21730|C5AR1_HUMAN, sp|Q9P296|C5AR2_HUMAN	tr|A0A8C5YDN8|A0A8C5YDN8_MICMU
OG0001900	sp|P28074|PSB5_HUMAN, sp|A5LHX3|PSB11_HUMAN	tr|A0A8B7FI81|A0A8B7FI81_MICMU
OG0001901	sp|P55073|IOD3_HUMAN, sp|P49895|IOD1_HUMAN	tr|A0A8C5VKE0|A0A8C5VKE0_MICMU
OG0001902	sp|Q5VWP2|TET5C_HUMAN, sp|Q8NEK8|TET5D_HUMAN	tr|A0A8C5UKD9|A0A8C5UKD9_MICMU
OG0001903	sp|Q8NFG4|FLCN_HUMAN	tr|A0A8B7WMV5|A0A8B7WMV5_MICMU, tr|A0A8C5W2U2|A0A8C5W2U2_MICMU
OG0001904	sp|Q8TA86|RP9_HUMAN	tr|A0A8C6EKE1|A0A8C6EKE1_MICMU, tr|A0A8C5XEZ6|A0A8C5XEZ6_MICMU
OG0001905	sp|A4GXA9|EME2_HUMAN, sp|Q96AY2|EME1_HUMAN	tr|A0A8B7I671|A0A8B7I671_MICMU
OG0001906	sp|Q96T92|INSM2_HUMAN, sp|Q01101|INSM1_HUMAN	tr|A0A8C5VCH9|A0A8C5VCH9_MICMU
OG0001907	sp|Q9BUL5|PHF23_HUMAN	tr|A0A8C5W9V4|A0A8C5W9V4_MICMU, tr|A0A8C5XRH9|A0A8C5XRH9_MICMU
OG0001908	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A8C5VIT9|A0A8C5VIT9_MICMU, tr|A0A8C5VSI3|A0A8C5VSI3_MICMU
OG0001909	sp|A0A494BZU4|T217B_HUMAN, sp|Q8N7C4|TM217_HUMAN	tr|A0A8C6EGK3|A0A8C6EGK3_MICMU
OG0001910	sp|P62913|RL11_HUMAN	tr|A0A8C5V2Z0|A0A8C5V2Z0_MICMU, tr|A0A8C6EK22|A0A8C6EK22_MICMU
OG0001911	sp|P68543|UBX2A_HUMAN	tr|A0A8C6EGA6|A0A8C6EGA6_MICMU, tr|A0A8B7HZ37|A0A8B7HZ37_MICMU
OG0001912	sp|Q96PH6|DB118_HUMAN, sp|Q30KQ5|DB115_HUMAN	tr|A0A8C5XW91|A0A8C5XW91_MICMU
OG0001913	sp|Q96E66|LRC51_HUMAN, sp|Q53EV4|LRC23_HUMAN	tr|A0A8B7G1K9|A0A8B7G1K9_MICMU
OG0001914	sp|Q8NFR9|I17RE_HUMAN, sp|Q6ZVW7|I17EL_HUMAN	tr|A0A8C5UTA5|A0A8C5UTA5_MICMU
OG0001915	sp|Q7Z422|SZRD1_HUMAN	tr|A0A8C5YEJ9|A0A8C5YEJ9_MICMU, tr|A0A8C5Y5L2|A0A8C5Y5L2_MICMU
OG0001916	sp|Q8N999|CL029_HUMAN	tr|A0A8C5XZ30|A0A8C5XZ30_MICMU, tr|A0A8C5UUF8|A0A8C5UUF8_MICMU
OG0001917	sp|Q96FK6|WDR89_HUMAN, sp|Q8NFH3|NUP43_HUMAN	tr|A0A8B7FZY6|A0A8B7FZY6_MICMU
OG0001918	sp|Q8TEZ7|PAQR8_HUMAN, sp|Q86WK9|PAQR7_HUMAN	tr|A0A8C5XTZ0|A0A8C5XTZ0_MICMU
OG0001919	sp|Q6ZVS7|F183B_HUMAN, sp|A6NL82|F183A_HUMAN	tr|A0A8B7H4J2|A0A8B7H4J2_MICMU
OG0001920	sp|Q05516|ZBT16_HUMAN, sp|O15060|ZBT39_HUMAN	tr|A0A8B7F6U4|A0A8B7F6U4_MICMU
OG0001921	sp|P25800|RBTN1_HUMAN, sp|Q8TAP4|LMO3_HUMAN	tr|A0A8B7HQG1|A0A8B7HQG1_MICMU
OG0001922	sp|Q9NV66|TYW1_HUMAN, sp|Q6NUM6|TYW1B_HUMAN	tr|A0A8B7GAG5|A0A8B7GAG5_MICMU
OG0001923	sp|Q7L622|G2E3_HUMAN	tr|A0A8B7GYZ8|A0A8B7GYZ8_MICMU, tr|A0A8C5W6N2|A0A8C5W6N2_MICMU
OG0001924	sp|Q9BTT0|AN32E_HUMAN	tr|A0A8C5YA46|A0A8C5YA46_MICMU, tr|A0A8B7WXG7|A0A8B7WXG7_MICMU
OG0001925	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A8C5VII6|A0A8C5VII6_MICMU, tr|A0A8C5VUD8|A0A8C5VUD8_MICMU
OG0001926	tr|A0A096LPK6|A0A096LPK6_HUMAN, sp|Q9UJW3|DNM3L_HUMAN	tr|A0A8C5Y4G0|A0A8C5Y4G0_MICMU
OG0001927	sp|P48788|TNNI2_HUMAN, sp|P19237|TNNI1_HUMAN	tr|A0A8B7EWP5|A0A8B7EWP5_MICMU
OG0001928	sp|P08912|ACM5_HUMAN, sp|P20309|ACM3_HUMAN	tr|A0A8B7EGU1|A0A8B7EGU1_MICMU
OG0001929	sp|P27544|CERS1_HUMAN, sp|Q9HA82|CERS4_HUMAN	tr|A0A8C5Y4V3|A0A8C5Y4V3_MICMU
OG0001930	sp|Q96BX8|MOB3A_HUMAN, sp|Q70IA8|MOB3C_HUMAN	tr|A0A8B7F045|A0A8B7F045_MICMU
OG0001931	sp|Q8IXK2|GLT12_HUMAN, sp|Q8N4A0|GALT4_HUMAN	tr|A0A8C5VUW9|A0A8C5VUW9_MICMU
OG0001932	sp|Q8WWF5|ZNRF4_HUMAN, sp|Q9H6Y7|RN167_HUMAN	tr|A0A8C5V256|A0A8C5V256_MICMU
OG0001933	sp|Q8WXD5|GEMI6_HUMAN	tr|A0A8C5VF11|A0A8C5VF11_MICMU, tr|A0A8B7I059|A0A8B7I059_MICMU
OG0001934	sp|Q96S38|KS6C1_HUMAN	tr|A0A8C5XYH2|A0A8C5XYH2_MICMU, tr|A0A8C5VS11|A0A8C5VS11_MICMU
OG0001935	sp|Q9Y2W6|TDRKH_HUMAN	tr|A0A8B7GJI0|A0A8B7GJI0_MICMU, tr|A0A8C5Y173|A0A8C5Y173_MICMU
