Orthogroup	Homo_sapiens	Marmota_monax
OG0002864	sp|A6NGB0|T191C_HUMAN, sp|P0C7N4|T191B_HUMAN	tr|A0A5E4AQR8|A0A5E4AQR8_MARMO
OG0002865	sp|O60503|ADCY9_HUMAN	tr|A0A5E4DCE1|A0A5E4DCE1_MARMO, tr|A0A5E4B058|A0A5E4B058_MARMO
OG0002866	sp|P0DMR2|SG1C2_HUMAN, sp|Q8TD33|SG1C1_HUMAN	tr|A0A5E4D4J0|A0A5E4D4J0_MARMO
OG0002867	sp|P32942|ICAM3_HUMAN	tr|A0A5E4AAQ8|A0A5E4AAQ8_MARMO, tr|A0A5E4DIE7|A0A5E4DIE7_MARMO
OG0002868	sp|P59780|AP3S2_HUMAN, sp|Q92572|AP3S1_HUMAN	tr|A0A5E4A4P9|A0A5E4A4P9_MARMO
OG0002869	sp|Q15583|TGIF1_HUMAN, sp|Q9GZN2|TGIF2_HUMAN	tr|A0A5E4BJ82|A0A5E4BJ82_MARMO
OG0002870	sp|Q9GZX3|CHST6_HUMAN, sp|Q9GZS9|CHST5_HUMAN	tr|A0A5E4A6T9|A0A5E4A6T9_MARMO
OG0002871	sp|Q9Y3C6|PPIL1_HUMAN	tr|A0A5E4B4I3|A0A5E4B4I3_MARMO, tr|A0A5E4BCA2|A0A5E4BCA2_MARMO
OG0002872	sp|O95391|SLU7_HUMAN	tr|A0A5E4BRX2|A0A5E4BRX2_MARMO, tr|A0A5E4DK49|A0A5E4DK49_MARMO
OG0002873	sp|Q14995|NR1D2_HUMAN	tr|A0A5E4D697|A0A5E4D697_MARMO, tr|A0A5E4ASV1|A0A5E4ASV1_MARMO
OG0002874	sp|O15530|PDPK1_HUMAN, sp|Q6A1A2|PDPK2_HUMAN	tr|A0A5E4C232|A0A5E4C232_MARMO
OG0002875	sp|Q9NRM6|I17RB_HUMAN	tr|A0A5E4DB77|A0A5E4DB77_MARMO, tr|A0A5E4B0U6|A0A5E4B0U6_MARMO
OG0002876	sp|Q9Y3Q4|HCN4_HUMAN, sp|O60741|HCN1_HUMAN	tr|A0A5E4CS87|A0A5E4CS87_MARMO
OG0002877	sp|O15040|TCPR2_HUMAN	tr|A0A5E4BMT7|A0A5E4BMT7_MARMO, tr|A0A5E4DIX8|A0A5E4DIX8_MARMO
OG0002878	sp|P27797|CALR_HUMAN	tr|A0A5E4APF1|A0A5E4APF1_MARMO, tr|A0A5E4AA87|A0A5E4AA87_MARMO
OG0002879	sp|P55212|CASP6_HUMAN	tr|A0A5E4D339|A0A5E4D339_MARMO, tr|A0A5E4CUG2|A0A5E4CUG2_MARMO
OG0002880	sp|Q15043|S39AE_HUMAN	tr|A0A5E4D569|A0A5E4D569_MARMO, tr|A0A5E4C5G2|A0A5E4C5G2_MARMO
OG0002881	sp|P63027|VAMP2_HUMAN, sp|Q15836|VAMP3_HUMAN	tr|A0A5E4B6I1|A0A5E4B6I1_MARMO
OG0002882	sp|Q4AC94|C2CD3_HUMAN	tr|A0A5E4DJ63|A0A5E4DJ63_MARMO, tr|A0A5E4BI94|A0A5E4BI94_MARMO
OG0002883	sp|Q6VMQ6|MCAF1_HUMAN	tr|A0A5E4CY09|A0A5E4CY09_MARMO, tr|A0A5E4A683|A0A5E4A683_MARMO
OG0002884	sp|Q86UB9|TM135_HUMAN	tr|A0A5E4CU11|A0A5E4CU11_MARMO, tr|A0A5E4A5B5|A0A5E4A5B5_MARMO
OG0002885	sp|Q8N8J7|F241A_HUMAN, sp|Q96D05|F241B_HUMAN	tr|A0A5E4D3H3|A0A5E4D3H3_MARMO
OG0002886	sp|Q8NHB1|OR2V1_HUMAN, sp|Q96R30|OR2V2_HUMAN	tr|A0A5E4CYM8|A0A5E4CYM8_MARMO
OG0002887	sp|C9J798|RAS4B_HUMAN, sp|O43374|RASL2_HUMAN	tr|A0A5E4AGP1|A0A5E4AGP1_MARMO
OG0002888	sp|O75533|SF3B1_HUMAN	tr|A0A5E4B6Z9|A0A5E4B6Z9_MARMO, tr|A0A5E4DCJ5|A0A5E4DCJ5_MARMO
OG0002889	sp|P17302|CXA1_HUMAN	tr|A0A5E4BCI7|A0A5E4BCI7_MARMO, tr|A0A5E4BCE1|A0A5E4BCE1_MARMO
OG0002890	sp|P20645|MPRD_HUMAN	tr|A0A5E4CS58|A0A5E4CS58_MARMO, tr|A0A5E4CG39|A0A5E4CG39_MARMO
OG0002891	sp|P54296|MYOM2_HUMAN	tr|A0A5E4CCH9|A0A5E4CCH9_MARMO, tr|A0A5E4CD45|A0A5E4CD45_MARMO
OG0002892	sp|Q01968|OCRL_HUMAN	tr|A0A5E4DAX6|A0A5E4DAX6_MARMO, tr|A0A5E4CPB2|A0A5E4CPB2_MARMO
OG0002893	sp|Q9BY27|DGC6L_HUMAN, sp|Q14129|DGCR6_HUMAN	tr|A0A5E4C664|A0A5E4C664_MARMO
OG0002894	sp|Q5MJ68|SPDYC_HUMAN, sp|Q5MJ70|SPDYA_HUMAN	tr|A0A5E4A8W4|A0A5E4A8W4_MARMO
OG0002895	sp|Q6UUV7|CRTC3_HUMAN, sp|Q53ET0|CRTC2_HUMAN	tr|A0A5E4BVF1|A0A5E4BVF1_MARMO
OG0002896	sp|Q9NYZ1|TV23B_HUMAN, sp|Q96ET8|TV23C_HUMAN	tr|A0A5E4AT74|A0A5E4AT74_MARMO
OG0002897	sp|Q99575|POP1_HUMAN	tr|A0A5E4DB90|A0A5E4DB90_MARMO, tr|A0A5E4CSE3|A0A5E4CSE3_MARMO
OG0002898	sp|O95714|HERC2_HUMAN, sp|Q9BVR0|HRC23_HUMAN	tr|A0A5E4C4D6|A0A5E4C4D6_MARMO
OG0002899	sp|Q9HAI6|TASL_HUMAN	tr|A0A5E4D653|A0A5E4D653_MARMO, tr|A0A5E4C7J2|A0A5E4C7J2_MARMO
OG0002900	sp|Q9Y4F5|C170B_HUMAN	tr|A0A5E4CQM6|A0A5E4CQM6_MARMO, tr|A0A5E4BGM5|A0A5E4BGM5_MARMO
OG0002901	sp|O60337|MARH6_HUMAN	tr|A0A5E4DC79|A0A5E4DC79_MARMO, tr|A0A5E4B7R9|A0A5E4B7R9_MARMO
OG0002902	sp|P34925|RYK_HUMAN	tr|A0A5E4C8H0|A0A5E4C8H0_MARMO, tr|A0A5E4CMT3|A0A5E4CMT3_MARMO
OG0002903	sp|P43405|KSYK_HUMAN	tr|A0A5E4DCA8|A0A5E4DCA8_MARMO, tr|A0A5E4BI41|A0A5E4BI41_MARMO
OG0002904	sp|Q5T653|RM02_HUMAN, sp|P62917|RL8_HUMAN	tr|A0A5E4A980|A0A5E4A980_MARMO
OG0002905	sp|Q5JT82|KLF17_HUMAN	tr|A0A5E4B0Y6|A0A5E4B0Y6_MARMO, tr|A0A5E4AW06|A0A5E4AW06_MARMO
OG0002906	sp|Q6UXT8|ALKL1_HUMAN, sp|Q6UX46|ALKL2_HUMAN	tr|A0A5E4D1V8|A0A5E4D1V8_MARMO
OG0002907	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A5E4AE11|A0A5E4AE11_MARMO, tr|A0A5E4DIV1|A0A5E4DIV1_MARMO
OG0002908	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A5E4CNK8|A0A5E4CNK8_MARMO, tr|A0A5E4BA66|A0A5E4BA66_MARMO
OG0002909	sp|P98173|FAM3A_HUMAN, sp|Q96BQ1|FAM3D_HUMAN	tr|A0A5E4B0E0|A0A5E4B0E0_MARMO
OG0002910	sp|Q9H2W1|M4A6A_HUMAN, sp|Q96DS6|M4A6E_HUMAN	tr|A0A5E4AIX2|A0A5E4AIX2_MARMO
OG0002911	sp|Q9Y250|LZTS1_HUMAN, sp|Q9BRK4|LZTS2_HUMAN	tr|A0A5E4B850|A0A5E4B850_MARMO
OG0002912	sp|Q9Y3B8|ORN_HUMAN	tr|A0A5E4D5J3|A0A5E4D5J3_MARMO, tr|A0A5E4CMB4|A0A5E4CMB4_MARMO
OG0002913	sp|Q9Y4Z2|NGN3_HUMAN, sp|Q92886|NGN1_HUMAN	tr|A0A5E4B3Y2|A0A5E4B3Y2_MARMO
OG0002914	sp|O60476|MA1A2_HUMAN	tr|A0A5E4CAA8|A0A5E4CAA8_MARMO, tr|A0A5E4CRC4|A0A5E4CRC4_MARMO
OG0002915	sp|Q02447|SP3_HUMAN	tr|A0A5E4CMT4|A0A5E4CMT4_MARMO, tr|A0A5E4D4F9|A0A5E4D4F9_MARMO
OG0002916	sp|Q8WVC6|DCAKD_HUMAN, sp|Q13057|COASY_HUMAN	tr|A0A5E4BBP0|A0A5E4BBP0_MARMO
OG0002917	sp|Q13261|I15RA_HUMAN	tr|A0A5E4BCQ3|A0A5E4BCQ3_MARMO, tr|A0A5E4DEN7|A0A5E4DEN7_MARMO
OG0002918	sp|Q2LD37|K1109_HUMAN	tr|A0A5E4C667|A0A5E4C667_MARMO, tr|A0A5E4DAL3|A0A5E4DAL3_MARMO
OG0002919	sp|Q5T035|CI129_HUMAN, sp|Q9NZB2|F120A_HUMAN	tr|A0A5E4CMD1|A0A5E4CMD1_MARMO
OG0002920	sp|Q68D85|NR3L1_HUMAN, sp|Q9BX59|TPSNR_HUMAN	tr|A0A5E4B496|A0A5E4B496_MARMO
OG0002921	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|A0A5E4AU45|A0A5E4AU45_MARMO
OG0002922	sp|C9JTQ0|ANR63_HUMAN, sp|Q8WWH4|ASZ1_HUMAN	tr|A0A5E4B0U7|A0A5E4B0U7_MARMO
OG0002923	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN	tr|A0A5E4C3D9|A0A5E4C3D9_MARMO
OG0002924	sp|P35670|ATP7B_HUMAN	tr|A0A5E4BB25|A0A5E4BB25_MARMO, tr|A0A5E4DF91|A0A5E4DF91_MARMO
OG0002925	sp|Q12923|PTN13_HUMAN	tr|A0A5E4D6F3|A0A5E4D6F3_MARMO, tr|A0A5E4DIG8|A0A5E4DIG8_MARMO
OG0002926	sp|Q8NEB5|PLPP5_HUMAN, sp|Q5VZY2|PLPP4_HUMAN	tr|A0A5E4AS65|A0A5E4AS65_MARMO
OG0002927	sp|P00374|DYR_HUMAN, sp|Q86XF0|DYR2_HUMAN	tr|A0A5E4DCL5|A0A5E4DCL5_MARMO
OG0002928	sp|Q9C099|LRCC1_HUMAN	tr|A0A5E4B7L8|A0A5E4B7L8_MARMO, tr|A0A5E4DDM8|A0A5E4DDM8_MARMO
OG0002929	sp|Q9H078|CLPB_HUMAN	tr|A0A5E4BNX1|A0A5E4BNX1_MARMO, tr|A0A5E4DCZ0|A0A5E4DCZ0_MARMO
OG0002930	sp|Q9UMR7|CLC4A_HUMAN	tr|A0A5E4DAB3|A0A5E4DAB3_MARMO, tr|A0A5E4DBI0|A0A5E4DBI0_MARMO
OG0002931	sp|Q8NF99|ZN397_HUMAN, tr|B7ZLF3|B7ZLF3_HUMAN	tr|A0A5E4CME7|A0A5E4CME7_MARMO
OG0002932	sp|P22059|OSBP1_HUMAN, sp|Q969R2|OSBP2_HUMAN	tr|A0A5E4D672|A0A5E4D672_MARMO
OG0002933	sp|P48546|GIPR_HUMAN, sp|P47871|GLR_HUMAN	tr|A0A5E4AM21|A0A5E4AM21_MARMO
OG0002934	sp|Q14137|BOP1_HUMAN, sp|Q9BV38|WDR18_HUMAN	tr|A0A5E4BGM7|A0A5E4BGM7_MARMO
OG0002935	sp|Q16478|GRIK5_HUMAN, sp|Q16099|GRIK4_HUMAN	tr|A0A5E4A2U2|A0A5E4A2U2_MARMO
OG0002936	sp|Q4KMQ1|TPRN_HUMAN	tr|A0A5E4ABA3|A0A5E4ABA3_MARMO, tr|A0A5E4AA67|A0A5E4AA67_MARMO
OG0002937	sp|Q96MW7|TIGD1_HUMAN, sp|Q4W5G0|TIGD2_HUMAN	tr|A0A5E4B6L2|A0A5E4B6L2_MARMO
OG0002938	sp|Q92508|PIEZ1_HUMAN	tr|A0A5E4BJ16|A0A5E4BJ16_MARMO, tr|A0A5E4B9G3|A0A5E4B9G3_MARMO
OG0002939	sp|Q99623|PHB2_HUMAN	tr|A0A5E4BSW9|A0A5E4BSW9_MARMO, tr|A0A5E4B6X0|A0A5E4B6X0_MARMO
OG0002940	sp|Q9BRF8|CPPED_HUMAN	tr|A0A5E4DDU2|A0A5E4DDU2_MARMO, tr|A0A5E4C8V8|A0A5E4C8V8_MARMO
OG0002941	sp|Q9NW13|RBM28_HUMAN	tr|A0A5E4BUT5|A0A5E4BUT5_MARMO, tr|A0A5E4DC16|A0A5E4DC16_MARMO
OG0002942	sp|Q9Y296|TPPC4_HUMAN	tr|A0A5E4A2T9|A0A5E4A2T9_MARMO, tr|A0A5E4BQY0|A0A5E4BQY0_MARMO
OG0002943	sp|Q9P2E2|KIF17_HUMAN, sp|O15066|KIF3B_HUMAN	tr|A0A5E4A7N5|A0A5E4A7N5_MARMO
OG0002944	sp|O43184|ADA12_HUMAN	tr|A0A5E4CFN0|A0A5E4CFN0_MARMO, tr|A0A5E4DCM0|A0A5E4DCM0_MARMO
OG0002945	sp|P09668|CATH_HUMAN	tr|A0A5E4DDG2|A0A5E4DDG2_MARMO, tr|A0A5E4AV90|A0A5E4AV90_MARMO
OG0002947	sp|P50402|EMD_HUMAN	tr|A0A5E4B1X6|A0A5E4B1X6_MARMO, tr|A0A5E4B312|A0A5E4B312_MARMO
OG0002948	sp|Q00059|TFAM_HUMAN	tr|A0A5E4CYB3|A0A5E4CYB3_MARMO, tr|A0A5E4B7F8|A0A5E4B7F8_MARMO
OG0002949	sp|Q8NDH6|ICA1L_HUMAN, sp|Q05084|ICA69_HUMAN	tr|A0A5E4CMC8|A0A5E4CMC8_MARMO
OG0002950	sp|Q96PU9|ODF3A_HUMAN, sp|Q8IXM7|OD3L1_HUMAN	tr|A0A5E4D4Q4|A0A5E4D4Q4_MARMO
OG0002951	sp|Q8N5I4|DHRSX_HUMAN	tr|A0A5E4CZJ0|A0A5E4CZJ0_MARMO, tr|A0A5E4DB52|A0A5E4DB52_MARMO
OG0002952	sp|Q9Y6X1|SERP1_HUMAN, sp|Q8N6R1|SERP2_HUMAN	tr|A0A5E4BY52|A0A5E4BY52_MARMO
OG0002953	sp|Q9H0B8|CRLD2_HUMAN	tr|A0A5E4DD20|A0A5E4DD20_MARMO, tr|A0A5E4A247|A0A5E4A247_MARMO
OG0002954	sp|Q9H169|STMN4_HUMAN	tr|A0A5E4BL14|A0A5E4BL14_MARMO, tr|A0A5E4BK99|A0A5E4BK99_MARMO
OG0002955	sp|Q9Y483|MTF2_HUMAN	tr|A0A5E4DIV7|A0A5E4DIV7_MARMO, tr|A0A5E4C6L7|A0A5E4C6L7_MARMO
OG0002956	sp|Q8N8J0|PI4P1_HUMAN, sp|A4QPH2|PI4P2_HUMAN	tr|A0A5E4AQY9|A0A5E4AQY9_MARMO
OG0002957	sp|A6NFK2|GRCR2_HUMAN, sp|A8MXD5|GRCR1_HUMAN	tr|A0A5E4CCG0|A0A5E4CCG0_MARMO
OG0002958	sp|O00472|ELL2_HUMAN	tr|A0A5E4D517|A0A5E4D517_MARMO, tr|A0A5E4BXY9|A0A5E4BXY9_MARMO
OG0002959	sp|Q7M4L6|SHF_HUMAN, sp|Q5VZ18|SHE_HUMAN	tr|A0A5E4BKJ5|A0A5E4BKJ5_MARMO
OG0002960	sp|Q8N8N0|RN152_HUMAN	tr|A0A5E4CYR7|A0A5E4CYR7_MARMO, tr|A0A5E4B137|A0A5E4B137_MARMO
OG0002962	sp|Q9GZQ8|MLP3B_HUMAN, sp|A6NCE7|MP3B2_HUMAN	tr|A0A5E4BL68|A0A5E4BL68_MARMO
OG0002963	sp|Q9NQ31|AKIP1_HUMAN	tr|A0A5E4B4K0|A0A5E4B4K0_MARMO, tr|A0A5E4AT55|A0A5E4AT55_MARMO
OG0002964	sp|Q9NQ60|EQTN_HUMAN	tr|A0A5E4D6M2|A0A5E4D6M2_MARMO, tr|A0A5E4BTV7|A0A5E4BTV7_MARMO
OG0002965	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A5E4AQ22|A0A5E4AQ22_MARMO, tr|A0A5E4DBD4|A0A5E4DBD4_MARMO
OG0002966	sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN	tr|A0A5E4APX1|A0A5E4APX1_MARMO
OG0002967	sp|Q96C28|ZN707_HUMAN, sp|P0C7X2|ZN688_HUMAN	tr|A0A5E4C4G8|A0A5E4C4G8_MARMO
OG0002968	sp|P11137|MTAP2_HUMAN	tr|A0A5E4CN50|A0A5E4CN50_MARMO, tr|A0A5E4DDD0|A0A5E4DDD0_MARMO
OG0002969	sp|P49915|GUAA_HUMAN	tr|A0A5E4AFN0|A0A5E4AFN0_MARMO, tr|A0A5E4BSU7|A0A5E4BSU7_MARMO
OG0002970	sp|Q02045|MYL5_HUMAN, sp|Q01449|MLRA_HUMAN	tr|A0A5E4BXD6|A0A5E4BXD6_MARMO
OG0002971	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A5E4BKW9|A0A5E4BKW9_MARMO, tr|A0A5E4D5H0|A0A5E4D5H0_MARMO
OG0002972	sp|Q96P70|IPO9_HUMAN	tr|A0A5E4AHK1|A0A5E4AHK1_MARMO, tr|A0A5E4DCB4|A0A5E4DCB4_MARMO
OG0002973	sp|Q8N2C3|DEPD4_HUMAN, sp|Q96QD5|DEPD7_HUMAN	tr|A0A5E4B812|A0A5E4B812_MARMO
OG0002974	sp|Q9HCE3|ZN532_HUMAN	tr|A0A5E4ABU9|A0A5E4ABU9_MARMO, tr|A0A5E4B821|A0A5E4B821_MARMO
OG0002975	sp|O95214|LERL1_HUMAN, sp|O15243|OBRG_HUMAN	tr|A0A5E4DIB3|A0A5E4DIB3_MARMO
OG0002976	sp|P56880|CLD20_HUMAN, sp|O95500|CLD14_HUMAN	tr|A0A5E4B6X7|A0A5E4B6X7_MARMO
OG0002977	sp|P30084|ECHM_HUMAN	tr|A0A5E4BKW0|A0A5E4BKW0_MARMO, tr|A0A5E4DHQ8|A0A5E4DHQ8_MARMO
OG0002978	sp|P35548|MSX2_HUMAN	tr|A0A5E4BN38|A0A5E4BN38_MARMO, tr|A0A5E4C8B0|A0A5E4C8B0_MARMO
OG0002979	sp|P50406|5HT6R_HUMAN	tr|A0A5E4A254|A0A5E4A254_MARMO, tr|A0A5E4DAZ8|A0A5E4DAZ8_MARMO
OG0002980	sp|Q5I7T1|AG10B_HUMAN, sp|Q5BKT4|AG10A_HUMAN	tr|A0A5E4D8K0|A0A5E4D8K0_MARMO
OG0002981	sp|Q7Z7B8|DB128_HUMAN, sp|Q9H1M4|DB127_HUMAN	tr|A0A5E4CWV8|A0A5E4CWV8_MARMO
OG0002982	sp|Q92611|EDEM1_HUMAN	tr|A0A5E4DJ64|A0A5E4DJ64_MARMO, tr|A0A5E4CZR1|A0A5E4CZR1_MARMO
OG0002983	sp|Q96IG2|FXL20_HUMAN, sp|Q9UKC9|FBXL2_HUMAN	tr|A0A5E4ADT9|A0A5E4ADT9_MARMO
OG0002984	sp|Q9ULC4|MCTS1_HUMAN, sp|A0A3B3IRV3|MCTS2_HUMAN	tr|A0A5E4CVI6|A0A5E4CVI6_MARMO
OG0002985	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A5E4B6E2|A0A5E4B6E2_MARMO, tr|A0A5E4A3B3|A0A5E4A3B3_MARMO
OG0002987	tr|A0A2R8Y550|A0A2R8Y550_HUMAN, sp|A8MWV9|SM34A_HUMAN	tr|A0A5E4B739|A0A5E4B739_MARMO
OG0002988	sp|P24522|GA45A_HUMAN	tr|A0A5E4C3L5|A0A5E4C3L5_MARMO, tr|A0A5E4DBF2|A0A5E4DBF2_MARMO
OG0002989	sp|Q14686|NCOA6_HUMAN	tr|A0A5E4DCI4|A0A5E4DCI4_MARMO, tr|A0A5E4C559|A0A5E4C559_MARMO
OG0002990	sp|Q99536|VAT1_HUMAN	tr|A0A5E4CNP5|A0A5E4CNP5_MARMO, tr|A0A5E4B9S8|A0A5E4B9S8_MARMO
OG0002991	sp|Q9BRJ2|RM45_HUMAN	tr|A0A5E4BT24|A0A5E4BT24_MARMO, tr|A0A5E4AEM5|A0A5E4AEM5_MARMO
OG0002992	sp|Q9H8W3|F204A_HUMAN	tr|A0A5E4AEU8|A0A5E4AEU8_MARMO, tr|A0A5E4CS36|A0A5E4CS36_MARMO
OG0002993	sp|Q9HBH1|DEFM_HUMAN	tr|A0A5E4B9F0|A0A5E4B9F0_MARMO, tr|A0A5E4BBM4|A0A5E4BBM4_MARMO
OG0002994	sp|A0A1B0GW35|EXC1L_HUMAN, sp|Q9NV70|EXOC1_HUMAN	tr|A0A5E4BHJ1|A0A5E4BHJ1_MARMO
OG0002995	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A5E4CW18|A0A5E4CW18_MARMO, tr|A0A5E4B4N3|A0A5E4B4N3_MARMO
OG0002996	tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN, sp|Q9NY37|ASIC5_HUMAN	tr|A0A5E4CCF5|A0A5E4CCF5_MARMO
OG0002997	sp|A6NH57|ARL5C_HUMAN, sp|Q96KC2|ARL5B_HUMAN	tr|A0A5E4BTE1|A0A5E4BTE1_MARMO
OG0002998	sp|O43684|BUB3_HUMAN	tr|A0A5E4ALC4|A0A5E4ALC4_MARMO, tr|A0A5E4CIC2|A0A5E4CIC2_MARMO
OG0002999	sp|O75712|CXB3_HUMAN	tr|A0A5E4DCX4|A0A5E4DCX4_MARMO, tr|A0A5E4AQ94|A0A5E4AQ94_MARMO
OG0003000	sp|Q58F21|BRDT_HUMAN	tr|A0A5E4C5B2|A0A5E4C5B2_MARMO, tr|A0A5E4C1I6|A0A5E4C1I6_MARMO
OG0003001	sp|Q6P5W5|S39A4_HUMAN, sp|Q504Y0|S39AC_HUMAN	tr|A0A5E4BV75|A0A5E4BV75_MARMO
OG0003002	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A5E4B390|A0A5E4B390_MARMO, tr|A0A5E4DCE6|A0A5E4DCE6_MARMO
OG0003003	sp|Q8IVS2|FABD_HUMAN	tr|A0A5E4BMA8|A0A5E4BMA8_MARMO, tr|A0A5E4BLS4|A0A5E4BLS4_MARMO
OG0003004	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A5E4DBA5|A0A5E4DBA5_MARMO, tr|A0A5E4C4Z9|A0A5E4C4Z9_MARMO
OG0003005	sp|Q96PE7|MCEE_HUMAN	tr|A0A5E4BFD4|A0A5E4BFD4_MARMO, tr|A0A5E4DJF4|A0A5E4DJF4_MARMO
OG0003006	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A5E4A753|A0A5E4A753_MARMO, tr|A0A5E4D7U7|A0A5E4D7U7_MARMO
OG0003007	sp|A6NJY4|T238L_HUMAN	tr|A0A5E4CXU3|A0A5E4CXU3_MARMO, tr|A0A5E4A5K1|A0A5E4A5K1_MARMO
OG0003008	sp|Q13156|RFA4_HUMAN, sp|P15927|RFA2_HUMAN	tr|A0A5E4ACF3|A0A5E4ACF3_MARMO
OG0003009	sp|P16066|ANPRA_HUMAN, sp|P20594|ANPRB_HUMAN	tr|A0A5E4A5X6|A0A5E4A5X6_MARMO
OG0003010	sp|P56915|GSC_HUMAN, sp|A8MZ59|LEUTX_HUMAN	tr|A0A5E4BTF1|A0A5E4BTF1_MARMO
OG0003011	sp|Q14644|RASA3_HUMAN	tr|A0A5E4CTA9|A0A5E4CTA9_MARMO, tr|A0A5E4DAT1|A0A5E4DAT1_MARMO
OG0003012	sp|Q14690|RRP5_HUMAN	tr|A0A5E4B096|A0A5E4B096_MARMO, tr|A0A5E4DCP0|A0A5E4DCP0_MARMO
OG0003013	sp|Q9NPI7|KRCC1_HUMAN, sp|Q5H9K5|ZMAT1_HUMAN	tr|A0A5E4AYF8|A0A5E4AYF8_MARMO
OG0003014	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A5E4BPG3|A0A5E4BPG3_MARMO, tr|A0A5E4C1J6|A0A5E4C1J6_MARMO
OG0003015	sp|Q6V1X1|DPP8_HUMAN	tr|A0A5E4DD84|A0A5E4DD84_MARMO, tr|A0A5E4B0S7|A0A5E4B0S7_MARMO
OG0003016	sp|Q96RL7|VP13A_HUMAN	tr|A0A5E4BUN4|A0A5E4BUN4_MARMO, tr|A0A5E4CXX6|A0A5E4CXX6_MARMO
OG0003017	sp|Q9BVK8|TM147_HUMAN	tr|A0A5E4AGJ7|A0A5E4AGJ7_MARMO, tr|A0A5E4AEZ3|A0A5E4AEZ3_MARMO
OG0003018	sp|Q9UBW7|ZMYM2_HUMAN	tr|A0A5E4CJC6|A0A5E4CJC6_MARMO, tr|A0A5E4D206|A0A5E4D206_MARMO
OG0003019	sp|P21926|CD9_HUMAN	tr|A0A5E4B4K3|A0A5E4B4K3_MARMO, tr|A0A5E4BR25|A0A5E4BR25_MARMO
OG0003020	sp|Q03154|ACY1_HUMAN	tr|A0A5E4BM75|A0A5E4BM75_MARMO, tr|A0A5E4BP74|A0A5E4BP74_MARMO
OG0003021	sp|Q15406|NR6A1_HUMAN	tr|A0A5E4DIX2|A0A5E4DIX2_MARMO, tr|A0A5E4AF81|A0A5E4AF81_MARMO
OG0003022	sp|Q86VF2|IGFN1_HUMAN	tr|A0A5E4BX82|A0A5E4BX82_MARMO, tr|A0A5E4AI48|A0A5E4AI48_MARMO
OG0003023	sp|Q5EBM4|ZN542_HUMAN, sp|Q8NCK3|ZN485_HUMAN	tr|A0A5E4CXB1|A0A5E4CXB1_MARMO
OG0003024	sp|Q8TE85|GRHL3_HUMAN	tr|A0A5E4BIU9|A0A5E4BIU9_MARMO, tr|A0A5E4DDH3|A0A5E4DDH3_MARMO
OG0003025	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A5E4CKT6|A0A5E4CKT6_MARMO, tr|A0A5E4CIH4|A0A5E4CIH4_MARMO
OG0003026	sp|Q9GZV7|HPLN2_HUMAN	tr|A0A5E4ABI5|A0A5E4ABI5_MARMO, tr|A0A5E4BIL3|A0A5E4BIL3_MARMO
OG0003027	sp|O00141|SGK1_HUMAN, sp|Q9HBY8|SGK2_HUMAN	tr|A0A5E4BNE0|A0A5E4BNE0_MARMO
OG0003028	sp|Q9NP59|S40A1_HUMAN	tr|A0A5E4CJ96|A0A5E4CJ96_MARMO, tr|A0A5E4CCT9|A0A5E4CCT9_MARMO
OG0003029	sp|Q9NRE1|MMP26_HUMAN, sp|P09237|MMP7_HUMAN	tr|A0A5E4C4F7|A0A5E4C4F7_MARMO
OG0003030	sp|Q9NZM5|NOP53_HUMAN	tr|A0A5E4D4H7|A0A5E4D4H7_MARMO, tr|A0A5E4BMQ0|A0A5E4BMQ0_MARMO
OG0003031	sp|Q9NZV1|CRIM1_HUMAN	tr|A0A5E4CIE5|A0A5E4CIE5_MARMO, tr|A0A5E4CWN5|A0A5E4CWN5_MARMO
OG0003032	sp|Q9UBK8|MTRR_HUMAN	tr|A0A5E4DKJ4|A0A5E4DKJ4_MARMO, tr|A0A5E4CWK3|A0A5E4CWK3_MARMO
OG0003033	sp|Q9Y388|RBMX2_HUMAN	tr|A0A5E4CE04|A0A5E4CE04_MARMO, tr|A0A5E4CNC7|A0A5E4CNC7_MARMO
OG0003034	sp|P08319|ADH4_HUMAN	tr|A0A5E4CXM6|A0A5E4CXM6_MARMO, tr|A0A5E4DD78|A0A5E4DD78_MARMO
OG0003035	sp|P31942|HNRH3_HUMAN	tr|A0A5E4D5K9|A0A5E4D5K9_MARMO, tr|A0A5E4CBE4|A0A5E4CBE4_MARMO
